-0.0049397+0.00086536i,-0.0024585-0.00051812i,-0.0027545-0.00019055i,-0.0027846+0.0013767i,-0.0019669+0.0027607i,-0.0013181+0.0019676i,-0.00026636+0.0017071i,0.00078783+0.0015043i,0.00091184+0.0011335i,0.00072161+0.00097276i,0.00074836+0.00075942i,0.00051017+0.00024672i,-5.0238e-05-0.00053312i,2.9962e-05-0.001106i,-9.2897e-05-0.0011658i,-0.00053021-0.00034354i,-0.00063773+0.00040751i,-0.0006277+1.1175e-06i,-0.00068116+0.0001384i,-0.00084151+0.00048083i,-0.00076148+3.944e-05i,-0.00074981+0.0003285i,-0.0011532+0.00031887i
-0.014099+0.020137i,-0.038338+0.054168i,-0.074303+0.096598i,-0.091934+0.11134i,-0.075535+0.078467i,-0.047572+0.029772i,-0.027103+0.0076062i,-0.012596+0.0064826i,-0.0052312+0.0036163i,-0.0048347+0.00030124i,-0.0034059+0.0022398i,-0.0014003+0.0055165i,-0.0025394+0.0044946i,-0.0040354+0.0011405i,-0.0028997+4.1414e-05i,-0.0011294+0.0012628i,0.00039813+0.0038721i,0.00035749+0.0042347i,-0.00081807+0.0022147i,-0.0016907+0.00063959i,-0.0033462+9.0367e-05i,-0.0045892-9.9684e-05i,-0.0033205+0.0010345i
0.0083455-0.025565i,0.022518-0.066683i,0.0404-0.1201i,0.050018-0.14041i,0.046925-0.10393i,0.035365-0.046326i,0.018975-0.014609i,0.002573-0.0078357i,-0.0068937-0.0055424i,-0.0064312-0.0039426i,-0.0031834-0.003157i,-0.0029075-0.0042759i,-0.004389-0.0053592i,-0.0053321-0.0039416i,-0.0047089-0.0043355i,-0.0048063-0.006163i,-0.004445-0.0058804i,-0.0025535-0.0045258i,-0.0021958-0.0027024i,-0.0019979-0.0014663i,0.00011684-0.0015154i,0.0021224-0.0011855i,0.0029073+0.00069484i
0.0015506+0.023642i,-0.0011886+0.06731i,-0.0023213+0.12465i,-0.0037937+0.14801i,-0.014313+0.11169i,-0.02353+0.054382i,-0.017151+0.018765i,-0.0049457+0.0029959i,-0.00021922-0.0042826i,-0.0016955-0.0042612i,-0.0010438-0.0033043i,0.0016222-0.0033822i,0.0022786-0.0021961i,0.001739-0.001578i,0.0013366-0.0011545i,0.0019288+8.7962e-05i,0.0036064-0.00010358i,0.0038961-0.0027434i,0.00079032-0.0040634i,-0.0035395-0.0037853i,-0.0057157-0.0035581i,-0.0060137-0.0032833i,-0.0058039-0.0035683i
-0.0068608-0.018237i,-0.016548-0.061601i,-0.034763-0.11783i,-0.04701-0.14211i,-0.030012-0.11195i,-0.0020126-0.064017i,0.0068159-0.030949i,0.0046569-0.010867i,0.0058281+0.00022536i,0.0070065+0.002682i,0.0032754+0.0024792i,-7.6086e-06+0.0026184i,0.00042402+0.0013738i,0.0010796-0.00026242i,0.00045226-0.00085327i,0.00071752-0.0020967i,0.0010165-0.0041693i,0.00086072-0.0048205i,0.002827-0.0028317i,0.0052998-0.0016763i,0.005449-0.001916i,0.004073-0.0022169i,0.002452-0.0021117i
0.012489+0.019166i,0.035808+0.057102i,0.074689+0.10518i,0.1002+0.1219i,0.076602+0.094982i,0.026831+0.061987i,0.0044635+0.03973i,0.0065397+0.020151i,0.0088181+0.0077494i,0.0079607+0.0046317i,0.0056529+0.004357i,0.0026427+0.005945i,0.0012056+0.005895i,0.00045787+0.003722i,-0.00037178+0.0036051i,0.0011045+0.0036077i,0.0029027+0.0016271i,0.0023949-0.00069191i,0.0013692-0.0018387i,0.00095581-0.00078839i,-0.00026894+0.0020311i,-0.0022597+0.0037938i,-0.0024065+0.0044261i
-0.015579-0.013458i,-0.049158-0.043405i,-0.10334-0.077863i,-0.13823-0.086452i,-0.11113-0.067386i,-0.050975-0.048026i,-0.018409-0.030506i,-0.011442-0.0097084i,-0.0061915+0.00012163i,-0.0019505-0.004352i,-0.0012149-0.0081513i,-0.0034039-0.0065277i,-0.0058913-0.0028962i,-0.0059375-0.0016147i,-0.0054848-0.0023262i,-0.0069037-0.0019408i,-0.0083651-0.00069585i,-0.0072346+0.00044006i,-0.003979+0.0017557i,0.00042463+0.0034771i,0.0040069+0.0029197i,0.0051181+0.0012488i,0.0047824+0.0010428i
0.021432+0.0080354i,0.061311+0.027004i,0.12209+0.040521i,0.15736+0.031858i,0.12732+0.017974i,0.063055+0.019575i,0.02293+0.017548i,0.0064532+0.0025061i,-0.0048367-0.0086511i,-0.0087458-0.0098132i,-0.0071006-0.0085734i,-0.0049531-0.0078436i,-0.0027121-0.0058215i,0.00081593-0.0027261i,0.0035936-0.00073303i,0.0030894-0.00039068i,0.0020047+0.00011423i,-0.00042112-0.00084897i,-0.0050689-0.0025984i,-0.0077835-0.0032964i,-0.0062339-0.0032351i,-0.0034967-0.0022633i,-0.0037091-0.0013891i
-0.019909-0.0074039i,-0.063495-0.01141i,-0.12689-0.0019277i,-0.16163+0.023109i,-0.13666+0.030771i,-0.081923+0.0074884i,-0.040711-0.0063637i,-0.016202-0.0010942i,-0.0026791+0.0020492i,-0.0037012+0.0033399i,-0.0065324+0.0072878i,-0.0030707+0.0070637i,0.0011684+0.0015618i,0.0022961-0.0033231i,0.0018783-0.0060313i,0.0015288-0.0063899i,0.0026421-0.0054582i,0.0041943-0.0048048i,0.0057044-0.0046978i,0.005429-0.0062158i,0.002463-0.0083126i,-1.6439e-05-0.0077975i,-0.0019032-0.0055187i
0.016862+2.3207e-05i,0.060382-0.0071052i,0.11507-0.036453i,0.13677-0.075524i,0.11008-0.073394i,0.067978-0.030441i,0.040718-0.0028024i,0.023333-0.00072815i,0.01172-0.00093638i,0.0079359+0.0028942i,0.0067738+0.0072175i,0.0056794+0.0093728i,0.0038431+0.0055221i,0.00043321+0.00083586i,-0.0014533+0.00043914i,0.0013664+0.00023373i,0.0042158-0.0010857i,0.0038265-0.002377i,-1.2976e-05-0.0019743i,-0.0035349+0.00044043i,-0.0042945+0.0026106i,-0.0028457+0.0029256i,-0.00082512+0.0029465i
-0.020124+0.00092116i,-0.057029+0.021508i,-0.099541+0.068397i,-0.10338+0.11571i,-0.071748+0.10587i,-0.04403+0.053705i,-0.027728+0.025013i,-0.00758+0.018702i,0.0086705+0.010138i,0.010165+0.0013113i,0.0063687-0.0033621i,0.0026637-0.002695i,0.00037038-0.00011394i,-0.0026041-0.0016238i,-0.0079533-0.0030967i,-0.010234-0.0020367i,-0.0076096-0.00059112i,-0.0033042-0.00044888i,0.00067403-0.00077123i,0.0028268-0.00044275i,0.0033669+5.1927e-05i,0.003202+0.0010324i,0.0030047+0.0013057i
0.015009-0.0076451i,0.044589-0.036422i,0.067598-0.094077i,0.050096-0.14205i,0.018274-0.12834i,0.011604-0.07362i,0.012549-0.037001i,-0.00041666-0.019961i,-0.0099217-0.0076217i,-0.0062412-0.0069474i,-0.0042248-0.012762i,-0.0073281-0.011643i,-0.0078431-0.0047443i,-0.0030623+0.001329i,0.0017656+0.0034043i,0.0023856+0.0032115i,-0.00039456+0.0032599i,-0.0029239+0.0018374i,-0.0050191+0.001001i,-0.005448+0.0022199i,-0.0027717+0.0026363i,-0.0017367+0.0013126i,-0.0023464-6.0379e-05i
-0.011718+0.01174i,-0.031256+0.046582i,-0.035129+0.10621i,-0.00055063+0.14851i,0.025559+0.13059i,0.005382+0.077216i,-0.013376+0.038983i,-0.0070394+0.016678i,-0.0034089+0.0019602i,-0.0073524+0.0021851i,-0.0074995+0.0063869i,-0.0049526+0.0031663i,-0.0020625-0.0018344i,0.00033315-0.002852i,-6.3268e-05-0.0030235i,-0.0023403-0.0046829i,-0.0027072-0.0052902i,-7.3036e-05-0.0058265i,0.0038739-0.0083601i,0.0059132-0.011372i,0.004565-0.012469i,0.0015149-0.0095829i,-0.0022327-0.0064983i
0.010815-0.016381i,0.018185-0.054939i,0.0027269-0.11091i,-0.047832-0.13305i,-0.075235-0.10032i,-0.044309-0.055589i,-0.014031-0.032019i,-0.010052-0.016506i,-0.0078118-0.0028941i,-0.0050068+0.0031628i,-0.0023801+0.0099723i,0.0043174+0.013922i,0.0069581+0.0087331i,0.0052012+0.00256i,0.0071077-0.0011988i,0.011515-0.0036708i,0.012192-0.0060481i,0.0087653-0.005944i,0.0047105-0.0022366i,0.0018832+0.0016786i,0.00061988+0.0029995i,-0.00095813+0.0020109i,-0.002033+0.0031704i
-0.0023716+0.022426i,0.0030036+0.058372i,0.034392+0.097859i,0.088767+0.090816i,0.10874+0.044396i,0.070827+0.016329i,0.037859+0.016113i,0.030523+0.0090997i,0.025372-0.0053971i,0.019195-0.010491i,0.01256-0.0095816i,0.0052497-0.0070767i,8.3934e-05-0.0069442i,-0.0049036-0.0073386i,-0.0096229-0.0028477i,-0.0098236+0.0019313i,-0.0060815+0.0028628i,-0.0024121+0.0012862i,-0.0014023-0.00060336i,-0.0023208-0.00085664i,-0.0028653+0.00092742i,-0.00095242+0.0030767i,0.0027241+0.0023658i
-0.0018046-0.013836i,-0.015402-0.047938i,-0.052167-0.075297i,-0.10052-0.052316i,-0.10889-0.0083079i,-0.069919-0.00041193i,-0.038971-0.0066462i,-0.022098+0.0039042i,-0.00289+0.0099703i,0.0042081-0.0028444i,-0.0017372-0.015153i,-0.0069843-0.013072i,-0.0059129-0.0031249i,-0.001044+0.00068318i,0.00049154-0.0024484i,-0.0013365-0.0031982i,-0.0016546-0.00042328i,-0.0031996+0.0019554i,-0.0059744+0.0042755i,-0.0063419+0.0068038i,-0.0037141+0.006988i,-0.0008909+0.0048742i,-0.0022335+0.0027515i
0.0082849+0.01991i,0.029514+0.048564i,0.069516+0.061828i,0.10202+0.019637i,0.090307-0.028106i,0.046083-0.019365i,0.020888+0.0020314i,0.011571-0.0003233i,-0.0012821-0.0012587i,-0.0061548+0.0042387i,-0.0068114+0.0021945i,-0.010823-0.00090458i,-0.010886+0.00038749i,-0.0068669+0.0014908i,-0.0046168+0.0028426i,-0.0044145+0.0038883i,-0.003835+0.0018967i,-0.0014512-0.0018875i,0.0017651-0.0066342i,0.0013564-0.0098034i,-0.0014973-0.0095546i,-0.0021718-0.00804i,-0.0011227-0.0060845i
-0.008053-0.01583i,-0.0348-0.037899i,-0.069217-0.039377i,-0.08023+0.016503i,-0.055925+0.072862i,-0.025784+0.062492i,-0.018425+0.032453i,-0.016106+0.021786i,-0.010686+0.01499i,-0.010761+0.016817i,-0.0037152+0.026654i,0.009039+0.023781i,0.011404+0.011979i,0.0074326+0.0054031i,0.0067802+0.00040297i,0.0078405-0.0067603i,0.0067026-0.010752i,0.0059086-0.0086083i,0.0079416-0.0042388i,0.0098343-0.0021975i,0.0079868-0.0029938i,0.0035404-0.0024937i,0.0017337+0.001719i
0.015697+0.011464i,0.047568+0.027971i,0.071742+0.020172i,0.052318-0.039253i,0.0069566-0.092489i,-0.011558-0.079529i,0.0013114-0.047932i,0.00523-0.037108i,-0.00082607-0.029427i,0.00059695-0.019897i,0.0029539-0.011186i,0.003905-0.004957i,0.0011515-0.0049208i,-0.0040939-0.0053698i,-0.0051919-0.0010296i,-0.0032572+0.0036058i,0.00025007+0.0042858i,0.0035677+0.00058837i,0.0031606-0.0032846i,0.0012314-0.0027922i,0.00089184-0.00089825i,0.0010612-0.00031856i,-0.00011304-0.00098378i
-0.025472-0.0049605i,-0.060681-0.015887i,-0.078769-0.0056252i,-0.037058+0.034071i,0.021916+0.055557i,0.034488+0.030162i,0.016117+0.0097052i,0.015401+0.0084026i,0.023574-0.0033535i,0.019088-0.017818i,0.0091916-0.023545i,0.0030478-0.019889i,0.0031646-0.013181i,0.0035557-0.011641i,0.00029408-0.010531i,-0.0027419-0.006304i,-0.0037264-0.0020241i,-0.0046969+0.001923i,-0.0058469+0.004876i,-0.0041329+0.0064265i,-0.0015166+0.0064237i,-0.0019644+0.0055308i,-0.0048465+0.0045105i
0.024493-0.0022382i,0.062076+0.0024356i,0.074948-0.0034837i,0.018513-0.021229i,-0.047863-0.020184i,-0.057217+0.0037594i,-0.036092+0.011738i,-0.023246+0.010263i,-0.011184+0.016606i,-0.0027619+0.009425i,-0.010084-0.0047219i,-0.020187-0.0048472i,-0.01828+0.0023163i,-0.0091863+0.0036485i,-0.00377+0.00075115i,-0.0015195+0.00049718i,-0.00045166+0.0004994i,-0.0018857-0.0032457i,-0.005223-0.0072097i,-0.0088912-0.0082654i,-0.0097071-0.0050649i,-0.0068558-0.0014037i,-0.0038413-0.0017837i
-0.024573+0.0085834i,-0.063627+0.012092i,-0.072611+0.015527i,-0.0071576+0.012373i,0.065499-0.0018635i,0.070644-0.0063302i,0.042136+0.010231i,0.022351+0.02119i,0.0042081+0.022032i,-0.0037585+0.028013i,0.0051285+0.028622i,0.011538+0.018734i,0.0094516+0.0078928i,0.0059388+0.00075741i,0.003392-0.0028875i,0.0016295-0.0065894i,0.00075008-0.0085941i,0.0022921-0.0063129i,0.0039435-0.0029581i,0.0031577-0.0026071i,0.00016053-0.0057165i,-0.0002614-0.0064002i,0.0055721-0.0026265i
0.020724-0.016734i,0.060854-0.026196i,0.073275-0.025007i,0.015318+0.0052449i,-0.047953+0.048813i,-0.049599+0.054226i,-0.028702+0.024487i,-0.022237+0.0026194i,-0.018036-0.0039205i,-0.013817-0.00062653i,-0.0085645+0.011629i,0.00060193+0.016284i,0.0015653+0.011265i,-0.0029966+0.0093132i,-0.0024611+0.0091852i,0.00038568+0.0069299i,0.0024727+0.0031117i,0.003413+0.00026666i,0.0032977-0.0016339i,0.0031131-0.0026745i,0.0032238-0.0031373i,0.0041108-0.0034577i,0.0032689-0.0028191i
-0.018411+0.023417i,-0.058644+0.04174i,-0.08376+0.041054i,-0.055988-0.010146i,-0.02567-0.083257i,-0.03001-0.10428i,-0.023472-0.077114i,0.00025706-0.057134i,0.010835-0.050146i,0.010198-0.041967i,0.006287-0.034003i,0.0031308-0.024632i,0.0035529-0.016127i,0.0030878-0.012062i,-0.00017537-0.010139i,-0.0043904-0.0071703i,-0.004562-0.0012494i,0.00053918+0.0017483i,0.0044644+0.0022487i,0.0061122+0.0044027i,0.0059521+0.0053736i,0.0010491+0.0051321i,-0.0050547+0.0039784i
0.012935-0.023178i,0.049901-0.052543i,0.085243-0.059346i,0.081933-0.011531i,0.064992+0.056831i,0.057048+0.074957i,0.034853+0.053018i,0.0185+0.034768i,0.022219+0.015479i,0.01479-0.0037764i,-0.0048757-0.0096867i,-0.014726-0.0035438i,-0.010801+0.0019667i,-0.0044688+0.00073431i,-0.0022939-0.00042414i,0.00043231+0.00075328i,0.0028695+0.00045214i,-0.00076324-0.0015661i,-0.0053033-0.0031274i,-0.0069203-0.0023279i,-0.0060573+0.00085898i,-0.0044728+0.0031003i,-0.0058553+0.0034749i
-0.015285+0.036935i,-0.043361+0.078045i,-0.076435+0.095526i,-0.080273+0.049565i,-0.064711-0.01708i,-0.050086-0.028682i,-0.028624-0.0019198i,-0.012216+0.017482i,-0.0081938+0.031483i,-0.0012151+0.031834i,0.005946+0.014133i,0.0068483-0.0011729i,0.0047415-0.0068968i,0.0005284-0.0088096i,-0.001526-0.0098188i,-0.0016259-0.010953i,-0.0027528-0.010883i,-0.0018442-0.0089976i,0.00082026-0.0067767i,0.00095459-0.0060677i,-0.0017455-0.0062031i,-0.0022429-0.0047643i,0.0030357-0.002254i
0.0022125-0.039851i,0.022126-0.088141i,0.056036-0.11456i,0.082467-0.078544i,0.09966-0.018993i,0.10201+0.0023476i,0.072913+0.00090212i,0.029905+0.0081202i,-0.0025576+0.013169i,-0.012447+0.019374i,-0.0017146+0.028208i,0.0072661+0.024279i,0.004604+0.014596i,0.0015819+0.010538i,0.0028553+0.0085444i,0.0049736+0.0041442i,0.0066706+0.00061702i,0.0057899-0.00045395i,0.00090148-0.001402i,-0.0034387-0.0017808i,-0.001228-0.0041123i,0.0045586-0.0073521i,0.0048842-0.0061463i
0.0047494+0.037443i,-0.0031451+0.094723i,-0.034414+0.13674i,-0.081708+0.12656i,-0.13376+0.09115i,-0.15665+0.060429i,-0.12299+0.025558i,-0.069435-0.0087562i,-0.032873-0.025505i,-0.015552-0.026698i,-0.0094398-0.021827i,-0.0060254-0.014686i,-0.0048049-0.0089328i,-0.0057769-0.0064014i,-0.0095932-0.0062239i,-0.01335-0.0029689i,-0.0091806+0.0013015i,-0.0036757-7.0544e-05i,-0.0016534-0.0018764i,8.7069e-05-0.00095426i,0.00021959+0.00078493i,-0.0025237+0.0032399i,-0.0074101+0.0023929i
-0.011392-0.046733i,-0.019186-0.10806i,-0.010292-0.1587i,0.017224-0.16369i,0.04842-0.14796i,0.057369-0.12327i,0.040656-0.083464i,0.029544-0.053177i,0.026664-0.042729i,0.01587-0.034608i,0.00082907-0.019311i,-0.007717-0.002852i,-0.0047652+0.0064991i,0.0021397+0.006555i,0.0048268+0.0028577i,0.0049801-0.0013734i,0.0040999-0.0044753i,0.002864-0.0035727i,0.0015655-0.0017584i,-0.0017866-0.0010626i,-0.0054375+0.00010318i,-0.0064102+0.0024216i,-0.0040464+0.0055219i
0.027177+0.040796i,0.049719+0.099742i,0.059268+0.14236i,0.052297+0.14107i,0.03996+0.12683i,0.034362+0.11751i,0.03514+0.098391i,0.034448+0.073586i,0.034826+0.048028i,0.024738+0.019814i,0.0067491-0.00045972i,-0.0016672-0.0065613i,-0.0015826-0.0068512i,-0.0015071-0.0065429i,-0.0016633-0.0042959i,-0.0015641-0.0012331i,-0.0033797+0.0011332i,-0.0033555-0.00018009i,0.00052264-0.0019466i,0.0037158-0.0011258i,0.0044411+0.00060476i,0.0048774+0.0031309i,0.006891+0.0040422i
-0.029377-0.038002i,-0.06559-0.092832i,-0.093461-0.13352i,-0.097129-0.1376i,-0.075159-0.13865i,-0.040881-0.13559i,-0.017724-0.097431i,-0.011328-0.037578i,-0.01191+0.0082947i,-0.0049887+0.023972i,0.0077996+0.020881i,0.015161+0.016559i,0.01513+0.0094653i,0.011187+0.00094598i,0.010443-0.0021029i,0.011627-0.0049724i,0.010397-0.0075152i,0.0078554-0.0054146i,0.0054794-0.0023276i,0.0044173-0.00034706i,0.005056-0.0008498i,0.0056953-0.0059764i,0.0036221-0.0081513i
0.041984+0.035951i,0.091215+0.081296i,0.13301+0.10934i,0.14461+0.10973i,0.12225+0.12488i,0.075757+0.13619i,0.033675+0.09893i,0.006058+0.041357i,-0.012076+0.0034461i,-0.019813-0.0055179i,-0.017666-0.0014265i,-0.01248-0.0015586i,-0.0096937-0.0031979i,-0.008857-0.003591i,-0.0097663-0.0037266i,-0.0069132-0.00062046i,0.00085055+0.00099006i,0.0047912-0.0017243i,0.0019874-0.0035138i,-0.0019223-0.0046752i,-0.0040546-0.0066616i,-0.0069909-0.0066091i,-0.012197-0.0037008i
-0.04806-0.025319i,-0.10181-0.056457i,-0.1482-0.057834i,-0.17048-0.02183i,-0.18033-0.0049114i,-0.17409-0.01736i,-0.13949-0.023366i,-0.087851-0.028415i,-0.04679-0.034774i,-0.023996-0.030346i,-0.011076-0.019113i,-0.0039668-0.0078757i,-0.0015411-0.00089702i,-0.0016537-0.00060074i,-0.003569-0.0035515i,-0.0066458-0.0054045i,-0.0061875-0.0056423i,-0.002773-0.0082423i,-0.0018018-0.010801i,-0.0026176-0.0099009i,-0.0044311-0.009839i,-0.0057011-0.0096287i,-0.0023946-0.0041971i
0.04841+0.019382i,0.10456+0.037986i,0.14559+0.017579i,0.1547-0.054202i,0.15999-0.10448i,0.16342-0.089623i,0.13914-0.051068i,0.093924-0.028975i,0.052733-0.020572i,0.024701-0.014902i,0.0064148-0.01293i,-0.0059578-0.011906i,-0.010025-0.0074332i,-0.0079475-0.0017814i,-0.0050153+0.0021566i,-0.0033278+0.0034327i,-0.0035104+0.0032429i,-0.0045612+0.0038406i,-0.0019152+0.0038205i,0.0031293+0.0035794i,0.0060197+0.0068542i,0.010258+0.012002i,0.015088+0.010863i
-0.054986-0.0082708i,-0.10817-0.017022i,-0.13638+0.011364i,-0.12393+0.073153i,-0.10981+0.090266i,-0.10383+0.051418i,-0.077509+0.031424i,-0.029905+0.048311i,0.0090857+0.056719i,0.022395+0.039189i,0.021592+0.018878i,0.019733+0.0091288i,0.014763+0.0014334i,0.0091862-0.0013988i,0.010368+0.0020832i,0.011326+0.0026231i,0.0044928+0.001342i,-0.0011604+0.0027188i,-0.0010491+0.0054434i,8.0424e-06+0.0101i,0.0014061+0.014241i,0.0014071+0.011612i,-0.0012736+0.0047242i
0.054985+0.0086112i,0.10519+0.0072768i,0.11691-0.028384i,0.07838-0.091156i,0.054961-0.10714i,0.061511-0.069611i,0.048469-0.037927i,0.015847-0.015238i,0.0011597+0.0058901i,0.0021357+0.01286i,-0.0032374+0.015282i,-0.0092679+0.02077i,-0.0053447+0.01913i,-0.00097354+0.0082646i,-0.003019-0.0010744i,-0.0036693-0.0056821i,0.0015746-0.0079181i,0.0056347-0.0080189i,0.0026295-0.0067175i,-0.004237-0.0046119i,-0.009288-0.0050866i,-0.012419-0.0074259i,-0.015469-0.0048891i
-0.05436+0.00054461i,-0.09526+0.0083431i,-0.081705+0.047869i,-0.0045461+0.12527i,0.03942+0.18551i,0.009966+0.18633i,-0.017491+0.13842i,-0.011632+0.065714i,-0.010038+0.007705i,-0.018379-0.010787i,-0.017816-0.01141i,-0.0098302-0.010029i,-0.0029041-0.0092175i,-0.0010748-0.012938i,-0.0035795-0.01538i,-0.0014576-0.011185i,0.0055665-0.0082412i,0.0082884-0.0095783i,0.0067634-0.011683i,0.0059227-0.015687i,0.00392-0.021198i,7.0394e-05-0.021716i,-0.00065735-0.01405i
0.054805-0.014356i,0.090968-0.0225i,0.06026-0.050719i,-0.041364-0.10422i,-0.10277-0.15174i,-0.068593-0.16095i,-0.0182-0.13282i,-0.010437-0.092919i,-0.017601-0.064703i,-0.015493-0.046777i,-0.0077736-0.031516i,-0.0039179-0.019974i,-0.0034052-0.011045i,-0.0018628-0.0035798i,-0.0031302+0.0020253i,-0.0073467+0.0065529i,-0.01024+0.0077118i,-0.0071867+0.0046084i,0.00045923-0.00033002i,0.0067131-0.0025157i,0.011026-0.0010472i,0.015237+0.0042331i,0.017029+0.007237i
-0.050153+0.013751i,-0.085185+0.022978i,-0.052831+0.028437i,0.036807+0.025367i,0.074514+0.012686i,0.033062+0.0070353i,0.001741+0.012363i,0.012616+0.0092417i,0.018245-0.00013912i,0.0097963-7.5947e-05i,0.0072743+0.00024139i,0.0060582-0.0073224i,-0.0019183-0.011551i,-0.0057109-0.0058847i,0.001199-0.00072748i,0.0071811-0.00064231i,0.0057247+0.0023354i,0.0025136+0.0044045i,0.0022123+0.0046255i,0.0029494+0.0083405i,0.00096704+0.01205i,-0.0035158+0.011921i,-0.0074773+0.0056384i
0.047989-0.017271i,0.077335-0.023539i,0.035998-0.0071572i,-0.063296+0.024922i,-0.10742+0.039547i,-0.078195+0.022702i,-0.052539+0.0095263i,-0.035962+0.027696i,-0.0075427+0.040535i,0.010164+0.029259i,0.011334+0.024178i,0.012517+0.027241i,0.014259+0.023106i,0.011777+0.015364i,0.0058977+0.0097277i,0.0010302+0.0042216i,0.00040557-0.0030469i,-0.00075712-0.0042553i,-0.0065483+0.00086835i,-0.012803+0.0051873i,-0.01437+0.0055658i,-0.011496+0.0012628i,-0.0090943-0.0013699i
-0.049879+0.022701i,-0.078456+0.027151i,-0.039149+0.00050975i,0.064852-0.034784i,0.13394-0.020572i,0.13052+0.036632i,0.09389+0.062233i,0.047172+0.039615i,0.016819+0.022538i,0.0069549+0.021795i,-0.0068311+0.018877i,-0.017448+0.017152i,-0.013495+0.013807i,-0.0099457+0.0019529i,-0.0091163-0.012198i,-0.0040192-0.02462i,0.0002299-0.029639i,0.0015947-0.024924i,-6.8071e-05-0.019659i,-0.0013621-0.017326i,0.0027454-0.016797i,0.0071085-0.014334i,0.0083149-0.0074954i
0.047082-0.027652i,0.081093-0.034832i,0.061317-0.0032674i,-0.0077+0.043145i,-0.051387+0.036081i,-0.050406-0.022786i,-0.030829-0.052967i,-0.0067829-0.034964i,0.00098879-0.017074i,-0.0022589-0.018911i,-0.00049937-0.030593i,-0.00086425-0.032411i,-0.0008126-0.023071i,0.0044645-0.016161i,0.0052396-0.0057058i,0.0015406+0.011624i,0.00046456+0.021102i,-0.00048839+0.014087i,-0.0011633+0.0033373i,0.00047524+8.3093e-05i,0.00058995+0.0049714i,0.00076726+0.013126i,0.0037215+0.014504i
-0.05473+0.0278i,-0.086729+0.037239i,-0.077229-0.0045692i,-0.036966-0.079019i,-0.033908-0.10296i,-0.048708-0.052883i,-0.033172-0.0034325i,-0.016684-3.0469e-05i,-0.016292-0.0097297i,-0.011885-0.0064572i,-0.0024823+0.00088142i,-0.0023766-0.0017544i,-0.012371-0.0079283i,-0.017182-0.0056713i,-0.014612+0.00037594i,-0.011865+0.0053201i,-0.0088277+0.0079121i,-0.0043009+0.006931i,4.7676e-05+0.0026972i,3.955e-05-0.0034694i,-0.0075682-0.0089075i,-0.018506-0.010301i,-0.024902-0.0073643i
0.048021-0.038453i,0.079441-0.043137i,0.072347+0.010825i,0.02839+0.096431i,-0.0058706+0.11935i,-0.028701+0.0749i,-0.045087+0.035565i,-0.028106+0.013547i,-0.0061408-0.011881i,-0.009503-0.022831i,-0.0088823-0.012551i,0.0066992-0.0011824i,0.017872+0.0016655i,0.017664-0.0013781i,0.01551-0.0044725i,0.016175-0.007097i,0.014417-0.0088007i,0.011561-0.0035369i,0.0088948+0.0072347i,0.0064641+0.01315i,0.0061463+0.007148i,0.0044187-0.0051034i,0.0015598-0.011243i
-0.039686+0.042051i,-0.079545+0.051689i,-0.090117+0.0095398i,-0.050711-0.046387i,0.024546-0.042582i,0.095665-0.0071836i,0.10848-0.0032462i,0.064445-0.0097052i,0.031713-0.0069433i,0.019508-0.0026398i,0.0057302+0.013229i,0.0045583+0.027264i,0.0096041+0.025393i,0.0052621+0.017475i,-0.0035181+0.0036091i,-0.012292-0.013398i,-0.014054-0.02118i,-0.0083661-0.020512i,-0.002996-0.017137i,0.0032844-0.013062i,0.01251-0.010861i,0.019618-0.0088113i,0.021209-0.0035719i
0.044551-0.043782i,0.08403-0.062211i,0.10594-0.02949i,0.08442+0.020256i,0.024511+0.016362i,-0.040443-0.023713i,-0.061156-0.035245i,-0.035222-0.015757i,-0.0057972+0.0039914i,0.0071374+0.0018199i,0.0014892-0.019746i,-0.0112-0.027143i,-0.0091588-0.02203i,-0.00045169-0.020776i,0.0041222-0.013657i,0.0089312-0.0026271i,0.010256+0.00017381i,0.0061606-0.0047847i,0.0027473-0.010588i,0.0025961-0.0053206i,0.0048633+0.014222i,0.0085596+0.030427i,0.011601+0.028688i
-0.034125+0.046197i,-0.073183+0.05696i,-0.1026-0.0033098i,-0.10922-0.10111i,-0.095683-0.1309i,-0.06771-0.076176i,-0.03405-0.013526i,-0.01164+0.023426i,-0.002046+0.044236i,0.011057+0.04608i,0.01941+0.031225i,0.0040339+0.012175i,-0.01997+0.0036284i,-0.026843+0.0083378i,-0.018523+0.017298i,-0.0088024+0.024992i,-0.0032843+0.026677i,-0.0015214+0.017736i,-0.0052597+0.001649i,-0.016969-0.011924i,-0.032748-0.016675i,-0.042346-0.012876i,-0.038373-0.0061079i
0.03499-0.046341i,0.084072-0.062282i,0.13153-0.012385i,0.14368+0.06932i,0.094887+0.10279i,0.024253+0.098762i,-0.0095582+0.092895i,-0.014718+0.060306i,-0.024984+0.013791i,-0.035299-0.003405i,-0.028725-0.003497i,-0.014621-0.0031688i,-0.0055397-0.0037124i,-0.0022398-0.0098841i,1.7125e-06-0.018333i,0.0047753-0.025045i,0.0089187-0.025798i,0.0060396-0.016587i,0.00054536-0.00046832i,0.0017523+0.0080851i,0.0080318-0.0013912i,0.0096304-0.016234i,0.0043808-0.017878i
