-0.004603+0.00099422i,-0.0032184+0.00058513i,-0.0039795+0.0020066i,-0.0023027+0.0028182i,0.00032493+0.0030176i,0.00031482+0.0020686i,-7.7074e-05+0.001886i,-7.5383e-05+0.0020608i,0.00011904+0.00074343i,0.00072365-1.2052e-07i,0.00071563+1.5399e-05i,0.00041882-0.00036269i,0.0004825-0.00086396i,0.00011893-0.0010374i,-0.00027674-0.00099168i,-1.5146e-05-0.00027769i,0.00045365+0.00033896i,0.00092331+7.7777e-05i,0.00082883-0.0001501i,0.00018882-0.00063736i,-9.2151e-05-0.00044069i,0.00022257+0.00020808i,0.00034259+0.0004083i
-0.00075915-0.00041181i,0.0011622+0.00046813i,0.00060275+0.0016085i,-0.00039662+0.0015252i,-0.00083919+0.00090961i,-0.00033365-6.5001e-05i,0.00079756-6.5629e-05i,0.0010794+0.0002446i,0.00014587+0.00048967i,-0.00071581+0.00023681i,-0.0010517-0.00013184i,-0.001264+0.00011445i,-0.00086558-4.5991e-05i,-0.00041223-0.00038487i,-0.00018713+0.00024353i,-0.00019207+0.00039208i,0.00056604-7.5301e-05i,0.0016319+9.1055e-05i,0.0013852+0.00025993i,0.00026871-0.00012194i,0.00014253+0.00012619i,0.00070588+0.00010983i,0.0007459-0.00046905i
-0.00072632-0.0014227i,-0.00032125-0.0019036i,-0.0015726-0.0006686i,-0.0013056+0.00087116i,0.00011866+0.00092816i,0.0007912+0.00058001i,0.00098633+0.00051111i,0.00075937+0.000236i,4.4671e-05-1.9286e-05i,-0.00038803-0.00059282i,-0.00044497-0.00018662i,-0.00052735+0.00054319i,-0.00066048-0.00018751i,-0.00058523-0.00074837i,-0.00031617-0.00050247i,-0.00065205+0.00015546i,-0.001286+0.00036901i,-0.00080396+0.00021908i,-1.4705e-05+0.00067091i,-0.00061299+0.00066943i,-0.0010263+0.00070678i,-0.00079521+0.0004742i,-0.00019662-0.00010204i
0.00055664-0.0012897i,6.2371e-05-0.0019807i,-0.0011746-0.00085249i,-0.0019876+0.00011669i,-0.00080103+0.00030419i,0.00050712-1.2149e-05i,0.00022377+0.00034753i,0.00044599-6.8988e-05i,0.00033684+0.00011139i,-0.00030314+0.0011693i,-0.00034325+0.0010468i,-0.00062317+0.00026623i,-0.0016569+4.9214e-05i,-0.0018223+0.00018579i,-0.0011379-0.00011708i,-9.6985e-05+0.00012571i,-0.00025113+0.00064941i,-0.00067204+0.00093358i,0.00028983+0.00072515i,0.00067935+0.0004606i,0.0010912+0.00084108i,0.00088363+0.00087445i,0.00018626+0.0003604i
-0.00048667-0.0014062i,-0.0010193-0.00052334i,-0.0012846-0.0003197i,-0.0011343+0.00043191i,-0.0013963+0.00051159i,-0.00040919-0.00055937i,0.00057493-0.00032836i,0.00063084+0.0006594i,0.0010032+0.00067656i,0.00022884+7.7078e-05i,-0.00027972-0.00027689i,0.00028962-0.00014913i,0.0003359+0.0001601i,8.9765e-05-0.00035973i,-0.00041353+3.6193e-05i,-0.00066167+0.00071543i,-0.00091083+8.339e-05i,-0.00034688-0.00064481i,-0.00021066-0.00039898i,0.00024919-0.00026728i,0.00069708-0.00031147i,0.00055136-0.00016764i,0.00031648+0.00012012i
0.0015962-0.00049205i,0.0014772+0.00010941i,0.0015931+1.9857e-05i,0.00084529-0.00039792i,0.00026099-0.00072464i,-5.7275e-05-0.00019527i,-0.00029369-0.00032873i,-0.00029187-0.00063536i,-0.00025586-0.00049355i,-0.00026231-0.00038255i,-0.00020352-0.0005536i,-1.8205e-05-0.00078236i,-0.00015784-0.00056905i,8.0078e-05+0.00048684i,-8.9174e-05+0.0012461i,-0.00060886+0.00071764i,-0.0010707+0.00018574i,-0.0011556+0.00017655i,-0.00049326+0.00064616i,-0.0004373+0.00031717i,-0.00056028+0.00014141i,0.00012691+0.00011622i,0.00036103+0.00055072i
2.8418e-05-0.0010802i,-0.00049517-0.00074995i,-0.0016183+0.00019221i,-0.001506+0.00070941i,-0.00054245+0.00039543i,0.00010337-0.0001541i,0.00037913-0.00087235i,4.8991e-05-0.00071814i,-0.00071649-0.0005906i,-0.00079258-1.4445e-05i,-0.00059625+0.00069431i,-0.00040464+0.00057871i,-0.00071138+0.00051215i,-0.0013228+0.00072337i,-0.00083004+0.00064048i,-0.00030939+0.00025749i,-0.00018875-1.0197e-06i,0.00028914+0.00029696i,7.7127e-05+0.0012515i,0.00031931+0.0013319i,7.23e-05+0.00052635i,-0.00068842+0.00047234i,-9.453e-05+0.00061519i
-0.00012339+0.00090559i,-0.00070413+0.00072549i,-0.00071646+0.00088089i,0.00027961+0.0011936i,0.00072228+0.0013628i,0.00026296+0.0014352i,0.00013985+0.00065792i,-0.00039025-2.1376e-05i,-0.00092834-5.0448e-05i,-0.00098163+7.8818e-05i,-0.00097972-0.0002362i,-0.000628-0.00067987i,-0.00051186-0.00054154i,-0.00099718-0.00027527i,-0.00057969-0.00010017i,0.00026048+0.00026229i,0.0010169+0.00028452i,0.0013049+0.00033877i,0.00043764+0.00075816i,-0.00065172+0.00047825i,-0.00040789-0.00032425i,0.0005753-0.00065969i,0.00075469-0.00038199i
0.00043832-0.00038509i,0.00050988-8.4473e-05i,0.00022287+0.00037364i,-0.00020947+0.0003187i,-9.4761e-05+0.00014724i,-3.3279e-05+0.00013411i,-0.00049413+0.00037247i,0.00010949+0.00063799i,0.00036501+0.00027067i,1.3231e-05+0.00042661i,-0.00028846+0.00032817i,-0.00057783+0.00011648i,-0.00017039+0.0004054i,0.00036524+0.00069082i,0.00025228+0.00059501i,0.00026427+0.00011166i,0.0004755-0.00057907i,0.00013862-0.00059366i,0.00011804-9.7995e-05i,0.00047136+0.0004355i,0.00071834+0.00036606i,0.00055614-2.5551e-05i,0.00033746+0.00031953i
-0.0012205+0.00049642i,-0.0015316+0.0001029i,-0.00062502+0.0011845i,0.0014226+0.0010987i,0.002106+0.00076181i,0.0013305+0.00074896i,0.00022547+7.3499e-05i,0.00011402-5.4133e-05i,0.00020675+0.00055083i,0.00015849+0.00048315i,0.00020764+0.00052291i,0.00047604+0.00092253i,0.00028153+0.00036939i,-0.00010046-0.00021932i,0.00081812-7.4089e-05i,0.0012977+0.00054882i,0.0013745+0.00047885i,0.0011322+0.00089141i,0.00023117+0.00079505i,-0.00049775-0.00023674i,-0.00069364-6.3442e-05i,-0.00057918+0.00062196i,0.0001633+0.0011128i
-0.00029922+0.00014858i,-0.0016655+2.6105e-05i,-0.0016541+0.00041914i,-0.0013742+0.0012079i,-0.0001927+0.00088563i,0.00043127+0.0001927i,-0.00078574+0.00031569i,-0.0011489+7.2684e-05i,-0.00055403-0.00046422i,-0.00091278+0.0001356i,-0.00085072+0.0011301i,-0.00012205+0.0005367i,-0.00016652-0.00096483i,0.00010709-0.0013265i,0.00040871-0.00056179i,-3.6659e-05-4.7326e-05i,-9.9598e-05+1.1119e-05i,0.00035989+2.0572e-05i,0.00057329-0.00031448i,0.00049203-0.00020083i,0.00048296+0.0004256i,0.00066149+0.00036803i,0.00037125+0.00037287i
9.4806e-05+0.00056058i,-0.00029874+0.00149i,6.4732e-05+0.00095576i,0.0010125+0.00074821i,0.00022762+0.00063812i,-0.00045889-0.00042991i,6.1198e-05-0.001076i,0.00024658-0.00075398i,-0.00052543+0.00013528i,-0.00070077+0.00036334i,6.6076e-05+0.00059619i,0.00085327+0.00023246i,0.00067027-0.00084281i,-3.2378e-05-0.00046135i,-0.00038141-2.7817e-05i,-0.00010433-0.00041245i,0.00045698+4.4318e-05i,0.00026154+0.00034736i,-0.00033502+0.00031185i,-0.0008029+0.00022569i,-0.00064353-0.00048847i,-0.00067542-0.00043061i,-0.0010426-1.1655e-05i
0.00091464-0.0013451i,0.00075507-0.0017095i,7.5666e-06-0.0018492i,-0.00086847-0.0003213i,-0.00092897+0.0012384i,-0.0010399+0.0017295i,-0.00036284+0.0011519i,0.00074425-0.00026794i,0.00025272-0.00076393i,-0.0010098-0.00034073i,-0.00061681-0.00077815i,0.00033743-0.00086732i,0.00015134-0.00062515i,-0.00023852+0.00027694i,-0.00020475+0.00096271i,-0.00046534+0.0005011i,-0.00066971+0.00064879i,-0.0009103+0.0008503i,-0.00083398+0.00040358i,4.6111e-05-0.0003556i,0.00065869-0.00094374i,0.00069718-0.00056878i,0.00056035-0.0006293i
-0.00078337+0.0016766i,-0.00025637+0.00098617i,0.0010642+0.00037023i,0.0010982-8.1993e-05i,0.00029511-0.0012041i,-0.00074171-0.0012393i,-0.0014404-0.0006122i,-0.0011948-0.00098919i,-0.00027621-0.00078154i,0.00036087-0.00014166i,6.2367e-05+0.00079278i,-0.00058701+0.001301i,0.00011583+0.0010332i,0.00038151+0.00068347i,-0.00021892+2.045e-05i,-0.0002037+3.4906e-05i,-0.00068005-0.00042813i,-0.0012688-0.00098368i,-0.00087168-0.00077699i,-0.00072293-0.00040126i,-0.00075687-5.0475e-05i,-0.00062399+0.00088198i,-0.00033603+0.0017414i
-0.00042925+0.00073128i,-6.0251e-06-0.00062558i,-0.00011185-0.00072699i,-0.0011151+0.00023569i,-0.0009093+0.00041325i,-0.00075285+0.00027128i,-0.00078461-0.00018773i,-0.00078892-0.00040151i,-0.00020252+6.2832e-05i,0.00075851+0.00061385i,0.00056844+0.00027901i,0.00040413-0.0001638i,0.00083225-0.00015872i,0.00042182-0.00056134i,-0.00019197-0.00098008i,-0.00068563-0.00053783i,-0.00034331-0.00063481i,-0.00011604-0.00061943i,-0.00044887+0.00017836i,-1.0164e-05+0.00024792i,0.00068139-0.00032454i,0.00070815-0.0002194i,0.00059772-0.00029044i
-0.0038996+0.00014934i,-0.0032665-5.8774e-05i,-0.0021055+0.00052192i,-0.00095016+0.00061435i,0.00057726+0.0011017i,0.00087044+0.0011801i,-0.00038291+0.000214i,-0.0013252-0.00024268i,-0.0012944+8.215e-05i,-0.00029458+0.00057031i,-0.00079941+0.0010681i,-0.0011319+0.0013673i,-0.00079407+0.0011389i,-0.00084432+0.00021837i,-0.00048034-0.00016973i,0.00039079-0.00039037i,0.00049237+8.9463e-05i,0.00013868+0.00077032i,0.00053892+0.00066842i,0.00037768+0.00082579i,-0.00077315+0.00053355i,-0.00072329-0.00076351i,0.00031621-0.0011424i
1.7842e-05+8.9661e-05i,-0.0002267+0.00075557i,-0.00049681+0.00072481i,-0.0002126+0.00071018i,7.2534e-05+0.0004172i,-0.00060116+0.00060429i,-0.00076323+0.0008193i,-0.00043543+0.00020564i,-0.00063417-0.00034267i,-0.00046945-0.0003026i,-0.0003294-0.00015671i,-0.00025652+4.9819e-05i,0.00035808-0.00036088i,0.00062852-9.0064e-05i,0.00033882-1.3357e-05i,-0.00010179-0.00073523i,0.00016348+0.00017266i,0.00018552+0.0010273i,0.00018442+0.00038688i,0.00031041-0.00039125i,0.0001939-0.0010493i,0.00025552-0.00066878i,0.00043302-0.00022418i
-0.0016889+0.0008622i,-0.0020691+0.00074114i,-0.00212+0.00189i,-0.00097531+0.0021236i,0.00027926+0.00058807i,-0.00042752-0.00055753i,-0.0014603-0.0010711i,-0.0012687-0.0008629i,-0.00030717+0.00030033i,-1.4486e-05+0.00053061i,0.00016713+0.00041732i,0.00025473+0.00062983i,-0.00038984+0.00051946i,-0.00089404+0.00035405i,-0.0004074+0.00055698i,0.00019452+7.9235e-05i,-4.5985e-05-2.6859e-05i,0.00028622+0.00058012i,0.00051696+0.00059566i,6.4879e-05+2.6103e-05i,-0.00021434-0.00024536i,-0.00057374-0.0002234i,-0.0004092-2.9244e-05i
-0.0020499-9.7064e-05i,-0.00077679-4.8821e-06i,1.9611e-05+0.00076533i,-0.00019228+0.0016284i,-0.00041122+0.00209i,-0.00074099+0.0014037i,5.5797e-05+0.00025909i,0.0002716+0.00043596i,-0.00020686-0.00013165i,0.00015786-0.00084758i,0.00017814+0.00025897i,0.00014074+0.00068206i,0.00044968-0.00046981i,0.00017922-0.00094001i,-0.0003037-0.00013871i,-0.00067815+0.00026032i,-0.00018544+0.00014524i,0.00056249+0.00065354i,0.00010194+0.00044914i,-0.00076421-0.0001104i,-0.00064484+0.00026681i,0.00036347-1.2368e-05i,0.0011627-0.00026096i
-0.00044181-0.0031154i,0.0005992-0.0027718i,-0.00084228-0.0015927i,-0.0020746-0.00010087i,-0.0017372+0.0014236i,-0.00045051+0.0011144i,0.00026754-0.00030689i,0.00011796-0.00024742i,3.5632e-05-0.00044964i,-0.00031866+8.1815e-05i,-0.00097386+0.000504i,-0.0013429-0.00078397i,-0.00040553-0.0011347i,-0.00017793-0.00047764i,-0.00020778+1.3396e-05i,0.00021126+0.00061102i,0.00059992+0.00053988i,0.00090045-4.994e-05i,0.00036215-0.00020399i,0.00041654-0.00058379i,0.00035771-0.000899i,-4.2243e-05-0.00077648i,0.00010878+0.00011411i
-0.002289+0.00075973i,-0.0030967-2.7504e-05i,-0.0019031+0.00069349i,-0.00025751+0.0013442i,0.00063681+0.00074807i,-0.00027869-0.00082893i,-0.00095561-0.0016472i,-2.0866e-06-0.00041107i,0.0003228-3.3254e-05i,0.00011125+7.0333e-05i,-0.00027363+0.00042745i,-0.00059859+1.2305e-05i,-0.00066237-8.2505e-05i,-0.00049046+5.7926e-05i,-4.2964e-05-1.4749e-05i,9.0852e-05+0.00035757i,0.00068231+0.00098933i,0.0013081+0.00079511i,0.0009577+0.00055338i,0.00029543+0.00071802i,0.00052058+0.00036996i,0.00062628-0.00054038i,0.00028929-0.00041927i
0.0006095+0.00035333i,-0.00073778+0.0007873i,-0.00087463+0.00060382i,-0.001164+0.00044598i,-0.0017775+0.00032081i,-0.0013334-0.00011718i,-0.00035586-0.000623i,-0.00015289-0.00054084i,-1.1682e-05+0.00016527i,-0.00035017+0.00073045i,-0.00076852+0.00082894i,-0.00033617+0.00015915i,-0.00040557-2.786e-05i,-0.00066487+0.00039015i,-0.00067941+0.00071387i,6.728e-05+0.0012856i,0.00012386+0.00069457i,-0.00017314-0.0006938i,0.00071998-0.00069733i,0.0010987+6.2255e-05i,0.00040148+0.00010263i,0.00039061-0.00043695i,0.00049588-0.00060555i
-0.0037103+0.0029524i,-0.0029666+0.0037179i,-0.0017131+0.0040754i,0.00029515+0.0045112i,0.0028028+0.0031416i,0.0019567+0.00042615i,-8.6416e-05-0.00046692i,-0.00068519+0.00039417i,-0.00070848+0.00019064i,-0.00038905+0.00010475i,0.00013962+0.0003461i,0.00017822+0.00045744i,1.602e-05+0.00045399i,-0.00021119+3.3741e-05i,-0.00034338+8.6508e-05i,0.0002287+0.0010171i,0.00029858+0.0012639i,-7.1352e-05+0.00012309i,-0.00034103-0.00038126i,-0.00071055-0.00028924i,-0.00057506+0.00028895i,-0.00029691+0.00039532i,-0.00017834-0.00021886i
-0.0010672-0.0021224i,-0.0017536-0.0011389i,-0.00084066-0.00080731i,-0.00039992-0.0004168i,-0.0016498-0.00035327i,-0.0016216-0.00069208i,-0.00076172-0.00079345i,-0.00019155-0.0013482i,0.00053487-0.0010582i,4.2755e-06-0.0011796i,-0.00084388-0.00076468i,-0.00069262+5.9517e-05i,-0.00064473-0.00032955i,-0.00084194-0.00020719i,-0.00070746+0.00038092i,-0.00034914+2.6018e-05i,-5.946e-06-0.00091272i,0.00012281-0.001008i,0.00033743-0.00048259i,0.00094753-0.00057447i,0.0011516-0.00037566i,0.00079281-5.9318e-06i,0.00077571+0.00025758i
0.00020217+0.0014382i,-0.00039493+0.00073549i,-0.00050002+0.00057235i,-0.00054888+0.00065818i,-0.0011466+0.00042413i,-0.0017446-7.0625e-05i,-0.000886-0.00049062i,-0.00029277-0.00040627i,-0.00027617-7.5984e-05i,0.00043893-0.00015713i,0.00017164+3.2173e-05i,-0.00047427+0.00054063i,3.145e-05+0.00095694i,0.00023948+0.0011666i,-0.00019452+0.00057296i,-0.00044162+1.2874e-05i,2.7961e-06+9.7542e-06i,0.00021462+0.000364i,0.00025887+0.001111i,0.00058409+0.0013206i,0.00033744+0.00063357i,6.3096e-05-0.00014812i,-7.7408e-05-0.00079272i
-0.00062038+0.00042543i,-0.00052231+0.0013003i,-0.0017366+0.0018186i,-0.0016899+0.0016449i,-0.00056591+0.0012447i,-1.124e-05+0.00062498i,-0.00024452-0.0001509i,-0.0005595-0.00077993i,0.00022696-0.00019882i,0.0013584+0.00018409i,0.00055399-0.00037846i,-0.0010731-0.00015125i,-0.00087564-0.00012081i,-0.00035385-3.2087e-05i,-0.00017279-0.00013934i,-0.00026397-8.2094e-05i,-0.00047452+0.00087288i,9.8689e-05+0.0010044i,0.00057309+0.00066144i,-0.0001382+0.00059616i,-0.00029544+0.00025621i,-0.00024272-0.00071032i,-0.00030013-0.001301i
0.00078025+3.6166e-05i,6.9943e-05-0.0011296i,-0.00043267+7.1233e-05i,-0.00078908+0.00022516i,-0.00060933-0.00041131i,-0.00010304-0.00041816i,0.00023464+0.00013488i,0.00025062-0.0004645i,0.00031386-0.00087669i,0.00052802+0.00013493i,-9.7591e-05+0.0010282i,-0.00057736+0.00063576i,0.00016718+4.9304e-05i,0.00036137+0.00038078i,0.00059548+0.00022289i,0.00031853+0.0001826i,-0.00083663+7.7031e-07i,-0.00095887-0.00041447i,-0.00024762-0.00047111i,-0.00016748-0.00047074i,-0.0001525-0.00035814i,-6.74e-05+0.00027579i,-0.00011179+0.00041956i
-0.00061058-0.00042876i,0.00011107-3.37e-05i,-1.3467e-06+0.00017039i,-0.00036133+0.00079615i,-0.00024827+0.0012781i,5.4673e-05+0.00024558i,-0.00017156-0.00055254i,-0.00080009+9.9481e-06i,-0.0010965+0.00048155i,-0.001005-0.00023414i,-0.00063865-0.00072292i,-0.00021499-0.0006441i,-0.00042582-0.0008276i,-0.00053305-0.00017325i,-0.00062306+0.00067814i,-0.00078991+0.00079821i,-0.00043728+0.00058729i,8.7718e-05+0.00087191i,-6.5334e-05+0.001303i,-0.001095+0.00046739i,-0.0010904-0.00039094i,-0.00023558+0.00024578i,8.5123e-05+0.00045295i
0.00058164-0.0010633i,-0.00012118-0.00094727i,-0.0011044-3.3519e-05i,-0.0010946+0.00034876i,1.4241e-05+0.00021865i,0.00043436-0.0005206i,0.00027467-0.00089145i,0.00043274-0.00011539i,0.00010641+0.00016283i,-0.00029064+0.00017657i,-0.0008657+0.00071694i,-0.0012262+0.00017148i,-0.0011521+0.00027444i,-0.00047225+0.0003791i,-0.00068655-0.00028785i,-0.0013366-0.00071787i,-0.00062089-0.00043776i,0.00013305-0.00011149i,9.2271e-05-6.318e-05i,-0.00026298+2.0866e-05i,0.0001106+0.00011505i,0.0012539+0.00037295i,0.0007735+0.00052973i
0.00071345+0.00028791i,0.00061454+0.00026516i,-0.00047057+0.00071065i,-0.0011172+0.0013931i,-0.00066258+0.0023077i,-0.00026002+0.0017272i,-0.00024219+0.00087515i,0.00012432+0.00059795i,0.0001036+0.0003239i,0.00014243+0.00032521i,0.0002383+0.00051528i,-0.0011168+0.00029104i,-0.0021748-6.0061e-05i,-0.001508+3.2283e-05i,-0.00031299-0.00012106i,5.9549e-05+0.000382i,-0.0002634+0.00089304i,-0.00034118+0.00078279i,-0.00012899+0.00044152i,0.00028763+0.00032068i,0.00015537+4.3504e-05i,-1.1841e-05-9.2326e-05i,0.00016223-0.00056291i
-0.00024271+0.0015049i,-0.00047647+0.0011194i,-2.8323e-05+0.0016298i,0.00022325+0.0017032i,7.2499e-05+0.00046131i,-0.00095063-0.00076403i,-0.0017169-0.0012084i,-0.0014465-0.0010159i,-0.0006891-0.00045889i,-4.5465e-05+0.00017752i,0.00025278+1.9287e-05i,-0.00010237-1.1767e-05i,-0.00040449+0.00013934i,4.4362e-05+0.00011099i,0.00011294+0.00076295i,-0.00019257+0.00046568i,5.0541e-05-3.4249e-05i,0.00010603+0.00022315i,-0.00059778+0.00022816i,-0.0013252-0.0011026i,-0.0011795-0.0010707i,0.00022718-0.00010232i,0.00060128-4.8657e-05i
-0.0017725+3.9462e-05i,-0.0028915-0.00082944i,-0.003114+0.00031306i,-0.0021254+0.0024817i,-0.0010564+0.0031235i,0.00025727+0.0018828i,0.00021949+0.0001981i,-0.00083371-0.00014767i,-0.00094059-3.398e-05i,-0.00061988+0.00057238i,-0.00044487+0.00046978i,-0.00054352-0.00019849i,-0.00040281-0.00055687i,-0.00010762-0.0001244i,-0.00075837+0.00046899i,-0.0011888+0.00049693i,-0.00072214+9.4147e-05i,-1.9423e-05+0.00024877i,0.00027345+0.00059695i,0.00030974+0.00036629i,-1.3605e-06+0.00013506i,-0.00073037-1.4306e-05i,-0.001059-0.00036624i
0.0010132+0.0018521i,0.0010542+0.001633i,-0.00030927+0.0020481i,-0.00091741+0.0025643i,-0.00026982+0.0015526i,0.00057416+0.0006281i,0.00083699+0.00021242i,0.00047555+0.00053911i,-0.00011708+0.00039637i,-0.00030541-0.00048105i,0.00010734-0.00036371i,-0.00025595+7.4327e-05i,-0.0008085+1.5231e-05i,-0.00093931-3.6865e-06i,-0.00054661+8.9947e-05i,-0.00067367-0.00024401i,-0.00088004-0.00056708i,0.00022399-0.00039544i,0.0010419-1.6603e-05i,0.0011774-1.215e-05i,0.00057431-5.5006e-05i,4.1853e-05-0.00034382i,0.00026095-0.00025496i
-0.00082075+0.0012695i,-0.00058447+0.0016109i,0.00032822+0.0024796i,0.00089298+0.0014211i,0.00076358-0.00037109i,-8.6938e-05-0.0010333i,-0.0010384-0.00097273i,-0.00077514-0.00092523i,-0.00030029-0.00048836i,0.00029605+0.00017356i,0.00054252+5.5797e-05i,0.00076367-0.00010032i,0.00092807-5.23e-05i,0.00028638-0.0008805i,-0.00033689-0.001099i,0.00012745-0.00075648i,0.00069945+0.0001255i,0.00071713+0.00065276i,0.0004132+0.00011736i,0.00035758-0.0003663i,0.00062456-0.0002465i,0.00086388-2.9235e-05i,0.00019882-7.4299e-05i
-0.00026861-0.000387i,-0.00074488+0.00086134i,-0.0020537+0.00077274i,-0.0013443+0.0013581i,-0.00019106+0.0027625i,0.00082853+0.0026487i,0.0013841+0.001157i,0.00069447+0.00036088i,3.9023e-05+0.00051061i,-0.00044243-0.00028786i,0.0003042+0.00020351i,0.00054352+0.0012029i,7.4101e-05+0.00050434i,-0.0005705-0.00020575i,-0.0011184-0.00014467i,-0.00067001+0.00020317i,-0.0001073+0.00033752i,0.00033067+0.00020726i,0.00018365+0.00059116i,0.00012504+0.00037293i,0.0002738+0.0004647i,-4.7823e-05+0.00041129i,-0.00014288+0.00031586i
-0.00099302+0.00025946i,-0.0010021+0.00042737i,-9.8545e-05-1.3433e-06i,0.00050438+0.00027867i,0.000182-3.3138e-05i,-0.00059294-0.00071453i,-0.00022215-0.00058504i,0.00030139+1.3853e-05i,-0.00026056+0.00016285i,-1.648e-05-5.4575e-05i,0.00074659+0.00026487i,0.00092221+0.00050162i,0.00051989+0.00020332i,-0.00012226+7.6887e-05i,-0.00062418+0.00032753i,-0.0006642+0.00027925i,-2.8616e-05-0.00080629i,0.000387-0.00077225i,0.00082961+0.00012997i,0.0011068+0.0002384i,0.00046323+0.00048375i,0.00039546+0.00038733i,0.00041017+0.00086354i
-6.4567e-05-0.00017093i,-0.0005716+2.2107e-05i,-1.9081e-05+0.00032407i,-0.00059196+0.0003799i,-0.0011472-0.00049208i,-0.0010876-0.0011002i,-0.0007955-0.00097924i,-0.00064078-0.0012658i,-0.0002547-0.00098235i,-9.3647e-05-0.0002508i,-0.00036776-4.1599e-05i,-0.0006769-4.7914e-05i,-0.00014574-0.00066825i,0.00041103-0.00092641i,-0.00017742-0.00037655i,-0.00082006-0.00048949i,-0.00050104-6.1824e-05i,5.1574e-05+0.00056382i,-0.00023456-0.00012122i,-0.00040287-0.00057454i,-0.00049842-0.00018204i,-0.00069802+0.0007208i,-5.354e-05+0.00070734i
0.0019522-0.0011972i,0.0010602-0.0018034i,-0.001087-0.0017053i,-0.0019022-0.00026256i,-0.0011266+0.00072427i,-0.00093729+5.4138e-05i,-0.00089059-0.0011237i,-0.00038151-0.0010571i,-0.0004322-0.00059342i,-0.00064718-0.00065079i,-0.00074461-0.00018552i,-0.00065075+0.00044702i,-4.6893e-05+0.00040084i,0.00014161-0.00029906i,0.00020998-0.00021627i,-2.2399e-06-0.00032291i,-0.00045736-0.00072912i,-0.0010479-0.00020263i,-0.0012415+0.00052192i,-0.00046823+0.00065598i,-0.00052149+0.0005348i,-0.00088813+0.00079921i,-0.00038752+0.001316i
-4.0726e-05+0.0010243i,-0.00031889-0.00051683i,0.00032061+0.00062675i,0.00063091+0.00107i,0.00081015+0.00031971i,0.00031696+0.0003012i,-0.00027756-4.1153e-05i,-1.7904e-05-0.00080049i,0.00050916-0.00063668i,0.00018058+0.00032391i,-0.00067475+0.0003969i,-0.00038833-0.00067841i,0.00064411-0.0013484i,0.00058654-0.0012611i,-0.00044882-0.00083017i,-0.0013352-0.00014792i,-0.00086404+0.000197i,-0.00015379+0.00015635i,-2.0037e-05-0.00032324i,0.00022835-0.0008224i,0.00036264-0.00059191i,0.00052319-0.00023785i,0.00020889-0.00028349i
0.00023482+0.0011541i,0.00033773+0.0022617i,0.00015396+0.0020042i,-0.00050279+0.0012267i,-0.00029254+0.00099213i,-0.00030222+1.3334e-05i,-0.00029656+8.8823e-05i,-4.2427e-05+0.0002129i,0.00018496-0.00028896i,-7.1194e-05+0.00044192i,-0.00023667+0.0010134i,0.00015816+0.00060796i,0.00052545+0.00039742i,0.00027742+6.7009e-05i,-0.00021439-0.00074303i,-0.00010703-0.0010548i,5.9982e-05-0.0002191i,0.00029246+0.0005723i,-0.00022353+0.00071062i,-0.0012744+0.00011837i,-0.00091876-0.0015166i,-0.00019498-0.0015369i,0.00025578-0.00074925i
0.00011031+0.00048626i,0.00018151+0.00031431i,0.00017524-0.00034701i,0.00076449-0.00024321i,1.3853e-05-7.5095e-05i,-0.00059126-5.7526e-05i,-0.00040363-0.00014117i,6.2372e-05-7.4003e-05i,0.00093975-7.8424e-05i,0.0012643+0.00018697i,0.00060834-6.1558e-05i,-3.2523e-05-0.0006712i,7.5843e-05-0.00042035i,-0.00053354+0.00013881i,-0.0009222-0.00013989i,-0.00013577+9.3361e-05i,0.00029686+0.00086065i,0.00057904+0.0008725i,0.00065693+0.00074651i,-0.0001994+0.0007847i,-0.00088601+0.0003794i,-7.8237e-05+0.00020291i,0.00040918+0.00065979i
-0.0017629+0.0020883i,-0.0018766+0.0037058i,-0.0015072+0.0038726i,-0.00032523+0.0028549i,9.5239e-05+0.0017614i,0.00022111+0.00060697i,0.00017341-0.00029405i,-0.00025711-0.00023292i,-0.00086709-0.00033205i,-0.00075621-0.00089821i,-0.00048844-0.00057926i,-0.00031823+0.00032416i,-9.5041e-05+0.00040798i,-0.00013161-0.00061625i,-0.00012853+8.7805e-05i,-0.00075546+0.0017776i,-0.00095815+0.0013101i,-0.00041533+3.279e-05i,-0.00028654-0.00026621i,-0.0002538+0.00026478i,0.00028884+0.00034962i,0.0006105+0.00015566i,0.00091311+0.00081358i
0.0014796-0.0008274i,0.0020031-0.0010423i,0.0012232-0.00077087i,-5.2419e-05+0.00052931i,5.9302e-05+0.0010504i,-3.5552e-05+0.00056402i,-0.00059947+0.00012488i,-0.00047118-0.00012793i,-7.1136e-05+0.00031389i,0.00054348+0.00072907i,0.00043534+0.00086264i,-0.00044153+7.0196e-05i,-0.0008791-0.00090929i,-0.00066119-0.00061591i,-0.00015228+6.4533e-05i,-9.1007e-05+0.00014766i,1.7858e-05-0.00014707i,0.00021734-8.2585e-05i,0.00013312+0.00012843i,-0.00036101+5.9072e-05i,7.0457e-06+0.00021932i,0.00066357-5.6942e-05i,-1.5526e-06-7.3285e-05i
