-0.00021779-0.0005998i,-9.8788e-05-0.0012811i,-0.0012628-0.00097194i,-0.0015051-0.00011614i,-0.0013324+0.00075164i,-0.00040506+0.0014372i,0.00012384+0.001111i,-0.00044936-0.00019918i,-0.00037727-0.0016732i,0.00010432-0.0012782i,0.00050098-0.0011644i,0.00086271-0.0018765i,0.00027115-0.0012778i,-0.00043592-6.17e-05i,-0.00056846+0.0008606i,-0.00070176+0.0008273i,-0.00031507+0.00096799i,0.00032853+0.00071749i,0.00086504-0.0001221i,0.000455-0.00052309i,-1.13e-06-0.00035515i,0.0003975-0.00010792i,0.0011051+0.00046848i
-0.00033747+0.0003759i,-0.00094381-0.00023005i,-0.00054013-0.00052496i,-0.00061186+0.00055839i,-0.00017469+0.00057284i,-6.6951e-05-0.00026159i,-0.00017527-0.00056675i,-0.00026187-0.0015553i,0.00066967-0.0028082i,0.00083148-0.0023951i,0.00046494-0.0010574i,2.6822e-05-0.0008014i,-5.6852e-05-7.8999e-05i,0.00010399+8.9907e-06i,-2.8478e-05-0.00021219i,0.00025997+5.1916e-05i,0.00014446+0.00031347i,-0.00038853-0.00068837i,-0.00037831-0.0017393i,-0.00056147-0.0010498i,-0.00085544-0.00056322i,-0.00044541-0.00036736i,-0.00030639-8.5039e-05i
0.0004605-0.00019225i,0.00095129+3.0827e-05i,0.0013639+0.00064888i,0.00095055+0.0007066i,0.00017728+0.00035792i,-0.00038839-1.9795e-05i,-0.00034176-0.00057266i,4.4503e-05-0.0015275i,0.00046033-0.0019458i,0.00030831-0.0017615i,0.00038793-0.00056841i,0.00045637+8.437e-05i,-9.673e-05-0.0003257i,-7.9124e-06-0.00025694i,0.00039334-0.00051348i,0.0007693-0.0012218i,0.00074065-0.00085192i,9.6153e-06+0.0006363i,-0.00059535+0.00071596i,0.00011854+7.2809e-05i,-4.3486e-05-0.00010186i,-0.000286-0.00021047i,0.00039786+0.00023271i
-0.00064209-0.0012082i,-0.00055597-0.00069154i,-0.0011082-0.00098632i,-0.0015958-0.00086037i,-0.00054442-8.561e-05i,0.00024908-0.00051272i,-0.00047115-0.001853i,-0.00045589-0.0015695i,-0.00040413-0.00042714i,-0.00063232+0.00034684i,1.9196e-05+0.00041273i,0.00089732-0.00042485i,0.0010835-0.00030252i,0.0002052+0.00021138i,-0.00032475+0.00020089i,8.2856e-05+0.00010251i,0.00040959-0.00010234i,0.00065933-0.00076667i,-0.00019925-0.00049062i,-0.0012734+0.00065517i,-0.00032396+0.00077773i,0.00052714+0.00072995i,8.6172e-05+0.0004673i
0.00039106+0.00083774i,0.0009898-0.00030026i,0.00089451-0.00043243i,0.0010627-0.00043602i,0.00022986-0.0005262i,-0.00046461-0.00043387i,0.00058022-0.00047605i,0.00089892-0.00099114i,-2.2407e-05-0.0020649i,-0.00053122-0.0017571i,-0.00019409-0.00085829i,4.9125e-06-0.00071848i,0.00023011-0.0012868i,-1.3613e-05-0.00043164i,-0.00013371+0.00033223i,-0.00032838-5.3274e-05i,-0.00068734+0.00013252i,-0.00059172+0.00026313i,7.4083e-05+4.321e-05i,0.00058144+0.00011124i,0.00031165-1.3051e-05i,0.00036021-0.00052784i,0.00066733-0.00061597i
0.00082525+0.0010266i,0.00028684+0.00021744i,0.00031431-0.0010061i,-5.1724e-05-0.00095248i,-0.00075844-0.0009011i,-0.00078216-6.0808e-05i,-0.00027093-0.00032679i,-0.000119-0.0010955i,-0.00015936-0.0010982i,0.00012694-0.00057297i,0.00038067+9.3248e-05i,0.00021874-2.526e-05i,-9.8102e-05-0.00048641i,6.9969e-05-0.00027177i,0.00022302-0.00034917i,0.00025383-0.00037266i,0.00037052-3.5046e-05i,0.00050611-0.0003044i,0.00018205-4.9106e-05i,-0.00047023+0.0005626i,-0.00036147-0.00014249i,0.00017925-0.00030551i,-0.00012431+0.00017009i
-0.00025795-0.0010809i,0.00028634-0.00091761i,0.00029849-0.00044617i,-0.00031259-0.00021248i,-0.00057549+5.4485e-05i,-8.7019e-05+0.0003067i,0.00028508-0.00027127i,0.0008057-0.0012618i,0.00066552-0.0012476i,-0.00047466-0.00074277i,-0.00054969+2.6121e-05i,-0.00037564+0.00041354i,-0.00038571+0.00021723i,-1.7801e-06+0.00050879i,-0.0001293+0.00057892i,-0.00045063+0.00051196i,-0.00050856+0.00076514i,-3.0618e-05+0.0007441i,-0.00033053+0.00053386i,-0.00058684+0.00039171i,-0.00027593+0.00047014i,-3.1838e-05+0.00032121i,-7.7866e-05-0.00019157i
-0.0020643+0.00018816i,-0.0012196-8.0438e-05i,-0.001626-0.00073118i,-0.0013825-0.00064585i,0.00021396+0.00043972i,0.0010132+0.00079876i,0.00069502-6.4983e-05i,0.00051562-0.0011092i,0.00054601-0.0010702i,0.00057442-0.00036469i,0.00066129+0.00048442i,0.00037025+0.00061238i,4.9073e-05-7.1648e-06i,0.00031795-0.0001906i,0.00031543+0.00016499i,1.9832e-05+0.00018315i,0.00066117-0.00035511i,0.00099519-0.00038646i,-5.1384e-05+0.00042328i,-0.00085856+0.00039201i,-0.00077148-0.00030856i,3.9711e-05-0.00042617i,8.7289e-05+0.00020713i
0.00025434-0.0007295i,0.00016733-0.00028684i,-0.00042508-0.00054246i,-0.00048792-0.00053795i,-0.00089751-4.0335e-05i,-0.0004783-3.8699e-05i,0.00030978-0.00021029i,0.00029972-0.00068991i,-0.00032814-0.0015417i,-0.00031265-0.0014875i,-0.00015707-0.0009601i,0.00052955-0.00094913i,0.00043214-0.0001246i,-0.00018563+1.1014e-05i,5.7375e-05-0.00060038i,-0.0001247-0.0011938i,-0.0014334-0.0010273i,-0.0017392-0.0008333i,-0.00077689-0.0010538i,-5.7166e-05-0.00046056i,0.00010352+0.00028399i,0.0002349+0.0003116i,0.00028374-7.4661e-05i
-0.00046251+0.00026016i,-0.00020978+0.00062517i,0.00022113+0.00041476i,0.00013107+0.00059614i,-0.00049698+0.00033466i,-7.133e-05-7.6886e-06i,0.00016554-0.00041552i,0.00032231-0.0011346i,0.000771-0.00095509i,0.00036077-0.00016168i,0.00020759-2.0775e-05i,0.00043221+0.00010641i,0.00046107+0.00069206i,-9.7329e-05+0.00046266i,-0.00089247-0.00064803i,-0.00088653-0.00022164i,-0.00024974+0.00082161i,0.00041333+0.00052353i,0.00079538-0.00010303i,0.00057239-0.00037001i,0.00055366-0.00010861i,0.00022987+0.0006333i,-0.00040623+0.0008188i
-0.0011224+0.0011032i,-0.0011472+0.00068632i,-0.001367+0.00037023i,-0.001195+0.0011947i,-0.0010352+0.0013048i,-0.00098863+0.00021035i,-0.0013007-0.00069548i,-0.00063589-0.0014701i,0.0014179-0.0014062i,0.0014001-0.00046861i,0.00043776-0.00030468i,0.00059297+4.5665e-06i,0.00044327+0.00074899i,-0.00012933+7.7354e-05i,-0.0001712-0.00033973i,8.9685e-05+0.00023002i,0.00011079+0.0011514i,0.00015855+0.00065462i,-7.9181e-05-0.00075569i,-0.00072732-0.0011158i,-0.00065188-0.00084161i,-0.00059554-0.00012641i,-0.00039791+0.00025342i
-0.00081442-0.00086606i,0.00063133+1.4294e-05i,-0.00016422+0.00049379i,-0.00079143+0.00060355i,0.00025743-0.00040626i,0.0014743-0.0013214i,0.0020197-0.0014148i,0.0010955-0.0016797i,-0.00035092-0.0018865i,-0.00097454-0.00048371i,-0.00063269+0.00065852i,-0.00040112-0.00030107i,-0.00047337-0.00068245i,0.00017528+0.00017917i,0.00071202+0.00060356i,0.00045518-6.5315e-06i,0.00049321+0.00011555i,0.0011434+0.00025167i,0.00075221-7.8095e-05i,-0.0001499+0.00049815i,-0.00014988+0.00073551i,-0.00025215+0.00013233i,-0.00032636-0.00014192i
6.7793e-05+5.7469e-05i,-0.00085947-0.00049203i,-0.0015518-0.0003346i,-0.00056052-0.00013015i,0.00035799+0.00042726i,0.00034683+0.00010198i,0.00027678-0.00091263i,0.00017746-0.00058721i,-6.7369e-05-0.00060395i,-0.00036705-0.00075489i,-0.00032604+0.00027655i,-0.00049069+0.00022042i,-0.00085966-6.0694e-05i,-0.0008198-6.4424e-05i,-0.00059723-0.00018135i,-0.000226+0.00063403i,0.00047947+0.00067838i,0.0004958-0.00061087i,0.00018714-0.0010122i,0.00026443-0.00099574i,0.00069719-0.00069896i,0.00056558+4.4315e-05i,-0.0011544+0.00043514i
0.001825-0.00080873i,0.00055157-0.00036001i,0.00055194-0.00089883i,0.00014495-0.0014731i,-0.0010163-0.0017417i,-0.00086399-3.7209e-06i,0.00025198+0.00077285i,0.0007398-0.00045952i,0.0008244-0.00094673i,0.0001632-2.6497e-05i,-0.00041724+0.00022218i,0.00012727+0.00031138i,-3.7352e-05-2.4378e-05i,-0.00049295-0.00064746i,5.5311e-05-0.00028236i,0.00031789-0.0001701i,0.00013412-0.00022838i,0.00077628+5.4441e-05i,0.00045818+0.00047675i,-0.00056824+0.00044874i,-0.00015402+1.3186e-05i,-2.665e-06-0.00032845i,0.00020878-0.00023561i
-0.0012584-0.00019498i,-0.0010392-0.00025252i,-0.00012169+0.00056013i,0.00011455+0.00087133i,-3.1079e-06+8.3913e-05i,-2.5982e-05-0.00068273i,0.0002096-0.00052841i,0.00034687-0.00085368i,9.0935e-06-0.00088259i,0.00021361-0.00029499i,0.00063827+0.00021613i,0.00065895+0.00058872i,0.0001876+0.00065553i,-0.00029838+0.00065082i,-0.00029972+0.00088265i,-0.0002164+0.00044924i,-0.00030045+0.0001477i,-0.00072564+0.00044514i,-0.00049606+0.0001451i,0.00012766-0.00023574i,0.00017261+6.2711e-06i,-0.00043565+0.00020345i,7.7368e-05+0.00046537i
9.558e-05-0.00049207i,-0.00059107-0.00086448i,-0.0011309-0.00016144i,-0.00046356+0.00032173i,0.00024868-4.0566e-05i,-0.00046891-0.00055982i,-0.00069493-0.00083114i,-0.00039727-0.0016049i,0.00024368-0.0021512i,0.00049023-0.0010757i,0.00013972-0.00014961i,0.00014425+0.00023633i,0.0010897+0.00042779i,0.0014182+0.00033648i,0.00095286-7.0893e-05i,0.00074191-0.00052969i,0.00035662+8.424e-05i,-5.05e-05+0.00074645i,-0.00017904+0.00016129i,-7.1493e-05-0.00018133i,0.00054094+0.00016404i,0.00065055-6.9475e-05i,0.00062222-0.00022708i
-0.00095783-0.0022334i,0.00099662-0.0021359i,0.0010699-0.0016831i,5.2964e-05-0.0013027i,4.068e-05-0.00047666i,0.00043082+0.00046979i,-0.00021566+0.00017705i,-0.00047067-0.00099317i,-0.00025639-0.0015315i,-0.00010022-0.00074323i,0.00050858-0.000395i,0.00091035-0.00059339i,0.00058745-0.00056083i,0.00061502-0.00043486i,0.00081716-0.00050743i,0.00047261-0.00063311i,-0.00049527+0.0001447i,-0.00031942+0.00082988i,-7.0825e-05+0.00030572i,-0.00082646-0.00034273i,-0.0010793+0.00026186i,-0.00043429+0.00098076i,0.00047188+0.0010816i
-0.00038811+0.0011992i,0.00011896+0.00071471i,0.00019527-0.00040506i,0.00030728+0.00019806i,0.00053388+0.0013768i,0.0011496+9.3473e-05i,0.0013901-0.00092071i,0.00071719-0.0010698i,-5.4454e-05-0.0013829i,-0.00039268-0.00019789i,-0.00054945+0.00057932i,-0.00019493-0.0001536i,0.0004814-0.00069697i,-0.00015775-0.00069064i,-0.00037624+0.00032186i,-0.0001302+0.00093645i,0.00021243+0.00039613i,0.00051325-0.00028978i,0.00040623-0.00073313i,0.00035438-0.00050185i,0.00084199+0.00034807i,0.0010372+0.00086309i,0.00056687+0.0011102i
0.00046932+0.00082416i,-0.00021899-0.0002599i,0.00042989-0.00063641i,0.00054041-0.00090278i,-0.00023265-0.0010439i,-0.0010672-0.00017799i,-0.0011452+0.00024569i,-0.00036151-0.00045607i,-0.00012271-0.0010574i,-0.00045588-0.00047516i,-0.00059442-0.00035079i,-6.3528e-05-0.0012857i,0.0003557-0.00089777i,0.00075889+0.00011998i,0.0012498+0.00011055i,0.000827-0.00052635i,5.3437e-06+0.00014693i,-0.00055695+0.00071981i,-0.00035319+0.00050254i,0.00053212+0.00052342i,0.0010284-2.6079e-06i,0.0003773-2.5362e-05i,-0.00034877+0.00015099i
-0.00062733+6.1941e-05i,-0.00061442-6.5737e-05i,-0.00090383+0.00058817i,-0.00080531+0.00071373i,5.8248e-05+0.0002848i,0.00030875-0.00031408i,-0.00015792-0.00099001i,-0.00011533-0.00095773i,0.00030495-8.2557e-05i,0.00076024+0.00039519i,0.00092179+0.00012055i,0.0009954-7.3173e-05i,0.00037452-8.7824e-05i,-0.00040221+0.00018357i,-0.00039424+4.3737e-05i,-0.00013812-0.00027609i,-0.000136-2.7193e-05i,-7.7551e-05+0.00021458i,-0.00036729-5.1156e-05i,-0.00069771-9.9042e-05i,-0.000674+0.00044189i,-0.00029624+0.00049577i,0.00024791+0.00045022i
-0.00031726-0.00042608i,-0.00086353-0.0011211i,-0.00097004-0.0017556i,-0.00022635-0.00096401i,0.00014727+7.7725e-05i,0.00014501+9.1304e-05i,0.00047506-0.00013289i,0.00060906-0.00027633i,0.00047717-0.00076086i,0.0006968-0.0006401i,0.00047608-0.00038734i,-0.00030607-0.00032775i,-0.00068639+5.4222e-05i,-0.00054969+0.00010387i,-0.00076052-0.0003876i,-0.00074824+4.8226e-05i,-0.00022843+0.00099953i,-7.3333e-06+8.0734e-05i,6.7601e-05-0.00049074i,-0.00032809+0.00037542i,-6.1679e-05+0.0010743i,0.00016151+0.0010725i,0.00060465+0.00040282i
0.0015694-0.00012102i,0.001614-0.0007586i,0.0018475-0.00089138i,0.001611-0.00031103i,0.00076574+8.3367e-05i,-0.00029469+0.00083885i,-0.00019731+0.00073502i,0.00024048-0.00020008i,0.00074274-0.00060561i,0.00086754-0.0004983i,0.0006628-0.00019918i,0.00051745-0.00011708i,-0.00019534+8.1686e-05i,-0.00070944+0.00029709i,8.3033e-06-0.00038037i,0.00029757-0.0011047i,9.1399e-05-0.00081421i,0.00051428-5.232e-05i,0.00058936+0.00092221i,0.00037275+0.0007931i,0.00032674+2.2882e-05i,0.0001363+0.00010609i,7.8967e-05+0.0005323i
0.00061051+0.00063471i,8.5401e-05+0.0021776i,-0.00037125+0.0019374i,-0.0012749+0.00099263i,-0.0015913-0.00025108i,-0.00067977-0.00046148i,5.2485e-05-0.00047103i,6.2537e-05-0.0015921i,0.00012375-0.0016351i,0.00019202-0.00010544i,-0.00023666+0.00090786i,-0.00041407+0.00056611i,-0.00023435+0.00010669i,-0.0001803+0.00034616i,0.00048638+0.00013338i,0.0010091-0.00037348i,0.00096541+0.00015012i,0.00072254+0.00016743i,0.00046862-0.00032222i,0.0002684-0.00014014i,0.00010086+0.00040275i,-0.0003867+0.0007964i,-0.00065218+0.00087261i
-0.0015302-0.00066801i,-0.0012743-0.0016085i,-0.0011774-0.0014624i,-0.0010644-0.00037042i,-0.0009787+0.00060578i,-0.00073663+0.00067069i,-0.00023633+0.00018047i,-0.00045361-0.0006849i,-0.00054937-0.0013997i,-0.00082792-0.00075528i,-0.00075092-0.00047627i,-0.00037583-0.00052209i,0.00020097-0.00028084i,0.00041406+0.00019315i,-6.6259e-06+0.0002382i,4.6609e-05-0.00011793i,0.000647+0.00019079i,0.0010849+2.6397e-05i,0.00064928-0.00022173i,0.00046774-0.00019046i,0.0002705+0.00011535i,-0.00045379-1.5731e-05i,-0.00077511+4.4698e-05i
0.0012912+0.0011792i,0.00076962+0.0020171i,0.0008632+0.00048285i,0.00075314+0.00050579i,-6.5013e-05+0.00093304i,-0.0005111-5.4337e-05i,0.00052484+0.00028714i,0.0011537+0.00016574i,0.00081825-0.0012917i,0.00039256-0.0018658i,-1.4013e-05-0.00076143i,0.00016756-0.00020065i,-0.00018811-0.0003673i,-0.00073186-0.00040512i,-0.00076039-0.00016542i,-0.00028156+0.00019211i,9.0096e-05+0.00035346i,-4.7647e-05+0.00033749i,-1.2546e-05-0.00024136i,-0.00042157-0.00027255i,-0.00081649+2.5141e-05i,-0.00022353-0.00068296i,0.00016817-0.00045425i
0.0012778+4.5381e-05i,0.001147-0.0018701i,0.0007559-0.0014192i,0.00027278-1.5175e-05i,-0.00018705-0.00091413i,-0.00012918-0.00085287i,0.00024318+0.00049698i,0.00045146-0.00010415i,0.00089855-0.0011243i,0.00088312-0.00078099i,0.00014901+0.00018955i,-0.00093636+0.00050821i,-0.00073432+2.0593e-05i,-4.0795e-05+0.00034741i,0.00016201+0.00046842i,-0.00059146+0.00058905i,-0.00067948+0.00076194i,7.9031e-05+0.00060465i,-6.1412e-05+0.00074607i,-0.00065046+0.00089256i,-0.0010018+0.00034217i,-0.0012612+0.00013442i,-0.0011263+0.0010738i
0.0023397-0.00016819i,0.0017397+0.00020984i,0.0011388+6.1743e-05i,0.00026646-7.6476e-05i,-0.00055244-0.00015243i,-0.00058182+0.00058215i,-0.0003768+0.00056377i,0.00021689-0.00046461i,0.00043557-0.00074538i,-0.000174-0.0005014i,-0.00010092+0.00025512i,0.00012113+0.00082128i,-0.00012116+0.00036722i,-0.00069343+0.00039908i,-0.00042383+0.00090965i,0.00034753+0.0011934i,0.00032866+0.00090131i,0.00013726+0.00051441i,0.00046881+0.00047741i,-1.1343e-05+0.00022522i,-0.00035076-0.00015338i,-0.00052183-0.00030713i,-0.00074362+0.00017014i
-0.0015623+0.00028534i,-0.0021378+0.00090625i,-0.0027662+0.0010122i,-0.0020698+0.00058816i,-0.0007495+0.00026468i,-0.00018705+0.00067085i,0.0001038+1.8589e-05i,0.00076849-0.00070095i,0.0012278-0.0010103i,0.00076459-0.0010828i,0.00032498-4.4479e-05i,-6.1304e-05+0.00066721i,-0.00050574+0.00078337i,-0.00029838+0.00078352i,-0.0004124+0.00021571i,-0.00040117-0.00034331i,-4.2934e-05-0.00026634i,-0.00034842+3.5718e-05i,-0.00037184-0.00013962i,-0.00022295+6.9856e-05i,-0.00031631+0.00022013i,2.866e-05-0.00014774i,5.5312e-05-0.00032589i
0.00084491-0.00040009i,-0.00055342-0.00068539i,-0.00063396-0.0022528i,-1.6948e-05-0.0012235i,-0.00027036+0.00036497i,-0.00068748+0.00067739i,-3.693e-05+0.00016313i,0.00055122-0.0010488i,-0.00034163-0.0010035i,-0.00057334-6.2835e-05i,0.00014378-0.00011002i,-0.00021508-0.00033652i,-0.00031106-0.00010044i,-0.0002245-6.3903e-05i,-0.00049898-0.00036804i,-0.00027724-0.00062028i,0.00031172+2.9159e-05i,0.00026114+0.00090547i,-0.00035338+0.00062727i,-0.00047279+0.00056683i,-0.00051258+0.00081412i,-0.0007531+0.00012234i,-0.00078492-0.00060229i
-0.00074563-0.0010832i,-0.00017292-0.0010126i,0.0010567-0.00038621i,0.0015808+8.8866e-05i,0.0013452+4.5561e-05i,0.00052136+0.00013972i,-0.00022736-0.00054714i,0.00040277-0.0012161i,0.00025925-0.00072438i,-0.00027329+5.212e-05i,-0.00032208+0.00028502i,-0.00034257+0.00029037i,-0.0003242+0.000313i,-0.00076444+0.00089509i,-0.00042766+0.00068793i,5.8281e-05+0.00010185i,-8.4188e-05-3.9346e-05i,0.00011161-3.7359e-05i,0.00026971+0.00037377i,-0.00043256+0.00065011i,-0.001206+0.00021675i,-0.00097778-3.7701e-05i,-0.00011836-0.0012231i
0.0005073-0.001199i,0.00013336-0.00022277i,-0.00019161+0.0010711i,-0.00067876+0.0017691i,-0.00065613+0.00068788i,-0.00091636+0.00021665i,-0.00054965+0.00035682i,0.00059202+0.00013264i,0.0011857-5.9794e-05i,0.00078773+0.00021041i,2.3869e-05+0.00019293i,-0.00040677-3.7716e-05i,-0.00017501+0.00076302i,-8.8969e-05+0.001023i,0.00016262+0.00031689i,0.0006963+4.1742e-05i,0.00042814+9.9299e-05i,5.878e-05+0.00044694i,5.4743e-05+0.00035301i,-0.00022872-0.00029392i,-0.00035637+6.963e-05i,-0.00020692+0.00072255i,-0.00059103+0.00022505i
0.00062694-0.00072488i,-0.00041246-6.2262e-05i,-0.00071594-0.0003417i,-0.00074148+0.00024775i,-0.00093009+8.998e-05i,-0.00019889-0.00042271i,0.0011483-0.00035653i,0.0021119-0.00089047i,0.0009201-0.001636i,-0.00019634-0.001251i,0.00014263-0.00036225i,0.00042166-0.00032099i,0.0003535-0.00036059i,-2.5144e-05+0.00035281i,-4.6754e-05+0.0002943i,0.0005547+7.266e-05i,0.00091765+0.00012745i,0.00036494+0.00048536i,-0.00043374+0.00053793i,-0.0008587+0.0004112i,-0.00062385+0.00035008i,0.00018284+0.0002198i,0.00026914+0.00037576i
-0.00073038-0.00040291i,-0.00022888-0.00057851i,0.00012275-0.00088407i,0.0001586-0.00070037i,-0.00023212-0.00060078i,-0.001132-0.00023502i,-0.00092507+0.00050596i,6.0931e-05+0.0006416i,-0.00021336-0.00022756i,-0.00051218-0.00062758i,-0.00040541-0.00062882i,-0.0003403-0.00067849i,-0.00061455+0.00011033i,-0.00086485+0.000637i,-0.00070097+8.1929e-05i,3.2826e-05-0.00032596i,-4.8021e-05-0.0005325i,-0.00028893-0.00089075i,0.00017075-0.00084664i,7.6234e-05-0.00068764i,0.00024842-0.0010444i,0.00036942-0.00059321i,-0.0003486+1.4404e-06i
-0.001188-0.0020274i,-0.00063706-0.001714i,-0.00061162-0.00094189i,0.00094601-0.00038976i,0.001344-9.9243e-05i,0.0016412+0.00045701i,0.0011247+0.00040079i,0.00067774-0.00066188i,0.00098675-0.00090881i,0.00043606-9.6563e-05i,-0.0002901+0.00021313i,-0.00020192+0.00025107i,3.4529e-05+0.0006607i,-4.7622e-06+0.00085218i,-2.1124e-05+0.00035261i,-0.00045559+0.00038518i,-0.00031825+0.00085111i,-2.2019e-05+0.0003512i,-0.00046949-0.00035112i,-0.00011931-0.00062884i,8.4237e-05-0.00038456i,-0.0003069+0.00043229i,-0.00017945+0.00095266i
-0.002448-0.003509i,-0.00017963-0.0031323i,0.00028126-0.001434i,0.00065289-0.00063097i,0.00039661-0.00070377i,0.00072025-0.00021849i,0.00048738+7.828e-05i,-5.277e-07+0.00010638i,0.00078909-0.00023837i,0.0014839-0.00038412i,0.0011174-0.00046902i,0.001265-0.00042541i,0.0020389-0.00012007i,0.0017098-0.00010797i,0.001073+0.00030383i,0.00042067+0.00081144i,-0.00063766+0.00081434i,-0.0011045+0.00036044i,-0.00065275+0.00028074i,-0.0010166+0.00046052i,-0.00080425+0.00057937i,0.00017812+0.0006144i,0.00026897+0.00029185i
6.2581e-05+0.00052402i,-0.00062455+0.00065893i,0.00068235+0.0016646i,0.00091409+0.0016587i,0.00021672+0.00060448i,0.00057766-0.00042448i,0.00030182-0.00099108i,0.00053016-0.0011081i,0.0015402-0.00096723i,0.00076986-0.0009579i,-0.00073131-0.0002377i,-0.0010388+0.00038411i,-0.0004802+0.00044852i,-0.00070342+0.00065646i,-0.0010155+0.00049172i,-0.00061516+0.00024983i,-0.00011968+0.00012304i,0.00020112-0.00013207i,-0.00048378-0.00068651i,-0.00077905-0.0008715i,1.0744e-05-0.00077816i,0.00046445+2.2871e-05i,-9.5765e-05+0.00056987i
-3.8654e-05+0.00086184i,-0.00061527-0.00033052i,-0.00066118-1.9159e-05i,-0.00039756+0.00081112i,-2.3064e-05+0.00081425i,0.00036484+0.00032727i,0.00087872-0.00091613i,0.0013249-0.0020835i,0.00098138-0.0012303i,4.2444e-06+0.00047444i,-8.8392e-06+0.00090097i,0.00082647+0.00071969i,0.00058378+0.0002552i,0.00016855+8.1587e-06i,0.00040181-0.00022291i,0.00071062-0.00045708i,0.0003883+9.9085e-05i,0.00018486+0.0006964i,0.00067126+0.00062197i,0.00054453+0.00016208i,0.00052505+5.4384e-05i,0.00059986-0.00028306i,0.00083275-0.00071031i
0.00089801+0.00032733i,-1.0439e-05-3.305e-05i,0.0001676-0.0012911i,0.00011637-0.00038998i,0.00010754+0.00063283i,-0.00034702+0.00030418i,-0.00013707-0.00025785i,0.00086371-0.0010515i,0.00035157-0.0017451i,-0.00063306-0.0014255i,-0.00051848+0.00017859i,-0.00050731+0.0010294i,-0.00058809+0.000134i,-0.00061699-0.00056405i,-0.00023303-6.3806e-06i,-0.00037382+0.00029504i,-0.00072806-9.1703e-05i,-0.00062397+0.00045692i,-0.00029124+0.00048073i,0.00044314+0.00041246i,0.00062117+0.0012958i,-0.00013349+0.00062156i,-0.00068621-0.00034508i
0.0011371-0.0015817i,0.000171-0.0014084i,-0.00097867-0.00026821i,-0.00094484+0.00059936i,-0.00029889+0.0013167i,0.00063674+0.0013361i,0.00054997+0.00093364i,-0.00011375-0.00058597i,0.00041288-0.0023083i,0.00084639-0.0016866i,0.00063839-0.00059785i,0.00016189-0.0002743i,-0.00041098-0.00064385i,-0.0002024-0.00044673i,0.00019502-8.6895e-06i,-0.00039605+0.00036143i,-0.00090075+0.00024347i,-0.00031894-0.00040028i,8.0669e-05-0.00065656i,0.00024013-0.00030978i,0.00027177+0.00077424i,-0.00044832+0.00091073i,-0.00084049-0.00020072i
0.0015318+0.0018i,0.0013323+0.00086772i,0.0012244-0.00070543i,0.00075332-0.0010848i,0.00042343-0.00036958i,-0.00020994+0.00036212i,-0.00058339-0.00064722i,4.8287e-05-0.001642i,0.0001433-0.0018105i,-0.00013646-0.0010217i,0.00032158-9.0305e-05i,0.00045418+0.00016276i,-0.00011375+5.5125e-05i,-0.00061443+0.00010418i,-0.00041621+0.00038971i,0.00054516+0.00061479i,0.0010656+0.00062447i,0.00096657+0.00069209i,0.0010034+0.00071351i,0.00069122+0.00072296i,0.00012317+7.2109e-05i,3.7559e-05-0.0009354i,-0.00027335-0.00067807i
4.9181e-06+0.00031718i,-0.00055419+0.0014288i,-0.0013879+0.0018883i,-0.00072687+0.0012582i,-0.00021741+0.00085145i,0.00012561-3.7155e-05i,0.00067538-0.0012838i,0.00054834-0.0015138i,-0.00013504-0.00091909i,-0.00038574+5.6984e-05i,-0.00027786+0.00072135i,0.00018458+0.00037895i,1.9981e-05-0.00039312i,-0.00075884-0.00049427i,-0.001304-9.4771e-06i,-0.0010262+0.00042128i,-0.00074255+0.00023552i,-0.00061953-0.00031824i,-0.00039669-0.00089805i,-0.00035112-0.0011187i,-0.00033876-0.00094009i,-0.00052203-0.00044667i,-0.00052283-6.1228e-05i
-0.00076163-0.00027388i,-0.001406+0.00043511i,-0.00066349+0.00011577i,-0.00039506+0.00031058i,-0.00046815-0.00015885i,1.7112e-05-3.1636e-05i,0.00021433-0.00036089i,0.00049957-0.0010419i,0.00043695-0.00081409i,-2.0722e-05-0.00017087i,0.0004735+0.00074012i,0.00092336+0.00071467i,0.0003654+0.00024398i,-0.00012491+0.00017698i,-0.00041978+0.00025554i,-0.00018374+4.383e-05i,0.00053391+0.00022731i,7.4037e-05+0.0005244i,-0.0013236+0.00048075i,-0.0010664+0.00043819i,0.00037238-0.00027383i,0.00033976-0.00030265i,-0.00020071-0.00019708i
0.00083633+0.00026017i,0.00075207-0.00014857i,0.00040008-0.00066152i,-4.8214e-05-0.0009732i,6.3159e-07-0.001453i,0.00024163-0.0014513i,0.00020863-0.0010312i,0.0002142-0.00025011i,-1.7668e-05+5.599e-05i,-0.00022445-0.00059234i,-1.282e-05-0.00044424i,-0.00012389+0.00058771i,1.5798e-05+0.00058719i,-0.00039769+1.6475e-05i,-0.00090863+4.6977e-05i,-0.00059202+5.6376e-05i,-0.00039968+0.00038286i,-0.00027+0.00059518i,1.9255e-05-3.8829e-05i,0.00025053-0.0003977i,-6.618e-05-0.00026646i,-0.00050545+0.00016295i,-0.00070382+0.00064933i
