-0.0017783+0.00035435i,-0.0010494-0.00035017i,-0.0012146+0.001096i,-0.0011902+0.0022717i,-0.00066324+0.0030371i,-6.6421e-05+0.0026866i,-0.0011405+0.0011208i,-0.00093986+0.00080251i,0.00098923+0.00081702i,0.0020423+8.5968e-05i,0.0017557-0.00086626i,0.00063778-0.0007871i,-5.5384e-05-0.00070716i,-0.00035108-0.00079523i,-0.00035189-0.00088524i,0.0006668-0.00077521i,0.0016833+7.4412e-05i,0.001386+0.00049452i,0.00028752+0.00043303i,-0.00027258+0.00024669i,0.00017309+0.00025506i,0.00016245+0.00040545i,-0.00057203+0.00035815i
-0.027562+0.051606i,-0.021277+0.16907i,-0.085877+0.30236i,-0.29736+0.45595i,-0.45471+0.61193i,-0.26703+0.61577i,0.093778+0.41421i,0.23626+0.19674i,0.22268+0.15028i,0.25273+0.1722i,0.27076+0.15112i,0.21285+0.12581i,0.11483+0.10772i,0.036187+0.1146i,0.024398+0.15733i,0.054155+0.1781i,0.062573+0.1517i,0.039514+0.10163i,0.023965+0.047008i,0.040516+0.0023866i,0.052604-0.036843i,0.028958-0.05378i,0.0024445-0.037402i
-0.088859-0.05884i,-0.23986-0.10269i,-0.36051-0.10335i,-0.28642-0.14302i,-0.066105-0.31417i,0.1097-0.42701i,0.1237-0.31696i,0.090835-0.13725i,0.06753-0.039596i,0.020146+0.020827i,-0.0197+0.058339i,-0.040679+0.033793i,-0.043623-0.04088i,-0.052123-0.10952i,-0.072902-0.12408i,-0.069145-0.1152i,-0.032229-0.1091i,0.028632-0.079252i,0.075586-0.042198i,0.068758-0.019054i,0.048127+0.0049685i,0.051756+0.020845i,0.049592+0.014768i
0.0036999-0.0065388i,0.058662-0.033349i,0.17021-0.18242i,0.217-0.41562i,0.067901-0.55762i,-0.18537-0.51309i,-0.30933-0.30383i,-0.26288-0.031736i,-0.19467+0.14125i,-0.19086+0.1861i,-0.17839+0.16356i,-0.087916+0.122i,0.028362+0.092539i,0.095166+0.060147i,0.086348+0.021257i,0.025844+0.0071357i,-0.039613+0.0050023i,-0.084876+0.0060563i,-0.081278+0.030863i,-0.01345+0.038479i,0.041376+0.006706i,0.039712-0.011208i,0.027341-0.0042969i
0.04516-0.053304i,0.1794-0.095691i,0.32742-0.1751i,0.30901-0.11759i,0.1927+0.19623i,0.20138+0.48339i,0.24239+0.45411i,0.19836+0.25423i,0.21614+0.099805i,0.29885-0.01475i,0.29341-0.09876i,0.19481-0.10946i,0.090095-0.045251i,0.027889+0.056045i,0.018911+0.14952i,0.057065+0.15977i,0.090437+0.063447i,0.070767-0.052815i,0.028806-0.10417i,0.012002-0.078028i,0.010164-0.019582i,0.0048695+0.034492i,0.010649+0.067308i
0.12101+0.239i,0.27638+0.40374i,0.24992+0.24853i,-0.3029-0.24649i,-1.1006-0.59601i,-1.4571-0.48788i,-1.2595-0.097968i,-0.85843+0.30641i,-0.48315+0.58262i,-0.21659+0.62682i,-0.047822+0.46816i,0.036752+0.25976i,0.025551+0.13802i,-0.02995+0.13096i,-0.056684+0.17143i,-0.022023+0.20916i,0.051151+0.21464i,0.10053+0.15484i,0.07758+0.093174i,0.017981+0.096796i,-0.011305+0.10373i,-0.018522+0.075725i,-0.0061752+0.051365i
-0.039263+0.018052i,0.095515+0.21518i,0.50894+0.37347i,0.98131+0.23529i,1.1485-0.12286i,0.96291-0.29075i,0.62586-0.32373i,0.22365-0.33688i,-0.10878-0.21221i,-0.178-0.068528i,-0.10232-0.059787i,-0.081164-0.095487i,-0.084363-0.075915i,-0.058056-0.044317i,-0.013716-0.042077i,0.01027-0.067242i,-0.023242-0.081962i,-0.061972-0.031153i,-0.0491+0.019773i,-0.0372-0.022432i,-0.054328-0.082602i,-0.059109-0.070144i,-0.047455-0.013641i
0.90405+5.7065i,2.5494+5.2579i,5.8545+5.6256i,7.2799+3.3584i,6.4108+0.19592i,3.3483-2.0723i,0.037407-1.4905i,-0.92165+0.32721i,0.069993+0.95457i,1.0997+0.23171i,0.8943-0.73026i,-0.18272-0.9778i,-1.1659-0.58241i,-1.6559+0.10995i,-1.4074+0.70279i,-0.60082+0.8139i,0.11862+0.46529i,0.32253-0.0048565i,0.13609-0.19141i,-0.021105+0.0092376i,0.034382+0.2813i,0.10418+0.38725i,0.088158+0.34925i
0.086314-0.30965i,0.04949-0.75685i,-0.17373-1.1778i,-0.43231-1.0111i,-0.39641-0.32974i,-0.052697+0.16384i,0.17226+0.2266i,0.12497+0.19369i,0.098029+0.23662i,0.17866+0.20911i,0.19174+0.04462i,0.095905-0.084409i,0.030735-0.08158i,0.041741-0.045891i,0.066101-0.013921i,0.098213+0.034666i,0.12493+0.057542i,0.097775+0.04564i,0.037106+0.038073i,-0.01483+0.031691i,-0.057478+0.020864i,-0.079699+0.026434i,-0.056379+0.046272i
0.087068+0.22667i,0.39861+0.50086i,0.79416+0.60077i,0.83399+0.27593i,0.43254-0.15175i,0.07149-0.24342i,-0.033736-0.14298i,-0.068497-0.043956i,-0.093274+0.056486i,-0.082699+0.075846i,-0.057338+0.039425i,-0.044481-0.0052242i,-0.051574-0.0089999i,-0.025849+0.076624i,0.041451+0.16353i,0.099487+0.15951i,0.12642+0.075172i,0.10842-0.012346i,0.042778-0.019977i,-0.010982+0.035588i,-0.0084518+0.064295i,0.010794+0.052353i,0.02651+0.050447i
-0.045789+0.024434i,-0.2044+0.16454i,-0.44328+0.55405i,-0.39008+0.89273i,-0.019324+0.67618i,0.045427+0.14714i,-0.23263-0.032429i,-0.28079+0.067449i,-0.15581+0.062258i,-0.1651+0.0064394i,-0.22495+0.014565i,-0.19803+0.020792i,-0.11536-0.037685i,-0.083211-0.12643i,-0.10479-0.18468i,-0.097546-0.20764i,-0.045839-0.20696i,-0.0021816-0.17248i,0.0044158-0.10782i,0.0008877-0.042655i,0.013408-0.0023542i,0.023136+0.0062575i,0.021016-0.0025103i
-0.094834-0.03959i,-0.2959-0.17329i,-0.56779-0.33764i,-0.63774-0.2498i,-0.38817+0.14446i,-0.020838+0.36543i,0.21329+0.21648i,0.26472+0.0098028i,0.24294-0.11053i,0.15085-0.20562i,-0.031582-0.21114i,-0.15909-0.094804i,-0.11367+0.0058058i,0.045193-0.0098289i,0.17823-0.10397i,0.17863-0.17432i,0.064229-0.15253i,-0.047166-0.059377i,-0.070306+0.026838i,-0.040574+0.039112i,-0.025782+0.0062146i,-0.021585-0.018818i,-0.020215-0.031592i
0.2244-0.17257i,0.63892-0.44295i,1.1087-0.73158i,1.2592-0.81125i,1.1003-0.57224i,0.94617-0.24282i,0.77765-0.14147i,0.49154-0.1848i,0.26186-0.20288i,0.17481-0.2006i,0.13155-0.16263i,0.06568-0.09533i,-0.013784-0.015292i,-0.048109+0.0754i,-0.023449+0.15045i,0.013672+0.19415i,0.040689+0.19449i,0.066346+0.14474i,0.082749+0.079082i,0.074478+0.034948i,0.045929+0.0089372i,0.0097019-0.010147i,-0.021786-0.014252i
-0.14449+0.24453i,-0.30227+0.73347i,-0.29757+1.2845i,-0.0018944+1.2441i,0.23647+0.52161i,0.094531-0.10092i,-0.11815-0.19027i,-0.14004-0.096745i,-0.14691-0.081651i,-0.22353-0.041098i,-0.25473+0.099511i,-0.16882+0.21738i,-0.0538+0.17499i,-0.070885+0.028946i,-0.19923-0.068431i,-0.25794-0.064914i,-0.18584-0.026337i,-0.076943-0.018869i,-0.020997-0.028061i,-0.016378+0.0010838i,-0.0055026+0.051227i,0.021671+0.059085i,0.037666+0.030019i
-0.032648-0.16129i,-0.26482-0.37021i,-0.67652-0.37401i,-0.83716+0.049068i,-0.49937+0.51178i,-0.11861+0.54875i,-0.051543+0.31746i,-0.087308+0.14681i,-0.068197+0.068569i,-0.074354+0.02552i,-0.11463+0.0069326i,-0.11328+0.030661i,-0.023056+0.072168i,0.10823+0.054304i,0.18697-0.02671i,0.17463-0.10106i,0.097986-0.10748i,-0.0016705-0.050477i,-0.058938+0.009477i,-0.047127+0.021812i,-0.0065231+0.0023725i,0.026278-0.016473i,0.027869-0.026997i
-0.10396-0.10864i,-0.15972-0.29597i,-0.13037-0.55492i,-0.095813-0.64314i,-0.15515-0.42841i,-0.16271-0.12551i,-0.039708+0.055217i,0.087117+0.10424i,0.17502+0.085578i,0.24415+0.024327i,0.24418-0.04694i,0.15302-0.081606i,0.02329-0.055965i,-0.042208+0.034811i,-0.0020614+0.12633i,0.067326+0.1404i,0.099123+0.087069i,0.092832+0.01907i,0.054878-0.023871i,0.0088844-0.043251i,-0.031612-0.056858i,-0.06911-0.054888i,-0.083779-0.030276i
0.16934+0.04268i,0.41377+0.067657i,0.5933-0.014455i,0.45075-0.22873i,0.11784-0.34745i,-0.04126-0.24317i,0.011335-0.14071i,0.056113-0.1598i,0.0081072-0.15893i,-0.018948-0.062176i,0.024143+0.043479i,0.073692+0.062568i,0.0639-0.024319i,-0.035961-0.13926i,-0.17426-0.18206i,-0.25588-0.15507i,-0.24285-0.11592i,-0.16466-0.080141i,-0.077752-0.040397i,-0.025448+0.0015133i,-0.013611+0.030641i,-0.020298+0.046934i,-0.013323+0.052851i
-0.093957+0.013399i,-0.22383+0.078531i,-0.30437+0.16108i,-0.19479+0.12728i,-0.0045745-0.068341i,0.044167-0.23832i,-0.0018205-0.22818i,-0.024525-0.13925i,-0.063596-0.087397i,-0.12805-0.067555i,-0.16804-0.059118i,-0.1611-0.036923i,-0.091926+0.0096929i,0.021908+0.022197i,0.10146-0.021706i,0.096243-0.057404i,0.044066-0.042715i,0.0070615-0.005643i,0.0095136+0.012086i,0.017031+0.0012646i,0.011484-0.010988i,0.020866-0.0095553i,0.035678-0.010134i
0.0052124+0.096788i,0.035517+0.26396i,0.12705+0.46787i,0.28761+0.57948i,0.3899+0.51394i,0.30752+0.31538i,0.10557+0.1531i,-0.022064+0.1124i,-0.0074381+0.089751i,0.03652+0.028307i,0.063168-0.034686i,0.067676-0.084531i,0.019179-0.070504i,-0.030005+0.024793i,-0.030789+0.12566i,-0.0076502+0.17583i,0.0066851+0.17038i,-0.0018592+0.12264i,-0.019488+0.07042i,-0.014059+0.046489i,0.021423+0.037544i,0.047777+0.013831i,0.040592-0.014022i
-0.042293-0.12375i,-0.1543-0.24207i,-0.30023-0.21031i,-0.2848+0.036921i,-0.071492+0.18152i,0.097572+0.074193i,0.10893-0.019737i,0.083974-0.028613i,0.054382-0.059393i,-0.0018706-0.068221i,-0.043341-0.027019i,-0.062589-0.0084722i,-0.087522-0.031307i,-0.11996-0.034561i,-0.13269-0.0056889i,-0.10721+0.015502i,-0.048208+0.02107i,0.019832+0.015047i,0.050096-0.0020742i,0.040599-0.016674i,0.030018-0.023416i,0.023795-0.025665i,0.015497-0.017118i
-0.095051+0.050003i,-0.22344+0.062546i,-0.3626-0.030368i,-0.48839-0.18185i,-0.55022-0.15867i,-0.4205+0.0043782i,-0.20532-0.00040272i,-0.15108-0.1083i,-0.18959-0.076045i,-0.17599+0.0064793i,-0.15442+0.042137i,-0.11347+0.080869i,-0.00050153+0.1008i,0.13558+0.049237i,0.22764-0.058436i,0.24735-0.15419i,0.20504-0.1927i,0.13129-0.17326i,0.060385-0.11716i,0.0078951-0.062987i,-0.038388-0.03069i,-0.068335-0.0033485i,-0.061431+0.017399i
0.24751-0.1073i,0.55974-0.35992i,0.70389-0.69867i,0.44991-0.8007i,0.16019-0.54476i,0.11539-0.2269i,0.094219-0.055989i,0.05655+0.045892i,0.092181+0.082485i,0.12271+0.044617i,0.12002+0.0068326i,0.11117-0.016142i,0.085619-0.040669i,0.042197-0.063098i,-0.0097311-0.067321i,-0.048906-0.056744i,-0.071075-0.043158i,-0.089547-0.020046i,-0.087341+0.013624i,-0.055933+0.039384i,-0.018026+0.047632i,0.0066424+0.040358i,0.008498+0.023019i
-0.21492+0.054926i,-0.48209+0.29487i,-0.50698+0.72173i,-0.022987+0.9182i,0.43515+0.58674i,0.3506+0.17643i,0.14441+0.078484i,0.13391+0.029869i,0.10461-0.090686i,0.025319-0.11214i,-0.0064464-0.048216i,-0.0066126+0.01702i,-0.0039741+0.045053i,-0.041605+0.043542i,-0.10803+0.065806i,-0.1358+0.11289i,-0.10526+0.13729i,-0.040602+0.11719i,0.0092137+0.066i,0.019643+0.026263i,0.019487+0.012606i,0.025617-0.0049049i,0.022204-0.023233i
0.21539+0.16888i,0.59322+0.36472i,1.0006+0.40015i,1.0356+0.16141i,0.68269-0.017157i,0.35787+0.0066093i,0.21834+0.013126i,0.12219-0.0060516i,0.041428-0.008719i,-0.024763-0.031827i,-0.084586-0.030518i,-0.088586+9.9826e-05i,-0.044966+0.014985i,0.01707+0.01946i,0.085242+0.0087263i,0.13814-0.012305i,0.15721-0.016201i,0.13676-0.015536i,0.099737-0.023885i,0.068213-0.034799i,0.04338-0.039605i,0.021188-0.036842i,0.005738-0.029409i
-0.22653-0.33162i,-0.70203-0.85099i,-1.3692-1.2302i,-1.7019-0.90803i,-1.3536-0.23313i,-0.71325+0.038998i,-0.34442-0.018015i,-0.21829-0.016578i,-0.12227+0.040065i,-0.046212+0.054877i,0.0012819+0.038684i,-0.0006886+0.014457i,-0.039257+0.020915i,-0.044941+0.040401i,-0.027211+0.025892i,-0.039603-0.012417i,-0.075007-0.043029i,-0.10312-0.04085i,-0.10678-0.012395i,-0.081528+0.0085504i,-0.054439+0.0067297i,-0.043979+0.0032715i,-0.034731+0.015162i
0.03029+0.28773i,0.077668+0.77229i,0.16141+1.2524i,0.24621+1.221i,0.26059+0.72388i,0.19548+0.30863i,0.15423+0.1624i,0.14015+0.093022i,0.11626+0.043004i,0.10625+0.029648i,0.094437+0.022107i,0.067305+0.011864i,0.028442-0.0066529i,-0.019495-0.017405i,-0.059865+0.0023142i,-0.078921+0.042628i,-0.070603+0.073835i,-0.050065+0.07255i,-0.035361+0.054889i,-0.026389+0.045002i,-0.018631+0.042247i,-0.0048235+0.044052i,0.010595+0.036495i
0.17846-0.21807i,0.54315-0.57713i,0.9933-0.98662i,1.0724-1.1676i,0.67044-1.0083i,0.25429-0.6495i,0.08555-0.36949i,0.017057-0.26815i,-0.053295-0.23022i,-0.10125-0.17505i,-0.11007-0.11011i,-0.077964-0.055456i,-0.019465-0.029085i,0.021401-0.034955i,0.040659-0.055812i,0.056852-0.081181i,0.063662-0.093648i,0.071513-0.074492i,0.083802-0.04827i,0.077877-0.041015i,0.061797-0.042243i,0.056916-0.043488i,0.049908-0.042898i
-0.15606+0.10529i,-0.4528+0.19518i,-0.80669+0.21626i,-0.84212+0.19756i,-0.51054+0.25459i,-0.2252+0.32049i,-0.12657+0.30615i,-0.077483+0.24079i,-0.041675+0.15975i,-0.03833+0.084031i,-0.041966+0.037543i,-0.020844+0.0011542i,-0.00071489-0.038081i,-0.006894-0.043615i,-0.027177-0.014548i,-0.048128+0.015179i,-0.056402+0.030178i,-0.044346+0.019557i,-0.030905+0.0025551i,-0.028072+0.014414i,-0.024024+0.035748i,-0.025257+0.029333i,-0.031292+0.0097799i
0.044702+0.023445i,0.078731+0.18135i,0.087756+0.53712i,0.10658+0.83631i,0.19845+0.74188i,0.28667+0.36345i,0.24446+0.064331i,0.1492-0.031691i,0.10534-0.043671i,0.096015-0.048718i,0.078861-0.060714i,0.017331-0.052573i,-0.039826+0.010938i,-0.024897+0.075792i,0.027192+0.095384i,0.068426+0.089091i,0.087358+0.063264i,0.06618+0.024616i,0.018936-0.00085126i,-0.010146-0.012138i,-0.015243-0.012842i,-0.015695-0.0011504i,-0.013932+0.0095116i
-0.0090477-0.020178i,0.037416-0.10216i,0.14033-0.25216i,0.15852-0.35423i,-0.036409-0.32869i,-0.2551-0.2319i,-0.28236-0.12789i,-0.181-0.054875i,-0.090175-0.012612i,-0.058018+0.0019176i,-0.072026+0.01747i,-0.060661+0.057588i,0.0063698+0.065979i,0.05409+0.0014777i,0.045994-0.084208i,0.021299-0.13159i,-0.00097694-0.12668i,-0.015116-0.085241i,-0.01044-0.050959i,-0.0061948-0.045868i,-0.018035-0.044461i,-0.022046-0.025879i,-0.0091965-0.0029339i
-0.011613-0.076174i,-0.062814-0.24139i,-0.17948-0.47751i,-0.29369-0.58653i,-0.27579-0.38536i,-0.13467-0.068281i,-0.019888+0.069759i,0.0012577+0.046559i,-0.015888+0.013434i,-0.0086972+0.037334i,0.037763+0.075658i,0.074938+0.055814i,0.044356-0.0015096i,-0.023493-0.016171i,-0.066296+0.010535i,-0.081455+0.029518i,-0.075475+0.042913i,-0.049644+0.058617i,-0.019375+0.068003i,0.013165+0.069889i,0.042459+0.055217i,0.052312+0.025755i,0.042643+0.0037705i
0.01964+0.074615i,0.050221+0.21941i,0.097979+0.39367i,0.17985+0.37817i,0.27493+0.10084i,0.27735-0.14611i,0.19187-0.14877i,0.1089-0.038251i,0.06175+0.011726i,0.029227-0.023501i,-0.0033021-0.079254i,-0.032157-0.099009i,-0.045711-0.078915i,-0.032583-0.046239i,-0.0055042-0.015898i,0.013714+0.019258i,0.026502+0.040972i,0.038092+0.028797i,0.036881+0.0083323i,0.020602-0.0032049i,0.00263-0.019029i,-0.011986-0.045279i,-0.024691-0.065122i
0.015702-0.023381i,0.077201-0.02993i,0.21015+0.031083i,0.32604+0.14148i,0.27509+0.17745i,0.097008+0.092719i,-0.018948-0.012822i,-0.0047994-0.078577i,0.0086434-0.099618i,-0.03616-0.054233i,-0.075081+0.021142i,-0.084219+0.066227i,-0.068054+0.075151i,-0.043557+0.066589i,-0.024218+0.048221i,0.0075827+0.01466i,0.034366-0.026047i,0.025787-0.054846i,0.0016008-0.062798i,-0.01371-0.043716i,-0.015489+0.00076713i,-0.010316+0.047233i,-0.0072085+0.069171i
-0.036721+0.026093i,-0.1245+0.038892i,-0.25003+0.03046i,-0.27401+0.041447i,-0.12997+0.10918i,0.038551+0.1574i,0.068672+0.13037i,-0.0068869+0.087087i,-0.021905+0.067708i,0.039614+0.033239i,0.088053+0.002564i,0.11653+0.008815i,0.14372+0.015263i,0.15892-0.0013796i,0.14472-0.026227i,0.083325-0.054613i,0.0032795-0.06523i,-0.045525-0.034234i,-0.053463+0.013216i,-0.03181+0.039026i,-0.0012534+0.039547i,0.023573+0.032517i,0.040871+0.02541i
-0.014984-0.044984i,-0.051509-0.10535i,-0.14874-0.15992i,-0.28766-0.15406i,-0.33478-0.098866i,-0.21362-0.071802i,-0.046245-0.080896i,0.051845-0.08075i,0.051207-0.077851i,-0.0075612-0.070257i,-0.038617-0.060785i,-0.031871-0.076037i,-0.045378-0.10152i,-0.092009-0.11402i,-0.12961-0.10216i,-0.12865-0.044371i,-0.089212+0.030479i,-0.033067+0.063334i,0.0057198+0.047994i,0.010054+0.013116i,-0.009313-0.019976i,-0.027285-0.040081i,-0.031303-0.04426i
0.016583+0.013249i,0.047584+0.027669i,0.083457+0.028203i,0.10194+0.011312i,0.078119+0.010749i,0.017947+0.05366i,-0.02599+0.072478i,-0.05227+0.049254i,-0.063448+0.041933i,-0.045608+0.049921i,-0.04443+0.048472i,-0.074141+0.054266i,-0.085036+0.092699i,-0.061785+0.15249i,-0.021615+0.18357i,0.031845+0.15013i,0.076708+0.077724i,0.083913+0.0068081i,0.05572-0.038917i,0.018303-0.051068i,-0.0046191-0.041068i,-0.01246-0.025529i,-0.013875-0.01015i
0.010503-0.030718i,0.054737-0.065346i,0.15206-0.10349i,0.24872-0.13509i,0.25184-0.14337i,0.17063-0.11581i,0.099119-0.053421i,0.080232-0.0072586i,0.068495-0.013526i,0.034036-0.033786i,0.0017077-0.020058i,0.0018163+0.019079i,0.045119+0.023584i,0.11159-0.02122i,0.15037-0.067563i,0.12328-0.088931i,0.053814-0.085838i,-0.0037074-0.059059i,-0.018137-0.020041i,0.0037544+0.015077i,0.028902+0.033141i,0.03225+0.032278i,0.022706+0.020611i
0.00065574+0.040816i,-0.020913+0.10374i,-0.046603+0.19449i,-0.035129+0.24672i,-0.011641+0.21777i,-0.033548+0.15602i,-0.072832+0.10222i,-0.087576+0.055423i,-0.069291+0.022371i,-0.026565+0.0087256i,0.014341-0.0063411i,0.028156-0.033585i,-0.0044538-0.058802i,-0.07414-0.07454i,-0.12846-0.071442i,-0.13144-0.03962i,-0.09889+0.0011513i,-0.059344+0.023626i,-0.033932+0.022771i,-0.027408+0.0082155i,-0.022605-0.0065256i,-0.0091642-0.01893i,-0.00046534-0.026917i
-0.010943-0.034116i,-0.032139-0.065837i,-0.073776-0.075199i,-0.11767-0.011609i,-0.088239+0.069482i,0.016149+0.060365i,0.081659+0.0074569i,0.077463-0.011198i,0.051139-0.0074833i,0.022975-0.014126i,-0.0037618-0.030833i,-0.027414-0.039126i,-0.035718-0.012941i,-0.025446+0.041976i,-0.01558+0.078879i,-0.0072439+0.078933i,0.0056253+0.059822i,0.015002+0.035802i,0.014692+0.018071i,0.0041711+0.014523i,-0.0087704+0.02028i,-0.015561+0.025469i,-0.013889+0.027392i
-0.0081653+0.025868i,-0.050961+0.054794i,-0.11607+0.07352i,-0.15765+0.042626i,-0.16427-0.037113i,-0.15862-0.096886i,-0.14453-0.10552i,-0.11061-0.083175i,-0.074502-0.042853i,-0.055906+0.0073212i,-0.04375+0.049422i,-0.02756+0.066525i,-0.0010526+0.045612i,0.027429+0.0045634i,0.042574-0.024423i,0.046705-0.035252i,0.047375-0.032724i,0.044252-0.02211i,0.040445-0.017145i,0.041797-0.023044i,0.041134-0.027788i,0.032439-0.020855i,0.022881-0.0089793i
0.028936-0.041215i,0.099773-0.11684i,0.18103-0.223i,0.18954-0.28609i,0.12869-0.22855i,0.06312-0.079105i,0.049669+0.037904i,0.064858+0.057166i,0.061517+0.015814i,0.041326-0.02012i,0.036259-0.017445i,0.049859-0.0016229i,0.04796+0.0021721i,0.036756-0.0049337i,0.034041-0.02412i,0.019674-0.049306i,-0.0073052-0.064174i,-0.028602-0.060039i,-0.040499-0.033983i,-0.04377-0.0030871i,-0.04263+0.0084143i,-0.038568-0.00084522i,-0.031777-0.011518i
-0.019802+0.022747i,-0.077131+0.046874i,-0.1286+0.069977i,-0.084478+0.061169i,0.032076+0.015008i,0.11266-0.04448i,0.10931-0.079098i,0.063267-0.077132i,0.017126-0.06708i,-0.015365-0.059052i,-0.033663-0.05594i,-0.037258-0.05346i,-0.025348-0.045617i,-0.021363-0.042957i,-0.036716-0.038348i,-0.051195-0.012888i,-0.053957+0.02235i,-0.044607+0.043135i,-0.020186+0.043521i,0.01364+0.033288i,0.042544+0.022311i,0.05057+0.013647i,0.038272+0.0075582i
0.02542-0.0039014i,0.088946+0.01542i,0.17636+0.078396i,0.21235+0.14157i,0.16031+0.12467i,0.069619+0.054097i,0.0067663+0.0028938i,-0.0035717-8.2006e-05i,0.024375+0.011538i,0.039653+0.0044203i,0.018669+0.00629i,-0.0095424+0.021284i,-0.027136+0.037001i,-0.027472+0.067879i,-0.0031512+0.097268i,0.037523+0.092703i,0.070999+0.062583i,0.076946+0.029387i,0.052769-0.00067833i,0.013079-0.022632i,-0.018407-0.02863i,-0.026846-0.01983i,-0.018431-0.0082712i
-0.029549+0.0009176i,-0.096467-0.0093608i,-0.18534-0.019712i,-0.21506+0.021326i,-0.15291+0.10816i,-0.079316+0.14008i,-0.054574+0.114i,-0.044883+0.069267i,-0.031579+0.030643i,-0.017811+0.015703i,0.0015331+0.0092101i,0.01699+0.007389i,0.032928+0.0077037i,0.056619-0.010948i,0.064648-0.04493i,0.041803-0.071621i,0.0067438-0.078714i,-0.017911-0.064345i,-0.030262-0.030399i,-0.031839+0.015141i,-0.022039+0.050783i,-0.0053839+0.058023i,0.01062+0.041458i
0.017908+0.00097451i,0.054401+0.0068419i,0.086851+0.014782i,0.066937-0.0058432i,0.025547-0.031247i,0.041673-0.0051846i,0.086956+0.024429i,0.07782+0.031689i,0.03684+0.045702i,0.015237+0.047676i,0.0038592+0.02846i,-0.0056199+0.0051935i,-0.023765-0.01912i,-0.061769-0.029487i,-0.091859-0.014925i,-0.093927+0.013657i,-0.077181+0.037696i,-0.047359+0.040856i,-0.011947+0.021086i,0.015912-0.012625i,0.02729-0.044592i,0.022401-0.060367i,0.0074332-0.056893i
-0.016128-0.01272i,-0.058196-0.053406i,-0.12695-0.10657i,-0.16083-0.11855i,-0.12259-0.095951i,-0.093468-0.096233i,-0.098639-0.10349i,-0.086784-0.088654i,-0.065915-0.067707i,-0.052021-0.048668i,-0.040549-0.027589i,-0.033018-0.0030827i,-0.01859+0.025037i,0.0087732+0.043909i,0.035759+0.042877i,0.054406+0.028916i,0.061035+0.01473i,0.04752+0.0018266i,0.019604-0.0095942i,-0.011366-0.012723i,-0.037522-0.0060809i,-0.054098+0.0085981i,-0.053897+0.027298i
0.017248+0.018832i,0.070081+0.065171i,0.16984+0.12127i,0.24253+0.11319i,0.19609+0.066963i,0.090615+0.069859i,0.026361+0.096682i,0.0043086+0.087667i,-0.0026762+0.054897i,-0.00418+0.029519i,-0.0038582+0.01933i,0.0033107+0.011858i,0.013118-0.010056i,0.01003-0.036186i,-0.0035251-0.047001i,-0.009544-0.047884i,-0.0042407-0.046275i,-9.5911e-05-0.032929i,0.00059986-0.0055643i,0.01115+0.022588i,0.031271+0.036992i,0.048488+0.034106i,0.055104+0.017596i
-0.010318-0.02403i,-0.039304-0.076613i,-0.090968-0.13365i,-0.10683-0.11986i,-0.044739-0.060773i,0.031962-0.0509i,0.060377-0.071758i,0.060069-0.077264i,0.049969-0.077695i,0.03124-0.068245i,0.015764-0.049918i,-0.0011214-0.031964i,-0.013901-0.0076616i,-0.0090505+0.011987i,-0.00021089+0.017184i,-0.0019968+0.016687i,-0.011857+0.012879i,-0.015918+0.0083438i,-0.0072954+0.0018936i,0.0018557-0.012469i,0.0050769-0.025822i,0.0036944-0.035548i,-0.0077096-0.041106i
-0.0034235+0.019917i,0.0020907+0.085268i,0.018365+0.17183i,0.026029+0.19547i,0.0014505+0.13285i,-0.03315+0.055294i,-0.038564+0.012483i,-0.026682-0.00054165i,-0.024248+0.0047457i,-0.029007+0.013322i,-0.029971+0.021747i,-0.013587+0.024943i,0.0090487+0.010568i,0.015749-0.011436i,0.0092245-0.022317i,0.0014666-0.013077i,-0.00057081+0.010467i,0.0048343+0.022461i,0.0071288+0.016018i,-0.0020533+0.010818i,-0.012957+0.011735i,-0.019152+0.017188i,-0.017223+0.027521i
-0.0023872-0.02741i,-0.016065-0.092862i,-0.060685-0.16724i,-0.10359-0.1636i,-0.088506-0.084219i,-0.037319-0.020775i,-0.012564-0.0037175i,-0.0026147-0.0026015i,0.014454-0.0098991i,0.022382-0.016729i,0.023188-0.018074i,0.013831-0.020674i,-0.0076266-0.0086171i,-0.016828+0.018341i,-0.0090349+0.031767i,0.0038446+0.023352i,0.017058+0.0024242i,0.018597-0.017632i,0.0088698-0.021153i,0.0053814-0.012466i,0.0028242-0.0027817i,-0.0010505+0.0056784i,0.0032372+0.005316i
-0.005158+0.020089i,-0.0052099+0.078844i,0.016424+0.14729i,0.055262+0.13807i,0.073106+0.051568i,0.063751+0.0038929i,0.056834+0.015297i,0.036946+0.020625i,0.00090354+0.01005i,-0.023147-0.0023039i,-0.038318-0.0062443i,-0.0347+0.0081467i,-0.0024559+0.015935i,0.026144+0.0011467i,0.030031-0.017246i,0.01348-0.03048i,-0.014773-0.032772i,-0.031712-0.015676i,-0.026577+0.0038068i,-0.015289+0.00737i,-0.0016085+0.0038662i,0.013641+4.875e-05i,0.016949-0.0028818i
