-0.001065+0.00032186i,-0.00062748-0.00095417i,-0.0013565-0.0010484i,-0.0017881-0.0009495i,-0.0020359+0.00043529i,-0.0026944+0.0015933i,-0.0020053+0.0016041i,-0.00023914+0.0013215i,0.00144+0.0001911i,0.0019608-0.00063337i,0.001666-0.00070103i,0.0013909-0.00064687i,0.00032567-0.0010024i,-0.00052095-0.0011736i,-0.00090896-0.00057599i,-0.0012413-0.00040964i,-0.0013045-0.00016022i,-0.0006391+0.00028845i,0.00050296+0.00011919i,0.00054857-0.00087139i,0.000421-0.0010902i,0.00031749-0.00058003i,-0.00022002-0.00015251i
-0.025047+0.04516i,-0.063158+0.09405i,-0.074104+0.1885i,0.0085049+0.23978i,0.1365+0.14323i,0.20206-0.026416i,0.18534-0.12913i,0.12247-0.13391i,0.059673-0.083569i,0.033878-0.039534i,0.024519-0.024943i,0.013748-0.02049i,0.0097339-0.017258i,0.0087653-0.012487i,0.014808-0.0081698i,0.02949-0.016855i,0.036682-0.033927i,0.031524-0.043876i,0.0194-0.044585i,0.0045083-0.037642i,-0.0081539-0.023427i,-0.017469-0.0047672i,-0.018571+0.013192i
0.038746+0.0021865i,0.058339-0.034428i,0.065478-0.075523i,0.038337-0.086251i,-0.002819-0.059915i,-0.048894-0.037967i,-0.10859-0.013042i,-0.12379+0.037243i,-0.070328+0.064784i,-0.024426+0.045988i,-0.013284+0.023745i,-0.009304+0.011794i,-0.010824+8.4047e-05i,-0.015153-0.0062501i,-0.016949-0.0087118i,-0.026472-0.0098751i,-0.039544-0.0055857i,-0.042891-0.001639i,-0.037232-0.0012476i,-0.027453-0.0012574i,-0.019866-0.0039774i,-0.017363-0.0039222i,-0.015765+0.0033921i
0.011639+0.012668i,0.0059567+0.038294i,0.038698+0.041005i,0.073208-0.025651i,0.014512-0.10803i,-0.099721-0.11292i,-0.13121-0.03716i,-0.072706+0.032839i,-0.017794+0.042333i,-0.0076191+0.018152i,-0.017226+0.0026438i,-0.020148+0.0041226i,-0.0147+0.0063464i,-0.0085827+0.0030451i,-0.010091+0.00013124i,-0.019015+0.0079325i,-0.022069+0.024052i,-0.020152+0.035336i,-0.017727+0.037435i,-0.010082+0.032261i,-0.00062276+0.023208i,0.0095213+0.01403i,0.018848+0.0051499i
0.018175-0.053425i,-0.0083108-0.10459i,-0.08598-0.14787i,-0.18212-0.1075i,-0.1808+0.013183i,-0.064064+0.11125i,0.046121+0.11992i,0.076565+0.062756i,0.050238+0.009286i,0.021487+0.0028049i,0.015876+0.013795i,0.013109+0.016726i,0.0078976+0.021218i,0.0051854+0.021331i,0.0025532+0.018798i,0.010935+0.022296i,0.026137+0.021401i,0.032786+0.014401i,0.030267+0.0092792i,0.024561+0.0087628i,0.020764+0.010624i,0.017846+0.0050183i,0.009306-0.008066i
-0.01397+0.009789i,-0.0092312+0.075612i,0.014348+0.14675i,0.042749+0.16609i,0.036255+0.12166i,-0.0067978+0.071591i,-0.027373+0.027312i,-0.018319-0.018321i,-0.0099721-0.031722i,-0.0014553-0.017444i,0.0062051-0.0067625i,0.010565-0.0060477i,0.015985-0.010391i,0.015463-0.012496i,0.013929-0.01257i,0.019564-0.022639i,0.024738-0.03657i,0.02388-0.039713i,0.017409-0.034673i,0.00748-0.028483i,-0.0019966-0.022297i,-0.0088531-0.013264i,-0.011561-0.0027433i
-0.015894-0.020042i,0.00025118-0.040152i,0.020484-0.041902i,0.057526-0.0050465i,0.11591+0.023561i,0.1465-0.0035541i,0.097665-0.028097i,0.02236-0.0041651i,0.001114+0.027474i,0.022324+0.024071i,0.032298+0.00018835i,0.02327-0.014862i,0.0093342-0.018859i,-0.002515-0.012909i,-0.0060619-0.0031402i,-0.0086553+0.0011372i,-0.01798+0.0032217i,-0.025916+0.0026283i,-0.024748-0.00088005i,-0.016222-0.0036712i,-0.0084469-0.0074333i,-0.0085698-0.0064673i,-0.012539+0.0053451i
-0.0073724+0.045128i,0.027334+0.057197i,0.080198+0.025647i,0.093507-0.062028i,0.02362-0.11097i,-0.048217-0.072565i,-0.041674-0.018836i,-0.00058832+0.011405i,0.019494+0.016465i,0.0055727+0.00020879i,-0.021466-0.0043336i,-0.029629+0.0060405i,-0.024711+0.0086277i,-0.018014+0.0084902i,-0.013591+0.011259i,-0.02244+0.01716i,-0.031464+0.024929i,-0.028275+0.027898i,-0.021653+0.027195i,-0.015034+0.026773i,-0.004556+0.02798i,0.0115+0.024088i,0.023729+0.010682i
-0.0080208-0.0094282i,-0.055486-0.065347i,-0.14845-0.089495i,-0.20899-0.058862i,-0.16114-0.048947i,-0.063249-0.090661i,-0.011978-0.10464i,0.0040949-0.058465i,0.01387-0.020205i,0.010067-0.013756i,-0.0011978-0.010958i,-0.0094418-0.001137i,-0.0068146+0.010317i,-0.00084441+0.010271i,0.0005549+0.0017183i,0.010533-0.0032882i,0.024101-0.0049106i,0.025412-0.0044721i,0.019471-0.002777i,0.014909-0.0033659i,0.010938-0.0026864i,0.005224-0.00032679i,0.0014112-0.00093419i
0.034235+0.0316i,0.04495+0.053633i,0.062731+0.070288i,0.062334+0.067145i,0.024306+0.080695i,-0.037385+0.12719i,-0.072921+0.1441i,-0.06614+0.087757i,-0.050627+0.034696i,-0.037518+0.037493i,-0.015524+0.046059i,0.0055394+0.032767i,0.015693+0.01421i,0.017203+0.00050837i,0.014569-0.0043104i,0.013991-0.0059011i,0.015064-0.010931i,0.013432-0.014204i,0.011144-0.012269i,0.0099677-0.0095711i,0.0071202-0.01335i,-0.0017327-0.021874i,-0.013643-0.024043i
0.012648-0.030303i,-0.01235-0.051887i,0.0010181-0.032943i,0.057678+0.010006i,0.086303+0.012511i,0.051693-0.027596i,0.0023054-0.033307i,-0.0080638-0.002064i,0.011917+0.0081606i,0.027908-0.0067807i,0.026638-0.018983i,0.015854-0.020509i,0.0020675-0.01805i,-0.012279-0.010919i,-0.021436-0.0016644i,-0.025541+0.001279i,-0.027757+0.0020885i,-0.025731+0.0041883i,-0.020502+0.0034169i,-0.016181-2.8655e-06i,-0.012426-0.0015019i,-0.0073378+0.0029144i,-0.0050009+0.01245i
0.034187-0.001037i,0.064104+0.010654i,0.08155-0.033017i,0.023129-0.10376i,-0.055206-0.087048i,-0.033126+0.0011113i,0.058648+0.028181i,0.085304+0.0039151i,0.052315+0.0010025i,0.032204+0.0062282i,0.023973+0.0052875i,0.016955+0.003824i,0.010778-0.0005086i,0.0074277-0.0027586i,0.0091463-0.0019461i,0.0062917+0.0026021i,0.0013444+0.0081882i,0.0022816+0.0062501i,0.0023159+0.00022604i,-0.0012459-8.5865e-05i,-0.0025426+0.008563i,-0.00014944+0.018362i,0.0046754+0.019451i
-0.038354-0.025047i,-0.083913-0.011032i,-0.14443+0.020267i,-0.16049+0.039333i,-0.12913-0.019971i,-0.12923-0.10011i,-0.1485-0.088518i,-0.11403-0.018366i,-0.053449+0.0069587i,-0.029372-0.011694i,-0.032744-0.018433i,-0.030907-0.004843i,-0.015329+0.011593i,-0.00077524+0.02063i,0.0042967+0.020189i,0.011246+0.012464i,0.020453+0.0047906i,0.018929+0.0018926i,0.011667+0.0025243i,0.010046+0.0032186i,0.011592-0.00012492i,0.011654-0.0050162i,0.012528-0.0099519i
-0.00213+0.02451i,0.036208+0.060399i,0.07143+0.092296i,0.091314+0.13226i,0.12271+0.18318i,0.1519+0.18256i,0.10452+0.1187i,0.017305+0.065492i,-0.0089446+0.058984i,0.012927+0.057012i,0.020896+0.032366i,0.011281+0.0063446i,0.0020993-0.0089631i,-0.0054669-0.01783i,-0.012176-0.013853i,-0.013369-0.002018i,-0.013924+0.0035362i,-0.015983+0.0064514i,-0.015225+0.010915i,-0.0093336+0.011816i,0.00068599+0.004959i,0.0059412-0.0050737i,0.0020357-0.01225i
-0.033709-0.0020611i,-0.04609-0.031318i,-0.032342-0.043937i,0.011497-0.050896i,-0.0039697-0.072829i,-0.058005-0.058088i,-0.016008-0.010576i,0.076903-0.0033429i,0.087096-0.02265i,0.039585-0.018533i,0.0082902+0.00064645i,-0.0016601+0.012389i,-0.0023254+0.011593i,-0.0024792+0.0074558i,-0.0068388+0.0044052i,-0.015394-0.00056146i,-0.021349-0.0030724i,-0.015727-0.0023121i,-0.0072543-0.0050103i,-0.007302-0.0088875i,-0.013006-0.0074889i,-0.015384-0.0024196i,-0.015681+0.0045409i
0.044024+0.0051238i,0.085483-0.056953i,0.089181-0.14084i,0.040993-0.18181i,0.019187-0.13557i,0.06526-0.072474i,0.089226-0.055201i,0.05778-0.04013i,0.033934-0.025764i,0.025599-0.028776i,0.016934-0.021002i,0.013579-0.0046961i,0.0088303+0.0017469i,0.0077605+0.00030634i,0.016883-0.0073791i,0.026024-0.013947i,0.03117-0.015356i,0.029138-0.01755i,0.021087-0.018068i,0.014499-0.013957i,0.01026-0.0071332i,0.0056742+0.0033905i,0.0010869+0.014956i
0.0010072+0.01357i,-0.048362+0.021585i,-0.1155+0.046034i,-0.18687+0.06461i,-0.25688+0.062967i,-0.32233+0.061622i,-0.33887+0.078727i,-0.27119+0.075766i,-0.17256+0.045211i,-0.1027+0.022007i,-0.056077+0.014451i,-0.018042+0.0098001i,0.0012635+0.0059525i,0.0030562+0.010087i,0.002081+0.019197i,0.0048376+0.022546i,0.0062767+0.01696i,0.001734+0.0057113i,-0.0060867-0.001486i,-0.006105+0.0028863i,0.0011093+0.0095869i,0.0039361+0.0066157i,0.0051053-0.0033245i
0.044063+0.0022762i,0.069542+0.02227i,0.12825+0.044699i,0.22168+0.03323i,0.31951-0.039607i,0.34426-0.12672i,0.23998-0.13837i,0.099613-0.062218i,0.041709+0.013391i,0.039088+0.024528i,0.027742-0.0016929i,0.0089626-0.021741i,-0.0036762-0.028956i,-0.018857-0.030288i,-0.036942-0.022856i,-0.047262-0.0062793i,-0.046543+0.012332i,-0.036781+0.026944i,-0.022892+0.033133i,-0.015121+0.025859i,-0.010621+0.013076i,0.0020166+0.0028431i,0.014744-0.0081071i
-0.025573-0.001584i,-0.06859+0.052484i,-0.070876+0.12625i,-0.042878+0.18206i,-0.043339+0.22419i,-0.019713+0.24096i,0.094818+0.17894i,0.17933+0.081491i,0.14682+0.045277i,0.092676+0.057471i,0.057545+0.051607i,0.020349+0.037031i,0.0040147+0.030307i,0.010521+0.01987i,0.015538+0.0079057i,0.014762-0.0035929i,0.011458-0.012022i,0.0078406-0.0076926i,0.0082994+0.00089426i,0.011453-0.0019231i,0.010353-0.010912i,0.00013504-0.012588i,-0.01703-0.0031827i
-0.010504-0.047058i,-0.014763-0.10827i,-0.08239-0.22399i,-0.19568-0.32702i,-0.25546-0.37004i,-0.24875-0.33468i,-0.20287-0.21519i,-0.12597-0.098886i,-0.055007-0.062512i,-0.029561-0.062485i,-0.027985-0.03988i,-0.016693-0.012466i,-0.0031182+0.00148i,0.0052946+0.012991i,0.017797+0.017905i,0.032596+0.012057i,0.041047+0.0023218i,0.038058-0.013328i,0.024916-0.022164i,0.015151-0.010557i,0.015154+0.0043479i,0.015675+0.0083713i,0.011913+0.008593i
-0.018468+0.008379i,-0.0047021+0.025972i,0.035904+0.090381i,0.088535+0.18715i,0.088293+0.26649i,0.013512+0.30198i,-0.094691+0.26451i,-0.13359+0.16465i,-0.079924+0.072973i,-0.021512+0.028219i,0.0065862+0.016486i,0.017675+0.014639i,0.011562+0.011432i,-0.0050223+0.0079784i,-0.021334+0.0072177i,-0.034289+0.0087797i,-0.038753+0.0058295i,-0.032104-0.0053708i,-0.024935-0.020038i,-0.026377-0.026237i,-0.0309-0.015739i,-0.03016+0.004445i,-0.017062+0.018992i
0.023802+0.011472i,0.049963-0.027451i,0.027522-0.075062i,-0.040808-0.087078i,-0.071955-0.081172i,-0.039525-0.1256i,0.010455-0.1429i,0.03433-0.063899i,0.021003+0.0029366i,-0.0087877-0.0015393i,-0.026747-0.021109i,-0.024096-0.030106i,-0.013415-0.038888i,-0.0096655-0.045729i,-0.012716-0.043106i,-0.014802-0.030465i,-0.014969-0.01164i,-0.013327+0.010944i,-0.003468+0.028485i,0.010637+0.025626i,0.017035+0.0019769i,0.017874-0.024946i,0.014071-0.039535i
0.029347+0.05173i,0.080732+0.074643i,0.19721+0.082905i,0.30692+0.024489i,0.32391-0.030301i,0.30623+0.019398i,0.29436+0.052059i,0.21573+0.013818i,0.11707+0.01583i,0.084324+0.036026i,0.064199+0.026258i,0.030613+0.025173i,0.019708+0.03679i,0.024532+0.04078i,0.031794+0.039241i,0.041289+0.033505i,0.043778+0.024966i,0.029776+0.019812i,0.0097688+0.019573i,0.0041205+0.022029i,0.013119+0.024357i,0.023632+0.025422i,0.019344+0.021733i
-0.0057049+0.0085602i,-0.11093+0.0091524i,-0.26018+0.020592i,-0.36556+0.039595i,-0.38356+0.040046i,-0.37635-0.016645i,-0.36094-0.051031i,-0.26403-0.026368i,-0.13189-0.022147i,-0.076666-0.027454i,-0.065338-0.010962i,-0.050119-0.0053158i,-0.045798-0.011019i,-0.045493-0.0039957i,-0.037288+0.010151i,-0.022885+0.015592i,-0.009815+0.0080982i,-0.0043884-0.0052123i,-0.0046008-0.010815i,-0.0081529-0.0052697i,-0.016207+0.0031516i,-0.027559+0.0092292i,-0.029573+0.014136i
0.018352-0.035265i,0.027459-0.060498i,0.079081-0.085399i,0.14069-0.08788i,0.16692-0.060868i,0.17011+0.011224i,0.14597+0.086264i,0.087889+0.10558i,0.054183+0.093348i,0.066375+0.066198i,0.070644+0.034406i,0.059189+0.019538i,0.051997+0.0064014i,0.037936-0.014242i,0.01056-0.031922i,-0.02655-0.037052i,-0.05036-0.026749i,-0.040397-0.019659i,-0.02255-0.028553i,-0.019941-0.035956i,-0.019285-0.030038i,-0.010384-0.016104i,0.0042419-0.00069373i
0.0065496-0.042002i,-0.03397-0.021602i,-0.096056+0.040542i,-0.10706+0.10198i,-0.064569+0.071598i,-0.071528-0.015306i,-0.068118-0.032589i,0.013937-0.0082544i,0.0362-0.022674i,-0.021094-0.021738i,-0.041871+0.0027196i,-0.029631+0.0068616i,-0.016307+0.0065953i,0.0036724+0.0052895i,0.022249-0.0026549i,0.036056-0.0099434i,0.038241-0.010101i,0.028356+0.007617i,0.026306+0.030857i,0.034385+0.034211i,0.03792+0.018191i,0.032135-0.0050721i,0.013388-0.026058i
0.010596-0.038358i,0.083906-0.10268i,0.14012-0.23866i,0.091217-0.31001i,0.0091387-0.20868i,0.050757-0.10537i,0.097024-0.11693i,0.038768-0.096105i,0.017189-0.023349i,0.04356-0.015249i,0.033015-0.033613i,0.019821-0.024206i,0.016661-0.011025i,0.0042321+0.0078734i,0.0019773+0.035988i,0.019753+0.056442i,0.040697+0.050985i,0.03346+0.019392i,-0.00024954-0.0046314i,-0.020777-0.00037807i,-0.011044+0.015782i,0.010308+0.021971i,0.020147+0.013697i
-0.015474+0.065099i,-0.0096332+0.17865i,-0.029162+0.32556i,-0.078793+0.34216i,-0.18149+0.20755i,-0.30789+0.15801i,-0.32233+0.19704i,-0.21358+0.13257i,-0.11399+0.034991i,-0.057957+0.022732i,-0.027321+0.03166i,-0.029968+0.025905i,-0.045524+0.015327i,-0.059012-0.0044632i,-0.075068-0.019874i,-0.0851-0.024084i,-0.076656-0.018965i,-0.045483-0.0073858i,-0.0050276-0.0062296i,0.011337-0.018506i,-0.0070906-0.025629i,-0.035506-0.012105i,-0.04217+0.016475i
-0.036544+0.0057122i,-0.054426-0.067066i,-0.035793-0.17091i,0.074135-0.19447i,0.23988-0.12111i,0.33698-0.095486i,0.29405-0.093459i,0.17933+0.0074646i,0.10835+0.10974i,0.078974+0.096403i,0.041616+0.04055i,0.014317+0.01036i,0.016564-0.0031306i,0.036355-0.010884i,0.055524-0.021725i,0.049784-0.035931i,0.017583-0.036604i,-0.015051-0.022644i,-0.027484-0.00022201i,-0.011274+0.014028i,0.01546+0.0025526i,0.025917-0.017178i,0.020957-0.02452i
0.028015+0.033021i,0.049208+0.078257i,0.072373+0.17863i,0.024231+0.2258i,-0.13151+0.19031i,-0.21919+0.17214i,-0.11358+0.14305i,0.012025+0.035739i,0.017948-0.054804i,-0.0080093-0.05612i,0.00069662-0.022748i,0.023418+0.0035102i,0.036991+0.018724i,0.025803+0.030503i,0.0089399+0.051149i,0.013034+0.071153i,0.030482+0.073904i,0.038729+0.058265i,0.02497+0.037745i,-8.3174e-05+0.035218i,-0.0060624+0.050665i,0.011369+0.053269i,0.020526+0.029846i
0.0028967-0.041237i,-0.098406-0.1637i,-0.24676-0.3236i,-0.30569-0.41038i,-0.19522-0.40226i,-0.10265-0.38409i,-0.16773-0.30227i,-0.17715-0.13468i,-0.059319-0.034484i,0.0038424-0.026626i,0.0031891-0.019185i,0.0075709-0.016169i,0.0042881-0.028751i,-0.0052336-0.034473i,-0.012627-0.036537i,-0.015918-0.038155i,-0.010108-0.040861i,-0.0043732-0.044597i,-0.0037136-0.049533i,-0.007506-0.055198i,-0.016813-0.051378i,-0.02445-0.033593i,-0.025997-0.010039i
0.091546+0.0072559i,0.20663+0.062063i,0.34743+0.17255i,0.37797+0.30328i,0.27933+0.40193i,0.182+0.42916i,0.14533+0.33281i,0.091851+0.17681i,0.029496+0.089487i,0.012211+0.059159i,-0.00083123+0.033724i,-0.025333+0.024451i,-0.040474+0.021738i,-0.044958+0.013918i,-0.04313+0.0090144i,-0.041879+0.0085797i,-0.037961+0.013722i,-0.028511+0.020176i,-0.012787+0.023661i,0.0096719+0.019209i,0.024072+0.0017631i,0.022241-0.015652i,0.015002-0.014822i
-0.033905+6.6459e-06i,-0.1348+0.029881i,-0.23415+0.020517i,-0.24301-0.053173i,-0.16324-0.14229i,-0.073942-0.16922i,-0.026709-0.093684i,-0.037412+0.010122i,-0.060623+0.064125i,-0.030695+0.066059i,0.0084505+0.021344i,-0.0065983-0.015661i,-0.01903-0.0017708i,0.0078873+0.01379i,0.032342+0.00089671i,0.030117-0.022645i,0.0050453-0.037761i,-0.020229-0.032652i,-0.025276-0.012237i,-0.012934+0.0099919i,0.001494+0.025363i,0.0078051+0.033001i,0.0072791+0.025522i
0.01049-0.024491i,0.090249-0.042734i,0.20167-0.090897i,0.23503-0.13731i,0.13887-0.12655i,0.0011477-0.077332i,-0.053093-0.051582i,0.014431-0.038346i,0.098081-0.042934i,0.067081-0.063855i,-0.0071966-0.031293i,0.0070165+0.01769i,0.04796+0.010858i,0.032757+0.0046601i,0.010949+0.040974i,0.029205+0.085641i,0.063915+0.097819i,0.070138+0.076641i,0.035191+0.050223i,-0.010676+0.033271i,-0.031805+0.020853i,-0.028892+0.0024879i,-0.020164-0.010832i
-0.043772+0.01043i,-0.1198+0.032928i,-0.23293+0.10306i,-0.29169+0.16298i,-0.26644+0.10361i,-0.21542+0.013517i,-0.17534+0.05123i,-0.13509+0.14776i,-0.072808+0.17037i,-0.0095309+0.10946i,0.011358+0.041084i,-0.0042081+0.017697i,-0.010576+0.0067148i,-0.013043-0.034213i,-0.042089-0.087255i,-0.081343-0.11358i,-0.08775-0.10271i,-0.049489-0.080371i,0.0048707-0.072226i,0.040437-0.0706i,0.046877-0.056457i,0.037983-0.030161i,0.021696-0.0047185i
0.045674+0.0014364i,0.11349-0.057402i,0.16474-0.14665i,0.15812-0.20727i,0.11174-0.17448i,0.068085-0.075623i,0.084865-0.0019947i,0.14635+0.0030451i,0.13713-0.019205i,0.048451+0.012507i,-0.010196+0.061708i,-0.021839+0.041333i,-0.035987-0.0029346i,-0.02503+0.0070746i,0.033271+0.044588i,0.085788+0.05535i,0.085469+0.045141i,0.039133+0.042969i,-0.0097945+0.056138i,-0.024133+0.06206i,-0.016247+0.043717i,-0.0089774+0.019343i,-0.00072651+0.0040212i
0.029605+0.039275i,0.038341+0.045036i,0.087737+0.057854i,0.15893+0.075957i,0.18284+0.094841i,0.19137+0.0379i,0.18237-0.13239i,0.091703-0.24337i,0.010494-0.17688i,0.042277-0.074289i,0.094904-0.049354i,0.082894-0.033892i,0.049098+0.0077012i,0.0044136+0.033383i,-0.054195+0.043076i,-0.089244+0.050261i,-0.087414+0.034394i,-0.068097-0.0075314i,-0.051339-0.043934i,-0.037618-0.039664i,-0.01635+0.00091328i,0.0051603+0.039184i,0.014658+0.049286i
-0.0011248+0.013348i,-0.081184+0.039521i,-0.25779+0.082569i,-0.50469+0.136i,-0.66883+0.20672i,-0.65091+0.30701i,-0.49695+0.38657i,-0.27121+0.37301i,-0.034809+0.26438i,0.08901+0.11143i,0.075025+0.015206i,0.042808+0.0076221i,0.041816+0.010001i,0.043085-0.0087797i,0.043178-0.027079i,0.039564-0.029704i,0.034812-0.0046004i,0.030444+0.033786i,0.022641+0.055138i,0.010486+0.043751i,-0.0045493+0.0043436i,-0.023971-0.042869i,-0.048778-0.061191i
0.026469-0.051591i,0.019095-0.10691i,0.11785-0.20712i,0.33404-0.37628i,0.47125-0.57634i,0.34944-0.65801i,0.027173-0.51833i,-0.2679-0.28503i,-0.37028-0.10967i,-0.29037-0.033318i,-0.17198-0.046734i,-0.12098-0.064823i,-0.088783-0.031899i,-0.033449-0.0045906i,0.0095632-0.010107i,0.027173-0.024883i,0.030357-0.035463i,0.033003-0.040027i,0.041384-0.043002i,0.053219-0.038141i,0.067314-0.020708i,0.078341-0.0010914i,0.069578+0.004172i
0.032952-0.027404i,0.044436+0.04167i,0.053313+0.24245i,0.088812+0.56291i,0.16688+0.8049i,0.20724+0.77355i,0.17904+0.60162i,0.17759+0.50338i,0.21853+0.35884i,0.17674+0.12727i,0.057211+0.0086408i,-0.00034101+0.014418i,-0.0021618+0.019888i,-0.026312+0.026297i,-0.061746+0.056243i,-0.084435+0.085636i,-0.090968+0.094232i,-0.083879+0.079655i,-0.069312+0.058213i,-0.05053+0.039705i,-0.043869+0.025764i,-0.049629+0.028622i,-0.037595+0.039896i
-0.00081467-0.02102i,-0.047526-0.087968i,-0.23576-0.26456i,-0.55889-0.47113i,-0.78372-0.52965i,-0.64509-0.3926i,-0.22417-0.23626i,0.098695-0.18482i,0.13403-0.14288i,0.039355-0.033864i,0.0011472+0.046621i,0.015389+0.032906i,0.027989-0.015395i,0.032822-0.052876i,0.03698-0.077329i,0.048139-0.081477i,0.059616-0.074581i,0.059965-0.0702i,0.043334-0.062796i,0.014173-0.048011i,-0.0077954-0.027186i,-0.011106-0.010853i,-0.0041428-0.012598i
0.012277+0.023733i,0.11897+0.023202i,0.33538-0.002366i,0.54064-0.089546i,0.51979-0.18368i,0.25301-0.17596i,-0.035232-0.096285i,-0.14578-0.034047i,-0.096431+0.061147i,-0.017064+0.1615i,0.010314+0.18785i,0.0038554+0.18016i,0.007501+0.14106i,-0.0036864+0.081225i,-0.033548+0.059888i,-0.038955+0.065224i,-0.026991+0.063731i,-0.030119+0.064124i,-0.035914+0.069701i,-0.017992+0.059297i,0.0088885+0.025946i,0.017199-0.0052303i,0.010782-0.0098109i
-0.06892+0.059518i,-0.1944+0.10264i,-0.35241+0.27509i,-0.32097+0.50317i,-0.065819+0.53635i,0.17585+0.31455i,0.31318+0.10911i,0.37805+0.027663i,0.30123-0.050246i,0.17573-0.05082i,0.1725-0.0022119i,0.18721-0.066099i,0.089723-0.13496i,0.0029777-0.094938i,0.0014251-0.054889i,0.0041898-0.066188i,-0.0080642-0.076804i,0.00069117-0.076383i,0.025511-0.068942i,0.037515-0.036392i,0.036333+0.014917i,0.038057+0.045533i,0.031825+0.043048i
0.11984-0.029322i,0.12843-0.1965i,0.062583-0.47995i,-0.21936-0.71724i,-0.59736-0.6284i,-0.68592-0.33811i,-0.50937-0.18873i,-0.30986-0.10077i,-0.046378+0.071719i,0.16656+0.10382i,0.089241+0.026002i,-0.067793+0.074813i,-0.070421+0.1174i,-0.051672+0.073619i,-0.065956+0.077699i,-0.028222+0.12497i,0.0399+0.12661i,0.054222+0.086718i,0.0071348+0.053717i,-0.023384+0.03734i,-0.0063253+0.016669i,0.0069004-0.01105i,-0.014363-0.016017i
0.10646-0.09144i,0.067022-0.1132i,0.064581-0.090249i,0.078345-0.08663i,-0.03613-0.17691i,-0.35296-0.19098i,-0.65415+0.027084i,-0.60392+0.28277i,-0.28109+0.31321i,-0.03151+0.1225i,0.054855-0.058737i,0.060711-0.11098i,0.033375-0.081834i,-0.0073959-0.035591i,-0.052491-0.026311i,-0.1117-0.047934i,-0.16924-0.039573i,-0.17618-0.0053008i,-0.11557-0.0068938i,-0.04901-0.035786i,-0.020667-0.032503i,-0.010897-0.0078075i,-0.020712-0.0042009i
-1.532+5.6372i,-1.751+3.7747i,0.81092+3.5723i,2.8584+2.0703i,3.3-0.025804i,1.7231-1.7356i,-0.32124-1.1666i,-0.64114+0.42885i,0.42773+1.0925i,1.3631+0.65536i,1.2105-0.048526i,0.44827-0.33715i,-0.33464-0.1447i,-0.87632+0.43886i,-0.82473+0.90256i,-0.44744+0.89505i,-0.14608+0.56433i,-0.13487+0.14949i,-0.34592-0.069634i,-0.43487-0.059114i,-0.307-0.020964i,-0.10997-0.016471i,0.024872-0.04959i
-0.058174-0.17774i,0.092533-0.13981i,0.29956-0.30418i,0.25595-0.66127i,-0.10589-0.87426i,-0.41125-0.76254i,-0.46612-0.49817i,-0.40798-0.23692i,-0.25332-0.039983i,-0.052037-0.058431i,-0.03238-0.1546i,-0.089205-0.05834i,-0.025995+0.068793i,0.027897+0.063782i,0.018349+0.040195i,0.017226+0.043347i,0.028428+0.044003i,0.033687+0.044118i,0.045281+0.031179i,0.068842-0.028257i,0.076846-0.11202i,0.065822-0.16081i,0.055721-0.15449i
-0.081551+0.02444i,-0.026044+0.20107i,0.11617+0.43389i,0.28791+0.52723i,0.33522+0.39965i,0.14751+0.23949i,-0.1727+0.081293i,-0.43889-0.076386i,-0.48229-0.068718i,-0.28344-0.0029139i,-0.12686-0.027907i,-0.12361-0.014751i,-0.085457+0.042837i,0.015194+0.0051625i,0.062422-0.096399i,0.035369-0.16503i,-0.015477-0.16147i,-0.029169-0.11678i,-0.0055688-0.089036i,-0.0024598-0.079456i,-0.020087-0.063927i,-0.022924-0.045236i,-0.022269-0.03596i
-0.053607-0.0094366i,-0.059557-0.073758i,-0.17388-0.082113i,-0.28924+0.16246i,-0.15679+0.54833i,0.16121+0.62369i,0.34667+0.294i,0.30617-0.10249i,0.21539-0.3111i,0.1801-0.29352i,0.16917-0.19099i,0.12256-0.11348i,0.042385-0.027601i,-0.004151+0.061093i,-0.0089737+0.12211i,0.01003+0.1648i,0.030407+0.17764i,0.032113+0.14801i,0.018217+0.078284i,-0.022037+0.0044597i,-0.065931-0.030315i,-0.076519-0.034527i,-0.048422-0.030731i
-0.038462+0.11564i,0.035041+0.26682i,0.19021+0.34658i,0.26484+0.20093i,0.11903+0.0060301i,0.0092458-0.02686i,0.079116-0.071045i,0.016428-0.21736i,-0.20398-0.24213i,-0.26641-0.13532i,-0.15744-0.065025i,-0.061693-0.037667i,-0.021899-0.0050021i,0.0083499+0.016307i,0.025404-0.0016829i,0.0087238-0.033223i,-0.01666-0.035924i,-0.01898-0.0066473i,0.0017528+0.029673i,0.019674+0.035172i,0.011979+0.0031954i,-0.011343-0.031579i,-0.025044-0.049161i
-0.0041457+0.0013828i,-0.045817-0.040682i,-0.12346-0.073993i,-0.13629-0.11176i,-0.0211-0.22819i,0.022922-0.31263i,-0.062623-0.23123i,-0.084649-0.1312i,-0.072191-0.14334i,-0.11897-0.1428i,-0.1109-0.069648i,-0.031568-0.046862i,0.0088102-0.073359i,0.015392-0.068188i,0.037684-0.051629i,0.051397-0.069461i,0.027492-0.10897i,0.0028517-0.131i,-0.00034304-0.12019i,-0.00072482-0.087325i,-0.0078428-0.054551i,-0.01653-0.027298i,-0.014076-0.0065455i
