-0.001065+0.00032186i,-0.00062748-0.00095417i,-0.0013565-0.0010484i,-0.0017881-0.0009495i,-0.0020359+0.00043529i,-0.0026944+0.0015933i,-0.0020053+0.0016041i,-0.00023914+0.0013215i,0.00144+0.0001911i,0.0019608-0.00063337i,0.001666-0.00070103i,0.0013909-0.00064687i,0.00032567-0.0010024i,-0.00052095-0.0011736i,-0.00090896-0.00057599i,-0.0012413-0.00040964i,-0.0013045-0.00016022i,-0.0006391+0.00028845i,0.00050296+0.00011919i,0.00054857-0.00087139i,0.000421-0.0010902i,0.00031749-0.00058003i,-0.00022002-0.00015251i
-0.044451+0.0088698i,-0.14617+0.033195i,-0.21266+0.13248i,-0.13259+0.36526i,0.083295+0.67027i,0.27408+0.7312i,0.31534+0.46694i,0.25095+0.18677i,0.17647+0.062097i,0.10056+0.037566i,0.018271+0.044628i,-0.023994+0.055231i,-0.021613+0.053138i,-0.012508+0.031641i,-0.021536+0.014009i,-0.035173+0.021652i,-0.033441+0.037564i,-0.032293+0.037942i,-0.045538+0.020738i,-0.06778-0.0018093i,-0.085821-0.003268i,-0.078382+0.016136i,-0.036983+0.024456i
0.11086-0.082963i,0.26778-0.18664i,0.43995-0.33144i,0.43239-0.45383i,0.24321-0.5132i,0.15081-0.50903i,0.16667-0.48649i,0.054091-0.42372i,-0.10871-0.2425i,-0.10409-0.051952i,-0.016544+0.0017986i,-0.008693+0.0095121i,-0.021644+0.046954i,-0.007231+0.054084i,0.0026089+0.034756i,0.017323+0.021587i,0.034165+0.018138i,0.03865+0.032305i,0.039861+0.050471i,0.036172+0.043103i,0.022118+0.0072459i,0.004424-0.031073i,-0.011796-0.045621i
-0.092535+0.044403i,-0.21568+0.17804i,-0.35059+0.3008i,-0.34761+0.26866i,-0.19904+0.10696i,-0.13124+0.024783i,-0.15835+0.057244i,-0.14592+0.045245i,-0.1283-0.0027993i,-0.092006-0.013689i,-0.018676-0.041368i,0.011099-0.094221i,-0.00084689-0.09527i,0.014739-0.053317i,0.055099-0.030822i,0.067932-0.042511i,0.044143-0.065956i,0.017399-0.080493i,0.0014283-0.0754i,-0.0012758-0.047082i,0.011529-0.012549i,0.030348+0.010108i,0.040538+0.014317i
0.032327-0.024629i,0.15019-0.079085i,0.27393-0.17205i,0.31555-0.17822i,0.31743-0.082885i,0.28251-0.057062i,0.13589-0.055897i,0.010857+0.039711i,0.01989+0.07689i,0.023358+0.01971i,0.0038063+0.01142i,0.031702+0.023848i,0.043535+0.0030672i,0.01601-0.018129i,-0.025871-0.031586i,-0.065065-0.022596i,-0.062378+0.0039222i,-0.020566+0.016982i,0.022619+0.008094i,0.032911-0.0061665i,0.0067935-0.00056012i,-0.023967+0.020041i,-0.032122+0.034813i
-0.10854+0.040422i,-0.17626+0.13188i,-0.15208+0.2803i,-0.011934+0.35558i,0.037914+0.30244i,-2.426e-05+0.24088i,0.073108+0.16281i,0.13312-0.0040286i,0.052546-0.11365i,-0.020574-0.092559i,-0.032133-0.057622i,-0.040754-0.043674i,-0.045573-0.019084i,-0.025302+0.017663i,0.022102+0.044398i,0.065892+0.040659i,0.066528+0.025339i,0.025696+0.024072i,-0.022507+0.037841i,-0.037494+0.046119i,-0.017234+0.026937i,0.0072357-0.011883i,0.016159-0.03951i
0.058757-0.0082375i,0.13712-0.080596i,0.12671-0.19405i,-0.0059812-0.29138i,-0.065263-0.33428i,0.0085632-0.31152i,0.059476-0.26077i,0.04257-0.21359i,0.0022692-0.14367i,-0.020702-0.055546i,-0.00773+0.0012956i,0.012576+0.013087i,0.022805+0.0024326i,0.014747-0.015682i,-0.0098128-0.018361i,-0.024746-0.0067817i,-0.025753-0.0062549i,-0.02098-0.0084027i,-0.014018-0.0022818i,-0.014365+0.0086795i,-0.013407+0.020475i,-0.0034773+0.026321i,0.0075845+0.024674i
-0.050754+0.015607i,-0.15778-0.01081i,-0.25936-0.019773i,-0.23294+0.046208i,-0.1248+0.14849i,-0.10336+0.18264i,-0.1522+0.17943i,-0.12312+0.18066i,-0.034148+0.14654i,0.013092+0.10126i,0.02532+0.072073i,0.026746+0.044576i,0.018717+0.031133i,0.026032+0.026124i,0.039628+0.0046764i,0.03481-0.022409i,0.026621-0.031047i,0.038249-0.033217i,0.059462-0.046587i,0.060985-0.063061i,0.031028-0.064719i,-0.0083347-0.045489i,-0.029467-0.019145i
0.096031+0.060166i,0.2452+0.16677i,0.45605+0.2738i,0.54915+0.26368i,0.46818+0.15024i,0.39096+0.050474i,0.37373-0.021199i,0.27554-0.070118i,0.12484-0.083304i,0.030058-0.087854i,-0.019041-0.084385i,-0.044147-0.063172i,-0.043924-0.036308i,-0.029876-0.019603i,-0.014837-0.020967i,-0.011075-0.018224i,-0.013956+0.0028536i,-0.018642+0.02104i,-0.0252+0.027994i,-0.020545+0.031205i,0.00063346+0.026035i,0.027595+0.0076522i,0.039136-0.015994i
-0.084615-0.062824i,-0.27716-0.12205i,-0.49863-0.18679i,-0.5867-0.1856i,-0.49509-0.11139i,-0.34372-0.050492i,-0.22075-0.050938i,-0.13414-0.094954i,-0.099674-0.11578i,-0.077517-0.075446i,-0.028305-0.028057i,0.020391-0.0078348i,0.035497-0.0011635i,0.017907+0.016496i,-0.0032097+0.056i,-0.00084529+0.07798i,0.0086792+0.057249i,0.0045818+0.032214i,-0.0048923+0.02683i,-0.015589+0.027384i,-0.031224+0.026937i,-0.048329+0.030864i,-0.045301+0.035633i
0.047317-0.0342i,0.13001-0.031563i,0.19374-0.035494i,0.18413-0.027149i,0.15488+0.0066585i,0.12364+0.054899i,0.052864+0.066942i,-0.010808+0.036755i,-0.02086-0.0026791i,-0.022968-0.018014i,-0.032885+0.0013758i,-0.02798+0.018336i,-0.012036+0.010962i,0.01025-0.019523i,0.025356-0.067871i,0.016824-0.10215i,-0.0038999-0.098551i,-0.011139-0.071034i,0.0015301-0.047565i,0.019533-0.040407i,0.029216-0.041412i,0.028435-0.042659i,0.020397-0.036945i
-0.0049952-0.026551i,0.064442-0.031841i,0.17885-0.026616i,0.26768+0.027396i,0.25591+0.072592i,0.17344+0.027488i,0.097286-0.029687i,0.035068-0.019512i,-0.016431+0.026258i,-0.022073+0.05339i,0.00030003+0.037004i,-0.0014865+0.010775i,-0.025728+0.01187i,-0.040451+0.028357i,-0.046575+0.04272i,-0.044946+0.052943i,-0.024907+0.050037i,-0.00082326+0.02354i,0.0034467-0.0082047i,-0.0096615-0.014558i,-0.015137+0.00092974i,-0.002245+0.013424i,0.011034+0.0094446i
-0.053493+0.072077i,-0.094452+0.18092i,-0.16481+0.26986i,-0.20519+0.21628i,-0.1693+0.075861i,-0.066891+0.015221i,0.037693+0.00051568i,0.065747-0.027068i,0.045298-0.030568i,0.034601-0.027681i,0.031739-0.041362i,0.029438-0.051519i,0.033367-0.045822i,0.045848-0.022396i,0.069163+0.0034775i,0.082784+0.012604i,0.067654+0.018072i,0.040252+0.033782i,0.020726+0.047391i,0.00752+0.045302i,-0.0084563+0.035235i,-0.024661+0.031711i,-0.028447+0.033367i
-0.031368-0.028749i,-0.033594-0.12946i,-0.038386-0.26383i,-0.050296-0.30457i,-0.055794-0.22297i,-0.071285-0.12995i,-0.099347-0.067494i,-0.07134-0.045305i,-0.024906-0.067659i,-0.036787-0.061945i,-0.051422-0.0041708i,-0.031372+0.030655i,-0.02358+0.01739i,-0.039224-0.0074127i,-0.057346-0.02627i,-0.058447-0.033396i,-0.035605-0.032119i,-0.005834-0.025936i,0.016769-0.017272i,0.032782-0.016861i,0.041267-0.029784i,0.038364-0.048984i,0.023717-0.057573i
0.00054133+0.0094784i,-0.00058411+0.021089i,0.029745+0.11729i,0.13524+0.22715i,0.22799+0.22039i,0.21356+0.13654i,0.15569+0.087554i,0.10509+0.059534i,0.048462+0.022332i,0.018629-0.0026359i,0.01688-0.021016i,0.01298-0.015863i,0.020623+0.016657i,0.036766+0.031908i,0.037985+0.02523i,0.019915+0.01284i,-0.00875-0.0072309i,-0.031978-0.032799i,-0.046333-0.049485i,-0.060096-0.040046i,-0.067716-0.0039601i,-0.055494+0.033408i,-0.026375+0.043503i
0.057227+0.040417i,0.12027+0.057756i,0.16507+0.033911i,0.093303-0.03448i,-0.014151-0.058455i,-0.0019805-0.046486i,0.050402-0.086839i,0.0078661-0.1002i,-0.044679-0.024813i,-0.026513+0.023369i,-0.0045309+0.0085544i,-0.0087382-0.013311i,-0.011575-0.026224i,-0.0056995-0.033316i,0.0024178-0.034618i,0.0051084-0.024735i,0.00096241+0.0042097i,-0.0036107+0.040896i,-0.0024239+0.062323i,0.0071086+0.056164i,0.019893+0.023792i,0.024629-0.010461i,0.020567-0.020167i
-0.035823-0.033382i,-0.15431-0.092053i,-0.33104-0.17324i,-0.45002-0.19118i,-0.42407-0.12451i,-0.34124-0.047136i,-0.2794+0.017678i,-0.17485+0.038954i,-0.0588+0.00055554i,-0.016473-0.012556i,0.00040013+0.0066886i,0.011501-0.0023162i,-0.0087666-0.011434i,-0.024246+0.012935i,-0.011229+0.039284i,0.012815+0.037821i,0.034563+0.012998i,0.046852-0.0097722i,0.050947-0.017457i,0.048263-0.016998i,0.034961-0.012656i,0.012646-0.0056697i,-0.0073197+0.00083447i
0.00044353+0.033761i,0.076098+0.18176i,0.30424+0.36589i,0.56815+0.39612i,0.60302+0.24147i,0.41749+0.12314i,0.27878+0.09104i,0.19653+0.021257i,0.075442-0.037987i,-0.0080208-0.032357i,-0.030287-0.007019i,-0.02489+0.025482i,0.0053727+0.040828i,0.02826+0.012811i,0.019548-0.028701i,-0.0047467-0.047777i,-0.023713-0.044694i,-0.030636-0.039371i,-0.03368-0.036969i,-0.036081-0.02856i,-0.032282-0.012761i,-0.019053+0.0032764i,-0.0030582+0.0076558i
0.004189-0.093796i,-0.007097-0.24469i,-0.102-0.42284i,-0.22834-0.42182i,-0.19944-0.25716i,-0.035489-0.18962i,0.030925-0.22046i,0.0055618-0.15093i,0.02064-0.04569i,0.038481-0.02201i,0.031114-0.021461i,0.030012-0.015045i,0.021291-0.017368i,-0.0032499-0.0069799i,-0.019398+0.021301i,-0.01552+0.047389i,-0.0043201+0.059825i,0.0034015+0.060792i,0.0090773+0.052671i,0.012644+0.033641i,0.010207+0.0038034i,0.0025325-0.025615i,-0.005585-0.034358i
-0.033686+0.069736i,-0.074102+0.19649i,-0.15492+0.34889i,-0.21973+0.41752i,-0.22427+0.37687i,-0.19453+0.33629i,-0.13847+0.29784i,-0.075122+0.17533i,-0.04603+0.038559i,-0.037304-0.012415i,-0.024599-0.022098i,-0.029244-0.038607i,-0.042066-0.032934i,-0.024506-0.0084909i,0.014304-0.00079492i,0.037358-0.014942i,0.037689-0.027933i,0.034944-0.024642i,0.030503-0.015179i,0.014704-0.0039711i,-0.0019474+0.018241i,-0.0039134+0.044048i,0.007655+0.049668i
0.044931-0.0010457i,0.21102-0.059151i,0.46507-0.19594i,0.59849-0.34553i,0.48453-0.36153i,0.3106-0.25529i,0.2103-0.16021i,0.11131-0.094527i,0.017044-0.026682i,-0.010152+0.018819i,0.0015184+0.033792i,0.019219+0.039912i,0.034397+0.029891i,0.025138+0.0022773i,-0.010435-0.017961i,-0.044081-0.015346i,-0.055016-0.010399i,-0.050425-0.018943i,-0.039084-0.027659i,-0.024996-0.029957i,-0.015858-0.033093i,-0.01186-0.040262i,-0.010163-0.043236i
-0.097408+0.022861i,-0.30142+0.05109i,-0.54779+0.14631i,-0.58279+0.22974i,-0.38148+0.16262i,-0.2244+0.0041147i,-0.17298-0.071878i,-0.094668-0.063077i,-0.019692-0.051456i,-0.0048719-0.044865i,-0.0046479-0.035804i,0.0017193-0.03149i,0.00334-0.020545i,0.011628+0.00073183i,0.035034+0.017489i,0.05769+0.019847i,0.057616+0.01901i,0.036269+0.023688i,0.016139+0.02744i,0.010611+0.025112i,0.014973+0.017322i,0.01272+0.011053i,-0.0014025+0.015493i
0.089846-0.0239i,0.18528-0.062999i,0.25766-0.072321i,0.21061-0.0013837i,0.11872+0.10915i,0.10014+0.16767i,0.09687+0.14266i,0.049604+0.071343i,0.0020508+0.01688i,-0.016202+0.0078974i,-0.020572+0.013112i,-0.030447+0.010604i,-0.035959+0.012004i,-0.024805+0.0079252i,-0.016744-0.014477i,-0.021591-0.036363i,-0.018338-0.041714i,0.0024416-0.032902i,0.018706-0.019276i,0.014429-0.0039713i,0.0018434+0.013489i,0.004208+0.024074i,0.021799+0.018323i
0.016415-0.0056874i,0.039958-0.0421i,0.098588-0.16939i,0.13092-0.31865i,0.088158-0.32285i,0.052718-0.21189i,0.054723-0.12736i,0.027413-0.072542i,-0.0012065-0.025864i,0.0023976-0.011664i,0.010783-0.0093317i,0.018469+0.0012278i,0.020838+0.0032523i,0.0048295+0.003476i,-0.010958+0.023355i,-0.010736+0.049063i,-0.0086947+0.05167i,-0.017862+0.028862i,-0.026874+0.002225i,-0.022631-0.015679i,-0.015509-0.029539i,-0.018636-0.039338i,-0.028692-0.040574i
-0.020366+0.030319i,-0.058609+0.17013i,-0.098624+0.35809i,-0.095404+0.43052i,-0.053856+0.30544i,-0.052805+0.14163i,-0.060142+0.060742i,-0.017014+0.018737i,0.0081959-0.0087109i,-0.0029843-0.015693i,-0.0083138-0.019911i,-0.003345-0.026571i,0.0072461-0.028668i,0.021806-0.02702i,0.035151-0.034679i,0.038833-0.050841i,0.030399-0.051972i,0.018564-0.027901i,0.013771-0.00056208i,0.014008+0.0087209i,0.012712+0.007797i,0.010314+0.014283i,0.0097174+0.027805i
-0.051396-0.060247i,-0.10055-0.11912i,-0.13212-0.14709i,-0.08663-0.0669i,0.0055431+0.048294i,0.068574+0.080533i,0.070373+0.052347i,0.036485+0.0090277i,0.009317-0.024076i,0.0023016-0.019765i,0.0016299-0.00087457i,-0.0072023+0.0086731i,-0.018214+0.010565i,-0.024261+0.0086646i,-0.036407+0.0095856i,-0.050608+0.016069i,-0.049587+0.019756i,-0.028985+0.016473i,-0.0065575+0.01201i,-0.001021+0.01346i,-0.0053407+0.017516i,-0.0043791+0.011767i,0.0034197-0.0046378i
0.025357-0.02799i,0.095822-0.10616i,0.10786-0.24424i,0.0084316-0.33243i,-0.090072-0.2759i,-0.08705-0.16167i,-0.048951-0.091932i,-0.039817-0.034778i,-0.034822+0.012049i,-0.024409+0.024831i,-0.011852+0.022777i,0.0056012+0.015448i,0.013838+0.012228i,0.017714+0.017931i,0.028121+0.023529i,0.043208+0.028413i,0.051031+0.026987i,0.038368+0.015245i,0.015327+0.0022314i,0.00049013-0.00592i,-0.0022311-0.0094984i,-0.0021481-0.010937i,-0.0065745-0.0087225i
-0.0041249+0.078519i,0.043387+0.20962i,0.14168+0.36433i,0.2307+0.38191i,0.21158+0.23594i,0.11494+0.10387i,0.055131+0.053601i,0.047478+0.014796i,0.034839-0.017909i,0.0096526-0.023783i,-0.004586-0.017951i,-0.0083182-0.014611i,-0.0082706-0.018285i,-0.0064267-0.025795i,-0.0047742-0.036766i,-0.0093828-0.0497i,-0.017088-0.052194i,-0.015624-0.039642i,-0.0077491-0.024037i,-0.004285-0.014559i,-0.0070236-0.0081011i,-0.0063605+0.00015291i,0.00086932+0.0067409i
-0.036042+0.0054113i,-0.099956-0.03446i,-0.16715-0.073286i,-0.14412-0.079111i,-0.031678-0.056227i,0.050816-0.048821i,0.052707-0.059841i,0.011996-0.06652i,-0.023915-0.055673i,-0.025835-0.035451i,-0.0078592-0.02122i,-6.2454e-05-0.011315i,-0.0050923+0.0021364i,-0.0079172+0.016283i,-0.0069964+0.026991i,-0.0091948+0.034301i,-0.010738+0.038178i,-0.0022154+0.033981i,0.011815+0.02359i,0.021487+0.013063i,0.021079+0.004654i,0.0097573-0.00083226i,-0.00028523-0.0029094i
0.0060448-0.027884i,-0.037586-0.085177i,-0.1052-0.12236i,-0.15403-0.074433i,-0.13935+0.017488i,-0.089323+0.06045i,-0.054659+0.058684i,-0.03081+0.054496i,-0.0021091+0.043829i,0.019339+0.02589i,0.020532+0.0093671i,0.011782+0.00021464i,0.009286-0.00098174i,0.012035-0.0014184i,0.017542-0.0027633i,0.028604-0.0058786i,0.033982-0.012389i,0.023104-0.016078i,0.0065887-0.012188i,-0.0029863-0.0063327i,-0.0040276-0.0031544i,0.00023931-0.003138i,0.0032016-0.004252i
0.084153-0.0064999i,0.20872+0.0028063i,0.35005-0.02073i,0.34384-0.084095i,0.18488-0.10974i,0.072589-0.061488i,0.068876-0.025315i,0.072178-0.031029i,0.042769-0.029507i,0.01205-0.011988i,0.0022967+0.0016635i,0.0055872+0.0040375i,0.0068634-0.00056156i,0.0041113-0.0065171i,-0.0046179-0.014018i,-0.020211-0.018908i,-0.031186-0.017764i,-0.03336-0.012806i,-0.032943-0.0062745i,-0.031001+0.0017808i,-0.025969+0.0082362i,-0.017899+0.007497i,-0.011184+0.0022481i
-0.049124+0.024477i,-0.15243+0.11221i,-0.2512+0.2161i,-0.23534+0.2441i,-0.12616+0.1625i,-0.073374+0.049674i,-0.086339-0.0040053i,-0.078572-0.012176i,-0.053324-0.015814i,-0.037544-0.013239i,-0.026898-0.0095213i,-0.018529-0.0080206i,-0.011586-0.0035084i,-0.0032556+0.00097526i,0.0023629+0.0050542i,0.0033407+0.012412i,0.0058348+0.018745i,0.013719+0.019453i,0.02206+0.014262i,0.021799+0.0018668i,0.013988-0.010676i,0.0067722-0.012304i,0.0043348-0.006198i
-0.016263-0.043692i,-0.016708-0.090505i,-0.014796-0.14564i,-0.0033553-0.14494i,0.026024-0.086682i,0.053215-0.025693i,0.052233+0.012401i,0.026348+0.031082i,0.0027148+0.026815i,-0.0098231+0.007468i,-0.016615+0.0025486i,-0.013328+0.0090055i,-0.0067448+0.009964i,-0.0047318+0.010279i,0.0003482+0.0095185i,0.01065+0.0045596i,0.018814-0.00095106i,0.022351-0.0079304i,0.021639-0.014016i,0.016289-0.010567i,0.009415+0.0014902i,0.0063495+0.011225i,0.0068404+0.012051i
-0.002794-0.026092i,0.028975-0.060554i,0.05382-0.096359i,0.044971-0.072468i,0.027615-0.012513i,0.044784+0.0040293i,0.070462-0.031987i,0.069737-0.063452i,0.051275-0.060209i,0.033947-0.043085i,0.025595-0.031671i,0.019329-0.025007i,0.010119-0.017983i,0.0048833-0.011112i,0.0043415-0.005463i,0.0033127-0.0045698i,-0.0050579-0.0050861i,-0.019742+0.00013144i,-0.028026+0.008965i,-0.021574+0.012069i,-0.0086141+0.0044071i,-0.0038778-0.0069796i,-0.0058365-0.012104i
0.015357+0.050911i,0.075371+0.12958i,0.14119+0.20254i,0.15718+0.18031i,0.099956+0.10045i,0.028691+0.072504i,-0.0011815+0.061024i,-0.018169+0.014666i,-0.036204-0.01811i,-0.033298-0.010755i,-0.016899+0.0014855i,-0.0076268-0.00025438i,-0.0060083-0.0040783i,-0.0061593-0.0073106i,-0.0088537-0.012615i,-0.015719-0.012274i,-0.019045-0.003921i,-0.010693+0.0065897i,0.0033129+0.010901i,0.0071896+0.0061572i,-0.0025523+0.0024712i,-0.01121+0.0062535i,-0.011531+0.011158i
-0.052089+0.0093385i,-0.14748-0.015056i,-0.26023-0.031481i,-0.27411-0.011955i,-0.17456+0.015135i,-0.08514+0.0082918i,-0.05401+0.019047i,-0.02887+0.05633i,-0.0029423+0.068084i,0.0058503+0.055542i,0.0071362+0.040964i,0.006063+0.029919i,0.0042211+0.02488i,0.0068515+0.022481i,0.011806+0.022063i,0.021866+0.020736i,0.032043+0.0084651i,0.029695-0.01149i,0.016585-0.02341i,0.0060686-0.018723i,0.0096177-0.0055268i,0.02031-0.00020153i,0.024859-0.003232i
0.034872-0.01191i,0.078809-0.055867i,0.13759-0.10914i,0.15316-0.14523i,0.10691-0.15085i,0.055187-0.14002i,0.03376-0.13102i,0.025091-0.11085i,0.010946-0.078232i,-0.0065646-0.049605i,-0.01325-0.028263i,-0.0025312-0.016391i,0.0088987-0.01425i,0.015344-0.012724i,0.020372-0.018817i,0.015779-0.03232i,0.001696-0.031821i,-0.0096249-0.016855i,-0.012946-0.0041993i,-0.011743-0.0034848i,-0.012086-0.011926i,-0.017598-0.018006i,-0.021439-0.01792i
0.021295-0.00066821i,0.029867+0.0089392i,0.032878+0.035915i,0.024656+0.067033i,0.033896+0.077741i,0.056156+0.05555i,0.033831+0.015628i,-0.020997-0.013351i,-0.047042-0.016211i,-0.033812-0.011467i,-0.017199-0.015413i,-0.017738-0.017475i,-0.023654-0.010545i,-0.029038-0.0040977i,-0.039991+0.0051256i,-0.04661+0.024227i,-0.036495+0.039654i,-0.014698+0.040533i,0.0048181+0.030512i,0.012275+0.020595i,0.0096903+0.01961i,0.0083415+0.024229i,0.009007+0.024827i
0.0022138+0.016584i,-0.0082902+0.082739i,0.0064189+0.14555i,0.042243+0.13157i,0.051969+0.07657i,0.028853+0.080473i,0.037139+0.11925i,0.069863+0.10959i,0.071413+0.059881i,0.048832+0.019118i,0.029209+0.0065353i,0.019747+0.01204i,0.018159+0.014242i,0.019614+0.013139i,0.028599+0.013157i,0.040696+0.0040642i,0.040637-0.012573i,0.027954-0.02168i,0.01557-0.019461i,0.011337-0.015632i,0.0096886-0.016679i,0.0049153-0.02045i,0.0032643-0.018815i
-0.030142-0.044744i,-0.076554-0.10222i,-0.14804-0.16869i,-0.20498-0.14392i,-0.19426-0.040808i,-0.12952+0.0033224i,-0.065076-0.031013i,-0.022667-0.06193i,-0.0018125-0.055523i,0.00098432-0.027553i,0.005186-0.0099661i,0.0087319-0.016078i,0.0031271-0.024449i,-0.00058215-0.028926i,-0.0057394-0.035346i,-0.018167-0.034984i,-0.02877-0.027414i,-0.032428-0.01637i,-0.034297-0.0053825i,-0.03361+0.000606i,-0.029439+0.0030978i,-0.024345+0.0061348i,-0.0169+0.0069518i
0.016825-0.0019072i,0.085955+0.027834i,0.18356+0.053896i,0.23373+0.030034i,0.18163-0.046113i,0.073845-0.088904i,-0.016154-0.068486i,-0.066669-0.030153i,-0.074421-0.0033452i,-0.052873+0.0053665i,-0.037136+0.0043103i,-0.030266+0.0075646i,-0.020285+0.014539i,-0.01173+0.024036i,-0.0037984+0.035589i,0.0057535+0.04113i,0.012242+0.038875i,0.017856+0.031605i,0.022705+0.020958i,0.022416+0.012056i,0.021027+0.0072625i,0.020192+0.0025794i,0.014002-0.00073604i
-0.022796+0.0054867i,-0.038376-0.00275i,-0.091257-0.022398i,-0.13669-0.021719i,-0.092954+0.013473i,0.018346+0.039814i,0.094786+0.036309i,0.10293+0.030103i,0.071573+0.018748i,0.032656+0.0055578i,0.015484+0.0082805i,0.018844+0.011324i,0.019154+0.0075418i,0.016365+0.003584i,0.016575-0.0050848i,0.0162-0.014252i,0.01738-0.018327i,0.018291-0.022466i,0.01415-0.027132i,0.0055616-0.026077i,-0.0045122-0.018493i,-0.0097085-0.010444i,-0.0066267-0.0054824i
-0.014631+0.031837i,-0.026919+0.067881i,-0.0058353+0.12279i,0.067155+0.14328i,0.11435+0.10089i,0.085851+0.040563i,0.039659-0.013688i,0.013925-0.067017i,-0.0063597-0.080053i,-0.011586-0.053763i,-0.0048504-0.036178i,-0.0066894-0.030785i,-0.010908-0.02239i,-0.010382-0.014903i,-0.010397-0.0089895i,-0.01104-0.0054245i,-0.013333-0.0044095i,-0.017431+0.0024993i,-0.017115+0.014357i,-0.010145+0.020982i,-0.0045832+0.018633i,-0.0031255+0.01296i,-0.0019318+0.0053267i
0.012192-0.020034i,0.012812-0.096551i,-0.012787-0.19383i,-0.07712-0.21275i,-0.12811-0.1195i,-0.12556-0.014968i,-0.10766+0.040307i,-0.093632+0.066316i,-0.061187+0.062364i,-0.030021+0.035596i,-0.017734+0.019122i,-0.012229+0.016272i,-0.0061695+0.013056i,0.002522+0.0052031i,0.0069167-0.0043761i,0.0027554-0.0061038i,-0.0010585+0.0038411i,0.0027413+0.013644i,0.0087945+0.012917i,0.010814+0.0041406i,0.0088359-0.0042426i,0.0067996-0.0056941i,0.0046589-0.0014623i
0.021234+0.029644i,0.032988+0.10108i,0.066086+0.20851i,0.11561+0.24153i,0.13456+0.14588i,0.11253+0.031468i,0.10355-0.0082418i,0.11161-0.0078883i,0.090536-0.011204i,0.052403-0.0068589i,0.034582-0.00018556i,0.030567-0.001668i,0.023965-0.0020709i,0.012824+0.0014843i,0.0035682+0.006475i,0.0032144+0.0069027i,0.0071433-0.0020968i,0.0069461-0.014231i,-0.00017646-0.02005i,-0.0081798-0.015396i,-0.0092211-0.0074343i,-0.0059831-0.0041815i,-0.0012639-0.0037273i
0.0063434-0.023942i,-0.0052104-0.067938i,-0.028294-0.15044i,-0.067311-0.20551i,-0.086585-0.16656i,-0.071902-0.092305i,-0.06524-0.075139i,-0.074767-0.079665i,-0.06662-0.050863i,-0.041738-0.021723i,-0.028346-0.012815i,-0.024788-0.008751i,-0.019986-0.0057999i,-0.011282-0.0036556i,0.00066527-0.0057491i,0.0057554-0.012017i,0.00024029-0.014761i,-0.0085036-0.011769i,-0.010775-0.0064392i,-0.0064086-0.0021802i,-0.0037283+2.2893e-05i,-0.0063439+0.0017666i,-0.0095931+0.0039096i
-0.013857-0.0018621i,-0.037612+0.046015i,-0.045631+0.12075i,-0.0070106+0.17666i,0.045462+0.16137i,0.052707+0.10725i,0.02583+0.09512i,0.0076507+0.096384i,-0.003723+0.063739i,-0.011653+0.031941i,-0.0067501+0.021519i,0.0017211+0.016899i,0.0028506+0.01028i,-0.0047666+0.002767i,-0.015286+0.001968i,-0.018127+0.0094578i,-0.010092+0.016533i,0.0029087+0.02169i,0.012137+0.021992i,0.01188+0.013742i,0.0069383+0.0047825i,0.0072849+0.0012959i,0.009265-0.00057488i
0.010286-0.034967i,0.056556-0.08243i,0.10166-0.16799i,0.081031-0.22771i,0.013539-0.19702i,0.00025449-0.11001i,0.053147-0.075081i,0.077596-0.091269i,0.053393-0.083693i,0.02906-0.056233i,0.018879-0.039304i,0.012425-0.030535i,0.0065878-0.018274i,0.0076028-0.00082058i,0.015839+0.011028i,0.022019+0.012729i,0.020212+0.008858i,0.016442+0.0019822i,0.012776-0.003763i,0.0086172-0.0033486i,0.0079465-0.0011374i,0.0063866-0.0053938i,0.0022119-0.010372i
-0.032283+0.022821i,-0.06499+0.089067i,-0.11967+0.19516i,-0.11733+0.27794i,-0.033523+0.25922i,0.017288+0.14739i,-0.020921+0.051157i,-0.055757+0.017857i,-0.040543+0.0023634i,-0.022298-0.0055844i,-0.018528+0.0019657i,-0.013926+0.0097628i,-0.0049543+0.0093142i,0.0027009-0.00062691i,0.0044443-0.015253i,0.0014419-0.02552i,-0.0053369-0.025886i,-0.016354-0.019188i,-0.023462-0.0096673i,-0.018897-0.0018941i,-0.014076+0.0014524i,-0.014533+0.0087282i,-0.008568+0.015154i
0.00054874-0.0079237i,0.040285-0.062273i,0.10062-0.14802i,0.12227-0.21714i,0.06061-0.20075i,-0.0029718-0.093076i,0.0068648+0.012987i,0.034993+0.056459i,0.027513+0.057467i,0.012875+0.043213i,0.011223+0.023758i,0.0099686+0.0074232i,0.0028345-0.0034741i,-0.0057529-0.0051042i,-0.0098753+0.0021886i,-0.012253+0.0096965i,-0.011131+0.013979i,-0.0018584+0.015536i,0.0078725+0.0099856i,0.0079374-0.00027557i,0.0031166-0.0028269i,0.0050267-0.0014281i,0.0072901-0.0036124i
