0.00056937+0.00019808i,0.00092087-0.0011242i,0.0010762-0.0028588i,0.00081499-0.0026155i,-0.00060026-0.0011851i,-0.0017072-2.903e-05i,-0.0017154+0.0011274i,-0.0013101+0.0012215i,-0.00042806-4.3948e-05i,0.00032224-0.00097882i,-0.00027117-0.0013728i,-0.0014299-0.0012749i,-0.0018792-0.0010827i,-0.0015149-0.00065244i,-0.00094075+0.0004181i,-0.00036214+0.0007692i,-0.00031778+6.7751e-05i,-0.00060471-0.00062717i,-0.00069702-0.00067931i,-0.0001063-0.00048643i,0.00053843+0.00025895i,-0.00036503+0.00054538i,-0.00072248+0.00017412i
0.0023362-0.00023699i,0.0016626-0.00097746i,0.0011778-0.0012209i,0.00013154-0.0017922i,-0.0009292-0.0010728i,-0.00086291-0.00050911i,5.485e-05-0.0017321i,0.0011829-0.003026i,0.0018374-0.0031988i,0.0019265-0.0026651i,0.0020778-0.0017339i,0.0016564-0.00071243i,0.00035104-1.7811e-05i,-0.00018774+0.00072846i,-0.00019573+0.00035394i,-0.00052395-0.00076467i,-0.0010933-0.00078419i,-0.00018377+5.8306e-05i,0.0010811+0.00041451i,0.00092696+0.00041096i,4.5107e-05+0.00036394i,0.00038354+0.00026602i,0.00069469-0.00035163i
-0.0010661+0.0034272i,-0.0010987+0.0020579i,-0.00040526+0.00063168i,0.0001142+0.00041246i,0.00041547+0.0011106i,0.00052689+0.0013662i,-0.00078053-4.5519e-05i,-0.0015315-0.003035i,-0.0010939-0.0044596i,-0.00079795-0.0035964i,-0.00045233-0.0018187i,0.00059468-0.0006653i,0.00069207-0.00080654i,0.00036701-0.0010109i,0.00010335-0.00040674i,-0.00085523-8.4844e-05i,-0.00025226-0.00098179i,0.0011926-0.00067564i,0.00087566+0.00039222i,0.00062747+0.00053519i,0.0013348+0.00014393i,0.0013977-0.00047115i,0.00068658-0.00037153i
0.0011419-0.0011802i,0.0016345-0.0022228i,0.0020854-0.0017654i,0.0015256-0.0015868i,0.00053609-0.0012487i,-0.00051857+0.00063725i,-0.00099276+0.0012786i,-0.0024033+0.00047555i,-0.0036071-0.00033488i,-0.0027915-0.00056975i,-0.0016944-0.00022196i,-0.001273-0.0003241i,-0.0012008-0.00099975i,-0.00094216-0.0010538i,-0.00094101-0.00027732i,-0.00096427+0.00035813i,-0.00089351+0.0003336i,-0.0001355-4.9781e-05i,0.00012179-0.00011766i,8.932e-05-0.00021009i,0.00023059-0.00054269i,-0.0011315-0.00047321i,-0.0019505+0.00014576i
-0.0001788-0.00098494i,0.0010868-0.0014154i,0.001024-0.0025242i,0.00056231-0.0029989i,-0.00054204-0.0017233i,-0.00034125+0.00049726i,0.00091755+0.0020464i,0.00089528+0.0020748i,-0.00026915+0.0014825i,-0.0013762+0.001627i,-0.0011364+0.001373i,-0.0009079-0.00015374i,-0.0008665-0.001291i,-0.00041815-0.00063737i,-0.00076885-0.00026259i,-0.0013093-0.0003369i,-0.00091242+3.2434e-05i,0.00017692+0.00081912i,0.0010475+0.00087306i,0.0011299-3.1816e-05i,0.00067325-0.0006812i,0.00026227-0.00089782i,0.00011461-0.00020703i
-0.0012687-0.0014432i,-0.0018892-0.0018872i,-0.0035496-0.003775i,-0.0035455-0.0035047i,-0.0020348-0.00086067i,-8.4923e-06+0.00080816i,0.0023443+0.0011987i,0.0028545+0.0017617i,0.0022588+0.0020452i,0.0017042+0.0014833i,0.0011389+0.00051866i,0.00048816-1.1129e-05i,-0.00064273-0.00033056i,-0.0016253-0.00050619i,-0.0016246-0.00053579i,-0.00063238+0.00021993i,-8.0962e-05+0.0008317i,0.00014842+0.00022157i,0.00033228-0.00057522i,-0.00036003-0.0003488i,-0.00034342-2.7034e-05i,0.00049413+0.00024173i,0.00049031+0.00036422i
0.003062-0.0024179i,0.0035101-0.002562i,0.0032819-0.0032593i,0.001941-0.0034473i,0.00011756-0.0022042i,-0.00075293-0.0012344i,0.00056184-0.0025597i,0.0030737-0.0040352i,0.0044038-0.0038029i,0.0035381-0.002396i,0.0015963-0.0018388i,-0.00050763-0.0013941i,-0.0018343-0.0011593i,-0.0022507-0.0012911i,-0.0018682-0.0016882i,-0.00068534-0.0017324i,5.369e-05-0.00072782i,0.0008367+0.0001128i,0.00040354+0.00029548i,-0.0011962+0.00062749i,-0.0011134+0.00055929i,-0.00014741+0.00016231i,0.00043694+3.618e-05i
0.00018121-0.0025731i,0.00041068-0.0019348i,-0.00026343-0.0024383i,-0.0011262-0.0024482i,-0.0021022-0.0004893i,-0.0023334+0.0016699i,-0.0018983+9.1183e-05i,-0.00060812-0.0036171i,0.00097062-0.0050113i,0.0022015-0.0037832i,0.0015864-0.002287i,-3.2698e-05-0.0016742i,-0.0019289-0.00081018i,-0.0031382+0.00012561i,-0.0022132+0.00031221i,-0.00066773-0.00016272i,1.468e-05-0.00010973i,0.00037497+0.00051223i,0.00039454+0.00095048i,0.00049135+0.00031162i,0.00070063-0.00015913i,0.00046222-6.9417e-06i,0.00020666-0.00043781i
-0.0012784+0.0019796i,-0.000331+0.0026798i,0.0002253+0.002399i,-0.00051088+0.0015452i,-0.00075195+0.0019114i,-0.00164+0.0020178i,-0.002617+0.00067522i,-0.0034818-0.0017266i,-0.0033049-0.0034408i,-0.0023868-0.0029267i,-0.0012966-0.001682i,-0.00026529-0.00065562i,0.0004651+0.0010239i,0.00089176+0.0017204i,0.00037363+0.00044295i,-0.00049995-0.00089383i,-0.00048416-0.0010731i,0.00011414-0.00099073i,0.00057527-0.00014468i,0.00045733+0.00050996i,0.0001256-0.00046862i,-6.9641e-05-0.0020266i,-0.0003652-0.0024588i
0.0015865+0.00079255i,0.0021289+0.0007859i,0.0031158-0.0010086i,0.0018823-0.0035578i,-4.9817e-06-0.0021346i,-0.00028436+0.0011303i,-0.00056785+0.0027153i,-0.0026297+0.0023921i,-0.0044406+0.0014183i,-0.0040604+1.7918e-05i,-0.0018258-0.0013557i,-0.00025537-0.0013241i,-0.00024284-0.00078112i,-0.00031103+0.00028356i,5.6041e-05+0.00048653i,0.00017461+0.00041784i,-0.00053472+0.00018989i,-0.00017177+0.00015127i,0.0010542+0.00034157i,0.00090653+4.82e-06i,-0.0003194-0.0006165i,-0.0013467-0.000732i,-0.0012412-0.00058143i
-0.00024087+9.1129e-05i,-0.00017604+0.00066529i,0.00026018-0.00017223i,-0.00050289+0.00014628i,-0.00077165+0.00097728i,0.00087676+0.001964i,0.0024938+0.0035016i,0.0017309+0.004293i,-0.00055646+0.0042267i,-0.0020817+0.0030517i,-0.0017648+0.00067952i,-0.0006184-0.0010377i,0.00035886-0.001142i,0.0016836-0.00049621i,0.0022794+3.6711e-05i,0.0012144-4.9186e-05i,-0.00090459-0.00029222i,-0.0017915-0.00016138i,-0.0007468-0.00046058i,0.00024482-0.00062979i,0.00048451-0.00037062i,0.00070666+4.621e-06i,0.00067916-0.00010424i
0.00033578-0.003811i,0.00010685-0.0034883i,0.00012334-0.0043772i,-0.0014339-0.0044683i,-0.0021113-0.002703i,-0.00036127-0.00061875i,0.00215-0.00095265i,0.0037021-0.00056016i,0.0036958+0.0015168i,0.0019838+0.0020788i,0.00012195+0.0013027i,-0.0011045+0.00021193i,-0.0015092-0.0017838i,-0.00075977-0.0030882i,-0.00089882-0.0022805i,-0.0012707-0.00054271i,-0.0010745+0.0011954i,-6.6348e-05+0.0016649i,0.00083995+0.0011444i,0.00075968+0.00065897i,0.00055253+0.00067322i,0.00055207+0.00075756i,0.00072498+0.00025724i
-0.00057809-0.0039339i,-0.0006215-0.0051683i,-0.00026735-0.0047668i,-0.0012503-0.0029729i,-0.0027898-0.00055902i,-0.0024513+0.000492i,0.00010335-0.0016639i,0.0027983-0.004715i,0.0046436-0.0042282i,0.0045165-0.0012269i,0.0027268-9.3409e-05i,-0.00010526-0.0011731i,-0.0023962-0.0015698i,-0.0033015-0.0016527i,-0.0023097-0.0019048i,-0.00083712-0.0013932i,6.3806e-05-0.00032894i,0.00048417+0.00051963i,0.00020924+0.001213i,2.5946e-05+0.00046887i,0.00017743-0.0012296i,0.00046342-0.0015943i,3.296e-05-0.00092978i
0.00077012-0.0010208i,0.0012549-0.0012475i,0.0018186-0.0027001i,0.0015859-0.0035453i,-0.00045054-0.0018338i,-0.0026898+0.00081465i,-0.0032784+0.00069921i,-0.0027044-0.0027868i,-0.0010617-0.0057588i,0.00042158-0.0054445i,0.00053463-0.003226i,5.6416e-05-0.00097587i,-0.0015461+0.00050195i,-0.0033838+0.00082488i,-0.0034032+0.00055894i,-0.0024272+0.00012465i,-0.001578+0.00016628i,0.00051436+0.00046623i,0.0018588+0.0011888i,0.0016577+0.0011956i,0.00091588+0.00028392i,0.00069711-0.00065699i,0.00056034-0.00064898i
0.0001041+0.0020352i,0.00042604+0.0015297i,1.624e-05+0.0017049i,0.00012381+0.00079999i,7.5574e-05+0.0016215i,-0.00051486+0.0035167i,-0.0016624+0.0036219i,-0.0046728+0.0020192i,-0.0064644-0.0015664i,-0.0040528-0.003432i,-0.00057611-0.0026675i,0.0011827-0.00067628i,0.0012254+0.0014675i,-7.16e-05+0.0032118i,-0.0012938+0.0040182i,-0.00079653+0.0021979i,-7.0072e-05+0.0004636i,0.00015136-0.00051153i,0.00032155-0.001155i,0.00099716-0.00078788i,0.0009207-0.00092766i,0.00016665-0.00093091i,9.0116e-05-0.00033218i
0.0015232+0.00062256i,0.0018407-0.00058199i,0.0020032-0.0016378i,0.0018546-0.0023506i,0.0012299-0.0019742i,0.0019281+0.00067294i,0.0026081+0.0037351i,0.0002672+0.0057958i,-0.0040337+0.0048608i,-0.0055939+0.0016671i,-0.0034945-0.0012078i,-0.00012901-0.001493i,0.0020544-0.00051482i,0.00184+0.00048568i,0.0010592+0.0011087i,0.00092074+0.00065106i,0.00043322-0.00025835i,4.1319e-05-0.00052172i,-0.0001127-0.00040093i,-9.7521e-05+1.0959e-05i,0.00055016+5.0955e-05i,0.00028442-0.00034675i,-0.00066195-0.00034579i
3.1843e-05+0.0008727i,-0.0011259+0.00033378i,-0.00064436-1.1022e-05i,-0.00044317-0.00021241i,-0.00032211+0.00026793i,0.00073657+0.00032907i,0.003288+0.00034837i,0.0048231+0.0024852i,0.0033983+0.0056644i,0.00034892+0.0054353i,-0.0016471+0.0027181i,-0.0017683-8.4316e-05i,-0.00038523-0.0031149i,0.0013394-0.0036967i,0.0019637-0.0025259i,0.0015565-0.0012883i,0.00073596-0.00071111i,-0.00043426-0.00056356i,-0.00087942-0.00029042i,-0.00093699-0.00026966i,-0.0012607+0.0001047i,-0.0017235+0.00075729i,-0.0018901+0.00087649i
-0.0015883-0.0029846i,-0.0015371-0.0040802i,-0.0024764-0.0047585i,-0.0024106-0.0036764i,-0.0025487-0.0012385i,-0.0022885+0.00012918i,0.0006424-0.00094622i,0.0039189-0.0023517i,0.0054262-0.001684i,0.005027+0.0010401i,0.00272+0.0027179i,-0.00058064+0.00064278i,-0.0022537-0.0017858i,-0.0023613-0.0033643i,-0.0020706-0.0039893i,-0.0011526-0.0027038i,0.00014379-0.0017752i,0.00019484-0.00065574i,-0.00036607+0.00030783i,-0.00040469-0.00037609i,-0.00021544-0.00050748i,0.00034048+0.00048468i,0.00017874+0.00081637i
0.0013607-0.0004201i,0.0020318-0.00080361i,0.0013944-0.0021416i,-0.00037608-0.0019868i,-0.0014499+3.3568e-05i,-0.0014779+0.00093151i,-0.00079602-0.00082982i,0.00040706-0.0047591i,0.0024755-0.007161i,0.0047227-0.0054302i,0.00485-0.0023289i,0.0018557-0.0011197i,-0.0014895-0.00069924i,-0.0030606-0.0010535i,-0.003505-0.0015218i,-0.0036784-0.0010668i,-0.0023736-0.00053646i,-0.00015731+0.00052368i,0.00099789+0.0012276i,0.00040416+0.0012223i,0.0001677+0.0010663i,0.00064254+0.00022549i,0.00040822-0.00025512i
0.0021862-0.00021961i,0.0022304-0.00046983i,0.0026611-0.0014793i,0.0013898-0.0015541i,-0.00016281-0.00083462i,-0.0013067+0.00021801i,-0.0030423+0.00036552i,-0.0045801-0.0021874i,-0.0044078-0.0057192i,-0.0018303-0.007037i,0.0014895-0.0063274i,0.0019865-0.0038978i,-0.00063418-0.00051623i,-0.002759+0.0016938i,-0.0034158+0.0024126i,-0.0032351+0.0020912i,-0.0024488+0.0010517i,-1.4294e-06+0.00024951i,0.0023677+0.00015335i,0.0024456+0.00019702i,0.0012618+0.00066026i,0.00039788+0.00055988i,0.0002926-0.00021088i
0.0010233+0.00041835i,0.00078143-0.00096713i,0.0020941-0.0012567i,0.0018492-0.0020106i,0.0012303-0.00123i,0.0020278+0.0006925i,0.0012618+0.002206i,-0.0027857+0.0031674i,-0.0056552+0.0018297i,-0.0049971-0.0019021i,-0.0031098-0.0042882i,-0.0014481-0.0030765i,-0.00084356-0.00032083i,-0.00092128+0.0018962i,-0.00093372+0.002926i,-0.00053073+0.002909i,-0.00053713+0.0019576i,-0.000695+0.00020492i,-1.4243e-05-0.0005937i,0.00064375-0.00065143i,0.00061814-0.0014799i,0.00030329-0.0017524i,-0.00012145-0.0015i
0.0021287-0.001058i,0.0020622-0.0019166i,0.0017176-0.0035278i,0.00076366-0.0043409i,-0.0013064-0.0035801i,-0.0020184-0.0015843i,-0.00034316+0.0010185i,6.6388e-05+0.0037465i,-0.0011794+0.0054872i,-0.0033075+0.0046623i,-0.0052613+0.0020557i,-0.0046382+0.00050593i,-0.0012906-0.00027993i,0.0014666+0.00017182i,0.0025958+0.0011284i,0.0023094+0.0012592i,0.0010048+5.8132e-05i,-2.903e-05-0.00071156i,-0.00044631-0.00097215i,-0.00033673-0.00078174i,-0.00035597-0.00045156i,-0.00024256-0.0010895i,-0.00014048-0.0016722i
-0.0022289-0.00084764i,-0.0014504-0.0016297i,-0.0019093-0.0017009i,-0.0018237-0.00063007i,-0.0013315+0.0015198i,-0.0011227+0.0027937i,0.00094633+0.0022828i,0.0032142+0.0010856i,0.0038023+0.0017826i,0.0022713+0.0037524i,-0.00028161+0.0047512i,-0.0010869+0.0027937i,-0.00045116+0.00025743i,0.0002545-0.001244i,0.001033-0.0021525i,0.0012851-0.0017267i,0.00031828-0.00094844i,-0.0008205-0.00025085i,-0.0025534+0.00034283i,-0.0031781-0.00052311i,-0.0015177-0.0011422i,-0.00067919-0.00048305i,-0.00087947-0.00037626i
0.0025269+0.0029998i,0.0022804+0.0020836i,0.0025681+0.00077447i,0.0018243-0.0014687i,0.00029887-0.0014216i,-9.8224e-05+0.00083464i,0.001845+0.00052704i,0.0038414-0.001824i,0.0045403-0.0030245i,0.0045-0.00083557i,0.0043432+0.0012476i,0.0029627+0.0003095i,0.00070748-0.0013691i,-0.00061319-0.0018604i,-0.0009943-0.0019189i,-0.0011037-0.0025293i,-0.00066426-0.0021999i,-0.00023601-0.00093591i,0.00064344+0.00047096i,0.001223+0.0013659i,0.00013172+0.00097905i,-0.0013971+0.00035226i,-0.0012354+0.00038867i
-0.00093596-0.0020173i,-0.0010046-0.0018465i,-0.0017544-0.0027053i,-0.0010626-0.001328i,-9.7706e-05+0.0011729i,0.00087047+0.0017659i,0.0010098+0.00018376i,3.2767e-05-0.0028396i,-0.00075952-0.0033617i,0.00090994-0.0025767i,0.0031119-0.0027714i,0.0023168-0.0029321i,0.00031811-0.0022955i,-0.0015472-0.0013332i,-0.0033858-0.0003229i,-0.0034208+0.00071916i,-0.0017825+0.00096452i,-0.00063305+0.00040514i,0.00052569+0.00027912i,0.0013711+0.00055505i,0.00069964+0.00022836i,-9.2289e-06-4.0309e-05i,-1.8733e-05-0.0005383i
-0.00038364-0.0018347i,-0.0015185-0.0025328i,-0.0014936-0.002825i,-0.0011405-0.0027777i,-0.0013061-0.0023488i,-0.0013975-0.0013103i,-0.0015692-0.0016013i,-0.0025844-0.002112i,-0.0029827-0.0015678i,-0.0021547-0.002636i,-0.00082882-0.0051598i,-0.0011831-0.0046994i,-0.0025024-0.0011898i,-0.0023352+0.0010643i,-0.0022833+0.0019424i,-0.0025876+0.002269i,-0.0017278+0.0016475i,-0.00018986+0.00067979i,0.00078039+0.00026604i,0.00075197-0.00049203i,0.00041367-0.00076106i,0.00093882-0.00058434i,0.0011106-0.00095629i
0.001159+0.00093939i,0.0014423+0.0020608i,0.0016669+0.0021799i,0.0013318-6.7022e-05i,-0.00020935-0.00058511i,-0.0012578-0.00020612i,-0.0016363+0.00016429i,-0.001237+0.0013293i,-0.00026084+0.0012409i,-0.00093826-0.00077028i,-0.0030945-0.0025254i,-0.0038478-0.0024471i,-0.0024172-0.0013873i,-0.0012999+0.00040619i,-0.0013826+0.0016381i,-0.001203+0.0013432i,-0.00010023+0.0010757i,0.00055893+0.001185i,0.00035609+0.0011227i,-0.0001411+0.00023774i,-0.00048665-0.00042942i,-0.00055849-0.00091051i,-0.0002035-0.0010873i
0.00017842-0.00033009i,-0.00108-0.0017219i,-0.00095595-0.002192i,-0.00088995-0.0021706i,-0.0020775-0.00017886i,-0.0039814+0.0031674i,-0.0035875+0.0044363i,-0.00063897+0.002122i,0.00090762-0.00013796i,-0.00039681+0.00029805i,-0.0025198+0.00169i,-0.0031094+0.0023572i,-0.001704+0.0012305i,-0.00041098-0.00048809i,0.00011097-0.00023305i,0.00098618+0.0002276i,0.00099418+0.00010831i,0.00038953+5.7129e-06i,0.00029942-0.00054225i,0.00022079-0.00057831i,0.00052967-0.00033888i,0.00053913-0.0011431i,-8.1749e-05-0.0010879i
-0.0014734+0.00027718i,-0.0026469+0.00040223i,-0.0015976-0.00025697i,-0.00086608-0.00074881i,-0.00070467+0.0017075i,0.0014687+0.0054416i,0.0041201+0.0050368i,0.0038886+0.0013125i,0.0012207-0.00075656i,-0.00027625-0.00029081i,0.0010245+0.0015316i,0.0022306+0.0026715i,0.0015462+0.0014242i,0.00083948-4.1936e-06i,0.00018129-0.00065619i,-0.00048605-0.0011925i,-0.0003383-0.0013272i,0.00024794-0.0014101i,0.00031906-0.00013211i,-0.00031827+0.00038991i,-0.00045829+0.00026192i,-0.0008193+0.00042267i,-0.0011108+0.00029561i
-0.0023906+0.0015242i,-0.0018087+0.0013953i,-0.00097862+0.0010238i,0.0002296-0.00035216i,0.0021062-0.00040485i,0.0040285-0.001032i,0.0043115-0.0015506i,0.001796-0.0015064i,-0.0015796-0.00021229i,-0.0011772+0.0016732i,0.0026658+0.0015956i,0.0040103+0.000496i,0.0018617+0.00046556i,0.00015641+0.001067i,-0.0008903+0.00072567i,-0.0011138+0.00033274i,-0.00086195-0.00042429i,-0.00083871-0.0015044i,6.2817e-06-0.0014658i,0.00059313-0.00047997i,0.00022839+0.00021108i,0.00062194+0.00012995i,0.00072624-0.00010314i
0.00026507-0.0013115i,0.00031099-0.0020315i,0.00039591-0.002185i,-0.00028668-0.0012373i,0.00013367-0.0013677i,0.0010969-0.0034427i,0.00076477-0.0049348i,-0.00014674-0.0034333i,4.066e-05+5.3074e-05i,0.0013523+0.0009319i,0.0026152-0.0019235i,0.0015806-0.0042023i,-0.00026267-0.0039341i,-0.0011338-0.0023767i,-0.001415-0.00021088i,-0.001726+0.0013377i,-0.002183+0.0016914i,-0.002005+0.0015597i,-0.001234+0.00098733i,-0.0004595+0.00052848i,0.00019433+0.00059392i,0.00015818+0.00035637i,0.00047497+7.9437e-05i
-0.0015539-0.00031581i,-0.0014688-0.00048291i,-0.0013367-0.002536i,-0.0023933-0.0045305i,-0.003774-0.0032223i,-0.0049517-0.00068212i,-0.0053374+0.00010881i,-0.0025387-5.7796e-05i,0.0019053-0.00010138i,0.0026649-0.0014264i,5.1429e-06-0.0033465i,-0.0017465-0.0034673i,-0.0019774-0.0023784i,-0.0019791-0.0012582i,-0.001455-0.00015324i,-0.00049911+0.00066464i,-0.00040391+0.00096859i,-0.00053858+0.0015693i,-9.274e-05+0.0022233i,-0.00035869+0.0015005i,-0.00057617+0.00042038i,0.00035711-0.00052223i,0.00089024-0.0012458i
0.00055493-0.00056313i,6.2838e-05-0.00036071i,0.00075115-0.00069875i,0.00089594-0.00078343i,-0.0015866+0.0013504i,-0.0052158+0.0041198i,-0.0043535+0.0042568i,-0.00047515+0.0015789i,0.002139-0.0027217i,0.0017072-0.0055557i,-0.0020353-0.0051473i,-0.0039752-0.0023937i,-0.0030338-2.8103e-05i,-0.0016791+0.00050876i,-0.00061348-0.00030285i,-0.00013289-0.0012458i,0.00034461-5.0144e-05i,0.0012625+0.0014304i,0.0014178+0.0015849i,0.00091232+0.0011673i,0.0010502+0.00011114i,0.0012414-0.00045969i,-5.9498e-05-0.0001265i
0.0034812-2.1142e-05i,0.0042282-0.0011552i,0.0048734-0.003389i,0.0031628-0.0041167i,0.0005612-0.00023685i,0.00041234+0.0064783i,0.0026234+0.0073649i,0.0021021+0.0015903i,-0.0014566-0.0041644i,-0.0038463-0.0052923i,-0.0044358-0.0016577i,-0.0029008+0.0012968i,-0.0011758+0.0013502i,-0.001234+0.0010302i,-0.0011322+0.00053173i,-0.00090881+0.00029461i,-0.00099881+0.00020023i,-0.0003138-0.00061507i,0.00043931-0.0018461i,0.00047575-0.0026101i,0.00010257-0.0021378i,-0.00057678-0.0013464i,-0.0014877-0.0012796i
-0.0024538-0.0016132i,-0.0037361-0.00071354i,-0.0049321-0.001296i,-0.0046514-0.00047325i,-0.00082409+0.0025069i,0.0052851+0.003321i,0.0079124+0.0014999i,0.0035741+0.00036482i,-0.0032658+0.0015866i,-0.0056643+0.0039517i,-0.0021792+0.004396i,0.0014066+0.0031921i,0.0017244+0.0016031i,0.00059124+0.00069865i,-0.00063236+0.00089026i,-0.0014484+0.00046081i,-0.00070741-0.00029455i,-1.2905e-05-0.00048723i,-0.00051397-0.001784i,-0.00075783-0.0025194i,-0.00077617-0.0014602i,-0.00083818-0.00023067i,-0.00078389+0.00013116i
-0.0016169-0.0017461i,-0.0010992-0.0028472i,-0.00038161-0.0032369i,0.0014952-0.0024309i,0.0028093-0.0030532i,0.0029865-0.0048713i,0.0031055-0.0059318i,0.0016545-0.0033089i,0.00017935+0.0028386i,0.00074027+0.0068215i,0.0027297+0.0043795i,0.0031423-0.0002292i,0.0010999-0.0015022i,-0.00039765-0.00086436i,-0.0018035-0.00044727i,-0.0019177+0.00026545i,-0.00059283+0.0013457i,-0.00088166+0.0010803i,-0.0022924+0.00096785i,-0.002616+0.0016417i,-0.0011444+0.00096378i,-0.00049945+0.00059016i,-0.00045317-1.1183e-05i
-0.001664-0.00090278i,-0.0026241-0.00088185i,-0.0043571-0.00045712i,-0.0058046-0.0015023i,-0.006845-0.0030499i,-0.0060504-0.0046514i,-0.0043865-0.0048803i,-0.0015001-0.0030452i,0.0042197-2.5529e-05i,0.0081159+0.00071553i,0.0053079-0.0018349i,0.00054085-0.0033492i,-0.0020008-0.0028716i,-0.002262-0.002109i,-0.0012073-0.0011989i,0.00066106-0.00058824i,0.0017796-7.5949e-07i,0.0020488+0.0013103i,0.001824+0.0025706i,0.0014577+0.0020753i,0.00061407+0.0014558i,0.0002758+0.00095853i,0.001183-4.1726e-05i
-0.0021909+1.2335e-05i,-0.0022942+0.00015269i,-0.00083953+0.00074589i,0.0010281+0.001082i,-0.002324+0.0027178i,-0.007315+0.0045323i,-0.0064489+0.0037861i,-0.0023141+0.00013138i,0.0019484-0.0049218i,0.0037855-0.0081223i,0.00095872-0.0071369i,-0.0023263-0.0029388i,-0.0016378+5.4589e-05i,-0.00031719+0.0004623i,-0.00021512+0.0007247i,-0.00011206+0.00065825i,2.0796e-05-7.7849e-05i,0.00023698+8.5353e-05i,0.001849+0.00045781i,0.0027527+0.00032108i,0.0014079-0.00012742i,0.00085016-0.00025874i,0.00040252-0.00076904i
0.00063368-0.00022581i,0.00039095+0.00024821i,-0.0013531-0.0012864i,-0.0022843-0.0011845i,-0.0021558+0.0032042i,-0.00088337+0.0085057i,-0.00015887+0.0086294i,-0.0018138+0.0030752i,-0.004224-0.0039503i,-0.0063689-0.0071952i,-0.0071112-0.0045473i,-0.004646-0.00050936i,-0.0015061+0.00099843i,-0.00046111+0.0013252i,-0.00024617+0.0012117i,-0.00026034+0.00033086i,-0.00062214+0.00011897i,0.00037324-0.00023565i,0.0011863-0.0014394i,0.0011367-0.0022683i,0.0011579-0.002709i,0.00011281-0.002013i,-0.00055467-0.0011184i
0.00049632-0.0010871i,0.0018166-0.001459i,0.0034894-0.0021179i,0.0063309-0.0023135i,0.0080438-0.00066977i,0.0093266+0.0030904i,0.0088146+0.0052264i,0.0034189+0.0048458i,-0.0038215+0.0037521i,-0.0074617+0.0033079i,-0.0055087+0.0036338i,-0.0010349+0.0028821i,0.0017584+0.00072266i,0.0017027-2.4149e-05i,0.00041316-0.00014743i,-0.0014701-0.00079879i,-0.002392-0.00035783i,-0.0018671-0.00038465i,-0.0025587-0.0014813i,-0.003155-0.0017316i,-0.0022769-0.0011424i,-0.0015945-0.0004273i,-0.0013581-0.00022933i
-4.7848e-05-0.0010167i,-0.0022553-0.00083056i,-0.0054644-0.0024562i,-0.0071456-0.004392i,-0.0049506-0.005977i,0.0014146-0.0069159i,0.0059331-0.0059676i,0.0057129-0.0012361i,0.0034115+0.0058552i,0.0016883+0.010072i,0.0026631+0.007629i,0.0035172+0.0021941i,0.0009361-0.0019154i,-0.0012962-0.0024626i,-0.001428-0.0016898i,-0.0020228-0.00057694i,-0.0013357+0.0012319i,-0.00091112+0.0019419i,-0.0019432+0.0025238i,-0.0023106+0.00336i,-0.0017948+0.003094i,-0.0013455+0.0020931i,-0.00097481+0.00090466i
-0.0011151-0.002711i,0.00034891-0.0027113i,0.0010711-0.0036841i,0.0017363-0.0037525i,-0.0021835-0.0040355i,-0.0055625-0.0053912i,-0.0023417-0.0062438i,0.0038188-0.0056762i,0.0082945-0.0034717i,0.009734-0.00037169i,0.0087232-0.00053205i,0.003888-0.0036752i,-0.0017553-0.0036773i,-0.0031011-0.0012698i,-0.0025758+0.00041231i,-0.0018683+0.00126i,-0.00061487+0.0012642i,0.00044179+0.00090327i,0.00032679+0.0017983i,0.00029282+0.0018193i,0.0008313+0.0010554i,0.00085506+0.00095318i,0.00027806+0.0003132i
-0.0044045-0.0015749i,-0.004491-0.0023943i,-0.0058534-0.0030251i,-0.0084677-0.0012927i,-0.011539+0.0028067i,-0.012136+0.0061583i,-0.0090432+0.0024382i,-0.0048378-0.0047998i,-0.00053915-0.0089372i,0.0031806-0.01016i,0.0027045-0.0091333i,-0.0013856-0.0052469i,-0.0038418-0.00055053i,-0.0034338+0.0018547i,-0.00142+0.002354i,3.9092e-05+0.0020263i,0.00042838+0.00073283i,0.00088534-0.00023608i,0.0016411+4.607e-05i,0.0021664-8.7616e-05i,0.0019506-0.00078832i,0.0015335-0.0009899i,0.00065974-0.0012622i
-0.001608-0.0016628i,-0.0015712-0.0012953i,-0.0010951-0.0011385i,0.0020701+1.4354e-05i,0.0037793+0.0055578i,0.0020366+0.010731i,-0.0017539+0.0090423i,-0.0068095+0.0016537i,-0.010272-0.0042861i,-0.010124-0.0062116i,-0.0082352-0.0061783i,-0.0059727-0.0028301i,-0.0033034+0.0012873i,-0.00092801+0.0026377i,0.00046364+0.0020433i,0.001603+0.00083364i,0.0016454-0.00065669i,0.00055709-0.00091794i,0.00046966-0.00056148i,0.0015756-0.00087473i,0.0012617-0.0013614i,-0.00018361-0.0025583i,-0.00086985-0.0025339i
