-0.00091829+0.00031107i,-0.00095442+0.00038967i,-0.0013495-8.7924e-05i,-0.001387-0.00076887i,-0.00059614-0.00083232i,-0.00037813+0.00015113i,-0.00056699+0.0009606i,0.00013612+0.0016133i,0.00011146+0.00053126i,0.00076729-0.0010629i,0.001572-0.0013231i,0.00078082-0.0011277i,9.3244e-06+7.9052e-05i,-0.00043557+0.00082318i,-0.00046042-8.1181e-05i,5.6223e-05-0.0010824i,0.0002311-0.0011124i,0.00050488-0.00065902i,0.00039444+0.00020014i,2.8802e-05+0.00056144i,-0.00026024+0.00095547i,-0.00093551+0.00085589i,-0.00063563-0.00033559i
-0.011561+0.021762i,-0.044777+0.081346i,-0.08371+0.18284i,-0.081641+0.26803i,-0.037799+0.2524i,-0.013624+0.14165i,-0.022316+0.036324i,-0.011525-0.0084095i,0.012418-0.023252i,0.01102-0.024595i,0.0045998-0.013294i,0.0080038-0.0079941i,0.0063874-0.0082056i,-0.00068618-0.003984i,-0.0061775+0.0019311i,-0.0077163+0.0069214i,-0.0057281+0.010344i,-0.0027499+0.0091821i,0.00051698+0.0051567i,0.0026735-0.00023585i,0.00076248-0.0064616i,-0.0038292-0.0077899i,-0.0055751-0.0022843i
0.0063674-0.025642i,0.011342-0.092783i,0.0049645-0.19751i,-0.028848-0.26402i,-0.0665-0.22331i,-0.072797-0.11834i,-0.063848-0.024071i,-0.053818+0.030014i,-0.037014+0.04721i,-0.019012+0.042705i,-0.0087984+0.02945i,-0.0039398+0.014815i,-0.0023644+0.0046522i,-0.0024519+0.0021291i,-0.0009978+0.0026629i,0.0033062+0.0026153i,0.01148+0.0017894i,0.018274-0.0010772i,0.016609-0.0077249i,0.0081018-0.011677i,0.00094435-0.0092313i,-0.0023893-0.0069976i,-0.0051122-0.0055525i
0.0096647+0.032926i,0.048621+0.10059i,0.13225+0.1927i,0.22345+0.21784i,0.23184+0.1525i,0.16182+0.11418i,0.10983+0.11096i,0.073949+0.060153i,0.0275-0.00012244i,0.00013289-0.017354i,-0.0082823-0.012483i,-0.011703-0.0030052i,-0.0052162+0.0034191i,0.0028625+0.0016219i,0.0051807-0.0014757i,0.0043221-0.004113i,-0.001511-0.0049202i,-0.0061951-0.001348i,-0.0037286+0.0040925i,0.0027533+0.0074732i,0.0065239+0.0056674i,0.0044804+0.00094981i,0.0018177-0.0030358i
-0.016014-0.016162i,-0.063878-0.052534i,-0.1554-0.088518i,-0.23847-0.063591i,-0.22393+0.0018848i,-0.12809-0.0027694i,-0.04978-0.054142i,-0.014366-0.050434i,0.0044383-0.015494i,0.010888-0.0066585i,0.0064736-0.011191i,0.00043358-0.0087248i,-0.00054791-0.0017106i,0.0032945+0.00085827i,0.0042302-0.0034378i,-0.0029608-0.0054932i,-0.011488-0.0026166i,-0.017939-0.00028106i,-0.021514+0.003261i,-0.017567+0.0094591i,-0.0076975+0.011499i,0.0017082+0.0089412i,0.0061352+0.0054535i
0.022858+0.01217i,0.072827+0.029348i,0.15327+0.024432i,0.2037-0.030698i,0.1819-0.09412i,0.11233-0.11122i,0.039812-0.10093i,-0.0081219-0.083563i,-0.019979-0.05613i,-0.011799-0.035384i,-0.006048-0.022693i,-0.0032568-0.011494i,-0.0048941-0.0056352i,-0.0070793-0.0016749i,-0.0048242+0.0029171i,-0.0028297+0.0057171i,-0.0028448+0.007228i,-0.0010423+0.0074957i,0.004113+0.0040366i,0.0043143-0.0038031i,-0.0020124-0.007355i,-0.0039363-0.0029479i,-0.00012055+0.0014978i
-0.025058+0.0037459i,-0.091326+0.0027425i,-0.17537+0.039417i,-0.19772+0.11649i,-0.13873+0.16794i,-0.082089+0.15811i,-0.067177+0.13546i,-0.034145+0.11486i,0.016278+0.074342i,0.03432+0.039282i,0.030072+0.024039i,0.022805+0.010604i,0.014996+6.9552e-05i,0.0081959-0.0030083i,0.0029618-0.0024204i,0.0060042-0.00095525i,0.016377-0.0010093i,0.022766-0.0036249i,0.018479-0.0073568i,0.0077289-0.0078787i,0.00014762-0.006975i,-0.0032611-0.0066865i,-0.0036314-0.003802i
0.022352-0.0050315i,0.075344-0.034888i,0.12128-0.11563i,0.09184-0.20797i,0.014512-0.21804i,-0.0056976-0.13635i,0.037954-0.056124i,0.045318-0.017127i,0.0082176+0.00040423i,-0.014847+0.0053871i,-0.013609+0.006433i,-0.0025472+0.0093825i,0.0044933+0.0097813i,0.0061984+0.0085035i,0.0084538+0.0055567i,0.011086+0.00026634i,0.012394-0.0041163i,0.010084-0.0072957i,0.0054536-0.0089971i,0.002074-0.0079337i,0.0005881-0.0055937i,-0.0011531-0.0042522i,-0.0037648-0.0041225i
-0.016502+0.017517i,-0.034056+0.065691i,-0.014251+0.15018i,0.065503+0.2145i,0.13526+0.19635i,0.13844+0.12832i,0.11527+0.062961i,0.088683+0.0017712i,0.047318-0.026474i,0.018866-0.018829i,0.0083938-0.014006i,-0.0023841-0.014713i,-0.007753-0.013034i,-0.0071965-0.011544i,-0.0065927-0.0085612i,-0.0095137-0.0052385i,-0.015522-0.002959i,-0.017139+0.0012425i,-0.010748+0.0067677i,0.00052475+0.0083801i,0.006791+0.004033i,0.0041701-0.00028185i,0.0020031+0.0011256i
0.011104-0.0051612i,0.016403-0.035287i,-0.014596-0.080499i,-0.095681-0.085123i,-0.15427-0.024665i,-0.14911+0.012883i,-0.12825-0.0098035i,-0.10557-0.026864i,-0.070107-0.017606i,-0.044339-0.0026156i,-0.028966+0.0084082i,-0.015092+0.0090444i,-0.0076033+0.0065068i,-0.0017802+0.0052154i,-7.8356e-05+0.0022437i,-0.006089+0.0026624i,-0.014304+0.0090989i,-0.018352+0.01379i,-0.016059+0.012506i,-0.0099777+0.010207i,-0.0018726+0.0082164i,0.0047827+0.0049647i,0.0035475+0.0031478i
-0.011061+0.015869i,-0.0085493+0.045728i,0.038447+0.078294i,0.12958+0.055024i,0.17865-0.026637i,0.14392-0.061903i,0.079758-0.023653i,0.037136+0.012872i,0.029224+0.011089i,0.032721-0.010125i,0.020232-0.019487i,0.003059-0.0084236i,-0.0049911+0.0015498i,-0.010749+0.0042934i,-0.013017+0.0072935i,-0.0082959+0.0090508i,-9.1008e-05+0.0062269i,0.0048+0.0010584i,0.0025491-0.0044636i,-0.0036666-0.0079522i,-0.0079714-0.004738i,-0.005675-0.00013267i,0.0010684-0.0019124i
0.0024994-0.013639i,-0.016512-0.035326i,-0.084309-0.041225i,-0.15709+0.010705i,-0.14089+0.078788i,-0.066022+0.087724i,-0.018824+0.062485i,-1.3609e-05+0.052285i,0.0082153+0.043022i,0.0072062+0.024419i,0.0086978+0.0066476i,0.014457-0.0066832i,0.017678-0.0090212i,0.018601-0.0058981i,0.019276-0.0051521i,0.020735-0.0062862i,0.022836-0.0067313i,0.022157-0.0073742i,0.013582-0.00918i,0.0010764-0.0082819i,-0.0058569-0.0062844i,-0.006033-0.004248i,-0.0034859+0.00048281i
-0.009196+0.01356i,0.0067739+0.017707i,0.046427-0.027672i,0.062581-0.12049i,0.018235-0.17197i,-0.020583-0.15484i,-0.0038542-0.13063i,0.018564-0.10935i,0.018857-0.074111i,0.010232-0.048587i,0.00074123-0.032476i,-0.00069777-0.012916i,0.0015997-0.00055039i,0.0007973+0.0055752i,0.0012617+0.0082186i,0.0028299+0.0050604i,0.0027414+0.00023932i,0.0026184-0.0028229i,0.0045167-0.0046228i,0.0059207-0.007211i,0.0023679-0.0081246i,-0.0031159-0.0038838i,-0.0046515-0.00051052i
-0.0018482-0.010708i,-0.0043417-0.00093246i,0.0072838+0.057101i,0.04481+0.14385i,0.085194+0.17648i,0.097264+0.13891i,0.067031+0.083323i,0.021395+0.03437i,-0.0083845+0.015793i,-0.0065896+0.031224i,0.0049264+0.038409i,0.0010807+0.023084i,-0.0061179+0.0031726i,-0.0057206-0.012252i,-0.0048031-0.017832i,-0.008621-0.016118i,-0.013712-0.010919i,-0.012615-0.0001732i,-0.0034878+0.0090792i,0.0073726+0.0087081i,0.010934+0.00013563i,0.0057134-0.0069942i,-0.0020958-0.0051593i
0.0021891+0.023523i,-0.0050225+0.023946i,-0.033507-0.0030997i,-0.078445-0.038166i,-0.10097-0.022021i,-0.09478+0.034174i,-0.070291+0.065928i,-0.038378+0.061581i,-0.016243+0.031352i,-0.016403+0.0057229i,-0.016463+0.0092059i,-0.002173+0.01632i,0.0060268+0.015795i,0.004134+0.017996i,0.0020578+0.01633i,-0.00022146+0.011116i,-0.0039719+0.0085248i,-0.007553+0.0075142i,-0.0091708+0.007546i,-0.0072411+0.0087925i,-0.00046035+0.0099075i,0.007659+0.0035979i,0.0059964-0.0092319i
-0.0084364-0.019757i,0.0010265-0.024302i,0.045513-0.01202i,0.1079+0.0046664i,0.12375-0.010541i,0.088114-0.039292i,0.052583-0.029397i,0.034952+0.0055906i,0.023017+0.022286i,0.017756+0.010683i,0.014076-0.007855i,0.0029834-0.012491i,-0.0052097-0.0072215i,-0.0091661-0.0044702i,-0.0092421-0.0035735i,-0.0032814+0.00040422i,0.0049735+0.0039639i,0.0084883+0.0015421i,0.002038-0.0029266i,-0.0057864-0.0012311i,-0.0078975+0.0023715i,-0.0051192+0.0059295i,0.0051423+0.010674i
0.0021975+0.005992i,-0.011418+0.020326i,-0.061224+0.031721i,-0.11714+0.046497i,-0.10281+0.072139i,-0.028076+0.086213i,0.025642+0.057874i,0.038468+9.0215e-05i,0.025265-0.03849i,0.0042123-0.039071i,-0.0036784-0.030085i,-0.0035104-0.025941i,-0.0016091-0.016516i,0.0056201-0.0045292i,0.011009+0.0048899i,0.013052+0.010996i,0.013315+0.013422i,0.0092284+0.0095516i,0.001876-0.00029455i,-0.0053046-0.0060674i,-0.0084604-0.0045913i,-0.0088482+0.00096809i,-0.0097523+0.0088393i
-0.0036841-0.0067119i,0.0063009-0.035788i,0.045738-0.078967i,0.081278-0.11951i,0.052352-0.12739i,-0.0026107-0.10315i,-0.030369-0.079068i,-0.041135-0.051232i,-0.027401-0.014924i,0.0019696-0.00090108i,0.0098995-0.00028288i,0.0029828+0.0074083i,-0.0037985+0.0075302i,-0.011104+0.0016619i,-0.01501-0.0012997i,-0.0168-0.0028561i,-0.018867-0.0037149i,-0.014783-0.0014655i,-0.0033712-0.00063942i,0.0043514-0.0063073i,0.00029016-0.0078461i,-0.0055046-0.0016462i,-0.0043508+0.0012726i
0.0022973+0.020083i,0.011954+0.063328i,0.0071259+0.12769i,0.013136+0.16809i,0.056905+0.13366i,0.084861+0.0409i,0.062505-0.026812i,0.023483-0.033395i,-0.0018367-0.020349i,-0.014078-0.0088447i,-0.019854+0.002824i,-0.017715+0.0086031i,-0.0069701+0.0088958i,0.005251+0.0049285i,0.010773-0.0041044i,0.0059672-0.01503i,-0.0026926-0.020561i,-0.0034363-0.017839i,0.0010864-0.012143i,0.0031766-0.0092257i,0.0039558-0.010618i,0.0027024-0.016454i,-0.0028886-0.02165i
-0.016442-0.010786i,-0.049736-0.031594i,-0.086314-0.068142i,-0.1138-0.077219i,-0.11989-0.0268i,-0.098327+0.047739i,-0.061806+0.089789i,-0.015113+0.091203i,0.021875+0.066944i,0.024998+0.030319i,0.01812+0.0013623i,0.016689-0.014948i,0.013472-0.018084i,0.010255-0.010873i,0.0091089-0.0055764i,0.0097229-0.0046333i,0.015107-0.0044554i,0.017905-0.0045033i,0.014522-0.0028768i,0.013739-0.0017502i,0.01507-0.0036896i,0.01568-0.0058191i,0.01787-0.008807i
0.015918-0.00029488i,0.049208+0.0097101i,0.098105+0.015282i,0.13089+0.0018321i,0.11119-0.021171i,0.066599-0.031707i,0.044721-0.037022i,0.024345-0.052579i,-0.0060341-0.048082i,-0.010525-0.012351i,0.0060154+0.013828i,0.016014+0.017277i,0.017492+0.011499i,0.013082+0.0030173i,0.0070993+0.0052565i,0.010881+0.017439i,0.01765+0.02499i,0.013144+0.02662i,0.0020826+0.025928i,-0.0023817+0.023432i,-0.0022658+0.016446i,-0.0074596+0.0098134i,-0.010765+0.013285i
-0.016301-0.0087974i,-0.047787-0.018694i,-0.084479-0.007239i,-0.095956+0.041403i,-0.054669+0.087512i,0.024038+0.099158i,0.07755+0.081552i,0.076886+0.052589i,0.05052+0.024488i,0.025385+0.0041218i,0.0075494-0.0016184i,-0.0036909+0.0028714i,-0.01542+0.0054772i,-0.026646+0.0069056i,-0.028485+0.0087111i,-0.02393+0.0099719i,-0.021499+0.013635i,-0.020869+0.016205i,-0.019553+0.011335i,-0.018928+0.0033464i,-0.016+0.0034811i,-0.0095738+0.0053918i,-0.0055885+0.0023732i
0.02425+0.0061119i,0.061925-0.004529i,0.089492-0.051752i,0.067516-0.11675i,0.010174-0.12308i,-0.057446-0.073811i,-0.10177-0.0362i,-0.10333-0.016995i,-0.074884-0.010481i,-0.045577-0.015984i,-0.029436-0.010853i,-0.013578+0.0015062i,-0.0013808+0.0037359i,0.0023622+0.0012735i,0.0041822-0.0036604i,-0.0031975-0.013996i,-0.015809-0.020836i,-0.017292-0.024548i,-0.012263-0.02588i,-0.010225-0.020356i,-0.0067075-0.012216i,-0.001343-0.004507i,0.00029757-0.00029317i
-0.013862+0.016276i,-0.028219+0.057098i,-0.0032087+0.12812i,0.071471+0.18428i,0.12094+0.14894i,0.11028+0.043392i,0.085025-0.018607i,0.084107-0.021922i,0.084248-0.020575i,0.050103-0.027277i,0.0041566-0.032838i,-0.023651-0.029984i,-0.025518-0.016449i,-0.0081104-0.0033018i,0.0054024-0.0017579i,0.0067981-0.0065221i,0.0078414-0.012559i,0.0094515-0.019597i,0.0080634-0.02106i,0.0065626-0.019077i,0.0036864-0.016864i,0.0022941-0.012053i,0.0063847-0.0097821i
0.016238-0.010162i,0.0061916-0.014159i,-0.056395-0.025149i,-0.1578-0.03504i,-0.18072-0.021613i,-0.096456+0.030763i,-0.032955+0.060887i,-0.046565+0.043034i,-0.06387+0.031902i,-0.034458+0.032201i,0.0097286+0.014522i,0.027385-0.012996i,0.024086-0.025395i,0.020065-0.022343i,0.019591-0.01049i,0.023763+0.0054504i,0.028273+0.017596i,0.027166+0.021926i,0.023353+0.018121i,0.018193+0.0078021i,0.0089344+0.00050704i,-0.0039822+0.0011245i,-0.0099117+0.0071984i
-0.016136+0.0085282i,-0.013423-0.0096717i,0.049236-0.052469i,0.15965-0.099028i,0.18757-0.10393i,0.085548-0.093177i,0.0032495-0.092931i,0.0043604-0.081292i,0.021559-0.061183i,0.020091-0.034397i,0.0083001+0.0031701i,0.0067007+0.033141i,0.0082635+0.038066i,-0.0044709+0.027557i,-0.018193+0.020861i,-0.016252+0.021034i,-0.0069883+0.021756i,0.00078478+0.025123i,0.007417+0.028731i,0.010279+0.026432i,0.011449+0.017509i,0.0086223+0.0038557i,0.0003009-0.0065061i
0.0068827-0.0081034i,0.0035393+0.0065732i,-0.057552+0.073068i,-0.15862+0.18911i,-0.1656+0.25162i,-0.040115+0.20297i,0.05246+0.13402i,0.04689+0.11238i,0.021963+0.10003i,0.0093716+0.058602i,-0.00010054+0.011639i,-0.0085976-0.010818i,-0.0083195-0.013984i,-0.0018505-0.017947i,0.0019435-0.028215i,-0.0026382-0.033318i,-0.010147-0.024532i,-0.014389-0.013531i,-0.019456-0.0076998i,-0.01915-0.00029711i,-0.0081521+0.0025747i,0.0038073-0.00032244i,0.0082997-0.00050178i
-0.0076696+0.0036662i,-0.022924-0.034431i,-0.017975-0.15399i,0.0092125-0.3058i,0.020612-0.31279i,0.0041942-0.15456i,0.010923-0.04542i,0.030956-0.062175i,0.021214-0.089077i,0.0027157-0.065197i,0.003655-0.027685i,0.012775-0.0095913i,0.014293-0.0034474i,0.016562+0.0057991i,0.019667+0.01485i,0.013419+0.012402i,-0.0017151-0.0017868i,-0.015409-0.012231i,-0.018309-0.014732i,-0.013429-0.017225i,-0.010881-0.019575i,-0.0084601-0.014708i,-0.0027408-0.0073739i
0.0359+0.0031463i,0.10104+0.064211i,0.21032+0.21866i,0.29661+0.38182i,0.27872+0.34872i,0.18725+0.14098i,0.10926+0.0042967i,0.065207-0.0055906i,0.042906+0.016308i,0.028197+0.021052i,0.007847+0.0098392i,-0.01176+0.0014522i,-0.022441-0.0026423i,-0.0309-0.005884i,-0.033211-0.0048805i,-0.025082-0.00020209i,-0.01233+0.0070163i,-0.0018042+0.0084809i,0.00061759-0.0013274i,-0.0034919-0.012549i,-0.0096684-0.0162i,-0.013887-0.01117i,-0.010402-0.0028769i
-0.026555+0.01769i,-0.10088+0.00081077i,-0.24196-0.095854i,-0.37964-0.22213i,-0.3904-0.21973i,-0.29719-0.072888i,-0.21563+0.038909i,-0.1615+0.046971i,-0.10987+0.016426i,-0.066606-0.0038576i,-0.030856+0.00072283i,-0.0012189+0.0063856i,0.0068292+0.006013i,0.0044458+0.011379i,0.010075+0.01467i,0.018126+0.013199i,0.02133+0.0083708i,0.019798-0.0014642i,0.020288-0.0095008i,0.023705-0.007893i,0.025821-0.0015463i,0.02176-0.001473i,0.0099212-0.0039594i
0.014541-0.026663i,0.082836-0.050144i,0.25431-0.059046i,0.43797-0.049964i,0.43626-0.043694i,0.26368-0.059206i,0.11546-0.051637i,0.064744-0.0099716i,0.057695+0.0035737i,0.038442-0.015313i,0.0055145-0.020078i,-0.010151-0.0029382i,-0.0027897+0.0071407i,0.0028177+0.0052344i,-0.0017333+0.0051747i,-0.0026864+0.0081299i,0.0062961+0.0084617i,0.017434+0.0042639i,0.016319+0.001859i,0.0059601+0.010585i,0.0017749+0.023202i,0.0042482+0.023362i,0.003137+0.010264i
-0.03014+0.02653i,-0.13242+0.076155i,-0.3558+0.17234i,-0.55373+0.29945i,-0.47065+0.35205i,-0.16558+0.26976i,0.0373+0.115i,0.043091+0.0056057i,0.0032028-0.010074i,0.0040862+0.0033261i,0.018558-0.010225i,0.01333-0.032629i,0.003304-0.03238i,0.011887-0.023668i,0.021725-0.024084i,0.012411-0.024342i,-0.0056203-0.013345i,-0.016565+0.0028346i,-0.018601+0.0098273i,-0.020216+0.0035682i,-0.022761-0.004607i,-0.01926-0.0031945i,-0.008029+0.0033492i
0.025485-0.034435i,0.098653-0.10069i,0.24128-0.22329i,0.34625-0.36008i,0.28341-0.40123i,0.11437-0.31599i,0.02167-0.20017i,0.029204-0.1206i,0.035649-0.066439i,0.025395-0.023059i,0.021071+0.0045613i,0.019119+0.0082714i,0.0076926-0.0042977i,-0.011337-0.0084479i,-0.024651-0.0016331i,-0.021522+0.0019861i,-0.0069958+0.0022983i,0.0026919+0.0064239i,0.0026628+0.0099902i,0.00037713+0.0071501i,-0.002312-8.334e-05i,-0.0069927-0.0033508i,-0.0095924+0.0026951i
0.0063747+0.047818i,0.0059946+0.14869i,0.014425+0.31691i,0.054942+0.47489i,0.10685+0.5058i,0.12381+0.40574i,0.085365+0.29586i,0.035355+0.21022i,0.014705+0.12225i,0.0061311+0.057939i,-0.0032272+0.030491i,-0.0085072+0.029192i,-0.0038614+0.036226i,0.0060057+0.026369i,0.016763+0.0048839i,0.022252-0.007875i,0.0087816-0.0036234i,-0.0080075+0.0097192i,-0.0031006+0.013167i,0.012269+0.00033804i,0.016116-0.016288i,0.0090508-0.0229i,0.0076042-0.018203i
-0.012807-0.039677i,-0.012533-0.1455i,-0.027673-0.36051i,-0.12077-0.56839i,-0.26668-0.56068i,-0.3243-0.34508i,-0.23093-0.15264i,-0.099181-0.080952i,-0.032937-0.064481i,-0.023763-0.049804i,-0.020366-0.020728i,-0.0032175+0.0010679i,0.0073383+0.0033123i,0.0042866+0.013398i,-0.0019085+0.032608i,-0.0088831+0.045074i,-0.011768+0.034748i,-0.012922+0.0044404i,-0.014618-0.011239i,-0.0052792-0.0064856i,0.0062908-0.0065159i,0.004684-0.01213i,-0.0061251-0.010296i
-0.0098637+0.035275i,-0.027902+0.11417i,-0.011414+0.25582i,0.12568+0.35469i,0.34129+0.28418i,0.44801+0.10895i,0.37529-0.019324i,0.21885-0.05114i,0.095347-0.027244i,0.044316-0.014251i,0.021347-0.027731i,0.0022957-0.034008i,-0.0015743-0.030936i,-4.7409e-06-0.035498i,-0.0071268-0.040059i,-0.016098-0.037105i,-0.011876-0.026459i,0.0026751-0.015678i,0.0067615-0.018037i,-0.0057897-0.021805i,-0.015946-0.012073i,-0.012451-0.0019874i,-0.0078617-0.0029453i
-0.0015194-0.028337i,-0.041819-0.070162i,-0.14137-0.08951i,-0.31105+0.0024567i,-0.43986+0.1832i,-0.4272+0.28145i,-0.33413+0.23978i,-0.22141+0.1454i,-0.12082+0.070857i,-0.056299+0.041966i,-0.011546+0.032801i,0.0061075+0.0090711i,-0.0062368-0.0089626i,-0.015045-0.0019034i,-0.0029254+0.0071242i,0.022222+0.00038651i,0.042483-0.015675i,0.041735-0.024109i,0.023304-0.018041i,0.0048694-0.0041116i,0.0002675+0.011285i,0.0070461+0.019999i,0.012336+0.01913i
0.034517+0.037375i,0.094311+0.1038i,0.21649+0.17009i,0.3731+0.12045i,0.45334-0.08424i,0.38429-0.26984i,0.22989-0.27586i,0.09708-0.16417i,0.035509-0.06964i,0.010851-0.036847i,-0.017598-0.025537i,-0.028775-0.00027401i,-0.014238+0.019878i,0.0012321+0.019387i,0.013194+0.0089972i,0.016819+0.00091418i,0.0081072+0.0071484i,-0.0021656+0.015592i,-0.0083707+0.0098806i,-0.0099632+0.0016042i,-0.0069466-0.0017478i,-0.00021376-0.0039995i,0.0090406-0.0056236i
-0.010132-0.033033i,-0.013794-0.10596i,-0.043777-0.19494i,-0.1126-0.16901i,-0.16289+0.032729i,-0.11671+0.2446i,0.0025316+0.25349i,0.069382+0.12047i,0.05633+0.016094i,0.03284-0.023877i,0.028444-0.026687i,0.027807-0.017185i,0.019086-0.00095231i,0.010106+0.019094i,-0.0024055+0.035781i,-0.02033+0.049068i,-0.039099+0.05307i,-0.051675+0.048447i,-0.039106+0.039767i,-0.011582+0.0181i,0.00051901-0.0087801i,-0.003883-0.019928i,-0.0085724-0.017058i
-0.0047146+0.030614i,-0.011416+0.066922i,-0.012094+0.042265i,-0.023796-0.094222i,-0.065575-0.25211i,-0.10616-0.31892i,-0.12298-0.25787i,-0.09586-0.13852i,-0.030171-0.063342i,0.0026581-0.039029i,-0.0089129-0.018792i,-0.016856-0.0072757i,-0.018539-0.022149i,-0.024959-0.041565i,-0.034525-0.048609i,-0.042886-0.037644i,-0.032308-0.018714i,-0.0070593-0.013317i,0.0068482-0.018453i,0.007224-0.014889i,0.0042358-0.0059191i,-0.0040291-0.0011151i,-0.014477+0.0032592i
-0.016164-0.017973i,-0.070226-0.038088i,-0.1485-0.014583i,-0.19083+0.11272i,-0.10498+0.27698i,0.028922+0.3348i,0.086684+0.25587i,0.081672+0.13404i,0.049907+0.070275i,0.035512+0.053824i,0.045736+0.024091i,0.042891-0.01129i,0.027215-0.020965i,0.018979-0.012406i,0.025224-0.0066792i,0.041594-0.01652i,0.052097-0.029632i,0.053184-0.03004i,0.047178-0.019889i,0.027479-0.0061143i,0.0037679+0.0052827i,-0.0081463+0.0093499i,-0.0074697+0.010915i
0.030005+0.033182i,0.084537+0.086938i,0.18175+0.15836i,0.27772+0.12076i,0.2483-0.057887i,0.12156-0.16179i,0.059769-0.10364i,0.051973-0.024936i,0.025679-0.012078i,-0.0081758-0.0081946i,-0.017318+0.019958i,-0.0088719+0.036693i,-0.00035011+0.031365i,0.007518+0.021501i,0.015487+0.010969i,0.015988-0.00078396i,0.0062211-0.01187i,-0.0048619-0.018522i,-0.010868-0.019929i,-0.0099818-0.021958i,-0.0065577-0.0262i,-0.0041393-0.025212i,-0.00051306-0.016461i
-0.0063135-0.030628i,0.0032942-0.079862i,0.043449-0.13221i,0.067021-0.085014i,0.05844+0.076869i,0.069823+0.1563i,0.071835+0.069764i,0.049765-0.02753i,0.045836-0.032823i,0.054115-0.02086i,0.037897-0.03146i,0.019626-0.024414i,0.023053-0.0090211i,0.021449-0.0050113i,0.0030244+0.00040769i,-0.014409+0.010351i,-0.016042+0.023274i,-0.0039989+0.039823i,0.0098466+0.046487i,0.017149+0.03186i,0.013726+0.010692i,0.0061895+0.00029365i,0.00050133-0.0059135i
0.027858+0.050185i,0.057206+0.097612i,0.046383+0.072704i,-0.020558-0.06859i,-0.058171-0.19317i,-0.042221-0.17337i,-0.0025803-0.058636i,0.0048795+0.028776i,-0.035839+0.05001i,-0.067608+0.0513i,-0.061337+0.053154i,-0.04674+0.041251i,-0.037007+0.024392i,-0.018791+0.0044678i,0.0052413-0.01875i,0.024355-0.021939i,0.030846-0.0027793i,0.013582+0.016591i,-0.013929+0.023145i,-0.019758+0.017075i,-0.003342+0.0022022i,0.0063663-0.0086761i,0.0044073-0.0059857i
-0.06535-0.034263i,-0.16724-0.07778i,-0.24086-0.040997i,-0.15778+0.14178i,0.035098+0.33503i,0.1338+0.37814i,0.056395+0.27258i,-0.034386+0.13511i,-0.028344+0.036531i,0.0069965-0.025113i,0.020161-0.055054i,0.023044-0.056353i,0.019126-0.027799i,0.01652+0.021076i,0.02969+0.062279i,0.047269+0.074228i,0.042299+0.052636i,0.0089174+0.007436i,-0.028453-0.030588i,-0.03985-0.02757i,-0.023622-0.00071137i,-0.0068435+0.0082052i,-0.0015534+0.0033994i
0.047043+0.045648i,0.11806+0.15708i,0.1827+0.28758i,0.13581+0.27882i,-0.035146+0.066941i,-0.16428-0.16288i,-0.11568-0.2068i,-0.0052046-0.13063i,0.029307-0.063531i,0.012075-0.013388i,0.0033261+0.027939i,-0.0009234+0.045864i,-0.019359+0.038799i,-0.039721+0.024706i,-0.059384+0.015823i,-0.081922+0.013523i,-0.083454+0.015735i,-0.046216+0.0053554i,-0.0037972-0.020792i,0.0046876-0.040201i,-0.0059159-0.039382i,-0.0045393-0.031922i,0.00087086-0.032789i
-0.055294-0.0391i,-0.14909-0.1515i,-0.23951-0.29235i,-0.20165-0.29897i,-0.0062326-0.1034i,0.16396+0.093802i,0.14626+0.11296i,0.03693+0.035494i,-0.00051851-0.031684i,0.0076751-0.088706i,-0.0090523-0.11644i,-0.019985-0.10557i,-0.011702-0.091763i,-0.012668-0.078437i,-0.026168-0.063959i,-0.04506-0.054348i,-0.054888-0.029883i,-0.04203+0.018295i,-0.011619+0.055907i,0.014433+0.052142i,0.016516+0.031904i,0.0082132+0.030604i,0.0082247+0.037164i
0.089439+0.024508i,0.25908+0.066495i,0.41317+0.04194i,0.28927-0.071307i,-0.095365-0.14259i,-0.33984-0.089022i,-0.2619-0.024657i,-0.095557-0.011504i,-0.030126-0.0037198i,-0.019756+0.020156i,-0.0026649+0.040157i,0.0091462+0.033244i,0.0028994+0.011237i,-0.0028816-0.01116i,0.0095369-0.032429i,0.037539-0.05043i,0.052215-0.068954i,0.031787-0.083352i,-0.0015558-0.072052i,-0.01893-0.039801i,-0.022699-0.017233i,-0.029729-0.0073648i,-0.034091+0.0048094i
-0.11593+0.0066816i,-0.32457+0.021205i,-0.56604+0.081803i,-0.54042+0.19809i,-0.11774+0.2298i,0.29873+0.084914i,0.33624-0.092224i,0.15466-0.12304i,0.047602-0.052655i,0.030732-0.0226i,0.024187-0.027031i,0.023166-0.017432i,0.033984+0.0088428i,0.051925+0.032312i,0.066051+0.042274i,0.069675+0.044553i,0.062655+0.027388i,0.046555-0.015205i,0.024229-0.05563i,0.0025175-0.067284i,-0.012476-0.053868i,-0.020312-0.034699i,-0.014858-0.016569i
