0.0025211+0.0022129i,0.0024439-0.00035549i,0.0015791-0.0031407i,0.00037281-0.0034304i,-0.0013847-0.0013935i,-0.0026906+0.00093069i,-0.0017722+0.001933i,0.00051833+0.0017806i,0.0020747+0.00067027i,0.0016802-5.2552e-05i,0.0007177-0.00026362i,0.00025703-0.00094549i,-0.00074091-0.0010499i,-0.0015236-0.00024476i,-0.0015349+0.0003794i,-0.0010994+0.00040776i,-0.00054376+0.00011861i,0.00021018-0.00049098i,0.00078497+5.8456e-05i,0.00083385+0.00079471i,0.00031059-6.1846e-05i,-0.0001541-0.00095848i,4.0837e-05-0.00056908i
0.040626-0.44312i,0.093291-0.66185i,0.085954-0.58231i,0.0025076-0.28165i,-0.075048-0.018274i,-0.12047+0.11896i,-0.10872+0.149i,-0.057229+0.097574i,-0.024983+0.03856i,0.00013265+0.018656i,0.028563+0.0093648i,0.042422-0.0056804i,0.035968-0.018901i,0.018372-0.022091i,0.013292-0.016679i,0.022628-0.017684i,0.024394-0.020867i,0.012021-0.011727i,0.00047761+0.0027494i,0.0015079+0.0080603i,0.0052523+0.0038958i,0.0033242+0.00063482i,0.0008073+0.0020209i
0.005514+0.18396i,0.003517+0.34975i,0.031024+0.34254i,0.072328+0.14403i,0.082544-0.036108i,0.090747-0.10164i,0.088035-0.10508i,0.052845-0.07715i,0.024863-0.036118i,0.0091576-0.023957i,-0.016146-0.027407i,-0.036282-0.0078583i,-0.025241+0.01857i,-0.0033676+0.025094i,-0.0010177+0.021679i,-0.011188+0.025005i,-0.010751+0.026232i,0.0025323+0.016324i,0.009442+0.0054346i,0.0035755+0.0016865i,-0.0034214-0.00018834i,-0.0058313-0.0045465i,-0.0051458-0.0076746i
0.052848-0.30126i,0.030577-0.4645i,-0.030881-0.406i,-0.053203-0.19784i,-0.037795-0.071534i,-0.058326-0.027793i,-0.063423+0.014169i,-0.019241+0.030337i,0.013777+0.019553i,0.024346+0.019351i,0.034595+0.022319i,0.040515+0.014057i,0.031981+0.0044635i,0.017903+0.00055387i,0.012563-0.0057789i,0.012755-0.019589i,0.0053804-0.025289i,-0.0084934-0.015252i,-0.012635-0.0040264i,-0.0061789+0.00057844i,0.00061307+0.0048675i,0.0036709+0.0081882i,0.0021993+0.0089649i
0.14626+0.34585i,0.2431+0.48507i,0.26913+0.3909i,0.20154+0.1823i,0.1385+0.075981i,0.14437+0.030286i,0.12723-0.024499i,0.056966-0.038625i,0.0057653-0.01869i,-0.0060413-0.011876i,-0.013864-0.01632i,-0.035288-0.0099597i,-0.046194+0.0097951i,-0.035061+0.020437i,-0.024527+0.020406i,-0.019008+0.026518i,-0.0071056+0.029957i,0.0081566+0.017868i,0.013376+0.0019102i,0.0085218-0.004726i,0.0068209-0.0081166i,0.0099901-0.015285i,0.0089357-0.020944i
-0.19326-0.0971i,-0.33292-0.16286i,-0.34549-0.12316i,-0.20351-0.032995i,-0.065425-0.027897i,-0.041535-0.057266i,-0.046656-0.031841i,-0.0089269+0.0035991i,0.018919+0.0089295i,0.0078753+0.017831i,0.0020264+0.032935i,0.014863+0.020946i,0.017621-0.0047726i,0.0076545-0.014025i,0.00194-0.013674i,0.0013669-0.019884i,-0.0031827-0.024571i,-0.012956-0.014576i,-0.01556+0.00083045i,-0.010052+0.0060101i,-0.0087732+0.0095231i,-0.0095574+0.017664i,-0.0058837+0.020805i
0.14603+0.044824i,0.28246+0.047545i,0.2975+0.011705i,0.15289+0.010231i,0.019221+0.08234i,-0.0058027+0.13243i,0.0066716+0.096888i,-0.014484+0.032715i,-0.039278+0.0027565i,-0.032364-0.007072i,-0.017194-0.022348i,-0.019325-0.026562i,-0.029872-0.01247i,-0.029059+0.0036903i,-0.016256+0.013484i,-0.0035871+0.018515i,0.003083+0.016926i,0.0055206+0.0048809i,0.0030912-0.0080475i,-0.00080263-0.012952i,-0.0017718-0.016456i,-0.0021526-0.018866i,-0.0027722-0.015013i
-0.19667-0.057048i,-0.32458-0.020397i,-0.30803+0.050325i,-0.15839+0.056903i,-0.040819+0.006044i,0.0067796-0.021868i,0.030599-0.0084303i,0.044618+0.012936i,0.041224+0.014386i,0.016976+0.0073444i,-0.0023036+0.012968i,0.0076578+0.015018i,0.027492-0.0011724i,0.029048-0.017131i,0.014939-0.023009i,-0.00067436-0.025276i,-0.0080564-0.023169i,-0.0061053-0.01087i,-0.00073014+0.0036611i,4.4673e-05+0.0088587i,-0.0026391+0.010859i,-0.0034075+0.014776i,0.00044429+0.015339i
0.17271-0.098975i,0.27109-0.18403i,0.23131-0.2072i,0.07791-0.13857i,-0.037403-0.061608i,-0.073168-0.016595i,-0.070459+0.0017518i,-0.056574-0.0056734i,-0.040556-0.017497i,-0.018301-0.024532i,-0.0004192-0.028564i,-0.00015079-0.021852i,-0.0082193-0.0084766i,-0.011628+0.0010897i,-0.003915+0.0096952i,0.010888+0.020058i,0.018342+0.02331i,0.011395+0.01127i,-0.0012543-0.0047428i,-0.0053994-0.010786i,-0.0009274-0.016576i,-0.00010865-0.027723i,-0.0072982-0.029389i
-0.058399+0.15711i,-0.10173+0.27381i,-0.096827+0.27015i,-0.038782+0.14235i,0.022933+0.036596i,0.054435+0.0075277i,0.062691+0.0056829i,0.05561+0.0015111i,0.04106+0.00046598i,0.023825+0.0021941i,0.0086782+0.0055414i,0.004813+0.01122i,0.014405+0.012252i,0.021265+0.0028146i,0.012118-0.0096695i,-0.0012896-0.017165i,-0.0040639-0.017791i,0.0044617-0.0077745i,0.01483+0.0069934i,0.01643+0.015614i,0.010013+0.020704i,0.0059594+0.025143i,0.0065319+0.020754i
0.021067-0.12879i,0.0014522-0.25084i,-0.012234-0.27584i,0.0019293-0.18839i,0.013123-0.11679i,-0.0071309-0.10557i,-0.043764-0.083706i,-0.046348-0.036448i,-0.01906-0.0095275i,0.00080744-0.0028102i,0.0054076+0.0012257i,0.0015783+0.0042075i,-0.0074615+0.007328i,-0.013174+0.013401i,-0.0061363+0.017871i,0.005007+0.018748i,0.0049213+0.016214i,-0.0023115+0.0056613i,-0.0054905-0.0088503i,-0.0028792-0.017169i,0.0038482-0.019625i,0.0085965-0.020342i,0.0070683-0.015699i
0.046828+0.1475i,0.11288+0.24902i,0.13852+0.25915i,0.09083+0.18599i,0.025292+0.14482i,0.0020916+0.15335i,0.021291+0.1202i,0.026454+0.046554i,0.0026933+0.0085005i,-0.0091187+0.0072283i,-0.0022268+0.00037041i,-0.0024758-0.007482i,-0.0032682-0.0015349i,0.0033726+0.0027263i,0.0011001-0.0020128i,-0.009917-0.0068172i,-0.0146-0.00748i,-0.011481-0.003971i,-0.0093036+0.00085084i,-0.010314+0.0025668i,-0.010972+0.0045526i,-0.0091403+0.0084085i,-0.0044908+0.0069065i
-0.13954-0.14057i,-0.24423-0.22437i,-0.25164-0.2147i,-0.13348-0.12638i,0.0022148-0.081863i,0.050454-0.10078i,0.024737-0.086765i,0.000846-0.028178i,0.0042159+0.012237i,0.006221+0.017666i,-0.0017845+0.016805i,-0.0038508+0.016704i,-0.0038702+0.0074305i,-0.006897+0.0014004i,-0.0046907+0.0067918i,0.0041656+0.015086i,0.010179+0.020083i,0.0067767+0.019941i,-0.00015981+0.015485i,-0.00378+0.0094429i,-0.0047709+0.0040687i,-0.004555+0.00030075i,-0.0036349+0.002537i
0.15767+0.052118i,0.2861+0.098576i,0.29702+0.10614i,0.13994+0.071567i,-0.042148+0.070082i,-0.097414+0.090396i,-0.053939+0.061231i,-0.015887+0.00087712i,-0.017544-0.031293i,-0.02041-0.025436i,-0.0077725-0.018663i,-0.0042999-0.02101i,-0.008988-0.013027i,-0.0064494-0.0039412i,-0.0011461-0.0076537i,-0.00058739-0.016814i,-7.0757e-05-0.023765i,0.0049679-0.024351i,0.0091617-0.017519i,0.0091111-0.0081763i,0.0058841-0.00091528i,0.00074758+0.00099277i,-0.0041538-0.0027377i
-0.15393-0.011251i,-0.28587-0.019617i,-0.3035-0.015799i,-0.14741-0.014963i,0.035725-0.056939i,0.1044-0.091469i,0.081726-0.064128i,0.048079-0.013559i,0.034412+0.010012i,0.020469+0.0083727i,0.0049283+0.011594i,0.0067019+0.015676i,0.015487+0.0072098i,0.012946-0.00066265i,0.0035044+0.00085113i,-0.0029193+0.0074766i,-0.0062576+0.012709i,-0.0070171+0.012615i,-0.0012448+0.0066857i,0.0053715+0.00016825i,0.0084568-0.0035221i,0.010773-0.0041757i,0.01114+0.00041087i
0.18573-0.027452i,0.31973-0.05778i,0.31716-0.072423i,0.15113-0.051709i,-0.0095264-0.0064958i,-0.066182+0.016802i,-0.052192+0.0037734i,-0.025552-0.023515i,-0.015458-0.036443i,-0.011357-0.024601i,-0.0049561-0.015186i,-0.0061087-0.016418i,-0.014028-0.010338i,-0.014024+0.0011596i,-0.0036097+0.004094i,0.0032772-0.0017254i,0.0028676-0.0079684i,-0.002349-0.012999i,-0.010274-0.012838i,-0.01103-0.0088948i,-0.0071564-0.008381i,-0.008588-0.011305i,-0.014142-0.014071i
-0.14705+0.086886i,-0.26905+0.15384i,-0.27083+0.17044i,-0.12408+0.12551i,0.015807+0.0808i,0.067359+0.06848i,0.059334+0.071494i,0.038891+0.070529i,0.026687+0.05449i,0.016942+0.026464i,0.0083464+0.011715i,0.0099885+0.011662i,0.017998+0.0077705i,0.018336-0.00017185i,0.009127+0.00073519i,0.0023946+0.01021i,0.0032515+0.017749i,0.0079918+0.023422i,0.010929+0.025923i,0.008013+0.020956i,0.0045208+0.017236i,0.0064275+0.020493i,0.01104+0.022625i
0.081027-0.11645i,0.16689-0.20739i,0.17985-0.21923i,0.091649-0.13837i,0.010843-0.063453i,-0.0071178-0.047282i,-0.0040242-0.055878i,-0.0087256-0.047696i,-0.0084939-0.021698i,-0.0020373-0.0022525i,-0.0027481+0.0020584i,-0.012111+0.00045864i,-0.02162+0.00098565i,-0.024348+0.0047927i,-0.014348+0.0034931i,-0.0015726-0.004724i,0.003403-0.015356i,0.004645-0.025906i,0.002001-0.02713i,-0.0015239-0.017083i,-0.0020913-0.0096642i,-0.0023596-0.012443i,-0.0067548-0.018469i
-0.064245+0.12631i,-0.10913+0.22678i,-0.13207+0.24165i,-0.11477+0.16044i,-0.095102+0.093065i,-0.088385+0.086508i,-0.05895+0.09011i,-0.0212+0.062793i,-0.0074931+0.022521i,-0.0064691-0.00053933i,0.0016807-0.0066238i,0.015201-0.0062392i,0.027005-0.0055919i,0.02983-0.0067299i,0.017499-0.004122i,0.00086664+0.0041311i,-0.0098164+0.01208i,-0.01477+0.016748i,-0.014511+0.016655i,-0.010993+0.012167i,-0.006353+0.00916i,-0.00092018+0.011577i,0.0054343+0.013138i
0.0095699-0.13506i,0.025826-0.2444i,0.050531-0.27295i,0.067607-0.20588i,0.084627-0.14199i,0.10155-0.12588i,0.072782-0.11643i,0.016146-0.080736i,-0.010834-0.028509i,-0.0068016+0.0038681i,-0.0088829+0.0069231i,-0.021093+0.0025142i,-0.0275-0.00050284i,-0.024439-0.0013387i,-0.011743-0.0021269i,0.00042073-0.0060238i,0.0050635-0.0069549i,0.0071306-0.004613i,0.0079889-0.0029043i,0.0078682-0.0027764i,0.0049848-0.0075448i,-0.0014188-0.013604i,-0.0080685-0.013094i
0.035669+0.11077i,0.048401+0.21266i,0.035761+0.24609i,-0.0018191+0.1632i,-0.072372+0.069347i,-0.13172+0.055943i,-0.10454+0.075574i,-0.029684+0.052551i,0.001993+0.00098483i,-0.0029035-0.01807i,0.0071174-0.0093408i,0.022829-0.0055348i,0.026196-0.0026649i,0.023467+0.00051992i,0.014655+0.00075694i,0.0048517+0.0016075i,0.00026167+0.0012077i,3.8916e-05+3.2245e-05i,0.0015116-0.0023112i,-9.209e-05-0.0049476i,-0.0026074-0.00018816i,0.00052925+0.0099276i,0.0088713+0.013341i
-0.045885-0.083535i,-0.067981-0.17206i,-0.051286-0.21166i,0.026049-0.13931i,0.14739-0.046248i,0.20944-0.035231i,0.1518-0.060823i,0.055136-0.044378i,0.010968+0.00071436i,0.010186+0.016816i,-0.00064689+0.0062392i,-0.018376+0.0043016i,-0.022082+0.006306i,-0.020495+0.0036484i,-0.014948+0.0038945i,-0.0058099+0.0025667i,0.0014812-0.0029657i,0.0054438-0.0091077i,0.0043123-0.01077i,0.0020908-0.0080954i,0.0036933-0.0074638i,0.0016782-0.011157i,-0.0069411-0.010847i
0.069339+0.068381i,0.11321+0.14981i,0.11217+0.20326i,0.039366+0.16079i,-0.078263+0.080158i,-0.15093+0.049853i,-0.11421+0.060907i,-0.022806+0.047513i,0.01893-0.00078305i,0.005363-0.021762i,0.0043427-0.0055351i,0.020021+0.0034347i,0.021613+0.0028281i,0.015687+0.004374i,0.010203+0.003178i,0.0049825+0.0026816i,-0.0011368+0.0032398i,-0.010274+0.0033862i,-0.014116+0.0042948i,-0.01062+0.0052173i,-0.0061793+0.0062617i,-0.00031822+0.0075418i,0.0055906+0.0048872i
-0.082048-0.042465i,-0.15498-0.10817i,-0.17802-0.13891i,-0.10843-0.07578i,0.0081695+0.009405i,0.093771+0.023798i,0.082961-0.019153i,0.0054336-0.031819i,-0.030949+0.0064992i,-0.011414+0.023045i,-0.0061914+0.0015572i,-0.022364-0.011795i,-0.024259-0.010643i,-0.014187-0.009353i,-0.0060701-0.0066396i,-0.00091957-0.0030115i,0.0034184+0.0039708i,0.0093412+0.014467i,0.013296+0.019894i,0.012544+0.015569i,0.0087088+0.0054546i,0.00089331-0.0010836i,-0.0062727+0.0015715i
0.071508+0.021293i,0.15134+0.072806i,0.17666+0.099103i,0.092067+0.045608i,-0.02646-0.022337i,-0.087744-0.0306i,-0.063244+0.010009i,-0.0010857+0.032051i,0.025608+0.008142i,0.0081445-0.0079573i,0.0018905+0.0069715i,0.01504+0.0169i,0.014535+0.0119i,0.0052174+0.0063152i,0.00091882+0.00074453i,8.6997e-05-0.0027406i,0.00023363-0.0050701i,0.00054914-0.011034i,0.0016699-0.015585i,0.0016332-0.013999i,-0.00049131-0.0076705i,0.0027319-0.0033347i,0.010283-0.0079424i
-0.072989-0.0047722i,-0.15936-0.046355i,-0.21136-0.079883i,-0.15622-0.058576i,-0.047331-0.020492i,0.016497-0.017814i,0.012781-0.044073i,-0.021799-0.061111i,-0.041298-0.034274i,-0.018694-0.0039563i,-0.0015086-0.011873i,-0.011533-0.021717i,-0.012282-0.015169i,-0.0019579-0.0072813i,0.0023962+0.00068414i,0.0014982+0.0043891i,-0.0010749+0.0016676i,-0.0043919-0.00083116i,-0.0082682-0.0018543i,-0.0089283-0.0010854i,-0.0057383+0.00038471i,-0.0066239+0.0013839i,-0.011448+0.0074792i
0.077392-0.0074166i,0.17368+0.00082024i,0.24885+0.017134i,0.22673-6.7294e-05i,0.13753-0.02367i,0.074133+0.006002i,0.055584+0.055518i,0.055762+0.070907i,0.050387+0.038061i,0.018223+0.0033775i,-0.0029454+0.010286i,0.0072189+0.022821i,0.010315+0.015262i,0.00026405+0.0064165i,-0.0037314+0.0036452i,-0.00082929+0.0036626i,0.00062994+0.00064785i,-0.0045668-0.0055769i,-0.0094029-0.006948i,-0.0069054-0.004645i,-0.0015703-0.0030457i,0.0032754-0.0035192i,0.0075513-0.0087946i
-0.06669+0.025023i,-0.16286+0.031178i,-0.24415+0.026358i,-0.22007+0.03517i,-0.12747+0.033557i,-0.073669-0.020156i,-0.053751-0.072558i,-0.035363-0.086725i,-0.027326-0.062962i,-0.008883-0.024838i,0.0073849-0.018234i,-0.0021789-0.025197i,-0.0068121-0.016947i,0.0017134-0.0074774i,0.00309-0.002475i,-0.00043259+0.00050358i,-0.0012108+0.0040521i,0.0024984+0.011907i,0.0058594+0.016113i,0.0038173+0.012679i,0.001711+0.0086706i,-0.0010087+0.0080867i,-0.0042325+0.012976i
0.058696-0.027777i,0.1641-0.048051i,0.26201-0.056267i,0.2453-0.039398i,0.15862+0.022842i,0.1093+0.10084i,0.075468+0.13085i,0.039009+0.12381i,0.027863+0.088951i,0.012845+0.036016i,-0.0088609+0.016341i,-0.0059335+0.019962i,-0.0018909+0.012703i,-0.0083204+0.0023434i,-0.0093712-0.0040537i,-0.0061245-0.0040404i,-0.00023945-0.0014342i,0.0062106-0.0040325i,0.0095768-0.0072726i,0.0085836-0.0076188i,0.0047984-0.0090029i,0.0040179-0.013168i,0.0051054-0.020925i
-0.057377+0.041675i,-0.15897+0.074884i,-0.27042+0.10731i,-0.27262+0.096325i,-0.19937-0.0028046i,-0.14788-0.10995i,-0.089524-0.13839i,-0.02779-0.12829i,-0.009071-0.093964i,-0.0001283-0.036391i,0.017284-0.012965i,0.013438-0.01805i,0.0045232-0.011458i,0.0073336-0.0011038i,0.0072413+0.0019078i,0.0031151-5.8651e-05i,-0.0011139-0.0017309i,-0.0041003-0.00096035i,-0.0039594-0.00041597i,-0.0032972+0.0011286i,-0.002595+0.0044964i,-0.0034999+0.0092642i,-0.0051111+0.016483i
0.043665-0.056474i,0.14401-0.11091i,0.25129-0.16636i,0.23618-0.15686i,0.14495-0.029007i,0.098047+0.10892i,0.054376+0.14445i,-0.0041421+0.13193i,-0.017288+0.10185i,-0.011103+0.044387i,-0.019456+0.01346i,-0.01466+0.015279i,-0.0048493+0.011471i,-0.0035738+0.0044678i,5.213e-05+0.0029181i,0.003411+0.00096831i,0.0018477-0.002484i,-0.0033313-0.0056406i,-0.0079777-0.0065785i,-0.0064816-0.0075499i,-0.0024289-0.0084898i,-0.00059506-0.0088807i,1.8806e-05-0.013238i
-0.028506+0.050842i,-0.12206+0.12303i,-0.21841+0.19434i,-0.19184+0.16343i,-0.092622-0.0016799i,-0.050011-0.14996i,-0.01438-0.16534i,0.041828-0.13689i,0.040722-0.10746i,0.017267-0.04617i,0.022793-0.0068502i,0.020949-0.005353i,0.010024-0.0032126i,0.0057547+0.0019516i,0.0027409+0.0045742i,0.0025045+0.0051537i,0.0022355+0.0047463i,-0.0011536+0.0064197i,-0.0048627+0.0074157i,-0.005806+0.0067735i,-0.0012266+0.0070181i,0.0046921+0.0091305i,0.0071698+0.013821i
0.025874-0.055818i,0.11345-0.14809i,0.20605-0.23587i,0.18938-0.20465i,0.10027-0.03424i,0.048698+0.12139i,0.0013589+0.14469i,-0.057564+0.12097i,-0.05536+0.096577i,-0.026506+0.039725i,-0.027905+0.0010713i,-0.027191+0.00085698i,-0.015128+0.0011968i,-0.0082574-0.00088748i,-0.0050923-0.00080016i,-0.0027783-0.00091894i,0.0018646-0.00039809i,0.0078778-0.00066164i,0.0091122-0.00093535i,0.0045282-0.0013246i,-0.0011197-0.0045484i,-0.0057751-0.0092931i,-0.0072099-0.013708i
-0.0050747+0.068564i,-0.072665+0.17612i,-0.14633+0.29288i,-0.11374+0.28536i,-0.015419+0.11849i,0.029989-0.051387i,0.057099-0.091175i,0.096444-0.079795i,0.079748-0.073448i,0.035624-0.032255i,0.027631+0.0038337i,0.022628+0.0039374i,0.0059122-0.00078127i,-0.0047712-0.0031363i,-0.0091873-0.0035801i,-0.0067819+0.00045415i,-0.0021183+0.0028686i,0.0019694+0.0023637i,0.0052006-1.9573e-05i,0.0062057+0.00046574i,0.0059911+0.0044373i,0.0056312+0.0071799i,0.0062674+0.0098128i
-0.0065601-0.056686i,0.035657-0.16997i,0.085175-0.29351i,0.043104-0.28555i,-0.053873-0.11897i,-0.087291+0.033477i,-0.099141+0.05827i,-0.12806+0.052784i,-0.10114+0.059486i,-0.044112+0.026067i,-0.029291-0.0079781i,-0.024667-0.0076021i,-0.0085029-0.00028377i,0.0031411+0.0041909i,0.0069808+0.0045708i,0.0023323-8.2425e-05i,-0.0032195-0.003816i,-0.0040056-0.0050911i,-0.0021137-0.0065517i,0.00095171-0.0078457i,-1.6747e-06-0.0068205i,-0.0045715-0.0055855i,-0.007784-0.0061396i
0.020204+0.046356i,-0.0061564+0.15267i,-0.062252+0.28821i,-0.048092+0.31322i,0.038386+0.17662i,0.084109+0.038712i,0.1073+0.0047833i,0.13373-0.01392i,0.099874-0.036881i,0.040752-0.013482i,0.025504+0.013669i,0.023109+0.010173i,0.010332+0.00065178i,0.00032337-0.0055853i,-0.0017302-0.0076059i,0.00088275-0.0036685i,-0.00016269+0.0019064i,-0.0056441+0.0050354i,-0.009902+0.0044564i,-0.0092671+0.0024947i,-0.001456+0.0019961i,0.0071738+0.0021768i,0.0084942+0.0035131i
-0.03016-0.038415i,-0.023376-0.14522i,0.014584-0.30432i,-0.0055981-0.37758i,-0.090306-0.2797i,-0.12115-0.14339i,-0.12232-0.088771i,-0.13699-0.052335i,-0.10442-0.0085359i,-0.045113-0.0085302i,-0.025233-0.024208i,-0.021786-0.017074i,-0.0082146-0.0033169i,0.0056378+0.0066218i,0.0099259+0.01104i,0.0059945+0.0070578i,0.0023164-8.9531e-05i,0.002032-0.0014274i,0.0019687+0.0046846i,0.00089832+0.0080087i,-0.00071605+0.0041013i,-0.003954-0.00037161i,-0.0057008-0.0030885i
0.036923+0.01083i,0.0359+0.097528i,0.0095471+0.25832i,0.038272+0.35728i,0.12109+0.29701i,0.1447+0.19103i,0.14134+0.13674i,0.15474+0.081691i,0.11605+0.020862i,0.048182+0.011266i,0.021724+0.021571i,0.014167+0.013838i,-0.00055715+0.0040466i,-0.010443-0.003085i,-0.010407-0.0071908i,-0.0045193-0.0048309i,0.00069954-0.0012325i,0.0022766-0.0014539i,0.0028497-0.0035928i,0.002915-0.0027217i,0.0024606-0.00043218i,0.0038339+0.00044365i,0.0038306+0.00015002i
-0.026684+0.0045799i,-0.020634-0.068786i,0.0095771-0.24016i,-0.0044045-0.37485i,-0.069381-0.34815i,-0.096917-0.25391i,-0.10388-0.18982i,-0.12023-0.12217i,-0.090765-0.051253i,-0.035754-0.02692i,-0.012551-0.027306i,-0.0073601-0.017191i,0.00064069-0.0027615i,0.0069519+0.0080139i,0.0062169+0.01204i,0.0020171+0.0092686i,0.00085198+0.0033144i,0.0020729-0.0030936i,0.0028699-0.0054657i,0.0030201-0.0035673i,0.0011419-0.00096975i,-0.0026888+0.0015587i,-0.003685+0.0028936i
0.018457-0.022237i,0.0077705+0.039443i,-0.015015+0.22706i,0.007081+0.4083i,0.064745+0.42168i,0.082084+0.3352i,0.090405+0.25703i,0.11696+0.1729i,0.094043+0.08516i,0.039281+0.04465i,0.016462+0.035246i,0.011172+0.018889i,-0.00028062+0.00076269i,-0.007793-0.0086472i,-0.0066708-0.011918i,-0.0037782-0.010019i,-0.002293-0.0035892i,-0.0034244+0.0016644i,-0.0067574+5.293e-05i,-0.0080765-0.0034631i,-0.0037873-0.0026691i,0.0022267-0.0024147i,0.0032177-0.0016682i
0.0049895+0.031303i,0.027134-0.022346i,0.044539-0.20407i,0.010017-0.39037i,-0.047888-0.42107i,-0.060378-0.34957i,-0.069258-0.27176i,-0.097847-0.18109i,-0.079379-0.091366i,-0.032574-0.047135i,-0.011562-0.030312i,-0.0035761-0.01332i,0.0059175-0.00070931i,0.010531+0.007098i,0.0096893+0.011329i,0.0072564+0.011151i,0.0050626+0.0075101i,0.0033115+0.0044953i,0.0016213+0.0058283i,0.0005048+0.0063626i,-0.00021509+0.0017796i,-0.0005358-0.0013262i,0.00075513-0.00029085i
-0.029269-0.044877i,-0.071281+0.0084306i,-0.10188+0.19493i,-0.077253+0.39238i,-0.023934+0.43443i,0.00049901+0.36553i,0.02709+0.28863i,0.067689+0.1987i,0.061496+0.10646i,0.022251+0.054579i,0.00072641+0.03368i,-0.0046389+0.018938i,-0.0067657+0.0063373i,-0.0071362-0.0012415i,-0.0046912-0.0054399i,-0.0027066-0.0079553i,-0.0039973-0.006811i,-0.0028783-0.002841i,0.0017403-0.0015612i,0.0031585-0.0017078i,0.0011571-0.00032812i,-0.00051379-0.0016083i,-0.0031172-0.0046617i
0.056691+0.028188i,0.11392-0.028355i,0.14393-0.21468i,0.11205-0.4164i,0.061657-0.45948i,0.041343-0.38021i,0.0052168-0.298i,-0.048218-0.21017i,-0.052744-0.11537i,-0.021722-0.057693i,-0.0049447-0.033585i,-0.0013271-0.015773i,0.0030234+0.00037301i,0.0055152+0.0087661i,0.0041295+0.010939i,0.0032989+0.011057i,0.0039681+0.006726i,0.0032255-4.5283e-05i,0.0029408-0.0021796i,0.0036504-0.0018226i,0.0025261-0.0020683i,0.0014571+0.0012006i,0.0037413+0.0049878i
-0.074685-0.018053i,-0.15006+0.045079i,-0.18801+0.22978i,-0.14728+0.41829i,-0.085391+0.44541i,-0.060413+0.36174i,-0.021117+0.28282i,0.032035+0.20042i,0.038047+0.11285i,0.014009+0.057327i,-0.00022846+0.029386i,-0.0050232+0.011695i,-0.0067319+0.0014622i,-0.0074324-0.0033832i,-0.008216-0.0043524i,-0.0082034-0.0035366i,-0.0070652-0.0023339i,-0.0058845-0.00097823i,-0.0046234-0.00057776i,-0.0020154+0.00070681i,0.0010339+0.0016202i,0.0016729-0.00041172i,-0.0012769-0.0027537i
0.095306-0.0045949i,0.18676-0.084664i,0.23023-0.26704i,0.18713-0.42796i,0.12868-0.41657i,0.10201-0.31777i,0.0542-0.25192i,-0.007427-0.19067i,-0.025465-0.11267i,-0.0083182-0.056777i,0.0062438-0.031159i,0.0082875-0.015977i,0.005752-0.0037501i,0.0052082+0.0016504i,0.0050805+0.0020872i,0.0058659+0.0031349i,0.0086633+0.0034032i,0.0076301+0.0015272i,0.0018677+0.00082754i,-0.0028084+0.00081814i,-0.0037952-0.0021287i,-0.0024329-0.0028501i,0.0011807+0.00065216i
-0.10612+0.036241i,-0.20711+0.13896i,-0.25414+0.32723i,-0.20776+0.46068i,-0.15668+0.41165i,-0.1311+0.29744i,-0.068552+0.23429i,0.0017815+0.17532i,0.017383+0.10109i,0.0014762+0.051964i,-0.006803+0.030229i,-0.0054518+0.014671i,-0.0031693+0.0012219i,-0.0027749-0.0041278i,-0.0023242-0.0042597i,-0.004193-0.0032339i,-0.0070609-0.001346i,-0.0065082+0.0011362i,-0.0022839+0.0020301i,0.0011162+0.0022468i,0.0013209+0.0029336i,-0.00039428+0.0017022i,-0.004393-0.0011333i
0.1001-0.069675i,0.19761-0.19946i,0.23353-0.38393i,0.1823-0.47362i,0.13972-0.38263i,0.12151-0.25789i,0.067449-0.20315i,0.0089842-0.15584i,-0.0050551-0.093533i,0.0033004-0.049614i,0.0065826-0.025531i,0.0052519-0.010721i,0.0042382-0.0005589i,0.0055318+0.002589i,0.0063835+6.4788e-06i,0.0057131-0.0016383i,0.0058064-0.00099219i,0.0048897-0.0018145i,0.0020999-0.0036672i,0.00013705-0.003399i,-0.00046351-0.0024032i,0.0011794-0.00054674i,0.0052731+0.00098219i
-0.090474+0.096596i,-0.17982+0.25236i,-0.20864+0.42731i,-0.16231+0.46431i,-0.13282+0.32852i,-0.11683+0.19773i,-0.063259+0.16149i,-0.01005+0.13178i,0.0023237+0.0797i,-0.0057446+0.041676i,-0.0091463+0.02269i,-0.0058431+0.011586i,-0.0035401+0.0030195i,-0.0047326-0.0002519i,-0.0053227+0.0033801i,-0.006023+0.0067219i,-0.0064656+0.0054089i,-0.005225+0.0034645i,-0.0022084+0.0019516i,0.00063915+0.000474i,0.0022993+0.0010551i,0.0013915+0.00059578i,-0.0028426-0.001934i
0.066595-0.12602i,0.13374-0.30522i,0.15565-0.47353i,0.13253-0.4701i,0.13168-0.30403i,0.12241-0.16732i,0.065986-0.13586i,0.016537-0.11375i,0.0058231-0.068465i,0.010614-0.035783i,0.0097082-0.02122i,0.0039013-0.011822i,0.001387-0.0032344i,0.0043437+0.001854i,0.0073905-0.00026659i,0.0086144-0.0048243i,0.0084358-0.0061966i,0.0059904-0.0051555i,0.0021837-0.0023741i,-0.0012326-0.00028494i,-0.0031586-0.00092784i,-0.0033866+9.115e-05i,-0.00021387+0.0025643i
