0.0025211+0.0022129i,0.0024439-0.00035549i,0.0015791-0.0031407i,0.00037281-0.0034304i,-0.0013847-0.0013935i,-0.0026906+0.00093069i,-0.0017722+0.001933i,0.00051833+0.0017806i,0.0020747+0.00067027i,0.0016802-5.2552e-05i,0.0007177-0.00026362i,0.00025703-0.00094549i,-0.00074091-0.0010499i,-0.0015236-0.00024476i,-0.0015349+0.0003794i,-0.0010994+0.00040776i,-0.00054376+0.00011861i,0.00021018-0.00049098i,0.00078497+5.8456e-05i,0.00083385+0.00079471i,0.00031059-6.1846e-05i,-0.0001541-0.00095848i,4.0837e-05-0.00056908i
-0.03525+0.13517i,-0.069952+0.32779i,-0.078311+0.48929i,-0.066404+0.46043i,-0.074532+0.27977i,-0.074098+0.14382i,-0.036895+0.11214i,-0.0084628+0.090838i,-0.0078452+0.052126i,-0.012702+0.026345i,-0.0085213+0.016382i,0.00010239+0.0095961i,0.0034842+0.00065385i,-0.00046495-0.0026159i,-0.0054962+0.0023863i,-0.0063746+0.0076295i,-0.0059453+0.0072768i,-0.005184+0.0041286i,-0.0031977+0.0024894i,-0.00081416+0.0016217i,0.00021227+0.0011865i,-0.00068424+0.00097138i,-0.0034157+0.00085771i
0.0035574-0.14412i,0.0029477-0.33778i,-0.0019058-0.48321i,0.0052835-0.42029i,0.036577-0.21587i,0.052078-0.087777i,0.029939-0.078835i,0.012952-0.07459i,0.014728-0.045113i,0.016897-0.023591i,0.010325-0.01397i,0.00079679-0.0055569i,-0.0016839+0.0017679i,0.0037434+0.0032439i,0.0084314-0.0022731i,0.0082989-0.0079452i,0.0064838-0.0068808i,0.0050396-0.0028159i,0.0026006-0.0012731i,-0.0013747-0.0020957i,-0.0027416-0.0031822i,0.00028506-0.0032113i,0.0037823-0.0026312i
0.031844+0.14039i,0.066461+0.32595i,0.082749+0.46309i,0.048198+0.39548i,-0.012854+0.19621i,-0.034576+0.080644i,-0.011867+0.073939i,0.0016086+0.06372i,-0.0054189+0.034202i,-0.010407+0.01753i,-0.0055012+0.010792i,0.00082927+0.0055092i,0.0016327+0.00048765i,-0.0036411-0.0017147i,-0.0080649+0.0025508i,-0.0070979+0.0091383i,-0.004646+0.0099402i,-0.0032314+0.0048144i,-0.0012594+0.00063991i,0.00064396-0.00018144i,0.0010771+0.00038143i,-0.0013686+0.00046402i,-0.0058295-0.00089016i
-0.06125-0.12467i,-0.12916-0.29519i,-0.16613-0.42056i,-0.12578-0.35711i,-0.05175-0.17315i,-0.016069-0.069452i,-0.012819-0.059139i,-0.0013355-0.044073i,0.014564-0.01868i,0.017286-0.0074254i,0.0082327-0.0056687i,-0.0030731-0.0028669i,-0.0063093+0.0044358i,0.00088049+0.007885i,0.0076481+0.001345i,0.0075925-0.0066963i,0.004831-0.0082944i,0.001775-0.0054765i,-0.0015474-0.0032125i,-0.0023554-0.0021996i,0.00039616-0.001255i,0.0036051-0.0010502i,0.0069967-0.00064656i
0.090141+0.10496i,0.18623+0.24864i,0.23985+0.35443i,0.18908+0.28685i,0.095592+0.11986i,0.048358+0.04239i,0.032801+0.048118i,0.0080118+0.041662i,-0.014551+0.023673i,-0.017188+0.014988i,-0.0063786+0.0079958i,0.0019346-0.00062767i,0.00058133-0.0070907i,-0.0067228-0.0085557i,-0.01164-0.0023946i,-0.0088502+0.0058949i,-0.0034868+0.0080232i,-0.0012221+0.0054466i,-0.00099161+0.0032925i,-0.00096733+0.0022591i,-0.00019602+0.0017728i,-9.2396e-07+0.00079972i,-0.0028309-0.00054194i
-0.10352-0.079103i,-0.21948-0.19556i,-0.28448-0.28307i,-0.22142-0.22991i,-0.11123-0.099412i,-0.062889-0.040903i,-0.047482-0.040767i,-0.019504-0.028172i,0.0018537-0.010349i,0.00541-0.0031644i,0.0017549-0.00046238i,-0.001644+0.0028153i,-0.00094137+0.0071407i,0.0046402+0.0083404i,0.0079245+0.003463i,0.0060213-0.0035742i,0.0038961-0.0072162i,0.0031902-0.0059415i,0.001293-0.0030667i,-0.00037702-0.0017229i,-0.0011607-0.002134i,0.00010596-0.0029128i,0.0030441-0.0015266i
0.11224+0.048624i,0.24222+0.13318i,0.3169+0.20653i,0.25684+0.17677i,0.15157+0.088241i,0.098285+0.048005i,0.062673+0.039348i,0.016544+0.018617i,-0.013971+0.0015598i,-0.017889-0.0015731i,-0.0094812-0.0014025i,-0.0010463-0.0045791i,0.001755-0.0096839i,-0.0026882-0.011725i,-0.0071235-0.0078548i,-0.0052035-0.00032351i,-0.00068732+0.0042219i,0.0017573+0.0023989i,0.0013963-0.00050451i,0.00015435-0.00017926i,-0.00081084+0.0017796i,-0.002718+0.0031961i,-0.0054734+0.0034504i
-0.11396-0.010838i,-0.24693-0.061902i,-0.32648-0.1134i,-0.26755-0.1009i,-0.16607-0.049451i,-0.11363-0.034681i,-0.071919-0.035919i,-0.022244-0.022776i,0.0076715-0.013935i,0.011341-0.01162i,0.0037571-0.0052134i,-0.0011515+0.0038055i,0.00033742+0.010006i,0.0056287+0.010221i,0.00917+0.0040228i,0.0064132-0.0020923i,0.0023116-0.0036734i,0.00079523-0.0021982i,-0.00038476-0.00057515i,-0.00064651-0.00093109i,0.00088066-0.0013911i,0.0038641-0.0026671i,0.0068211-0.0043646i
0.1037-0.012461i,0.23253+0.0041404i,0.30888+0.040326i,0.25023+0.05124i,0.15823+0.033013i,0.11392+0.031027i,0.075377+0.027121i,0.030932+0.0070569i,0.0041348-0.0040279i,-0.0013791-0.004526i,-8.5298e-05-0.0057242i,-0.00057199-0.0082356i,-0.0012534-0.009921i,-0.003177-0.0091033i,-0.005149-0.0055582i,-0.00428-0.0011587i,-0.0014374+0.0016134i,0.00086263+0.0025926i,0.00068572+0.0034048i,-0.0002346+0.0024555i,-0.00018115+0.00048454i,-0.0015182+0.00021058i,-0.0045589+0.001186i
-0.084551+0.029307i,-0.2038+0.036155i,-0.28162+0.010141i,-0.24215-0.022237i,-0.16707-0.032193i,-0.12293-0.037566i,-0.074425-0.028348i,-0.019813-0.0067373i,0.011221+0.001605i,0.014777+0.00082577i,0.0091675+0.0020989i,0.0042571+0.0038964i,0.0012358+0.0068378i,0.0023389+0.010749i,0.0039034+0.010054i,0.0027413+0.0049365i,0.0016057+0.0013848i,0.0018928+0.0011975i,0.0028498+0.0017222i,0.0025102+0.0015348i,0.00054393-5.7213e-05i,0.00015188-0.0021335i,0.0013419-0.0018641i
0.073119-0.048428i,0.17327-0.083758i,0.24618-0.072704i,0.22143-0.027021i,0.16328+0.0045296i,0.1282+0.02444i,0.083105+0.022681i,0.031966+0.0063154i,0.0033062+0.0031523i,-0.002504+0.0063257i,-0.0017837+0.0023305i,-0.0024427-0.0043316i,-0.0035233-0.0089356i,-0.005758-0.0088394i,-0.0064853-0.0057141i,-0.0046168-0.0031437i,-0.0035592-0.0023371i,-0.0036052-0.0033159i,-0.0036149-0.0035312i,-0.002802-0.0022443i,-0.001183+0.00027067i,-0.00012181+0.0034761i,-0.00063535+0.0043681i
-0.047429+0.060731i,-0.123+0.1057i,-0.18616+0.10101i,-0.17369+0.045282i,-0.12913-0.00059437i,-0.10149-0.018974i,-0.063664-0.0099802i,-0.020459+0.006124i,0.00048934+0.0081846i,0.0019896+0.0054145i,0.0019302+0.005881i,0.0040284+0.0070528i,0.0042178+0.0077447i,0.003734+0.0084332i,0.0028973+0.007312i,0.0018944+0.0050232i,0.000694+0.0037773i,0.00027474+0.0035807i,0.00019497+0.0033953i,0.00036398+0.0030081i,0.00065216+0.001505i,0.0014057-0.0020436i,0.001843-0.0048353i
0.03102-0.055395i,0.087301-0.10747i,0.14525-0.10845i,0.15074-0.048451i,0.12406+0.0069772i,0.10061+0.022777i,0.062603+0.0093858i,0.019901-0.0031993i,-0.0023482-0.0014132i,-0.0065602+0.0012575i,-0.0075292-0.00075407i,-0.0073698-0.0031217i,-0.0038884-0.0064239i,-0.0025964-0.0093409i,-0.0028148-0.0091222i,-0.0015965-0.0067759i,-0.00055084-0.0057384i,-0.001119-0.0053293i,-0.0022265-0.0040298i,-0.0013996-0.0035249i,0.00023886-0.002105i,-0.000452+2.5407e-05i,-0.0020913+0.0017744i
-0.012042+0.054174i,-0.048693+0.10374i,-0.097777+0.11335i,-0.11634+0.063129i,-0.10606+0.012432i,-0.088035-0.00090893i,-0.05336+0.010314i,-0.017805+0.015313i,-0.0026655+0.0072963i,-0.00095099-0.00045722i,0.0012382-0.0025706i,0.0033016+0.00039884i,0.0014347+0.0046665i,9.5925e-05+0.0064052i,0.0010937+0.0067269i,0.0032051+0.0069185i,0.0045742+0.0064317i,0.0049357+0.0052543i,0.0048219+0.0040538i,0.0029296+0.0029574i,0.00073001+0.0018734i,-0.00041744+0.00065441i,0.00015661-0.0010252i
0.00066923-0.048634i,0.022963-0.094913i,0.060248-0.10429i,0.079166-0.055787i,0.075333-0.010153i,0.061738-0.0028404i,0.035332-0.013065i,0.0084914-0.015739i,-0.0031016-0.0081751i,-0.0034609-0.0012334i,-0.0044905-0.00020549i,-0.0060189-0.0018951i,-0.005116-0.0036508i,-0.0035578-0.0055513i,-0.0034869-0.0056335i,-0.0036383-0.0042189i,-0.002355-0.0044118i,-0.0017822-0.0048586i,-0.0021262-0.0044854i,-0.00094531-0.0038027i,0.0014063-0.0021646i,0.0029954-0.00078832i,0.0034764+0.00021676i
0.0086179+0.036998i,-0.00226+0.077181i,-0.03537+0.086037i,-0.062917+0.04234i,-0.067615+0.0041811i,-0.055314+0.005077i,-0.0292+0.018359i,-0.0074464+0.015957i,-0.00044726+0.0037556i,0.00059864-0.0018803i,0.0033871-0.002539i,0.0046216-0.0025595i,0.0020312+0.00067112i,0.00050714+0.0044602i,0.00095791+0.005524i,0.0011861+0.0065683i,0.0011644+0.0072829i,0.0016187+0.0062297i,0.00064456+0.0044086i,-0.0011882+0.0034728i,-0.0021547+0.0024188i,-0.0020759-0.00017517i,-0.0026299-0.0021607i
-0.0093634-0.029507i,-0.0060672-0.062293i,0.01732-0.069556i,0.044532-0.03604i,0.051638-0.012975i,0.038997-0.020238i,0.017761-0.029196i,0.0024834-0.023773i,-0.001866-0.011226i,-0.0020015-0.0017883i,-0.0029958+0.0032804i,-0.0030757+0.0031821i,-0.0024616-6.1299e-06i,-0.0027919-0.002786i,-0.0035206-0.0047566i,-0.0043589-0.0052499i,-0.0042664-0.0039813i,-0.0032382-0.0021736i,-0.0011308-0.0010597i,0.00050785-0.00085963i,0.0014975-0.00087123i,0.001263-0.00044455i,0.00046593+0.0012741i
0.019991+0.018798i,0.021733+0.040309i,-0.00048871+0.044112i,-0.029763+0.020003i,-0.035175+0.0073957i,-0.021001+0.019162i,-0.0032198+0.027567i,0.0077151+0.018404i,0.0069753+0.0029431i,0.0017417-0.005208i,0.0012364-0.006547i,0.0026384-0.004166i,0.00089036+1.9449e-05i,-0.00044845+0.0035611i,0.00075168+0.0049629i,0.00084916+0.0049001i,-2.0911e-05+0.0032101i,7.5531e-05+0.0010233i,0.00011857-0.00069672i,-9.4673e-05-0.0003177i,-0.00057973+0.0015134i,-0.00061991+0.0019093i,1.3554e-05+0.00018646i
-0.017061-0.012632i,-0.021796-0.027291i,-0.0034912-0.030108i,0.024134-0.012016i,0.027644-0.0059985i,0.013224-0.023244i,-0.0010295-0.032521i,-0.0054631-0.021497i,-0.00075657-0.0072988i,0.0020414-8.739e-05i,-4.0653e-06+0.0036354i,-0.0013782+0.003945i,-0.00033742-0.00031587i,-3.5687e-05-0.0036262i,-0.00074069-0.003795i,-0.00053411-0.0043962i,-0.0007404-0.0046506i,-0.0019909-0.003195i,-0.0013183-0.0010854i,0.00011353-0.000285i,0.00062129-0.0012756i,0.0013065-0.0016442i,0.002493-0.00073191i
0.013537+0.0034762i,0.015704+0.010693i,-0.0019214+0.012623i,-0.024036+0.0053639i,-0.017814+0.0085322i,0.0058616+0.02659i,0.020783+0.032817i,0.021443+0.021013i,0.012587+0.0082464i,0.0049667+0.00019106i,0.0025484-0.004534i,0.00025814-0.0037421i,-0.00051195+0.00025824i,0.00063351+0.0027003i,0.0020354+0.0041419i,0.0033206+0.0034835i,0.0033895+0.001118i,0.0020908-0.00053866i,0.00035981-0.0021236i,-0.0010234-0.0022689i,-0.0013529-0.000935i,-0.0010362-0.00037607i,-0.0019986-0.00050068i
-0.006289-0.0032867i,-0.0046945-0.0087345i,0.011749-0.010316i,0.028464-0.0052671i,0.018508-0.009399i,-0.0055543-0.023733i,-0.017859-0.02501i,-0.015183-0.011288i,-0.0065048+0.00080591i,-0.00033074+0.0059051i,0.0017672+0.0074432i,0.0027463+0.0056909i,0.0023047+0.0015765i,0.00069431-0.00097771i,-0.0011163-0.0011317i,-0.00064276-0.00040723i,0.00097905+0.00053207i,0.0010928+0.00093328i,-1.453e-05+0.0014123i,-0.0007215+0.0016685i,-0.00091557+0.00034962i,-0.00073737-0.00029966i,-0.00020038+0.0011579i
0.0062423-0.00036273i,0.00096715+0.0012097i,-0.017984+0.003531i,-0.03127+0.0035119i,-0.012954+0.012031i,0.016028+0.02729i,0.028114+0.028486i,0.02115+0.016066i,0.0068379+0.0052149i,-0.0016455-0.00016426i,-0.0033827-0.0029534i,-0.0030846-0.0021066i,-0.0013526+0.0020617i,0.00052389+0.005015i,0.0011133+0.005498i,0.00024882+0.0043502i,-0.00070951+0.0024614i,-0.00060003-0.00058232i,-0.0006065-0.0025376i,-0.00023755-0.0025623i,0.0017504-0.0019025i,0.0025968-0.0010991i,0.00070675-0.00059576i
0.0037212-0.00038392i,0.012007-0.0060693i,0.029843-0.011263i,0.035489-0.0078346i,0.0091197-0.0072098i,-0.022503-0.013584i,-0.032164-0.012383i,-0.024713-0.0051952i,-0.013128-0.00070401i,-0.005038+0.0012146i,-0.0010436+0.003241i,0.00079505+0.0033049i,0.00053766+0.0019595i,-0.001344+0.0010916i,-0.0029667+0.00073807i,-0.0026592+0.00095902i,-0.0010411+0.0020573i,0.00083105+0.0030919i,0.0019071+0.0029092i,0.0017164+0.0019321i,-0.00011651-0.00012609i,-0.0019147-0.0024928i,-0.0014583-0.0028766i
-0.002613+0.0018074i,-0.012134+0.010576i,-0.032518+0.019135i,-0.038581+0.019184i,-0.013745+0.016985i,0.017472+0.017464i,0.030201+0.011295i,0.023752+0.00034151i,0.0095329-0.0051992i,-0.0002431-0.0055401i,-0.0037214-0.0055395i,-0.0049751-0.003675i,-0.0045249+0.00056036i,-0.0023589+0.0029363i,0.00012382+0.0022053i,0.00093407+0.00067448i,0.00028696-0.00066148i,-0.00010996-0.0014995i,-0.00036608-0.0029762i,-0.00028261-0.0035714i,0.00035489-0.0024333i,0.00060593+2.1053e-05i,0.00036754+0.0016193i
0.0010686-0.0062662i,0.0096764-0.017915i,0.025753-0.028205i,0.029445-0.026115i,0.0044613-0.018054i,-0.024383-0.011723i,-0.032437-0.0036585i,-0.022712+0.0017504i,-0.0080282+0.0012511i,0.0013144+0.00046099i,0.0048678+0.00011269i,0.0044024-0.0010488i,0.00099373-0.0029124i,-0.0016733-0.0043952i,-0.002524-0.0036823i,-0.0023588-0.0020422i,-0.0011585-0.0015617i,0.00042324-0.0014637i,0.0011212+0.00017006i,0.00072314+0.0014192i,-8.6025e-05+0.00078172i,-0.00057969-0.00067729i,0.00049584-0.0014774i
-0.0023194+0.0078421i,-0.0090499+0.021196i,-0.022909+0.033387i,-0.026792+0.028002i,-0.0051993+0.011515i,0.020245-0.00010282i,0.028799-0.0058776i,0.02343-0.0075265i,0.012657-0.0049978i,0.0039822-0.0018346i,-0.00040113-0.0012357i,-0.0028126-0.0021309i,-0.0023028-0.00084195i,-0.0005665+0.00072257i,0.00070986+0.0002098i,0.0012616-3.6659e-05i,0.00076022-0.0001163i,-0.00040778+0.00050471i,-0.0014677+0.0015777i,-0.00072653+0.0018001i,0.0016208+0.0014606i,0.002276+0.00086954i,0.001067+0.0011368i
0.00078267-0.007814i,0.0069947-0.023917i,0.020961-0.038546i,0.026963-0.034497i,0.010493-0.016964i,-0.013304-0.0019494i,-0.023051+0.0082667i,-0.017232+0.010739i,-0.0067861+0.0060668i,-0.0013263+0.0031113i,0.0019234+0.0027254i,0.0052113+0.00049045i,0.005469-0.0024814i,0.0034832-0.0027175i,0.0015877-0.0015094i,0.0010958-0.0010638i,0.0011696-0.00049531i,0.00097347-0.00071444i,0.0011873-0.0016082i,0.00099487-0.00071374i,-0.00075504+0.00072663i,-0.0019843-0.00050648i,-0.0015837-0.0021145i
0.0062475+0.0067342i,0.0053754+0.022668i,-0.0056086+0.040955i,-0.011635+0.039578i,0.0026854+0.017275i,0.020373-0.0043471i,0.023665-0.014675i,0.016251-0.01294i,0.0060585-0.0049393i,-0.0014629+0.0002859i,-0.0050248+0.0018498i,-0.0044458+0.0037302i,-0.0023727+0.0053932i,-0.0011445+0.0051315i,0.0010188+0.003774i,0.0022211+0.0018841i,0.0015612+0.00057i,0.0006538+0.00046419i,-0.00030608+0.00078271i,-0.0011285+0.00083703i,-0.0014741+0.00071219i,-0.00057465+0.0012714i,-5.6358e-05+0.0018079i
-0.0046029-0.010625i,-0.0083319-0.027571i,-0.0038353-0.04454i,0.0034987-0.037554i,-0.00030651-0.0088463i,-0.0095063+0.014495i,-0.013004+0.020949i,-0.010312+0.015535i,-0.0055069+0.0066868i,-0.0022203+0.00065355i,-0.00099312-0.0013852i,0.00010426-0.0019473i,0.0017204-0.002165i,0.0016678-0.0012777i,0.00027543+0.00051425i,0.00044121+0.0014229i,0.00107+0.0011249i,0.0014689-0.00041343i,0.0017287-0.002306i,0.0010522-0.0016363i,-5.5923e-05-0.00010789i,-0.00063956-0.00038199i,-0.00070067-0.0012266i
0.0081692+0.0085897i,0.016116+0.024973i,0.013746+0.045218i,0.00347+0.042198i,0.0022979+0.014983i,0.009916-0.010517i,0.015079-0.020769i,0.011277-0.016752i,0.0036202-0.0081488i,-0.00076611-0.0035497i,-0.0030619-0.0020706i,-0.0043054+0.00045369i,-0.0046561+0.0031311i,-0.0045922+0.0037551i,-0.0032624+0.0029884i,-0.001693+0.0019399i,-0.0012203+0.0013019i,-0.0014297+0.0018814i,-0.0010446+0.0020201i,-0.00010298+0.00033786i,-0.00017316-0.0012381i,-0.0010783-0.00051459i,-0.00067281+0.0010489i
-0.010038-0.0046791i,-0.021702-0.019422i,-0.026767-0.037191i,-0.01914-0.035304i,-0.010201-0.010099i,-0.0066647+0.015336i,-0.004428+0.023571i,-0.0014438+0.016144i,0.00055684+0.0051761i,0.0024477-0.0010328i,0.0036046-0.0030374i,0.0023749-0.0045229i,0.0019921-0.0051899i,0.0025783-0.0051134i,0.0012494-0.0034395i,-0.00060143-0.00061567i,0.00037064+0.0013747i,0.0023345+0.0012388i,0.0031622-0.00071385i,0.0025055-0.0027142i,0.0012978-0.0024736i,0.00024712-0.00085818i,-8.2857e-05-0.0013651i
0.011649-0.0016856i,0.024291+0.0078749i,0.029967+0.02438i,0.020776+0.02522i,0.0087815+0.0051415i,0.0049134-0.013464i,0.0062982-0.018184i,0.0062697-0.012977i,0.0036444-0.0062644i,0.0017608-0.0010925i,0.0014298+0.0014062i,0.00055789+0.0024433i,-0.00032446+0.0042775i,-0.00043709+0.0048278i,-0.0010348+0.0034111i,-0.0022897+0.0015331i,-0.0025654+0.00028206i,-0.0019486+0.00063857i,-0.0011552+0.0010713i,6.9411e-05+0.00066269i,0.00055382-2.6383e-05i,0.00016804-0.001043i,-0.00088764-0.001053i
-0.0076247+0.0047757i,-0.021911-0.0022755i,-0.029433-0.016916i,-0.021747-0.022606i,-0.0094591-0.0076929i,-0.0035738+0.012692i,-0.0013216+0.021913i,0.00066089+0.018138i,0.0022085+0.0091841i,0.0026588+0.0029298i,0.0022593+7.5617e-05i,0.0016892-0.0031356i,0.00098446-0.004961i,0.0012908-0.0049693i,0.0013739-0.004625i,0.00040591-0.0025624i,-9.2289e-05-0.001116i,0.00018008-0.00059067i,-0.00049972-0.00039109i,-0.0013627+0.00021843i,0.00027379+0.0010214i,0.0022951+0.00049521i,0.0025011-0.00079277i
0.0092435+0.00087448i,0.025924+0.0017046i,0.038985+0.010636i,0.03262+0.012836i,0.014229+0.00066659i,0.00050239-0.012072i,-0.00441-0.015592i,-0.0042069-0.010736i,-0.0031658-0.0042073i,-0.0024974-0.00030351i,-0.0014423+0.0018089i,-0.00099781+0.0034583i,-0.0018606+0.0040859i,-0.0019676+0.0038928i,-0.001017+0.0027074i,-0.00049937+0.0010482i,-0.00066756-0.00038351i,-0.00089113-0.0006996i,-0.0010252+0.0004901i,-0.00046633+0.001463i,-0.00055718+0.0011252i,-0.00091836+0.00060504i,-0.00095241+0.00049468i
-0.009518+0.0078653i,-0.022045+0.0088537i,-0.0327+0.0022761i,-0.025914-0.0034876i,-0.0090266+0.0020696i,0.0017471+0.010966i,0.0046778+0.014036i,0.0039119+0.010642i,0.00052176+0.0040437i,-0.0017084-0.0005294i,-0.0015591-0.0019992i,-0.0014371-0.0023868i,-0.0015161-0.0038754i,-0.00059813-0.0047565i,0.00090838-0.0036141i,0.0019592-0.0024683i,0.0018543-0.0017623i,0.0015663-0.001432i,0.0006793-0.0011254i,-0.00085065-0.00097805i,-0.00036284-0.00020839i,0.0014315+0.0010814i,0.0024165+0.0010331i
0.0056499-0.0087036i,0.019291-0.014208i,0.031902-0.0090832i,0.027988-0.0010256i,0.011214-0.0031222i,-0.0031065-0.010781i,-0.0086224-0.013749i,-0.0075715-0.010397i,-0.0035914-0.0058422i,-0.00023809-0.0030361i,0.00042945-0.0015277i,0.00073833+0.00019848i,0.00052798+0.001899i,-0.00028883+0.0034437i,0.00020487+0.0046787i,0.0009384+0.0043689i,0.00084694+0.0024738i,0.00068246+0.00043561i,0.00050449-0.00032396i,-6.7259e-05+6.3457e-05i,-0.0013465-7.4387e-05i,-0.0024945-0.00095311i,-0.0024538-0.0017463i
-0.0033951+0.0073136i,-0.014304+0.014832i,-0.027995+0.014857i,-0.026495+0.0076001i,-0.010135+0.0046997i,0.0045294+0.0064566i,0.01055+0.0073439i,0.0096301+0.0051996i,0.0060411+0.0015156i,0.00316-0.00059892i,0.00088277-0.0020363i,-0.00033519-0.0030285i,0.00073007-0.0033151i,0.0015661-0.0035329i,0.0005266-0.0031298i,0.0010576-0.00079051i,0.0011186+0.0010573i,-0.00071901+0.0014018i,-0.0021465+0.0018221i,-0.001958+0.0014826i,-0.00026709+0.00063164i,0.0010457+0.00085959i,0.00045589+0.0014i
-0.00037098-0.0095576i,0.0089917-0.019491i,0.022359-0.022143i,0.025329-0.013571i,0.014079-0.0069627i,0.002906-0.0071835i,-0.0026335-0.0083647i,-0.0031757-0.0059842i,-0.00085419-0.00093963i,0.0015713+0.0015442i,0.0026097+0.00080104i,0.0023617+0.0014199i,0.0022347+0.0028453i,0.0024882+0.0030037i,0.0015362+0.0032853i,-0.00035343+0.0025863i,-0.00093977+0.0016513i,-0.00011224+0.00097136i,0.00063062+0.00027384i,-3.8516e-05-0.00013219i,-0.00079771-0.0011102i,-0.0016934-0.0022971i,-0.0015869-0.0017049i
0.0017843+0.0076375i,-0.0053338+0.018968i,-0.016391+0.026353i,-0.019121+0.021697i,-0.0075156+0.013682i,0.0054815+0.0091293i,0.011405+0.0068009i,0.0097055+0.0060182i,0.0039659+0.0048519i,0.00089234+0.0036321i,0.000555+0.002627i,5.9918e-05+0.0012046i,-0.00071606-0.00026387i,-0.0010907-0.00083554i,-0.0011644-0.0010699i,-0.00082643-0.00091057i,-0.00078882-0.00040845i,-0.00082305+0.00022902i,-0.00060242+0.00059298i,-0.00080109+0.00025863i,-0.00067858+0.00041094i,0.0007176+0.00033967i,0.001588+0.00026968i
-0.00095374-0.0045719i,0.0012762-0.015031i,0.0083654-0.02313i,0.01178-0.018301i,0.0051844-0.008368i,-0.0023928-0.0024036i,-0.0063814+0.00029997i,-0.008213+0.0009625i,-0.0073598+0.0015618i,-0.0047888+0.0020143i,-0.0022781+0.0013339i,-0.00088964+0.00060825i,-0.00030466+0.00090751i,4.3304e-05+0.0011513i,-0.00054119+0.00072988i,-0.0017328-0.00071886i,-0.001262-0.0015784i,0.00050391-0.0017936i,0.001218-0.0020036i,0.00025481-0.0016985i,-0.00033797-0.00099432i,-0.00038639-0.00078955i,-0.0009103-0.0013112i
0.0079538+0.0069987i,0.0077576+0.013123i,0.00071315+0.018827i,-0.0075925+0.015911i,-0.006572+0.0079995i,0.0015687+0.0036903i,0.0083373+0.0017545i,0.0078578-0.00056675i,0.0023205-0.0025361i,-0.0020819-0.0025531i,-0.0029035-0.0008501i,-0.0024554+0.0008192i,-0.0026467+0.00052419i,-0.0038628-0.00035257i,-0.0038272+0.00030396i,-0.0014815+0.00035264i,-0.00048792-0.00059013i,-0.0011254-0.00079851i,-0.0012424+0.00047602i,-0.00049897+0.0015757i,0.00064433+0.00131i,0.00099534+0.0006833i,0.00036125-8.5631e-05i
-0.0048719-0.0039605i,-0.0073489-0.010807i,-0.0044691-0.018363i,0.00079271-0.018299i,-0.00067081-0.010183i,-0.005658-0.00087912i,-0.0072203+0.0024848i,-0.0057927+0.0001248i,-0.0035415-0.0035915i,-0.0021276-0.0044045i,-0.0012481-0.002694i,-0.00076404-0.0016808i,-0.0005088-0.00099358i,0.00069233-0.00017913i,0.0016337-7.2662e-05i,0.00045216-0.00014869i,0.00039131-0.0004583i,0.0022021-5.3545e-05i,0.002308-0.00020164i,0.0016035-0.00025746i,0.00098757-0.00053775i,-1.6893e-05-0.0011255i,-0.00017625-0.001324i
0.0035074+0.00099196i,0.0078622+0.0064831i,0.0059079+0.01322i,0.0020159+0.013868i,0.0023168+0.0077567i,0.0060505+0.0016699i,0.01049-0.00094623i,0.011438-0.0028481i,0.0085296-0.0040847i,0.0049073-0.003462i,0.0031027-0.0020113i,0.0023891-0.00093916i,0.0013537-0.00034713i,-0.00014979+0.00035017i,9.3511e-05+0.00084078i,0.0017517+0.0011079i,0.0011931+0.0002981i,-0.00089011-0.0015564i,-0.0017817-0.0011519i,-0.00057966-0.00013885i,5.3001e-05-0.00013296i,0.00067158-0.0004329i,0.00083573-0.00029383i
-0.00028537+0.00019086i,-0.005551-0.0063406i,-0.0069867-0.014324i,-0.002572-0.016566i,-1.5351e-05-0.0091423i,-0.0026454-0.00050183i,-0.0046044+0.004573i,-0.00093819+0.0057475i,0.0033668+0.0034375i,0.0038137+0.00042051i,0.0013203-0.0013011i,-0.00068561-0.0011291i,-0.00080599-0.00069121i,-9.9409e-05-0.00083898i,-0.00035274-0.00096195i,-0.00085345-0.00081232i,-0.00093006-0.00025656i,-0.0005319-3.2877e-05i,9.5676e-05-0.00080096i,-0.00053822-0.0011379i,-0.00080115+0.00036459i,-0.00019988+0.00087339i,-0.00028398-0.00028915i
0.0054872+0.0012852i,0.0094886+0.0027428i,0.01094+0.0079598i,0.00772+0.0108i,0.0050273+0.0056744i,0.0046868-0.00093342i,0.0041906-0.0015833i,0.0034515+0.0014117i,0.003793+0.0038935i,0.0035808+0.0036511i,0.0020697+0.001291i,0.0012403-0.00032197i,0.00010615+6.0604e-05i,-0.0013482+0.0020573i,-0.0013253+0.0036654i,-0.00020852+0.0030346i,0.0013768+0.00090969i,0.0013958-0.00036505i,-0.00044335-3.1641e-05i,-0.0011799+0.00012535i,-0.00028726+0.00019571i,0.0011107+0.00022191i,0.001839+0.0008258i
