5.357e-05-0.0010916i,0.00056196-0.0024671i,-0.00034037-0.0033526i,-0.0018697-0.0035051i,-0.0029668-0.002445i,-0.0036645-0.0011855i,-0.0032879-0.00034231i,-0.0021085+0.00036387i,-0.0012515+0.00049301i,-0.00025712+0.00048704i,0.00057351-0.00032089i,0.00034498-0.00089932i,-0.00065558-0.00086352i,-0.00026742-0.0010042i,-0.00017389-0.00059461i,-0.0011062-0.00034415i,-0.0015423-0.00064711i,-0.001697-0.00032765i,-0.00094872-8.5263e-05i,0.00013687-0.0002031i,-8.1167e-05+8.5994e-05i,-0.00047334-0.00042787i,-0.0003085-0.0010159i
-0.17391-0.034976i,-0.22501-0.067647i,-0.16784-0.1062i,-0.041305-0.10678i,0.054831-0.074629i,0.085399-0.050365i,0.067523-0.035498i,0.042674-0.022903i,0.03279-0.0182i,0.021288-0.014927i,0.010099-0.00070997i,0.0067832+0.011605i,0.0030497+0.013046i,0.00026842+0.014689i,0.0033713+0.017776i,0.0062143+0.018979i,0.0078198+0.012904i,0.0078558-0.0036623i,0.0028406-0.016854i,-0.0012038-0.017174i,0.00042639-0.011702i,0.0061658-0.0085957i,0.01028-0.0094022i
0.11394+0.1723i,0.15022+0.22431i,0.098851+0.21284i,-0.0005978+0.13484i,-0.070038+0.043337i,-0.084369-0.0045404i,-0.062295-0.014403i,-0.033213-0.018435i,-0.020743-0.022046i,-0.013766-0.015072i,-0.0010708-0.013575i,0.0057678-0.016198i,0.0079264-0.0075195i,0.010615+0.0022648i,0.010392+0.0021078i,0.008393-0.00091821i,0.0074399+0.00082266i,0.0061382+0.0087168i,0.0057257+0.016009i,0.0058102+0.014281i,0.0056258+0.0043163i,0.0032787-0.0084539i,-0.0024038-0.015305i
0.027308-0.044161i,0.012725-0.051968i,0.00098315-0.071547i,0.0035028-0.11198i,-0.0048527-0.12162i,-0.028981-0.090985i,-0.036448-0.044257i,-0.029965-0.0151i,-0.025484-0.0046984i,-0.020878-0.00042562i,-0.015129+0.00073439i,-0.0058463-0.0011797i,0.0039183-0.0073291i,0.0084539-0.013035i,0.012647-0.013367i,0.018156-0.015651i,0.017359-0.02465i,0.0084897-0.034536i,-0.0020861-0.037423i,-0.01079-0.030301i,-0.017766-0.018151i,-0.022673-0.0053014i,-0.020754+0.0051082i
0.11854-0.12492i,0.1966-0.20987i,0.21905-0.17729i,0.14909-0.032824i,0.083743+0.083312i,0.075526+0.10664i,0.063007+0.067682i,0.03186+0.042091i,0.021308+0.03838i,0.023663+0.023713i,0.014094+0.0056012i,-0.0023196-0.002498i,-0.014055-0.0053892i,-0.018462-0.0084886i,-0.020657-0.013096i,-0.027141-0.012609i,-0.032565-0.0030768i,-0.029807+0.01121i,-0.018562+0.022351i,-0.0034898+0.025027i,0.0070274+0.024565i,0.011363+0.024362i,0.012155+0.020585i
-0.2431-0.0047548i,-0.4022+0.056205i,-0.42494+0.080526i,-0.28369+0.042502i,-0.13444+4.3966e-05i,-0.062296-0.0096908i,-0.020748+0.0030788i,0.018914+0.0052451i,0.037785-0.0039551i,0.034273-0.0070408i,0.024735+0.00038745i,0.019323+0.0074049i,0.012976+0.0085173i,0.004958+0.011003i,0.0022129+0.016204i,0.0025154+0.018769i,0.0020406+0.014247i,0.0017166+0.0046752i,-0.00023869-0.0030141i,-0.003463-0.0054335i,-0.0017578-0.0078715i,0.0046059-0.012094i,0.0098317-0.014069i
0.05262+0.10563i,0.13306+0.12197i,0.18046+0.069131i,0.16532+0.0025061i,0.12527-0.048799i,0.080799-0.075473i,0.038238-0.068207i,0.012537-0.052144i,0.00031283-0.047765i,-0.012772-0.041929i,-0.020101-0.029404i,-0.016578-0.016447i,-0.0077635-0.0068111i,-0.00065344-0.0043544i,0.0015777-0.0034454i,0.0038044+3.3943e-05i,0.0089866+0.0050996i,0.013712+0.010049i,0.016407+0.0097637i,0.015668+0.0019747i,0.010049-0.0069303i,0.0013778-0.011675i,-0.0060426-0.012877i
0.089696+0.082074i,0.16167+0.15889i,0.17078+0.1742i,0.1063+0.080094i,0.026989+0.0033213i,-0.0091985+0.00037081i,-0.011112+0.0047965i,-0.013689-0.00057471i,-0.018214-0.0027568i,-0.014641+0.00081947i,-0.005845+0.0058874i,0.00090725+0.0032615i,-0.00072519-0.0049707i,-0.00047721-0.0046533i,0.0086052-0.0020958i,0.015507-0.0071583i,0.01482-0.016793i,0.0091292-0.029592i,-0.0014767-0.035177i,-0.013913-0.023706i,-0.019826-0.0032256i,-0.015921+0.012059i,-0.01039+0.015996i
0.068587-0.20499i,0.057825-0.43314i,-0.0057402-0.49215i,-0.075184-0.28705i,-0.075167-0.069964i,-0.030694-0.004467i,-0.0088343-0.00014575i,-0.0049289+0.016257i,0.00085618+0.03647i,0.0065074+0.039933i,0.005834+0.028325i,0.00046742+0.017628i,-0.0010247+0.011748i,0.00011401+0.0023114i,-0.0039454-0.0088303i,-0.011003-0.014516i,-0.01779-0.011054i,-0.024329+0.0022705i,-0.021459+0.017538i,-0.0066056+0.022166i,0.0076139+0.013988i,0.014099+0.0044489i,0.014758+0.001167i
-0.14781+0.062851i,-0.25429+0.20808i,-0.24958+0.31078i,-0.12308+0.22565i,-0.023599+0.065496i,-0.0081777+0.0056433i,0.0010693+0.013783i,0.023028+0.0084437i,0.032804-0.01084i,0.029401-0.023776i,0.022965-0.02508i,0.020035-0.020663i,0.015046-0.015921i,0.0072384-0.0061049i,0.0056023+0.0049128i,0.0068825+0.0072371i,0.0038232+0.0030866i,0.0016358-1.3068e-05i,0.0031546-0.00044072i,0.003708-0.0012876i,0.002262-0.0038277i,0.001518-0.0088662i,0.0022265-0.013416i
-0.033772+0.048777i,-0.050556+0.036852i,0.0021491-0.027016i,0.081508-0.061445i,0.10786-0.041556i,0.078575-0.034163i,0.033162-0.036335i,0.010408-0.028822i,0.0084452-0.023792i,0.0034279-0.021709i,-0.0051792-0.014542i,-0.0092639-0.0087466i,-0.011055-0.0095629i,-0.01308-0.011785i,-0.014982-0.012567i,-0.014788-0.0074005i,-0.0086454+0.0032057i,0.0041794+0.010837i,0.014998+0.0059345i,0.015309-0.0064702i,0.0058909-0.012166i,-0.0067565-0.0080009i,-0.015424-0.0018142i
0.21471+0.0749i,0.44583+0.15827i,0.49319+0.16495i,0.25727+0.061358i,0.008656-0.0099894i,-0.04257+0.0091683i,0.00054636+0.010566i,0.0039335-0.01061i,-0.012235-0.013528i,-0.014758-0.0068992i,-0.01089-0.00052468i,-0.0097554+0.00070424i,-0.012281+0.0028843i,-0.0061741+0.010553i,0.006125+0.016366i,0.012217+0.013799i,0.01239+0.00065255i,0.0057286-0.018559i,-0.0071663-0.027694i,-0.016758-0.016889i,-0.01389+0.0013029i,-0.0017866+0.012523i,0.0083818+0.01355i
-0.13999-0.18148i,-0.36236-0.38216i,-0.52148-0.45031i,-0.41188-0.27402i,-0.1646-0.096275i,-0.043502-0.07016i,-0.042751-0.045117i,-0.024665+0.0084906i,0.0045626+0.027092i,0.011971+0.025945i,0.010816+0.021533i,0.010332+0.018399i,0.015402+0.014468i,0.015083+0.0040142i,0.0062131-0.0047941i,0.0010704-0.0076421i,-0.0019739-0.003333i,-0.0088189+0.0081629i,-0.012156+0.018349i,-0.0073052+0.015988i,-0.00133+0.0040476i,0.0025663-0.0058062i,0.0063668-0.0076909i
0.017398+0.0156i,0.14094+0.10811i,0.27704+0.21263i,0.29527+0.19927i,0.20637+0.11413i,0.11622+0.077538i,0.068072+0.053171i,0.036271+0.015617i,0.01773-0.0026839i,0.011298-0.014134i,0.0040115-0.023326i,0.00049912-0.020953i,-0.0011144-0.016803i,-0.0020232-0.013361i,0.0038854-0.010274i,0.0089998-0.01219i,0.0046071-0.016535i,-0.0013537-0.015863i,0.00031793-0.0084496i,0.0042452+0.0020423i,0.0040589+0.0076261i,-0.00077078+0.0034099i,-0.0052763-0.0058194i
-0.12216+0.1897i,-0.28048+0.30461i,-0.31612+0.30983i,-0.1833+0.16367i,-0.072435+0.014648i,-0.038181-0.036513i,-0.009508-0.026753i,0.01699-0.015992i,0.029238-0.013217i,0.025734-0.0099092i,0.012929-0.0028108i,0.0053123-0.002221i,-3.9781e-06-0.010476i,-0.007144-0.011731i,-0.013177-0.010422i,-0.018103-0.009633i,-0.014468-0.00052691i,0.0023263+0.0094091i,0.016563+0.0078946i,0.016256-0.0017309i,0.0072131-0.0038104i,-0.0019592+0.0044562i,-0.0052665+0.010353i
0.26524-0.12123i,0.54405-0.29929i,0.59817-0.45628i,0.31397-0.42732i,0.053899-0.25642i,0.015468-0.12888i,0.026739-0.090738i,0.0070153-0.064293i,-0.012515-0.041661i,-0.024414-0.020861i,-0.016715+0.0024798i,-0.0035095+0.0094967i,-0.003755+0.013901i,-0.0011199+0.023285i,0.0072456+0.029277i,0.011651+0.029072i,0.0088293+0.016591i,-0.003249-0.0031973i,-0.01339-0.012669i,-0.011295-0.0088565i,0.00066458-0.0038635i,0.012769-0.0028889i,0.014718-0.0017024i
-0.15548+0.02521i,-0.41241+0.11738i,-0.54681+0.24464i,-0.36418+0.2977i,-0.11644+0.21661i,-0.059614+0.10917i,-0.073554+0.07163i,-0.045578+0.048859i,-0.016277+0.021642i,0.0031149+0.0066126i,0.014006-0.0086384i,0.010855-0.017518i,0.010469-0.021758i,0.0096706-0.02805i,0.0046375-0.027489i,0.0046857-0.019919i,0.0067703-0.012298i,0.0057606-0.0062575i,7.716e-05-0.0036365i,-0.0061628-0.0063405i,-0.0107-0.012543i,-0.012223-0.016208i,-0.0063996-0.013704i
0.024838-0.17097i,0.14608-0.27456i,0.24554-0.30349i,0.19584-0.21392i,0.094833-0.078277i,0.052932-0.00058239i,0.033635+0.0090202i,0.0077925+0.015751i,0.001514+0.035186i,0.011267+0.030545i,0.0077735+0.0089278i,-0.002454+7.421e-05i,-0.0084609-0.00034879i,-0.0093664-0.0012772i,0.00013997-0.0052885i,0.0066111-0.014664i,-0.0030237-0.018524i,-0.013789-0.010294i,-0.0113+0.00066876i,-0.004275+0.0084744i,-0.0037107+0.013864i,-0.0063889+0.013974i,-0.0072741+0.0053692i
-0.065852+0.30953i,-0.10177+0.56339i,-0.048434+0.62041i,0.058619+0.3438i,0.087171+0.023033i,0.076378-0.064219i,0.090913-0.029242i,0.095878-0.013698i,0.08119-0.019544i,0.044347-0.025313i,0.0021369-0.0080734i,-0.011093+0.011944i,-0.0080754+0.012047i,-0.0095431+0.0085497i,-0.019586+0.0039044i,-0.028844+0.001231i,-0.020229+0.0045045i,7.2489e-05+0.0050772i,0.012001+0.0011751i,0.010893-0.0032254i,0.0080636-0.0009528i,0.0097901+0.0064472i,0.0093424+0.010294i
0.070696-0.2596i,0.1122-0.60356i,0.025192-0.80154i,-0.11535-0.58367i,-0.11259-0.22674i,-0.038326-0.10132i,-0.0345-0.095463i,-0.035148-0.061054i,-0.015398-0.044405i,-0.012643-0.034451i,-0.0010415-0.01558i,0.014118-0.0082846i,0.013929+0.0012904i,0.012582+0.013774i,0.019055+0.023041i,0.025313+0.026852i,0.020664+0.021824i,0.0074693+0.011014i,-0.001366+0.0037865i,-0.00019211+0.0027166i,0.0072545-0.0022332i,0.010579-0.011184i,0.0071569-0.010303i
0.076612+0.23379i,0.10062+0.49686i,0.13804+0.67896i,0.14739+0.54396i,0.05187+0.26293i,-0.065307+0.13029i,-0.073607+0.090539i,-0.042419+0.033591i,-0.041095+0.004672i,-0.02472+0.0078851i,-1.0178e-05-0.00015318i,0.0054401-0.016859i,0.0027878-0.030457i,0.0024944-0.037466i,0.0042587-0.034919i,0.0074421-0.028713i,0.0079324-0.027618i,0.0034793-0.028261i,-0.0013535-0.024911i,-0.0063633-0.020541i,-0.014116-0.017506i,-0.020046-0.014421i,-0.015611-0.011579i
-0.14813-0.24032i,-0.30262-0.42002i,-0.37826-0.47164i,-0.27536-0.32513i,-0.085736-0.1419i,0.032916-0.055375i,0.044727-0.015063i,0.021237+0.020394i,0.018267+0.041623i,0.027563+0.029715i,0.017361+0.00059596i,-0.0012028-0.011423i,-0.0060133-0.0077302i,-0.005231-0.0028821i,-0.00032381-0.0068041i,0.0031228-0.019235i,-0.0039569-0.023432i,-0.013362-0.010268i,-0.013771+0.0083478i,-0.0057745+0.018411i,-0.0011176+0.024426i,0.00054907+0.029414i,0.0010236+0.02275i
0.15738+0.18006i,0.39281+0.29887i,0.57361+0.25714i,0.48977+0.078353i,0.27551-0.037605i,0.16016-0.043211i,0.11809-0.042879i,0.083544-0.033592i,0.066672-0.0258i,0.034364-0.026169i,-0.0012056+0.0036987i,-0.0051221+0.032053i,-0.0055513+0.027834i,-0.016743+0.015308i,-0.031006+0.0098246i,-0.0379+0.01445i,-0.027966+0.019807i,-0.010085+0.011895i,0.00086785-0.0021123i,0.00042225-0.010528i,0.0028801-0.012326i,0.012201-0.011672i,0.014068-0.0084827i
-0.18296-0.10425i,-0.42031-0.15176i,-0.60285-0.10496i,-0.51732+0.0074006i,-0.28704+0.039514i,-0.16928-0.011064i,-0.13085-0.012705i,-0.066688-0.0019476i,-0.029596-0.020742i,-0.025116-0.024653i,-0.013492-0.023694i,-0.0078705-0.025636i,-0.0070205-0.014385i,0.0037878+0.0032677i,0.019171+0.01642i,0.02593+0.02104i,0.019758+0.01922i,0.013072+0.014759i,0.011811+0.008861i,0.012222+0.0044766i,0.010328-0.0022809i,0.0026311-0.011909i,-0.0025876-0.011393i
0.21497+0.092405i,0.44718+0.084539i,0.5761-0.0099673i,0.43225-0.12505i,0.17458-0.13199i,0.052841-0.047511i,0.040241-0.0096785i,0.015112-0.012669i,-0.0051589+0.0068553i,0.010241+0.026902i,0.030594+0.023472i,0.038733+0.011426i,0.037177-0.001069i,0.029642-0.011378i,0.024159-0.01732i,0.021735-0.023678i,0.015325-0.029784i,0.0019921-0.030139i,-0.0088159-0.022557i,-0.015133-0.014118i,-0.02332-0.0076201i,-0.028048+0.00059735i,-0.022031+0.0034101i
-0.17981-0.070357i,-0.35361-0.032163i,-0.42042+0.099386i,-0.25485+0.18789i,-0.020371+0.146i,0.080546+0.068936i,0.076719+0.034815i,0.057871+0.024384i,0.049274+0.014763i,0.036622-0.0093317i,0.0015849-0.025406i,-0.026543-0.017686i,-0.031301-0.0096103i,-0.026018-0.010288i,-0.017064-0.018959i,-0.010656-0.029129i,-0.0066114-0.027888i,-0.0036541-0.015548i,-0.0031212-0.00031534i,0.0026194+0.011713i,0.014304+0.019586i,0.023847+0.02256i,0.025359+0.015968i
0.14179-0.011415i,0.25318-0.14073i,0.2669-0.31716i,0.11893-0.33147i,-0.022065-0.18407i,-0.042704-0.10065i,-0.037378-0.090093i,-0.022842-0.057113i,0.0077588-0.044456i,0.0069233-0.044064i,0.0057776-0.02273i,0.017227-0.015028i,0.011774-0.021705i,-0.0021766-0.017402i,-0.014198+0.0002631i,-0.022266+0.019104i,-0.023408+0.02717i,-0.016318+0.020057i,-0.0063767+0.0031232i,-0.0064259-0.010117i,-0.00745-0.016943i,0.00017031-0.024013i,0.0025883-0.02371i
-0.11765+0.09954i,-0.20177+0.31111i,-0.1689+0.50342i,-0.022884+0.40911i,0.039857+0.13352i,-0.015962+0.024277i,-0.027062+0.05351i,-0.0075637+0.035264i,-0.028744+0.0067312i,-0.042173+0.012016i,-0.037462+0.014891i,-0.036018+0.01352i,-0.030598+0.017367i,-0.017125+0.025116i,0.0019731+0.029209i,0.01706+0.020976i,0.017989+0.0054154i,0.010327-0.0045219i,0.0074358-0.0037421i,0.01142-0.0011088i,0.0073173-0.0039417i,-0.0086557-0.0061084i,-0.01773-0.0028305i
0.10971-0.10181i,0.15852-0.31875i,0.10211-0.52086i,-0.022577-0.43624i,-0.037009-0.16672i,0.041383-0.029811i,0.056922-0.022475i,0.030538-0.0029821i,0.030064+0.027414i,0.046889+0.030661i,0.058537+0.015852i,0.056791+0.0044051i,0.047063-0.00064047i,0.036348-0.011967i,0.027147-0.025784i,0.020936-0.031168i,0.01692-0.025521i,0.0099697-0.018124i,-0.0016741-0.013477i,-0.013089-0.0057396i,-0.020414+0.0071423i,-0.01937+0.022075i,-0.0077157+0.026681i
-0.0069099+0.04652i,0.060828+0.19898i,0.16592+0.33363i,0.20294+0.27003i,0.13734+0.098486i,0.070405-0.0025697i,0.047932-0.035249i,0.036005-0.030089i,0.035644-0.015661i,0.023806-0.018855i,-0.011022-0.012094i,-0.029763+0.0075219i,-0.025861+0.011392i,-0.018866+0.0029674i,-0.018976-0.0070413i,-0.026032-0.013643i,-0.028872-0.014258i,-0.024148-0.0080028i,-0.015443+0.0025923i,-0.00039159+0.007424i,0.020685+0.0048506i,0.037021-0.0026611i,0.037782-0.01088i
-0.10275-0.020292i,-0.29007-0.11141i,-0.45371-0.1638i,-0.38686-0.10935i,-0.19521-0.060895i,-0.11745-0.052997i,-0.10629-0.011136i,-0.045699+0.0050561i,-0.00052345-0.03458i,-0.0018982-0.054142i,-0.0020652-0.05157i,0.0033124-0.056511i,0.0031502-0.053959i,0.0030445-0.032501i,0.0062417-0.0026018i,0.0091297+0.019604i,0.0082901+0.026253i,0.007604+0.021345i,0.010156+0.0092387i,0.0066808-0.0028057i,-0.0042654-0.011173i,-0.01136-0.019354i,-0.012716-0.022241i
0.10793+0.0025069i,0.36545+0.03158i,0.59757-0.0048883i,0.52036-0.10644i,0.25803-0.11497i,0.12691-0.025608i,0.10566+0.003224i,0.047556-0.011154i,-0.0023946+0.0077002i,-0.0038914+0.031127i,0.0072735+0.045557i,0.013586+0.051656i,0.0044175+0.044202i,-0.0063666+0.035947i,0.0026278+0.024661i,0.01636+0.0019748i,0.017306-0.019469i,0.0091161-0.028915i,0.0016307-0.025168i,-0.0024723-0.016798i,-0.0097513-0.0092321i,-0.020833+0.0015346i,-0.025026+0.010342i
-0.051613+0.055113i,-0.25659+0.095985i,-0.45108+0.16206i,-0.40007+0.21357i,-0.17481+0.17139i,-0.02083+0.067242i,0.015903+0.011268i,0.025638+0.0097735i,0.028689+0.011718i,0.022361+0.0020385i,0.013103-0.016726i,0.0027536-0.03182i,0.0011754-0.036865i,0.0047081-0.040735i,0.0038884-0.04453i,0.0029484-0.038568i,0.0037974-0.025225i,0.0026122-0.016259i,-0.0045389-0.012109i,-0.011281-0.0015707i,-0.0055249+0.016566i,0.010749+0.028972i,0.024374+0.02777i
0.0578-0.11656i,0.1614-0.25196i,0.2349-0.37022i,0.16852-0.3692i,0.045305-0.2591i,-0.023808-0.15589i,-0.048851-0.093912i,-0.033157-0.041222i,0.011101-0.017978i,0.027633-0.022432i,0.01355-0.020411i,0.0026761-0.012706i,0.00049968-0.0049402i,-0.0041065+0.0025266i,-0.020483+0.010338i,-0.040942+0.018133i,-0.051357+0.019045i,-0.049278+0.018178i,-0.030827+0.019564i,-0.0034063+0.011245i,0.014951-0.0088594i,0.020063-0.029165i,0.013584-0.03854i
-0.030135+0.14177i,-0.066905+0.32331i,-0.039811+0.47699i,0.063686+0.41484i,0.11227+0.20169i,0.073044+0.084861i,0.060331+0.069669i,0.062607+0.027382i,0.0323-0.01646i,0.0027365-0.021533i,-0.013395-0.011129i,-0.021338+0.0041979i,-0.020603+0.011048i,-0.011309+0.012021i,0.012988+0.012808i,0.039164+0.007052i,0.050535+0.0039658i,0.050364+0.0031226i,0.040833-0.0015368i,0.022762-0.0055122i,0.0029984-0.008037i,-0.013844-0.0096211i,-0.022037-0.0084032i
0.0054766-0.14407i,0.03412-0.33894i,-0.0055253-0.50638i,-0.10919-0.44851i,-0.12992-0.23265i,-0.04614-0.1066i,-0.01843-0.079555i,-0.034276-0.029243i,-0.019747+0.015198i,-0.00042325+0.018324i,0.018135+0.017727i,0.034718+0.014775i,0.029976+0.0072697i,0.01859+0.0027457i,0.013241-0.0066188i,0.0059892-0.020985i,-0.0040248-0.032282i,-0.012704-0.03426i,-0.021336-0.029866i,-0.029636-0.019925i,-0.03291-0.00191i,-0.027002+0.01927i,-0.0144+0.033515i
0.0051945+0.18032i,0.026155+0.35723i,0.09087+0.45056i,0.16811+0.33665i,0.16183+0.13082i,0.067641+0.02618i,0.017759+0.012561i,0.022704-0.0020737i,0.015981-0.011369i,-0.0016883-0.0012025i,-0.014516-0.0012156i,-0.016942-0.012753i,-0.0084693-0.018648i,0.0030014-0.018367i,0.0098403-0.017295i,0.0090486-0.016767i,0.0024354-0.015697i,-0.0078494-0.011773i,-0.01014+0.00053783i,0.00027365+0.01515i,0.014596+0.020121i,0.028778+0.013722i,0.033073+0.002803i
-0.031851-0.16943i,-0.092506-0.32874i,-0.16524-0.38442i,-0.17625-0.27286i,-0.10782-0.11875i,-0.02938-0.027076i,0.0090701+0.019294i,0.036162+0.031499i,0.061236+0.011773i,0.071595-0.01071i,0.059872-0.02612i,0.026943-0.033629i,-0.0044192-0.029392i,-0.025692-0.018329i,-0.040847+0.00039515i,-0.044371+0.022683i,-0.037359+0.032637i,-0.02501+0.028789i,-0.0080006+0.018217i,0.0079143+0.0027732i,0.012935-0.016388i,0.0048944-0.032829i,-0.0047513-0.038659i
0.13437+0.12201i,0.29095+0.21929i,0.42494+0.20244i,0.37609+0.053102i,0.22598-0.064387i,0.16429-0.09353i,0.13829-0.11822i,0.06133-0.11987i,0.0096937-0.083084i,-0.0028571-0.056251i,-0.013673-0.022299i,-0.0071888+0.013598i,0.0012337+0.015843i,0.0030291+0.0045859i,0.017235-0.0069186i,0.032678-0.02303i,0.037139-0.030158i,0.038235-0.029307i,0.031478-0.031298i,0.011928-0.028989i,-0.0090833-0.013667i,-0.019466+0.0065617i,-0.017506+0.017687i
-0.17331-0.081947i,-0.41623-0.1052i,-0.60371-0.036757i,-0.51438+0.064661i,-0.27905+0.062377i,-0.19327-0.0053625i,-0.19394+0.015358i,-0.11937+0.07474i,-0.041815+0.063518i,-0.02612+0.018576i,-0.023744-0.0097468i,-0.0071261-0.021487i,0.011124-0.023813i,0.012265-0.015596i,0.001241-0.001866i,-0.0083662+0.0032615i,-0.017687-0.00098507i,-0.027631-0.0035549i,-0.031845+0.0010651i,-0.028946+0.0074i,-0.020579+0.012806i,-0.0063622+0.016283i,0.0054562+0.013822i
0.16431+0.023769i,0.36509-0.058624i,0.5084-0.20542i,0.38113-0.28564i,0.097383-0.20481i,-0.029875-0.061213i,0.0023742-0.0016807i,0.040551-0.011975i,0.034691-0.010578i,0.013528+0.017084i,0.0077485+0.028115i,-0.0041911+0.012753i,-0.022265+0.0078615i,-0.01091+0.011977i,0.012094+0.0034128i,0.019705-0.0086917i,0.014311-0.017653i,0.0041269-0.024496i,0.0022333-0.020791i,0.01276-0.0098169i,0.024287-0.0083955i,0.024634-0.016339i,0.01675-0.02047i
-0.052843+0.056428i,-0.07741+0.23269i,-0.066817+0.41861i,0.032697+0.42616i,0.16729+0.28091i,0.21768+0.16662i,0.19848+0.097212i,0.14081+0.023463i,0.089214-0.0098298i,0.071184-0.0073493i,0.047501+0.0044337i,0.021658+0.017944i,0.0034561+0.010416i,-0.014363-0.0069242i,-0.016662-0.012674i,-0.0087793-0.0085988i,-0.0062201+0.0062886i,-0.0031403+0.023992i,0.0014935+0.025653i,-0.00026055+0.010104i,-0.0080998-0.0043536i,-0.015283-0.0090255i,-0.01879-0.004844i
-0.027768-0.076961i,-0.13297-0.27593i,-0.24165-0.47268i,-0.22678-0.42657i,-0.068411-0.21634i,0.056757-0.12492i,0.019412-0.12072i,-0.045801-0.065372i,-0.041325-0.023847i,-0.018394-0.0329i,-0.0047245-0.038251i,0.0069391-0.020826i,0.019484+0.0028884i,0.028109+0.01144i,0.024409+0.001825i,0.014578-0.01337i,0.0097421-0.026204i,0.0090253-0.033627i,0.0032849-0.030718i,-0.0088921-0.015139i,-0.016737+0.0075056i,-0.011524+0.027335i,0.0028265+0.030615i
0.083974+0.021179i,0.24737+0.12984i,0.45146+0.22835i,0.4815+0.098669i,0.27108-0.15097i,0.033855-0.21005i,-0.052574-0.10369i,-0.019048-0.013388i,0.030817+0.016213i,0.035418+0.0068046i,0.013235-0.0028849i,0.013628-0.01328i,0.020744-0.042024i,0.0036733-0.048205i,-0.013789-0.019065i,-0.0089443+0.006642i,0.0010801+0.011564i,0.0021818+0.0037573i,0.00083675-0.0043013i,0.0032899-0.002132i,0.010468+0.0013014i,0.017818-0.0073428i,0.018448-0.019502i
-0.043602+0.069395i,-0.14584+0.048247i,-0.30363-0.035131i,-0.37597-0.089501i,-0.26849-0.053574i,-0.077603+0.03066i,0.084429+0.098506i,0.1555+0.090272i,0.13208+0.032633i,0.080843-0.0083139i,0.043093-0.030499i,0.0062457-0.039517i,-0.02023-0.022241i,-0.012665-0.0010981i,0.0074383-0.003569i,0.0071205-0.020634i,-0.007164-0.034774i,-0.019401-0.039189i,-0.01697-0.030596i,0.0018119-0.021454i,0.015683-0.022804i,0.012652-0.026825i,0.001604-0.025441i
-0.0066132-0.10544i,0.034586-0.15405i,0.094136-0.15705i,0.10309-0.088934i,0.068114-0.016845i,0.06955-0.072133i,0.044631-0.20486i,-0.0011651-0.23307i,0.0028411-0.17701i,0.0010841-0.12027i,-0.023635-0.057041i,-0.027317-0.027843i,-0.033519-0.055516i,-0.046827-0.074364i,-0.03508-0.062276i,-0.012653-0.04863i,-0.010071-0.038306i,-0.021572-0.022319i,-0.027834-0.0088542i,-0.027556-0.0042965i,-0.027238+0.0031891i,-0.02401+0.015154i,-0.016106+0.017843i
0.023136+0.062898i,-0.0058926+0.12657i,-0.02831+0.20855i,0.0017724+0.20893i,0.0032604+0.090244i,-0.10563+0.031149i,-0.16413+0.095521i,-0.10706+0.11581i,-0.058847+0.069122i,-0.036747+0.052807i,-0.010051+0.053546i,-0.0083709+0.056273i,-0.01655+0.085626i,-0.0034694+0.10901i,0.013799+0.097329i,0.021708+0.073813i,0.024717+0.060574i,0.027979+0.051713i,0.024031+0.037198i,0.0075428+0.017716i,-0.0062534+0.0018284i,-0.0045166-0.0060909i,0.0051506-0.0091787i
0.082869-0.046833i,0.20048-0.12706i,0.27442-0.27435i,0.21438-0.37717i,0.14059-0.3261i,0.15308-0.23224i,0.14076-0.19118i,0.054768-0.13818i,-0.0017912-0.055911i,-0.00043685-0.014808i,0.01256-0.011468i,0.022122-0.0033299i,0.030326-0.00091753i,0.035677-0.022067i,0.031589-0.045045i,0.020973-0.053261i,0.017373-0.053692i,0.021402-0.055871i,0.025667-0.053482i,0.027123-0.032383i,0.02359-0.0091716i,0.013256-4.589e-06i,0.0029653+0.0017676i
-0.10692+0.096688i,-0.2065+0.1986i,-0.20763+0.30914i,-0.068005+0.32765i,0.016413+0.27081i,-0.025383+0.26872i,-0.0398+0.3054i,0.020718+0.26626i,0.062721+0.16421i,0.055681+0.072763i,0.03221+0.02994i,0.034522+0.021317i,0.048023+0.001218i,0.031757-0.01654i,0.0060602-0.017442i,-0.010209-0.019776i,-0.027114-0.020499i,-0.037993-0.0077279i,-0.03439+0.004792i,-0.027856+0.0028265i,-0.02397+0.0026402i,-0.013642+0.0059295i,-0.0044471+0.0039888i
0.093041-0.19113i,0.13413-0.39571i,0.070245-0.5136i,-0.042691-0.36924i,-0.0067148-0.065532i,0.11922+0.10548i,0.16114+0.065738i,0.13312+0.017734i,0.10686+0.047448i,0.10007+0.057073i,0.083613+0.0096296i,0.052307-0.043885i,0.024501-0.071438i,0.00012956-0.072308i,-0.021562-0.052342i,-0.026728-0.026482i,-0.018237-0.016575i,-0.015634-0.026793i,-0.017959-0.028459i,-0.00931-0.010536i,0.0070081+0.0040099i,0.020048+0.0091287i,0.030206+0.013922i
