5.357e-05-0.0010916i,0.00056196-0.0024671i,-0.00034037-0.0033526i,-0.0018697-0.0035051i,-0.0029668-0.002445i,-0.0036645-0.0011855i,-0.0032879-0.00034231i,-0.0021085+0.00036387i,-0.0012515+0.00049301i,-0.00025712+0.00048704i,0.00057351-0.00032089i,0.00034498-0.00089932i,-0.00065558-0.00086352i,-0.00026742-0.0010042i,-0.00017389-0.00059461i,-0.0011062-0.00034415i,-0.0015423-0.00064711i,-0.001697-0.00032765i,-0.00094872-8.5263e-05i,0.00013687-0.0002031i,-8.1167e-05+8.5994e-05i,-0.00047334-0.00042787i,-0.0003085-0.0010159i
0.066146+0.24628i,0.19646+0.43643i,0.42557+0.45077i,0.62631+0.14072i,0.7281-0.22847i,0.71607-0.37947i,0.5306-0.33232i,0.32896-0.19495i,0.27546-0.12444i,0.20783-0.16454i,0.067596-0.15806i,-0.0095922-0.11026i,-0.036377-0.094641i,-0.042342-0.043095i,0.0048892+0.029724i,0.062977+0.054374i,0.081576+0.038729i,0.065514+0.010852i,0.0332-0.0096646i,0.0032596-0.020154i,-0.012295-0.023201i,-0.013927-0.026532i,-0.0093191-0.033247i
-0.13271-0.15067i,-0.32644-0.25139i,-0.49602-0.27507i,-0.44611-0.27309i,-0.28654-0.37927i,-0.22395-0.44887i,-0.13866-0.29427i,0.060039-0.1588i,0.12388-0.19165i,0.031602-0.17119i,-0.0061184-0.072284i,-0.0039197-0.016153i,-0.022849+0.0024574i,-0.012608-0.0046505i,0.018218-0.042235i,0.020665-0.086061i,-0.0049334-0.10859i,-0.026495-0.095099i,-0.015329-0.048801i,0.014149-0.0073613i,0.024816+0.00068458i,0.013458-0.0095076i,-0.00048905-0.022874i
0.15822+0.039176i,0.35824-0.069364i,0.44769-0.26701i,0.21635-0.38692i,-0.13111-0.27576i,-0.25764-0.058924i,-0.19606+0.024255i,-0.12375+0.0047551i,-0.066077-0.002019i,-0.026812+0.012243i,-0.021468+0.031537i,-0.019591+0.030167i,-0.013845+0.0031352i,-0.0086003-0.028097i,0.0081047-0.060569i,0.024899-0.096783i,0.016802-0.12228i,-0.018392-0.12169i,-0.043249-0.085465i,-0.040508-0.031688i,-0.026995+0.0082957i,-0.0088992+0.023637i,0.005195+0.023887i
0.050992+0.041815i,0.077571+0.23481i,0.12405+0.35543i,0.17176+0.17514i,0.20978-0.19986i,0.23077-0.4347i,0.20461-0.43373i,0.1408-0.32838i,0.10333-0.23092i,0.071402-0.15915i,0.037124-0.081977i,0.014514-0.026814i,-0.039756-0.010509i,-0.10219+0.026526i,-0.12671+0.084505i,-0.14402+0.12603i,-0.16201+0.16152i,-0.13978+0.16529i,-0.081078+0.09852i,-0.03608+0.0086357i,-0.017148-0.0358i,-0.0020289-0.043489i,0.011256-0.049516i
-0.045707-0.071983i,-0.15167-0.37132i,-0.30901-0.67418i,-0.46274-0.69357i,-0.53958-0.46128i,-0.51116-0.25498i,-0.40536-0.13513i,-0.23986-0.10456i,-0.1302-0.14582i,-0.11305-0.11978i,-0.090739-0.031796i,-0.057866+0.028059i,-0.022605+0.069546i,0.062765+0.055956i,0.15603-0.043437i,0.1793-0.14665i,0.13894-0.17347i,0.072601-0.12772i,0.012901-0.052613i,-0.018343+0.01631i,-0.022676+0.050477i,-0.019804+0.050677i,-0.02341+0.032688i
0.2148-0.14612i,0.31417-0.17021i,0.32164-0.17449i,0.094154-0.16753i,-0.18667-0.15228i,-0.31124-0.1273i,-0.33393-0.055513i,-0.26808+0.057988i,-0.093213+0.0771i,0.043636-0.0036631i,0.097448-0.050355i,0.12819-0.058833i,0.1035-0.069348i,0.018365-0.065614i,-0.078562-0.051759i,-0.16304-0.011479i,-0.19419+0.069494i,-0.14615+0.13282i,-0.060828+0.11456i,-0.0089487+0.058398i,0.0010291+0.039743i,0.011779+0.047906i,0.024576+0.041533i
-4.4054+6.5875i,-1.116+4.5956i,2.3714+4.6596i,4.8742+3.2152i,5.1638+0.40824i,2.485-1.9254i,-1.2189-1.332i,-2.8066+0.91743i,-1.8642+2.4014i,0.22759+2.1914i,1.6316+0.62054i,1.6643-0.82253i,0.9965-1.2786i,0.1058-0.95567i,-0.48951-0.41275i,-0.56935-0.063029i,-0.39301+0.017924i,-0.17014+0.0073371i,-0.013676-0.0078135i,-0.040591+0.016856i,-0.14786+0.10921i,-0.1965+0.10512i,-0.21792-0.039926i
-0.082718-0.17354i,-0.071495-0.20202i,-0.0044796-0.153i,0.12191-0.058428i,0.21896-0.050081i,0.24691-0.11811i,0.24802-0.16855i,0.20356-0.20238i,0.089312-0.17804i,0.024948-0.090268i,0.039653-0.050367i,0.047188-0.059446i,0.050999-0.045582i,0.074538-0.024717i,0.087458-0.018275i,0.0816-0.0049172i,0.088853+0.0042352i,0.094417+0.0010191i,0.074005+0.0062672i,0.042308+0.011622i,-0.00059262+0.0052037i,-0.038836+0.014568i,-0.034427+0.036633i
0.10022+0.088339i,0.13139+0.19021i,0.17362+0.30094i,0.18056+0.36183i,0.1412+0.33077i,0.037273+0.27744i,-0.077649+0.21983i,-0.11428+0.16634i,-0.07592+0.15013i,-0.019184+0.13767i,0.026869+0.12127i,0.085642+0.098393i,0.1151+0.033134i,0.051429-0.019855i,-0.032769-0.0046811i,-0.040071+0.041329i,0.013185+0.054493i,0.060476+0.022445i,0.059073-0.0060469i,0.037994-0.0071567i,0.023276-0.0016714i,0.0079495+0.0066366i,0.0035786+0.019644i
-0.023563-0.039147i,-0.058588+0.014561i,-0.12428+0.037484i,-0.17003+0.053902i,-0.12049+0.10461i,0.01493+0.12809i,0.1346+0.084316i,0.13816+0.024987i,0.069177+0.0028806i,0.012582-0.013367i,-0.02684-0.026845i,-0.026873+0.0044736i,0.035267+0.036018i,0.0692+0.030255i,0.031816+0.047095i,0.004364+0.096838i,0.032292+0.12505i,0.077462+0.11318i,0.084653+0.075652i,0.057213+0.035514i,0.031668-0.005804i,0.011549-0.037665i,0.0014699-0.030691i
-0.17842+0.018526i,-0.34919+0.023697i,-0.41298+0.093687i,-0.22848+0.19713i,0.05408+0.22161i,0.1914+0.19169i,0.17151+0.21295i,0.14034+0.25577i,0.12162+0.25397i,0.092329+0.21546i,0.068407+0.16607i,0.060782+0.13129i,0.076515+0.11235i,0.080575+0.076716i,0.037456+0.033774i,-0.020177+0.022627i,-0.042386+0.041773i,-0.01966+0.071253i,0.0098931+0.080692i,0.029376+0.063126i,0.049334+0.042538i,0.059459+0.028037i,0.052398+0.024559i
0.090481-0.11061i,0.18656-0.16467i,0.1937-0.12395i,0.14034+0.055313i,0.088491+0.27304i,-0.0030521+0.38376i,-0.11209+0.3198i,-0.16979+0.22896i,-0.12986+0.22125i,-0.026296+0.17242i,0.017229+0.060743i,-0.0041037+0.015958i,-0.022841+0.031997i,-0.050634+0.034899i,-0.080858+0.039899i,-0.076221+0.061656i,-0.046841+0.073656i,-0.027191+0.063408i,-0.032711+0.044144i,-0.047202+0.035566i,-0.053211+0.039192i,-0.046956+0.051956i,-0.03536+0.062794i
-0.01107+0.18815i,0.055747+0.3226i,0.1719+0.34979i,0.1481+0.28438i,-0.037441+0.31526i,-0.077437+0.39336i,0.051657+0.31548i,0.042806+0.16492i,-0.059274+0.11452i,-0.060614+0.10609i,-0.015249+0.073739i,0.014323+0.068568i,0.056813+0.076757i,0.078413+0.051162i,0.053277+0.019948i,0.017327+0.0028156i,-0.0071946-0.0036144i,-0.014083-0.0082459i,-0.0096131-0.021218i,-0.0077306-0.031529i,-0.0050687-0.036758i,-0.0028709-0.036818i,-0.0098224-0.023774i
-0.14176-0.1212i,-0.3731-0.18818i,-0.61414-0.073848i,-0.60149+0.17911i,-0.43269+0.28503i,-0.39266+0.21313i,-0.39706+0.18605i,-0.28981+0.18353i,-0.17918+0.13245i,-0.1198+0.11339i,-0.082464+0.10638i,-0.087278+0.089865i,-0.068344+0.092388i,0.00019541+0.059062i,0.037602-0.0070634i,0.039594-0.044422i,0.048666-0.051527i,0.063245-0.037135i,0.059925-0.013109i,0.037636+0.0092424i,0.019637+0.020502i,0.005078+0.013311i,-0.0095811+0.0020896i
0.099744-0.0047929i,0.28916-0.065868i,0.41822-0.19586i,0.27294-0.24056i,-0.011696-0.11264i,-0.17826+0.005797i,-0.22328-0.0087876i,-0.24222-0.052166i,-0.2607-0.045343i,-0.23126+0.0032992i,-0.13673+0.014256i,-0.07912-0.020782i,-0.079398+0.002055i,-0.057948+0.055854i,-0.035817+0.069238i,-0.037312+0.077192i,-0.028715+0.089369i,-0.014903+0.086423i,-0.0083815+0.063986i,-0.0062465+0.024027i,-0.0087061-0.0043598i,-0.011397-0.0054937i,-0.016868+0.0016841i
0.033475+0.04239i,0.027087+0.16711i,0.010873+0.25743i,-0.035199+0.17134i,-0.14768-0.028704i,-0.19718-0.16846i,-0.12468-0.20711i,-0.069476-0.18687i,-0.057713-0.14517i,-0.032712-0.10823i,0.0053154-0.067098i,0.030323-0.042734i,0.0030397-0.043876i,-0.048253-0.022503i,-0.052732+0.0087177i,-0.029062+0.0049988i,-0.024825-0.0088401i,-0.031935-0.0072675i,-0.024138-0.0063656i,-0.0029891-0.012995i,0.012236-0.019408i,0.01691-0.017226i,0.017629-0.0065193i
-0.18028-0.031174i,-0.4182-0.089389i,-0.61004-0.060181i,-0.51033+0.057078i,-0.21108+0.0098597i,-0.057394-0.18094i,-0.055106-0.19741i,-0.0031353-0.095895i,0.049605-0.07672i,0.012977-0.080177i,-0.041711-0.040984i,-0.046134-0.013496i,-0.016042-0.027158i,0.0052983-0.044979i,0.017278-0.045579i,0.032236-0.040369i,0.047473-0.029825i,0.053725-0.014422i,0.036538+0.0054075i,0.010875+0.029457i,0.0026039+0.041931i,0.0051776+0.031232i,0.0042339+0.010697i
0.21033-0.01638i,0.54366-0.029625i,0.81876-0.1346i,0.71646-0.24036i,0.41365-0.097749i,0.30604+0.19075i,0.29485+0.26425i,0.1649+0.16287i,0.0379+0.11229i,0.022204+0.091869i,0.039577+0.046072i,0.044808+0.02062i,0.051334+0.016767i,0.043095+0.00040881i,0.0044576-0.00091738i,-0.024458+0.03568i,-0.016012+0.063372i,0.0031509+0.047686i,0.0072482+0.0098897i,0.0020213-0.015989i,-0.0014537-0.017913i,-0.0069273-0.0050324i,-0.016859+0.006337i
-0.21089+0.033514i,-0.48833+0.13078i,-0.69985+0.28533i,-0.62211+0.37013i,-0.39741+0.28047i,-0.26701+0.13468i,-0.17138+0.059865i,-0.068233+0.028983i,-0.01505+0.028998i,0.016781+0.044845i,0.032979+0.033249i,0.026192+0.023701i,0.037435+0.040576i,0.053928+0.047088i,0.042538+0.031201i,0.012825+0.012028i,-0.017847+0.0060628i,-0.030113+0.017868i,-0.012322+0.02744i,0.0085725+0.016229i,0.0075083-0.0035779i,-0.0024055-0.014307i,-0.0026247-0.014722i
0.11485-0.064603i,0.16864-0.1549i,0.16743-0.20244i,0.12723-0.14867i,0.073234-0.088166i,-0.017424-0.10703i,-0.11964-0.11072i,-0.14368-0.065117i,-0.11877-0.044584i,-0.10577-0.038157i,-0.080761-0.012969i,-0.059349+0.0046218i,-0.070061+0.01329i,-0.075419+0.018712i,-0.054747+0.0067732i,-0.032808-0.017457i,-0.02255-0.032431i,-0.02289-0.021088i,-0.029221+0.010242i,-0.020095+0.035542i,0.0081678+0.03531i,0.02785+0.013385i,0.026272-0.0050563i
-0.004375+0.10397i,0.15194+0.11881i,0.32777+0.052056i,0.302-0.0071223i,0.13131+0.088531i,0.067282+0.24278i,0.072801+0.22879i,0.0040366+0.12198i,-0.06017+0.076265i,-0.055173+0.064198i,-0.040568+0.045723i,-0.03352+0.036022i,-0.017819+0.030453i,-0.0090514+0.015855i,-0.015763+0.017123i,-0.0070147+0.046747i,0.026603+0.061416i,0.055452+0.035065i,0.056326-0.0069696i,0.027813-0.027462i,-0.0083973-0.017106i,-0.028258+0.009447i,-0.030575+0.029817i
-0.13308-0.064225i,-0.4007+0.008131i,-0.6785+0.17806i,-0.68239+0.28523i,-0.47818+0.1653i,-0.3161-0.048257i,-0.17263-0.10763i,-0.023126-0.072278i,0.046088-0.05822i,0.056283-0.048203i,0.063519-0.051223i,0.057896-0.069082i,0.038461-0.070447i,0.024739-0.044929i,0.022574-0.020104i,0.0089693-0.018046i,-0.023084-0.014124i,-0.044516+0.0044183i,-0.04087+0.013789i,-0.024217+0.0046795i,-0.010521-0.012704i,-0.0084884-0.02548i,-0.01415-0.027187i
0.11001-0.0094215i,0.32054-0.089124i,0.55402-0.23038i,0.56292-0.34066i,0.36606-0.32847i,0.17646-0.23878i,0.036493-0.15073i,-0.038036-0.073845i,-0.053867-0.026292i,-0.070139+0.0017463i,-0.073911+0.034738i,-0.050334+0.057854i,-0.018475+0.067001i,0.0041893+0.054219i,-0.003815+0.028167i,-0.017681+0.017504i,-0.0050561+0.017974i,0.015296+0.021034i,0.020755+0.029142i,0.018157+0.032264i,0.020375+0.02566i,0.028776+0.018756i,0.039203+0.014903i
-0.0037876+0.023792i,-0.10753+0.064126i,-0.2391+0.14045i,-0.22845+0.23209i,-0.073122+0.29668i,0.052446+0.30866i,0.080632+0.24412i,0.038315+0.14613i,0.0011937+0.09043i,0.018028+0.055029i,0.037024+0.019185i,0.033835+0.003973i,0.023655-0.0012212i,0.0064218-0.0036797i,0.0056094+0.0019118i,0.025784+0.0072633i,0.040358+0.0050841i,0.040362-0.013487i,0.027371-0.041414i,0.0073483-0.046741i,-0.0099339-0.02506i,-0.020545-0.0024665i,-0.027699+0.0079861i
-0.12565+0.017012i,-0.17679+0.022633i,-0.21005+0.053602i,-0.22378+0.083006i,-0.23213+0.03421i,-0.22341-0.063021i,-0.16104-0.092304i,-0.075057-0.069529i,-0.040242-0.048154i,-0.041532-0.018765i,-0.03179-0.0026603i,-0.022819-0.0071727i,-0.013381-0.0062571i,0.0049267-0.0043592i,0.0096385-0.011574i,-0.0098824-0.02192i,-0.038641-0.023741i,-0.053704-0.0043713i,-0.042681+0.024685i,-0.018024+0.03442i,0.0027039+0.020439i,0.0091469+2.2262e-05i,0.0029562-0.010824i
0.15736-0.040661i,0.34689-0.087114i,0.49673-0.19927i,0.4513-0.28752i,0.28291-0.22434i,0.17008-0.08145i,0.10318-0.02033i,0.036329-0.01972i,0.006108-0.018689i,0.0064999-0.015045i,0.0062518-0.005671i,-0.0018683+0.0029557i,-0.015418+0.0053199i,-0.027575+0.0014172i,-0.032489+0.0028262i,-0.018376+0.02036i,0.01796+0.036104i,0.048099+0.03398i,0.049222+0.021188i,0.028939+0.0080714i,0.006406-0.00038233i,-0.0029623+0.0015811i,0.0030029+0.0077606i
-0.20155+0.010913i,-0.47893+0.1069i,-0.65784+0.29014i,-0.52489+0.41349i,-0.24276+0.35674i,-0.079666+0.22022i,-0.021969+0.13593i,-0.00038408+0.088617i,-0.00058362+0.05842i,0.0017223+0.028379i,0.00044556-0.0056194i,0.00082816-0.010751i,0.013602+0.0087216i,0.023289+0.027396i,0.027942+0.029356i,0.023555+0.011195i,0.0023239-0.0089923i,-0.023401-0.018258i,-0.0371-0.017726i,-0.028285-0.010107i,-0.0027539-0.0032193i,0.012984-0.005023i,0.0079683-0.011717i
0.24941-0.035973i,0.46594-0.16655i,0.51954-0.31322i,0.28588-0.32531i,-0.023715-0.21872i,-0.16971-0.1274i,-0.16592-0.083817i,-0.10805-0.043725i,-0.06546-0.013749i,-0.053447+0.011333i,-0.039637+0.034045i,-0.023381+0.03342i,-0.015354+0.01381i,-0.014492-0.0073836i,-0.023985-0.013605i,-0.032916+0.00030214i,-0.026077+0.017956i,-0.0039201+0.026855i,0.0179+0.023828i,0.019659+0.018221i,0.0025136+0.017992i,-0.013051+0.018874i,-0.014169+0.019675i
-0.1799+0.095917i,-0.2371+0.215i,-0.16656+0.24122i,-0.020403+0.14555i,0.097551+0.077522i,0.14805+0.077272i,0.12506+0.055938i,0.046215+0.003729i,-0.015348-0.024605i,-0.023222-0.020441i,-0.0054555-0.010926i,0.0092765-0.0072403i,0.016188-0.00085914i,0.018199+0.0042184i,0.014627+0.0026765i,0.013783+0.0029233i,0.017288+0.0033612i,0.016015-0.0013187i,0.0051303-0.0060469i,-0.0041828-0.014183i,-0.0032147-0.026583i,-0.00066555-0.028707i,0.00010525-0.018915i
-0.019321-0.097106i,-0.16411-0.076849i,-0.28922+0.075772i,-0.24068+0.21115i,-0.12571+0.16317i,-0.07827+0.05356i,-0.035124+0.019909i,0.025589+0.015777i,0.046761+0.0094688i,0.040907+0.0055433i,0.027812-0.00094187i,0.007424-0.0020202i,-0.0077509+0.0044766i,-0.013013+0.013559i,-0.012558+0.019226i,-0.016378+0.015409i,-0.02465+0.010559i,-0.026298+0.01257i,-0.01628+0.013272i,-0.0018293+0.012629i,0.0093872+0.018242i,0.014179+0.020473i,0.010791+0.013287i
0.13708-0.069609i,0.3328-0.26034i,0.39162-0.47306i,0.19976-0.45218i,0.0046013-0.21586i,-0.040835-0.051408i,-0.054376-0.024978i,-0.071072-0.0022592i,-0.056787+0.023767i,-0.04392+0.024335i,-0.039+0.022575i,-0.024009+0.01899i,-0.0063043+0.0050543i,-0.0021187-0.014752i,-0.0095284-0.021407i,-0.0071712-0.0089533i,0.0081122+0.00086073i,0.017882+0.0019114i,0.014282+0.0060565i,0.00425+0.011714i,-0.0064591+0.011343i,-0.013988+0.0090548i,-0.013012+0.01181i
-0.067531+0.23523i,-0.15519+0.48951i,-0.155+0.63179i,-0.019287+0.4807i,0.075325+0.20961i,0.060278+0.075803i,0.031471+0.056774i,-0.00063772+0.035034i,-0.032349+0.020409i,-0.01976+0.015102i,0.0088459-0.0013376i,0.016212-0.0065791i,0.014604+0.0064734i,0.019498+0.02067i,0.029726+0.021675i,0.03411+0.011464i,0.027042+0.0037533i,0.01719-0.00043221i,0.0086548-0.0084964i,-0.00034086-0.017775i,-0.0046433-0.021754i,-0.0041851-0.021265i,-0.003873-0.021049i
-0.14595-0.18475i,-0.20033-0.32067i,-0.18617-0.33966i,-0.1512-0.21843i,-0.14097-0.11901i,-0.13804-0.089802i,-0.097677-0.060786i,-0.026803-0.035693i,0.0096467-0.034404i,-0.001688-0.01981i,-0.013676+0.0053006i,-0.014943+0.0090893i,-0.018525+0.00056218i,-0.024608-0.0015753i,-0.032014+0.0037639i,-0.035216+0.010943i,-0.0312+0.013347i,-0.023608+0.013328i,-0.013839+0.017423i,-0.0037097+0.022072i,0.004669+0.023193i,0.0079362+0.020508i,0.0077696+0.017169i
0.23288-0.030787i,0.32471-0.091411i,0.26134-0.14243i,0.1258-0.089386i,0.10022+0.039819i,0.14828+0.08007i,0.12374+0.027456i,0.049021-0.0044826i,0.0097695+0.00029503i,0.0061321-0.00082678i,0.0069972-0.010363i,0.0057839-0.010491i,0.010564-0.0052446i,0.018038-0.0086924i,0.01966-0.016308i,0.017379-0.018797i,0.017094-0.012574i,0.017803-0.0048377i,0.017305-0.0036702i,0.016986-0.0066421i,0.017369-0.010929i,0.014977-0.012553i,0.0081969-0.0090636i
-0.14312+0.16495i,-0.21072+0.3747i,-0.15643+0.51948i,-0.037271+0.41267i,-0.038184+0.18795i,-0.097509+0.089449i,-0.072233+0.065705i,-0.032989+0.032883i,-0.028709+0.022326i,-0.023445+0.021095i,-0.019914+0.014663i,-0.01543+0.017156i,-0.0025967+0.024784i,0.0068117+0.02753i,0.004822+0.020963i,-0.0045074+0.0162i,-0.010558+0.014302i,-0.01068+0.008272i,-0.013534-0.00073486i,-0.02055-0.0056337i,-0.024589-0.0018919i,-0.024629+0.0035921i,-0.021448+0.0064823i
0.035992-0.12722i,0.030931-0.3623i,-0.067401-0.55821i,-0.20098-0.46067i,-0.22409-0.21755i,-0.17316-0.090373i,-0.13306-0.028273i,-0.079898+0.0082951i,-0.035984-0.0014499i,-0.015717-0.0015883i,0.0060052+0.0052145i,0.0067564-0.0019526i,-0.012853-0.0056016i,-0.026897-0.0057216i,-0.029532-0.00052658i,-0.021716+0.0058023i,-0.01435+0.0074542i,-0.010338+0.015014i,0.00042991+0.027989i,0.014812+0.030091i,0.019279+0.017475i,0.013925+0.0049457i,0.0094743+0.00090552i
-0.058497+0.0060203i,-0.021289+0.15958i,0.11535+0.3211i,0.25682+0.288i,0.30454+0.13904i,0.27077+0.046048i,0.18188-0.0065525i,0.069023-0.023079i,0.0021942-0.0024725i,-0.01482+0.0032258i,-0.015859+0.0010328i,0.00090958+0.0035525i,0.021151-0.00049447i,0.027995-0.0044244i,0.025649-0.0076023i,0.021511-0.0092585i,0.023168-0.010722i,0.022449-0.02185i,0.0068426-0.034449i,-0.0079026-0.032267i,-0.0059105-0.021787i,0.0019018-0.014599i,0.0029923-0.010033i
0.10211+0.072627i,0.11662+0.085233i,0.062445+0.057552i,-0.026688+0.035362i,-0.11591+0.047399i,-0.16118+0.064525i,-0.12021+0.062304i,-0.045391+0.040696i,-0.0065596+0.01871i,-0.0012605+0.014239i,-0.0076047+0.015241i,-0.018555+0.017289i,-0.022112+0.020763i,-0.020213+0.017687i,-0.023839+0.016192i,-0.027411+0.020871i,-0.026184+0.025479i,-0.015597+0.028667i,-5.3996e-05+0.025363i,0.0012161+0.016745i,-0.0092575+0.013612i,-0.013763+0.014809i,-0.0074934+0.012853i
-0.11964-0.14446i,-0.28183-0.28185i,-0.41382-0.28133i,-0.37455-0.1159i,-0.20399+0.006089i,-0.0565+0.0065068i,-0.0016795-0.0063068i,-0.00089922-0.0075061i,-0.010409-0.0080091i,-0.0035274-0.011081i,0.0083865-0.025456i,0.013494-0.03268i,0.018877-0.025578i,0.021516-0.017858i,0.02448-0.014913i,0.026196-0.015669i,0.019067-0.013634i,0.0074222-0.0040215i,0.0031689+0.0060456i,0.011502+0.0089896i,0.021451+0.0057736i,0.019709+0.00078573i,0.0082839-0.0019551i
0.15052+0.24211i,0.42412+0.38479i,0.62299+0.30843i,0.52753+0.059596i,0.28864-0.091973i,0.11794-0.095859i,0.022109-0.074697i,-0.021593-0.042878i,-0.023336-0.014373i,-0.022475+0.0031241i,-0.015083+0.022878i,-0.0062392+0.025753i,-0.014318+0.017738i,-0.021292+0.015336i,-0.021627+0.013521i,-0.016924+0.012592i,-0.0052436+0.0084066i,0.0024581-0.0024473i,0.00084111-0.0081413i,-0.0062324-0.0074742i,-0.011668-0.0091906i,-0.012915-0.012426i,-0.011301-0.0085712i
-0.2321-0.25782i,-0.48991-0.32554i,-0.60669-0.22555i,-0.47289-0.040339i,-0.29452+0.084799i,-0.18509+0.14325i,-0.073114+0.1563i,0.009127+0.098141i,0.015952+0.03856i,0.0057584+0.022112i,-1.6767e-05+0.016395i,-0.0051886+0.016113i,0.0037544+0.019708i,0.014752+0.018317i,0.015308+0.015638i,0.0085647+0.013996i,0.0010487+0.013786i,0.0013306+0.0157i,0.005541+0.015116i,0.0053147+0.013206i,0.0030175+0.016644i,0.004986+0.020068i,0.0093045+0.012873i
0.18097+0.12018i,0.27321+0.17704i,0.28875+0.20418i,0.2451+0.16946i,0.20582+0.06389i,0.16984-0.054805i,0.092166-0.11595i,0.0053689-0.085871i,-0.020901-0.035698i,-0.010435-0.029458i,-0.0070885-0.038805i,-0.010702-0.037019i,-0.015601-0.027789i,-0.01821-0.018988i,-0.013732-0.015447i,-0.0080548-0.013215i,-0.0046321-0.0073177i,-0.0029415-0.0026805i,-0.0039551-0.0035512i,-0.0019976-0.0075322i,0.0012474-0.012858i,-0.0010831-0.011534i,-0.0060977-0.00068583i
0.065985-0.061099i,0.13448-0.20528i,0.10004-0.33831i,-0.037196-0.29662i,-0.1333-0.12673i,-0.16613-0.0085245i,-0.15689+0.037198i,-0.096068+0.037094i,-0.049915+0.020152i,-0.033185+0.030263i,-0.014396+0.041746i,-0.00549+0.038775i,-0.00050588+0.035813i,0.0027359+0.021023i,-0.0090286+0.0067276i,-0.018749+0.0066912i,-0.014494+0.0055309i,-0.005041+0.0026004i,0.0008371+0.00033514i,-0.001654-0.0019904i,-0.0062937-0.0049049i,-0.0058038-0.010876i,-0.0021271-0.016088i
-0.26129+0.23082i,-0.39036+0.47992i,-0.33493+0.60547i,-0.14961+0.47073i,-0.023828+0.25845i,0.062049+0.15608i,0.12861+0.089149i,0.10309+0.025191i,0.045916+0.0018992i,0.022075-0.010247i,0.015583-0.020879i,0.020484-0.026154i,0.025319-0.027276i,0.02951-0.012993i,0.040964+0.0012215i,0.043826+0.0042944i,0.03107+0.0068795i,0.015582+0.0092318i,0.0068083+0.011226i,0.0081+0.01588i,0.012924+0.023244i,0.013015+0.028923i,0.0088719+0.027147i
0.15785-0.38784i,0.23751-0.62769i,0.22805-0.66561i,0.14424-0.4745i,0.071834-0.2868i,-0.0065951-0.21365i,-0.076394-0.14333i,-0.070086-0.054951i,-0.032287-0.012065i,-0.024495+0.00067445i,-0.026914+0.014517i,-0.025932+0.023512i,-0.027469+0.024661i,-0.032628+0.019222i,-0.041104+0.0093098i,-0.040958+0.0023794i,-0.024363-0.0030173i,-0.0063944-0.0089748i,-0.0022722-0.0098976i,-0.0060398-0.0081329i,-0.0070604-0.010489i,-0.0051469-0.014606i,-0.0054692-0.014162i
0.027223+0.22517i,-0.058973+0.33237i,-0.14802+0.35439i,-0.14484+0.28959i,-0.10575+0.22776i,-0.076036+0.21341i,-0.03231+0.17683i,-0.0030817+0.094589i,3.9314e-05+0.03936i,0.013042+0.023578i,0.02077+0.0097076i,0.011725+0.002706i,0.011298+0.00024139i,0.014503-0.0078384i,0.0099781-0.0051171i,0.0073871+0.007644i,0.0069683+0.014599i,0.0061558+0.015398i,0.007195+0.0095799i,0.0062063+0.0015412i,-0.00066742-0.0019291i,-0.0086991-0.0041072i,-0.0088479-0.0063512i
0.064014+0.080719i,0.24116+0.095737i,0.34302+0.027813i,0.24705-0.047384i,0.14021-0.072291i,0.12802-0.11447i,0.093017-0.14937i,0.021474-0.103i,-0.015101-0.046823i,-0.027044-0.03199i,-0.024769-0.03061i,-0.012777-0.031529i,-0.0071285-0.020916i,0.0010864-0.0033023i,0.011527-0.0033151i,0.0060036-0.012448i,-0.0078205-0.0096708i,-0.014394-2.7967e-05i,-0.012538+0.0051533i,-0.0043461+0.0059428i,0.0034672+0.007126i,0.0077639+0.012187i,0.0092536+0.016176i
-0.32908-0.14203i,-0.59718-0.1636i,-0.63325-0.079813i,-0.39749+0.0095643i,-0.22059+0.021904i,-0.2018+0.048994i,-0.15886+0.093257i,-0.066227+0.066848i,-0.02108+0.024805i,-0.012121+0.0275i,-0.0053973+0.043134i,-0.004773+0.04738i,-0.0087767+0.036873i,-0.018472+0.021336i,-0.028511+0.014658i,-0.025863+0.013082i,-0.013646+0.0054532i,-0.0017137-0.00085415i,0.0046032-0.0019285i,0.005453-0.0036185i,0.0078941-0.0082175i,0.010102-0.015743i,0.0037178-0.016734i
0.3479-0.06575i,0.56428-0.066055i,0.54976-0.049696i,0.31997-0.019451i,0.16384+0.0304i,0.15461+0.055811i,0.14396+0.033916i,0.080432+0.014804i,0.029949+0.012397i,0.015189+0.0015048i,0.012299-0.015903i,0.015433-0.025509i,0.023642-0.021294i,0.032034-0.008893i,0.041557+0.0052077i,0.046681+0.014698i,0.040317+0.018065i,0.026047+0.014249i,0.0090427+0.0064971i,-0.0058474+0.0049668i,-0.017411+0.011049i,-0.022883+0.018735i,-0.014728+0.016965i
