0.0029645-0.000461i,0.0024126-0.0010491i,0.0018566-0.0019332i,-0.00069263-0.0025012i,-0.003405-0.0016112i,-0.0041071+0.00046472i,-0.0031377+0.0015858i,-0.001589+0.0016152i,0.00012021+0.00048586i,0.00059144-0.00039108i,0.00028438-0.00061213i,-0.00013801-0.00060911i,-8.9611e-05+4.2296e-06i,-0.00042561+0.0010135i,-0.0013171+0.00097069i,-0.0014225+0.00027223i,-0.0015561+0.00026655i,-0.0010352+0.00058357i,6.1354e-05+3.0358e-05i,0.00039273+6.7074e-05i,0.00041698+0.00040093i,-6.4599e-05+0.00034322i,-0.00037407+0.00053352i
-0.00048316+0.00085073i,-0.00012163+0.0016282i,0.00094202+0.0010155i,0.0015353+0.00077745i,0.0010889+0.00029444i,-0.00028079-0.00065777i,-0.0011137-0.00056799i,-0.0011593-0.000134i,-0.0007529+0.00034338i,-7.7055e-05+0.00074648i,0.00011813-0.00058843i,4.0716e-05-0.0016257i,-0.00021698-0.0014785i,-0.00051055-0.0010387i,-0.0010774-0.00028344i,-0.0011507-0.00032942i,-0.00015595-0.00032581i,0.00048969-0.00035314i,0.00050687-0.00077236i,0.00019813-0.00046176i,0.0001214+4.3657e-05i,0.000537+0.00030179i,0.0001395-0.00013758i
-0.00066943+0.0020163i,-0.00055051+0.0019022i,-0.0001264+0.0014205i,0.00057046+0.00072837i,0.00033341+0.00023329i,-0.00027595-0.00034368i,-0.00045849-0.00087213i,-0.00068623-0.0006704i,-0.00043634-0.0004413i,-0.00017719-0.00054795i,-3.7388e-05-0.00082528i,0.00053245-0.00068405i,0.00069849-0.0011139i,2.7779e-05-0.001694i,-0.00047565-0.0007829i,-0.00065924+0.0004276i,-0.0004207+0.00073651i,4.7036e-05+0.00078541i,-5.7937e-05+0.00032387i,0.00022264+0.00014571i,-0.00015999+0.00068448i,-7.4849e-05+0.00046216i,9.7011e-05-0.00048722i
-7.613e-05-0.00014233i,-0.00082877-0.00077911i,-0.00020837-0.00073906i,4.6746e-05+0.00040011i,-0.00093844+0.0012461i,-0.0019257+0.00063328i,-0.00070412-0.00033945i,0.00051623-0.00096707i,-0.00020097-0.00075525i,-2.8269e-05-0.00072589i,0.00012038+0.00010565i,-0.00025236+0.00085948i,-0.00020889+0.00045498i,4.5216e-05+0.00047804i,-0.00064691+1.109e-05i,-0.0010683-0.0005971i,-0.00032814-0.00026923i,0.00022282+0.00011235i,0.00055765+0.00013731i,0.0005332+0.00017176i,0.00026592+0.00015616i,-0.00063458-0.00032507i,-0.001247+0.00017508i
-0.00016739+0.0026312i,0.00027011+0.0025837i,0.00075364+0.0018105i,0.00078814+0.00049719i,-0.00020864-0.00063589i,-0.0013445-0.00030843i,-0.0014245-0.00028655i,-0.00059928-0.00092648i,-0.00064377-0.00060584i,-0.0002021-0.00042329i,0.00083985-0.00064391i,0.0013097-0.00084232i,0.0012335-0.0011197i,0.00036629-0.0018171i,0.00019356-0.0017235i,0.00013762-0.00041787i,-3.1436e-05+0.0005051i,-8.5458e-05+0.0012468i,-0.00039873+0.0015476i,-0.00054086+0.00089752i,-0.00042073+0.00016263i,3.4675e-05+0.00045908i,-6.7341e-05+0.00023297i
-0.0014109+0.0023274i,-0.00088082+0.0028206i,-0.00085956+0.0032787i,-0.00061127+0.0020832i,-0.00063656-0.00016003i,-0.00067742-0.00046081i,-0.00046925-0.00012168i,-6.4644e-05+0.00038369i,0.00054476+0.00065108i,0.0013228+0.00017767i,0.0008272-1.0117e-06i,0.00025029+0.00041075i,-0.00012535+0.00055931i,-0.00061274+0.00018826i,-0.00025993-0.00076555i,0.00019597-0.0010352i,-0.00028554-0.00026022i,-0.00055978-0.0001652i,-0.0003688-0.00042087i,-0.00043809-0.00030261i,-0.00042099+2.9983e-05i,-0.00042533+0.00044925i,-6.038e-05+0.00074431i
0.0012158+0.0017134i,0.001962+0.0017494i,0.0029946+0.00061144i,0.0028261-0.00048027i,0.0018867-0.00098413i,0.00063887-0.00066595i,-0.00064086-0.00036396i,-0.00057619+0.00014891i,-7.1224e-05+0.00070079i,0.0004524+0.00053276i,0.0005762+0.00050342i,0.0003183+0.00042637i,-4.4933e-05-0.00054894i,-0.00039431-0.000589i,-0.00033963+4.6971e-05i,0.000167+0.0002575i,7.3965e-05+0.00051078i,-0.00050631+0.00017847i,-0.00045088-0.00016477i,-0.00019319+0.0002025i,-0.00054272-0.00015674i,-0.00036784-0.00026901i,0.00039526+0.00017331i
0.001103+0.0018952i,0.0010835+0.00096952i,0.0015138+0.00037603i,0.00097637+0.00046934i,-7.6759e-05-0.00033463i,-0.00072067-0.0015112i,-0.0011364-0.00060369i,-0.0016064+0.00078671i,-0.001365+0.0011281i,-0.00045519+6.2086e-05i,0.00018732-0.00088542i,-0.00038685-0.00054742i,-0.00095072-0.00047734i,-0.0011146-0.0002729i,-0.0012386+0.00015036i,-0.00036272+0.00069613i,-0.00035715+0.00036255i,-0.00077337-9.4938e-05i,-0.00052343+0.00071989i,-0.00026308+0.00065783i,2.1484e-05+4.8017e-05i,8.6681e-05+3.9447e-06i,-0.00025108-0.00036285i
0.00083952+0.00087223i,0.0015326+0.00077133i,0.0012446+0.00099675i,0.00053979+0.00023846i,0.00011239-0.00011166i,-0.00040759-0.00040812i,-0.0011031-0.00026335i,-0.0013881+0.00044252i,-0.0010931+0.00077764i,-0.00099352+0.00040503i,-0.0001448-0.00012468i,0.00056807+9.0352e-05i,0.00058253+0.00033024i,0.00038216+0.00028894i,0.00015895+5.9235e-05i,1.8678e-05+0.00018846i,0.00014182-5.4296e-05i,7.4785e-05-0.00045298i,-0.00040999-0.00055674i,2.5616e-05-0.00057955i,0.00023747-9.9574e-05i,8.8761e-05+0.00040956i,-0.00015105+0.00059062i
0.0014583+0.00075919i,0.0013067+0.0010307i,0.00078979+0.00059293i,0.00062988-0.00050244i,-0.00031136-0.00054005i,-0.00084057-0.00028642i,-0.00074928-0.00016758i,-0.0008114+0.00058565i,-0.00016691-2.5519e-06i,0.00049866-0.001133i,0.00046074-0.0014092i,-0.00025923-0.0011525i,-0.00048083-0.00061099i,-0.0005184-0.00015731i,-0.00038703+0.00037286i,7.9508e-05+0.00046194i,0.00050726+2.4433e-05i,0.00021359+0.00016278i,-9.7665e-05+0.0005744i,0.00010533+0.00021675i,0.0007304-6.3462e-05i,0.0008636-0.00052429i,0.00059794-0.00036652i
-0.00027971-0.00074371i,-0.0012806+0.00010417i,-0.001533-0.00010904i,-0.002116-0.000867i,-0.0019087-0.00068954i,-0.00055559-9.0458e-05i,1.0402e-05-0.00042354i,0.00054976-0.00034739i,0.0010112-5.7539e-05i,0.00018154+6.4054e-05i,-0.00063114+0.00036466i,-0.00059145+0.00092705i,-0.00015235+0.0010786i,0.00016416+0.00076974i,0.00016015+0.00064185i,-0.0001092+0.00071037i,0.00037728+0.00016464i,0.00061431-0.00061522i,-0.00021111-0.00030001i,-0.00038727+0.00027619i,-3.0038e-05-0.00033702i,5.8922e-06-0.00050156i,-0.00023227-5.463e-05i
0.0022218+8.4127e-05i,0.0021006-0.00066214i,0.0023936-0.0013679i,0.0014602-0.0016615i,-0.00045132-0.00092061i,-0.0014269-0.00052158i,-0.00099371+0.00038015i,-0.0010269+0.0013864i,-0.00098593+0.00093582i,-0.00049264-0.00015577i,9.7736e-05-8.29e-05i,5.2758e-05+0.00050972i,-0.00046082+0.00025824i,-0.00036332-0.00044191i,-0.00014151-0.00012472i,0.00027858+0.0001045i,0.0005943-0.0009611i,0.00046237-0.0010728i,-0.00020891+0.00011649i,-0.00097246+5.9578e-05i,-0.00052986-0.00050616i,0.00053189-0.00035656i,0.00058172-0.00018684i
0.0022533+0.0014949i,0.0027429+0.00092285i,0.0026193-0.00023927i,0.0012695-0.0015314i,-0.00012896-0.00093365i,-0.000451+0.00059643i,-0.00046293+0.00075436i,-0.00015471+0.00027901i,0.00070567-0.00010882i,0.00054989-0.00024353i,-6.1526e-07+0.00014675i,0.00014105+0.00075062i,0.00046396+0.00090459i,0.00033307+0.0011164i,-0.00013461+0.00071394i,-0.00030474-0.00019513i,-0.00035588-0.00071389i,0.00010625-0.00056671i,0.00066795-0.00026509i,0.00058213-0.00046912i,0.00051029-0.00082786i,0.00011823-0.0011971i,-0.00036783-0.0015763i
0.0001243-0.00095323i,-0.00049806-0.00070855i,-0.0012379-0.00013468i,-0.0013319+9.0523e-05i,-0.001632+2.0082e-05i,-0.001877-0.00057352i,-0.0014711-0.0008671i,-0.00060122-0.00075575i,0.00033265-0.00074871i,4.3704e-05-0.00042985i,-0.00062175-2.4311e-05i,-0.00033518+0.00059926i,1.4499e-05+0.00084326i,0.00037265+0.0005061i,0.00035257-0.00059946i,-1.0054e-05-0.00068633i,-0.00066161-1.1954e-05i,-0.00033241+0.00023132i,6.5331e-05+0.00039007i,0.00060386+1.4504e-05i,0.0011087-0.00066724i,0.00013534-0.00060836i,-0.00069556+0.00020714i
0.0023621+0.0022053i,0.002674+0.0014963i,0.0025636+9.2907e-05i,0.0011331-0.0015621i,-0.00039045-0.0022054i,-0.00095944-0.0016457i,-0.0016899+0.00023108i,-0.0016589+0.001263i,-0.00053716+0.00082773i,0.00043098+0.0003267i,0.00043026-0.00012252i,-0.00056788-6.5299e-05i,-0.0011662+0.00057501i,-0.001614+0.00065501i,-0.0017453+0.00012294i,-0.001325-0.00041939i,-0.00072826+4.4383e-06i,-0.00013259+0.00033322i,-0.00010166+0.00061731i,-0.0006614-1.5713e-05i,-0.00055249+9.063e-05i,7.3406e-05+0.00046636i,0.00021362-0.00012771i
-0.0028845-0.00017328i,-0.0029893+0.0010165i,-0.0025501+0.0016632i,-0.0013296+0.0020298i,-0.00040574+0.0012082i,0.00041435-0.00044927i,-0.00011318-0.0012578i,-0.00063141-0.0011043i,-0.0010127-0.00039539i,-0.0012296+0.00040409i,-0.00092561+0.00053393i,-0.0002753-6.246e-05i,0.00034912-0.00058367i,0.00062197-0.00074254i,0.00068645-0.00024948i,0.00083012+0.00030798i,0.00093107-0.00019258i,0.0011132-0.0008721i,0.00075092-0.00088554i,-1.7589e-05-0.00046768i,-0.00019168-0.0002937i,-4.265e-05-3.7558e-06i,-0.00026181+0.00025161i
-0.00034068+0.00067193i,0.00012622+0.00047887i,0.00069486+0.00053935i,0.0015741+0.00032457i,0.0021745-0.00090907i,0.0017822-0.00098338i,-6.0035e-05+0.00037701i,-0.0010826+0.00077638i,2.8536e-05+0.00053i,0.00080631+0.00067249i,0.00040808+0.00067311i,0.000243+0.00083946i,0.00034227+0.00043681i,3.952e-05-0.00023277i,-4.431e-05-0.00072156i,-0.00043801-0.0011731i,-0.00072844-0.00067831i,-0.00093285+0.0001735i,-0.00078975-0.00013532i,-0.00032003-0.00074956i,-0.00045148-0.00046404i,-0.00038937-5.3003e-06i,4.9938e-05+0.00056689i
0.0011512+0.00022828i,8.9087e-05-7.5787e-05i,-0.00040279-6.8896e-06i,-0.00035192-0.00029211i,5.3149e-05-0.00019084i,-0.00012198-0.00011192i,-0.00013779-0.0011093i,-6.1126e-05-0.00078879i,-7.8834e-05+0.00012148i,-0.00035422-0.00044724i,-0.00062764-0.0010418i,-9.1691e-05-0.00079089i,0.00012256-0.00012407i,-0.0001612-1.2479e-05i,-9.9286e-05-0.00043656i,-0.00060183-0.0010001i,-0.0010483-0.00050557i,-0.00044327+6.2055e-05i,-0.00031789-0.00011513i,-0.00020862+3.0651e-05i,-3.2985e-05+0.00038362i,0.00055386+0.00055986i,0.00090235+0.00014603i
0.0014951-0.0015606i,0.00084032-0.00032176i,0.00035535-0.00065189i,-0.00021386-0.00037399i,-0.0014384+0.00082625i,-0.0013301+0.00059296i,-0.00080869-0.0002378i,-0.0011889-4.4373e-06i,-0.00077848+0.00015373i,-0.00022347+0.00029145i,-0.00054089+0.00061397i,-0.00047539+0.00043552i,0.00072311-0.00034773i,0.00090078-0.00028563i,0.00016022+0.00030973i,0.00024743+2.642e-05i,0.00074943-0.00027702i,0.00088574-0.00064342i,0.00063598-0.0011264i,0.00020179-0.00080618i,-0.00036119+0.00029261i,-0.00089413+0.00046967i,-0.00089794+6.4987e-05i
0.00082813+0.00046231i,-4.8162e-05+0.0002574i,-0.00022906-0.00079263i,-0.00041433-0.00092553i,-0.0015359-2.1073e-05i,-0.0023047+0.00063855i,-0.0016031+0.00033232i,3.3722e-05+8.2469e-05i,0.0010431+3.6263e-05i,0.00091046-0.00010279i,0.00041587+0.00027173i,-0.00012111-0.00043735i,0.00020437-0.00048314i,0.0013419+0.00098259i,0.0012106+0.0014484i,6.2345e-05+0.00059888i,-0.00051041-0.00011587i,-0.00067524-0.00068977i,-0.00073287-0.00054285i,-0.00091141+3.576e-05i,-0.0010369-6.8743e-05i,-0.00086131-0.0001881i,-5.0284e-05-0.00011112i
-0.0008851+0.0012586i,-0.00028319+0.0014669i,0.00018024+0.00091223i,-0.00014105+0.00047799i,-0.0008242+0.00028908i,-0.0011276+0.00010681i,-0.0012318-0.00044066i,-0.0014151-0.00064388i,-0.00082244+0.00037313i,0.00049305+0.0004821i,0.00078112-0.00038814i,-9.9628e-05-0.00076574i,-0.00063289-0.0007i,-0.00049506-0.00024206i,-0.00027162+0.00016794i,-0.000641+0.00023636i,-0.00075475-0.00018593i,-0.00031453-0.0001344i,-0.0005866+0.00020433i,-0.00043943+6.9189e-05i,5.6067e-05-0.00070146i,0.00048882-0.0011968i,0.00094711-0.0011738i
-0.00019058+0.00064921i,-0.00089722+0.00086991i,-0.00088581+0.00026372i,-0.00031643-0.00010047i,-0.00033042+0.00025956i,-0.0010011-0.00010854i,-0.0013381-0.00076291i,-0.0010279-0.00062368i,0.00029284-7.1521e-05i,0.00093733-3.6127e-05i,0.00082718+0.00025195i,0.00031051+0.00013286i,-0.0001212-0.00067576i,3.5234e-05-0.00060688i,-0.00056146-0.00071581i,-0.00029221-0.00073226i,0.00053063-0.00020844i,0.00073159-0.000645i,0.00038295-0.00060378i,-0.00052549-0.00042196i,-0.0010789-0.00022116i,-0.00082636-0.00021858i,-0.0006117-0.0007268i
-0.00025516+0.00070322i,0.0010625+0.0016509i,0.0023783+0.0014117i,0.0024712+8.3652e-05i,0.0015617-0.0012714i,-0.00017228-0.001433i,-0.0013978-0.00061513i,-0.00080043+0.00072369i,0.00017728+0.0011074i,9.9165e-05-0.00023118i,-0.00031363-0.00050682i,-0.00038917-4.9035e-05i,1.3433e-05-0.00096658i,-1.0837e-05-0.001526i,-0.00062695-0.00075544i,-0.00065761-1.4259e-05i,-0.00026959-0.00019314i,8.9898e-05+0.00014639i,0.00028778+0.00028419i,0.00058169-6.2136e-06i,0.00016807+2.0431e-05i,2.2346e-05-0.00049533i,-0.00037994-0.00051439i
-0.0017827+0.0018164i,-0.0025208+0.002727i,-0.0031009+0.0026894i,-0.0018643+0.0019919i,0.00013979+0.00075752i,0.00099267-0.0001027i,-1.4972e-05-4.2341e-05i,-0.0010332-6.7325e-05i,-0.00070831+0.00016671i,0.00042645+4.521e-05i,0.00073424-0.0010103i,0.00083657-0.0013338i,0.0010314-0.0010503i,0.0011386-0.0015272i,0.0012141-0.0012414i,0.0010598-0.00041202i,0.00039625-0.00034278i,-0.00032575-0.0002603i,-0.00083636-0.00011756i,-0.0010382-0.00024102i,-0.00081441-0.00018111i,-0.00051434+0.00024839i,-0.00034972+0.00040218i
0.00183+0.00034406i,0.0012097-0.00013773i,0.0003165-0.00085289i,-0.00074054-0.0014162i,-0.00070793-0.0011404i,0.0001985-0.00045601i,7.074e-05-5.9357e-05i,-0.00070791-0.00021365i,-8.0205e-05-0.00010621i,5.5659e-05+0.00065787i,-0.00051275+0.0010013i,-0.00031947+0.0010824i,-0.00021172+0.0011769i,-0.00050357+0.0011848i,-0.000249+0.0014159i,8.5354e-06+0.00073318i,0.00025126-9.641e-05i,0.00054983-2.9031e-05i,0.00026272+0.00011924i,-0.00035984-0.00045127i,-0.00062501-0.00046497i,-0.0003858+0.00014961i,0.00019018+0.00012574i
-0.00061995+0.0010732i,0.0005675+0.0015995i,0.00074878+0.0015446i,0.00056899+0.00025254i,0.0010494-0.00072031i,0.0010052-0.00080012i,0.00050731+0.00031744i,0.00018338+0.0010384i,5.2499e-05+0.00057039i,7.6044e-05-0.00027461i,0.0001351-0.00034409i,0.00014138-0.00065292i,0.00059008-0.0010319i,6.9202e-05-0.00083121i,-0.0008783-0.00029941i,-0.0015297-0.0002427i,-0.0019307-0.00022447i,-0.0011447-0.00011533i,-0.00023502+6.3844e-05i,2.7561e-05-9.5981e-05i,0.00033849-0.00023003i,0.0011289+0.00039897i,0.0013987-7.9722e-05i
-0.0013946-0.0015272i,-0.0014206-0.0012087i,-0.0008236-0.0016706i,-0.0004218-0.0016739i,-0.0010006-0.00028947i,-0.00096006+0.00074925i,-0.00022462+0.00085028i,5.7622e-05+0.00037571i,7.904e-05+0.00020983i,5.6783e-05-0.00014124i,0.00019131-0.00035875i,0.00083498-0.00059575i,0.001328-0.001043i,0.00073448-0.00038256i,-5.1123e-05+0.000276i,0.00012331-0.00010326i,0.00023241-0.0006403i,0.00028088-0.0008523i,0.00074432-0.00059171i,0.00073462-0.00041133i,0.00015414-0.00032436i,-0.0010391-3.1524e-05i,-0.0015149+0.00014972i
-0.0014686+0.00085697i,-0.00041773+0.0013185i,0.00040855+0.0018369i,0.00078156+0.0018268i,0.00052704+0.00038038i,9.6607e-05-0.00073695i,-0.00023644-0.00087292i,-0.00025186-0.0005932i,-0.00046447+0.00016263i,-0.00039622-3.9496e-05i,0.00036544-8.4266e-05i,0.0010757+7.4628e-05i,0.00049998-0.0001211i,-0.0010559+0.00045882i,-0.0012812+0.00025511i,-0.00056242-0.00033712i,-0.00056115-0.00057901i,-0.0007519-0.00048732i,-0.0012411+7.7779e-05i,-0.0013912-0.00018104i,-0.00037137-0.00053074i,0.00046343+0.00012868i,0.00014421-5.3817e-05i
-0.00063869+0.00052962i,-0.00079056+0.00026672i,-0.0002557-0.00078018i,0.0002961-0.0003019i,5.6649e-05+0.00022268i,-0.0008264-3.741e-05i,-0.0015107-0.00011967i,-0.0012082+0.00015597i,-0.00057487+0.0006633i,8.6504e-05+0.00082042i,0.00043527+0.00036786i,0.00011606+0.00014944i,0.00048374-0.00019237i,0.00010659+7.9569e-05i,-0.00088646+0.00012289i,-0.00070536-0.00040619i,-0.00027693-0.00048246i,-0.00044562-9.4457e-05i,-0.00063829-0.00027674i,-0.0004678-0.00043898i,-0.00041235-7.1178e-05i,-0.00015341+0.00034626i,0.00042652+0.0001002i
0.00046955+0.00058074i,0.00058436+0.0010451i,0.0016243+0.0017341i,0.001263+0.001133i,4.5569e-05+0.00045668i,-0.00046101+0.00049087i,-0.00075839-1.0352e-05i,-0.00090488-0.00020411i,-0.00022864+0.00037477i,0.00042981+0.00088133i,0.00043949+0.00071868i,-0.00026304+0.00021116i,-0.00073244-0.00011783i,-0.00047871-0.00031958i,-9.1695e-05+0.00026912i,0.00053383+0.00049264i,0.0011567+0.00024761i,0.0009855-0.00019789i,0.00079911-0.00030921i,0.00072816-0.00049117i,0.00016353-0.00072479i,-0.0010057-0.00060814i,-0.00084908-0.00014983i
-0.001589+0.0002654i,-0.00048386+0.00026863i,0.00070897+0.0001727i,0.00085524+0.00012648i,0.001246-0.00027282i,0.001528-0.00084212i,0.00032593-4.7892e-05i,-0.00068917+0.00072706i,-0.00039525+0.00041345i,0.00013331+0.00022369i,0.00091233+0.0003707i,0.0013597-0.00037655i,0.00059382-0.00097158i,-0.00074437-0.0004912i,-0.0011935+0.00015911i,-0.00055478+7.9714e-05i,-0.00030036-0.00025217i,-0.00027086+3.7339e-05i,-0.00025341+0.00061655i,-0.00045869+0.00080201i,0.0001113+7.2373e-05i,0.00070792-0.00021444i,0.00047144+3.8628e-05i
-0.00031759+0.0018569i,-0.00022699+0.0016007i,-0.00075167+0.0014389i,-0.0010615+0.00087632i,-4.3183e-06-0.00029948i,0.00086014-0.00096485i,-0.00014582-0.0015185i,-0.00078707-0.0013049i,3.03e-05-0.00049289i,0.00059065-0.00012357i,0.00091788+8.9079e-06i,0.0010458-0.00013149i,0.0005855-0.00015175i,-0.00019539-0.00014781i,-0.00063214-0.00040541i,-0.00029104-0.00022414i,-7.9596e-05-0.00012482i,-0.00021753+0.00015727i,0.0002828+0.00025471i,0.0012847-0.00053499i,0.00067747-0.00013372i,-0.00030482+0.00043761i,-0.00053116+0.00022784i
0.0015288-0.00056734i,0.0021617-0.001065i,0.0013542-0.0016948i,-0.00036667-0.0010421i,-0.0012006-4.77e-05i,-0.0016364+0.00040894i,-0.0017464+0.00037979i,-0.0013259+0.00040629i,-0.00010581-0.00027694i,0.00052826-0.00067541i,-1.5215e-05-0.00027047i,5.3229e-05-0.00038709i,0.0007663+0.00021566i,0.00071779+0.0011313i,0.00010903+0.0011107i,-0.00021893+0.00081177i,-0.00016335-0.00039729i,-0.00038596-0.0014348i,-0.00034262-0.0010105i,-0.00037047-0.00048211i,-2.8082e-05-0.0005621i,0.00035662-0.00035789i,0.00025773-5.0363e-05i
0.0016822+0.00093594i,0.001406+0.00064368i,0.00083267-3.6772e-05i,-0.00053894-0.00089725i,-0.0016032-0.0012371i,-0.0016219-0.00011303i,-7.3861e-05+0.00030668i,0.00071784-5.6541e-05i,0.00010828-0.00091173i,0.00017556-0.0011731i,0.00013669-0.00077529i,-9.2768e-05-0.00095183i,-0.00023072+1.9675e-05i,-0.0010767+0.00095035i,-0.0010992+0.00062154i,2.3587e-05+0.00062302i,0.000333+0.00094057i,0.00019905+0.00072684i,0.00078175-2.0915e-05i,0.00092658-0.0004086i,-6.6694e-05+0.00019759i,-0.0010812+0.00011963i,-0.00058513-0.00037208i
0.0012677-0.0016428i,0.00042252-0.0017153i,-0.00033278-0.0022594i,-0.0013566-0.0021947i,-0.0014192-0.001445i,-0.0011915-0.00093091i,-0.001157-0.00040594i,-0.00034486+9.9267e-05i,0.00059168-2.8922e-05i,0.0004494+0.00010799i,-0.00022248+0.00071097i,0.00011443+0.0010078i,0.0002687+0.0010984i,0.00034711+0.001429i,0.00048757+0.0012166i,-0.0003585+0.0011387i,-0.00097809+0.0010094i,-0.00098017-0.00027456i,-0.00081434-0.00065468i,-0.00027079+0.00015987i,-6.2239e-06+0.0007565i,-0.00056628+0.00019845i,-0.00070008-0.00019635i
0.0001905+0.0016169i,0.00035006+0.0026515i,0.00041969+0.0025259i,-0.00013405+0.0012062i,-0.00066508+0.00062525i,-0.001029+0.00013837i,-0.0012298-0.00094969i,-0.00050575-0.00082521i,0.00034362-0.00062242i,0.00023416-0.00077176i,-0.000301-0.00046179i,-0.00065739-3.3659e-05i,-0.00023361+2.4448e-05i,0.00022712-0.00022645i,-0.00026537-0.00051952i,-0.00045656-0.0007787i,-0.00053258-0.0010304i,-0.0010278-0.00057915i,-0.0008281-0.00077316i,-0.0005906-0.00094897i,-0.00057984-0.00019494i,-0.00076518+0.00015729i,-0.00087111-0.00042419i
-0.0019805-0.0014433i,-0.0026971-0.0013991i,-0.0021033-0.001118i,-0.00075094-0.0004252i,-0.00013221+6.4154e-05i,0.00035136+0.0002725i,0.00058691-5.6107e-05i,0.00029909+3.5182e-05i,0.00091141+0.00074663i,0.0012251+0.0010371i,0.00077643+0.00058975i,0.0012249-0.00026701i,0.0016222-0.00075243i,0.0011228-0.00081631i,0.00038406-0.001385i,0.00038268-0.0014989i,6.7619e-05-0.00067361i,-0.00030313-0.00013172i,-0.00041254+0.00022626i,-0.00077497+0.00027287i,-0.0012203+0.00018054i,-0.00062167-0.00045536i,0.00071188-0.00066701i
0.00087004-3.1879e-05i,0.0013521-1.3244e-05i,0.0018366-0.00085687i,0.00075613-0.0010449i,-0.00014176-0.0007343i,-0.00018041-0.00067179i,-0.00013839-0.00057364i,-5.1436e-05-0.00080489i,-0.0002288-0.00067765i,-8.2667e-05-0.00035202i,0.00036532-0.00026059i,0.00079003-0.00029187i,0.00012075+0.00034797i,-0.00032308+0.00084582i,0.00013132+0.00057493i,0.00037868+6.7023e-05i,-0.00029474-0.00057708i,-0.00032507-0.00091843i,0.00066611-0.00093384i,0.0011072-0.00078816i,0.00017451-0.00066671i,-0.00036472-0.00083128i,-0.00060179-0.00016599i
-0.00012004-0.00064841i,-0.0004063-0.0012118i,-0.00034047-0.00066049i,-0.0010108+0.00042396i,-0.0013466+0.00080148i,-0.00078627+0.00099396i,-0.0009935+0.00095127i,-0.0012547+0.00011503i,-0.0010589-7.5606e-05i,-0.00030745+0.0012135i,0.00016205+0.0015101i,0.00055057+0.00051576i,0.0010576+0.00045974i,0.00077276+7.9804e-05i,0.00021055-0.00023041i,-0.00017557-0.00013064i,-0.00024008-0.0002429i,9.9237e-05-0.00044123i,0.00027897-0.00050345i,0.00076925-0.00086762i,0.0012114-0.00034622i,0.00077969+0.00051073i,9.2837e-06+0.0004183i
0.00042669-0.0014424i,0.0011976-0.0018453i,0.00046343-0.0011699i,-0.00082322-0.00061965i,-0.0015526-0.00025984i,-0.00097519+5.9114e-05i,0.00024759+0.00015643i,0.00048249-1.4512e-05i,-0.00030216+0.00047548i,-0.00061147+0.0005832i,2.3275e-05+0.00072334i,0.001122+0.00054813i,0.0014207-0.00015674i,0.0010258+2.6085e-05i,0.00053587+0.00030241i,0.00032369+0.00028298i,0.00065882+0.00013194i,0.0011932-0.00011139i,0.00088039-2.5567e-05i,-5.5051e-05-0.00063666i,-0.00018899-0.00088596i,0.0003587-0.00031572i,-0.00059251-0.00046631i
-0.0013704+0.0013107i,-0.0006306+0.00089156i,0.00043196+4.7312e-05i,0.00022327+0.00049935i,-0.0007356+0.00084564i,-0.0010933-1.4499e-05i,-0.00087984-0.00048295i,-0.00042476-0.00012786i,0.00029975+0.00032244i,0.0012257+0.00043952i,0.00096045+0.00033538i,6.6153e-05+0.00029605i,-0.00052387-0.0001396i,-0.0007382-0.00033528i,-0.0007463-0.00044815i,-7.7216e-05-0.00056128i,0.00018667-0.0002911i,-9.5738e-05+0.00018352i,-0.00032398+0.0005283i,-0.00085854+0.00078828i,-0.00082607+0.00056291i,-0.0003037-2.8589e-05i,0.00034204-0.00096911i
-0.0010466-0.00090561i,-0.00060709-0.00060706i,-5.8111e-05+0.00025481i,0.00012327+0.00026932i,8.3736e-05-0.00040867i,0.00039206-0.00078709i,0.00037226-0.00058458i,-0.00013969-0.00055409i,0.00024399-0.000554i,0.0011343-0.00058151i,0.0011734-0.00043281i,0.0010671+0.00020682i,0.00060408+0.00022838i,-7.4843e-06-0.00017403i,5.9361e-05-0.00014395i,-0.00034878+0.0002315i,-0.0011757+0.00029758i,-0.00059846+0.00019265i,-1.5771e-05-0.00020799i,0.00041522-0.00017512i,0.00056971+0.00067175i,-0.00022552+0.0007855i,0.00011137+0.0004678i
1.3366e-05-0.001132i,-0.00014889-0.0010006i,-0.00056703-0.00074472i,-0.0012036-0.00040358i,-0.0019434-5.2067e-05i,-0.0020618+0.00051056i,-0.0011264+0.0010263i,-0.0008255+0.0011869i,-0.0010243+0.00031858i,-0.00018943-0.0006547i,0.00035895-0.00046552i,9.4551e-05+1.1506e-05i,-5.9755e-05+0.0002082i,-1.4277e-05+0.00074193i,0.00053535+0.0011016i,0.00023613+0.00072527i,-0.0013723+0.00057434i,-0.0016112-6.2173e-05i,-0.00041198-0.00068563i,-0.00011711-0.00020228i,0.00013499-0.00020761i,0.00062238-0.00070937i,0.00043983-0.00046444i
