-0.0011476-0.00091289i,-0.00030312-0.0025226i,-0.0014528-0.0016772i,-0.0013192-0.00068399i,-0.00082363+4.3759e-05i,-0.00092509-0.00016181i,-0.00074831-0.00046885i,0.00070196-6.8507e-05i,0.0016841-0.00056463i,0.0016806-0.0010853i,0.0017419-0.00055477i,0.0012058-0.00027257i,0.00051323-0.00025469i,0.00048707-5.2391e-06i,0.00020886-0.00019829i,0.00016342-0.0001188i,5.6462e-05+0.00028218i,-0.00039808+0.0010138i,-0.00078544+0.0012591i,-0.00074204+0.00037073i,-0.00025397-0.00031047i,0.00015839-0.00069413i,0.00013218-0.00039589i
-0.3514+0.30205i,-0.44913+0.50237i,-0.40828+0.52334i,-0.22898+0.44794i,-0.0087871+0.3809i,0.11181+0.29862i,0.11423+0.19486i,0.064563+0.085798i,0.015136+0.017522i,-0.0043507+0.0040954i,-0.012185+0.018457i,-0.019272+0.050628i,-0.011545+0.069055i,-0.0043313+0.040619i,-0.030399-0.016315i,-0.085972-0.053858i,-0.12055-0.050197i,-0.1083-0.028267i,-0.07541-0.0090555i,-0.05007+0.0038956i,-0.035215+0.011268i,-0.024778+0.01545i,-0.017866+0.017417i
0.17374-0.36565i,0.21048-0.45703i,0.28899-0.29623i,0.31254-0.13071i,0.15186-0.19429i,-0.043763-0.2934i,-0.070869-0.23372i,0.0080935-0.10834i,0.045139-0.037056i,0.020896-0.013467i,0.0059096+0.00065765i,0.030175-0.00071425i,0.045815-0.029815i,0.01012-0.048211i,-0.040987-0.013439i,-0.055094+0.053226i,-0.039579+0.093737i,-0.024689+0.088901i,-0.017674+0.066067i,-0.012152+0.05213i,-0.0045609+0.04669i,0.0032845+0.037364i,0.0061068+0.020365i
0.14552+0.39381i,0.36301+0.45485i,0.41435+0.24931i,0.22291+0.0011395i,0.00177-0.038216i,-0.10906+0.015471i,-0.13689+0.034974i,-0.093452+0.041352i,-0.017033+0.022811i,0.02055-0.011591i,0.027788-0.021164i,0.036316-0.024788i,0.031735-0.028618i,0.026406-0.00088023i,0.054007+0.044491i,0.10173+0.064197i,0.12112+0.054834i,0.098395+0.042063i,0.065539+0.036364i,0.044012+0.029807i,0.02629+0.020209i,0.0085767+0.016863i,0.0017354+0.016663i
-0.3168-0.30428i,-0.61708-0.2805i,-0.71115-0.12277i,-0.53994-0.0038022i,-0.28308+0.050179i,-0.095227+0.12217i,0.0017279+0.14201i,0.035211+0.077356i,0.032335+0.033888i,0.024091+0.034666i,0.00017718+0.02547i,-0.042062+0.02008i,-0.055773+0.037497i,-0.020515+0.04356i,0.021941+0.003061i,0.025195-0.065482i,-0.0005705-0.10838i,-0.018642-0.10782i,-0.023304-0.085374i,-0.025672-0.059514i,-0.028581-0.036219i,-0.031826-0.018693i,-0.031004-0.010218i
0.29406+0.096926i,0.33978-0.032567i,0.20578-0.1278i,0.10657-0.10739i,0.15759-0.1396i,0.22908-0.23821i,0.22462-0.22255i,0.15141-0.13323i,0.052656-0.079584i,-0.0078015-0.056148i,-0.018977-0.035937i,-0.0085088-0.0040584i,0.014427+0.0076173i,0.0088551-0.026131i,-0.046597-0.055896i,-0.10153-0.040258i,-0.10299-0.0048665i,-0.058236+0.0060166i,-0.024135-0.013078i,-0.023287-0.030948i,-0.022268-0.030449i,-0.0048074-0.026352i,0.0098963-0.029167i
-0.25756+0.020688i,-0.15051+0.15733i,0.15535+0.16165i,0.30652+0.051735i,0.2257+0.028092i,0.14004+0.035927i,0.068226-0.038883i,0.0093076-0.068796i,0.026914-0.048029i,0.04239-0.052164i,0.023739-0.036584i,0.028686-0.010917i,0.034741-0.014858i,0.014471-0.016287i,-0.0033718+0.011029i,-0.00084679+0.05131i,0.0089734+0.078252i,0.0072399+0.087689i,0.0019502+0.086334i,0.011376+0.071791i,0.024234+0.044922i,0.027596+0.019135i,0.028239+0.006336i
0.3155-0.064463i,0.25689-0.097107i,0.043012-0.0084195i,-0.11+0.10654i,-0.18251+0.21126i,-0.23143+0.35177i,-0.16715+0.38834i,-0.05738+0.24569i,-0.024261+0.10856i,-0.029273+0.059567i,-0.024908+0.031999i,-0.020611+0.011648i,-0.020232+0.016863i,-0.00094939+0.042592i,0.047457+0.049295i,0.08707+0.010731i,0.083834-0.032501i,0.058036-0.038438i,0.041114-0.012797i,0.034774+0.013611i,0.02505+0.019389i,0.0098396+0.014786i,-0.00060325+0.011172i
-0.25564+0.1633i,-0.23031+0.16582i,-0.13348+0.063702i,-0.092257-0.016301i,-0.12949-0.05167i,-0.12331-0.028553i,-0.0036556+0.050105i,0.1213+0.042251i,0.11903-0.037258i,0.063264-0.050654i,0.038068-0.029501i,0.014916-0.014363i,0.0049463+0.0016663i,0.012709-0.010655i,0.0085547-0.045097i,-0.011949-0.062345i,-0.031039-0.043517i,-0.023263-0.0069462i,0.0058326+0.012643i,0.025745+0.01239i,0.026511+0.016698i,0.020276+0.030859i,0.012655+0.032164i
0.24103-0.31455i,0.273-0.3554i,0.28031-0.21447i,0.27837-0.11353i,0.27031-0.18444i,0.22367-0.30923i,0.14519-0.31795i,0.10316-0.16973i,0.11432-0.035641i,0.10055-0.02198i,0.054373-0.029266i,0.035723-0.013019i,0.03727-0.014127i,0.02145-0.022695i,-0.0057443-0.0087337i,-0.02385+0.023986i,-0.028837+0.045788i,-0.039648+0.038343i,-0.064355+0.028726i,-0.075694+0.041128i,-0.057906+0.053723i,-0.030875+0.048218i,-0.01196+0.036539i
-0.11439+0.45638i,-0.16204+0.54944i,-0.26159+0.41155i,-0.26812+0.21683i,-0.13275+0.12173i,-0.059959+0.085737i,-0.12579+0.069407i,-0.14069+0.062483i,-0.070106+0.030904i,-0.028447-0.0077289i,-0.019242-0.0098934i,-0.015266+0.0053034i,-0.023403+0.019517i,-0.033192+0.042271i,-0.030596+0.063943i,-0.011968+0.063709i,0.009265+0.040459i,0.0093647+0.01439i,-0.018704-0.002091i,-0.053837-0.011457i,-0.068943-0.017756i,-0.059775-0.024678i,-0.03825-0.025609i
-0.13794-0.38996i,-0.23905-0.40917i,-0.1867-0.2714i,-0.079347-0.13051i,-0.081259-0.030088i,-0.12069+0.10255i,-0.064715+0.21299i,0.020486+0.19478i,0.041188+0.11523i,0.022945+0.08652i,0.015364+0.078127i,0.008953+0.053553i,-0.00052842+0.029349i,-0.0018302+0.0023065i,-0.0012544-0.02718i,-0.006749-0.047493i,-0.013318-0.046898i,-0.007332-0.033799i,0.0080219-0.025748i,0.017844-0.020606i,0.015565-0.018942i,0.0073991-0.019434i,0.0042768-0.01828i
0.40436+0.32931i,0.68526+0.27933i,0.79327+0.10996i,0.6668-0.010776i,0.43076-0.040491i,0.2676-0.090463i,0.18541-0.15517i,0.095731-0.13491i,0.019978-0.061554i,-0.0044844-0.033324i,-0.01387-0.029202i,-0.017504-0.010245i,0.00027681-0.0037672i,0.016217-0.024662i,0.01286-0.044685i,0.00046306-0.039425i,-0.0053307-0.014004i,0.0096129+0.0010124i,0.026905-0.0099314i,0.020291-0.018789i,0.010942-0.0029435i,0.017031+0.017966i,0.018793+0.026743i
-0.39578-0.15894i,-0.49415-0.025054i,-0.39408+0.13014i,-0.24296+0.16725i,-0.14156+0.12437i,-0.066671+0.0558i,-0.021923-0.050867i,0.033645-0.10304i,0.12845-0.098839i,0.15636-0.11417i,0.10252-0.10467i,0.057855-0.061059i,0.032219-0.023889i,0.021985+0.0017856i,0.034103+0.0077516i,0.038074-0.0028136i,0.010339-0.0038475i,-0.026025+0.022094i,-0.033471+0.049344i,-0.011912+0.042498i,0.0062186+0.018968i,0.0096049+0.01236i,0.0096377+0.011659i
0.3275+0.023274i,0.15237-0.062134i,-0.22282-0.01046i,-0.40106+0.10792i,-0.32748+0.12141i,-0.24367+0.13291i,-0.15285+0.23592i,-0.017677+0.23838i,0.034203+0.13332i,0.010596+0.081547i,0.0056959+0.078129i,0.018618+0.065265i,0.025493+0.046617i,0.033347+0.041254i,0.04412+0.043159i,0.051031+0.027956i,0.047165-0.0039098i,0.024428-0.029076i,-0.012679-0.028119i,-0.037581-0.0018986i,-0.037944+0.02048i,-0.030291+0.020551i,-0.024035+0.0037748i
-0.36971+0.10378i,-0.22556+0.14349i,0.09765+0.022343i,0.29835-0.13263i,0.29871-0.20759i,0.23306-0.20793i,0.19-0.1736i,0.16712-0.15171i,0.11546-0.16497i,0.046813-0.15562i,0.014048-0.11356i,0.0024968-0.078179i,-0.015958-0.047537i,-0.028167-0.0082104i,-0.030023+0.027699i,-0.024127+0.050851i,-0.0017678+0.062706i,0.039037+0.064415i,0.067924+0.044324i,0.044436+0.013678i,-0.0016731+0.0071376i,-0.015147+0.01385i,-0.0038566+0.0093554i
0.45162-0.18626i,0.52578-0.18886i,0.49791-0.092248i,0.43922-0.029106i,0.36919-0.020501i,0.28451-0.05741i,0.19956-0.096773i,0.14064-0.017719i,0.1546+0.10008i,0.16654+0.091856i,0.11159+0.035441i,0.048499+0.028411i,0.010555+0.021571i,-0.028881+0.00042834i,-0.057879-0.0070082i,-0.065469-0.0014309i,-0.073182+0.011086i,-0.088288+0.019445i,-0.098247+0.019932i,-0.090409+0.010818i,-0.072051-0.0076481i,-0.042346-0.012976i,-0.00054385-0.0058208i
-0.28577+0.41589i,-0.31952+0.49287i,-0.36735+0.39126i,-0.45565+0.33439i,-0.49854+0.40832i,-0.44772+0.46184i,-0.34447+0.40113i,-0.21728+0.24591i,-0.1159+0.10029i,-0.0603+0.059866i,-0.0178+0.072312i,0.0038285+0.074677i,0.010707+0.068183i,0.017275+0.039171i,0.010627+0.0051873i,-0.0025237-0.0052895i,-0.012423-0.0020379i,-0.0090485-0.0033857i,0.013069-0.026736i,0.036408-0.058111i,0.050761-0.067101i,0.051657-0.048963i,0.041886-0.018771i
0.17792-0.49911i,0.16299-0.55574i,0.1907-0.39525i,0.18323-0.26367i,0.061152-0.25619i,-0.034532-0.22363i,0.035967-0.16245i,0.16518-0.16579i,0.17494-0.18708i,0.08549-0.14124i,0.033067-0.065108i,0.025947-0.04196i,-0.005881-0.040116i,-0.032358+0.012403i,-0.014188+0.068295i,0.0083979+0.074674i,0.010438+0.063846i,0.0024178+0.074918i,0.0075066+0.099734i,0.025428+0.099683i,0.025353+0.074469i,-0.0064492+0.062716i,-0.035701+0.073212i
0.042951+0.60323i,0.16248+0.63101i,0.21966+0.37468i,0.24981+0.00058064i,0.30592-0.31318i,0.32417-0.47333i,0.24846-0.46854i,0.17442-0.38758i,0.144-0.30712i,0.12696-0.2031i,0.13995-0.10915i,0.13192-0.083781i,0.048325-0.073399i,-0.024612-0.030823i,-0.028188-0.012035i,-0.011758-0.04074i,-0.011429-0.087472i,-0.03481-0.12721i,-0.065798-0.11976i,-0.070155-0.060957i,-0.046823+0.0011014i,-0.027731+0.025743i,-0.030038+0.02466i
-0.35754-0.35507i,-0.55733-0.14042i,-0.49845+0.23794i,-0.20475+0.4614i,0.078741+0.46487i,0.16396+0.40883i,0.14443+0.44528i,0.21808+0.54613i,0.34371+0.47091i,0.27915+0.19585i,0.081324+0.04804i,0.025175+0.069507i,0.082217+0.018809i,0.06861-0.086059i,0.009988-0.12284i,-0.020419-0.10421i,-0.01859-0.059174i,0.016844-0.002446i,0.052823+0.024847i,0.046141+0.023218i,0.022067+0.023579i,0.020148+0.008178i,0.014928-0.037514i
0.33893+0.23895i,0.40484+0.033816i,0.24734-0.20311i,0.0094751-0.11808i,-0.14548+0.20811i,-0.15409+0.3675i,-0.13735+0.25495i,-0.2264+0.16585i,-0.22599+0.29877i,-0.016584+0.36393i,0.073247+0.20468i,-0.035325+0.11407i,-0.054879+0.15431i,0.021786+0.14292i,0.048994+0.10145i,0.044505+0.10299i,0.03321+0.11681i,-0.0024041+0.1171i,-0.033669+0.084112i,-0.045991+0.010676i,-0.063666-0.054695i,-0.077008-0.065766i,-0.055219-0.033805i
-1.8379+5.3479i,-1.5543+3.2144i,1.5836+2.4162i,3.4925+0.37952i,3.2364-1.8481i,1.2056-3.2579i,-0.73547-2.3608i,-0.79179-0.63407i,0.30613+0.19617i,1.0841+0.087567i,0.91026-0.29664i,0.29954-0.45409i,-0.41353-0.25904i,-0.99265+0.34906i,-0.96367+0.8357i,-0.58554+0.79979i,-0.27022+0.44111i,-0.16806+0.026915i,-0.24096-0.21748i,-0.29553-0.24441i,-0.23189-0.18621i,-0.092588-0.12753i,0.0062248-0.11135i
0.58052+0.20697i,0.62193+0.34179i,0.46576+0.54467i,0.35884+0.52355i,0.32825+0.18398i,0.26485-0.12885i,0.27836-0.2473i,0.38815-0.38846i,0.35243-0.53418i,0.16531-0.42047i,0.091244-0.17762i,0.098841-0.09677i,0.012783-0.091249i,-0.066148-0.022476i,-0.073749+0.024445i,-0.091805+0.019693i,-0.1134-0.0083513i,-0.11223-0.0697i,-0.10438-0.12354i,-0.085007-0.10739i,-0.041233-0.03213i,0.009518+0.021233i,0.0221+0.025428i
-0.72547+0.19293i,-0.87611+0.3807i,-0.71047+0.5073i,-0.26906+0.53948i,0.17164+0.41975i,0.31602+0.16384i,0.16629-0.083735i,-0.0034949-0.20272i,0.0053219-0.18878i,0.10197-0.13765i,0.12487-0.10046i,0.089068-0.044721i,0.06429+0.011986i,0.057205+0.040336i,0.066381+0.034059i,0.066625-0.004394i,0.054986-0.018188i,0.065895+0.0072337i,0.080092+0.023464i,0.070037+0.028452i,0.058414+0.037549i,0.051164+0.026959i,0.018025-0.0040219i
0.4249-0.40988i,0.31743-0.73602i,0.019564-0.8963i,-0.22614-0.6916i,-0.31066-0.24083i,-0.29084+0.10539i,-0.2801+0.19861i,-0.32007+0.12448i,-0.31435+0.021189i,-0.19767-0.027532i,-0.029327-0.049417i,0.060506-0.073641i,0.03805-0.036491i,0.017514+0.044071i,0.04646+0.08318i,0.068979+0.073422i,0.04055+0.04925i,-0.020729+0.044539i,-0.052733+0.050952i,-0.04323+0.027106i,-0.030556-0.018985i,-0.039375-0.046743i,-0.05442-0.03359i
-0.27684+0.42565i,0.016632+0.29133i,0.27438-0.18606i,0.10051-0.52355i,-0.25655-0.41006i,-0.39516-0.1301i,-0.40553+0.0053314i,-0.44327+0.038071i,-0.41699+0.068258i,-0.23961+0.097662i,-0.040575+0.06578i,0.017814+0.0023815i,-0.012458+0.0061586i,-0.030318+0.042947i,-0.056274+0.069702i,-0.078188+0.10783i,-0.06236+0.13201i,-0.028385+0.11149i,0.011391+0.060547i,0.052909+0.012105i,0.072733-0.019343i,0.062127-0.025027i,0.04813-0.0017045i
0.2419-0.42984i,0.32933-0.23412i,0.51142+0.10387i,0.65222+0.13061i,0.58134-0.061794i,0.38494-0.12527i,0.21658-0.065398i,0.083157+0.035323i,0.039632+0.11901i,0.061246+0.086856i,0.013997+0.010375i,-0.039297-0.02067i,-0.039412-0.054766i,-0.05839-0.087982i,-0.10462-0.079495i,-0.1295-0.037388i,-0.096996+0.00068253i,-0.035258-0.0015644i,-0.0053715-0.026967i,-0.0019836-0.039674i,0.0070063-0.045296i,0.007025-0.047654i,-0.0051224-0.028662i
-0.29981+0.60074i,-0.47793+0.66411i,-0.54224+0.55516i,-0.3064+0.42223i,0.061648+0.25872i,0.23969+0.0597i,0.13785-0.070033i,-0.085699-0.1019i,-0.21108-0.074833i,-0.16939-0.040787i,-0.077719-0.033074i,-0.023964-0.042577i,0.0091488-0.027093i,0.0638+0.0096638i,0.12348+0.014123i,0.14019-0.01774i,0.11171-0.035386i,0.069165-0.0032781i,0.041971+0.050757i,0.022979+0.060968i,-0.016505+0.027258i,-0.059763-0.0026851i,-0.067009-0.017598i
-0.33956-0.80273i,-0.70393-0.8522i,-0.94467-0.4618i,-0.88013+0.1061i,-0.60466+0.44269i,-0.34565+0.46354i,-0.18577+0.33826i,-0.13949+0.20022i,-0.16131+0.14287i,-0.10949+0.15435i,0.0046902+0.11737i,0.062521+0.046259i,0.068329+0.015479i,0.062711+0.0083018i,0.058003-0.0054797i,0.053238-0.031034i,0.038929-0.058568i,0.023837-0.087745i,0.0049727-0.11339i,-0.01547-0.097962i,-0.011544-0.045535i,0.02053-0.011567i,0.041002-0.012359i
0.38069+0.42459i,0.50246+0.24222i,0.35171-0.061528i,0.03965-0.13167i,-0.16623+0.010955i,-0.17793+0.12894i,-0.069687+0.12672i,0.062121+0.05488i,0.13152+0.016307i,0.14116+0.046665i,0.12304+0.091669i,0.081978+0.1023i,0.015067+0.076863i,-0.06364+0.060401i,-0.10906+0.075164i,-0.10186+0.097465i,-0.073456+0.11052i,-0.048505+0.10726i,-0.030433+0.079875i,-0.018787+0.02916i,-0.013788-0.021242i,-0.0033507-0.045326i,0.021545-0.047643i
-0.31794-0.4665i,-0.14423-0.46652i,0.14908-0.51089i,0.16868-0.6817i,-0.027429-0.6959i,-0.11982-0.49804i,-0.071286-0.32664i,-0.012258-0.23185i,0.0055892-0.1609i,-0.030942-0.073105i,-0.054225+0.037906i,-0.0090389+0.084064i,0.036629+0.033457i,0.038287-0.03079i,0.027044-0.063701i,0.024182-0.081993i,0.025206-0.089635i,0.029014-0.075753i,0.024292-0.04185i,-0.003571+0.00029042i,-0.037133+0.036682i,-0.054953+0.05613i,-0.054121+0.055794i
0.62742+0.37588i,0.64755+0.41669i,0.43349+0.3345i,0.25234+0.15098i,0.16461-0.023225i,0.097939-0.065488i,0.067352+0.0054771i,0.063083+0.050819i,0.030942+0.05062i,-0.008373+0.060669i,-0.0098425+0.072052i,0.014013+0.057448i,0.024748+0.015958i,0.011373-0.018272i,0.0042875-0.018534i,0.012416-0.013285i,-0.0040432-0.02566i,-0.050251-0.035515i,-0.072099-0.027388i,-0.032856-0.018545i,0.026224-0.029114i,0.044177-0.046513i,0.022421-0.042294i
-0.6943-0.13174i,-0.67305+0.0087269i,-0.26603+0.20021i,0.19168+0.28183i,0.38805+0.20579i,0.35121+0.1011i,0.23614+0.064856i,0.15286+0.10513i,0.12916+0.14678i,0.1036+0.11731i,0.040308+0.070954i,-0.0038789+0.061672i,-0.0015526+0.056581i,0.0070117+0.049696i,0.017332+0.059061i,0.04582+0.065505i,0.080244+0.052785i,0.097175+0.027862i,0.072706-0.0061035i,0.017441-0.029567i,-0.02066-0.031917i,-0.022344-0.036217i,-0.011775-0.043171i
0.61431-0.094747i,0.51144-0.17488i,0.16828-0.15704i,-0.068442-0.037546i,-0.12925+0.047449i,-0.18247+0.060013i,-0.20717+0.11747i,-0.11871+0.19613i,-0.0089781+0.19457i,0.010779+0.13658i,-0.03076+0.099969i,-0.053391+0.089709i,-0.033585+0.059108i,-0.014774+0.001278i,-0.027671-0.038138i,-0.05055-0.037656i,-0.062504-0.031133i,-0.060194-0.031285i,-0.034542-0.016774i,0.0010852+0.011078i,0.01766+0.037678i,0.01295+0.059942i,0.0053216+0.066763i
-0.69788+0.21262i,-0.74867+0.27454i,-0.59767+0.25103i,-0.47263+0.24705i,-0.3762+0.31758i,-0.22821+0.36578i,-0.1185+0.30351i,-0.11032+0.21052i,-0.13187+0.16672i,-0.11299+0.13002i,-0.080551+0.060872i,-0.061916+0.0090597i,-0.026943-0.0016834i,0.0045743-0.010098i,0.0044956-0.014144i,-0.001407-0.0027534i,-0.0031565+0.01628i,-0.0044353+0.039542i,-0.0022713+0.049582i,-0.0068421+0.037284i,-0.018811+0.028162i,-0.021351+0.035489i,-0.015195+0.045872i
0.59163-0.42189i,0.61194-0.46092i,0.4498-0.37541i,0.26129-0.32328i,0.11391-0.28726i,0.042458-0.21679i,0.011719-0.16296i,-0.068703-0.096662i,-0.12273-0.0032513i,-0.090724+0.022205i,-0.063626-0.014679i,-0.059069-0.029442i,-0.0363-0.013706i,-0.0015131+0.0024944i,0.025785+0.01201i,0.041159+0.01107i,0.049399-0.003972i,0.044791-0.023405i,0.024624-0.032318i,0.0088684-0.030088i,0.0089402-0.033202i,0.015217-0.048112i,0.016764-0.055301i
-0.46651+0.41711i,-0.49343+0.31667i,-0.37536-0.026043i,-0.29026-0.31215i,-0.26546-0.34807i,-0.23271-0.25604i,-0.21557-0.17022i,-0.20794-0.10101i,-0.17639-0.052851i,-0.11652-0.019057i,-0.05417-0.0013849i,-0.02603-0.0019878i,-0.029833+0.008011i,-0.027753+0.029848i,-0.016515+0.040639i,-0.0088686+0.042938i,-0.0029824+0.044291i,0.0024596+0.038895i,0.0072719+0.024961i,0.0070582+0.0062019i,-0.00039122-0.010732i,-0.0047008-0.020204i,0.001794-0.026294i
0.31584-0.70514i,0.21162-0.68742i,0.046269-0.25911i,0.041717+0.1411i,0.092135+0.18015i,0.049605+0.075165i,0.020092+0.043028i,0.0029778+0.0023168i,-0.060134-0.034337i,-0.078202-0.012242i,-0.043039-0.0010354i,-0.024828-0.0082691i,-0.0096207-0.0051512i,0.007462-0.01342i,0.0015212-0.027482i,-0.020108-0.022524i,-0.036457-0.00032269i,-0.035178+0.017707i,-0.013705+0.020235i,0.010403+0.013268i,0.012547+0.0067122i,-0.0043233+0.015562i,-0.018578+0.035038i
-0.052546+0.58086i,0.014033+0.51336i,0.16524+0.26258i,0.32086+0.08295i,0.36107-0.01332i,0.27086-0.076539i,0.13091-0.085332i,0.020714-0.074842i,-0.037655-0.063908i,-0.052706-0.042729i,-0.043006-0.032061i,-0.029263-0.031693i,-0.017863-0.024455i,-0.012174-0.012474i,-0.0099406-0.00016365i,0.00011756+0.004606i,0.016192-0.0079924i,0.017357-0.021846i,0.00051895-0.020942i,-0.012696-0.01463i,-0.014932-0.017214i,-0.02052-0.027392i,-0.029249-0.026858i
0.12892-0.64892i,0.15572-0.7113i,0.016029-0.52233i,-0.16595-0.2654i,-0.20142-0.098446i,-0.17475-0.028045i,-0.14668+0.0073289i,-0.077299+0.010886i,-0.022563-0.025602i,-0.014121-0.031612i,0.0022413-0.0098672i,0.023116-0.0029231i,0.029463+0.0051168i,0.03367+0.0097747i,0.030419+0.0019719i,0.017041-0.01275i,0.00087081-0.03597i,-0.012713-0.050531i,-0.016217-0.039434i,-0.0081317-0.014248i,0.0016685-0.0017511i,0.00041043-0.008641i,-0.011257-0.018056i
0.27345+0.82016i,0.38788+0.96917i,0.3716+0.74517i,0.20817+0.42387i,0.081281+0.28463i,0.085905+0.24822i,0.086999+0.17286i,0.03671+0.084006i,0.0023692+0.035572i,0.0024853+0.019954i,0.014948+0.0083738i,0.021692-0.011803i,0.012019-0.028582i,-0.0067546-0.031285i,-0.019791-0.020803i,-0.020958+0.0023493i,-0.016391+0.034024i,-0.011917+0.048026i,-0.011394+0.031195i,-0.014027+0.014396i,-0.003513+0.022311i,0.022718+0.040558i,0.040158+0.044798i
-0.25922-0.44067i,-0.17206-0.4469i,0.03425-0.38858i,0.11964-0.4034i,0.041928-0.37547i,-0.0011805-0.28429i,-0.0065733-0.22867i,-0.040585-0.14549i,-0.03292-0.04645i,-0.011931-0.017601i,-0.021007-0.01045i,-0.026859+0.00336i,-0.02671+0.010365i,-0.017351+0.018603i,0.0023015+0.018616i,0.018742+0.010018i,0.032568+0.0030688i,0.03809+0.00038677i,0.026404+0.0028094i,0.0060384+0.0048639i,-0.011108-0.00031726i,-0.017738-0.0091317i,-0.014383-0.012056i
0.18591+0.5074i,-0.017459+0.57061i,-0.27977+0.40725i,-0.36681+0.22569i,-0.29752+0.14216i,-0.23492+0.09718i,-0.19542+0.08952i,-0.12377+0.091122i,-0.061187+0.054048i,-0.046498+0.020824i,-0.041039+0.018689i,-0.027279+0.0269i,-0.008269+0.033762i,0.015279+0.027179i,0.022416+0.0077267i,0.0059927-0.0087454i,-0.018504-0.019528i,-0.030613-0.022575i,-0.019737-0.021557i,-0.003098-0.027942i,-0.0016834-0.034433i,-0.013483-0.032328i,-0.022148-0.02789i
-0.59048-0.48031i,-0.69408-0.52907i,-0.41936-0.22518i,0.053672+0.10373i,0.30154+0.16021i,0.27128+0.10773i,0.19721+0.060438i,0.12242-0.0085146i,0.035658-0.030958i,0.0042595-0.010085i,0.0010457-0.0051261i,-0.0057703-0.0027995i,-0.0065524+0.0024926i,-0.014041+0.010571i,-0.024359+0.02508i,-0.025706+0.039441i,-0.016473+0.053018i,-0.00085392+0.056635i,0.0083984+0.043864i,0.010645+0.025026i,0.015624+0.0077352i,0.021105-0.0015903i,0.019248+0.0040544i
0.44293+0.090551i,0.389-0.041418i,0.15351-0.22599i,-0.015081-0.2707i,-0.024517-0.22178i,-0.0064737-0.18944i,-0.034965-0.14869i,-0.058885-0.096729i,-0.057651-0.062758i,-0.04378-0.041424i,-0.023754-0.026683i,-0.014219-0.022769i,-0.01451-0.017296i,-0.0085766-0.0054076i,0.0054452-0.0020248i,0.018742-0.016499i,0.020735-0.038166i,0.013823-0.047341i,0.008861-0.034164i,0.0092547-0.010074i,0.011821+0.0070804i,0.013546+0.010259i,0.017852+0.0067153i
-0.3696-0.22152i,-0.37722-0.29427i,-0.33228-0.11078i,-0.29172+0.16294i,-0.22069+0.27096i,-0.15406+0.24713i,-0.099358+0.1817i,-0.061112+0.087582i,-0.054632+0.025519i,-0.035743+0.012503i,-0.0075246-0.0021563i,0.00050511-0.018433i,0.00042637-0.022225i,-0.0042496-0.026282i,-0.017198-0.030098i,-0.035012-0.027549i,-0.048494-0.018951i,-0.050332-0.011029i,-0.038328-0.0093677i,-0.020149-0.010929i,-0.016041-0.014573i,-0.031458-0.017341i,-0.047386-0.018449i
0.68335+0.17976i,0.97389+0.27111i,0.92047+0.14944i,0.54501-0.028431i,0.22776-0.031529i,0.16824-0.0015723i,0.15902-0.045586i,0.084317-0.044531i,0.039565-0.0074607i,0.040849-0.0019522i,0.042353-0.009724i,0.038563-0.014184i,0.031379-0.015639i,0.020739-0.010931i,0.014372-0.0021858i,0.021382+0.0077334i,0.03535+0.014012i,0.037604+0.01608i,0.02464+0.0149i,0.010222+0.01024i,0.0071762+0.010759i,0.017384+0.016445i,0.022115+0.01793i
-0.35037+0.065764i,-0.39672-0.043565i,-0.34322-0.16864i,-0.29677-0.22807i,-0.28036-0.20159i,-0.27393-0.15148i,-0.24921-0.099096i,-0.16459-0.035469i,-0.062462-0.0067233i,-0.021106-0.0061548i,-0.015452+0.0048352i,-0.0060114+0.011698i,-0.0022245+0.007915i,-3.4779e-05+0.0039121i,0.0071644-0.0015422i,0.017366-0.011981i,0.023852-0.024943i,0.023252-0.02987i,0.014816-0.019564i,0.0060298-0.003305i,0.010668+0.0016695i,0.020494-0.0086404i,0.023463-0.014988i
0.29505+0.12533i,0.37109+0.34806i,0.3234+0.4235i,0.21968+0.3073i,0.095747+0.17818i,0.0085482+0.16662i,0.024547+0.18651i,0.052052+0.1179i,0.021156+0.042249i,-0.0028078+0.037777i,0.0025065+0.044758i,0.0051874+0.038183i,0.0045607+0.034683i,0.004242+0.026127i,0.00041865+0.016138i,-0.0082128+0.013921i,-0.023608+0.015461i,-0.038433+0.010889i,-0.044931+0.0032617i,-0.046808+0.0026084i,-0.047184+0.0059326i,-0.04526+0.011736i,-0.037091+0.012329i
-0.45227+0.00036521i,-0.61015-0.1484i,-0.42075-0.28178i,-0.080124-0.3512i,0.080259-0.34081i,0.092224-0.27513i,0.053758-0.21393i,-0.0064136-0.13647i,-0.028049-0.057288i,-0.028441-0.024301i,-0.036918-0.008955i,-0.032266+0.0021152i,-0.022205+0.00029912i,-0.013967+0.0065006i,0.0025792+0.020295i,0.020854+0.030313i,0.033802+0.033345i,0.036122+0.027218i,0.026937+0.012998i,0.014612-0.0035967i,0.0054109-0.010929i,0.0015959-0.0093882i,-0.00042617-0.0024237i
