-0.0029828+0.0022193i,-0.0026207+0.002291i,-0.0031543+0.0031301i,-0.0023788+0.0022868i,-0.00043315+0.0019061i,0.0003365+0.0010092i,6.7405e-05+0.0007617i,-5.8949e-05+0.002109i,-0.00046634+0.0022466i,3.5293e-05+0.0010758i,0.00053688+7.2125e-05i,-0.00027776-0.00038291i,8.9678e-05-0.00071126i,0.00052888-0.0011695i,0.00010392-0.00042308i,-0.00020353+0.00057913i,-0.00066856+0.00037927i,-0.00049937+0.00022556i,0.00021366+0.00052594i,0.00019228+0.00038293i,0.00020487+0.00010751i,8.6952e-05-0.00042151i,0.00041737-0.0010063i
-0.029102+0.0094717i,-0.070318-0.0032061i,-0.092307-0.034537i,-0.059528-0.054116i,-0.009664-0.038359i,0.013492-0.010576i,0.021938+0.0055217i,0.028146+0.0064037i,0.023949-0.0011731i,0.012945-0.0077127i,0.0044108-0.0067564i,0.0015916-0.0020616i,0.0014165-0.00031792i,0.0016629-0.0016232i,0.0027244-0.0022334i,0.0029478-0.00132i,0.0018036+0.00010086i,0.00023067+0.0013191i,-0.00022684+0.001661i,-0.00044909+0.001071i,-0.0004783+0.00038174i,-0.00075055+0.00055636i,-0.00095042+0.0010886i
0.021473-0.029969i,0.065537-0.048075i,0.10772-0.040786i,0.097404-0.0050902i,0.045856+0.019938i,0.010123+0.021984i,0.0038661+0.02275i,0.0073266+0.026323i,0.009546+0.02121i,0.0063999+0.011255i,0.0027996+0.0050549i,0.0035721+0.0012626i,0.0055579-0.0025776i,0.0059562-0.0035161i,0.0048543-0.0014163i,0.0040627+0.001434i,0.0033392+0.0029446i,0.0021725+0.0016312i,0.00067096+0.00020728i,-0.00058848+0.00020456i,-0.00065594+0.0022961i,-0.00076749+0.0041827i,-0.00045635+0.0035641i
-0.00056535+0.035989i,-0.025858+0.082544i,-0.067344+0.10933i,-0.081931+0.077808i,-0.054465+0.026226i,-0.028281+0.0069357i,-0.026311+0.013608i,-0.028862+0.019942i,-0.021258+0.016971i,-0.0083084+0.0098728i,9.681e-05+0.0056281i,0.0025402+0.0042125i,0.0029679+0.0045484i,0.0022358+0.0044746i,3.9793e-06+0.0028755i,-0.0015757+0.0025921i,-0.001559+0.0040421i,-0.001279+0.0036103i,-0.0013536+0.0027038i,-0.0022133+0.0027756i,-0.0026189+0.0036118i,-0.0014008+0.0033384i,-0.00083539+0.0025458i
-0.028931-0.031385i,-0.037879-0.083087i,-0.021564-0.12898i,0.011344-0.11161i,0.02335-0.050239i,0.0071084-0.016258i,-0.015456-0.017606i,-0.028709-0.021592i,-0.024192-0.01498i,-0.0096076-0.0054965i,-0.0017507-0.001079i,-0.0041319+9.2629e-05i,-0.0067206+0.00019054i,-0.0058992+0.00021755i,-0.0049171-6.5086e-05i,-0.004033-0.00076346i,-0.0027898-0.0026362i,-0.002082-0.003351i,-0.0019768-0.0022757i,-0.0022209-0.0028904i,-0.0029021-0.0041188i,-0.0033897-0.0051503i,-0.0038394-0.0048292i
0.042535+0.012613i,0.087191+0.050111i,0.10696+0.10021i,0.068941+0.10774i,0.014438+0.059479i,-0.00094665+0.0088655i,0.0087001-0.018428i,0.012429-0.028826i,0.0076448-0.023257i,0.0016482-0.010226i,-0.00069404-0.0042037i,-0.00079769-0.0035841i,-0.0014329-0.001776i,-0.0026545+0.00057785i,-0.0031212+0.0014641i,-0.0024948+0.0010887i,-0.0014551+0.00059055i,0.00030635+0.00054974i,0.0014255-0.00029834i,0.0012675-0.0017415i,0.00092167-0.0036979i,0.00046412-0.0037265i,0.001137-0.0018367i
-0.044352+0.022628i,-0.10566+0.023449i,-0.15455-0.0048178i,-0.13018-0.041392i,-0.052128-0.046961i,0.0029111-0.027407i,0.022739-0.011338i,0.028937-0.010138i,0.023824-0.011773i,0.010806-0.0078804i,0.0034712-0.0037374i,0.0017147-0.0010654i,-0.0019579+0.0012352i,-0.0051111+0.0025483i,-0.0041359+0.0022707i,-0.0017272-0.0001963i,-0.0007869-0.0011743i,-0.00063593-0.00079635i,5.4719e-05-0.00046747i,0.0011689-0.00053142i,0.0017075-0.00039328i,0.0015122+0.0011505i,0.0013832+0.0026508i
0.025169-0.047029i,0.075938-0.092888i,0.13389-0.10894i,0.13897-0.067008i,0.08426-0.0098471i,0.035185+0.016645i,0.022251+0.018394i,0.026196+0.016214i,0.024267+0.011129i,0.013324+0.0042813i,0.0051868+0.00076779i,0.0040546-0.001768i,0.004798-0.0040257i,0.0047636-0.003617i,0.0042453-0.0020865i,0.0052025-0.00099807i,0.0051136+0.00040495i,0.0014878+0.0013352i,-0.0010124+0.0024915i,0.00015651+0.0031604i,0.0032412+0.0018424i,0.0044656-0.00070786i,0.002999-0.0030303i
0.0066558+0.053352i,-0.0037732+0.12764i,-0.032481+0.18352i,-0.058146+0.15806i,-0.0559+0.077957i,-0.038217+0.026164i,-0.022786+0.025041i,-0.014357+0.034575i,-0.008217+0.027839i,-0.003365+0.011189i,0.00075451+0.0027755i,0.0044998+0.003227i,0.0070488+0.0031839i,0.0070583+0.0017013i,0.0042276+0.00086752i,0.00050619+0.0016217i,-0.0021044+0.0020135i,-0.0037623+0.0010579i,-0.0046609+0.0017878i,-0.0035242+0.0042311i,-0.0012969+0.0063583i,0.00015926+0.0058326i,0.0013573+0.0043148i
-0.039208-0.04307i,-0.081029-0.10908i,-0.099698-0.16793i,-0.068148-0.15908i,-0.019049-0.09168i,-0.0010962-0.034744i,-0.018351-0.010978i,-0.034128-0.00067904i,-0.028532+0.0027208i,-0.013516+0.0011177i,-0.0063545+0.001066i,-0.0072743+0.0023687i,-0.0084827+0.00010613i,-0.008253-0.0035203i,-0.006586-0.0034102i,-0.0045365-0.0012652i,-0.0026846-0.0008148i,-0.00014603-0.0015601i,0.00068243-0.0016806i,-0.0018245-0.00033474i,-0.0057423+0.0017226i,-0.0072983+0.002699i,-0.0061792+0.0032011i
0.059008+0.0086518i,0.13436+0.035159i,0.18898+0.066038i,0.15793+0.074954i,0.074015+0.056868i,0.017936+0.028245i,0.0025365-0.0015752i,-0.0047733-0.020531i,-0.0085118-0.018793i,-0.0038136-0.0077267i,-0.00067281-0.0027748i,-0.001358-0.003688i,0.00014828-0.0025051i,0.0019522+0.00059205i,0.0012943+0.0019123i,0.00067359+0.0026079i,0.00058986+0.0027143i,0.00063825+0.0003804i,0.00030588-0.0028898i,-0.0012782-0.005491i,-0.0018144-0.007029i,0.00037345-0.0070723i,0.0026125-0.0056538i
-0.057156+0.027695i,-0.1337+0.054497i,-0.19687+0.072269i,-0.17848+0.052409i,-0.10023+0.006216i,-0.034903-0.018538i,-0.0041716-0.017348i,0.0067687-0.01916i,0.0061247-0.021685i,0.0023051-0.01163i,0.0018982-0.00050253i,0.0013581+0.0044865i,0.00025542+0.0082597i,-0.00069774+0.0094644i,-0.0016507+0.0056943i,-0.00086826+0.00056682i,0.0012759-0.0027033i,0.0027138-0.0031058i,0.0022685-0.0031194i,0.00011415-0.0040208i,-0.0024175-0.0038092i,-0.0027001-0.0017868i,-0.0014031+0.00069188i
0.030208-0.054893i,0.071414-0.12609i,0.10488-0.1874i,0.10068-0.16877i,0.073583-0.081698i,0.04762-0.019743i,0.029666-0.0094405i,0.024667-0.01268i,0.021922-0.012011i,0.012415-0.0086474i,0.0037083-0.0070755i,-0.00028406-0.0081605i,-0.0011868-0.0078169i,0.001172-0.0055265i,0.0036054-0.0028864i,0.0041036-0.0013957i,0.0038613-4.1578e-05i,0.0024896+0.0027068i,0.0012723+0.0049856i,0.0010932+0.0044664i,0.0013989+0.0018211i,0.00014428-0.0010766i,-0.0021713-0.0035565i
0.010946+0.06418i,0.026543+0.14338i,0.048459+0.21135i,0.04903+0.19941i,0.012523+0.11857i,-0.014985+0.053037i,-0.0037703+0.029751i,0.014484+0.02312i,0.017543+0.016667i,0.010051+0.0078622i,0.005526+0.00076901i,0.0080403-0.00052527i,0.00864+0.00074634i,0.0040573+0.0018833i,0.0003737+0.0028092i,-0.0011317+0.0042321i,-0.0027007+0.0054653i,-0.0029285+0.0045477i,-0.0005033+0.0039328i,0.0038621+0.0055366i,0.0073996+0.007834i,0.0096137+0.00782i,0.0096808+0.005638i
-0.044268-0.048014i,-0.10783-0.095451i,-0.17346-0.12506i,-0.17414-0.10892i,-0.098078-0.072452i,-0.03188-0.047753i,-0.018408-0.020643i,-0.015633+0.0059562i,-0.0063374+0.012281i,-0.002392+0.0060762i,-0.0042191+0.0035405i,-0.0088786+0.0047836i,-0.012603+0.0036608i,-0.012864-0.00070376i,-0.0097804-0.0028712i,-0.0044986-0.0012968i,-0.0013333+0.00043296i,-0.0013314+0.00038375i,-0.0022975-0.00011177i,-0.0034443+0.0003989i,-0.0037403+0.00048204i,-0.0038303+0.0004891i,-0.0034161+0.0017027i
0.057123+0.015668i,0.13311+0.010776i,0.19801-0.015677i,0.18705-0.035134i,0.11223-0.016448i,0.054356+0.012408i,0.027291+0.010281i,0.004614+0.001584i,-0.0052652+0.0046255i,-0.00090854+0.003307i,0.002122-0.001859i,0.0018892-0.0044936i,0.0018066-0.0065037i,0.001754-0.0057512i,0.00016692-0.0028824i,-0.0025545-0.00091771i,-0.002004-0.00059827i,-0.00039097-0.0027734i,-0.0024437-0.0056341i,-0.0052943-0.0068592i,-0.0049564-0.0066274i,-0.0025269-0.0054574i,0.00029394-0.0039107i
-0.058789+0.020145i,-0.11007+0.069916i,-0.13037+0.13516i,-0.09936+0.14796i,-0.056901+0.093043i,-0.038912+0.038341i,-0.025955+0.024124i,-0.013022+0.018475i,-0.012769+0.008418i,-0.010357+0.006625i,-0.0013992+0.0083274i,0.0029394+0.0088551i,0.0039317+0.009691i,0.0042076+0.0075182i,0.0017617+0.0036126i,-0.0015729-0.00074087i,-0.0023552-0.0037551i,-0.00035692-0.002922i,0.0011169-0.00018181i,-0.0015703+0.0019106i,-0.0052804+0.0047003i,-0.0047271+0.0080289i,-0.0013216+0.0089306i
0.036563-0.044971i,0.04441-0.10943i,0.0097371-0.17122i,-0.027687-0.16653i,-0.017105-0.10355i,0.0078987-0.04986i,0.0027945-0.027869i,-0.0086011-0.018807i,-0.0056834-0.015955i,-0.0025617-0.012893i,-0.0024915-0.0088415i,-0.0018148-0.0087035i,-0.00056373-0.0075057i,0.0021838-0.0040491i,0.004941-0.0024531i,0.0063021-0.0016113i,0.0047315-0.0016951i,0.00090723-0.0018509i,-0.00078225-0.0016101i,0.0015112-0.0024834i,0.0040008-0.004251i,0.0031464-0.0050596i,-0.0011871-0.0046607i
-0.011948+0.049941i,0.018825+0.098671i,0.096212+0.12019i,0.1374+0.094635i,0.086929+0.06285i,0.026223+0.0412i,0.010029+0.012089i,0.0088002-0.01439i,0.0066063-0.018642i,0.0076731-0.010415i,0.0078056-0.0059191i,0.0077627-0.004276i,0.0070245-0.00080306i,0.0036024+0.0019519i,0.0011391+0.0028576i,0.0016652+0.0033982i,0.0042142+0.0041695i,0.0054715+0.0044283i,0.0054809+0.0032699i,0.0067543+0.0016988i,0.007327-0.0003733i,0.005154-0.00265i,0.0019154-0.0042389i
-0.014114-0.048359i,-0.060302-0.057132i,-0.13825-0.0095344i,-0.16689+0.051678i,-0.11661+0.039474i,-0.064638-0.010627i,-0.036861-0.024154i,-0.012424-0.016864i,0.0017285-0.015541i,0.000398-0.01223i,-0.0055943-0.004286i,-0.0086457+0.0024996i,-0.0091448+0.0047671i,-0.0090837+0.003586i,-0.0070258+0.0023751i,-0.0034813-0.00011557i,-0.003133-0.0016766i,-0.0053024+0.0019572i,-0.0050551+0.007461i,-0.0043033+0.0086023i,-0.0066322+0.0045731i,-0.0090277+0.0011579i,-0.0063062+0.0015377i
0.030727+0.032984i,0.055998+0.011279i,0.076006-0.077231i,0.058881-0.14961i,0.032833-0.11876i,0.043391-0.053522i,0.046537-0.026831i,0.029062-0.013353i,0.020142+0.0010013i,0.015554+0.0038989i,0.0090781+0.0015294i,0.0045416-0.0005744i,0.00052187-0.0017445i,-0.00085462-0.00083385i,-0.0013061+0.00032136i,-0.0025356+0.0021294i,-0.0018162+0.0021939i,-0.00058219-0.0022643i,-0.0017046-0.004479i,-0.00073531-0.0019504i,0.0031213+0.00093591i,0.0050674+0.0011831i,0.0040723-9.3194e-05i
-0.037938-0.019756i,-0.03596+0.0029294i,0.0075268+0.069566i,0.061813+0.10833i,0.068636+0.077951i,0.030036+0.056369i,0.019296+0.059447i,0.030075+0.046254i,0.021321+0.029434i,0.0096252+0.022634i,0.0058929+0.017449i,0.0029708+0.011387i,0.0018171+0.0060804i,0.00055761+0.0020631i,-0.0015477-0.00047574i,-0.0028963-0.00017276i,-0.0023131+0.0030544i,-0.00065181+0.0034943i,-0.0013912-0.00036221i,-0.0023297-0.0025965i,-4.7516e-05-0.00078705i,0.0050675+0.0013802i,0.0080491+0.0022836i
0.048094+0.0026828i,0.031351-0.0066449i,-0.04085-0.022531i,-0.098164-0.019226i,-0.084268+0.0015108i,-0.039686+0.0007548i,-0.023656+0.00059085i,-0.01815+0.015153i,-0.0081756+0.012509i,-0.0067832+0.00062036i,-0.0073794-0.0053596i,-0.006214-0.0089257i,-0.0044245-0.0076371i,-0.00046676-0.0039885i,0.0025521-0.0018158i,0.0036333-0.0017987i,0.0015262-0.0049805i,-0.0032673-0.0078132i,-0.0073759-0.0078904i,-0.0089236-0.0067766i,-0.006834-0.0056545i,-0.0046835-0.0030604i,-0.0038358-0.00014608i
-0.049109+0.016683i,-0.034117+0.009108i,0.032207-0.028271i,0.084434-0.058753i,0.076446-0.043768i,0.038024-0.0085854i,0.006849-0.0017104i,-0.015425-0.0094456i,-0.019768-0.008165i,-0.01076-0.0078609i,-0.0045857-0.0062551i,0.0019456-0.0012145i,0.0054621+0.00025249i,0.0028947+0.0019344i,0.0017362+0.0036064i,0.0022445+0.0027313i,0.0036249+0.0022426i,0.0066914+0.0019689i,0.0086494+0.0011548i,0.0069908+0.0011491i,0.0013961+0.0034955i,-0.0037129+0.0052133i,-0.0054852+0.0023804i
0.047393-0.036957i,0.053331-0.023i,0.031808+0.057548i,0.0042988+0.12415i,-0.022154+0.099627i,-0.044884+0.040934i,-0.047813+0.010277i,-0.034613-0.0032262i,-0.021923-0.010079i,-0.011896-0.0080033i,-0.0063267-0.0051455i,-0.0067061-0.0033313i,-0.0056944-0.0023473i,-0.0027227-0.0020739i,-0.0011929-0.00086647i,-0.0019739-0.00071018i,-0.0037715+0.00082068i,-0.0020124+0.0062176i,0.0038008+0.0078944i,0.0072869+0.004007i,0.0050067+0.0011833i,0.00091677+0.001908i,-0.0011608+0.0025287i
-0.020615+0.068077i,-0.044255+0.068482i,-0.08981-0.007974i,-0.12977-0.081439i,-0.1091-0.083355i,-0.049106-0.070392i,-0.014853-0.06357i,-0.0072142-0.040147i,0.0022849-0.017757i,0.011825-0.010533i,0.013527-0.008689i,0.011056-0.0052994i,0.0084944-0.0016601i,0.0055402-0.0017027i,0.0012229-0.0043037i,-0.00082154-0.0063542i,0.0012468-0.0068193i,0.0028399-0.0074211i,0.003233-0.0063573i,0.0039937-0.0043673i,0.0032183-0.0053131i,0.0015688-0.0075089i,-8.4048e-05-0.0055714i
-0.017981-0.084228i,0.00027111-0.11504i,0.071715-0.092229i,0.1383-0.060156i,0.1281-0.052874i,0.088933-0.023552i,0.07296-4.0632e-07i,0.055911-0.011153i,0.028734-0.015589i,0.01194-0.0059088i,0.002689+0.0019519i,-0.0056689+0.0082984i,-0.0070489+0.010611i,-0.0038275+0.0066105i,-0.0037889+0.0029065i,-0.0039443+0.0029417i,-0.0019036+0.0036501i,-0.0022715+0.0045808i,-0.0040211+0.0046377i,-0.0055174+0.0041368i,-0.0041881+0.00094768i,6.8187e-05-0.0039767i,0.0030967-0.0061895i
0.060709+0.065757i,0.071468+0.11191i,0.019166+0.13064i,-0.033783+0.11988i,-0.021348+0.095845i,-0.0013833+0.059696i,0.00059803+0.03804i,0.013538+0.026886i,0.017681+0.006362i,0.0058438-0.0013149i,0.00069096+0.0019245i,0.0021921-0.00032627i,0.0022206-0.0014515i,0.0014134+0.00068071i,0.0012704+0.002232i,0.0014854+0.0021519i,-0.0010565+0.00076074i,-0.0067907+0.00013499i,-0.0097397+0.0034612i,-0.005979+0.008979i,-0.00029898+0.01077i,0.0021919+0.0092792i,0.0012542+0.0060575i
-0.092207-0.021334i,-0.13501-0.058354i,-0.11026-0.098955i,-0.051391-0.10643i,-0.025691-0.073361i,-0.018961-0.031048i,-0.012511-0.006872i,-0.010604+0.0047227i,-0.0045236+0.0098093i,-0.00056034+0.0090957i,0.0017885+0.011411i,0.0070528+0.0089807i,0.0043561+0.0038469i,-0.0010542+0.0072416i,0.0017451+0.0092828i,0.0069695+0.0056648i,0.010048+0.0040438i,0.010906+0.0036968i,0.0063228+0.0014571i,-0.0015309-0.0007533i,-0.0038924+0.00020422i,0.00014739+0.0019718i,0.0017752+0.0036639i
0.089071-0.034964i,0.15527-0.028541i,0.16951+0.023237i,0.12728+0.080829i,0.072155+0.092052i,0.034289+0.065221i,0.012347+0.033882i,0.0012782+0.014896i,0.0006286+0.0072542i,0.0031064+0.00056859i,-6.4996e-05-0.0085122i,-0.0045441-0.013014i,-0.0067332-0.013811i,-0.0098646-0.011944i,-0.012916-0.0068078i,-0.013491-0.00034704i,-0.0089654+0.0017321i,-0.0027819-0.0026962i,-0.00049361-0.0072764i,0.0002992-0.0088714i,0.00085689-0.0078896i,-0.00025152-0.0040248i,-6.3861e-05-0.00050443i
-0.067255+0.084426i,-0.1269+0.13238i,-0.17366+0.11711i,-0.17082+0.054786i,-0.12254+0.013476i,-0.077353-0.00079587i,-0.050419-0.0053276i,-0.025199-0.0016953i,-0.0042549+0.0021446i,0.0030482-0.0023281i,-0.00096828-0.006627i,-0.0022772-0.0039482i,0.0045451-0.0017049i,0.0095451-0.0047007i,0.0066383-0.0080154i,4.9314e-05-0.0089358i,-0.0047574-0.0070363i,-0.0041035-0.0049202i,0.00017001-0.0047856i,0.0021455-0.002556i,-0.0010553+0.0025621i,-0.0067429+0.0041525i,-0.0089017+0.0027253i
0.0084663-0.10793i,0.023853-0.19148i,0.055002-0.22011i,0.071053-0.18243i,0.044099-0.13963i,0.018721-0.10685i,0.011768-0.069836i,-0.0019093-0.034024i,-0.012196-0.0099142i,-0.01091-0.0025707i,-0.011593-0.0013646i,-0.012715+0.0055021i,-0.0077056+0.0090199i,-0.0035604+0.0049887i,-0.0020106+0.0035216i,0.00061352+0.0049983i,0.00020337+0.0056632i,-0.00043747+0.0075892i,0.0030013+0.0070804i,0.0046006+0.00091031i,0.0025498-0.0046597i,-0.00054659-0.0058999i,-0.0040135-0.0038497i
0.057831+0.090713i,0.098536+0.16834i,0.099829+0.2022i,0.064236+0.16675i,0.049505+0.11093i,0.049078+0.071285i,0.037478+0.045548i,0.021099+0.022083i,0.0045449+0.0044994i,0.0018105+0.002174i,0.012482+0.0027724i,0.015106-0.0020037i,0.00914-0.0036537i,0.0056838-0.0032549i,0.0021842-0.0057318i,-0.0013619-0.0076804i,-0.0015247-0.0064563i,0.00074774-0.0027699i,0.0033992+0.0029778i,0.0074499+0.0071318i,0.011129+0.0059431i,0.011908+0.0011605i,0.010984-0.0023337i
-0.099092-0.045782i,-0.17907-0.079899i,-0.19971-0.093577i,-0.12553-0.068141i,-0.047158-0.020534i,-0.026212+0.018008i,-0.02183+0.027702i,-0.010202+0.017149i,-0.0010868+0.0062576i,0.0034096+0.0068045i,0.0088229+0.0085174i,0.0099208+0.0026859i,0.0033839+0.0042519i,0.00092506+0.014606i,0.0061145+0.017263i,0.010142+0.0099619i,0.0092821+0.00073913i,0.0032599-0.0038961i,-0.0042393-0.00048219i,-0.011283+0.0063722i,-0.014068+0.0098621i,-0.0090275+0.0067437i,-0.00098274+0.0021284i
0.106-0.018896i,0.18951-0.045182i,0.21781-0.049959i,0.14383-0.019039i,0.048246-0.00042671i,0.015323-0.022535i,0.0099306-0.042236i,0.0022575-0.040035i,-0.0013806-0.03066i,-0.0029002-0.020736i,-0.0013697-0.011743i,0.0024711-0.0070669i,0.0019038-0.0080304i,-0.0042109-0.008005i,-0.0098108-0.00041334i,-0.007167+0.0082498i,-0.0015421+0.0079018i,-0.0030123+0.0015441i,-0.0074741-0.0023484i,-0.0060706-0.0042008i,-0.00059651-0.0065695i,0.00313-0.0055095i,0.0016638-0.0025545i
-0.071982+0.071523i,-0.12292+0.15i,-0.16312+0.18104i,-0.15826+0.11013i,-0.10862+0.020346i,-0.057222-0.0012321i,-0.019939-0.0040695i,0.00054955-0.021193i,0.0053186-0.026295i,0.00012706-0.016497i,-0.0075819+0.0002881i,-0.0051951+0.012825i,0.0027144+0.0095127i,0.006702-0.001584i,0.0068305-0.0098823i,0.0027736-0.010558i,-0.00082799-0.0021822i,0.00097099+0.003437i,0.00055877-0.0003119i,-0.0028009-0.0016966i,-0.0023353+0.0054662i,0.00059265+0.01171i,0.00092656+0.01332i
0.012849-0.094563i,-0.00069746-0.19421i,0.013044-0.25319i,0.060177-0.20234i,0.068303-0.098934i,0.029321-0.044264i,0.000531-0.020471i,0.0020808+0.0041027i,0.0072321+0.0096453i,0.00047092+0.0001821i,-0.01051-0.0054754i,-0.01508-0.0042225i,-0.013859-0.0019987i,-0.012386-0.0015622i,-0.0099796+0.00094742i,-0.0062826+0.0036948i,-0.0010074+0.003892i,0.0045923+0.0010883i,0.0068758-0.004001i,0.0010687-0.0099069i,-0.0090362-0.012956i,-0.013295-0.010197i,-0.011274-0.0067659i
0.045931+0.080145i,0.13052+0.14828i,0.18066+0.19315i,0.14131+0.16419i,0.097492+0.079509i,0.089993+0.025288i,0.076843+0.023463i,0.052043+0.032764i,0.035578+0.024707i,0.026591+0.0056839i,0.015908-0.0033757i,0.0046411+0.00025842i,0.002008+0.0053317i,0.0063144+0.0039292i,0.0050044-0.00061713i,-0.00065783-0.0023474i,-0.0034601-0.0027965i,-0.0018396-0.0010576i,0.0045873+0.0011938i,0.014774+0.00026331i,0.020318-0.0013259i,0.015858-0.001778i,0.0085161-0.003087i
-0.076005-0.024074i,-0.18731-0.023456i,-0.25749-0.021509i,-0.19828-0.024354i,-0.091662+0.0026139i,-0.033901+0.049976i,-0.011489+0.071218i,0.0017681+0.055892i,0.013982+0.033958i,0.022896+0.015449i,0.016652-0.0014882i,0.00025177-0.0083246i,-0.0078572-0.0021055i,-0.0046035+0.0084173i,0.0044008+0.01224i,0.010475+0.0056147i,0.0070055-0.0010418i,0.0010713-0.00092642i,-0.00020095+0.0024123i,-0.0023282+0.0061643i,-0.0076159+0.0097532i,-0.0089427+0.01094i,-0.0051133+0.0092854i
0.06677-0.025666i,0.15975-0.09191i,0.21696-0.11825i,0.15498-0.026787i,0.02476+0.077015i,-0.06123+0.067585i,-0.083271+0.0040619i,-0.071102-0.017971i,-0.044061-0.0051206i,-0.013798+0.0090524i,0.01264+0.008204i,0.024996-0.0044383i,0.018209-0.015616i,0.0026427-0.016615i,-0.0070894-0.0083507i,-0.006548-0.00048631i,-0.0018796+0.00050188i,-0.00085171+0.00051703i,-0.0029392+0.0038814i,-0.00099128+0.0038846i,0.0047043-0.0060716i,0.0088689-0.015639i,0.010012-0.015315i
-0.029236+0.052067i,-0.067128+0.17025i,-0.11314+0.25123i,-0.14006+0.16671i,-0.11724+0.0052982i,-0.06353-0.066847i,-0.029914-0.070872i,-0.032758-0.064426i,-0.04102-0.03756i,-0.037096-0.003573i,-0.026519+0.01376i,-0.01551+0.014845i,-0.0078943+0.012405i,-0.0027402+0.010202i,-0.0012564+0.0051199i,-0.0035712+0.0017232i,-0.0052734+0.0010085i,-0.0049491-0.0013693i,-0.0058063-0.00092963i,-0.0058371+0.0081578i,-0.00091479+0.018337i,0.0016546+0.018996i,3.3847e-05+0.012969i
-0.022726-0.05442i,-0.076298-0.18197i,-0.11388-0.3213i,-0.073978-0.35011i,-0.0069773-0.26343i,0.016429-0.15408i,0.0153-0.073161i,0.01441-0.031383i,0.00177-0.018806i,-0.0086008-0.012461i,-0.0068923-0.012127i,-0.0065418-0.017068i,-0.0088296-0.018125i,-0.0098646-0.013643i,-0.0090527-0.0051043i,-0.0059347+0.0030332i,-0.0024281+0.0071802i,-0.00067504+0.0069156i,-0.0037056+0.0035703i,-0.010942-0.0030287i,-0.016453-0.0084423i,-0.016466-0.0062111i,-0.01365-0.002191i
0.053914+0.018854i,0.18359+0.081132i,0.31082+0.15738i,0.29691+0.17588i,0.17097+0.11911i,0.081169+0.048377i,0.067161+0.017403i,0.067959+0.010159i,0.048126-0.0031904i,0.018753-0.0078317i,0.0036953+0.0080146i,0.0076659+0.024018i,0.017422+0.021961i,0.021436+0.0085313i,0.016347-0.0027651i,0.008107-0.0079168i,0.0025555-0.0071517i,0.00063851-0.003274i,0.00026645-0.0037293i,0.0014815-0.0052923i,0.0092833-0.00060405i,0.01789+0.0048839i,0.018388+0.0059953i
-0.060948+0.02455i,-0.19456+0.069802i,-0.30873+0.1198i,-0.23423+0.14279i,-0.030425+0.13105i,0.088042+0.10685i,0.084982+0.084723i,0.061423+0.053279i,0.048036+0.0081158i,0.022183-0.027026i,-0.0036816-0.031922i,-0.01328-0.017395i,-0.012761-0.0019317i,-0.0083924+0.0052506i,-0.0028604+0.0022674i,0.0016067-0.0061542i,0.005131-0.011975i,0.0087589-0.012935i,0.011272-0.010963i,0.0068992-0.0061358i,-0.003884-0.00030188i,-0.011151+0.0017351i,-0.012319+0.00078144i
0.028622-0.072868i,0.10605-0.19059i,0.17852-0.2945i,0.15288-0.25915i,0.065905-0.1092i,0.0035684-0.0012442i,-0.030961+0.015088i,-0.037449+0.0084464i,-0.011255+0.0089213i,0.019129+0.0061626i,0.032423+0.00067146i,0.031239-0.0068852i,0.022097-0.012874i,0.01227-0.0098721i,0.0059275-0.0013449i,0.0038916+0.0044864i,0.0025494+0.0020637i,-0.0039582-0.0030921i,-0.007162-0.0049061i,-8.2051e-05-0.007963i,0.0047542-0.01382i,0.00049844-0.014447i,-0.0022203-0.010252i
0.029131+0.078614i,0.033543+0.22707i,0.0082692+0.36458i,-0.058773+0.33656i,-0.14386+0.16887i,-0.16037+0.033083i,-0.10661-0.017382i,-0.070016-0.020011i,-0.05066+0.0089734i,-0.026015+0.031734i,-0.019832+0.028424i,-0.027668+0.02274i,-0.026107+0.021599i,-0.018114+0.020232i,-0.010092+0.019424i,-0.0016818+0.017721i,0.0036978+0.016729i,0.005484+0.014533i,0.0034077+0.0097802i,-0.00017229+0.0079446i,-0.0025676+0.011966i,-0.0030797+0.015381i,-0.0013653+0.013711i
-0.077073-0.050166i,-0.18404-0.16374i,-0.28615-0.26024i,-0.2906-0.21473i,-0.18404-0.072027i,-0.073057+0.012003i,-0.029767+0.015202i,-0.019957+0.011042i,-0.0094899+0.0096164i,0.0013641-0.0030253i,0.0040733-0.016271i,-0.0034364-0.021581i,-0.01331-0.016735i,-0.01505-0.0089675i,-0.011638-0.0057808i,-0.010164-0.00073929i,-0.004272+0.0089025i,0.0027131+0.0187i,0.0034114+0.025703i,0.00084255+0.023928i,-0.00068974+0.010329i,-0.00061056-0.0041739i,-0.00012509-0.010192i
0.10208-0.0066592i,0.25995+0.0058642i,0.41544-0.024617i,0.43453-0.12899i,0.30679-0.18918i,0.15871-0.12831i,0.086102-0.044376i,0.057945-0.015019i,0.027085-0.014045i,0.0083242-0.0031016i,0.012561+0.0097928i,0.022177+0.013128i,0.023209+0.0089269i,0.013496+0.0024519i,0.00042219+0.00038666i,-0.0091345+0.0016402i,-0.014184+0.00018736i,-0.012011-0.0050741i,-0.0063635-0.0092899i,-0.00054456-0.0064231i,0.0060066-0.0017297i,0.0063459-0.0020368i,0.0012423-0.0026128i
