0.0015505+0.0013313i,0.0011975+0.0015594i,-8.2261e-05+0.00016036i,-0.00080704-0.001437i,-0.0017748-0.001152i,-0.0026828+0.0010747i,-0.0015357+0.0029141i,0.00059332+0.0026693i,0.0020637+0.00091295i,0.001507-0.0007798i,0.00064631-0.0011669i,0.00052355-0.00049219i,0.00085905+0.00015366i,0.00078035-4.1395e-05i,0.00059789-0.00013553i,0.00086461+0.00033625i,0.00091349+0.00057049i,0.00059837+0.00043908i,0.0003967+0.00044612i,0.0006889+0.00048776i,0.00066548+0.00078307i,-0.00024596+0.00091122i,7.2606e-06+0.00085247i
0.069028+0.049346i,0.11827+0.043693i,0.14744+0.0055605i,0.15876-0.043433i,0.19724-0.10123i,0.22785-0.1406i,0.17815-0.10155i,0.097808-0.026117i,0.043287+0.0042235i,0.010206+0.0060536i,-0.0034329+0.0072997i,-0.011174+0.00079642i,-0.02537-0.0033646i,-0.040177+0.0015329i,-0.047827+0.014991i,-0.041512+0.035131i,-0.024528+0.042932i,-0.0076748+0.030618i,0.00092223+0.011805i,-0.0015538+0.0022492i,-0.0080198+0.0034165i,-0.011788+0.0069387i,-0.01327+0.0071548i
0.089397+0.01918i,0.16912+0.026784i,0.14586+0.048997i,-0.012761+0.069336i,-0.13846+0.057018i,-0.12402+0.018259i,-0.062425-0.025291i,-0.037807-0.033837i,-0.029746-0.012317i,-0.018355+0.005775i,-0.0035448+0.022889i,0.0099297+0.032851i,0.01623+0.032703i,0.030331+0.036129i,0.054304+0.031153i,0.064658+0.0064486i,0.054417-0.018478i,0.034791-0.028969i,0.01364-0.029149i,-0.0014607-0.022981i,-0.0069794-0.01293i,-0.0048063-0.002292i,0.0011759+0.0053755i
-0.14082+0.12095i,-0.21661+0.19425i,-0.19253+0.14667i,-0.073021+0.0096409i,0.021343-0.021815i,0.048803+0.051634i,0.051234+0.071645i,0.036222+0.020652i,0.016222-0.015402i,0.0068099-0.029475i,-0.0035947-0.04384i,-0.013882-0.047888i,-0.017783-0.045859i,-0.025501-0.053573i,-0.040042-0.060291i,-0.051315-0.049522i,-0.047631-0.024564i,-0.027583+0.00162i,-0.003696+0.014316i,0.010188+0.010965i,0.011749+0.0011373i,0.0074576-0.0071129i,0.0045779-0.0084904i
-0.0091336-0.11786i,-0.036741-0.17714i,-0.066888-0.15169i,-0.058619-0.081989i,-0.048788-0.08582i,-0.073257-0.12124i,-0.05758-0.095297i,0.0023075-0.055854i,0.028851-0.041753i,0.022315-0.026506i,0.0067194-0.012206i,-0.0093862-0.0010752i,-0.015682+0.010071i,-0.022543+0.031073i,-0.023334+0.062246i,-0.0072771+0.076987i,0.0074201+0.064759i,0.0096679+0.036542i,0.0054261+0.0092376i,0.004095-0.0036357i,0.0076444-0.0084813i,0.0070628-0.0095551i,0.0026714-0.0047881i
-0.0093254-0.033679i,0.0013726-0.037692i,0.033978+0.0063102i,0.035184+0.10753i,0.011905+0.18114i,0.011178+0.14638i,0.00012353+0.061347i,-0.012085+0.020696i,0.0095608+0.0096183i,0.029879-0.012802i,0.032495-0.029389i,0.029182-0.029014i,0.022643-0.017886i,0.033479-0.010538i,0.056343-0.022679i,0.060175-0.043446i,0.041695-0.052102i,0.011428-0.041789i,-0.016453-0.020246i,-0.028834-0.002513i,-0.026325+0.0098681i,-0.012137+0.014397i,-0.00090526+0.0086933i
0.15135+0.008061i,0.21738+0.00015378i,0.15964-0.016952i,0.055194-0.035635i,0.056033-0.041004i,0.095811-0.034631i,0.065625-0.014308i,0.015603+0.0081472i,-0.0096245+0.0048257i,-0.030887+0.0010563i,-0.042444+0.017006i,-0.034856+0.026469i,-0.0254+0.017297i,-0.031459-0.003575i,-0.050835-0.020642i,-0.063583-0.022669i,-0.052483-0.016632i,-0.022628-0.010488i,0.0012513-0.0058127i,0.0057072-0.00056812i,0.0031111+0.0027492i,0.00040687+0.00019696i,-0.0036395-0.0041823i
-0.090172+0.098118i,-0.13199+0.1587i,-0.069949+0.13541i,0.026953+0.0016586i,0.012012-0.089294i,-0.037369-0.036248i,-0.0015532+0.015609i,0.029452-0.01115i,0.011141-0.019967i,0.0094407-0.0029273i,0.023198-0.00061813i,0.023331-0.0059943i,0.0095683-0.0074818i,-0.003821+0.0096589i,-0.00069651+0.039745i,0.013767+0.058474i,0.02134+0.057583i,0.01717+0.042803i,0.012042+0.023516i,0.010883+0.0052364i,0.0030648-0.0095904i,-0.0088162-0.011069i,-0.0097593-0.0017022i
0.0019475-0.014725i,0.0065278-0.056344i,-0.022452-0.073848i,-0.042848-0.00019445i,-0.018405+0.071101i,0.0034043+0.036744i,-0.0073724-0.011913i,0.0026534-0.015026i,0.024371-0.021401i,0.015044-0.033932i,-0.0088307-0.038897i,-0.024337-0.031838i,-0.015961-0.012924i,0.0118-0.0075048i,0.032495-0.023642i,0.034488-0.040065i,0.023891-0.037599i,0.012851-0.016143i,0.011382+0.0022428i,0.015379+0.0058725i,0.018585+0.0050205i,0.020629+0.0041175i,0.017153+0.0018032i
-0.096611-0.070965i,-0.14348-0.071457i,-0.1214-0.0036894i,-0.048851+0.059886i,-0.0024158+0.033178i,-0.013084-0.010267i,-0.019352-0.0010162i,0.0018358+0.013487i,0.008778+0.0082801i,0.0049467+0.012289i,0.012244+0.022485i,0.021888+0.019242i,0.018665+0.0025721i,-0.0065141-0.011023i,-0.039828-0.010649i,-0.05639-0.0038997i,-0.05161-0.003342i,-0.036222-0.0095881i,-0.022849-0.013499i,-0.013046-0.010744i,-0.0027514-0.0085254i,0.0034405-0.011526i,0.0022381-0.010587i
0.13343+0.0054683i,0.22601-0.011342i,0.20487-0.10415i,0.043199-0.19734i,-0.064675-0.15123i,-0.013262-0.056629i,0.031919-0.043148i,-0.0044985-0.034198i,-0.016148+0.0048428i,0.0058961+0.0095117i,0.0088831-0.010133i,-0.0026629-0.0208i,-0.018279-0.014259i,-0.01908+0.011921i,0.0045636+0.03984i,0.031142+0.049283i,0.042685+0.040553i,0.035964+0.020796i,0.017671+0.002668i,-0.0013446-0.0034466i,-0.014956+0.0014965i,-0.017064+0.0098394i,-0.0092817+0.0094682i
-0.057344-0.019867i,-0.14252+0.017921i,-0.1563+0.12729i,-0.032839+0.22074i,0.077636+0.19241i,0.064198+0.10558i,0.023934+0.052875i,0.021343+0.019448i,0.020326-0.010664i,0.0056445-0.019835i,-0.0094259-0.0087128i,-0.011684+0.0060159i,0.0045179+0.0054642i,0.02306-0.017785i,0.027577-0.049248i,0.02104-0.064972i,0.014035-0.058573i,0.009509-0.03939i,0.0027367-0.022078i,-0.0062955-0.01351i,-0.0097592-0.0074008i,-0.006792-0.0038886i,-0.0030821-0.0020074i
0.055876+0.091704i,0.11947+0.11473i,0.173+0.062353i,0.17691-0.0282i,0.11925-0.0666i,0.049748-0.033797i,0.033871+0.0034166i,0.046535-0.0078946i,0.033858-0.020699i,0.021806-0.0034462i,0.027006+0.0029312i,0.026774-0.0047156i,0.011576-0.0068915i,-0.014378-0.0020972i,-0.039784+0.009369i,-0.055143+0.020765i,-0.056937+0.026158i,-0.04483+0.028279i,-0.02409+0.02962i,-0.0054272+0.026461i,0.0033872+0.016232i,0.0010124+0.0060313i,-0.0033303+0.0048363i
-0.081012-0.077698i,-0.16531-0.16644i,-0.27557-0.17877i,-0.35519-0.078359i,-0.31649+0.0041072i,-0.19101-0.0024969i,-0.097037-0.016394i,-0.041257+0.0066706i,0.0043172+0.011772i,0.01816-0.0094206i,0.0080979-0.020029i,-0.003245-0.017705i,-0.0073732-0.0037327i,0.0044108+0.016863i,0.028362+0.027793i,0.046806+0.025964i,0.047776+0.019376i,0.033578+0.01339i,0.021054+0.0076968i,0.021318+0.0019276i,0.024517-0.0029434i,0.021478-0.0052648i,0.014638-0.0079446i
0.034973+0.071269i,0.13411+0.14931i,0.25233+0.15132i,0.30476+0.064273i,0.25716-0.0042722i,0.14407-0.017359i,0.046438-0.01288i,-0.0018416-0.01303i,-0.026522-0.018148i,-0.045035-0.013623i,-0.046879+0.0020585i,-0.032675+0.0098083i,-0.01711-9.6466e-05i,-0.011109-0.019152i,-0.014959-0.036467i,-0.017797-0.045128i,-0.014392-0.043535i,-0.0087238-0.031543i,-0.0067932-0.018416i,-0.010691-0.01173i,-0.015201-0.0067451i,-0.013801-0.0036107i,-0.010478-0.0037779i
-0.019014-0.11442i,-0.053348-0.1725i,-0.062259-0.19133i,-0.04402-0.18731i,-0.026976-0.14461i,0.010756-0.065412i,0.040931-0.02681i,0.014296-0.02012i,-0.010553+0.0085478i,0.0096202+0.025321i,0.028301+0.013812i,0.028624+0.0017555i,0.020741-0.0042046i,0.0043804-0.00011443i,-0.011202+0.015546i,-0.019761+0.032396i,-0.018597+0.037558i,-0.0063354+0.025059i,0.0013901+0.0075555i,-0.0013426+0.0010411i,-0.0025566+0.0043588i,0.0010689+0.0096177i,0.0053186+0.011944i
0.01256+0.095104i,-0.024548+0.19476i,-0.08815+0.305i,-0.10316+0.38306i,-0.051296+0.34901i,-0.0016559+0.20882i,0.020692+0.086321i,0.041412+0.032408i,0.052473+0.0056262i,0.038129-0.012417i,0.016595-0.022617i,-0.0012528-0.024143i,-0.0071608-0.011407i,0.0056641+0.0026904i,0.02471+0.0042512i,0.037779-0.00044281i,0.0382-0.004364i,0.023674-0.004907i,0.0072649-0.0025296i,0.00023786-0.0045181i,-0.0030515-0.011858i,-0.0065473-0.015672i,-0.0082916-0.010843i
0.046121-0.084492i,0.06596-0.20275i,0.077409-0.29031i,0.075012-0.29854i,0.042199-0.24374i,-0.010935-0.14096i,-0.020146-0.037589i,0.0090411-0.0018044i,0.010796-0.002764i,-0.0032711+0.016872i,-0.0041884+0.037752i,0.0012861+0.042838i,0.0074087+0.034323i,0.0077822+0.013502i,-0.00031898-0.009558i,-0.011763-0.026519i,-0.019512-0.029133i,-0.015787-0.016383i,-0.0046244-0.002833i,0.00022525+0.003783i,-0.002984+0.0093131i,-0.0075133+0.014417i,-0.0081721+0.015294i
-0.040803+0.11415i,-0.037418+0.15592i,-0.05869+0.092379i,-0.13175-0.015456i,-0.16822-0.056142i,-0.11016-0.053669i,-0.056271-0.055049i,-0.041978-0.033374i,-0.015277-0.013438i,0.00632-0.023682i,0.01135-0.033678i,0.013682-0.038187i,0.0045285-0.038625i,-0.011713-0.024505i,-0.020804-0.00053064i,-0.02032+0.021298i,-0.014872+0.028273i,-0.011694+0.016523i,-0.012674+0.0039489i,-0.0083516+0.0046186i,0.0061286+0.0059085i,0.019595-0.00037074i,0.022793-0.0079101i
0.012499-0.059122i,0.062611-0.041362i,0.15573+0.064068i,0.25909+0.16583i,0.28133+0.15118i,0.17659+0.068508i,0.056022+0.021815i,0.0053212-0.0018397i,-0.016217-0.026787i,-0.035502-0.03336i,-0.047984-0.023613i,-0.052338-0.0081939i,-0.038354+0.007348i,-0.010965+0.014865i,0.013939+0.010759i,0.029951+0.00048646i,0.030052-0.0053925i,0.017014+0.00012006i,0.0092584+0.0094508i,0.0096258+0.0070722i,0.0036007-0.0038771i,-0.0066364-0.0091466i,-0.010865-0.010111i
-0.070143+0.021153i,-0.13474+0.045213i,-0.15443+0.004987i,-0.13475-0.07979i,-0.10592-0.079054i,-0.03689-0.00033792i,0.035343+0.020089i,0.035872-0.00035353i,0.012193+0.013802i,0.021205+0.03242i,0.039346+0.031001i,0.046607+0.021785i,0.03812+0.0060606i,0.017975-0.0097499i,-0.0014038-0.019455i,-0.017642-0.022807i,-0.021115-0.019087i,-0.0066361-0.016981i,0.0050612-0.023108i,-0.00015592-0.025928i,-0.0088552-0.014615i,-0.0084619+0.0021136i,-0.0047765+0.011761i
0.090484-0.087493i,0.077077-0.14164i,-0.041821-0.092752i,-0.15861+0.05531i,-0.15205+0.13336i,-0.08644+0.089761i,-0.040355+0.0475i,0.0010192+0.039658i,0.027117+0.021133i,0.02134-0.0031588i,0.0063164-0.020489i,-0.0076167-0.027983i,-0.017675-0.017053i,-0.019427+0.0048592i,-0.014437+0.024596i,-0.0048839+0.035615i,0.0012313+0.032243i,-0.0060782+0.019756i,-0.019593+0.015033i,-0.019541+0.018984i,-0.0073358+0.015054i,-0.0016291+0.0040843i,-0.002241-0.00078886i
-0.013829+0.075031i,0.026697+0.084896i,0.14329+0.019165i,0.24396-0.10239i,0.20359-0.17243i,0.089145-0.13522i,0.03301-0.063353i,0.021827-0.030219i,0.0015992-0.016246i,-0.019747+0.0052681i,-0.026888+0.026614i,-0.017085+0.037754i,0.0033073+0.031309i,0.01869+0.012157i,0.026814-0.0071969i,0.030524-0.021159i,0.026045-0.020755i,0.020447-0.0040183i,0.024371+0.0091435i,0.028149+0.0050499i,0.018354-0.0037538i,0.0052757-0.0027963i,0.00030484+0.00098418i
0.050222+0.025599i,0.081079+0.010569i,0.021694-0.027i,-0.093767-0.04284i,-0.11231-0.031184i,-0.050178-0.039464i,-0.033772-0.056561i,-0.041725-0.039931i,-0.016351-0.020846i,0.012856-0.0238i,0.02399-0.029398i,0.022313-0.03187i,0.0096289-0.02787i,-0.0060307-0.019907i,-0.020269-0.016073i,-0.030804-0.012654i,-0.03032-0.010504i,-0.02051-0.017668i,-0.017627-0.027191i,-0.024773-0.023054i,-0.023383-0.0080291i,-0.0095366+0.00053407i,0.0019016+0.00046249i
-0.12997+0.020599i,-0.18776+0.10171i,-0.12575+0.22149i,0.025435+0.28562i,0.10535+0.24014i,0.078276+0.15243i,0.04594+0.084961i,0.034125+0.03019i,0.012383-0.008377i,-0.010142-0.020004i,-0.023398-0.018462i,-0.030925-0.013364i,-0.030428-0.0035747i,-0.019355+0.010236i,-0.0016335+0.022427i,0.013011+0.028691i,0.014313+0.026575i,0.0017031+0.024366i,-0.0072052+0.030005i,0.00049755+0.032275i,0.012651+0.02205i,0.014417+0.0087448i,0.011443-0.00036927i
0.063463-0.075922i,0.094862-0.15259i,0.071533-0.25058i,-0.0092665-0.29419i,-0.07098-0.20806i,-0.058901-0.079835i,-0.0151-0.02357i,0.0032653-0.011672i,0.0060583+0.0064823i,0.016037+0.020028i,0.024743+0.021088i,0.024157+0.016834i,0.017266+0.0078151i,0.011277-0.0031546i,0.0091502-0.01472i,0.0079844-0.023911i,0.010257-0.021859i,0.021364-0.01352i,0.034531-0.016104i,0.033567-0.028894i,0.017027-0.033938i,0.0010512-0.026473i,-0.0084938-0.016389i
-0.013942-0.01832i,-0.071101-0.015853i,-0.13358+0.059798i,-0.13904+0.14755i,-0.090628+0.12648i,-0.049285+0.052797i,-0.028713+0.031484i,-0.0034978+0.033681i,0.010491+0.017047i,0.0024218-0.0061006i,-0.0065878-0.020365i,-0.0056462-0.020876i,-0.0010082-0.013868i,-0.0055715-0.0074982i,-0.018309-0.00022624i,-0.027253+0.0071845i,-0.026682+0.0068853i,-0.024148-0.0035139i,-0.031411-0.011421i,-0.040121-0.0038493i,-0.035844+0.0091973i,-0.026516+0.014515i,-0.018597+0.017026i
0.11127+0.06909i,0.22799+0.082912i,0.32139+0.022005i,0.32256-0.074998i,0.24202-0.11035i,0.14584-0.088178i,0.077377-0.061607i,0.031076-0.041442i,0.0017135-0.021009i,-0.010826+0.00031626i,-0.01382+0.014807i,-0.011893+0.020459i,-0.0078365+0.020321i,0.00019741+0.016875i,0.014173+0.013896i,0.025902+0.010672i,0.023231+0.0092346i,0.0092047+0.014373i,0.0036497+0.026387i,0.012686+0.031445i,0.020711+0.022373i,0.020952+0.01115i,0.017743+0.0027343i
-0.10213+0.018355i,-0.19261+0.010488i,-0.27013-0.0029485i,-0.27679+0.0037924i,-0.1935+0.022075i,-0.087876+0.020492i,-0.03835+0.0006255i,-0.024088-0.0083143i,-0.0040616-0.010584i,0.012105-0.017135i,0.015638-0.018849i,0.012098-0.014929i,0.0063359-0.0094234i,0.0020212-0.0067802i,-0.0015153-0.012801i,-0.004139-0.022033i,-0.0012777-0.023978i,0.0078305-0.021356i,0.013289-0.027077i,0.0062229-0.037018i,-0.004157-0.03373i,-0.0055411-0.021826i,-0.0032304-0.012224i
-0.012773+0.023257i,0.023231+0.083456i,0.097818+0.15839i,0.15466+0.18449i,0.12496+0.14211i,0.049981+0.085357i,0.018548+0.050837i,0.019535+0.02076i,0.013815-0.0013799i,0.0034917-0.004773i,-0.0044078-0.0042594i,-0.0099059-0.0091724i,-0.014357-0.012677i,-0.016694-0.0047955i,-0.015788+0.010969i,-0.015317+0.022375i,-0.01479+0.022438i,-0.015263+0.014492i,-0.019688+0.012386i,-0.020461+0.018837i,-0.013545+0.02179i,-0.0056972+0.017355i,0.0023491+0.011682i
-0.017038-0.10478i,-0.042932-0.20646i,-0.07516-0.28329i,-0.09748-0.27768i,-0.08878-0.19253i,-0.052778-0.098502i,-0.020148-0.044284i,-0.0038682-0.014251i,0.0018583+0.0049998i,0.0075694+0.0070086i,0.011826-0.00069772i,0.010628-0.0034138i,0.0077077-0.0010756i,0.0070174-0.0005965i,0.011264-0.004147i,0.016839-0.0082421i,0.016515-0.0041501i,0.01454+0.0085085i,0.022126+0.016363i,0.03412+0.011283i,0.033401+0.0010075i,0.021371-0.0065671i,0.0078966-0.011031i
0.069611+0.039524i,0.083038+0.10157i,0.041072+0.17745i,-0.0068433+0.20544i,-0.0051748+0.14997i,0.0090573+0.070195i,0.0067391+0.028545i,0.0062514+0.01389i,0.0043082+0.0016789i,-0.0070525-0.0040263i,-0.011416-0.003347i,-0.0051436-0.0024068i,0.0016588-0.0038698i,0.0024463-0.0085256i,-0.0052198-0.012361i,-0.014735-0.01404i,-0.014743-0.015221i,-0.008403-0.018619i,-0.010899-0.025108i,-0.022685-0.027351i,-0.027383-0.022888i,-0.023588-0.016244i,-0.020031-0.0071112i
0.020927+0.025809i,0.076075+0.0014008i,0.16059-0.071563i,0.19566-0.13426i,0.14681-0.11135i,0.086963-0.048324i,0.052268-0.018631i,0.021417-0.015175i,0.001655-0.010335i,0.0016919-0.0044993i,0.0034587+0.00043624i,-0.0011525+0.0057794i,-0.0069962+0.0098769i,-0.0080494+0.010935i,-0.0011282+0.014275i,0.0089345+0.019151i,0.011495+0.015324i,0.002991+0.0062089i,-0.0071713+0.0053691i,-0.010795+0.014547i,-0.010507+0.020906i,-0.0068744+0.019353i,0.0016238+0.013788i
-0.058227+0.045171i,-0.13864+0.079113i,-0.22124+0.10921i,-0.22783+0.11277i,-0.15549+0.071363i,-0.081322+0.022587i,-0.040357-0.00031444i,-0.011352-0.0033441i,0.011961-0.0039682i,0.015702-0.0088504i,0.005141-0.011476i,-0.0037751-0.0092577i,-0.0057792-0.0034452i,-0.002126+0.0012379i,0.0019273-0.0018057i,0.0045938-0.0087135i,0.0074425-0.0079111i,0.012196-0.00069522i,0.018687-0.0019847i,0.023098-0.012365i,0.023065-0.014477i,0.019265-0.008149i,0.014096-0.0055908i
-0.025629-0.03773i,0.010019-0.042374i,0.085749-0.011538i,0.13394+0.02919i,0.10969+0.038033i,0.051915+0.026116i,0.018609+0.017112i,0.0089792+0.0066056i,0.0018073-0.00027271i,0.00053485+0.0020816i,0.0048777+0.0029816i,0.0059959-0.0014586i,0.00098005-0.0072072i,-0.0066664-0.0084523i,-0.013694-0.0042704i,-0.019262+0.0020666i,-0.01881+0.0054711i,-0.013635+0.0037494i,-0.011079+0.0037619i,-0.011851+0.0058247i,-0.011679+0.00084788i,-0.010136-0.0050949i,-0.0093815-0.0017798i
0.017135-0.054081i,-0.00071987-0.11857i,-0.069079-0.18791i,-0.12568-0.1902i,-0.099861-0.11749i,-0.033371-0.055737i,0.0015061-0.033733i,0.0062085-0.015874i,0.0012085-0.0026672i,-0.004249-0.002846i,-0.0015608-0.006909i,0.005137-0.0083462i,0.0088421-0.0060898i,0.0087163-0.0029385i,0.010613-0.0013931i,0.013738-0.0024483i,0.0089167-0.0045256i,-0.0018056-0.0019887i,-0.0059383+0.005315i,-0.0012901+0.012329i,0.0017567+0.014844i,-0.00041746+0.010809i,-0.0017299+0.0026802i
0.035665+0.040175i,0.080155+0.12224i,0.12589+0.20091i,0.1227+0.19701i,0.065094+0.12699i,0.011529+0.069488i,-0.0019029+0.037285i,0.001211+0.0080304i,-0.00041739-0.010407i,-0.0060415-0.0093799i,-0.0093698-0.00051152i,-0.0078768+0.0050392i,-0.002263+0.0044962i,0.0031057-0.00098715i,0.0036753-0.0076967i,0.0027465-0.011889i,0.0036198-0.011128i,0.003981-0.0090494i,-0.00031664-0.011233i,-0.0060592-0.014781i,-0.0037184-0.013716i,0.0028401-0.010072i,0.00307-0.0081757i
0.0067566+0.013646i,-0.0003401-0.014875i,0.005794-0.075741i,0.028339-0.11592i,0.038002-0.094846i,0.034979-0.0462i,0.024904-0.013128i,0.01198+0.00085065i,0.0077534+0.0055757i,0.011273+0.0024156i,0.010725-0.0029094i,0.002366-0.0030118i,-0.0060578+0.0025795i,-0.010258+0.0080855i,-0.010753+0.013264i,-0.0065362+0.018561i,0.00086996+0.016977i,0.0085034+0.0083641i,0.011937-0.00025954i,0.0071308-0.0050052i,-0.0013472-0.0073034i,-0.0052001-0.0058841i,-0.0024453+0.0013441i
-0.065882+0.016055i,-0.14445+0.048881i,-0.20746+0.11389i,-0.18294+0.14763i,-0.09708+0.095274i,-0.041351+0.02237i,-0.021722-0.0065361i,-0.0041432-0.0063944i,0.0092018-0.0021478i,0.0097964-0.001086i,0.0022154-0.0035748i,-0.0033686-0.0064447i,-0.0046928-0.0072696i,-0.0028628-0.0048983i,0.0017242-0.0035961i,0.0030021-0.0036387i,-0.001337+0.00043845i,-0.0047776+0.0055863i,-0.0027821+0.0061324i,0.001915+0.0044965i,0.0022104+0.0066528i,-0.00063051+0.01084i,4.2765e-05+0.010068i
0.042483-0.038944i,0.12269-0.11197i,0.18166-0.1825i,0.15707-0.16074i,0.093219-0.061207i,0.053639+0.0028625i,0.028661+0.0079845i,0.0081738+0.0024434i,-0.0024994-0.00047632i,-0.0032195-0.00051694i,0.0020929+0.0027661i,0.0062556+0.0035794i,0.005456-0.00028924i,0.00098142-0.0046726i,-0.0049239-0.0074954i,-0.0084938-0.010091i,-0.0084543-0.0091827i,-0.006746-0.0028385i,-0.0045424+0.0054498i,-0.0013719+0.010006i,0.0046585+0.0064833i,0.00928-9.4598e-05i,0.0045861-0.0041061i
-0.025568+0.0021255i,-0.049683+0.025505i,-0.078988+0.040107i,-0.091176+0.020489i,-0.073616-0.0073916i,-0.039509-0.013416i,-0.0051761-0.010166i,0.011066-0.011607i,0.0078408-0.013849i,-0.00034618-0.014256i,-0.0026341-0.011411i,0.0018672-0.0055765i,0.0063449-0.00097531i,0.0068974+0.0018582i,0.008258+0.0052607i,0.010873+0.0052459i,0.0091978-0.0023155i,0.0033455-0.011772i,-0.0025969-0.015365i,-0.007112-0.013834i,-0.011156-0.012882i,-0.012468-0.012412i,-0.0070965-0.0089968i
0.048356+0.038188i,0.105+0.10526i,0.16304+0.14948i,0.15374+0.1211i,0.07549+0.061123i,0.0088402+0.028223i,-0.011812+0.014809i,-0.0095248+0.0016325i,-0.003406-0.0062339i,-0.0015848-0.0058787i,-0.0022984-0.0028703i,-0.0049761-0.0028479i,-0.0084314-0.0020796i,-0.0078847-0.0012194i,-0.0046867-0.0025653i,-0.00061086-0.0012763i,0.002447+0.0037497i,0.001618+0.0069108i,-0.0014057+0.0045032i,-0.0038497+0.0018234i,-0.0044444+0.0055095i,-0.0027878+0.010721i,0.000384+0.0086411i
-0.067714-0.040622i,-0.18169-0.086589i,-0.25784-0.10385i,-0.19386-0.080842i,-0.061641-0.053108i,0.0091581-0.032752i,0.016603-0.010571i,0.011602+0.0035317i,0.0078826+0.008105i,0.0073022+0.0071798i,0.0069854+0.0019556i,0.0035457-0.001162i,-0.0010907-7.1014e-05i,-0.0039899+0.0020883i,-0.0067507+0.0034626i,-0.0096655+0.0049848i,-0.0064845+0.0065051i,0.0031352+0.0073798i,0.012417+0.0067836i,0.016442+0.0030613i,0.016846-0.0024255i,0.013732-0.0048647i,0.0060494-0.00089706i
0.048756+0.019346i,0.097582+0.017641i,0.10808+0.018066i,0.063244+0.03043i,0.01789+0.036177i,0.0038564+0.018474i,0.0012806-0.0060731i,-0.0019698-0.011549i,-0.0018924-0.0046121i,-0.0021087-0.0017283i,-0.003524-0.0011497i,-0.0012419-0.0019633i,0.0014535-0.0048011i,0.0025912-0.004718i,0.0043483-0.0035593i,0.0025056-0.0045263i,-0.0031003-0.0039267i,-0.0078163-0.0010739i,-0.0079188-0.00015727i,-0.0061324-0.001109i,-0.0085378-0.0033256i,-0.011329-0.0041213i,-0.008041-0.0027343i
-0.00015973-0.036167i,0.027372-0.097469i,0.05147-0.14664i,0.04735-0.11669i,0.025876-0.038045i,0.014602+0.012646i,0.013996+0.02313i,0.015623+0.012785i,0.012182-0.00021994i,0.0064395-0.0042555i,0.0021388-0.002939i,-0.0011907+0.0013116i,-0.00040507+0.0038259i,0.00079607+0.0022828i,0.00153+0.0011972i,0.0050222-0.00058274i,0.0071019-0.0024153i,0.0045006-0.0014701i,-0.0012451+0.000895i,-0.0052017+0.0045252i,-0.0034119+0.0089854i,0.0013454+0.009285i,0.0029746+0.0037456i
-0.0066127+0.082934i,0.011131+0.20169i,0.024998+0.25911i,0.0080964+0.1753i,-0.017334+0.049591i,-0.017253-0.0079539i,0.00011523-0.017857i,0.0069339-0.016241i,0.006218-0.012219i,0.0055393-0.010402i,0.0063141-0.0088981i,0.0066174-0.0074759i,0.0033795-0.0056423i,-0.00047882-0.0032311i,-0.0022696-0.00087569i,-0.0012674+0.00040191i,0.0012523-0.0019833i,0.0025128-0.0065872i,0.002699-0.0078913i,0.0044476-0.0077344i,0.0076259-0.010399i,0.0082199-0.010619i,0.0068782-0.0057733i
-0.036763-0.072971i,-0.085982-0.11768i,-0.099797-0.11614i,-0.0593-0.062384i,-0.018912-0.012627i,-0.01503+0.0042284i,-0.020851+0.0083229i,-0.012819+0.0070119i,-0.0046756+0.00085877i,-0.0046127-0.001371i,-0.0049958-0.00021994i,-0.0061016-0.0018028i,-0.0069695-0.0028512i,-0.0041946-0.0025i,-0.0032487-0.0023078i,-0.0046047+0.0010009i,-0.0038716+0.0051463i,-0.00097547+0.0050026i,0.0016456+0.0006675i,-0.00032567-0.0050311i,-0.0058125-0.0060145i,-0.0086561-0.0041093i,-0.0075707-0.0031646i
0.0046267+0.0037293i,-0.03091+0.0031345i,-0.061724-0.0032814i,-0.03923-0.016912i,0.0096513-0.021558i,0.034755-0.014861i,0.032416-0.012653i,0.014361-0.013688i,-0.00043875-0.0087742i,-0.003955-0.0031599i,-0.003814+0.00014475i,-0.0019128+0.0022081i,0.00018515+0.0019042i,0.0012865+0.0029645i,0.0029628+0.0025603i,0.0031652-0.00091899i,0.0019642-0.0023026i,0.00077421-0.0016811i,-0.0012866+0.001748i,-0.0013786+0.0077159i,0.00064897+0.012149i,0.00044606+0.012179i,-0.0022085+0.0088004i
0.073022-0.03402i,0.14351-0.098738i,0.15995-0.12171i,0.092191-0.061891i,0.015495+0.00044809i,-0.013916+0.0088805i,-0.015462+0.0020308i,-0.0043744+0.0042471i,0.0053676+0.0045922i,0.0044646+0.00018017i,0.00018193-0.0058059i,-0.0022955-0.0071616i,-0.0015163-0.0034083i,-0.0013805-0.00018025i,-0.0013071+0.0017227i,-0.00036121+0.0016158i,-0.0018078-0.00048573i,-0.0031415-0.00022469i,-0.0006229+0.0018059i,0.0042405+3.6081e-05i,0.0063249-0.004693i,0.0069468-0.0064033i,0.0078167-0.0048306i
