-0.0031565-0.00042812i,-0.0023025+0.00042211i,-0.0030716+0.0022024i,-0.0028265+0.0033839i,-0.0012087+0.0030474i,0.00022613+0.0022389i,0.0011237+0.0026974i,0.00066504+0.0031704i,-0.00049533+0.0022784i,-6.7803e-05+0.0018727i,0.00043996+0.0015165i,0.00066366+0.00086819i,0.0010402+0.0007112i,0.001067+0.00027038i,0.00062568-0.00010915i,0.00024394-0.00038517i,4.641e-06-0.0014878i,0.00031859-0.0015226i,0.00055239+0.00022925i,4.5251e-05+0.00056551i,-0.000697-0.00025858i,-0.00066278-0.00067657i,0.00037152-0.00031607i
0.94882+8.1934i,2.1496+7.0265i,4.6564+7.3731i,5.9806+4.7951i,5.2458+0.95462i,2.6886-1.6983i,0.40271-1.5311i,-0.088349-0.36783i,0.34752+0.36923i,1.0673+0.64098i,1.5289+0.28706i,1.5608-0.33556i,1.4158-0.81563i,1.0375-0.87325i,0.73046-0.62813i,0.59045-0.46104i,0.34304-0.38687i,0.10269-0.162i,0.1169+0.16298i,0.33081+0.31371i,0.54163+0.20075i,0.56749-0.0055555i,0.39952-0.084508i
-0.14001+0.096775i,0.12703+0.096006i,0.64159-0.0037314i,1.0107-0.25985i,0.78335-0.37276i,0.23187-0.19062i,-0.017317+0.051845i,0.045831+0.098409i,0.050071-0.0028199i,-0.016529-0.038058i,-0.0023484-0.013652i,0.02812-0.012485i,-0.0048389+0.0093126i,-0.038447+0.065692i,-0.038797+0.079369i,-0.059898+0.035706i,-0.093827-0.0051652i,-0.073915-0.008801i,-0.017198-0.0035395i,0.014094-0.024154i,0.010751-0.051813i,0.002277-0.058108i,0.010146-0.059004i
-0.052454+0.06946i,-0.082109+0.25967i,0.02204+0.64836i,0.29391+0.98641i,0.49959+0.98477i,0.48069+0.80459i,0.38287+0.63136i,0.31416+0.38451i,0.21827+0.14071i,0.10829+0.078111i,0.045706+0.12013i,0.010627+0.1336i,-0.0050526+0.10953i,-0.01129+0.073485i,-0.026622+0.059795i,-0.017987+0.073455i,0.022482+0.070351i,0.059598+0.021702i,0.061997-0.028853i,0.04219-0.032575i,0.033728-0.015737i,0.025745-0.013951i,0.0098514-0.014974i
0.042805-0.029344i,-0.037826-0.17551i,-0.26968-0.40688i,-0.54287-0.50811i,-0.62474-0.31941i,-0.44223+0.036916i,-0.16395+0.30047i,-0.02007+0.35425i,-0.036378+0.29026i,-0.045126+0.21052i,-0.0012115+0.1088i,0.011584+0.032224i,0.004745+0.0234i,-0.0052379+0.020243i,-0.0317+0.010031i,-0.041542+0.023851i,-0.020347+0.043696i,0.0081314+0.050626i,0.023953+0.04222i,0.015885+0.025842i,0.00024754+0.025856i,0.010263+0.028631i,0.035014+0.0031116i
0.076087+0.024407i,0.21913+0.013928i,0.47366-0.0092494i,0.66591-0.07727i,0.58585-0.12162i,0.29449-0.046035i,0.11202+0.087554i,0.12028+0.11548i,0.11194+0.088183i,0.081453+0.13056i,0.1155+0.17468i,0.15095+0.14199i,0.13518+0.085i,0.11389+0.069879i,0.10425+0.078466i,0.083978+0.054727i,0.059237+0.0073122i,0.055262-0.019495i,0.060249-0.028653i,0.04865-0.033587i,0.035935-0.029459i,0.038305-0.021303i,0.047532-0.014919i
-0.091104-0.0055452i,-0.20981+0.033114i,-0.30644+0.13621i,-0.25311+0.23919i,-0.12099+0.32251i,0.074147+0.4113i,0.32037+0.35245i,0.36139+0.16121i,0.22482+0.11353i,0.18426+0.16398i,0.16333+0.11468i,0.074681+0.061925i,0.027417+0.039808i,-0.010498-0.0067114i,-0.072547-0.0012982i,-0.093768+0.05488i,-0.06182+0.07499i,0.0025861+0.043404i,0.0508-0.0027999i,0.055131-0.019263i,0.055411-0.013892i,0.065304-0.029564i,0.056827-0.06636i
0.062724-0.00011236i,0.29786-0.01616i,0.61324-0.20097i,0.79637-0.45495i,0.8275-0.50189i,0.81496-0.36848i,0.72984-0.27637i,0.50683-0.20182i,0.29848-0.069463i,0.2232-0.015413i,0.1721-0.060222i,0.10887-0.057879i,0.079069-0.022451i,0.067918-0.014075i,0.070714-0.0057875i,0.071368+8.2619e-05i,0.048893-0.0071009i,0.018114-0.027593i,-0.015786-0.04977i,-0.03865-0.058193i,-0.047248-0.057522i,-0.051904-0.051493i,-0.055646-0.053316i
-0.073756-0.11345i,-0.20298-0.1881i,-0.32683-0.17764i,-0.33939-0.11535i,-0.29373-0.15668i,-0.23796-0.27738i,-0.14592-0.33395i,-0.034655-0.28938i,0.057644-0.19089i,0.085899-0.10049i,0.060286-0.028207i,0.050052+0.027074i,0.047501+0.034234i,0.023586+0.045849i,0.03417+0.095625i,0.081844+0.11693i,0.091574+0.084609i,0.064603+0.03564i,0.030145+0.0061383i,0.00013909+0.0038941i,-0.01035+0.0043122i,-0.0092247-0.0087318i,-0.01372-0.013352i
-0.040029+0.13615i,-0.090978+0.22573i,-0.26777+0.21613i,-0.58014+0.23206i,-0.69737+0.49374i,-0.43582+0.72743i,-0.1236+0.55755i,-0.021528+0.25476i,0.004372+0.12361i,0.040371+0.069608i,0.037414+0.019951i,0.023424-0.022315i,0.0028083-0.051757i,-0.01579-0.059303i,-0.010797-0.076443i,-0.0089424-0.08785i,-0.010661-0.061339i,0.0016244-0.024861i,0.012716-0.012434i,-0.0022302-0.018235i,-0.028948-0.014175i,-0.040464-0.00032263i,-0.039532+0.0017473i
0.1144-0.15056i,0.20747-0.37879i,0.27698-0.58415i,0.38455-0.63931i,0.55316-0.59377i,0.59847-0.49947i,0.4136-0.35667i,0.16584-0.22305i,0.011318-0.15119i,-0.030325-0.11332i,-0.0075397-0.085618i,0.00073322-0.072011i,-0.0187-0.049016i,-0.011527-0.024644i,0.019832-0.031048i,0.039378-0.05687i,0.049457-0.071703i,0.049007-0.075205i,0.036898-0.061325i,0.031313-0.022197i,0.038517+0.010229i,0.03697+0.014469i,0.017448+0.011384i
-0.17642+0.13731i,-0.29677+0.41458i,-0.19339+0.7751i,0.16378+0.91481i,0.39217+0.65532i,0.30766+0.19875i,0.14584-0.047024i,0.087423-0.021374i,0.074963+0.029465i,0.034945+0.031905i,0.0016753+0.054054i,0.0097988+0.087139i,0.033575+0.087635i,0.020794+0.061407i,-0.031291+0.045375i,-0.066964+0.047605i,-0.06211+0.044713i,-0.038555+0.029944i,-0.023433+0.018481i,-0.019331+0.018847i,-0.010063+0.020535i,0.0019942+0.016517i,0.0041763+0.015531i
0.21483-0.040147i,0.40044-0.16935i,0.33863-0.30957i,0.0065616-0.27793i,-0.18294-0.13388i,-0.10068-0.098778i,-0.025167-0.14134i,-0.016576-0.1047i,0.011206-0.021047i,0.039839+0.024727i,0.047459+0.0091097i,0.038625-0.030952i,0.037955-0.038647i,0.054035-0.027598i,0.060488-0.018651i,0.044793-0.011101i,0.024453-0.0075284i,0.0085262-0.0016443i,-0.00020963+0.0031976i,0.0039415-0.0051574i,0.0095878-0.019718i,0.011423-0.01977i,0.015367-0.0086954i
-0.24739-0.07946i,-0.50836-0.15354i,-0.62773-0.28079i,-0.52944-0.49571i,-0.44683-0.59301i,-0.41357-0.39263i,-0.2774-0.15807i,-0.14507-0.092468i,-0.090598-0.042107i,-0.019999+0.010435i,0.021966-0.0087283i,0.0010556-0.037047i,-0.036929-0.052189i,-0.06994-0.049346i,-0.064796-0.025271i,-0.029258-0.014926i,-0.0067804-0.021925i,0.0031739-0.02841i,0.013935-0.020491i,0.020026-0.0034518i,0.014159+0.00071677i,-0.00034972-0.01035i,-0.0078615-0.019075i
0.18897+0.18245i,0.46772+0.33695i,0.71714+0.38165i,0.76989+0.30431i,0.65801+0.24164i,0.47729+0.18876i,0.29322+0.068612i,0.15086-0.042044i,0.05792-0.085528i,-0.019645-0.078091i,-0.075152-0.025417i,-0.070943+0.026984i,-0.034396+0.03826i,-0.017043+0.018022i,-0.028121-0.014543i,-0.052849-0.034237i,-0.066058-0.030034i,-0.046607-0.021755i,-0.014477-0.031438i,-0.0088177-0.048976i,-0.025032-0.042626i,-0.031059-0.016585i,-0.023265-0.0017042i
-0.070998-0.24412i,-0.23289-0.42592i,-0.42341-0.32758i,-0.51224+0.076448i,-0.43253+0.3071i,-0.25894+0.18431i,-0.14443+0.037859i,-0.095829+0.026843i,-0.057368+0.052016i,-0.030984+0.051924i,-0.019381+0.042067i,-0.010593+0.040537i,0.001018+0.04207i,0.0083517+0.041925i,0.0045097+0.054432i,0.0013377+0.083624i,0.01206+0.099042i,0.020228+0.081797i,0.017685+0.052373i,0.019933+0.033649i,0.028944+0.032891i,0.040891+0.037176i,0.043414+0.028002i
-0.065296+0.23993i,-0.11974+0.47189i,-0.17351+0.53315i,-0.19278+0.37897i,-0.13794+0.24315i,-0.073461+0.16971i,-0.072144+0.08144i,-0.091856+0.056166i,-0.047477+0.10393i,0.026648+0.12099i,0.069467+0.099151i,0.073525+0.066684i,0.038544+0.041202i,0.0039733+0.045935i,0.013932+0.062394i,0.051743+0.054514i,0.073424+0.0277i,0.063644+0.0085421i,0.034512+0.0026714i,0.0019211+0.0043615i,-0.014151+0.0054348i,-0.0090204-0.0054826i,-0.003531-0.016451i
0.17183-0.16313i,0.36213-0.35336i,0.5817-0.5062i,0.73585-0.56679i,0.71204-0.56114i,0.44546-0.48344i,0.10603-0.28505i,-0.03589-0.072726i,-0.01122+0.0024301i,0.019902-0.0031896i,0.028183-0.015411i,0.023117-0.027247i,0.029094-0.027031i,0.044972-0.034796i,0.040069-0.068726i,0.013298-0.10429i,-0.0053853-0.11439i,0.0023143-0.10354i,0.0078701-0.089725i,-0.00081848-0.074491i,-0.0010768-0.058121i,0.0034537-0.042952i,0.00208-0.024046i
-0.16555+0.037047i,-0.29742+0.10192i,-0.26491+0.16438i,-0.05629+0.15128i,0.010318+0.08489i,-0.090946+0.13243i,-0.035515+0.24757i,0.11518+0.20238i,0.13357+0.063672i,0.066092-0.0068204i,0.01505-0.021714i,0.00237-0.017927i,0.002718-0.016342i,-0.023836-0.012327i,-0.065468+0.016248i,-0.086935+0.047769i,-0.088632+0.044378i,-0.07824+0.015681i,-0.056903+0.0073302i,-0.030344+0.026892i,-0.0093182+0.037637i,-0.0024117+0.025936i,0.00034328+0.0079673i
0.12228+0.05809i,0.23258+0.11424i,0.20208+0.077185i,-0.076542-0.049443i,-0.28897-0.034217i,-0.10649+0.12681i,0.18035+0.13542i,0.21238+0.025114i,0.097119-0.012031i,0.025984+0.016609i,0.01453+0.047034i,0.017321+0.045611i,0.011884+0.029523i,0.024161+0.031944i,0.056801+0.042703i,0.069373+0.046713i,0.044273+0.049193i,0.0033156+0.04874i,-0.019699+0.037764i,-0.01879+0.015986i,-0.012262-0.0078188i,-0.011795-0.021757i,-0.014257-0.024494i
-0.027976-0.13025i,-0.10979-0.36863i,-0.33954-0.58927i,-0.58873-0.51211i,-0.52432-0.26471i,-0.22779-0.18841i,-0.045586-0.24321i,-0.0044437-0.20663i,0.016468-0.10194i,0.041463-0.049252i,0.048193-0.050623i,0.02729-0.056101i,0.0121-0.045199i,0.021552-0.046727i,0.030162-0.063258i,0.031816-0.05861i,0.039988-0.023821i,0.045303+0.01717i,0.043543+0.034185i,0.036021+0.019115i,0.016532+0.0073679i,0.0023711+0.021099i,0.0044186+0.03424i
-0.10685+0.060397i,-0.28637+0.27619i,-0.3029+0.6413i,0.056784+0.86739i,0.40224+0.68563i,0.32+0.26848i,0.064809-0.013425i,-0.045476-0.10921i,-0.054345-0.10194i,-0.036138-0.054078i,-0.027198-0.035212i,-0.038425-0.023475i,-0.038128-0.014397i,-0.048912-0.012535i,-0.070575+0.007051i,-0.066537+0.016966i,-0.040308+0.0039831i,-0.00056556+0.00019813i,0.032494+0.0042718i,0.031731+0.0054451i,0.017148+0.0064275i,0.015889-0.0030233i,0.017982-0.02087i
0.1416+0.11575i,0.50497+0.27411i,0.98131+0.31868i,1.1271+0.10227i,0.78613-0.15141i,0.3625-0.18598i,0.13024-0.10778i,0.00077984-0.04389i,-0.04993+0.0074758i,-0.039933+0.024417i,-0.026698+0.031409i,-0.0067164+0.046871i,0.0020673+0.041906i,-0.0066415+0.029459i,-0.0017147+0.029516i,0.0074137+0.034122i,0.012169+0.029699i,0.022269-0.0026506i,0.019161-0.047374i,0.00045125-0.060709i,-0.0071965-0.047044i,-0.0054457-0.037923i,-0.014188-0.036844i
0.014359-0.24178i,-0.089127-0.69823i,-0.3829-1.2148i,-0.75034-1.2932i,-0.83118-0.83803i,-0.55831-0.33011i,-0.27831-0.072368i,-0.1388+0.028962i,-0.069527+0.054515i,-0.042895+0.036581i,-0.034507+0.016174i,-0.021542+0.0026589i,-0.015644+0.0090829i,-0.006982+0.024886i,0.021038+0.018892i,0.051812+0.0046759i,0.060534-0.0044801i,0.036152-0.019179i,-0.0047657-0.023011i,-0.026284-0.0046391i,-0.028072+0.018914i,-0.032327+0.03329i,-0.036449+0.041014i
-0.21835+0.15073i,-0.5371+0.42761i,-0.83054+0.74163i,-0.76276+0.8274i,-0.38483+0.63203i,-0.094723+0.38932i,0.0047286+0.23416i,0.034516+0.14678i,0.058672+0.10585i,0.075984+0.080701i,0.059768+0.063245i,0.031528+0.052273i,0.031199+0.036438i,0.043087+0.012348i,0.037973-0.022202i,0.017452-0.06231i,-0.0037526-0.080513i,-0.017102-0.053988i,-0.022064-0.0052907i,-0.016452+0.024974i,0.0006064+0.025601i,0.015357+0.019382i,0.024679+0.022554i
0.25066+0.035652i,0.63584+0.1393i,1.0316+0.33693i,1.1077+0.47926i,0.81825+0.3699i,0.42332+0.090963i,0.13382-0.080536i,0.027221-0.085932i,0.029565-0.07585i,0.026459-0.078028i,0.027098-0.053251i,0.043383-0.031834i,0.037653-0.034502i,0.0058372-0.039425i,-0.0364-0.029916i,-0.070298-0.010415i,-0.073342+0.0025174i,-0.040342+0.004698i,0.004855+0.0063257i,0.03437+0.0027717i,0.044125-0.0064957i,0.047727-0.012115i,0.048582-0.020391i
-0.15308-0.13933i,-0.29441-0.34641i,-0.32719-0.5514i,-0.20967-0.55718i,-0.14009-0.3557i,-0.16353-0.1056i,-0.13839+0.078116i,-0.080996+0.11629i,-0.075993+0.074221i,-0.087766+0.053532i,-0.067314+0.037491i,-0.04114+0.010278i,-0.029796+0.006434i,-0.020859+0.026587i,-0.010998+0.050518i,0.0021217+0.067137i,0.0096245+0.060281i,0.0019469+0.028612i,-0.00056431-0.003339i,0.0035665-0.024584i,-0.0060818-0.034945i,-0.02164-0.034961i,-0.027628-0.033262i
0.039843+0.1413i,0.037299+0.24758i,-0.049067+0.19588i,-0.13637-0.038077i,-0.053337-0.13913i,0.16739-0.023935i,0.32972+0.043301i,0.31664+0.019287i,0.20153+0.022198i,0.12182+0.047637i,0.083792+0.047356i,0.04982+0.031877i,0.033922+0.013827i,0.037568-0.013377i,0.036172-0.033861i,0.02033-0.035596i,-0.003034-0.019536i,-0.022154+0.0043581i,-0.032284+0.0079524i,-0.04342-0.0027052i,-0.046471+0.0020681i,-0.032494+0.014695i,-0.021047+0.017175i
-0.0031999-0.116i,0.0051112-0.19964i,0.0065544-0.16693i,0.0051145-0.03547i,0.036719-0.027616i,0.062304-0.17745i,0.040737-0.28556i,0.019303-0.24549i,0.022115-0.13501i,0.031899-0.062228i,0.029829-0.044206i,0.01431-0.039482i,-0.012581-0.038621i,-0.054423-0.034441i,-0.077921-0.0049861i,-0.063067+0.032435i,-0.02633+0.055465i,0.016652+0.060981i,0.038575+0.054685i,0.035874+0.050864i,0.033638+0.043742i,0.031458+0.02605i,0.018166+0.016081i
-0.023054+0.105i,-0.028221+0.22875i,0.012679+0.33445i,0.046853+0.35686i,-0.043937+0.29512i,-0.20243+0.1946i,-0.271+0.10709i,-0.20868+0.044182i,-0.10223+0.0033426i,-0.037531-0.015254i,-0.018691-0.021479i,-0.019656-0.017969i,-0.027736+0.011896i,-0.017698+0.06762i,0.028704+0.096198i,0.083457+0.068205i,0.11177+0.015966i,0.10807-0.027074i,0.083559-0.041957i,0.056057-0.036387i,0.032754-0.030262i,0.014766-0.022763i,0.010633-0.007869i
0.047108-0.08181i,0.10868-0.18779i,0.13808-0.29183i,0.12077-0.30724i,0.12085-0.19994i,0.14369-0.042605i,0.098439+0.039772i,-0.018219+0.03258i,-0.07735+0.014017i,-0.059504+0.0021138i,-0.046922-0.0028634i,-0.040231+0.013797i,0.005766+0.032071i,0.070134+0.010719i,0.087751-0.049038i,0.047237-0.10264i,-0.006438-0.12222i,-0.041853-0.11404i,-0.056351-0.093191i,-0.055117-0.068494i,-0.044161-0.042413i,-0.023293-0.022455i,0.0031552-0.018412i
-0.066351+0.046805i,-0.15511+0.063199i,-0.21243+0.022568i,-0.17418-0.092359i,-0.078761-0.20785i,-0.011108-0.23789i,0.028834-0.16236i,0.058302-0.041185i,0.062189+0.043373i,0.047748+0.069527i,0.03346+0.081178i,0.038603+0.082453i,0.044611+0.034837i,0.011403-0.02908i,-0.051926-0.042886i,-0.10461-0.0073946i,-0.126+0.029515i,-0.1171+0.046218i,-0.084731+0.047805i,-0.04807+0.042057i,-0.025335+0.034015i,-0.018507+0.017936i,-0.021214-0.0053583i
0.069637-0.016509i,0.13925-0.0064924i,0.16043+0.03935i,0.067656+0.1107i,-0.069052+0.16769i,-0.13263+0.16439i,-0.098333+0.093064i,-0.018452+0.0073017i,0.034579-0.052234i,0.045323-0.066033i,0.059439-0.055302i,0.069645-0.060103i,0.031465-0.063112i,-0.019357-0.026196i,-0.021287+0.033936i,0.013254+0.082091i,0.040867+0.10577i,0.04748+0.10423i,0.044092+0.082462i,0.040997+0.053073i,0.037857+0.030824i,0.02911+0.019715i,0.010289+0.017235i
-0.056303+1.9568e-07i,-0.12004-0.0035581i,-0.15888+0.018146i,-0.11705+0.089099i,-0.0038952+0.15678i,0.10708+0.17351i,0.11472+0.17408i,0.03625+0.15854i,-0.033829+0.10596i,-0.067803+0.036057i,-0.085451-0.025554i,-0.097729-0.054761i,-0.089035-0.037578i,-0.051519-0.0087169i,-0.0054255-0.0045925i,0.038651-0.015998i,0.07875-0.021368i,0.097321-0.021483i,0.080467-0.023324i,0.044372-0.027788i,0.017224-0.032303i,0.0051653-0.029199i,0.0023213-0.014652i
0.042918+0.013579i,0.083806+0.040069i,0.11661+0.046827i,0.11741-0.013114i,0.08654-0.1085i,0.066469-0.16764i,0.092289-0.16044i,0.11618-0.095918i,0.10095-0.016095i,0.065853+0.044865i,0.029139+0.080607i,-0.00027379+0.093453i,-0.0059608+0.088909i,0.010854+0.072314i,0.024134+0.041179i,0.021791-0.0092399i,0.012442-0.060828i,0.00098257-0.0801i,-0.012634-0.06342i,-0.026253-0.033897i,-0.036284-0.009922i,-0.036341+0.0033625i,-0.023578+0.0070552i
-0.022049-0.028087i,-0.03594-0.066703i,-0.024404-0.10078i,-0.0059062-0.076292i,-0.024116-0.0095945i,-0.093609+0.012679i,-0.1416-0.040497i,-0.12343-0.10144i,-0.074452-0.095545i,-0.010366-0.047507i,0.049912-0.012458i,0.079612+0.012944i,0.086267+0.022263i,0.083431-0.0066017i,0.063249-0.047457i,0.014881-0.062518i,-0.040423-0.051609i,-0.061271-0.027832i,-0.043783-0.0046992i,-0.017711+0.010811i,0.0027832+0.020813i,0.018952+0.02408i,0.026347+0.015691i
0.020822+0.019123i,0.03473+0.06084i,0.05119+0.10558i,0.084337+0.11059i,0.129+0.074798i,0.14405+0.052941i,0.10903+0.056424i,0.05746+0.05335i,0.021471+0.034416i,-0.0057287+0.006149i,-0.023489-0.015648i,-0.0088691-0.029313i,0.0056106-0.052423i,-0.039465-0.073942i,-0.10701-0.060882i,-0.12369-0.0079231i,-0.08844+0.041808i,-0.038327+0.050132i,0.0018951+0.029832i,0.022312+0.010384i,0.027552-0.0021947i,0.02257-0.014171i,0.0087219-0.019582i
-0.011893-0.029227i,-0.01963-0.072882i,-0.034296-0.12296i,-0.061557-0.13882i,-0.065021-0.12246i,-0.016708-0.11458i,0.032964-0.10632i,0.038376-0.074605i,0.021719-0.036627i,0.0086533-0.010436i,-0.0019241-0.0060051i,-0.019566-0.023451i,-0.042289-0.023267i,-0.052918+0.035223i,-0.036241+0.11124i,0.0024772+0.1312i,0.033987+0.098483i,0.036305+0.051649i,0.021034+0.013795i,0.011551-0.0070764i,0.0058555-0.016855i,-0.0048879-0.014319i,-0.012079-0.00070048i
-0.00090819+0.026861i,-0.0083642+0.068776i,-0.0043155+0.11164i,0.016773+0.10926i,-0.0012184+0.077311i,-0.065829+0.073262i,-0.10193+0.068602i,-0.088181+0.050385i,-0.051612+0.046096i,-0.012218+0.035206i,0.0019766+0.010092i,-0.013545+0.0013023i,-0.014717+0.011363i,0.038739+0.01665i,0.10755+0.0037728i,0.12493-0.022263i,0.096048-0.036813i,0.056085-0.028444i,0.017659-0.019354i,-0.013772-0.022734i,-0.027924-0.02131i,-0.018026-0.010158i,0.0022573-0.0039845i
0.014282-0.030665i,0.060397-0.082266i,0.11013-0.15662i,0.11123-0.18301i,0.074886-0.11237i,0.040184-0.012121i,0.0019305+0.048578i,-0.020085+0.062655i,-0.0039136+0.041075i,0.012671+0.019493i,0.011728+0.026717i,0.013141+0.044089i,0.0070357+0.039872i,-0.014274+0.0038437i,-0.030192-0.041873i,-0.034488-0.065609i,-0.031392-0.065761i,-0.02138-0.051814i,-0.016053-0.022996i,-0.018801+0.010941i,-0.017715+0.029074i,-0.01197+0.022823i,-0.0074651+0.0071847i
-0.034824+0.008649i,-0.11386+0.03119i,-0.20656+0.063813i,-0.2133+0.081852i,-0.11018+0.047202i,0.013549-0.0048571i,0.07787-0.0064743i,0.082822+0.017438i,0.050725+0.017367i,0.019498+0.0088481i,0.01967+0.0089329i,0.033757+0.01001i,0.039408+0.017463i,0.02616+0.026627i,-0.0061734+0.022758i,-0.039595+0.017434i,-0.056602+0.017012i,-0.050969+0.014224i,-0.021124+0.01294i,0.014439+0.012591i,0.030084+0.0094564i,0.024765+0.0090448i,0.01459+0.0083369i
0.031013+0.0078907i,0.10507+0.032874i,0.17614+0.049085i,0.16372+0.030264i,0.093859+0.00018281i,0.059336-0.031348i,0.076754-0.082036i,0.080334-0.10526i,0.048162-0.068586i,0.018707-0.02903i,0.0013777-0.028877i,-0.0052042-0.043663i,0.0049315-0.053225i,0.014012-0.053624i,0.0053224-0.032255i,-0.0031654+0.005732i,0.00089269+0.038434i,0.007678+0.045798i,0.011009+0.021333i,0.006824-0.011679i,0.0025407-0.027948i,0.0075574-0.029837i,0.0097895-0.028269i
-0.025983-0.032175i,-0.084526-0.10029i,-0.15659-0.164i,-0.18084-0.13537i,-0.13958-0.04093i,-0.090846+0.016707i,-0.073025+0.022801i,-0.055101+0.012113i,-0.026026+0.0012692i,-0.011429-0.0035997i,-0.01793-0.0014139i,-0.035931+0.0023492i,-0.048998+0.0060357i,-0.041125+0.017437i,-0.012771+0.038119i,0.024402+0.043346i,0.05086+0.02639i,0.051135+0.0084064i,0.025877+6.1213e-05i,-0.0027016+0.0019933i,-0.015896+0.0034492i,-0.02061-0.0039197i,-0.025338-0.0068629i
0.0034882+0.045401i,0.020448+0.14323i,0.06255+0.26185i,0.1211+0.26967i,0.14197+0.14367i,0.10429+0.04268i,0.071903+0.023979i,0.059834+0.011152i,0.046015-0.0051942i,0.030831-0.0035152i,0.020302+0.011495i,0.016413+0.032278i,0.020546+0.041926i,0.032749+0.026233i,0.045507-0.0068321i,0.042684-0.03558i,0.025314-0.050031i,0.0092573-0.044255i,0.001686-0.023793i,-3.2618e-05-0.0071116i,-0.0060627+0.0046654i,-0.015038+0.01746i,-0.013865+0.028861i
0.020862-0.038348i,0.063547-0.12537i,0.094591-0.23488i,0.057073-0.25744i,-0.010327-0.1785i,-0.027981-0.13019i,-0.041286-0.13003i,-0.0715-0.096472i,-0.070576-0.039401i,-0.040487-0.004082i,-0.01058+0.007258i,0.013242+0.0081816i,0.018748-0.0038125i,-0.0092117-0.031242i,-0.047855-0.053252i,-0.066958-0.051753i,-0.064315-0.032309i,-0.044955-0.014264i,-0.019678-0.0053058i,-0.0044354+0.0029483i,0.0037058+0.012438i,0.013832+0.016866i,0.022185+0.011826i
-0.046788+0.031106i,-0.12937+0.087164i,-0.20531+0.17596i,-0.18033+0.22076i,-0.10426+0.18025i,-0.081366+0.11632i,-0.081352+0.07271i,-0.062632+0.051328i,-0.035264+0.04688i,-0.0098361+0.039946i,0.0065459+0.02153i,0.016933-0.0027979i,0.014701-0.014031i,-0.0068277+0.012931i,-0.023398+0.05183i,-0.020378+0.067266i,-0.0087723+0.06192i,-0.00039656+0.043953i,0.0041189+0.023456i,0.01264+0.0078711i,0.025163-0.0032708i,0.028556-0.011524i,0.020016-0.016842i
0.055768-0.00021529i,0.16797-0.011595i,0.29197-0.063444i,0.30107-0.11989i,0.20369-0.095164i,0.11504-0.019919i,0.061337+0.030263i,0.028274+0.034391i,0.016037+0.0055762i,0.0094879-0.0176i,-0.00074674-0.022788i,-0.011853-0.023038i,-0.0094483-0.018462i,0.020412-0.0052858i,0.05218+0.010156i,0.063889+0.016145i,0.060923+0.010715i,0.048565+0.0031288i,0.02854-0.0032156i,0.0083831-0.012087i,-0.0040418-0.022456i,-0.0080328-0.025023i,-0.0068819-0.016045i
-0.050333-0.025663i,-0.15087-0.069171i,-0.25677-0.083321i,-0.24966-0.047283i,-0.13535-0.015803i,-0.026835+8.0095e-05i,0.037363+0.031035i,0.062687+0.052227i,0.043229+0.048306i,0.01164+0.041114i,-0.0046165+0.035948i,-0.014076+0.029271i,-0.022077+0.018966i,-0.023716-0.0018393i,-0.019223-0.027174i,-0.016408-0.043843i,-0.01203-0.050752i,-0.0028393-0.049025i,0.0031972-0.035173i,-0.0024525-0.015908i,-0.01536-0.00052715i,-0.021736+0.0052581i,-0.017223+0.00011005i
0.037374+0.047804i,0.11353+0.12555i,0.19664+0.18162i,0.20271+0.15685i,0.13838+0.094674i,0.072175+0.032152i,0.040498-0.030001i,0.03521-0.051393i,0.042276-0.025695i,0.050392-0.0071132i,0.047287-0.0089685i,0.032336-0.0062962i,0.011116+0.010151i,-0.00561+0.025066i,-0.012936+0.025293i,-0.022047+0.016088i,-0.038398+0.0038149i,-0.050179-0.0075959i,-0.043471-0.011584i,-0.024099-0.0063383i,-0.0083141+0.0040591i,-0.00038492+0.012829i,-0.0012144+0.015039i
-0.01964-0.062074i,-0.058795-0.17006i,-0.11211-0.2691i,-0.1327-0.26544i,-0.10952-0.1797i,-0.079134-0.083227i,-0.068836-0.011995i,-0.053626+0.015387i,-0.035124-0.00056275i,-0.034245-0.020281i,-0.03392-0.018915i,-0.018006-0.0086873i,0.007598-0.004604i,0.02527-0.0097342i,0.02521-0.01141i,0.016237+0.0033224i,0.0049674+0.030955i,-0.0043567+0.054264i,-0.0081889+0.056795i,-0.0054531+0.041407i,0.0049888+0.023226i,0.014835+0.010374i,0.020086+0.0066578i
-0.0023756+0.067162i,-0.014135+0.17483i,-0.015822+0.27672i,0.0044539+0.26396i,0.043532+0.1535i,0.090962+0.062463i,0.12993+0.013055i,0.10955-0.023663i,0.052169-0.015607i,0.025072+0.022682i,0.02459+0.036986i,0.01973+0.022939i,0.0085384+0.0012607i,-0.0071456-0.010494i,-0.01934-0.0047121i,-0.010225+0.0060544i,0.020157+0.010649i,0.050597+0.010274i,0.060564+0.0063036i,0.050115-0.0018588i,0.031146-0.011735i,0.013289-0.019079i,0.0052998-0.023666i
