-0.00058455-0.00033422i,-0.00032548-0.0016136i,-0.0008999-0.0016351i,-0.0017187-0.0010054i,-0.0017267-0.00050694i,-0.0015378+0.00034866i,-0.001551+0.0020167i,-0.0008281+0.0023287i,0.00041628+0.0012852i,0.00081275+0.00050437i,0.0004656-0.00030688i,-4.3761e-05-0.00092134i,-0.00051581-0.0008192i,-0.0010513-0.00086532i,-0.00060804-0.00033092i,-3.4839e-05-0.00012555i,7.3894e-05-0.00025688i,0.00022433+0.00024076i,-0.00024636+5.8245e-06i,-0.00030651-0.00013257i,0.00012344+0.00013952i,0.00015739-0.00018715i,0.00021612-0.00037583i
-0.0015011+0.00089077i,-0.0019424+0.0019488i,-0.0011886+0.0026793i,-0.00029785+0.0015097i,8.3624e-05+0.00067788i,-0.00045756-4.6611e-05i,-0.00070902-0.00073757i,-0.00053694-0.00027784i,-0.00054745+0.00025088i,-1.8632e-05+0.00014282i,0.00094699-0.00056951i,0.00085206-0.00038377i,-0.00018341+4.0343e-05i,-0.00063879-0.00045571i,-0.00025086-0.00084052i,0.0002001-0.00025619i,-0.0001243+0.00049538i,-0.00050405+0.00045445i,0.00020343-1.3722e-05i,0.00016638-0.00017329i,-0.00011459-0.00018492i,-0.00024324+0.00041155i,3.6963e-05+0.00028205i
0.0017669+8.0816e-07i,0.0020185+0.00054804i,0.0018063-0.00097475i,0.0011954-0.0025284i,0.00030787-0.0015061i,-0.00088746-0.0005577i,-0.00094378-0.00089186i,-4.4825e-05-0.0012548i,-0.00018654-0.00057717i,-0.0005908-0.00062328i,-0.00056218-0.000277i,-0.00044599+1.0955e-05i,-0.00037409-0.00017937i,0.00014394-0.00012555i,0.001072+0.00010749i,0.00086693+0.00082896i,5.6844e-05+0.0004809i,0.00027883+7.8388e-05i,0.00026887+0.00025156i,1.6064e-05+0.00025334i,0.00029269+0.00035533i,-7.2164e-05+1.3094e-05i,0.0001819-0.0001233i
0.00010121+0.00068559i,-0.00063554+0.00019656i,-0.0010215+0.00083581i,-0.0016338+0.0011072i,-0.001473-6.9439e-05i,-0.0013707-0.00031433i,-0.0009002-0.00030191i,-0.00029232-0.00058587i,2.7442e-05-0.00035144i,0.00064426-0.00012428i,0.00024679-0.00046352i,-0.00019843-0.00037395i,0.00017884+0.00033868i,0.00076164+0.00081358i,0.00067066+0.00085763i,0.00037384+0.00066084i,5.4468e-05+1.8276e-05i,-0.00037348-0.00047849i,-0.00050601-0.00025917i,-0.00011589-0.00012982i,0.00082736-0.00028982i,0.00045328+0.00040767i,-0.00067036+0.00046624i
0.0006632-0.00062862i,0.00086589-0.00094142i,0.0010654-0.00019371i,0.00021957+0.00097499i,-0.00051426+0.00078278i,-0.00033917+0.00061667i,-0.00017306+0.00039968i,-3.891e-05-4.2879e-05i,-0.00033104-0.00023436i,-0.00057258-0.00084367i,-0.00040306-0.00089386i,4.2602e-05-0.00042651i,0.00040307-3.2409e-05i,-4.135e-05-0.00033789i,-0.00056903-0.00085425i,-0.00074745-0.0005616i,-0.00087368+0.00071401i,-0.00055385+0.0013223i,8.0772e-05+0.00033434i,7.3519e-05-0.00014628i,-0.00033026-6.5009e-05i,-8.1021e-05-0.00029621i,7.6069e-05-0.00081821i
0.0010563+0.0010456i,0.0011085+0.00020011i,0.0011265-0.00085789i,2.2754e-05-0.0017982i,-0.0014498-0.0014665i,-0.0019236-0.00094771i,-0.0010677-0.0010888i,-0.00024812-0.0011171i,-0.00023268-0.00089491i,-0.00013654-0.0010319i,6.8256e-05-0.00063877i,0.00040632+0.0003409i,0.00068301+0.00044949i,0.00032407-0.00024603i,0.00010979-0.0005379i,-0.00016048+0.00015673i,0.00030535-0.00034i,0.00074391-0.0010577i,0.00054358-0.00056872i,0.00023623+0.00017367i,0.00019812+0.00049807i,0.00012172+0.00062551i,-0.00027113+0.00054228i
-0.00060135+0.0012777i,-0.000556+0.0016623i,0.00010484+0.0019407i,0.00011971+0.00082597i,-0.00012581-0.00051065i,-0.00014443-0.0009015i,-0.00062991-0.00075036i,-0.00057585-9.8321e-05i,9.9747e-05+0.00070706i,0.00024248+0.0005849i,0.000551-0.00021291i,0.00091723-0.00035249i,0.00076464+9.9309e-05i,0.0002808+0.00053041i,0.000306+0.00047055i,0.00022023+0.00069037i,-0.00055485+0.00029455i,-0.0010762-6.7903e-05i,-0.0013078+0.00048703i,-0.00043172+0.00071107i,0.0010107+0.00010013i,0.0015392-0.00060723i,0.001071-0.00059773i
0.00039138-0.0010601i,0.00021468-0.00071555i,0.00015037-0.00095505i,0.00036952-0.0014489i,-0.00027301-0.00093986i,-0.0013521+0.00045483i,-0.0016841+0.0010088i,-0.0013335+0.00070197i,-0.00048689-0.00024481i,9.3067e-05-0.00094403i,-0.00023431-0.00064311i,-0.00027853-0.00044374i,6.2413e-05-0.00019871i,6.2396e-06-0.00024898i,0.00066246+5.5027e-05i,0.001254+0.00016258i,0.00073156+3.6288e-05i,0.00064104+8.6891e-05i,0.00079305-0.00035827i,-0.00011136-0.00031914i,-0.00016933-0.00050176i,0.0010801-0.00070075i,0.00084806-0.00029919i
-0.0023751+0.0013357i,-0.0030977+0.001667i,-0.0029565+0.0022045i,-0.0021013+0.0016823i,-0.0014693+0.00053659i,-0.00023936-0.00047598i,0.00063916-0.00080688i,0.00049845-0.00071394i,0.00014244-0.00063665i,0.00036648+0.00014524i,0.00027474+0.0013652i,-6.0969e-05+0.00086919i,0.00050298+0.00012779i,0.00056034+0.00030642i,0.00015596+1.9456e-05i,-0.00015972-9.8618e-05i,-0.0009033-0.00027083i,-0.00042656-0.00024363i,0.00033191+3.9638e-05i,-0.00026084-0.00014042i,-0.00070403-0.00087832i,-0.00099072-0.0006792i,-0.0011085+0.00024704i
0.00013985+0.00038453i,0.00054276+0.00041473i,0.0013562-4.6698e-05i,0.00082959-0.00019497i,-0.00046343+0.00022061i,-0.0010475-1.173e-05i,-0.00076692-0.00040151i,-0.00036836-0.00034359i,6.2141e-05-0.00031571i,0.00087256-0.00046307i,0.00045651-0.00037673i,8.1325e-05-0.00041444i,0.00037272-0.00035922i,-3.1055e-05-0.00028901i,-0.00038803-0.00024785i,-0.00036459-3.1015e-07i,-4.8265e-05+3.2544e-05i,6.9519e-05+7.5195e-05i,-0.00014061-0.00021576i,-0.00032783-0.00086943i,-0.00024456-0.00092132i,-9.7735e-05-0.00031185i,0.00039511-0.00040472i
0.00013758-0.00099901i,-0.00056979-0.0015559i,-0.00061885-0.0012363i,-3.765e-05-0.00047146i,-0.00015345+0.00011693i,-0.00073578-9.4202e-05i,-0.00077115-5.9531e-05i,-2.7887e-05+0.0011727i,-2.4051e-05+0.0014461i,8.5956e-05+0.00022695i,0.00055286-0.00028773i,0.00015492-1.9956e-05i,-0.00094548+0.00012547i,-0.00038109+0.00018074i,0.00080889+6.1288e-05i,0.00023095+3.4289e-05i,-0.0004601+0.00035363i,-0.00011403+0.00048685i,0.0005148+0.00036696i,0.00092281-3.2762e-05i,0.001161-0.00010928i,0.0012482+5.7215e-05i,0.0010037+0.00035223i
0.00060363-0.00037957i,-0.0002782-0.00019456i,-0.00037744+0.00081734i,6.0403e-06+0.0002154i,-0.00056608-0.00038048i,-0.001448-0.00048871i,-0.0010254-0.00044033i,-5.138e-05-0.00047809i,0.00014692-0.00094031i,-0.00016863-0.0014421i,-0.00071799-0.00063533i,-0.00052044+8.8225e-06i,7.3726e-05+0.00030221i,-0.00034051+0.00082007i,-0.00050002+0.00043998i,-0.00026837+4.7558e-05i,-0.00051065+0.00036644i,-0.00087335+9.4561e-05i,-0.00034545+4.8873e-05i,0.00037775-0.00012667i,0.00028057-0.00034067i,-0.00013462+0.00026241i,-0.00020198+1.1754e-05i
0.0020065+0.0014377i,0.0020347+0.0018323i,0.0023864+0.00066212i,0.0015481-0.00062288i,0.00014657-0.0019829i,-0.0011549-0.0020719i,-0.0013661-0.00061953i,-0.00048476-0.00026636i,-0.00028275-0.00042167i,-0.00053452-0.00069171i,-0.00038581-0.00093235i,0.00022268-0.00057342i,0.00035913-0.00044923i,-0.00016125+0.00016699i,-0.00052681-6.0527e-05i,0.00026471-0.00055259i,0.00024855-0.00052324i,-0.00033594-0.00041193i,0.00024029+0.00038835i,0.00036981+0.00083493i,0.0001155+0.00055177i,5.6862e-05+0.00034677i,-0.0001229-0.00022214i
-0.00089012+0.0007149i,-0.00076333+0.00057949i,-0.00051471+0.0010663i,-0.00013517+0.0005387i,-0.0002714-0.00045745i,-0.0011579-0.0010221i,-0.001348-0.00071118i,-0.0010214-0.00051091i,-0.00060848-0.00043887i,-0.00033064-0.00054884i,1.9378e-05-0.0010443i,1.7879e-05-0.00074232i,-3.8823e-05+0.00023903i,-0.00010155+0.00061935i,-0.00069552+0.00061048i,-0.0015275+0.0010043i,-0.0013129+0.0010275i,3.9207e-06+0.00010759i,0.00069193+0.00053025i,0.00036939+0.0012793i,-0.00018525+0.00028477i,-0.00029438+4.4959e-05i,-4.3798e-06-0.00023192i
-0.0020412-0.0021611i,-0.0022393-0.0020523i,-0.0014442-0.001506i,-0.00077192-1.8169e-05i,-0.00072254+0.00067159i,-0.00055142+2.4565e-05i,-2.1298e-05-0.00021032i,3.4016e-05+6.6637e-05i,-0.00049828+0.00020037i,-0.00025291+0.000371i,4.7158e-05+0.00063622i,0.00044762+0.00017208i,0.00029883+0.00023767i,0.00014871+0.00051187i,0.00070495+0.00054024i,0.00041676+0.00030045i,7.2176e-05+6.9505e-06i,0.00078963+2.4747e-05i,0.00098251+0.00054498i,0.00036824+0.00084422i,-2.3045e-05+0.00066988i,0.00027397+0.00022102i,0.00031925-0.00013034i
0.00050391+0.00045921i,-0.00025684+0.00041074i,0.0001082+0.00071329i,-5.2769e-06+0.00029132i,-0.00084469-0.00032305i,-0.0011348+0.00027779i,-0.0015345+0.00059081i,-0.0012786+0.00057304i,-0.00083828+0.00056724i,-0.0010214+2.2645e-05i,-0.0010438-0.0002508i,-0.00051475-3.9258e-05i,-0.00051225-0.00016302i,-0.00093468-0.0003884i,-0.001002-0.00046697i,-0.00072855-0.00059823i,-0.00028875-0.00060611i,0.00065935-0.0006622i,0.00050555-0.00023312i,-0.00023601-0.00029911i,-0.00089295-0.00031729i,-0.00045719+0.00014005i,0.00028377+0.0004156i
0.0019276+0.0002497i,0.0020815-0.00035679i,0.0019213-0.00057964i,0.00099985-0.00065647i,-0.0003407-0.0013684i,-0.0016664-0.00058545i,-0.0021976+0.00063235i,-0.0011106+0.00044598i,-0.00052074-5.0578e-05i,-0.0013824-0.00082387i,-0.0020682-0.0011037i,-0.0016336+0.00016802i,-0.00027764+0.00065023i,0.00025998+0.0006357i,8.2331e-05+0.00066056i,4.7502e-05-7.6e-05i,0.00042531+4.6296e-05i,0.00060463+0.00018422i,0.00037327-0.00010635i,-0.00026063-0.00011504i,-0.00047742-0.00021729i,-0.00039927+2.7602e-05i,0.00031249+0.00038422i
-0.0019768+0.00037747i,-0.0023347+0.0011515i,-0.0022981+0.0017652i,-0.00089978+0.0012944i,0.00056693+0.001262i,0.00023682+0.001528i,-0.00029596+0.0011268i,-0.00023734-0.00013337i,-0.00067334-0.00041073i,-5.0118e-05+0.0008036i,0.00056152+0.0011207i,0.00047724+0.00045721i,0.00089812+0.00012669i,0.00042174+0.00078917i,-0.00024911+0.00053611i,-0.00031353+0.00011651i,-0.00024134+0.00035764i,0.00015496+4.101e-05i,5.0849e-05+2.608e-05i,-0.00064396+0.00040763i,-0.00018841+0.0006768i,-0.00010021+0.00022906i,-0.00045526-0.00015005i
0.0015494+0.00065339i,0.0015515+5.3978e-05i,0.0014304+0.0011835i,0.00068835+0.0012509i,-0.00015655+0.00011205i,-0.00092057-0.00094513i,-0.00078595-0.0006914i,-0.00029699-0.00031919i,-0.00020322-0.00032669i,-6.2502e-05-3.9512e-05i,-9.8786e-05-0.00021713i,-0.00042073+0.00029385i,-0.00019715+0.00028647i,6.5756e-05-0.00075045i,-0.00042499-0.00056838i,-0.00055317+0.00042564i,1.294e-05+0.00080879i,0.00082178+0.00069751i,0.00063887+4.1478e-05i,0.00011859-0.00015413i,0.00021206-0.00014927i,3.5837e-05-0.00049831i,0.00024829+7.9955e-05i
0.00038164-0.00069171i,0.0001198+6.7621e-05i,0.00064339-0.00013451i,0.00021565+0.00013637i,-0.0011437+0.0004027i,-0.001483+0.00071152i,-0.0009968+0.00078736i,-0.00085823-8.9846e-06i,-0.00062509-0.00053105i,-0.00033007-0.00050139i,0.00011142-0.00017413i,0.00030197+0.00015279i,-0.00035653+0.00025785i,-0.00057978+0.00040103i,-0.00081897+0.00010464i,-0.00077408-0.00036773i,-0.00085578-0.00017454i,-0.0009183+0.00021799i,-0.0003504+0.00064286i,-0.00021204+0.00043291i,0.00060803+1.7121e-05i,0.00070792-0.00023747i,0.00054651-0.00048958i
-0.00060272+0.00036022i,-0.0001946-0.00064695i,0.0015199-0.0018211i,0.0018201-0.0021247i,-0.00039937-0.0015367i,-0.0015723-0.00075713i,-0.0015863-0.00035162i,-0.0005447-0.00040263i,0.00055244-0.00089464i,0.00018904-0.0011014i,-9.6556e-05-0.00019799i,-0.00023992+0.00017038i,-0.0005902-0.00055082i,-0.00055586-0.00041296i,-0.00010978+7.09e-05i,-0.00047223+9.688e-05i,-0.00060922+0.00048183i,-4.4219e-05+0.00071906i,0.00011187+0.00051973i,-7.3849e-05+0.00010454i,-0.00057229+0.00016939i,-0.00023508+0.00047012i,0.00014214+5.2889e-06i
0.0010079+0.00050358i,0.00040918+0.00094832i,-0.00051884+0.0014095i,-0.00035844+0.00082626i,-0.000445+0.00080564i,-0.0016135+0.0008294i,-0.0021797+0.00019082i,-0.0010545+2.964e-05i,-0.00018221-0.00046256i,-0.00017302-0.00018854i,-0.00068173+0.00053542i,-0.0010951+0.00013579i,-0.00055186-0.00065115i,-0.00027144-0.00083629i,0.00043501-1.2017e-05i,0.00059279+0.0003201i,0.0003498-8.8598e-05i,0.00081569+0.00064009i,0.00078211+0.0013565i,-0.00012731+0.0011773i,-0.00072925+0.00042433i,-0.00014842-0.00035705i,0.00067769-0.00029729i
0.00074118-0.00029314i,0.00086508-0.00034409i,0.0002976-0.00038236i,-0.001197-0.00027992i,-0.0015574+4.5647e-05i,-0.00064623+0.00016976i,6.1181e-05-0.00016446i,6.3977e-05-0.00011946i,0.00058201+0.00032944i,8.3063e-05+0.00014416i,-5.9972e-05+4.3413e-05i,-4.5951e-06+3.6442e-05i,7.5406e-05-0.00097763i,0.0004205-0.0011295i,0.00046102-0.00099495i,0.00057056-0.00056828i,0.00032199-0.00014756i,0.00015913-0.00048871i,0.00013737-0.00062068i,0.00031096-0.00040216i,6.3851e-05+0.00045318i,-0.00027629+0.0001224i,0.0001518-0.00074222i
-0.0014091-0.0017323i,-0.0023472-0.002566i,-0.0018976-0.0029986i,-0.0010639-0.002023i,-0.0011266-0.00066662i,-0.0017709+0.00060397i,-0.0011522+0.0013968i,-0.0004851+0.0014461i,-0.00048853+0.00034116i,-0.0010217+8.0489e-06i,-0.00095416-0.00035463i,-0.00011991-0.0010705i,0.0007126-0.00057665i,0.0008426-0.00024904i,0.00015452-3.63e-05i,0.00061886-0.00036471i,0.0013467-0.00056505i,0.00087425+0.00027428i,0.00062987+0.00064828i,0.00071876+0.00024502i,0.00024062-0.00019874i,-0.00010142-0.0010302i,-0.00013688-0.0012406i
-3.1465e-06-0.00056222i,-0.0013842-0.0010614i,-1.2551e-05-2.7766e-06i,8.691e-05-0.00071665i,-0.00070982-0.0017751i,-0.00087238-0.0011108i,-0.00033988-0.00075572i,0.00070625-0.00037952i,0.00054634+0.00034404i,0.00012844+0.00013988i,-0.00014478+0.00022498i,-0.0001835+0.00093645i,0.00092485+0.00032595i,0.0012182-0.00044495i,0.00029303-0.00022945i,0.00029923-0.00020376i,0.00091682+1.6067e-05i,0.00099663+0.0002281i,0.00020239+0.00014098i,-0.0005098+0.00046436i,-0.00045986+0.00041665i,0.00029508-0.00019723i,0.00077329-0.00044358i
0.00053153+0.00046958i,0.0012774-0.00018259i,0.0011794-0.00069576i,0.00054056-0.00042816i,-0.00064583-0.00046168i,-0.0011562-0.00059686i,-0.0011496+0.00029799i,-0.00060818+0.000108i,0.00019442-0.00045134i,0.00043227-0.00085555i,9.9574e-07-0.0016665i,-0.00076019-0.0015996i,-0.0013561-0.00073434i,-0.0011172-0.00016626i,-0.00037922+0.00024156i,-4.504e-05+0.00031484i,0.00015341-1.6837e-05i,0.00054751+0.00011344i,0.00080224+0.0003279i,0.00054327-1.2663e-06i,-0.00015644-0.000912i,-0.0001919-0.00041175i,0.00058666+0.00069209i
0.00094881+0.001827i,0.0013618+0.0019937i,0.0016431+0.0010947i,0.0011982+0.00025469i,0.0001686-0.00038837i,-0.0012526+3.2958e-05i,-0.0013551-0.00021877i,-0.0011651-0.00040804i,-0.00063031-0.0007338i,5.5575e-05-0.0010784i,-0.00034802-0.00037433i,-0.00078241+0.00053518i,-0.00033969+0.0011159i,0.00038589+0.0008714i,0.00092633-0.00062905i,0.00089434-0.0011375i,0.00035193-8.5763e-06i,8.386e-05+1.4462e-05i,-0.00033015-0.00028923i,-0.00037442+0.00024974i,0.00015321+0.00051097i,-0.00023435+0.00044312i,-0.00036134+0.00026116i
-0.0014547+0.0020494i,-0.00048875+0.0012644i,0.00022466+0.00056465i,0.00030445-0.00051505i,0.000145-0.0012805i,0.0001544-0.001446i,0.00030411-0.0012018i,0.00039679-0.00014834i,0.00069084+0.00097242i,0.00059037+0.00056836i,0.0002711-0.00035554i,0.00024338-0.00067276i,0.00012776+2.9307e-05i,0.0005169+0.0005418i,0.00059964+0.00051375i,0.00039468+0.00037651i,0.00024286+0.00096178i,0.00037445+0.0013145i,0.0006809+0.00059922i,0.0007631-0.00019604i,0.00038503+0.00016486i,5.2165e-05+0.0010108i,-0.00013119+0.00073533i
0.00049926+0.00099818i,-4.2736e-05+0.0022102i,0.00028671+0.0021114i,0.0011057+0.00062484i,0.00074681-0.00045931i,-0.00039571-0.0010918i,-0.00074723-0.00096897i,-0.00044438-0.00019306i,0.00045165+0.0003642i,0.00071466+0.00026364i,0.00078998-0.00029335i,0.00017188-0.0004238i,-0.00066329-0.00079137i,-0.00055461-0.001146i,-0.00037376-0.00059571i,-0.0002974-0.0001466i,1.4882e-05+0.00020976i,0.0004844+0.0002959i,0.00028526+0.00047528i,0.00023319+0.00072379i,0.00023182+0.00025713i,-0.00019099-4.3671e-05i,-0.00044372+0.00025447i
7.5972e-05+0.00053137i,-0.000114+0.0009718i,0.00028943+0.00059075i,0.00073291+0.00034976i,0.00072951+0.00040741i,-0.00046182+0.00033924i,-0.0013573-8.8777e-05i,-0.00070835-0.00079937i,6.9293e-05-0.00095867i,0.00063163-0.00052324i,0.00054471+0.00015467i,0.00024642+3.4705e-06i,0.00043892-0.00047469i,-0.00018999-0.00036814i,-0.00062479-7.858e-07i,-0.00045877-4.8037e-05i,-0.00011052-0.00045106i,0.0003867-0.00021171i,0.00014598-5.4366e-05i,-0.00011329-0.0006077i,-0.00014329-0.00066082i,6.8542e-06-0.00041965i,0.00026552-5.484e-05i
0.00083938+0.0008117i,0.00075167+2.7131e-05i,0.00080834-0.00078434i,0.00038189-0.0013012i,-0.00031845-0.0011749i,-0.00069283+8.9256e-05i,-0.00077494+0.00049406i,-0.00021365+0.00054466i,-0.00026795+0.00091274i,-0.0009176+0.00096697i,-0.001309+0.00020541i,-0.00057618-0.00084053i,-0.0003011-0.00097601i,-0.00021186-0.0012994i,0.00038848-0.0014405i,0.00060786-0.00080667i,0.0001707-5.4653e-05i,0.00021782+0.00036694i,0.00078409+6.9033e-05i,0.00055037+0.00024433i,7.6031e-05+0.00089051i,-0.00051357+0.00037088i,-0.00079364-0.00036645i
0.0016234+0.001165i,0.0012025+0.0012619i,0.00065445+0.00068345i,0.00025323-0.00014856i,-0.00035246-0.0011549i,-0.00091995-0.001407i,-0.0010361-0.00041277i,2.0701e-05+0.00041902i,0.00059306+0.00089426i,-0.00013308+0.00059501i,5.8054e-05-0.00014145i,1.3483e-05-0.00068532i,-0.00068673-0.0019402i,-0.0010003-0.0019921i,-0.0016711-0.00038635i,-0.00095112+0.00013215i,-0.00035824+0.0001734i,-0.00050637+0.00018727i,-0.0005438-0.00056475i,-0.00086227-0.00073135i,-0.00023191-0.00012753i,0.00053975+0.00061799i,0.00042142+0.00077918i
0.0012003-0.0006847i,8.8959e-05-0.00081303i,0.00024811-0.0020543i,0.00018307-0.0028488i,-0.0005019-0.002849i,-0.00086795-0.0019537i,-0.0013274-0.00078172i,-0.00090029-0.00010704i,-0.00045256-0.00042323i,-0.0005558-0.0010796i,-0.00062898-0.0010499i,-0.00032176-0.00047216i,0.0001585-0.0001684i,0.00033794-0.0001114i,0.0011523-6.903e-05i,0.00096973-0.00018987i,-0.00028332-0.00070448i,1.5217e-05-0.00099281i,0.00060525-0.00053253i,-6.3605e-05-1.5897e-05i,-0.00020144+0.00033041i,-1.5554e-05+0.00061079i,-0.00055615+0.00091659i
0.00042266+0.0015017i,-0.00057641+0.0019825i,-0.00058034+0.0015607i,-0.00058096+0.0011492i,-0.0012985+0.0011018i,-0.0010043+0.00022931i,-0.00098651-0.00023033i,-0.00083985+8.3894e-05i,-0.00027246+0.00020051i,-1.8154e-05-0.00015324i,0.00011229-0.00041187i,0.00043369-0.00078238i,0.00049252-0.0016925i,0.00012366-0.0013804i,-2.8791e-05+9.178e-05i,-0.00035698+0.0011138i,-0.0003799+0.0010031i,5.5418e-05+0.00017264i,0.00010691+0.00018781i,-5.3321e-05+0.00011798i,-0.0001737-0.00015784i,-0.00012259+6.1175e-05i,2.7418e-05-0.00039656i
0.0035541-0.00036985i,0.0038951-0.00073056i,0.0014306-0.0025253i,-0.0014524-0.0018958i,-0.0017627+0.0004039i,-0.00082261+0.0011231i,-0.00038307+0.00070174i,-0.00027274+5.3264e-05i,0.00057813-0.0012012i,0.00082649-0.00094266i,-0.00049129+0.00062711i,-9.9644e-05+0.00032434i,0.00051142-0.00027659i,-0.00018158+0.00027103i,-0.00055191+0.0010728i,-0.00058195+0.00012398i,-0.00025107-0.00059376i,0.00011998-0.00048638i,0.00028363-0.00061096i,0.00016446-0.0006596i,-0.00017083-0.00032498i,-0.0005891+0.00063306i,-0.00079804+0.00052522i
-2.5044e-05+0.00099513i,0.00047823+0.00027385i,0.00078113+7.5452e-05i,-6.7622e-05+0.00024525i,-0.0010885+6.6633e-05i,-0.00098132-0.00010407i,-0.0012092-2.026e-05i,-0.0007624+0.00019245i,-0.00040699-0.00029752i,-0.00044427-0.00047034i,-0.00016125-0.00056911i,0.00019247-0.00046559i,-6.1516e-05+4.7634e-05i,-6.4548e-08-6.8582e-05i,0.00032398-0.00021114i,0.00056558-0.00045602i,0.0004137-0.00012635i,-5.8039e-05+3.9841e-05i,-0.00030721+0.00020939i,-0.00067809-0.00034453i,-0.00059469-0.00053509i,-0.00042489-0.00031343i,-0.00057124+0.00055291i
0.0017499-0.0015125i,0.00083885-0.0012374i,-0.00044013-0.001701i,-0.0015805-0.001057i,-0.0024742+0.00020761i,-0.0031275+0.00067128i,-0.0025849+0.00072147i,-0.001396+0.00042572i,7.9414e-05+0.00040901i,-1.395e-05+6.6315e-05i,-0.00090723+1.4931e-05i,-0.00075703+0.00024999i,-0.00079028-0.00021618i,-0.00041417-0.00035053i,0.00012213-0.00022966i,0.00047772+7.3934e-05i,0.00055593+0.00044919i,0.0001273+0.00049763i,-0.00046303+1.7768e-05i,-0.00035853-0.00055681i,0.00036218-0.00038273i,0.00069789-0.00014861i,0.00059441+0.00024967i
0.00024116+0.0012971i,0.00019744+0.00096983i,-0.00096946+0.00010702i,-0.0011544-0.00037936i,-0.0008057-0.00067596i,-0.00063641-0.001265i,-0.00039163-0.0010947i,-0.00017938-0.0009657i,2.6374e-05-0.00070982i,0.00011075-9.4355e-05i,0.00033775-0.00027166i,0.00023165-0.00091972i,0.00025256+2.7013e-07i,0.00039403+0.0011034i,0.00039613+0.00082071i,2.0999e-05+7.2347e-05i,-4.899e-05-0.00048036i,0.00010001-0.00095519i,0.00017308-0.0011781i,-0.00027688-0.00077793i,-0.00043491+0.0003371i,-0.00034687+0.0010029i,-0.00029598+0.00044887i
0.0003856-0.00065048i,6.076e-05-0.0013258i,-0.00031123-0.00066057i,-0.00026026-0.00065892i,-0.00039023-0.0013573i,-0.0013157-0.0011456i,-0.0017089-0.00045872i,-9.6358e-05-0.00078861i,0.00085537-0.0013019i,7.3771e-05-0.0009349i,-4.41e-05-0.00050433i,2.9488e-05+0.0002729i,-3.8261e-05+0.00072682i,0.0003722+0.00030706i,0.0005545-0.00045275i,0.00015736-0.00053394i,-0.00042249-0.00021484i,-0.00013719-0.0002913i,0.00032042-0.00049638i,0.00052497-0.00044678i,0.0005696+0.00024891i,0.00018032+0.0009657i,0.00026188+0.0004114i
0.0010776-0.00049837i,0.00048008-0.00078355i,0.00060696-0.0010498i,0.0007559-0.0017608i,-0.00026569-0.0017465i,-0.0019656-0.00051704i,-0.0021731+0.0003852i,-0.0013007-7.8122e-05i,-0.00069662-0.00065629i,-0.00029382-0.00074298i,-5.6431e-05+6.7451e-05i,-0.00015304+0.00099892i,-0.00069392+0.00057059i,-0.00067076-5.884e-05i,-0.00014742-0.00058026i,0.000542-0.000941i,0.0001805-0.00027904i,-0.001049-0.00059588i,-0.001149-0.0011277i,-0.00053588-0.0009423i,-1.8157e-05-0.00066478i,0.00024213+4.8394e-05i,-0.00038182+0.00033943i
0.00077702+0.00098177i,0.0010672+0.001163i,-0.00059016-0.00072042i,-0.0017954-0.0023452i,-0.0019172-0.0018445i,-0.0026809-0.00045622i,-0.0026696+0.00025292i,-0.0016636+0.00036902i,-0.00084575-1.999e-06i,-0.00028393-3.6756e-05i,-4.3698e-05+0.00035395i,8.428e-05+0.00055661i,0.00022306+0.0013482i,-0.00045043+0.0011326i,-0.00041534-0.00050416i,0.00052986-0.001021i,0.00034667-0.00091532i,-0.00029073-0.00019247i,-0.00030571+0.00096348i,-0.00026617+0.00071405i,-0.00053894-8.3737e-05i,-0.00026481-0.00044741i,0.00019121-0.00035626i
0.00094609-0.00096844i,0.00011191-0.00059514i,-0.0011745-0.00050476i,-0.0015942+2.3464e-06i,-0.0028022+0.0005435i,-0.0033136+0.00062963i,-0.002067+0.00027183i,-0.0012369-1.8994e-05i,-0.00092971-0.00050301i,7.5047e-05-0.00077265i,0.00032487+5.9672e-05i,0.00014003+0.0010489i,0.000332+0.00047535i,0.00011946-0.0003985i,-0.00019105-0.00070476i,0.00015236-0.00020687i,-9.6185e-06+0.00046979i,-0.00074239+0.00078604i,-0.00089735+0.00085265i,-0.00066248+0.00063146i,-0.000716+0.0010054i,-0.00083591+0.00058624i,-0.00042396-0.00056179i
0.00049561-0.00036969i,6.4243e-05-0.00054685i,0.00019357-0.00068687i,0.00022679-0.00057682i,-0.00076208-0.00055605i,-0.0016822-0.00035772i,-0.0014763+0.00030653i,-0.00058683-6.9704e-05i,-0.00068109-0.00079917i,-0.00049277-0.00053323i,7.4858e-05+5.5019e-05i,0.00015903+0.00021832i,-0.00019825+0.00047186i,-0.0011759-1.8971e-05i,-0.001113-0.00033074i,4.5947e-05-0.00012653i,0.00053181+0.00069744i,0.00019778+0.0013818i,-6.7468e-05+0.00079248i,-0.00048888-0.00024433i,-0.00099416-0.0006611i,-0.00027475-0.00067745i,0.00076602+0.0003373i
