-0.0015055+0.00055566i,-0.0012495+0.0012356i,-0.0015334+0.0021231i,-0.00082461+0.0017862i,-0.00020814+0.0018395i,-0.00092409+0.0018092i,-0.00057474+0.0014518i,0.00052232+0.00095664i,0.00070075+7.2377e-05i,0.00054724-0.00085956i,0.00060768-0.0016484i,0.00045635-0.0013479i,0.00051682-0.00065665i,0.00045203+0.00044908i,0.00031425+0.00048496i,0.0009518-0.00020067i,0.00084393+0.00021599i,0.00052771-9.4904e-05i,4.1092e-06-0.00071391i,-0.00041219-0.00033026i,-0.00050212-8.3933e-05i,-0.00070006-0.00010081i,-0.00016623+0.00046782i
0.029687+0.0153i,0.055939+0.045551i,0.061734+0.053262i,0.046292+0.017705i,0.035677-0.012582i,0.022047-0.016132i,0.0037739-0.0084071i,-0.0069934-0.00025208i,-0.014645+0.0070069i,-0.016662+0.016026i,-0.0082106+0.017977i,-0.00026978+0.011615i,0.0015598+0.0074586i,0.0020623+0.0039598i,0.0015148-0.0014305i,0.0001731-0.0033552i,-0.00017751-0.0025929i,-0.000448-0.0020349i,-0.00058523+0.0016479i,0.0020511+0.0066951i,0.0053942+0.0074579i,0.0057261+0.0050479i,0.0023491+0.0021303i
-0.039988-0.0045477i,-0.071296-0.029796i,-0.068335-0.05258i,-0.021238-0.045118i,0.017259-0.023788i,0.025781-0.0050278i,0.028145-0.0017188i,0.031706-0.013124i,0.030173-0.015144i,0.02744-0.0055508i,0.024405-0.0014972i,0.016311-0.0061914i,0.0084649-0.0099882i,0.0052544-0.0086785i,0.0043623-0.004811i,0.0041472-0.00021234i,0.0055356+0.0026996i,0.0061064+0.0042702i,0.006263+0.0049737i,0.0054912+0.0051108i,0.0044817+0.0070985i,0.0060349+0.0075253i,0.0067515+0.0049313i
0.047329-0.012276i,0.0955+0.00038793i,0.11915+0.035853i,0.089806+0.074229i,0.049591+0.094026i,0.038008+0.072268i,0.035061+0.026649i,0.028587-0.0037041i,0.025635-0.018312i,0.019588-0.025199i,0.007691-0.022371i,-0.00065691-0.013679i,-0.0043115-0.0048492i,-0.0057552+0.0037607i,-0.0038396+0.009206i,-0.001677+0.0076479i,-0.0025886+0.00297i,-0.0017579+3.0828e-06i,0.00081647-0.002107i,-0.00065634-0.0028997i,-0.0039157-0.00046801i,-0.004749+0.0026694i,-0.0037171+0.0029899i
-0.043372+0.031806i,-0.10016+0.053544i,-0.14739+0.060662i,-0.13683+0.057974i,-0.093526+0.045506i,-0.059304+0.024475i,-0.030016+0.01247i,-0.010083+0.01199i,-0.0057828+0.009757i,-0.011076+0.0024272i,-0.013581+0.00018429i,-0.0069253+0.0030214i,0.00021961+0.0038206i,0.0019676+0.00092507i,0.0023359-0.0050943i,0.001197-0.0090571i,0.00025838-0.0073414i,0.0017448-0.0030853i,0.0019035-0.0012614i,-0.0015554-0.0018521i,-0.0057963-0.0025063i,-0.0072195-0.0021221i,-0.0043948+2.185e-05i
0.026559-0.049828i,0.070154-0.094762i,0.10158-0.11382i,0.071444-0.10004i,0.0084694-0.068086i,-0.018824-0.02734i,-0.020777+0.007558i,-0.025447+0.03061i,-0.02593+0.042487i,-0.016014+0.041965i,-0.0042751+0.029567i,0.0029944+0.014983i,0.0063887+0.0060447i,0.0079703+0.0015818i,0.0060554-0.001438i,0.00081489-0.0012034i,-0.0033701+0.0033781i,-0.0062835+0.0077294i,-0.0087991+0.0087636i,-0.0067433+0.0091501i,-0.0017904+0.0064244i,-0.00042826+0.0026157i,-0.0015906+0.0029832i
-0.0027698+0.063767i,-0.026088+0.11826i,-0.060884+0.11783i,-0.069954+0.038588i,-0.049348-0.036173i,-0.04017-0.039562i,-0.034682-0.011431i,-0.019058-0.0051456i,-0.0082064-0.0096728i,0.001711-0.0089914i,0.0097619-0.0099283i,0.0057476-0.012645i,-0.0034378-0.011684i,-0.0087234-0.0097268i,-0.010187-0.0059973i,-0.0068385-0.0023122i,-0.002609-0.0043973i,-0.0028141-0.0077548i,-0.0032457-0.0063762i,0.00014276-0.004037i,0.0035407-0.0048357i,0.0027588-0.0073581i,0.00034006-0.0088401i
-0.022448-0.067871i,-0.024798-0.1455i,0.0063985-0.18727i,0.047625-0.15003i,0.061029-0.095356i,0.061371-0.072195i,0.053233-0.061293i,0.032876-0.052608i,0.015166-0.045421i,0.0025633-0.035605i,-0.0065174-0.024113i,-0.011402-0.012218i,-0.011288-0.0043101i,-0.0074595+0.00077019i,-8.342e-06+0.0063465i,0.0085213+0.0071978i,0.011748+0.0034924i,0.011953+0.0017343i,0.011372-0.0011982i,0.0071166-0.0059521i,0.0040424-0.0072731i,0.0056747-0.0059082i,0.0075518-0.0041063i
0.049936+0.062928i,0.099187+0.15042i,0.11968+0.22948i,0.1064+0.24014i,0.086624+0.19702i,0.056166+0.12156i,0.027297+0.046007i,0.014777+0.010411i,0.0067832-0.002482i,-0.0067076-0.0047823i,-0.014204+0.003964i,-0.0065611+0.0085116i,-0.00011716+0.0070185i,-0.0012184+0.0069023i,-0.0030154+0.005932i,-0.0049016+0.0038689i,-0.005588+0.0036614i,-0.0042191+0.0022971i,-0.0049231-0.00088017i,-0.0066701-0.0018947i,-0.0058551+0.00039122i,-0.0026401+0.0027795i,-0.00072611+0.0044398i
-0.07589-0.033598i,-0.15432-0.086989i,-0.18844-0.12111i,-0.13206-0.090215i,-0.044446-0.034151i,-0.0010127-0.001884i,0.0027762+0.011727i,0.0090017+0.023562i,0.022651+0.033088i,0.02961+0.028713i,0.027972+0.017857i,0.022539+0.0087826i,0.018031+0.0014517i,0.014083-0.00419i,0.0068846-0.0091601i,-0.00079281-0.010224i,-0.0025015-0.0054286i,0.00032481-0.00078281i,0.0028876+0.0015136i,0.0024259+0.0039821i,0.0017292+0.0070653i,0.003274+0.0086809i,0.0044583+0.0071382i
0.088055+0.0017608i,0.18455+0.010615i,0.22144+0.010219i,0.13297-0.013119i,0.02462-0.025423i,0.0094176+0.0015667i,0.027516+0.027553i,0.013882+0.031282i,0.0039636+0.026957i,0.012776+0.013121i,0.015281-0.0060723i,0.0077087-0.014411i,0.00093686-0.011965i,-0.0015822-0.0072512i,-0.0011016-0.0017576i,3.0255e-05+0.0031351i,-0.00028687+0.0059237i,-0.0020814+0.0080467i,-0.0019669+0.010136i,0.003183+0.010063i,0.0070738+0.0068454i,0.0031029+0.0043707i,-0.0022547+0.0042623i
-0.089242+0.030376i,-0.20271+0.058282i,-0.29243+0.061969i,-0.29082+0.028675i,-0.24135-0.018171i,-0.18988-0.042643i,-0.1182-0.033566i,-0.051687-0.027564i,-0.02896-0.030013i,-0.028825-0.024845i,-0.024667-0.017553i,-0.019886-0.010241i,-0.016887-0.0042101i,-0.01074-0.0014174i,-0.0021751+0.00060652i,0.0029338-9.4334e-06i,0.0013804-0.004101i,-0.00071718-0.0059458i,0.0014405-0.0064172i,0.0024108-0.0073516i,-0.00072556-0.0058633i,-0.0031235-0.005183i,-0.0022369-0.0077957i
0.066785-0.07019i,0.16281-0.14383i,0.24989-0.17605i,0.25476-0.11498i,0.18652-0.013919i,0.11143+0.02766i,0.059984+0.0011305i,0.020849-0.022215i,-0.0070602-0.012981i,-0.016136+0.0091201i,-0.013729+0.018745i,-0.0095027+0.012674i,-0.0042956+0.0045976i,-0.0002443+0.00074421i,0.0011436-0.000685i,0.0015117-0.003139i,0.0026202-0.005273i,0.0028254-0.003698i,0.00046523-0.00078005i,-0.0047188-0.00022233i,-0.010044-0.0010042i,-0.0094027-0.00050964i,-0.0023113+0.002275i
-0.027991+0.097449i,-0.058592+0.21703i,-0.053954+0.29558i,0.021914+0.24211i,0.10599+0.12825i,0.10214+0.071389i,0.047325+0.058556i,0.024015+0.037553i,0.020971+0.0083738i,0.016029-0.0024999i,0.017271+0.002978i,0.019494+0.0043583i,0.015846+0.0016308i,0.010929-0.00038315i,0.004389-0.00030345i,-0.0021139+0.0029216i,-0.0033016+0.0056603i,-0.0025756+0.0051893i,-0.0062396+0.0044257i,-0.0080637+0.005118i,-0.0034352+0.0040228i,0.00021208-0.0012621i,-0.00081862-0.0031787i
-0.013855-0.11034i,-0.040725-0.24409i,-0.082972-0.34741i,-0.10991-0.33477i,-0.081117-0.27415i,-0.016523-0.22002i,0.013148-0.13742i,0.014283-0.053509i,0.020327-0.014351i,0.019729-0.016i,0.0093688-0.022502i,0.00094527-0.015071i,-0.0022152-0.0045547i,-0.0034168+0.002639i,-0.0038166+0.0083978i,-0.0033516+0.0098017i,-0.0029643+0.0071419i,-0.0022872+0.0039413i,-0.00025626+0.0016178i,0.0023883-0.00021993i,0.0052295-0.00095444i,0.0076947+0.00020498i,0.0078636+0.0030305i
0.050333+0.094028i,0.11671+0.20573i,0.14191+0.29079i,0.052751+0.28804i,-0.091885+0.23876i,-0.12944+0.17549i,-0.059404+0.10024i,-0.017343+0.048182i,-0.015031+0.028033i,-0.014343+0.017976i,-0.012961+0.0097429i,-0.0072019+0.0039054i,-0.0019563-0.00091742i,0.00043165-0.0010865i,0.0051535-0.00052152i,0.010672-0.0033558i,0.012238-0.0053061i,0.0086095-0.0066071i,0.0040027-0.0079949i,0.0032941-0.0079377i,0.00375-0.0072845i,0.00089308-0.0044966i,-0.0042271-0.0017937i
-0.090633-0.059936i,-0.20418-0.11296i,-0.27463-0.11625i,-0.19918-0.032185i,-0.056094+0.069653i,-0.018329+0.093036i,-0.052759+0.053581i,-0.045284+0.021292i,-0.015279+0.010933i,-0.0011489+0.0096906i,-0.00079246+0.010673i,-0.00569+0.0086776i,-0.010276+0.0062504i,-0.008868+0.0062233i,-0.0046401+0.0046888i,-0.0038213+0.0018505i,-0.0035904+0.0013484i,-0.0019003+0.0031642i,0.0015162+0.0020506i,0.0031286-0.00065735i,0.0012044+0.00096497i,0.0020583+0.0025763i,0.0057195-0.0010947i
0.1122+0.020221i,0.26699+0.01334i,0.4097-0.04309i,0.43247-0.13472i,0.36947-0.1749i,0.30291-0.12354i,0.21502-0.066441i,0.1099-0.046952i,0.045441-0.030075i,0.028814-0.015102i,0.023878-0.014598i,0.01185-0.019369i,0.0024177-0.021015i,-0.0021051-0.022177i,-0.0089517-0.02118i,-0.013421-0.015282i,-0.010821-0.0076087i,-0.0065333-0.0024276i,-0.0041465+0.00084012i,-0.0030042+0.003936i,-0.0024398+0.0053356i,-0.0020189+0.005234i,-0.00065164+0.0061222i
-0.10294+0.024757i,-0.23514+0.076655i,-0.34113+0.12215i,-0.35671+0.076016i,-0.31848-0.052852i,-0.24782-0.11092i,-0.13833-0.045285i,-0.042819+0.0074979i,-0.012985-0.0016348i,-0.020423-0.010313i,-0.020388-0.0057639i,-0.010018-0.00024938i,0.0041002+0.0041505i,0.013384+0.0070349i,0.013977+0.007595i,0.010704+0.0077827i,0.0081106+0.0083498i,0.0083891+0.0066733i,0.007359+0.0028369i,0.0043122+6.4659e-05i,0.0032675-0.00033934i,0.0031582-0.0020986i,0.00026767-0.0052528i
0.074023-0.0697i,0.13613-0.1683i,0.11749-0.23183i,0.00092845-0.12811i,-0.10433+0.07107i,-0.12117+0.12919i,-0.086183+0.04727i,-0.057892+0.0009852i,-0.035393+0.012484i,-0.013211+0.015984i,-0.0039439+0.0058769i,-0.0024068-0.00037903i,-0.0041697-0.0014394i,-0.0055727+0.00039178i,-0.002916+0.00092838i,-0.0021448-0.0017275i,-0.0059231-0.0032082i,-0.01109-0.00058734i,-0.010424+0.0035278i,-0.0048627+0.005767i,-0.002752+0.0065314i,-0.0019499+0.0082278i,0.0013388+0.00879i
-0.046379+0.10098i,-0.053289+0.24134i,0.036193+0.37408i,0.20073+0.39441i,0.29408+0.33155i,0.25448+0.2636i,0.162+0.17668i,0.084467+0.085024i,0.039773+0.03391i,0.027041+0.020194i,0.027973+0.018604i,0.025554+0.01059i,0.016731-0.001048i,0.0083421-0.0041779i,0.0059879-0.0026783i,0.0065811-0.0038097i,0.0051335-0.0074412i,0.0018338-0.0088311i,-0.00045034-0.0058167i,-0.0010846-0.0024026i,-0.0028866-0.0015888i,-0.0065616-0.0017416i,-0.0093469-0.00043941i
0.014279-0.10274i,-0.0014245-0.22522i,-0.05007-0.32841i,-0.064602-0.37789i,0.0091019-0.40933i,0.053177-0.37778i,0.0023907-0.24221i,-0.023543-0.10963i,-0.0082104-0.060377i,-0.010173-0.046619i,-0.016748-0.027508i,-0.01511-0.0080578i,-0.012077+0.0064698i,-0.012011+0.014099i,-0.011826+0.016118i,-0.007172+0.014474i,-0.0010624+0.010714i,0.0034019+0.007615i,0.0063563+0.0048383i,0.0053644-0.0014307i,0.0016161-0.0084137i,8.5259e-05-0.011458i,0.0034475-0.010993i
0.027564+0.092487i,0.084491+0.15756i,0.11956+0.12801i,0.0081859+0.0040341i,-0.20719-0.089827i,-0.25401-0.097232i,-0.10471-0.078677i,-0.00035502-0.069269i,0.0080129-0.039353i,0.0012638-0.0074978i,-0.00045162-0.0012733i,-0.0022962-0.0053151i,-0.0027722-0.0095406i,-0.0021786-0.012871i,-0.0011658-0.011998i,0.0011962-0.0060606i,0.0036847-0.0023858i,0.0023241-0.0056117i,-0.0050815-0.0081402i,-0.011952-0.004377i,-0.0083494-0.00067533i,-3.2638e-05-0.00075902i,0.004005+0.0018912i
-0.07226-0.082867i,-0.1844-0.11234i,-0.30068-0.011991i,-0.30063+0.21773i,-0.18405+0.39704i,-0.088373+0.39939i,-0.054031+0.29937i,-0.024225+0.20915i,0.0048271+0.13377i,0.010166+0.07001i,0.0018317+0.033332i,-0.0013553+0.01411i,0.003929+0.0040717i,0.01075+0.00023627i,0.0098559-0.0024018i,0.0018139-0.0033846i,-0.0032908-0.00056017i,-0.0020852+0.0018391i,-0.0017802+0.0013631i,-0.001411+0.0026489i,0.001526+0.0059338i,0.0035264+0.0060001i,-8.4569e-06+0.0022925i
0.083284+0.060053i,0.18244+0.080379i,0.27717+0.015666i,0.36518-0.088563i,0.44369-0.10388i,0.39616-0.066891i,0.20256-0.057436i,0.037806-0.03631i,-0.0058302-0.01077i,0.0041346-0.01806i,0.0042275-0.028932i,-0.0050943-0.021845i,-0.011523-0.0090325i,-0.012223-0.0041634i,-0.0096339-0.0071157i,-0.0071474-0.0094147i,-0.0068301-0.0053329i,-0.0042738+0.0019625i,0.0044379+0.0054619i,0.011917+0.0032993i,0.012086-0.00040141i,0.0090349+0.00040477i,0.0072951+0.0021948i
-0.083487-0.025595i,-0.11807-0.025716i,-0.042564-0.020706i,0.072795-0.099944i,0.063446-0.26377i,0.0037712-0.30566i,0.026427-0.19696i,0.052882-0.12302i,0.017289-0.089637i,-0.010057-0.037364i,-0.0020532-0.0049483i,0.0059738-0.0017538i,0.0075899-0.0054919i,0.0066079-0.0045707i,0.004131+0.0025922i,0.0035892+0.0072913i,0.0043655+0.0060027i,0.0073976+0.0020818i,0.010882-0.0034507i,0.0083044-0.0092652i,0.0005116-0.0087647i,-0.0049231-0.0025009i,-0.0063814+0.001971i
0.11044-0.027915i,0.16216-0.066598i,0.049613-0.086238i,-0.23086-0.0071259i,-0.44014+0.13734i,-0.41008+0.18341i,-0.24635+0.10529i,-0.1161+0.025976i,-0.055918-0.0016485i,-0.030706+0.00215i,-0.013692+0.0091093i,0.0016408+0.0089748i,0.0080943+0.0093135i,0.0073183+0.012043i,0.0056442+0.010954i,0.0036367+0.004541i,0.001262-0.0021337i,-0.0025883-0.0043661i,-0.0082536-0.0012905i,-0.010285+0.0023291i,-0.0070829+0.0029844i,-0.0027929+0.00042265i,0.0021823-0.0043839i
-0.12076+0.06064i,-0.21824+0.12183i,-0.21407+0.18403i,-0.057183+0.25073i,0.11768+0.29599i,0.18408+0.24075i,0.14971+0.11175i,0.091803+0.03233i,0.068282+0.016133i,0.057085+7.4967e-05i,0.03477-0.012465i,0.012906-0.012558i,-0.0045159-0.008457i,-0.0091566-0.0031435i,-0.0012973-0.002007i,0.0057334-0.0013789i,0.0056554+0.00092118i,-0.0010384+0.0037744i,-0.0070736+0.0088378i,-0.0037397+0.014135i,0.004914+0.015026i,0.0074145+0.011767i,0.0054506+0.0092893i
0.083369-0.073426i,0.14249-0.107i,0.16144-0.060826i,0.17852-0.022668i,0.2442-0.10486i,0.23624-0.16276i,0.12158-0.062347i,0.052194+0.051986i,0.034177+0.055658i,0.0060461+0.023363i,-0.0079459+0.012843i,-0.0026525+0.006619i,0.0055123-0.0013952i,0.0061648-0.007794i,-0.00039922-0.0088784i,-0.0059385-0.0055836i,-0.0067018-0.00061706i,-0.0016578+0.0042637i,0.0036005+0.0056613i,0.0052254+0.0034133i,0.0021255+0.00027199i,-0.0028496-0.00058575i,-0.0055808+0.00083419i
-0.026906+0.12623i,-0.038986+0.18708i,-0.057946+0.060174i,-0.15546-0.23607i,-0.32329-0.39788i,-0.39376-0.29839i,-0.29876-0.14155i,-0.17913-0.070632i,-0.10959-0.035694i,-0.058253-0.0062462i,-0.026155+0.0068702i,-0.011344+0.011675i,-0.0019646+0.0067157i,0.00016844-0.0023311i,-0.0019753-0.0056945i,-0.0027585-0.0060044i,0.0003044-0.0050591i,0.0028317-0.008118i,0.0010079-0.015895i,-0.0057396-0.018625i,-0.011208-0.014625i,-0.010852-0.0075192i,-0.0080338-0.0006086i
-0.0082661-0.17434i,0.0033025-0.34367i,0.041018-0.3945i,0.063647-0.19148i,0.054683+0.11782i,0.089281+0.25053i,0.14131+0.14677i,0.11175+0.013936i,0.053817-0.0044838i,0.041213+0.016359i,0.03397+0.005693i,0.010826-0.0089179i,-0.0060583-0.0097333i,-0.0089345-0.0011468i,-0.0032794+0.008485i,0.0016991+0.012972i,0.0019977+0.0095636i,-0.0010764+0.0018287i,-0.0040545-0.00074362i,-0.0024791+0.00098766i,0.0016369-0.00090582i,0.0026036-0.0077489i,0.00029463-0.013284i
0.053717+0.13437i,0.085389+0.2857i,0.076229+0.4102i,0.10688+0.43602i,0.22751+0.35005i,0.27838+0.19316i,0.18637+0.092391i,0.10463+0.078539i,0.07678+0.039171i,0.02896-0.013507i,-0.0068525-0.018351i,-0.010497-0.0058495i,-0.0079117+0.007699i,-0.0014092+0.015175i,-0.0013604+0.0097921i,-0.0068723+0.0063564i,-0.0048542+0.0075518i,-0.00033392+0.010394i,0.0015041+0.013749i,0.0038639+0.013636i,0.0089059+0.010351i,0.014705+0.006542i,0.017336+0.0042812i
-0.1269-0.063852i,-0.23441-0.093181i,-0.21671-0.079066i,-0.039276-0.11962i,0.078924-0.28857i,0.0013331-0.38516i,-0.10154-0.26011i,-0.092218-0.094588i,-0.048341-0.02677i,-0.028064-0.010755i,-0.019536-0.0076356i,-0.015725-0.0050251i,-0.0063144-0.0018752i,0.0044099-0.0055736i,0.0076473-0.014042i,0.0051343-0.019598i,-0.0006509-0.015618i,-0.0006258-0.0059197i,0.00591-0.004956i,0.0052223-0.010875i,-0.001766-0.0087221i,-0.0061132+0.00056644i,-0.0080518+0.0061434i
0.17922+0.033765i,0.36229+0.063686i,0.41013+0.075626i,0.16865+0.09554i,-0.16049+0.17745i,-0.24706+0.25376i,-0.12265+0.18231i,-0.052348+0.032963i,-0.065364-0.014264i,-0.041968+0.013272i,0.0011386+0.011827i,0.014192-0.00648i,0.0087721-0.015595i,-0.00084274-0.016269i,-0.0029779-0.0050202i,0.0044955+0.0042649i,0.0094846-6.6456e-05i,0.0065472-0.010375i,-0.001081-0.013138i,-0.005771-0.005675i,-0.0022559+0.00031932i,0.00603+0.00022963i,0.011791-0.0026003i
-0.15691+0.010691i,-0.3293-0.0066888i,-0.47654-0.059089i,-0.4923-0.064488i,-0.33434+0.037693i,-0.0969+0.10371i,0.024804+0.037385i,0.021472-0.023977i,0.025636-0.030368i,0.036362-0.037599i,0.024266-0.028183i,0.015758-0.013364i,0.0040047-0.012302i,-0.0066588-0.0071345i,-0.0074392-0.0018999i,-0.0094801+0.0012576i,-0.011374+0.0057997i,-0.010799+0.01093i,-0.0087398+0.01443i,-0.004504+0.010436i,-0.0025695+0.0055159i,-0.0072296+0.006835i,-0.013281+0.01117i
0.090019-0.10048i,0.14187-0.22233i,0.15452-0.30474i,0.19503-0.27206i,0.29223-0.2064i,0.3012-0.18815i,0.18709-0.14109i,0.090899-0.052745i,0.047081-0.0032946i,0.01485+0.012309i,0.002218+0.01978i,0.0065141+0.016342i,0.012104+0.014644i,0.015814+0.017492i,0.01657+0.013154i,0.014569+0.0021312i,0.0094463-0.006122i,0.0039457-0.0059197i,0.0061266+0.0014048i,0.01413+0.0024378i,0.015508-0.0053405i,0.0095181-0.013449i,0.0041849-0.020924i
-0.064001+0.14578i,-0.067176+0.33766i,0.027276+0.47972i,0.12755+0.3756i,0.033435+0.10793i,-0.1627+0.0096753i,-0.16536+0.1131i,-0.019114+0.15114i,0.041181+0.079955i,0.016326+0.033212i,0.0026282+0.02042i,0.0015417+0.0085293i,0.00043889-0.002962i,-0.0023378-0.014043i,-0.011267-0.012571i,-0.013845+0.0017218i,-0.0026185+0.01463i,0.01268+0.013837i,0.014476+0.0014856i,0.0031301-0.0016894i,-0.0027876+0.0090432i,0.003927+0.021659i,0.015816+0.027548i
0.04153-0.11998i,0.064677-0.22563i,0.068057-0.2766i,0.040448-0.22131i,0.01777-0.097773i,0.033339+0.00065174i,0.037078+0.023683i,0.0031308+0.029702i,0.0035797+0.05285i,0.034449+0.035779i,0.022812-0.0017025i,-0.0041178-0.0066386i,-0.0084387-0.0029034i,-0.0070063-0.0070819i,-0.0035254-0.012711i,-0.0021617-0.017271i,-0.0092245-0.013287i,-0.018102-0.0040836i,-0.02151+0.003387i,-0.019557+0.0067329i,-0.018218+0.0037101i,-0.021629-0.0026509i,-0.027264-0.0044824i
0.036174+0.069755i,0.091206+0.06821i,0.10063-0.008304i,0.024797-0.040602i,-0.014331+0.031735i,0.043569+0.0535i,0.055984-0.04461i,-0.017147-0.12194i,-0.07331-0.11419i,-0.079449-0.071601i,-0.058748-0.031629i,-0.035864-0.0044192i,-0.022008+0.017487i,-0.0088423+0.031064i,0.0023708+0.02951i,0.010296+0.018559i,0.013154+0.0010543i,0.0067797-0.011375i,-0.0020286-0.0083849i,-0.0023741-0.0013439i,0.0044957-0.0016071i,0.0088703-0.0078799i,0.012038-0.014229i
-0.070068-0.084251i,-0.18743-0.1097i,-0.30104-0.042881i,-0.28287+0.0521i,-0.15983+0.035399i,-0.093096-0.066352i,-0.091045-0.085404i,-0.053473-0.022176i,-0.0058881+0.0047941i,0.0031333+0.0037541i,0.0077628+0.0039684i,0.0096148-0.0066167i,0.0032817-0.01125i,0.0065787-0.0072029i,0.006312-0.0044312i,-0.0038704+0.0024881i,-0.0099376+0.010934i,-0.0041914+0.014137i,0.0072657+0.0074561i,0.011379-0.0043026i,0.0055084-0.0073428i,-0.0020001-0.00096932i,-0.0062812+0.0088863i
0.0649+0.094184i,0.15006+0.17i,0.24455+0.20687i,0.29422+0.18546i,0.25465+0.14894i,0.16004+0.14584i,0.096851+0.14202i,0.061545+0.10747i,0.033078+0.088248i,0.034716+0.073729i,0.039055+0.035142i,0.028084+0.0017517i,0.015824-0.018111i,-0.00076921-0.02564i,-0.0070663-0.016318i,-0.001523-0.0077795i,0.00038714-0.0065075i,-0.0032967-0.0069535i,-0.0098314-0.0076186i,-0.010223-0.0046169i,-0.001694-0.002478i,0.0078945-0.0074187i,0.0087568-0.014662i
-0.052032-0.010407i,-0.057511+0.031252i,0.0038553+0.087969i,0.055506+0.061217i,0.01946-0.024751i,-0.018793-0.057514i,0.00061811-0.068463i,0.021462-0.10483i,0.023865-0.12016i,0.017124-0.10056i,0.0010577-0.061197i,-0.0054397-0.022561i,-0.001347-0.0042242i,0.0012791-0.00072669i,0.0031358-0.0063034i,0.0072183-0.01261i,0.012835-0.011315i,0.01591-0.0074963i,0.010659-0.0057065i,0.00090098-0.0044414i,-0.0043221-0.00048629i,-0.0023436+0.0061304i,0.005191+0.0098341i
0.054966-0.010836i,0.036877-0.099407i,-0.1111-0.23947i,-0.30861-0.26675i,-0.34458-0.14412i,-0.19882-0.055627i,-0.06285-0.050829i,-0.029832-0.04194i,-0.042172-0.018694i,-0.043481+0.0034043i,-0.016538+0.014105i,0.0063317+0.0027423i,0.0029668-0.0017649i,-0.00099212+0.011912i,0.0037669+0.019073i,0.0015839+0.013883i,-0.0071234+0.0081283i,-0.011007+0.0086168i,-0.0035217+0.012833i,0.006931+0.010048i,0.0073241+0.0019016i,0.00081159-0.00054476i,-0.0059427+0.0014803i
-0.084901-0.024484i,-0.15004-0.025342i,-0.18032+0.011319i,-0.15874+0.052713i,-0.10786+0.074525i,-0.056229+0.12888i,-0.017176+0.19289i,0.0087685+0.19884i,0.0082709+0.15253i,-0.0045979+0.097383i,-0.0051118+0.055271i,0.001643+0.024157i,0.003956-0.0024323i,-0.00026956-0.018708i,-0.01184-0.016505i,-0.020801-0.0051837i,-0.017957+0.00209i,-0.010755+0.0010882i,-0.0054645-0.0056531i,-0.0011745-0.0079673i,0.0042562-0.0023892i,0.0092922+0.0025321i,0.010192+0.00056145i
0.044612-0.019233i,0.061694-0.04729i,0.11873-0.093116i,0.26395-0.14873i,0.36394-0.18912i,0.27467-0.18727i,0.13341-0.11648i,0.1032-0.033024i,0.13137-0.008464i,0.11392-0.025097i,0.046559-0.029817i,-0.0062694-0.0071916i,-0.013745+0.013249i,-0.0057796+0.01389i,0.003795+0.0072388i,0.016159+0.0020286i,0.023849+0.00094982i,0.026682+0.0021868i,0.023115+0.0014127i,0.017229+0.00048116i,0.012111-0.0014256i,0.007562-0.0026848i,0.0094549+0.0017755i
0.011923+0.019187i,0.14401+0.047191i,0.3729+0.070111i,0.47531+0.054262i,0.31317-0.013817i,0.095101-0.079019i,0.008695-0.11538i,-0.01029-0.13823i,-0.027386-0.1293i,-0.028408-0.086373i,-0.012872-0.046344i,0.0016401-0.023894i,0.0039287-0.011522i,-0.0029273-0.0015716i,-0.0074408+0.0068038i,-0.0064477+0.0087217i,-0.0041226+0.005812i,-0.0035595+0.0063748i,-0.0044788+0.013028i,-0.0062546+0.017278i,-0.0086266+0.015697i,-0.011913+0.013832i,-0.018661+0.013957i
0.032101+0.013867i,-0.061992+0.086102i,-0.30383+0.22641i,-0.51942+0.36621i,-0.46513+0.41059i,-0.24522+0.31639i,-0.12585+0.16027i,-0.13455+0.066938i,-0.15032+0.053217i,-0.10524+0.053583i,-0.04026+0.031544i,-0.0055141+0.0076428i,0.015008-0.0028867i,0.032713-0.01795i,0.028607-0.03363i,0.0080106-0.034317i,-0.011857-0.024788i,-0.022678-0.014243i,-0.022988-0.0066246i,-0.017133-0.00083781i,-0.0090905+0.0034554i,-0.0054054+0.0027445i,-0.0052308-0.0040645i
-0.027989-0.01774i,-0.029185-0.14449i,-0.041617-0.33708i,-0.075359-0.36876i,-0.052642-0.17221i,0.041049+0.0070623i,0.088148+0.049102i,0.067104+0.07453i,0.05528+0.1017i,0.041842+0.078747i,0.010213+0.038659i,-0.014402+0.014293i,-0.026524+0.013283i,-0.02076+0.026719i,-0.0017251+0.032929i,0.01099+0.028i,0.013077+0.018687i,0.010301+0.0090285i,0.0071279+0.00060852i,0.0050882-0.0047557i,0.0036944-0.0056433i,0.0044388-0.0037568i,0.0098907+0.0022498i
0.053336+0.021952i,0.14601+0.14368i,0.31244+0.29647i,0.42507+0.24669i,0.31595-0.003184i,0.10872-0.13423i,0.032888-0.084099i,0.065631-0.048061i,0.085377-0.067957i,0.064376-0.06758i,0.039146-0.033071i,0.031966-0.0094418i,0.014176-0.01553i,-0.018839-0.014048i,-0.034495+0.0012566i,-0.027386+0.011009i,-0.010857+0.012891i,-0.0009155+0.0087147i,-0.0018892+0.0059582i,-0.0039027+0.0023693i,-0.00415-0.0056093i,-0.0045227-0.012959i,-0.0071567-0.017968i
