-0.0041173+0.00034742i,-0.0029617+0.00054204i,-0.0026949+0.0017272i,-0.0031124+0.0019997i,-0.0020522+0.0017971i,0.00063586+0.0011451i,0.0012354+0.00018625i,0.00032426-0.00048361i,-0.00022853-0.00013251i,4.8151e-05+0.00081181i,0.0012002+0.00073361i,0.0016748-0.00022265i,0.0011964-0.0013292i,-0.00014809-0.0015353i,-0.00083859-0.00082828i,6.6767e-05+0.00022084i,-3.9932e-05+0.00054509i,-0.00046227+0.00044199i,-0.00054456+0.00012154i,-0.00065518+0.00020989i,-0.00062712+0.0010954i,-0.00079084+0.0014953i,-0.001125+0.00091335i
0.0036314+0.0090338i,-0.0029361+0.051516i,-0.035972+0.1323i,-0.08349+0.20473i,-0.09751+0.19901i,-0.064085+0.12876i,-0.025365+0.061075i,-0.0026958+0.016142i,0.0035953-0.0077029i,-0.0027215-0.0085933i,-0.0037834-0.0040226i,-0.001994-0.0064476i,-0.0079673-0.006774i,-0.01952-0.0023126i,-0.034561+0.0026505i,-0.045288+0.0086766i,-0.040254+0.011039i,-0.022261+0.0098537i,-0.0057447+0.013604i,0.002415+0.019759i,0.0008363+0.018918i,-0.012565+0.013142i,-0.021315+0.0071919i
-0.00023767-0.0082902i,0.014619-0.043022i,0.067397-0.10358i,0.12854-0.15176i,0.12972-0.14007i,0.078556-0.088546i,0.035689-0.046348i,0.013168-0.026161i,0.0047085-0.016386i,0.010628-0.010329i,0.013175-0.00662i,0.0037402+0.00022153i,-0.00084375+0.010258i,0.010102+0.016279i,0.029063+0.017004i,0.040665+0.01506i,0.035783+0.011362i,0.02097+0.0031012i,0.01163-0.01133i,0.0088047-0.023937i,0.0052537-0.020704i,0.0032626-0.0024168i,0.00076714+0.012155i
-0.0018957+0.014119i,-0.024428+0.042157i,-0.090427+0.079953i,-0.16925+0.095525i,-0.18603+0.075073i,-0.13572+0.044121i,-0.072677+0.027772i,-0.022879+0.025783i,0.008896+0.021914i,0.013113+0.01316i,0.0083224+0.0076594i,0.011823-0.00047727i,0.011859-0.015742i,0.0025479-0.028876i,-0.0090754-0.0385i,-0.017975-0.042269i,-0.017549-0.032631i,-0.012337-0.014114i,-0.013687+0.0022609i,-0.017759+0.011894i,-0.013195+0.012639i,0.00010151+0.0067131i,0.010595+0.0031148i
0.0081445-0.01254i,0.032888-0.033361i,0.099119-0.050516i,0.17623-0.038191i,0.19679-0.009125i,0.15193+0.0068237i,0.084191+0.0083994i,0.02814+0.010057i,-0.001782+0.01662i,-0.0050684+0.021574i,-0.0012622+0.015997i,-0.0052693+0.0051257i,-0.013136+0.0035437i,-0.017885+0.016414i,-0.016718+0.03585i,-0.010641+0.046973i,-0.0033941+0.037471i,0.0053477+0.017641i,0.017398+0.0036024i,0.028769-0.0022671i,0.027501-0.0066672i,0.014785-0.012647i,0.0060448-0.017599i
-0.01063+0.0094587i,-0.043341+0.025517i,-0.10435+0.028995i,-0.15932-0.003438i,-0.16349-0.046729i,-0.12468-0.056243i,-0.073754-0.044021i,-0.035921-0.030231i,-0.01944-0.015629i,-0.011144-0.0091358i,-0.0058756-0.0067403i,0.0017082+0.0030978i,0.01703+0.011209i,0.029458+0.0063864i,0.034228-0.0079544i,0.034171-0.01948i,0.024554-0.018997i,0.0073093-0.0099601i,-0.009845-0.0049916i,-0.021632-0.0065823i,-0.024772-0.0055177i,-0.023879-0.0022386i,-0.023322-2.393e-05i
0.010124-0.011926i,0.039469-0.018038i,0.09071-0.0046722i,0.12052+0.049494i,0.1005+0.10567i,0.066091+0.10726i,0.036999+0.06535i,0.011531+0.017167i,-0.0078943-0.010296i,-0.015666-0.0094765i,-0.0073422-0.0036894i,-0.0012442-0.011094i,-0.010372-0.020037i,-0.024076-0.022155i,-0.035567-0.01812i,-0.040259-0.0095378i,-0.030273-0.0010193i,-0.010918+0.005685i,0.0058941+0.013983i,0.013943+0.020528i,0.013754+0.020562i,0.010187+0.019566i,0.006577+0.019423i
-0.019817+0.011088i,-0.050412+0.017164i,-0.085551-0.0011651i,-0.087859-0.06549i,-0.055192-0.1301i,-0.020641-0.13372i,0.0099845-0.090153i,0.03013-0.045495i,0.033156-0.019353i,0.028086-0.008982i,0.017703-0.0045004i,0.0027291+0.0038119i,-0.0054882+0.016395i,-0.0020179+0.027443i,0.0076706+0.030391i,0.016347+0.026514i,0.016185+0.018339i,0.0071496+0.0033876i,-0.0023347-0.015002i,-0.0065728-0.026823i,-0.0044282-0.02542i,0.0051126-0.017014i,0.013451-0.010854i
0.015551-0.0019996i,0.048533-0.0033063i,0.070008+0.011921i,0.042359+0.061738i,-0.0088495+0.10987i,-0.03439+0.10529i,-0.037904+0.068921i,-0.027628+0.039274i,-0.0090985+0.015874i,-0.0038831+4.8751e-05i,-0.0026326-0.0017266i,0.0096571-0.00448i,0.020461-0.01911i,0.022928-0.032064i,0.019088-0.034994i,0.011107-0.032873i,0.0037943-0.024813i,-0.0014678-0.0079085i,-0.0060796+0.012167i,-0.0087309+0.023897i,-0.0073488+0.01992i,-0.00665+0.004602i,-0.0077596-0.0083789i
-0.0205+0.003046i,-0.053453+0.00472i,-0.066526-0.0013519i,-0.015941-0.030905i,0.054366-0.062554i,0.072352-0.051704i,0.051724-0.01203i,0.024877+0.018881i,0.0048252+0.034954i,0.0020414+0.035238i,0.0011063+0.01946i,-0.0099713+0.004457i,-0.021745+0.0032015i,-0.029047+0.0074328i,-0.030798+0.0099692i,-0.025588+0.013389i,-0.01472+0.013043i,-0.00025305+0.0046639i,0.01589-0.0091256i,0.026093-0.01982i,0.021832-0.017529i,0.0064817-0.004301i,-0.0070965+0.0069818i
0.021833-0.0034594i,0.052841-0.0071456i,0.058726-0.0064921i,-0.0038327+0.0076874i,-0.0856+0.026012i,-0.10808+0.017576i,-0.09018-0.014022i,-0.067917-0.027277i,-0.039347-0.020359i,-0.015013-0.016286i,-0.0023379-0.010846i,0.0085203+0.002463i,0.021418+0.012182i,0.029162+0.015509i,0.029408+0.015579i,0.027109+0.010394i,0.020438+0.0035419i,0.0052744+0.00074096i,-0.015444+0.001147i,-0.029487+0.0032167i,-0.025812+0.0061227i,-0.0099702+0.009288i,0.0023092+0.01155i
-0.026134+0.0021881i,-0.06683+0.0072827i,-0.075198+0.019439i,-0.011358+0.026856i,0.058566+0.023244i,0.064419+0.021199i,0.036472+0.024013i,0.013041+0.014456i,-0.010656+0.0043112i,-0.020891+0.0099278i,-0.010096+0.0096381i,-0.004343-0.0064563i,-0.01142-0.019868i,-0.016339-0.026162i,-0.015353-0.029525i,-0.016044-0.025181i,-0.014223-0.013355i,-0.0023693-0.001139i,0.013803+0.010361i,0.024815+0.018709i,0.025824+0.015565i,0.019341+0.0025906i,0.013487-0.0078493i
0.026991+0.0030702i,0.071077+0.0035923i,0.091605-0.016683i,0.037344-0.050686i,-0.029279-0.068248i,-0.031892-0.068277i,-0.00010067-0.068346i,0.019826-0.056609i,0.030533-0.034151i,0.031243-0.020619i,0.017424-0.0095284i,0.0024662+0.0052199i,-0.0059919+0.016702i,-0.010192+0.024316i,-0.01079+0.028525i,-0.0062125+0.027925i,-0.00013749+0.019223i,-0.00057906+0.0027407i,-0.0081452-0.016115i,-0.014496-0.030852i,-0.016281-0.031764i,-0.014893-0.023217i,-0.013056-0.016662i
-0.033737-0.0012686i,-0.082001-0.0012882i,-0.10987+0.016053i,-0.066928+0.056456i,-0.001101+0.084066i,0.014838+0.078399i,0.0039597+0.066723i,0.0047159+0.044164i,0.00025359+0.013089i,-0.012181-0.00024774i,-0.0098209-8.6639e-05i,0.0046524-0.0033749i,0.015619-0.010874i,0.020997-0.015098i,0.022557-0.015487i,0.018609-0.016511i,0.010345-0.014624i,0.0028729-0.0023015i,-0.0015956+0.016465i,-0.0046903+0.030108i,-0.0065135+0.031222i,-0.0093236+0.024245i,-0.011533+0.017833i
0.032373+0.0096477i,0.08704+0.017275i,0.12476+0.0056763i,0.093384-0.03404i,0.035526-0.060707i,0.021155-0.04424i,0.035387-0.022643i,0.031203-0.002764i,0.023681+0.020143i,0.026612+0.023764i,0.019295+0.0094425i,0.0012477-0.0027877i,-0.012207-0.0063283i,-0.019684-0.0069926i,-0.023712-0.0053614i,-0.022271+0.0008205i,-0.014083+0.0039599i,-0.0022421-0.0019118i,0.011303-0.014405i,0.023022-0.024794i,0.026503-0.023108i,0.025903-0.010706i,0.024+0.0013702i
-0.032273-0.014158i,-0.091395-0.03141i,-0.14286-0.027185i,-0.13075+0.018516i,-0.083993+0.052524i,-0.062245+0.036521i,-0.062036+0.017075i,-0.048405+0.0089432i,-0.029715-0.0070208i,-0.022174-0.014588i,-0.011958-0.0058412i,0.00062698+0.0065903i,0.0074416+0.014831i,0.0095899+0.017192i,0.011869+0.014493i,0.015433+0.0084228i,0.012289+0.0029288i,-0.00074503+0.0026785i,-0.017432+0.0069319i,-0.030002+0.0096049i,-0.030058+0.0039248i,-0.020115-0.00947i,-0.0098355-0.018993i
0.033137+0.016718i,0.084677+0.042995i,0.14058+0.052228i,0.14076+0.010326i,0.086727-0.037183i,0.04324-0.031566i,0.027649-0.0097903i,0.0090651+0.0010182i,-0.0094043+0.014801i,-0.0092919+0.024141i,-0.00089282+0.014423i,0.0045468-0.0054534i,0.0059399-0.018161i,0.0057035-0.01935i,0.0023514-0.015961i,-0.0045213-0.011226i,-0.0043576-0.0051331i,0.0061931+0.00084217i,0.020612+0.0065566i,0.03158+0.012437i,0.027097+0.017579i,0.0076814+0.020286i,-0.0094505+0.01724i
-0.03166-0.021952i,-0.086945-0.054504i,-0.14277-0.077097i,-0.1461-0.044317i,-0.094999+0.0046686i,-0.048396+0.0031117i,-0.034942-0.017552i,-0.020271-0.023584i,0.00094089-0.027096i,0.0065637-0.028923i,-0.00095231-0.017967i,-0.0096375-0.0017864i,-0.015279+0.0065797i,-0.015622+0.0066549i,-0.0099421+0.0063155i,-0.0022944+0.0077892i,-0.00010542+0.0056039i,-0.0044619-0.0025437i,-0.012494-0.014559i,-0.018376-0.025345i,-0.013196-0.025749i,0.0011506-0.014355i,0.011009-0.0014162i
0.025038+0.026477i,0.072966+0.073588i,0.12728+0.10818i,0.13922+0.078862i,0.092345+0.021738i,0.041346+0.0076492i,0.022859+0.012346i,0.0082249+0.0028193i,-0.0094034+0.0029858i,-0.012389+0.011428i,-0.00046421+0.0088954i,0.014139+0.0015666i,0.020643-0.0007331i,0.017408+0.0019896i,0.0093331+0.0022806i,0.0018627-0.0012193i,-0.0013564-0.00085852i,3.4735e-05+0.0074495i,0.0012503+0.01969i,-0.0020277+0.027943i,-0.0074975+0.023632i,-0.00871+0.0088311i,-0.004554-0.0034246i
-0.024855-0.028097i,-0.06304-0.080616i,-0.11509-0.1279i,-0.13675-0.10074i,-0.10097-0.029101i,-0.049239-0.0051059i,-0.017717-0.015649i,0.0019663-0.0096982i,0.019028+0.00041472i,0.02476+0.00071832i,0.015868-0.0021908i,0.00040422-0.0056294i,-0.0092587-0.0083291i,-0.0089028-0.010192i,-0.0057594-0.0074551i,-0.0035135-0.0021861i,-0.0010462-0.002111i,0.0027635-0.0090813i,0.0086455-0.017927i,0.01651-0.022115i,0.01852-0.017076i,0.010036-0.0078434i,0.00038692-0.0022596i
0.019962+0.032843i,0.049781+0.090783i,0.088453+0.14543i,0.1072+0.12632i,0.083081+0.051455i,0.043855+0.014533i,0.024365+0.012946i,0.013+0.0030825i,-0.0054484-0.0051875i,-0.017794-0.00022513i,-0.011642+0.0075706i,0.00020663+0.012886i,0.0026597+0.01463i,-0.0017116+0.012332i,-0.0044813+0.0068382i,-0.0029779+0.00108i,-0.0023781+0.00025854i,-0.0049659+0.0038344i,-0.010001+0.0064652i,-0.015823+0.0047539i,-0.015807-0.00017866i,-0.0094764-0.0019047i,-0.0036063+0.00080595i
-0.013008-0.034667i,-0.036867-0.098597i,-0.066771-0.15994i,-0.086306-0.14405i,-0.075629-0.070686i,-0.045099-0.021618i,-0.02026-0.0039099i,-0.0054184+0.0090907i,0.004348+0.01451i,0.0072766+0.010896i,0.0033112+0.0026167i,-2.9118e-05-0.0072928i,0.0014078-0.011543i,0.0050914-0.008848i,0.0057461-0.0033707i,0.0045376+0.00074505i,0.0067594+0.0018655i,0.011521+0.00132i,0.015563+0.0010934i,0.018065+0.0047024i,0.015293+0.010015i,0.0095476+0.008645i,0.0045242+0.0029162i
0.0094935+0.036614i,0.01716+0.10362i,0.036713+0.16966i,0.059459+0.16046i,0.060552+0.094969i,0.040052+0.047662i,0.019752+0.028383i,0.0086045+0.010147i,0.0022192-0.0054307i,-0.0013516-0.0141i,-0.0027317-0.013733i,-0.0042624-0.006408i,-0.0066438-0.0025097i,-0.008149-0.0027433i,-0.0059977-0.002477i,-0.0018762-0.0015518i,-0.0026769-0.00087636i,-0.0065871-0.0013247i,-0.0087792-0.0021225i,-0.0077536-0.0057129i,-0.0037625-0.0095377i,-0.0017839-0.0074572i,-0.001221-0.001351i
-0.0078197-0.03638i,-0.0075371-0.098078i,-0.011469-0.16184i,-0.028838-0.16177i,-0.047154-0.10747i,-0.046287-0.063007i,-0.038843-0.037779i,-0.032879-0.012663i,-0.020039+0.0064518i,-0.0057097+0.013359i,0.0042555+0.0087018i,0.0086873+0.0013386i,0.0081186+0.00067786i,0.0066795+0.0025315i,0.0036792+0.0020824i,3.1938e-05+0.0012818i,-0.00020251+0.0041381i,0.0015301+0.0069798i,0.0029699+0.0063929i,-0.00027661+0.006514i,-0.0061191+0.0075746i,-0.0060348+0.0053678i,-0.00093105+0.00084306i
-0.0054775+0.034421i,-0.014986+0.099148i,-0.025072+0.16171i,-0.017451+0.16379i,0.0040542+0.11738i,0.010598+0.066456i,0.0075525+0.028912i,0.0073936+0.0063267i,0.0066808-0.0020964i,0.0081139-0.0017125i,0.0083301+0.0003889i,0.0052045+0.0010811i,0.0029095-0.0011653i,0.0022292-0.0028942i,0.0016571-0.0019182i,0.00082673-0.0014836i,0.0016379-0.0033074i,0.00072004-0.0059265i,-0.0013321-0.0069185i,0.0021705-0.0042676i,0.0071863-0.0013752i,0.0046657-0.0015159i,-0.0023727-0.0016848i
0.003375-0.031067i,0.022597-0.086919i,0.044611-0.14257i,0.04458-0.14763i,0.025196-0.11502i,0.014781-0.079283i,0.0088547-0.053426i,-0.0021914-0.036806i,-0.011549-0.020715i,-0.017049-0.0060783i,-0.015648+0.0013692i,-0.0096114+0.0030922i,-0.006192+0.0027119i,-0.0049272+0.0016955i,-0.0035066-0.00080163i,-0.0032268-0.0017069i,-0.0033268+0.00023176i,-0.00060502+0.0031164i,0.0036943+0.0026416i,0.0030014-0.0024159i,-0.0012887-0.0066955i,-0.0019023-0.0035552i,0.00069766+0.0033203i
-0.0070821+0.030052i,-0.033158+0.076004i,-0.067788+0.12055i,-0.07831+0.12746i,-0.058887+0.1029i,-0.038873+0.074562i,-0.014982+0.050613i,0.0049531+0.028533i,0.011487+0.013738i,0.013753+0.0059104i,0.011968+0.00046114i,0.0083429-0.001601i,0.0060881+0.00039253i,0.0027374+0.0036509i,-0.0013589+0.0053326i,-0.0016997+0.0057349i,0.0021859+0.0039261i,0.0038042+0.00032571i,-0.00041965-0.0024481i,-0.0046445+0.00017518i,-0.00499+0.0050306i,-0.0011954+0.0030672i,0.0034304-0.0028982i
0.0092511-0.022867i,0.036879-0.063718i,0.080512-0.096724i,0.097891-0.095063i,0.075685-0.07i,0.052533-0.043613i,0.03256-0.027916i,0.014697-0.017995i,0.0065055-0.011322i,0.0014965-0.010178i,0.0001319-0.010939i,-0.0012871-0.013033i,-0.0039944-0.013266i,-0.0029014-0.00963i,0.00039284-0.0062859i,0.0016022-0.0047551i,-0.0012332-0.0046665i,-0.0032614-0.0010545i,0.00093892+0.0056512i,0.0075598+0.0060131i,0.0094693+0.00079273i,0.0044337-0.0026758i,-0.0025774-0.0022913i
-0.01435+0.022065i,-0.046543+0.055089i,-0.090596+0.080015i,-0.10852+0.071117i,-0.093619+0.044464i,-0.0741+0.023606i,-0.050544+0.02023i,-0.026899+0.023322i,-0.013174+0.023081i,-0.0024037+0.023767i,0.0069001+0.021236i,0.0084749+0.015869i,0.003976+0.011437i,-0.001143+0.0066934i,-0.0042357+0.0021889i,-0.0039729+0.0022579i,-0.0012915+0.0053811i,0.0015318+0.0026148i,0.0020336-0.0052558i,-0.0019322-0.0098408i,-0.0066738-0.0080206i,-0.0063631-0.0028007i,-0.0032435+0.0024746i
0.010009-0.019627i,0.038809-0.038355i,0.081872-0.049692i,0.10135-0.035794i,0.085683-0.0080794i,0.064518+0.0048811i,0.041357-0.0014772i,0.020806-0.0090789i,0.0086643-0.010837i,0.0005541-0.011366i,-0.0021128-0.0098698i,0.001559-0.0077858i,0.0057443-0.0067009i,0.0075059-0.0046341i,0.0074437-0.0019976i,0.0067546-0.0015992i,0.0058825-0.0030626i,0.00092905-0.0015196i,-0.0055245+0.0052972i,-0.0053711+0.012192i,-7.9973e-05+0.012988i,0.0033935+0.0074314i,0.0042328+0.0018384i
-0.015211+0.012182i,-0.046504+0.029923i,-0.086158+0.033931i,-0.097607+0.01082i,-0.076568-0.020919i,-0.05638-0.028273i,-0.038576-0.01318i,-0.024909-0.0032781i,-0.019418+0.001222i,-0.015892+0.0066006i,-0.012376+0.008113i,-0.0097402+0.0076662i,-0.0071459+0.005636i,-0.005843+0.00088256i,-0.0056221-0.002112i,-0.0063663-0.0018231i,-0.0061964+0.00070221i,-0.0017368+0.0033419i,0.0061873+0.0011121i,0.011434-0.0054134i,0.0091288-0.0093739i,0.0029161-0.0084999i,-0.0011071-0.0063007i
0.013031-0.011448i,0.041893-0.021266i,0.072395-0.017684i,0.07167+0.010705i,0.046874+0.04347i,0.033025+0.04585i,0.027615+0.020039i,0.020735+0.0021894i,0.019211-0.0025192i,0.020435-0.0087584i,0.018468-0.013141i,0.014681-0.011648i,0.010723-0.0053851i,0.0063112+0.0017528i,0.0037828+0.0046941i,0.0045122+0.0027108i,0.0046406-0.00032173i,9.9897e-05-0.0042111i,-0.0075667-0.0067532i,-0.013844-0.0030782i,-0.015008+0.0026768i,-0.010646+0.0055625i,-0.0050081+0.0058751i
-0.012829+0.0091991i,-0.039674+0.013296i,-0.06568+0.0059752i,-0.057714-0.020005i,-0.030938-0.049516i,-0.019929-0.052876i,-0.020134-0.033826i,-0.018929-0.017328i,-0.0174-0.0069204i,-0.014551+0.00332i,-0.0085598+0.0069457i,-0.0058912+0.0023516i,-0.0055542-0.0032139i,-0.0037027-0.0056902i,-0.002195-0.0058891i,-0.0026772-0.0064549i,-0.0038015-0.0048986i,-0.0023086+0.0018936i,0.0036668+0.0083047i,0.01046+0.0090505i,0.012722+0.0062238i,0.0097445+0.0031171i,0.0060791+0.0017044i
0.013892-0.0037782i,0.035838-0.0057462i,0.054093+0.0027655i,0.037213+0.024193i,0.0040781+0.043937i,-0.0070831+0.04317i,0.00073664+0.026438i,0.0079234+0.01447i,0.0095627+0.010803i,0.011319+0.0093556i,0.011853+0.0082138i,0.01095+0.0068624i,0.0074397+0.0072551i,0.0011038+0.0082856i,-0.0013379+0.0075698i,0.0012922+0.0068783i,0.004638+0.006278i,0.0064045+0.0014453i,0.0055785-0.007418i,0.00059412-0.014538i,-0.004604-0.016156i,-0.0044684-0.012003i,-0.0023248-0.0058392i
-0.011977+0.003596i,-0.032707+0.0031029i,-0.03941-0.0035018i,-0.012953-0.01733i,0.018412-0.032274i,0.021329-0.035081i,0.0072499-0.025514i,0.00029866-0.020093i,-0.0057071-0.017335i,-0.013591-0.011195i,-0.014993-0.0063714i,-0.010684-0.0060549i,-0.0041071-0.00723i,0.0013247-0.006412i,0.0022126-0.0045929i,0.00055491-0.0037701i,-0.0014396-0.0030928i,-0.0047413+0.00016223i,-0.0067978+0.0061244i,-0.0051631+0.012589i,-0.0020661+0.014692i,-0.00063158+0.010333i,-0.00016952+0.0040881i
0.0071655-0.0033136i,0.022828-0.0021646i,0.025851+0.0018311i,-0.0032136+0.0083738i,-0.036093+0.017083i,-0.03697+0.025399i,-0.015625+0.024472i,-0.0028054+0.017786i,0.0026912+0.014175i,0.0081136+0.010417i,0.0086068+0.0055969i,0.0044612+0.0041959i,-0.00046282+0.0044771i,-0.0034585+0.0036851i,-0.0049507+0.0033064i,-0.0043457+0.0047121i,-0.0018713+0.0057727i,0.0017528+0.0050297i,0.0070443+0.00069044i,0.01249-0.005702i,0.013296-0.0084837i,0.0090058-0.0064772i,0.0039387-0.0040188i
-0.0077492+0.0037262i,-0.021917+0.0054421i,-0.024+0.0051886i,0.00027228+0.0063677i,0.027221+0.0060678i,0.029949-0.0031385i,0.016578-0.010744i,0.0078884-0.0086148i,0.0050974-0.0078566i,0.0018499-0.0098289i,0.0011669-0.01031i,0.0027977-0.0090215i,0.0041786-0.0061201i,0.0050164-0.0038995i,0.0046547-0.0026903i,0.0039954-0.0022813i,0.0034875-0.0027808i,0.00030704-0.004323i,-0.0069946-0.0051512i,-0.014665-0.0033965i,-0.01652-0.00046653i,-0.011217+0.0012292i,-0.0049288+0.0012546i
0.0071074-0.0028265i,0.018858-0.0057387i,0.019263-0.011326i,-0.0063102-0.01928i,-0.03276-0.02369i,-0.038329-0.012864i,-0.029041+0.001222i,-0.019465+0.0084138i,-0.012109+0.013451i,-0.0036954+0.01512i,0.00081152+0.011272i,3.2749e-05+0.0048493i,-0.0023507-0.00041921i,-0.003629-0.0023588i,-0.0020803-0.002093i,-0.0016206-0.0017061i,-0.001865-0.00091339i,-0.00016653+0.0015507i,0.0033776+0.0048229i,0.0078378+0.007935i,0.010251+0.0087301i,0.0080397+0.005842i,0.0034799+0.0026176i
-0.0087723+0.0047566i,-0.019353+0.010257i,-0.021389+0.022241i,-0.0032626+0.036302i,0.019192+0.038853i,0.024696+0.020702i,0.01619+0.0013395i,0.0086329-0.0055557i,0.002683-0.007396i,-0.001148-0.0073678i,-0.00017333-0.0055325i,0.0031168-0.0026334i,0.0057394+0.00036579i,0.0051225+0.0015911i,0.00279+0.002053i,0.0022693+0.0030494i,0.0026739+0.0031393i,0.0028438+0.0014108i,0.0029123-0.0046985i,0.00064242-0.012366i,-0.0039504-0.014189i,-0.0064233-0.0094536i,-0.00571-0.0037613i
0.0059303-0.0021577i,0.014963-0.0058684i,0.023768-0.016365i,0.01838-0.034065i,-0.001533-0.043522i,-0.015766-0.028557i,-0.015404-0.012221i,-0.013121-0.010416i,-0.011717-0.0056842i,-0.0076462+0.0015526i,-0.0039768+0.0012019i,-0.0030012-0.0018794i,-0.0030873-0.0038198i,-0.0031233-0.0042588i,-0.0021585-0.0036615i,-0.0011771-0.0036887i,-0.0012621-0.0040547i,-0.0016197-0.0024921i,-0.0025119+0.0028877i,-0.0039397+0.0092044i,-0.0035264+0.011275i,-0.0012109+0.0087269i,0.00050648+0.0042499i
-0.0070367+0.00042025i,-0.022667+0.0071263i,-0.039426+0.018192i,-0.041222+0.03407i,-0.024357+0.043174i,-0.0023328+0.030864i,0.0095968+0.014557i,0.011135+0.006451i,0.010124+9.0714e-05i,0.0081258-0.002644i,0.0071197-0.00051632i,0.0060509+0.0014407i,0.0024405+0.0036922i,-0.0005867+0.0053708i,-0.0021301+0.0032253i,-0.002684+0.0014681i,-0.0023218+0.0014208i,-0.00097145+0.0014053i,0.0029793+0.00096539i,0.0089544-0.001806i,0.011172-0.0056516i,0.0073114-0.0071278i,0.0032991-0.0048162i
0.0053061-0.0025013i,0.018265-0.00602i,0.037735-0.012809i,0.044409-0.02637i,0.027927-0.034305i,0.0053859-0.027965i,-0.0027072-0.018106i,-0.00045746-0.011783i,-0.001639-0.0058513i,-0.0040427+0.00075623i,-0.002835+0.0033589i,0.00053965-0.00030746i,0.0017734-0.0044828i,0.0018796-0.0038675i,0.0016786-0.002418i,0.0021928-0.0023514i,0.004065-0.001587i,0.00347-0.001896i,-0.0010704-0.0030231i,-0.0068461-0.0026115i,-0.0096087-0.00038156i,-0.0069887+0.0020005i,-0.0027349+0.0031324i
-0.0048964+0.00072403i,-0.01883+0.0031622i,-0.039799+0.0057069i,-0.05356+0.013977i,-0.041873+0.021694i,-0.018005+0.021202i,-0.0041341+0.017922i,0.0013213+0.014929i,0.0048182+0.0090495i,0.0036511+0.0027214i,-0.001529+0.0016012i,-0.0033621+0.0039817i,-0.0026152+0.005301i,-0.0028351+0.0035809i,-0.0031883+0.00091401i,-0.0040412-0.00065427i,-0.0043998-0.00090355i,-0.0037064-0.00034017i,-0.0019794+0.0016632i,0.0020263+0.0049593i,0.0062863+0.0066541i,0.0072546+0.0037585i,0.0052385-0.000607i
0.0033863-0.0011306i,0.018282-0.00021072i,0.041672+0.0016542i,0.055906-0.00081803i,0.041896-0.0091475i,0.015916-0.013824i,0.0026022-0.011714i,-9.442e-05-0.0070984i,-0.0013202-0.002518i,-0.0012599-0.00097688i,-0.00033864-0.0032016i,0.00011669-0.0041106i,0.0015614-0.0034643i,0.0021839-0.0028399i,0.0022089-0.0011685i,0.0032009+0.00089686i,0.0026347+0.003269i,0.0019964+0.0046042i,0.0032361+0.0017875i,0.0030615-0.0041483i,0.00078608-0.0076618i,-0.0021691-0.0063974i,-0.0042678-0.0034639i
-0.0073478+0.0024388i,-0.023063+0.0019087i,-0.045795-0.0011276i,-0.059482-0.0030311i,-0.047736+0.003426i,-0.024255+0.011676i,-0.012791+0.012115i,-0.011705+0.0077117i,-0.0081148+0.0065027i,-3.9686e-05+0.0058454i,0.0042415+0.0022231i,0.0018864-0.0015848i,-0.001316-0.0027073i,-0.0019317-0.0021319i,-0.0016823-0.001727i,-0.0018316-0.001601i,-0.0015955-0.0027472i,-0.00093917-0.0034916i,-0.00096459-0.0028254i,-0.0026445-0.00048849i,-0.0042928+0.0025402i,-0.0027916+0.0044293i,-0.00024027+0.004618i
0.0056167-0.00057055i,0.018373+0.0042066i,0.039863+0.014625i,0.050784+0.020105i,0.036872+0.011334i,0.017129-0.0055111i,0.0088254-0.013619i,0.004982-0.012135i,-0.0020932-0.0079975i,-0.0044342-0.001096i,0.00057477+0.0039611i,0.0053921+0.0029275i,0.0058503+0.0010259i,0.0031173+0.0013915i,0.0014385+0.0024237i,0.0015773+0.0032355i,0.00096667+0.0032504i,-0.00072832+0.0029909i,-0.0010415+0.0041121i,0.0020191+0.0041065i,0.0052649+0.0006541i,0.0049225-0.0030079i,0.0017919-0.0038949i
-0.0050623-0.0010985i,-0.019503-0.0085465i,-0.038098-0.023504i,-0.047193-0.032337i,-0.037607-0.022193i,-0.022457-0.0020607i,-0.013456+0.0046209i,-0.0077005-0.00053793i,-0.0040849-0.0038482i,-0.0035444-0.0033686i,-0.0032818-0.00013595i,-0.0010375+0.00079699i,0.00047691-0.0014302i,0.00030467-0.0018821i,-0.00015169-0.0017428i,-0.00040253-0.0021884i,0.00064261-0.0020314i,0.0033945-0.0014406i,0.0054206-0.0021494i,0.0040293-0.0045529i,-0.000712-0.0056899i,-0.0050454-0.0032572i,-0.0049083-0.00010147i
0.0052062-4.9806e-05i,0.017004+0.0092286i,0.031314+0.026861i,0.034251+0.037222i,0.025091+0.024395i,0.016481+0.0036381i,0.014346-0.0021224i,0.013925-0.00028953i,0.010549-0.0032348i,0.0035434-0.0055233i,-0.00099602-0.0031953i,-0.00039321+0.0012315i,-3.8052e-06+0.0030209i,-0.0012019+0.0015862i,-0.0023+0.000262i,-0.001924-0.00028097i,-0.0011884-0.0001849i,-0.0018773-0.00087087i,-0.0039608-0.001098i,-0.0051223+0.0015478i,-0.0032644+0.004718i,-0.00014992+0.0056094i,0.00074747+0.0045982i
