-0.0029702+0.00014561i,-0.00069514-0.0008023i,-0.0011331-0.00031779i,-0.00086412+0.00012595i,-9.6356e-05+0.00084686i,0.00016316+0.0017304i,0.00035377+0.0023978i,0.0001745+0.0026109i,-8.5089e-05+0.0015149i,6.6289e-05+0.00024482i,0.00060155+0.00012319i,0.0014508+0.00016501i,0.00090751-0.00055448i,6.7642e-05-0.00094921i,-0.00043166-5.5757e-05i,-0.0011471+0.00016791i,-0.00082701-0.00033313i,-0.00089856-0.00053948i,-0.00051917-0.00029971i,0.00019975+0.0001914i,-1.0651e-05+0.00078109i,-0.00012683+0.00053924i,-0.00014601-0.00024727i
0.0010029+0.0003629i,0.000556+0.00094852i,0.0016152-0.00029023i,0.0015817-0.00085634i,0.00084462-0.00084021i,0.00054395-0.00090396i,0.00020607-0.00087514i,-0.00035209-0.0010973i,0.00010526-0.00062566i,0.00086052-0.00019728i,0.00039479+0.00016164i,-0.0005728+0.00025209i,-0.00058196-0.00022579i,-0.00057459-0.00020605i,-0.00037012+0.00010749i,-0.00017318+0.00082334i,-0.00084918+0.00092059i,-0.0007477+0.00028771i,0.00059908+2.1354e-05i,0.00090499-1.5815e-05i,0.000136+0.00013312i,-0.00023224-0.00013452i,-3.9217e-05-0.00075725i
0.00084006+0.0015642i,0.0010797+0.00076635i,0.0020335+0.00060564i,0.0029276+0.00019393i,0.0026076-0.00030011i,0.0010002+0.00037378i,-0.00039809+0.00088588i,-0.0017024+0.00098687i,-0.001999+0.00015083i,-0.00084976+0.00046191i,-0.00033844+0.00058548i,-0.00024977-0.00069854i,-0.00060004-0.00028877i,-0.0007084+0.00023282i,7.0847e-05-0.00011193i,0.00047842-0.00025574i,0.00042219-0.00029866i,-0.00035777-4.4567e-05i,-0.0010935+0.0003723i,-0.00096498-0.00018125i,-0.00080193-0.00074357i,0.0002193-0.00038047i,0.00069913-0.00028287i
-0.00014653-0.001801i,-0.00059286-0.0018342i,-0.0011608-0.0012981i,-0.0016323-0.00023661i,-0.0017889+0.00058646i,-0.00080127+0.00036029i,-0.00011082+0.00017797i,-1.5391e-05+0.00053186i,-0.00059774+0.00024751i,-0.00062074+0.00049685i,0.00015656+0.0014386i,0.00033681+0.0011893i,0.00072323+0.00040325i,0.0007537+0.00029088i,0.0004108+0.00023055i,0.00068478-9.8423e-05i,0.00051006+0.00039956i,-0.00031756+0.00070159i,2.2562e-05-1.3356e-05i,0.00030222-0.00038125i,0.00035347-0.00028647i,0.00024376-0.00019689i,0.00020135-0.00043786i
0.00028252-0.0012533i,0.00082834-0.00096914i,0.00035754-0.0010784i,-0.00017057-0.00079928i,-0.00029586-0.00048479i,8.2849e-06-0.00031241i,0.00041875-1.1562e-05i,0.00023742+0.00027548i,-5.0397e-05+0.00090255i,-0.00037923+0.0013458i,-0.00023417+0.00083668i,1.7937e-05+8.2629e-05i,-0.00059484-0.00038439i,-0.00059695-1.0882e-05i,-5.056e-05+0.00026343i,2.6959e-05+0.00034181i,0.00036247+0.00090577i,0.00014744+0.00087919i,-0.0004613+0.000524i,-0.00031-7.3987e-05i,0.00033909-0.00094126i,0.00071186-0.00069891i,0.00033038-0.0011834i
-0.0028095-0.00033689i,-0.002911-0.00037286i,-0.0035718+0.00085029i,-0.0024354+0.0017396i,-0.00024546+0.0019905i,0.00077207+0.0011423i,0.0014632-0.00042668i,0.00075337-0.00080294i,-0.0010419-5.6237e-05i,-0.0013012+0.00050642i,-2.8064e-05+0.0008184i,0.00029179+0.00058207i,-0.00068391+5.3903e-07i,-0.0010934-0.00028607i,-0.00090026-0.00093769i,-0.00067916-0.00073341i,6.0407e-05-0.00072209i,0.00015781-0.00096167i,-0.0001653-0.00036959i,-0.00035069+4.1534e-05i,-0.00024382-0.00023494i,2.0469e-05-0.00054574i,0.00027087-0.00054325i
0.00091026-0.00033434i,0.0011419-0.001437i,0.0016507-0.0023701i,0.0010336-0.001798i,0.00089959-0.00024864i,0.001306+0.00084688i,0.0011957+0.00031829i,0.001071-0.00037321i,-0.00015484-0.00024688i,-0.0011334+0.0002658i,-0.001104+0.00075274i,-0.0010761-0.00023774i,-0.00067763-0.0014112i,0.00030487-0.00071353i,0.00047642-8.7379e-05i,5.5812e-05-0.00038837i,0.00016205-2.6174e-05i,-0.00020692+0.00054639i,-0.00038964+0.00044122i,-4.8963e-05-0.00055391i,-0.0001621-0.0015201i,-0.00063939-0.0011719i,-0.00069531-0.00065068i
-0.0020133+0.0021768i,-0.0016613+0.0026066i,-0.0011032+0.0029937i,-0.00060508+0.0037308i,0.00098058+0.0029673i,0.0018936+0.0013016i,0.00053608-0.00043737i,-0.00024575-0.0013445i,-2.4244e-05-0.00014741i,0.00055714+0.001154i,0.0010815+0.0008348i,0.00084111-0.0001952i,0.00078284-0.00075968i,-0.00025274-0.00023596i,-0.00089383+9.5407e-05i,-0.00049499+0.00020994i,-0.00040991+9.8754e-05i,-0.0005293-9.0341e-05i,-0.00013998+3.0003e-05i,-3.0654e-05+2.2615e-05i,-3.0641e-05-0.00019298i,0.00046269-0.00034375i,0.00064077-0.00059278i
0.0014277-9.5263e-05i,0.0019084-0.00092485i,0.0028892-0.0014246i,0.002759-0.0016118i,0.0017631-0.0011247i,0.001253+0.00013077i,0.00098582+0.00088492i,6.6026e-05-0.0001736i,-0.00061909-0.00062899i,-0.00096928-0.00036634i,-0.00080351-0.00016149i,-0.00039714+0.00040251i,-0.0003702-0.00045288i,-0.00023445-0.0015929i,0.00045576-0.0008447i,0.00059896-1.48e-06i,0.00019181-0.0003717i,-0.00016111+0.00013499i,-0.00028837+0.00096712i,-0.00024717+0.00084221i,-0.00045703+0.00071585i,-6.746e-05+0.00059722i,0.00045653+0.00052673i
0.00049058+0.00050553i,3.6121e-05+0.0016287i,0.00023187+0.002041i,0.00061037+0.0016564i,0.00063465+0.00066378i,0.00089395-0.00066895i,0.00094798-0.00075881i,0.00065674+0.00022849i,0.00056842+0.0008469i,0.00049689+0.00079838i,0.00024117+0.00025301i,-3.8661e-06-0.00089167i,0.00028061-0.0014826i,0.00034539-0.00027919i,2.1964e-06+0.00081333i,-6.1004e-05+0.00046861i,0.00031701+0.00026906i,0.00026463+0.00044201i,0.00017848+0.00022246i,0.00063273-0.00012666i,0.00067246+0.00018256i,0.00064197+0.00040826i,0.00018535+0.00040253i
-0.001627-0.00096615i,-0.0023755-0.0014564i,-0.0033109-0.00093792i,-0.0025419+0.00074084i,-0.00054264+0.0020568i,0.0014201+0.0013232i,0.00084448+0.00081452i,-0.00051703+0.00040711i,-0.00059655+0.00026089i,-0.00027497+0.0011293i,-0.00018712+0.0010411i,-6.6193e-05+5.4474e-05i,0.00018539-0.00080514i,-0.00076476-0.0015654i,-0.0017096-0.0018901i,-0.0010141-0.0012655i,0.00081138-0.00045193i,0.001115-0.00032783i,-0.0002092-0.00091757i,-6.0181e-05-0.00056069i,0.00017492+0.00012008i,-8.1448e-05+0.00068152i,0.0003256+0.00026983i
-0.00050028+0.0007906i,-0.0006715+0.00096279i,-0.00058009+0.0013179i,-0.00056842+0.00092603i,0.00084948+0.00047866i,0.0015118-7.1696e-06i,0.0013512-0.00068276i,0.00023932-0.0011154i,-0.0005038-0.00095524i,-0.00059428-0.00055826i,-0.0012711-0.00011226i,-0.0010062-3.5916e-05i,-0.00032084-0.00038435i,-0.00068974-0.00050592i,-0.0010527+0.00032415i,-0.00030859+0.0012196i,-0.0002845+0.001138i,-0.00025826+0.001163i,0.00044611+0.00085886i,-7.4347e-05+0.00028474i,7.8703e-05-0.00010309i,0.00048423-0.00033576i,-0.00025253+0.00024232i
-0.0019617+0.0007934i,-0.00083406+0.0010118i,-0.00059411+0.001481i,-0.00077495+0.00059505i,0.00023943+0.00017958i,0.0009268+0.00016358i,0.00068444-0.00086511i,0.00082882-0.001039i,0.0012013-0.00034927i,0.00056885-0.00037577i,-0.00038662-0.00031256i,-0.00016589+0.00021411i,-0.00064127+4.929e-05i,-0.0016626-0.0008436i,-0.0013721-0.00098671i,-0.00079951+7.6618e-05i,-0.0004034+0.00063275i,0.00050061+0.00049042i,0.0010482+0.00051148i,0.00030934-1.4246e-05i,-0.00042793-4.6917e-05i,-0.00097136+0.00054626i,-0.0012323+0.00050525i
0.00071812-0.0020776i,0.00084304-0.0019697i,0.00098768-0.00057638i,0.00067229+6.9593e-05i,0.0010703+0.00016621i,0.0019356+0.001145i,0.0013444+0.0013787i,-0.00018222+0.00058553i,-0.00045462+0.00034958i,-0.00026469+0.00094901i,-4.9848e-05+0.001397i,-0.00033161+0.00075872i,-0.00030305-7.3436e-05i,0.00049643+0.0003399i,0.00048289+0.00068416i,-0.00036724+0.0001969i,-7.7785e-05+0.00049732i,0.00015665+0.0007381i,4.7873e-05+0.00030123i,0.00017137-3.9094e-06i,0.00046056+0.0003834i,-0.00022329+0.00013857i,-0.00044331-0.00043304i
-0.00093098-0.0015445i,-0.0014489-0.0014995i,-0.0016115-0.0023464i,-0.0022411-0.0020038i,-0.0022652+2.9245e-06i,-0.00095382+0.0011357i,0.00034655+0.00049868i,0.00022233-0.00054422i,-6.1202e-05-0.00042813i,9.8509e-06+0.00078142i,-0.00017404+0.0012048i,0.00029329+0.00030123i,0.00089499+7.913e-05i,0.00066046+0.0011744i,3.8538e-05+0.0011048i,4.485e-06+0.00049553i,0.00045785+0.00033787i,-6.1197e-05+0.00031427i,-0.00063256+0.00053777i,-0.00052494-0.0002561i,-0.00037785-0.0015241i,-8.4912e-05-0.0014182i,-0.00080215-0.00034099i
-0.0025557+0.00068722i,-0.0015746+0.0019124i,-0.00039163+0.0032241i,0.0013331+0.0024543i,0.0025114+0.0012018i,0.0028252+0.00017395i,0.0019663-4.2234e-05i,0.00072992-0.00018851i,1.863e-06+9.1366e-05i,-0.0003266+0.0008436i,-0.00027168+0.00097403i,9.8804e-05+0.00087337i,0.00048628+0.00019344i,0.00062283+3.2333e-05i,0.0006847+0.00022544i,0.00025905-0.00034799i,-0.00021711-8.8251e-05i,-0.0004344+0.00045942i,-0.00068304+1.9577e-05i,-3.8898e-05-0.00045863i,0.0010295-0.00046461i,0.0010287-2.0269e-05i,0.00077326-0.00015314i
0.0020546-0.00025414i,0.0013604-5.3466e-05i,0.00060345+0.00029422i,-0.00096217-0.00033817i,-0.00064032-0.00048514i,6.2511e-05+0.00015783i,0.00029907+6.2706e-05i,0.00039918+6.0381e-05i,0.0003239+0.00056013i,-2.7273e-06+0.00016879i,-0.00010494-0.0001947i,0.00010945+0.0003882i,-0.00026496+0.00028066i,-0.0003132-0.00050433i,0.00026011-0.00073405i,0.00038833+0.00037001i,0.00015131+0.00087327i,0.00020025+0.00078458i,0.00047405+0.0014088i,0.0003287+0.0010964i,0.00082624-9.4102e-05i,0.0013373-0.00067313i,0.000642-0.00032596i
0.0022303+0.0003015i,0.0018576+0.00050499i,0.0025373+0.00014618i,0.0022318-0.00026097i,0.00090886-0.00064001i,4.119e-05-0.00067925i,2.5505e-05-0.0011606i,3.3799e-05-0.0015901i,-3.8657e-05-0.0013065i,-0.00037926-0.0010281i,-0.00030388-0.0010519i,-0.0002214-0.00054884i,-0.00064614-8.1218e-05i,-0.00059409+4.4827e-06i,-0.00044979+9.9041e-05i,-5.2148e-05+0.00036592i,-0.00054728+0.00015353i,-0.00029426-0.00045159i,0.001106-0.00020053i,0.0014376+0.00053923i,0.00066795+0.00094279i,-0.00056159+0.0006243i,-0.00083787+0.00071619i
0.0017722-0.00075156i,0.0020865+5.3915e-05i,0.0012707-0.0005697i,-0.00015623-5.5137e-05i,-0.0011666+0.001264i,-0.00067598+0.00018553i,0.00021143-0.0010308i,0.00016895-0.00061436i,-0.000249+0.00015591i,-3.8166e-05+0.00071367i,0.00045554+0.0011186i,-9.2092e-05+0.0013487i,-0.00099597+0.00051744i,-0.00051772+3.5802e-05i,-0.0005534+0.00030634i,9.7266e-05+0.00021379i,0.00091382+0.00010343i,9.4827e-05+0.00076625i,-0.00057655+0.0010668i,-0.000106+0.00011151i,0.00048073-0.00034076i,0.00023184-0.00027297i,-0.00046775-0.00022452i
0.0023987-0.00098316i,0.0017541-0.0011052i,-0.0001085-0.0014876i,-0.0010052-0.0016741i,-0.00060254-0.00092758i,6.2397e-05-0.00023988i,0.00088269-0.0008007i,0.00090642-0.00090747i,-3.1261e-06-6.9679e-05i,-0.00042348+0.00074719i,-5.127e-05+0.0011891i,-0.00026488+0.00085848i,-0.00070666+0.0004073i,-0.00080087+0.00020971i,-0.00098534-2.2456e-06i,-0.00014799+0.00065608i,0.0006771+0.00091604i,0.00070545+6.9876e-05i,0.00025562+0.000137i,-0.00048547+0.00075289i,-0.00040658+0.00057881i,-0.00015346-0.00034838i,-0.00019034-0.0004996i
-7.1235e-05-0.0012353i,-0.00041498-0.0017101i,-0.00076112-0.0014841i,3.0303e-05+1.6889e-05i,0.00075193+0.0019566i,0.0013527+0.001844i,0.0015064+0.00073342i,0.00024948+0.00013843i,-0.00029042-0.00030241i,7.5688e-05-0.0003045i,0.00034208+0.00015845i,-1.311e-05-8.8056e-05i,-0.00055813-0.00043738i,-0.00064224+0.00025579i,-0.00074892+0.00061653i,-0.00064324+0.00039106i,-4.2216e-05+0.00056139i,-0.00041644+0.00060691i,-2.453e-05+0.00012307i,0.00090103-0.00029001i,0.00049231-0.00024369i,-0.0002468-0.00018877i,-0.00078438-0.0001449i
-0.0015873-0.00057585i,-0.0010097-4.4305e-05i,-0.00062324+0.0005665i,0.00023636+0.0012181i,0.00077983+0.0015764i,0.0011803+0.0014506i,0.00097742+0.0011387i,0.00042825-0.00020838i,-0.00045696-0.0010153i,-0.00078202-0.00048478i,-0.00061187+0.00029051i,-0.00063409+0.00091145i,-0.00089049+0.00063854i,-0.00086155-0.00055407i,-0.00094237-0.00093767i,-0.00040456-0.00029016i,-6.8179e-05+0.00018019i,-0.00074217+0.00069275i,-0.00055998+0.00067306i,-0.00014051+0.00078215i,-0.00036249+0.0010072i,1.3717e-05+8.7832e-05i,0.00048853-2.7297e-05i
-0.0003488-0.00025864i,-0.00013587-0.00077194i,-0.00038975-0.0014335i,-0.00071743-0.0003916i,-0.00069167+0.00029776i,2.6801e-05+0.00019489i,0.00088866+0.00013336i,0.00096605-6.6371e-05i,0.00076927-0.00014018i,0.00020628-0.00045397i,-0.00030254-0.00021767i,-0.00035377+0.00028869i,-0.00046639-7.9731e-05i,-0.00013705+9.0626e-05i,0.00043113+8.5311e-05i,0.00050363-0.00021473i,2.2877e-06+0.00060103i,-0.00012915+0.0015791i,8.1275e-06+0.00085033i,-9.2512e-05+0.0001349i,-4.0482e-05+0.00026226i,0.00046845-0.0001526i,-0.00036152+3.889e-06i
-0.00165+0.00010884i,-0.0012464+4.2369e-05i,-0.0018354+0.00058533i,-0.0016012+0.001541i,-0.00050375+0.0017154i,9.6064e-05+0.00095761i,0.00027764+9.7566e-05i,-4.7179e-05+0.00055148i,-0.00090658+0.00078684i,-0.00075859+0.00023497i,0.00018698+0.00066413i,0.00034809+0.0013542i,-0.00012716+0.00098461i,-0.0002842+0.00016845i,-0.00057633-0.00050318i,-0.0009654-0.0002528i,-0.00059544+0.00060334i,-3.2471e-06+0.00068817i,0.00022258+0.00046306i,0.00093298+9.8333e-05i,0.00067273-0.0003075i,8.5201e-05-0.00022523i,0.00066652-0.00019968i
0.00079404-0.0010382i,0.0012961-0.0012492i,0.00050241-0.00039975i,-0.00052267-0.00032632i,-0.00013159+0.00060407i,0.00051373+0.0018043i,0.00076402+0.0011525i,0.00013746-0.00012213i,-0.00082066-0.000208i,-0.00079783+8.4951e-05i,-0.00039139+0.00065136i,-0.00067633+0.00021732i,-0.00054976-3.155e-05i,-0.00020408+0.0004262i,-0.00080494+0.00057181i,-0.00086475+0.00026238i,-0.00018793+0.00040776i,0.00016233+0.00074664i,0.00016307+0.00055124i,0.00038028+0.00096132i,-0.00010122+0.00053529i,1.6232e-05-0.00062301i,1.258e-05-0.00065277i
-0.00084206-0.00029389i,-0.001278+9.0364e-06i,-0.0016993+0.00020057i,-0.0010154+0.00092563i,0.00024069+0.00098033i,0.00094771+0.00025187i,0.0010485+0.00011898i,0.00058627-0.00077504i,0.00014911-0.0014704i,-0.0002717-0.00075003i,-0.0001927-3.0549e-05i,0.00016298-0.00030961i,-0.00036972-0.00086042i,-0.0001938-0.00055043i,-0.00017736+5.0741e-05i,-0.00052386+3.9149e-05i,-0.00079584+0.00056008i,-0.00058113+0.00099045i,0.00046805+0.00054553i,0.00095074+0.00068258i,0.00016172+0.00073852i,7.2555e-05-0.00026482i,0.00014773-0.00036219i
2.9455e-05+0.0031907i,0.0011521+0.0026503i,0.0027449+0.0024678i,0.0025411+0.0022397i,0.001796+0.0015374i,0.0017954+0.00071433i,0.0011377-0.00013973i,0.00010209-0.00072617i,-0.00030177-0.00038535i,0.0001191+0.00016875i,0.00041049-0.00023826i,0.00044217-0.00087898i,2.6022e-05-0.0010225i,-0.00034187-0.00096697i,-0.00064339-0.00085922i,-0.00085579-0.00023082i,-0.0012048+0.00055025i,-0.0014299+0.00028704i,-0.0014249-0.0006518i,-0.0013194-0.00036926i,-0.00028646-9.8164e-05i,0.00013587-0.00017608i,-0.00056779-0.00039868i
-0.0013253-0.0011756i,-0.00088979-0.0012236i,-0.0015187-0.00030201i,-0.0013671+0.0003262i,-0.00053142+0.00068417i,0.00033859+0.00044611i,0.0010287-0.00053291i,0.00028744-0.00095578i,-0.00068339-0.00046578i,-0.00066263+0.00032337i,-1.8601e-05+0.00051057i,0.00094763+0.000492i,0.0011489-9.532e-05i,0.00054172-0.00042377i,-0.00019192-4.6154e-05i,-0.00063564-0.00032382i,-0.00057626-9.3468e-05i,6.9201e-05+0.00037519i,0.00081306+0.00054908i,0.00049581+0.00046793i,8.2572e-05+0.00036645i,-0.00013505+0.00039199i,-0.00033962+0.0001178i
-0.00099636+0.00096173i,-0.00080132+0.00094486i,-0.00099383+0.0017438i,0.00059934+0.0011479i,0.0020731+0.0006861i,0.0020732+1.2528e-05i,0.0014687-0.00063321i,0.00026135-0.00065432i,-0.00056719-0.0001249i,0.00010576+0.00018874i,0.00083194+0.0006151i,0.00049294+8.1717e-06i,-0.00044798-0.00098491i,-0.0006513-0.0010106i,9.6662e-05-0.00022009i,0.00030218+0.00027683i,0.00027923+0.00010969i,0.00060548+6.9138e-05i,0.00033615+0.00058154i,-2.9843e-05+0.001009i,4.5754e-05+0.0011303i,-0.0003267+0.00047277i,-3.0614e-05+0.00019483i
-2.6216e-05-0.0002865i,-0.00014761-0.00068397i,-0.00085168-0.00055938i,-0.00067392+0.00029349i,-0.00011694+0.00057549i,0.00075451+0.00025136i,0.00084528+0.0002217i,4.6457e-05-2.3695e-05i,-0.00068888+0.00048292i,-0.00063464+0.0010882i,2.1593e-05+0.00028714i,0.00060918-0.00080019i,2.1812e-05-0.00087655i,-0.00065202-0.00029553i,-0.00078597+3.3883e-05i,-0.00051598-9.7474e-05i,-0.00038859-0.00032775i,-0.00077707-0.00026148i,-0.00023896-0.0002158i,0.00041394-0.00047181i,6.0075e-05-0.00047479i,0.00037782-0.00048594i,0.0011471-0.00010405i
0.0010133+0.0020633i,0.00063649+0.0016088i,-0.00013633+0.00048254i,0.00078077+0.0010711i,0.0017036+0.0014931i,0.0013288+0.0003683i,0.0012317-0.00025771i,0.0010434-0.00018317i,0.00060539+0.0002104i,9.4058e-05+0.00057394i,-0.00021515+0.000464i,-0.00024614+0.00042853i,-0.00045381+0.00052043i,-0.00015951+0.00070088i,0.00023507+0.00090121i,0.00032878+0.00046733i,0.00052393-0.0004286i,0.000642-0.0003524i,0.00056542-0.00011881i,0.00051779-5.2898e-06i,-4.5709e-05+0.00034938i,-0.00051511-0.0005074i,-0.00041469-0.0014769i
-0.0028879-0.0003362i,-0.0025437-0.00036751i,-0.002214+0.00081589i,-0.0012926+0.0013468i,0.0012889+0.0017979i,0.0027575+0.0015532i,0.0024351+0.00078878i,0.0013289+0.00091856i,-6.8754e-05+0.001024i,-0.0003501+0.00075975i,-4.654e-07+0.00029709i,0.00033752-0.00075648i,0.00022263-0.0010759i,-0.00053398-0.00017914i,-0.00049227+0.00065682i,-0.00052524-6.5109e-05i,-0.0012998-0.00079762i,-0.00092977-0.00013559i,-0.00014669+0.00011733i,-0.00023144-0.00026271i,-9.9323e-05-0.000141i,0.00054977+1.7257e-05i,0.00047152-0.00026389i
0.00030485+0.0033055i,0.0011081+0.0032842i,0.0024889+0.0038796i,0.0029244+0.0025323i,0.0027127+0.00031258i,0.0025533-0.00059334i,0.0016804-0.00063874i,-0.00018942-0.00010552i,-0.001509+0.00017607i,-0.00087168-0.00027172i,4.4604e-05-0.0003612i,0.00025837-0.00045238i,0.0002202-0.00055517i,-0.00022661-7.1935e-05i,-0.00024766+0.0001023i,-3.68e-05-0.00024422i,-7.113e-05+0.00019496i,-0.00045811+0.0008861i,-0.00070863+0.00074026i,0.00030125+4.5995e-06i,0.0011065-0.00019496i,0.00079436+4.4188e-05i,0.00016019+0.00020083i
-0.0010718-0.0003954i,0.00043195-8.6001e-05i,0.00093381-0.00053625i,0.00030309-0.00018549i,0.00023051+0.00046515i,0.00082034+0.00044163i,0.0011609+0.00039725i,0.00039121+0.00051149i,0.00040899+0.00088185i,0.0005283+0.00088253i,0.00013842+0.00045307i,0.00013764+0.00047584i,-0.00036877+0.00013505i,-0.00027644-7.01e-05i,0.00029329-0.00039606i,0.00010245-7.528e-05i,-0.00045205+0.00047212i,-0.00075631+0.0012931i,-0.0010311+0.0015809i,-0.00069272+0.00026813i,0.00053215-0.00074094i,0.00044012-0.00043874i,-0.00061853-0.00030783i
-0.00046269-5.0053e-05i,-0.00012609+0.00022784i,-0.000187+0.0004877i,-0.00021941+0.0016094i,-4.2678e-05+0.002248i,0.00032291+0.0013018i,0.00089595-0.00037603i,7.741e-05-0.0011408i,-0.00087606-0.00023076i,-0.00070348+0.00010476i,0.00019874+0.00013571i,0.00033959-8.028e-05i,-0.00026065-0.00044811i,-0.00078587-0.00017543i,-0.00059329-4.7216e-05i,0.00064474+0.00028003i,0.00099244+0.00084523i,-0.00010518+0.00070722i,-0.00082649-4.4764e-05i,-0.000513-0.0001579i,3.5211e-06+7.8521e-05i,0.00051527-4.5534e-05i,0.00089356-0.00039262i
0.00011036+1.2487e-05i,-0.00033182-0.00068757i,-0.00010635-0.00058886i,-0.00063262+0.00016837i,-0.00042361+0.00094724i,0.0009144+0.0010602i,0.0013326-4.298e-06i,0.0010857-0.00058593i,0.00024835-0.00054298i,-0.00023426-0.00022349i,-0.00012271-0.00028315i,0.00049302-0.00094466i,0.00086521-0.0011581i,-0.00039381-0.00059334i,-0.0011536-0.00015093i,-0.00064034-9.8456e-06i,-0.00025617+0.00075769i,0.00011005+0.0009512i,0.00034794+8.0616e-06i,0.00019027-3.1472e-05i,0.00021225+0.00015422i,-0.0002837+2.3078e-05i,0.00020142-0.00013854i
0.00026371-0.0005713i,0.00043315+0.00061003i,-0.00014923+0.00077787i,-0.00036486+0.00070355i,-5.2618e-05+0.00085006i,8.304e-05+0.00075694i,-0.0001919-0.00017447i,-0.00027706-0.00083978i,-0.00041835-0.00044055i,-0.00080731+0.00019041i,-0.0011257-0.00046218i,-0.00059522-0.00067967i,9.8832e-05-0.00022951i,7.4517e-05-0.00016178i,-0.00019785+0.00011512i,-0.00033469+0.00072538i,-0.00024877+0.0013973i,-0.0003108+0.0015658i,-0.00039814+0.00050041i,0.00037013-0.00056418i,0.00082323-0.00022159i,0.00036812+0.00063839i,0.00031913+5.8741e-05i
0.0015691+0.0010564i,0.00073539+0.0016059i,-9.4682e-05+0.00063675i,0.00032013-0.00026045i,0.00064485-0.00035811i,0.0008284-0.00089959i,0.00097418-0.00059366i,-0.0005445-4.5627e-05i,-0.0011072-0.00022249i,-0.0002429+0.00011096i,-0.0001536+0.00041953i,-0.00015199+9.179e-05i,-0.00072699-0.00041704i,-0.0017004-0.00044904i,-0.001517+0.0005935i,-0.00078307+0.0014487i,-0.00043622+0.00080135i,-0.00044891+0.00023154i,0.00055246+0.00024739i,0.0005344+0.00022965i,-1.2709e-05+5.7439e-05i,0.00036636-0.00020559i,0.00019739-0.00039908i
0.00074509-0.00071982i,0.0012256-7.3363e-05i,0.0014268-0.00080287i,0.00094811-0.0011276i,-0.00010968-0.00041543i,-0.00088936+0.00029886i,-0.00011878+0.00051989i,0.00044197+0.00019279i,0.0005354+0.00097454i,0.000901+0.00057734i,0.0010781-0.00010633i,0.00038484+0.00057955i,-0.00045295+0.000168i,-0.0006609-0.00027973i,-0.00029876-0.00029416i,-0.00013314-0.00019364i,-0.00085556+0.00059854i,-0.00067689+0.0017353i,1.3332e-05+0.00159i,-0.0004775+0.00053478i,2.9979e-05-0.00024381i,0.0008704-0.00064726i,0.00015965-0.00088234i
0.0007316-0.00028143i,0.00013761-2.5134e-05i,-0.00023855-0.00016288i,0.00014601-0.00068158i,0.00098746+5.3807e-05i,0.0021163+0.0010991i,0.001464+0.00091425i,0.00061483+0.00034277i,0.00026116+0.00019725i,0.00016295+0.00092347i,-0.00020514+0.00053805i,-0.000909-0.00030983i,-0.00085626-0.00077838i,-2.7764e-05+2.7376e-05i,0.00054355+0.00076928i,0.00019673+0.0006195i,-0.00068375+0.00052739i,-0.00085679+0.0001434i,-0.00017798+0.00025265i,7.5591e-05+0.00017161i,-0.00062636+0.00011623i,-4.5919e-05-7.0126e-05i,0.00023696-0.00017037i
0.00033106-0.00070505i,0.00029284+0.00060108i,0.00055787+0.0015632i,0.0010587+0.0020035i,0.001392+0.0022386i,0.0017042+0.0014847i,0.0013489+0.00056885i,0.00042592+0.0009239i,-0.00038539+0.0016224i,-0.00092634+0.0008319i,-0.00043311-1.9028e-05i,-0.00044109-0.00050211i,-0.0011643-0.0011222i,-0.00086205-0.00099923i,-0.00077823-0.00029983i,-0.00060995-0.00013443i,-0.00010096+0.00021637i,6.7023e-05+0.0010042i,-0.00044542+0.00095921i,-0.00049072+0.00032622i,0.0003549-0.00063979i,0.00049188-0.0010669i,-0.00043149-0.00067268i
0.00031777-0.0008163i,0.00050377-0.00075812i,0.00044311-0.00079825i,1.4178e-05-0.0003376i,0.00015194-0.00031106i,4.3172e-05-0.00049087i,0.00027859-0.00028376i,-0.0002503-0.00011465i,-0.0007356+0.00053743i,-0.00052728+0.00095396i,-0.0004666+0.00023806i,-0.000968-0.0005441i,-0.0013986-0.00014598i,-0.0012634+0.00021956i,-0.00047117-0.00060993i,9.806e-05-0.00042939i,1.9023e-05+0.00096119i,-2.3947e-05+0.0011817i,-0.00038887-0.00020039i,-0.00052637-0.00080863i,-0.00024437-0.00030901i,-0.00046296-0.00029481i,-0.00026127-2.3563e-05i
-0.002152-0.00061377i,-0.0013006-0.00059495i,-0.0017963+0.00044082i,-0.0012174+0.001243i,-1.4137e-05+0.002353i,0.00085265+0.0025504i,0.00083067+0.0016293i,8.2715e-05+0.00078091i,-0.00052296+0.00053547i,-0.00029902+0.00099108i,0.00052989+0.00031554i,0.00069088-0.00084877i,9.8886e-05-0.00032779i,-0.00064726+0.00043191i,-0.00087113+0.00024357i,-0.00053087-0.00014339i,-0.00018602+0.00023878i,-0.00043492+0.00059363i,-0.0008056+0.00051522i,-0.0006683+0.00073907i,-0.00051648+0.00058513i,-0.0007519-0.00019142i,0.00026624-0.00064695i
