0.000374+0.00034737i,0.00053064+0.00028064i,0.00032336-0.00026226i,-0.00035839-0.0008752i,-0.0011478-0.00064232i,-0.0016052+0.00031269i,-0.00070029+0.0013325i,0.0012198+0.0024655i,0.0022542+0.0023013i,0.0016518+0.0014505i,9.8029e-05+0.00097788i,-0.00014328+0.00059776i,-0.00019662+0.00061173i,-0.0010839+3.8789e-05i,-0.00096602-0.00058426i,-0.00028389-0.00021092i,0.00062632+0.00026582i,0.00061735+0.00052361i,6.2857e-05-7.876e-05i,-0.00039064-0.0013748i,-0.00057138-0.0016627i,-0.00020515-0.00089203i,0.00038184-0.00057849i
-0.0022268-0.00057952i,-0.00056915-0.0010373i,-9.2177e-05-0.00010593i,0.00022901+0.00044994i,0.00053638+0.00058478i,0.00099482+0.00066913i,0.00044405+0.00010085i,-0.0005453+0.00078827i,1.2603e-05+0.0021954i,0.00071033+0.0015413i,-4.7999e-05+0.00048309i,-5.5209e-05+0.00060889i,0.0006708+3.3194e-05i,0.00015496-0.00057474i,-0.00053459-0.00076666i,-0.0009467-0.00042734i,-0.00082042+7.4967e-05i,-8.1822e-05-0.00023257i,-0.00028347-0.00059653i,-0.00017626-0.00022241i,0.00065837+0.00015716i,0.001107-6.7289e-05i,0.00076715-0.00048424i
0.00041018+0.00028729i,0.00024119+0.00029496i,0.00032809-0.0004749i,8.9515e-05-0.00053105i,0.00052089-0.00078644i,0.00022622-0.00048285i,-0.00033028+0.00062328i,-9.4486e-05+0.001435i,0.0010537+0.001829i,0.00096455+0.0011907i,-0.00098069+2.4094e-05i,-0.0010744-0.00040109i,0.00016693-3.1907e-05i,0.0011546-0.00010856i,0.00091002-0.00030888i,6.7817e-05-9.1889e-06i,-0.00023357+0.00040213i,-0.00024164-0.00014166i,-0.00068661-0.0004726i,-0.0006941-0.00023029i,2.495e-05-0.00060546i,0.0005903-0.00033957i,0.00030305+0.00053027i
0.0017493+0.00022079i,0.0011835+0.00033421i,0.00032006-0.00031054i,-0.00082672-0.00056749i,-0.0018287-0.00089814i,-0.0025117-0.00058528i,-0.0014353+0.00063265i,0.00018494+0.0015373i,0.0018979+0.0009667i,0.0019716+0.00033511i,0.0001647+0.00043858i,-0.00052775+0.00070803i,-0.00018711+0.00065287i,-1.0214e-05+0.00049843i,-0.0006718+0.00034316i,-0.00092472-0.00043641i,-0.00023267-0.0012966i,-0.00024745-0.0010414i,-0.00055115-9.6398e-05i,-0.00025904+5.5216e-05i,0.00043788-0.00027952i,0.00029701-0.0005706i,-0.00067552-0.00016091i
0.00042762+0.00040264i,-0.00019704+0.00016904i,-0.0004299+0.00031978i,-0.0010485+0.00021693i,-0.00055019+6.009e-05i,0.00021296+3.5028e-05i,-0.0002242+0.0011009i,-6.6024e-05+0.0019028i,0.00086923+0.0015759i,0.00082309+0.00066524i,-0.00044171-0.00048813i,-0.0004652-0.00039722i,0.00089551-0.00011236i,0.00045026-0.00037052i,-0.00018988-6.8163e-06i,0.00015721+0.00037037i,-0.00033575-6.5765e-05i,-0.00070874-0.00015777i,-0.00014837-0.00022484i,0.00015372-0.00045989i,0.00047164-0.00048354i,0.00042968-1.0128e-05i,0.00023333+0.00016008i
-5.3465e-05-0.00037904i,5.9221e-05-0.00075957i,0.0008257-0.0011069i,5.0996e-05-0.0011518i,-0.00047241-0.0011316i,-0.00022766-0.00035977i,0.00013448+0.00095181i,0.00054359+0.0015732i,0.00060998+0.00085703i,0.00047959+0.00066592i,0.00044772+0.00097251i,0.00047658+0.00071978i,0.00035972+0.00058399i,0.00039848+0.00011157i,0.00055354-0.00011281i,-4.2328e-06+0.00023274i,-0.00076248+0.00025606i,-0.00032351+0.00088427i,0.00033875+0.00087993i,0.00042521-0.00034389i,2.4381e-05-0.00049815i,-0.00019425-0.00019684i,-0.00035662-0.00040816i
-0.00085436+0.0009841i,-0.00021202+0.0014553i,-2.0484e-05+0.0021559i,4.8283e-06+0.00067765i,0.0009434+0.00035309i,0.0013532+0.00078895i,0.00031098+0.00019305i,-0.00022551+0.00099753i,0.00025003+0.0023545i,0.00039133+0.0015643i,-0.00010104-0.00010861i,-0.00022273+0.00018442i,-7.5487e-05+0.00077317i,-0.0001089+0.00030676i,-0.00020265-1.6875e-05i,-0.0008392+0.00034353i,-0.00082955-2.6721e-05i,-0.00010363-0.00082498i,-0.0004522-0.0016137i,-0.00064422-0.0010292i,-0.00017021+0.00067454i,-0.00018447+0.00030772i,3.6878e-06-0.00057776i
0.0022139-0.0014022i,0.00118-0.0014586i,5.3355e-05-0.0011588i,-0.0003646-0.0011185i,-0.001197-0.00068786i,-0.0014932+7.427e-06i,-0.00078121+0.00068181i,-0.00032224+0.0012017i,-5.9943e-05+0.0014274i,0.00097413+0.0013341i,0.0012403+0.00094883i,0.00041938+0.00077154i,0.00031307+0.00032482i,0.00056146-0.00022832i,0.0003928-0.00023294i,0.0003621+0.00037743i,-0.00038338+0.00033036i,-0.00052694-0.00092493i,0.00024052-0.0017519i,0.00046971-0.0012663i,0.00028057-0.00044974i,0.00049706-0.00019674i,0.00057543-0.00050945i
0.00074611+0.0016027i,0.00087105+0.0010425i,0.001927-0.00010947i,0.0021893-0.0010777i,0.0013784-0.0014482i,0.00026567-0.0011095i,-0.00019662+0.00046917i,0.00024478+0.0016803i,0.0013921+0.0015188i,0.0015184+0.0010537i,0.00060698+0.0011151i,0.00031628+0.00091925i,-0.000264+1.9558e-05i,-0.00067434-0.00058041i,0.00018272-0.00064521i,0.00036697-0.00086863i,0.00014997-0.00054831i,-0.00025506-0.0003337i,8.521e-05-0.00014389i,0.00018687+0.00050294i,8.7689e-05+0.00026592i,-2.6651e-06+4.1975e-05i,-0.00023266+0.0009369i
-0.00027156+4.7841e-05i,-0.0004961-0.00048918i,-0.00037883-0.0011845i,-0.00078307-0.0013969i,-0.00027971-0.0015043i,8.7793e-05-0.0006168i,-0.00024815+0.00098222i,0.00014052+0.0020467i,0.00061847+0.0019085i,0.00056316+0.00078131i,0.00019668-9.1019e-05i,0.00052791-0.0002164i,0.00032948+0.00035221i,-0.00020083+0.0001782i,0.00023026-0.00019969i,0.00051519-0.0007746i,0.00026712-0.0012786i,-0.00024824-0.0011224i,-0.0006201-0.0003912i,-0.00041898+0.00054151i,-0.00014965+0.00020584i,7.0281e-05+0.00030903i,0.00010702+0.00019434i
-0.0012798+0.00065018i,0.00054752+0.00037529i,0.0012964+0.0010189i,0.0005853+0.00039097i,0.00032082-8.9678e-05i,-9.6352e-05+0.00028486i,-1.3548e-05+0.00096403i,0.00043786+0.0014088i,0.0010551+0.0016621i,0.00091963+0.0012358i,8.6986e-05+0.0006204i,-0.00094358+0.00042147i,-0.0012312+0.00015556i,-9.5558e-05-0.00013068i,0.0010277+0.00065174i,0.00083025+0.00072849i,0.00045709-0.00032776i,0.00037657-0.00021508i,0.00025797+0.00027369i,0.00010171-7.0054e-05i,0.00045427-0.00067397i,0.0013598-0.00052467i,0.0010185+6.5176e-05i
-0.0002877+0.00085876i,8.0504e-06+0.00076646i,0.00088555-0.00044391i,0.0011536-0.0013919i,0.00071485-0.00074975i,0.0008028+3.6881e-05i,0.00092706+0.00098576i,0.00021783+0.0019839i,0.00029603+0.0021438i,0.00052425+0.0015684i,-0.00018054+0.00088781i,0.00020945+0.00042949i,0.00048215-3.3702e-05i,0.00036402-0.00062703i,0.00037133-0.00097256i,0.00032091-0.00063334i,-8.9398e-05-0.00089618i,-0.00094179-0.00064227i,-0.0011189+0.00019571i,-0.00058091-0.00022685i,3.321e-05-0.00077977i,0.00062836-0.00023905i,0.00056518+5.9594e-06i
-0.00016321-0.00046527i,0.00029462-0.00093808i,-7.6786e-05-0.0011457i,-0.00048207-0.0011148i,-0.00048968-6.8918e-05i,-0.0001698+0.00045894i,-0.00060006+0.00054375i,-0.00046162+0.00089064i,0.0004496+0.001554i,0.0012845+0.0015825i,0.00093474+0.0013035i,0.00021587+0.0010911i,0.00022306+0.00075569i,0.00042983+9.147e-05i,0.00058518-0.00045195i,0.00021822-0.00016536i,-0.00032574-0.0002637i,-0.00041703-0.00058446i,0.00064086-4.2222e-05i,0.00093614+0.00020783i,0.00027753-0.00014737i,9.5263e-05+0.00013848i,0.00035447+0.00052838i
0.00062332+0.00089669i,-0.00046999+0.0010302i,-0.00023412-0.0001851i,1.0107e-05-0.00023148i,-0.00056492+0.00018837i,-0.0008868+0.00060864i,-0.00011905+0.00089353i,0.0010512+0.0013038i,0.0010359+0.0017085i,0.00030094+0.00092495i,0.00051728+0.00021318i,0.00088355+0.00035173i,0.0014545+0.00043561i,0.0015718+6.5584e-05i,0.0015608-0.00064532i,0.001051-0.00035252i,-4.2208e-05-0.00021668i,0.00020904-0.00031944i,0.00078475-0.00018381i,0.00026122-0.00026635i,-0.00030651+9.4401e-05i,0.00021123+0.00073106i,0.00088463+0.00087868i
-0.0005299-0.00030157i,-0.0013746-0.00026748i,-0.00049294-0.0011047i,0.00017727-0.0017092i,0.00077005-0.0016021i,0.00040693-0.0010786i,-0.00017192-0.00031975i,-1.719e-05+0.00087104i,0.00073072+0.0019152i,0.00086167+0.0011166i,-6.792e-05+0.0001462i,-0.00053382+0.00053228i,-0.00022601+0.00014373i,0.00015081-0.00057036i,0.00019375-0.00067587i,-0.00036886-0.00073998i,-0.00082371-0.00061077i,-0.00063204-0.00035363i,-0.00012352-0.00019153i,0.00013813-0.00023093i,0.00012491-0.00047167i,-0.0004074-4.9407e-05i,-0.00042213-1.7884e-05i
-0.00043274-0.0018741i,0.00058026-0.0020456i,0.00019972-0.0018051i,-0.00081413-0.00072328i,-0.0010066+0.00043471i,0.00026688+0.00064485i,0.00083866+0.00047435i,0.00080846+0.0013896i,0.00065244+0.0018594i,-0.00029549+0.0014218i,-0.00031752+0.0011024i,2.9621e-05+0.00081124i,0.0003059-2.1496e-05i,0.00081428-0.00044634i,0.0005489-0.0003069i,0.0001152-0.00034885i,2.4043e-05+0.000414i,-0.00056573+0.00032754i,-0.00061896-0.00070793i,9.006e-05-2.4793e-05i,0.00038076+0.00085016i,-0.00036374+0.00050358i,-0.00096711-0.00053272i
0.00064932+0.00069866i,-0.00030708-0.00050723i,-0.00025515-0.00042121i,0.00058299-0.00023688i,0.00039543-0.00088809i,0.00062818-0.00017424i,0.00097395+0.00065061i,0.0012291+0.0009011i,0.0012176+0.0008447i,0.0005265-0.00017251i,-0.00029445-6.9541e-05i,-0.00083527+0.00061407i,-0.0005919+0.00032168i,-0.00023373-0.00048612i,0.00046443-0.0011035i,0.0010554-0.0012448i,0.00097747-0.00024281i,0.00023778+0.00032362i,-0.00027896-0.00021445i,0.0001886+1.5932e-06i,0.00099173+2.9186e-05i,0.00079646+2.255e-05i,9.6744e-05+0.00032722i
-0.0002026+0.0010939i,-0.00022565+0.00056248i,4.363e-06-0.00024199i,0.00011461-0.00016045i,0.00016921+0.0002165i,9.2641e-05+0.00080388i,0.0003604+0.0017721i,0.00019107+0.002954i,0.00012642+0.0030834i,-3.1727e-05+0.0016436i,-1.8406e-05+0.0005776i,-4.2609e-05+0.00092055i,0.00010869+0.00092981i,-6.3507e-05+0.00065079i,9.6917e-05+0.0005414i,0.00051777+0.00021246i,0.00014875+0.00028279i,0.00019955+0.00014668i,0.00039781-0.00057527i,-0.00026354-0.00088122i,-0.00043327-0.0011605i,-3.1603e-05-0.0010809i,0.00039023-2.8505e-05i
-0.00184+4.534e-05i,-0.0016791-0.00012696i,-0.00058524-0.00058872i,3.7468e-05-0.0010616i,0.00022315-0.00060476i,-0.00019887+0.00031418i,-0.00032842+0.00057265i,0.00047748+9.73e-05i,0.0006577+0.00053519i,0.00080505+0.00048886i,0.0010653+0.00054617i,0.00083112+0.0008845i,0.0001753-8.7101e-05i,-0.00055392-0.0005135i,-0.00061424+0.00022921i,-0.00025359+0.00057976i,0.00054973+0.0001721i,0.0016948+6.8273e-05i,0.0022462+0.00024129i,0.0009819-2.0085e-05i,-0.00035462-0.00016268i,-0.00049405+0.00012614i,-0.00026572-0.00058218i
-0.0019765+0.00085018i,-0.0010338-0.00020638i,-0.0001201+0.00035502i,-0.00024365+0.00033931i,-0.00040025-0.0002787i,0.00024075-0.00036938i,0.00059381+0.00088986i,0.0011726+0.0018891i,0.0017854+0.0019837i,0.0012927+0.00081926i,-0.00013697-0.00036345i,-0.0011146+5.4576e-05i,-0.00079064+0.00077051i,-0.00023144+0.001043i,0.00010193+0.00074008i,-0.00029146+0.00012161i,0.00027981-0.00030118i,0.00085011-0.00030218i,0.00036498-4.3747e-05i,0.00024658+0.00033066i,0.00065117+0.00062237i,0.00022255+0.0006817i,-2.8588e-05+3.3254e-05i
0.00079486+0.00011513i,0.0010213-0.00018444i,0.0012287-0.00069767i,0.00080459-0.0006182i,0.0010595-0.00047943i,0.0008839+0.00030519i,0.00051634+0.00088467i,0.00052772+0.001011i,0.00083113+0.00086038i,0.000617+0.00014571i,-3.4779e-05+0.00030214i,-0.00027476+0.00030967i,-0.00038161-0.00038498i,-2.619e-05-0.00036071i,0.00051963-0.00064211i,0.00073943-0.0011972i,0.00044339-0.00028872i,-5.6423e-05+0.00020953i,0.00010403+8.5236e-05i,-0.00018507+0.00080914i,-6.3873e-05+0.0010566i,9.842e-05+0.0006479i,6.8806e-06+0.00058718i
-0.0010816-0.0022344i,-0.00077913-0.0027914i,-0.00043634-0.0026814i,-0.0012172-0.0011298i,-0.0012611+0.00052929i,-0.0001416+0.00044328i,-0.00028455+0.0003425i,-0.00026532+0.00059501i,-8.5075e-05+0.0009617i,-0.00058585+0.00084806i,-0.0008645+0.00042349i,-0.00072149+0.00066946i,-0.00056396+6.5256e-05i,9.2783e-06-0.0012318i,0.00030734-0.0017755i,2.4274e-05-0.0013057i,-0.00015169-0.0002965i,-0.00016592+0.00051297i,-0.00018367+0.00041023i,6.1833e-05+6.7385e-05i,0.00047614+0.00028441i,0.00063656-0.00028512i,4.73e-05-0.00094004i
0.0011027+0.0010077i,0.00079655+0.00045413i,0.0009029-0.00015028i,0.0012405+0.0004773i,0.0018546+0.0012299i,0.0012458+0.001496i,-0.00021789+0.0016538i,-0.00078268+0.0013106i,-0.00069158+0.00072673i,-0.00032145-0.00011227i,-0.00010386+0.000145i,-9.4404e-05+0.0016402i,-4.5425e-05+0.0017227i,-2.2441e-05+0.00030332i,-0.00023212-0.00041014i,-5.6675e-05-0.00073868i,6.3151e-05-0.00072692i,-0.00051765+0.00026572i,-0.00071694+0.00036875i,-0.0006771-0.00034208i,-0.00045318-0.00012214i,0.00053589+0.00060615i,0.00048534+0.00075791i
-0.00044636+0.0016744i,-0.00055461+0.00034894i,-0.00052235-0.00059399i,-0.00041376-0.00083466i,-0.00011593-0.00045589i,0.00033586-0.00022916i,2.1355e-05+0.00025133i,-0.00025065+0.0013442i,0.00020222+0.0020994i,0.00058976+0.0016256i,8.8217e-05+0.0011762i,-8.2361e-05+0.00094461i,0.00091301+0.00031973i,0.0010871+7.6121e-05i,0.00017449+0.00032771i,-4.035e-05+0.00067018i,0.00027342+0.00048644i,5.025e-05-0.00052953i,-0.00065262-0.00063805i,-0.0003796-0.00015411i,2.8999e-05+6.0074e-05i,0.00032883+0.00041779i,0.00087024+0.00035301i
-0.0023521+0.0038887i,-0.002172+0.0011029i,-0.0010591+0.00035574i,-0.00066962+3.4608e-05i,-0.00057047-2.4906e-05i,2.1289e-05+9.7676e-05i,-2.4569e-05+0.00078144i,-3.8121e-05+0.0014633i,0.0001831+0.0017148i,-0.00049164+0.00082225i,-0.00065574+0.0010195i,0.00010374+0.0014896i,0.00064706+0.00039886i,0.00059446-0.00086983i,0.00013603-0.00069921i,-0.00029381-0.00028033i,3.2177e-05-0.0008356i,0.001099-0.0011922i,0.0015864-0.0014533i,0.00082462-0.0010579i,-0.00045369-0.00015712i,-0.00077094-0.00025775i,-0.00030047-0.00044967i
0.00041724-0.0011628i,-0.0002537-0.0014699i,-0.00091817-0.001834i,-0.00081825-0.0016023i,-0.0009494-0.0003344i,-0.00041845+0.00090833i,0.00054516+0.0011101i,0.001506+0.0013115i,0.0019027+0.0021407i,0.0010374+0.0016969i,-0.00029362+0.00059399i,-0.00012945+0.00036741i,0.00097389+0.00066979i,0.00069827+0.00048237i,-0.00044579-0.00042414i,-0.00041522-0.0011061i,-0.00014852-0.0010933i,0.00029479+5.4506e-05i,0.00022623+0.00024001i,-0.000497-0.00044757i,-0.00064859-0.00034794i,7.1264e-05-0.00016527i,0.0005275-0.00029315i
0.00059769-0.00090334i,0.0010227-0.00062581i,0.001773-0.00036022i,0.0016507-0.00038728i,0.00080284-0.00052105i,0.00023134+0.00026282i,-0.00034928+0.0016494i,-0.00049139+0.0019634i,0.00066177+0.0010803i,0.00065181+0.00044826i,-3.78e-05+0.00062139i,-0.00065652+0.0017022i,-0.0010141+0.0014329i,-0.0011633+0.00020361i,-0.00069051+9.302e-05i,-0.00014126+0.00025769i,8.385e-06-9.0824e-05i,-0.00018096+4.3648e-06i,-0.00057153+0.0004711i,-0.00015769+7.4179e-05i,0.00066388-0.00035843i,0.00095814-0.0004219i,0.0007545-0.00044591i
0.00013516-0.0015646i,0.00034054-0.0012877i,0.0001448-0.00095126i,0.00045002-0.0013005i,0.0006586-0.0011493i,-1.5161e-05-0.00012088i,-0.00027972+0.00095737i,0.00051703+0.0013645i,0.00073351+0.0011895i,0.00018706+0.0010284i,-0.00048325+0.00098867i,-0.00030859+0.00054878i,-3.1062e-05+0.00011821i,-0.00037781-0.00056155i,-0.00019017-0.001097i,-5.6477e-05-0.00052605i,0.00034227-0.00035606i,0.0008001-0.0012908i,0.00061272-0.0012018i,0.00034854-0.00082279i,0.00031638-0.00073794i,0.00046265-0.00096126i,0.00024804-0.00051678i
-0.00099555-0.00062098i,-0.00078506-0.0008185i,-0.00083254+0.0003742i,-0.00034072+0.00027389i,0.00123-0.0010252i,0.0019645-0.0011007i,0.0012117-0.00017041i,0.00077643+0.00056346i,0.00094973+0.0015602i,0.00061224+0.0022634i,0.00075311+0.0018308i,0.00077467+0.0015701i,0.00023094+0.0012815i,0.00046154+0.00048564i,0.00084632-0.00012824i,0.00062102-0.00037681i,-9.1901e-05-0.00040111i,2.0957e-05-0.0014899i,0.00022568-0.00089683i,-0.00026552+0.00055361i,-0.00046788+6.6454e-05i,6.4431e-05-0.00020348i,0.00039881-2.4247e-05i
0.00014472+0.0005637i,1.5383e-05-0.0010138i,-0.0007151-0.00085252i,-0.00056719+0.0004321i,-0.00016236+0.0004934i,-0.00028589-0.00031794i,6.0435e-05-0.00014951i,0.00047153+0.00067503i,0.000288+0.0017085i,6.0565e-05+0.0017206i,0.00014591+0.0003582i,-0.0002261-7.2007e-05i,-5.5966e-05+0.00027704i,-6.0145e-05-0.00069824i,-0.00064797-0.00084199i,-0.0011516+0.00012432i,-0.0010054+0.00069741i,-0.00038721+0.00072769i,-0.00053506+0.00044764i,-0.00065518-0.00034604i,-0.00033437-0.00035069i,0.00013748-7.2435e-05i,0.00068253-0.00043318i
-0.00083046-6.1823e-05i,-0.00029606-0.00032626i,-0.00069165-0.0015823i,-0.00094807-0.0019896i,-0.00010446-0.00092594i,0.00057272-0.00019016i,0.00018169+0.00080989i,0.00016481+0.0017252i,0.00026571+0.0020654i,-0.00033998+0.00093711i,-0.00098131-3.3969e-06i,-0.00080357+0.00010872i,-0.00053483+0.00048076i,-0.00027514+0.00014867i,0.00029688+5.4544e-05i,0.00064361+0.00040132i,0.00071018-4.6173e-05i,0.00032334-0.0004521i,0.00029757-0.00045024i,0.0010289-6.5968e-05i,0.0012733-6.1559e-05i,0.00067849-0.00051906i,-1.18e-05-0.0011005i
0.0018801-0.00012538i,0.0020669-0.00051191i,0.0016558-0.0014405i,0.00061575-0.0018148i,-9.3735e-05-0.00078666i,-0.00048261+0.00093375i,-0.00019489+0.0021698i,0.00022591+0.0029635i,0.00036962+0.0024876i,0.001039+0.0012549i,0.00057867+0.00066633i,0.00041014+0.00099251i,0.0010088+0.00072921i,0.00061977-5.2376e-05i,0.00021395-0.00064534i,-8.72e-05-0.00095372i,-0.00073354-0.0010753i,-0.00035459-0.00078082i,0.00072939-0.00061089i,0.00071566-0.00056009i,0.00019839-0.0011424i,-0.00020446-0.00045299i,-0.00075412+0.00035888i
0.00026731-0.0014166i,0.00078186-0.0011605i,0.0013022-0.0023449i,0.00060235-0.0026895i,-0.00029143-0.0016359i,-3.0978e-05-0.0015485i,0.00076733-0.00062624i,0.00065311+0.0012192i,0.00081364+0.0017266i,0.00099495+0.0010053i,0.00059157+0.00064178i,0.00014628+0.00018597i,0.00021152-0.00071851i,0.00037172-0.0002656i,0.00025476+0.00051748i,0.00033971+0.00029087i,0.0002646-0.00017598i,0.00015379+4.6369e-05i,-0.00035043-2.7849e-05i,-0.00094654-0.00051665i,-0.00075539+0.00016617i,-0.00031582+0.00047147i,2.9734e-05+6.1461e-05i
0.0010309+0.0011085i,0.0010352+0.0010297i,0.0010699+0.0013977i,0.0010093+0.0012415i,0.0012755+0.0002179i,0.00040307+0.0001722i,-0.00080342+0.0015218i,-0.00039325+0.0017651i,0.00086802+0.00042954i,0.0017347-4.5423e-05i,0.00075496+0.00056865i,-0.0012481+0.0013706i,-0.0013442+0.00035473i,2.5237e-05-0.0012273i,0.00077636-0.0012976i,0.00055723-0.00029607i,-0.00010422+0.00029314i,-0.00032866-0.00018957i,-0.00015348-6.2552e-05i,-0.00023987+0.00063456i,-0.00027701+0.00068285i,0.00027619-6.3824e-05i,0.00058146-0.00088881i
0.00027523-0.00020146i,-0.00083959-0.00036712i,-0.0012454-0.001181i,-0.0011885-0.0016106i,-0.00097806-0.0013297i,-0.0011926-0.00074078i,-0.0011941-8.513e-05i,-0.00083606+0.0013432i,-0.00037464+0.0017923i,-0.00041627+0.00057303i,-0.00088517-0.00040006i,-0.00079185+0.00026913i,-0.00031946+0.00042752i,0.00012731-0.0003648i,9.5035e-05-0.00072434i,-3.5791e-05-0.00038697i,-0.00012083-0.00011929i,9.6557e-07-0.00015086i,-0.00045899-7.3968e-06i,-0.00052514+0.00011572i,-0.00038324-2.5208e-05i,-0.00038951+0.00013143i,0.00024822+9.9128e-05i
0.00028254-0.00019907i,5.5415e-05-0.00035217i,-0.0010734-8.5278e-05i,-0.0012262-9.5914e-05i,0.00022497-1.6463e-05i,0.0007319+0.0011165i,0.0010604+0.0019345i,0.002035+0.0020343i,0.0022499+0.0018346i,0.0010649+0.001714i,0.00017002+0.0012396i,7.9435e-05+0.00071668i,0.00068025+0.00055714i,0.0010415+0.00051292i,0.00080604+0.00039021i,0.00049357+0.00039306i,0.00063663+0.00028619i,0.00071866-9.9083e-05i,0.00052716-0.0003336i,0.00024533+0.00011939i,-0.0001667+0.00027062i,-0.00021434+0.00010151i,-0.0002921+0.00018182i
-0.00073392+9.4542e-05i,0.00043385-0.00020493i,0.0016534-0.00081442i,0.0016023-0.0015988i,0.00074719-0.0023246i,-0.00025216-0.002033i,0.00043257-0.00046368i,0.0010238+0.001374i,-7.4067e-06+0.0017111i,-0.00072187+0.00037229i,-0.00042265+4.4454e-05i,0.00059852+0.00040499i,0.00090547+0.00061222i,-7.4464e-05+0.00048018i,-0.00056722+3.7252e-05i,0.00018975-0.00021642i,0.00063927-0.0004724i,0.000268-0.00050619i,0.00055247-0.00037248i,0.0010977-0.00045548i,0.00045181-0.0008393i,-0.00016003-0.00069317i,0.00036733+6.0326e-05i
0.00069486+0.0010548i,-9.7879e-05+0.00082374i,3.565e-05+0.00083419i,0.00028287+3.1257e-05i,-7.1324e-05-0.00024044i,-0.00063332+0.00071764i,-0.0010587+0.0018467i,-0.00020374+0.0021677i,0.00081568+0.0018697i,0.00094501+0.00064896i,-0.00040811-0.00038121i,-0.0012515-0.00081215i,-0.0006456-0.00062871i,-0.00067657+5.5648e-05i,-0.00059885+0.00075515i,-0.00015433+8.4593e-05i,0.00044075-0.00011656i,0.0010543+0.00048392i,0.001456+0.00026903i,0.0011121-0.00044765i,0.00048436-0.00039159i,0.00028999-3.8687e-05i,0.00018954-0.00034123i
-0.00020181-0.0001377i,0.0013656-0.0012592i,0.00155-0.0015333i,0.00085521-0.001009i,0.0004311-0.00065622i,-7.6459e-05+8.1943e-05i,-0.00077159+0.00085012i,-0.00050649+0.0016219i,0.00037595+0.0015355i,0.00038569+0.00090053i,-0.00085804+0.00068975i,-0.0010146+0.00024062i,-7.047e-05+2.4125e-06i,-4.5414e-05+0.00049057i,-0.0007713+0.00022644i,-0.00029561-0.00036005i,0.00044375+0.0003213i,0.00026429+0.0005936i,-0.00024388+0.00010654i,-0.000316+0.00033459i,3.8117e-05+0.0007896i,0.00023181+0.0004134i,0.0007444+5.4308e-05i
0.00019626-0.00079023i,0.0015611-0.0008627i,0.0015334-0.0006285i,-0.0002151+0.00066676i,-0.00067393+0.00074402i,-0.00042249+0.00061182i,-3.9324e-05+0.0011659i,0.00017959+0.001972i,0.00036812+0.001898i,7.606e-05+0.00087029i,-0.00017513+0.00041503i,-0.0002163+0.00036094i,0.0003631-0.00028635i,0.0010564-0.00075269i,0.0012192-0.00030498i,0.00080494+0.0007621i,0.00020688+0.00088344i,-9.6784e-05+0.00070371i,7.5047e-05+0.00049314i,0.00053802+2.3447e-05i,0.00077406+8.7022e-05i,0.00052737-0.00032303i,0.00014044-0.00031076i
0.0020374+0.0006477i,0.00090047-0.0008458i,0.00085313-0.0016447i,0.00066601-0.0013552i,-0.0003214-0.0010745i,-0.00080665-0.0010383i,-0.00047024-3.1817e-05i,0.00037333+0.0011934i,0.0010835+0.00052628i,0.00091179-0.00045516i,4.1942e-05-0.00034302i,-0.00037166+0.00039709i,0.0001518+0.00062877i,0.0003284+0.00039988i,-0.00018699+0.00041362i,-0.00033205-0.00011812i,-4.4438e-05-0.0004146i,3.1333e-05-0.00018949i,-0.00031685-0.00025032i,-0.00057982-0.00067365i,-0.0002104-0.00067162i,0.00036375-0.00023032i,0.00078499+0.00034038i
-3.1864e-05-0.00051489i,-0.00072734-0.00049493i,-0.001531-0.0011221i,-0.0015597-0.00086748i,-0.0008891+0.00052897i,-0.00047231+0.0012798i,-0.00018632+0.0013388i,-0.00046735+0.00159i,-0.00025794+0.0017904i,0.00045418+0.0010379i,-7.7304e-05+0.00070676i,-0.00011718+0.00031022i,0.0011492-0.00041496i,0.0011007-0.00021808i,3.0335e-05-0.0009577i,9.9318e-05-0.0013047i,9.5768e-05-0.0004441i,0.00037444+3.3264e-05i,0.00071564-0.00027945i,-0.00020881-0.0005327i,-0.0001868-0.00027171i,0.00069846-0.00050612i,0.00061648-0.00049421i
-0.00084756-0.00088805i,0.00065843-0.0011058i,0.001116-0.00044776i,0.00030895-0.00023947i,0.00030841-0.0010548i,0.00076855-0.00055871i,0.00090058+0.00015117i,0.00074206+0.00094751i,0.00045376+0.0014968i,0.00053608+0.0014696i,9.7114e-05+0.0010306i,-0.00055118+5.8293e-05i,-1.8479e-05-0.00044144i,-0.00014411-0.0008151i,-0.00037014-0.00083275i,-0.00025263-0.0003299i,-0.00029538+0.00032749i,0.00029407+0.00032137i,0.00037276-0.00033659i,0.0005553+3.2332e-05i,0.00041391+0.00068152i,0.0005694+0.00061184i,0.00033519+0.00034311i
