-0.00065458-0.00019655i,-3.9349e-05-0.0016443i,5.2883e-05-0.0012668i,7.7087e-05-0.0004311i,-0.00033742+0.00058574i,0.00010424+0.00078708i,0.0011449+0.00018034i,0.0019633+0.00049512i,0.0017676+9.2272e-05i,0.00049174-0.00025701i,-0.0003177-0.00012727i,0.00030714-0.00084165i,0.00029526-0.0012876i,-0.00031713-0.00040229i,-0.00056876+0.00074581i,-0.0001259+0.00030228i,0.00036358-0.0003846i,0.00065063-4.4201e-05i,0.00078033-0.00030835i,0.00014363-0.00061239i,-0.00044799-0.00028357i,-0.0002443-0.0001417i,-0.00010985-0.0003315i
-0.014028+0.016623i,-0.023114+0.054566i,0.01517+0.11587i,0.10889+0.14956i,0.18014+0.13015i,0.18645+0.11689i,0.18064+0.13115i,0.1679+0.099629i,0.10843+0.040278i,0.045264+0.024526i,0.026032+0.029927i,0.027714+0.019228i,0.021769+0.0001742i,0.0076661-0.012946i,-0.0044691-0.023375i,-0.012734-0.039634i,-0.018419-0.058065i,-0.017768-0.066257i,-0.011232-0.055934i,-0.00098175-0.036723i,0.0053658-0.024858i,0.00057081-0.019008i,-0.0063058-0.012256i
0.0075897-0.016903i,0.0095637-0.055341i,-0.023244-0.12187i,-0.097827-0.15769i,-0.13617-0.12587i,-0.092098-0.11182i,-0.057944-0.15075i,-0.065526-0.14221i,-0.047276-0.079302i,-0.010773-0.040054i,-0.00021027-0.030913i,-0.011099-0.024821i,-0.020989-0.010831i,-0.01756+0.006433i,-0.009815+0.02084i,-0.0087793+0.035417i,-0.01456+0.049765i,-0.021749+0.053088i,-0.022613+0.040168i,-0.021191+0.022671i,-0.019653+0.014666i,-0.011974+0.0147i,-0.0032239+0.010861i
-0.0079767+0.020818i,-0.010522+0.068505i,0.021829+0.14829i,0.096944+0.19777i,0.12912+0.17095i,0.059502+0.15104i,-0.0025855+0.17771i,0.0042713+0.15806i,0.0055809+0.086686i,-0.015034+0.045439i,-0.013966+0.041794i,0.004341+0.035407i,0.01544+0.017597i,0.013914+0.0018297i,0.012929-0.0087458i,0.021533-0.019526i,0.033668-0.027976i,0.041868-0.027282i,0.038132-0.018758i,0.028688-0.0078385i,0.023884-0.0028606i,0.017317-0.0060347i,0.0087527-0.0053825i
0.0053386-0.021525i,-0.00035652-0.072948i,-0.040394-0.15904i,-0.1231-0.19973i,-0.15578-0.13649i,-0.075401-0.074828i,0.018709-0.096899i,0.035883-0.11583i,0.025905-0.078966i,0.030195-0.045113i,0.02634-0.040373i,0.010887-0.039128i,-0.0038039-0.028344i,-0.009329-0.012502i,-0.0090077-0.00072684i,-0.015759+0.0036702i,-0.030383+0.0011999i,-0.040135-0.0043782i,-0.034653-0.0067499i,-0.022515-0.008075i,-0.018469-0.0085713i,-0.016256-0.0033016i,-0.0093353-0.00059111i
0.0061502+0.019438i,0.011657+0.069297i,0.044846+0.15658i,0.10703+0.20047i,0.1105+0.12557i,0.010488+0.028545i,-0.084763+0.020919i,-0.085757+0.043292i,-0.053842+0.024757i,-0.045408+0.0071238i,-0.038062+0.015145i,-0.021157+0.023889i,-0.0034467+0.022505i,0.0056206+0.012597i,0.0066525+0.0024379i,0.0092663+0.0032636i,0.015652+0.015985i,0.021074+0.028225i,0.020533+0.028794i,0.015791+0.022549i,0.014401+0.016297i,0.014114+0.0092732i,0.008284+0.0072434i
-0.0049853-0.019391i,-0.014599-0.068912i,-0.048371-0.16021i,-0.11361-0.22423i,-0.14309-0.17449i,-0.071587-0.063404i,0.038773-0.021861i,0.078624-0.036287i,0.062182-0.023196i,0.052678-0.0030304i,0.048834-0.0086262i,0.036273-0.01924i,0.019069-0.019136i,0.0079019-0.010072i,0.0023025-0.0015793i,-0.00082444-0.0021917i,0.00018583-0.01419i,0.001382-0.02731i,0.0014463-0.027492i,0.0012653-0.021597i,-0.0032809-0.018894i,-0.0076186-0.014148i,-0.0042054-0.0094037i
0.0063906+0.015429i,0.017537+0.065961i,0.049646+0.15291i,0.1159+0.21034i,0.17299+0.14443i,0.13877-0.0034835i,0.03035-0.068485i,-0.034783-0.038148i,-0.038458-0.016418i,-0.038025-0.009697i,-0.03645+0.0046821i,-0.027123+0.014072i,-0.01688+0.015225i,-0.0088872+0.0076193i,-0.0066383-0.0044409i,-0.0094353-0.006842i,-0.016343+0.004604i,-0.022406+0.017291i,-0.021639+0.020782i,-0.016914+0.020181i,-0.0089395+0.020933i,-0.0013785+0.017472i,-0.0032519+0.011601i
-0.010984-0.014i,-0.026878-0.052724i,-0.045267-0.13745i,-0.079474-0.21331i,-0.12198-0.17479i,-0.1025-0.03045i,-0.012525+0.056595i,0.040236+0.043622i,0.027428+0.028855i,0.018677+0.032249i,0.02848+0.024798i,0.031061+0.0090198i,0.020085-0.0014997i,0.005355+0.0010986i,-0.0010648+0.0098235i,0.002849+0.012782i,0.013666+0.0074962i,0.022516-7.8632e-05i,0.020742-0.0043466i,0.01517-0.0087845i,0.010415-0.014372i,0.0047173-0.01435i,0.0040037-0.0091825i
0.0099391+0.0049237i,0.023921+0.038124i,0.031527+0.12584i,0.064207+0.23587i,0.14366+0.24388i,0.17505+0.11457i,0.095196-0.0052773i,0.0089515-0.035468i,-0.016061-0.037191i,-0.025946-0.036722i,-0.034625-0.021715i,-0.030306-0.0070551i,-0.020916-0.00016451i,-0.0090528+0.00048774i,0.0027337-0.0053566i,0.0052208-0.0125i,-0.0067448-0.016359i,-0.020102-0.013969i,-0.020424-0.0078316i,-0.016301-0.00025396i,-0.013636+0.0072369i,-0.0093424+0.0083514i,-0.0069111+0.0040003i
-0.012699-0.00022192i,-0.025556-0.024797i,-0.019954-0.098443i,-0.032769-0.20576i,-0.11291-0.22423i,-0.17178-0.10575i,-0.11636+0.0088062i,-0.036756+0.025779i,-0.016537+0.0092763i,-0.01038+0.010315i,0.0034145+0.012249i,0.0099119+0.0084659i,0.0076325+0.0032172i,-0.0017082+0.002449i,-0.010832+0.0090783i,-0.012567+0.016399i,-0.0060737+0.02109i,0.0018702+0.019089i,0.0061834+0.0093091i,0.010584-0.0016935i,0.01229-0.009478i,0.0082496-0.010765i,0.0039257-0.0062065i
0.016448-0.0029053i,0.022329+0.0087165i,-0.0009248+0.077294i,-0.025299+0.2016i,0.020562+0.26132i,0.08932+0.17515i,0.077108+0.042025i,0.03257-0.020764i,0.025308-0.031903i,0.019805-0.03925i,0.0021664-0.037461i,-0.0087027-0.025624i,-0.010012-0.010327i,-0.00094536+0.0019336i,0.012044+0.0044952i,0.018576-0.00066583i,0.015687-0.0090013i,0.0091142-0.011834i,0.0045903-0.0053819i,-0.0031263+0.001596i,-0.0093461+0.0055206i,-0.0068685+0.0076466i,-0.0017231+0.0057578i
-0.011977+0.0084855i,-0.013768+0.010764i,0.019472-0.045021i,0.060653-0.17966i,0.020152-0.28156i,-0.072369-0.23524i,-0.081494-0.10373i,-0.032139-0.030004i,-0.012824-0.014865i,-0.005062+0.0014314i,0.0086035+0.011153i,0.014513+0.0091206i,0.01445+0.0015503i,0.008247-0.010537i,-0.0050911-0.017592i,-0.016609-0.014689i,-0.018857-0.0059582i,-0.013015-0.001229i,-0.0036299-0.0031796i,0.0066744-0.0054062i,0.012163-0.0066084i,0.0090112-0.0080715i,0.0042081-0.0087514i
0.0067724-0.016177i,0.0014718-0.026218i,-0.049827+0.010326i,-0.12082+0.12829i,-0.10379+0.23599i,0.0045072+0.20584i,0.059005+0.083871i,0.042852+0.018647i,0.03458+0.016421i,0.034194+0.0096052i,0.024496-0.002254i,0.010868-0.0075329i,-0.0015889-0.0037584i,-0.0051285+0.0070619i,0.0012048+0.014148i,0.0079042+0.016415i,0.00991+0.016257i,0.0070745+0.01714i,-0.00048063+0.0186i,-0.0090762+0.016057i,-0.011817+0.012028i,-0.0088032+0.011304i,-0.006613+0.012929i
-0.0079956+0.017082i,0.0020801+0.040175i,0.068747+0.028804i,0.17901-0.073435i,0.20404-0.2017i,0.10126-0.21106i,0.01281-0.10823i,-0.0054476-0.037467i,-0.014089-0.021701i,-0.020599-0.00081581i,-0.010702+0.017235i,0.001989+0.016855i,0.011041+0.006042i,0.015295-0.0066606i,0.011908-0.016545i,0.0052043-0.021291i,0.0016871-0.021077i,0.0039436-0.020318i,0.0095208-0.017253i,0.014182-0.0121i,0.015578-0.009673i,0.013718-0.0094972i,0.010863-0.010505i
0.0023885-0.022853i,-0.01473-0.059069i,-0.090723-0.069542i,-0.21485+0.012182i,-0.24968+0.14678i,-0.13563+0.18902i,-0.022331+0.11545i,0.0026737+0.053318i,-0.00057853+0.038572i,0.0033604+0.024791i,0.0038134+0.009947i,-0.0018101-0.00072664i,-0.014097-0.0030928i,-0.024207+0.0062059i,-0.023082+0.016567i,-0.018312+0.022148i,-0.018928+0.022974i,-0.024718+0.020462i,-0.029534+0.015383i,-0.028802+0.0098131i,-0.02463+0.0064731i,-0.020306+0.0050958i,-0.018565+0.0057011i
-0.0026524+0.025312i,0.019529+0.072275i,0.1057+0.11532i,0.24857+0.072871i,0.30278-0.043788i,0.19194-0.10783i,0.058601-0.081892i,0.0095347-0.055399i,-0.0041559-0.051829i,-0.020293-0.034023i,-0.021432-0.008528i,-0.0087042+0.0059645i,0.0062483+0.0080836i,0.016279+0.0052618i,0.018773-0.00036567i,0.019995-0.0068876i,0.024748-0.0089738i,0.030545-0.007248i,0.032215-0.0050523i,0.029045-0.0038074i,0.024198-0.0030955i,0.020223-0.0018657i,0.018543+0.00030341i
-0.0018438-0.029032i,-0.0254-0.085309i,-0.11668-0.15193i,-0.27079-0.1426i,-0.34415-0.038414i,-0.24475+0.051455i,-0.1015+0.057772i,-0.039695+0.035577i,-0.023883+0.02428i,-0.0068309+0.0118i,0.0036505-6.1129e-05i,0.0027479-0.0080169i,-0.007997-0.011859i,-0.018641-0.0095739i,-0.022465-0.0049216i,-0.024938-0.0031129i,-0.030133-0.0050434i,-0.035048-0.0084294i,-0.033782-0.010338i,-0.028804-0.0088448i,-0.022984-0.0053337i,-0.018083-0.0045959i,-0.015288-0.0065556i
0.0041664+0.030764i,0.026668+0.099995i,0.11383+0.19346i,0.262+0.21749i,0.33714+0.12475i,0.2479+0.0026333i,0.11553-0.05287i,0.058985-0.05718i,0.040392-0.052216i,0.01621-0.0385i,-0.00024353-0.017212i,-0.0020985+0.0019052i,0.0064917+0.01319i,0.015993+0.016301i,0.019505+0.012498i,0.022558+0.0093238i,0.027324+0.014746i,0.030282+0.022039i,0.030185+0.022921i,0.028687+0.016506i,0.024979+0.0093547i,0.017435+0.0085071i,0.010817+0.01136i
-0.0066678-0.030523i,-0.033562-0.10841i,-0.11625-0.22562i,-0.24932-0.28645i,-0.31622-0.21857i,-0.23605-0.08841i,-0.11311-0.0052381i,-0.053771+0.01623i,-0.030856+0.017642i,-0.0075036+0.01533i,0.0082055+0.0075048i,0.0097435-0.0047934i,0.0025186-0.014038i,-0.0026657-0.015393i,-0.0041559-0.013073i,-0.0074023-0.014969i,-0.012209-0.023604i,-0.015057-0.030868i,-0.016051-0.030485i,-0.017932-0.023282i,-0.017949-0.015429i,-0.011784-0.011687i,-0.0049988-0.01119i
0.010753+0.031525i,0.034393+0.11557i,0.10634+0.25097i,0.22213+0.33919i,0.28676+0.28909i,0.23227+0.14743i,0.13791+0.035085i,0.084563-0.0054663i,0.053928-0.013655i,0.024225-0.013524i,0.0037545-0.0071306i,-0.0055257+0.0013378i,-0.0066748+0.010058i,-0.0032165+0.014815i,-0.00057971+0.01416i,0.0008315+0.01643i,0.0017949+0.025674i,0.0008521+0.033578i,0.0022807+0.033811i,0.0089208+0.027048i,0.013185+0.018166i,0.0071642+0.010388i,-0.00068233+0.007186i
-0.0091488-0.034596i,-0.032519-0.12204i,-0.090949-0.26797i,-0.18124-0.37218i,-0.22904-0.33056i,-0.1874-0.17903i,-0.11601-0.052318i,-0.070779-0.0069574i,-0.043951+0.0042617i,-0.020687+0.011788i,-0.0006932+0.010263i,0.0096672-0.00057098i,0.0083103-0.010573i,0.0047391-0.011473i,0.0032483-0.008142i,0.0034316-0.010172i,0.0059014-0.018621i,0.0081577-0.024987i,0.0066923-0.025534i,-0.0011116-0.022551i,-0.0090325-0.017417i,-0.00863-0.01008i,-0.0042582-0.0048506i
0.0099374+0.034077i,0.031744+0.12464i,0.073935+0.28008i,0.13266+0.40124i,0.16039+0.3759i,0.13501+0.22756i,0.094622+0.090056i,0.061115+0.027187i,0.034649+0.0046651i,0.014965-0.0044304i,0.0015413-0.0055022i,-0.0064872-0.0032211i,-0.011107-0.00084497i,-0.013486-0.00227i,-0.01361-0.0043803i,-0.013051+0.00060649i,-0.015392+0.0099577i,-0.018685+0.016073i,-0.016261+0.018859i,-0.0062712+0.021259i,0.0050201+0.019663i,0.0090497+0.010742i,0.0063383+0.0017914i
-0.01363-0.031025i,-0.033203-0.12102i,-0.061153-0.27589i,-0.090026-0.40278i,-0.10293-0.38833i,-0.096882-0.25086i,-0.081927-0.11907i,-0.058574-0.053902i,-0.036797-0.022479i,-0.020441-0.0017271i,-0.003996+0.007675i,0.0080304+0.0067i,0.011521+0.0039769i,0.010432+0.0053881i,0.0078697+0.0066664i,0.0079648+0.0034963i,0.012671-0.0018449i,0.016175-0.0038272i,0.015224-0.0069195i,0.0086148-0.014389i,-0.00092085-0.018577i,-0.0064513-0.013612i,-0.0064873-0.0059884i
0.011135+0.027487i,0.024602+0.11475i,0.03362+0.26594i,0.034552+0.3893i,0.032625+0.37272i,0.041547+0.23647i,0.052075+0.10549i,0.040115+0.035757i,0.020915+0.0047013i,0.010771-0.0058382i,0.0032709-0.0080179i,-0.0037477-0.0081384i,-0.006539-0.0077179i,-0.004825-0.0088671i,-0.0023838-0.010174i,-0.0041521-0.0087397i,-0.0093068-0.005664i,-0.014035-0.004618i,-0.016904-0.0013941i,-0.014532+0.008818i,-0.0048042+0.017629i,0.0051463+0.017474i,0.009238+0.013061i
-0.013529-0.029393i,-0.024178-0.11224i,-0.020002-0.25449i,0.0064493-0.36998i,0.02946-0.35516i,0.021608-0.23601i,-0.0015423-0.12308i,-0.0075729-0.059041i,-0.007361-0.026419i,-0.0089251-0.0067601i,-0.0028821+0.0061743i,0.0042624+0.010218i,0.0057453+0.012272i,0.0045767+0.017238i,0.0030492+0.018595i,0.0031911+0.014534i,0.0057951+0.010959i,0.0075599+0.0098278i,0.010196+0.0065615i,0.012309-0.003952i,0.0094855-0.017188i,0.0023507-0.021163i,-0.0032518-0.015593i
0.011189+0.027969i,0.018668+0.10268i,0.003379+0.23429i,-0.038498+0.33859i,-0.064615+0.31999i,-0.041438+0.21252i,-0.0015044+0.1111i,0.013586+0.043513i,0.012585+0.0070572i,0.0095626-0.0044975i,0.0064244-0.0068992i,0.0032109-0.0079298i,0.00053255-0.0098204i,0.0016718-0.011653i,0.0038184-0.012038i,0.0024631-0.010987i,0.00064343-0.010167i,7.4953e-06-0.011935i,-0.0045901-0.011119i,-0.011299-0.00012675i,-0.014032+0.014886i,-0.011523+0.022014i,-0.0082142+0.019774i
-0.0091608-0.022001i,-0.013612-0.087784i,0.011913-0.20386i,0.069359-0.28891i,0.10533-0.25704i,0.078226-0.15831i,0.030293-0.078357i,0.0095902-0.030178i,0.0022579-0.0085629i,-0.0054271-0.0025662i,-0.0068661+0.0040917i,-0.0030917+0.0092067i,-0.0016965+0.0096328i,-0.0050395+0.0093597i,-0.0069966+0.0096012i,-0.005634+0.0083395i,-0.0061581+0.0073719i,-0.0067124+0.0087596i,-0.00062603+0.009005i,0.011435+0.0031259i,0.020695-0.0090684i,0.020701-0.018406i,0.014774-0.018133i
0.0085681+0.020729i,0.009243+0.081539i,-0.022542+0.183i,-0.087653+0.24944i,-0.13032+0.21202i,-0.10445+0.12967i,-0.049937+0.065982i,-0.016099+0.020388i,-0.00049288-0.0013419i,0.0064437-0.004412i,0.0060915-0.0061724i,0.003397-0.0081884i,0.0024138-0.010386i,0.0030698-0.012691i,0.0042779-0.012456i,0.0052598-0.0097273i,0.0067278-0.0072278i,0.0084548-0.0060939i,0.0051113-0.0070519i,-0.00788-0.0066906i,-0.022532-0.0003618i,-0.027476+0.0061492i,-0.023511+0.0066599i
-0.0089374-0.020228i,-0.0085972-0.071839i,0.022003-0.15495i,0.086448-0.19902i,0.12714-0.15706i,0.096247-0.093658i,0.03974-0.052697i,0.0082861-0.02188i,-0.0020318-0.0062863i,-0.004601-0.0029235i,-0.0057038+0.00023652i,-0.0059319+0.0027007i,-0.0052725+0.0041003i,-0.0058581+0.0051414i,-0.0068462+0.005534i,-0.0063364+0.0050884i,-0.0079199+0.0029205i,-0.011933+0.0028717i,-0.0093398+0.0079002i,0.0046066+0.012089i,0.021058+0.0094121i,0.027665+0.003623i,0.023502+0.0017237i
0.0060191+0.016294i,0.0029186+0.059901i,-0.028728+0.12448i,-0.090814+0.14787i,-0.12611+0.098276i,-0.091383+0.039737i,-0.035646+0.0087905i,-0.0059151-0.0087541i,0.0036107-0.009904i,0.0073605-0.0020937i,0.0088625-0.0011439i,0.0067365-0.0037233i,0.003399-0.0033042i,0.0012196-0.0025161i,-8.5716e-05-0.003215i,0.00045576-0.0033228i,0.0042448+9.3594e-05i,0.009086+0.0025869i,0.0081215-0.0021003i,-0.0029139-0.011417i,-0.017795-0.017453i,-0.025027-0.017744i,-0.021306-0.014743i
-0.0061017-0.015185i,-0.0030329-0.051661i,0.025504-0.099251i,0.084451-0.10495i,0.118-0.056944i,0.090218-0.018601i,0.044776-0.010027i,0.014926-0.0057591i,-0.00048121-0.0041385i,-0.0055508-0.0025768i,-0.0033719+0.0012343i,-3.5522e-05+0.001282i,0.00042445+0.0022709i,0.00034473+0.0058081i,0.00029243+0.0075243i,-0.00053151+0.0053773i,-0.0022324+0.00094323i,-0.0061309-0.0014655i,-0.0085322+0.0030236i,-0.0024282+0.013552i,0.0099028+0.022294i,0.016614+0.023241i,0.013032+0.019361i
0.0040273+0.013062i,0.0016834+0.042914i,-0.024821+0.076814i,-0.073477+0.070077i,-0.089903+0.023166i,-0.05349-0.0031567i,-0.0109-0.0027094i,0.008221-0.0054389i,0.0079374-0.0061185i,0.0041335+0.0010088i,0.0051383+0.0060318i,0.0047332+0.0044325i,0.001731+0.00043855i,-0.0001703-0.0028777i,-1.2551e-05-0.0060798i,0.001139-0.0065431i,0.0025511-0.0018111i,0.0052028+0.0026378i,0.0084334-0.00040234i,0.006364-0.012073i,-0.0009315-0.024793i,-0.004469-0.028534i,-0.0016125-0.022116i
-0.0059411-0.0085074i,-0.0056465-0.030386i,0.016353-0.050497i,0.057983-0.033835i,0.068119+0.011947i,0.037583+0.030678i,0.0081892+0.019252i,-0.0030331+0.0060324i,-0.004403-0.0026487i,-0.0051487-0.0034745i,-0.0044863+0.00078239i,-0.0021074+0.0024473i,-0.00040741+0.0026816i,0.0020881+0.0059314i,0.004308+0.0083341i,0.0034959+0.0073416i,0.00041702+0.0033567i,-0.0033167-0.0017514i,-0.0082274-0.0024115i,-0.010616+0.0083073i,-0.0077316+0.023257i,-0.0050593+0.028158i,-0.005083+0.021656i
0.0055221+0.0070743i,0.0035734+0.023818i,-0.014414+0.034416i,-0.042414+0.014492i,-0.042058-0.024153i,-0.01838-0.030221i,-5.8574e-05-0.011809i,0.0075953-0.0053839i,0.0053729-0.0063248i,0.00088377-0.0036588i,-0.00061333-0.00070214i,-0.00034262-0.0015142i,-0.0014446-0.0051176i,-0.0026619-0.0082348i,-0.0016577-0.0091375i,-0.00040577-0.0077063i,-0.00028328-0.0047039i,0.0009503-0.00011563i,0.0054261+0.0015685i,0.01152-0.0065966i,0.014493-0.019157i,0.013721-0.021948i,0.011331-0.013992i
-0.0046025-0.0054861i,-0.0047867-0.015196i,0.0056812-0.018885i,0.020473+0.0050717i,0.01135+0.037588i,-0.01143+0.030078i,-0.019553+0.0016426i,-0.01288-0.0094479i,-0.0034718-0.009113i,-0.0011425-0.0078512i,-0.0014337-0.0055934i,0.0001837-0.0024405i,0.0010292+0.0014285i,0.00059775+0.0068135i,-0.00010194+0.011042i,-0.0015963+0.01148i,-0.0029846+0.0078581i,-0.0049882+0.0024192i,-0.0092341-0.00065713i,-0.015059+0.0034281i,-0.020209+0.011879i,-0.02139+0.014124i,-0.017254+0.0092909i
0.0037768+0.0043297i,0.0050682+0.0089723i,0.00042188+0.0075047i,-0.0027378-0.016676i,0.011805-0.044008i,0.027642-0.033848i,0.026964-0.012173i,0.015975-0.006591i,0.0055796-0.0048804i,0.0024618-0.0017722i,0.0031294-0.00058358i,0.0027563-0.0029671i,0.0010138-0.0075019i,-0.00069118-0.011762i,-0.0011571-0.012671i,0.000102-0.0097712i,0.0017777-0.0055509i,0.0025429-0.00066813i,0.005198+0.0029775i,0.012355+0.00020527i,0.019607-0.0063395i,0.019657-0.0076167i,0.012835-0.0027591i
-0.00024873-0.00074614i,-0.0038263-0.0024488i,-0.0074925+0.0024149i,-0.015815+0.024252i,-0.029893+0.039389i,-0.033749+0.018808i,-0.019949-0.0072326i,-0.0049123-0.012679i,0.00098429-0.0082628i,-0.0001038-0.0039557i,-6.7806e-05-0.00056094i,0.0024568+0.0025081i,0.002593+0.0066786i,3.9284e-05+0.010744i,-0.0028881+0.010549i,-0.0049428+0.0079031i,-0.005904+0.0054739i,-0.0052972+0.00076431i,-0.0050016-0.0039943i,-0.010376-0.004023i,-0.017796-0.0016973i,-0.017895-0.0017727i,-0.011341-0.0034906i
0.0033754-2.9768e-05i,0.0051531+0.00057346i,0.012167-0.0077518i,0.027022-0.027171i,0.045375-0.030573i,0.050085-0.0030672i,0.035175+0.015981i,0.015752+0.010031i,0.0024835+0.00091384i,-0.0010503+7.513e-05i,0.00086681+0.0018243i,0.002051+0.00062622i,0.0025289-0.0032212i,0.0040062-0.0072719i,0.0054878-0.0092114i,0.0058856-0.0078704i,0.0064496-0.0047673i,0.0056718-0.00022434i,0.0046895+0.0047343i,0.0094235+0.0067982i,0.017734+0.0062041i,0.018236+0.0051719i,0.010312+0.0036449i
-0.0020864-0.00099064i,-0.0073745+0.0022574i,-0.019981+0.015049i,-0.038658+0.033477i,-0.055224+0.029921i,-0.050611+0.0030776i,-0.026699-0.014009i,-0.0062869-0.014535i,-0.00058318-0.010898i,-0.0020177-0.0065616i,-0.0016249-0.00236i,-0.0014441+0.00036353i,-0.003799+0.0043976i,-0.0050397+0.0085879i,-0.0039537+0.0089675i,-0.0035825+0.0056189i,-0.0038927+0.0012709i,-0.002541-0.0021197i,-0.0010727-0.0053938i,-0.0045544-0.0077666i,-0.011283-0.0082694i,-0.010977-0.0075527i,-0.0033866-0.0055927i
0.0016995+0.00045637i,0.0051905-0.0047118i,0.01784-0.01841i,0.038963-0.031069i,0.05523-0.017233i,0.044544+0.01226i,0.019391+0.021354i,0.0045608+0.008848i,0.00048742-0.0024951i,0.00021636-0.0037708i,0.00055737-0.002445i,0.001321-0.0025531i,0.0021961-0.0042879i,0.0039775-0.0052915i,0.0050373-0.0032892i,0.0045593-0.00052059i,0.0032669+0.0011347i,0.0021593+0.0029857i,4.3374e-05+0.0049215i,0.001649+0.0076843i,0.0066166+0.010453i,0.0065145+0.0090585i,0.0017982+0.0046874i
-0.00072817+0.001468i,-0.0066785+0.0076878i,-0.021539+0.021165i,-0.043997+0.02788i,-0.059422+0.0072335i,-0.04589-0.023743i,-0.016975-0.033213i,0.0013041-0.023954i,0.0066353-0.014128i,0.0056476-0.0085157i,0.0035163-0.00383i,0.00048748-0.00018433i,-0.0032398+0.0015606i,-0.0060156+0.0025617i,-0.0055292+0.0029152i,-0.0038373+0.0013468i,-0.0030222-0.00090608i,-0.00085529-0.0019532i,0.0011379-0.003404i,-0.00057644-0.0070116i,-0.0046676-0.010437i,-0.0046471-0.0081447i,-0.0012747-0.0018797i
-0.00043686-0.00014638i,0.0054361-0.0073715i,0.020742-0.01984i,0.04332-0.023404i,0.056139-0.0040986i,0.0392+0.019384i,0.013924+0.020184i,0.0045436+0.0066998i,0.0035056+0.00054503i,0.0026704+0.0025296i,0.0025076+0.0034568i,0.0035843+0.0011751i,0.0044084-0.001879i,0.0038733-0.0033561i,0.0019858-0.0028232i,-9.7554e-05-0.00096622i,-0.0012361+0.00079547i,-0.003363+0.0015578i,-0.0041001+0.0020956i,-0.0015625+0.0049247i,0.00041518+0.0080824i,-5.2391e-05+0.0059287i,-0.0013923+0.00052854i
0.00067707+0.0017394i,-0.005415+0.010394i,-0.019163+0.02134i,-0.039684+0.019262i,-0.04681-0.0058179i,-0.023314-0.02983i,0.0035133-0.028089i,0.011273-0.013722i,0.0080899-0.0044633i,0.003587-0.00047555i,0.0015775+0.0017562i,-0.00024515+0.0013839i,-0.0030744+0.0005003i,-0.0044792+0.00049578i,-0.0024929+0.00050372i,0.00051385+0.00078801i,0.0016783+0.001653i,0.0021742+0.0018257i,0.0033473+0.00059559i,0.0028517-0.0030483i,0.00054935-0.0080017i,-0.00095712-0.007884i,-0.0020149-0.0026489i
-0.00060353-0.003932i,0.0030897-0.011032i,0.016546-0.019524i,0.038426-0.014023i,0.046012+0.011182i,0.025858+0.034084i,0.0055973+0.030843i,-0.00070028+0.013221i,-0.0049683+0.003983i,-0.0066551+0.0043043i,-0.0029653+0.0038369i,0.0013171+0.0011033i,0.0031084-0.00078944i,0.003089-0.0013933i,0.00096956-0.0015442i,-0.0020079-0.0015127i,-0.0040453-0.00096671i,-0.0049353-0.00051431i,-0.0046574+0.00038187i,-0.0039267+0.0026655i,-0.0030164+0.0052161i,-0.00093525+0.0031387i,0.00092924-0.0002236i
-0.001243+0.0027736i,-0.0035947+0.010523i,-0.0162+0.01926i,-0.03498+0.014689i,-0.036056-0.0070505i,-0.014237-0.023783i,0.0033019-0.020494i,0.0050394-0.011425i,7.5649e-06-0.0068977i,-0.0041468-0.0032094i,-0.0040349-7.6457e-05i,-0.001764-0.00041739i,-0.0019386-0.00065847i,-0.0027397+0.0021542i,-0.0010446+0.004572i,0.0011627+0.0037632i,0.0022647+0.0026539i,0.0020382+0.0023707i,0.0017636+0.00085443i,0.002242-0.0028474i,0.0034162-0.0062652i,0.0025184-0.0053262i,0.0003666-0.001979i
0.00014531-0.0019353i,0.0027083-0.0083042i,0.014893-0.015293i,0.030589-0.0093445i,0.027372+0.013872i,0.0035093+0.028833i,-0.012135+0.01993i,-0.011083+0.0031395i,-0.0083766-0.0069009i,-0.0079479-0.0079284i,-0.0045518-0.0041647i,0.00094995-0.00069186i,0.0037358+0.00014112i,0.0029536-0.00049944i,0.0011259-0.001368i,-0.0011646-0.0030923i,-0.002919-0.0045803i,-0.0028276-0.0056372i,-0.0028009-0.0038415i,-0.0036286+0.00075861i,-0.0028931+0.0035374i,-0.001056+0.0031884i,8.5454e-05+0.0021091i
0.00054443+0.0044075i,-0.0019832+0.01115i,-0.013699+0.01745i,-0.028222+0.010572i,-0.025351-0.012277i,-0.0054613-0.026197i,0.0092047-0.02159i,0.011193-0.014649i,0.0079882-0.012611i,0.0048103-0.011834i,0.002263-0.0069417i,0.0001696-0.0013215i,-0.0020305+0.000484i,-0.0035679+0.0013026i,-0.0029726+0.002245i,-0.0013228+0.0025758i,-0.00044449+0.0026799i,0.000648+0.0020425i,0.0015546+0.00082829i,0.0024511-0.0015923i,0.0031198-0.0035951i,0.0020051-0.0026243i,-0.00018611-0.0010808i
