-0.0016073+0.00054414i,-0.0011996+0.00068266i,-0.0015872+0.00061227i,-0.0023963+0.00018039i,-0.0023627+0.0009613i,-0.0016149+0.0018605i,-0.00063383+0.0022329i,-0.00070573+0.0016545i,-0.0013843+0.00095413i,-0.00097408+0.00041237i,0.00014466-1.3577e-05i,0.0004155+4.3229e-05i,0.00011215+0.00031275i,-0.0002337+0.00044316i,-0.00044789+0.00025995i,-0.00040082-0.00043657i,-7.3143e-06-0.00054896i,0.0002079-0.00038862i,-0.00042384+1.4801e-05i,-0.00071039+0.00037569i,-0.0003014+0.00024184i,0.0001257-1.952e-05i,0.00093288+0.00052215i
-0.0082771+0.022503i,-0.011197+0.030551i,-0.013501+0.028669i,-0.011838+0.017967i,-0.0065389+0.0076411i,-0.0025478+0.0020684i,-0.00092765-0.00041647i,-0.00078618-0.0017611i,-0.001871-0.0020737i,-0.0023783-0.0017454i,-0.0028623-0.0017012i,-0.003307-0.0014027i,-0.0023457-0.00072161i,-0.0011828-0.00045088i,-0.00027518+0.0005081i,0.00031033+0.0013373i,0.00097619+0.0018763i,0.0011567+0.001624i,0.0003417+0.0013198i,-6.8556e-05+0.0011922i,0.00066949+0.0005377i,0.0009541+8.9025e-05i,0.00017746+0.00018186i
0.014133+0.017345i,0.019292+0.025239i,0.016805+0.026578i,0.0085786+0.019152i,0.0020941+0.0091749i,0.00047496+0.0022892i,0.0014165-0.0010921i,0.00096482-0.0019582i,-0.0013041-0.0010886i,-0.0028024-0.00088085i,-0.003039+0.00010492i,-0.0037235+0.0019136i,-0.0035698+0.0016012i,-0.0012901-0.00010531i,0.00044804-0.00062403i,0.0012402-0.00042541i,0.0016581-0.00046088i,0.00095408-0.00055596i,0.00010554-0.00057415i,-0.00015102-0.00053252i,-0.00011151+0.00017523i,0.00014796+0.00045349i,0.00014538-7.3754e-05i
0.021929-0.0006281i,0.030872-0.00084514i,0.030118+0.0016226i,0.020691+0.0040152i,0.0091957+0.0034831i,0.0034093+0.00059231i,0.001162-0.0017729i,-0.0014257-0.0022464i,-0.0033184-0.0020779i,-0.003149-0.00097534i,-0.0020802+0.00084808i,-0.0021742+0.002216i,-0.0022874+0.0019852i,-0.00084015+0.00069037i,0.00054774-0.00089221i,0.0012602-0.0010324i,0.00064769-0.00072347i,0.00029645-0.0010657i,0.00043814-0.00067451i,0.00066315+0.00014835i,0.00069279+0.00053019i,-0.00077666+0.00029761i,-0.00091329-0.00020144i
0.013081-0.019899i,0.017649-0.027232i,0.01823-0.02567i,0.012793-0.015191i,0.0061282-0.0061786i,0.0028281-0.0024491i,0.0012918-0.0017712i,-4.7583e-05-0.0020472i,-0.0010161-0.0019215i,-0.0014875-0.00045385i,-0.00045454+0.0018519i,0.001474+0.0029141i,0.0017918+0.0020787i,0.00066875+0.0008902i,7.9612e-05-0.00049836i,0.00042921-0.00099107i,-0.00041326-0.0013293i,-0.0013678-0.0019692i,-0.0010964-0.00091165i,-0.00059034-0.00042906i,-2.8801e-05-0.00087689i,0.00067253-0.00062001i,0.00093036-0.0010889i
-0.006664-0.022851i,-0.010439-0.032779i,-0.0092408-0.033384i,-0.0047543-0.023959i,-0.0016398-0.012928i,-0.0010101-0.0058999i,-0.0005699-0.0026625i,-0.00018008-0.0019315i,-0.00056409-0.0015953i,-0.00061856-0.0010254i,0.00074964-0.00061683i,0.0019733-0.00028494i,0.0020751-0.00025447i,0.0016414+3.6011e-05i,0.0009903-0.00065932i,0.00022641-0.0015633i,-0.00057994-0.0011936i,-0.00099038-0.00060655i,-0.001093+0.00016971i,-0.0012262+0.0007683i,-0.0006845+0.00061939i,-0.00013082+0.0002079i,0.00057666+0.00027578i
-0.021566-0.00897i,-0.032154-0.0098177i,-0.033478-0.010631i,-0.023866-0.0089409i,-0.012674-0.0048681i,-0.0053132-0.001493i,-0.0011553-0.00063341i,5.7566e-05-0.0019873i,-0.00069546-0.0024016i,-0.0015474-0.00075215i,-0.00046508+0.00028897i,0.00069358-0.00050872i,0.00065934-0.00033796i,0.0010034+0.00044463i,0.0010331+0.00040106i,-0.00019191+7.5479e-05i,-0.00093445+0.00066739i,-0.0011105+0.0015354i,-0.0010364+0.0013279i,-0.00059178+0.0014438i,-0.00030152+0.001966i,-0.00054228+0.0014574i,-0.00058806+0.00088047i
-0.01867+0.010812i,-0.026689+0.019671i,-0.028587+0.021353i,-0.022314+0.014078i,-0.012503+0.0063375i,-0.0048569+0.0033001i,3.4565e-05+0.0011156i,0.00033945-0.0025479i,-0.0020407-0.003762i,-0.0027846-0.0023152i,-0.0019188-0.00099296i,-0.0014999-0.00073435i,-0.0017328-0.0010491i,-0.0010873-0.00094745i,-9.909e-05-0.00073437i,0.00025009-0.00051631i,-1.6021e-06+0.00095061i,-0.00033559+0.0020991i,0.00033866+0.0013936i,0.00074156+0.00097026i,0.00036557+0.00099109i,0.00053252+0.0009145i,0.00096215+0.00070187i
-0.00084068+0.022442i,0.0030778+0.032751i,0.003434+0.034118i,0.0009504+0.024359i,-0.00044187+0.011948i,0.00038722+0.0035795i,0.0014722-0.00097819i,0.0005793-0.0022771i,-0.0013358-0.0017514i,-0.0021212-0.000947i,-0.0027097-0.00067573i,-0.0033165+1.618e-05i,-0.002646-0.00011151i,-0.0011346-0.00067906i,1.6912e-05-0.00084252i,0.00041914-0.00043591i,0.00094933+0.00036883i,0.0016763+0.00010578i,0.0018325-0.00016092i,0.0010049-2.4489e-05i,-5.8286e-05+0.00021919i,-0.00021926+0.0004109i,0.00073184+0.0001309i
0.017152+0.014567i,0.027199+0.018048i,0.029495+0.017777i,0.020432+0.013446i,0.0095757+0.0069798i,0.0036128+0.0018195i,0.0014757-0.0011422i,-0.0001053-0.0019997i,-0.001411-0.0012844i,-0.0019359-0.0004815i,-0.0025312+0.00013543i,-0.0025662+0.0020169i,-0.0017999+0.002617i,-0.00079542+0.0011614i,-0.00035603+0.00040677i,-0.00073511+4.9911e-05i,-0.00092895-0.00018513i,-0.00052482-0.00049978i,-5.6173e-05-0.0006175i,0.00030627-0.00090682i,0.00098552-0.0010536i,0.0012108-0.00012248i,0.00061039+0.00025193i
0.021982-0.0064513i,0.030315-0.013536i,0.030926-0.01607i,0.022099-0.010947i,0.01082-0.0050798i,0.0038929-0.002941i,0.00029396-0.0026175i,-0.0016993-0.0017901i,-0.0020414-0.0011671i,-0.001852-0.00047753i,-0.0015411+0.0013623i,-0.0006812+0.0021465i,-0.00041517+0.0014272i,-0.00093571+0.00084849i,-0.00099853+0.00036312i,9.4153e-05-0.00038927i,0.00069225-0.00085149i,-5.5761e-05-0.0010708i,-0.0005892-0.0011003i,-0.00021913-0.0010948i,-0.00050588-0.00041806i,-0.0011423-0.00018997i,-0.0010597-4.7954e-05i
0.0093309-0.021666i,0.0064727-0.034327i,0.0040617-0.036849i,0.0033072-0.026145i,0.0012782-0.012637i,-0.00094774-0.0048646i,-0.0016932-0.0014569i,-0.0008946-0.00028029i,-0.0011436-0.00028172i,-0.0020051+1.4202e-05i,-0.0011225+0.00064791i,9.8151e-05+0.000872i,0.00088845+0.00082756i,0.0012923+0.0015374i,0.00056187+0.0015002i,-0.00013449+0.00062059i,-0.00054829+0.00052749i,-0.0010284+0.00022754i,-0.00069896+1.5807e-05i,-0.00044805+8.7422e-05i,-0.0010667+0.00031825i,-0.0017163+0.00079044i,-0.0013475+0.00092719i
-0.012035-0.01859i,-0.021513-0.02306i,-0.025712-0.022463i,-0.018986-0.015711i,-0.0095132-0.008285i,-0.0039262-0.0037098i,-0.00083338-0.00086179i,0.00024547-0.00065371i,-0.00032823-0.0013632i,-0.00086847-0.001148i,-0.00049499-0.0003332i,0.00068115-0.00092563i,0.00079836-0.001563i,0.00051513-0.00064042i,0.00048859+0.00056688i,-2.4634e-05+0.00075513i,-0.00011289+0.00063429i,-0.00021444+0.00042685i,-0.00095407-0.00017914i,-0.0014282+0.00062239i,-0.0017595+0.0018855i,-0.0014718+0.0020732i,-0.00081468+0.0011447i
-0.020897-0.001183i,-0.033025+0.004331i,-0.035886+0.0071153i,-0.026019+0.0041701i,-0.01322+0.00061794i,-0.0046262+0.00038049i,-0.00016968+0.0010249i,0.0012798-0.00052916i,0.00086893-0.0018455i,-0.00020968-0.0011152i,-0.00081428-0.00052323i,-0.001179-0.00092878i,-0.0011448-0.0013362i,-0.0003417-0.0014673i,0.00050604-0.0011253i,0.0011152-4.2463e-05i,0.00089941+0.00079237i,0.00017134+0.0012162i,0.00085299+0.0010548i,0.0015879+0.00067973i,0.001392+0.0012349i,0.00058772+0.001678i,0.00021141+0.00077508i
-0.014426+0.016636i,-0.0151+0.031051i,-0.013844+0.036557i,-0.010869+0.02681i,-0.0065791+0.013148i,-0.0020256+0.0050129i,0.0012724+0.00097321i,0.0020998-0.0016916i,0.00063305-0.0030271i,-0.0019891-0.0026164i,-0.0030767-0.0017299i,-0.0030295-0.00065621i,-0.0022624+0.00018195i,-0.00078403+8.1404e-05i,-0.00029525-0.00044938i,-0.00023818-9.2275e-05i,-0.00094225+0.0003862i,1.029e-05-0.00021269i,0.0012847-0.0011352i,0.0010849-0.00064487i,0.00074572-0.00022831i,0.00067389-5.7808e-05i,0.00069687+0.00024119i
0.005613+0.018878i,0.016821+0.027241i,0.02348+0.029035i,0.01776+0.020717i,0.0080138+0.0098759i,0.0035703+0.0024811i,0.0022211-0.0015499i,0.00053796-0.0032863i,-0.0009361-0.0032095i,-0.0021308-0.0018953i,-0.002728-0.0006022i,-0.0023378+0.00072839i,-0.0016686+0.0012314i,-0.0015167+0.00025511i,-0.0011079-0.0004308i,0.00012237-0.00023007i,0.0003742-1.2426e-05i,0.00039966-0.00044095i,0.00054513-0.0016005i,0.00073102-0.0021613i,0.00068364-0.0016684i,0.00039542-0.0012687i,8.3444e-06-0.0014626i
0.019764+0.0089945i,0.034183+0.0043404i,0.038081-0.00048677i,0.028068-0.0011795i,0.014429-0.00037302i,0.0054356-0.0010126i,0.00088727-0.0026103i,-0.0012137-0.0027477i,-0.0025276-0.0015939i,-0.002777-0.00074855i,-0.0023231+0.00040114i,-0.0012891+0.0017705i,-0.00088361+0.0022089i,-0.0010321+0.0016655i,-0.00088882+0.0011447i,-0.00020824+5.5737e-05i,0.0002606-0.00079728i,-0.00036769-0.00052222i,-0.001198-0.00043418i,-0.0018482-0.00098577i,-0.0016252-0.001284i,-0.0018125-0.00089861i,-0.0022964-0.0003568i
0.016981-0.011324i,0.01992-0.026354i,0.018267-0.033301i,0.011789-0.024733i,0.0058312-0.01324i,0.0023824-0.0066098i,-0.00051382-0.0035936i,-0.0023026-0.002584i,-0.0028688-0.0014763i,-0.0024653-0.00020107i,-0.0012094+0.0014583i,0.00017589+0.0020898i,0.0014799+0.0015604i,0.0014517+0.00099425i,0.0011913+0.00013949i,0.0014001+2.6425e-05i,0.0012664+0.00024608i,0.00045937+0.0001029i,-0.0007388+0.00020527i,-0.001152+0.0014126i,-0.00099249+0.0017269i,-0.0015568+0.00090066i,-0.0016999+0.00043493i
0.0026406-0.019961i,-0.0072093-0.032041i,-0.015038-0.035196i,-0.014246-0.026046i,-0.0087621-0.013923i,-0.0048863-0.0062218i,-0.0029231-0.0022009i,-0.0011034-9.9843e-05i,-0.00040245+0.00069063i,-0.00041861+0.00051965i,-0.00031654+0.00036993i,5.6743e-05+0.00048425i,0.00039762+0.00031293i,0.00072507+7.513e-06i,0.0007759-0.00042713i,0.00055383-0.00045674i,-0.00050312+7.9077e-05i,-0.0019094+0.00048018i,-0.0016958+0.0019665i,-0.0010396+0.0025853i,-0.0011885+0.00079216i,-0.0018182-6.615e-05i,-0.00097565+0.00081237i
-0.012842-0.011187i,-0.027644-0.0095156i,-0.036177-0.0055815i,-0.028036-0.0023769i,-0.01399-0.0015844i,-0.0055515-0.00096318i,-0.0014752+0.00074065i,0.00079274+0.0012517i,0.0015168+0.00025128i,0.0007174-0.00029966i,0.00012275-0.00051433i,0.00035454-0.00047314i,-0.00011226-0.00035145i,-0.00069895-0.00051503i,-0.0002408-0.0013429i,-0.00019598-0.0019413i,-0.00075979-0.00030843i,-0.00076731+0.0010685i,0.00011599+0.0013665i,0.0010816+0.0018678i,0.00095365+0.0020288i,0.00032211+0.0018379i,9.3499e-05+0.0011241i
-0.018355+0.0047669i,-0.025977+0.018528i,-0.026698+0.02864i,-0.018836+0.024461i,-0.0099015+0.01248i,-0.0040993+0.0043014i,0.00022688+7.7803e-05i,0.0025839-0.0019445i,0.0019001-0.0018525i,0.0003135-0.0011003i,-0.00029323-0.00018159i,-0.00098131+2.3471e-05i,-0.0020188-2.6506e-05i,-0.0011975-4.8395e-05i,-0.00082276-0.00051597i,-0.0011112-0.00049699i,-0.0012038+0.00035737i,-0.00043239+0.00066774i,0.00099565+0.00054408i,0.0015869+6.6902e-06i,0.0013132-0.00083257i,0.00027423-0.0010371i,-0.00037321-0.00073896i
-0.0060966+0.016038i,0.0016727+0.030776i,0.0098483+0.035603i,0.009327+0.026424i,0.0033833+0.012717i,0.0014601+0.0042105i,0.0026568-0.00021212i,0.0026725-0.0035073i,0.0010012-0.0040262i,-0.00062743-0.0027572i,-0.00060825-0.0022912i,-0.0012526-0.0013661i,-0.0021381-0.00059765i,-0.0013132-0.00081363i,-0.0008833-0.00025141i,-0.00015354+0.00081596i,0.0005419+0.00054896i,0.0009109-0.00094356i,0.0014006-0.001526i,0.001127-0.001831i,0.00091896-0.0016359i,0.00061638-0.0016264i,-0.00020171-0.0018938i
0.0082514+0.015177i,0.025793+0.016925i,0.036804+0.013806i,0.029674+0.0083638i,0.01453+0.0045325i,0.0060619+0.0014717i,0.0027869-0.0022718i,0.00026782-0.0047652i,-0.00095415-0.0046957i,-0.0017231-0.003002i,-0.0020832-0.00076561i,-0.0018983+0.00074704i,-0.0018861+0.0006278i,-0.0010561+0.00063839i,-0.00032968+0.0015226i,0.00010683+0.0013796i,-0.00012872+7.6812e-05i,-0.001376-0.00090509i,-0.0019071-0.00068262i,-0.0020098-0.00044733i,-0.0019458-0.00066984i,-0.0018497-0.00059699i,-0.001598-0.00017422i
0.015613+0.0048143i,0.027087-0.0093183i,0.031241-0.02149i,0.023517-0.02051i,0.012968-0.012385i,0.0055907-0.0065784i,0.00029879-0.0050838i,-0.0024425-0.0038834i,-0.0035421-0.002005i,-0.0029941-0.0011275i,-0.0025061+0.00029058i,-0.0026991+0.0017157i,-0.0017929+0.00089274i,-0.00094397-0.00026508i,2.4174e-05-0.00075505i,0.00080922-0.0008381i,0.000667-0.00084402i,0.00022686-0.00067913i,-0.00063438+0.00024548i,-0.0019558+0.00026825i,-0.001918-0.00038017i,-0.00024789+0.00040669i,-0.00010909+0.0009916i
0.0085013-0.0095863i,0.005181-0.026546i,-0.0017845-0.035859i,-0.0051466-0.028977i,-0.0029043-0.01632i,-0.00052539-0.008373i,-0.0012813-0.0038349i,-0.0030294-0.0013075i,-0.0038122+5.9207e-05i,-0.0033228+0.0010183i,-0.0018427+0.00097504i,-0.00079873+0.00032756i,-0.00055665-0.0002454i,-0.00054748+0.00029568i,-0.00044511-4.8721e-05i,0.00085522-0.0013724i,0.0012846-0.00093301i,0.00075133+0.00026163i,0.00011643+0.0010573i,-0.00062106+0.0011018i,-0.00034935+0.0009668i,-6.0246e-05+0.001069i,-0.00066252+0.0010052i
-0.0017582-0.014133i,-0.019581-0.019755i,-0.033964-0.019385i,-0.030143-0.013367i,-0.016704-0.0077407i,-0.007046-0.0038492i,-0.0028785-0.0003497i,-0.0014594+0.0013581i,-0.001179+0.0015038i,-0.0016852+0.0017174i,-0.0016007+0.0017524i,-0.00062769+0.0012913i,-0.00050685+0.00048142i,-0.00038848+0.00015144i,0.00041419+9.1603e-05i,-0.00010752-0.0010125i,-0.0011674-0.0014103i,-0.0013253-0.00068663i,-0.00015045+0.00021188i,0.00070984+0.0010613i,0.0014288+0.0015623i,0.0014122+0.001756i,0.00046584+0.0015292i
-0.012366-0.0066635i,-0.027259+0.0048538i,-0.034402+0.015726i,-0.026634+0.015851i,-0.014333+0.0091588i,-0.0063297+0.0034961i,-0.0012824+0.0016983i,0.0018719+0.0010144i,0.0014726+0.00038655i,-7.5814e-05+0.00052966i,-0.00017929+0.00066804i,0.00036863+0.0011725i,0.00022034+0.0012536i,-0.00043663+0.00028366i,-0.0009885-0.00032561i,-0.0012082+0.00012348i,-0.0011931+0.00066397i,-0.00065269+0.0010279i,0.0011132+0.00098421i,0.0026118+0.00041309i,0.0022291+0.00045213i,0.0013886+0.00064825i,0.0014192+0.00043986i
-0.011887+0.0070077i,-0.010561+0.026061i,-0.0044697+0.039241i,0.00071067+0.032509i,0.0022447+0.016909i,0.0025699+0.0070242i,0.0030662+0.0021954i,0.0029331-0.0011897i,0.0019308-0.0022263i,0.00039993-0.00080769i,8.2305e-05+4.4498e-05i,0.00011947-0.00030469i,-0.00021643-0.00029775i,0.00030757-0.0008664i,0.00030303-0.00078207i,-0.00033573+0.0008878i,0.0002196+0.0016661i,0.0010555+0.0011243i,0.0016306-0.00044791i,0.0014391-0.0012459i,0.0012387-0.00047339i,0.001077-0.00010688i,0.00042389-0.00042493i
0.00011395+0.010444i,0.015388+0.019672i,0.028396+0.020482i,0.024572+0.012253i,0.012367+0.0049923i,0.0053428+0.0025404i,0.0030527+1.6031e-05i,0.0019594-0.0027264i,0.0014279-0.0042922i,0.00020215-0.0034434i,-0.00092178-0.0018112i,-0.0011-0.00052676i,-0.00050252+0.00075844i,0.00018457+0.00087312i,0.00039246+0.00082649i,0.0010732+0.00098073i,0.0017242+0.0010061i,0.0015317+1.2142e-06i,0.00066207-0.0010192i,-0.00039898-0.0012498i,-0.00080271-0.0010948i,-0.00069405-0.00072568i,-6.7398e-05-0.00028617i
0.0089708+0.0054439i,0.026525-0.0015139i,0.036421-0.011007i,0.027622-0.013607i,0.013729-0.0087376i,0.0063088-0.0046879i,0.0020406-0.0047577i,-0.0011236-0.00531i,-0.002105-0.0051486i,-0.0020261-0.0036729i,-0.0013657-0.0016969i,-0.00070849-0.00011556i,-0.0010399+0.00070752i,-0.00070568+8.609e-05i,0.00064066+7.7752e-05i,0.0017645+0.00021939i,0.0013056-0.00012102i,-1.4818e-05-0.00079034i,-0.0011406-0.0019701i,-0.0014274-0.0018256i,-0.0018272-0.00064219i,-0.0024065-0.00033071i,-0.0016392-0.00036011i
0.0077669-0.001317i,0.011107-0.019172i,0.00753-0.032516i,0.0013167-0.027738i,0.00057555-0.014848i,0.0020021-0.006678i,-0.00047553-0.0039787i,-0.0035752-0.0030272i,-0.0040427-0.0036075i,-0.0029447-0.0025576i,-0.0021183+4.1478e-05i,-0.0020033+0.0010632i,-0.0021341+0.00087257i,-0.0010191-1.9167e-05i,0.0001166-0.0014314i,0.00011576-0.0015535i,-0.00031087-0.0015235i,-0.00082367-0.0012959i,-0.00090144-0.00014551i,-0.00078066+0.0017681i,-0.0010112+0.0020766i,-0.00087608+0.0013715i,-0.0012592+0.001258i
0.0011498-0.0062669i,-0.011651-0.018742i,-0.024637-0.023389i,-0.023442-0.01719i,-0.011267-0.0085685i,-0.0028832-0.0042452i,-0.0012674-0.0021107i,-0.0026901+0.00050442i,-0.0036829+0.0013789i,-0.0036433+0.0012353i,-0.0020347+0.0011581i,0.0006582+0.00079555i,0.001192+0.00092593i,-0.00036963+0.001005i,-0.0013978-0.00019275i,-0.0011531-0.00050513i,-0.0011172-8.0885e-05i,-0.0016765-0.00016378i,-0.0019533+0.00099919i,-0.0011861+0.0020787i,0.00017532+0.0020046i,0.00077426+0.0013877i,0.00052251+0.0011699i
-0.0037737-0.0061554i,-0.021461-0.0019747i,-0.033712+0.0059738i,-0.028879+0.0093694i,-0.017091+0.0046263i,-0.0078538-0.00034578i,-0.0016777-0.00039953i,0.00090658+0.00085497i,-0.00015349+0.00034776i,-0.0018085-0.00010067i,-0.0016226+0.0008077i,0.00019871+0.0012739i,0.00062004+0.00061863i,0.0012087+0.00046697i,0.0013108+0.00032889i,-4.688e-05+0.00019635i,-0.0012926+0.00038637i,-0.0014365+0.00098437i,-4.8761e-05+0.0017666i,0.0015334+0.0016016i,0.0016913+0.00076676i,0.00076854+0.00016363i,0.00057769+0.00014197i
-0.0039691+0.0010426i,-0.010147+0.017055i,-0.010702+0.03202i,-0.0052247+0.028475i,-0.0022782+0.01341i,-0.0027912+0.0044702i,-0.00065511+0.0021446i,0.0016657+0.00028623i,0.0013964-0.00043652i,0.00063539+0.00099464i,0.00022369+0.0015339i,-0.00018222+0.00013413i,-0.00019898-0.0010045i,0.00016159-0.00077505i,-1.9548e-05+0.00021608i,-0.00034551+0.00080745i,-0.00025993+0.0010623i,4.1804e-05+0.00014052i,-0.0006259+3.0203e-05i,-0.00030709-0.00014704i,0.00062791-0.00070982i,0.00057937-0.00068442i,0.00037325-7.3241e-05i
-0.0022101+0.0038804i,0.0084588+0.019304i,0.019996+0.028355i,0.020638+0.020592i,0.011731+0.0096628i,0.0050215+0.0040175i,0.0031737-0.00035741i,0.0024532-0.0032174i,0.0022427-0.0023446i,0.0014597-0.00037891i,-0.00040983-7.6419e-05i,-0.0013699-0.00041779i,-0.0012385-0.00060734i,-0.00033188-0.0010336i,-8.8271e-05-0.00022397i,0.00046934+0.00097752i,0.0013569+0.001079i,0.0011546+0.0002411i,0.00073652-0.00062036i,3.1206e-05-0.0015507i,-0.00035001-0.0022369i,-1.5808e-05-0.0020277i,0.00013605-0.0012522i
0.0041799+0.0012351i,0.022312+0.00030495i,0.03471-0.0050101i,0.027688-0.008681i,0.012703-0.0058118i,0.0048338-0.0026722i,0.0020073-0.0031252i,0.00027122-0.0049314i,0.00060238-0.0052328i,-0.00014982-0.0028795i,-0.0019744-0.0013751i,-0.0026743-0.00051197i,-0.0025403+0.00072627i,-0.0014258+0.0010077i,0.00032656-1.1364e-05i,0.0011359-0.00067168i,0.00085188-0.00024818i,0.00029265+0.00018905i,-0.00031838+0.00010427i,-0.0017932-0.00069172i,-0.0021495-0.0010382i,-0.0014413-0.0002408i,-0.0010311-5.6999e-05i
0.0016275-0.0004166i,0.0108-0.01581i,0.013992-0.030686i,0.0078927-0.029162i,0.0027963-0.014925i,0.0022389-0.0052853i,0.00013676-0.0040982i,-0.0024941-0.0044725i,-0.0027447-0.0037868i,-0.0020024-0.0025794i,-0.0016108-0.00042328i,-0.00159+0.0016979i,-0.0011279+0.0016001i,-0.00072858+0.00044174i,-0.00039834-0.00038521i,-0.00029818-0.00066007i,0.0004313-0.00052707i,0.00088181-1.2339e-05i,-0.00053237+0.00024229i,-0.0018601+0.00055453i,-0.0020076+0.0018326i,-0.001842+0.0024092i,-0.0015872+0.0012233i
-0.0019085-0.0012321i,-0.0079199-0.017027i,-0.017452-0.027435i,-0.019337-0.021417i,-0.010066-0.010117i,-0.0020524-0.004653i,-0.00092639-0.0022249i,-0.0022279-0.00063226i,-0.003068-0.0012213i,-0.0028379-0.0013667i,-0.0015379-5.1679e-05i,8.7627e-05+0.0013877i,0.00062996+0.0020993i,0.00012152+0.0014729i,-0.00015917+0.00042953i,-0.00041597+6.1507e-06i,-0.00027026+0.00062347i,3.9905e-05+0.0008124i,-0.00071328+0.00044147i,-0.00086226+0.00090077i,-0.0005623+0.001284i,-0.00047435+0.0014816i,-0.0007013+0.0014971i
-0.0016721+0.0016871i,-0.018574-0.0031489i,-0.033519-0.0019199i,-0.028922+0.0033086i,-0.014385+0.0028052i,-0.0055633-0.0012073i,-0.002136-0.00060016i,-0.0012378+0.0016027i,-0.0018603+0.0011222i,-0.0025124+0.00092538i,-0.0016711+0.0016193i,-0.00041089+0.0010012i,-0.00029983-0.00057044i,-0.0006011-0.00058812i,-0.00036848+0.00012357i,2.8676e-05-3.7737e-05i,-0.0004104-0.00011267i,-0.00056374-0.00041073i,-0.0006306-3.3382e-05i,0.00031422+0.00041835i,0.0018638-0.00010411i,0.001832+1.3286e-05i,0.001181+0.00050509i
-0.00079865+0.0032453i,-0.011912+0.01516i,-0.018111+0.028094i,-0.012175+0.027629i,-0.0045331+0.015709i,-0.0015142+0.005973i,0.00076735+0.0024852i,0.0023936+0.00079087i,0.0011314+0.00043581i,-0.0011204+0.0011769i,-0.00099849+0.0012773i,0.00015308-0.00015004i,1.679e-05-0.0017088i,-0.00074229-0.0014139i,-0.0010443-9.9854e-05i,-0.00037493-0.00030097i,0.00029719-0.00078004i,0.00013832-0.0005001i,0.00040764-0.00061866i,0.00093502-0.00055738i,0.00083591-0.00026961i,0.0010917-0.00057732i,0.001181-0.00018413i
0.0034321+0.0019235i,0.0063112+0.017553i,0.013289+0.028815i,0.015547+0.023415i,0.0088862+0.010699i,0.002611+0.0039678i,0.0022251+0.00024871i,0.0030531-0.0027591i,0.001784-0.0026051i,0.00048821-0.00039986i,6.2423e-05+8.8271e-05i,-0.00075694-0.00094203i,-0.0017147-0.0007844i,-0.0016797-0.0001197i,-0.00090179+0.00024973i,-0.00074579+0.00025396i,-0.00041353+0.0001522i,0.00022599+0.00019716i,0.00032911+0.00024028i,0.00035175-0.00067185i,0.00022419-0.0018698i,1.589e-05-0.0019364i,9.5946e-05-0.0013758i
0.0026886-0.0025754i,0.017193+0.0052083i,0.030651+0.0072981i,0.027559+0.0016772i,0.015138-0.00020567i,0.0071604+0.0011736i,0.0046537-0.0017303i,0.0026388-0.0049277i,0.0011015-0.0040801i,0.0014109-0.0011967i,0.00068559+0.00012125i,-0.0012532-1.1108e-05i,-0.0019662+0.00028495i,-0.0019217-3.274e-05i,-0.0014794-0.00059134i,-0.00062531-0.00030335i,-0.00025045-0.00056432i,1.742e-05-0.00084253i,-0.00054404+6.0654e-07i,-0.00058306+0.0008213i,-0.00093786+0.00016151i,-0.0021377-0.00077345i,-0.00234-0.00092789i
0.0011571-0.0045818i,0.014483-0.014902i,0.02284-0.027506i,0.015884-0.028125i,0.0058968-0.017805i,0.0025776-0.0096663i,0.00094961-0.0075571i,-0.00090011-0.0066589i,-0.0015355-0.0048453i,-0.00097955-0.0029085i,-0.0016733-0.00089009i,-0.0029902+0.00052467i,-0.0027236+0.0013925i,-0.001649+0.0020496i,-0.00020316+0.001329i,-0.00027117+0.000154i,-0.00082366-7.5443e-05i,-0.0010475-0.00027635i,-0.0011578-0.00013809i,-0.00073057+0.00062734i,-0.00022196+0.0013837i,-0.00088033+0.0014687i,-0.002181+0.0016399i
-0.0028906-0.0045744i,-0.0037392-0.01893i,-0.0080657-0.031665i,-0.012061-0.027074i,-0.008673-0.01382i,-0.0036409-0.0064474i,-0.0028113-0.0032585i,-0.002665-0.0019588i,-0.0023997-0.0029015i,-0.0021856-0.0024416i,-0.0017407-0.00038269i,-0.00068098+0.00173i,0.00012338+0.002764i,0.0011798+0.0023616i,0.0015554+0.0013229i,0.0014396+0.00032739i,0.0015974-0.00016842i,0.00078625+4.5607e-05i,0.00034829+0.00027982i,-0.00018455+0.00020516i,9.6985e-05+0.0010662i,0.00065729+0.0019626i,0.00012418+0.0013656i
-0.009187+0.0020746i,-0.02237-0.0056188i,-0.034816-0.0084735i,-0.031612-0.0037084i,-0.016817-0.00025897i,-0.0060025-0.0013537i,-0.0029595-0.00056332i,-0.0030755+0.00040981i,-0.0040957-0.00068276i,-0.0040327-0.00112i,-0.0017074+0.00019091i,0.0011453+0.001607i,0.0018829+0.0010513i,0.0014305-0.00075437i,0.00083772-0.0015409i,0.00050777-0.0012975i,0.0012348-0.00070442i,0.00060322+0.00017054i,-0.00070029+0.00040265i,7.6789e-05+6.6897e-05i,0.0010245+0.00017173i,0.00081606+0.0005205i,0.0011854+0.00090409i
