-0.0016073+0.00054414i,-0.0011996+0.00068266i,-0.0015872+0.00061227i,-0.0023963+0.00018039i,-0.0023627+0.0009613i,-0.0016149+0.0018605i,-0.00063383+0.0022329i,-0.00070573+0.0016545i,-0.0013843+0.00095413i,-0.00097408+0.00041237i,0.00014466-1.3577e-05i,0.0004155+4.3229e-05i,0.00011215+0.00031275i,-0.0002337+0.00044316i,-0.00044789+0.00025995i,-0.00040082-0.00043657i,-7.3143e-06-0.00054896i,0.0002079-0.00038862i,-0.00042384+1.4801e-05i,-0.00071039+0.00037569i,-0.0003014+0.00024184i,0.0001257-1.952e-05i,0.00093288+0.00052215i
-0.0046092+0.0025007i,-0.021801+0.010809i,-0.053547+0.024433i,-0.075005+0.030622i,-0.056515+0.021038i,-0.019419+0.0064049i,-0.0024832-0.0032046i,-0.0014049-0.0035497i,-0.0011752+0.0026776i,-0.0013022+0.0051552i,-0.0041507+0.0025997i,-0.0071923+0.00057234i,-0.0088988+0.0022927i,-0.010199+0.0034935i,-0.0099131+0.00085282i,-0.008552-0.00020013i,-0.0070483+0.0024444i,-0.0042963+0.004792i,-0.001911+0.0032162i,-0.0045899-0.0017647i,-0.0095693-0.0057683i,-0.011153-0.0061019i,-0.0095162-0.0044374i
0.0032352-0.0025652i,0.022159-0.0017793i,0.056349+0.0063703i,0.078624+0.01486i,0.055982+0.0095065i,0.013575+0.0031623i,-0.0064328+0.0047986i,-0.0081545+0.0017899i,-0.0074671-0.0017494i,-0.0051935-0.00042222i,0.0011295+0.0011045i,0.0077968+0.0020881i,0.011204+0.00053366i,0.010659-0.00071634i,0.0065348+0.0024809i,0.0041103+0.0070894i,0.0061615+0.0070089i,0.006369+0.0035717i,0.0029688+0.0011911i,-6.0487e-05+0.0035408i,-0.00060952+0.0089452i,0.00121+0.011154i,0.0036252+0.01156i
-0.0086098-0.0025767i,-0.027091-0.012257i,-0.047715-0.033302i,-0.053309-0.046053i,-0.034614-0.025865i,-0.0049382+0.0031277i,0.0087684+0.010187i,0.0033963+0.009453i,0.0014411+0.0093782i,0.0060716+0.0047621i,0.0059353+0.00086968i,0.0012811+0.0010813i,-0.0034257+0.0025242i,-0.0033976+0.001596i,-0.00061489-0.0016863i,-0.00022685-0.0051097i,-0.0018416-0.0069631i,-0.0033076-0.004183i,-0.0023713-0.00026295i,0.0027366-0.00053591i,0.0085734-0.0046187i,0.010189-0.0083528i,0.0084161-0.010192i
0.005772+0.0099239i,0.01531+0.030136i,0.023371+0.063821i,0.017624+0.078828i,0.0035842+0.04719i,-0.0061452+0.00014096i,-0.010282-0.018653i,-0.008265-0.01132i,-0.0049164-0.0023193i,-0.0042819+0.002119i,-0.0032117+0.0051368i,-0.0016914+0.0066175i,0.00010788+0.0068146i,-0.00035816+0.0053155i,-0.0030815+0.0038059i,-0.0051968+0.0038855i,-0.005073+0.0045323i,-0.00097526+0.0030376i,0.0029996-0.0006046i,0.00054532-0.0033349i,-0.0058769-0.0038929i,-0.010101-0.0033263i,-0.012483-0.0020345i
-0.0029436-0.0058356i,0.0010189-0.028151i,0.013213-0.066576i,0.026028-0.082015i,0.023215-0.046917i,0.0066445-0.0050805i,-0.0066051+0.0086236i,-0.0096354+0.0063837i,-0.0096057+0.0054444i,-0.0061233+0.0060998i,-0.00079636+0.0023035i,0.001407-0.0031962i,0.00071886-0.006776i,-0.00015619-0.0074348i,0.0011011-0.0041141i,0.0054291+0.0012413i,0.0084566+0.0018506i,0.0049587-0.0010743i,-0.002604-0.00097596i,-0.0055032+0.0031365i,-0.0020994+0.0079291i,0.0023161+0.011692i,0.0052009+0.01257i
0.00019451+0.0069737i,-0.010519+0.026609i,-0.036184+0.050416i,-0.051959+0.054224i,-0.030072+0.026575i,0.00023645+0.0016076i,0.01008-0.0022856i,0.0077523-0.001506i,0.0038575-0.0020785i,0.001898-0.0027227i,0.00052109-0.0012082i,-0.00012988+0.0031327i,0.001106+0.0075008i,0.0017165+0.0068692i,0.00013375+0.00042083i,-0.0022534-0.0060974i,-0.0037755-0.0069884i,-0.0034848-0.0012113i,0.00033996+0.0056662i,0.0054651+0.0048661i,0.0078875-0.0015759i,0.0075056-0.0061273i,0.0065319-0.0078465i
0.0089363-0.0051581i,0.02899-0.018302i,0.056271-0.026299i,0.060501-0.015775i,0.02394+0.00024642i,-0.014551+0.0044295i,-0.023088+0.00050147i,-0.018327-0.0017577i,-0.010746+0.0018825i,-0.0014351+0.0053131i,0.0045388+0.0047753i,0.0072495+0.0036746i,0.0066826+0.0012322i,0.0041806+9.8952e-05i,0.0014791+0.0026711i,-0.0014804+0.0057385i,-0.0028051+0.0073176i,0.00073827+0.0034799i,0.0046741-0.0044766i,0.0025477-0.0081185i,-0.0026378-0.0056094i,-0.0061813-0.0020158i,-0.0081979-0.00024227i
-0.0057447+0.00043523i,-0.028334-0.0028002i,-0.059926-0.013048i,-0.062679-0.024348i,-0.026653-0.020693i,0.0054871-0.0029145i,0.0094699+0.0067246i,0.0011392+0.0091422i,-0.00087504+0.0099208i,0.00073412+0.007566i,-0.00069451+0.0038264i,-0.0028128+0.001613i,-0.0041781+0.00087764i,-0.0046356-0.00010677i,-0.0020491-0.00070719i,0.0042406-0.0013929i,0.0070697-0.0025793i,0.0021548-0.0023563i,-0.0050395+0.00071004i,-0.0066151+0.0044218i,-0.0027054+0.0070113i,0.0014957+0.0080897i,0.0035047+0.0078569i
0.009356-0.0020769i,0.025104+0.0084045i,0.043082+0.033176i,0.041821+0.048992i,0.016304+0.02999i,-0.0031538-0.0036967i,-0.0054536-0.017221i,-0.0038684-0.010702i,-0.0052174-0.0034813i,-0.0053922+0.00026317i,-0.0023265+0.0030866i,0.0015568+0.0041455i,0.0047593+0.0040259i,0.0042823+0.0020891i,-0.00064721-0.0013734i,-0.006008-0.0040566i,-0.0084036-0.0032674i,-0.0045878+0.0014928i,0.0028945+0.0056099i,0.0074469+0.004945i,0.0075258+0.0011899i,0.0057581-0.0016599i,0.0045961-0.0022237i
-0.005128-0.0086288i,-0.018714-0.027772i,-0.02602-0.052141i,-0.016446-0.054379i,-0.0070554-0.020697i,-0.010704+0.013913i,-0.015627+0.021251i,-0.010915+0.013853i,-0.003581+0.0089432i,0.00071077+0.0058476i,0.003139+0.00081137i,0.0035697-0.0026615i,0.0029021-0.0031286i,0.0034043-0.0015807i,0.0042652+0.0012588i,0.0043451+0.0048131i,0.0042351+0.0063256i,0.0038672+0.0029557i,0.0026542-0.0041469i,-0.00023229-0.0089445i,-0.0025969-0.0078864i,-0.003751-0.005538i,-0.003941-0.0039453i
0.0051006+0.0043315i,0.0052038+0.023085i,-0.0020615+0.04631i,-0.013352+0.044218i,-0.010096+0.012753i,0.0038591-0.0094177i,0.0097264-0.0066564i,0.0069257-0.00033724i,0.0036168+0.0018543i,0.0022671+0.0030841i,0.0013229+0.0041166i,-0.00023172+0.0054209i,-0.0016221+0.0063824i,-0.0024788+0.0043574i,-0.0023034+0.0010308i,0.00030966-0.0022272i,0.0022464-0.0042791i,-4.817e-05-0.0030434i,-0.0044054+0.0017324i,-0.0057812+0.0061383i,-0.0031546+0.0068726i,-0.0014668+0.0058851i,-0.0012425+0.0044002i
-0.0039439-0.0099874i,0.0030169-0.024209i,0.01937-0.036945i,0.0297-0.029499i,0.012442-0.0060308i,-0.011456+0.0052642i,-0.016113-0.00074312i,-0.013577-0.0040567i,-0.010067+0.0013362i,-0.0042904+0.005026i,-0.00066875+0.002465i,0.00052899+0.00011794i,0.0019862-0.00016044i,0.0015739-0.00041737i,-0.0014153-1.242e-05i,-0.0048877+0.00093163i,-0.00613+0.002209i,-0.002837+0.0041315i,0.0034046+0.0052997i,0.0075305+0.0040935i,0.0081247+0.0016099i,0.0080397+0.00061029i,0.0072676+0.00028243i
-0.0054594+0.002018i,-0.019046+0.013293i,-0.040355+0.020685i,-0.045046+0.014279i,-0.018037+0.0080463i,0.010153+0.010183i,0.013232+0.011167i,0.0043638+0.0075286i,0.0013299+0.0032022i,0.001139+0.00083764i,0.00027203-0.00025539i,0.00083765-0.0013801i,0.0018814-0.0033369i,0.0027519-0.0042151i,0.0047102-0.0027887i,0.006267-0.00075326i,0.0054266+0.00089658i,0.003141+1.8404e-05i,0.0015683-0.0043247i,-0.00043116-0.0078678i,-0.0037506-0.0086205i,-0.0045691-0.0085221i,-0.0030862-0.0077905i
0.001017-0.0014485i,0.01726-0.0038328i,0.039179+0.00072731i,0.038771+0.0087971i,0.012203+0.0025461i,-0.0074987-0.012237i,-0.0080354-0.016259i,-0.0044267-0.0083915i,-0.004165-0.0010866i,-0.0025492+0.0023268i,8.5676e-05+0.0035303i,0.0014495+0.0043616i,0.0015665+0.0052837i,2.2828e-05+0.0047418i,-0.0019812+0.0030037i,-0.0026996-0.00064398i,-0.0020832-0.0034916i,-0.0020634-0.0023364i,-0.0034536+0.0014984i,-0.0044081+0.0059335i,-0.0038198+0.0087432i,-0.0037393+0.0076075i,-0.0038162+0.0047102i
-0.011356+0.0034087i,-0.02393+0.0028443i,-0.036798-0.0087026i,-0.030172-0.015184i,-0.0086977-0.00031296i,-0.0017208+0.016461i,-0.0081403+0.016512i,-0.0090208+0.0098691i,-0.0053055+0.0069875i,-0.00162+0.0051418i,0.00066327+0.0019965i,0.00026994+0.00097606i,-0.00070589+0.00068762i,-0.00031646-0.00037739i,-0.00012992+2.1335e-05i,-0.000935+0.0019064i,-0.0019533+0.0033566i,-0.0012691+0.0032636i,0.0029118+0.0024568i,0.0084795+0.00061108i,0.011527-0.0017354i,0.010497-0.0021786i,0.007055-0.0013556i
0.0041123+0.0056111i,0.014377+0.013836i,0.022859+0.025164i,0.018252+0.025779i,0.0087869+0.005047i,0.0075587-0.012238i,0.0088149-0.010748i,0.0037367-0.0054754i,-0.00174-0.0015533i,-0.0014841+0.0013062i,0.0012131+0.0010511i,0.001266-0.0012988i,-0.00038358-0.0031914i,-0.0021695-0.0036669i,-0.0026335-0.0032873i,-0.00068021-0.0021625i,0.0017754-0.00099774i,0.0025011-0.0012115i,0.00080707-0.0044435i,-0.0033563-0.007376i,-0.0070133-0.0081112i,-0.0069768-0.0070815i,-0.0040094-0.0039948i
0.00096694+0.0042365i,-0.00037713-0.0087895i,-0.00032609-0.025774i,0.0020423-0.026448i,-0.001884-0.0097029i,-0.012508-0.00040593i,-0.015153-0.0025217i,-0.010006-0.0019744i,-0.0044527+0.0031836i,-0.00065434+0.0056184i,0.0011631+0.0055777i,0.0029656+0.0057743i,0.004355+0.0056536i,0.0028419+0.0052634i,0.00034797+0.0048348i,-5.8723e-05+0.0031793i,-0.00019617+0.00045748i,-0.0016186-0.0010613i,-0.0038304+0.001675i,-0.0039656+0.0070397i,-0.0022669+0.010643i,-0.0021291+0.01026i,-0.0011374+0.0053863i
0.0023825+0.0077399i,0.0035567+0.015599i,-0.0047208+0.026222i,-0.010514+0.024009i,-0.00013063+0.011488i,0.011616+0.0060973i,0.0080277+0.0068726i,0.00016671+0.0072902i,-0.0023397+0.0059487i,-0.002434+0.0032689i,-0.0025296+0.00074785i,-0.0017337+9.6185e-06i,-0.0010702-0.00056789i,-0.0016055-0.0018235i,-0.00098037-0.0022356i,1.2341e-05-0.00051764i,3.2433e-05+0.0023319i,0.0001174+0.0044451i,0.0036394+0.0038977i,0.0091029+0.0011825i,0.011086-0.0018836i,0.0094749-0.00392i,0.0049235-0.002774i
0.0038007-0.0043622i,0.0079253-0.014322i,0.015528-0.02052i,0.016398-0.015308i,0.0026511-0.0086591i,-0.011035-0.010005i,-0.011701-0.01059i,-0.0077129-0.0045997i,-0.0055368+0.0015847i,-0.0023582+0.0031361i,0.00099532+0.00070887i,0.0011891-0.0012947i,-0.00047014-0.00096798i,-0.001048+0.00095886i,-0.0010037+0.0023822i,-0.00050182+0.001129i,0.0010416-4.5041e-05i,0.0023189-0.00092133i,0.00054324-0.0039716i,-0.0043389-0.0068876i,-0.0090907-0.0062569i,-0.0088001-0.0026995i,-0.0030701+0.0014729i
0.0032902+0.0035564i,-0.0050964+0.0056479i,-0.016167+0.0098174i,-0.017755+0.0073882i,-0.0087383+0.0054119i,-0.0033079+0.0095282i,-0.0054117+0.0089356i,-0.0064441+0.0045135i,-0.0034964+0.0047955i,0.0010524+0.0056544i,0.0045178+0.0042067i,0.0069891+0.0029786i,0.0079989+0.0014873i,0.0062966+0.00083053i,0.0035449+0.00075704i,0.00073555+0.00033439i,-0.001353-0.00081719i,-0.0023026-0.00073451i,-0.0025421+0.0025849i,-0.0018544+0.0086937i,0.00046595+0.012034i,0.0038501+0.0083386i,0.0049232+0.0017557i
0.0021875-0.0070378i,0.0059797-0.005487i,0.01356+0.0010344i,0.013689+0.0048842i,0.00551+0.00056477i,0.0036831-0.0059639i,0.0058334-0.0057179i,0.0023976-0.0011612i,-0.0020763+0.0027812i,-0.0030887+0.0044051i,-0.0029154+0.0047249i,-0.0032426+0.0047909i,-0.0043143+0.0032092i,-0.0057208+0.00071064i,-0.0050385-0.00097088i,-0.0025953-0.001397i,-0.0012769+0.00026272i,0.00011162+0.0026445i,0.0034264+0.003053i,0.0086637+0.00038612i,0.012267-0.00401i,0.0088019-0.0068766i,0.0019066-0.0050717i
-0.0034464-0.0079323i,-0.011818-0.0079942i,-0.018174-0.01112i,-0.016665-0.0094041i,-0.012092+0.0018951i,-0.010182+0.0090732i,-0.0099254+0.0061522i,-0.0074758+0.0028922i,-0.0036225+0.0035296i,-0.001211+0.0024802i,0.00022526+0.00044339i,0.0019326+0.00079273i,0.0047118+0.0019364i,0.0057011+0.0017256i,0.0052352+0.0012052i,0.0044688+0.00087362i,0.003981+0.00042884i,0.0036387-0.0011114i,0.0012829-0.0036714i,-0.0042322-0.0064896i,-0.0095169-0.0076482i,-0.0091912-0.0042023i,-0.0032952+0.0010388i
-0.0031625-0.0030637i,0.00033288+0.0040555i,0.0025906+0.013012i,0.0017073+0.016609i,0.0043041+0.011652i,0.006647+0.0061297i,0.001966+0.0048544i,-0.0038055+0.0044258i,-0.0039582+0.0040554i,0.000254+0.0036328i,0.0040132+0.002097i,0.0059337-0.00082137i,0.0056767-0.0022074i,0.0033335-0.0026409i,-0.00025171-0.0032019i,-0.0033727-0.0027898i,-0.0040383-0.0014075i,-0.0039744+8.8295e-05i,-0.0038917+0.0026193i,-0.0022422+0.0065002i,-0.00035005+0.0096283i,0.0018397+0.0076202i,0.003251+0.00094523i
-0.0073903-0.0020466i,-0.0061836-0.0046808i,-0.002534-0.010371i,0.00014753-0.010961i,-0.0015683-0.0080929i,-0.0048688-0.0061043i,-0.0044577-0.0050422i,-0.0031133-0.0027046i,-0.0033169+0.0017854i,-0.0019616+0.0062491i,-0.00044001+0.0083853i,-0.00034258+0.0094687i,-0.0012361+0.009263i,-0.002505+0.0068204i,-0.0037127+0.0039092i,-0.003399+0.0022985i,-0.0015502+0.0019334i,0.0016106+0.0023504i,0.0057468+0.0022368i,0.0094924-0.0011649i,0.0114-0.0066357i,0.0074858-0.0085743i,-0.00040347-0.0056728i
-0.0038629+0.003009i,-0.0037469+0.0077018i,-0.0066607+0.013026i,-0.0073983+0.013882i,-0.00339+0.009368i,0.0010019+0.0087003i,0.00083312+0.0074091i,-0.0019439+0.0029084i,-0.0024799+0.0015431i,-0.0019878+0.0012318i,-0.0016244-0.00010042i,-0.00053754-0.0013721i,0.0019096-0.0029352i,0.0033362-0.0046453i,0.0028696-0.0045684i,0.0026144-0.0028796i,0.0023296-0.0023122i,0.0018284-0.0022445i,-0.00062703-0.0028964i,-0.0064332-0.0050517i,-0.011579-0.0051972i,-0.010687-0.00066975i,-0.0034506+0.0047306i
-0.00055054+0.00099124i,0.0024795-0.0045997i,0.0057909-0.0074495i,0.0064308-0.0056243i,0.0021374-0.0037166i,0.00071993-0.0043963i,0.00097082-0.004783i,-0.0023407-0.001518i,-0.0033806+0.0019429i,-0.00014392+0.0021232i,0.002015-5.9902e-05i,0.001139-0.00033938i,-0.00074797+0.00041833i,-0.0020932+0.00036348i,-0.0028704+0.00060439i,-0.0041926+0.00149i,-0.0041028+0.0019391i,-0.0029056+0.0017551i,-0.0027285+0.0034518i,-0.0024605+0.0089568i,-0.00029112+0.013245i,0.0032123+0.010399i,0.0046826+0.0019531i
0.0010689+0.0038585i,-0.0018013+0.0046662i,-0.0068974+0.0039591i,-0.0089354+0.001935i,-0.0074827+0.0028973i,-0.0075446+0.0032953i,-0.0096915-9.8854e-05i,-0.0084788-0.00079706i,-0.0054991+0.0024382i,-0.0014935+0.0047373i,0.0027117+0.0053072i,0.0055267+0.0053103i,0.0053929+0.0056482i,0.0026984+0.005309i,0.0010868+0.004114i,0.00089023+0.0024197i,0.0011397+0.0013422i,0.0020662+0.0013727i,0.0045305+0.0013031i,0.0088556-0.00075848i,0.012363-0.0053555i,0.0087732-0.0069083i,0.00069605-0.0030918i
0.0033136+0.0021001i,0.0045446+0.0018141i,0.0084674+0.001968i,0.009326+0.0033657i,0.0078111+0.001555i,0.0049942-0.002634i,0.00018426-0.0023963i,-0.0037532-0.00014479i,-0.0048704+0.0020397i,-0.004315+0.0023752i,-0.0041244+0.0011289i,-0.0042117-0.00042102i,-0.0044773-0.0032962i,-0.0049653-0.0045201i,-0.0041114-0.0027127i,-0.0016192-0.00065431i,-0.00057619-0.00038091i,0.0002124-0.0012049i,0.00017765-0.0028848i,-0.0041076-0.0045972i,-0.010231-0.0034904i,-0.0095265-0.00017377i,-0.0017818+0.0028493i
0.0014787-0.00075538i,-0.0019609+0.00017916i,-0.0064007-0.00078902i,-0.0078944-0.0018376i,-0.0071874-0.0019531i,-0.0064071-0.0010623i,-0.0052216+0.00054922i,-0.004408+0.00055328i,-0.003959+0.0016599i,-0.0022419+0.0021169i,0.00080951+0.0014159i,0.0020044+0.0016881i,0.0012992+0.0028355i,0.00064667+0.0026334i,-0.00011013+0.0017337i,-0.00069381+0.0018332i,-0.00086607+0.0010207i,-0.0015108-0.00043262i,-0.002302+0.00081213i,-0.0023256+0.0059826i,0.00011288+0.0109i,0.0031633+0.0088536i,0.0029222+0.0012875i
0.004392-0.0053294i,0.0064736-0.0032688i,0.0067438+4.2396e-05i,0.0027458+0.0025777i,-0.0010661+0.0023681i,-0.0014056+0.0034913i,-0.0018039+0.0046558i,-0.0040947+0.0039031i,-0.0030431+0.0036201i,0.0001587+0.004423i,0.0023218+0.0034281i,0.0038529+0.0011618i,0.004241+0.00031418i,0.0034139+0.00066812i,0.0023726+6.668e-05i,0.0010927-0.00090814i,0.00060785-0.00010214i,0.00098953+0.0017371i,0.0033829+0.0015924i,0.0085688-0.0023187i,0.010802-0.0070289i,0.0077936-0.007138i,0.0023419-0.002174i
-0.00013519-0.0031314i,-0.0023518-0.0028505i,-0.0038392-0.0023406i,-0.0028996-0.00092843i,-0.0025519+0.00058535i,-0.0028677-0.00012332i,-0.002949-0.0012604i,-0.0043694+0.0011673i,-0.0047626+0.0039816i,-0.0032884+0.0047542i,-0.0023467+0.0044569i,-0.0026192+0.0048288i,-0.0027013+0.0035359i,-0.0028041+0.001249i,-0.0025968+0.0015031i,-0.0014186+0.0019754i,3.6254e-06+0.00094073i,0.00087257-0.00019021i,-0.00073983-0.0019797i,-0.0051236-0.0035161i,-0.0086571-0.0029571i,-0.0062276-0.00090001i,-2.988e-05-0.00021851i
0.001931-0.0036945i,0.0023851-0.0051634i,-0.0002792-0.0038215i,-0.004558-0.0014602i,-0.0052518+0.0012006i,-0.0052374+0.0032879i,-0.0055812+0.0016623i,-0.0041328+0.00043073i,-0.0028167+0.0011208i,-0.001369+0.00086288i,0.00063979-0.00033367i,0.0030675+0.0001914i,0.0047873+0.0014412i,0.0045605+0.00047352i,0.0025595-0.00069913i,0.00047-0.00074388i,-0.00022685-0.0012068i,-0.0017749-0.0011149i,-0.0036705+0.001286i,-0.0023993+0.0061999i,0.00065348+0.0099032i,0.00086491+0.0069436i,-0.0023537+0.0012083i
-0.0014108-0.0056913i,-0.0025303-0.0043155i,-0.0029553-0.0011182i,-0.00041017+0.0020251i,0.0014721+0.0035337i,0.0017662+0.0017561i,0.00066257-7.798e-05i,-0.0013262+4.2445e-05i,-0.0013381+0.0018794i,0.0010906+0.00355i,0.0018544+0.003008i,0.00066018+0.0012555i,0.00015344-0.00015654i,8.3379e-05-0.0012759i,-0.00027948-0.0019131i,-0.0013131-0.00060602i,-0.0010539+0.00094514i,0.00042834+0.0020264i,0.0028908+0.0022537i,0.0066792-0.0014275i,0.0079212-0.0061449i,0.0050065-0.005684i,0.0021635-0.00070562i
-0.0030515-0.0022251i,-0.0045036-0.00021675i,-0.0061741+0.001311i,-0.0066332+0.0023698i,-0.005189+0.0028572i,-0.0042695+0.0025843i,-0.0043424+0.0015284i,-0.0046353+0.001234i,-0.0035275+0.003321i,-0.0016014+0.0053988i,0.00020908+0.0060866i,0.0018172+0.005589i,0.0020226+0.0042226i,0.00097335+0.0022204i,0.00012834+0.00064867i,0.00039184-0.00026188i,0.0018764-0.00030519i,0.0022163-0.00014828i,0.00041532-0.0021825i,-0.003579-0.0035117i,-0.0074661-0.0025309i,-0.0058771-0.0026283i,0.00045557-0.0041102i
-0.003671-0.0012658i,-0.0025984+0.00056061i,-0.00017117+0.0027042i,0.0025095+0.0031897i,0.0027146+0.0018709i,0.0024488+0.0012864i,0.0001006+0.00092057i,-0.0029859+0.00081306i,-0.0032106+0.0015397i,-0.0020173+0.00092569i,-0.00074115-0.00039345i,-2.8942e-05-0.0015501i,0.00055235-0.00282i,0.00054577-0.0028404i,-0.0015408-0.0019626i,-0.0039272-0.0015203i,-0.0040688-0.0014469i,-0.0021606-0.00077157i,-0.001567+0.0013942i,-0.00037481+0.0045716i,0.0017193+0.007187i,0.00081529+0.006762i,-0.0024807+0.0041272i
-0.0031962+0.0025778i,-0.0021926+0.0021399i,-0.001575+0.0015728i,-0.00077302+0.00078764i,-0.00052203+0.000159i,-0.00088733-0.0026595i,-0.0021897-0.0038641i,-0.0034986-0.00090386i,-0.0029796+0.0020984i,-0.00051734+0.0031353i,0.0018316+0.0030319i,0.0019565+0.0029717i,0.0007858+0.0028354i,-0.00026584+0.0017262i,-0.0011175+0.0012661i,-0.0012105+0.0012321i,-0.0009358+0.0014799i,1.2786e-05+0.0015573i,0.0022194-8.0154e-05i,0.0045865-0.0036676i,0.0055689-0.0060807i,0.0042674-0.0037599i,0.0040404+0.00086518i
-0.0013342+0.00089737i,-0.0013624+0.0010679i,-0.0008689+0.0022121i,-0.0015173+0.0031442i,-0.001825+0.0023025i,-0.0026494+0.0011994i,-0.0031164+0.00049357i,-0.0024044+0.00018773i,-0.0019583+0.0011728i,-0.0004599+0.0033251i,0.00073284+0.0035764i,0.001115+0.0021793i,0.0020589+0.0020632i,0.0011868+0.0024709i,9.0575e-05+0.0020588i,0.00091994+0.0012594i,0.0020124+0.00037676i,0.0016358+0.00016492i,8.1523e-05+0.00028026i,-0.0030994-0.00018909i,-0.0056583-0.00059794i,-0.0038856-0.0014284i,-6.6935e-05-0.0045366i
-0.0017164+0.0028492i,-0.00072251+0.0020839i,-0.0003984+0.0025984i,0.0015664+0.0026438i,0.0031612+0.00066642i,0.0017771-2.2103e-05i,-0.0011921+0.00096302i,-0.0036648+0.001484i,-0.0040354+0.0025541i,-0.0035704+0.0031779i,-0.0029696+0.0023093i,-0.0026921+0.0012764i,-0.0038082+0.00059476i,-0.003451-0.00019705i,-0.0018895+0.00037694i,-0.0017084+0.00082962i,-0.0019579+0.00044731i,-0.0017347-0.00018112i,-0.00037971+8.4096e-05i,0.001572+0.0026178i,0.0033397+0.0043095i,0.0018635+0.0041638i,-0.0025267+0.0031949i
0.0026436+0.0039783i,0.0020832+0.002295i,0.0022746+0.0030769i,0.001385+0.0021324i,-0.001567+0.00064415i,-0.0028596+0.0014328i,-0.0030244+0.001362i,-0.0044142+0.0014833i,-0.0037394+0.0027454i,0.00035119+0.0026713i,0.0032391+0.0018579i,0.0035908+0.0018504i,0.0033627+0.0013333i,0.0025377+7.6588e-06i,0.0010081-0.00050508i,-4.1745e-05+3.8402e-05i,-0.00018429+0.0012742i,-0.00062677+0.001834i,-0.00043478+0.00049751i,0.0011513-0.0029151i,0.0017332-0.0059958i,0.0015769-0.0034271i,0.002985+0.0020554i
0.0022433+0.00044369i,0.001826-0.00012268i,0.0027116-0.0012355i,0.0026274-0.0012465i,0.0010093+0.00053702i,0.0016147+0.00028289i,0.00092981-0.0012097i,-0.0018705-0.00064968i,-0.0028625+0.0010746i,-0.0016403+0.0033933i,0.00041171+0.0051173i,0.0011869+0.0045894i,0.00068196+0.0029754i,0.00012047+0.002356i,-7.7726e-06+0.0016008i,0.00017162+0.00013818i,0.0012185-0.00055089i,0.0021701+0.00010373i,0.0016891+0.0013396i,-0.00087124+0.0024766i,-0.0032124+0.0029307i,-0.0015546+0.00037702i,0.0012796-0.0033891i
0.0025402-0.0018784i,0.0012437-0.0018126i,-0.00094971-0.0030328i,-0.0029601-0.002632i,-0.0033855-0.000431i,-0.0032599-0.00040015i,-0.004815-0.001907i,-0.0051901-0.001296i,-0.0047724+0.00043288i,-0.0042483+0.0017492i,-0.0026904+0.0026175i,-0.0019641+0.0027113i,-0.0017896+0.0026631i,-0.0013165+0.0011175i,-0.0011375-0.00048715i,0.00026831-0.0012823i,2.1808e-05-0.0019232i,-0.0012017-0.0016982i,-0.00034244-0.00068463i,0.0023266+0.00039498i,0.0043311+0.0010645i,0.0019657+0.000913i,-0.0026891+0.00026513i
-0.00013058-0.0016644i,0.00067618-3.1992e-05i,9.8527e-05+0.0016041i,-0.00062451+0.0039891i,0.00023235+0.0047528i,-0.0014431+0.0032645i,-0.0042801+0.0026178i,-0.0047498+0.0022466i,-0.0028189+0.0025043i,0.00059985+0.0016988i,0.003057-0.0017321i,0.0035386-0.0043334i,0.0028291-0.0047571i,0.0014587-0.0042135i,-0.00088625-0.0031969i,-0.002136-0.0017455i,-0.0012242+0.00070402i,-0.00073141+0.0025264i,-0.00070055+0.0015103i,-0.0010172-0.0019308i,-0.0018932-0.0029843i,-0.0013934-0.00041282i,0.0013615+0.0020848i
-0.00094907-0.0034724i,-0.0015729-0.0022132i,-0.0028725-0.002322i,-0.0022231-0.0016942i,-0.0009999-0.0017177i,-0.0012512-0.0013765i,-0.0021428-0.00050963i,-0.0037201+0.00011417i,-0.0038993+0.0026415i,-0.00165+0.005197i,0.0012231+0.0055054i,0.0024555+0.0050376i,0.0018141+0.0043431i,0.0013415+0.0024431i,0.0010671+0.00085942i,0.0013902+0.00055082i,0.0017201+0.00076734i,0.0016851+1.0513e-06i,0.0011244-7.3969e-06i,2.6985e-05+0.0026348i,0.00079751+0.0049581i,0.0030608+0.0026289i,0.0041773-0.0010099i
-0.00076454+9.8227e-06i,-0.00036858+0.0014033i,-0.00085349+0.0039946i,-0.00095783+0.00403i,-0.002231+0.0011556i,-0.0030224-0.00027771i,-0.0017352-0.0011155i,-0.0027053-0.00074159i,-0.0037295+0.00089798i,-0.0034334+0.001966i,-0.003549+0.0033763i,-0.0026895+0.0045301i,-0.0010707+0.0044993i,-0.00079715+0.0028376i,-0.0012257+0.0015351i,-0.0016027+3.108e-06i,-0.0023926-0.00063837i,-0.0026061+0.00038744i,-0.0014003+0.00029606i,0.0021345-0.0016184i,0.0046983-0.0030657i,0.001667-0.0033476i,-0.0028287-0.0024311i
