-0.0013109+0.00012582i,-0.001433-0.0014426i,-0.00064719-0.0016737i,-0.00023992-0.0015004i,-0.00091954+0.00022165i,-0.00057217+0.0019832i,1.1488e-05+0.0020377i,0.00087421+0.0016232i,0.0010145+0.0019519i,0.00022527+0.001056i,-0.00024953-0.00050853i,-0.00037009-0.00091825i,-0.00061282-0.00044598i,-0.00081501+9.8734e-05i,-0.00098711+0.00068527i,-0.0011319+0.00084863i,-0.00044336+0.00023777i,0.00066938-0.00025979i,0.0004943-8.3135e-05i,-0.00018807-6.8057e-05i,0.0001733-0.00032347i,-0.00011921-0.00022052i,-0.00033504-0.00015594i
0.13756-0.1153i,0.095945-0.13849i,0.0030163-0.088193i,-0.0076402-0.016762i,0.045877-0.0056552i,0.043896-0.037149i,0.0011958-0.034396i,-0.015264-0.0043835i,-0.0040103+0.0091273i,0.0041186+0.0039938i,-0.0031618+0.0030709i,-0.01091+0.015708i,-0.0034169+0.026268i,0.011101+0.021821i,0.017508+0.010322i,0.013018+0.0029521i,0.0065842+0.00064048i,0.00058455-0.00064561i,-0.0094431-0.0032824i,-0.020069-0.0082032i,-0.022014-0.012544i,-0.014232-0.014346i,-0.0066792-0.01494i
-0.053659+0.16549i,-0.0094719+0.15432i,0.031834+0.084162i,0.02222+0.05842i,0.027409+0.066428i,0.067407+0.034999i,0.055427-0.014638i,0.0097274-0.022073i,-0.008016-0.0079115i,-0.010691-0.010282i,-0.019051-0.020349i,-0.025982-0.023473i,-0.025087-0.017072i,-0.019449-0.0045206i,-0.012704+0.0063653i,-0.0079284+0.011083i,-0.0055241+0.0081013i,-0.0038924-0.0017804i,-0.0027402-0.014599i,-0.0020285-0.024932i,-0.0012194-0.027398i,-0.00069764-0.025531i,-0.001413-0.021287i
-0.041656-0.16529i,-0.07023-0.11322i,-0.079473-0.014986i,-0.072452+0.01489i,-0.049235+0.015705i,0.005095+0.034987i,0.053023+0.021513i,0.041087-0.014756i,0.013707-0.023379i,0.010924-0.020922i,0.017785-0.022694i,0.025085-0.018414i,0.027391-0.01252i,0.020503-0.010099i,0.0085244-0.0067856i,-0.0016505-0.00075047i,-0.0053585+0.0046201i,-0.00062237+0.0054963i,0.0086878+0.0022592i,0.014643-0.00088422i,0.014436+0.00052587i,0.012437+0.0042387i,0.0097457+0.0038411i
0.11098+0.12381i,0.082161+0.055616i,-0.002438-0.046735i,-0.045514-0.066976i,-0.036227-0.019175i,-0.029508+0.022061i,-0.019918+0.028861i,-0.0038926+0.0094767i,-0.0045572+0.0012264i,-0.0045241+0.014808i,0.0012909+0.019673i,-0.0049027+0.015957i,-0.014856+0.01897i,-0.015539+0.022312i,-0.0098606+0.016618i,-0.0051162+0.0051544i,-0.004171-0.0011826i,-0.0034791+0.00072162i,0.002953+0.006095i,0.013273+0.0096468i,0.018964+0.012369i,0.020663+0.019412i,0.021802+0.022691i
-0.15855-0.061578i,-0.091602-0.052658i,0.040733-0.052992i,0.065674-0.06324i,-0.019854-0.044216i,-0.072914-0.0074929i,-0.053863+0.0083254i,-0.020991+0.0071451i,-0.0075062+0.0019822i,-0.0058273-0.0005989i,0.0014557-0.0038346i,0.0066007-0.016863i,-0.0015067-0.030534i,-0.011347-0.03314i,-0.012951-0.027726i,-0.0075872-0.020488i,0.00078729-0.01394i,0.0065183-0.0066029i,0.0072551+0.0046437i,0.0035919+0.016994i,-0.0024516+0.020043i,-0.0079092+0.012497i,-0.009855+0.0081936i
0.19211-0.024672i,0.15968+0.012189i,0.073552+0.078384i,0.034943+0.071182i,0.019257-0.01105i,-0.017361-0.042761i,-0.023865+0.00010431i,0.0033304+0.028803i,0.019015+0.02216i,0.019114+0.017052i,0.017925+0.021319i,0.021942+0.025167i,0.030223+0.018906i,0.035523+0.0053231i,0.032882-0.0041622i,0.026141-0.0046331i,0.019396-0.0010111i,0.0092284+0.0025844i,-0.0062245+0.0063564i,-0.021693+0.0080129i,-0.032179+0.0034472i,-0.035598-0.0034696i,-0.031028-0.0078293i
-0.16767+0.13535i,-0.17187+0.09862i,-0.1266+0.0092879i,-0.055416-0.021907i,0.024831-0.01035i,0.055969-0.016132i,0.030722-0.007379i,0.016173+0.013424i,0.011326+0.0088951i,-0.011407-0.0035901i,-0.030021-0.0062781i,-0.03337-0.0054292i,-0.031651+0.0019863i,-0.024037+0.014901i,-0.011059+0.021101i,0.00010627+0.019731i,0.0041353+0.013295i,-0.00019764+0.00089314i,-0.010052-0.012796i,-0.017008-0.020535i,-0.01643-0.018777i,-0.013572-0.010967i,-0.01253-0.0029007i
0.077945-0.22694i,0.10091-0.21403i,0.10863-0.11281i,0.080842-0.024944i,0.048957+0.020191i,0.050184+0.027087i,0.044016+0.0053936i,0.015884+0.00092841i,0.010251+0.0024333i,0.017245-0.016382i,0.014637-0.028439i,0.014846-0.02454i,0.014463-0.020978i,0.0073889-0.017476i,-0.00010075-0.0082488i,-0.0066371+0.0027725i,-0.0079659+0.010709i,-0.00040429+0.010959i,0.0095833+0.00067559i,0.015376-0.013561i,0.020051-0.023923i,0.025815-0.027981i,0.025694-0.02546i
0.064531+0.25639i,0.038499+0.27632i,-0.042723+0.20562i,-0.085359+0.11729i,-0.061203+0.055246i,-0.033962+0.021555i,-0.031346+0.0056099i,-0.037872+0.0025601i,-0.033414+0.015953i,-0.017289+0.026877i,-0.0081891+0.027546i,-0.0060417+0.031092i,-0.00079486+0.034566i,0.0016187+0.032247i,-0.0011686+0.025668i,-0.0067141+0.016491i,-0.010699+0.011623i,-0.008097+0.013659i,0.0030561+0.013981i,0.017399+0.0054593i,0.024437-0.004508i,0.025787-0.0079567i,0.025404-0.0078193i
-0.22444-0.19038i,-0.23961-0.24031i,-0.14897-0.24941i,-0.061663-0.2046i,-0.044301-0.11693i,-0.049619-0.051456i,-0.046286-0.028766i,-0.035898-0.017253i,-0.024918-0.011914i,-0.020741-0.015725i,-0.017945-0.018524i,-0.015417-0.019179i,-0.018258-0.020142i,-0.024772-0.019716i,-0.026474-0.017298i,-0.017875-0.014254i,-0.0060492-0.012469i,0.0020647-0.010593i,0.0055871-0.0044875i,0.0058695+0.0090145i,0.0019472+0.023155i,-0.0078979+0.027904i,-0.013458+0.024685i
0.33092+0.0098893i,0.40661+0.003273i,0.36731+0.018883i,0.25366+0.025349i,0.13136+0.0046078i,0.047707-0.0075132i,0.017412-0.005328i,0.0086381-0.0034971i,0.0053434+0.0057985i,0.018095+0.014885i,0.02993+0.011795i,0.026339+0.0050937i,0.020928-0.0038279i,0.020909-0.014252i,0.020525-0.018494i,0.016133-0.018895i,0.0075554-0.015893i,-0.001151-0.0074728i,-0.0068498+0.0051826i,-0.010452+0.019367i,-0.0093672+0.0302i,-0.0023251+0.034301i,0.0016586+0.029973i
-0.27807+0.20993i,-0.30996+0.29347i,-0.24853+0.28215i,-0.14896+0.19474i,-0.063325+0.099154i,-0.0037351+0.051691i,0.026745+0.036318i,0.023652+0.010385i,-0.0042778-0.0086351i,-0.025305-0.0044444i,-0.02645-0.0005428i,-0.024018-0.0031911i,-0.020404+0.0010347i,-0.013968+0.0070837i,-0.0081105+0.010026i,-0.00048973+0.010299i,0.0041639+0.0051363i,-0.0028151-0.0013473i,-0.016759-0.0056222i,-0.024865-0.0071542i,-0.021667-0.0076282i,-0.014785-0.0080664i,-0.01225-0.005797i
0.099061-0.33882i,0.044214-0.40934i,-0.022579-0.3246i,-0.038939-0.1582i,-0.0063421-0.030193i,0.020924+0.01623i,0.020931+0.019936i,0.020978+0.017219i,0.028247-0.00029355i,0.024441-0.025002i,0.014006-0.034079i,0.010029-0.030151i,0.0098681-0.021805i,0.010919-0.014561i,0.0097808-0.0093555i,0.003894+0.00247i,0.001602+0.016204i,0.0082989+0.016792i,0.014683+0.0016803i,0.0098086-0.017861i,-0.0066082-0.033211i,-0.020478-0.042183i,-0.020717-0.041544i
0.13643+0.34416i,0.24215+0.36794i,0.22971+0.26983i,0.11479+0.15422i,0.02476+0.086897i,-0.0024366+0.043808i,-0.0092798+0.0094209i,-0.014327+0.0020018i,-0.012996+0.012284i,-0.0075556+0.021842i,-0.0022587+0.025503i,0.0025043+0.02146i,0.0048804+0.016912i,0.0063444+0.019972i,0.0072497+0.021846i,0.0017703+0.014768i,-0.0066455+0.0075307i,-0.0065929+0.007363i,0.0043677+0.0086935i,0.012426+0.0035129i,0.0090014-0.00016371i,0.0044199+0.0060292i,0.0057827+0.010279i
-0.32944-0.18892i,-0.45391-0.12929i,-0.41543-0.074929i,-0.27765-0.10424i,-0.17542-0.13413i,-0.12039-0.099569i,-0.066251-0.046656i,-0.022382-0.024198i,-0.0057256-0.026352i,-0.0078231-0.026338i,-0.0091106-0.015079i,-0.0033935-0.0067895i,-0.0016754-0.0080377i,-0.0080419-0.010929i,-0.016621-0.011631i,-0.016815-0.010295i,-0.0095233-0.011076i,-0.0065554-0.013059i,-0.0068737-0.007833i,0.00057987+0.0021882i,0.015821+0.010418i,0.02649+0.013685i,0.025045+0.011166i
0.35612-0.062899i,0.39511-0.2471i,0.30371-0.34595i,0.19395-0.28729i,0.11937-0.18805i,0.05319-0.11604i,0.0015167-0.052814i,-0.01124-0.0047391i,0.0049786+0.015588i,0.025155+0.012529i,0.028514+0.0016545i,0.019259+0.00044259i,0.012719+0.0074782i,0.012113+0.0087881i,0.015085-9.5533e-05i,0.011271-0.01267i,4.2198e-05-0.017422i,-0.0070958-0.011251i,-0.0078981-0.00088204i,-0.002274+0.0072689i,0.0077092+0.0047421i,0.014872-0.0084488i,0.014542-0.012905i
-0.21945+0.25919i,-0.087472+0.4313i,0.11164+0.4402i,0.19355+0.31616i,0.15371+0.21154i,0.10605+0.14487i,0.074166+0.074506i,0.034269+0.02152i,0.00086263+0.0022864i,-0.014424+0.0003407i,-0.016819-0.00051091i,-0.01375-0.0061397i,-0.015217-0.012609i,-0.019813-0.0088871i,-0.015174+0.0034719i,0.0012599+0.0056781i,0.013594-0.005166i,0.010897-0.012318i,-0.0010286-0.010524i,-0.014702-0.0051547i,-0.023734-0.0003887i,-0.029903+0.003851i,-0.029907+0.0097568i
0.027595-0.29931i,-0.16731-0.30843i,-0.2754-0.13424i,-0.18351+0.043996i,-0.057899+0.083647i,-0.018367+0.065323i,-0.0041285+0.065938i,0.021007+0.061082i,0.035208+0.03821i,0.027804+0.014872i,0.012496+0.0035623i,0.0096536+0.0023639i,0.019202-0.002658i,0.021459-0.013923i,0.012346-0.015986i,0.0062522+0.00061924i,0.011646+0.019927i,0.019548+0.019585i,0.016115+0.0027669i,0.0036729-0.0087834i,-0.0082657-0.00053079i,-0.010845+0.01588i,-0.0057944+0.016162i
0.13391+0.22418i,0.27454+0.10117i,0.2268-0.066817i,0.043767-0.092281i,-0.039128-0.044563i,-0.031996-0.048681i,-0.048742-0.052963i,-0.060076-0.0161i,-0.049146+0.020845i,-0.031417+0.037067i,-0.011883+0.032823i,-0.0058562+0.023776i,-0.010052+0.02564i,-0.0061862+0.029209i,0.0042202+0.025978i,0.0078124+0.017921i,0.0037578+0.013922i,0.0048844+0.015248i,0.01362+0.011653i,0.018697+0.0018067i,0.019522-0.006499i,0.020481-0.010251i,0.020077-0.012575i
-0.22567-0.088681i,-0.29963+0.098677i,-0.23878+0.2112i,-0.16439+0.14149i,-0.14747+0.044713i,-0.094856+0.0028953i,-0.019628-0.032595i,0.0017956-0.052252i,-0.0022616-0.046658i,-0.0068324-0.03695i,-0.010212-0.022847i,-0.0072649-0.012932i,-0.0051083-0.015245i,-0.0075711-0.016052i,-0.01291-0.0082669i,-0.0098809+0.0002394i,-0.00072041+0.0018056i,0.0019678+0.0043261i,0.0034892+0.012177i,0.0089864+0.011285i,0.010466-0.0031053i,0.0041475-0.018074i,-0.003729-0.018796i
0.18457-0.043671i,0.089582-0.23734i,-0.081168-0.31286i,-0.12561-0.23144i,-0.049126-0.13824i,-0.00047509-0.078191i,-0.0018897-0.021805i,-0.0094712+0.017697i,-0.0072068+0.027777i,-7.2477e-05+0.013107i,-0.0072025-0.0037636i,-0.015586-0.00041301i,-0.0051603+0.01283i,0.0089148+0.015027i,0.0070177-0.0002069i,-0.012199-0.013803i,-0.031393-0.0096426i,-0.03519-0.00091763i,-0.029024+0.0029346i,-0.024893+0.0069076i,-0.029162+0.011768i,-0.034241+0.018245i,-0.026929+0.024564i
-0.079884+0.076026i,0.14015+0.098303i,0.33197-0.051216i,0.31529-0.21341i,0.21507-0.18234i,0.15458-0.057394i,0.092674-0.010985i,0.022851-0.029116i,-0.022345-0.041709i,-0.03219-0.035137i,-0.018473-0.026455i,-0.014452-0.027216i,-0.029847-0.024889i,-0.039661-0.012117i,-0.02929+0.00092605i,-0.0097906+0.0012568i,-0.0011071-0.0080133i,-0.0055609-0.013313i,-0.010856-0.011896i,-0.010324-0.0064406i,-0.002656+0.00081279i,0.0094379+0.0054807i,0.016433+0.006869i
0.059632-0.10247i,-0.055757-0.043797i,-0.041063+0.10425i,0.067354+0.16765i,0.060157+0.14048i,-0.0082708+0.14244i,0.012935+0.13879i,0.064798+0.087181i,0.074057+0.0347i,0.055412+0.0094895i,0.037119-0.0014356i,0.03429-0.013375i,0.033872-0.029196i,0.022411-0.032675i,0.012385-0.016634i,0.015772+0.0074013i,0.024652+0.021596i,0.023658+0.018552i,0.01254+0.008929i,0.0086285+0.00088657i,0.0197-0.0064601i,0.030126-0.015535i,0.023271-0.024353i
-0.0269+0.11755i,0.02098+0.049451i,-0.034926+0.024066i,-0.10772+0.1103i,-0.12544+0.14116i,-0.13711+0.06033i,-0.13495+0.022382i,-0.09594+0.03533i,-0.056664+0.040655i,-0.02636+0.035228i,-0.0028963+0.018496i,0.007408+0.0097046i,0.016615+0.014743i,0.025812+0.012777i,0.025606+0.0031629i,0.013947-0.0053818i,0.0019948-0.012678i,0.0020525-0.017521i,0.0077768-0.020316i,0.0060451-0.024006i,-0.0056217-0.030114i,-0.022782-0.030223i,-0.031648-0.01805i
0.0045655-0.061449i,0.028847+0.069151i,0.12518+0.11788i,0.17562+0.037541i,0.14376-0.050587i,0.087487-0.09523i,0.033619-0.10816i,0.011278-0.088538i,0.015032-0.067274i,0.011037-0.044465i,0.010203-0.012369i,0.012525+0.0051042i,0.0070485+0.0031609i,0.0027742-0.0034538i,-0.00032664-0.0048122i,-0.00069915-0.0043743i,0.0028352-0.0077278i,0.0072852-0.0073847i,0.012444-0.0015825i,0.011258+0.004714i,0.0021017+0.013188i,-0.0034128+0.022947i,0.0023762+0.028005i
0.073991+0.06872i,0.054988-0.00042398i,-0.017257+0.034974i,-0.052271+0.08299i,-0.018823+0.034529i,0.0053419-0.017872i,-0.0095563-0.0020395i,-0.021136+0.043929i,-0.0074279+0.060714i,-0.00034781+0.037404i,-0.0098468+0.020957i,-0.0099147+0.021229i,-0.001304+0.019257i,-0.0017312+0.016319i,-0.013109+0.01277i,-0.02631+0.015162i,-0.029142+0.02535i,-0.023948+0.029823i,-0.020328+0.027351i,-0.01494+0.031662i,-0.0017538+0.044746i,0.015455+0.046735i,0.024339+0.030084i
-0.10693-0.049162i,-0.13479-0.0066426i,-0.2338-0.072821i,-0.3495-0.11736i,-0.32089-0.061953i,-0.15936-0.017378i,-0.053225-0.029218i,-0.044634-0.045179i,-0.048133-0.038565i,-0.034175-0.02833i,-0.024698-0.024275i,-0.028071-0.014597i,-0.028678+0.0051507i,-0.019204+0.01851i,-0.0074124+0.014599i,-0.00031251+6.1091e-05i,0.0012427-0.00701i,0.001728-0.00095846i,0.0019388+0.0024642i,0.00078482-0.0019834i,0.0025014-0.012999i,0.0038147-0.028006i,-0.0036342-0.032642i
0.017556+0.020575i,-0.074169-0.037305i,-0.025891-0.048083i,0.11436-0.034641i,0.15441+0.0032659i,0.10628+0.065159i,0.093939+0.073673i,0.10125+0.039037i,0.086998+0.016397i,0.058083+0.0060796i,0.022452-0.00064356i,-0.0030736-0.0087203i,-0.014766-0.016008i,-0.0151-0.011672i,0.00043978-0.004163i,0.020583-0.0011922i,0.02701-0.00021026i,0.019431-0.00013076i,0.012482-0.0024783i,0.0066392-0.015481i,-0.0099805-0.033376i,-0.027363-0.034959i,-0.029578-0.021509i
0.020616+0.029562i,0.18875+0.1065i,0.24969+0.1382i,0.21951+0.089729i,0.15887+0.036144i,0.060077-0.00812i,-0.020912-0.02867i,-0.056943-0.011968i,-0.064054+0.01118i,-0.042445+0.017038i,-0.012824+0.0049091i,0.010471-0.0084944i,0.02444-0.023784i,0.018329-0.038029i,0.0034627-0.03395i,-0.0078465-0.018182i,-0.015625-0.010944i,-0.016805-0.014325i,-0.014729-0.016485i,-0.015418-0.012062i,-0.020418-0.0026448i,-0.022679+0.010386i,-0.0099714+0.015467i
0.0060101-0.0042078i,-0.13373-0.041826i,-0.17027-0.14737i,-0.13542-0.24178i,-0.1076-0.28971i,-0.051075-0.23928i,0.014527-0.13996i,0.037495-0.08806i,0.024718-0.063358i,0.013317-0.036998i,0.014741-0.020416i,0.0158-0.010143i,0.013787+0.0039681i,0.013166+0.013742i,0.010972+0.013021i,0.0051742+0.0057552i,-0.00017986-0.0035275i,-0.0026545-0.0084431i,-0.0050914-0.006384i,-0.0019538+0.0028285i,0.012595+0.01446i,0.028401+0.017587i,0.033014+0.0096118i
-0.11094-0.15674i,-0.040034-0.32134i,0.014882-0.22166i,0.034722+0.058653i,0.063003+0.20637i,0.07806+0.16693i,0.046605+0.12522i,0.019597+0.12602i,0.019753+0.10229i,0.018797+0.058112i,0.012954+0.021077i,0.00069621-0.000951i,-0.012891-0.0046658i,-0.020187+0.0027554i,-0.021218+0.013265i,-0.012687+0.021721i,0.002339+0.022379i,0.012961+0.018065i,0.016512+0.016359i,0.024704+0.014324i,0.039276+0.0019143i,0.039758-0.013057i,0.021187-0.010651i
0.17401+0.16198i,0.14636+0.47909i,0.0041046+0.6035i,-0.075183+0.52847i,-0.025199+0.43386i,0.035806+0.31511i,0.039057+0.15068i,0.0052063+0.025131i,-0.02262-0.021742i,-0.027432-0.014966i,-0.016298+0.0080076i,0.00033011+0.019761i,0.015011+0.015273i,0.023204-0.00083466i,0.01769-0.016051i,0.0062305-0.018001i,0.004248-0.0080989i,0.011415+0.0043811i,0.014343+0.0069772i,0.0054718+0.0012301i,-0.0098242-0.0038976i,-0.021643-0.006543i,-0.021994-0.0011799i
-0.27049+0.081765i,-0.4135-0.13321i,-0.33067-0.33604i,-0.15906-0.44507i,-0.086317-0.39286i,-0.068526-0.17563i,-0.022351+0.0030918i,0.028027+0.038564i,0.03883+0.01577i,0.019732-0.00068569i,-0.0031362-0.00060997i,-0.014272+0.0077224i,-0.016308+0.012366i,-0.014+0.016011i,-0.0043274+0.016872i,0.0056899+0.011303i,0.0067753+0.0086332i,0.0044974+0.0071405i,0.0015236-0.0015155i,-0.01175-0.010286i,-0.033255-0.0035734i,-0.041287+0.014345i,-0.027306+0.019897i
0.31155-0.47234i,0.61307-0.61503i,0.53656-0.63245i,0.14781-0.4796i,-0.11773-0.267i,-0.19122-0.15295i,-0.20295-0.090629i,-0.16317-0.016701i,-0.092101+0.020605i,-0.037275+0.018016i,-0.0073881-0.0014822i,0.00088515-0.023676i,-0.0036124-0.032418i,-0.010825-0.027802i,-0.016657-0.015911i,-0.017431+0.00057528i,-0.01529+0.013041i,-0.015207+0.015791i,-0.014448+0.016022i,-0.0077896+0.018665i,0.0066936+0.023215i,0.017322+0.022961i,0.010043+0.010504i
-0.027226+0.52853i,-0.26388+0.65468i,-0.27519+0.53766i,-0.12441+0.33928i,-0.099163+0.1954i,-0.096494+0.086156i,-0.030015+0.007967i,0.016366-0.022679i,0.022042-0.027187i,0.0012544-0.027416i,-0.016035-0.01801i,-0.012331-0.0075739i,-0.00051568+0.0018048i,0.015367+0.010132i,0.027106+0.0050617i,0.023339-0.008578i,0.0071018-0.018387i,-0.0088826-0.016241i,-0.013389-0.0046684i,-0.0036983+0.0017956i,0.014399-0.0064117i,0.023897-0.021406i,0.017856-0.024438i
-0.38214-0.4115i,-0.21979-0.48684i,0.10563-0.2662i,0.4098-0.052375i,0.51416-0.052314i,0.35074-0.086i,0.1408-0.039043i,0.041845+0.01198i,0.014509+0.013274i,0.0071116-0.013432i,0.0017951-0.029737i,-0.0026857-0.023821i,-0.0084236-0.014336i,-0.018375-0.0054665i,-0.024151+0.0063647i,-0.019276+0.012326i,-0.0081239+0.0048574i,0.0017311-0.0056074i,0.010679-0.008752i,0.015599-0.013858i,0.0032614-0.029386i,-0.015996-0.037958i,-0.014713-0.024005i
0.87811+0.26144i,1.1012+0.49905i,0.90649+0.45551i,0.44543+0.18392i,0.12187+0.0010608i,0.063698-0.049293i,0.05266-0.085398i,0.0076916-0.086549i,-0.0068705-0.041141i,0.011282-4.2327e-05i,0.032094+0.016489i,0.041164+0.0067721i,0.029049-0.012945i,0.0055718-0.026999i,-0.014379-0.027958i,-0.026141-0.015016i,-0.026526+0.0023183i,-0.016754+0.01351i,-0.0097634+0.010567i,-0.017283+0.0071446i,-0.027653+0.020009i,-0.027755+0.03383i,-0.018617+0.025813i
-0.85867+0.2804i,-1.1314+0.19755i,-1.0772+0.099616i,-0.86425+0.068233i,-0.64462+0.067146i,-0.38656+0.076407i,-0.15142+0.071906i,-0.04768+0.060444i,-0.018003+0.059046i,-0.0042678+0.042156i,-0.0061293+0.025342i,-1.3378e-06+0.02092i,0.012276+0.011293i,0.015613+0.0088564i,0.023216+0.015778i,0.037402+0.014894i,0.042098+0.004419i,0.027773-0.0081694i,0.0023101-0.012843i,-0.016623-0.0008926i,-0.015691+0.022609i,0.0039474+0.036467i,0.01715+0.029756i
0.3546-0.78842i,0.28228-0.84003i,0.050891-0.52829i,0.053154-0.093533i,0.23895+0.12394i,0.23516+0.077862i,0.092634+0.013609i,0.01839+0.00092423i,0.0027282-0.015938i,-0.00080585-0.028132i,-0.0074938-0.02749i,-0.017273-0.0095991i,-0.0081903+0.0098741i,0.0065116+0.0056037i,0.0033425-0.0074685i,-0.0055573-0.0058239i,-0.00046568+0.0049992i,0.012068+0.0089689i,0.017229+0.0070468i,0.019739-0.0011555i,0.025678-0.023748i,0.022567-0.043405i,0.0091923-0.034874i
0.046604+1.0713i,0.15237+1.2327i,0.37995+0.85175i,0.50501+0.27613i,0.3988-0.021033i,0.24218-0.016024i,0.1526+0.021703i,0.089272+0.012578i,0.037108+0.011151i,0.010799+0.014749i,0.003248+0.011588i,0.00010677+0.0086435i,0.00076065+0.0049862i,0.0085578-0.0064224i,0.012098-0.028381i,-0.0034119-0.050424i,-0.031613-0.051208i,-0.041493-0.032179i,-0.022379-0.016259i,-7.9734e-05-0.018383i,0.0031255-0.031274i,-0.011204-0.039695i,-0.019418-0.036337i
-0.50894-0.81988i,-0.4875-0.8921i,-0.28791-0.64574i,-0.21152-0.41967i,-0.29946-0.31609i,-0.29689-0.17599i,-0.16609-0.051384i,-0.083829-0.023903i,-0.068199-0.01395i,-0.043713+0.00034887i,-0.018939-0.0043413i,-0.008934-0.007879i,-0.006503+0.001779i,-0.0099723+0.022615i,-0.0039295+0.049303i,0.020108+0.06316i,0.044873+0.047625i,0.048838+0.016844i,0.031411-0.0057343i,0.0061533-0.012196i,-0.016586+0.00062446i,-0.020865+0.022467i,-0.0064818+0.029063i
0.87931+0.23008i,0.79037+0.11797i,0.23515+0.063399i,-0.1981+0.27404i,-0.16869+0.4458i,-0.0067738+0.32951i,0.041252+0.15737i,0.060951+0.076025i,0.066107+0.020582i,0.038741-0.0081365i,0.017631-0.014828i,-0.0031699-0.024488i,-0.026866-0.020057i,-0.034045-0.0022684i,-0.027656+0.01213i,-0.021229+0.023695i,-0.016646+0.038349i,-0.0060121+0.048885i,0.0046654+0.04422i,0.010496+0.032429i,0.024136+0.029159i,0.042677+0.027265i,0.040899+0.016246i
-1.0811+0.20713i,-1.2256+0.3581i,-0.87668+0.42436i,-0.34562+0.33419i,-0.038293+0.17762i,-0.011004+0.074643i,-0.064455+0.051605i,-0.06319+0.051863i,-0.03467+0.036222i,-0.022781+0.023413i,-0.015364+0.024663i,-2.8185e-05+0.020157i,0.019779+0.0014244i,0.034446-0.01877i,0.034725-0.034822i,0.023182-0.050061i,0.0044822-0.058842i,-0.014857-0.048641i,-0.021396-0.019725i,-0.012211+0.0080228i,-6.4696e-05+0.01647i,0.0040541+0.0087829i,0.00434+0.0015565i
0.71909-0.68701i,0.71884-0.86413i,0.47668-0.84434i,0.22269-0.797i,0.04522-0.76554i,-0.077174-0.59668i,-0.096804-0.32915i,-0.048691-0.15259i,-0.02105-0.079685i,-0.01346-0.037383i,-0.0044786-0.015226i,0.00080965-0.0034739i,0.00036233+0.0093675i,-0.012691+0.013599i,-0.034461+0.020218i,-0.038361+0.041701i,-0.01436+0.058384i,0.009711+0.045226i,0.01226+0.011591i,-0.0015938-0.017429i,-0.02726-0.03369i,-0.054518-0.027596i,-0.058164-0.0037323i
-0.016267+0.79082i,0.29704+0.59273i,0.43201+0.022217i,0.20172-0.24941i,0.012957-0.024259i,0.074194+0.17232i,0.085359+0.14378i,0.0070074+0.12029i,-0.0064028+0.10363i,0.0095046+0.038544i,0.013832-0.01298i,0.013735-0.043032i,-0.0029645-0.055884i,-0.018988-0.042264i,-0.017187-0.022546i,-0.01478-0.013957i,-0.022306-0.0088293i,-0.02284+0.0018821i,-0.0082518+0.0092713i,0.0063723+0.0057025i,0.0082206+0.0004846i,0.0041986-0.000855i,0.0011691-0.0049335i
-0.16639-0.72549i,-0.22246-0.50987i,-0.10306+0.011436i,0.10722+0.4172i,0.22587+0.52741i,0.22779+0.39663i,0.15622+0.15472i,0.054209+0.008651i,0.0063795-0.011381i,-0.0020471-0.017283i,-0.01947-0.018894i,-0.024008-0.002517i,-0.0045832+0.010977i,0.027347+0.017712i,0.059859+0.0095794i,0.076095-0.014098i,0.07141-0.034744i,0.052437-0.035059i,0.026247-0.015085i,0.0085393+0.0085603i,0.011114+0.0155i,0.02293-0.0008936i,0.026968-0.018159i
0.4492+0.64906i,0.46446+0.6679i,0.34422+0.57169i,0.23448+0.33861i,0.12186-0.020875i,-0.006973-0.1935i,-0.01134-0.10945i,0.065837-0.034977i,0.067339-0.023718i,0.029618+0.0029463i,0.016099+0.024226i,0.011134+0.028175i,0.004451+0.021056i,-0.011486+0.0031996i,-0.036384-0.0059231i,-0.055048+0.0071293i,-0.057279+0.031066i,-0.041119+0.041492i,-0.018486+0.029193i,-0.0038366+0.010841i,0.0049918-0.0012502i,0.0097046-0.0087771i,0.0063008-0.0122i
-0.67481-0.18464i,-0.62094+0.010097i,-0.37541+0.035543i,-0.2658-0.16917i,-0.33791-0.24951i,-0.3478-0.12031i,-0.24087-0.013468i,-0.15242-0.0028649i,-0.1033-0.010868i,-0.060191-0.0012116i,-0.018639+0.011773i,0.018948+0.0057298i,0.033626-0.015057i,0.014159-0.027375i,-0.021779-0.020901i,-0.042587-0.0063344i,-0.040086-0.0010981i,-0.031946-0.00093429i,-0.025131+0.002714i,-0.017616+0.0041088i,-0.011174+0.0064333i,-0.0037834+0.018162i,0.0081704+0.027082i
0.49315-0.0061783i,0.14984-0.1692i,-0.28595-0.26689i,-0.37854-0.12403i,-0.18967+0.13151i,-0.0058609+0.22566i,0.055007+0.15572i,0.039908+0.078451i,0.029033+0.038091i,0.028581-0.0098218i,0.0083289-0.054551i,-0.016856-0.062039i,-0.019941-0.03411i,0.0054493+0.0012124i,0.042362+0.015752i,0.063241+0.0099101i,0.058096+0.0033384i,0.034174+0.00040959i,0.0036297-0.004087i,-0.016538-0.0051562i,-0.018642-0.001259i,-0.010113+0.00495i,-0.00064821+0.017288i
