-0.0024469+0.00063301i,-0.002262-0.00069905i,-0.0032608-0.00075431i,-0.0027361-0.00062369i,-0.0017874-0.00045492i,-0.00024733-4.6303e-05i,0.00064781+0.0011257i,0.00079251+0.0014552i,0.001152+0.00082621i,0.00047889+0.00027087i,-4.4253e-05-0.00029999i,0.0003752-0.00043444i,0.00076577-4.9203e-06i,-0.00057009+0.00020865i,-0.0013457+0.00012307i,-0.00017199-4.4681e-06i,-0.00013726-7.872e-05i,-0.00029604+0.00054101i,0.00056582+0.00044102i,0.00058233+0.00028125i,0.00067418-0.00045045i,0.0013596-0.00083846i,0.00054797-0.00027031i
-0.0026405-0.00071841i,-0.0031682-0.0011135i,-0.0034302-0.00010885i,-0.0020132+0.0018066i,-0.00052625+0.0015487i,0.0011567+0.00082599i,0.00071077+0.00018943i,1.5984e-05-0.00031662i,0.00074322-0.00015748i,0.0012395+0.00028263i,0.000737+0.00066789i,-0.00068781+0.00044623i,-0.0013034+0.00073207i,-0.00098743+0.00069954i,-0.00022933-6.1044e-05i,0.00039945+6.4579e-05i,0.00041541+0.00031811i,-1.291e-05+0.0002314i,-0.00022127+0.00029179i,-0.00012563+0.00012651i,0.00027462-0.00017583i,-0.0001889+0.00027552i,-0.00058715+0.00025682i
0.0022425-0.00020854i,0.0022034+0.00040468i,0.0022571-0.00013169i,0.0017853+0.00013879i,0.0014901-0.00034319i,0.00076824-0.0014148i,-0.00061829-0.0011415i,-0.00041125-0.00063859i,0.0008091+0.00017188i,0.00053389+0.00083793i,7.9228e-05+0.00045713i,0.00041897+0.00027889i,9.1429e-05+0.00049986i,0.00032212+0.00044356i,0.00083529+5.1734e-05i,0.00022897-5.6062e-05i,-8.2985e-05+1.1289e-05i,0.00017591-0.00035722i,0.00028564-0.00056089i,-8.6307e-05-0.00027645i,-0.00053186-0.00084665i,0.00029214-0.00099137i,0.0006877-0.00029856i
0.00014843+0.0010755i,0.00059223+0.00051261i,-0.00068071+0.00096065i,-0.0019587+0.0021814i,-0.00066175+0.0022943i,0.0012305+0.00039551i,0.0012686-5.3577e-05i,0.00099944+0.00012654i,0.001257-0.0002459i,0.0012356-0.00042049i,0.00060615-0.00046857i,1.4242e-05-0.00030702i,0.00021737-0.00012957i,0.00089965-0.00032486i,0.00067528-0.0004886i,0.00039202-0.00012477i,0.0004102-0.0002073i,0.00041508-0.00032438i,0.00065635-0.00049277i,0.00098584-0.0003971i,0.00030089+0.00029815i,6.5681e-05+0.00086523i,-6.7322e-06+0.00054661i
9.7458e-05+0.0012376i,-0.0010711+0.0013745i,-0.00061141+0.002215i,0.00014789+0.0017567i,0.00095698-0.00066619i,0.0012219-0.0018929i,0.00068573-0.00098481i,9.1352e-06-0.0002283i,-0.00027387-9.3115e-05i,0.00025934+4.8862e-05i,0.00064768+0.00016084i,-5.6061e-05-0.00015913i,-0.00060408+0.00022866i,-0.00016795+0.00024926i,-0.00011147-0.00016933i,7.5453e-05-1.4283e-07i,-0.00021283+0.00053034i,-0.00071139+0.00046384i,-0.00066366+0.00014877i,-0.00044877+0.0003866i,-4.4286e-05-0.00053337i,0.00018384-0.00030221i,-2.4321e-05+0.00068453i
-0.0017752+0.00077489i,-0.001834+0.00093939i,-0.0019522+0.00096881i,-0.00051715+9.485e-05i,0.00090494-1.7847e-05i,0.00093573-0.00071399i,0.00025203-0.0017377i,-6.6271e-05-0.00086086i,0.0003113-3.0879e-06i,0.00037436+0.00048068i,0.00018482+0.0011202i,-0.0001474+0.0010255i,-0.00057271+0.00076273i,-0.00016986+0.00030835i,5.6746e-06+0.00013207i,-3.3633e-05+0.00054024i,0.00065658+0.00027395i,0.00077731-0.00063461i,8.8544e-05-0.0009507i,-0.00073232+2.7831e-05i,-0.00092842+0.0004548i,0.00016167+0.00017902i,0.0008595+0.00035422i
-0.0010766-0.0025199i,-0.0022626-0.0027653i,-0.0022335-0.00097881i,-0.0012402+0.00204i,-0.00036142+0.0029427i,0.00071879+0.0022373i,0.00085655+0.0010309i,0.00054671+0.00015647i,8.3922e-05-2.2832e-06i,-6.6566e-05+0.00038946i,-0.00029888+4.0689e-06i,-0.00084919-0.00064478i,-0.00029172-0.00023341i,-4.4993e-05-3.3154e-05i,0.00013367-0.00026519i,0.00028084-0.00017684i,-0.00019247-0.00013236i,-0.00029187-0.00038204i,-0.00026687-0.00065727i,-0.00041742+4.3293e-05i,-0.00032202+0.00046108i,-0.00015986+0.00043389i,-0.00050787-0.00018623i
0.0019174-0.0029048i,0.0015683-0.0023055i,0.0013881-0.0023936i,0.00024873-0.0017706i,3.7014e-05-0.00050224i,0.00031988+0.0003334i,9.4582e-05+0.00093903i,0.00044633+0.00065561i,0.00019452+7.5085e-05i,-9.8127e-05-0.00071839i,-0.00021892-0.00062016i,-0.00059702-0.00034058i,-0.0013781-0.00032676i,-0.0016856-0.00071184i,-0.0011345-0.00034248i,-0.00062775+0.0002899i,0.00025334-9.2749e-05i,0.0011262-9.258e-05i,0.00094206+7.4154e-05i,0.00038108-0.00014693i,0.00073076-0.00066606i,0.00066309-0.00059119i,-0.00036228-7.1262e-05i
0.0014914-0.0024304i,0.0017264-0.0024027i,0.0014225-0.002201i,0.0010452-0.0017374i,0.00087965-0.0010349i,0.00039845-0.00081511i,-0.00027007-0.00082156i,-0.00058198-0.00034007i,-0.00068641-0.00057686i,-0.00048696-0.0003493i,-0.00049469+0.00011819i,-0.00075177-0.00095429i,-0.00056311-0.0013368i,-0.00017638-0.0012241i,-2.0922e-05-0.0014785i,-0.00011875-0.00090764i,-9.3839e-05-0.00049539i,0.00017125-0.00057515i,0.00042383-0.00010688i,0.00027653-0.00012143i,-8.7188e-05-0.00072257i,-7.8977e-05-0.00072357i,0.00030365-0.0001745i
0.00073528-0.00036876i,0.00074718-0.000937i,-0.00033358-0.00076288i,-0.0010647-0.00071893i,-0.00076341-0.00057331i,-0.00012261+6.0268e-05i,0.0003605+0.00033687i,-9.2638e-05-0.00057799i,-0.0010396-0.00084491i,-0.0011731-0.00013358i,-0.00054385+0.0001576i,-7.5657e-05-0.00023239i,-0.00021028-0.0006451i,-0.00019001-0.00052237i,-7.0388e-05-0.00031895i,0.00053651+3.067e-05i,0.0011273+0.00063008i,0.001188+0.00029048i,4.3204e-05-8.163e-05i,-0.0011677+2.2492e-05i,-0.00080525-3.9784e-05i,-0.00014079+9.5295e-05i,6.1506e-05+0.00040762i
-0.0009198-0.0007167i,-0.00096954-0.0012353i,-0.00033746-0.00074266i,3.2133e-06+0.00010605i,0.0004141-9.626e-05i,0.00073867-0.0012756i,0.00048967-0.0021155i,0.00031102-0.0015975i,0.00042631-0.00031833i,0.00048231+0.00036056i,0.00015108+8.8389e-05i,-0.00036379-0.00055147i,-0.00014246-9.0928e-05i,-0.00025333+0.00074774i,-0.00090656+0.0008377i,-0.00074456+0.00045373i,-6.4161e-05+0.00030209i,0.00046617-0.00061338i,0.0004738-0.0010259i,0.00065307-0.0002491i,0.00044079+0.0008355i,-0.00047261+0.0012573i,-0.00088198+0.00071411i
-0.00043775-0.0010367i,-0.00064458-0.0004765i,-0.0016436-0.0006034i,-0.0011203-8.6707e-05i,0.0010665+0.00056721i,0.0013408-0.00029268i,-0.00011197-0.00082702i,-0.00038671-9.5184e-05i,0.00033989-7.6675e-06i,0.00036877+0.0005637i,0.00015733+0.00056254i,0.00014996+0.00024595i,-0.00036925+0.0004877i,-0.00068425-0.00019824i,-0.00055093-0.00093868i,-0.00043709-0.00029455i,-0.00041876+0.00043962i,-0.00068811+3.9529e-05i,-0.00044183+1.5165e-05i,4.0157e-05+0.00032041i,4.1055e-05+0.00038957i,-0.00018202+3.0847e-05i,-7.9972e-05-0.00071548i
0.0015224-0.00042041i,0.0016425-0.00016309i,0.00079001-0.00056354i,0.0010659-0.00041732i,0.0012093+0.00023711i,0.0010088+3.7025e-05i,0.001528-0.0004907i,0.0015403-0.00049528i,0.00075818-0.00062216i,0.0002996-0.00077431i,4.2995e-05-0.00085894i,0.0001862-0.00096527i,0.00047596-0.0004478i,0.00049444-3.2431e-05i,0.00026103-2.836e-06i,0.00048781+0.00045624i,0.00058687+0.00012174i,0.00020762-0.00073225i,9.6713e-05-0.00072566i,0.00056558-0.00030379i,0.0009452-0.00015716i,0.00064173+0.0007417i,0.00014132+0.0012621i
-0.0026962-0.001681i,-0.0030355-0.0021492i,-0.0037848-0.0015233i,-0.0029693-0.00073955i,-0.0013239-0.00011088i,-0.00038538+0.00055076i,-0.00046886-0.00025335i,-0.0007308-0.00098477i,-0.00093371-0.00070006i,-0.00042287-0.00054308i,1.9496e-06-0.00021527i,-0.00049597+0.00059153i,-0.00098954+0.0007595i,-9.229e-05+0.0010638i,0.00090642+0.00091985i,0.00011029-2.9671e-05i,-0.00064325+2.8438e-05i,0.00033751+0.00044195i,0.0008587+0.00025941i,0.00043863-0.00014487i,0.00049916-0.00033628i,0.00076+1.6272e-06i,6.0865e-05+0.00033867i
-0.0025872+0.00026744i,-0.0027341-0.00093443i,-0.0022097-0.0011163i,-0.0014372-0.00027379i,0.0001287+0.00036763i,0.001236-0.00038356i,0.00045269-0.0015717i,-0.00011479-0.0015725i,0.00023049-0.00071608i,0.00023338-0.00016658i,-7.7665e-05+9.7113e-05i,-5.7365e-05+0.0011469i,0.00035551+0.0017904i,-0.0003909+0.00095225i,-0.00065678+0.00024093i,-0.00028392+0.00046423i,-0.00024026+0.0003796i,0.0002674-1.5885e-06i,4.9502e-05-0.00041412i,-0.00092068-0.00046697i,-0.00018498-8.9766e-05i,0.00057172+0.00053021i,-0.00017806+0.00058024i
0.0002378-0.00026611i,-0.00085902-0.00037458i,-0.00079803+0.00084665i,-0.00078318+0.0014243i,-4.9362e-06+0.0007569i,0.0010439+0.00019764i,0.0011114+0.00011535i,0.0010283-0.00010839i,0.0005716+0.0002231i,-9.7115e-05+0.00049053i,2.9176e-05-0.00028174i,-0.00034891-0.00039161i,-7.6776e-05+0.00027936i,0.00047119+0.00091295i,0.00028252+0.00097399i,7.6e-05+0.00035329i,-0.00016313-0.00019228i,-2.6539e-07+1.6674e-05i,0.00075406+0.00075338i,0.001545+0.00026423i,0.0017523-0.0004606i,0.0013387+0.00019503i,0.00047413+0.0002915i
0.0010357+0.0007554i,0.0010731+0.0011574i,0.00034229+0.0028946i,0.00043687+0.0027941i,0.0013875+0.0016097i,0.0012515+0.00029693i,0.00080916-0.00043771i,0.00027211-9.586e-05i,1.05e-05+0.00077686i,-0.00028189+0.0011445i,-3.6729e-05+0.00054203i,0.00082912+0.00021082i,0.0002471-0.00017352i,-0.00088521-0.00027953i,5.0264e-05-0.0004096i,0.0013829+0.00010471i,0.00099596+0.0010688i,0.00074083+0.0010165i,0.00017399+0.00087996i,-0.00043336+0.00071976i,-0.00038797-7.579e-05i,-0.00041019-0.00027224i,-0.000651-4.1331e-05i
0.00038042+0.0019807i,0.00040001+0.0024774i,0.00092947+0.0025523i,0.0012975+0.00157i,0.00093181+0.00080885i,0.00068417-0.00023662i,0.00085583-0.00097781i,0.00090902-7.9887e-05i,0.00041142+0.0010235i,0.00012839+0.00059113i,-1.518e-05+0.00056651i,-0.00010007+0.00034411i,0.00041036-0.0001766i,0.00054467+8.4213e-05i,0.00028538+0.00012961i,0.00082704-0.00020989i,0.0010261-1.5473e-05i,0.00093226+0.00043992i,0.00043729+0.00043953i,-2.8056e-05+0.00011252i,-3.3556e-05+0.0002278i,-0.0003019+6.5337e-05i,0.00025187-0.0002631i
0.0025936-1.4893e-05i,0.00055989+0.00017401i,-0.00021653-6.8561e-05i,0.00032875-1.2046e-05i,0.00083572-0.00071179i,0.00081881-0.0019667i,0.00026863-0.0014598i,-0.00021755-0.0002894i,5.1496e-05-6.8293e-05i,0.00053073-0.00014756i,0.00080596+8.0952e-05i,0.00053761+0.00023008i,-7.3277e-05-0.00052645i,0.00016143-0.0013726i,0.00046176-0.0011499i,0.00027107-0.0012186i,0.00016876-0.0015399i,0.00028213-0.00060502i,0.00033656+0.00043361i,0.00025341+0.00059952i,0.00026492+0.00063286i,-6.8035e-05+0.00024369i,-0.00036389-0.00048047i
0.0019066-0.00042591i,0.0028723-0.0004225i,0.0023302-0.00091247i,0.0011069-0.00055586i,0.00041944+0.00067792i,0.00019703+0.00026243i,0.0007329-0.0006282i,0.0004803-0.00080044i,-0.00015832-0.00045329i,0.00044524-1.6092e-05i,0.00098625-0.0002994i,0.0001299-0.0008151i,-0.00053325-0.00072391i,-0.0004728-0.00041212i,-6.2583e-05-0.00038224i,0.00045892-0.00043843i,0.00039741+0.00020235i,0.00031323+0.00082944i,0.00055251+0.0012178i,0.00075311+0.00065751i,8.786e-05-0.00047742i,-0.00024163-0.00042087i,-0.00031395-2.5525e-05i
-0.0010465+0.00042526i,-0.00078977+0.0015185i,-0.00092792+0.0026974i,-0.0002965+0.0026069i,0.00032988+0.0023844i,0.00026732+0.0010146i,0.00055192-0.00037781i,0.00096354-0.0007133i,0.0012948-5.3692e-05i,0.0010746-0.00030476i,0.00031125-0.00024454i,-4.7191e-05+0.0010051i,-0.00018188+0.0010813i,-0.00048657+0.00038588i,-0.00017661+0.00040512i,0.00066842+0.0012473i,0.0010705+0.0014298i,0.00088592+0.00084599i,0.00024467+4.8262e-05i,-2.7903e-05-0.00043239i,0.00019163-0.00030312i,5.3337e-05-2.4997e-05i,-9.8575e-05+0.00082368i
-0.0012188-4.5429e-05i,-0.0023296-2.1097e-05i,-0.0021103-0.00043767i,-0.0009177-1.3276e-05i,0.0006041-7.2613e-06i,0.0015497-0.0011613i,0.00098132-0.0013333i,4.5223e-05-0.00025664i,0.00047574+0.00035951i,0.00053846-5.1018e-05i,0.00051731-0.00042659i,0.0010378-0.00030404i,0.001265+0.00023451i,0.00056526+0.00063542i,0.00018678+0.00049751i,0.00019161+0.00044558i,-0.0003077+0.00013949i,-0.00065913-0.0005489i,-0.00054685-0.00074036i,-0.0010322-0.0006019i,-0.0010416-3.6908e-05i,-0.00021861+0.00062991i,-0.00025644+0.00083663i
-0.00012268-0.0016234i,-0.00088257-0.0011328i,-0.001166-0.00081177i,-0.001448-0.00025821i,0.00027462+0.00065686i,0.0015016-0.00019289i,0.00049053-0.0010206i,0.00025715-0.00023567i,0.00048068+0.00041702i,-0.00035066+0.0007286i,-0.00018659+0.0011802i,0.00031039+0.00055845i,0.00036923-0.00092298i,0.00031057-0.0010279i,4.553e-05-0.00010706i,-0.00015819+0.00067077i,0.00029984+0.00052836i,0.00055615-3.4844e-05i,0.00011301-0.00056869i,-0.00049222-0.00080628i,-0.00063837-0.00094647i,-0.00042814+0.00010273i,-0.00086641+0.00049919i
0.0014975-0.0001647i,0.00099256-0.00042832i,0.0015865-0.0013634i,0.00033942-0.00078581i,-0.00018929+0.00014912i,0.0005187-0.00027405i,-3.291e-06-0.00034182i,-0.00035347-2.5541e-06i,0.00033954-0.00042641i,-0.00023124-0.0012414i,-0.00083194-0.0019055i,-7.2206e-05-0.00074636i,0.00038953+0.00014051i,-0.00037177-5.1024e-05i,-0.00067095+0.00057173i,-0.00050838+0.00053771i,-0.00027482-0.00016088i,0.00052824+8.8385e-05i,0.00079391-0.0001698i,0.00022331-0.00062054i,-0.00019029-0.00013726i,0.0003946+0.00063364i,-0.00022512+0.00080411i
-0.00013987-0.0028985i,-0.00039774-0.0034193i,0.0010874-0.0031764i,0.0013288-0.0011552i,0.0003345+0.00020166i,0.00015887-0.00028205i,0.00022099-0.00080031i,0.00061248-0.00056116i,0.00080452-5.7658e-05i,-3.5259e-05-0.00079495i,-1.6365e-05-0.0016905i,0.00017465-0.0016234i,-0.00081142-0.0014602i,-0.0006319-0.0013886i,-0.00024025-0.00085765i,-0.00022808-0.00030313i,5.6207e-05+0.00016501i,-7.3545e-06+0.00054317i,0.00028466+7.5079e-05i,0.00015812-0.00058237i,-0.00014762-0.00071629i,-0.00029171-0.0008065i,0.00049614-0.00054124i
-0.0016387-0.0020237i,-0.0025336-0.0021948i,-0.002498-0.0013212i,-0.0017568-0.00058576i,-0.00080158-7.3992e-06i,-0.00030072+0.00023399i,-5.2314e-06+2.0971e-06i,0.00020723+0.00020604i,3.3861e-05-0.0004171i,-2.2418e-05-0.0010196i,0.00023302-0.00038491i,-6.4432e-05+0.00061423i,-0.00034318+0.00074676i,-0.00035898+0.0006085i,-0.00087431+0.00011642i,-4.3875e-05+0.00080147i,0.00099675+0.0010341i,0.00066552-9.5444e-05i,-0.00018748-0.00060236i,-0.00046323-0.00035518i,-0.00037144+0.00011061i,-0.00065431-3.25e-05i,-0.0010321-8.2326e-05i
-0.00027022-0.0015273i,0.00037654-0.0021365i,-0.00035888-0.0015851i,-0.0010236-0.001132i,0.00023946-0.00052637i,0.00065586-0.00030822i,-0.00056244-0.00082858i,-0.00097656-0.00021267i,-0.00021032-0.00015112i,0.00050448-0.00016786i,-0.00021903+0.00010662i,-0.00072327-0.00024645i,-0.00028911-6.8891e-05i,-0.00019292+0.00049656i,-0.0002114-0.0002588i,4.2818e-05+7.6597e-05i,0.00015489+0.00084706i,-0.00062515+0.00037918i,-0.0012051-0.00020682i,-0.0010783+0.0004227i,-0.00020381+0.00029829i,0.00088359-0.00043959i,0.0006691-0.00040777i
0.0013042-0.0014645i,0.0013777-0.0019505i,0.0018129-0.00065051i,0.0013085+0.00057513i,0.00068944+0.00028056i,0.00091271-0.00067256i,0.00025647-0.00096049i,-3.9654e-05-0.00037235i,0.0010465+0.00024157i,0.0012088-7.1053e-05i,0.00020429-0.00098093i,-0.00014922-0.00096206i,0.00024198-0.00045521i,0.00059907-0.00017149i,0.00052276-0.00029761i,0.00019532-0.00046897i,0.00025938-0.0006786i,0.00061672-0.00067561i,0.0003908-0.00081861i,1.3428e-05-0.0010195i,0.00027231-0.00049513i,0.00097824+0.00010747i,0.00127+0.00018673i
0.00054808-0.0019709i,-0.00063398-0.0023526i,-0.0016183-0.0024125i,-0.0017201-0.0015501i,-0.00057772-0.00059125i,0.00021216-0.00075898i,0.00027098-0.0010315i,-7.0016e-06-0.0012304i,0.00027879-0.0005197i,0.00059712+0.00064381i,1.2467e-05+0.00020848i,-0.00018333-0.00028295i,-0.00059378-0.00071747i,-0.0013599-0.00095462i,-0.0012945-0.00081844i,-0.00073421-0.00086881i,-0.00011976-0.00044884i,0.00020276-0.00011838i,-7.9923e-05+6.957e-05i,0.00043491-0.00011975i,0.00018098-0.00048868i,-0.00090977-0.00035434i,-0.00080092-0.00036583i
-0.0011584-0.0012353i,-0.00076125-0.00090634i,-0.0015449-0.00037411i,-0.0013477+0.00042506i,0.00023166+0.00077699i,0.0010395+0.00021478i,0.00023102-0.00090223i,-0.000313-0.00074817i,0.00031616-0.0005604i,0.00096592-0.00077272i,0.00074128+0.0005742i,-0.00011112+0.00068359i,-0.00023459+0.0001619i,-0.00015294+0.00019863i,0.00016454-8.6318e-05i,0.00075352-0.00023607i,0.00086072-4.6267e-05i,0.0004333+0.00050059i,0.00028546+0.00048068i,-7.0487e-05+0.0003148i,-0.00065029+4.399e-05i,-0.0008751-0.0004583i,-0.0015246-0.0005323i
-9.1779e-05+0.0020085i,-0.00030081+0.001524i,-0.0014934+0.0015022i,-0.0012878+0.001592i,-0.00017297+0.00082476i,0.00064569-0.00036158i,0.00074805-0.0005773i,0.00036376+0.00036145i,0.00050526+0.00081046i,0.00066239+0.00046205i,0.00069165+0.00020473i,0.00078022-0.00027988i,0.00090425-0.00081963i,0.0005475-0.00061479i,0.00048798-0.00073376i,0.00083608-0.0011632i,0.0006213-0.00090163i,-0.00033789-0.00044015i,-0.00058068-0.00039309i,-1.6761e-05-0.0001841i,5.252e-05+0.00042763i,0.00053629+0.00055784i,0.00017315+0.00030345i
9.9178e-05+0.00066094i,-0.0005771+0.00075843i,-0.0011841+0.00090203i,0.00035236+0.0014604i,0.0018985+0.0013028i,0.0015814+9.2841e-06i,0.00013199+0.00016047i,0.00020128+0.00065681i,0.00070374+0.00032651i,3.5012e-05+0.00029297i,-0.00031602+6.8904e-05i,0.00021007+0.00023264i,0.00038007-0.00011919i,-0.00010824-0.00024194i,-0.00013141+3.981e-05i,-1.7134e-05-0.00064623i,-6.2648e-06-0.00079891i,-0.00055087+4.4725e-05i,-0.00051011+0.00053821i,6.1347e-06+0.00019679i,-0.00018001-2.5876e-05i,-0.00070105+6.0627e-05i,-0.00065759-9.6198e-05i
0.0019941+0.00092363i,0.0018465+0.00067059i,0.00018148+0.00091109i,-0.00050297+0.00051427i,0.00027249-0.0006692i,0.00078197-0.0021521i,0.00041636-0.0023761i,0.00017351-0.00097689i,0.00043869+0.00015808i,0.00060679-4.3292e-05i,0.00049467+2.4308e-05i,0.00011611+0.00042158i,0.00046894+0.0012069i,8.0551e-05+0.0010578i,-0.00041058+0.00019462i,0.00011027+0.00047037i,0.00076739+0.00026233i,0.0004506-0.00082248i,-4.8194e-05-0.0010987i,-0.00026029-0.00063394i,-0.00012174-1.1516e-05i,-0.0001969+0.0003887i,-0.00037586+0.00010161i
-0.00055366-0.0010634i,-0.0016096-0.0010556i,-0.0017798-6.1581e-05i,-0.0011428+0.00067409i,-0.00070548-0.00032358i,-0.00031617-0.0013725i,-0.00024379-0.00071906i,-0.00030773-0.00027068i,-0.00029169+0.00040225i,-0.00054957+0.00044361i,-0.00021929-9.582e-05i,-8.8263e-05+0.00023217i,-0.00024964-3.1144e-06i,-0.00084393-0.00037283i,-0.00099523-0.00029482i,-5.8741e-05-0.00013952i,0.00076113+7.9096e-05i,0.00071215+0.00017189i,0.00098968+0.00036251i,0.00071024+0.00088858i,-0.0001621+0.00038898i,-0.00031251-0.00028395i,-0.00088968-0.00043973i
-0.0010947-2.856e-05i,-0.00062063-0.00095497i,-0.00095818+1.928e-05i,-0.0011636+0.0014912i,0.00023707+0.0017424i,0.00092736+0.0011728i,0.00052865+0.00035682i,0.00018579+0.00023342i,0.00014079+0.00049359i,-0.00012286+0.00039924i,-0.00015181+0.00086604i,0.00013855+0.0012296i,-9.9821e-05+0.00041861i,-0.00010884-0.00026755i,4.5446e-05-7.7125e-05i,-0.00063244-0.00012819i,-0.00068223-0.00044475i,0.00015526-0.00024541i,1.145e-05+1.6278e-05i,-0.00059931+0.00011349i,-0.00069264+1.9146e-05i,-0.00087403+7.6651e-07i,-0.00031574-0.00012278i
0.00085745-0.0019857i,0.00021835-0.0029258i,0.0011713-0.0026455i,0.0012339-0.00059727i,0.0010524+0.0001761i,0.0016983+0.00040329i,0.00074456+0.00066881i,0.00048457+0.00089001i,0.0011999+0.00083376i,0.00037809+0.00018628i,-0.00058452-0.00065646i,-0.00049993-0.00048221i,-0.00049171-8.6342e-05i,6.8309e-05-0.00031484i,0.00060043-3.559e-05i,0.00052644+0.0005521i,-6.8762e-05+0.00024387i,-0.00024976-0.00014773i,1.1648e-05+0.00014667i,-0.00042348+0.00011621i,-0.00047945+0.0001086i,-0.00064733-2.3365e-05i,-0.00096252-0.00062342i
0.0019609-0.00014265i,0.0019849-0.00069279i,0.00045298-0.00016478i,-0.00044711-0.00024257i,0.00043637-0.0004848i,0.00081909+1.4654e-05i,-0.00031381+0.00086046i,-0.00067158+0.00093428i,0.00039164+0.00019402i,0.0007351-0.00057719i,0.00017191-0.0010963i,1.3282e-05-0.00051401i,-1.827e-05+0.00019699i,-0.00024141+3.887e-05i,0.00024893-3.4173e-06i,-0.00011847+0.00060662i,-1.2975e-05+0.00067444i,0.00030595-3.2684e-05i,-0.00010076-0.0003815i,-0.00020251-0.00033885i,6.1061e-05-0.00044849i,0.00010061-0.000789i,-0.00019795-0.0010733i
-0.0012871-0.00053171i,-0.0022354+0.0011097i,-0.0023486+0.0014515i,-0.00087489+0.0013935i,0.00032816+0.0012351i,0.00077891-2.1127e-05i,0.00090305-0.00062281i,0.00077317+5.5524e-05i,0.0007713+3.9836e-05i,0.00080306-9.9725e-05i,0.00060498+4.0814e-06i,0.00034958+0.00050024i,9.3637e-05-0.0003661i,-4.4487e-05-0.001545i,-0.00012263-0.00072652i,-0.00044045+0.00041886i,-2.5005e-05+0.00091362i,-7.1559e-06+0.00020435i,-0.00053215-0.0006678i,-8.6979e-05-0.00014402i,0.0003996+0.0005205i,0.0001837+0.0007767i,-0.00031968+0.00079193i
-0.00030023+0.00040693i,-0.00060119+0.00048839i,-0.00065526+0.0013664i,0.00070919+0.001669i,0.002014+0.00037038i,0.0020978-0.0006118i,0.00040181-0.00051039i,-0.0011018+8.0754e-05i,-0.00071771-6.2456e-05i,2.7678e-06-0.00049117i,0.00067551-0.0001416i,0.00095327+0.0005154i,-0.00041742+0.00068806i,-0.0009508+6.5615e-05i,1.4459e-06+0.00035282i,0.00069744+0.0011767i,0.00042536+0.0012644i,0.00058634+0.00038131i,0.0010678-0.00039545i,0.00050382+6.1839e-05i,-6.3188e-05-4.0248e-05i,-6.0056e-05-0.00039005i,-8.5079e-05-0.00024731i
0.00052417+0.00082979i,0.00051343+0.0019912i,0.00095986+0.0028462i,0.0011608+0.0022576i,0.00088118+0.00084645i,0.00042088-0.00088591i,-0.00060471-0.0013324i,-0.0010191-0.00044912i,0.0001419-3.0454e-05i,0.00045518-0.0002403i,-0.00022045-0.0004034i,0.00013423-0.00040584i,0.00045311+0.00091802i,0.00054589+0.00088895i,0.00065281-0.00022846i,0.00067272-0.00039597i,0.00057648+6.596e-05i,0.00020789+0.00048443i,-0.0001193+0.00050804i,-0.00025483-0.00011395i,-0.00056632-0.00057031i,-0.00068684-0.00041831i,-0.00069899+6.7744e-05i
-0.00016193-0.0002153i,-8.4473e-05+0.00017015i,0.00013752+0.00028826i,-0.0013292+4.4223e-06i,-0.00041094+0.00040055i,0.001346+0.00063619i,0.0012955-0.00025683i,0.00049308-0.00046609i,0.0004486-2.9597e-07i,0.00070647+0.00026803i,0.00082654+0.00035826i,0.00095945-0.00060197i,0.00034707-0.0011325i,-0.00031423-0.00058814i,-1.2383e-05-0.00094056i,5.611e-05-0.00048828i,-0.00033435-0.00022903i,4.9763e-05-0.00014007i,0.00067383+0.00075553i,0.00093686+0.0011996i,-4.3392e-05+0.0004899i,-0.00097567-0.0003192i,-0.00081231+0.00020329i
-0.0015496+0.00057268i,-0.0021073+0.00079674i,-0.00095072+0.00094564i,-9.9739e-05+0.0015932i,0.00084599+0.00054762i,0.0012415-0.0010875i,-0.00012969-0.0011393i,-0.0011442-0.00063725i,-0.00018181-0.00025128i,0.00048173+0.00014921i,0.00077911+0.00037806i,0.00073291+0.00054515i,-0.0002989+0.00024081i,5.739e-05-0.00030177i,0.00069981+1.3475e-05i,-0.00029926+0.00079081i,-0.0011684+0.00056445i,-0.00020122-0.00039038i,0.00021615-0.00078324i,-0.00028232-0.0006507i,0.00010112-8.9225e-05i,0.00027288+0.00058882i,0.00040107+0.00044375i
0.00065007+0.0012322i,0.0014863+0.0018598i,0.00062436+0.0015879i,0.00011972+0.00067216i,0.00028731+0.0013616i,1.0043e-05+0.0012071i,-0.00051264-0.00016916i,-0.00061036-0.00048948i,-0.00033229-0.00042686i,-0.00019168+9.5088e-05i,-0.00016446+0.0011067i,-0.00027103+0.00057222i,-0.00031584-0.00038649i,-0.00017941-0.00023057i,0.00037101-0.00031332i,0.00052724-0.00040144i,3.8393e-05+2.4535e-05i,6.1969e-05-0.00060703i,0.00065089-0.00064948i,0.0010886+0.00010967i,0.0012742+0.0007661i,0.00046509-1.4872e-05i,-0.00027064-0.00085047i
