-0.0024469+0.00063301i,-0.002262-0.00069905i,-0.0032608-0.00075431i,-0.0027361-0.00062369i,-0.0017874-0.00045492i,-0.00024733-4.6303e-05i,0.00064781+0.0011257i,0.00079251+0.0014552i,0.001152+0.00082621i,0.00047889+0.00027087i,-4.4253e-05-0.00029999i,0.0003752-0.00043444i,0.00076577-4.9203e-06i,-0.00057009+0.00020865i,-0.0013457+0.00012307i,-0.00017199-4.4681e-06i,-0.00013726-7.872e-05i,-0.00029604+0.00054101i,0.00056582+0.00044102i,0.00058233+0.00028125i,0.00067418-0.00045045i,0.0013596-0.00083846i,0.00054797-0.00027031i
0.033227+0.037308i,0.042285+0.13444i,0.031122+0.2324i,-0.10778+0.25758i,-0.41077+0.25052i,-0.60909+0.2812i,-0.48828+0.25711i,-0.28174+0.12651i,-0.2018+0.056591i,-0.14479+0.10016i,-0.063252+0.11302i,-0.044739+0.073481i,-0.073737+0.062115i,-0.082087+0.078151i,-0.065337+0.094449i,-0.035089+0.099707i,-0.007752+0.091965i,0.0070313+0.084343i,0.010101+0.069079i,-0.00091632+0.04265i,-0.0050747+0.018432i,-0.00051408-0.0010118i,-0.0025836-0.011471i
0.1097+0.029044i,0.085498-0.069405i,-0.072718-0.11786i,-0.14334-0.0064712i,0.11352+0.13733i,0.42712+0.069371i,0.38651-0.10025i,0.19433-0.11049i,0.14702-0.063457i,0.1409-0.086114i,0.10441-0.091886i,0.10437-0.069518i,0.13207-0.082765i,0.12683-0.12581i,0.088195-0.15089i,0.067078-0.14631i,0.067541-0.1332i,0.053785-0.12299i,0.020003-0.10772i,-0.015046-0.08763i,-0.042752-0.066292i,-0.048311-0.033893i,-0.018164-0.0023188i
-0.040255+0.18871i,0.11993+0.28765i,0.33712+0.14347i,0.3243-0.18757i,-0.023362-0.33139i,-0.30642-0.15609i,-0.26398+0.050412i,-0.1283+0.068909i,-0.077035+0.0078168i,-0.052961+0.0063825i,-0.016662+0.022265i,-0.0094269+0.0067977i,-0.03417+0.007184i,-0.032315+0.041189i,-0.0046298+0.071907i,0.0046988+0.084249i,-0.0090722+0.075926i,-0.027397+0.053573i,-0.046932+0.049229i,-0.048998+0.066037i,-0.022532+0.065573i,0.0017512+0.037686i,0.0011472+0.006994i
0.059166+0.029983i,0.075601-0.017155i,0.066521+0.045053i,0.067012+0.21142i,0.19607+0.42459i,0.50799+0.48578i,0.7047+0.26338i,0.56918+0.034283i,0.35204+0.013649i,0.26415+0.028033i,0.19558+0.013423i,0.12921+0.057093i,0.11297+0.073567i,0.078124+0.017025i,0.023909-0.015617i,0.00013668+0.0013304i,0.00034207+0.027192i,0.020408+0.020424i,0.036799-0.038204i,0.013374-0.086163i,-0.019124-0.068336i,-0.016827-0.021051i,0.0084729+0.01273i
0.043046-0.0048884i,-0.19903-0.089038i,-0.38847-0.13559i,-0.52971-0.27283i,-0.62514-0.39459i,-0.67334-0.41572i,-0.64671-0.29927i,-0.52581-0.10128i,-0.41195+0.03216i,-0.35108+0.095207i,-0.26727+0.11381i,-0.17773+0.076762i,-0.13097+0.061446i,-0.090526+0.089415i,-0.046118+0.087667i,-0.021089+0.061097i,0.0005699+0.044267i,0.0037914+0.046762i,-0.017111+0.085448i,-0.0088285+0.11533i,0.019478+0.080437i,0.020607+0.013973i,0.0011092-0.031278i
0.66874+8.9883i,1.4172+9.806i,3.609+9.7557i,4.5962+5.8497i,4.4797+1.6038i,2.8916-1.2288i,0.76806-1.3177i,0.18488-0.11091i,0.78892+0.41486i,1.3781+0.18323i,1.4682-0.19915i,1.4374-0.35476i,1.5353-0.40569i,1.4502-0.3806i,1.2572-0.41026i,0.91567-0.4759i,0.41279-0.33326i,0.038686-0.11767i,-0.15247-0.015703i,-0.13269+0.10077i,0.10585+0.21705i,0.34275+0.18867i,0.36146+0.070575i
-0.17217-0.15302i,-0.46995-0.11128i,-0.63022+0.14414i,-0.51246+0.41271i,-0.25761+0.51355i,-0.088579+0.46488i,0.00090888+0.35264i,0.034053+0.29181i,0.058053+0.30309i,0.10612+0.24386i,0.080871+0.12022i,0.0076639+0.063246i,-0.01066+0.045486i,-0.0052104+0.012379i,-0.028269-0.0091251i,-0.055159-0.0050125i,-0.0464+0.00552i,-0.0078282+0.0029127i,0.027571-0.016964i,0.041597-0.037475i,0.034886-0.043631i,0.0091811-0.043895i,-0.032511-0.033461i
0.0068094-0.14029i,0.15529-0.36419i,0.2566-0.56674i,0.32429-0.56899i,0.35025-0.42228i,0.25403-0.34422i,0.019526-0.31198i,-0.095322-0.17349i,-0.0019605-0.083533i,0.049097-0.099038i,0.016446-0.081667i,-0.0049582-0.064392i,-0.033213-0.061389i,-0.050816-0.043049i,-0.044643-0.035289i,-0.032036-0.0196i,-0.00092635-0.0026172i,0.013282-0.013255i,-0.024444-0.014851i,-0.062095+0.012379i,-0.065901+0.02849i,-0.057635+0.025351i,-0.047666+0.024289i
-0.089684+0.20078i,-0.068153+0.41292i,-0.080665+0.57346i,0.0040133+0.57491i,0.12258+0.37854i,0.13977+0.17243i,0.12335+0.088883i,0.15558+0.02158i,0.1458-0.082406i,0.068149-0.10606i,0.038147-0.037039i,0.054164+0.011439i,0.04585+0.011532i,0.031974-0.012245i,0.046292-0.036809i,0.084357-0.044681i,0.0934-0.057462i,0.039079-0.074601i,-0.032125-0.060254i,-0.065543-0.018361i,-0.065093+0.023415i,-0.051675+0.050935i,-0.031885+0.052286i
-0.072856-0.15351i,-0.02264-0.20577i,-0.054196-0.2562i,-0.025029-0.068563i,0.2043+0.23368i,0.4389+0.35607i,0.42288+0.24206i,0.23129+0.12381i,0.11604+0.098945i,0.097689+0.070016i,0.07439+0.036509i,0.066981+0.02716i,0.091091+0.011007i,0.09263-0.017928i,0.058568-0.031543i,0.030616-0.013243i,0.029421+0.0078365i,0.027269+0.016795i,0.011166+0.027875i,-0.0033243+0.040849i,-0.014784+0.050255i,-0.023348+0.056554i,-0.026225+0.055484i
-0.013663-0.070557i,0.01895-0.047963i,0.18363-0.15212i,0.3353-0.39703i,0.24918-0.6564i,-0.0077124-0.66892i,-0.10584-0.41125i,-0.016698-0.18734i,0.026989-0.11681i,0.0011565-0.095822i,-0.00096866-0.076i,0.022364-0.07496i,0.020495-0.080854i,-0.0097756-0.052218i,-0.01901-0.024499i,0.00034345-0.045934i,0.018623-0.08267i,0.012781-0.083455i,-0.0050904-0.037487i,0.0019075+0.010886i,0.020771+0.018076i,0.021549+0.009187i,0.01475+0.014713i
0.025515-0.024686i,0.025769+0.045922i,0.049507+0.11967i,0.043205+0.077955i,-0.011074-0.084694i,-0.099524-0.13215i,-0.12607-0.016786i,-0.073526+0.063916i,-0.037676+0.066178i,-0.021747+0.070572i,0.0081826+0.058016i,0.011869+0.030259i,0.014018+0.025983i,0.045993+0.0053807i,0.058297-0.054765i,0.022278-0.11407i,-0.034557-0.12966i,-0.060891-0.091248i,-0.029625-0.042626i,0.0090744-0.028896i,0.010153-0.02549i,0.0047142-0.0071044i,0.01418+0.0030809i
-0.087475-0.030057i,-0.22051-0.084068i,-0.27643-0.16922i,-0.1505-0.23723i,0.042452-0.2764i,0.04503-0.25613i,-0.052591-0.074844i,-0.0486+0.11163i,-0.01993+0.1309i,-0.029317+0.064113i,-0.040183+0.0049841i,-0.043611-0.0089701i,-0.023981+0.0049645i,-0.0084373+0.0002712i,-0.03055-0.0066285i,-0.063871+0.0024953i,-0.078536+0.014531i,-0.067768+0.021502i,-0.040646+0.020637i,-0.017693+0.014631i,-0.0059885+0.0090862i,-0.0011412+0.0020456i,-0.0030501-0.0069213i
0.12728+0.025023i,0.39793+0.14944i,0.81388+0.31333i,1.0382+0.3554i,0.82873+0.29787i,0.45277+0.27612i,0.2482+0.23594i,0.20619+0.14283i,0.20376+0.058336i,0.1595+0.0062062i,0.07557+0.002378i,0.032243+0.028281i,0.022667+0.03526i,-0.0040288+0.04675i,-0.022156+0.084045i,-0.016761+0.10718i,-0.005593+0.094568i,0.0091607+0.064992i,0.015796+0.042917i,0.015155+0.036308i,0.016505+0.030376i,0.014275+0.020472i,0.0073554+0.011735i
-0.064814-0.067708i,-0.21987-0.15068i,-0.40437-0.21119i,-0.40572-0.18491i,-0.18119-0.16675i,-0.022324-0.2246i,-0.045107-0.21324i,-0.049123-0.10593i,0.0032978-0.054636i,-0.0004607-0.049661i,-0.025679-0.0083394i,-0.021454+0.024142i,-0.013818+0.02172i,-0.0053841+0.0051676i,0.0085594-0.021519i,0.018654-0.045133i,0.016489-0.059625i,0.0051948-0.063038i,0.010843-0.051761i,0.032058-0.03724i,0.041472-0.023365i,0.034376-0.0099105i,0.024389+0.00014123i
-0.024676-0.0033219i,-0.055338+0.0024268i,-0.13202-0.021964i,-0.25983-0.064297i,-0.36097-0.047369i,-0.35207+0.0048096i,-0.28363+0.025825i,-0.23853+0.020113i,-0.20635+0.020848i,-0.15224+0.034963i,-0.080358+0.041911i,-0.024176+0.040007i,0.0073205+0.04538i,0.026338+0.041144i,0.027748+0.0049567i,0.0081038-0.033139i,-0.014433-0.043425i,-0.034645-0.0403i,-0.050813-0.039131i,-0.051934-0.039535i,-0.042529-0.036879i,-0.029554-0.030838i,-0.016251-0.027028i
0.062476-0.023599i,0.18563-0.012312i,0.34912+0.04556i,0.44464+0.076791i,0.37717-0.021075i,0.23402-0.11506i,0.12447-0.074895i,0.049827-0.023262i,-0.0083053-0.032412i,-0.029788-0.051048i,-0.023391-0.048456i,-0.0056772-0.024274i,0.012705-0.017531i,0.0090262-0.01793i,0.0051212+0.0081587i,0.016615+0.034287i,0.031571+0.038756i,0.047043+0.024109i,0.043034-0.0026182i,0.016125-0.017376i,-0.0063777-0.014073i,-0.01088-0.0092593i,-0.0091029-0.011263i
-0.10744+0.042971i,-0.22124+0.17018i,-0.26803+0.28518i,-0.16844+0.24349i,-0.059105+0.13327i,-0.036647+0.10693i,0.0012149+0.082652i,0.058053+0.02907i,0.10286+0.024059i,0.12301+0.019973i,0.076607+0.00053091i,0.011488+0.0087102i,-0.019196+0.018075i,-0.025573+0.021461i,-0.01842+0.019748i,-0.014118-0.0075714i,-0.02132-0.040834i,-0.026369-0.05356i,-0.027339-0.044201i,-0.026307-0.018709i,-0.018918+0.0050192i,-0.012104+0.013113i,-0.011073+0.01101i
0.076052-0.089139i,0.15924-0.3001i,0.16472-0.55156i,0.099314-0.52229i,0.14559-0.1979i,0.24825+0.010971i,0.17817+0.008605i,0.063951+0.02195i,0.068967+0.037103i,0.088185+0.007051i,0.06389-0.0088221i,0.03706-0.0087834i,0.024731-0.0061797i,0.020255-0.015133i,-0.00084878-0.032204i,-0.032123-0.031042i,-0.05242-0.017145i,-0.066415+0.00038668i,-0.065353+0.023929i,-0.036315+0.042054i,0.0033804+0.041611i,0.024476+0.024616i,0.01764+0.0097411i
-0.086426+0.0039939i,-0.19059+0.1634i,-0.20002+0.4663i,-0.041115+0.64547i,0.066218+0.46447i,-0.0051719+0.18455i,-0.069628+0.0816i,-0.066526+0.064285i,-0.080613+0.056939i,-0.085247+0.070699i,-0.050005+0.07125i,-0.019492+0.054854i,-0.012022+0.037279i,-0.016288+0.022013i,-0.0086455+0.022084i,0.017018+0.03291i,0.034822+0.041354i,0.035289+0.044479i,0.029812+0.03414i,0.02597+0.01254i,0.025211-0.0042807i,0.024949-0.0075383i,0.023207-0.0026084i
0.10977+0.025921i,0.2599+0.029973i,0.34176-0.066947i,0.20032-0.17655i,-0.00060799-0.13557i,-0.041174-0.043239i,-0.023172-0.05419i,-0.073846-0.050084i,-0.10848+0.02986i,-0.080497+0.065251i,-0.04711+0.050712i,-0.017509+0.044305i,0.0083382+0.038607i,0.023528+0.034201i,0.037591+0.02751i,0.048239+0.010219i,0.054049-0.0055898i,0.057812-0.012615i,0.050731-0.01331i,0.033633-0.013548i,0.0132-0.013526i,0.0017643-0.0028611i,0.0098785+0.011459i
-0.11765-0.16575i,-0.35346-0.39986i,-0.65734-0.58474i,-0.73974-0.47843i,-0.49934-0.21647i,-0.22863-0.083595i,-0.11588-0.036733i,-0.063751+0.0068354i,-0.029024+0.0099006i,-0.037789+0.0015543i,-0.057388+0.0067105i,-0.067068+0.013699i,-0.053008+0.017661i,-0.030695+0.0055535i,-0.02152-0.0099388i,-0.011127-0.026173i,0.00032949-0.052993i,0.0066729-0.071078i,0.0090522-0.06698i,0.0046153-0.048167i,-0.0057074-0.027209i,-0.015988-0.013569i,-0.019723-0.0084609i
0.074806+0.17477i,0.21468+0.53196i,0.44855+0.94335i,0.60288+1.0107i,0.49997+0.69841i,0.27538+0.42031i,0.15929+0.2719i,0.096499+0.10227i,0.02352-0.011112i,0.015222-0.041774i,0.016483-0.070527i,-0.023653-0.060457i,-0.038076-0.01767i,-0.025262-0.0026125i,-0.024557+0.00062194i,-0.029985+0.01068i,-0.029152+0.015194i,-0.018162+0.0053602i,-0.010933-0.01187i,-0.018244-0.014926i,-0.020359-0.0021022i,-0.014047+0.0052958i,-0.017173+0.0061145i
0.050179-0.14539i,0.11839-0.36276i,0.18334-0.57115i,0.16187-0.56801i,0.081967-0.38786i,0.047808-0.26423i,0.01997-0.22187i,-0.034819-0.12385i,-0.042099-0.021928i,-0.016696-0.013637i,-0.010217-0.041256i,-0.010086-0.041357i,4.8146e-05-0.030665i,0.012464-0.031521i,0.022375-0.033775i,0.030403-0.029171i,0.031698-0.023323i,0.023321-0.014783i,0.015461-0.00074125i,0.01574+0.014986i,0.016659+0.026346i,0.015923+0.030607i,0.021862+0.028323i
-0.06388+0.039904i,-0.24422+0.060283i,-0.49117+0.026183i,-0.58238-0.038648i,-0.4794-0.069634i,-0.39432-0.060925i,-0.31851+0.0034485i,-0.16318+0.04161i,-0.057145+0.00063481i,-0.046317-0.012772i,-0.028972+0.026364i,-0.00081705+0.045488i,0.0023185+0.042157i,0.003774+0.029892i,0.011059-0.0041833i,0.0046821-0.046229i,-0.017219-0.061695i,-0.03064-0.03949i,-0.011998-0.0092716i,0.018173-0.0019014i,0.025694-0.0057107i,0.021481-0.0018358i,0.021174-0.0020293i
0.12245+0.034757i,0.38803+0.13565i,0.71432+0.26016i,0.76555+0.28689i,0.48696+0.24086i,0.2537+0.26048i,0.18868+0.22978i,0.097737+0.089896i,-0.01398+0.010715i,-0.039673+0.020929i,-0.02422+0.025609i,-0.024529+0.019967i,-0.019199+0.027005i,-0.0098318+0.035921i,-0.019809+0.049468i,-0.032192+0.076162i,-0.01933+0.093099i,0.0062826+0.073667i,0.015358+0.027961i,0.0024635-0.0074356i,-0.012061-0.015801i,-0.014138-0.01217i,-0.015785-0.0086461i
-0.063337-0.029469i,-0.20435-0.12298i,-0.3765-0.27268i,-0.42326-0.34428i,-0.29819-0.29801i,-0.14184-0.25327i,-0.062472-0.21063i,-0.038569-0.12651i,-0.024998-0.041863i,-0.0037576-0.0059189i,-0.00014326-0.016057i,-0.026386-0.033888i,-0.043013-0.030703i,-0.03204-0.01105i,-0.0068211+0.01622i,0.030391+0.036489i,0.061309+0.030922i,0.055406+0.0086483i,0.014078-0.0066494i,-0.023899-0.001127i,-0.030307+0.013327i,-0.023456+0.018944i,-0.019931+0.023462i
-0.0029291+0.014933i,-0.047496+0.054432i,-0.11786+0.10034i,-0.17488+0.070282i,-0.20128+0.0039876i,-0.19525+0.0064887i,-0.11955+0.02076i,-0.016672-0.046324i,0.016239-0.13102i,-0.0046954-0.13236i,-0.0034905-0.087614i,0.01256-0.060893i,0.015301-0.054084i,0.012374-0.057349i,0.011267-0.070769i,0.0053358-0.093912i,-0.013544-0.10312i,-0.032121-0.07168i,-0.027867-0.017577i,-0.009463+0.017476i,-0.0034466+0.02241i,-0.0065569+0.019347i,0.0001263+0.018503i
0.084045-0.017752i,0.1994-0.086868i,0.31368-0.13745i,0.34768-0.071971i,0.33317+0.018049i,0.29613+0.019824i,0.17891-0.014816i,0.034664-0.019241i,-0.028453-0.015046i,-0.020967-0.028176i,-0.0040662-0.037688i,-0.00072583-0.041528i,-0.0094904-0.037149i,-0.012499-0.018175i,-0.0088261-0.0016978i,-0.018788+0.0054964i,-0.037543+0.012716i,-0.041621+0.020415i,-0.022411+0.020339i,0.0015889+0.0080558i,0.0091316-0.0050907i,0.006347-0.011912i,0.0038244-0.022307i
-0.069086+0.079899i,-0.16657+0.22731i,-0.24673+0.39501i,-0.23293+0.41235i,-0.19598+0.24537i,-0.19979+0.07221i,-0.16093+0.019867i,-0.05698+0.048026i,0.028639+0.070093i,0.045043+0.059877i,0.020033+0.045722i,-0.0018226+0.050725i,-0.006153+0.061676i,0.0010119+0.063017i,0.010149+0.058124i,0.017103+0.06497i,0.031988+0.075621i,0.045468+0.066449i,0.037813+0.048458i,0.017803+0.035219i,0.0013566+0.023752i,-0.011322+0.013985i,-0.028174+0.011252i
0.0014247-0.021968i,0.02954-0.094486i,0.041618-0.21758i,-0.0009403-0.28044i,-0.056404-0.2013i,-0.057364-0.048551i,-0.024198+0.027498i,-0.017178-0.014611i,-0.036817-0.051633i,-0.026848-0.016908i,0.020414+0.014249i,0.050145-0.0019906i,0.043819-0.023275i,0.021147-0.021837i,0.0023708-0.0091209i,0.01469-0.010175i,0.044883-0.030554i,0.063493-0.048205i,0.069441-0.05284i,0.059631-0.046648i,0.03788-0.032436i,0.017123-0.013238i,0.0092441+0.010919i
-0.048896-0.034231i,-0.072158-0.020118i,-0.033803+0.02828i,0.092299+0.053263i,0.20786-0.024863i,0.19206-0.14155i,0.10121-0.13696i,0.059564-0.040114i,0.056388-1.4246e-05i,0.034615-0.02534i,-0.0032197-0.047206i,-0.032469-0.045286i,-0.036824-0.032724i,-0.019173-0.027817i,-0.0009497-0.045946i,-0.012672-0.078711i,-0.048306-0.096253i,-0.072008-0.091179i,-0.073345-0.077935i,-0.062344-0.063853i,-0.04616-0.049578i,-0.026071-0.035542i,-0.0048104-0.027226i
0.07755+0.032473i,0.16608+0.10131i,0.23515+0.16489i,0.1869+0.17673i,0.05148+0.16159i,-0.049361+0.14072i,-0.071343+0.087538i,-0.04107+0.022707i,0.0032842-0.012346i,0.012753-0.016173i,-0.0061376+0.0034778i,-0.012721+0.031197i,-0.00097262+0.047597i,0.0095987+0.038643i,-0.0055873+0.024724i,-0.038499+0.042395i,-0.058487+0.073856i,-0.063259+0.086972i,-0.059446+0.086485i,-0.040738+0.081917i,-0.012334+0.066131i,0.0043076+0.041432i,0.00091519+0.020672i
-0.052451-0.028492i,-0.1838-0.10084i,-0.32355-0.17352i,-0.33853-0.19777i,-0.23197-0.15i,-0.10941-0.036105i,-0.016856+0.054831i,0.01721+0.062521i,0.00077863+0.047755i,0.0055901+0.048117i,0.037487+0.035818i,0.057121+0.010596i,0.055412-0.0087119i,0.038058+0.0011255i,0.039801+0.037285i,0.075899+0.05687i,0.1081+0.046477i,0.1099+0.031252i,0.092144+0.017555i,0.068703-0.002977i,0.038943-0.019856i,0.01073-0.019706i,-0.00084275-0.009635i
0.046498+0.0356i,0.13281+0.04066i,0.23014+0.010355i,0.24451-0.060002i,0.14869-0.12634i,0.050971-0.15432i,0.030455-0.14378i,0.046903-0.12352i,0.039386-0.10694i,0.0090803-0.077335i,-0.012621-0.04908i,-0.027132-0.041177i,-0.034999-0.038147i,-0.027386-0.040914i,-0.017063-0.060752i,-0.017661-0.089301i,-0.022045-0.10692i,-0.021504-0.10163i,-0.023604-0.081353i,-0.036687-0.055839i,-0.046708-0.027204i,-0.040257-0.0076937i,-0.028013-0.0038065i
-0.032723-0.0089331i,-0.035686-0.012949i,-0.022787+0.034741i,0.020193+0.12124i,0.069289+0.14138i,0.074787+0.082588i,0.0231+0.032085i,-0.014516+0.021656i,-0.0049743+0.015206i,0.0016529-0.0057272i,-0.01766-0.0051312i,-0.030124+0.026298i,-0.022402+0.045543i,-0.020527+0.038867i,-0.035862+0.034365i,-0.054627+0.049797i,-0.05786+0.068091i,-0.044599+0.068785i,-0.02591+0.062337i,-0.0011563+0.060781i,0.025869+0.048565i,0.035773+0.020945i,0.025816-0.0013518i
-0.031794+0.031173i,-0.067594+0.059909i,-0.17046+0.038617i,-0.26923+0.00058973i,-0.23216+0.0085642i,-0.10938+0.032319i,-0.021107+0.026589i,-0.0043115+0.019165i,-0.0084698+0.029371i,0.0060973+0.032247i,0.035438+0.018223i,0.060779-0.0053975i,0.057058-0.018166i,0.042956-0.0042045i,0.057752+0.01615i,0.090178+0.019197i,0.10567+0.011632i,0.097455+0.0074685i,0.08252+0.0024158i,0.068082-0.012299i,0.04449-0.023944i,0.017371-0.019284i,-0.0052307-0.0094204i
-0.015121-0.050352i,0.0019316-0.079554i,0.058372-0.10536i,0.10073-0.095484i,0.06181-0.062422i,-0.025559-0.03277i,-0.068992-0.011487i,-0.050897-0.0059619i,-0.032456-0.0011259i,-0.026808+0.019197i,-0.025311+0.023372i,-0.039206+0.0023294i,-0.050123-0.015048i,-0.04748-0.019775i,-0.050325-0.030257i,-0.058713-0.051235i,-0.05854-0.06723i,-0.048983-0.066245i,-0.043155-0.05308i,-0.044388-0.035449i,-0.039696-0.013871i,-0.024096+0.0043727i,-0.0038874+0.017652i
0.015082+0.008533i,0.038792+0.079905i,0.1154+0.15996i,0.18163+0.15479i,0.15593+0.056128i,0.065446-0.026348i,-0.012736-0.037031i,-0.030813-0.022921i,-0.0088554-0.033419i,-0.002595-0.042013i,-0.0036743-0.018867i,-0.00014925+0.012802i,0.00086508+0.03678i,0.010173+0.045796i,0.015708+0.045596i,0.0042904+0.051228i,-0.015189+0.052854i,-0.028628+0.040557i,-0.02796+0.028716i,-0.017731+0.022471i,-0.0046366+0.011583i,0.006654-0.002148i,0.017693-0.015554i
-0.016151-0.018195i,-0.11453-0.016758i,-0.2332+0.043076i,-0.24849+0.11179i,-0.13644+0.11326i,-0.017343+0.068052i,0.033751+0.0591i,0.044225+0.076453i,0.040454+0.071861i,0.032318+0.036022i,0.015866-0.011956i,0.0027528-0.031061i,0.013798-0.022989i,0.032258-0.028724i,0.043144-0.050689i,0.048984-0.062819i,0.046552-0.050481i,0.035071-0.026951i,0.02404-0.013057i,0.018665-0.0072625i,0.010824-0.0051812i,-0.0013549-0.0072461i,-0.015483-0.0097324i
0.038487+0.0072557i,0.093978-0.067846i,0.13411-0.17903i,0.13233-0.23604i,0.091153-0.17463i,0.062308-0.057059i,0.069227-0.01244i,0.058879-0.037663i,0.026345-0.037295i,0.012608+0.00034761i,0.012256+0.031554i,0.0089936+0.040361i,-0.0038778+0.028533i,-0.032781+0.023697i,-0.06139+0.039921i,-0.068161+0.050195i,-0.05439+0.039111i,-0.0343+0.022674i,-0.017964+0.010612i,-0.0065199-4.4632e-05i,-0.0035379-0.0043262i,-0.0081159+0.0027453i,-0.009638+0.014896i
-0.00061343+0.029755i,0.067944+0.032676i,0.11833+0.006075i,0.093574-0.009098i,0.01538-0.0088574i,-0.061905-0.0075326i,-0.08975+0.011771i,-0.065955+0.030485i,-0.042309+0.023312i,-0.034503+0.0098598i,-0.024444-0.0001776i,-0.011897-0.0094305i,0.0004456-0.011383i,0.015211-0.0060111i,0.031552+0.0079632i,0.042693+0.025716i,0.041615+0.031939i,0.027118+0.02396i,0.0073761+0.015645i,-0.010854+0.013256i,-0.017962+0.012509i,-0.0053049+0.011894i,0.014414+0.0068948i
-0.070606+0.030095i,-0.099169+0.13913i,-0.093949+0.23i,-0.076336+0.18747i,-0.075933+0.045407i,-0.047162-0.05088i,0.017219-0.081423i,0.053681-0.08443i,0.055882-0.072448i,0.037743-0.060483i,0.0063831-0.042545i,-0.012411-0.024645i,-0.017959-0.022558i,-0.022006-0.033255i,-0.022844-0.056578i,-0.020204-0.072829i,-0.0096639-0.063651i,0.006111-0.042221i,0.015165-0.022157i,0.017949-0.0014719i,0.021551+0.01114i,0.022119+0.0024724i,0.014327-0.014406i
-0.030439-0.11357i,-0.11518-0.19788i,-0.20056-0.26429i,-0.19549-0.22779i,-0.082758-0.12757i,0.0033583-0.073835i,-0.020332-0.06021i,-0.063884-0.035547i,-0.05758-0.010152i,-0.020561-0.0059852i,0.014723-0.012838i,0.026691-0.011458i,0.023299+0.0069026i,0.022512+0.033486i,0.024014+0.051105i,0.022262+0.045645i,0.016359+0.023893i,0.012972+0.006187i,0.016243-0.0049722i,0.019192-0.015802i,0.013268-0.020084i,-0.00011782-0.010646i,-0.012635+0.0033572i
0.078638-0.022769i,0.12614-0.022998i,0.18442+0.00707i,0.20569+0.063298i,0.1539+0.10986i,0.062561+0.13182i,0.012124+0.13541i,0.024235+0.1012i,0.034691+0.048365i,0.012433+0.029627i,-0.0094409+0.034678i,-0.018629+0.030911i,-0.021705+0.018848i,-0.011633+0.0082381i,0.0078193+0.0022332i,0.020009-0.0018736i,0.018058-0.0063073i,0.0074352-0.0077286i,-0.00099033-0.0044755i,-0.0048674+0.00070978i,-0.0060725+0.0056981i,-0.0012924+0.011626i,0.0078358+0.017991i
0.043519+0.07805i,0.078789+0.12061i,0.0765+0.14651i,-0.0034137+0.14072i,-0.08626+0.11191i,-0.091926+0.052908i,-0.059124-0.0088334i,-0.048761-0.025372i,-0.056685-0.010742i,-0.052962+0.0073922i,-0.025794+0.015396i,-0.0026294+0.0092027i,-0.0040621+0.0050096i,-0.020479+0.0018713i,-0.039947-0.0047177i,-0.048546-0.0043475i,-0.043125-0.002538i,-0.0372-0.0070432i,-0.032808-0.0091803i,-0.020061-0.0071892i,-0.006066-0.0083005i,-0.0012082-0.010325i,0.0022208-0.010731i
-0.099357+0.041054i,-0.19517+0.075433i,-0.23468+0.11136i,-0.13471+0.053317i,-0.0079176-0.083584i,0.031274-0.14259i,0.024272-0.095119i,0.017108-0.035416i,0.018049+8.2593e-05i,0.024142-0.00068915i,0.01437-0.02489i,0.0043126-0.036532i,0.013734-0.039113i,0.021624-0.039932i,0.017403-0.032645i,0.0085236-0.020095i,0.0005124-0.004202i,-0.0036972+0.011438i,-0.004964+0.015629i,-0.0083081+0.0085168i,-0.011068+0.00042383i,-0.01001-0.0059777i,-0.01334-0.011931i
-0.0060473-0.069622i,0.045566-0.17577i,0.094328-0.27671i,0.12332-0.26525i,0.13019-0.15503i,0.10699-0.042209i,0.066776+0.019226i,0.036077+0.019692i,0.017405-0.0090709i,0.010129-0.016568i,0.0068805-0.0013725i,-0.0022602+0.01657i,-0.0029848+0.028884i,0.0069579+0.028454i,0.014541+0.021634i,0.02062+0.017541i,0.030401+0.014692i,0.040163+0.011244i,0.041149+0.0073594i,0.03074+0.0071768i,0.015772+0.0076272i,0.0050697+0.0055914i,-0.00045772+0.0085949i
0.025536-0.02029i,0.071238+0.01501i,0.077792+0.072468i,0.02419+0.14617i,-0.032391+0.18471i,-0.043473+0.15152i,-0.019072+0.086746i,0.017405+0.0458i,0.038209+0.033434i,0.034953+0.025836i,0.020371+0.012632i,0.0034332+0.0017605i,-0.0080153+0.0029816i,-0.007084+0.016718i,0.0072091+0.027637i,0.023599+0.020162i,0.025066+0.0013701i,0.014587-0.013321i,0.0068107-0.018984i,0.0026667-0.016154i,-0.0034491-0.0048551i,-0.0035062+0.010753i,0.0093412+0.017397i
0.0072809+0.046959i,0.020398+0.12955i,0.035178+0.11913i,-0.016002-0.016595i,-0.10877-0.1329i,-0.13827-0.14087i,-0.10097-0.11263i,-0.062949-0.085681i,-0.032524-0.059829i,-0.018783-0.044202i,-0.017209-0.022005i,-0.0091037-0.0072573i,-0.011918-0.012542i,-0.026145-0.017058i,-0.036068-0.01965i,-0.041974-0.017105i,-0.040244-0.0049667i,-0.033015+0.0063359i,-0.026703+0.011346i,-0.019414+0.011147i,-0.0073697+0.009328i,0.0022724+0.0040199i,0.00063998-0.003649i
