0.0019296-0.001665i,0.0015048-0.0019651i,0.00026272-0.0023844i,-0.0010553-0.0022981i,-0.00076988-0.0010288i,-0.00043237+0.0015135i,-0.00021889+0.0022908i,0.00035428+0.0016081i,0.00054671+0.00096023i,0.00029229+0.00034394i,0.00022902+0.00012658i,0.00019138-6.3003e-05i,0.00041195+0.00042277i,0.00054843+0.0011382i,7.7708e-05+0.0011565i,-0.00039039+0.00036866i,-0.00018615-0.00039769i,0.00026821-0.0012944i,0.00027232-0.0010579i,-0.00032103-0.00042722i,-0.00076271-0.00040217i,-0.00029185-0.00053022i,-0.00028597-0.00047972i
-0.0011451+0.004678i,-0.01362+0.015311i,-0.023051+0.021658i,-0.0093876+0.01513i,0.027738+0.0037696i,0.058054-0.006012i,0.059946-0.012073i,0.045843-0.010584i,0.029496-0.006792i,0.012513-0.0057154i,-0.00019753-0.0016455i,-0.0040549+0.0054448i,-0.00073671+0.0088283i,0.003415+0.0075607i,0.0046116+0.0039195i,0.0031588+0.0010296i,0.0027658+0.0016117i,0.0047998+0.0014041i,0.0057188-0.00080259i,0.0038439-0.00012147i,0.0015725+0.0020257i,-0.00018034+0.0031203i,-0.00097648+0.0024222i
-0.0017538-0.0079033i,0.0046028-0.021603i,0.014773-0.035176i,0.021079-0.042773i,0.014962-0.051809i,0.0037053-0.055906i,-0.0031773-0.045013i,-0.0033749-0.029167i,-0.00076677-0.016331i,-0.0014075-0.0065747i,-0.0011508-0.0014631i,0.002082-0.00099527i,0.0044586-0.0032165i,0.0037317-0.0034807i,0.0021013-0.00016166i,0.0022339+0.0038249i,0.0031455+0.0043162i,0.0031742+0.0018308i,0.001458-0.00025233i,-0.00086883-0.0011842i,-0.002403-9.511e-05i,-0.0032617+0.0013837i,-0.0025666+0.0017115i
0.0073314+0.0045536i,0.014964+0.017963i,0.017449+0.030083i,-0.002491+0.026976i,-0.038551+0.014947i,-0.059921+0.0062597i,-0.055042+0.0041537i,-0.039476+0.0048075i,-0.023442+0.0043053i,-0.0082888+0.0026983i,0.0011293+0.00054872i,0.0030423-0.0020085i,-0.0015869-0.0033002i,-0.0071682-0.0025115i,-0.0078073-0.0010234i,-0.0046448-0.00053942i,-0.0022995-0.00084993i,-0.0032119-0.0014688i,-0.0050484-0.0012703i,-0.0052264-0.00060841i,-0.0034185-0.00093453i,-0.0015794-0.001974i,-0.0011084-0.0023675i
-0.011365+0.0040028i,-0.029755-0.0018585i,-0.051195-0.011666i,-0.049463-0.0064053i,-0.024877+0.022286i,-0.0060059+0.04864i,0.00021546+0.047268i,-0.0018297+0.030473i,-0.0059221+0.01637i,-0.0045951+0.0065641i,-0.001434-0.00035623i,-0.0034887-0.0045155i,-0.0065161-0.0025001i,-0.0053133+0.0025587i,-0.0031627+0.0034586i,-0.0025651+0.001958i,-0.0029619+0.00093901i,-0.003277+0.00019965i,-0.0021261-9.7071e-05i,-0.00057463-4.5367e-05i,-5.2525e-05+8.963e-05i,-3.7254e-05-0.00012849i,0.00064832+1.0781e-05i
0.0090719-0.0062637i,0.02576-0.010915i,0.050842-0.0090745i,0.061027-9.9213e-05i,0.057126+0.0093346i,0.053355+0.0092128i,0.041516+0.00085885i,0.024736-0.0048539i,0.011223-0.0044181i,0.0033403-0.00095607i,0.00073819+0.0017362i,0.001364+0.0042643i,0.0046747+0.005981i,0.0074311+0.0048479i,0.0064286+0.0023931i,0.0034569+0.00074075i,0.0014389+0.00023091i,0.0010157+0.00023307i,0.0026267-0.00024054i,0.0048876-0.0012434i,0.0038654-0.0022783i,0.001322-0.0023866i,-0.00034885-0.0020484i
-0.0016706+0.012687i,-0.0068402+0.035677i,-0.021396+0.056572i,-0.02705+0.043324i,-0.014909-0.0074965i,-0.0033448-0.047759i,0.0038604-0.049787i,0.0095847-0.033564i,0.011676-0.019489i,0.0072449-0.009032i,0.0014338-0.00040211i,0.0012386+0.0051579i,0.0037797+0.0031163i,0.0038825-0.0037192i,0.003437-0.0069336i,0.0042485-0.0057071i,0.0053593-0.0036793i,0.0055709-0.0023063i,0.0042985-0.00088873i,0.001962-0.0014224i,0.00026211-0.0024664i,0.0012498-0.0017716i,0.003003-0.00087676i
-0.0087243-0.013109i,-0.011363-0.038071i,-0.0021628-0.071785i,0.0047308-0.077293i,-0.013162-0.039875i,-0.031675-0.0058133i,-0.029108+0.007091i,-0.016982+0.010509i,-0.0062759+0.0055687i,-0.0013567-0.00084367i,-0.00032425-0.0028985i,0.0013293-0.0036725i,-0.00053735-0.0048182i,-0.004249-0.0030856i,-0.003402-0.00049662i,-0.0014936+4.9463e-05i,-0.0013469-0.00020109i,-0.0011823-0.00084177i,-0.0019673-0.00046023i,-0.0036803+0.0011988i,-0.0030359+0.0028169i,-0.00082953+0.0030067i,0.00012915+0.0028503i
0.014914+0.0064894i,0.035186+0.018764i,0.041707+0.040366i,0.024612+0.051213i,0.0024661+0.046608i,-0.010995+0.049232i,-0.011136+0.045412i,-0.0070727+0.026974i,-0.0084449+0.012009i,-0.010473+0.0060077i,-0.0072026+0.0036742i,-0.0042505+0.0020144i,-0.0045515+0.0050134i,-0.0039437+0.010891i,-0.0015075+0.012395i,-0.00038607+0.0089764i,-0.0010942+0.0035868i,-0.0044536+0.00068766i,-0.0072255+0.0022425i,-0.0054526+0.0044485i,-0.0020153+0.0043523i,-0.001059+0.0015865i,-0.0021939-0.00023194i
-0.016258+0.011694i,-0.049867+0.017454i,-0.083887+0.010556i,-0.079302-0.0019528i,-0.027461-0.0041322i,0.025778-0.0048711i,0.034172-0.0059217i,0.013787-0.001612i,-0.00041705+0.0058596i,-0.00020352+0.0088769i,0.0022202+0.0037869i,-0.0010874-0.00064706i,-0.0014535+0.00025761i,0.0025532-0.00023946i,0.0040074-0.0013036i,0.0039755+0.0013489i,0.0040381+0.0032114i,0.0034985+0.001981i,0.0032666+0.00037342i,0.0035291-0.00048629i,0.0027658-0.00086052i,0.0019082-0.00025451i,0.0014088+0.00039187i
0.010456-0.0151i,0.04083-0.033456i,0.075724-0.035403i,0.08035-0.0155i,0.04566-0.010623i,0.0088094-0.019401i,-0.0056712-0.020211i,-0.0054455-0.016845i,0.00030722-0.011667i,0.0059516-0.0070018i,0.0067648-0.0037731i,0.00629+0.00032762i,0.0065205-0.00069216i,0.003738-0.0053766i,4.4898e-05-0.0073509i,-0.0016498-0.0074822i,-0.0010823-0.0051245i,0.0025719-0.0016984i,0.0063159-0.0022523i,0.0050718-0.0044582i,0.00068067-0.0036897i,-0.0016486-0.0011185i,-0.0022515+0.00016477i
0.0025468+0.022522i,0.0054841+0.057562i,0.0071581+0.083147i,0.0041783+0.069138i,-0.01242+0.038i,-0.03281+0.010396i,-0.032281-0.0063987i,-0.012826-0.01187i,0.0029931-0.017676i,0.0027363-0.019996i,-0.0034904-0.012263i,-0.0034925-0.0038566i,-0.0034629-0.0014998i,-0.0069895-0.00036847i,-0.0083436+0.00080444i,-0.0068842-5.1656e-05i,-0.0049218-0.0011843i,-0.0025297-0.0017161i,-0.0020056-0.0019435i,-0.0032708-0.0016928i,-0.0017072-0.0018688i,0.00080328-0.0031855i,0.0022887-0.0049687i
-0.01725-0.013409i,-0.042341-0.053802i,-0.061447-0.10708i,-0.048995-0.11976i,-0.009881-0.072884i,0.01897-0.0079721i,0.02525+0.02266i,0.019329+0.019541i,0.0066561+0.010938i,-0.0021816+0.0083921i,-0.00050013+0.0068877i,0.0026483-0.0001294i,0.0012908-0.0048306i,0.0017741-0.0017461i,0.0046144+0.0018431i,0.00408+0.0029052i,0.0015592+0.003298i,-0.0030218+0.0034609i,-0.0067046+0.0051764i,-0.005144+0.0061173i,-0.0011065+0.0032399i,0.00058867+0.0012807i,2.7577e-05+0.0019204i
0.023034+0.0058566i,0.055266+0.023494i,0.07632+0.047621i,0.047136+0.052876i,0.002241+0.030619i,-0.0043208+0.0078241i,0.0022668+0.002997i,-0.002085+0.0093436i,-0.0046877+0.018795i,-0.0012343+0.021527i,0.0008888+0.013624i,-0.0013725+0.0059112i,-0.0015391+0.0039011i,0.0020383+0.0015514i,0.0057386+0.00026477i,0.007158-0.00044513i,0.0058143-0.0024382i,0.0029582-0.0010865i,0.0019964+0.001617i,0.002736+0.0017207i,0.0026548+0.00060908i,0.00053123+0.00033783i,-0.00191+0.00038351i
-0.017458+0.01938i,-0.054205+0.04745i,-0.097027+0.081077i,-0.10027+0.094069i,-0.066171+0.061695i,-0.037101+0.0081799i,-0.019255-0.01653i,-0.0052912-0.010826i,0.0063136-0.0017709i,0.01184-0.0026412i,0.00588-0.0066402i,-0.0024919-0.0024682i,-0.0046757+0.0033188i,-0.0072528+0.0040374i,-0.010152+0.0026637i,-0.0076924+0.00050239i,-0.0024366-0.0013011i,0.0029906-0.0034684i,0.0067998-0.0064532i,0.0055917-0.006591i,0.003-0.002586i,0.0032552+0.00091445i,0.0040438+0.00025125i
0.0098833-0.025153i,0.044877-0.072916i,0.10556-0.12055i,0.14242-0.11252i,0.11371-0.041227i,0.057702+0.019721i,0.020208+0.02813i,0.00012427+0.0083281i,-0.010051-0.01094i,-0.012425-0.013618i,-0.0081611-0.0031816i,0.00042129+0.0046987i,0.0041243+0.0056135i,0.0013434+0.0054775i,-0.0017369+0.0054714i,-0.0035732+0.0051295i,-0.0036603+0.0048415i,-0.0023529+0.0026071i,-0.0031041-0.0010837i,-0.004321-0.0019697i,-0.0030915-0.00069025i,-0.0023654-0.00033408i,-0.00286+0.00046586i
0.013796+0.027736i,0.023112+0.068078i,0.018663+0.091605i,0.006264+0.050394i,0.0068497-0.017975i,0.0054224-0.035712i,-0.0027496-0.020526i,-0.0054697-0.014763i,-0.010684-0.014688i,-0.015839-0.010065i,-0.010132-0.0051621i,-0.0028962-0.0063993i,-0.0012716-0.006653i,0.00049171-0.0026594i,0.0023236+3.9314e-05i,0.0024848+0.0021837i,0.0027004+0.0031833i,1.3066e-05+0.003275i,-0.0034737+0.0051784i,-0.0026758+0.0059757i,-0.00064304+0.0028504i,-0.0014413-0.0015229i,-0.0023348-0.0040114i
-0.029137-0.0094407i,-0.087005-0.038204i,-0.15977-0.075911i,-0.19457-0.083577i,-0.15772-0.064913i,-0.073327-0.049895i,-0.011242-0.033103i,0.0082358-0.0085683i,0.015267+0.012166i,0.020844+0.014362i,0.018367+0.001649i,0.0067246-0.008439i,-0.0033504-0.0095733i,-0.0063708-0.0090714i,-0.0054977-0.0092632i,-0.0018846-0.008538i,2.5106e-05-0.0063484i,-0.00078746-0.0009274i,0.00047388+0.0040909i,0.002734+0.0039351i,0.0024583+0.002545i,0.0025067+0.0025923i,0.0037791+0.0035442i
0.038867-0.0088585i,0.10279+0.0040003i,0.16762+0.050455i,0.16229+0.11421i,0.078495+0.14295i,0.00025163+0.11628i,-0.021486+0.07072i,-0.0083048+0.037545i,0.0089814+0.01323i,0.010885-0.00041825i,0.00062352+0.0021077i,-0.0037654+0.0095406i,-0.00015486+0.0081942i,0.00068113+0.0044414i,-0.00038264+0.0034716i,-0.0011373+0.0010898i,-0.0022507-0.0015112i,-0.0011714-0.002905i,0.00088517-0.0062473i,0.00069889-0.0080682i,-0.00053881-0.0059518i,-0.0023021-0.003515i,-0.0049851-0.0020661i
-0.018685+0.031219i,-0.048591+0.069722i,-0.057576+0.093604i,-0.0028574+0.073007i,0.066291+0.032814i,0.064735+0.0068195i,0.025159-0.0043236i,0.0024972-0.01172i,-0.0064781-0.015206i,-0.0096353-0.012494i,-0.0053443-0.0046553i,0.0027316+0.0034266i,0.0061694+0.0065019i,0.0052059+0.0078098i,0.0026394+0.0087076i,0.00016309+0.0074674i,0.0002219+0.0056003i,0.0024518+0.0021756i,0.0017268-0.0021697i,-0.0010032-0.003639i,-0.001377-0.0019254i,9.6838e-05-0.0010659i,0.001664-0.0017865i
-0.0044828-0.044345i,-0.0028018-0.12716i,-0.0038699-0.23395i,-0.013644-0.29024i,-0.007038-0.24575i,0.026675-0.14272i,0.042821-0.064315i,0.020407-0.023608i,-0.0099283+0.0029521i,-0.016326+0.018592i,-0.0041568+0.017108i,0.0017934+0.0051673i,-0.0016193+4.8703e-05i,-0.0031925+8.2425e-06i,-0.00088503-0.0014576i,0.0023931-0.0021237i,0.0044003-0.002642i,0.0019863-0.001391i,-0.0015357+0.0035343i,-0.0025389+0.0072831i,-0.0028361+0.0067483i,-0.0027126+0.005597i,-0.00051616+0.0063907i
0.02413+0.039151i,0.045398+0.1093i,0.032338+0.18466i,-0.04134+0.19665i,-0.12169+0.13074i,-0.13037+0.058966i,-0.082941+0.026344i,-0.036133+0.013182i,-0.0072486+0.0073963i,0.0039637+0.0018617i,-0.0013095-0.0069388i,-0.0098649-0.0093639i,-0.0084246-0.0046571i,-0.0023202-0.0019963i,0.0016411-0.0013784i,0.0038233-0.00094525i,0.0027744-0.00245i,0.00015069-0.0024658i,-0.00082589-0.00030841i,-6.5217e-05+0.00034705i,0.0010499-0.00080396i,0.0015823-0.0033787i,-0.00061254-0.0059721i
-0.045835-0.0085003i,-0.10536-0.011661i,-0.14821+0.018678i,-0.11032+0.097955i,-0.029504+0.15015i,0.01178+0.10652i,0.0094129+0.034429i,0.0090657+0.00319i,0.021709-0.01334i,0.020459-0.025292i,0.0089325-0.017096i,0.0044639-0.0042632i,0.0048637-0.00055599i,0.0035676+0.0014094i,0.00076+0.0036622i,-0.0033633+0.0031584i,-0.0055337+0.0035459i,-0.002605+0.0039244i,0.0024462+0.0011538i,0.0038648-0.0020351i,0.0025523-0.0028558i,0.003101-0.0023817i,0.0041554-0.0014877i
0.047252-0.02148i,0.13969-0.05751i,0.26032-0.11197i,0.32476-0.15333i,0.28735-0.12645i,0.18546-0.04725i,0.096105+0.0090957i,0.043822+0.011245i,0.0039009-0.0040497i,-0.015655-0.0013206i,-0.0093121+0.0066132i,0.0027476+0.0036966i,0.0034499-0.0045207i,-0.0017106-0.0088358i,-0.0029221-0.0084954i,-0.0016801-0.0041839i,0.00036459+0.00065134i,0.0013362+0.0020227i,-0.0018366-0.00034493i,-0.0055832-0.0018604i,-0.0076242-0.0002092i,-0.0083303+0.0023662i,-0.0074949+0.0048423i
-0.027941+0.042548i,-0.081265+0.090527i,-0.14711+0.10291i,-0.18606+0.02403i,-0.17782-0.084298i,-0.13627-0.10261i,-0.086701-0.054537i,-0.050735-0.013005i,-0.025364+0.012445i,-0.0057864+0.018638i,0.002835+0.0082534i,0.0016183+0.00075983i,0.00066339+0.001872i,0.0017367+0.0039945i,0.0015125+0.0056587i,0.001281+0.0055438i,0.0014005+0.00328i,0.00039031+0.0014952i,2.1385e-05+0.00090488i,0.0003777+0.00043739i,0.00064301+0.00081785i,0.0020352+0.0010565i,0.0031485-0.00098613i
-0.01083-0.043543i,-0.042435-0.10659i,-0.11761-0.14108i,-0.21063-0.073044i,-0.22005+0.033962i,-0.12244+0.048764i,-0.033459-4.3185e-05i,-0.001608-0.015728i,0.013275+0.0048625i,0.023508+0.014043i,0.015027+0.0068479i,1.012e-05+0.0056368i,-0.0053883+0.0097163i,-0.0040951+0.011665i,-0.0016426+0.0091698i,-0.001148+0.0012894i,-0.0048866-0.0051952i,-0.0065849-0.0034989i,-0.0025601+0.0014719i,0.0022701+0.0035333i,0.0046185+0.0022496i,0.0038603+0.0008044i,0.0020532+0.00054818i
0.043479+0.049234i,0.1212+0.12907i,0.22895+0.22742i,0.30434+0.27708i,0.273+0.24393i,0.16744+0.17127i,0.083913+0.10714i,0.042002+0.05318i,0.020093+0.0024535i,-0.00073168-0.020381i,-0.01003-0.010816i,-0.0048853-0.0025169i,-0.0015085-0.0060747i,0.00055469-0.010921i,0.0028705-0.011164i,0.0038264-0.0086573i,0.0047245-0.006881i,0.0030085-0.006877i,-0.0014127-0.0060513i,-0.0037541-0.003507i,-0.0035955-0.0031388i,-0.0051054-0.0050367i,-0.0084229-0.0042353i
-0.048665-0.018194i,-0.10588-0.044033i,-0.11576-0.080076i,-0.029666-0.1301i,0.06434-0.169i,0.052377-0.15961i,-0.0096542-0.10088i,-0.028112-0.048748i,-0.031812-0.028246i,-0.032415-0.012413i,-0.015952-0.0020414i,-0.002353-0.0019317i,-8.0551e-07-0.0015948i,-0.0019003+0.0012617i,-0.0030957+0.0049503i,-0.0015232+0.0085129i,0.0031491+0.0081179i,0.0063064+0.0030637i,0.0047548-0.00090935i,0.0016886-0.0016414i,0.00068939-0.00046458i,0.0023462+0.00077765i,0.0040786-0.00082962i
0.051197-0.030237i,0.10121-0.09865i,0.087853-0.21428i,-0.035133-0.30375i,-0.14281-0.27343i,-0.1131-0.142i,-0.021164-0.053197i,0.0082195-0.029932i,-0.00256-0.001427i,0.001529+0.017677i,0.0055941+0.011465i,0.0011398+0.0024044i,-0.0028088+0.0014177i,-0.0058718+0.0054786i,-0.0064583+0.0087311i,-0.0040474+0.0066704i,-0.0014276+0.0047062i,0.0012345+0.0067135i,0.003893+0.0082351i,0.0056242+0.0068752i,0.0046342+0.0060361i,0.0035039+0.0065854i,0.0042502+0.007403i
-0.037906+0.057141i,-0.094706+0.15293i,-0.14541+0.27604i,-0.16611+0.36389i,-0.15819+0.35845i,-0.11011+0.25828i,-0.058801+0.15293i,-0.017904+0.089456i,0.019126+0.042206i,0.027338+0.007775i,0.013698-0.0021923i,0.0079204+0.0015358i,0.01119+0.0010492i,0.013947-0.0017522i,0.014451-0.0028491i,0.0090907-0.0028968i,0.0013822+0.00016905i,-0.0030042+0.00365i,-0.0040885+0.0023763i,-0.0041749-0.0020029i,-0.0040604-0.0047425i,-0.0034074-0.004787i,-0.0027998-0.003416i
0.0086434-0.051475i,0.012867-0.097795i,0.017954-0.081159i,0.067104+0.02048i,0.14289+0.076856i,0.13223+0.020363i,0.051371-0.040552i,0.0049663-0.040207i,0.0043183-0.030332i,0.0037322-0.029511i,-0.0034723-0.020287i,-0.0074817-0.0093223i,-0.009842-0.0018422i,-0.0083908+0.00058428i,-0.007212-0.00066328i,-0.0071597-0.00080818i,-0.0062811-0.0013548i,-0.0058072-0.0032618i,-0.0036586-0.0034116i,-0.0014455-0.0024426i,-0.0015732-0.002685i,-0.0017379-0.0033997i,-0.0012326-0.0033068i
0.043605+0.046895i,0.12657+0.072263i,0.25159+0.0062375i,0.32269-0.16611i,0.25944-0.25546i,0.15097-0.17093i,0.10105-0.059754i,0.072566-0.023154i,0.020881-0.015774i,-0.0086439+0.0018004i,-0.0024216+0.006544i,0.0012033+5.4415e-05i,-0.0042381-0.0015825i,-0.0094715-0.00071074i,-0.0098246+0.0019174i,-0.0045734+0.0029371i,7.2284e-05-0.0021006i,-0.00057548-0.0056711i,-0.0029877-0.0016982i,-0.0030057+0.0044668i,-0.0010901+0.0066863i,-0.00043402+0.0058843i,-0.0025612+0.0045977i
-0.067739-0.029819i,-0.15762-0.062649i,-0.26636-0.074025i,-0.34002-0.057475i,-0.32655-0.051173i,-0.24603-0.023168i,-0.1589+0.022002i,-0.096361+0.036678i,-0.051824+0.036224i,-0.021691+0.030021i,-0.0085238+0.020577i,0.00064025+0.016038i,0.0082941+0.012406i,0.0094969+0.010165i,0.0082571+0.0089896i,0.0074166+0.005253i,0.0049617+0.00032138i,0.0022716-0.0034412i,0.0024919-0.005399i,0.0036126-0.0055534i,0.0032414-0.004417i,0.0031067-0.0037564i,0.0024719-0.0045643i
0.053427-0.0049567i,0.082954-0.0065917i,0.039439+0.0062955i,-0.075079+0.072849i,-0.12931+0.14658i,-0.063525+0.09766i,-0.011077-0.017101i,-0.017545-0.048297i,-0.010529-0.023521i,0.0055138-0.012385i,0.0073329-0.012024i,0.002247-0.011622i,-0.0020735-0.0086184i,-0.00058264-0.0057741i,0.0021765-0.0066979i,0.0014549-0.0052517i,0.0028698+0.00066453i,0.0075683+0.0037887i,0.0092709+0.0019426i,0.0069966-0.00035221i,0.0037935-0.00070102i,0.0028839+0.00060218i,0.0071625+0.0013697i
-0.03001+0.061641i,-0.034076+0.14271i,0.056641+0.2257i,0.23728+0.24415i,0.32542+0.18938i,0.22911+0.13271i,0.12369+0.10736i,0.093738+0.06974i,0.061647+0.019112i,0.023441-5.6458e-05i,0.0091446+0.0021522i,0.0049608+0.0024012i,0.00084596+0.0020918i,-0.003398+0.002089i,-0.0077354+0.0036052i,-0.0080361+0.005653i,-0.0058173+0.0057279i,-0.0049474+0.0062775i,-0.0050691+0.0084986i,-0.0047276+0.0084814i,-0.0038404+0.0065162i,-0.004283+0.0044881i,-0.0067855+0.0022617i
0.02892-0.085762i,0.056852-0.17634i,0.069071-0.25154i,0.044564-0.2853i,0.0074183-0.26507i,-0.021562-0.17745i,-0.042303-0.079121i,-0.03806-0.029309i,-0.020963-0.018699i,-0.014483-0.019375i,-0.01698-0.013892i,-0.014985-0.0017095i,-0.0072083+0.004391i,-0.0029576+0.004555i,-0.0020391+0.0054884i,-0.00024223+0.0039383i,-0.0017409-0.0012575i,-0.0045545-0.0054814i,-0.0039513-0.0049854i,-0.0018472-0.0035915i,-0.00068292-0.0041776i,-0.0020807-0.0043346i,-0.0053775-0.0028784i
0.015384+0.058407i,0.01693+0.083597i,-0.038632+0.025396i,-0.15631-0.086947i,-0.20821-0.13115i,-0.11162-0.10255i,0.0044135-0.092762i,0.018541-0.087525i,-0.0022766-0.051084i,-0.00028344-0.019614i,0.0064694-0.0098643i,0.011533-0.010424i,0.011016-0.011798i,0.0083606-0.0071942i,0.010056-0.0017619i,0.010627+0.0016062i,0.0085193+0.0035105i,0.0060948+0.0042609i,0.0046039+0.0028631i,0.003861-0.00071098i,0.0020377-0.0021311i,0.00068746-5.0997e-05i,0.0010545+0.0048781i
-0.091562-0.030401i,-0.18109-0.030391i,-0.21311+0.062555i,-0.14337+0.23838i,-0.071657+0.32665i,-0.062306+0.25876i,-0.064206+0.17636i,-0.034739+0.13283i,-0.0077019+0.085385i,-0.003767+0.049384i,-0.00043957+0.033705i,0.00083019+0.020119i,-0.0032197+0.011631i,-0.0046487+0.0075846i,-0.0066759+0.0026567i,-0.0089698+0.00062658i,-0.010063+0.001585i,-0.0095673+0.0014705i,-0.0064032-0.0019005i,-0.0047039-0.0039326i,-0.0040072-0.0018744i,-0.0017352-0.00040375i,0.0022943-0.0037285i
0.10644+0.030084i,0.21629+0.073359i,0.27544+0.10765i,0.26335+0.089386i,0.21813+0.031781i,0.1225-0.017004i,0.017095-0.028535i,-0.017726-0.0079141i,-0.00076795+0.0053215i,0.012971-0.0028233i,0.0074953-0.011936i,-0.0051839-0.0045867i,-0.0065936+0.0074375i,-0.0031265+0.0085208i,-0.0040321+0.0028509i,-0.0044227-0.0031703i,-0.0025035-0.0097718i,-0.00063176-0.013954i,0.0017275-0.011615i,0.0048419-0.0053767i,0.006342-0.0032055i,0.0055398-0.004798i,0.0049271-0.0073178i
-0.063694+0.028045i,-0.098994+0.036602i,-0.064811-0.040057i,0.014012-0.19615i,0.049057-0.26818i,0.068612-0.18388i,0.10508-0.094691i,0.092206-0.084298i,0.041308-0.066971i,0.018305-0.029025i,0.015506-0.012211i,0.013689-0.0068214i,0.011322-0.0036771i,0.0071676-0.00084668i,0.0065369+0.0034433i,0.0072742+0.0060845i,0.00708+0.0090265i,0.0073289+0.0099834i,0.0064619+0.0089834i,0.0060502+0.0076596i,0.0052795+0.0041453i,0.00071239+0.0021794i,-0.0073256+0.0068765i
0.027478-0.11536i,0.044327-0.23721i,-0.010806-0.26753i,-0.15009-0.13813i,-0.24315+0.010704i,-0.21225+0.055911i,-0.14589+0.041706i,-0.10381+0.037243i,-0.075004+0.027064i,-0.055329+0.01232i,-0.034129+0.0095402i,-0.013119-0.0019454i,-0.0081195-0.017256i,-0.0094159-0.018064i,-0.006902-0.010554i,-0.0043938-0.0058292i,-0.0030049-0.0055503i,-0.004372-0.002492i,-0.007274+0.0034024i,-0.0087077+0.0054978i,-0.0066201+0.0055638i,-0.0018688+0.006286i,0.0019111+0.0071264i
-0.022175+0.13301i,-0.06115+0.26844i,-0.094238+0.34337i,-0.061589+0.31105i,0.028794+0.22481i,0.074224+0.11039i,0.034473+0.02183i,-0.0075241+0.010922i,-0.00046652+0.025085i,0.013912+0.015602i,0.010368+0.0044329i,0.0017533+0.002206i,-0.0011866+0.0019771i,0.0018481+0.0008798i,0.0044506-0.0017043i,0.0073579-0.0039848i,0.01165-0.005929i,0.012491-0.0072193i,0.0080009-0.0073786i,0.0005728-0.0051544i,-0.0018806-0.0010909i,0.0019686+0.00094783i,0.0073515-6.1092e-05i
-0.054521-0.040328i,-0.083307-0.081859i,-0.023652-0.088584i,0.13292-0.076092i,0.22674-0.083732i,0.1867-0.06203i,0.14096-0.0094346i,0.13899-0.010807i,0.11137-0.036869i,0.062035-0.0274i,0.031174-0.0080195i,0.01478+0.0063275i,0.0066151+0.01762i,0.0046848+0.018627i,0.0033663+0.013206i,-0.0017409+0.012403i,-0.007393+0.019527i,-0.0068015+0.022552i,-0.0025202+0.013198i,0.00016104+0.0019616i,-0.00071766-0.0030585i,-0.0039254-0.0062108i,-0.0089827-0.012105i
0.15864+0.010325i,0.32447+0.02422i,0.37481+0.0024088i,0.18783-0.06898i,-0.069909-0.11546i,-0.17966-0.096513i,-0.14524-0.059062i,-0.088109-0.040949i,-0.058075-0.041519i,-0.043269-0.036145i,-0.027264-0.018974i,-0.0058349-0.0080029i,0.0071716-0.0086574i,0.0047364-0.0080659i,-0.0031838-0.0021561i,-0.0079384+0.00029215i,-0.011458-0.003016i,-0.017037-0.0066278i,-0.018631-0.0063938i,-0.012729-0.0043097i,-0.007241-0.0019757i,-0.0044402+0.0014426i,-0.0022062+0.0033817i
-0.14222-0.0067135i,-0.29924-0.019443i,-0.40447-0.020954i,-0.37143+0.035089i,-0.24012+0.12927i,-0.096559+0.16628i,-0.033794+0.11279i,-0.060979+0.071815i,-0.075267+0.084908i,-0.036394+0.073755i,-0.010077+0.031591i,-0.014324+0.0063113i,-0.017657+0.0016848i,-0.014342+0.0012203i,-0.0079469+0.00066881i,0.00198-0.0017194i,0.010725-0.0084311i,0.012335-0.014973i,0.0087564-0.014038i,0.0055682-0.0075048i,0.0029468-0.0022536i,0.00025186+0.0018627i,-0.00060935+0.0086621i
0.024881-0.080811i,0.054383-0.15605i,0.079279-0.16197i,0.11181-0.057041i,0.1615+0.037707i,0.16849+0.04563i,0.11798+0.042535i,0.087228+0.057356i,0.079982+0.052134i,0.05514+0.03186i,0.027076+0.013951i,0.0056763-5.3781e-05i,-0.011298-0.0037515i,-0.014128-0.00084567i,-0.0057013+0.00056331i,-0.0013295-0.00084407i,-0.0042482-0.00063133i,-0.0031935+0.0034406i,0.0030102+0.0063346i,0.0068243+0.0057828i,0.0074938+0.0014647i,0.008723-0.0067088i,0.01012-0.015012i
0.017091+0.18951i,0.045276+0.38752i,0.094738+0.45252i,0.13486+0.23759i,0.096262-0.075228i,0.0048468-0.22118i,-0.032053-0.19014i,4.9498e-05-0.13859i,0.027632-0.13014i,0.013628-0.1035i,0.0021173-0.04469i,0.019416-0.003332i,0.036248+0.0048558i,0.03507+0.00039099i,0.02062-0.0014909i,0.007263+0.00087805i,0.0051983+0.00028662i,0.0067905-0.0033855i,0.0043632-0.0054252i,-8.5733e-05-0.0061425i,-0.0033055-0.0042182i,-0.0040731+0.00067764i,-0.002086+0.0040449i
