-0.0036722-5.5365e-05i,-0.0032949+0.0016065i,-0.0044065+0.0029851i,-0.0032964+0.0029672i,-0.0022423+0.0021264i,-0.00246+0.0016975i,-0.0023666+0.0011118i,-0.0013219+0.00065962i,-0.00032732+0.00054252i,-0.00014767+1.2301e-05i,0.00019174-0.00027137i,3.8402e-05-0.00010208i,0.00013677+0.00022157i,0.00048775+0.00030423i,-0.00013427+0.00047909i,-0.00062491+0.00059618i,4.1435e-05+0.00072831i,0.00028079+0.000671i,-0.00017788+0.00055404i,-0.00040604+0.00067218i,-0.00071644+0.0010722i,-0.0012869+0.00090504i,-0.0005539+0.00038113i
0.00050445+0.00089254i,1.6789e-05+0.00035863i,-0.0018442+0.00049414i,-0.0026377+0.0012276i,-0.0018912+0.002461i,-0.0022872+0.0023405i,-0.0022309+0.0007767i,-0.001463-0.00075389i,-0.001254-0.002463i,-0.00042134-0.0026452i,0.0008202-0.0015682i,0.001592-0.00035875i,0.0018604+0.00016596i,0.001148-4.849e-05i,0.00020217+0.00025178i,-0.000169+0.00063142i,1.7167e-05+0.0010341i,0.00012252+0.0012533i,0.00061952+0.00075576i,0.00021942+0.00055049i,-0.00034087+0.00017047i,-0.00013339-0.00021453i,0.00021127-0.00010385i
0.002777+0.0031098i,0.003675+0.0023667i,0.0056687+0.0008542i,0.0038259-0.00052188i,0.00088325-0.00038672i,-0.00080843+0.00071668i,-0.0011123+0.0014346i,-0.00069137+0.0012771i,-0.00050319+0.00085737i,-0.00066445+0.00043064i,-0.00092816+0.00057646i,-0.00099157+0.00086169i,-0.0011392+0.00015781i,-0.0014819-0.00019022i,-0.0011859-0.00012699i,-0.00070508-0.00016007i,-0.0011303-4.7758e-05i,-0.00041295+0.0003422i,-0.00014284+0.00073726i,-0.0006963+0.00014976i,-0.00082583-0.00024048i,-0.00038959+0.0004612i,6.9937e-06+0.00033325i
-0.00041162-0.00054792i,0.00045433-0.00059497i,-0.00059387+3.2236e-05i,-0.00049459+0.00046086i,0.00050926+0.00039907i,0.00054283+0.0012251i,0.00064854+0.0022413i,-5.2552e-05+0.0027933i,-0.0013573+0.0027783i,-0.002458+0.0017377i,-0.0027651+0.0010691i,-0.0023225+0.00067859i,-0.0017245-3.2071e-05i,-0.0015542-0.00058277i,-0.00081729-0.0010441i,0.00043856-0.00082721i,0.0013343+0.00034928i,0.0013101+0.0010507i,0.00069881+0.00043576i,0.00028969-0.00046453i,-0.00022916-0.00023084i,-0.00037731+0.00051626i,-0.00020432+0.00038293i
0.0012269+0.001336i,0.0012088+0.00068832i,0.0014465+0.00063801i,0.0009835+0.00081587i,-0.0014037+0.00055191i,-0.0032331+0.0010376i,-0.0021857+0.0010845i,-0.0015879-0.00022521i,-0.0018709-0.0015637i,-0.0013296-0.0015099i,-0.00071614-0.0015039i,-0.00080776-0.001831i,-0.0008063-0.002331i,-0.0008746-0.0027719i,-0.00072962-0.0012977i,-0.00026738+3.6689e-05i,-0.00020107-9.3737e-05i,-0.00067163+0.00011372i,-0.00090954+0.00056191i,-0.0009814+0.00011464i,-0.00039454-0.00017354i,0.00010258-0.00027098i,-0.0003291-0.00034612i
0.00051286+0.0010576i,0.0014857+0.0008799i,0.0013204+0.00054968i,0.00043042+0.00019234i,-0.0010894+0.00045879i,-0.0014457+0.00083965i,-0.00031803+0.00098816i,0.00041422+0.00053425i,0.00065328-0.00041023i,0.00021487-4.2728e-05i,-6.5537e-06+0.00062745i,0.00047615+0.00096189i,0.00034239+0.0013038i,-0.00016973+0.0014114i,-0.0010224+0.0013812i,-0.0011913+0.00071185i,-0.00095257+0.00065348i,-0.0006015+0.00095851i,-7.4258e-05+6.0026e-05i,-0.00075003-0.00052281i,-0.0016111+0.00029747i,-0.0016895+0.00078057i,-0.0010981-9.9627e-06i
-8.0619e-05-0.0022929i,-0.00053796-0.0017191i,-0.0016239-0.0029441i,-0.0032175-0.0021519i,-0.0038362+0.00061589i,-0.0021376+0.001916i,-0.00077386+0.0014954i,-0.00076645+0.00062145i,-0.0020475+8.0605e-05i,-0.0023234-0.00023778i,-0.0021794-0.00023134i,-0.0023755+0.00013901i,-0.0018492+0.0011043i,-0.0018508+0.0020083i,-0.0016132+0.0008728i,-0.00076904-0.0004021i,0.00039821+0.0003219i,0.00068137+0.0012145i,-0.00052376+0.00058173i,-0.0010862+0.00028037i,-0.0016229+4.6114e-05i,-0.0012134+0.00014185i,-0.00048571+0.00037953i
0.0011378-0.0011099i,0.00062709-0.00045753i,-0.00071741-0.0015358i,-0.0018624-0.0012844i,-0.0023723+0.00035915i,-0.0022094+0.0015459i,-0.0014922+0.001573i,-0.00092808+0.0012478i,-0.0012834+0.00085748i,-0.0018877-4.0441e-05i,-0.0018743-0.0006405i,-0.0018861-0.00077438i,-0.0017211-0.0006064i,-0.0011776+2.1594e-07i,-5.618e-05+0.00066973i,0.00076862+0.0006336i,-0.00013746+0.00066781i,-0.00074345+0.00050644i,-0.00024738+0.00031054i,-0.00034068+0.00084855i,-0.00073413+3.5483e-05i,-0.00015795-0.00028312i,0.00098341+0.00064854i
0.0001061+0.0034378i,-7.688e-05+0.002382i,-0.00032252+0.0025775i,0.00015173+0.0026676i,0.00054572+0.0016202i,-0.00049568+0.001402i,-0.0003455+0.0014865i,0.00015184+0.00064715i,-0.00038384-6.1443e-05i,-5.3275e-06-0.00026579i,0.00051367-0.00044567i,0.00010687-0.00083347i,-0.00010946-0.001277i,0.0003429-0.00037579i,0.00024193+0.00052669i,-0.00026463+0.00063735i,-0.00071624+0.001557i,-0.00083921+0.0012838i,-0.00010142+0.00030371i,3.5184e-05-0.00024355i,0.00035025-0.0001768i,0.00080066+0.00076907i,0.0010151+0.00027346i
0.0018546+0.0012303i,0.0016909+0.00066334i,0.0009244+8.7717e-05i,-0.00054018-0.0010032i,-0.0013809-0.0019851i,-0.0015433-0.0003351i,-0.0011402+0.00072886i,-0.00088998-0.00017929i,-0.00042262-0.00090679i,-0.0003816-0.00090855i,-0.0007117-0.00064025i,-0.00080941-0.00032143i,-0.001166+0.00051514i,-0.0012522+0.0011159i,-0.00095785+0.00048882i,-0.00058612-0.00011011i,-0.00046476-0.0003769i,-0.00069432-0.00085702i,-0.00052937-0.0012786i,2.8963e-05-0.0007781i,3.2976e-05-0.00065207i,0.00018951-0.0012833i,0.00053778-0.0008945i
0.0011531+0.0022822i,0.002+0.0010577i,0.0030604-0.00015145i,0.0029037-0.00095104i,0.00099598-0.00077213i,-0.00073256+0.00036188i,-0.0015384+0.00083356i,-0.0008446+0.00039399i,0.00069781-0.00027301i,0.00065127-0.00066189i,-0.0011434-0.00031799i,-0.0020422+3.4951e-05i,-0.0015571-0.00040763i,-0.00051116-0.00091334i,5.8899e-05-0.0011192i,-7.0839e-05-0.0008668i,-0.00021892+0.00013998i,-4.8019e-05+0.0001359i,0.00016737-0.00090149i,0.00041955-0.0013283i,0.00053106-0.0015647i,0.00023539-0.00080423i,4.0285e-05-0.00011799i
0.0027807+0.0019028i,0.0015537+0.0031116i,0.0010494+0.0017078i,0.00081763-0.00076023i,-0.001251-0.00073141i,-0.0027058+0.00057541i,-0.0021265+0.0010444i,-0.0017394+0.0010078i,-0.001299+0.0011291i,-0.00088538+0.001182i,-0.0016549-0.00015495i,-0.0019493-0.0012143i,-0.0010408-0.0010493i,-0.0005243-0.00017892i,-0.00067667+3.963e-05i,-0.0001619-0.00046142i,0.00070331-0.00023762i,0.00047908-1.1909e-05i,-0.00026436+0.000387i,-0.00050428+0.00079599i,-0.00015671+0.00090929i,0.00028928+0.00075966i,0.00011517+0.00046629i
0.00080962-0.0007997i,0.0013305-0.0010701i,0.0010899-0.0029715i,-0.0012375-0.0025334i,-0.0026805+4.6632e-05i,-0.0028516+0.0011582i,-0.0020304+0.0010219i,-0.0018457+0.00068309i,-0.0016448+0.00026384i,-0.0016868+6.3356e-05i,-0.0017641-0.0003711i,-0.0012337+0.00025698i,-3.8944e-05+0.0014663i,0.00073817+0.0013505i,0.00055189+0.00093468i,0.00051394+0.00038023i,0.00025336-2.1736e-05i,-0.00018798-0.00024767i,-0.0001154-0.00060144i,-0.00047275-0.0003823i,-0.0011931+0.00043274i,-0.0013089+0.00074862i,-0.00064509-4.6029e-05i
-0.0003422+0.0023807i,0.0011103+0.0025848i,0.0019519+0.002908i,0.0017347+0.0026326i,0.00093608+0.0014893i,-1.0988e-05-0.00012078i,-0.0005777-0.00048211i,2.8262e-05-0.00019387i,-0.00025536+0.00010687i,-0.0010296+0.00010236i,-0.0011671-0.00032087i,-0.00098971+5.6922e-05i,-0.00025131+0.00066651i,-1.7836e-05+0.00070913i,-0.00023786+6.25e-05i,-0.00015564-0.00021633i,-6.1605e-06+0.00021142i,-0.00021646+0.00025472i,-0.0007066-0.00012814i,-0.0011514+0.00012791i,-0.001261+0.00095848i,-0.00027934+0.00093277i,-0.00015557-5.6993e-06i
-0.00069994-0.00021059i,-0.0013008-4.3236e-05i,-0.0029304+0.00091952i,-0.0040326+0.0021584i,-0.0030314+0.002359i,-0.0023378+0.0028163i,-0.0016134+0.0028501i,-0.00053076+0.0013975i,-0.0010253+0.00027234i,-0.0015554-0.00010438i,-0.0014386+0.00039279i,-0.0013082+0.0014276i,-0.0011738+0.0011393i,-0.0009246+0.00027301i,-0.0006429+0.00051641i,-0.00039435+0.00075895i,-2.3606e-05+0.00087327i,0.000436+0.00089669i,-1.6096e-05+0.00037373i,-0.00067514+4.4377e-05i,-0.00075097-0.00031743i,-6.1542e-05-0.00036291i,0.00076468+0.00052564i
0.00027743+0.0023478i,0.0016659+0.0018258i,0.0022324+0.0013586i,0.0013687+0.0018259i,-0.00025998+0.0015464i,-0.00039887+0.00069539i,-0.00067601+0.00080363i,-0.0013109+0.0011608i,-0.00096021+0.00079403i,-0.00028835+3.9855e-05i,-0.00022542-0.0012408i,-0.00037167-0.001626i,0.00012101-0.00042406i,0.00010486+0.00050267i,-0.00033972+0.00095938i,-0.00017619+0.00088167i,0.00017882+0.00078189i,0.00012948+0.0010389i,-0.0005755+0.00098196i,-0.0010051+0.00043569i,-0.0009664+0.0001597i,-0.00071381+0.00016713i,-0.00049473-0.0003049i
-0.0002515+0.0015912i,-0.00021565+0.0016904i,-0.0006653+0.0024075i,-0.0010591+0.0023199i,-0.0015001+0.0015655i,-0.0010042+0.0010998i,-0.000768+0.00059304i,-0.0011606+0.0002965i,-0.0012582+0.00057024i,-0.00095014+0.00034052i,-0.00045817-0.00012203i,-0.00017177-0.00056817i,0.00011403-0.00070882i,4.0479e-05+0.00036769i,-3.3816e-05+0.00063294i,-0.00010857+0.00030392i,-0.00028655+0.00066388i,0.0003335+0.00046458i,0.00075744+0.00041444i,1.1777e-06+0.00041319i,-0.00021817-0.0001699i,6.9273e-05-6.0506e-05i,0.00011014-0.0002133i
0.0015156-0.00021849i,0.00123-0.00022085i,0.00047907-0.0018058i,-0.00035119-0.0029538i,-0.00065894-0.0012759i,-0.00077466+0.0011114i,-0.00062693+0.0014519i,-0.00061584+0.00075473i,-0.00076063-0.00063516i,-0.00085903-0.00063188i,-0.0015967+0.0009074i,-0.0021841+0.0010868i,-0.0015347+0.00027902i,-0.00026771+0.00031667i,0.00058558+0.00022581i,0.00048157-0.00028984i,0.00059936-0.00032848i,0.0007121+0.00029869i,0.00026527+0.00040525i,5.4697e-05+0.00038484i,0.00053378+0.00072138i,0.00063559+0.00074001i,-0.00016378+0.00038117i
-0.00036496+0.0017507i,0.00039424+0.0015723i,0.00050489+0.0010126i,-0.00056045+0.0011112i,-0.0019399+0.0014034i,-0.0023212+0.00087487i,-0.0025759+0.00058474i,-0.0020176+0.00049887i,-0.0011348+0.00010117i,-0.00097748-6.6061e-05i,-0.0010223-0.00016658i,-0.0013774-0.00034711i,-0.0014172-0.00016896i,-0.0010132-0.00024163i,-0.00048366+9.3512e-05i,-0.00017555-0.00010152i,-3.3026e-05-0.00029757i,-0.00027686+0.0002901i,-0.0003959-4.5502e-05i,0.00015871+0.00037479i,0.00025967+0.00076365i,0.00072058-7.9579e-05i,0.0011079-0.00062241i
0.00056867+0.0024367i,0.0013533+0.003319i,0.00087376+0.0028583i,-0.00021935+0.0018425i,-0.00029892+0.0012741i,-0.0010381+0.00059832i,-0.0014864+0.0009103i,-0.00067695+0.0019352i,-0.00084615+0.0022567i,-0.00096932+0.0014326i,-8.5988e-05+0.00074909i,-9.383e-05+0.00040784i,0.00037033+0.000829i,0.00066314+0.0011422i,-7.2021e-05+0.00058689i,-0.00032216+0.00036364i,-0.00023619+0.0003154i,-0.00019567+0.00015613i,-0.00051156+0.00043733i,-0.00093273+0.00047863i,-0.00086902+0.0002821i,-0.00027439-0.00016725i,6.2942e-05-0.00089104i
-0.00086485-0.00051938i,-0.00029788-0.00055697i,-0.00086144+0.00029239i,-0.0013559+0.0013592i,-0.0011067+0.0019884i,-0.0010882+0.0018954i,-0.00069953+0.0010846i,-6.3273e-06+0.0002879i,0.00047244-0.0002513i,-4.705e-05-5.3469e-05i,-0.00082862+0.00092692i,-0.00087808+0.0015031i,-0.00069009+0.0015755i,-0.00034666+0.0013485i,-0.00023267+0.00040873i,-0.00021676+0.00026981i,-0.00031729+0.00018271i,-0.00016949+0.00019007i,0.00029709+0.00047516i,0.00072378+2.4163e-05i,0.00044592+3.3383e-05i,2.9379e-05+0.00038582i,-0.0001038+0.00095169i
0.0012313+0.0018691i,0.0014137+0.00019395i,0.0013896+0.00034554i,-0.00016165+0.0010596i,-0.0020077+0.00057694i,-0.0026527+0.001073i,-0.0022621+0.0018069i,-0.0014078+0.0013314i,-0.00086516+0.00093671i,-0.00064344+0.00096078i,-0.00053568+0.00039872i,-0.00063635-0.00058511i,-0.00083921-0.0011033i,-0.0010185-0.001219i,-0.0012226-0.00040982i,-0.00094079+0.00026684i,-0.00023448+0.00060141i,-0.00054684+0.0008552i,-0.00057654+0.00033992i,-0.00014249-0.00063478i,4.2157e-05+0.00010514i,0.00050486+0.001082i,0.0011943+0.0011987i
0.00021446+0.0030397i,0.0010555+0.0022502i,0.0018684+0.0029691i,0.0014566+0.0025619i,0.00011051+0.000278i,-0.00055079-0.0002362i,-0.00070652+0.00069024i,-0.0012643+0.0013733i,-0.0013137+0.0010491i,-0.00075649+0.00038545i,-0.00035751-5.4755e-05i,-0.00019625-0.00081581i,-0.00038552-0.00045547i,-0.00086913+0.00022776i,-0.00064922-0.00090762i,0.0001147-0.0016103i,-0.00058521-0.001263i,-0.00071339-0.00047117i,-0.00041835-5.5096e-05i,-0.00073773-0.00010616i,-0.00075937-0.00039458i,-0.00057442-0.00089408i,-0.00099588-0.0011701i
0.00093033+0.00044196i,0.00020155+0.0007156i,-0.0002958+0.00037477i,-0.00071654-0.00018839i,-0.0011368+0.00020761i,-0.00089982+0.0010586i,-0.0012019+0.0013476i,-0.0011288+0.00079979i,-0.00067805+3.7233e-05i,-0.00017219+0.0002013i,0.00030084-9.5521e-06i,-0.00033377-7.3648e-05i,-0.00059373+0.00056676i,-0.00038344+0.00045276i,-0.00037468-0.0003779i,-0.00038433-0.00037783i,6.0218e-05+0.00027556i,0.00065555+0.00092558i,0.00040928+0.00072595i,-0.00049183-0.00042318i,-2.7642e-05-7.941e-05i,0.00046033+0.00034269i,-0.00012803-0.00026781i
0.0015587+0.000137i,0.0016356+0.00020087i,0.0016488-0.00088644i,0.00023328-0.001867i,-0.00084091-0.00015493i,-0.0010994+0.0011153i,-0.00084889+0.0011046i,-0.00042952+0.00060381i,-0.00066238-0.00059256i,-0.00094068-0.0012481i,-0.0011947-0.0010003i,-0.0011907-0.00012142i,-0.00082686+0.00034582i,-0.00021813-1.532e-05i,0.00011831-0.00044749i,-0.00099216+9.5345e-05i,-0.0018793+0.00078641i,-0.001368+9.1362e-05i,-0.00065652-9.667e-05i,-0.00040208-0.00015903i,-0.00038278-0.00016449i,5.1497e-05-0.0004662i,0.00049307-0.0004138i
-0.00069118+0.0018155i,-0.0010813+0.0023164i,-0.0016214+0.0009433i,-0.001434-7.9317e-05i,-0.00088512+0.001295i,-0.00085828+0.0021202i,-0.00050345+0.0013474i,-0.00018654+0.00020006i,-0.00023691-3.1185e-05i,0.00033004+0.00018701i,0.00088465-0.00040439i,0.00051272-0.00064765i,-0.00013579-0.00063876i,-0.00051041-0.00019852i,-0.00065974+0.00047105i,-0.00054161+0.00029026i,-0.00047593+0.00033092i,-3.565e-05+0.00062695i,0.0003664+0.00017603i,-0.00015737-0.00088122i,-0.0013303-0.00095314i,-0.0012107-0.00022019i,-0.00077945-8.2003e-06i
0.001723+0.0031526i,0.0028403+0.0017539i,0.0020337-0.00088401i,0.00020484-0.0022286i,-0.00044265-0.0013717i,-0.001795+0.00057311i,-0.0017871+0.0014341i,-0.0014873+0.0010464i,-0.0016676+6.4415e-05i,-0.0012749+6.3287e-05i,0.00013435+0.00021181i,0.0010478-0.00020335i,0.00067125+0.00022068i,0.0015097+0.00073004i,0.0019288+0.0002424i,0.00035813-0.00018455i,-0.00082119+0.00048358i,-0.0017686+0.0013102i,-0.0012923+0.0006834i,-0.00021-0.00013318i,-0.00039157+0.00023664i,-0.00013285+0.00045385i,0.00032251+0.00019305i
0.0012515+0.0024719i,0.0012687+0.00091433i,0.0011836+0.00024272i,0.0011123+0.00063445i,6.4745e-05+0.00063393i,-0.00054549+0.00060729i,-0.00059211+0.00072257i,-0.0010592+0.00059791i,-0.00088298+0.00041354i,-0.00043757-0.00034591i,-0.00040762-0.00031658i,-0.001347+0.00063837i,-0.0022309+0.00035066i,-0.0017929-0.00023677i,-0.0015243-0.00024274i,-0.0014444+0.00025987i,-0.00079203+0.00074768i,0.00037245+0.00089004i,0.00073527+0.0011635i,0.00078949+0.00047499i,0.00032284+0.00029063i,-1.8671e-05+0.0006526i,0.00017769-0.00031049i
0.00056258+0.0016953i,0.00018421+0.0016286i,-0.0010085+0.0021916i,-0.00066131+0.0022087i,-0.00070566+0.0017253i,-0.0011834+0.0014817i,-0.00056953+0.0012894i,-0.00086721+0.00028455i,-0.0014894-0.00037592i,-0.0014577-0.00012482i,-0.0010803-0.00020024i,-0.00049777-0.00053232i,-0.00028937-0.00061804i,-0.00072655-0.00061831i,-0.00087872-5.225e-05i,-0.00033217+0.00075203i,9.6881e-05+0.00069684i,-0.00019355+0.00019501i,-0.00015029-9.9333e-05i,-0.00036275-0.00024585i,-0.00083796+0.00014275i,0.00021745+0.00050761i,0.00084061+0.00071171i
0.00072434+0.00067581i,0.00038129-8.5849e-05i,0.00025805-0.0019049i,-0.00085913-0.00081074i,-0.001949+0.0012679i,-0.0016339+0.0017376i,-0.00088356+0.0019468i,-0.0015898+0.0019124i,-0.0021686+0.00091472i,-0.0010641+0.00069607i,0.00012894+0.00070786i,0.0012404-0.00042514i,0.001072-0.00067896i,4.2288e-05-0.00040014i,-0.00079696-0.00044543i,-0.0010312-1.2134e-08i,-0.00032421+0.00046911i,0.00046291+0.00082519i,0.0005599+0.00082798i,-4.724e-05+0.0002813i,-0.00048496+0.00015348i,-0.00022067-0.00019677i,3.4171e-05-0.00025894i
0.0018568+0.0015451i,8.4994e-05+0.0020496i,4.8695e-05+0.00091421i,0.0006424+0.00020457i,0.00021234+0.0011364i,-0.0010777+0.0017364i,-0.0016407+0.0010125i,-0.0010398+6.2174e-05i,-0.00044806-0.00034005i,-0.00018037-0.0010896i,-0.00036374-0.0010184i,-0.00031218+0.00016053i,-0.00033463+0.00018222i,-0.00025105-0.00042394i,-0.00035192-0.00017319i,-0.00061761-0.0001497i,-0.00057719-0.00036594i,-0.00028087-0.000741i,-1.4829e-05-0.0016736i,-9.5645e-06-0.0016338i,0.00017793-0.00059848i,-0.00021819-0.0002962i,-0.00041237-0.00063334i
0.0019946+0.00077679i,0.0032206+0.0016711i,0.0034027+0.00020917i,0.0019732-0.00062823i,0.00069736-0.00059211i,-0.0001971-0.00018896i,-0.00060532+0.00046745i,-0.00063924+0.00069162i,-0.00026873+0.00060837i,-0.00040201-5.0804e-05i,-0.00077142-0.00085715i,-0.00034364-0.00067412i,-1.9864e-05-0.00027582i,5.072e-05-0.0004851i,7.7483e-05+0.00020077i,-0.00077519+0.00099658i,-0.00062411+0.00038894i,0.00057486-0.00019218i,0.00050576-3.0747e-05i,5.9679e-05+0.00043993i,4.9253e-05+0.001106i,-0.0004795+0.0009623i,-0.00072187+0.00032641i
0.00019355+0.001848i,0.0013755+0.00062864i,0.00069934+0.00059068i,-0.0012709+0.00099866i,-0.0010029+0.00037799i,-0.0011922+0.00017228i,-0.0017264+0.00075959i,-0.00081422+0.00078302i,-0.0005483+0.00014362i,-0.00012799-0.00076077i,5.531e-05-0.0014006i,-0.00046978-0.0017121i,-0.00027469-0.001655i,-0.0003925-0.0009951i,-0.00066392-0.00043711i,-0.00053931+0.00040769i,-0.00050761+0.0012101i,0.00022087+0.0010717i,0.00058234+0.00043708i,0.00011606-0.00036698i,-0.00027297-0.00095552i,-0.00022385-0.00070181i,-3.3478e-05+0.00033845i
-0.00148+4.5855e-05i,-0.0011484+0.00012232i,-0.00072138+0.00026148i,-0.00093087+0.0011318i,-0.0021124+0.0013444i,-0.0018547+0.0018679i,-0.001005+0.0016789i,-0.00042235+0.00068701i,-0.0008532+0.00055339i,-0.0011029+0.00050294i,-0.00016799+0.00060561i,0.000205+0.0010724i,-0.00041968+0.0011178i,-0.00011904+0.0008516i,-0.00011403+0.00072582i,-0.00049787+0.0011446i,-0.00085025+0.0017425i,-0.00094224+0.0011768i,-0.00090607+0.00077031i,-0.00062849+0.00058014i,-0.0002245-4.8228e-05i,-0.00055026+5.0787e-05i,-0.00047816+0.00012725i
0.00016039+0.00022668i,0.00015526+0.00014379i,-0.00083158+6.7282e-05i,-0.00096003+0.00096041i,-0.0014399+0.0011052i,-0.0014687+0.0013624i,-0.0012756+0.001583i,-0.0011443+0.0012247i,-0.00083847+0.00021195i,-0.00084416+0.00014575i,-0.00086838+0.00055107i,-0.00028687+0.00062785i,0.00051139+0.00061288i,0.00026069+0.00063291i,-0.00087981+0.00061126i,-0.00057679+9.3034e-05i,-0.00030844-0.00025637i,-0.00059329+0.00021118i,-7.3981e-05+0.00033067i,0.00037238+0.00014153i,0.00034975+9.7268e-05i,0.00039577+3.8932e-05i,0.00081339+0.00029324i
-0.0015108+0.0017433i,-0.0018104+0.0022099i,-0.001502+0.0033264i,-0.0014086+0.0033449i,-0.0016875+0.0028633i,-0.0019228+0.0019696i,-0.0019226+0.00071988i,-0.0013699-0.00015764i,-0.00099186-0.00021572i,-0.00087884-2.175e-05i,-0.00077761-0.00032023i,-0.00065801-0.00072206i,-0.00013889-0.00018029i,0.00047822+0.0006393i,0.0010881+0.00042168i,0.0010561-5.9634e-05i,0.0010173-0.00035891i,0.0010017-0.00038842i,0.0005853-0.00017585i,9.2925e-05+0.00053328i,0.00036401+0.0009584i,0.00065511+0.00090298i,0.00090714+0.00068853i
-0.0015004+0.0045899i,-0.0001804+0.0043864i,0.00027842+0.0035415i,0.00026517+0.0022188i,2.3022e-05+0.0019556i,-0.0011678+0.0015143i,-0.0011766+0.00049459i,-0.00059203-0.00024747i,-0.00060298-0.00010746i,-0.0012268+0.00039759i,-0.0010649-8.4062e-05i,-9.3276e-05-0.00070157i,0.00062194-0.00079637i,0.00072974-0.00064327i,0.00067122-0.0003553i,0.00024996-0.00021213i,-0.00035713+0.0011199i,3.0348e-05+0.0010981i,0.00042535-0.00012175i,5.0113e-05+0.00047747i,-0.0006476+0.0011962i,-0.00064469+0.00063732i,0.00040096+0.00010361i
0.00057778-0.0014972i,0.00018487-0.00051285i,-0.0013235-5.7215e-05i,-0.0020777+0.00040562i,-0.0011538+0.0010627i,0.00010829+0.0015677i,0.00046941+0.0013294i,0.00079166+0.0011625i,0.00040373+0.00038537i,-0.00042389+0.00020487i,-0.00051338+5.3591e-05i,-0.00016398+6.7756e-05i,-0.00017469+0.00099584i,0.00017153+0.0013745i,0.00062693+0.0010165i,0.0005755+0.00051607i,0.00024153+0.00048056i,-9.9252e-05+0.00064013i,-0.00030516+0.00057369i,-0.00070628+0.00056421i,-0.0011728+0.00063401i,-0.00078431+0.00060427i,0.00037374+0.00018744i
0.00094423+0.0018085i,0.00018476+0.0014063i,-0.0003327+0.00094227i,-0.0020776+0.00088505i,-0.0028386+0.00012765i,-0.0026713+0.00030732i,-0.0017474+0.0004137i,-0.00080361+1.7225e-05i,-0.00087578-0.00059795i,-0.001015-0.0011163i,-0.0013146-0.00042549i,-0.0022177+0.00070684i,-0.0018215+0.00043994i,-0.00025309+2.186e-05i,-0.00013643+0.00074525i,-0.00044955+0.00066278i,0.0001092+0.000242i,0.00026658+0.00039688i,-0.00042945+0.0002278i,-0.0016433-4.7511e-05i,-0.0010257-0.000632i,-9.2365e-06-0.00048281i,-0.00022134-0.00062083i
0.0011666+0.001034i,0.0032723-2.9037e-05i,0.0029988-0.00063183i,0.00095268-0.00083436i,-0.00049822-0.0010231i,-0.0010727-0.00053004i,-0.0007701+0.00064396i,-0.0010112+0.00077456i,-0.0010051+0.00034577i,-0.0010978-0.00035914i,-0.0012799-0.00092522i,-0.001385-0.001132i,-0.0015618-0.00097246i,-0.00076188-0.00093531i,0.0004138-0.00073292i,0.00016211+0.00057091i,-0.00030795+0.0015269i,-8.6146e-05+0.0010095i,-0.00029229-3.0108e-05i,-0.00042625-0.00057152i,5.9695e-05-0.00039924i,-1.7562e-05-0.00032538i,-2.5859e-05-0.00041885i
-0.00024811+0.00078812i,0.00017704+0.000859i,-0.00029763+0.00074177i,-0.0013174+0.0011842i,-0.0010605+0.0014468i,-0.00023984+0.0015094i,-5.6009e-05+0.001191i,-5.8347e-05+0.00094882i,-0.00029659+5.9051e-05i,0.00011119-0.00087387i,0.00013371-0.00046123i,0.00011539+1.5381e-05i,0.00040227+0.0001291i,0.00078801+0.00060557i,0.0011628+0.001001i,0.00038164+0.00076068i,-0.00045251+0.00076965i,-1.4456e-05+0.00057105i,8.7224e-05-0.000325i,-0.00094481-0.0007167i,-0.00051571-0.00013645i,0.00084469+0.00022784i,0.0010313+0.00010294i
-0.0013701+0.00069096i,-0.0021076+0.00056941i,-0.0029291+0.0011486i,-0.0028015+0.0011874i,-0.002069+0.0012674i,-0.0014947+0.0011347i,-0.0011023+0.00040798i,-0.00060318+0.00046391i,-0.00095379+0.00093827i,-0.0013301+0.00094843i,-0.0011077+0.00069016i,-0.0016358+0.00085182i,-0.0017162+0.0014411i,-0.00079962+0.0012337i,-0.00031852+0.0004083i,-0.00021372-0.00045823i,0.00069827-0.00046419i,0.0002842+0.00030881i,-0.00048248-0.00041029i,0.0001681-0.00086873i,0.00017351+9.3815e-05i,0.00010171+0.00055063i,0.00084137+0.00065171i
-0.0028157-0.00013667i,-0.0019006+0.0012237i,-0.001756+0.0022367i,-0.0024727+0.0019029i,-0.0025888+0.0012919i,-0.0017957+0.0017044i,-0.00079373+0.0015759i,-0.00066895+0.00061909i,-0.0011595+0.00046616i,-0.0021664+0.00055815i,-0.001839+0.00077449i,-0.00097284+0.0012223i,-0.00082052+0.0013394i,-0.00016386+0.00059538i,3.6887e-05+0.00020956i,0.00054828+0.00068211i,0.0007279+0.00088627i,0.00012297+0.00012431i,3.3395e-05-0.0006676i,-0.00010842-0.00037152i,-0.00063409+1.4978e-06i,-0.0011026+0.00038011i,-0.00076975+0.00060311i
