-0.0036722-5.5365e-05i,-0.0032949+0.0016065i,-0.0044065+0.0029851i,-0.0032964+0.0029672i,-0.0022423+0.0021264i,-0.00246+0.0016975i,-0.0023666+0.0011118i,-0.0013219+0.00065962i,-0.00032732+0.00054252i,-0.00014767+1.2301e-05i,0.00019174-0.00027137i,3.8402e-05-0.00010208i,0.00013677+0.00022157i,0.00048775+0.00030423i,-0.00013427+0.00047909i,-0.00062491+0.00059618i,4.1435e-05+0.00072831i,0.00028079+0.000671i,-0.00017788+0.00055404i,-0.00040604+0.00067218i,-0.00071644+0.0010722i,-0.0012869+0.00090504i,-0.0005539+0.00038113i
0.022722+0.23063i,0.031452+0.54213i,0.063848+0.77887i,0.13097+0.67043i,0.17524+0.34748i,0.18355+0.12968i,0.14551+0.029046i,0.053999-0.030852i,-0.010782-0.036815i,-0.015372-0.013995i,-0.0063627-0.0023241i,-0.0042911-0.0039344i,-0.0038791-0.012245i,0.00036441-0.019007i,0.0044845-0.016423i,0.010652+0.0032595i,0.028537+0.022863i,0.043705+0.02259i,0.036622+0.013071i,0.015291+0.0055576i,0.0011277+0.0023732i,0.001407+0.0029217i,0.010776+0.0032623i
0.16643-0.12137i,0.39023-0.31922i,0.50596-0.54462i,0.32861-0.61876i,0.067011-0.4901i,-0.046485-0.3024i,-0.050018-0.14867i,-0.030837-0.034119i,-0.012598+0.017568i,0.0039831+0.010823i,0.0083582-0.0077489i,-0.00085001-0.0065839i,-0.0087216+0.01069i,-0.013978+0.022655i,-0.014655+0.024399i,-0.0046089+0.016009i,0.0047154-0.0020094i,0.0050596-0.015146i,0.0071357-0.0094125i,0.011343+0.0082435i,0.0068472+0.020874i,0.00030671+0.019036i,0.00076955+0.0036879i
-0.17008-0.060393i,-0.39774-0.15074i,-0.53694-0.15466i,-0.40578+0.004326i,-0.17987+0.18388i,-0.064797+0.22231i,-0.015337+0.14009i,0.015831+0.034157i,0.0058132-0.021501i,-0.020961-0.026309i,-0.030036-0.018373i,-0.011883-0.01379i,0.02118-0.020801i,0.037049-0.030508i,0.028522-0.028205i,0.01252-0.020157i,7.8774e-05-0.011713i,-0.0045826-0.0055814i,-0.0076695-0.0070753i,-0.0093503-0.0082728i,0.002275-0.0067507i,0.013622-0.016953i,0.0018024-0.032146i
0.043084+0.18105i,0.10235+0.42341i,0.14249+0.57946i,0.13545+0.4705i,0.12733+0.22518i,0.1212+0.046925i,0.064414-0.018641i,-0.013547-0.0023848i,-0.033558+0.041005i,-0.02298+0.059121i,-0.02115+0.060061i,-0.021939+0.046887i,-0.036457+0.019849i,-0.050877+0.0063451i,-0.041312+0.0090914i,-0.01977+0.0098405i,-0.0036847+0.0010178i,0.0043271-0.011447i,0.010712-0.013766i,0.020042-0.0070092i,0.020859+9.8357e-05i,0.0069249+0.012689i,-0.0058956+0.028749i
0.10694-0.11698i,0.21319-0.27619i,0.25425-0.36621i,0.16061-0.3303i,0.0055343-0.27554i,-0.096471-0.21214i,-0.1028-0.11379i,-0.038099-0.040603i,0.012303-0.032963i,0.021299-0.034303i,0.026757-0.024254i,0.022637-0.012269i,0.012522+0.017358i,0.017982+0.045418i,0.023422+0.040368i,0.012084+0.021933i,-0.0062305+0.017607i,-0.020816+0.022114i,-0.029959+0.01753i,-0.037191+0.001634i,-0.038482-0.010653i,-0.026401-0.011308i,-0.0069164-0.0019371i
-0.13647+0.0057083i,-0.2532-0.0043564i,-0.28499-0.027053i,-0.19006-0.0010568i,-0.093552+0.11269i,-0.052101+0.21657i,-0.0075515+0.2184i,0.010363+0.13992i,-0.019872+0.073919i,-0.030909+0.042976i,-0.020824+0.016541i,-0.0072908-0.0015961i,0.01685-0.018673i,0.026909-0.040933i,0.012907-0.038074i,0.0045446-0.0098818i,0.013443+0.012264i,0.023238+0.017065i,0.019133+0.014374i,0.0099042+0.015541i,0.0071369+0.01782i,0.010226+0.010641i,0.014554-0.0071377i
0.07117+0.092683i,0.12188+0.16866i,0.10612+0.21286i,0.062809+0.19033i,0.097968+0.1334i,0.18735+0.05089i,0.19576-0.038334i,0.12594-0.054823i,0.082177-0.011951i,0.064886+0.014513i,0.044123+0.02202i,0.021521+0.020697i,-0.0090204+0.011163i,-0.031122+0.015388i,-0.018536+0.024401i,0.011491+0.0072836i,0.020657-0.027561i,0.011566-0.045771i,0.0081213-0.031894i,0.010246-0.0048407i,0.010929+0.015491i,0.0074947+0.023086i,-0.0020463+0.014617i
0.011255-0.075512i,0.027942-0.13507i,0.052343-0.15041i,0.044134-0.15364i,-0.018394-0.2084i,-0.11398-0.24618i,-0.17061-0.19101i,-0.14596-0.11585i,-0.092484-0.084699i,-0.058825-0.078489i,-0.044151-0.072226i,-0.033325-0.047563i,-0.0089665-0.0089105i,0.023829+0.0053829i,0.030746-0.018019i,-0.0038587-0.038013i,-0.044614-0.022717i,-0.05909+0.0026858i,-0.049145+0.006025i,-0.030996-0.0085934i,-0.012656-0.021298i,0.0031398-0.024574i,0.0046012-0.016557i
-0.037785+0.049286i,-0.068586+0.057617i,-0.087006+0.04481i,-0.091292+0.067172i,-0.11413+0.15402i,-0.11849+0.24117i,-0.064055+0.24886i,-0.009448+0.1842i,-0.0073413+0.10833i,-0.032808+0.071816i,-0.040077+0.064231i,-0.022546+0.048428i,-0.0051882+0.014757i,-0.016928-0.016048i,-0.052253-0.008131i,-0.064993+0.038488i,-0.03594+0.077001i,0.0035315+0.080068i,0.021838+0.05904i,0.018844+0.036401i,0.007658+0.019977i,-0.0035997+0.0078902i,-0.0058543+0.0038403i
0.039471-0.0059642i,0.050449+0.0096337i,0.028665+0.045304i,0.04127+0.077937i,0.13882+0.077212i,0.22341+0.035022i,0.2037-0.0095543i,0.12237-0.01957i,0.063569+0.0024247i,0.060375+0.02314i,0.071945+0.023078i,0.057298+0.012063i,0.022555+0.012278i,0.0017457+0.037711i,0.02179+0.069343i,0.064104+0.070313i,0.085872+0.037312i,0.076541+0.0017282i,0.046101-0.015734i,0.010325-0.016466i,-0.012335-0.0052579i,-0.014343+0.0087054i,-0.003485+0.012646i
-0.028589+0.0042125i,-0.022898-0.010521i,0.0013865-0.042801i,-0.0076708-0.1095i,-0.070692-0.18408i,-0.11058-0.20942i,-0.088684-0.1717i,-0.041804-0.10264i,-0.0079363-0.05636i,-0.0094792-0.057199i,-0.02893-0.068843i,-0.030523-0.055887i,-0.010499-0.034947i,0.01804-0.034439i,0.040523-0.057286i,0.044242-0.081596i,0.03357-0.086658i,0.016602-0.074304i,0.00042805-0.048135i,-0.0048114-0.015874i,0.0040339+0.0046569i,0.014383+0.0053133i,0.014097-0.0071943i
0.03195+0.019762i,0.039243+0.024372i,0.028592+0.037337i,0.010482+0.091618i,-0.019878+0.16517i,-0.073672+0.19237i,-0.10629+0.14909i,-0.09144+0.057815i,-0.072849-0.0013266i,-0.065212+0.012345i,-0.05654+0.04161i,-0.044515+0.041298i,-0.034169+0.025908i,-0.037094+0.014406i,-0.053589+0.0071465i,-0.067221-0.0047577i,-0.070268-0.017061i,-0.06393-0.01737i,-0.045202-0.0061372i,-0.019288+0.0042817i,-0.0018455+0.0043191i,-0.0015555-0.0015331i,-0.01003-0.0023576i
-0.023163-0.014775i,-0.030716-0.011041i,-0.024915+0.012982i,0.017562+0.026414i,0.088634+0.019032i,0.14731+0.02986i,0.14577+0.071678i,0.08521+0.11352i,0.037528+0.10704i,0.03516+0.06132i,0.045141+0.030869i,0.039886+0.027011i,0.032861+0.02891i,0.039624+0.027755i,0.041942+0.026931i,0.017231+0.03129i,-0.017845+0.041284i,-0.032098+0.04793i,-0.025932+0.039251i,-0.018247+0.020559i,-0.012099+0.010793i,-0.0012457+0.013197i,0.0090998+0.015059i
0.016954+0.028909i,0.026126+0.032929i,0.00031582-0.0006073i,-0.065677-0.044318i,-0.1116-0.07666i,-0.08475-0.10788i,-0.0023535-0.13648i,0.063169-0.13964i,0.063364-0.10589i,0.027027-0.068919i,0.0059435-0.053463i,0.010468-0.046301i,0.010715-0.043542i,-0.0091246-0.048694i,-0.027921-0.043799i,-0.020757-0.011402i,0.0063689+0.025539i,0.031547+0.039288i,0.04326+0.032908i,0.043239+0.021375i,0.034089+0.013488i,0.018922+0.0054604i,0.0053541-0.0023463i
0.00037662-0.030941i,0.010193-0.056083i,0.032633-0.040252i,0.071568+0.0077764i,0.069805+0.050949i,-0.0089013+0.067177i,-0.11081+0.046212i,-0.1619+0.015499i,-0.14124+0.012681i,-0.086891+0.02934i,-0.053051+0.031398i,-0.042299+0.021049i,-0.032653+0.021178i,-0.026921+0.039419i,-0.016953+0.05825i,0.0086514+0.04973i,0.0323+0.018469i,0.035392-0.01202i,0.019442-0.035403i,0.0012621-0.050382i,-0.0058149-0.051737i,-0.0048826-0.039658i,-0.0026617-0.022495i
-0.019202+0.044487i,-0.02928+0.072704i,-0.022565+0.073956i,-0.0051171+0.043712i,0.017187+0.016865i,0.054611+0.030934i,0.085993+0.083677i,0.094833+0.1202i,0.084435+0.098697i,0.053053+0.050539i,0.022006+0.030211i,0.010675+0.025465i,0.015317+0.011064i,0.037411-0.0034359i,0.059933-0.017326i,0.05301-0.034262i,0.023763-0.041039i,-0.0039127-0.030624i,-0.02626-0.012065i,-0.044166+0.0062357i,-0.044433+0.018596i,-0.023531+0.017466i,-0.0021131+0.0048181i
0.042659-0.013143i,0.053482-0.028851i,0.013123-0.011381i,-0.044815+0.034836i,-0.060296+0.056547i,-0.03304+0.010095i,0.0058037-0.063182i,0.023338-0.094637i,0.0097814-0.082216i,-0.0011494-0.052681i,0.0051456-0.035167i,0.0034115-0.02879i,-0.015113-0.022444i,-0.036829-0.026133i,-0.050998-0.03282i,-0.05667-0.025562i,-0.050818-0.0099609i,-0.031839+0.0063081i,-0.0097596+0.027897i,0.0079801+0.046101i,0.013417+0.045443i,0.0026928+0.029223i,-0.012314+0.014442i
-0.037648+0.0043421i,-0.047796-0.00070708i,-0.0056825-0.030774i,0.046886-0.078862i,0.0442-0.088606i,-0.0050781-0.035999i,-0.051586+0.017222i,-0.06724+0.033174i,-0.046213+0.035984i,-0.012893+0.028397i,0.0033182+0.017852i,0.0086593+0.019261i,0.012966+0.030999i,0.0098699+0.043357i,5.1645e-05+0.0509i,-0.0046853+0.055617i,-0.0010131+0.050882i,0.008726+0.028298i,0.020498-0.0015433i,0.02477-0.023049i,0.020394-0.026382i,0.013864-0.014154i,0.0076123-0.0014736i
0.047753+0.016i,0.065598+0.014651i,0.034524+0.0083719i,-0.0068289+0.018115i,-0.0077285+0.024096i,0.0056419+0.011538i,0.016251+0.0096829i,0.028702+0.0033148i,0.01928-0.0186i,-0.00485-0.021339i,-0.013394-0.013216i,-0.010201-0.014395i,6.7378e-05-0.016519i,0.016353-0.015615i,0.031077-0.013708i,0.042268-0.013686i,0.043066-0.013858i,0.029099-0.01321i,0.0090404-0.014254i,-0.0060789-0.009124i,-0.0084109+0.0009986i,-0.0010911+0.0039509i,0.0053751+0.0019881i
-0.036031-0.021842i,-0.06171-0.013387i,-0.048317+0.039842i,-0.012342+0.087767i,0.0012437+0.089774i,0.016149+0.069957i,0.037292+0.039001i,0.020693+0.021777i,-0.010272+0.031285i,-0.022114+0.028189i,-0.033819+0.016384i,-0.04048+0.016419i,-0.032238+0.013831i,-0.024325+0.0068982i,-0.020642+0.0019716i,-0.018246-0.0082666i,-0.016124-0.021401i,-0.01477-0.021558i,-0.014397-0.0081422i,-0.0075346+0.0027478i,0.0022998+0.0048043i,0.0059904+0.0033154i,0.0069073+0.0010437i
0.026347+0.049442i,0.053394+0.051223i,0.047007-0.0050561i,0.00012341-0.062419i,-0.028911-0.063267i,-0.024813-0.046451i,-0.022314-0.043952i,-0.0074645-0.032648i,0.02099-0.01556i,0.037392+0.00012074i,0.049+0.013696i,0.057591+0.013547i,0.05279+0.0048406i,0.039805+0.00080594i,0.023452+0.0024514i,0.00093396+0.0082307i,-0.020676+0.014235i,-0.028157+0.014629i,-0.021871+0.0090025i,-0.014206-0.0010794i,-0.0092866-0.0075204i,-0.0041717-0.0078872i,-0.0006827-0.0087122i
-0.0061626-0.055273i,-0.030548-0.080067i,-0.047368-0.055669i,-0.025327-0.014149i,-0.0086988-0.0048422i,-0.043032+0.00074731i,-0.076707+0.030995i,-0.07338+0.036081i,-0.053878+0.011902i,-0.02991-0.0049491i,-0.014512-0.01789i,-0.016604-0.02646i,-0.020635-0.025342i,-0.017153-0.026575i,-0.01171-0.027431i,-0.0054843-0.014063i,0.00064129+0.01052i,0.0057389+0.026749i,0.0062579+0.027274i,-3.4175e-05+0.02323i,-0.0053282+0.018242i,-0.0055091+0.010136i,-0.0062171+0.0027649i
-0.015685+0.075624i,0.012793+0.12337i,0.05944+0.1246i,0.071503+0.092121i,0.056728+0.082383i,0.076178+0.087097i,0.11475+0.067182i,0.11209+0.041066i,0.067776+0.024113i,0.016178+0.008918i,-0.015158+0.0066587i,-0.018532+0.012709i,-0.017871+0.0152i,-0.025198+0.019906i,-0.025114+0.026995i,-0.0072168+0.026827i,0.017914+0.014261i,0.031542+0.00051769i,0.029807-0.0049151i,0.021129-0.0082085i,0.011655-0.0080751i,0.0066103-0.0046025i,0.0044889-0.0028275i
0.043657-0.048295i,0.043238-0.10072i,-0.015594-0.10362i,-0.060059-0.043436i,-0.031568-0.0062815i,0.0045546-0.042037i,-0.0019446-0.085228i,-0.022563-0.084773i,-0.028809-0.052767i,-0.014169-0.023123i,0.0025025-0.018902i,0.0059713-0.022171i,0.0098847-0.011552i,0.02105+0.0037228i,0.028355+0.010269i,0.025306+0.0033308i,0.013986-0.011059i,0.0014718-0.01983i,-0.0095063-0.019062i,-0.019114-0.010862i,-0.021596-0.0021952i,-0.01783+0.0015779i,-0.012691+0.0053205i
-0.059022+0.045216i,-0.083211+0.083551i,-0.041002+0.095089i,0.019562+0.030742i,0.0018867-0.046973i,-0.066677-0.033608i,-0.095155+0.023098i,-0.070607+0.049005i,-0.029273+0.045569i,-0.01391+0.030379i,-0.024149+0.029039i,-0.02502+0.037502i,-0.011431+0.02527i,-0.0028226-0.0013814i,-0.0042366-0.020255i,-0.0099694-0.022535i,-0.014586-0.011373i,-0.013309+0.00054968i,-0.0059854+0.0097188i,0.0032031+0.018987i,0.010624+0.024097i,0.014007+0.020835i,0.015752+0.011882i
0.086845-0.00081559i,0.14233-0.038204i,0.12165-0.079658i,0.041686-0.053979i,0.0060959+0.035697i,0.0316+0.083932i,0.054837+0.071591i,0.048226+0.032688i,0.019884-0.0040336i,0.00045558-0.0046904i,0.0084319+0.0077143i,0.017909+0.0045457i,0.0064671+0.0027003i,-0.010823+0.010121i,-0.015084+0.015932i,-0.0092877+0.013081i,-0.0047051+0.0033891i,-0.0034487-0.0068623i,-8.4505e-05-0.013545i,0.0075055-0.014386i,0.012806-0.01246i,0.013584-0.012114i,0.0084808-0.016349i
-0.07927-0.027296i,-0.14926-0.011187i,-0.14956+0.055113i,-0.060663+0.09876i,0.020719+0.058348i,0.05316-0.0036208i,0.056322-0.027428i,0.033576-0.00589i,0.011001+0.025526i,0.011891+0.016786i,0.010203-0.013756i,0.00046893-0.023597i,0.0026653-0.013286i,0.013308-0.0024094i,0.014728+0.00014082i,0.0025777+0.0012627i,-0.010198+0.0078232i,-0.018888+0.015547i,-0.024411+0.015444i,-0.025473+0.0076464i,-0.023515+0.0022798i,-0.020742+0.0012236i,-0.019433+0.0037629i
0.074168+0.067413i,0.14386+0.082506i,0.15658+0.019027i,0.075379-0.071746i,-0.013727-0.10352i,-0.061466-0.099243i,-0.075272-0.086397i,-0.042114-0.068137i,-0.00074993-0.051407i,-0.00071897-0.02611i,-0.0071236+0.0052933i,0.0053163+0.016946i,0.012315+0.0068847i,0.0049254-0.0043564i,-0.0043452-0.0030677i,-0.0045568+0.0081822i,0.0077779+0.01727i,0.021973+0.018279i,0.028019+0.014751i,0.027805+0.011074i,0.024287+0.008214i,0.019891+0.0090701i,0.017545+0.013013i
-0.034339-0.08619i,-0.094798-0.1399i,-0.13582-0.10721i,-0.1089-0.0096114i,-0.06453+0.064219i,-0.048128+0.11516i,-0.038989+0.13227i,-0.045833+0.086789i,-0.061415+0.038334i,-0.048471+0.024845i,-0.028151+0.012409i,-0.029234+0.00082331i,-0.029112+0.0041534i,-0.013602+0.01272i,0.003997+0.017809i,0.014072+0.012914i,0.012219-0.0015511i,0.0055319-0.01498i,0.00014518-0.021025i,-0.0045074-0.022859i,-0.0042152-0.022297i,0.0014448-0.021176i,0.0058164-0.02064i
0.0030837+0.098297i,0.040888+0.17638i,0.093847+0.17822i,0.10882+0.1108i,0.099905+0.062821i,0.11561+0.033853i,0.13286+0.0051645i,0.11631+0.01344i,0.090639+0.029601i,0.063314+0.010469i,0.030572-0.0030906i,0.013841+0.0067804i,0.011829+0.0076792i,0.0097631-0.005726i,0.0076742-0.015377i,0.0028899-0.01331i,-0.0042324-0.0018789i,-0.0087643+0.011789i,-0.013996+0.021222i,-0.021986+0.023414i,-0.026821+0.018398i,-0.024399+0.0099424i,-0.019239+0.001437i
0.042919-0.092811i,0.041161-0.17775i,-0.0063572-0.19483i,-0.051254-0.1387i,-0.06507-0.1151i,-0.09043-0.13973i,-0.12356-0.13341i,-0.10117-0.097148i,-0.057805-0.067088i,-0.032264-0.031256i,-0.0012009-0.0081774i,0.020073-0.014519i,0.013656-0.020398i,-0.0021446-0.013074i,-0.011155-0.0068404i,-0.0085198-0.0058148i,0.0057049-0.0062746i,0.022297-0.0075997i,0.031347-0.007232i,0.029188-0.00033087i,0.019522+0.01013i,0.0093859+0.01582i,0.0030514+0.017504i
-0.080853+0.072767i,-0.12044+0.15127i,-0.098456+0.18579i,-0.046036+0.1416i,-0.036766+0.10977i,-0.042686+0.15062i,-0.014731+0.17332i,-0.0065462+0.12745i,-0.021212+0.080181i,-0.018286+0.048493i,-0.018816+0.021135i,-0.025557+0.014706i,-0.016349+0.018718i,-0.0011156+0.016403i,0.0035429+0.013287i,-0.00038489+0.0082304i,-0.0063042-0.0048657i,-0.015863-0.022232i,-0.022958-0.031599i,-0.018209-0.028148i,-0.0080869-0.019639i,0.00070682-0.012442i,0.005821-0.0084293i
0.098899-0.023713i,0.17635-0.075606i,0.17884-0.11837i,0.10829-0.084878i,0.0857+0.00064666i,0.14107+0.019973i,0.15866-0.02475i,0.11592-0.044946i,0.070604-0.044515i,0.031604-0.044971i,0.0050659-0.032294i,7.3935e-06-0.016136i,0.0015091-0.010171i,0.00024936-0.0083869i,-0.0012588-0.0037622i,-0.0033375+0.0046694i,-0.0095797+0.015369i,-0.016418+0.026462i,-0.018569+0.032192i,-0.015605+0.029199i,-0.0087339+0.021715i,-0.0022899+0.012535i,0.00070173+0.0026385i
-0.10242-0.0027666i,-0.18831+0.0084605i,-0.20155+0.049119i,-0.10733+0.050866i,-0.03258-0.042225i,-0.078197-0.12298i,-0.13108-0.097974i,-0.10572-0.03503i,-0.060603+0.0020933i,-0.030301+0.017832i,-0.0093058+0.01461i,-0.0041112+0.0014412i,-0.0090583-0.0016965i,-0.01026+0.0039798i,-0.0062223+0.0073423i,0.00024097+0.0073646i,0.0089568+0.0084052i,0.019137+0.0088237i,0.025008+0.0052785i,0.02392+0.00073921i,0.018505+0.001113i,0.013272+0.0032552i,0.0089935+0.0021365i
0.093913+0.061553i,0.18016+0.09304i,0.20664+0.057041i,0.10751-0.0067259i,-0.025386+0.016804i,-0.05851+0.096047i,-0.020604+0.10986i,0.005239+0.065245i,0.011073+0.032166i,0.01003+0.020114i,0.0037707+0.017477i,0.0020061+0.020971i,0.0078299+0.017525i,0.011599+0.006122i,0.0097312-0.0016538i,0.0064187-0.0054254i,0.0021304-0.008552i,-0.0046428-0.01237i,-0.013099-0.014363i,-0.018555-0.014065i,-0.013825-0.014607i,-0.006657-0.015706i,-0.0069993-0.014081i
-0.047894-0.083876i,-0.1113-0.15989i,-0.16336-0.14386i,-0.12387-0.020305i,0.0077342+0.065324i,0.11476+0.047485i,0.12249+0.00077014i,0.063423-0.017147i,0.0078209-0.017708i,-0.015521-0.016365i,-0.018243-0.012133i,-0.011928-0.0090685i,-0.0060816-0.008936i,-0.0060521-0.0082688i,-0.0075917-0.0043116i,-0.0077193+0.0012342i,-0.0057372+0.0073409i,-0.0018766+0.013283i,0.0040883+0.016836i,0.0060615+0.016344i,-0.00039521+0.01096i,-0.0079805+0.0065586i,-0.0088009+0.0061642i
0.012179+0.10617i,0.040225+0.20115i,0.098909+0.21375i,0.13826+0.085833i,0.089726-0.072219i,-0.0041019-0.13341i,-0.046719-0.092784i,-0.0205-0.028208i,0.011469+0.0073988i,0.018806+0.015091i,0.018333+0.010826i,0.012058+0.0080856i,0.0018456+0.012923i,0.00046499+0.020569i,0.0062207+0.021951i,0.011713+0.016776i,0.014845+0.0090926i,0.015789-0.0021029i,0.013141-0.014124i,0.0065659-0.015195i,0.0024585-0.002181i,0.0052555+0.0091276i,0.010771+0.010272i
0.038195-0.090887i,0.059731-0.18723i,0.02279-0.22958i,-0.073952-0.1592i,-0.14847-0.028892i,-0.14996+0.07109i,-0.10658+0.082593i,-0.066394+0.033142i,-0.039475-0.004255i,-0.019658-0.010203i,-0.0074288-0.0067352i,0.0020978-0.0054767i,0.011901-0.0082026i,0.014317-0.013407i,0.0099383-0.018248i,0.0032669-0.020631i,-0.0047716-0.018774i,-0.015125-0.011853i,-0.026041-0.00090243i,-0.02554+0.0082213i,-0.01061+0.0086468i,0.00090197-0.00059931i,-0.00012804-0.009228i
-0.066704+0.069194i,-0.12913+0.14153i,-0.1394+0.19409i,-0.062823+0.20703i,0.051412+0.18712i,0.12812+0.12205i,0.12246+0.054003i,0.063467+0.033783i,0.016568+0.03483i,-0.0023421+0.02438i,-0.012544+0.013145i,-0.018955+0.0075063i,-0.02163+0.00043519i,-0.025096-0.0057902i,-0.027736-0.0024643i,-0.025954+0.0066917i,-0.019452+0.014039i,-0.0060623+0.018181i,0.011404+0.019926i,0.020737+0.013976i,0.013861-0.00061216i,-0.00030989-0.0067425i,-0.0072203-0.0020619i
0.085633-0.024189i,0.17472-0.057538i,0.21515-0.088143i,0.18516-0.13338i,0.11701-0.19682i,0.033715-0.21133i,-0.0091028-0.14901i,0.011587-0.077313i,0.030655-0.042496i,0.023886-0.024497i,0.021199-0.011915i,0.020967-0.002766i,0.016137+0.011631i,0.015815+0.026501i,0.022816+0.030651i,0.028461+0.023984i,0.027152+0.013575i,0.020815+0.00092829i,0.011873-0.012887i,0.00087778-0.017583i,-0.0072145-0.0063899i,-0.0035171+0.0089934i,0.0078958+0.012979i
-0.084095-0.008463i,-0.16411-0.022444i,-0.20977-0.035079i,-0.21694-0.015598i,-0.21625+0.050917i,-0.18236+0.12225i,-0.11491+0.12696i,-0.071705+0.069966i,-0.057683+0.026727i,-0.040906+0.011951i,-0.02473+0.0019177i,-0.013104-0.006683i,0.00083497-0.015236i,0.012355-0.02488i,0.011645-0.033366i,0.0014234-0.0353i,-0.0058589-0.027095i,-0.0092462-0.012641i,-0.014297+0.0023476i,-0.014917+0.015382i,-0.0027847+0.020376i,0.010976+0.01081i,0.0096399-0.0042444i
0.072003+0.043175i,0.12572+0.088493i,0.1341+0.13999i,0.12143+0.18308i,0.14399+0.1905i,0.16735+0.137i,0.13241+0.062982i,0.070689+0.031222i,0.038193+0.022138i,0.020622+0.0098442i,0.0015546+0.0071418i,-0.010315+0.011078i,-0.019763+0.0060279i,-0.033481-4.8569e-05i,-0.043469+0.0063921i,-0.040341+0.017583i,-0.026537+0.019299i,-0.0094071+0.012389i,0.0084047+0.0042058i,0.022068-0.0067389i,0.02226-0.02167i,0.008735-0.02927i,-0.0054519-0.022177i
-0.040765-0.051626i,-0.059203-0.10837i,-0.022961-0.1514i,0.042755-0.19981i,0.048097-0.25945i,-0.008682-0.25744i,-0.037861-0.17355i,-0.019418-0.093243i,-0.0063957-0.0524i,-0.0026057-0.025787i,0.0059111-0.011501i,0.011039-0.0038823i,0.012184+0.011439i,0.017545+0.029588i,0.027296+0.037502i,0.034921+0.032245i,0.032527+0.019886i,0.020993+0.0057695i,0.0051947-0.0086217i,-0.013498-0.018083i,-0.030017-0.014453i,-0.033279-0.0004987i,-0.020149+0.011548i
0.012933+0.069333i,0.0067068+0.11209i,-0.047984+0.10438i,-0.14473+0.074307i,-0.20566+0.09929i,-0.16759+0.13936i,-0.084964+0.11494i,-0.039722+0.066012i,-0.026631+0.044963i,-0.01792+0.032039i,-0.014096+0.015693i,-0.01083+0.0035948i,-0.00042555-0.0077219i,0.012549-0.022462i,0.016571-0.037476i,0.0080878-0.04262i,-0.0016202-0.032674i,-0.0066279-0.014369i,-0.011154+0.0060133i,-0.015034+0.02694i,-0.0089198+0.044913i,0.0058772+0.047382i,0.014047+0.0321i
0.019096-0.0547i,0.037113-0.077351i,0.065727-0.021315i,0.11945+0.10216i,0.18962+0.16814i,0.20177+0.12737i,0.13488+0.063844i,0.066193+0.028516i,0.033019+0.0052985i,0.011801-0.0053483i,-0.0034604+0.001199i,-0.0074199+0.005914i,-0.013952+0.00017106i,-0.029953-0.0026735i,-0.041597+0.0031172i,-0.040017+0.011114i,-0.029015+0.014501i,-0.014095+0.010667i,0.0012892+0.0031673i,0.017372-0.0046618i,0.03223-0.014287i,0.036214-0.025936i,0.026317-0.031017i
-0.02184+0.04547i,-0.033654+0.055925i,-0.010046-0.010135i,0.025121-0.15426i,0.0020583-0.26505i,-0.055326-0.24424i,-0.064897-0.14448i,-0.040137-0.067055i,-0.022999-0.028248i,-0.0061347-0.010522i,0.0091858-0.0074621i,0.011628-0.0025273i,0.011944+0.012221i,0.018235+0.028889i,0.027548+0.037652i,0.034292+0.0339i,0.032265+0.021008i,0.020793+0.0069885i,0.0067174-0.0030535i,-0.0063504-0.011763i,-0.02097-0.021392i,-0.033767-0.024185i,-0.034754-0.017459i
0.03825-0.019513i,0.047476-0.033608i,-0.02237-0.016834i,-0.15653+0.054287i,-0.22196+0.13824i,-0.16441+0.15707i,-0.079685+0.10164i,-0.032456+0.047976i,-0.0093829+0.028919i,-0.0014813+0.019522i,-0.0040326+0.010888i,-0.0031243+0.0051032i,0.0062971-0.0043514i,0.018501-0.020196i,0.019329-0.03579i,0.0078521-0.041096i,-0.0023115-0.031872i,-0.0044074-0.013977i,-0.00054255+0.00087247i,0.001066+0.014325i,-0.0020431+0.032415i,-0.0037072+0.045522i,-0.0036651+0.04534i
-0.030987+0.0067188i,-0.045002+0.021721i,0.010069+0.068304i,0.14768+0.13056i,0.25461+0.13492i,0.23489+0.08006i,0.14357+0.036916i,0.070287+0.017128i,0.027329-0.00053534i,0.0025907-0.0035798i,-0.0056041+0.0036792i,-0.0085326+0.00015527i,-0.019593-0.0093863i,-0.036134-0.011643i,-0.047376-0.0042956i,-0.046206+0.0085798i,-0.032965+0.016469i,-0.017365+0.011989i,-0.0090873-0.00086001i,-0.0012777-0.011874i,0.014536-0.015771i,0.029438-0.013988i,0.032257-0.010715i
0.034167+0.0051897i,0.061685-0.0056424i,0.069237-0.08498i,0.020664-0.22797i,-0.060567-0.30335i,-0.09624-0.23448i,-0.0721-0.11793i,-0.038409-0.043651i,-0.017084-0.011551i,0.00024351-0.0094241i,0.0091289-0.017265i,0.0099421-0.01051i,0.011414+0.0074977i,0.015122+0.026518i,0.024511+0.039271i,0.036022+0.034776i,0.036032+0.018142i,0.022476+0.006414i,0.0033212+0.006224i,-0.012734+0.004591i,-0.020578-0.0077559i,-0.020278-0.021852i,-0.013994-0.029227i
