-0.0012338+0.0012149i,-0.00050245+0.00055416i,-0.0017983+0.0011492i,-0.0028661+0.0013132i,-0.0022752+0.0016376i,-0.0010173+0.0019351i,-0.0011031+0.0017062i,-0.0014215+0.0011589i,-0.0012917+0.00046001i,5.851e-05+0.00064711i,0.0016647+0.00049248i,0.0014652-0.00055195i,0.00038005-0.0018436i,-7.9399e-05-0.0017393i,-0.00033755-0.00064119i,-0.00024364-0.00011989i,-8.3947e-05-0.00031909i,8.8481e-05-0.00052921i,0.00012308-0.00046097i,-0.00046796-0.00073128i,-0.0005576-0.00091779i,-0.0003563-0.0010936i,-0.0008144-0.0010694i
0.0013721-0.00048034i,0.0017529-0.0008658i,0.0013301-0.0010337i,0.00033594+0.00019683i,-0.00027088+0.00062909i,-0.00038187+0.00040246i,-0.00017286+0.0002122i,8.3496e-05+0.00018842i,-0.00093169+8.0496e-05i,-0.0015466-0.00042959i,-0.00025069-0.00043219i,0.00035689-2.4562e-05i,2.4227e-05+0.00045331i,-0.00022725+0.00073517i,6.8204e-05+0.00034384i,0.00029402-0.00042275i,0.00044635-0.00052362i,0.00072399-0.00015618i,0.00014205+0.00012246i,-0.00013918+0.00031361i,-0.00048401+1.8703e-05i,-0.00081222-0.00068828i,-0.00023493-0.0012734i
0.0012564-0.0019761i,0.00075962-0.0015989i,-0.00061591-0.001427i,-0.0017166-0.0012154i,-0.0021279-0.00012523i,-0.001807+0.00022374i,-0.0012912-0.00065976i,-0.00066893-0.0011644i,6.1989e-05-0.0015485i,-0.00018959-0.001422i,-4.6303e-05-0.00060935i,0.0011105-0.00061878i,0.0017089-0.0011494i,0.0009918-0.00078979i,0.00032774-0.00044624i,0.00033575-0.00015854i,9.6245e-06+0.00087502i,-0.00026742+0.00058948i,-5.2312e-05+0.00014285i,0.0001428+0.00046427i,0.0002386-0.00020057i,0.00026644-0.00070125i,0.00014199-0.00053255i
0.00059341-0.00090514i,0.00093031-0.00054479i,0.0012593-0.00095062i,0.00087347-0.0021864i,0.00033797-0.0030553i,0.00018808-0.0030572i,0.00049979-0.0017016i,0.00064638-0.0006826i,0.00069912-0.00077659i,0.00062783-0.00038253i,0.00023824-0.00062683i,0.00011956-0.001109i,-0.00013588-0.00066285i,-0.00035193+9.0288e-05i,-7.8491e-05+0.00066443i,0.00042368+0.00048459i,-6.0212e-05+0.00028313i,-0.00045378-0.00014843i,0.00043565-0.00053477i,0.00060828-0.00065292i,0.0004492-0.00047041i,0.00030088-0.00028889i,7.8014e-05-0.00053093i
-0.00031194-9.0423e-06i,0.00028346-0.00033639i,0.00095629+0.001368i,9.7173e-05+0.0028224i,-0.00096897+0.0020389i,-0.00033353+0.00017072i,-0.00011817-0.00048505i,-0.00045352-0.00070486i,-0.00053163-0.00036227i,0.00060724-0.0003318i,0.0017998-9.0939e-05i,0.00067556-0.00017024i,-0.00086638-0.00092764i,-0.0009351-0.0015176i,0.00027984-0.0015571i,0.00034735-0.00035917i,-0.00010776+0.00038186i,0.00044652+0.00068819i,0.00053697+0.00030968i,0.00021746-0.00063628i,-0.00010968-0.0017045i,-0.00033281-0.0018819i,-0.00020577-0.00051472i
0.0013674+0.0010843i,0.001612+0.00041628i,0.0010197-0.001288i,-3.3369e-06-0.0021433i,0.00036206-0.0012653i,0.00082636-0.0011533i,-7.247e-05-0.0010974i,-0.001273-0.0012767i,-0.0010359-0.00077216i,-0.00087502-0.00022291i,-0.00053311-8.6258e-05i,8.883e-06+0.0002987i,0.00038633+7.8452e-05i,0.0011914-6.3181e-05i,0.0014634+0.00051792i,0.0012211+0.00096756i,0.00030255+0.00067779i,-0.00065775+0.0004254i,-0.00017941+0.00039505i,0.00042719+0.0005103i,0.00027794+0.00029871i,-9.0959e-05-0.00017558i,-0.00047837-0.0001841i
0.00045042-0.0015725i,0.0010111-0.00066683i,0.00082529-0.00094963i,8.9221e-05-0.0012004i,-0.00042008-0.00099474i,-0.00032496-7.3481e-05i,-0.00019039+3.0326e-05i,-0.0002662-0.00050876i,-0.00048792-0.00037099i,-0.00048972-0.00032867i,-0.00075349-0.00056997i,-0.0013056-0.00055765i,-0.0008413-0.00067518i,1.1861e-05-0.0010367i,0.00065808-0.0010313i,0.00039657-0.00028807i,-0.0002662+0.00031076i,-0.00061938+0.00038246i,-0.00051477+0.00064673i,0.0004475+0.00021764i,0.0010357-0.00028079i,0.00016544-0.00067588i,-0.00049486-0.0007028i
-0.00030264-0.00037453i,0.00032885-0.00084023i,-0.00040021-0.0008429i,-0.0021365-6.9644e-05i,-0.0020651-4.5284e-05i,-0.00065405-0.00028648i,0.00035006-0.00023252i,6.8519e-05-0.00097151i,-0.00033465-0.0014569i,-0.0002902-0.00089416i,-0.00048824-9.8447e-05i,-0.00043759+0.00043593i,0.00011139+0.00071278i,0.00066954+0.00021853i,0.00077815-0.00046106i,0.00033268-1.8321e-05i,-0.00068108+3.3467e-05i,-0.00117-0.00053733i,-0.00035741-0.00015505i,8.2249e-05+0.00012605i,-0.00020781-0.0005606i,-0.0002305-0.00059188i,2.4678e-05+0.00024102i
-0.00054904-0.0010011i,0.00017453-0.00096624i,0.00015822-0.0020593i,0.00071308-0.0011092i,0.00068482+4.7663e-05i,0.00020267+0.00015429i,6.8375e-05-0.00069095i,1.7025e-05-0.0015077i,-0.00040092-0.0013643i,0.0001664-0.0011496i,0.00027466-0.0010649i,-5.1055e-05-0.00097953i,4.4281e-05-0.00075627i,-0.00033151+0.00024067i,-0.00040149+0.00098249i,0.00026141+0.00048898i,0.00014938-5.6737e-05i,-0.00038832+0.00072328i,-0.00012423+0.00074461i,0.00073042+0.00023748i,0.00086712+0.00018355i,0.00038582-0.0001854i,0.00031207-0.00083012i
-0.001187-0.00031086i,-0.00039043+0.00039608i,-0.00024733+0.0011181i,-0.00019187+0.0017522i,-0.00022472+0.001157i,0.00031918-0.00017503i,-0.0004776-0.00037847i,-0.0012644-0.00016367i,-0.001453+0.00010398i,-0.001366-8.4332e-05i,-0.00094174-0.00045643i,-0.00072591-0.00014452i,0.00012856-4.5999e-05i,0.0010199-0.00056626i,0.00093197-0.00053258i,0.00061996-0.00013035i,-0.00023237+0.00050352i,-0.0011119+0.001218i,-0.00085428+0.00097834i,-0.00012453+0.00049667i,0.0003362+0.00017233i,-0.0001688-0.00045939i,-0.00056859-0.00070151i
-0.001402-0.00045485i,-0.0010174-0.00063449i,-0.00026787-0.0007309i,0.0001705-0.00079661i,-0.00023964-0.00057315i,-0.00040676-0.00095019i,-0.00059657-0.0010599i,-0.00078019-0.00094295i,-0.00034634-0.0006246i,-0.00027801-0.00036782i,-0.00020344-0.00042204i,8.37e-05-0.00044853i,0.00010485-0.00052175i,-0.00070673-0.00036097i,-0.00098039-0.00015094i,-0.00063386+0.00032738i,-0.00080061+0.00086797i,-0.00058398+0.00061024i,0.0002478+0.00031326i,0.00048102+0.00040674i,-0.0004786+0.00042127i,-0.00087529+0.00051982i,-0.00040935+0.0010321i
-0.0007066-0.00038141i,0.00034753+0.00048183i,0.00018407+0.00056744i,-0.00052213+0.00032324i,-0.00094207+0.00040882i,-0.001066+3.5639e-06i,-0.0006223-0.00078885i,-0.00070031-0.0012548i,-0.00092869-0.001191i,-0.00080858-0.00059099i,-0.00016627-0.00037602i,-0.00014412-0.00057732i,-0.0004324-0.00039501i,0.00034193-0.00050354i,0.0002753-0.00039235i,-0.00029968-7.978e-05i,-0.00072462+6.0124e-05i,-0.00040953+0.0006798i,0.00023405+0.00092333i,-2.1376e-05-0.00034058i,-0.00017325-0.00082544i,-0.00036987-2.2676e-06i,-0.0005758+0.00016277i
0.0007525-0.00040852i,0.0010284-0.00049008i,0.00039033-0.00099728i,-9.676e-05-0.0012429i,-9.7617e-05-0.00087893i,0.00016988-0.00062671i,-6.3096e-05-0.00039806i,-0.00053503-0.00047242i,-0.00046188-0.0010101i,-0.00060929-0.0010307i,-0.0007383-0.00053971i,-0.00077618-0.00068986i,-0.00081102-0.00051756i,-0.00037234+0.00024955i,0.00019572+7.3799e-05i,0.00024276-0.0011008i,0.00035637-0.0011678i,0.00063535-0.00046002i,0.00050317-0.00018604i,0.00016835+8.927e-05i,1.4673e-05-0.00041082i,-0.0009969-0.0010466i,-0.00087524-0.00099678i
0.00083661+0.00069955i,0.0016009+0.00068869i,0.0014712-0.00022897i,0.00023739-0.00048308i,-0.0008476-0.00022783i,-0.00036791-0.00042211i,0.00010125-0.0009585i,-0.00063924-0.00076309i,-0.0010704-0.00077488i,-0.00078847-0.00068644i,-0.00017586+1.2151e-05i,-1.2715e-05+0.00025748i,-0.00033579+0.00037459i,-0.00041697+0.00041756i,-6.3712e-05+8.5385e-05i,0.00035455-0.00047094i,0.00021894-0.00040122i,-0.00011626-0.0002126i,0.00011518-0.00029611i,0.00029293-0.00087549i,6.3994e-05-0.0011799i,-0.00050913-0.00090554i,-0.00072226-0.00043768i
0.00084317-0.00028131i,0.0016985-0.00088675i,0.0011405-0.0015927i,0.00054159-0.0018752i,0.000733-0.0017664i,0.00022473-0.001944i,-0.00045921-0.0012088i,-0.00074574-0.00014624i,-0.00067227-0.00034269i,-0.00014182-0.00089594i,0.00017684-0.00024775i,-0.00075813+0.00029859i,-0.0011897+0.00027914i,-0.00085591+0.00012453i,-0.001052+0.00018101i,-0.0015957+0.00012437i,-0.0015205-0.00055526i,-0.0011369-0.00054994i,-0.00043329-0.00030651i,0.00076794-1.0268e-05i,0.00071773+0.0003875i,0.00026712+0.00013351i,0.00041137-0.00012296i
-0.0005354-0.00071441i,-0.00037274-0.0012594i,-0.00017339-0.0021284i,-0.00054341-0.0014779i,-0.0019727-0.0010003i,-0.0022995-0.00069514i,-0.0016331-0.00065569i,-0.0011772-0.0006275i,-0.00083558-0.00075628i,-0.0010505-0.00039299i,-0.0013903-8.5235e-05i,-0.0008387-0.0001098i,-0.00016252-0.00034776i,-0.00047677-0.00025953i,-0.00020959-1.3701e-05i,0.00098222-7.1953e-05i,0.001021-0.00032695i,0.00079535-0.00029541i,0.0009043-0.00011187i,0.00096234-0.00029592i,0.0010113-0.00097106i,0.00071953-0.0016223i,0.00030655-0.0011801i
6.558e-06+0.00072583i,0.0010562+0.00019933i,0.00057161+0.00096057i,0.00032113+0.0013383i,0.00075263+0.0014507i,0.00089054+0.00012857i,0.00011435-0.00087319i,-0.00049294-0.0013771i,-0.00019316-0.0011817i,-0.00024027-0.00063825i,0.00017904-0.00020869i,0.00015654-0.00030562i,-0.00020021-0.0014156i,3.883e-05-0.0011279i,0.00024611-0.00013688i,0.00027365+0.00026642i,0.00048545+0.0001288i,0.00028204-0.00072644i,-9.8318e-06-0.00065095i,0.00015518+0.00052766i,-4.096e-05+0.00047711i,-0.0003868-0.00080731i,3.4319e-05-0.0006615i
-0.0004102+0.00011995i,0.00048056+0.00090598i,0.0011952+0.0013957i,0.0010385+0.00086181i,0.00031857+0.000385i,-0.0006318+2.6956e-05i,-0.0009606-7.0214e-05i,-0.00071066+0.00018621i,-0.00013038+6.119e-05i,4.7252e-05-0.00017372i,-0.00012954-0.0002796i,4.9076e-06-8.4454e-05i,0.00017937+5.8622e-05i,6.4714e-05+0.00040814i,-0.00050139+0.00044344i,-0.00054403+0.00012689i,-0.00084222+0.0004304i,-0.00036456+0.00087996i,9.9008e-05+0.00053474i,-0.0002956+0.00031394i,-5.6411e-05-0.00016548i,0.00096502-0.00052858i,0.00092281+0.00025464i
0.00071393-0.0002667i,0.00084665+6.3124e-06i,0.00083005+0.0005478i,0.00061893+1.79e-06i,0.00072312-0.00064317i,0.0010939-0.0012714i,0.0004458-0.0020758i,0.00046799-0.002234i,0.00030244-0.0010286i,3.6268e-06+6.748e-05i,0.00011854+2.3191e-05i,-3.0215e-05-0.00044171i,-0.00053327-0.00074875i,-0.00076713-0.00077203i,-3.9855e-05-0.00064218i,0.0006389+0.00034116i,-0.00011515+0.0003826i,-0.001106-0.00029527i,-0.00047234+0.00027877i,0.00042691+5.7615e-05i,0.00031132-0.00049298i,-0.00021943+4.9123e-05i,-0.00048911+0.00023338i
0.00090499+0.00013963i,0.00068307+9.0251e-05i,0.00091022+0.0001108i,0.00032994-0.00043717i,9.6899e-05-0.00077976i,9.3133e-05-0.00095311i,-6.1362e-06-0.0013839i,0.00016016-0.0008787i,-0.0001719-0.0006703i,-8.4798e-06-0.00047846i,-0.00026464-0.00031496i,-0.0001342-0.00065645i,-0.00028585-0.00058442i,-0.0001567-3.6981e-05i,0.00059806-0.00011444i,0.00072882+6.419e-05i,0.00032783-0.00016009i,-0.00029459-0.00043318i,-0.00064607-0.00014987i,-0.00041693-0.00019559i,-0.0006165-0.00084669i,-0.00063983-0.0010722i,-0.00057722-0.00050625i
0.00061608+0.00039315i,0.0002045+0.00014624i,0.00036749-0.00018089i,0.00052142-0.00025079i,-0.00080213-0.00025973i,-0.0012346-0.00085115i,-0.00064341-0.00068835i,-0.00051852-0.00086468i,-0.00092847-0.0013998i,-0.0011119-0.0010607i,-0.00067598-0.00072656i,0.00039241-0.00022151i,0.00095208+0.00027487i,0.00020221+0.000409i,-1.6098e-06+0.00047534i,-5.5982e-05-9.2202e-05i,0.00019249-0.00019301i,0.00064566+0.00014081i,0.00055539-9.836e-05i,0.00055218-0.00011609i,0.00065579+0.00025142i,0.00032264+0.00066116i,-0.00019931+0.00017414i
0.0012288+1.6102e-05i,0.0027456-0.0010555i,0.0022289-0.0013309i,0.00088436-0.00026278i,-0.0001986-0.00028549i,-0.00092227-0.0013231i,-0.00067435-0.0021623i,-0.00086149-0.0012904i,-0.00078761-0.00021773i,-0.00027653-0.0002147i,-0.00010736-0.00082335i,-0.00038284-0.0009965i,-0.00057013-0.00090034i,-0.00019573-0.000679i,-9.7395e-05-1.9873e-05i,-0.00054482+0.00019594i,-0.0010777-0.0012126i,-0.00046336-0.00093907i,0.00027898+0.00045151i,-0.00035825+0.00049373i,-0.00067704+0.0013578i,-0.0004806+0.0016948i,-0.00064348+0.00075303i
-0.00022176-0.00013896i,-0.00034691-0.00092168i,-0.00047469-0.00032255i,-0.00054031+0.000709i,-0.00077137+0.0013121i,-0.0012118+0.00085873i,-0.00096023-3.6539e-05i,-0.00088373-0.00099941i,-0.0013887-0.0011152i,-0.0010457-0.00027106i,7.0087e-05+3.052e-05i,0.00051853-0.00061734i,2.4035e-05-0.0012146i,-0.00051879-0.0015343i,0.00026276-0.0014999i,0.00050097-0.0010804i,-0.00068058-0.00096563i,-0.0015026-0.00057862i,-0.00087093-9.1085e-05i,-0.00017819+0.0001416i,0.00017569+0.00056848i,6.1749e-06+0.00082083i,-0.00052127-0.00032735i
-1.5602e-05-0.00065931i,3.1776e-05-0.00068539i,8.6261e-05-0.0012988i,-6.2352e-05-0.0014432i,-0.0010604-0.0012827i,-0.00066726-0.0016659i,8.8079e-05-0.0021382i,-0.00057541-0.0016563i,-0.0014997-0.00095234i,-0.0010488-0.00061076i,0.00014775-0.0005404i,0.00056772-0.0004902i,0.00037609-0.00071344i,0.00060017-0.0005833i,7.8073e-05-0.00019556i,-0.00091712-0.0001659i,-0.00073012-0.00012609i,-0.00058747-0.00018255i,-0.00042976-0.00040311i,0.00026126+9.193e-05i,-8.7306e-05+0.0001798i,-0.00074283-0.00010958i,-0.00033472-0.00013508i
4.3202e-05-0.00030184i,-0.00078219-0.0013766i,-0.0020427-0.00038984i,-0.0022113+0.00053182i,-0.00098405+0.00058061i,-0.00020871-0.00011947i,-0.00015353-0.00036352i,0.00016685-0.00044054i,-0.00031877-0.0010316i,-0.00082863-0.001316i,-0.00011373-0.00084794i,0.00049595-0.0009451i,0.00062212-0.00053113i,0.0005705+0.00027116i,0.00058943+0.00036128i,0.00068176+0.00031428i,-0.00011957-0.00015332i,-0.00062662+0.00027276i,0.00042741-6.5583e-05i,0.0010907-0.0010585i,0.00058196-0.00092424i,-8.8023e-05-0.00034119i,-0.00058767-5.6525e-06i
3.47e-05+0.0012707i,0.0013273+0.00089137i,0.0017333+0.0014083i,0.0011036-9.6824e-05i,0.0007883-0.00065211i,0.00010162-4.8763e-05i,-0.00068964-0.00058735i,-0.00030332-0.00087605i,0.00057808-0.00095402i,0.00074339-0.0011001i,0.00019927-0.00093974i,-0.00031914-0.000354i,-0.00038147+0.00059034i,-2.9506e-05+0.0010852i,0.00027726-0.00030793i,0.00043275-0.0012273i,0.00071766-0.00048696i,0.00096435+0.00010661i,0.00079085+1.9657e-05i,0.00042001-0.00014796i,-0.00013457-0.00017644i,-0.00071499-0.00011744i,-0.0001963-0.0002695i
-3.6656e-05+0.0013952i,0.002338-9.3954e-06i,0.00299+0.00018612i,0.0018111+0.00072341i,0.00086503+0.00034031i,-0.00044779-0.0013043i,-0.001539-0.0012621i,-0.00086859-0.0006845i,6.0886e-05-0.000163i,0.00031507+0.00018659i,0.0002073-0.00050018i,2.1958e-05-0.0012136i,0.0001249-0.00042414i,0.00027361+0.00040021i,-0.00019697-2.9226e-05i,-0.00045383-9.2943e-07i,-0.00020417+0.00051732i,0.00040281+0.0007418i,0.00041558+0.00058019i,0.0008428+0.00021617i,0.00078904-0.00016946i,0.00021608-0.00014056i,0.00052687-0.00053015i
0.0021342+0.0016253i,0.0019656+0.00051779i,0.0016109-0.00093763i,0.00033641-0.0014705i,-0.00060328-0.0015239i,-0.00069872-0.0012743i,-0.0012995-0.0010165i,-0.0015366-0.00058467i,-0.0010465+5.4975e-05i,-0.00036062+5.0628e-05i,-0.0009908-0.0003913i,-0.00075302-0.0011378i,-5.3076e-05-0.0012898i,-0.00050398-0.00051469i,-0.00031583-2.886e-05i,-4.7224e-05-0.00075242i,-0.00010154-0.00044315i,-0.00016858+0.00046587i,-9.9393e-05-6.7647e-05i,-7.1855e-05-0.00034106i,-0.00038848-9.4185e-06i,0.00044352-7.3229e-05i,0.0011419+0.00010448i
0.00039839-0.0017096i,0.00066343-0.0015154i,-0.00057972-0.00047787i,-0.0011436-0.0003626i,-0.00082233-0.00058859i,-0.00077805-8.6608e-05i,-0.00069377+0.00051645i,-0.00059636+0.00033715i,-7.1469e-05-5.8136e-05i,7.4739e-05-0.00039569i,-0.0001768-0.00037695i,9.927e-05+1.6433e-05i,0.00039777+0.00029404i,0.00056528+6.6572e-05i,9.0257e-05-0.00034235i,-0.000504-0.0003296i,-0.00025816+0.00040586i,0.0001199+0.00062859i,0.00074768+0.00055397i,0.00060529+0.00018538i,0.00034067-0.00026851i,0.00074852-0.0004178i,0.00071979-0.00057935i
0.0018035-0.0010105i,0.0018907-0.00067868i,0.0018225-0.00067316i,0.00097112-3.3156e-05i,0.00063796+0.00029423i,0.00023836+0.00023062i,-0.00030579-3.4294e-05i,8.2012e-05-0.000949i,0.00010184-0.0011306i,-0.00053894-0.0011183i,-0.00023486-0.00093165i,0.00011969-0.00012285i,-8.1707e-05-0.00039233i,0.00021501-0.00065i,0.00092209-0.00050529i,0.00081249-0.00021511i,0.00025514-0.00053718i,0.00048036-0.00056583i,0.00062086+1.0719e-05i,0.0001382+0.00036975i,-0.00079379-0.00032155i,-0.0012962-0.0015226i,-0.0009947-0.00071226i
0.00053924-0.0028755i,0.00016903-0.0026408i,-0.0020727-0.0027566i,-0.0034813-0.0011535i,-0.0029847+0.00067969i,-0.0018589+0.00059291i,-0.0010047-0.0005783i,-0.0005187-0.0010114i,-6.6493e-05-0.0012083i,0.00014786-0.001249i,-0.00020168-0.00038047i,-2.159e-05+0.00061503i,0.00097069+0.00076434i,0.0014464+0.00031325i,0.0011838+0.00021894i,0.00057622+0.00024356i,0.00096687-0.00046202i,0.00032502-0.00060679i,-0.00074677-0.0009946i,-0.00027511-0.0015163i,-0.00016142-0.00087343i,-0.000812-0.00020579i,-0.00022385-2.8142e-05i
-0.00051889-0.00017145i,-0.00011243-0.00069672i,-0.0011139+0.00049002i,-0.0013145+0.0010289i,-0.00051723+0.0010671i,-0.00043195+0.00060918i,-0.00054779-0.00018626i,-0.00085464-0.00079572i,-0.00027699-0.00044234i,0.00071583+0.0003978i,0.00065742+0.0010998i,0.00043705+0.00075897i,-0.00010513-0.00041794i,-2.4944e-05-0.00086513i,8.3932e-05-1.0909e-05i,-0.00040201+0.0006073i,-0.00041347+0.00034112i,0.00024+0.00025i,0.00069677+0.00055084i,0.00011346+0.00054532i,-3.3315e-05+0.00037749i,0.00016537+0.00076407i,-2.1524e-05+0.00029698i
0.0014109+0.00041573i,0.0025341-0.00028213i,0.0020754-0.00083991i,0.00089767-0.0012893i,0.00087924-0.0015215i,3.0985e-05-0.0013636i,-0.0011-0.0011678i,-0.00076534-0.00082236i,-1.44e-05-0.00089634i,0.0001185-0.00074052i,0.00079825+3.0291e-05i,0.0010645+3.0908e-05i,0.00021025-0.00041068i,6.4463e-05-5.4479e-05i,0.0001211+8.0477e-05i,0.00060607-0.00027074i,0.0010789-0.0004629i,0.0016686-0.00093522i,0.0015234-0.00089667i,0.001015-8.6853e-05i,0.00061769+0.00073112i,-4.0439e-05+0.00027351i,-0.00011384-0.00076139i
0.00050183-7.8684e-05i,0.0019417+5.2255e-05i,0.0031009-0.00011467i,0.0022358-0.00064029i,0.00064691-0.00050366i,-0.00044469-0.00031448i,-0.0003923-0.00069531i,-1.7741e-05-0.00085071i,-0.00043019-0.0011155i,-5.2468e-05-0.0013488i,0.00061965-0.0013717i,0.0011093-0.0010091i,0.0013481-0.00019911i,0.0010077+0.00052943i,-8.8684e-05+0.00066274i,-0.00099374-2.1981e-05i,-0.00062831-0.00065913i,-0.00099098-0.00041053i,-0.00098375-2.2216e-06i,-8.6153e-05+0.00014491i,0.00046384-0.00060648i,0.00053704-0.0013196i,0.00015584-0.0017359i
0.00035645+0.0010832i,0.0012865+0.00065208i,0.001789-0.00021275i,0.0013708+0.00039099i,0.00051675+0.00012564i,-0.00041847-0.0013745i,-0.00063944-0.002167i,-0.0001784-0.0018244i,0.00051302-0.0011211i,0.00060523-0.00061456i,7.9099e-05-0.00034383i,0.0008909-0.00079654i,0.0010779-0.00057399i,-0.00052636+0.0003714i,-0.0010682+0.00045628i,-0.0001431+0.00015598i,-2.5091e-05+0.00031801i,-0.00049866+0.0006623i,-8.6368e-05+0.00059648i,9.9731e-05-4.736e-05i,-0.00049151-0.0004359i,-0.00051389-5.5316e-05i,-0.00019695+0.0010006i
-0.00016421-0.0016885i,-0.0004979-0.0010367i,-0.00057217-0.00041141i,-0.00060705-0.00086827i,-0.0016837-0.00011725i,-0.0016724-0.0001151i,-0.0004617-0.0012471i,0.0002677-0.001586i,-0.00010049-0.0015489i,-0.00098058-0.00077694i,-0.0010235-0.00031711i,-8.5693e-05-0.00028392i,0.00051774-0.00029181i,0.00078661-0.0003821i,0.00098459-0.0005486i,0.00011589-0.00088704i,-0.00020423-0.00065878i,9.3691e-05-9.7666e-05i,0.00018098+0.00010995i,0.00036775+0.00032937i,0.00099156-0.00025532i,0.0012622-0.0001442i,0.00056915-7.3308e-05i
6.5833e-05+0.00035186i,0.00089347+0.0012676i,-0.00025634+0.00080322i,-0.0012918-9.5871e-05i,-0.00096982+0.00047749i,-0.0006667+0.00037055i,-0.001205-0.00011707i,-0.00095543-0.00022508i,-0.00022168-0.0002799i,0.00022679-0.00050193i,0.00064172-0.00061769i,0.00043389+0.00040541i,-1.8142e-05+0.00084469i,-0.00026422-0.00020913i,0.0002921-1.0213e-05i,0.00046178+0.00030335i,0.00019436+2.1926e-05i,-0.00022529-1.6315e-05i,-0.00040141-9.3919e-06i,-0.00053075+0.0001903i,-0.00050015+0.00068822i,-0.00014285+0.00096777i,-0.00032426+0.00054804i
0.00049321+0.00052881i,0.00018326+5.4872e-05i,-0.00081293-0.0012702i,-0.00089835-0.0019133i,-0.0014269-0.0013228i,-0.0015393-0.00063324i,-0.00048281-0.00058216i,-0.00018769-0.00052533i,-0.00055452-0.00048601i,-0.0006544-0.00043968i,-0.00059535-0.0013438i,-4.7087e-05-0.0018524i,-0.00018061-0.0012791i,-0.00040119-0.00056524i,-3.2562e-05-8.8982e-05i,-0.00015031+0.00022256i,-0.00037835+0.00020799i,0.00016408+0.00021261i,0.00087155+0.0004846i,0.00090767+0.00029526i,0.0004174-0.00027985i,-0.00013326-0.00017945i,-0.00083439+0.00064982i
0.00085219-6.3866e-05i,0.00070434-0.00060147i,0.0010575-0.0010935i,0.0012905-0.0010941i,0.0007304-0.0016055i,4.3144e-05-0.0010803i,-0.00086396-0.00052185i,-0.0010439-0.00043566i,-0.00081047+2.007e-05i,-0.00047453+0.0001573i,2.6275e-05-0.00014373i,0.00070949-0.00037782i,0.0012025-7.7417e-05i,0.001086+0.00053236i,0.00064907+0.00039505i,-0.00015421+0.00030227i,-0.00051486-0.0001176i,-0.00017789-0.00015177i,-0.00014823+0.000708i,1.0097e-05+0.0011683i,4.0728e-06+0.0005001i,-0.0002942-0.0002819i,0.00024588-0.00074737i
0.00049509-0.00031159i,-0.0004574-0.00075253i,-0.0017369-0.00096466i,-0.0027395-0.00010143i,-0.0021172+0.0012803i,-0.0014448+0.00085358i,-0.0013016-0.00072334i,-0.00083874-0.0016143i,-0.00091242-0.001272i,-0.00058934-0.00072724i,0.00058367-0.00026996i,0.00084699+0.00075965i,0.00041192+0.00028997i,0.00079586-0.00037979i,0.00071243-7.758e-05i,-0.00059281+0.00025402i,-0.00087013+0.00041342i,-0.0003896+0.00014959i,5.6195e-05-0.00043026i,0.00068331-0.00033965i,0.00038328+0.00025795i,-0.00055778+9.2383e-05i,-0.00028926-1.1782e-05i
0.0014509-0.0018174i,0.0008577-0.0019113i,-0.00038856-0.0013396i,-0.00052247-0.0010232i,-0.00064604-0.0010204i,-0.00085428-0.00061389i,-0.00081309-0.00055584i,-5.7392e-05-0.00097837i,0.00032792-0.0010921i,-0.00033199-0.0013718i,-1.6275e-05-0.001318i,0.00057852-0.0011132i,3.246e-05-0.00074623i,8.8206e-05+0.00044743i,0.00055195+0.00063055i,0.00040333-0.00010569i,-0.00011358-0.00036358i,-0.0001475+5.7793e-05i,0.00052326+0.00028482i,0.00077687+0.00012643i,0.0001353-0.00060126i,-0.00071355-0.00062794i,-0.00017437-0.00010378i
0.00074155-0.00080983i,0.00072272-0.00071881i,-0.00031509+4.2266e-05i,-0.00098134+0.00027676i,-0.00097806+0.00027614i,-0.00045373+0.00064744i,9.3336e-05+0.00085108i,-0.0004521+0.00037032i,-0.00065295-0.00010342i,-0.00039385-0.00028356i,-0.00050574-0.00092864i,-0.00014125-0.0010277i,0.0005266-0.00077741i,0.00057015-0.00065134i,-0.00010145-0.00065938i,-0.00016286-0.00026872i,0.00019727+0.00031061i,0.0002191+0.00028145i,0.00028557+0.00040274i,-0.00024159+2.1817e-05i,-5.878e-07-0.00070331i,0.00074177-0.00097272i,0.00033402-0.0011099i
-0.00031711+0.001199i,0.00044666+0.00193i,0.00084936+0.0022308i,-0.00038682+0.0013177i,-2.4823e-05+0.00079296i,0.0005659+0.00026359i,0.00017761-0.00025708i,-0.00035368-0.00044111i,-0.00077064-0.0008771i,-0.00052092-0.00075519i,-0.00032684-0.00037514i,0.00022085-0.00038484i,0.00068766+0.00029833i,0.00028759+0.00040869i,-0.00016214-0.00035083i,-7.1672e-05-6.95e-06i,0.00053159+0.00059293i,0.00026596+0.00017872i,-0.00018295+0.00042519i,0.00027367+0.00097561i,0.00034985+0.00087011i,-0.00030594+0.00044214i,-0.00031145-0.00038176i
