0.0014317+0.00055129i,0.0024428-0.00014106i,0.0021884-0.00016054i,0.0010647-0.00067667i,-0.00036541-0.00087236i,-0.0010745-0.0001684i,-0.0013768+0.00065675i,-0.0014998-0.0003748i,-0.00096628-0.00082706i,-0.00011248-0.00017731i,4.3762e-05-0.00056793i,-0.00020779-0.0012199i,-0.00094654-0.00090407i,-0.00037618-0.00036838i,0.00056706-0.000454i,-0.00016811-0.00044957i,-0.00029124-0.00044323i,0.00038551-0.00022197i,8.8508e-05-0.00029443i,-0.00015797-6.1434e-06i,-0.00031975+0.00075693i,-0.00072499+0.0005922i,-0.00054291+2.3856e-05i
0.001546-0.00090217i,0.001026+0.00039491i,-0.00014036-0.0003601i,-0.0005413-0.0015275i,-0.0012292-0.001619i,-0.00098607-0.00071029i,-0.00033781+0.00053378i,-0.00059496+0.00084174i,-0.00043633+0.00064216i,2.9592e-05+9.2112e-05i,0.00012775-0.00045717i,1.6233e-05-0.00035938i,0.00017338-0.00063771i,0.00097075-0.00064388i,0.0014421-0.00065836i,0.0015646+0.00025901i,0.0011671+0.0010698i,6.6704e-05+0.00021757i,-0.00043303-0.00022479i,-3.319e-05+0.00026874i,0.00058283+1.7745e-05i,0.00037715-0.0007515i,-4.8631e-05-0.00027636i
0.00018815-0.00057395i,4.0293e-05-0.0003421i,-0.00052311+9.2375e-06i,-0.00033736+0.00073726i,8.7834e-05+0.0011483i,-0.00080346+0.0006366i,-0.0018884-0.00031708i,-0.0022256-0.00097073i,-0.0019314-0.00058677i,-0.0019966+0.00036952i,-0.0018488+0.00028407i,-0.00016633-0.00032781i,0.00098721-0.00081769i,0.00036077-0.00087898i,-3.2266e-05-8.3767e-05i,0.00026816+0.00011363i,0.00055143+0.00044761i,0.0014505+0.0010284i,0.0011607+0.00084277i,0.00022369-0.00013694i,0.00020746-0.00046346i,0.00042821-6.8812e-05i,0.000219-3.1168e-06i
-0.00020901+0.00049865i,0.00033293+0.0012456i,0.0006065+0.0018001i,0.0010358+0.0020867i,0.0011639+0.0014687i,0.00019776+0.0010476i,-0.0012032+0.00098273i,-0.0019514+0.000867i,-0.0017896+0.00092584i,-0.00043234+0.00051074i,0.00039872-0.0011636i,-0.00046994-0.001684i,-0.00033585-0.00036155i,0.00066009-0.00042598i,-0.00013624-0.00043655i,-0.00034972+0.00057222i,0.00012318+0.00048316i,2.3937e-05-0.00038074i,0.00035447-0.00052852i,0.00062707-0.00059116i,0.00026056-0.00048902i,0.00040007-0.00036584i,0.00046096-0.0007014i
-0.0012562-0.0021817i,-0.0011783-0.0024986i,-0.0007594-0.0021785i,-0.00047147-0.00095549i,0.00020985+0.00031932i,0.00067536+0.0002237i,-0.00038314-0.00042533i,-0.0018178-0.00031483i,-0.0023084+0.00045472i,-0.0015487+0.00076019i,-8.3896e-05+0.00050382i,0.00013601+0.001216i,-0.00012277+0.00043322i,0.00045812-0.00055051i,0.0014918+0.00045197i,0.00046639+0.001135i,-0.00050402+0.0004096i,-0.00038882-0.00080063i,-0.00049852-0.0006594i,-0.00028055+0.00036483i,-0.0003038+0.00092616i,0.00064632+0.00082108i,0.00082253+0.00045846i
0.00035731+0.00051584i,0.0012333+0.00077637i,0.0012375+0.00039987i,0.00091894-0.00033395i,0.00091921-0.00084571i,-1.7943e-05+0.00019563i,-0.00071628+0.00041664i,-0.0012236+0.00049255i,-0.0019724+0.0011477i,-0.0016917+0.00085158i,-0.0010539-0.00015851i,-0.00023109-0.00094714i,-0.00017089-0.0015346i,-0.00027829-0.0011362i,0.00037275-0.0010749i,0.0014586-0.0015926i,0.0012379-0.00084466i,0.00026588-0.00020106i,0.00047875-0.00042045i,0.00075323-0.00057114i,0.00048471+1.3008e-05i,-0.00014449+0.00057732i,-0.00027629+1.0452e-05i
0.00017358+0.00034114i,-0.0012296-0.0007342i,-0.0021862-0.00074866i,-0.0018295+0.00010548i,-0.00018776+0.00098776i,0.00094444+0.00037753i,-0.00052138-0.00031514i,-0.002518+0.00011218i,-0.0022381+0.00049993i,-0.0012391+0.00032556i,-0.00093119+0.00025895i,-0.00081551+0.00019947i,-0.00042482+0.00035549i,0.00072642+0.0004632i,0.0010992-8.3029e-05i,0.00048037-0.00049361i,0.00021594-0.00059755i,-0.0002364-0.00039349i,-0.00083097-0.00041493i,-0.00031298-0.0005867i,-0.00073852+0.00016542i,-0.00081298+0.0010647i,2.0982e-05+0.00045458i
0.00082231-2.9236e-05i,0.0015218+5.792e-05i,0.0015904+0.0011376i,0.001776+0.0010403i,0.0010336-0.00039626i,-0.00064408-0.00075902i,-0.0013107-0.00030472i,-0.0019047-0.00035061i,-0.0022128-0.0002443i,-0.0012594+7.6777e-05i,-0.0003121-0.0003842i,3.2689e-06-0.0002887i,-0.0012683+0.00036306i,-0.0010849-0.00013111i,-0.0002369-0.00050711i,-0.00041263-0.00031835i,-0.00063622-0.00062933i,-0.00068257-0.001406i,-0.00056192-0.00068222i,-0.00039231+0.00048887i,4.9851e-05+0.00027964i,0.00045341+0.00030463i,0.00044925+0.00051999i
-0.0001094+7.4775e-05i,0.00052339+0.00063994i,0.0013054+0.00094602i,0.0009829+0.0007018i,0.00018291+0.00027254i,0.00024952+6.3302e-05i,-0.00013484+0.00044096i,-0.0014403+0.00044992i,-0.0019092+0.0001006i,-0.00094681+0.00065723i,0.0003182+0.0010497i,0.00065801+0.00058568i,0.00062927+8.9962e-05i,0.00030374-0.00030256i,0.00019324+0.00011234i,0.00095681+4.6817e-05i,0.0013707-6.019e-05i,0.00068936+3.2445e-05i,0.00044724-0.000911i,0.00053856-0.0014194i,0.00036886+6.5934e-05i,0.00061396+0.00080451i,0.00032375+0.00024384i
-0.0017208-0.00017617i,-0.0019159-0.0010828i,-0.0016+2.5802e-05i,-0.0012448+0.00061023i,-0.00034626+8.0853e-05i,-0.0001578-0.0003462i,-0.001331-0.0003218i,-0.0021774-0.00010021i,-0.0022135+0.00038963i,-0.0013097+0.00032983i,-0.00036844-0.00055784i,-0.00023401-0.00086694i,-0.00039301-0.00083652i,-0.00011079-0.00059143i,0.00035251-0.00054531i,1.4506e-05-0.00095157i,-0.00013721-0.00070365i,0.00045977-0.00081732i,0.0010991-0.0013183i,0.001965-0.00063062i,0.0020782+9.4924e-05i,0.0011267-0.00021898i,0.00047606+0.00024471i
0.0017066+0.0014356i,0.00079754+4.3657e-05i,-0.00014691+0.00011436i,-0.00012614-0.00038474i,0.00053054-0.00079895i,-0.00031173-0.00081949i,-0.0023782-0.0010539i,-0.0031694-0.00044759i,-0.0021541-0.00010117i,-0.001308-0.00030545i,-0.0010815-0.00078397i,-0.00041321-0.00064166i,0.000418+0.00055809i,0.00015644+0.0014328i,-0.00056346+0.0011502i,-0.00026386+0.00087378i,0.00032348+0.0013506i,0.0011271+0.0011808i,0.0011858+0.0008882i,0.00032047+0.0003261i,4.7932e-05+0.00020818i,0.00016401-9.6571e-06i,-0.00048764-0.0008011i
0.00070332+9.5122e-05i,0.00054045+3.8803e-05i,1.8878e-05-0.000891i,0.00046491-0.0018732i,0.000371-0.0018922i,-0.00015893-0.00081985i,-0.00072099+0.00065575i,-0.0013622+0.00070699i,-0.00075097+0.00050279i,-0.00031261+0.00023572i,-0.00077124-0.00077133i,-0.00040267-0.0011648i,0.00016001-0.00031762i,0.00057366+0.00042204i,-6.3302e-05+0.00032648i,-0.00051304-0.00034956i,0.00038788-0.00099009i,0.00090314-0.00097663i,0.00066928-0.00096193i,0.00047193-0.00051041i,0.00010848+0.00021151i,-0.00066756+0.00057733i,-0.00040308+0.00070067i
0.00097538-0.00067208i,5.547e-05-0.00011324i,-4.9579e-05+0.0015088i,0.00050616+0.0016127i,0.00037787+0.00068879i,0.00016662+0.00051386i,-0.00074724-1.7524e-05i,-0.0025007-0.00032227i,-0.0029412+0.00021841i,-0.0012458+8.784e-05i,0.00024294-0.0014324i,0.00041345-0.0016024i,0.00041013-0.00053914i,0.0003497+7.6242e-05i,1.4589e-05+4.4635e-05i,-0.00010052+6.6289e-05i,0.00059711+0.00087398i,0.00050288+0.0014883i,0.00024202+0.0010955i,0.00055576+0.00013294i,0.00097882-0.00025213i,0.00080055-0.00016608i,0.00036169+5.9712e-05i
-0.00034537+0.0016752i,0.00039302+0.0014227i,0.0013833+0.0004078i,0.0013573-0.00020243i,0.00094121-0.0004807i,-0.00032377-0.00069488i,-0.0014304+0.00015844i,-0.0020217+0.00034056i,-0.0017977-0.0001586i,-0.00052594+0.00054309i,-1.2255e-05+0.0012363i,-0.0012907+0.00039768i,-0.0017868-0.00065802i,-0.0013058-0.00073284i,-0.00061583-0.000433i,-0.00037169+0.00049059i,-0.0006398+0.00085223i,-0.00016145+0.00065979i,0.00040216+0.00070644i,0.00021133+0.0001189i,-0.00032067-0.0004491i,-0.00027399+8.1636e-05i,2.0045e-06+7.9411e-05i
0.001385+0.0014852i,0.00058836+0.0010076i,0.0015755+0.0010176i,0.0010236+0.0010549i,0.00024161+0.00037028i,-0.00023118-0.00044054i,-0.0009619-0.0005596i,-0.0019462+4.4479e-05i,-0.0024556+0.00048787i,-0.0015625+0.00049965i,-0.0001168-0.0001651i,0.0002102-0.00022507i,0.000119+0.00054589i,0.00094021+0.00075049i,0.0015602+0.00054002i,0.0010878+0.00049174i,-0.00044859-0.00014684i,-0.00096946-0.00013011i,-0.00020066+0.0004274i,-0.0003798+0.00056887i,-0.00072984+0.00059208i,-0.00020141+0.00070904i,0.00056353+0.00052983i
0.00028206+0.00084442i,0.00013965+0.00084011i,-0.0001417+0.00031367i,-8.2254e-05-0.00016801i,0.00054275-0.0006134i,-0.00024599-0.00049508i,-0.001182+4.2573e-05i,-0.0021015+0.00025038i,-0.0028447+0.00065581i,-0.0017264+0.00066846i,-0.00024298-0.00044466i,-0.00032098-0.00019339i,-0.00019046+0.00055441i,0.00044103+0.00021816i,0.00027932-0.00034588i,-9.2245e-05-0.00053585i,9.8855e-05-0.00023916i,0.0015102-0.00061015i,0.001048-0.0010077i,-0.00037709-0.00057708i,-0.00023626+0.00015225i,-0.000894+0.0004199i,-0.00086177+0.0011052i
-0.00027383-0.00043177i,-0.00050743+0.00046049i,4.5684e-06+0.00020572i,-6.5297e-05-0.0010949i,-0.00082826-0.0016624i,-0.0011337-0.00028266i,-0.00076659+0.00092791i,-0.001443+0.0011112i,-0.0017233+0.00085668i,-0.0010014+1.4848e-05i,-0.0001868-0.0010432i,0.00049449-0.00045466i,0.00046697+0.00018023i,8.2886e-06+0.00033509i,-1.7778e-05+0.00065777i,-6.5686e-05+0.00053288i,0.00021978+0.00026148i,0.00057156+5.2944e-05i,0.00061123+0.00035406i,0.00037998+0.00046276i,-1.4358e-05+0.00043921i,-0.00011489+0.0005974i,-9.4895e-05+0.00036709i
0.00044538-0.0013325i,0.0011996-3.1873e-05i,0.00063387-0.0010156i,7.5892e-05-0.0010748i,-0.00028541+0.00053359i,-0.00023408+0.0012133i,0.00010964+0.00063877i,-0.00066677-0.00011035i,-0.0016062-3.3447e-05i,-0.0014387+0.00024458i,-0.000818-0.00021816i,-0.00052022-0.00025241i,-3.0762e-05+0.00073835i,0.00072115+0.00035433i,0.00071558-0.0011729i,0.00046596-0.0015404i,0.00034939-0.00024533i,-0.00014415+0.0011316i,-0.00011097+0.00084746i,0.00056526-0.0004971i,0.00041629-0.00082586i,-0.00029164-0.00022836i,-0.00032858+0.00036714i
0.001174+0.0010068i,-0.00015186+0.00092147i,-0.0007865+0.0010935i,-0.001282+0.0010858i,-0.00084107-3.4748e-05i,-6.5069e-05-0.0012803i,-0.0016406-0.0011077i,-0.0033799-0.00039117i,-0.0026688+0.0011361i,-0.0011873+0.0012097i,-9.8406e-05-0.0010739i,0.00033509-0.0017542i,-0.00058176-0.00089065i,-0.0005332+0.000275i,0.00045164+0.0014977i,0.00044994+0.0011915i,0.00071647+0.00013311i,0.00074094-0.00021995i,-0.00022129-0.00023497i,-0.00041661-0.00061895i,0.00013683-0.00043082i,0.00022645+0.00045912i,-1.2464e-05+0.0010059i
0.0032779+0.00054126i,0.0021152-0.001103i,0.0018601-0.0014792i,0.00091799-0.0015674i,0.00044244-0.0015662i,9.6971e-05-0.0013275i,-0.00048804-0.0010857i,-0.00085831+0.00017896i,-0.00024625+0.00095652i,0.00012177+0.00082866i,-0.00041764+0.00072676i,-0.00094929+0.00011189i,-0.00082957-0.00017995i,-0.00079625+0.00049834i,-0.00066344+0.00052507i,-0.00021437-0.00024387i,9.6573e-05-0.0009731i,-0.00037374-0.00092134i,-0.00099928-0.00058468i,-0.00084746-0.00017435i,-0.00031499-6.4152e-05i,-0.0003603+0.00015186i,-0.00038529+0.0001077i
-0.0009002-0.0005817i,-0.00057119-0.0007769i,-0.00059027-0.00048532i,-0.00039539-0.00050233i,-5.35e-05-0.0014774i,0.00040494-0.0016398i,-0.00012587-0.0009723i,-0.0015121-0.0012003i,-0.0016107-0.0011628i,-0.0006314-0.00051303i,0.000616-0.0011272i,0.0012794-0.0015044i,0.00081886-0.00050766i,0.0006127+5.9785e-05i,0.00074313-3.3769e-05i,0.00032238+2.5893e-05i,0.00020951+0.00020711i,0.00018307+0.000319i,-0.0004162-5.6424e-06i,-0.00059437-0.00068744i,-0.00035814-0.00033461i,-0.0002026+0.00045172i,0.00019775+0.00066066i
-0.00032726+0.0012119i,0.00066112+0.00056705i,-0.00013378+0.00051526i,-0.00052232+0.0014263i,-1.4401e-05+0.0011833i,0.00063538+3.8153e-05i,0.00055633+0.00014507i,-0.0010142+0.0007505i,-0.0025116+0.0012929i,-0.002218+0.0015585i,-0.0013499+0.0010879i,-0.0013534+7.1333e-05i,-0.0010324+0.00020657i,-0.00073993+0.0010948i,-0.0010553+0.00093376i,-0.0010921+0.00024589i,-0.00043817-0.00034079i,-8.3544e-05-0.00015219i,0.00012988+0.00033577i,0.00034072+0.00090852i,0.0002194+0.00083394i,-2.3922e-05+0.00036594i,1.4619e-05+0.00042447i
-0.00075494-0.0007432i,-0.00052056-0.00036022i,6.6049e-06-0.00028369i,-0.00011558-0.00018105i,-0.0007038-0.00036579i,-0.00097423+0.00058048i,-0.0010047+0.0018013i,-0.0014697+0.00090713i,-0.0013266+7.3739e-05i,-0.00057813+0.00014654i,-0.00059666+0.00013653i,-0.00088773-0.00035895i,-0.0001617-0.0011099i,0.0010273-0.0010585i,0.0011206-0.00069281i,0.00036385+0.00026348i,-0.00050597+0.0010321i,-0.00091315+0.00050807i,-0.00086867-0.00044774i,-0.00029918-0.00028757i,9.2304e-05+0.0005163i,-0.00018571+0.00092634i,0.00018617+0.00082999i
0.0014176+0.00032464i,0.0010406+0.00057495i,0.0015959+5.5751e-05i,0.0014341-0.00029956i,0.00029304-6.0781e-06i,-0.00025466+1.9953e-05i,-0.00092306-0.00011604i,-0.0020913+0.000126i,-0.0022238+0.00083002i,-0.00097625+0.00091405i,-0.00014322-0.00018533i,-0.00041494-0.00059083i,-0.00067249-0.00021549i,-0.00067562+5.9603e-05i,-0.00064803-0.00029008i,1.5958e-05+0.00040395i,0.00011992+0.00067759i,0.0003841+0.0002358i,0.0011344-0.00019752i,0.0010244-0.00054074i,0.00029758-0.00060313i,-0.00029601-0.00060166i,-0.00022725-0.00010853i
-0.0005178+0.0013565i,-0.00073378+0.00082349i,-0.0007181+0.0013658i,-0.00062796+0.0013012i,-0.00052079+0.00055762i,-0.0011349+0.00033457i,-0.0015903+0.00074665i,-0.0021793+0.0011052i,-0.0024433+0.00067213i,-0.0010033+0.00039956i,0.00010971-0.00011205i,0.00027171-0.00083133i,0.00013064-3.6955e-05i,-0.00036201+0.00084503i,-0.00085717+0.00055295i,-0.00062247-0.00036129i,-0.00033621-0.00060003i,-0.00035983-0.0002295i,-0.00021757-0.00033823i,9.4457e-05-0.00064788i,6.1774e-05-0.00053151i,-0.00026884-0.00012613i,0.00062291-4.5616e-06i
-3.1574e-05+0.00028068i,0.00062946+0.00025703i,0.0014789+0.00075534i,0.0015615-2.8705e-05i,0.0013158-0.00083322i,0.00083967-0.0010786i,-0.00034936-0.00081803i,-0.0019447-0.00047627i,-0.0018588+0.00041048i,-0.00046453+0.00057617i,-0.00045869+1.882e-05i,-0.00096885-0.00069889i,-0.00056298-0.00066346i,0.00046569-0.00019646i,0.00059046+0.00012248i,-0.00051961+0.00068734i,-0.00069824+0.00083811i,-0.00012356+0.00045091i,-0.00029442+0.00028372i,-0.00039067+0.00019967i,-4.1799e-05-0.00047319i,-0.00023116-0.00039794i,-0.00063374+0.00052933i
0.00038627-0.00027668i,-2.8085e-05-0.00048521i,-0.00037447+0.00027982i,-0.00067958-0.00016951i,-0.00073986-0.0015058i,-0.0016471-0.0018107i,-0.0029166-0.0010095i,-0.0028996-5.5681e-05i,-0.0024256+0.00019659i,-0.0015616-0.00040135i,-0.00076042-0.0012205i,-0.00012081-0.0012307i,0.00072852-0.00062353i,0.00036082+0.0004164i,-2.2573e-05+0.0011761i,0.00030862+0.00029404i,8.2615e-05+0.00040666i,-0.00023222+0.00010309i,0.00028372-0.00046082i,0.00080812-0.0004284i,0.001015-0.0011187i,0.00080072-0.0011739i,0.00018303-0.00098889i
0.00028735+5.9141e-05i,0.001518-9.6873e-05i,0.0021735-0.00039751i,0.0015582-0.0007444i,0.00032014-0.00087333i,-0.00048404-0.00021923i,-0.0013514+0.00059i,-0.0024409+0.0010233i,-0.0021872+0.0010183i,-0.00080828+0.00012793i,-0.00018188-0.00051584i,-0.00034042-0.00094768i,-0.00011883-0.00036889i,0.00016264+0.00042677i,0.00053994+0.00031757i,0.00085993-0.00035486i,0.0010632-0.00025353i,0.0011902+0.00084438i,0.00055841+0.00078494i,-0.00010371+5.2104e-05i,-0.00018923+5.3814e-05i,-0.00055852+0.00021457i,-0.0002629-0.00011484i
3.4961e-05-0.0010339i,-0.000628-0.00058825i,-0.0010791-0.0010123i,-0.0010578-0.0013769i,-0.00087269-3.5796e-05i,-2.4197e-05+0.00070417i,-8.166e-05+0.00047993i,-0.0021176+9.8021e-05i,-0.0030177+0.0005239i,-0.0019864+0.00090085i,-0.00063203+0.00016326i,0.00032732-0.00053871i,0.00069128-0.00040526i,0.00038527+0.00013438i,0.00011563+0.00030743i,-0.00040644+0.00036324i,-0.00066142-0.0003499i,-0.00052125-0.0007191i,-0.0005475-1.5185e-05i,-0.00094848+0.00038846i,-0.00093557+0.00044591i,-0.0004706+0.00013283i,0.0001813+1.9159e-05i
0.00167+0.0014384i,0.0017313+0.0013275i,0.0012569+0.00053953i,0.0010823-0.00023261i,0.001022-0.00039924i,0.00035256-0.00032332i,-0.00035963+0.00084343i,-0.0011562+0.0016353i,-0.0016887+0.0013292i,-0.00091582+0.001265i,0.00010801+0.00052008i,0.00010697+0.00021175i,-2.4906e-07+0.00038639i,0.00058189+1.783e-05i,0.00061382+5.5635e-05i,2.1326e-05-0.0002619i,0.00014719-0.0011219i,0.00093774-0.0010056i,0.00091827-0.00038928i,0.00029284-0.0002814i,-0.00040193-0.00046665i,-0.00068051+0.00016554i,-1.3838e-05+0.00043721i
-8.2348e-05-0.00019425i,-0.00024691+0.00030138i,0.00051111+0.00057742i,0.0003746+0.0011692i,-0.00080688+0.0011501i,-0.0012062+0.00044139i,-0.0012696-0.00038213i,-0.0010286-0.00022636i,-0.00061083+0.00024727i,-0.00024814+0.00026672i,-0.00088479-0.000536i,-0.0012478-0.00074389i,-0.00081024+0.00011576i,-0.00018313-0.00027591i,0.0010255-0.00046442i,0.001434-0.0002082i,0.0014064+2.2167e-05i,0.00050186+0.00054443i,-0.00029556+0.00044166i,-0.00080155-0.00010703i,-0.0011365-0.00036195i,-0.00045775+9.4697e-05i,0.00015189+0.00035218i
-9.4323e-06-0.00065973i,-7.5523e-05-0.001597i,0.00020344-0.00070421i,0.00078667-0.00041i,0.00075775-0.00072913i,0.00036613-0.00020676i,-0.00062079-0.00032697i,-0.0015061-0.00066024i,-0.0011206-0.0006444i,3.0738e-05-0.00028925i,0.00059883-0.00021136i,0.00069806-7.2179e-05i,0.00015708+0.0005726i,-0.00069751+0.00050058i,-0.00083883+0.00016311i,-3.5638e-06+0.00028865i,-0.00018118+0.00054358i,-0.0013403+0.00061847i,-0.0011812+0.00075495i,-0.00032218+0.00028824i,-4.383e-05-0.00018504i,0.00013643-0.00027314i,6.2727e-05-8.848e-05i
-0.001506-0.0002807i,-0.00032011-0.00034026i,6.4821e-05+0.00026905i,-0.0002387+0.00065048i,-0.00078697+0.00091531i,-0.00081381+0.00080188i,-0.0010068-9.6094e-05i,-0.0020583+0.00038883i,-0.002593+0.0019331i,-0.0014777+0.0017889i,0.00019858+0.00093226i,0.00044298+0.00075271i,-8.3954e-05+0.0004877i,-0.0003495+0.0003865i,-0.00077865+0.00038222i,-0.00081914+9.0759e-05i,8.2913e-05+9.9015e-05i,0.00038208+0.00035193i,-1.9039e-05+0.00023419i,-0.00022197-4.51e-05i,-0.00051979-7.296e-05i,-0.00029897+7.6763e-05i,0.00034615+0.00046586i
0.00064662+0.00064099i,0.0010826+0.00041405i,0.0016984+9.0993e-05i,0.0019397-0.00069022i,0.0015332-0.00091489i,3.849e-05+8.2747e-05i,-0.00072828+0.00057397i,-0.0014133+0.00054461i,-0.0017798+0.00082314i,-0.0012646+0.00022494i,-0.00045178-0.00038056i,-0.00088849-0.00037338i,-0.0010915-0.00041896i,2.6134e-05-3.4971e-05i,0.00053797+1.0655e-05i,0.00024134-0.00035492i,0.00021269-0.00010328i,0.00050812-0.00017528i,0.00078584-4.9084e-05i,0.0009263+0.00034605i,0.00063334+0.0001078i,0.00055866-0.00025117i,0.00060284-1.4646e-05i
0.0026786+0.00016763i,0.0027411+0.0011655i,0.0015119+1.1337e-05i,-0.00060306-0.0010858i,-0.0013633-0.0012537i,-0.0017106-0.00013387i,-0.0021291+0.00052261i,-0.0024785+0.00096615i,-0.0021174+0.0013766i,-0.0012338+0.00051056i,-0.0012772-0.00071666i,-0.00082218-0.00082264i,5.9672e-05+0.00015168i,-0.00025989+0.00066965i,-0.00037367+0.0004348i,0.0012785+0.00056737i,0.0017418+0.00054565i,0.00091794+0.00010681i,0.00021969-0.00036435i,-0.00017994-0.00051771i,-0.00054905-0.00063639i,-0.00049893-0.0006022i,7.6897e-05-0.00067543i
-0.00059281+0.00029803i,3.0218e-05+0.00088957i,0.00063484+0.00096189i,0.00089988+0.00095039i,0.00025928+0.0010789i,-0.00040621+0.001444i,-0.0011992+0.00049363i,-0.0023331-0.00027717i,-0.0033725+0.0004166i,-0.0020072+0.00097379i,-0.00042447+0.00071073i,-2.9299e-05+7.0997e-05i,-7.5327e-05-1.3323e-05i,-0.00068791+0.0004878i,-0.00088801+0.00051172i,0.00012609-0.00023017i,-5.1537e-05-0.00099837i,-0.00043089-0.0010505i,0.00018933-0.0004041i,-0.00019488+4.2879e-05i,-0.00088971+0.00010475i,-0.00035215+0.00015486i,0.000431+8.3327e-05i
-0.0012252-1.7524e-06i,-0.00074684-0.00079525i,-0.00023223-0.00053536i,0.00075539-0.00087538i,0.0009325-0.0016197i,-0.00040217-0.0013952i,-0.0021112-0.0008594i,-0.0033526-0.00066722i,-0.0028046-0.00047617i,-0.00085117-1.3794e-06i,0.00045923-2.8912e-05i,0.00054558-0.00075309i,0.00013119-0.00054613i,-0.00026458-0.00031049i,-0.00037137-0.00021722i,-0.00050778+0.00011018i,-0.0012145+0.00022343i,-0.0013104+6.5886e-05i,-0.00053191-0.00035125i,-0.00050477-0.00032263i,-0.00023304+2.8367e-06i,0.00021939-4.6054e-05i,6.618e-05-0.00035915i
-0.00033203+0.001185i,0.00016761+0.0014504i,0.001859+0.0018099i,0.0019791+0.0018027i,0.0018362+0.0012748i,0.0010472+0.00017009i,-0.001359-0.00075706i,-0.0026003-2.1546e-05i,-0.0019084+0.00094963i,-0.001078+0.00067107i,-0.00084744-0.00033589i,-0.00094428-0.00078021i,-0.0011128-0.00065977i,-0.00058924-0.00067419i,0.00019131-0.00013622i,0.00049107+0.00020904i,0.00045331+0.00045143i,0.00016499+0.00051124i,-2.9886e-05-0.00010809i,-0.00047693-0.00043721i,-0.0006012-0.00040393i,-0.0007048+7.5153e-05i,-0.00065104+0.00046655i
-0.00022666-0.000156i,-0.00019548+0.00026692i,-0.00020943+0.00023104i,0.00013645-0.00026017i,0.00045442-0.0002709i,0.00016968-1.1064e-05i,-0.00025923-0.00033418i,-0.0014599+0.00043285i,-0.0017159+0.0014708i,-0.00021618+0.00064327i,0.00051111-0.00021909i,3.6288e-05-0.00017277i,-0.00015001-0.00015088i,-0.00023942+3.7707e-05i,-0.00048808+0.00011222i,-0.00052499+0.00053899i,-0.00086446+9.5622e-05i,-0.00065616-0.00013618i,6.768e-05+0.00063405i,0.00062698-4.4053e-05i,0.00076429-0.00106i,0.00039022-0.00044084i,-6.1871e-05+0.00041927i
-0.0024765-0.00072086i,-0.00095876-0.00087831i,0.0011025-0.0010111i,0.0014453-0.00058054i,0.0011611+0.00019066i,0.0009596+9.884e-05i,-5.8457e-05-0.00029161i,-0.0012251-0.00029599i,-0.0019559-0.00044952i,-0.0011751-0.00068749i,-0.00018517-0.0015709i,-6.3398e-05-0.0022987i,5.7985e-05-0.0011031i,3.8582e-05-3.5282e-05i,0.00036507-6.8632e-06i,0.00055937+0.00016248i,0.00048861+0.00078818i,0.00025059+0.00082862i,-0.00034761+0.0001827i,-0.0003712+0.00028084i,-0.00053375+0.00039036i,-0.00052382+0.00010034i,7.2853e-06+0.00034202i
-8.4776e-05+0.0021478i,0.00049321+0.0013619i,0.0013094+0.00099013i,0.0010414+0.00062052i,9.8243e-05-0.00021856i,-0.0007122-0.00060097i,-0.0015678-0.0003886i,-0.001622+0.00023637i,-0.0014091+0.00027395i,-0.001037+0.00012892i,-5.5283e-05+9.7079e-05i,-0.00012082-0.00065336i,-6.8448e-05-0.001214i,-0.00017274-0.00056795i,-1.7897e-05-0.00026046i,0.00047498-0.00021281i,0.00020298-1.652e-05i,-0.000262-0.00035005i,-0.00055581-8.4702e-05i,-0.00042322+3.6567e-05i,-0.00036661-4.162e-05i,-0.00039393+0.00023842i,-7.0432e-05+0.0005613i
-0.0018452+0.0017872i,-0.0026211+0.0012625i,-0.0011891+0.0013707i,-7.1571e-05+0.0013444i,1.1599e-05+0.00054867i,-0.0001627-0.00024756i,-0.0012667-0.0001308i,-0.0030577+0.00034404i,-0.0035238+0.00056772i,-0.0016249+0.00029249i,0.00077+5.7979e-05i,0.0013439+0.00010087i,0.00070781+0.00072604i,0.00029334+0.0014572i,0.00035708+0.0011414i,0.00019438+0.00042441i,0.00010095+0.00070655i,0.00040268+0.00090786i,0.00047452+0.00034829i,0.00016226-2.8041e-05i,-1.4672e-05+0.00032543i,-4.4545e-06+0.0005971i,0.00015747-1.8898e-05i
-0.00074202+0.00047903i,0.00019808-0.00023672i,0.0012587-0.00076117i,0.0011487-0.0020837i,0.00036043-0.0020795i,-9.8081e-05-0.00071072i,-0.0013584+2.6692e-05i,-0.0022149+0.00057157i,-0.0021195+0.0010333i,-0.0018798+0.00017347i,-0.00065416-0.00069387i,0.00017824-0.0012426i,-0.00016921-0.0012137i,-0.00078009-0.00032797i,-0.00021843-0.00025684i,0.0002138-0.00011878i,-0.00016753+0.0006089i,-4.2394e-05+0.0006758i,0.00032368+0.00047986i,0.00021845+0.00027099i,-0.00018767+0.00047476i,-0.00019447+0.00061102i,6.417e-05+0.00060361i
