0.00057662-0.00011521i,0.00040074+9.713e-05i,0.00048349-9.7413e-05i,0.00020086-0.0014716i,-0.0012417-0.0012563i,-0.0026978-4.1704e-05i,-0.0013479+0.00023881i,9.3507e-05+0.00063685i,0.00054341+0.00022636i,0.0014162-0.00085871i,0.0013652-0.0011004i,0.0007492-0.00087759i,0.00060434-0.00045052i,-1.3418e-05-0.00025164i,-0.00021922-0.00044877i,-5.569e-05-0.00052817i,-0.0003324-0.00042153i,0.0001346+0.00025786i,0.00012081+0.00034386i,-0.00061793+0.00021616i,-0.00036777+0.00016384i,-9.5449e-05+0.00013343i,0.0004164+7.6514e-05i
0.11471-0.042046i,0.18952-0.13238i,0.11424-0.24306i,-0.1181-0.2303i,-0.22556-0.034999i,-0.14907+0.16111i,-0.1255+0.21538i,-0.13757+0.20651i,-0.064188+0.17699i,0.020044+0.12117i,0.057888+0.06093i,0.066547+0.010812i,0.04393-0.02737i,-0.01475-0.053254i,-0.088273-0.056236i,-0.12827-0.039887i,-0.11791-0.023496i,-0.077503-0.011678i,-0.030488+0.00093607i,-0.0051259+0.0076815i,-0.004347+0.0095627i,-0.0039125+0.018122i,0.003749+0.035694i
-0.074285-0.022859i,-0.062923-0.083764i,0.12868-0.24296i,0.36835-0.45625i,0.29588-0.52143i,0.023991-0.32895i,-0.03367-0.088127i,0.056467+0.0068615i,0.063882+0.031769i,0.020031+0.05886i,0.002258+0.046804i,0.0081038-0.0059287i,0.026281-0.050524i,0.036711-0.046585i,0.03352-0.0060679i,0.032148+0.037087i,0.027082+0.072794i,0.012731+0.086022i,0.004412+0.068342i,0.0027056+0.031908i,-0.0060254-0.00025266i,-0.019989-0.0027126i,-0.033565+0.019059i
0.13037+0.029223i,0.27741+0.10404i,0.377+0.22212i,0.33311+0.29201i,0.28243+0.23735i,0.33381+0.079646i,0.35311-0.06532i,0.21756-0.12539i,0.042853-0.12248i,0.011487-0.11365i,0.046964-0.10586i,0.0020304-0.053428i,-0.055454+0.034849i,-0.028922+0.055454i,0.025636-0.018302i,0.054715-0.089899i,0.095456-0.11777i,0.14028-0.12386i,0.1389-0.10464i,0.097767-0.065705i,0.051119-0.045037i,0.013918-0.055309i,-0.012215-0.072789i
-0.15222+0.0036704i,-0.41045-0.0013067i,-0.71111+0.05622i,-0.78483+0.20739i,-0.56599+0.30985i,-0.3381+0.24152i,-0.23347+0.13425i,-0.03777+0.10833i,0.24902+0.10911i,0.344+0.078967i,0.22695+0.027447i,0.11781-0.029833i,0.083691-0.087692i,0.061779-0.094356i,0.056764-0.044252i,0.056851-0.023503i,-0.012429-0.039832i,-0.12127-0.008042i,-0.15574+0.051363i,-0.092909+0.057843i,-0.010524+0.025889i,0.028707-0.0013113i,0.027826-0.019106i
0.11188+0.010034i,0.31881+0.014562i,0.54418-0.036539i,0.5504-0.16959i,0.26041-0.24212i,-0.080252-0.14402i,-0.26302+0.01445i,-0.3491+0.15988i,-0.39037+0.25644i,-0.326+0.24137i,-0.18177+0.1619i,-0.049499+0.087236i,0.014219+0.01697i,-0.0053319-0.053206i,-0.075643-0.077535i,-0.12013-0.035815i,-0.10011-0.0080373i,-0.052087-0.050712i,-0.024229-0.099403i,-0.01625-0.078029i,-0.0083874-0.012176i,0.0046441+0.032451i,0.011486+0.028999i
-0.076923+0.0086476i,-0.20109-0.028041i,-0.2483-0.098826i,-0.10102-0.2322i,0.063326-0.35868i,0.10443-0.23895i,0.20443+0.038204i,0.27902+0.076745i,0.13284+0.0010338i,-0.00018114+0.077253i,0.026729+0.13092i,0.064285+0.063351i,0.088397+0.015424i,0.14331+0.011161i,0.1718+0.0077918i,0.15164+0.0478i,0.14046+0.12656i,0.14985+0.15341i,0.14883+0.083531i,0.10431-0.029354i,0.0229-0.092087i,-0.02049-0.077365i,0.0051163-0.04213i
1.0026+7.1468i,4.0223+6.3664i,7.3602+5.131i,7.7679+1.7437i,5.8965-1.5789i,2.892-3.1339i,0.30942-2.0476i,-0.40909+0.057057i,0.45831+1.216i,1.284+0.74805i,0.89804-0.34723i,-0.074628-0.87421i,-0.85678-0.65814i,-1.1995+0.056964i,-0.93973+0.66818i,-0.44282+0.75489i,-0.094206+0.47823i,0.026375+0.096069i,-0.047758-0.15197i,-0.20115-0.15506i,-0.29912-0.075195i,-0.28086-0.025466i,-0.15949-0.039797i
-0.063923-0.0092968i,-0.18578+0.027199i,-0.25923+0.094491i,-0.22394+0.07627i,-0.2429-0.11619i,-0.37763-0.28449i,-0.42809-0.23443i,-0.28221-0.063448i,-0.063889+0.040688i,0.066922+0.054737i,0.11527+0.07215i,0.17324+0.098589i,0.23525+0.057663i,0.20152-0.046528i,0.058308-0.093311i,-0.058197-0.026265i,-0.067758+0.030152i,-0.044648-0.011973i,-0.039847-0.0725i,-0.037756-0.069664i,-0.033057-0.016418i,-0.01594+0.023222i,0.004331+0.0059828i
0.035521+0.00071087i,0.068835+7.1844e-05i,0.071068-0.063641i,0.045265-0.19603i,0.054379-0.20597i,0.14114-0.013483i,0.25472+0.13164i,0.31115+0.083882i,0.33581-6.2812e-05i,0.35513-0.016749i,0.26517-0.016517i,0.12148-0.014864i,0.083112-0.058776i,0.08369-0.15076i,0.063402-0.16889i,0.089801-0.10291i,0.13213-0.043764i,0.12116-0.0028526i,0.068175+0.010715i,0.015131-0.0050955i,0.0012065-0.0077598i,0.014044+0.0031228i,0.018447+0.0084376i
-0.076838-0.061421i,-0.1794-0.18181i,-0.27912-0.28622i,-0.25695-0.18174i,-0.10733+0.08753i,0.033788+0.27245i,0.12905+0.24489i,0.18437+0.043608i,0.13597-0.13856i,0.025055-0.13103i,-0.014085-0.0058789i,0.028027+0.06986i,0.051938+0.059358i,0.015691+0.016568i,-0.037257-0.00039955i,-0.059866+0.0042716i,-0.072038-0.021197i,-0.10704-0.041007i,-0.1204-0.0038095i,-0.0617+0.03371i,0.010794+0.017779i,0.029557-0.031523i,0.0048686-0.062821i
0.12257+0.056162i,0.30041+0.20199i,0.45696+0.3956i,0.38223+0.47968i,0.11577+0.33982i,-0.097158+0.040629i,-0.21586-0.19637i,-0.25779-0.1879i,-0.18535-0.019844i,-0.064862+0.11277i,0.053343+0.14668i,0.14089+0.11957i,0.13086+0.080685i,0.045216+0.05366i,-0.032743+0.036979i,-0.065236+0.0346i,-0.045532+0.043497i,0.021056+0.032894i,0.075877-0.0093532i,0.061306-0.041395i,0.013807-0.032796i,-0.0053951+0.003877i,0.0046138+0.032866i
-0.098649-0.011445i,-0.24488-0.063251i,-0.37341-0.14921i,-0.3378-0.24509i,-0.16127-0.26924i,0.012803-0.15802i,0.067198-0.0091045i,-0.033698+0.08076i,-0.14509+0.12995i,-0.15004+0.13318i,-0.13205+0.075263i,-0.13678+0.015442i,-0.11207+0.030892i,-0.041874+0.08341i,0.02665+0.082202i,0.058511+0.051341i,0.072651+0.046229i,0.070182+0.029374i,0.030168-0.0085085i,-0.026613-0.014887i,-0.058383+0.017566i,-0.052111+0.049251i,-0.02525+0.055611i
0.064453+0.0071248i,0.142-0.036681i,0.19346-0.15515i,0.13162-0.25224i,0.017472-0.12761i,-0.0017163+0.1359i,0.083634+0.2389i,0.14151+0.14657i,0.091706+0.0264i,0.0048555-0.035555i,-0.044251-0.058567i,-0.065181-0.052278i,-0.059999-0.0049692i,-0.010993+0.052844i,0.054617+0.085127i,0.083856+0.07872i,0.058497+0.047522i,-0.002519+0.035347i,-0.046116+0.049288i,-0.029949+0.047823i,0.012553+0.010602i,0.026495-0.034147i,0.018053-0.055438i
-0.047738-0.044424i,-0.13054-0.055036i,-0.22981+0.066907i,-0.24851+0.31262i,-0.20345+0.35526i,-0.23685+0.086008i,-0.31455-0.14515i,-0.26572-0.16898i,-0.13864-0.1123i,-0.098298-0.039634i,-0.09072+0.062858i,-0.027816+0.12276i,0.0033+0.06223i,-0.049844-0.03135i,-0.10591-0.061953i,-0.11196-0.05913i,-0.08178-0.05677i,-0.030589-0.050117i,0.013655-0.03863i,0.02512-0.020295i,0.014601+0.0015369i,0.0067029+0.011989i,0.0024973+0.0086718i
0.036246+0.056929i,0.077057+0.15502i,0.10289+0.22498i,0.081909+0.16259i,0.072932+0.06347i,0.12015+0.053443i,0.1271+0.087523i,0.05951+0.094455i,0.018786+0.054451i,0.039197+0.003549i,0.044536-0.0090699i,0.0085945+0.012348i,-0.018886+0.042609i,-0.01531+0.055891i,-0.0033228+0.045708i,0.011615+0.041476i,0.023626+0.041712i,0.02886+0.013603i,0.024691-0.032606i,-0.0026026-0.049407i,-0.034334-0.027698i,-0.045793+0.0019074i,-0.042732+0.022385i
-0.019173-0.059403i,-0.03791-0.20808i,-0.048743-0.4076i,-0.028894-0.47728i,0.03652-0.30358i,0.14981-0.026137i,0.26514+0.10554i,0.25896+0.055086i,0.13245-0.029789i,0.04398-0.0783i,0.030735-0.12566i,0.018106-0.14703i,0.016143-0.0894i,0.053904-0.0046236i,0.0914+0.038274i,0.091625+0.049588i,0.062824+0.062566i,0.02327+0.082721i,-0.0012515+0.090849i,0.0097141+0.066804i,0.029938+0.026313i,0.031945+0.00010212i,0.030211-0.013812i
0.02302+0.082599i,0.086157+0.27188i,0.20247+0.51538i,0.25697+0.60025i,0.12269+0.41527i,-0.097885+0.085595i,-0.21722-0.16575i,-0.17874-0.22152i,-0.062116-0.13838i,0.0080925-0.060506i,0.0047862-0.022796i,-0.0088871+0.0021933i,-0.0091415-0.0053413i,-0.014214-0.029904i,-0.024074-0.036004i,-0.026795-0.031339i,-0.0058977-0.02331i,0.03013-0.0092885i,0.043172+0.0047617i,0.0249+0.016294i,0.010252+0.018694i,0.011478+0.0092596i,0.0063745+0.00067717i
-0.034167-0.068832i,-0.1118-0.18058i,-0.22592-0.24818i,-0.23061-0.19871i,-0.1031-0.16684i,-0.066146-0.18226i,-0.16134-0.10247i,-0.19555+0.012226i,-0.14386+0.025445i,-0.11355+0.01944i,-0.087651+0.073062i,-0.033748+0.10732i,-0.0044209+0.077404i,-0.013966+0.028592i,-0.027604-0.0056596i,-0.028515-0.012589i,-0.014536-0.01104i,0.010005-0.04063i,0.019553-0.08984i,-0.0057759-0.10566i,-0.04054-0.075872i,-0.051181-0.03922i,-0.04466-0.012646i
0.010132+0.023609i,0.037107-0.0079323i,0.050839-0.1819i,-0.002578-0.39938i,-0.029146-0.33332i,0.097935-0.024687i,0.26366+0.17277i,0.26872+0.17077i,0.13789+0.095648i,0.048786+0.038347i,0.048043-0.0081949i,0.044255-0.054977i,0.0056958-0.049639i,-0.014943-0.00066205i,0.0051295+0.0349i,0.037887+0.038759i,0.043493+0.023521i,0.015089+0.015877i,-0.0077749+0.024193i,0.0054803+0.027508i,0.032124+0.014983i,0.036465-0.0010974i,0.028367-0.012544i
0.041125-0.021961i,0.09414-0.042206i,0.1303+0.0048477i,0.09165+0.13694i,-0.003302+0.19279i,-0.058313+0.088457i,-0.036431-0.075788i,0.015964-0.17344i,0.037252-0.1672i,0.0063322-0.12661i,-0.049439-0.090611i,-0.07503-0.041643i,-0.045853-0.0079263i,-0.0096405-0.0068926i,-0.0015161-0.013405i,-0.012813-0.024436i,-0.033368-0.027409i,-0.047258+9.8874e-05i,-0.042251+0.046299i,-0.021492+0.074949i,-0.0026487+0.066983i,-0.0039639+0.046838i,-0.013539+0.039424i
-0.056109+0.079182i,-0.12992+0.28476i,-0.13386+0.55103i,-0.039157+0.6006i,-0.021767+0.35905i,-0.15787+0.10317i,-0.26944+0.0054892i,-0.2642-0.016465i,-0.18858-0.021605i,-0.10549-0.0091314i,-0.061718+0.01662i,-0.040996+0.039632i,-0.032164+0.036166i,-0.040894+0.021725i,-0.053454+0.024266i,-0.057381+0.045972i,-0.043879+0.061626i,-0.015765+0.042623i,0.0026778-0.00035682i,-0.0082628-0.030901i,-0.024457-0.033447i,-0.017382-0.02123i,-0.0080974-0.011889i
0.022338-0.088686i,0.0086827-0.31312i,-0.11856-0.59996i,-0.27869-0.65722i,-0.23158-0.40873i,-0.0060245-0.12845i,0.11379+0.017221i,0.069507+0.092923i,0.0092059+0.11172i,-0.0036921+0.082069i,0.020064+0.045667i,0.039819+0.0085431i,0.02499-3.6939e-06i,0.016546+0.021651i,0.038691+0.026005i,0.057632+0.0068451i,0.058851-0.0056398i,0.049774-0.011368i,0.040022-0.017597i,0.040819-0.015967i,0.044806-0.012266i,0.040851-0.019657i,0.033132-0.031692i
-0.01865+0.017075i,-0.0019886+0.078185i,0.08696+0.14479i,0.18801+0.15965i,0.19515+0.12689i,0.14333+0.046517i,0.10297-0.048566i,0.091493-0.081847i,0.087906-0.050631i,0.070261-0.015271i,0.043422+0.00041469i,0.018626+0.0067191i,0.010372+0.008285i,0.016426-0.0038484i,0.012846-0.023285i,0.00080341-0.029696i,-0.0017012-0.020671i,0.0017292+0.0015469i,-0.00043493+0.023836i,-0.0083164+0.025491i,-0.016685+0.013242i,-0.020942+0.0071727i,-0.017368+0.011398i
0.076171+0.034588i,0.22625+0.072298i,0.38656+0.1125i,0.42186+0.10511i,0.27718+0.042317i,0.053997+0.019224i,-0.060981+0.046102i,-0.041532+0.022372i,-0.0078137-0.056785i,-0.018122-0.098512i,-0.041454-0.071665i,-0.03552-0.021241i,-0.012445-0.0029133i,-0.014523-0.003203i,-0.027448+0.017275i,-0.023739+0.042585i,-0.016728+0.045584i,-0.0094548+0.030843i,-4.1225e-05+0.01049i,-0.0041394-0.005287i,-0.016749-0.0079692i,-0.022376-0.0021437i,-0.02446+0.00099118i
-0.12664-0.0068913i,-0.3705+0.018542i,-0.64317+0.051764i,-0.7082+0.048113i,-0.493+0.026194i,-0.18003+0.026918i,0.030149+0.041057i,0.073028+0.025098i,0.020181-0.0011845i,-0.013335-0.013016i,-0.0055583-0.024189i,-0.0063184-0.040228i,-0.030487-0.040712i,-0.042927-0.017766i,-0.024819+0.006586i,0.00076897+0.018043i,0.010324+0.024121i,0.0047474+0.022403i,-0.0044207+0.014177i,0.002677+0.012214i,0.022621+0.012107i,0.028653+0.0065746i,0.020853+0.001573i
0.084421-0.017474i,0.17511-0.10599i,0.20441-0.18314i,0.13952-0.14185i,0.077758-0.08992i,0.043003-0.14149i,-0.031037-0.19794i,-0.076479-0.14038i,-0.040469-0.038856i,-0.0040702+0.010331i,-0.0065245+0.01741i,-0.017737+0.025459i,-0.0030953+0.039672i,0.032428+0.030384i,0.047595-0.0094588i,0.034471-0.047297i,0.025499-0.06032i,0.022828-0.054875i,0.011119-0.035743i,-0.0063126-0.0074006i,-0.013976+0.012982i,-0.0073672+0.014784i,0.0030009+0.0073552i
-0.019007-0.017543i,0.038774+0.01587i,0.24253+0.031064i,0.4226-0.028694i,0.31334-0.051897i,0.047856+0.031647i,-0.076794+0.11224i,-0.069108+0.093726i,-0.032063+0.033661i,-0.00032647+0.0027149i,0.011414+0.0091672i,0.024906+0.020945i,0.033223+0.0041406i,0.014373-0.019179i,-0.013906-0.016807i,-0.031399+0.0012787i,-0.036448+0.0076806i,-0.026246-4.7516e-05i,-0.0078783-0.01385i,0.0013325-0.03101i,0.0011463-0.036609i,0.0016628-0.026514i,-0.0033509-0.015i
0.048121+0.067752i,0.080472+0.12033i,0.0035137+0.14153i,-0.14602+0.13214i,-0.14081+0.12452i,0.037107+0.10433i,0.1682+0.043989i,0.16153-0.0010752i,0.078928-0.025083i,0.0062026-0.037271i,-0.012267-0.033541i,-0.011195-0.032287i,-0.030123-0.021871i,-0.042895+0.0066336i,-0.022803+0.032598i,0.013334+0.041603i,0.028619+0.040376i,0.016133+0.040106i,0.0045713+0.041128i,0.006573+0.036105i,0.0094169+0.021224i,0.0039961+0.0053134i,0.0013114+0.00014696i
-0.10872-0.077035i,-0.29086-0.10587i,-0.44145-0.046414i,-0.37101+0.056171i,-0.18428+0.031243i,-0.12484-0.099045i,-0.12976-0.14533i,-0.074081-0.12181i,-0.02292-0.086828i,-0.0086336-0.042018i,-0.0086104-0.016899i,-0.019443-0.0036605i,-0.020359+0.0082209i,-0.014134+0.0029622i,-0.018564-0.016242i,-0.032947-0.034263i,-0.038284-0.033783i,-0.027902-0.017758i,-0.018527-0.0042717i,-0.01661+0.0038482i,-0.015804+0.0087362i,-0.014536+0.0080715i,-0.014282+0.0049469i
0.096615+0.03714i,0.27688-0.033674i,0.44456-0.25914i,0.36968-0.47447i,0.10739-0.38908i,-0.020645-0.090596i,-0.037569+0.064006i,-0.09046+0.056912i,-0.10012+0.023866i,-0.067262-0.0071416i,-0.045911-0.011512i,-0.018892-0.0020442i,0.0013504+0.0018185i,0.0041879+0.015941i,0.00030347+0.038184i,-0.0069958+0.053886i,-0.0093754+0.049154i,-0.001807+0.024503i,0.004049-0.0010161i,0.0012036-0.010877i,-0.0012485-0.0076034i,-0.00021436-0.00071422i,0.0021666+0.0038503i
-0.05667-0.061378i,-0.18328-0.056505i,-0.34441+0.10199i,-0.3542+0.33512i,-0.14874+0.36199i,0.036812+0.17578i,0.084113+0.063085i,0.078761+0.073204i,0.053181+0.08742i,0.029679+0.079334i,0.022598+0.052059i,0.011061+0.015664i,0.0032191-0.0062396i,0.0087404-0.012555i,0.026451-0.013579i,0.046314-0.010358i,0.047824+0.002316i,0.033981+0.016438i,0.025079+0.018292i,0.027196+0.011152i,0.029254+0.0042283i,0.026843-0.00036642i,0.022389-0.006466i
0.036243+0.16028i,0.13714+0.36585i,0.31638+0.51504i,0.42382+0.42539i,0.31008+0.19842i,0.1091+0.041637i,0.025586-0.029972i,0.049885-0.062484i,0.081864-0.070074i,0.070846-0.068033i,0.026539-0.044596i,-0.0096081-0.00045989i,-0.022052+0.025458i,-0.019923+0.019633i,-0.018726+0.0014223i,-0.017329-0.011178i,-0.0019756-0.016589i,0.012713-0.015906i,0.0054669-0.0082485i,-0.01413-0.00088426i,-0.02383+0.0032939i,-0.017986+0.00096409i,-0.013317-0.0029213i
-0.023464-0.18576i,-0.11668-0.46609i,-0.29423-0.72595i,-0.40805-0.6797i,-0.31603-0.37201i,-0.15398-0.10935i,-0.075578-0.0070279i,-0.058384-0.0065111i,-0.062553-0.030031i,-0.061057-0.022527i,-0.0284-0.0012285i,0.012464-1.6711e-06i,0.030612-0.0080535i,0.023335-0.012595i,0.0044117-0.011487i,-0.014031-0.0076915i,-0.030047-0.010252i,-0.038715-0.013797i,-0.029253-0.010869i,-0.0098472-0.0079182i,0.0028822-0.0058425i,0.0031466-0.0033482i,0.0002514-0.0009284i
0.0074993+0.14802i,0.0632+0.3549i,0.20159+0.52109i,0.31962+0.44395i,0.29493+0.18947i,0.20442-0.0026115i,0.12611-0.061883i,0.056629-0.039929i,0.024017-0.0014845i,0.025626+0.00044633i,0.0188-0.022657i,-0.0043364-0.038026i,-0.027351-0.035359i,-0.035437-0.012918i,-0.021783+0.012367i,-0.0030912+0.023702i,0.0068539+0.031166i,0.015056+0.032272i,0.019207+0.017608i,0.014391-0.0010403i,0.0046036-0.013207i,-0.0060111-0.014044i,-0.011812-0.0080594i
0.06376-0.1276i,0.15483-0.29663i,0.22481-0.45854i,0.17393-0.48865i,0.014776-0.37547i,-0.12264-0.20503i,-0.15002-0.079599i,-0.099537-0.042465i,-0.050047-0.050688i,-0.037304-0.042386i,-0.038631-0.006726i,-0.029679+0.025448i,-0.0079238+0.035797i,0.016043+0.024361i,0.023164-0.0010618i,0.017904-0.02465i,0.01706-0.039145i,0.015424-0.045126i,0.0035252-0.036687i,-0.01204-0.016956i,-0.018463+0.001108i,-0.012498+0.010726i,-0.0029115+0.013011i
-0.11675+0.11401i,-0.33423+0.25106i,-0.6037+0.36792i,-0.68167+0.40848i,-0.45257+0.39319i,-0.13951+0.3177i,0.023818+0.21125i,0.039957+0.13312i,0.0192+0.087451i,0.023748+0.049463i,0.033275+0.015891i,0.030033-0.0041775i,0.014248-0.017788i,-0.014191-0.021694i,-0.03595-0.0021049i,-0.045261+0.024051i,-0.051969+0.03723i,-0.049848+0.041332i,-0.03309+0.038129i,-0.010787+0.029605i,0.0078609+0.020015i,0.018019+0.0089854i,0.016504-0.0011388i
0.099191-0.10125i,0.26097-0.18761i,0.43814-0.20519i,0.47144-0.1453i,0.31366-0.12831i,0.12879-0.16059i,0.056907-0.15312i,0.071742-0.10519i,0.074477-0.0755i,0.027214-0.063859i,-0.014903-0.04613i,-0.028184-0.028952i,-0.032101-0.0054086i,-0.019407+0.023524i,0.014151+0.033985i,0.050218+0.031797i,0.070539+0.03331i,0.063932+0.030499i,0.042814+0.022669i,0.030343+0.015639i,0.022939+0.010092i,0.011295+0.0065856i,0.00024287+0.0047587i
-0.07148+0.061614i,-0.15995+0.074494i,-0.23241+0.0069592i,-0.23539-0.065459i,-0.18187-0.013308i,-0.11889+0.088589i,-0.075726+0.07964i,-0.070122-0.01502i,-0.080977-0.048246i,-0.067965-0.0070542i,-0.042499+0.031453i,-0.021868+0.046658i,0.001598+0.035306i,0.01488+0.00051817i,0.00092973-0.034724i,-0.022129-0.059946i,-0.031755-0.073325i,-0.027949-0.0666i,-0.021256-0.045183i,-0.018289-0.025948i,-0.015916-0.015455i,-0.008774-0.010601i,0.0011481-0.0057246i
0.076249-0.012584i,0.14961+0.067448i,0.21813+0.25517i,0.27053+0.36634i,0.30638+0.23829i,0.26073+0.025813i,0.11877-0.043458i,0.00053021+0.020582i,-0.015985+0.056265i,0.0099763+0.020855i,0.022002-0.014213i,0.025841-0.025776i,0.016207-0.026676i,-0.0063935-0.01218i,-0.021023+0.015387i,-0.031794+0.043511i,-0.041009+0.0605i,-0.032314+0.053534i,-0.012729+0.029396i,-0.0020009+0.0064162i,-0.00048936-0.0096414i,-0.0018626-0.01911i,-0.003536-0.023892i
-0.066157+0.006531i,-0.10743-0.076212i,-0.10052-0.27422i,-0.080052-0.41708i,-0.11823-0.3314i,-0.15643-0.12661i,-0.1103+0.011302i,-0.025656+0.042326i,0.011059+0.026012i,0.0024907+0.012042i,-0.014134+0.00085469i,-0.033874-0.0091625i,-0.036064-0.0027622i,-0.0076287+0.0078772i,0.025569+0.0040828i,0.051731-0.0054255i,0.068555-0.0092706i,0.061969-0.0068786i,0.037882-0.0058714i,0.014763-0.0074126i,-0.002143-0.0047561i,-0.012795+0.0038194i,-0.017558+0.011029i
0.042351-0.038751i,0.033221-0.040726i,-0.057945+0.026626i,-0.14762+0.099265i,-0.10684+0.083618i,0.014521+0.023299i,0.087017-0.016463i,0.074554-0.02896i,0.047087-0.018044i,0.049432-0.00065006i,0.057875+0.016066i,0.059273+0.030845i,0.049208+0.024457i,0.021998+0.003544i,-0.0055083-0.0080058i,-0.024332-0.016345i,-0.034484-0.027442i,-0.032109-0.029084i,-0.024529-0.018074i,-0.019696-0.000745i,-0.011049+0.01622i,0.0036581+0.025031i,0.01501+0.023528i
-0.021078+0.051575i,0.033821+0.08161i,0.1595+0.050435i,0.20141-0.025271i,0.064754-0.065912i,-0.078133-0.065363i,-0.085873-0.057305i,-0.014301-0.050799i,0.025175-0.058368i,0.0061358-0.06579i,-0.014781-0.062124i,-0.016231-0.0603i,-0.020107-0.04722i,-0.023435-0.017419i,-0.017042+0.013256i,-0.0061823+0.040696i,0.00081473+0.057679i,0.0024709+0.051652i,0.0047417+0.033897i,0.011104+0.019614i,0.01482+0.0046239i,0.0095266-0.011851i,-0.0019099-0.021794i
0.010176-0.048246i,-0.065064-0.082005i,-0.222-0.045888i,-0.27096+0.057741i,-0.11249+0.14069i,0.048201+0.14593i,0.073261+0.084935i,0.031121+0.0078308i,-0.0065193-0.026663i,-0.026216-0.011552i,-0.043285+0.019557i,-0.051988+0.047505i,-0.035708+0.050758i,-0.012502+0.028826i,0.0039474+0.0062441i,0.02048-0.014962i,0.032041-0.03158i,0.029132-0.031474i,0.016626-0.018889i,0.0072722-0.0079731i,0.0039684-0.0030842i,0.00026135+0.003194i,-0.0030586+0.013028i
-0.034093+0.068345i,0.00046318+0.14235i,0.10626+0.16829i,0.15794+0.10677i,0.074754+0.013534i,-0.028842-0.053198i,-0.085495-0.068778i,-0.1147-0.032665i,-0.095208+0.0061989i,-0.040634-0.00030986i,0.0053705-0.024266i,0.030545-0.037342i,0.025802-0.036687i,0.0084677-0.027478i,-0.0059794-0.025162i,-0.029897-0.027634i,-0.05263-0.023079i,-0.052141-0.013052i,-0.034779-0.0046499i,-0.020025-0.0017626i,-0.0097292-0.0023549i,0.0065492-0.0060009i,0.020628-0.013262i
0.06219-0.080589i,0.075096-0.19099i,0.0339-0.24977i,0.0045281-0.16969i,0.035865-0.018637i,0.053478+0.095683i,0.026052+0.14175i,0.0097758+0.12612i,0.0024526+0.077175i,-0.017278+0.042736i,-0.036951+0.025292i,-0.046645+0.0094042i,-0.038063+0.0026972i,-0.022771+0.0044769i,-0.016977+0.014091i,-0.0088885+0.034843i,0.0045868+0.04998i,0.01295+0.044238i,0.013626+0.023351i,0.0083802+0.0071475i,-0.00077683+0.0023826i,-0.013937-0.0005314i,-0.021861-0.0040816i
-0.061921+0.088428i,-0.074626+0.21119i,-0.014436+0.27037i,0.059636+0.13616i,0.075219-0.099615i,0.07393-0.2216i,0.099516-0.1933i,0.10303-0.12376i,0.070163-0.063657i,0.047947-0.01539i,0.053058+0.016475i,0.058293+0.028077i,0.041201+0.024314i,0.023583+0.022413i,0.028523+0.020333i,0.041036+0.0029662i,0.042617-0.016554i,0.031616-0.020165i,0.017496-0.012326i,0.010413-0.0076006i,0.0057496-0.0068396i,0.0011889+0.00096907i,-0.0003982+0.0097778i
0.073041-0.087812i,0.095743-0.20337i,0.030369-0.2708i,-0.092005-0.16603i,-0.16923+0.03575i,-0.17239+0.12817i,-0.13464+0.090465i,-0.063282+0.04272i,0.0011769+0.011233i,0.013324-0.018643i,-0.010145-0.039022i,-0.027277-0.035505i,-0.018326-0.016148i,-0.0040816-0.012497i,-0.0099093-0.022403i,-0.026383-0.02191i,-0.030528-0.012851i,-0.019552-0.0056656i,-0.007364-0.0011441i,-0.0041031+0.00080777i,-0.0025832+0.0010655i,0.0025752-0.0019282i,0.0025044-0.0059409i
-0.091638+0.063292i,-0.15516+0.15147i,-0.13175+0.19826i,-0.0074658+0.13218i,0.11465+0.0234i,0.16355-0.013356i,0.15316-0.00063752i,0.095176-0.0089083i,0.039943-0.019801i,0.017876-0.0089909i,0.0096108+0.015143i,0.0044766+0.026656i,-0.003774+0.012353i,-0.020231+0.0066486i,-0.025323+0.026981i,-0.0072772+0.044847i,0.010639+0.043481i,0.012336+0.025841i,0.0037581+0.00653i,-0.00051271+0.001967i,0.0051326+0.0036668i,0.0076428+4.7202e-05i,0.0038891-0.0025252i
0.10563-0.051858i,0.18737-0.13108i,0.17173-0.18455i,0.012613-0.14903i,-0.16063-0.071734i,-0.22038-0.041761i,-0.19499-0.049069i,-0.1429-0.04003i,-0.089006-0.018659i,-0.039846-0.015473i,-0.0071038-0.030447i,0.00016995-0.037852i,-0.00063262-0.021177i,0.018055-0.0044163i,0.041357-0.016416i,0.039738-0.040613i,0.021822-0.047182i,0.0063397-0.032214i,-0.00074885-0.01178i,-0.0046185-0.0009008i,-0.010615+0.0036133i,-0.013024+0.0098179i,-0.0090207+0.013924i
-0.11706+0.051739i,-0.20831+0.13655i,-0.20215+0.2252i,-0.04246+0.24361i,0.13696+0.19926i,0.18652+0.1572i,0.12795+0.12231i,0.057449+0.075204i,0.01349+0.029245i,-0.018905+0.0072623i,-0.037306+0.015584i,-0.024119+0.022496i,-0.0037747+0.00081616i,-0.013916-0.025226i,-0.04503-0.029115i,-0.067309-0.013745i,-0.068344+0.0031456i,-0.049403+0.0082446i,-0.023931+0.0043035i,-0.0074227+0.002501i,0.0020476+0.0059682i,0.010896+0.005775i,0.014871+0.0018758i
