-0.0042654+0.0016316i,-0.0032681+0.0025789i,-0.0039664+0.0033489i,-0.0033156+0.0033386i,-0.001421+0.002955i,-0.00016701+0.0016023i,-0.0010194+0.00033995i,-0.0017304+0.00051921i,-0.00083108+0.00015656i,-8.3229e-05+7.5276e-05i,-0.00026345+0.00024842i,-0.00031366+0.00051964i,0.0003245+0.00070377i,0.0010618+0.00060673i,0.0011299+5.0305e-05i,0.00072115-0.00024414i,0.0005034+0.00066732i,0.00020396+0.00055692i,0.00030688-0.00030528i,0.00027528+0.00021312i,0.00026183+0.00091095i,0.00034728+0.00013857i,-3.0385e-05-0.00062903i
0.0088593-0.0089i,0.027497-0.0094382i,0.041812+9.8772e-05i,0.026308-0.0049765i,0.00074968-0.047172i,0.013094-0.076177i,0.025819-0.062555i,0.0089093-0.038745i,-0.0072386-0.019375i,-0.0069591-0.0064341i,-0.00016079-0.0035575i,0.003522-0.0046881i,0.0041999-0.003918i,0.0034002-0.0023417i,0.000949-0.0013933i,-0.00089948-0.00060595i,-0.0012029+0.0016042i,-0.0013411+0.0034275i,-0.0018995+0.0013722i,-0.0030502-0.0019145i,-0.0035425-0.00041457i,-0.002727+0.003121i,-0.001497+0.0035983i
-0.012461+0.010096i,-0.036907+0.025784i,-0.078275+0.025285i,-0.10933+0.0068728i,-0.11424-0.0161i,-0.10235-0.047576i,-0.074347-0.05802i,-0.047147-0.037177i,-0.025591-0.0163i,-0.0057848-0.0075906i,0.00523-0.004172i,0.007976+0.0013601i,0.0088689+0.0049108i,0.0077526+0.0020701i,0.0060744-0.0013967i,0.0079612-0.002502i,0.0098929-0.0036714i,0.0082316-0.0045803i,0.0057494-0.0038275i,0.0053314-0.0032323i,0.0056909-0.0039632i,0.0056516-0.0054204i,0.0048639-0.0070317i
0.0078476-0.021174i,0.030458-0.040099i,0.062894-0.030553i,0.059247+0.026106i,-0.0046845+0.076625i,-0.064709+0.072156i,-0.067643+0.032779i,-0.040312+0.0092766i,-0.014631+0.0082769i,0.00019829+0.0066344i,0.0035736+0.0010354i,0.0024472-0.0009609i,0.0026806-0.00035978i,0.0036497+0.00070432i,0.0045401+0.0008726i,0.0052417-0.00016371i,0.0059935-0.0007959i,0.0062303+0.00094026i,0.0049375+0.0032981i,0.0038002+0.0036694i,0.0041871+0.0032983i,0.0041966+0.0013956i,0.0034559-0.001568i
-0.0032206+0.019742i,-0.017444+0.050879i,-0.034792+0.071829i,-0.020442+0.073106i,0.024617+0.096693i,0.036134+0.12371i,0.0098873+0.10192i,-0.004758+0.059371i,-0.0032287+0.02807i,-0.0019598+0.0053157i,-0.0029457-0.0051372i,-0.0015086-0.0059486i,-0.0010594-0.0061547i,-0.0024821-0.0051821i,-0.0030025-0.003264i,-0.005278-0.0039213i,-0.0088334-0.005176i,-0.0089108-0.0033831i,-0.0070838+4.281e-05i,-0.0062521+0.0023004i,-0.0051022+0.0028181i,-0.0032975+0.002218i,-0.00256+0.0025053i
-0.0063443-0.025442i,-0.0011444-0.06901i,0.026282-0.11354i,0.077456-0.11608i,0.13063-0.079196i,0.14252-0.026458i,0.09738+0.013002i,0.044504+0.019179i,0.015929+0.0048481i,0.0022045-0.0072655i,-0.0037952-0.010511i,-0.004015-0.012477i,-0.003943-0.013209i,-0.004731-0.0092546i,-0.0053524-0.0057195i,-0.0077665-0.0034058i,-0.010372+0.00010738i,-0.010758+0.0021993i,-0.0094342+0.0015644i,-0.0074334+0.0010392i,-0.0060589+0.00086188i,-0.0075611+0.0020785i,-0.0095622+0.0053623i
0.01444+0.018664i,0.014938+0.061321i,-0.0063536+0.091337i,-0.040028+0.039091i,-0.032507-0.073786i,0.024943-0.12366i,0.056502-0.08157i,0.040548-0.033133i,0.014512-0.013305i,-0.0039264-0.0047298i,-0.0094946+0.00044596i,-0.0068052+0.0023944i,-0.0041107+0.0031793i,-0.0024406+0.0027754i,-0.00030776+0.0023663i,0.0017267+0.0043423i,0.0021448+0.0058738i,0.0024567+0.0039001i,0.0040442-0.00044757i,0.0045876-0.0042946i,0.0024469-0.0051841i,8.4158e-05-0.0041536i,0.00015647-0.0036963i
-0.019356-0.017069i,-0.046045-0.054089i,-0.077814-0.10006i,-0.11241-0.10564i,-0.1487-0.089762i,-0.14404-0.10027i,-0.079972-0.096967i,-0.023614-0.059128i,-0.0060318-0.023764i,-0.0027976-0.0022706i,-0.0039888+0.006964i,-0.0086237+0.0093576i,-0.0090747+0.00957i,-0.0050528+0.0077208i,-0.00033845+0.0069442i,0.006254+0.0086346i,0.013792+0.009743i,0.016037+0.0080854i,0.013042+0.0058719i,0.01036+0.0044477i,0.0091693+0.0035186i,0.010441+0.003088i,0.011611+0.001643i
0.031566+0.011288i,0.073226+0.048859i,0.10025+0.12402i,0.05658+0.18947i,-0.046438+0.19449i,-0.1093+0.13857i,-0.080847+0.058607i,-0.029686+0.0080766i,-0.0082813+0.0029459i,0.0018142+0.011356i,0.0080528+0.011552i,0.0067936+0.0085889i,0.004714+0.0065822i,0.003884+0.004108i,0.0030117+0.00082292i,0.0029458-0.0020692i,0.0031232-0.0019897i,0.0020266+0.0016754i,0.0005732+0.0041483i,-0.0014767+0.0038713i,-0.0019747+0.0037644i,-0.00029245+0.0027176i,0.001819+0.0013861i
-0.033348+0.0034562i,-0.078054-0.013537i,-0.10314-0.039875i,-0.046641-0.013554i,0.047573+0.09552i,0.063881+0.16898i,0.015085+0.12466i,-0.015683+0.050864i,-0.0099161+0.013768i,0.0060356-0.0033055i,0.011125-0.011249i,0.0090779-0.009556i,0.0066007-0.0061057i,0.0038563-0.0048094i,0.0022689-0.0049353i,0.0012377-0.007446i,-0.0019372-0.010784i,-0.0061269-0.010569i,-0.0081156-0.0061017i,-0.0067315-0.001777i,-0.0055116-0.00073123i,-0.0061706-0.001064i,-0.0073278-0.0008387i
0.031566-0.016613i,0.094816-0.027639i,0.1784-0.02922i,0.23679-0.032286i,0.25928-0.042401i,0.23522-0.033474i,0.14277-0.017451i,0.051506-0.012225i,0.016802-0.010912i,0.010864-0.014314i,0.0084168-0.01484i,0.0097955-0.0096513i,0.010042-0.0058321i,0.0074757-0.0045779i,0.0044741-0.0049206i,0.00047813-0.0061319i,-0.0030868-0.0070042i,-0.0030479-0.0081622i,-0.0014909-0.0096611i,-0.0011877-0.0079566i,-0.0015506-0.0054717i,-0.001764-0.006437i,-0.0033878-0.0069953i
-0.031597+0.028368i,-0.099354+0.051567i,-0.18134+0.02851i,-0.19136-0.075473i,-0.094434-0.20416i,0.013806-0.23309i,0.0407-0.14428i,0.019561-0.051801i,0.0053698-0.017585i,-0.0072285-0.013778i,-0.017034-0.0061759i,-0.016885+0.002405i,-0.012752+0.0050177i,-0.0071539+0.003695i,-0.0032547+0.0028367i,-0.0013606+0.0048779i,0.0021878+0.0071109i,0.005277+0.0059943i,0.0059407+0.0040679i,0.0059132+0.0038296i,0.0059362+0.0027806i,0.0055537+0.0017502i,0.0061129+0.0022856i
0.022663-0.038428i,0.06408-0.08727i,0.087373-0.12275i,0.0070532-0.11891i,-0.15244-0.1127i,-0.21707-0.12236i,-0.14443-0.093212i,-0.059462-0.03922i,-0.026212-0.011382i,-0.020716-0.0012818i,-0.01647+0.0023543i,-0.011249-0.00022369i,-0.0069903-0.0031264i,-0.0046464-0.0032503i,-0.0058322-0.0016549i,-0.0067945+0.0024411i,-0.0042636+0.008185i,-0.00067708+0.010354i,0.0014723+0.0080205i,0.0017109+0.0048221i,-0.00025909+0.0047154i,-0.0008753+0.0077536i,0.00072446+0.008642i
-0.01006+0.048288i,-0.043035+0.13306i,-0.10635+0.23508i,-0.17319+0.29991i,-0.2183+0.29789i,-0.2163+0.23455i,-0.13809+0.14585i,-0.0519+0.066913i,-0.019733+0.023885i,-0.0090206+0.014892i,0.0014188+0.012483i,0.0041939+0.0075355i,0.0021887+0.0046101i,0.0012978+0.0027141i,0.0023914-0.00059544i,0.0043982-0.0036909i,0.0024321-0.0029967i,-0.0028363+0.00080102i,-0.0050842+0.0032067i,-0.0051715+0.0027485i,-0.0046738+0.00081193i,-0.0040663+2.6494e-05i,-0.0043811-0.00032713i
-0.0069795-0.054236i,0.0085849-0.1353i,0.059386-0.18177i,0.13206-0.080107i,0.17091+0.1365i,0.1466+0.25463i,0.084341+0.17777i,0.030178+0.065115i,0.0099799+0.021769i,0.012977+0.0096161i,0.013925+0.00025139i,0.0093703-0.0039245i,0.0059885-0.0055131i,0.0027262-0.0048748i,0.0010621-0.00070575i,0.0040512+0.00058008i,0.0062806-0.0024877i,0.0024623-0.0050876i,-0.0026876-0.0054131i,-0.0033831-0.004081i,-0.00024373-0.0034924i,0.0027919-0.0048745i,0.0026428-0.0058023i
0.024312+0.043665i,0.055242+0.12511i,0.11252+0.18631i,0.20951+0.14514i,0.32175+0.040056i,0.34662-0.029449i,0.2472-0.046385i,0.12246-0.037325i,0.049656-0.018121i,0.021319-0.0093593i,0.0079443-0.0067085i,0.001642+0.00066411i,0.0012338+0.0064867i,0.0020901+0.0065902i,0.0021887+0.003885i,0.0021298+0.00091532i,0.0047952-0.00064767i,0.0097698-0.00076616i,0.012047-0.00050562i,0.009566+0.00075127i,0.006392+0.0030282i,0.0059284+0.0037865i,0.0072472+0.0021857i
-0.040767-0.046331i,-0.10032-0.1372i,-0.1558-0.26123i,-0.13832-0.36478i,-0.032978-0.42243i,0.05959-0.38441i,0.053667-0.24517i,0.012122-0.10291i,0.0014753-0.032047i,-0.0023146-0.014853i,-0.011245-0.0055671i,-0.012357+0.0011439i,-0.0086528+0.00037342i,-0.0052337+0.00010012i,-0.0034964+0.001473i,-0.002754+0.0026396i,-0.0002955+0.00361i,0.0031795+0.0040565i,0.0046548+0.0039925i,0.0032943+0.0032995i,0.0019738+0.0032033i,0.0010529+0.0040613i,-0.00048306+0.0044585i
0.054431+0.032163i,0.11828+0.087397i,0.13831+0.11675i,0.0098851+0.042295i,-0.21766-0.09166i,-0.32619-0.16004i,-0.24775-0.12066i,-0.12508-0.057965i,-0.057261-0.027846i,-0.030544-0.011841i,-0.014562-0.0049068i,-0.0052781-0.0048383i,-0.0014689-0.0028359i,0.00044009-0.0021718i,-0.00086406-0.0046234i,-0.0037316-0.0047584i,-0.0043312-0.0032312i,-0.0034624-0.0024012i,-0.0027219-0.0010364i,-0.0023151-0.00045217i,-0.0024138-0.0021459i,-0.003966-0.0037929i,-0.0067477-0.0043979i
-0.062937-0.0092846i,-0.1641-0.02397i,-0.29727+0.0052831i,-0.38708+0.12204i,-0.39901+0.23793i,-0.34261+0.24477i,-0.22422+0.16857i,-0.10513+0.081873i,-0.036927+0.027849i,-0.0066457+0.0091446i,0.0064614+0.0017989i,0.0088679-0.0032393i,0.0046145-0.0045062i,0.000818-0.0028139i,0.0030346-0.0015345i,0.0071924-0.0026072i,0.0039537-0.0033298i,-0.0042003-0.0022935i,-0.0076449-0.0025738i,-0.0054032-0.0038086i,-0.0018661-0.0045531i,0.0013387-0.0059242i,0.0020596-0.0070562i
0.070833-0.0044792i,0.18059+0.0016002i,0.30023+0.043487i,0.3326+0.15364i,0.26994+0.32115i,0.20261+0.3891i,0.14909+0.2632i,0.082931+0.10767i,0.036426+0.04221i,0.022921+0.018198i,0.01315+0.0019418i,0.0032922-0.0022279i,0.0014176-0.0014656i,0.002494-0.00090281i,0.0018867+0.00020622i,0.00091932+0.0029375i,0.00072042+0.0050262i,0.0013673+0.0033043i,0.0014474+0.00097978i,0.0014298+0.0015273i,0.00072945+0.0037383i,0.00019836+0.0068101i,0.00062372+0.008615i
-0.064572+0.027182i,-0.1419+0.063267i,-0.15146+0.10716i,0.030268+0.12711i,0.30448+0.0866i,0.40328+0.014159i,0.29254-0.0094118i,0.1532+0.0095663i,0.07047+0.013447i,0.026771+0.0010287i,0.0057489-0.0022857i,-0.0012584+0.0035226i,-0.0023202+0.0071642i,-0.00057365+0.0044434i,0.00040954-0.0017436i,-0.00028098-0.0054652i,0.0016023-0.0026903i,0.0060267+0.0028649i,0.0082894+0.0058221i,0.0042432+0.0046113i,-0.0024283+0.0027074i,-0.0070989+0.003942i,-0.006865+0.0067661i
0.057057-0.047152i,0.13829-0.13365i,0.20869-0.26385i,0.21249-0.41071i,0.18789-0.49795i,0.15659-0.4421i,0.083446-0.28533i,0.016134-0.13639i,-0.0044454-0.057769i,-0.012538-0.028792i,-0.018703-0.0074595i,-0.014375+0.0052131i,-0.0067405+0.0043427i,-0.0035915-0.00056424i,-0.0043309-0.00095532i,-0.0024742+0.0015418i,0.0012528+0.0012734i,0.0023391+0.001089i,0.001647+0.0025201i,0.0011416+0.002917i,0.001933+0.0032084i,0.0024503+0.0026871i,0.0015406+0.00087461i
-0.047931+0.064465i,-0.11802+0.14424i,-0.18778+0.16963i,-0.24394+0.049349i,-0.32685-0.14113i,-0.3745-0.2227i,-0.28229-0.16074i,-0.13214-0.093894i,-0.055205-0.06444i,-0.031803-0.031356i,-0.01077-0.013087i,0.00075784-0.012224i,0.0018147-0.010462i,-0.00066884-0.0070912i,-0.0039303-0.0032645i,-0.004977-0.00029089i,-0.0034838-0.00089629i,-0.00048056-0.00455i,-4.5228e-05-0.006696i,-0.0023778-0.0043063i,-0.00063824-0.00021399i,0.0062617+0.00091299i,0.010097-0.0040877i
0.02156-0.078494i,0.031379-0.1709i,-0.052259-0.2111i,-0.25846-0.097584i,-0.41336+0.085543i,-0.35351+0.17126i,-0.18473+0.1161i,-0.077544+0.030232i,-0.03499+0.004381i,-0.0067347+0.0077887i,0.0069629+0.0047027i,0.0079136+0.0015321i,0.0058808+0.00050369i,0.0020985+0.0025693i,0.0029549+0.0086278i,0.0063406+0.012176i,0.0037494+0.0098059i,-0.0012038+0.0057111i,-0.0019127+0.0023806i,0.00095961+0.0014047i,0.0038285+0.001991i,0.0056195+0.0023132i,0.0069598+0.0011974i
-0.0035831+0.079325i,-0.0033372+0.20474i,0.029848+0.33797i,0.090603+0.4274i,0.12609+0.48993i,0.1429+0.46496i,0.1377+0.30513i,0.077046+0.1448i,0.02137+0.078301i,0.011743+0.046315i,0.0078287+0.015646i,-0.001601+0.0019124i,-0.003708-0.00066034i,-0.00034768+0.0021339i,0.0031076+0.0040276i,0.0018833+0.00053281i,-0.0014113-0.00083937i,-0.001108+0.0013023i,-0.00083101+0.0031391i,-0.0025034+0.0037989i,-0.0041381+0.00057034i,-0.0076613-0.0044651i,-0.010928-0.0047845i
-0.014625-0.082541i,-0.029431-0.17463i,-0.015395-0.18678i,0.097502-0.044827i,0.28251+0.076693i,0.33419+0.025328i,0.18415-0.035961i,0.037247+0.0059712i,0.003819+0.033134i,0.0025039+0.011886i,-0.0036589+0.0087462i,-0.00052714+0.016131i,0.0022294+0.013577i,0.0052168+0.0063694i,0.012274-0.0041476i,0.016147-0.012157i,0.013544-0.01054i,0.0089249-0.00207i,0.00725+0.0034657i,0.0073818+0.00047552i,0.004556-0.0069879i,-0.0020693-0.011362i,-0.0088198-0.0085154i
0.049063+0.070231i,0.12378+0.14109i,0.23735+0.11603i,0.33075-0.094909i,0.32104-0.32632i,0.1984-0.35859i,0.064575-0.23588i,0.011835-0.11405i,0.013518-0.057669i,0.0081023-0.03807i,-0.0031294-0.021003i,-0.0072273-0.01134i,-0.0065266-0.010309i,-0.0027846-0.011218i,-0.0043724-0.010085i,-0.0071109-0.0052392i,-0.0019851-0.0017015i,0.0022609-0.0036266i,0.0011049-0.004098i,-0.00033043+9.4187e-05i,7.2786e-05+0.003839i,0.00092804+0.0056584i,0.0014766+0.0060798i
-0.065951-0.062346i,-0.15312-0.1447i,-0.22894-0.22306i,-0.25223-0.26329i,-0.26737-0.27814i,-0.28946-0.22776i,-0.21652-0.10233i,-0.068154-0.032844i,0.0023753-0.036979i,0.0034361-0.025472i,0.013314-0.014222i,0.020278-0.017545i,0.015256-0.013123i,0.0058617-0.008959i,-0.0065735-0.0075992i,-0.012725-0.0022668i,-0.0098925+0.0021033i,-0.0035657+0.0021942i,0.00028728-0.0020002i,-0.0015517-0.0064439i,-0.0061027-0.0013022i,-0.0051084+0.010491i,0.0034642+0.014516i
0.078684+0.040884i,0.15483+0.071907i,0.12708+0.050375i,-0.09125-0.016772i,-0.3004-0.0040277i,-0.24497+0.10793i,-0.041669+0.13301i,0.043432+0.048422i,0.020868+0.0047345i,0.0088561+0.004626i,0.00209-0.0061368i,-0.013929-0.011224i,-0.020994-0.005508i,-0.020127+0.0017903i,-0.015865+0.01019i,-0.010124+0.013878i,-0.0089345+0.010621i,-0.0091022+0.0061969i,-0.0075248+0.0041518i,-0.0069669+0.0050226i,-0.0045923+0.0050632i,-0.0016965+0.0029054i,-0.0015605+0.0024098i
-0.094437-0.012597i,-0.2143-0.00074019i,-0.29772+0.084523i,-0.25168+0.25442i,-0.11458+0.39369i,0.022637+0.36609i,0.077125+0.21375i,0.03566+0.089801i,-0.010339+0.046548i,-0.013341+0.027088i,-0.010651+0.0088713i,-0.0099892+0.0036287i,-0.0032484+0.001831i,0.0022141+0.0015687i,0.0086651+0.0018722i,0.014281-0.0020581i,0.013314-0.0022238i,0.0078113+0.0024907i,0.0025785+0.0066363i,0.0017324+0.0063585i,0.0055024+0.00052949i,0.0090964-0.0075477i,0.0059124-0.012641i
0.090018-0.0092866i,0.20291-0.014426i,0.2616+0.013262i,0.23356+0.1019i,0.219+0.14171i,0.21082+0.007639i,0.1011-0.1445i,-0.02398-0.12345i,-0.041671-0.044115i,-0.025126-0.020096i,-0.029609+0.0031085i,-0.022322+0.030345i,-0.007647+0.034406i,0.0036695+0.025541i,0.014848+0.015483i,0.019618+0.0072617i,0.018191-0.00033769i,0.012119-0.0021373i,0.0083932+0.001994i,0.010154+0.0047613i,0.011258+0.0035866i,0.010333+0.00025133i,0.0082218-0.0032556i
-0.085689+0.029488i,-0.15248+0.087141i,-0.093955+0.1379i,0.12972+0.084947i,0.28029-0.07031i,0.1905-0.17164i,0.035768-0.13852i,-0.0059213-0.06764i,0.0077535-0.036587i,0.0078347-0.020006i,0.011206-0.0035932i,0.0177-8.0677e-06i,0.019094-0.0049426i,0.015355-0.012065i,0.0032458-0.017004i,-0.0070045-0.01305i,-0.0055884-0.0049086i,0.003718-0.0011181i,0.0082654-0.0034339i,0.0045147-0.0049894i,-0.00056005-0.001074i,-0.0037617+0.0051619i,-0.0034934+0.0076471i
0.073742-0.05756i,0.1451-0.14822i,0.15597-0.25966i,0.071108-0.3184i,-0.044237-0.27449i,-0.13562-0.14847i,-0.13794-0.014249i,-0.057468+0.034362i,-0.0064688+0.012333i,0.0014589+0.0077992i,0.017249+0.011509i,0.023202+0.0035921i,0.013519-4.3357e-05i,0.0051356-0.0034046i,-0.0030334-0.0064737i,-0.009579-0.0049533i,-0.011774-0.0015069i,-0.011459-0.0025136i,-0.0095584-0.0063003i,-0.0072729-0.0083295i,-0.0085702-0.0080721i,-0.012389-0.0045735i,-0.014488+0.0026061i
-0.055338+0.063906i,-0.10298+0.12444i,-0.1092+0.10858i,-0.10903-0.029363i,-0.14598-0.11869i,-0.11792-0.010137i,-0.0056892+0.10376i,0.046784+0.079424i,0.024535+0.037852i,0.016791+0.018387i,0.015962-0.013666i,0.0040623-0.037027i,-0.007284-0.041615i,-0.017022-0.030957i,-0.017352-0.011091i,-0.0077065+0.0013767i,0.00062327+0.0026076i,0.0015591+0.00018818i,-0.0011225-0.0019756i,-0.0045921-0.0034717i,-0.0047868-0.0043853i,-0.0029145-0.0068391i,-0.0036366-0.009217i
0.034984-0.071803i,0.025614-0.14803i,-0.085079-0.15715i,-0.23887-0.027879i,-0.24176+0.13133i,-0.091981+0.1437i,0.0046278+0.051843i,-0.0075928+0.011621i,-0.018361+0.021905i,-0.0053629+0.0084468i,-0.0052724-0.0091058i,-0.0056725-0.0045495i,-0.0010027+0.0037164i,0.0019191+0.010338i,0.011496+0.012484i,0.01909+0.0072082i,0.010781+0.0039498i,-0.0024396+0.0065474i,-0.0073978+0.011908i,-0.0041227+0.016326i,0.0033225+0.015592i,0.010884+0.010226i,0.016862+0.0019023i
-0.021355+0.083626i,-0.020683+0.16758i,0.0038065+0.2219i,0.026321+0.21628i,0.026171+0.15117i,0.041269+0.026954i,0.042476-0.084675i,0.0083006-0.091037i,-0.0024626-0.047088i,-0.0046807-0.031517i,-0.022366-0.018958i,-0.029971+0.0024379i,-0.024811+0.012941i,-0.013064+0.013491i,-0.0046736+0.0062251i,-0.00487-0.003978i,-0.00095092-0.00762i,0.0055038-0.0048979i,0.0071018+0.0014235i,0.0065606+0.0065816i,0.0042365+0.010141i,0.0020785+0.014757i,0.003011+0.015956i
0.0083817-0.076775i,0.0034969-0.10244i,0.006988-0.0077868i,0.06661+0.16872i,0.13987+0.22332i,0.10794+0.11955i,0.022633+0.040959i,0.0096328+0.017115i,0.018954-0.014077i,-0.00083464-0.014829i,-0.0088286+0.0086793i,-0.0066362+0.016594i,-0.0013547+0.017763i,0.010389+0.009535i,0.0078036-0.0068267i,-0.004365-0.010238i,-0.0063679-0.0019951i,-0.00024783+0.0062367i,0.0071393+0.0067639i,0.0104+0.00070351i,0.0066226-0.0049643i,-0.0013398-0.0049585i,-0.0067332+0.0012766i
0.0087663+0.076821i,0.033656+0.10626i,0.085727+0.031341i,0.13259-0.11296i,0.11377-0.15642i,0.039206-0.061787i,0.0012754+0.02273i,0.0092404+0.021007i,0.0063073-0.0031541i,-0.002556+0.00071536i,0.0025462+0.0048123i,0.0066093-0.0055415i,0.0047415-0.014128i,-0.00059422-0.013419i,-0.0047989-0.0020191i,-0.0008178+0.010972i,0.003644+0.012353i,0.0056406+0.0024279i,0.0048403-0.0083851i,0.00092638-0.012788i,-0.001835-0.012943i,-0.0023397-0.013213i,-0.0067523-0.01229i
-0.009654-0.084223i,0.0041535-0.14414i,0.075205-0.15239i,0.16441-0.142i,0.17864-0.152i,0.12617-0.12647i,0.077204-0.071902i,0.034913-0.03729i,-0.00014014-0.006134i,0.0024136+0.011085i,0.01653+0.0038907i,0.025113+0.00027756i,0.02974-0.0024191i,0.017713-0.0050856i,0.0054074+0.0032856i,0.0062551+0.01267i,0.0087667+0.01634i,0.0078024+0.011309i,0.0040899+0.0014389i,-4.1461e-05-0.0035049i,0.0011491-0.0033258i,0.0077644-0.0056497i,0.013915-0.013748i
0.027441+0.078785i,0.0074856+0.11469i,-0.10741+0.04669i,-0.2708-0.084171i,-0.29572-0.13549i,-0.15317-0.11003i,-0.033138-0.09326i,-0.022098-0.055694i,-0.02081-0.0048246i,0.00020764-0.0019637i,0.0015516-0.011981i,-0.0032591-0.0035833i,-0.0084804+9.8947e-05i,-0.013767-0.0025498i,-0.0040234-0.0051762i,0.0063866-0.01507i,0.0032006-0.028107i,-0.0070625-0.027007i,-0.014102-0.012015i,-0.013983+0.0034236i,-0.0097781+0.01305i,-0.0031252+0.016974i,0.0043622+0.017345i
-0.038672-0.082209i,-0.057468-0.15327i,-0.034353-0.15959i,-0.014769-0.087429i,-0.061058-0.01818i,-0.11029+0.0034779i,-0.10554+0.0065226i,-0.065188+0.0081238i,-0.023211+0.0021025i,-0.0024619-0.0045346i,-0.00094772-0.0014337i,-0.008004+0.0010026i,-0.011531+0.001546i,0.00089335+0.0017076i,0.013925-0.0096674i,0.011932-0.02731i,0.0067181-0.031136i,0.0071881-0.017528i,0.008775-0.0036761i,0.0057589-0.00098801i,-0.0021169-0.0017234i,-0.010767+0.0028283i,-0.013948+0.0082438i
0.055545+0.094354i,0.06006+0.21155i,-0.034744+0.34799i,-0.17162+0.44295i,-0.19765+0.41881i,-0.12679+0.28045i,-0.069201+0.14754i,-0.027365+0.065097i,0.0018268+0.0081352i,-0.0056895-0.010903i,-0.018059-0.0088712i,-0.022939-0.013999i,-0.026279-0.009196i,-0.020584-0.00023907i,-0.016652-0.00056976i,-0.018569+0.0057683i,-0.018498+0.020578i,-0.015518+0.025968i,-0.0071197+0.021787i,0.0037205+0.014257i,0.0083574+0.0031526i,0.0043315-0.0043656i,-0.00433-0.0031343i
-0.077008-0.07663i,-0.11987-0.17758i,-0.069798-0.25591i,0.078304-0.23981i,0.17909-0.13209i,0.15743-0.02739i,0.09565+0.0091929i,0.04827+0.00047155i,0.010613-0.010198i,-0.0018395-0.0088577i,0.011143-0.0078053i,0.030383-0.0094639i,0.03821-0.010849i,0.022715-0.0078833i,-0.0034212+0.0084501i,-0.017226+0.03404i,-0.014499+0.044896i,-0.008749+0.032121i,-0.0063016+0.013104i,-0.0027585+0.0015738i,0.003261-0.00048172i,0.009366-0.0028848i,0.0097105-0.010881i
0.10388+0.06237i,0.23431+0.16451i,0.36594+0.27151i,0.42736+0.29153i,0.3861+0.18325i,0.28345+0.034081i,0.18499-0.038361i,0.10498-0.033575i,0.043316-0.013386i,0.01113-0.0049209i,-0.0017302+0.0049343i,-0.0028196+0.027865i,0.0012059+0.036737i,-0.0052607+0.022943i,-0.010829+0.01245i,-0.0041907+0.0075427i,0.0037595+0.0014595i,0.0087738-0.0016647i,0.0092562-0.0031813i,0.0022672-0.00063908i,-0.0033721+0.0057544i,3.2268e-06+0.0076077i,0.0073204+0.0045017i
-0.11623-0.048999i,-0.25592-0.12784i,-0.37146-0.24496i,-0.36801-0.34839i,-0.25144-0.34088i,-0.12996-0.20818i,-0.061405-0.072673i,-0.027271+0.0011465i,-0.0036451+0.025698i,0.010624+0.014402i,0.0046651-0.003657i,-0.0084658-0.014068i,-0.0099829-0.021683i,0.0061049-0.022291i,0.032316-0.022476i,0.052405-0.036575i,0.055742-0.050259i,0.042869-0.044358i,0.023633-0.027468i,0.0076366-0.014365i,-0.0026943-0.0067205i,-0.0057302+0.00023259i,-0.0029908+0.0058073i
0.12609+0.0050484i,0.27393+0.0015572i,0.38822-0.046053i,0.32781-0.10568i,0.11214-0.10514i,-0.057134-0.061164i,-0.087714-0.045172i,-0.060969-0.057257i,-0.03724-0.041495i,-0.017382-0.0051598i,-0.0064067+0.0051693i,-0.0090145-0.006978i,-0.011492-0.0076263i,-0.002797+0.0053908i,0.0085482+0.011152i,0.015611+0.0072577i,0.016893+0.0063267i,0.013255+0.0083495i,0.011882+0.0074293i,0.013109+0.0022423i,0.011315-0.0033549i,0.0036906-0.0024459i,-0.004686+0.0033277i
-0.13215+0.017251i,-0.32322+0.060008i,-0.55073+0.1519i,-0.65396+0.22989i,-0.5146+0.19995i,-0.25203+0.10258i,-0.075343+0.010601i,-0.020178-0.041531i,-0.015483-0.039875i,-0.014114-0.018824i,-0.006965-0.013644i,-0.0042149-0.02186i,-0.0090725-0.023954i,-0.016705-0.020858i,-0.029253-0.017509i,-0.049308-0.0021659i,-0.062801+0.015905i,-0.058536+0.018823i,-0.040687+0.012984i,-0.018641+0.0089141i,-0.00075721+0.0073274i,0.0065813+0.0024672i,0.0056785-0.0037795i
0.11762-0.051295i,0.24663-0.14722i,0.34138-0.27544i,0.3228-0.29257i,0.23593-0.14324i,0.17578-0.019391i,0.11269-0.0070035i,0.025133-0.0031906i,-0.015848+0.0049638i,-0.0095105-0.0071483i,0.00067537+0.00060138i,0.014011+0.029098i,0.020098+0.036663i,0.0084269+0.021266i,-0.010916+0.0070861i,-0.027255+0.0054161i,-0.032215+0.008252i,-0.025282+0.0071268i,-0.016642+0.0046678i,-0.013006+0.005178i,-0.010487+0.0058652i,-0.006094+0.0019355i,-0.001545-0.0028148i
