-0.0044094+8.6681e-05i,-0.0032848-0.00015042i,-0.0044642+0.0013853i,-0.0039327+0.0023313i,-0.00085957+0.0019598i,0.00070943+0.0017683i,0.00041021+0.0019325i,0.00093445+0.0016436i,0.0017148+0.0013718i,0.001572+0.0012082i,0.0015092+0.00099627i,0.0011851+0.0010525i,0.00058486+0.001095i,0.00036626+0.0005586i,0.00038203+0.00035451i,0.00012121+0.0013041i,-0.00077447+0.0012618i,-0.00093896+0.00018824i,-0.00037234-6.2352e-05i,0.00016928+0.00044463i,0.00022788+0.00011474i,-7.6021e-05-0.0001776i,-0.00052857+0.00027829i
0.00035838-0.00023604i,0.00031733-0.00090913i,0.0019755-0.00048368i,0.0015714-0.00035816i,0.00027425-0.00090115i,0.00025677-0.0010354i,-0.00019237-0.00053863i,-0.00022065+0.00044159i,0.0002934+0.0011444i,-0.00018856+0.00038391i,-9.329e-05-0.00058579i,0.00042803-0.00068237i,0.00027754-0.0013453i,0.00022643-0.0014818i,-0.00012357-0.00068319i,-0.00037886-9.9699e-05i,5.1159e-05-0.00021151i,0.00050009-0.00035107i,0.0006121-0.00026438i,0.00062931-6.3986e-05i,0.00057159-4.2467e-05i,0.0005525+4.3199e-05i,0.00083167-4.7034e-06i
-0.001723+0.0011762i,-0.0011382+0.0019441i,-0.00049611+0.0023219i,-3.0606e-05+0.0017502i,0.00023439+0.00096319i,0.00035734+0.0010659i,2.5664e-05+0.0013249i,0.0005129+0.00083894i,0.00075176+0.0003987i,0.00083707+0.00074904i,0.0016476+0.00096852i,0.0020107+0.0001361i,0.00077683-0.00018916i,0.00036542+0.00047413i,0.00098088+6.164e-06i,0.00069056-0.00090852i,-9.984e-05-0.00019629i,-0.00011685+0.00053198i,0.00018464+0.00042244i,0.00030361+0.00017986i,0.00043006+0.00022002i,9.5439e-05+0.00067369i,-0.0008103+0.00082845i
-0.00193-0.0025072i,-0.0021418-0.0019647i,-0.0027536-0.0020103i,-0.0028857-0.0014784i,-0.0013005-0.00062076i,0.00047075-0.00050352i,0.0015467+0.00016204i,0.0012276+0.0008741i,0.00063735+0.00029919i,0.0011226+0.00018445i,0.0018098+0.00036305i,0.001205+9.8624e-05i,9.8614e-05+5.6423e-05i,-0.0010817+0.00053139i,-0.0012875+0.0011184i,-0.00017998+0.00045171i,0.00084436-0.00025742i,0.0010775-0.00028233i,0.00084738-0.00028723i,0.0010372+0.00063342i,7.337e-05+0.00088767i,-0.00052114+0.00013881i,0.0004288-0.00012827i
-0.0011614+0.00069906i,-0.0016012+0.00072371i,-0.0010632+0.00078191i,-0.00052485+0.0014729i,-0.00036487+0.0015949i,0.00021991+0.0016106i,0.0003713+0.0015214i,0.00051516+0.0007028i,0.0012634+0.00018677i,0.0012268-0.00013586i,0.00067279-0.00034006i,0.00028918-0.00077153i,0.00017015-0.0007747i,0.00021123+4.8521e-05i,0.00048286+0.0003513i,0.00043765+0.00026821i,0.00011381+9.3783e-05i,0.00056413-0.00013925i,-0.00038855-0.00020358i,-0.0010954+0.00018052i,-0.00029264+0.00034838i,0.00075452+0.00017529i,0.00083723-8.275e-05i
0.00044103-0.00051323i,0.0011743-0.0011701i,0.0017091-0.0015452i,0.0011765-0.001947i,3.5812e-05-0.0025494i,-0.0010725-0.0016959i,-0.001171+0.00013074i,-0.00046695+0.00042685i,0.00029189+0.00034609i,0.00045469+0.00054179i,0.00015852-0.00053037i,0.00078755-0.0014819i,0.0010446-0.0010801i,0.00073751-0.00028362i,0.00033353+0.00041241i,0.00020944+0.00028649i,0.00069515-0.00040404i,0.00057962+0.00018348i,-1.3425e-05-0.00013169i,-0.00028872-0.00079841i,-0.00021211-0.0006512i,0.00032445-0.00063095i,0.000108-0.0005615i
-0.00023435+0.00081479i,-0.00063932+7.0971e-05i,-0.00043731-0.00030572i,-0.00014739-0.00017849i,-0.00028762+0.0005482i,-9.2793e-05+0.000553i,0.00058919-7.5799e-05i,0.00088724+4.0861e-05i,0.00019946+0.0011492i,-0.00038278+0.00094733i,-0.00019999-6.1257e-05i,-0.00041087-0.00014517i,-0.00045375-0.00028093i,0.0003726+0.00010791i,0.0008213+0.00064329i,0.00025737+0.00073816i,1.8461e-05+0.00024872i,-0.00020915+0.00027368i,-0.0010457+0.00064343i,-0.00072718+0.00074201i,-0.00018364+0.00094279i,0.00027142+0.00075288i,0.00045872+0.00055467i
-0.0003043+0.00084941i,7.9033e-05+0.0008237i,9.8206e-05+0.0017314i,0.00075616+0.0024541i,0.00083717+0.0018092i,0.00063538+0.0007331i,0.0008478-0.00014957i,0.00039525-0.00031325i,0.00069324+0.0010184i,0.0012658+0.0022138i,0.00082716+0.0012633i,0.00066038+0.00043473i,0.00041391+0.00019879i,-4.4047e-05+9.3004e-05i,0.00023838+0.00042552i,0.00047331+0.00016145i,0.0009035-0.00015209i,-8.8818e-05-0.00059494i,-0.00073126-0.00078861i,-0.00099473-0.00029763i,-0.0008961-2.8613e-05i,2.2263e-05+0.00031697i,0.00033038+0.00074408i
0.00085827-0.00062125i,0.0013175-0.00041021i,0.0021482-0.00046329i,0.0020552-0.0009546i,0.0013197-0.0010559i,0.00022272-2.2777e-05i,-9.1792e-05+0.0011375i,0.00083464+0.00067728i,0.001368-0.00041543i,0.0013523-0.00047876i,0.00091479-0.0003522i,0.0008308-0.0011344i,0.0011099-0.0013829i,0.00025176-0.00037789i,-0.00060915+0.00020776i,-0.00037571-0.00043677i,-0.00032987-0.00044389i,-0.00044162+0.00042032i,0.00016144+0.00089655i,0.00063953+0.0010018i,0.00074186+0.0008087i,0.0010067+0.00047779i,0.00049979+0.00012037i
-0.00020358-0.00033666i,-0.00058882-0.00084828i,-0.0010169-0.001357i,-0.00031712-0.0013297i,0.00089294+9.2421e-05i,0.0017178+0.00127i,0.0014069+0.00083792i,0.00059138+0.00042241i,0.00035006+0.00044419i,0.00045676-0.00013767i,0.00055915-0.00020972i,0.00031558+2.9045e-05i,0.00065475-6.0838e-05i,0.00057107+6.0032e-06i,-5.4383e-05+0.00040689i,0.00048153+0.00045138i,0.00098626-0.00024827i,0.00095647-0.00069001i,0.00067254-0.00031743i,0.00024114-5.1381e-05i,0.00014513+0.00062681i,0.00047541+0.0010068i,0.0002099+0.0011583i
-0.00052364+0.0012411i,5.5599e-05+0.00091583i,0.0019559+0.0018632i,0.0022637+0.0016827i,0.001572+0.00041286i,0.00083168-5.7434e-05i,-0.00034445+0.00023795i,-0.00030885-0.00034191i,1.8085e-05-0.00023784i,-0.00028216+6.7618e-06i,7.5316e-05-0.00073688i,0.00039724-0.00083141i,-0.00017497-0.00048562i,-0.00030617-0.00058753i,3.4441e-05-0.00033891i,-9.7625e-05+0.00072059i,-0.00059394+0.0012546i,-0.00067027+0.00079997i,-0.00061176+0.00031987i,-0.00059833-0.00036964i,-0.00036802-0.0010094i,0.00047339-0.00039144i,0.0003551+0.00029319i
0.0012061+0.0028026i,0.0022338+0.0019171i,0.0028586+0.00075436i,0.0027241-0.00025775i,0.0015885-0.001176i,-0.00019168-0.00077927i,-0.001049+0.00058729i,-0.00011205+0.00082858i,0.00070915+0.00077286i,0.00090265+0.00021312i,0.0016907-0.00082959i,0.0023494-0.00074534i,0.0013823+5.6095e-06i,0.0010495+0.00030332i,0.0012899+0.00029811i,0.00065997+0.00016255i,-0.00010058+0.00032563i,-0.00073864+0.00068388i,-0.0010761+0.0006575i,-0.00076568+0.00049617i,-0.00060527+0.00025426i,-0.00028731+0.00032785i,0.00067621+0.0002002i
-7.0853e-05+0.0014404i,-0.00036617+0.0016073i,-0.00089268+0.0011958i,-0.00047427+0.00041897i,0.00023956-0.00017604i,0.00063794+0.00057879i,0.00055279+0.0016389i,0.00030226+0.0011423i,0.00024848+0.00014239i,0.00041596+0.00020284i,0.0013233+0.00040205i,0.0015108-0.00042704i,0.00045364-0.00087747i,0.00031658-0.0014693i,0.00066754-0.0015497i,0.00012932-0.00089468i,1.2349e-06-0.00032457i,0.00041566-0.00031578i,0.00065505-0.00069015i,0.00038054-0.00062075i,-0.00034863-0.00065205i,-2.6354e-05-0.00022452i,0.00020512-8.3928e-05i
-0.00096766-0.00086103i,-0.00066255-0.00054109i,-0.0010442+0.0006901i,-0.00056657+0.0018441i,0.00041238+0.0015382i,0.0011594+0.00024929i,0.0014434-0.00011432i,0.0012408+0.0005582i,0.0010087+0.00025142i,0.0012372-0.00075001i,0.0016342-0.00060291i,0.0012274-4.2061e-05i,0.00037277+2.6581e-05i,0.00027683+1.0956e-05i,0.00047419+0.00012412i,-0.00015572+0.00073267i,-0.0003696+0.00064832i,0.00020078+8.0845e-06i,0.00058638-0.00034141i,0.00080224-0.00023772i,0.00023341-1.601e-05i,-0.0010789-0.00013002i,-0.0013883-0.00015844i
-0.0011524+0.00042891i,-0.00034145+0.0002131i,0.00054671+8.4581e-05i,0.0013439+0.00035372i,0.0020112+0.00086702i,0.0019998+0.001053i,0.00095618+0.00029574i,0.000528-0.00042661i,0.00071625-0.00018962i,0.0011434+0.00022426i,0.0014244+0.00092697i,0.00075953+0.0012734i,0.00034573+0.00042943i,3.6607e-05+0.00014978i,-0.00024133+0.00025517i,0.00043874+0.00046146i,0.00038985+0.00034967i,0.00023842+0.00021889i,9.5108e-05+0.00021326i,-0.00064772+0.00085658i,-0.001117+0.00084776i,-0.00097253+5.7494e-06i,-0.00041042+1.8875e-05i
0.00029973-0.00017297i,-0.0006934-4.4595e-05i,-0.00086885+0.00044212i,0.00048166+0.00027366i,0.0018806+0.00090335i,0.0017318+0.00098127i,0.00068707+0.0005303i,0.00043442-0.00012795i,0.00050886-0.00017743i,0.00059591+6.6327e-05i,0.00024106-0.00016479i,7.796e-05-0.00053865i,0.00027483-0.00059685i,-0.00016865+0.00021221i,-0.00087415+0.00065985i,-0.00079029+0.0005611i,-0.00055199+0.00047101i,-0.0007611+0.00080924i,-0.00055157+0.00091521i,0.00032267+0.00057388i,0.00080218+0.00018339i,5.7266e-05-7.3624e-05i,-0.00058218-0.00017878i
0.00015738+0.00082234i,0.00010836+0.00051211i,0.0001697+0.00034593i,0.00037632-0.00019278i,0.00042343-0.0003792i,0.00084078-0.00058145i,0.00075988-0.0010219i,-0.00016245-0.00036957i,-7.3402e-05+0.00066668i,-1.9656e-05+0.00035981i,-0.00010417-0.00070459i,0.00051331-0.0012329i,0.00065353-0.00097851i,0.00029159-0.00051421i,0.00043507+1.754e-05i,0.0012021+0.00025306i,0.0011253+9.486e-05i,-0.00054809-4.3566e-05i,-0.0013005+0.0001229i,-0.00057599+7.6437e-05i,0.0001046-0.00041299i,0.00047102-0.00071026i,0.00073746+1.1194e-05i
-0.00074523-0.00016257i,-0.0013189+8.1207e-05i,-0.0019693-4.8353e-05i,-0.0010524-0.0012323i,0.00021193-0.0017816i,0.00071133-0.00032051i,0.00049518+0.00013252i,8.5949e-06-0.00013173i,-0.00049727+0.00050695i,-0.00030673+0.0003069i,-1.9887e-05+0.00016239i,-0.00015519+1.6546e-06i,0.00015078+0.00010425i,0.00019529+0.00039633i,0.00012598+0.00033026i,-0.0003311+0.00050035i,-0.00095949+0.00034917i,-0.0010029-0.00012116i,-0.00084493-0.00029599i,-3.0764e-05-0.00056318i,0.00072823-0.00090143i,0.00083759-0.00039943i,0.00056175+0.00061999i
-0.00077384-0.00042684i,1.2152e-05+0.00086631i,0.00085957+0.0017315i,0.0012987+0.0013679i,0.0010856+0.00096322i,0.00090931+0.00093692i,0.0011074+0.00088043i,0.0014504-0.00012539i,0.0012397+6.6512e-05i,0.00037681+0.00030309i,0.00058166+0.00020838i,0.0014141+0.00031707i,0.00066306+6.3554e-05i,-0.00030864+0.00010171i,0.00012958-9.025e-05i,0.00078552-0.00030248i,0.00053443-0.00058255i,9.3627e-05-3.6584e-05i,0.00023918+0.00055657i,-0.00050542-5.7703e-05i,-0.0011798-0.00054686i,-0.0014621-3.0066e-05i,-0.00033272+8.1588e-05i
0.0003403-0.002377i,0.00034635-0.0022263i,-0.00039454-0.0024761i,-0.0013446-0.0016929i,-0.0015353-0.0002404i,-0.00036256+0.00090553i,0.0010569+0.00050808i,0.0011212+0.00019281i,0.00046599+0.00028618i,0.00018283-0.00054296i,0.00062454-1.8549e-05i,0.00046019+0.00095089i,0.00010057+0.00031572i,0.00035034-0.0001585i,0.00031089+5.416e-05i,-0.00011447-0.00018375i,0.00031168-0.00042694i,0.00037857+7.6326e-05i,-0.00036093-7.8721e-05i,-0.00048469-0.00027593i,-0.00055056+0.00039598i,-0.00083811+0.00037071i,-0.00045938+0.0001856i
4.7668e-05-0.00027341i,-0.00048283-0.001275i,-0.00047957-0.0014561i,-0.00015476-0.0015581i,0.00093262-0.0024761i,0.001479-0.0017145i,0.00076726-0.0003133i,0.00075012+0.0005605i,0.0012321+0.00074844i,0.0012976-6.3436e-05i,0.00022325-0.00076423i,-0.000402-0.00024148i,0.00014931+0.00081484i,-4.8349e-05+0.00051739i,-0.00022438+0.00031154i,0.00040828+0.00058285i,0.00066638+0.00037697i,0.00036591-1.3661e-06i,6.3591e-05-0.00024625i,0.00010198-0.00042742i,0.0003207-0.00044598i,0.00043414-0.00032761i,0.0006695+6.5878e-05i
-0.0013295-0.0013406i,-0.00098799-0.0012461i,-0.0016287-0.00072081i,-0.0019095-0.00043791i,-0.00082216-0.0003953i,4.1004e-06-0.00021126i,-0.00028663-3.2936e-05i,-2.6888e-05-0.00014755i,0.00019468+3.8058e-05i,0.00032418+0.0008384i,0.00023542+0.00030067i,2.167e-05-0.00034816i,0.0001767-0.00072345i,-0.00037404-0.00025844i,-0.00081749+0.00017667i,-0.00053663-0.00021676i,-0.00047084-0.00016195i,-0.00025889+0.00089014i,0.00026048+0.0012281i,0.00022419+0.00077531i,-0.00041199+0.00025846i,-0.00060527-0.00022522i,0.0001237-0.00040077i
0.0004057-0.00083773i,0.00074739-0.0013851i,0.001136-0.002933i,0.00042555-0.0036162i,0.00010794-0.0028801i,0.00058321-0.00059656i,0.0012053+0.00050986i,0.00012278-5.642e-05i,-0.00085572-0.00072859i,-0.00013048-0.00019352i,-6.1333e-05+0.00020276i,-0.00048857-0.00036847i,-0.00057085-0.00057175i,6.5619e-06-0.00061416i,0.00054795-0.00044689i,0.00050113+9.6143e-05i,9.1739e-05+2.7481e-05i,7.7517e-06-0.00037649i,0.00013362+1.2641e-05i,-4.85e-05+0.00040998i,-5.608e-05+0.00043077i,-4.0552e-05+0.00033975i,0.00016393-0.0001837i
0.00050773+0.0014243i,0.00049192+0.0011657i,0.0021958+0.00018363i,0.0018339-0.00057907i,2.5504e-06-0.00077031i,-0.00041127-0.001088i,-0.00029747-0.00090013i,-0.0005927-0.00034409i,-0.0011131-0.00011122i,-0.0015386-0.00043095i,-0.00086331-7.5358e-05i,1.0488e-06+0.00047634i,0.00070434+0.00031939i,0.001227-0.00023456i,0.0013571-0.00044568i,0.001032-0.00022024i,-1.5568e-05-0.00049613i,-0.0011087-0.00033612i,-0.00074371+0.00026289i,0.00031642-7.9295e-05i,0.0009945-0.00091468i,0.00085417-0.0008862i,0.00024778+0.00039506i
0.00064673+0.0010504i,0.00076179+0.0016477i,0.0020766+0.00037108i,0.0031009-0.001314i,0.0018767-0.0020003i,0.00022581-0.0025198i,-0.0014372-0.0028704i,-0.0047138-0.0023738i,-0.0059429+0.00011129i,-0.0043126+0.0027186i,-0.0024365+0.0033365i,-0.00030305+0.0034791i,0.0011579+0.0027252i,0.0013644+0.0016029i,0.001065+0.00083954i,0.00051129-0.00044685i,-0.00011299-0.00066296i,-4.2617e-05+8.5768e-06i,0.00040275+0.00043259i,0.00091191+0.00068743i,0.00047085+0.00031599i,2.534e-05-0.00026837i,-0.00010895-0.00054305i
-0.0018148-0.00038944i,-0.00098679-0.00080377i,-0.0017752+0.00046031i,-0.0020077+0.00049558i,-0.00095417+0.00078617i,0.0005648+0.0020132i,0.0017445+0.0024947i,0.0033894+0.0023058i,0.0040083+0.0013917i,0.0034132-0.00012148i,0.0032814-0.00061599i,0.0024391-0.00043639i,0.0010911-0.00046654i,0.00057235-0.00023794i,0.00058557+0.00073855i,0.00034124+0.0012133i,-0.00023454+0.00047944i,-0.00070984+0.00037666i,-0.0011383+0.00042839i,-0.00077265+0.00035562i,3.9834e-05+0.00060202i,6.5949e-05+0.00053222i,0.0002045+0.00054653i
-0.00023366-0.00022953i,-0.0010185+0.00026434i,-0.001783-7.554e-05i,-0.0026073+0.00015372i,-0.0014813+0.00031969i,1.0855e-06+0.00075344i,0.00098902+0.0012265i,0.0017209+0.0012497i,0.0015282+0.00052084i,0.0010706-0.00033669i,0.00033336-0.00081169i,-3.6169e-05-0.0010112i,-0.00014654-0.0010658i,-0.00049086-0.0012122i,-0.00070746-0.00059767i,-0.00066903-0.00018265i,-0.00029146+0.00036836i,8.676e-05+0.00043763i,-0.00031535-0.00055762i,3.6697e-05-0.00090594i,0.00089165-0.00092694i,0.00064809-3.4704e-05i,0.00012502+0.00059081i
-0.00043452-0.0025117i,-0.00059556-0.0004068i,-0.0015547+8.311e-05i,-0.0017163-7.6021e-05i,-0.00099059+0.00076917i,0.0004649+0.0014917i,0.0014082+0.001399i,0.0015575+0.00070234i,0.0016292+0.00027942i,0.0010164+0.00022215i,9.1999e-05-0.00067478i,0.00010842-0.00075566i,0.00025517+0.00061191i,-2.5647e-05+0.001245i,0.00022958+0.0010554i,0.00027836+0.00092177i,0.00021954+0.00061156i,0.00012181+0.00093152i,-0.00016221+0.0007567i,3.2228e-05+9.8968e-06i,0.00018678-0.000105i,-0.00073069+6.0008e-05i,-0.0009635+4.9047e-05i
0.00091771+0.002082i,0.0011304+0.00073469i,0.0015874-7.6961e-05i,0.0022318-0.00067429i,0.0018879-0.00057513i,0.00086952+0.00012998i,0.00051099+0.00068013i,0.00091276+0.00065204i,0.0013758+0.00037091i,0.0021759-0.0001321i,0.0018924-0.00037272i,0.0009782-0.0011699i,0.00092815-0.0018628i,0.00069001-0.00054293i,-4.8976e-05+0.0002389i,4.2996e-06-0.00044055i,0.00035233-0.00087829i,0.00013932-0.00086495i,0.00030461-6.9516e-05i,0.00050486+0.00029368i,0.00025838-0.00025997i,-0.00039369-0.00030952i,-0.00080792-0.00038433i
0.0011716+0.00024463i,0.00095905+0.00093236i,0.00058577+0.0010337i,0.00042725-0.00038807i,0.00064604-0.00019722i,0.00098952+0.00071298i,0.00089082+0.00070673i,0.001529+0.00047815i,0.0021636-0.00033011i,0.0022019-0.0014137i,0.0019086-0.001436i,0.0013891-0.00062464i,0.00051208-0.00030229i,0.00010809+4.3168e-05i,0.00052993+0.0005162i,0.0011207+0.00028908i,0.00037329+0.00093188i,7.5844e-05+0.0011254i,0.00012755-0.00014773i,-8.9371e-05-0.0003446i,0.00060972-0.00028513i,0.00085557-0.00039143i,2.8395e-05-0.00042166i
0.00076548-0.0012285i,0.0011978-0.001311i,0.00066093-0.00097478i,2.6299e-05-0.0013006i,-2.4569e-05-0.00026026i,-5.4013e-05+0.00082433i,1.3618e-05+0.00068412i,0.0003297+0.00062995i,5.7661e-05+0.00030674i,0.0007031-0.00025324i,0.0009039-0.00061664i,-0.00014947-0.00086695i,0.000171-0.0012252i,0.001102-0.0010851i,0.0012362+0.00023573i,0.00084985+0.001106i,0.001205+0.00092974i,0.00069595+0.00045076i,-0.00077173+0.0001268i,-0.00092697+0.00035808i,-0.00068197+6.8295e-05i,-0.00039445+8.8206e-05i,-0.00018272+0.00032913i
-4.1645e-05-0.0010801i,0.0002159-0.00078873i,-0.00065077-0.0014327i,-0.00074937-0.0017631i,-0.00064362-0.00074467i,-0.0007702-0.00015719i,-0.00072452-0.00044293i,0.00013434-0.00076211i,0.0015881-0.00015204i,0.0021727+0.00024311i,0.0015568+0.00011984i,0.00057713+0.00029572i,-6.8567e-06+0.00012974i,-0.00043794+0.00039545i,-8.5795e-05-6.7673e-05i,0.00043878-0.00048553i,0.00032936+0.00054771i,4.2527e-05+0.00074267i,0.00030021+0.00036359i,0.000323+0.00023511i,0.00017103+3.707e-05i,-0.00018453-4.4886e-05i,0.00039365+4.1829e-05i
-0.00015092-0.0013278i,-0.00063619-0.0012057i,-0.0014393-0.0017158i,-0.0013741-0.0022387i,-0.00030264-0.0012216i,0.0013502+0.00058833i,0.0013858+0.0011251i,0.00069989+0.00085463i,0.00076799+0.00025357i,0.00089862-0.00042695i,0.00075968-0.00031224i,0.00033276-0.0003266i,-0.00024286-0.00024236i,-0.00049854-0.00066738i,9.3354e-05-0.00021153i,0.00034188+0.00060272i,-0.00041243-0.00032751i,-0.00078095-0.00082437i,-0.00090228-0.00025949i,-0.00048714-0.00021564i,0.00015831-4.2993e-05i,-0.00040243+0.00013734i,-0.0013511-7.9131e-05i
-0.00029333-0.00022376i,-0.00058443+0.00032297i,-0.00077951+0.0011286i,-6.9682e-05+0.0025242i,0.00054598+0.0022098i,0.00047262+0.00084647i,0.0010219+0.00079989i,0.0012234+0.00079734i,0.00093571+6.4722e-05i,0.0010181+3.9424e-05i,0.0008564-1.5618e-05i,-6.0734e-05-0.00058579i,-0.00025617-0.00081688i,0.00033351-0.00084546i,-1.4196e-05-0.00065997i,-0.00062074+0.00013713i,-6.0163e-05+0.00023256i,-0.00019296-0.00019895i,-0.00099285+2.8275e-05i,-0.0012793-0.00037392i,-0.00046115-0.0004147i,0.00030795+0.00039083i,0.00028376+0.00086633i
-0.00093378+0.001406i,-0.00064668+0.0005761i,-0.00048016+0.0010181i,0.00050828+0.0014914i,0.0010424+0.0011558i,0.0015206+0.00032415i,0.0015602+0.00036088i,0.001083+0.00082763i,0.0007677+0.00033751i,0.0012093+8.0344e-05i,0.00091326-0.00048818i,0.00027308-0.0011011i,0.000806-0.00046276i,0.00093837+9.5612e-05i,0.00018765-0.00011384i,3.1737e-06-0.00011533i,-7.4586e-05-0.00039173i,0.00035785-0.00041885i,0.00021028-6.1671e-05i,0.0002903+0.00051318i,0.00093025+0.00052986i,0.00083807-0.00039154i,0.00043045-0.00042191i
-0.0010752-0.00036293i,-0.0013595+0.00023412i,-0.0014805+0.00064182i,-0.00022085+0.00025784i,0.0010186+0.00068039i,0.00088078+0.0015135i,0.00028824+0.0017983i,0.00035315+0.0017025i,0.0006458+0.00088151i,0.00077449+0.00048203i,0.00067821+9.7776e-05i,0.00043072-0.00081101i,0.00033201-0.0011885i,0.00060655-0.0010658i,0.00092464-0.00077015i,0.00065714-0.00012777i,-0.00035677-4.9381e-05i,0.00030667-2.871e-05i,0.00069203+0.00043788i,-0.00022189+0.0001134i,-0.00038384-9.0543e-05i,-4.0854e-05+0.00017363i,-0.00017944+0.0008214i
0.0023149-0.0034695i,0.00075581-0.0032441i,-0.00016163-0.0040554i,-0.00091388-0.0043611i,-0.0015274-0.0028921i,-0.0010914-0.00084563i,0.00030623+0.00012307i,0.0012872+0.00019547i,0.00036701+4.5883e-05i,-0.00022689-8.5543e-05i,0.00070737-0.0002229i,0.0014163-0.00026187i,0.0010751-0.0006751i,6.7215e-06-0.00078122i,-0.0003412-0.00088092i,-0.00039195-0.00051363i,-0.00051276-0.00030618i,-0.00037056-0.00021772i,6.5568e-05+7.0338e-05i,-0.00018252+0.00033461i,-0.0006415+0.0002468i,-0.0012329-0.00031733i,-0.0014954-0.00025489i
-0.00052675-0.00048138i,0.00030253+0.00020889i,0.00052439+0.00070778i,0.00035276-0.00038993i,0.00033433-0.00035556i,0.00067819+4.9476e-05i,0.00080066-4.8879e-05i,0.0003698+0.00022271i,0.0012507+0.00023505i,0.0016536+0.00015707i,0.0019015-0.00065825i,0.0015036-0.0012616i,0.00066836-0.00084918i,0.00084176-0.00068973i,0.00077101-0.00025632i,0.00034365+0.00051767i,0.00043292+0.00073356i,-4.6425e-05+0.00093786i,-0.00031569+0.00092383i,-0.0004711+0.00061929i,-0.00060545+0.0005719i,-0.00032759+0.00028666i,-0.00026691-0.00013791i
-0.0016872-0.00082399i,-0.001245-0.0013622i,-0.0016016-0.0011027i,-0.0023449-0.00074145i,-0.0015039-0.00075984i,0.00056193+0.00039685i,0.0011478+0.00076494i,0.001418+0.00020399i,0.0016727-2.8478e-05i,0.0012495+0.00070639i,0.00086559+0.00042806i,-7.3214e-06-0.0005044i,-0.00084816-0.00037923i,-0.00043896+0.00071576i,-0.00022097+0.000932i,-0.00021744+0.00019675i,0.00016741-0.00067547i,0.00032694-0.00061339i,3.8566e-06+0.00012982i,-9.9486e-05+6.1112e-05i,0.00037602-2.1865e-05i,-0.00017819+0.00032382i,-0.00039662+0.00059679i
-0.0017615+0.00041355i,-0.0014949+0.00075078i,-0.0014438+0.00059139i,-0.0013347+0.00060961i,-0.00022689+0.00075415i,0.00069685+0.00012036i,0.0010773+9.4497e-06i,0.00064273+6.1864e-05i,0.00023111-0.00023725i,0.00053696+0.00020878i,0.0009016+0.00051053i,0.00062838-0.00012504i,7.8941e-05-4.2505e-05i,-8.224e-05+0.00048463i,-0.00022188+0.00037384i,-0.00024173-0.00025407i,0.00017895-0.00083711i,-0.00021002-0.0002388i,-0.00069953-0.00011281i,-0.00090948-7.598e-05i,-0.001292+0.00062837i,-0.00096133+0.00049823i,-0.00014075-8.6226e-05i
0.00094192-0.00049921i,0.0011291-0.0011019i,0.0013983-0.0012554i,0.0012995-0.00087421i,0.00084107-0.0011127i,0.0002625-0.00048498i,-9.3311e-05+0.00072794i,0.00012534+0.00091619i,0.0006951+0.00031433i,0.0011183-0.00052757i,0.00088963-0.0015038i,0.00071431-0.001484i,0.00063856-0.0010587i,0.00054567-0.0007934i,0.0001667-0.00055171i,-5.7801e-05-0.00036456i,0.00034086+0.00015994i,0.00083156+0.00054491i,0.00024791+0.00098856i,-0.00020379+0.00029432i,0.00014177-7.8225e-05i,0.00034333+0.00015062i,2.7559e-05-0.00026279i
-0.00034344-0.001076i,-0.0011422+0.0001032i,-0.0022123+0.0001722i,-0.0020959-0.00029395i,-0.0007514-0.00014457i,0.0002078+0.00025127i,0.00021662+0.00050067i,0.00031117+0.00042588i,0.00052876+0.00052605i,0.00087577+0.0012982i,0.00075214+0.00094573i,0.00070278-6.7603e-07i,0.00031293+0.00013541i,-0.00042303+0.00037672i,-0.00041803+2.8502e-06i,-0.00040002-0.00013134i,-0.00059032+0.00076774i,-0.00044309+0.001606i,5.7333e-06+0.0016309i,0.00013272+0.00087011i,-0.00013984+0.0003982i,-1.8339e-06+0.00011363i,0.00051335-3.0745e-05i
-0.00094549+0.0011363i,4.5079e-05+0.00090373i,0.00046918+0.00098969i,6.7415e-05+0.00057633i,0.00054985+0.00015225i,0.000548+0.00082443i,0.00055258+0.00082353i,0.00041354+0.00052796i,0.00072588+0.0003991i,0.0014702+0.00026003i,0.0014868+0.00059782i,0.00063801+0.0011578i,-0.00017273+0.0010591i,-0.00024592+0.00058968i,-0.00024756+0.00098678i,6.2795e-05+0.0011189i,-0.00031841+0.00059196i,-0.00038552+0.00026182i,0.00016038+0.00032589i,0.00028617+0.00023801i,0.00018691-0.00020766i,0.00010858+2.6439e-05i,0.00025315+0.00051235i
-0.0017751+0.0010428i,-0.00049018+0.0013913i,-0.00029813+0.0020643i,-0.00018966+0.0025401i,0.0013084+0.0029985i,0.0026434+0.0025672i,0.0021817+0.0018978i,0.00075703+0.00099512i,7.5133e-05-3.7666e-06i,0.00032703-0.0006888i,0.00044246-0.00060164i,0.00032156+0.0001627i,0.00042287+0.00068816i,0.00055152+0.0003676i,0.00051664+0.00050701i,5.7073e-05+0.00029205i,0.00018321-0.00029596i,0.00033902+0.00027844i,-0.0002558+0.00089184i,-0.00063191+0.00041678i,-0.00038872+0.00071944i,-0.00053583+0.00084647i,-0.00044187+0.00050965i
