-0.0044094+8.6681e-05i,-0.0032848-0.00015042i,-0.0044642+0.0013853i,-0.0039327+0.0023313i,-0.00085957+0.0019598i,0.00070943+0.0017683i,0.00041021+0.0019325i,0.00093445+0.0016436i,0.0017148+0.0013718i,0.001572+0.0012082i,0.0015092+0.00099627i,0.0011851+0.0010525i,0.00058486+0.001095i,0.00036626+0.0005586i,0.00038203+0.00035451i,0.00012121+0.0013041i,-0.00077447+0.0012618i,-0.00093896+0.00018824i,-0.00037234-6.2352e-05i,0.00016928+0.00044463i,0.00022788+0.00011474i,-7.6021e-05-0.0001776i,-0.00052857+0.00027829i
-0.00037811-0.0024277i,-0.00029984-0.0027541i,-0.00025686-0.0028541i,-0.00041618-0.0016464i,-0.00045917+0.00026563i,4.5757e-05+0.00063522i,0.00089491-5.055e-05i,0.00089863-0.00056458i,0.00058731-0.00057098i,0.0009123-0.000847i,0.00074082-0.00068791i,0.00031128+0.00020418i,0.00040957-0.0006255i,0.00033545-0.00083576i,-0.00017047-5.9525e-05i,-0.00013567+0.000274i,-0.00017793+0.00041255i,-0.00051556-0.00020701i,-0.00066559-0.00025169i,-0.00089298+0.00027265i,-0.00089715+0.00020528i,-0.00050159+0.00034465i,-0.00013207+0.00029997i
0.0020586-0.0019381i,0.0011171-0.0024965i,0.00073647-0.0036013i,0.00039765-0.0039036i,0.00025375-0.0028348i,0.0005513-0.00074802i,0.00030254+0.00014875i,-0.00013535+0.00025228i,0.0001141-0.00020139i,0.00069055-0.00052986i,0.0014442-0.00089992i,0.0014564-0.0011441i,-0.00018891-0.0010368i,-0.00073884-0.0011803i,-0.00031613-0.00078704i,-0.00033453-4.1712e-05i,-0.00072327+0.00033243i,-0.00075187+0.00061906i,-0.00082535-0.00010043i,-0.00077686+9.0805e-05i,-0.0001839+0.0003126i,-0.00023029-0.00028431i,-0.00055904-0.0001233i
0.0011972+0.0011962i,0.00090273-0.00028187i,0.00032155-0.0015627i,2.7681e-05-0.0017368i,-0.00023541-0.0011576i,-0.00036894-0.00029053i,0.00019625+0.00047752i,9.3869e-05+1.9732e-05i,0.00033602-0.0010371i,0.00034331-0.00067096i,-0.00021404-1.9266e-05i,-0.0001821-0.00064355i,-0.00032249-0.00070696i,-0.00072155+0.00017195i,-0.00073944+0.00013252i,-0.00065637+0.00022219i,-0.00028023+0.00039128i,-7.7168e-05-6.5295e-05i,0.00023153+0.00014592i,0.00089404+0.00070578i,0.00047712+0.00063371i,-0.00058244+7.6884e-05i,-0.00088508-0.00035774i
0.00085043+0.00096271i,0.0011364-0.00014216i,0.00093353-0.0003939i,-0.00054888-0.00039518i,-0.0014661-0.00079697i,-0.0004481-0.00093941i,0.0010477-0.00086007i,0.00066021-0.00057218i,0.00047531-0.00057689i,0.00096277-0.00047868i,0.0013808-0.00084702i,0.00067303-0.0013126i,-0.00064634-0.0013227i,-0.00096502-0.0014427i,-0.00042191-0.0012305i,0.00027459-0.00053952i,0.00025867+2.2184e-05i,0.00017157+0.000322i,0.00042677+0.00098898i,0.00018898+0.00070115i,7.1477e-06-0.00012272i,8.8229e-05+0.00017382i,0.00026298+0.00040707i
-0.00096016+0.0011887i,-0.00066402+0.0017331i,0.0002681+0.0014973i,0.0018245+0.0014025i,0.00098388+0.0012285i,-0.00032381+0.0012208i,-0.00017589+0.00091539i,9.7393e-05+0.00015539i,9.8535e-05-0.00042958i,0.00076576-0.00063099i,0.0013424-0.00029564i,0.00056841-0.00058808i,0.00057471-0.0013159i,0.00095606-0.0011734i,0.00022002-0.0013119i,-0.00041189-0.0022416i,-0.00020341-0.0014079i,0.00014278+0.00033803i,0.00022862+0.00088343i,0.00045047+0.00082308i,-1.0112e-05+0.00048982i,-0.00012542-0.00022177i,0.00028122-0.00056212i
0.001347-0.0015853i,-0.00025398-0.0022384i,-0.0017526-0.0046454i,-0.0019354-0.0048714i,-0.0012653-0.0024712i,0.00012735+0.00010749i,0.00058745+0.0013777i,0.00064988+0.00082494i,0.0013187+2.6608e-05i,0.0014913-0.00076103i,0.00037814-0.0012952i,-0.00028068-0.0010897i,-0.00028877-0.00036445i,-0.00040655+8.6376e-05i,-0.00028818-0.00019342i,9.117e-05-0.00045029i,0.00057627+0.00035046i,0.00028119+0.00089684i,-6.476e-05+0.00084464i,0.00011043+0.0003468i,0.00059809-0.0001115i,0.00064892+0.00011505i,0.00014544+0.00038021i
0.001401+0.0017098i,0.0011707+0.0016421i,0.001877+0.0012345i,0.0016652-0.0003066i,0.0014821-0.0014234i,0.0017002-0.00053554i,0.0017575-9.4741e-05i,0.001246+0.00010428i,0.0005934+0.00038302i,0.00072991+0.0002038i,0.00040325+0.00036993i,0.00020571+0.00014983i,0.0012393-0.00042643i,0.0014209+0.00030997i,7.6098e-05+0.00064869i,-0.00070613+0.0001521i,-0.00041951+8.8491e-05i,-0.00049794-6.5384e-06i,-0.00060827-0.00068004i,-0.00016168-0.00096228i,-0.00058804-0.00085935i,-0.0014522-0.00063662i,-0.0012072-6.2803e-05i
-3.7132e-05-0.0013495i,-4.0057e-05+0.00062802i,-0.001445+0.0011463i,-0.0018704+0.00065061i,-0.0011038+0.00062091i,0.00071023+0.0006767i,0.00087836+8.2371e-05i,0.00046561-0.00036332i,0.00088922-0.00074385i,0.00055165-0.0011004i,0.00021504-0.00047281i,0.00036289-0.00098958i,-0.00012308-0.0011487i,-0.0011748-0.00072722i,-0.00096931-0.00081783i,-0.00030262-0.00053419i,-0.00041617-0.00054038i,-0.00036944+0.00030243i,-6.6605e-05+0.0008913i,-5.5872e-05+0.00021443i,-0.00012702+0.00011601i,-0.00035359+0.00033017i,-0.00012493+0.00023382i
0.0011769+0.0014402i,0.0024265+0.0011326i,0.0027269+7.3939e-07i,0.0015495-0.0016608i,0.0007019-0.0027033i,0.00049683-0.0021137i,0.0011862-0.00034551i,0.0017403+0.00074936i,0.0020195-6.8369e-05i,0.0013863-0.00068968i,0.00076394-0.00033746i,0.00092249-0.00077337i,0.00073592-0.0017397i,0.00088373-0.0013357i,0.00044797-0.0010836i,-0.00061285-0.0014485i,-0.0010423-0.0014599i,-0.00075146-0.00081961i,-0.00037228+0.0001522i,0.00037088+0.00025656i,0.0006889+1.1578e-05i,-0.00028174+5.0818e-06i,-0.0010341+0.00010278i
-0.00038637+0.0013189i,-0.001014+0.0028833i,-0.0011277+0.002917i,-0.00072333+0.0020307i,0.0002948+0.0014819i,0.00062457+0.00047584i,0.00076496+0.00014577i,0.00060004-8.4975e-05i,-4.5437e-05-0.00038288i,0.00085196-0.0006559i,0.0011709-0.00092498i,0.0001147-0.00070167i,0.00031153+5.2711e-05i,0.00089406+0.0010376i,0.00024932+0.0005972i,-0.00065939+1.3418e-05i,-0.00018451+0.00040132i,0.00036992+0.0005816i,-0.00063615-0.00018753i,-0.00065208-0.0012256i,-3.1454e-06-0.00075257i,0.00019735+0.00055937i,-0.00019307+0.00090246i
0.0022096+0.00055425i,0.0024377-0.00038644i,0.0031446-0.0019838i,0.0033345-0.0031061i,0.0024446-0.0030977i,0.00065061-0.0013695i,-0.00011108-0.00017753i,0.00067929-4.8482e-05i,0.0017099+7.5346e-05i,0.0016193-0.00052313i,0.00092418-0.0016715i,0.00053693-0.0012963i,-4.9376e-07-0.00017843i,-0.00033468-0.00017682i,-0.00036224-0.00028862i,0.00064718-0.00031001i,0.0009179-0.00010666i,-0.00040343-8.4251e-05i,-0.0012127-0.00068212i,-0.0013233+0.00030514i,-0.00066277+0.00025908i,0.00027865-0.00080956i,0.0003926-0.0010011i
-0.0038468-0.00059164i,-0.0042375-0.00058861i,-0.0039888-1.0446e-05i,-0.0025009+0.0015802i,-0.00070896+0.0025715i,0.0012767+0.0018495i,0.001806+0.00039187i,0.00056109+0.00061034i,-0.00038078+0.00091543i,0.00050193+0.00070056i,0.0015071+0.00058494i,0.0010085+0.00045734i,0.00041702+0.00098855i,0.00041122+0.00051708i,0.00024531-0.00041537i,3.7621e-05-0.0012085i,-0.00034869-0.0010337i,-0.00032337-0.00059631i,0.00035821-0.00043795i,0.00044941+5.7179e-05i,8.4438e-05+0.0001232i,5.9996e-05-0.00026349i,-0.00013706-0.00053017i
0.0014409+0.0011902i,0.00060613+0.0013301i,0.0012584+0.00082901i,0.0026117+0.00075199i,0.0019715+0.00067665i,0.00063525+0.00055828i,0.001528+0.00026378i,0.0020296+0.00018468i,0.00099542+0.00017534i,0.00095243-1.3758e-05i,0.00086875-0.00051511i,0.00018244-0.0010795i,-0.00043246-0.00070709i,-0.00083635-0.00013412i,-0.00059596+0.00041683i,-0.00032512+0.00053058i,6.8628e-05+0.00039507i,0.00085618+0.00059002i,0.00066557+0.00035309i,-0.00021278-0.00046453i,-0.00034588-0.00019845i,-0.00010389+0.00027978i,0.00043786-3.8633e-05i
0.0015181-0.0010863i,0.00037602-0.00046621i,-0.00041679-0.00065984i,-0.00085827-0.0013572i,-0.0013128-0.0019123i,-0.00045876-0.00082949i,0.00058605+0.0011888i,0.0005213+0.0018231i,0.00059123+0.00057349i,0.00061638-0.00016363i,0.00093851-4.6074e-06i,0.0010222-0.00022309i,9.1899e-05-0.0008348i,-3.1132e-05-0.00078656i,0.00016024-0.00018772i,-0.00021729+0.00015777i,-0.00012858+6.9762e-05i,0.00049706-0.00056301i,0.00063512+0.00019749i,0.00043583+0.00031856i,0.00095957-0.00057232i,0.0012398+5.3931e-05i,0.00042196+0.00050438i
0.00063992-0.00024629i,0.00064293-0.00048363i,0.00053406-0.0015774i,0.00022586-0.0023377i,7.7692e-05-0.001737i,0.00028861+8.1791e-05i,-4.1654e-05+0.00061906i,0.00021829-1.2206e-05i,0.0011702-0.00071034i,0.0012391-0.00072101i,0.00077807-0.00016093i,0.00043229-0.00035354i,-0.00019765-0.00046705i,-0.00065752-0.00018455i,-3.1882e-05-0.00056086i,0.00038776-0.00020774i,0.00015367+0.0004735i,-0.00063273+0.00056814i,-0.0013027+9.7797e-05i,-0.00023873-0.00027859i,0.00083898-0.00047425i,0.0010534-0.00071484i,0.00051917-0.00072853i
-0.00010877+0.0021012i,0.00048232+0.002915i,0.0020368+0.0033052i,0.0026737+0.002055i,0.0020216+0.00017512i,0.0012567-0.00063346i,0.0012939-0.00027098i,0.0012015-6.8446e-05i,0.0010476-0.00011699i,0.0013646-0.0004875i,0.0012484-0.00082966i,0.00088226-0.00064218i,0.00033197-0.00039503i,0.00034001-0.00067798i,0.0013341-0.00023972i,0.0015402-0.00011431i,0.0015586-0.0007162i,0.0011558-0.00071174i,-4.5501e-05-0.0005173i,-0.00041797+7.5754e-05i,-0.00033654+0.00061856i,-0.0005128+0.00045266i,-0.00061472+0.0010669i
0.00012605-0.00050895i,0.00027618-0.00030558i,6.5163e-05-0.00064783i,-0.00073548-0.00066673i,-0.0010366+1.4041e-05i,-0.00057558+0.00067934i,0.00013669+0.00092236i,0.00045121+0.00016532i,0.0002298-0.00046251i,7.6952e-05-0.0010895i,0.00060869-0.00115i,0.0010153-0.00059087i,0.0011493+0.00048688i,0.00012008+0.00062991i,-5.718e-05+0.00041424i,0.00014045+0.00094945i,4.239e-05+0.0011985i,-0.00018676+0.00013033i,-0.00089097-0.00093036i,-0.00081978-0.00075291i,0.00026308-0.00015514i,0.00047733+0.00073936i,-0.00023695+0.0006816i
0.00022092+5.6071e-05i,-0.00011682+0.00036554i,-0.00044562-0.00086201i,-0.0017571-0.00085125i,-0.0016847+0.00029099i,-0.0004444+0.0011183i,0.00067142+0.00093802i,0.00096243+0.00040157i,0.0008272+0.0002393i,-2.8962e-06-0.00035406i,-2.1221e-05-0.00069439i,7.1824e-05-6.1166e-05i,-0.00090786+0.00026771i,-0.0012462+7.0885e-05i,-0.00052986-0.00040022i,8.3358e-05+5.6574e-05i,4.3887e-05+0.00051457i,0.00010914+0.00020896i,0.00023924-8.1062e-05i,0.00029894+0.00060828i,0.00012382+0.0010793i,-0.00035675+0.0011707i,-0.00036019+0.0013646i
0.00055759-0.0010522i,-0.00053661-0.001067i,-0.0016025-0.0014958i,-0.0015346-0.0018533i,-0.00014722-0.0010832i,0.0014679+0.00012167i,0.0017698+0.0012871i,0.0011009+0.0013047i,0.0014912+0.0008795i,0.0013758+0.00056671i,-0.0002728+0.00013832i,-0.00056911+3.217e-06i,0.0002182-0.00016842i,0.00037854-0.00052459i,3.353e-05-0.00067952i,-0.00017083-0.0010107i,0.00021062-0.00034129i,1.5625e-05+0.00072745i,-0.0004155+0.00065905i,-0.0006802+0.00023849i,-0.00055007-3.9346e-05i,-1.0831e-05+9.9208e-05i,9.5109e-05-0.00013586i
-0.0014887-0.0009378i,-0.0016664-0.001178i,-0.0016862-0.00087664i,-0.0015751-0.00026137i,-0.00093239+0.00019169i,0.00026789+0.00061506i,0.00065579+0.00032321i,0.00028673-0.0002365i,0.00032786-0.00091663i,-9.8691e-05-0.001327i,-0.00012542-0.0013485i,0.00083871-1.318e-05i,0.0008502+0.00050802i,0.00063967-0.00013943i,0.00059018-0.00011618i,-0.00014554-0.00060016i,-0.0003489-0.00059309i,-0.00058107+3.8469e-05i,-0.000681-5.415e-05i,0.00012664-0.00022607i,0.00063664-0.00030183i,0.00046146-0.00028705i,4.6135e-05+0.00030717i
0.00019661+0.0018779i,-0.00011504+0.001961i,0.0007958+0.0022071i,0.0018606+0.0012982i,0.00091448+0.00056089i,0.00011538+0.00073008i,-0.00016506+0.00090072i,0.0005972+0.00089851i,0.0014427+0.00074636i,0.0012831+0.00090355i,0.00093856+0.00092016i,0.00097723+0.00089497i,0.00041668+0.00098254i,-0.00019505+0.00022686i,-0.00026872-0.00018744i,-0.00023881-0.000177i,0.00025878-0.00023146i,0.00076512-0.00081043i,0.00017464-0.0001792i,-0.00050979+0.00095662i,-0.001084+0.00040844i,-0.00093112+0.00042013i,-0.00011825+0.00058139i
-0.00046593+0.00018851i,-0.00098756+0.00029102i,-0.00035213+0.00017312i,2.964e-05+0.0003287i,9.331e-05+0.000942i,0.00075379+0.00098667i,0.0006068+0.00010979i,0.0001674-0.00033847i,0.00031027-0.00071319i,0.00064616-0.00075454i,0.0013547-0.00080645i,0.0010592+4.2553e-05i,-0.00044516+0.00014893i,-0.00083108-0.00052015i,-0.00024612-0.00084523i,-0.00017016-0.00066846i,-0.00041721+0.00012625i,-0.00025205+0.00077274i,-0.00027637+0.0009932i,-0.00056876+0.00028747i,-0.00039927-0.00054888i,-0.00044204-0.00049047i,-0.00012147-0.00021758i
-0.0023645-0.00021201i,-0.0024724+0.00015075i,-0.0028851+0.00034596i,-0.0025803+0.00045259i,-0.0019179+0.00092982i,-0.0011868+0.0010956i,-0.0003236+0.00053367i,0.00064907-0.00013718i,0.00097895-0.00038236i,0.0010667-0.00047697i,0.0014579+0.00013364i,0.0010533+0.00081188i,6.0832e-05+0.00063359i,-2.138e-06+0.00083527i,5.5326e-05+0.00012351i,-0.00040532-0.00074779i,-0.00065166+0.00041078i,-0.0012359+0.0012251i,-0.0015931+0.0008448i,-0.0007031+0.0011783i,-0.00073722+0.0010919i,-0.00042647+0.00067856i,0.00038858+0.00085446i
0.0012532-0.00087821i,-0.00034321+0.0001379i,9.8349e-05-0.001001i,0.0012706-0.0010492i,0.00093022-0.00014844i,6.4199e-05+0.00061276i,-0.00021635+0.0010132i,-0.00014391+0.00053223i,0.00013878+8.2803e-05i,0.00058831-0.00066598i,0.00095692-0.00047475i,0.0010877+0.00038395i,0.00069341-0.00021838i,0.00025454-0.00027346i,-3.4181e-05-0.00047196i,-0.00029449-0.0010547i,-0.00019137-0.000812i,2.2041e-05-0.00068262i,3.0227e-05-0.00048897i,0.00054921-0.00016591i,0.00055645-4.0917e-05i,-0.00022273+0.00010754i,-0.0012026+0.00015957i
0.0014234-0.00074348i,9.9958e-05-0.0013939i,-3.2566e-05-0.0027667i,0.00065504-0.0031098i,0.001103-0.0023156i,0.00059976-0.00077192i,0.00028341+0.00080354i,0.00031602+0.00078925i,0.0002068+0.00038989i,0.00027921-0.00019659i,0.00016769-0.0007814i,3.5744e-05-0.00046756i,-0.00012887-0.00036559i,-0.00041525-0.0003509i,-0.00021717-0.00024429i,-0.00061382-0.00028187i,-0.0010114-0.0002163i,-0.00020325-0.00010072i,0.00037172+0.00010888i,6.0043e-05-0.00028834i,-0.00023301-0.0010614i,2.7417e-05-0.0012418i,0.00026181-0.00020071i
-0.00019497+0.00074662i,-0.00027163+0.0011189i,0.00028098+0.0011184i,0.0017283+0.0012305i,0.0014878+0.0011992i,0.00068394+0.00038499i,0.00032358+0.00084682i,1.4268e-05+0.0011188i,0.00015211+0.00031885i,0.00089348-2.1552e-06i,0.0015158+0.00024603i,0.0012606+0.0002416i,0.00041907-0.00047722i,-7.3192e-05-0.00042545i,0.00010513+1.6451e-05i,0.00033257+0.00012796i,0.00013638-6.4083e-05i,-8.2246e-06-0.00019145i,0.00017642+1.1835e-05i,0.0002848-9.3156e-06i,-7.1464e-05+0.00032715i,0.00015809+0.00030859i,0.00038017+7.9146e-05i
0.00042684+0.0025261i,0.00059268+0.0019824i,0.0016654+0.0019484i,0.0017151+0.00046743i,0.0010421-0.0013269i,0.0012397-0.0008769i,0.00075091+0.00080224i,-3.0592e-05+0.0010375i,0.00023866+0.00042445i,0.0010799+0.00014267i,0.0011378-0.00041187i,0.00078105-0.00075016i,0.00082857-0.0010902i,0.00048947-0.00056628i,-0.00022358+0.0010861i,-0.00015208+0.0011769i,8.6804e-05+0.00061262i,0.00026285+5.691e-05i,0.00027068-0.00034499i,0.00020666-0.0008206i,-0.00020149-0.000107i,0.00024273+0.00091984i,4.3621e-05+0.00027198i
-0.0035675-0.0002877i,-0.0020192+0.00057701i,-0.0014194+0.0022718i,-0.0011127+0.0027095i,-0.00011013+0.0020415i,0.0011427+0.00095773i,0.0010661+0.0011696i,0.00078505+0.0013369i,0.00025835+0.00077916i,0.00024445+0.0005239i,0.00018106+0.00072347i,-0.00061493+0.00059439i,-9.6011e-05+0.00026954i,0.00043485+6.0445e-06i,0.00015348+0.00027747i,0.00010254+0.00061643i,-0.00018281+9.5416e-05i,0.00011751-0.0003906i,-0.00028613-6.6911e-05i,-0.0011934+0.00060818i,-0.00027588+0.0010093i,0.00049252+0.0007924i,0.00018203+0.00076139i
0.00046219-0.0005444i,0.00020267+4.4226e-05i,-0.00011626-0.00016073i,-0.00017698-0.00048487i,0.00013801+0.00019895i,0.00038575+0.0013544i,-7.1672e-05+0.0017281i,0.00011392+0.0011335i,0.00054147+0.00035824i,0.00071107-0.0004963i,0.00078914-0.00098392i,0.00088293-0.0008026i,0.00066231-0.00050317i,1.7223e-05+4.578e-05i,-0.0002599+0.00063727i,-0.00014816+0.00054815i,-0.00017117+0.00035787i,-0.00012675-0.00058591i,-0.00034396-0.00060691i,-0.0002937+0.00052314i,-0.0003037+0.00067496i,-0.00023633+0.00060883i,0.00040314+0.00047448i
0.0014683-0.0010783i,0.00055576-0.00094156i,0.00086145-0.0013195i,0.00035467-0.0016486i,0.00023388-0.0014782i,0.0006228-0.00058161i,0.00072045-0.00024101i,0.00054371+0.00011316i,0.00044126+0.00053924i,0.00013931+0.00041528i,0.0003369+0.00038346i,0.00019694+2.46e-06i,-0.00026217-0.00021728i,-0.00034877-1.1766e-05i,-0.00044311+6.3389e-05i,-0.00030625-0.00096673i,-0.000312-0.0010813i,-0.0003049-4.8176e-05i,-0.00026229+0.00053138i,0.00019676+0.00032351i,0.00045406+2.6615e-05i,0.00033133+0.00013126i,0.00012369+0.00011906i
0.0020236+3.1748e-05i,0.0014169-0.00031994i,0.0015823-0.00026309i,0.00082974-0.00024598i,0.00040224+1.3366e-05i,0.00062591+0.00061854i,0.00046578+0.00035269i,0.00076995-7.2567e-05i,0.00087644-0.00056886i,0.0006199-0.00079588i,0.0013746-0.00053646i,0.001778-0.00048807i,0.00087289-0.00050118i,-3.0353e-05-0.00063375i,2.0174e-05-0.00077818i,0.00072212-0.00047578i,0.00086908-0.00035187i,0.00038566-0.00031964i,-0.00018515-0.00048739i,-0.00030093+3.6606e-05i,0.00012837+0.00013696i,0.00063193-0.00063278i,0.00099746-0.00071146i
1.7069e-06+0.0013368i,0.0007095+0.0006696i,0.00096212+0.00014131i,0.0009769+6.1243e-06i,0.002141+0.00029863i,0.0021606+0.0014638i,0.0010113+0.0019679i,0.00013742+0.0011048i,-2.739e-05+0.00011582i,0.00052717-0.00015362i,0.00057175-0.00035518i,-7.2364e-05-0.00043013i,-4.7753e-05-0.00060759i,7.9773e-05-0.00033685i,0.00047773+0.0001412i,0.00044368-0.00042997i,-0.00037453-0.00070452i,-0.00052013-0.00011909i,-7.6301e-05+0.00014025i,0.00027534+0.00016318i,0.00037613+0.00062807i,0.00052654+0.00057815i,0.0003301+0.00055823i
-0.00071538+0.0011062i,-0.00053637+7.6682e-05i,7.5638e-05-0.00046754i,0.00091817-0.00061099i,0.00066118-0.0009211i,0.00098285-0.00067163i,0.0010353-0.00015671i,0.00058594-0.00024962i,0.00085407-0.00097604i,0.0011596-0.00084652i,0.00053838-0.00071226i,7.2363e-05-0.00071957i,0.00034979-2.4884e-05i,0.00012647+2.6012e-05i,-0.00016023-0.00030535i,-0.00058532-0.0005516i,-0.00056485-0.00037404i,-0.00027884-0.00034651i,0.00016947-0.00046497i,0.00054846-0.00032081i,-0.00032169-0.00017058i,-0.00057948-3.799e-05i,0.00021747+0.00049766i
7.3248e-05+0.0012847i,-0.00043158+0.00031537i,0.00045052-0.00099382i,0.00081425-0.001198i,0.00041415-0.00093235i,0.0010594-0.00016003i,0.0015333+0.00031848i,0.0018693+0.00022406i,0.0017683-0.00025596i,0.00081886-0.00041785i,0.00048118-0.0007114i,0.00078758-0.0012356i,0.00033115-0.00081571i,-0.00053253-0.00049363i,-0.00033424-0.00019347i,0.00019809+0.00048562i,0.00050283+0.00093049i,0.00047307+0.00067963i,7.2748e-05+0.0003273i,0.00019867+9.2354e-05i,0.00035819-0.0001085i,-0.00019241-0.00031073i,0.00020614-0.00043193i
0.0014469-0.0023397i,-0.0001693-0.0024472i,-0.00038366-0.0039532i,-0.00065817-0.0037678i,-0.00057837-0.001741i,-9.8652e-05+0.00011838i,0.00030599+0.00069915i,-2.8129e-05+0.00056725i,0.00023263-0.00055194i,0.00090588-0.00098071i,0.00050444-0.00071991i,-0.0001327-0.00060348i,-0.00049929-0.00024582i,-0.00054304+0.00020289i,-0.0011429+0.00043895i,-0.0011204+0.00053896i,-4.1638e-05+0.00098048i,1.981e-05+0.00096719i,-0.00060119+0.0009034i,-0.00091141+0.00086235i,-0.001141-9.4154e-05i,-0.0010146-0.00049218i,-0.00095255-0.00014647i
-2.0668e-05+0.0012837i,0.00077907+0.00022299i,0.0021688-0.00044299i,0.0019885-0.0011678i,0.0016339-0.0011685i,0.0011057-0.0008943i,0.00097304-0.00085972i,0.0011642-0.00054836i,0.0011421-0.00040409i,0.0010498-0.00071687i,0.0010495-0.00073918i,0.0010225-0.0001774i,0.0010021-0.00052752i,0.0010243-0.0011913i,0.00069291-0.0010541i,0.00063863-0.0006447i,0.00040972-0.0006206i,-2.7217e-05-0.0002623i,-0.00025444+0.00030042i,0.00032083+0.00071422i,0.00084168+6.6159e-06i,0.00033654-0.0010301i,-3.1282e-05-0.0013806i
-0.00018831-0.0008896i,-0.00041887-6.2891e-05i,-0.0011118+0.001158i,-0.00023865+0.0016884i,0.00035462+0.0010336i,0.00032904+0.00063332i,0.00043804+0.00060138i,0.00017077+8.2071e-05i,0.00043544-0.00065555i,0.00061121-0.0002921i,0.0002456-0.00080682i,0.00013768-0.00073289i,0.00027562+0.00080712i,0.00076228+0.001188i,0.0012333+0.00085219i,0.00022515+0.00041521i,-0.00018878-0.0004898i,0.00043565-0.00077774i,0.00017189-2.7957e-05i,-0.0006923+0.00033514i,-0.00069751-1.9723e-05i,4.0491e-05+0.00044863i,-0.00026964+7.5245e-05i
0.0014983+0.00095191i,0.0015433+0.0010761i,0.00040349-0.00084873i,0.00056856-0.002231i,0.0015783-0.00093959i,0.0022052-8.6526e-05i,0.0016146+0.00023054i,0.00084076+0.00056392i,0.00067311+0.00059931i,0.00073455+0.00026329i,0.00020723-0.00015833i,-6.1473e-05-0.00049959i,0.00014362-0.00024999i,0.00024606-0.0001609i,0.00031888-0.00012932i,6.4863e-06-2.9294e-05i,-0.00031229-0.00027509i,-3.7089e-06-5.9092e-05i,-0.00060701+0.0004635i,-0.00086808-4.954e-05i,-9.9677e-05-0.00029506i,0.00026087-0.0001488i,0.00015003+0.000277i
-0.002052+0.0021474i,-0.0010679+0.002977i,0.00027944+0.0026763i,0.0010409+0.0014891i,0.00098803+3.921e-05i,0.00033759-0.00030752i,0.00031198-0.00039348i,0.00096815-0.00093788i,0.0002429-0.00049298i,7.1365e-05+0.00034212i,0.0010472+0.00034431i,0.0008017-0.00046272i,0.0002776-0.0008209i,-0.00023639-4.5398e-05i,-0.0004666-7.1869e-05i,-0.00036854-0.00057642i,0.00025762+0.00016652i,0.0006161+0.0005013i,0.00057188-6.3662e-05i,0.00057407-0.00030913i,0.0001841-0.00029096i,-0.0001941-0.00060574i,-0.00020331-0.00046017i
-0.0001752-0.00085738i,0.00018769+1.0211e-05i,0.0010004+0.0012116i,0.00081767+0.0020108i,0.00075245+0.00068475i,0.0011054+0.00011122i,0.00087969+0.00048541i,0.00019495-3.8731e-05i,0.00032495+5.0459e-05i,0.00059814+0.00026902i,0.00029777-0.00024446i,0.00012914-0.00077988i,0.00056076-0.0012376i,0.00078275-0.00037491i,0.00090982+0.00020129i,0.0010873+7.5445e-05i,0.00047041+8.8769e-05i,-0.00026784+0.00026816i,-0.00073772+1.2508e-05i,-0.0010551-0.00021282i,-0.00086176+9.8217e-05i,-0.00044853+0.00025135i,-0.00018551+0.00047591i
-0.0018321-0.00056673i,-0.002868-0.00032011i,-0.0043035-0.00087608i,-0.0039086-0.00086096i,-0.0019103+0.00057091i,-0.00032871+0.0012653i,9.8727e-05+0.0006623i,0.00019333+0.00025694i,-0.00016175+0.00018896i,-0.00083139-0.00014435i,-0.00055162-0.00018368i,-0.00028214-0.00014864i,-0.00043059-0.00017735i,0.00035967+0.00032294i,0.00064019+5.0767e-05i,8.9313e-05-0.00048716i,3.8606e-05-0.000409i,0.00097975+4.2355e-05i,0.00074663-0.00018724i,-0.0003562-0.00065177i,-0.00026366-0.0005811i,0.0002469-0.00030666i,0.00037074-0.00035851i
-0.00025799+0.00026923i,-3.9066e-05+0.0010735i,-0.00051514+0.0012253i,-0.0010333-8.8038e-05i,-0.00072186-0.0013098i,0.0003712-0.00073553i,0.00030501+0.0010796i,-0.00019205+0.0013344i,0.00045489+0.00094218i,0.00096286+0.000499i,0.0010052-0.00073395i,0.00072328-0.0012142i,4.9198e-05-0.00075635i,-0.0003529+0.0002065i,-0.00033119+0.00063103i,-0.00080849+0.00032507i,-0.00034485+4.9967e-05i,0.00034338-0.00048661i,0.00030949-0.0005031i,0.00025814-0.00039347i,0.00037234-0.00033008i,0.00043246-0.00032247i,0.00068823-0.0001904i
0.00064169-0.0002206i,8.5387e-05+0.0003314i,-0.00062675+0.00023937i,0.00068001+0.00027526i,0.001145+0.00039963i,0.00051977+0.00043342i,0.00028969+0.00021298i,-3.6418e-05-0.00030709i,-0.00034142+0.0002298i,0.00022322+0.00055542i,0.0010755+0.00063695i,0.0016854+0.00059988i,0.0010847+0.00016451i,-0.00019664-4.1345e-05i,-0.00022751+0.00027767i,0.00031724+0.00094202i,8.496e-05+0.00076345i,-0.00028155+4.3691e-05i,7.954e-06-0.00033233i,-0.00050663+7.3632e-05i,-0.0012675+0.0005472i,-0.0014015+0.00092879i,-0.00070728+0.00077851i
