-0.0011203+0.0006573i,-0.00020581+0.00045598i,-0.0012347+0.00050013i,-0.0021328-0.00014363i,-0.0030184-0.00013226i,-0.0027348+0.002311i,-0.0012219+0.0029441i,0.00030899+0.0014538i,0.0011936+0.0010755i,0.0011982+0.0018194i,0.00064768+0.0017094i,-6.8015e-05+0.0010191i,-0.00033963+0.00071817i,0.00013662+0.0010522i,-0.00012099+0.00095441i,-0.00034561+0.00087409i,-5.8455e-05+0.00073982i,0.00021143+0.00020836i,-3.3231e-05+0.00032315i,-0.00047174+0.000385i,-0.00017779+0.00016787i,0.00024867-0.00016702i,0.00063754-0.00024345i
-0.015265-0.029325i,-0.0066181-0.10821i,0.051799-0.25241i,0.12263-0.38717i,0.11265-0.3741i,0.037337-0.23261i,0.002322-0.11366i,0.017868-0.058431i,0.030604-0.025104i,0.025086-0.0033688i,0.011282+0.011876i,0.0064366+0.020277i,0.0060989+0.014251i,-0.00031565+0.0082835i,-0.0041195+0.010821i,-0.0044934+0.013322i,-0.0061908+0.017611i,-0.0033365+0.025616i,0.0062123+0.027581i,0.012534+0.019482i,0.0096885+0.0069788i,0.001315-0.00069675i,-0.0022201+0.00099398i
0.0067128+0.029196i,-0.0081941+0.082373i,-0.072023+0.16329i,-0.16887+0.23979i,-0.20512+0.24297i,-0.12007+0.16626i,-0.013991+0.081316i,0.016033+0.025887i,-0.0024817-0.0080188i,-0.019966-0.021215i,-0.015146-0.021176i,-0.0062046-0.019988i,-0.0062858-0.011216i,-0.006544-0.0041146i,-0.010778-0.0052962i,-0.01671+0.0011548i,-0.012546+0.015813i,-0.0032239+0.020025i,-0.00030618+0.010925i,-0.0041836+0.0017232i,-0.0043234-0.0055612i,-0.00027447-0.012643i,-0.0012467-0.012512i
-0.016055-0.049359i,-0.023243-0.15158i,-0.016188-0.30366i,0.01842-0.39715i,0.036976-0.32998i,-0.019198-0.17208i,-0.068531-0.062026i,-0.032743-0.031266i,0.014909-0.034009i,0.015593-0.028926i,-0.0024862-0.0083074i,-0.0092407+0.0083331i,-0.007857+0.010266i,-0.0057254+0.010174i,-0.005448+0.01273i,-0.0050156+0.014453i,0.0032641+0.0099143i,0.016797-0.0012948i,0.026732-0.012284i,0.026207-0.018427i,0.01423-0.01773i,0.0021394-0.012208i,-0.0056173-0.0069285i
-0.02548+0.043313i,-0.097718+0.14624i,-0.22138+0.32963i,-0.30277+0.50173i,-0.21499+0.47944i,-0.017106+0.25593i,0.066517+0.050748i,0.010096-0.014564i,-0.038025-0.0077863i,-0.035241-0.0041251i,-0.020553-0.016492i,-0.015684-0.027704i,-0.01076-0.025054i,-0.00042609-0.01779i,0.0078075-0.013275i,0.013352-0.013692i,0.013953-0.016405i,0.0099715-0.010687i,0.0068656+0.00086823i,0.0055987+0.0064629i,0.0016483+0.0090512i,-0.0049336+0.011623i,-0.004561+0.0081972i
0.029027-0.0097593i,0.10424-0.044023i,0.23702-0.11058i,0.35158-0.20988i,0.30889-0.25474i,0.12232-0.17399i,-0.017207-0.068907i,-0.037077-0.02123i,-0.016644-0.0027692i,0.00053877+0.010885i,0.0083555+0.018283i,0.011423+0.023128i,0.011982+0.021192i,0.0018493+0.012477i,-0.008285+0.014484i,-0.0041776+0.023765i,0.0039198+0.021986i,0.0027286+0.012595i,-0.0058283+0.010482i,-0.015098+0.015467i,-0.017758+0.016825i,-0.013561+0.014927i,-0.00647+0.015044i
-0.037059+0.031942i,-0.10013+0.12992i,-0.16364+0.29675i,-0.16297+0.425i,-0.092679+0.36245i,-0.019811+0.1765i,0.0055468+0.085766i,0.00042093+0.086876i,-0.007463+0.072339i,-0.011035+0.047593i,-0.0076271+0.032919i,-0.011746+0.022527i,-0.017855+0.02167i,-0.0081789+0.019838i,0.0034154+0.0034898i,-0.0007538-0.0086378i,-0.011397-0.0050021i,-0.015079-0.00049182i,-0.010577-0.0060272i,-0.0041585-0.014325i,0.00031662-0.016422i,0.0041124-0.012572i,0.0052904-0.0061647i
0.050006-0.017962i,0.16211-0.085734i,0.33902-0.26779i,0.42464-0.48602i,0.29039-0.50205i,0.067903-0.2828i,-0.022591-0.075179i,0.005112-0.015792i,0.018108-0.02501i,0.00023076-0.022117i,-0.0095766-0.0031263i,-0.00056045+0.01108i,0.00964+0.0094907i,0.0063454+0.0093907i,0.0025718+0.017491i,0.0021811+0.015347i,-0.00042403+0.0014995i,0.0020821-0.011026i,0.010952-0.016037i,0.018687-0.013915i,0.018656-0.010272i,0.012365-0.0077293i,0.0047055-0.0083463i
-0.027231-0.036158i,-0.097906-0.07751i,-0.23365-0.075085i,-0.34917+0.034496i,-0.29328+0.16296i,-0.06818+0.18947i,0.11172+0.1199i,0.11526+0.047716i,0.046501+0.019594i,0.01106+0.0045656i,0.0066571-0.014374i,0.011591-0.019417i,0.01778-0.012657i,0.018427-0.012263i,0.015737-0.01949i,0.016392-0.024605i,0.014544-0.022476i,0.0063756-0.016129i,0.0020161-0.012358i,0.0027656-0.011022i,0.0035408-0.0086414i,0.0027316-0.0083609i,0.00064574-0.0078164i
0.033646+0.024998i,0.093582+0.035479i,0.16282-0.040811i,0.15615-0.21011i,0.048956-0.31927i,-0.070437-0.28378i,-0.10804-0.19936i,-0.065174-0.13011i,-0.01152-0.07765i,0.0067239-0.045106i,-0.0042569-0.014362i,-0.0056646+0.01028i,0.0061154+0.0039969i,0.010394-0.014466i,0.00092594-0.014399i,-0.0095208+0.0054654i,-0.0065119+0.022219i,0.0016219+0.022344i,0.0011871+0.016008i,-0.0080931+0.01196i,-0.017579+0.011995i,-0.021308+0.013426i,-0.021957+0.013701i
-0.040605-0.017761i,-0.15016-0.017485i,-0.32268+0.076721i,-0.40448+0.29044i,-0.25116+0.42095i,-0.014793+0.29355i,0.039393+0.086114i,-0.030477+0.010449i,-0.047845+0.026183i,-0.022855+0.030687i,-0.0099072+0.0077922i,-0.018703-0.017731i,-0.032195-0.017044i,-0.027569-0.0050144i,-0.013876-0.0096824i,-0.010389-0.022838i,-0.017881-0.021189i,-0.02756-0.0027504i,-0.033452+0.011468i,-0.033651+0.012717i,-0.026274+0.0084282i,-0.012638+0.0038048i,0.00019786-0.00041281i
-0.011759+0.034764i,-0.011845+0.095053i,0.041865+0.15056i,0.14442+0.10083i,0.16034-0.067128i,0.031487-0.16892i,-0.061529-0.10333i,-0.02367-0.016104i,0.027667-0.012684i,0.021332-0.020912i,0.0072106+0.0030646i,0.01438+0.021738i,0.015666+0.018348i,-0.0007326+0.014776i,-0.010467+0.023635i,-0.0073343+0.029862i,-0.0019101+0.02229i,0.0038915+0.005948i,0.0082069-0.010352i,0.011444-0.020588i,0.012062-0.022489i,0.0076215-0.015097i,0.0063062-0.0016519i
0.038286-0.031207i,0.089321-0.074454i,0.13137-0.092239i,0.11692-0.010197i,0.069109+0.15431i,0.04206+0.27608i,0.039322+0.27734i,0.01644+0.17508i,-0.03302+0.068828i,-0.048411+0.026906i,-0.019441+0.01667i,0.0043502+0.010027i,0.0084688+0.013215i,0.0072777+0.0162i,0.0027499+0.0091515i,-0.0052537-0.001504i,-0.013565-0.0089141i,-0.017916-0.0085147i,-0.0083974+0.0019856i,0.013061+0.015093i,0.030058+0.016288i,0.032122+0.0078029i,0.022046+0.0010804i
-0.025488+0.03617i,-0.017444+0.090309i,0.077719+0.10028i,0.21059-0.057266i,0.20708-0.30882i,0.090846-0.40102i,0.039698-0.29216i,0.054437-0.1444i,0.056203-0.061054i,0.033194-0.034629i,0.0028919-0.018667i,-0.0083051-0.0025195i,0.0035785-0.00062875i,0.018579-0.0038594i,0.018697-0.0026606i,0.0059384+0.0033936i,0.0010578+0.011632i,0.0073841+0.012852i,0.0050273+0.0095822i,-0.0077792+0.0075104i,-0.018639+0.0030723i,-0.026577-0.00285i,-0.029124-0.0038346i
0.022435-0.0021529i,0.043635-0.033026i,0.0055597-0.097938i,-0.11828-0.11026i,-0.20382+0.037202i,-0.14256+0.21476i,-0.031479+0.20663i,-0.0016388+0.082435i,-0.036088+0.0099603i,-0.050842+0.0033982i,-0.023145+0.0037787i,0.0072899-0.012078i,0.013145-0.022076i,0.010704-0.018421i,0.016802-0.016948i,0.026244-0.014937i,0.027377-0.0028946i,0.016834+0.012078i,0.0063201+0.01355i,-0.0019195-0.0010249i,-0.0092303-0.014169i,-0.005566-0.014416i,0.0010377-0.011503i
-0.046857-0.024052i,-0.11994-0.053386i,-0.19003-0.071761i,-0.1785-0.061913i,-0.057827-0.097705i,0.041105-0.22185i,0.007892-0.26135i,-0.033745-0.1421i,0.0082601-0.015821i,0.041669+0.012403i,0.0093712+0.0014194i,-0.029131+0.010974i,-0.035056+0.014958i,-0.031348+0.003553i,-0.033629+0.0069154i,-0.038095+0.024533i,-0.036536+0.035041i,-0.022351+0.032883i,-0.0032316+0.024278i,0.0070271+0.014561i,0.0050425+0.0017694i,-0.0059066-0.0047476i,-0.012332+0.0027654i
0.037674+0.031872i,0.083936+0.067198i,0.072691+0.10562i,-0.029913+0.14722i,-0.12041+0.21564i,-0.094756+0.29192i,0.019669+0.24745i,0.073122+0.089483i,0.022545-0.017126i,-0.011674-0.013855i,0.012281+0.0077453i,0.026243+7.2128e-05i,0.016237+0.0027827i,0.0093534+0.01131i,0.008602-0.004778i,0.012497-0.03395i,0.009529-0.054983i,-0.0019961-0.055978i,-0.0044171-0.037823i,0.0032929-0.019183i,0.0047167-0.0079473i,0.0041619+0.001199i,0.011584+0.0037201i
-0.0048323-0.03381i,-0.0045983-0.055437i,0.046241-0.013951i,0.1656+0.058374i,0.25117+0.011195i,0.20987-0.11697i,0.072469-0.13642i,-0.016316-0.051169i,-0.010262+0.003649i,-0.0078996+0.00070472i,-0.027999-0.00042745i,-0.025013+0.0063989i,-0.0082925+0.0027318i,-0.00036375+0.0074012i,0.0041815+0.023639i,0.0067037+0.031093i,0.012077+0.029271i,0.020642+0.018616i,0.017509-0.0012735i,0.0043783-0.010983i,-0.0060701-0.0045096i,-0.0096403+0.0026461i,-0.0088484+0.0058599i
-0.04541+0.044487i,-0.091177+0.10821i,-0.097563+0.10469i,-0.063878-0.0088534i,-0.076621-0.098549i,-0.1198-0.09463i,-0.1039-0.030129i,-0.047111+0.020577i,-0.022558+0.0005205i,-0.023272-0.03189i,-0.010988-0.017317i,0.017749+0.014925i,0.037532+0.021024i,0.036208+0.0021344i,0.021754-0.010068i,0.005981+0.0044322i,-0.00072631+0.029543i,0.0022834+0.037131i,0.0079219+0.023195i,0.0060192+2.5601e-05i,-0.0050454-0.0093677i,-0.0097796+0.001994i,-0.004344+0.0087274i
0.043921-0.056512i,0.11295-0.1487i,0.15629-0.2175i,0.13581-0.1655i,0.10367-0.048255i,0.050367-0.00052889i,-0.046438-0.035771i,-0.11644-0.053797i,-0.10181-0.0042032i,-0.046636+0.034328i,-0.018874+0.017636i,-0.022425-0.01124i,-0.023153-0.01997i,-0.009066-0.010367i,0.0054349-0.0050421i,0.0036238-0.017697i,-0.0074596-0.031004i,-0.013506-0.028515i,-0.014266-0.014066i,-0.012152+0.002266i,-0.0038737+0.0087235i,0.00065934-0.0010479i,-0.007597-0.0066329i
-0.058891+0.04211i,-0.16912+0.083313i,-0.29166+0.095846i,-0.3157+0.016611i,-0.22299-0.10541i,-0.099888-0.114i,0.02329+0.004429i,0.10422+0.079685i,0.076677+0.049996i,0.0094499+0.029464i,0.0089561+0.04457i,0.031035+0.033515i,0.011835+0.0066313i,-0.017108-0.0094464i,-0.023273-0.0078008i,-0.0039771+0.010214i,0.019451+0.011789i,0.018654-0.0098302i,-0.00083707-0.016729i,-0.011842-0.00051024i,-0.0040797+0.010437i,0.0079747+0.0050673i,0.010189+0.00079166i
0.070935+0.027018i,0.1742+0.079213i,0.26955+0.16673i,0.22733+0.25914i,0.080206+0.33645i,0.011459+0.3498i,0.022596+0.22573i,0.025702+0.051802i,0.025891-0.02279i,0.033219-0.020344i,0.017855-0.014387i,-0.0072878-0.0061505i,-0.010023+0.0041728i,-0.0074386+0.004744i,-0.019085-0.0059138i,-0.034968-0.024257i,-0.047226-0.032759i,-0.04289-0.019253i,-0.015554-0.0086807i,0.0084653-0.015532i,0.0086437-0.019131i,-0.0022796-0.011697i,-0.0066444-0.0088127i
-0.080448-0.029635i,-0.20485-0.064057i,-0.30399-0.10492i,-0.22514-0.15237i,-0.010734-0.24981i,0.1159-0.34049i,0.10707-0.27291i,0.058695-0.094726i,0.035235+0.021177i,0.028399+0.028683i,0.010987-0.00048457i,-0.00016103-0.0049249i,0.017413+0.0038535i,0.045142-0.0030367i,0.05806-0.020724i,0.042082-0.024727i,0.0091336+0.00032227i,-0.019054+0.036599i,-0.027935+0.055378i,-0.011608+0.04291i,0.005007+0.015753i,0.0044937+0.0043066i,0.0037144+0.0044116i
0.076369+0.04133i,0.23055+0.10993i,0.424+0.1657i,0.41643+0.14597i,0.096604+0.13221i,-0.21797+0.1997i,-0.24149+0.22076i,-0.11775+0.10949i,-0.061692-0.011688i,-0.057647-0.039955i,-0.03466-0.021004i,0.00060321-0.0055112i,0.0085395+0.0047436i,-0.01116+0.03058i,-0.022486+0.072364i,-0.0043749+0.099035i,0.020095+0.091082i,0.026665+0.052651i,0.021592+0.0089526i,0.010201-0.011797i,-0.0019244-0.01382i,-0.0083785-0.012025i,-0.0069313-0.0066453i
-0.03454-0.070932i,-0.12164-0.19943i,-0.24504-0.34393i,-0.23474-0.381i,0.03814-0.36136i,0.31352-0.40364i,0.25828-0.3981i,0.032731-0.23395i,-0.056146-0.076496i,-0.051498-0.049049i,-0.062028-0.041365i,-0.063541-0.0087875i,-0.040608+0.0026969i,-0.0090472-0.013746i,-0.0059875-0.044381i,-0.043593-0.054969i,-0.058629-0.028124i,-0.018478+0.0038165i,0.02057+0.011257i,0.011303+0.0022449i,-0.014572-0.00021203i,-0.013609+0.007366i,-0.0021163+0.014682i
-0.0024065+0.089281i,0.03787+0.21042i,0.080171+0.28781i,-0.00025886+0.25428i,-0.2487+0.24094i,-0.44479+0.34359i,-0.32187+0.39941i,-0.043878+0.25561i,0.068245+0.04435i,0.032752-0.035257i,0.017312-0.021226i,0.026805-0.034028i,-0.0062808-0.065183i,-0.054001-0.064536i,-0.049683-0.044771i,0.0027025-0.044854i,0.036788-0.07029i,0.020231-0.079092i,-0.014235-0.048905i,-0.029417-0.016923i,-0.029516-0.0070405i,-0.032431-0.0078801i,-0.03455-0.010659i
-0.009341-0.084079i,-0.090031-0.21882i,-0.2157-0.28654i,-0.23959-0.1493i,-0.023149+0.030332i,0.24281+0.010085i,0.23431-0.12353i,0.056755-0.12265i,-0.022523-0.009358i,-0.0092845+0.048846i,-0.0038443+0.049648i,-0.0014006+0.052645i,0.029742+0.058849i,0.062114+0.046567i,0.056283+0.022621i,0.022601+0.0086687i,-0.010277-0.0045381i,-0.033204-0.025555i,-0.028481-0.048867i,0.0018268-0.068686i,0.017648-0.073755i,0.0054023-0.056684i,-0.0034368-0.027143i
-0.033981+0.051169i,0.010996+0.17307i,0.19021+0.27358i,0.38483+0.15255i,0.31994-0.14382i,0.065845-0.24912i,-0.0076454-0.081663i,0.1045+0.033777i,0.1499+0.013857i,0.10458-0.0027136i,0.050145+0.0012729i,0.0086658+0.018213i,0.0033602+0.034234i,0.014173+0.015844i,0.0034504-0.011433i,-0.018634-0.0071576i,-0.023343+0.024996i,-0.0067136+0.051954i,0.012646+0.06089i,0.033485+0.066151i,0.065585+0.057152i,0.077463+0.024406i,0.04776+0.0011427i
0.056813+0.0034357i,0.095299-0.0079318i,0.091382-0.034964i,0.035715-0.014822i,-0.01832+0.095312i,-0.032411+0.19569i,-0.024932+0.1837i,-0.048975+0.1048i,-0.10534+0.051812i,-0.11049+0.049199i,-0.043814+0.036033i,0.0093471+0.0025085i,0.013102+0.0013392i,0.0024215+0.036175i,0.012143+0.07375i,0.043525+0.081609i,0.057758+0.069446i,0.048242+0.065463i,0.037663+0.058111i,0.026462+0.043577i,0.016444+0.037995i,0.015328+0.036957i,0.019875+0.031215i
-0.041887+0.0068852i,-0.049008+0.022846i,0.070437+0.032547i,0.3153-0.042697i,0.53738-0.20348i,0.62591-0.28863i,0.54918-0.2375i,0.36204-0.14161i,0.19219-0.074767i,0.081611-0.029475i,0.0070682+0.033491i,-0.011523+0.08506i,0.013339+0.077337i,0.037636+0.036626i,0.044404+0.011405i,0.031334+0.017275i,0.017712+0.03097i,0.012168+0.024303i,0.00039008+0.011147i,-0.019014+0.016518i,-0.032509+0.032706i,-0.023996+0.046232i,0.0014067+0.050635i
-0.035862+0.05803i,-0.12154+0.11042i,-0.31599+0.13338i,-0.55795+0.14809i,-0.69119+0.18864i,-0.69802+0.16443i,-0.57033+0.10253i,-0.30285+0.076369i,-0.07945+0.023181i,-0.018296-0.040612i,-0.023858-0.051929i,-0.0098139-0.059128i,-0.022849-0.088882i,-0.066844-0.087768i,-0.089651-0.058022i,-0.088733-0.036601i,-0.06828-0.019605i,-0.027508-0.0044671i,0.0058362-0.0014834i,-0.0013274-0.01194i,-0.036834-0.023422i,-0.066583-0.025388i,-0.077115-0.017461i
0.08836-0.088395i,0.13634-0.13116i,0.14169-0.065106i,-0.0025695+0.13057i,-0.20398+0.27398i,-0.25467+0.26926i,-0.21308+0.1876i,-0.23279+0.16199i,-0.25041+0.2232i,-0.18367+0.25424i,-0.066797+0.19539i,0.020044+0.1024i,0.043592+0.039869i,0.03395+0.016378i,0.016463+2.8325e-05i,-0.013569-0.021882i,-0.061823-0.030982i,-0.10193-0.020054i,-0.096656-0.014255i,-0.074671-0.02806i,-0.077392-0.028258i,-0.073167+0.0043172i,-0.038831+0.018451i
-0.084253+0.16965i,-0.17549+0.23175i,-0.29555+0.17808i,-0.17277-0.031449i,0.2044-0.32754i,0.41623-0.52625i,0.28973-0.43019i,0.13989-0.20868i,0.099389-0.14816i,0.032183-0.15504i,-0.03074-0.08546i,-0.027157-0.01223i,0.0029308+0.0075334i,0.026959-0.011562i,0.020895-0.025025i,-0.0034134+0.0092131i,-0.012334+0.046895i,-0.0097568+0.040237i,-0.0052745+0.016253i,0.002504-0.017809i,-0.0038847-0.058447i,-0.023185-0.062715i,-0.026808-0.029615i
0.051671-0.059503i,0.20935-0.096423i,0.44523-0.10294i,0.43022-0.081692i,0.014152-0.014205i,-0.36219+0.085837i,-0.34611+0.11246i,-0.20056+0.024326i,-0.20296-0.057941i,-0.23205-0.047663i,-0.16364-0.014825i,-0.073943-0.0034299i,-0.037004+0.004305i,-0.037885+0.021567i,-0.033916+0.017772i,-0.035506-0.024523i,-0.058505-0.046025i,-0.071779-0.019891i,-0.053178+0.0071716i,-0.022653+0.0057552i,-0.0077143-0.0062446i,-0.012888-0.0064663i,-0.023812+0.010909i
-0.02124-0.2063i,-0.40099-0.3719i,-0.62646-0.35119i,-0.43116-0.26161i,0.21083-0.2065i,0.72515-0.15916i,0.73095-0.067404i,0.52333-0.012031i,0.41194-0.055392i,0.34525-0.17119i,0.18242-0.21554i,0.023314-0.11336i,0.0021226-0.00097649i,0.027249+0.035246i,0.027347+0.053605i,0.053832+0.075323i,0.10936+0.045555i,0.12571-0.03886i,0.086378-0.089977i,0.058386-0.079279i,0.06152-0.081028i,0.040145-0.10907i,-0.0023503-0.10947i
0.86812+8.947i,1.6195+9.7248i,3.8808+9.4652i,4.6959+5.2596i,4.251+1.0436i,2.5799-1.5108i,0.64276-1.4623i,0.18198-0.26567i,0.78413+0.31668i,1.3929+0.17846i,1.4864-0.16879i,1.4321-0.3023i,1.5552-0.34911i,1.5069-0.37039i,1.296-0.47757i,0.87655-0.62795i,0.2731-0.52014i,-0.15904-0.22514i,-0.3073+0.02089i,-0.16609+0.21626i,0.16692+0.3084i,0.41804+0.21876i,0.41284+0.065164i
0.020008-0.2421i,-0.29741-0.41287i,-0.64923-0.21843i,-0.78956+0.074709i,-0.62861+0.014485i,-0.43234-0.34452i,-0.44469-0.50412i,-0.48542-0.31948i,-0.35195-0.12892i,-0.20477-0.086898i,-0.14463-0.054602i,-0.089931-0.01122i,-0.067874-0.021292i,-0.1107-0.023952i,-0.13267+0.019474i,-0.096983+0.063491i,-0.036449+0.08076i,0.0087874+0.056833i,0.016605+0.011693i,0.016373-0.01962i,0.029771-0.043309i,0.024789-0.07386i,-0.010805-0.090327i
0.03213-0.0088973i,0.066835-0.1043i,0.11276-0.20418i,0.14897-0.2117i,0.11816+0.016615i,0.10084+0.32638i,0.11891+0.40953i,0.02597+0.27857i,-0.13082+0.1697i,-0.16358+0.11599i,-0.12655+0.051884i,-0.10604+0.036868i,-0.064265+0.073717i,0.0047574+0.088274i,0.056241+0.056485i,0.04897+0.0083233i,0.016975-0.0081119i,0.01718+0.013375i,0.04643+0.043305i,0.077461+0.055115i,0.08533+0.037856i,0.0675+0.013268i,0.04997-0.0056247i
-0.052995+0.10846i,0.044289+0.31874i,0.15891+0.58096i,0.22344+0.71819i,0.2278+0.5711i,0.25353+0.26241i,0.26267-0.01217i,0.1575-0.12084i,0.050505-0.090348i,0.016966-0.084007i,-0.00055253-0.10131i,-0.0031425-0.063442i,0.0092182-0.01547i,0.0024513+0.0050996i,0.0015041+0.02291i,0.030273+0.037452i,0.058806+0.035646i,0.060015+0.0054073i,0.027861-0.042228i,-0.011507-0.075145i,-0.032922-0.08892i,-0.044952-0.078902i,-0.049485-0.040468i
0.020118-0.10573i,-0.067884-0.33823i,-0.17308-0.7311i,-0.26413-0.9942i,-0.20362-0.85089i,0.014451-0.54225i,0.13826-0.33878i,0.061388-0.18426i,-0.023302-0.047961i,-0.018312-0.0078688i,-0.018435-0.017457i,-0.037348+0.0062067i,-0.023466+0.033722i,0.00050163+0.02921i,-0.0006397+0.0071728i,-0.014758+0.0029921i,-0.0068844+0.022487i,0.016808+0.034133i,0.029764+0.020654i,0.032578-0.0079884i,0.019409-0.032538i,-0.0077745-0.039366i,-0.021453-0.027768i
0.065664+0.090677i,0.1709+0.27136i,0.28478+0.55396i,0.26673+0.71254i,-0.023615+0.64388i,-0.38962+0.5193i,-0.42309+0.39823i,-0.18087+0.20128i,-0.014366+0.017939i,0.017957-0.066558i,0.014773-0.092125i,0.018075-0.077248i,0.017807-0.046928i,0.0015472-0.024926i,0.0029869-0.00080735i,0.046228+0.016287i,0.09611+0.0067741i,0.093908-0.020665i,0.031408-0.036631i,-0.030984-0.018719i,-0.050078+0.014005i,-0.039043+0.030699i,-0.016933+0.018835i
-0.01745-0.030909i,-0.047573-0.11989i,-0.19486-0.21647i,-0.36676-0.088294i,-0.29508+0.28962i,0.016214+0.52695i,0.20729+0.41453i,0.18156+0.22933i,0.15267+0.12856i,0.1411+0.054089i,0.10004+0.020145i,0.083245+0.016585i,0.089891-0.0042075i,0.077552-0.032487i,0.054874-0.031013i,0.058926-0.013232i,0.080538-0.016692i,0.08093-0.027808i,0.059433-0.020121i,0.046402-0.0051203i,0.03885+0.00040684i,0.019189+0.0067945i,-0.0039724+0.019737i
0.042512-0.024628i,0.16368-0.032566i,0.42621-0.070626i,0.70633-0.14362i,0.75696-0.1965i,0.56313-0.16698i,0.35122-0.084203i,0.24914-0.044679i,0.19589-0.064358i,0.137-0.067648i,0.0906-0.054283i,0.055026-0.075348i,0.0071906-0.10684i,-0.040271-0.10514i,-0.052193-0.095757i,-0.031171-0.10253i,-0.0089049-0.10464i,-0.0047397-0.07441i,-0.013875-0.017439i,-0.016539+0.024572i,-0.00804+0.037468i,0.0061256+0.037647i,0.018058+0.032099i
-0.048569+0.044185i,-0.13379+0.13814i,-0.21269+0.29289i,-0.18219+0.32924i,-0.090485+0.16402i,-0.062959-0.025096i,-0.052691-0.089769i,-0.0052344-0.092295i,0.0032463-0.074667i,-0.011011-0.017376i,0.0056059+0.023999i,-1.571e-05+0.012699i,-0.035687+0.0021894i,-0.054499+0.0091127i,-0.054627+0.010272i,-0.043268-0.0038613i,-0.033332-0.029063i,-0.020728-0.042214i,0.0081816-0.038384i,0.031919-0.032467i,0.037837-0.025165i,0.039798-0.020206i,0.042411-0.017766i
0.088407-0.094578i,0.23138-0.33983i,0.31699-0.73368i,0.16546-0.93814i,-0.11317-0.6737i,-0.21705-0.21777i,-0.15608+0.0077411i,-0.12037+0.028451i,-0.097226+0.033048i,-0.03352+0.034226i,0.012543-0.00072203i,0.0063343-0.026471i,-0.013673-0.0051573i,-0.018611+0.03411i,-0.018596+0.050095i,-0.021981+0.039876i,-0.021821+0.025732i,-0.012451+0.015042i,-0.0026867+0.0018594i,0.00068096-0.0086585i,0.0085457-0.012244i,0.018075-0.018755i,0.014347-0.024182i
-0.074033+0.012826i,-0.21056+0.13235i,-0.34969+0.35549i,-0.32765+0.49618i,-0.18356+0.40388i,-0.087925+0.23333i,-0.014442+0.13413i,0.047892+0.057049i,0.03409+0.021699i,0.030094+0.032281i,0.053552+0.0055767i,0.043124-0.02987i,0.028825-0.034314i,0.027038-0.035608i,0.01703-0.02491i,0.0074458-0.0044045i,0.0041331-0.0011327i,-0.00060872-0.010116i,-0.018927-0.017003i,-0.038837-0.013142i,-0.041299-0.0057836i,-0.038061+0.00023755i,-0.026777+0.012799i
-0.020149+0.01828i,-0.063495+0.0069588i,-0.16659-0.050359i,-0.29427-0.071064i,-0.29953+0.043303i,-0.12495+0.15209i,0.035928+0.094719i,0.055563+0.028537i,0.059205+0.051769i,0.072709+0.053856i,0.039636+0.024146i,-0.0012178+0.014143i,-0.0096472+0.016508i,0.00091603+0.011459i,0.0088343+0.0075765i,0.015331+0.012211i,0.021931+0.0092947i,0.020209+0.0074823i,0.019107+0.023728i,0.022105+0.036687i,0.014532+0.033033i,0.0012652+0.026485i,-0.00080723+0.015173i
0.10292-0.054972i,0.27856-0.13631i,0.4643-0.19301i,0.49708-0.1441i,0.37263-0.063839i,0.21196-0.083305i,0.055314-0.12905i,-0.0079166-0.10269i,0.031349-0.069239i,0.058936-0.066554i,0.048936-0.058739i,0.038553-0.050092i,0.016137-0.049661i,-0.014332-0.033372i,-0.012096-0.0064074i,0.017077+0.0020865i,0.037566-0.0057822i,0.046381-0.013937i,0.05319-0.018187i,0.052614-0.018959i,0.041954-0.012551i,0.033054+0.0012625i,0.026745+0.0050852i
-0.13791+0.051523i,-0.39951+0.17815i,-0.63482+0.40963i,-0.50696+0.55042i,-0.12376+0.39554i,0.05956+0.12711i,0.049135+0.0034442i,0.043893-0.040673i,0.026665-0.069778i,0.0080549-0.05022i,0.015518-0.03378i,0.0060824-0.034713i,-0.0043632-0.024997i,0.0010131-0.022314i,0.0075724-0.031968i,0.0072922-0.046192i,-0.0048965-0.057645i,-0.012041-0.065282i,-0.0086961-0.070909i,-0.0049091-0.063073i,0.0018505-0.045975i,0.0092171-0.036121i,0.0074444-0.025082i
0.11183+0.029298i,0.34133+0.03619i,0.61897-0.087494i,0.61276-0.29991i,0.27273-0.29233i,0.025602-0.04157i,0.020144+0.09432i,0.012153+0.058173i,-0.030236+0.042228i,-0.015613+0.042963i,-0.0089805+0.012662i,-0.032572-0.0025903i,-0.045735+0.0065632i,-0.041898+0.016382i,-0.032647+0.012453i,-0.029407+0.0020729i,-0.033681-0.0013354i,-0.04416-1.5661e-05i,-0.051612+0.005194i,-0.046919+0.010652i,-0.038855+0.011309i,-0.031006+0.010095i,-0.015798+0.0069141i
0.034381-0.097344i,0.074401-0.24426i,0.061221-0.38129i,-0.021205-0.3666i,-0.056222-0.26114i,-0.038564-0.22739i,-0.08628-0.22945i,-0.13736-0.14485i,-0.10005-0.04524i,-0.056481-0.016901i,-0.042322-0.0058444i,-0.022443+0.0070389i,-0.0076324+0.012533i,-0.0068924+0.01792i,-0.011318+0.025818i,-0.0085144+0.039293i,0.0071175+0.048933i,0.018757+0.046814i,0.017803+0.035809i,0.010218+0.022824i,0.0010313+0.021868i,-0.00019127+0.032991i,0.0078654+0.032888i
