-0.0011203+0.0006573i,-0.00020581+0.00045598i,-0.0012347+0.00050013i,-0.0021328-0.00014363i,-0.0030184-0.00013226i,-0.0027348+0.002311i,-0.0012219+0.0029441i,0.00030899+0.0014538i,0.0011936+0.0010755i,0.0011982+0.0018194i,0.00064768+0.0017094i,-6.8015e-05+0.0010191i,-0.00033963+0.00071817i,0.00013662+0.0010522i,-0.00012099+0.00095441i,-0.00034561+0.00087409i,-5.8455e-05+0.00073982i,0.00021143+0.00020836i,-3.3231e-05+0.00032315i,-0.00047174+0.000385i,-0.00017779+0.00016787i,0.00024867-0.00016702i,0.00063754-0.00024345i
-0.00047647+0.0018652i,-0.00019088+0.0009311i,-0.0012192+0.001178i,-0.0010793+0.00049551i,-0.00033499-0.00059155i,0.00026818-0.00097091i,-0.00022068-0.00068755i,-0.00032849-0.0006941i,7.317e-05-0.0010824i,-6.6236e-05+0.00039233i,0.00048566+0.0012833i,0.0012481+0.00049117i,0.0010195+0.00038615i,0.00049251+0.00060565i,9.8272e-06+0.0005151i,0.00025883+0.00032136i,0.00058553+8.9503e-06i,0.00011836-0.00038969i,0.00029275-0.00042749i,0.00050924-0.00019711i,0.00047157-0.00011828i,-0.00019086+0.00049832i,-0.00028813+0.00093462i
-0.00101-0.00029358i,-0.00036299-0.00062374i,0.00045338-0.00094733i,-0.0010793+0.00092148i,-0.0021773+0.0021267i,-0.0016509+0.0013675i,-0.00078972+0.00056684i,-0.0004757+0.00047616i,-0.00037411+0.00058543i,-0.00039163+0.00050592i,-8.3361e-05+0.00015201i,0.00054129-0.00010913i,2.7726e-06-0.00027166i,-0.00076679-0.00050498i,-0.00073479-0.00030461i,-0.00023991+0.00024232i,0.00019705+0.0004892i,-0.00030602+0.00043785i,-0.00037901+0.0002393i,6.1415e-05+0.00044575i,0.00024407+0.00053971i,5.3889e-05+0.00040208i,4.0463e-05+0.00038079i
-0.00098603-0.00079581i,-0.00028146+6.5817e-05i,-0.0012101-0.00069445i,-0.0013691-0.00084792i,-0.00070791+0.00053064i,-0.00040988+0.00059636i,0.00053588+0.00036975i,0.00090142+0.0010115i,0.00061726+0.0010561i,0.00026873+0.00074726i,0.00045102+0.00055039i,0.00043379-0.0001544i,-0.00024054-0.00034469i,-0.00029169+0.00054788i,-4.3237e-05+0.00083243i,-0.00014516+0.00054475i,0.00062049+0.00025385i,0.00096351-0.00026595i,-0.00011185-0.00018165i,-0.00038197-6.9537e-05i,-0.00042485+2.8546e-05i,-0.00046499+0.0001794i,5.9851e-05+0.00059302i
9.4388e-06+0.0011025i,0.00075729+0.0013436i,0.0011305+0.0010181i,0.0013332+0.0011986i,0.0009371+0.0012866i,-4.8998e-05+0.0015183i,-0.00010381+0.0016616i,-0.00015244+0.0013764i,0.00031778+0.00087811i,0.0012604+0.00073011i,0.0010177+0.0011993i,0.00050201+0.00039802i,0.00046964-0.00066362i,0.00062616-0.00074382i,0.0012051-0.00024605i,0.0015986+0.00023996i,0.00049789+0.00022625i,-0.00029584-1.1321e-05i,9.3589e-05-0.00023569i,-0.00017533-0.0001805i,0.00029028+8.2791e-05i,0.0001312+0.00024784i,-0.00010851+0.00040316i
-0.0015401-0.0013444i,-0.0016787+0.00016632i,-0.00097787+0.00098541i,-0.00034828+0.00044333i,8.9416e-06+0.00020146i,0.00046954-0.0003424i,8.0088e-05-0.00054267i,7.8892e-05-0.00022704i,0.00037026+6.0612e-05i,0.00064935+0.0005055i,0.00062033+0.00072568i,0.00025129+0.00046119i,-0.00014789+0.00077185i,-0.00042509+0.00095963i,-0.00037681+0.00042611i,0.00023208+2.247e-05i,0.00056878-0.00026516i,0.00088506+0.00040636i,0.00098204+0.0013322i,0.00030911+0.00060945i,-0.0005601+0.00027244i,-0.00053335+0.00065542i,0.00035915+0.00026604i
-0.0010122-0.001992i,-0.00092294-0.0016051i,-0.0029028-0.0016482i,-0.0028254-0.001055i,-0.001951-0.00070037i,-0.0010364-0.00018987i,3.1421e-05+0.00023506i,0.00030827-0.00040606i,-0.00012895-0.00076484i,-0.00055628+0.00013581i,0.00056601+0.0012247i,0.001207+0.0011893i,0.00074284+0.00033768i,0.00086193-0.00022872i,0.00056965-0.00081038i,0.00047404-0.00061957i,0.001127-0.00052482i,0.00092178-0.000806i,0.00033662-0.00035478i,-0.00041849+6.5426e-05i,-0.00075147+0.00051366i,-0.00064292+0.00085714i,-0.00047665+0.00019947i
0.00030723+0.0006479i,0.00038134+0.00051581i,0.0008547+0.0013017i,0.00085242+0.0013891i,-0.00011559+0.00085861i,-0.00094951+0.00033861i,-0.00040074-3.3787e-05i,-0.00013934-0.00012534i,-5.4965e-05-0.00017719i,0.000306+0.00042217i,0.00035766+0.00061093i,0.00050959-0.00013581i,0.00061344-0.0010179i,0.00055209-0.001424i,0.00048492-0.00068763i,0.00063156-0.00010598i,0.00086564+0.00034589i,0.00052749+0.0010218i,0.00020931+0.00045804i,-0.00055986+0.00029691i,-0.0012163+0.00092199i,-0.00056623+0.00082342i,6.0261e-05+0.00014124i
-0.00013964+0.0010736i,-8.9967e-05+0.0011137i,7.8281e-06+0.0011009i,0.00019445+0.00076776i,-6.9005e-07+0.00040761i,-0.00080419+0.0013045i,-0.0012472+0.0013587i,-0.00094139+0.00072091i,-0.00034403+0.0011644i,0.00019546+0.00089467i,4.4675e-05-8.9124e-05i,-0.00017458-0.001088i,-0.0001517-0.0016414i,3.1993e-05-0.00068031i,2.8807e-05-0.00020511i,-0.0005727-0.0004685i,-0.0005474-0.00010242i,0.00032935-0.00049684i,0.0011469-0.0009801i,0.00074646-0.00073727i,5.5212e-05-0.00022294i,-0.00012505+0.00038652i,4.0698e-05+0.00033835i
0.0034374-0.00031726i,0.0034275-0.00068534i,0.0030055-0.0014899i,0.0021457-0.0009403i,0.0011123+0.0006777i,-5.281e-05+0.00081183i,-4.8442e-05+0.00053328i,0.00031813+0.00090227i,-0.00024031+0.00063996i,-0.00046728+0.00096764i,-0.00023449+0.00094875i,-0.0006503+0.00011939i,-0.00040036-0.00070827i,0.00010361-0.0011447i,-0.00031855-0.00015292i,-0.00047346+0.00054874i,-0.00038236-9.2981e-06i,-0.00045008-0.00035746i,0.00017384+0.00026046i,0.00046145+0.00016815i,0.0005156-0.00034131i,0.00080653-0.00026345i,0.0013949+0.00036078i
0.00079597+0.00038411i,0.0021305-0.00072966i,0.0018094-0.0016724i,0.00069751-0.0014443i,-0.0013643-0.00048438i,-0.0029317+0.00058676i,-0.0016497+0.00056951i,0.00030304+5.0456e-05i,0.00032082+0.00024217i,0.00015186+0.00058785i,0.00017176+0.00032976i,-0.00013211+0.00012138i,-0.0002751+0.00069098i,-0.00066467+0.00074198i,4.8467e-05+0.00027795i,0.00053356+0.00067182i,7.8998e-05+0.00051804i,6.4964e-05+0.00042504i,0.0002043+0.00077808i,0.00016708+0.00070019i,0.00036478+0.00056455i,-4.6108e-05+0.00011444i,-0.0008497-0.00057514i
-0.0020096+0.0015744i,-0.0027051+0.0011357i,-0.0026602+0.0010781i,-0.00055431+0.00098246i,0.00059195+0.0011562i,0.00029717+0.00075306i,-0.00086013+0.00035553i,-0.0010399+0.0010848i,-0.00029446+0.0014924i,0.0001072+0.0014878i,0.00088673+0.00085583i,0.0012179+0.00038665i,0.00080074+0.00040955i,0.00040133+0.00032784i,0.00016989-6.3776e-05i,0.00023258-0.00041867i,0.00080962-0.00043372i,0.00074129-1.0008e-05i,0.00041703+0.00044404i,0.00062378+0.00030748i,0.00039445+0.00035715i,0.0004128+0.00073313i,0.0009057+0.0010434i
-0.00052557+0.0031928i,-0.00059378+0.0027593i,0.00066238+0.0020847i,0.00038799+0.0013961i,9.7199e-07+0.0002758i,-0.00012056-0.00039184i,-0.0004352-0.00028851i,-0.00038928-0.00017055i,7.3003e-05-2.924e-05i,0.00027828+0.00069722i,6.5515e-05+0.00068314i,-6.9738e-05+0.00034374i,0.00042479+7.5937e-05i,0.00073585+0.00029587i,0.00098371+0.00036728i,0.0011709-0.0006097i,0.0010137-0.0014065i,-0.00015751-0.0014596i,-0.0012713-0.0010908i,-0.0011272-0.00027468i,-0.00043443+0.00048434i,0.00013302+0.00052633i,0.00069253+0.00010611i
5.8658e-05-0.0021643i,0.00026499-0.0013749i,0.00084738-0.0013289i,0.0003417-0.00059483i,-0.0010516+7.1024e-05i,-0.0017064+0.00043078i,-0.00084097+6.519e-05i,-0.00081242-0.00070329i,-0.00078989-0.00046656i,-0.00055062-0.00013857i,-0.00054798-9.9346e-05i,-0.00067395-0.0001492i,-0.0010992+0.0001101i,-0.0010213+0.00038335i,-0.0002572-0.00022476i,0.00021669-0.00038787i,0.0004967-0.00019063i,0.0014446+0.00024275i,0.0015393+0.00063196i,0.00052913+0.00058745i,-0.00051803+6.8554e-06i,-0.0007459-0.00037329i,-0.00046201-0.00029092i
-0.00072648-0.0028162i,-0.00099139-0.002515i,-0.0010388-0.0021363i,-0.000967-0.0011212i,-0.0016772+0.00086843i,-0.0015421+0.0020935i,-0.00096357+0.00149i,-0.00038509+0.00084674i,-0.00016107+0.0010636i,-0.00077436+0.00058121i,-0.00040706+0.00026806i,0.00026019+0.00048063i,-0.00034484+0.00057357i,-0.00047556+0.00029843i,-0.00065964-0.00029979i,-0.00068758-0.00098433i,0.0001355-0.0016617i,0.00020936-0.0011671i,-4.6738e-05-0.00040314i,0.00050613-0.00022497i,0.00064992+0.00029807i,-0.0001889+0.0003273i,-0.00084879-0.00012915i
-0.0018381-0.00088726i,-0.0021706-0.0010055i,-0.0019483-0.0007726i,-0.0010682+0.00025529i,8.3548e-05+0.001582i,0.00068577+0.0012329i,0.00042104+0.00011179i,-0.0001572+0.00027728i,-0.00061747+0.0014483i,-0.00034422+0.002442i,-0.00040372+0.0015683i,-0.00049288-9.6716e-05i,-0.00015533-6.4549e-06i,4.43e-05+0.00083607i,-0.00018744+0.0014559i,0.00033535+0.0017592i,0.00077579+0.0012424i,0.00045012+0.00047879i,0.00045168-0.00013156i,0.00011611-0.00012959i,-0.00063306+0.00016139i,-0.0010117+0.00029393i,-0.00074385+5.6856e-05i
0.00055412+0.0010714i,0.001559+1.3009e-05i,0.00092238-0.00033294i,-9.0271e-05+6.379e-06i,-0.00044999-0.00025178i,-0.001143-0.00016436i,-0.00072548-4.0088e-06i,6.7657e-06-0.00027745i,-0.00027031+0.00014377i,-0.00042398+0.0010538i,0.00046494+0.0013286i,0.00095012+0.00064945i,0.00030248+0.00051311i,-0.00051465+0.00056777i,-0.00035004+0.00017957i,0.00015841+7.6121e-05i,0.00062761+5.2863e-06i,0.00078665+0.00087829i,0.00041003+0.00070573i,0.00011041-0.00035904i,-0.00013634-0.00074102i,-0.00025659-0.00040738i,-5.581e-05-9.0862e-05i
0.0012831-0.0010272i,-0.00055686-0.00055601i,-0.0016741+0.00016516i,-0.0026927+0.00036165i,-0.0029954+0.0011314i,-0.0019531+0.0015093i,-0.00052135+0.0013745i,-0.00028551+0.0013775i,-0.00020279+0.00096059i,0.00010305+0.00060198i,-8.0856e-06+0.0001562i,0.00027959+0.00014695i,0.00031693-0.0004627i,-0.00015321-0.00061022i,-0.00035091-0.00024748i,0.00020418-5.1946e-05i,0.00088359+0.00033292i,0.0014288-1.0038e-05i,0.0008013-0.00073066i,-5.7003e-07-0.00069575i,-5.0562e-05-0.00041693i,0.00020233+9.3962e-05i,0.00030527+0.00053209i
0.00061734+0.00086003i,0.0015126+0.00059088i,0.0026911+0.00022261i,0.0020667+0.00032474i,0.00047167-0.0001605i,-0.00062991+0.00033616i,-0.00017244+0.0007519i,0.001191+0.00028523i,0.0012781+0.00045012i,0.00055073+0.0012501i,0.00048819+0.00077724i,0.0008399+2.4853e-05i,0.00022492+0.00036793i,0.00010335+0.00096902i,0.00066008+0.0009255i,0.00024326+0.0002395i,0.00011745-0.00015153i,0.0003167+7.7994e-05i,8.7963e-05+4.3925e-05i,0.00027147-0.00014566i,0.00043045+0.00024421i,-4.6393e-06+0.00028717i,0.00025932+6.7725e-05i
-0.00034562-0.001989i,-0.0012555-0.0022982i,-0.0014906-0.001708i,-0.0019288-0.00035158i,-0.0013761+0.00076956i,-0.00087948+0.001084i,-0.00049959+0.00016576i,-0.00042255+0.00055536i,-0.00073871+0.00095664i,-0.00046371-5.1328e-05i,0.00023687+7.0097e-06i,0.0010065+0.00085346i,0.00062752+0.0010174i,-0.00066704+0.00089178i,-0.00056959+0.00059863i,-5.3952e-05+0.00042356i,0.0002348+0.00047091i,0.0005745+0.00074734i,-0.00027778+0.00097738i,-0.0011883+0.00053174i,-0.0018404+0.00071656i,-0.0014731+0.00078527i,-0.00052315+2.687e-05i
-0.00014255+0.0006981i,-0.00022177+0.00057359i,0.00073107+0.00028586i,0.0010548+0.00034256i,-0.00033077+0.0005776i,-0.0012903-0.00028593i,-0.00073807-0.00068206i,-0.00012644-3.6977e-05i,-0.00085742+0.00061614i,-0.001041+0.00076481i,-0.00029183+0.00052251i,0.00071622-3.1541e-06i,0.0012451-0.00015764i,0.00050755+0.0001044i,-0.00038745+0.00013713i,-0.00063975+0.00026816i,-0.00027407+0.00032356i,8.4644e-05+0.00021862i,-0.00017149+0.00033674i,-0.00021956-3.0151e-05i,0.00011331-0.00064512i,0.0002567+4.5797e-05i,0.00014264+0.0011158i
-8.5461e-05-0.00043374i,0.00052656+0.00048224i,0.0010331+0.0012604i,0.00047541+0.0010506i,-0.00054772+3.6567e-05i,-0.00080231-0.000319i,-0.00012925-1.9143e-05i,-3.4139e-06+0.00022825i,6.4711e-06+0.0002952i,0.00013683+0.00076728i,0.00014061+0.00020149i,0.0004006-0.00039118i,-7.1978e-06-6.9653e-05i,-0.00011804-0.00017211i,0.00027136-0.00052777i,0.00073346-0.0005099i,0.00055916-0.00015538i,0.00016623-2.1008e-05i,0.00087459+5.5146e-05i,0.00092936+0.00089436i,6.6423e-05+0.0010898i,-0.00032786+0.00018553i,0.00030075-0.00063004i
0.00099671+0.00073407i,0.0015823-0.00047732i,0.0019844-0.0011601i,0.0012026-0.00065195i,-0.0010663-0.00041296i,-0.002979-3.8564e-05i,-0.0017396-0.00059049i,0.00042022-0.00073238i,0.00086455+0.00036979i,0.00052071+0.00055857i,0.00020921-5.414e-05i,-0.00039846+4.1123e-06i,-0.00093576-0.00044684i,-0.00044916-0.00092757i,-0.00020938-0.00015741i,3.1086e-05+0.00038546i,0.00023872+0.00042952i,3.8184e-05+0.00028349i,0.0006055+0.00057485i,0.001118+0.00046937i,0.00073031+0.0005664i,0.00016451+0.0016169i,0.00026212+0.0012564i
0.0013378+0.00033583i,0.0020484-0.0001877i,0.0031179-0.00067881i,0.002149-0.00026792i,0.00031062+0.00018547i,-0.00076137+0.00044006i,-0.00067398+0.0010786i,0.00020361+0.0013982i,0.00045706+0.0010412i,-0.0001373+0.00046i,-6.4119e-05+0.00035507i,0.0003521+9.3155e-05i,0.00033173+4.9177e-05i,3.3083e-05+0.00018483i,-2.2878e-05-0.00020877i,-2.4527e-05-0.00068475i,0.00017119-2.9429e-06i,0.00021088+0.0013336i,0.00038462+0.0012094i,0.00080206-0.00018788i,0.00038825-0.00031143i,0.00015392+0.0010433i,0.00053223+0.00077468i
-0.0030227+0.0009125i,-0.0014719+0.0016783i,-0.00059439+0.0021516i,0.00014546+0.0016362i,0.00191+0.0012425i,0.0020369+0.00039752i,0.00098334-0.00027158i,0.00019801+7.0097e-05i,-0.00015154+0.0015679i,-1.8217e-05+0.002196i,0.00069596+0.0017408i,0.00077084+0.00069107i,0.0007669+0.00038131i,0.0011651+0.00073044i,0.0010597+0.00022628i,0.00080361+8.017e-05i,0.00019841-6.2867e-05i,0.00038671-0.0005664i,0.00060845-0.00070402i,1.9207e-05-0.00038477i,-0.00045416-0.00090747i,-0.00040156-0.00032182i,-0.00026167+0.0010337i
-0.00063398-0.0010823i,-0.00012228-0.00040832i,0.00036928-0.00011393i,0.00049745-0.00060945i,-0.00031661-0.00042847i,-0.0011344-0.00027015i,-0.00094398-0.00089687i,-0.00034688-0.0010347i,-0.00031859+2.0402e-05i,0.00051604+0.00069146i,0.001733+0.00026111i,0.001843+8.5641e-05i,0.0010743-0.00035197i,0.00067025-0.00030716i,0.00027981-0.00069798i,-0.00024705-0.00021289i,-0.00015821+0.00079976i,-0.00053773+0.00069153i,-0.00081089+0.00063094i,-5.2512e-05+0.00086584i,-0.00041188+0.00047876i,-0.00093355+0.00034924i,-0.00062708+0.00037902i
-0.00083505+0.00079047i,-0.00063402+0.00090082i,-0.00052903+0.0006194i,-0.00022761+9.0733e-05i,3.5253e-05+0.00056789i,0.00052609+0.0006518i,0.00094986+0.00058972i,0.00063311+0.00089641i,3.4221e-05+0.0012651i,-0.00029914+0.0016044i,8.4433e-05+0.00117i,0.00036226+0.00062964i,1.8464e-05-0.00025662i,0.00056735-0.00083374i,0.00092614-0.0001861i,4.3963e-05+0.00025739i,-0.00047055+0.00038457i,-0.0006254+4.0789e-05i,-4.8644e-05-0.00035416i,0.00058632-0.00027475i,0.00039513-0.00016587i,-0.00019487-9.9367e-05i,-0.00076711-0.00022437i
0.002034+0.0017665i,0.001489+0.00079737i,0.0031468+0.00048017i,0.0029868-0.00024661i,0.00065063-0.0012254i,-0.0012952-0.0016887i,-0.001994-0.0013946i,-0.0011258-0.0011639i,-5.2355e-05-0.00068289i,0.00036826+0.00044879i,0.00099684+0.00063121i,0.00070892+6.2455e-05i,1.8464e-05-0.00058623i,0.00021022-0.00070031i,0.00058417+0.00026236i,0.00059285+0.00027455i,0.00069452-0.0004213i,0.00074549-0.0006088i,-0.00021241-0.00096759i,-0.00083313-0.0014131i,-0.0007653-0.00045514i,5.5994e-05+0.00028252i,0.00046779-0.00030379i
-0.00020108-0.0003896i,-0.0013933-0.00028796i,-0.0021007+8.5865e-05i,-0.0014535+0.00062255i,-0.0011359+0.0011886i,-0.00062249+0.0013562i,-0.00077041+0.00053938i,-0.0010219+0.00011762i,-0.00096389+0.0006802i,-0.00037038+0.00087794i,7.4159e-05+0.00026216i,7.5343e-06-0.000733i,-4.5042e-05-0.0016914i,-9.5091e-05-0.00097076i,0.00034482-0.0001172i,0.0007164+0.00018323i,0.00068969+0.00074524i,0.00039261+0.00035536i,0.00054391-0.00031937i,6.0798e-05+0.00033111i,-0.0012941+0.0011875i,-0.0011931+0.0010114i,-0.00013863+0.00092627i
-0.001381+0.0016213i,-0.00028835+0.0019829i,0.00060227+0.001705i,0.0014355+0.0015239i,0.0014128+0.0015479i,0.00036902+0.0015272i,-0.00027241+0.00033957i,0.00045564-4.2528e-06i,0.00093728+0.00068851i,0.00015656+0.00055168i,0.00063029+0.00047416i,0.0019205+0.00032383i,0.0010256-0.0003831i,0.00048124-8.1663e-05i,0.00087298+0.0003679i,0.00095746-0.00016931i,0.00033587-3.3854e-06i,0.00037443+2.1214e-05i,0.00080928+0.00012854i,0.00033576-0.0001265i,-4.1969e-06-0.0002916i,0.00017527+0.00027142i,-8.0618e-05-5.4905e-05i
-0.0018509-0.0020515i,-0.0013579-0.0020785i,-3.7524e-05-0.0023656i,5.9925e-05-0.0017057i,-0.00089316-0.00064343i,-0.00073089+0.00041996i,2.3398e-06+0.00081525i,-0.00034645-0.00012234i,-0.0010495-0.00035954i,-0.0012441+0.0004592i,-0.00089332+0.00088625i,-4.8531e-05+0.00073404i,0.0011391+0.00010882i,0.0010624+0.00032878i,-0.00013408+0.0010055i,0.0001559+0.00070435i,0.0012828+3.4043e-05i,0.0012769-0.00063458i,0.00070972-0.0013234i,8.2594e-05-0.00096429i,-0.00046473-0.00044593i,-0.0002704-0.00010676i,-0.00016423+0.00043235i
0.00074444-0.00042403i,0.00042986-0.00037911i,-0.00060901-0.0012614i,-0.0008284-0.0013904i,-0.0012432-8.4863e-05i,-0.0019359+0.00076103i,-0.0012327+0.00037395i,0.00021481-0.00015228i,0.00073724-0.00010034i,0.00036758-6.3622e-05i,0.0004336-0.00057501i,0.00080555-0.00051338i,0.00045508-0.00018781i,-0.00046911-0.00057578i,-0.00033402-0.00087373i,0.00016763-0.0001559i,0.00017204+0.00063775i,-6.1714e-05+0.00087361i,-0.0007968+7.9005e-05i,-0.00057711-0.00060599i,-0.00082369-0.00031324i,-0.00094137+0.00012092i,-0.00080699+0.00076231i
-0.0016922-0.00076152i,-0.0009691-0.00082647i,-0.0017157-0.00041811i,-0.0018632+0.00076545i,-0.0013284+0.0015633i,-0.00089875+0.00093312i,-0.00031142+0.00034316i,-0.00013155+0.0010339i,-0.0001159+0.0013037i,0.0010125+0.00064672i,0.0020758+0.00014788i,0.0014535+0.00010541i,0.00066513+0.00048181i,0.00086188+0.00015785i,0.00043429-0.0005057i,-0.00026278-0.00057i,-0.00021081-0.00050817i,-0.00019499-0.00058625i,-0.00012968-0.00030331i,-0.00013822+0.00017205i,-0.00062804-0.00027525i,-0.00056348-0.0004669i,0.00062522-0.00033634i
0.0010674+0.0026246i,0.0015511+0.0031625i,0.0022683+0.0034441i,0.0024802+0.0023186i,0.0014805+7.6367e-05i,4.7469e-05-0.0013287i,-0.00052385-0.0011182i,-8.1284e-05-0.00018653i,0.00078659+0.00050501i,0.0011444+0.0012998i,0.00058658+0.0013175i,-9.1799e-05-7.7255e-05i,0.00016968-0.0012423i,0.0008492-0.0013613i,0.00026804-0.00073309i,-0.00073279-0.00010126i,-0.00036772-4.0011e-06i,0.00028688-0.00062401i,0.00067186-0.00076917i,0.00068565-0.00045142i,0.00046584-7.0441e-05i,0.00047742+7.0993e-06i,0.00065892-0.00043166i
-0.00032429-0.00096171i,-0.00031865-0.0010846i,0.00011391-0.0020466i,0.00043026-0.0013685i,0.00012087-1.2073e-05i,-0.0004218+0.00046718i,-0.00026192+8.0552e-05i,0.00017493-0.00036127i,2.3091e-06+6.938e-05i,-0.00031938+0.0006854i,-0.0002049+0.00075507i,-0.00012745+0.00065752i,-0.00035377+3.296e-05i,-0.00055147-0.00077893i,-0.00015117-0.00058758i,0.000472+0.00017733i,0.00058936+0.00031485i,0.00036001-0.00028069i,0.00037089+0.00010304i,0.00045019+0.00044519i,0.00059637+0.00034106i,0.00062698-6.3504e-05i,0.00057182-0.00076696i
-0.00020884+0.0016945i,0.00049509+0.0025528i,0.0010087+0.0019632i,0.00073379+0.00092233i,0.00078835-0.0005565i,0.001249-0.0011678i,0.00050025-0.00069148i,-0.00012861-0.00022209i,0.00071622+0.00030624i,0.0010581+0.0004871i,0.00043537+0.00038567i,0.00025464+0.00036185i,0.00018516-0.00049764i,0.00044408-0.00056947i,0.00029396-0.00031881i,-2.8028e-05-0.00062709i,1.0167e-05-0.00084721i,0.0005006-0.00087565i,0.00078122-0.00031993i,0.00070918+0.00050705i,0.00044889+0.0011082i,0.00015368+0.0012529i,0.00024016+0.00077514i
5.6712e-05-9.754e-05i,-0.0001698+0.00034168i,0.0011689+0.00047709i,0.0011408+0.00034828i,-0.00028961+0.00050194i,-0.00070256+0.00038714i,0.00017177+0.00035747i,0.0010083+5.7837e-06i,0.0013373-0.00064344i,0.0011306-0.00095339i,0.00060988-0.00072678i,0.00044157-0.00059124i,0.00048438-0.00052924i,0.0010003-0.0005003i,0.00078337-3.307e-05i,-0.00021605+0.00089221i,0.00018066+0.00074195i,0.00043244-0.00012426i,0.00034584-0.00073876i,0.00059782-0.00084078i,0.00050994-1.3971e-05i,0.0003765+0.00086014i,0.00055825+0.00069572i
-0.0011959+0.00080046i,-0.0010489+0.0019238i,-0.0010785+0.0033174i,-0.00040612+0.0024719i,0.00033602+0.0013221i,0.00056571-0.00055854i,8.2961e-05-0.0013957i,-0.00045205-0.0003399i,-0.00048019+0.00028698i,0.00022978-6.0332e-05i,0.00070119-0.00018467i,0.00026188+0.00034372i,0.00017598+0.00042107i,0.00014992-6.6339e-06i,0.00061773-0.00034655i,0.00073643-0.00024884i,0.00061844+0.00016068i,0.0015427-5.4308e-05i,0.001455-0.00033349i,0.0012133-0.00056648i,0.00090421-0.00028061i,0.0004361+0.00044888i,0.00060939+4.3089e-05i
0.0031667-0.00035112i,0.0034865+6.8601e-06i,0.0041866+0.00053679i,0.0026305+0.00037288i,0.00073179-0.00082352i,-0.0007194-0.00090078i,-0.00089251-0.00011735i,-2.3686e-05-0.00054127i,0.00075417-0.00071227i,0.00064973-0.00015447i,0.00031039-0.00012769i,0.00035921+6.9424e-05i,0.00043529-0.00029591i,0.00058281-0.00066797i,0.00087753-0.00044931i,0.00081293-0.00016995i,0.00048825+0.00072474i,0.00034163+0.00075035i,-1.8175e-05+0.0004588i,-0.00069565+0.0003525i,-0.00052392-4.1749e-05i,0.00042007-0.0004089i,0.00059338-0.00097723i
-0.00070918-9.8847e-05i,-0.00015978-0.00033626i,-0.00087092-0.00020915i,-0.0011952+5.3701e-05i,-0.00058988+0.00064466i,0.0002233+0.00045945i,0.0010126-0.00012063i,0.00072857-0.00050529i,8.4063e-06-0.00020476i,-0.00055931+0.00040623i,-0.00076955-0.00012418i,-0.00021841-0.0012434i,0.00049495-0.00085383i,0.00042939-3.4759e-05i,0.00023621+0.00052526i,0.00016294+0.00053446i,0.00031621+0.00034712i,0.0007402+0.00036461i,0.001126+0.00026157i,0.00069174-8.8484e-06i,9.6219e-05+0.00023685i,-0.00035879+0.0002777i,-0.00065597-6.5901e-05i
0.0015439-0.0026858i,0.0019729-0.0023333i,0.0013774-0.0028233i,-0.00031535-0.002437i,-0.0014547-0.0012821i,-0.0012249-0.00072385i,-0.0004276-0.00026855i,-0.00038419+0.00017317i,-0.00037033-0.00023839i,-0.00016817-0.00034387i,-0.00019145+0.00030834i,3.0371e-06-0.00025368i,0.00025258-0.001329i,0.0006163-0.0015284i,0.00068724-0.0012384i,0.00089458-0.00020729i,0.00084115+0.00030192i,0.00080625+0.00026101i,0.00078497-0.00013591i,0.00086077-0.0002701i,0.0006551+0.00026721i,0.00014611+0.00053348i,7.8918e-05+0.00081455i
-0.0012153-0.00070874i,-0.0008384-8.5373e-05i,-0.00058718+0.00073836i,0.00082487+0.0019452i,0.001316+0.0024634i,-0.00022503+0.0020265i,-0.0011347+0.0013275i,-0.001151+0.00059721i,-0.0013133+0.001017i,-0.00080008+0.0019427i,0.00069399+0.0021401i,0.00062964+0.0020538i,-0.00020541+0.0016995i,6.5125e-05+0.0010521i,0.00029353+0.00066721i,0.00051503+0.00096891i,0.00073771+0.00095798i,7.9355e-05+0.00068498i,-0.00018214+0.00018022i,-0.00023517+4.275e-05i,-2.9093e-05+0.00018345i,0.00017621+0.0002585i,6.8689e-05+0.00041001i
0.00073938+0.00244i,0.0010391+0.0025413i,0.00086933+0.001589i,-4.1326e-05+0.00044173i,-0.0010229-0.0001563i,-0.0013173-0.00037029i,-0.00067047-0.00061809i,-0.00052389-0.00026931i,-0.00066711+0.00023717i,-0.00040971-0.00020592i,0.00076214-0.00043124i,0.0010249-0.0011841i,3.0316e-05-0.0012792i,8.7018e-05-0.00021522i,0.00042062+0.00015214i,0.0002314+0.00045263i,0.0001066+0.00032348i,0.00024844-0.00020227i,0.00074708-0.00015789i,0.00065228-0.00059318i,0.00011901-0.001031i,-0.0002335-0.00033228i,-1.6888e-05+0.00039789i
0.00093883-0.0012042i,0.00095096-0.0010952i,0.001449-0.0013919i,0.0010745-0.0020835i,0.00055881-0.0011567i,-0.00037446+0.00026044i,-0.0011184+0.00067124i,-0.00087613+0.0006331i,-0.00020065+0.00035309i,0.00024584+0.00061507i,-0.00017742+0.00072388i,-0.00031772+0.00015121i,6.4772e-05-0.00028691i,-0.00016097-0.00024312i,-0.00042072-0.00023924i,0.00022159-0.00014282i,0.00052555+1.6256e-05i,-5.2285e-05-0.00012441i,-0.00032698-9.1346e-05i,-0.0010061-0.00067254i,-0.001167-0.00079738i,-0.00044143+3.4306e-05i,-0.00045909-0.00011652i
