-0.00090043+0.00076462i,-0.0012882+0.00022655i,-0.0027127+0.00026301i,-0.0020353+0.00086961i,-0.0011187+0.0024814i,-0.0011243+0.0031944i,-0.00065455+0.0029287i,0.00011828+0.0022475i,0.00010445+0.0012043i,0.0003228+0.0004526i,0.00014678-0.00045138i,-0.00047552-0.00059881i,-0.0009783+0.00019584i,-0.0012371+0.00012876i,-0.00094198-0.00011448i,-0.00081456-7.9266e-05i,-0.0014693-0.00035983i,-0.00085331-0.00014452i,0.00036834-0.00011526i,0.00074255-0.00041935i,-1.0385e-05-0.00036133i,-0.00043959-0.000193i,-0.00031201-0.0001227i
-0.04154-0.1476i,-0.19326-0.3904i,-0.52074-0.58051i,-0.80915-0.43233i,-0.69662-0.10171i,-0.34225+0.0016435i,-0.16165-0.062686i,-0.098194-0.04166i,-0.0032034+0.003112i,0.04138-0.007455i,0.033265-0.019323i,0.028319-0.023965i,0.031324-0.027151i,0.031686-0.026306i,0.022143-0.027011i,0.014529-0.032832i,0.017302-0.040024i,0.024789-0.034867i,0.025515-0.019412i,0.016674-0.0058539i,0.012288+0.0066568i,0.018081+0.013709i,0.020712+0.0079109i
-0.032566+0.10075i,-0.073978+0.25981i,-0.039909+0.44605i,0.10062+0.46174i,0.16045+0.23347i,0.041058+0.033775i,-0.038781+0.034409i,0.012468+0.025883i,0.016099-0.056618i,-0.031436-0.063644i,-0.026783-0.026299i,-0.0088777-0.022149i,-0.014874-0.029174i,-0.023019-0.024512i,-0.022225-0.0073406i,-0.01648+0.0042576i,-0.013842-0.0067003i,-0.0099854-0.029801i,-0.0014371-0.043784i,0.0076503-0.043395i,0.015368-0.038739i,0.012956-0.038114i,-0.0011162-0.035876i
0.092692+0.061689i,0.30679+0.20798i,0.63854+0.35999i,0.81341+0.32654i,0.62711+0.18884i,0.3335+0.15859i,0.19099+0.14582i,0.073186+0.083588i,-0.026815+0.080831i,-0.017436+0.083198i,0.0067893+0.036599i,-0.00083556+0.012861i,-0.0062248+0.017245i,-0.0070061+0.01993i,-0.0057472+0.017445i,-0.015664+0.0070806i,-0.042105+0.0023967i,-0.058793+0.0016219i,-0.055268-0.0046206i,-0.045239-0.0078374i,-0.039057-0.0054539i,-0.033056+0.0051455i,-0.018533+0.01875i
-0.045162-0.12176i,-0.14938-0.43755i,-0.34254-0.85086i,-0.50002-0.94898i,-0.39953-0.62874i,-0.11186-0.33414i,0.035673-0.25563i,0.028938-0.17064i,0.044669-0.058115i,0.065289-0.032928i,0.034261-0.047618i,1.2323e-05-0.040048i,-0.0076109-0.019099i,0.0010273-0.0028217i,0.0059789-0.0014626i,-0.003496+0.002723i,-0.012058+0.025447i,-0.016896+0.049511i,-0.017515+0.058454i,-0.0088406+0.056133i,0.0016848+0.048255i,0.0087988+0.033847i,0.012365+0.016815i
-0.033993+0.060978i,-0.15679+0.21817i,-0.3106+0.44505i,-0.33694+0.52659i,-0.24018+0.3445i,-0.2081+0.11373i,-0.20472+0.043055i,-0.1165+0.026536i,-0.04108-0.031911i,-0.035999-0.055755i,-0.038113-0.027701i,-0.032722-0.00031642i,-0.023367+0.012863i,-0.01058+0.014149i,0.00023239+0.01912i,0.017786+0.030593i,0.038642+0.032126i,0.050455+0.027815i,0.04985+0.022809i,0.046485+0.01219i,0.045113-0.00035969i,0.039867-0.01211i,0.029187-0.024114i
0.07237+0.10053i,0.26208+0.28971i,0.543+0.50984i,0.6397+0.55187i,0.42388+0.40963i,0.1609+0.29656i,0.051057+0.2371i,0.018351+0.16106i,0.0044122+0.081296i,0.0011537+0.023303i,8.3982e-06+0.0030122i,0.017657+0.0095537i,0.034945+0.0053136i,0.028277-0.0082274i,0.016428-0.020858i,0.0086908-0.03636i,0.0023304-0.048652i,0.0036781-0.05321i,0.012215-0.056637i,0.015176-0.058224i,0.0062554-0.050033i,-0.0035511-0.030074i,-0.0069247-0.01124i
0.010961-0.15195i,-0.011695-0.48366i,-0.057689-0.90751i,-0.068339-1.0326i,0.003344-0.74814i,0.099882-0.42746i,0.11123-0.25132i,0.042172-0.13611i,-0.027976-0.054231i,-0.057886-0.018937i,-0.054668-0.014182i,-0.041725-0.022541i,-0.030858-0.024516i,-0.022125-0.01748i,-0.023574-0.015822i,-0.035878-0.018558i,-0.047213-0.018965i,-0.053123-0.019797i,-0.052537-0.023017i,-0.04384-0.022176i,-0.0308-0.015877i,-0.017869-0.0097745i,-0.013597-0.0056434i
-0.070187+0.079256i,-0.1858+0.23446i,-0.29532+0.4232i,-0.28956+0.44951i,-0.19842+0.29275i,-0.14906+0.15549i,-0.096931+0.099388i,-0.011579+0.060505i,0.020922+0.03411i,0.00069574+0.038284i,-0.012809+0.043475i,-0.020859+0.034301i,-0.028919+0.026943i,-0.026523+0.028381i,-0.01714+0.035895i,-0.01273+0.045052i,-0.015952+0.052485i,-0.022129+0.056417i,-0.02843+0.054391i,-0.029665+0.043515i,-0.022237+0.029184i,-0.0076271+0.016285i,0.0064362+0.0047379i
0.082952+0.065673i,0.18836+0.16293i,0.23538+0.28783i,0.12064+0.37904i,-0.01353+0.39514i,-0.013357+0.3387i,0.017578+0.22099i,0.0050036+0.091166i,0.0010772+0.015753i,0.015196-0.0025975i,0.023805+0.0043407i,0.026309+0.01371i,0.025205+0.02i,0.02445+0.018894i,0.022092+0.012674i,0.020698+0.014393i,0.025046+0.022366i,0.032074+0.026606i,0.035872+0.020555i,0.028415+0.012239i,0.017139+0.008642i,0.008837+0.00035795i,0.0018721-0.0061258i
-0.072469-0.11624i,-0.14956-0.306i,-0.14773-0.50684i,0.0033477-0.56873i,0.15237-0.48856i,0.17968-0.36059i,0.12777-0.19851i,0.038788-0.040211i,-0.024242+0.050682i,-0.01979+0.060136i,-0.0049337+0.021444i,-0.0079737-0.0027206i,0.00048722-0.0072314i,0.0062964-0.013041i,0.0039854-0.015377i,0.0092505-0.022287i,0.015136-0.035671i,0.011803-0.044527i,-0.001134-0.041706i,-0.010101-0.028265i,-0.010054-0.015161i,-0.014159-0.0061216i,-0.020024+0.0013101i
0.035795+0.12038i,0.12534+0.27805i,0.25376+0.39106i,0.30885+0.31915i,0.21685+0.15093i,0.065252+0.045373i,0.025386+0.0099884i,0.095171-0.0060951i,0.12135-0.022815i,0.072654-0.025166i,0.026955-0.0042583i,0.010944+0.010654i,0.00021122+0.0080916i,-0.0061846+0.006762i,-0.0072536+0.0063071i,-0.016407+0.00039984i,-0.034996-0.0052246i,-0.051086-0.00037034i,-0.050589+0.018623i,-0.03318+0.033529i,-0.014801+0.033353i,-0.0015795+0.031695i,0.01201+0.027715i
0.013476-0.05545i,-0.040085-0.12265i,-0.21642-0.1275i,-0.41216+0.00042457i,-0.39224+0.15954i,-0.19412+0.18308i,-0.075398+0.062634i,-0.076354-0.048413i,-0.074928-0.071547i,-0.050355-0.050288i,-0.026482-0.022425i,-0.0024418-0.0017335i,0.012832+0.0080392i,0.013357+0.011902i,0.0066949+0.01539i,-0.0040211+0.023323i,-0.013171+0.039708i,-0.0074307+0.057219i,0.014134+0.055628i,0.03274+0.036957i,0.037026+0.019264i,0.037405+0.0080809i,0.036077-0.00014096i
-0.084194+0.028678i,-0.16598+0.031537i,-0.15653-0.016609i,-0.024675-0.13485i,0.081544-0.24247i,0.088849-0.23477i,0.048647-0.12553i,-0.0020449-0.013868i,-0.02357+0.057412i,0.0016389+0.063493i,0.01446+0.02248i,-0.00085463-0.0070443i,-0.013954-0.012649i,-0.014263-0.0049089i,0.0031576+0.0034867i,0.026643+0.0022766i,0.044317-0.00012852i,0.057337-0.0027263i,0.057743-0.014962i,0.041803-0.030239i,0.021587-0.034175i,0.0061543-0.033199i,-0.0053937-0.034114i
0.1235+0.025703i,0.31561+0.071941i,0.52716+0.14498i,0.57311+0.19346i,0.38687+0.18029i,0.1341+0.12977i,0.01324+0.099787i,0.03013+0.067521i,0.053225+0.0039926i,0.028034-0.024268i,0.0099032-0.012775i,0.0041815-0.0039909i,-0.0016223+0.0063355i,0.0052074+0.004821i,0.0078839-0.017779i,-0.0013928-0.033833i,-0.0056838-0.039432i,-0.0043508-0.045856i,-0.0071042-0.042461i,-0.011951-0.023486i,-0.011657-0.0046527i,-0.0080512+0.0016915i,-0.0080618-8.6327e-05i
-0.096116-0.0096839i,-0.24929-0.023612i,-0.43909-0.0061913i,-0.51755+0.060755i,-0.38904+0.1333i,-0.18414+0.14486i,-0.072871+0.091474i,-0.050401+0.038086i,-0.045111+0.02317i,-0.0343+0.022906i,-0.023251+0.02716i,0.00034307+0.030707i,0.02432+0.02055i,0.020643+0.0070406i,-0.0074766+0.0072899i,-0.031381+0.015487i,-0.038422+0.015929i,-0.036378+0.010043i,-0.022122+0.0059342i,-0.00012951+0.0038749i,0.014586+0.0027355i,0.018368+0.0050112i,0.017615+0.012602i
0.027066+0.036151i,0.065122+0.029571i,0.10336-0.082425i,0.10806-0.26542i,0.088947-0.35342i,0.09119-0.31011i,0.093571-0.21923i,0.054683-0.11429i,0.030299-0.024734i,0.042252+0.0014608i,0.042213-0.015129i,0.021015-0.025432i,-0.0041798-0.019828i,-0.017455+0.0013967i,-0.0020212+0.025318i,0.01829+0.026164i,0.013705+0.013784i,-0.00097357+0.00427i,-0.008897-0.011551i,-0.010796-0.030017i,-0.01229-0.035592i,-0.010642-0.029573i,-0.0044875-0.023352i
0.022509-0.057725i,0.099102-0.08657i,0.23245-0.019912i,0.34061+0.12112i,0.29511+0.18i,0.11555+0.1577i,-0.0027015+0.14115i,0.0079104+0.09346i,0.018758+0.011845i,-0.0014038-0.030338i,-0.010208-0.040749i,-0.021159-0.036924i,-0.020908-0.013769i,0.0012184-0.0053362i,0.011174-0.026077i,-0.0028091-0.038946i,-0.019572-0.026607i,-0.030574-0.010276i,-0.043139-0.0023496i,-0.052939+0.0048732i,-0.046417+0.012757i,-0.029687+0.010373i,-0.018627+0.0023969i
-0.036407+0.063895i,-0.12036+0.13738i,-0.24797+0.18349i,-0.34412+0.18245i,-0.31609+0.18666i,-0.16753+0.18887i,-0.03632+0.13834i,0.0013565+0.070288i,0.0015366+0.029307i,-0.010324+0.011429i,-0.024917+0.021342i,-0.011413+0.040015i,0.015069+0.032888i,0.015576+0.012403i,-0.011327+0.013718i,-0.028946+0.039473i,-0.019686+0.060097i,-0.00355+0.064579i,0.0075596+0.066381i,0.019073+0.061689i,0.029039+0.041108i,0.02545+0.020015i,0.014641+0.011566i
0.015706-0.055605i,0.023203-0.14486i,0.0058555-0.27346i,-0.022911-0.3818i,-0.015726-0.40199i,0.017993-0.32877i,0.035821-0.23533i,0.019039-0.1505i,-0.0095205-0.06808i,-0.01377-0.016101i,0.0008501-0.0040135i,0.014069-0.012645i,0.010257-0.021449i,0.0022476-0.0075339i,0.021054+0.017898i,0.05652+0.02136i,0.073337+0.0078806i,0.06803+0.0024084i,0.061281+0.0017436i,0.050613-0.0081782i,0.024878-0.01829i,0.0047657-0.015748i,-0.00056848-0.0079798i
-0.010931+0.023911i,0.015001+0.078337i,0.12834+0.16536i,0.26423+0.2338i,0.26845+0.22765i,0.15385+0.15331i,0.056224+0.090203i,0.015338+0.050798i,-0.0010708+0.017042i,-0.0075266-0.0012273i,-0.015933-0.018096i,-0.036182-0.032424i,-0.0462-0.03204i,-0.032114-0.037421i,-0.015035-0.058015i,-0.015347-0.08071i,-0.024636-0.088546i,-0.024517-0.0804i,-0.021521-0.068938i,-0.027723-0.045467i,-0.031592-0.011197i,-0.024778+0.0072449i,-0.011139+0.0094644i
0.025306+0.015446i,0.028025+0.029173i,-0.051422+0.053807i,-0.18666+0.10665i,-0.2205+0.16038i,-0.12955+0.15828i,-0.054835+0.099116i,-0.035292+0.046613i,-0.018637+0.019274i,-0.0076711+0.0032131i,-0.011156+0.011814i,-0.013411+0.038362i,-0.012914+0.055464i,-0.018673+0.05363i,-0.037587+0.044384i,-0.062592+0.043515i,-0.073211+0.044175i,-0.064557+0.031526i,-0.046704+0.015972i,-0.022637+0.011874i,0.0034007+0.013608i,0.015747+0.013946i,0.017099+0.010664i
-0.048144-0.021478i,-0.11716-0.067662i,-0.17433-0.14843i,-0.16557-0.23237i,-0.10442-0.25462i,-0.047729-0.20952i,-0.01531-0.1416i,-0.0086865-0.076201i,-0.022411-0.022244i,-0.025618+0.0064658i,-0.0084341+0.010572i,0.016732+0.011461i,0.036503+0.015928i,0.040718+0.022407i,0.043604+0.032514i,0.05433+0.041885i,0.055863+0.046682i,0.040047+0.049599i,0.022679+0.048035i,0.018458+0.032907i,0.018368+0.013228i,0.017695+0.0034061i,0.014216-0.0040404i
0.032023+0.029563i,0.11453+0.090615i,0.25237+0.17821i,0.37517+0.21917i,0.36195+0.15968i,0.21224+0.083593i,0.078385+0.059941i,0.030237+0.051744i,0.014799+0.039895i,-0.0004022+0.034879i,-0.011697+0.025834i,-0.01483+0.00071481i,-0.010502-0.031096i,-0.0083901-0.049214i,-0.0095066-0.053383i,-0.0043519-0.055378i,0.0059987-0.051052i,0.013987-0.034451i,0.017598-0.016661i,0.01585-0.0065311i,0.012921-0.0050445i,0.012324-0.012821i,0.0057329-0.018309i
-0.0010404-0.026335i,-0.034439-0.061483i,-0.10817-0.064735i,-0.19408+0.0075319i,-0.20481+0.1011i,-0.13183+0.11932i,-0.078273+0.08907i,-0.050905+0.069111i,-0.0050591+0.043031i,0.025053+0.014073i,0.025381+0.0094993i,0.013121+0.015454i,-0.007312+0.020484i,-0.020026+0.029245i,-0.024825+0.036592i,-0.034336+0.031905i,-0.040656+0.012704i,-0.030959-0.0095173i,-0.014022-0.023973i,-0.0055069-0.032427i,-0.0049259-0.034269i,-0.0085102-0.026622i,-0.011271-0.011567i
-0.020936+0.031919i,-0.046599+0.057819i,-0.062464+0.030167i,-0.051157-0.081818i,-0.031778-0.17125i,-0.0017439-0.14075i,0.052329-0.080791i,0.067603-0.064581i,0.030413-0.047202i,0.0087852-0.025585i,0.014115-0.024013i,0.0151-0.01978i,0.012036-0.00011546i,0.019833+0.015927i,0.036532+0.016397i,0.040489+0.011072i,0.022727+0.010884i,-0.00010831+0.0091312i,-0.015248+0.0054397i,-0.024325+0.0068403i,-0.027687+0.01147i,-0.021523+0.015663i,-0.0077296+0.01644i
0.041006-0.011412i,0.11985-0.028524i,0.23998-0.037321i,0.31687-0.031178i,0.28228-0.013562i,0.1769-0.016739i,0.084869-0.026486i,0.039746-0.021087i,0.01685-0.014296i,-0.0010988-0.0057171i,-0.012434+0.0015042i,-0.014598+0.001455i,-0.0079904-0.0056106i,-0.0065304-0.021414i,-0.017265-0.036554i,-0.02387-0.03323i,-0.018101-0.0093927i,-0.011531+0.016901i,-0.0060931+0.032891i,0.0053681+0.038983i,0.015874+0.034259i,0.017063+0.019589i,0.012497+0.0039598i
-0.034954+0.006324i,-0.11067+0.013655i,-0.21749+0.05148i,-0.27652+0.12616i,-0.23894+0.16336i,-0.17644+0.13524i,-0.14927+0.10989i,-0.11162+0.096164i,-0.051058+0.060416i,-0.010206+0.019595i,0.0066983+0.00015728i,0.013157-0.0031423i,0.015816+0.001164i,0.011326+0.01319i,-0.0028843+0.029915i,-0.010223+0.037451i,-0.00027009+0.028536i,0.016514+0.015265i,0.029207+0.0013169i,0.03179-0.018238i,0.024886-0.029997i,0.013951-0.02396i,0.005898-0.012634i
0.026478+0.017828i,0.065809+0.023477i,0.095975-0.023495i,0.059402-0.12828i,-0.0042273-0.17163i,-0.0012492-0.10498i,0.0555-0.046167i,0.066868-0.035199i,0.03049-0.017941i,0.0081533-0.0069698i,-0.0038991-0.014313i,-0.013656-0.015576i,-0.012271-0.012852i,0.002264-0.0095322i,0.026669-0.0048621i,0.040166-0.0082412i,0.032255-0.021312i,0.017204-0.03382i,0.0020136-0.037673i,-0.016067-0.030594i,-0.025888-0.015349i,-0.016605-0.0015575i,-0.0030126-0.00032615i
-0.010342-0.029023i,-0.0069308-0.064603i,0.02911-0.084156i,0.10178-0.056554i,0.15534-0.022054i,0.15952-0.025927i,0.13582-0.050623i,0.096286-0.061781i,0.051846-0.048546i,0.016412-0.018392i,-0.0024127+0.011619i,-0.0091237+0.026129i,-0.013356+0.024534i,-0.018079+0.0072815i,-0.022322-0.017918i,-0.026591-0.028563i,-0.032662-0.017205i,-0.037303-0.0026473i,-0.035003+0.0078363i,-0.024235+0.0216i,-0.0094238+0.027133i,-0.0026354+0.013105i,-0.0056851-0.0019717i
-0.011255+0.028073i,-0.052301+0.088485i,-0.11367+0.18483i,-0.14696+0.25897i,-0.12914+0.24296i,-0.1139+0.15645i,-0.12023+0.095962i,-0.097478+0.075583i,-0.047593+0.043972i,-0.01108+0.0054168i,0.010225-0.015338i,0.025602-0.018635i,0.030784-0.012349i,0.021094-0.0015831i,0.00041476+0.010527i,-0.012509+0.020534i,-0.011899+0.027783i,-0.0086853+0.03343i,-0.0025119+0.03169i,0.0082934+0.018134i,0.012838+0.0032789i,0.0055108+0.0010832i,-0.002792+0.0076317i
0.014648-0.020064i,0.047169-0.06474i,0.067379-0.14749i,0.017448-0.21278i,-0.060507-0.1868i,-0.06502-0.098451i,-0.025465-0.049111i,-0.010973-0.038192i,-0.014767-0.022437i,-0.020166-0.012345i,-0.023898-0.014614i,-0.023688-0.021676i,-0.021931-0.026274i,-0.015013-0.0188i,-0.00088021-0.0044108i,0.010438+0.0025101i,0.018159+0.00072914i,0.025253-0.0013214i,0.02557-0.001455i,0.016665-0.0015389i,0.0075618+0.0019445i,0.0079321+0.0083612i,0.013654+0.010388i
-0.018434+0.0068759i,-0.035067+0.015293i,-0.016536+0.029941i,0.068461+0.037753i,0.15715+0.02067i,0.16613-0.02157i,0.12182-0.051188i,0.069769-0.057166i,0.018526-0.041163i,-0.009412-0.0062623i,-0.01559+0.020264i,-0.019604+0.029117i,-0.019982+0.028145i,-0.015786+0.019182i,-0.011991+0.01021i,-0.0086036+0.0061171i,-0.0052525-9.0473e-05i,0.0019141-0.011771i,0.0089394-0.020665i,0.011925-0.017604i,0.014128-0.010576i,0.014492-0.0098279i,0.012715-0.012337i
0.0044275+0.023123i,0.014662+0.075135i,0.024984+0.1565i,0.028966+0.20959i,0.012022+0.18175i,-0.024622+0.11679i,-0.054458+0.083863i,-0.051849+0.077158i,-0.026006+0.061427i,-0.0066342+0.033006i,-0.00065971+0.0079299i,0.0022848+0.00066068i,0.00651+0.0052129i,0.0089299+0.00849i,0.012516+0.0072171i,0.014732+0.00078777i,0.0033936-0.006059i,-0.016077-0.010055i,-0.025369-0.013295i,-0.021893-0.018012i,-0.015686-0.019947i,-0.010844-0.014032i,-0.0081359-0.0085439i
-0.0061108-0.024516i,-0.019732-0.083409i,-0.063411-0.16979i,-0.13449-0.20725i,-0.16981-0.14824i,-0.13886-0.052206i,-0.090227+0.0029965i,-0.053857+0.013983i,-0.022765+0.010195i,-0.0017679+0.0057539i,0.0051294+0.0046042i,0.005358+0.0024985i,-0.00070453+0.0026542i,-0.0057329+0.0028275i,-0.0089423-0.0049574i,-0.01456-0.010564i,-0.017611-0.0036153i,-0.019074+0.011743i,-0.02282+0.023026i,-0.027054+0.023736i,-0.02597+0.018994i,-0.016832+0.011732i,-0.010883+0.0064288i
-0.011343+0.018118i,-0.0029406+0.04973i,0.046424+0.072866i,0.13404+0.046586i,0.18121-0.0063645i,0.16193-0.033409i,0.12558-0.032909i,0.084344-0.025875i,0.035751-0.014155i,0.01028+0.0035698i,0.0086896+0.013278i,0.0095814+0.012653i,0.011408+0.0093918i,0.0064342+0.0096967i,-0.0063078+0.019501i,-0.011859+0.033152i,-0.0024503+0.039115i,0.016766+0.035029i,0.026948+0.028263i,0.024194+0.024417i,0.020225+0.019181i,0.013967+0.0095982i,0.0096273+0.0051949i
0.019331+0.0020291i,0.048807+0.013911i,0.081054+0.048211i,0.090085+0.086538i,0.070419+0.087316i,0.038296+0.052534i,0.01331+0.025182i,0.007588+0.021628i,0.01354+0.022696i,0.010343+0.009514i,-0.0028356-0.0051737i,-0.009098-0.0071125i,-0.005448-0.0014771i,0.0075998+0.0044307i,0.029166+0.0036777i,0.043401-0.0069893i,0.039737-0.020337i,0.028215-0.030491i,0.022042-0.031875i,0.022409-0.025027i,0.01952-0.015892i,0.013329-0.00492i,0.014373-0.0012666i
-0.034346-0.0088679i,-0.094883-0.0379i,-0.19057-0.078901i,-0.26934-0.088771i,-0.26231-0.043709i,-0.18594+0.010723i,-0.11686+0.039748i,-0.070702+0.042212i,-0.034183+0.019969i,-0.012795-0.00059105i,-0.001213-0.0035199i,0.005371-0.0012373i,0.0060402-0.00076934i,0.004466-0.008574i,-0.0017817-0.026901i,-0.016298-0.041261i,-0.033401-0.041585i,-0.044782-0.030051i,-0.041984-0.018015i,-0.029988-0.011154i,-0.019418-0.0035428i,-0.0089946+0.001095i,-0.0055156-0.0052648i
0.024558+0.021455i,0.068994+0.039183i,0.13748+0.038588i,0.18605-0.0059857i,0.17386-0.054485i,0.13319-0.04576i,0.11889-0.020865i,0.10134-0.026275i,0.056211-0.025017i,0.021786-0.010002i,0.010612-0.0052185i,0.0076272-0.0088917i,0.003683-0.015006i,-0.011386-0.011122i,-0.032479+0.01114i,-0.040467+0.040092i,-0.030038+0.060573i,-0.013022+0.063378i,-0.0039927+0.049183i,-0.002517+0.029794i,0.0021798+0.011454i,0.002884-0.0039646i,-0.0077678-0.0069105i
-0.0069675-0.017659i,0.00033522-0.029087i,0.025262-0.016508i,0.057214+0.027501i,0.071439+0.056513i,0.06917+0.022181i,0.046329-0.031089i,0.01509-0.041002i,0.0027185-0.022201i,-0.0010476-0.0062121i,-0.010955+0.00068733i,-0.019814+0.0052028i,-0.020468+0.014157i,-0.0055042+0.023644i,0.02218+0.026246i,0.046079+0.019725i,0.058112+0.006919i,0.057764-0.0042465i,0.048527-0.0075937i,0.036085-0.0079108i,0.020352-0.010368i,0.0048538-0.0080703i,0.0013064+0.0021465i
-0.024006+0.028094i,-0.080142+0.055595i,-0.17591+0.085852i,-0.24322+0.1025i,-0.22312+0.084295i,-0.16298+0.050122i,-0.11526+0.039529i,-0.071778+0.042436i,-0.034083+0.029313i,-0.010623+0.01082i,0.0040378+0.0046552i,0.010062+0.0056076i,0.012665+0.0052926i,0.016975-0.0077094i,0.014791-0.034077i,0.00074201-0.058948i,-0.019318-0.070045i,-0.031635-0.063686i,-0.02997-0.045529i,-0.02245-0.024999i,-0.017494-0.0024757i,-0.011026+0.0168i,0.0010627+0.018266i
0.021385-0.02123i,0.072157-0.050199i,0.13934-0.09975i,0.16295-0.14643i,0.11517-0.12966i,0.067168-0.059072i,0.061366-0.024337i,0.048299-0.038039i,0.014582-0.041042i,-0.0032876-0.025515i,-0.0022903-0.016241i,0.0022604-0.01535i,-0.0015945-0.018861i,-0.0179-0.013057i,-0.036923+0.0086066i,-0.04835+0.032781i,-0.049628+0.047739i,-0.042269+0.048266i,-0.030263+0.034716i,-0.017112+0.018543i,-0.0011397+0.008119i,0.01303+0.0024615i,0.013962-0.0015069i
-0.015698+0.0025655i,-0.028431+0.0039087i,-0.013677+0.015415i,0.041617+0.043579i,0.095927+0.053967i,0.09817+0.02017i,0.042862-0.018335i,-0.015314-0.017351i,-0.029423+0.0049433i,-0.019819+0.010997i,-0.017929+0.0051135i,-0.022897+0.007318i,-0.020124+0.019552i,-0.0039406+0.03056i,0.018529+0.034666i,0.039731+0.035098i,0.053855+0.034049i,0.053693+0.028617i,0.039009+0.017327i,0.020617+0.0043204i,0.0084419-0.010205i,0.0033461-0.021291i,0.00040477-0.022449i
0.012137+0.023794i,0.0011627+0.071787i,-0.047538+0.14682i,-0.10316+0.1888i,-0.11961+0.14696i,-0.11379+0.073051i,-0.090952+0.052408i,-0.041888+0.0601i,-0.0020121+0.040863i,0.0060079+0.013334i,0.0029128+0.0028932i,0.0059463+0.0051123i,0.013989+0.0032507i,0.018487-0.011481i,0.015518-0.033552i,0.0058287-0.054285i,-0.003763-0.064255i,-0.0077918-0.05722i,-0.0082367-0.034479i,-0.0085708-0.0095737i,-0.013116+0.0068833i,-0.016801+0.012837i,-0.013981+0.009357i
-0.0076825-0.024457i,0.0010063-0.08552i,0.03193-0.18121i,0.042995-0.24865i,0.011579-0.20292i,-0.00054605-0.076172i,0.021376-0.0066721i,0.020388-0.013059i,-0.003206-0.016456i,-0.013491-0.0045083i,-0.0076141-0.0022292i,0.0032551-0.012087i,0.0028968-0.022261i,-0.011266-0.018353i,-0.028663-0.0024358i,-0.043684+0.012311i,-0.052396+0.020492i,-0.048419+0.020435i,-0.031688+0.014841i,-0.012647+0.0098771i,0.0019331+0.01035i,0.010379+0.014538i,0.0099841+0.016609i
0.00164+0.020965i,0.001451+0.046843i,0.0061443+0.067898i,0.045975+0.079577i,0.11018+0.068103i,0.1201+0.020686i,0.062287-0.0044249i,0.01691+0.019549i,0.013528+0.037572i,0.013907+0.027957i,0.0023516+0.014863i,-0.0096444+0.011609i,-0.013505+0.016423i,-0.0076901+0.022677i,0.0048698+0.030783i,0.020987+0.040666i,0.033235+0.046334i,0.034274+0.042752i,0.025715+0.028462i,0.01678+0.011849i,0.013409-0.0029034i,0.013116-0.01312i,0.012283-0.015153i
0.0070346-0.0032371i,0.019741+0.025302i,0.039001+0.10178i,0.037817+0.15294i,-0.0078448+0.10787i,-0.048604+0.048375i,-0.02962+0.033733i,0.012827+0.016911i,0.024116-0.0080211i,0.011533-0.012008i,0.0015766-0.00037373i,-0.00031064+0.009594i,0.0015818+0.0094771i,0.0049316+0.00046537i,0.010828-0.013097i,0.016315-0.028531i,0.019297-0.040808i,0.01962-0.040495i,0.015268-0.0264i,0.0091442-0.010788i,0.001502-0.003129i,-0.0075512-0.0035688i,-0.012059-0.0081256i
-0.019956+0.0020618i,-0.051334-0.041686i,-0.10723-0.14956i,-0.16866-0.2293i,-0.16855-0.16821i,-0.087418-0.054818i,-0.01189-0.01861i,-0.0035026-0.02481i,-0.018801-0.014616i,-0.013564+0.0014854i,0.00219+0.0050483i,0.010414-0.0040596i,0.006334-0.0095558i,-0.00067578-0.0050726i,-0.0068054-0.001513i,-0.018432-0.0037739i,-0.034347-0.0078645i,-0.04023-0.011548i,-0.02928-0.01301i,-0.013204-0.01201i,-0.0045079-0.0062704i,-0.0024101+0.0040922i,-0.0017051+0.011694i
0.017051-0.0028528i,0.037613+0.014768i,0.07204+0.065681i,0.12661+0.10401i,0.16313+0.07381i,0.13024+0.017509i,0.063109+0.0022986i,0.034499+0.012282i,0.034846+0.0074382i,0.029571-0.0069384i,0.018128-0.015114i,0.0038548-0.012539i,-0.0022128-0.0012276i,-0.00034857+0.0074738i,0.00037032+0.0124i,0.0010065+0.022259i,0.0024924+0.036384i,0.0018161+0.041991i,-0.001349+0.029568i,-0.0046514+0.012356i,-0.0028619+0.003171i,0.0039553-0.00069041i,0.008655-0.0025481i
-0.0062783+0.0082597i,0.011687+0.022651i,0.059177+0.042518i,0.079625+0.052334i,0.034362+0.040609i,-0.017082+0.01651i,-0.018195-0.0054577i,-0.0084422-0.026321i,-0.017345-0.031055i,-0.021569-0.018009i,-0.016907-0.0030318i,-0.0092676+0.0091739i,-0.0032418+0.0091106i,-0.0010605+0.0018183i,0.0042138-0.0038748i,0.011525-0.011074i,0.019384-0.017716i,0.024273-0.016702i,0.020005-0.0071488i,0.011239+0.0028139i,0.0049968+0.0053286i,0.0001433+0.00094634i,-0.0042208-0.0030378i
