-0.0012437+0.002462i,-4.5702e-05+0.00050151i,0.00072566-0.00037571i,0.001931+0.0013022i,0.002451+0.0032155i,0.0020395+0.0021915i,0.0014189+0.00019356i,0.0011127+0.00067129i,0.0016157+0.00086442i,0.00094869+0.00023889i,0.00042595-0.00027729i,0.00095095-0.0007118i,0.00057062-0.00046343i,-0.00035269-0.00013075i,-0.00013139-8.1779e-05i,0.0008148+0.00027363i,0.00099949+0.00065492i,0.00014721+0.00044903i,-0.00026338-0.00021358i,-0.00027382-0.00046239i,-0.00026289-0.00042662i,0.00050311-0.00098951i,0.00064681-0.0012245i
-0.001003+0.0011562i,-0.00060088+0.00072707i,-0.00056716+0.0015942i,0.00033702+0.0022434i,0.0016721+0.0019928i,0.0022376+0.0017235i,0.00083857+0.0010738i,-0.00022368+0.00052008i,2.9608e-05+0.00040247i,0.0006286+0.00033334i,0.00069002+0.00098709i,-0.00043877+0.00099051i,-0.00012077+7.796e-05i,0.00092263-0.00091539i,0.00035933-0.00064754i,-0.0001275+0.00016692i,8.8099e-05+0.0005198i,0.00028134+0.00038932i,0.00056397+6.8623e-05i,0.00031014+0.00034909i,-0.00052129+0.00081945i,-0.00074503+0.00029471i,-0.00031652-0.00056494i
-0.00069363+0.00058303i,-0.00015404+0.001433i,0.0012054+0.0017976i,0.0024902+0.001496i,0.0034529+0.0013285i,0.0036678+0.00021427i,0.001703-0.00058479i,5.9337e-05+0.00025876i,0.00044589+0.00085547i,0.001114-0.00010509i,0.00091008-0.00069885i,0.0007487+0.00031418i,4.2962e-05+0.00082204i,-0.00082192-5.2342e-05i,-0.00043124-0.00028646i,-7.0815e-05+5.3633e-05i,0.00021536+0.00079283i,0.00040059+0.0010151i,-0.00051609+4.9927e-06i,-0.00099319+4.354e-07i,-0.00056528+0.00054632i,-0.00026904+0.00038645i,0.00016077-0.00029961i
0.00043978-0.0011091i,-0.00091115-0.001289i,-0.0010011-0.0016696i,0.0006899-0.00077076i,0.0018998+0.00039091i,0.0023736+0.00028195i,0.0021579-0.00033852i,0.0013694-0.00010423i,0.00016186+0.00020034i,-0.00079414-3.3133e-05i,0.00011689-0.00035534i,0.00092448+0.00015726i,0.00068823+0.00077877i,4.7222e-06+0.00078473i,-0.00067985-0.00032729i,-0.00043411-0.00048636i,-0.00032494-9.94e-05i,-0.00090525+0.00039526i,-0.00077752+0.00014416i,-0.00017011+4.5752e-05i,0.00024159+0.00023276i,-0.00036788+0.00057688i,-0.00084886+0.00029356i
0.00081828-0.00031203i,0.0007392-0.00032482i,0.0013064+0.0017174i,0.0013526+0.0027975i,0.001358+0.0017195i,0.0010061+0.0011772i,0.00060005+0.00052862i,0.00020921-0.00074686i,-0.0001776-0.00084711i,0.00024094-4.8492e-05i,0.00013343-0.00011254i,-0.00072011-0.0010458i,-0.00046348-0.0010675i,0.00020366-0.00069139i,0.00024075-0.0001199i,-0.00026078+0.00091602i,-0.00061978+0.00090932i,-0.00018148+0.00045992i,0.0001862+1.6465e-05i,0.00050734-0.00078159i,0.00066778-0.00029667i,0.00026396+0.00071589i,4.0154e-06+0.00064457i
-0.00034661-0.00019634i,-0.00069166-0.00026119i,0.00025055+0.00065472i,0.001962+0.0018144i,0.0033399+0.0019153i,0.0032048+0.0011183i,0.0011812-8.7926e-05i,-0.00094642-0.0010212i,-0.00077596-0.00038615i,0.00031259-4.8939e-05i,-8.8787e-05+0.00011351i,-0.0012061+0.00063534i,-0.00089379+0.00023325i,-1.071e-05+0.00014009i,7.4656e-05+0.00013349i,0.00070455-4.9796e-05i,0.00097039-2.1322e-05i,0.00057861+0.00040819i,0.00030689+0.00015659i,7.0871e-05-0.00044549i,0.00031763-6.0149e-05i,0.0006787+0.00090842i,0.00028304+0.0010648i
0.0018615-0.00080905i,0.00116-0.00069233i,0.00064946-0.00073799i,0.0013453-0.0001325i,0.0027021+0.0007007i,0.0028575+0.00048773i,0.0015297-0.00033542i,0.00068815-0.00085447i,-0.00019875-0.0009365i,-0.0003699-0.0010228i,9.8059e-05-0.00079715i,0.00029806+0.00033825i,0.00028473+0.0007506i,5e-05+1.2338e-05i,-3.7946e-05-2.111e-05i,-0.00031855+0.00031064i,-0.00058225+0.00043699i,-0.00072667+0.00050712i,-0.00072155+0.00043653i,-0.00076826+6.0015e-05i,-0.00035142+0.00010468i,-0.0001255+0.00043078i,0.00045397+0.00060265i
5.3776e-05+7.8337e-05i,0.0017064+0.00096783i,0.0017525+0.0014262i,0.001641+0.0018578i,0.0034225+0.0019659i,0.0037651+0.00077007i,0.0017645-0.00059627i,0.00040005-0.00073722i,-6.8586e-05-0.00022521i,-0.0003889+0.00012907i,-0.00058037-0.00034506i,-7.9717e-05-0.00040543i,0.00022874+2.8698e-05i,-0.00030187-0.00054579i,-0.00028003-0.00079955i,-0.00026276-0.00016154i,0.00024502+9.7502e-05i,0.00031106+0.0001523i,-0.00039037+0.00060727i,-0.0004888+0.0010232i,6.9226e-05+0.00056921i,-8.2502e-05-0.00022948i,-0.00070859-0.00028972i
0.00062845-0.0012574i,0.00096891-0.0010047i,0.0012144-0.0010413i,0.0017824-0.00071267i,0.0018857+0.00071696i,0.0015257+0.00038544i,0.00046672-0.0010576i,-0.00026743-0.00085304i,-0.00026599-0.00014397i,-0.00022347-0.00044336i,-5.2045e-05-0.0006436i,6.3496e-05+0.0006653i,-2.9051e-05+0.0014785i,-0.00049151+0.00062388i,-0.0003868-0.00023948i,0.00013383-0.00067517i,0.00026299-0.00047948i,-0.00011165-0.000224i,-0.00059385-7.5342e-05i,-0.00041535+0.00027807i,-0.0007025+0.0005965i,-0.00085563-0.00039459i,-0.00020867-0.001165i
-0.0013909-0.0015865i,-0.0014184-0.0013888i,-0.0012106-0.0020098i,-0.00094583-0.00036491i,0.00052911+0.0013551i,0.0018095+0.0009364i,0.00086761-0.00019629i,0.00050939-0.00048611i,0.00076452-0.0003166i,0.00024606+0.00012586i,-2.3524e-05+0.00053662i,-0.0002459+0.000282i,-0.00018736+0.00048349i,1.323e-05+0.00079353i,0.00065132+0.00032724i,0.0005974-0.00047557i,0.0013789-0.00063665i,0.00035372-0.00016331i,-0.0016489+0.00043565i,-0.0010491+0.00025151i,-0.00057497-0.00021951i,-0.00071965-5.5333e-05i,-0.00048279-0.00017019i
0.0024242-0.0010439i,0.0030232-0.00046309i,0.0042197-0.00054559i,0.00357+0.00047601i,0.0024116+0.001112i,0.0019208+0.00024408i,0.00091465-3.2258e-06i,-0.00031059+0.000217i,-0.00022387-7.5783e-05i,0.00020799-2.253e-05i,0.00047865-6.9047e-05i,0.00030174-0.00028071i,-0.00055534-0.00068362i,-0.00030628-0.00069275i,0.00050055-1.9796e-05i,0.00051445+0.00050991i,-0.00038069+0.00058793i,-0.0008743+0.00060457i,-0.00095536+0.00020529i,-0.00074604+0.00010148i,-8.7229e-05+0.00053444i,0.00015488+0.00091359i,-0.0007508+0.00040823i
0.00022925+0.00066339i,0.00067529+0.00050527i,0.001341+0.002358i,0.0029784+0.0031089i,0.0035908+0.0014365i,0.0038111-0.00023484i,0.0022896-0.00083805i,0.00033572-0.00081868i,1.479e-05-0.0006449i,0.00034239-0.0008492i,0.00096268-0.00071152i,0.00063361-1.3001e-05i,-0.00042402+0.00064603i,-0.00077534+0.00053495i,-0.00073278+0.00050178i,-0.00070655+0.00093532i,6.9257e-05+0.00054484i,0.0010469+0.00015894i,0.00050159+0.00033949i,-0.00090669+0.00028797i,-0.0010818-0.00010208i,-0.00069718-0.00024853i,-0.0005156-0.00022832i
-0.00053872-0.00034884i,-5.8402e-05+0.00026311i,-0.00017232+0.001287i,-0.00071628+0.001731i,0.00039076+0.0023676i,0.00041704+0.0020179i,0.00011329+0.00053892i,0.00055887+0.00035051i,0.00097295+0.00088798i,4.6181e-05+0.00056608i,-0.00012793+0.00027345i,0.00015408+0.00048177i,-0.00028781+0.0007275i,-0.0001348+0.00051057i,0.00027493+0.00076862i,0.0001739+0.00080791i,-0.00063803+0.00018596i,-0.00078203-0.00074508i,-0.00025936-0.0004631i,0.00017206-1.2139e-05i,-0.00022774+0.0001768i,-0.00055681+9.8177e-06i,-0.00023077+0.00022046i
0.00058583-0.0011452i,0.0016927-0.0020522i,0.0020079-0.0018401i,0.0016969-0.0010774i,0.0023583-0.00076279i,0.0026549+0.00015651i,0.0016581+0.00086425i,0.00033489+0.00016192i,-0.00043685-0.00044418i,-0.00061276-0.00024875i,-0.00022587+7.5518e-05i,0.00036111-1.4701e-05i,0.00056769-0.00029639i,-9.001e-05-8.5674e-05i,0.00011275+0.00079266i,0.00052098+0.00010885i,-0.00038392-0.0013382i,-0.00094098-0.0012014i,-0.00068837+4.8315e-05i,-0.0007078+0.00060928i,-0.0013583+0.00042892i,-0.0015631+0.00016316i,-0.00075374+0.00057341i
0.00056964-0.00081078i,-0.00024077-0.0010331i,4.5296e-05-0.00040308i,0.0027901+0.0008069i,0.0035924+0.0017353i,0.0026537+0.00037395i,0.00097751-0.00044592i,-0.00099127+0.00032135i,-0.0011892-8.0293e-05i,-0.00046368-0.00056176i,-0.00069559-0.00015918i,-0.00060383+0.00020195i,0.00013475+0.00041014i,-7.7157e-05+0.00047195i,-0.000678+0.00045449i,-0.00026102-0.00032669i,-0.00092456-0.00063429i,-0.0015348-0.00024588i,-0.00093618-0.00037059i,-0.0001774-0.0001621i,0.00028773+0.00047776i,0.00018324+0.00064835i,0.00025817+3.7977e-05i
-0.00094543+0.0014523i,-0.00025429+0.0019528i,1.9102e-05+0.0025901i,-3.1934e-05+0.0027886i,0.0016032+0.0026064i,0.0038899+0.001963i,0.0030609+0.001017i,0.00087343-0.00018265i,0.00044129-0.00040511i,0.0010956+5.9287e-05i,0.0010063-7.5777e-05i,0.00044596-0.000531i,-4.8586e-05-0.00069864i,-0.00030961-0.00010577i,-0.00035454+0.00075907i,-0.00022526+0.00052569i,9.0143e-05-0.0005782i,0.0001491-0.0004499i,0.0001638+0.00022892i,0.00017771+0.00023764i,-0.00057332+0.00037485i,-0.00038374+0.00042872i,0.00023473+0.00037716i
0.00064775-0.00074919i,0.00026009-0.00018279i,0.0016689-0.00029006i,0.0029871+0.00015659i,0.0029035+0.00066833i,0.0020051+1.0197e-05i,0.0014862-0.001156i,0.00084993-0.00061131i,0.00045712+0.00027074i,0.00044277-0.00020901i,0.00048161-0.00038064i,0.00054088+0.00035425i,0.0002715+0.00084689i,0.00076938+0.00053033i,0.00079186-6.7864e-05i,-0.00020863-0.00022523i,-0.00052933+0.0001735i,-1.912e-05+0.00039567i,-0.00034564+0.00015007i,-0.00058627-1.4632e-05i,1.778e-05-0.00018539i,9.8532e-05-0.0001321i,-0.00034071-0.00068745i
-0.00016891+0.00041019i,0.00095569+0.00060679i,0.0014373+5.762e-05i,0.001154+0.0003777i,0.0024023+0.0015979i,0.0025684+0.00045168i,0.0015283-0.0017438i,0.00062938-0.0013247i,0.00041411+0.00012356i,0.00054879+0.0011924i,0.00050138+0.0014337i,0.00053444+0.0011615i,0.0004779+0.00070785i,0.00098432+0.00026099i,0.0014933-4.6509e-05i,0.00023093+0.00036568i,-0.00040428+0.00038899i,-0.00010832-0.00049615i,-8.8454e-05-0.0013128i,-0.00020515-0.0012453i,0.00027044-0.0012877i,0.00045119-0.00087278i,3.5834e-05-0.00012202i
0.0014424-0.002162i,0.0008195-0.000932i,0.0006527+0.00011287i,0.00059745+0.0012765i,0.00071104+0.0018801i,0.0012432+0.00095637i,0.00086361-0.00024447i,-0.0002829-0.0010925i,-9.1555e-05-0.0010277i,-6.4788e-05-0.00048646i,-0.00099069-0.00032438i,-0.00082286-0.00037204i,-0.00011616-3.2317e-05i,0.00094353+0.00021172i,0.0012367-7.9779e-05i,0.00074177+4.3247e-05i,-0.00021366+0.00030651i,-0.00061037+0.00022669i,-0.00037034+0.00028794i,-0.00019236+0.00060801i,5.99e-05+0.00046899i,-0.00027175+9.7611e-05i,-2.9017e-05+0.00041154i
-0.0007478+0.0016442i,-0.00020161+0.002233i,0.00068308+0.0022255i,0.0013986+0.0019005i,0.0035556+0.0016765i,0.0044205+0.00023i,0.0023127-0.00071124i,0.0008524-0.00051239i,0.00053221-0.00020749i,6.5406e-05+0.00030336i,0.00033359+0.0005572i,0.00088122+0.00022277i,0.00082558-0.00015649i,0.00036219-0.0006172i,0.00043257-0.00022393i,0.00064475+0.0002146i,0.00046059+0.00030564i,0.00068657+0.00034812i,0.00056232+0.00090053i,0.000456+0.0012341i,0.00049456+0.00054972i,-0.00024257-0.00038367i,-0.0003192+9.9238e-05i
-0.00010118+0.0032186i,-0.0001707+0.0023029i,0.00030826+0.0014097i,0.0020107+0.0013068i,0.0035541+0.0010698i,0.0028374-2.4719e-05i,0.0015899-0.0020364i,0.0006868-0.002595i,0.00095808-0.0020508i,0.00084957-0.0016293i,0.00027341-0.00016089i,0.0003064+0.00038518i,-2.6036e-06-0.00048897i,-0.00024712-0.00015949i,8.3735e-05+0.00045552i,0.00010988+0.00061293i,-0.00018258+0.00065117i,-0.00060991+0.0002167i,-0.00054017+6.5588e-05i,-0.00054056-0.00010058i,-0.00031505-0.00025756i,-0.00029081+0.00014229i,-0.0005738+0.00073952i
7.6099e-05-0.0005713i,-0.00064448+0.0001246i,-0.00065279+0.0013802i,0.00091467+0.0025152i,0.0027258+0.0026708i,0.0034478+0.0020465i,0.0020005+0.0009284i,0.00013209+0.00055822i,-0.00050178+0.00069538i,-9.5267e-05-3.6733e-05i,0.0003961-0.00061724i,0.00035692-0.00054544i,0.00034017+6.0399e-05i,0.00016295+0.00082038i,-0.00036463+0.00056893i,-0.00029169-0.00054211i,0.00023375-0.0012275i,0.0011581-0.0010818i,0.0016233-0.00066234i,0.0010484+0.00023009i,0.00018821+0.00043464i,2.2018e-05+0.00041373i,0.00011247+0.00096939i
-0.00034738+0.0027732i,-7.554e-05+0.0019024i,0.0011567+0.0019989i,0.0031725+0.0021666i,0.0032941+0.0017513i,0.0027685+0.00034352i,0.0018523-0.00083225i,0.00062725-0.0010098i,1.0251e-05-0.0007212i,0.00047411-0.0003454i,0.0010949+0.00046657i,0.0011044+0.00011477i,0.0011996-0.00056333i,0.0010024-0.0010992i,0.00049376-0.0015278i,7.1236e-05-0.0011069i,0.00013059-0.00048628i,0.00088769+7.6238e-05i,0.00098063+2.2455e-05i,0.00034507+0.00010865i,-0.00069578+0.00019154i,-0.0009477+8.2574e-05i,-0.00012374+0.00035416i
-0.0019784-0.0023183i,-0.0015849-0.0011673i,-0.0023972-3.5457e-05i,-0.0014198+0.0011409i,0.00060988+0.0023808i,0.0016071+0.0017643i,0.0016199+0.00020984i,0.00090772-0.00021678i,0.00023777-4.6198e-07i,-0.00071897+0.0009558i,-0.00055735+0.0013085i,0.00041779+0.00046141i,0.00081825+0.00048694i,0.00039897+0.00055852i,0.00016055-0.00020329i,0.00025814-1.9641e-05i,0.00016267+8.9904e-05i,-9.3086e-05-0.00040439i,-0.00029517-0.00055642i,-0.00047154-0.00099788i,-0.00031699-0.0010003i,-0.00010516+0.00033866i,-0.00070218+0.00087407i
0.00099052-6.873e-05i,0.0012938+0.00022335i,0.0016641+0.00066962i,0.0015079+0.0012924i,0.0021613+0.00087454i,0.001716-0.0002725i,-0.0001259-0.00053362i,-0.0014185-0.00047134i,-0.00071051-0.0006789i,0.00044117-8.805e-05i,0.0007227+0.00043412i,0.00057557-0.00036866i,0.00073412-0.00057501i,0.00071868-8.3909e-05i,0.00083181-0.00019547i,0.0010743+9.8552e-05i,0.00076104+0.00018729i,1.7125e-05+0.00028545i,-0.00035224+0.00065409i,-0.00010963-0.00010761i,-7.7875e-05-0.00036627i,-0.00044539+0.00020554i,-0.00086683+0.00022947i
0.00094803+0.00020069i,0.00065124+0.00054895i,0.0010728-0.00027402i,0.0025285-0.00047759i,0.0028068+0.00070096i,0.0024831-5.9761e-05i,0.0022541-0.001467i,0.00076563-0.00067881i,0.00013895-0.00011636i,1.6538e-05-4.7309e-06i,-0.00014975+0.00060712i,0.00016267+0.00065478i,0.000283+0.00095054i,-0.00031404+0.00067412i,-5.2236e-05-0.00013964i,0.00083023+0.00029803i,0.00047402+0.00063157i,-0.00037513-5.3874e-06i,-0.00030216-0.00065757i,1.7889e-05-0.00016531i,-0.00025933+0.0002288i,-0.00057988+8.4062e-05i,-0.00048623+9.3347e-05i
-0.00030029+0.0031778i,0.00048861+0.005067i,0.0012554+0.0057829i,0.0027463+0.0043416i,0.00486+0.0028737i,0.0041738+0.00082384i,0.0016186-0.0012038i,0.00069848-0.0016769i,0.0012501-0.00070497i,0.0012454-6.9079e-05i,0.0010921-0.00070416i,0.00093512-0.00068i,0.0015133+0.0001198i,0.0015511+0.00042259i,0.0010895+0.00016614i,0.00040733+0.00054525i,-0.00066836+0.00041717i,-0.0012936-8.4333e-05i,-0.00094676+0.00015079i,-0.00069121+0.00054104i,1.8979e-05+0.00073344i,0.00096581+0.00050638i,0.0008866+5.8633e-05i
-0.00047387-0.0012597i,-0.0007923-0.0016047i,-0.0018196-0.0011844i,-0.0014061-0.0002102i,0.00038837+0.00098925i,0.0015703+0.00067635i,0.00075665-0.0003726i,0.0001882-0.00040802i,0.00010476-0.00059406i,4.1322e-05-0.00035502i,0.0001112+0.00038059i,-1.2419e-05+0.00054895i,-0.0001586-8.018e-06i,-0.00020211-0.00078864i,7.5817e-05-0.00087389i,0.00010207+0.00029591i,6.7151e-05+0.00087458i,0.00053213+0.00075315i,-0.00036176+0.00039034i,-0.0015135+0.0004954i,-0.00086619+0.00056736i,-0.0001547+0.00013094i,-3.0421e-05+0.00024041i
-0.00071968+0.0018262i,0.00066386+0.0013036i,0.0017382+0.0023533i,0.0021158+0.0020887i,0.0026158+0.0015993i,0.0025378+0.00064578i,0.0012264-0.00016729i,7.5441e-05-6.9779e-05i,0.0001598+0.00020825i,0.00049834+0.00035127i,0.00065682+0.0003021i,0.00089595+0.00024617i,5.4451e-05+0.00016745i,-0.00063204-0.00058016i,-7.3397e-05-0.0015121i,7.3489e-05-0.0011852i,-9.9428e-05-0.00053873i,-0.00045861-0.00081466i,-0.00076147-0.00095056i,-0.0011017-0.00048453i,-0.00060752+0.00025998i,0.00053018+0.00039661i,0.00059729+2.2522e-05i
0.0015581+0.001972i,0.001611+0.001214i,0.0023103+0.0013478i,0.0036944+0.002025i,0.0046958+0.0021015i,0.004535+0.001143i,0.0036637-0.00033692i,0.0021764-0.0011128i,0.0009689+9.598e-05i,0.00031952+0.00053869i,9.9364e-06-0.00050296i,0.00037184-0.00084988i,0.001323-0.00051411i,0.0015116-0.00040006i,0.00068069-0.00017409i,0.00043664-0.00029236i,0.00017609-0.00054289i,-0.00083228-0.00069353i,-0.00087959-0.0007061i,7.5666e-05-0.00010157i,0.0010901-4.2579e-05i,0.00090479+0.00028721i,0.001304+0.00084564i
-0.00094513+0.0020776i,-0.00085752+0.0017116i,-0.0010676+0.0011524i,0.00080966+0.0013937i,0.003679+0.00081268i,0.0041767-0.00048369i,0.002094-0.0007791i,0.00011561+0.00021397i,4.9233e-05+0.0004974i,0.0012756-0.00011152i,0.0017077-0.00023545i,0.0008409+0.00035779i,-2.4816e-05+0.0002015i,-0.00013786+0.00021965i,0.00026179+0.00051687i,0.00052626+0.00078599i,8.841e-06+0.00096433i,7.6012e-05+0.00067607i,0.0006192+0.00069497i,0.00050243+0.00066462i,7.9591e-05+0.00039742i,-0.0010003+0.0006595i,-0.0016195+0.00066802i
-0.0030322-0.00045003i,-0.0028239-0.0012538i,-0.0034873+1.4405e-05i,-0.0019686+0.0026139i,0.00088554+0.0034962i,0.0021839+0.0018789i,0.0014222-0.00023635i,0.00053485-0.00031418i,0.00035067+0.00062112i,0.00044882+0.00056524i,-0.00076039+0.00050034i,-0.0010871+0.00075i,-0.00082056+0.000496i,-0.0013721-6.2333e-05i,-0.00083656-0.00054315i,7.3184e-05-0.00051431i,0.00050832-0.00039819i,-0.00028453-2.6662e-05i,-0.00098062+0.00062174i,-0.00030467+0.00079488i,-0.00028702+0.00041919i,-0.00029335-0.00061507i,-0.0006089-0.00034504i
0.00073155-0.0013385i,0.0012892-0.0011496i,0.0011859-0.0010034i,0.0014272-0.00099685i,0.0018277-0.00036398i,0.0024361+0.00011024i,0.0021441-0.00050664i,0.0011591-0.0011184i,0.00063223-0.00097568i,0.0003883-0.00020461i,-3.7399e-05+1.1554e-05i,-0.00053333+0.0001087i,-0.00086632+0.00069101i,-0.00097774+0.00042639i,-0.00061876-0.00019457i,-0.00023076+8.7976e-05i,0.00029046+0.0006832i,0.0010977+0.00027425i,0.00095725-0.00016162i,-2.3223e-05-0.00048042i,0.00030545-0.00061064i,0.00042082+1.2605e-05i,-0.00016192-0.00031504i
-0.00082416-0.0018607i,-0.00032537-0.0014491i,0.00018139-0.00019874i,0.00095304+0.0013755i,0.0020495+0.001469i,0.002535+0.00042815i,0.0015468-0.00047931i,0.0006768-0.0009295i,0.00081505-0.00012057i,0.00091885+0.00029313i,0.00059865+0.00020969i,0.00016632+0.00030031i,0.00025385+0.00039421i,0.00063973+0.00051387i,0.00062492+7.0907e-06i,0.00036397+0.00026375i,5.5044e-05+0.00091443i,-0.00054739+0.00031375i,-0.00067244-0.00032547i,-0.00046894+1.4063e-05i,-0.00038706+0.00015127i,0.00013418+0.00037539i,0.00081678+6.13e-05i
-0.00021416-0.00057707i,5.0892e-05-0.00015811i,-0.0012594-0.00039222i,-0.00081068+0.0003169i,0.00038083+0.001142i,0.0014751-0.00010219i,0.0012874-0.0010703i,-9.1076e-05-0.0004452i,-0.00066576-0.00014833i,-0.00046303-0.00031485i,-0.0005625+0.00033651i,-0.00084466+0.00036894i,-0.00055529+0.00032675i,-0.00078039+0.00072618i,-0.00079524+0.0008871i,-0.00063994+0.00056948i,-0.00039795+0.00055243i,-0.00028764+0.0012678i,-0.00041922+0.00045778i,-0.00057577-0.00023886i,-0.00073451-0.0004109i,-0.00087739-0.00012711i,-0.00010766+0.00056676i
0.00041142-0.0017744i,5.1461e-05-0.0017195i,-0.00015242-0.0015504i,0.00052105-0.00072733i,0.00096453+0.00040392i,0.00085538+0.00099961i,0.00051562+0.00048997i,4.6205e-06+0.00038615i,-0.00039347+0.0005906i,0.00026277+0.00062345i,0.00043269+0.0010519i,-0.00015281+0.0010251i,-0.00010415+0.00049548i,-0.0003685-0.0002362i,-0.00085632-0.00059727i,-0.00080028-0.00085966i,0.0003326-0.001236i,0.00088392-0.00089126i,0.00033731-0.00058129i,1.6974e-05-0.00022247i,-7.8803e-05+5.407e-05i,-0.00029919+0.00058167i,-9.3116e-05+0.00059478i
-0.00076456+0.00018194i,-0.00063968-6.2283e-05i,-1.7464e-05-0.00015044i,0.0008931+0.00015591i,0.0022611-0.00023944i,0.0025443-0.0012788i,0.00065138-0.001401i,-0.0005928-0.00071918i,-9.819e-05-0.00016257i,0.00084942-0.0001749i,0.00064835-0.00038656i,0.00026515+7.5756e-05i,0.00069998+0.000822i,0.00038511+0.00066109i,-0.00012628-4.2654e-05i,0.00031941+0.000627i,0.00016991+0.0011081i,-0.00011934+0.00068145i,-0.00018112+0.00021046i,-0.00042934-0.0002068i,-0.00044705+0.00011773i,-0.00046007+0.00035906i,-0.00055133+7.7284e-05i
-0.0013971-0.00084759i,-0.0018459-0.0017822i,-0.0021359+0.00020584i,-0.00097331+0.0019151i,6.7401e-05+0.0019414i,0.0013161+0.0011952i,0.0013068+0.00041624i,0.00015174+0.00039055i,-0.00027456-7.1319e-05i,0.000336+0.00037592i,0.00084736+0.0008761i,0.0002858+0.00065302i,-0.00046307+0.00046072i,-0.00063895+6.1398e-05i,-0.00090205+2.6286e-05i,-0.00086643+6.0982e-05i,-0.00032684-0.00023188i,-0.00032928-0.00063008i,-0.00038656-0.00038939i,-0.00039634-0.00024832i,-0.00083325-0.00051194i,-0.00046028+0.00017331i,-6.5634e-05+0.00099109i
-5.8201e-05+3.0294e-07i,-0.001416-0.00039214i,-0.00042363-0.00077844i,0.0012957-0.00053656i,0.002442+0.00066294i,0.0019885+0.00073275i,0.0012364-0.00051055i,0.00069466-0.00093942i,3.5423e-05+0.00010168i,-5.4353e-05+0.00048419i,-0.00019729+6.5513e-05i,-0.00056488+0.00014052i,-0.00057055+0.00049856i,0.00040396+0.00031625i,0.00030861-0.00034777i,0.0001297-0.00028301i,0.00063759+0.00024386i,0.00099318+0.00033082i,0.00079075-0.0005705i,0.00035437-0.0010478i,-0.00017373-0.0004608i,-0.00047277-0.00040718i,-0.00040426-0.00072557i
-0.00034258-0.0019825i,-0.0012276-0.0015085i,-0.0013477-0.0012187i,0.00029953+0.00049777i,0.0017023+0.001929i,0.0023544+0.00093721i,0.0019927-0.00044609i,0.00066318-0.00059328i,-0.00015552-0.00066706i,0.00013308-0.00055855i,0.00048889-0.00068697i,0.00058421-0.0008591i,0.00059211-0.00057412i,0.00097408-0.00071749i,0.00084975-0.00056345i,0.00024095-0.00048052i,-0.00077878-0.00081252i,-0.0012545-0.00041834i,-0.00038889-0.0001734i,-0.00056767-0.00023672i,-0.00091229-0.00068169i,-0.00055316-0.00047875i,-0.00026419+0.00027755i
0.00029434+0.0027986i,0.00094589+0.0029116i,0.0017289+0.0027979i,0.0027657+0.0028558i,0.0036373+0.0025849i,0.003922+0.00063418i,0.0029616-0.00036668i,0.0025202-2.3699e-05i,0.0020357-5.9013e-05i,0.00099709-0.00024124i,0.0010636+5.2438e-05i,0.0012631-0.00021397i,-5.143e-05-0.00043583i,-0.00078722-0.00030241i,-0.00039979-0.00077786i,-0.0004557-0.0011314i,-0.00034045-0.0004809i,5.7933e-05+0.00013292i,0.00047316+0.00032198i,0.00059468+0.0004759i,0.0003255+0.00016545i,-7.9953e-05-9.2838e-05i,0.00042346-0.00070073i
0.00067265-0.0028865i,0.00032332-0.0032378i,-4.6742e-05-0.0031476i,-0.00053395-0.0016692i,0.000322+0.00053653i,0.0014385+0.0013419i,0.0019932+0.00026267i,0.001119-0.00038446i,-0.00038357-0.00014517i,-0.0001527+6.7393e-08i,-0.00032113+3.429e-05i,-0.00092928+0.0001871i,-0.00044017+0.00019934i,-0.00013682-0.00061553i,-0.00030338-0.0011225i,-0.0004683-0.00090064i,-0.0008253-0.00077745i,-0.00096028+0.00010339i,-0.00083729+0.00024677i,-0.00058126+0.0002307i,-0.00040626-1.6306e-05i,-0.00044738+0.00010891i,-0.00031224+0.0007239i
0.00043795+0.00040018i,-0.00012079+0.000439i,0.0010997+0.0013893i,0.0018835+0.0024734i,0.001529+0.0025742i,0.0016786+0.0014438i,0.0013579+0.00016301i,0.00051952-0.00035474i,0.00064961-0.00045853i,0.0002587-0.00051766i,-0.00064949+9.5828e-05i,-0.00043482+0.0010708i,-3.7753e-05+0.00062495i,0.00011414-0.00057667i,0.00022537-0.00065481i,0.0012886-0.00054777i,0.001651-0.00015596i,0.0006636-6.6371e-05i,-0.00053335-0.00012923i,-0.00070023+0.0004613i,0.00044042+0.00068647i,0.00070119+0.00083727i,0.00051914-0.00022639i
0.0012658-0.001088i,0.00065353-0.00097868i,0.0013458-0.00054422i,0.0018828+0.00076731i,0.0024815+0.0011249i,0.0025591-0.00019792i,0.00087516-0.00067102i,-0.00047933-5.1688e-05i,-0.00044899-0.00025439i,-2.6598e-05-0.0010387i,0.00012801-0.0013051i,-0.00014878-0.00075011i,-2.6048e-05-0.00019202i,-0.00028436-0.0001643i,-0.00043006-0.00061995i,0.00034371-0.00072251i,0.00025498-0.00013497i,-0.00095022+0.00010153i,-0.00099596-0.00021941i,-0.0001096-0.00029221i,-0.00033446-0.00017524i,-0.00086176+3.9787e-05i,-0.00033706+0.00044496i
