0.00045451+0.00026006i,0.0018277-0.0023034i,-0.00022509-0.003906i,-0.0019745-0.002771i,-0.0020733-0.00017165i,-0.0017986+0.0019915i,-0.0012183+0.0034362i,0.00035475+0.0028128i,0.0014748+0.00089367i,0.0017405+0.00016618i,0.0010353+0.0005174i,0.00027365+0.00077953i,0.00018445+0.00043264i,7.1034e-05-0.00036459i,0.00085634-0.00047315i,0.00088889-0.00062251i,0.00052752-0.00081382i,0.00020276-0.00068563i,0.00017353-0.00058628i,0.00041863-0.0001338i,0.00015163-0.00049181i,-0.00038673-0.0005253i,-0.00041451+0.00032736i
2.4215e-05+0.0014519i,-0.00064017+0.0021994i,-0.00034417+0.0020996i,0.00088354+0.00077007i,0.001586-0.00014644i,0.0011234-6.3044e-05i,0.0010609+0.00078918i,0.0018706+0.00073565i,0.0017367+0.00022799i,0.0005113+0.00057462i,8.4086e-06+0.00042459i,0.00016715-0.00036258i,-0.00017349-0.00086114i,-0.00063642-0.00073098i,-0.00060267-0.00066582i,-0.00078931-0.00030136i,-0.00033347+0.00011856i,0.0003285-0.00028393i,0.00067758-9.7951e-05i,0.00021846+7.1152e-05i,-0.00012385+4.9234e-06i,0.00065904+0.00038882i,0.00056788+0.00030406i
0.00089383-0.0011411i,-0.00033341-0.0028694i,-0.0020046-0.0025398i,-0.0018086-0.0011094i,-0.0010914+4.0198e-05i,-9.7298e-05+0.00060808i,0.0010267+0.0011808i,0.0011336+0.0017527i,0.0005423+0.00086935i,-0.00031659+3.5039e-05i,-8.7027e-05+0.00034039i,0.00041973+0.00041829i,0.00022145-3.5641e-05i,0.0005033-0.00023765i,0.0013482+6.757e-05i,0.0013244+0.00020614i,0.00064226-0.00031684i,0.00010165-0.00052726i,0.00012555+2.7979e-05i,0.00048189+0.00038891i,-6.4447e-05+0.00059924i,-0.00016773+4.6832e-05i,0.00041761-0.000862i
-0.00088404+0.0019217i,-3.651e-05+0.0024588i,0.00063086+0.0020932i,0.00084518+0.00035966i,0.00067426-0.00033529i,-0.0001163-0.00032577i,0.00036693-0.00011178i,0.00084197+0.00022923i,0.0009657+0.00028986i,0.00075188-0.00024239i,0.00053458-0.00070567i,0.00050925-0.0001441i,0.00053188+0.00056292i,0.00030487+0.00015778i,-0.0005211+2.3229e-05i,-0.00025764-7.3569e-05i,0.00039971+0.00018304i,-0.00020467+0.00085238i,-7.0384e-05+0.00073908i,0.00033559+0.0011615i,0.00019877+0.0008628i,0.00064505+0.00030024i,0.0008392+0.00026901i
0.0018521-0.00037186i,0.0027154-0.0017637i,0.0018984-0.0032904i,0.00015597-0.0037824i,-0.00037101-0.002581i,8.5956e-05-0.00066161i,0.0011833+0.00047777i,0.0013739+0.00067948i,0.00076301-0.00018114i,-0.00012393-2.3523e-05i,-7.0477e-05+0.00081075i,0.00022905+0.00062495i,0.00031097-0.00013983i,0.0011786+8.4801e-05i,0.0010893+0.00098253i,0.00055889+0.00060975i,0.00059424+0.00013444i,0.00013811-4.1288e-05i,0.0001391-0.00098612i,0.0010422-0.0011587i,0.00039591-0.00020595i,-0.00037335+1.2923e-05i,1.3278e-05-0.00036961i
0.0011067+0.00053792i,3.8239e-05+0.0015971i,0.00024186+0.00085663i,0.0013785+3.1959e-05i,0.0018341-0.00037686i,0.0014985-0.00015645i,0.00093065+0.00030418i,0.00075504-0.00020516i,0.00059438-0.0012672i,9.8366e-05-0.00094508i,-8.2418e-05+0.00027113i,0.00024941+0.00025753i,0.00034609-0.00044598i,0.00044206-0.00055152i,0.00011983-0.00026033i,-0.00028664+0.00038147i,-0.00032022+0.00060831i,-0.00072601+0.00057234i,-0.00036011+0.00066909i,0.00062505+0.00091937i,0.00029287+0.001042i,-0.00073147+0.0003863i,-0.00039289-0.0001583i
0.0032103+0.00083595i,0.0025289-0.0011328i,0.00025003-0.0032625i,-0.0016571-0.0031859i,-0.0018149-0.0020842i,-0.00062294-0.0016202i,-3.7473e-05-0.0011087i,0.00030453-0.00078105i,0.00080322-0.0012663i,0.00066399-0.00092509i,0.00013577-0.00012899i,0.00051235-0.00036547i,0.0003351-0.00069054i,-0.00013952-0.00015063i,-0.00026491+0.00079006i,-0.00028604+0.0010374i,-3.0702e-05+0.00016011i,-7.5431e-05-0.00039201i,0.00030054+0.00071778i,0.0010238+0.0010107i,0.00085514+6.2738e-05i,0.00030371+0.00041296i,-5.5478e-05+0.00066856i
0.0012453+0.0021841i,0.00030296+0.0016453i,0.00037273+0.00033125i,0.0017594-0.0010992i,0.002251-0.0028391i,0.00089231-0.0026479i,0.00013306-0.00056442i,0.0010453+0.00040776i,0.00090034-0.00011851i,0.0002996+0.00074209i,0.00026518+0.0013746i,-0.00041975+0.00060645i,-0.00080851+0.00087479i,7.5316e-05+0.00037311i,0.00093047-0.00031581i,0.00060009-0.00038869i,-0.00044978-0.00031676i,-0.00046599-0.00011573i,0.00037348-0.00063182i,0.0004684-0.0010314i,-0.0003471-4.7553e-05i,-0.00052115+0.0010832i,0.00025026+0.00058733i
-0.00050543-0.0029096i,-0.00066342-0.0032661i,-0.0022474-0.0041069i,-0.0040505-0.003201i,-0.0022419-0.0012782i,0.00028034+0.00064425i,0.001066+0.0016745i,0.00088317+0.0015217i,-0.00028145+0.00069399i,-0.0012643-0.00026568i,-0.00084676-0.00028051i,-0.00019823+0.0003212i,-1.0842e-05+0.00019753i,5.5147e-05-0.00010848i,-0.00026529+0.000204i,-0.00015419+0.00042594i,0.00028604+0.00035231i,0.00061719+0.00025122i,0.00036762+9.6485e-05i,0.00040606+0.00014087i,0.00041615+0.00022503i,-0.00034982+0.0003545i,0.00047775+0.00049505i
0.00056749+0.00082716i,0.00091093+0.00046801i,0.0013507+0.00080747i,0.0010534+0.00076342i,0.0015415+0.00016648i,0.0023095+3.5739e-05i,0.002496+0.00055325i,0.0023026+0.00039797i,0.0020697-0.00065875i,0.0014032-0.00041741i,0.00010795+0.00073832i,-0.0010782+0.00052358i,-0.00060862-0.00074844i,-0.00019184-0.00062126i,-0.00054406+0.00067714i,-7.476e-05+0.00087773i,0.00021072+0.0007516i,-0.00013874+0.00039701i,-0.00021164-0.00013717i,-0.00030394+0.00023754i,0.00033784-9.6558e-06i,0.00049793-0.00065629i,-0.00047153-0.0003521i
0.0020037-0.0010222i,0.001003-0.0012195i,-0.00082843-0.0024284i,-0.0012101-0.002543i,-0.0010419-0.0008081i,-0.00044733+0.00025066i,0.0003516+0.0006299i,0.00099695+0.00060204i,0.00063628+0.00014157i,-0.00044764+6.7031e-05i,-0.00071182+9.3478e-06i,0.00013486-0.00015872i,0.00053564-0.00039604i,-0.00018995-0.00011234i,-0.00027221+0.00012601i,-0.00012097+0.00019273i,-0.00055291+0.00041538i,8.5726e-06-8.5429e-05i,0.00079055-0.00046044i,0.00089417+7.3773e-05i,0.00051826+0.00021961i,0.00045138+0.00011434i,0.00019916+0.00055353i
-9.1687e-05+0.0025769i,-0.00014331+0.0010361i,-6.3415e-05-0.00027981i,0.00097196-0.00049345i,0.0013174-0.00072962i,0.00148-0.00028762i,0.0017922+0.00054014i,0.001487+0.00032375i,0.00084318-0.0006554i,0.00068566-0.00082714i,0.00088787-0.00080985i,0.00058402-0.00049933i,9.828e-05-0.00015609i,-0.00035863-0.00042136i,-0.00085229-0.00014004i,-0.00034869+0.000271i,0.00015624-7.3899e-05i,0.00061019-0.00015545i,-0.00033462+0.00017939i,-0.0016985-0.00024388i,-0.00093656-0.0006519i,-0.00016917-0.00053431i,0.00031917-0.00031998i
0.00062751-0.002355i,0.00070162-0.0031574i,0.000151-0.0038993i,-0.0010674-0.0027873i,-0.0018576-0.0012839i,-0.00057658-0.00064488i,0.00082048+0.00026608i,0.00046969+0.00060229i,-0.00033747-0.00024339i,-0.00066519-0.00034164i,-0.00074+0.00043763i,-0.0011016+0.00042304i,-0.00097281-4.602e-05i,-2.7327e-06-0.00032487i,0.00032219-0.0001799i,7.6359e-06+0.00054619i,0.00019947+0.00017865i,0.00045091-0.00088036i,0.00042638-0.00074684i,0.00069475-1.1205e-05i,0.00074215+0.00033269i,2.9698e-05-0.00017471i,-0.00031634-0.00050559i
-0.00016438-0.0019551i,-0.00032079-0.0030763i,-0.0016556-0.0041302i,-0.00143-0.0020587i,0.00058442+7.3491e-05i,0.0022864-9.2868e-05i,0.002011-0.0011326i,0.00098658-0.0013672i,7.2456e-05-0.00075218i,-0.00062527-0.00040758i,-0.00031488-1.16e-05i,0.00013137+0.00027096i,-0.00016465+0.00015207i,-1.6942e-05+7.7573e-05i,0.00019229-0.00025427i,0.00036126-0.00045841i,0.0006885-2.6341e-05i,0.00069875+0.00066068i,-0.00014847+0.00026505i,-0.00055118-0.00017267i,0.00017026+2.5845e-05i,0.00054215+6.1173e-05i,0.00033479-0.00013149i
-0.0013032-0.00082817i,-0.0013396-0.0009423i,-0.0014539-0.0012938i,-0.0022535-0.0002716i,-0.00161+0.00083884i,-7.1232e-06+0.0014634i,0.0010425+0.0010754i,0.0006267+0.00062199i,-5.3452e-05+0.00019793i,-0.00043465-0.00034083i,-0.00044937+0.00019763i,0.00048984+0.00048667i,0.00069468+7.8434e-05i,0.00015005+0.000332i,0.00043858+0.00024674i,0.0011123-0.00010896i,0.00067841+2.0918e-05i,-0.00014013-0.00033502i,-0.00044664-0.00042738i,-0.00011233-2.6707e-05i,1.2606e-05+0.00053328i,-0.00052361+0.00072136i,-0.00031861+0.00074844i
0.0029133-0.003327i,0.0026839-0.004671i,-0.001416-0.0059649i,-0.0034541-0.0037384i,-0.0027495-0.00097632i,-0.00092615+0.00042627i,0.00014652+0.00066707i,0.00019845+0.00041114i,-0.00028514-0.00015873i,-0.0013378-0.00037692i,-0.0016661+0.00060341i,-0.0013812+0.00087056i,-0.00073989+0.00024838i,0.00028173-0.00029243i,0.0010379+2.4339e-05i,0.00040323+1.819e-05i,-0.00013922-0.00063431i,8.6161e-05-0.00036518i,-0.00015995+0.00013261i,-0.00079174+0.0005036i,-0.00091873+0.00068385i,-0.00051283+0.00051558i,0.0001836+0.00014276i
0.00067249-0.010836i,-0.00078159-0.014206i,-0.0078664-0.012736i,-0.010304-0.0045463i,-0.0086649+0.0037236i,-0.0033802+0.0076917i,0.00046881+0.0051883i,0.0010334+0.0019535i,-0.00033487+0.00037271i,-0.0018811+0.00022545i,-0.0011448+0.0016143i,0.00022446+0.0020338i,0.0010352+0.0012503i,0.0020535+0.001099i,0.002398+0.00014795i,0.0007182+5.5618e-05i,-0.00064057+0.0005846i,-0.00017406+0.00052698i,0.00079513-0.00016893i,0.00049587-0.0004655i,-0.00014863-4.3568e-05i,5.3784e-05-0.00069036i,-2.3188e-05-0.00097927i
-0.0022472+0.004075i,-0.0016471+0.0053964i,0.0010952+0.0046157i,0.0023439+0.0015842i,0.0032003-0.00084634i,0.0025732-0.0014168i,0.00099032-0.00022871i,0.00091604+0.00037207i,0.0011992+0.00020467i,0.0014554-0.00037221i,0.0012274-0.00031504i,0.00051126-0.00055064i,-0.00052337-0.00070232i,-0.0012421+6.4875e-05i,-0.00093781+0.00027973i,-0.00057989-0.00023142i,0.00031277+9.7238e-05i,0.00061971+0.0006394i,7.1204e-05+0.00069266i,3.1857e-05+0.00049087i,0.00025133-0.00031591i,7.2064e-05+2.4747e-05i,4.971e-05+0.00042327i
0.00067422+0.00080791i,0.00051059+0.0012565i,0.002572+0.0015019i,0.0029391-0.0001716i,0.0019963-0.0018509i,0.00022135-0.0017876i,-0.00058553-0.00041136i,0.00024555+0.00041971i,0.00063413+0.00014554i,0.00075516-0.00033889i,0.00071781+0.00014876i,0.00034535+0.000177i,0.00063232-0.00051009i,0.00019984-0.0014555i,-6.6373e-05-0.001529i,0.00077598-0.0006684i,0.0005732-0.0009064i,-0.00016959-0.00089925i,0.00013147-0.0005247i,0.00050407-0.00033183i,0.00045455-0.00041201i,0.00054862+0.00015221i,0.00069892+0.00074876i
0.00065272+0.0012528i,5.5829e-05+0.0016512i,0.00057402+0.00082401i,-0.00037748+0.00035564i,-0.001033-0.00010617i,-0.0014649-0.00012613i,-0.0016938+0.00071424i,-0.00035435+0.0011683i,0.00038282+0.00028419i,1.6148e-05-0.00024225i,-0.00077592+0.00013918i,-0.0016406+0.00052336i,-0.0013383+0.00023627i,-0.00050151-0.00022921i,-0.00030002-0.00060884i,-0.00015784-0.00025442i,-7.8053e-05+0.00032107i,-0.00018039-0.00034061i,-0.00021762-0.00049378i,-0.00020633-6.1754e-05i,0.00028122+0.00024057i,0.00063216+0.00060688i,0.00052624+0.0002456i
0.001361-0.00027336i,0.00044701-0.00043421i,0.00067685-0.0010901i,0.00066689-0.0028471i,0.00093485-0.0030739i,0.00065602-0.001458i,-0.00012695-0.00026959i,0.00064155+0.00018008i,0.0011544-0.00026875i,-0.00016499-0.0012559i,-0.00056818-0.0014754i,-0.00016126-0.00078955i,-0.0004205+6.5415e-05i,-0.00022119+0.00056868i,0.00030475+0.00025806i,0.00042611-0.00016878i,-1.1271e-05-0.00011089i,-0.00052606-0.00024106i,-2.158e-05+5.506e-05i,-1.8032e-05-0.00041074i,-0.00045349-0.00054508i,5.9924e-05+0.00024093i,3.0591e-05-6.7788e-06i
0.0029763-0.0024926i,0.0026088-0.0033132i,0.0010421-0.0049656i,-0.00054161-0.0042359i,-0.0013924-0.0010294i,-0.0010463+0.0020805i,-0.00025019+0.0022648i,0.00078009+0.00072781i,0.0011633+0.0001013i,0.00014015-5.8108e-05i,-0.00059859-0.00065273i,-0.00010862-0.0011439i,0.00043287-0.00090198i,0.0004743-9.7486e-05i,0.00037334+0.00056088i,0.00043405+0.00089396i,0.00010265+0.00035872i,-0.00022088-0.00092683i,0.00026468-0.0011963i,0.00016295-0.0009508i,0.00021579-0.00062156i,0.00070314-0.00017981i,0.00060288-0.00033824i
0.00091154-0.0015081i,-6.5802e-05-0.001406i,-0.00013545-0.0018787i,-0.00067124-0.002067i,-0.00045008-0.0015941i,8.3543e-06-0.00038905i,0.0003636+0.0013222i,0.0014936+0.002191i,0.0014172+0.0011925i,0.00036518+0.00019281i,0.00067917+0.00021089i,0.00087084+0.00050521i,0.0004671+0.00024969i,0.0004344-0.00028025i,0.00032759-0.00036771i,-0.00020883-0.00056252i,-0.00020614-0.0009713i,0.00012591-0.00059186i,0.00057486-0.00057048i,0.00067309-0.0002844i,0.00011416+0.00011774i,0.00024825-0.00025995i,6.9822e-06-0.00085247i
0.00071539+0.0019283i,-5.0665e-05+0.0012467i,-0.00033879+0.00019407i,-1.9942e-05-0.00044303i,0.00058131-0.00052131i,0.00079327-0.00052487i,-7.1487e-05+0.00021393i,-0.00023593+0.00044729i,0.00032541-0.00015136i,0.00025581+5.331e-05i,5.9049e-05-0.00037835i,0.0001619-0.0011907i,5.548e-05-0.0011165i,-0.0002137-0.00056785i,-0.00060206-0.00018254i,-0.00026958+1.1067e-05i,0.00033262+0.00051498i,0.00060039+0.00029906i,0.0002785-0.00059531i,-0.00059255-0.0010499i,-0.00091782-0.00090473i,-0.00091392-0.00071458i,-0.00011776-0.00035074i
-5.2865e-05-0.00037284i,6.428e-05-0.00098455i,0.00092792-0.0014948i,0.00062293-0.001034i,-0.00023088-0.00068944i,-0.00058426-0.00076888i,-0.00019431-0.00011418i,0.00012369+0.00048964i,0.0003371-0.0002088i,4.1329e-05-0.00047151i,-0.00037472-0.00053578i,-0.00027729-0.00067239i,8.4168e-05-0.00083981i,0.00064439-0.00078175i,0.0007033+4.2229e-05i,0.00054752+0.00079745i,0.00026576+0.0011224i,-0.00032779+0.0012091i,0.00016495+0.00068511i,0.00062081+0.00048579i,0.00024062+0.00047359i,-0.00028138+0.00040169i,-0.00057491-1.7347e-05i
-0.00036316-0.00082699i,-0.00081338-0.0010855i,-0.0012946-0.0011215i,-0.0012855-0.00049377i,-0.00049198+3.1583e-05i,-2.7136e-05+0.00064266i,0.00027135+0.0011918i,0.00091729+0.0012609i,0.0013847+0.00066472i,0.0012754-0.00062896i,0.0012952-0.0010325i,0.0013284-0.00046365i,0.00050159-0.00037767i,0.00038578-0.00053551i,0.00068934-0.00015385i,0.00047208+0.00052834i,0.00013946+0.00050389i,-9.6155e-05-0.0002835i,-0.00027757-0.00055594i,-0.00048455-0.00068636i,-0.00012478-0.00078587i,0.00099463-0.00040658i,0.00083681+2.1338e-05i
0.0027269-0.00018134i,0.0018572-0.00099372i,0.0014488-0.002227i,0.00051442-0.0019876i,-6.2154e-05-0.00085985i,-0.00025015+0.00014055i,-9.2633e-05+0.00061346i,0.00024556+0.0010662i,0.00089088+0.00024911i,0.0015378-0.00070923i,0.0011991-0.00078081i,0.00031019-0.00096956i,-0.00043959-0.00031367i,-0.0008734+0.00040666i,-0.0011934+0.00078399i,-0.00074493+0.00088793i,-2.971e-05+0.00059156i,-1.0148e-05+0.00020603i,-2.319e-05+0.00047056i,0.00048454+0.00048042i,0.0012049+5.2191e-05i,0.0015522+0.00013673i,0.00068641+0.00013143i
0.00077458-0.0007628i,-0.00015547-0.00069744i,-0.0008285-0.0003487i,-0.00080397+0.00066591i,-0.00011319+0.00093257i,0.00054505-0.00012069i,0.00024258+0.00025732i,0.00022318+0.0017121i,0.00023463+0.0010485i,0.00040379-0.00015007i,0.00086108-0.00014323i,0.0010661-0.00063339i,0.00085676-0.0010167i,-3.7264e-06-0.00053944i,0.00018744-0.00024484i,0.00017923+0.00011959i,-0.00030719-1.2827e-05i,-0.0003451-0.0008277i,-0.00028095-0.00080483i,-3.2176e-05-0.00020654i,-0.00024243-0.00029409i,-0.00047655-0.00056i,0.00028843-0.00046984i
-0.00069585-0.00094954i,-0.00079306-0.00033944i,0.00064456-0.00049945i,0.00015331-0.00055765i,-0.00085406-0.00094551i,-0.00023938-0.0011614i,-1.5352e-05-0.0008094i,0.00057696-0.00043996i,0.00099484-7.1443e-05i,0.00045036-0.00050126i,0.00029587-0.0014295i,0.0003183-0.0017985i,0.00033364-0.0014768i,-9.5694e-05-0.0007885i,-0.00057098-0.0010641i,3.1735e-05-0.0011367i,0.00056979-0.00034475i,0.00066792+9.6707e-05i,-0.00029921+0.00027301i,-0.0011352+0.00039741i,-0.00035237+0.00023772i,3.2236e-05-0.00042316i,-0.00050779-0.0005629i
-0.0030657-2.3544e-05i,-0.0032884-0.00014257i,-0.0015979+0.0006675i,-8.3984e-05+0.0010402i,0.00070154+0.00042683i,0.0013043-0.0006584i,0.0009965-0.00023081i,0.00083552+9.6461e-05i,0.00084435-0.00013993i,0.00034795-4.6628e-05i,3.3031e-05-7.3364e-05i,0.00032115+0.00017397i,0.00081904-0.0002899i,0.0011672-0.00085472i,0.00076278-0.00054743i,0.00035879-0.00028135i,-0.00049931-0.00057777i,-0.0011242-0.0002735i,-0.00074132-0.0001061i,-0.00016087-0.00057911i,0.00010023-0.00095293i,-0.00055077-0.00013437i,-0.00012382+0.0003246i
-9.075e-05+0.00051373i,-0.00063825+0.0005804i,-0.00026285-0.00011247i,-0.00038673-0.0012775i,-0.001167-0.0018318i,-0.0006426-0.0013997i,0.0005716-0.00076994i,0.00069745+0.00027919i,-3.5095e-05+0.0005496i,-0.00060656-0.00014783i,-7.7582e-05-0.0001766i,0.0010138-0.00059879i,0.0018126-0.00082071i,0.0015619-0.00083505i,0.00026103-0.00036755i,-0.00021975+0.00069066i,5.0928e-05+0.0010842i,0.00037063+0.00083457i,0.00017021+0.00041153i,0.00013555+0.00045119i,-2.4411e-05+0.0007429i,-0.00042257-0.00014395i,-7.5666e-05-0.0006244i
-0.00042435+0.00023846i,0.00014882-3.0996e-07i,0.00044151+0.00068119i,0.00090326+0.001721i,0.00094037+0.0019793i,0.00070794+0.0010414i,-2.9739e-05+0.00079768i,-0.00012743+0.00083063i,0.00077019-1.6896e-05i,0.00091671-3.7047e-05i,0.000727-8.4337e-05i,0.00037826-0.00079734i,-0.00018073-0.00056035i,-0.00057028-0.00033941i,-0.00046981-0.0011803i,-0.00033481-0.0010041i,-0.00088429-6.4885e-05i,-0.00024687+0.00047808i,0.00062696+0.00046642i,0.00099877+0.00011524i,0.00055421-0.00031723i,3.1987e-05-0.0012393i,-1.1803e-05-0.00098227i
-0.00040777-0.0011331i,8.5429e-05-0.00091712i,-0.00036577-0.0024177i,-0.00016743-0.0029065i,-0.00047196-0.00085744i,-0.0004932+0.00053251i,0.00017673+0.00063974i,0.00050324+0.00051665i,0.00043816-9.7716e-05i,-9.818e-05-0.00072627i,-2.1331e-05-0.0012142i,0.00028993-0.00063831i,0.00060245+3.7401e-05i,0.0010641+0.00017241i,0.00033486+0.00058768i,0.00021121+0.00015164i,0.00091876-0.00057859i,0.00030738-0.00080879i,-0.00041789-0.00023535i,-0.00093033+0.00047095i,-0.00077377+0.00089182i,-0.00014763+0.00069278i,-0.00020885+0.00013582i
-0.0011431+0.0010637i,-0.00013602+0.00033858i,-8.706e-05-0.00093365i,-3.1237e-05-0.0011757i,0.00084336+0.000115i,0.001771+0.0015707i,0.0017247+0.001925i,0.0010163+0.0010055i,0.00060917-0.00024731i,-0.0004834-0.00062813i,-0.00046362-0.0003205i,0.00045804-0.00046769i,0.00047233-0.00057343i,-0.000279-0.00029635i,-0.0007731+0.00025767i,-0.00031169+0.00042805i,2.1347e-05+6.4252e-07i,-1.7557e-05-0.00015168i,0.00069685-5.8751e-05i,0.0011774+7.9347e-05i,0.00094822+1.7162e-05i,0.00077747+0.00014584i,0.00090601+0.00020332i
