0.001443-0.00024342i,0.001269-0.00094309i,-9.8215e-05-0.0018853i,-0.0019417-0.001364i,-0.0038242+0.00017504i,-0.0038403+0.0024705i,-0.0014447+0.0039073i,0.00082618+0.0035573i,0.0015629+0.0019129i,0.0012518+0.0007533i,0.00039822-7.6034e-05i,-0.00035265-0.0011377i,-0.0014786-0.0005243i,-0.0014854+0.00055961i,-0.00063006+0.00015002i,0.00017075-0.00030565i,0.00050466-0.00060324i,0.00036138-0.00061915i,0.00023112-0.00055043i,-0.00030225-0.00027462i,-0.00023474-6.3109e-05i,4.8097e-05+0.00033593i,-7.0064e-05+6.7139e-05i
0.0055996-0.0031856i,0.00651-0.0041655i,0.0095631+0.0065096i,0.032867+0.033258i,0.084888+0.064886i,0.1084+0.090562i,0.072845+0.085627i,0.035655+0.047019i,0.026121+0.0076716i,0.019905-0.010334i,0.0081405-0.0087881i,0.00072962-0.0030988i,0.00022184-0.0019214i,0.0010922-0.0040222i,-0.00048801-0.0043592i,-0.0038703-0.0027283i,-0.0068148-0.0024753i,-0.0055882-0.0030912i,-0.0020568-0.0025523i,0.0011459-0.0017236i,0.005628-0.002995i,0.0088897-0.0049621i,0.0082512-0.0036569i
-0.002209+7.7032e-05i,-0.0053201-0.0050703i,-0.0092184-0.02926i,-0.015658-0.075728i,-0.021495-0.11983i,-0.0071106-0.12971i,0.019343-0.092406i,0.022015-0.034678i,0.0095987+0.0023097i,0.0012159+0.0081743i,-0.0055242+0.0028699i,-0.0077539+0.0015739i,-0.0048625+0.0027753i,-0.0033979+0.0060497i,-0.0010608+0.010597i,0.0029146+0.011641i,0.0043345+0.0096715i,0.003283+0.007193i,0.001337+0.0042113i,-0.0011343+0.00085157i,-0.0061358-0.00068012i,-0.01115+0.00013698i,-0.010665+0.0014082i
0.0071227-0.00095593i,0.011768+0.0059779i,0.015039+0.041534i,0.013106+0.10945i,-0.0042739+0.16732i,-0.039145+0.16447i,-0.059012+0.10641i,-0.043138+0.050639i,-0.016484+0.021115i,-0.0012537+0.0074006i,0.0048639-0.00022866i,0.0043064-0.0054827i,0.00066524-0.0056788i,0.0016648-0.0033943i,0.0054267-0.0032689i,0.0090643-0.006683i,0.0099917-0.010238i,0.0077117-0.010276i,0.0043972-0.0068i,0.0022903-0.00084277i,0.0051053+0.0060493i,0.010018+0.010669i,0.010031+0.0090269i
0.0013745-0.0004506i,0.0034238-0.0014875i,0.018317-0.017809i,0.046993-0.0567i,0.075987-0.093266i,0.090238-0.081554i,0.076295-0.037127i,0.04-0.019698i,0.0073526-0.024533i,-0.0054225-0.021527i,-0.0039013-0.012422i,-0.0001092-0.0049928i,0.00013491-0.0018705i,-0.0022489-0.0025044i,-0.0050845-0.0031635i,-0.0065859-0.0029807i,-0.0074726-0.0035095i,-0.0082875-0.0051342i,-0.008354-0.0053419i,-0.0056138-0.0047267i,-0.0027684-0.0094795i,-0.0020654-0.015896i,-0.0021144-0.013736i
-0.0017318+0.0012057i,-0.0050608+0.00019121i,-0.02536+0.0072243i,-0.063954+0.021655i,-0.092808+0.024527i,-0.084548-0.006457i,-0.047145-0.036724i,-0.0037396-0.029119i,0.021845-0.0118i,0.01795-0.003077i,0.0058472+0.0045464i,0.0018949+0.0083365i,0.0014866+0.0069988i,0.0036458+0.0047729i,0.0058709+0.0022689i,0.0045539+0.00071249i,0.0026311+0.0024761i,0.0020455+0.0065042i,0.0019481+0.0078251i,-0.00047236+0.0066236i,-0.0054434+0.0082065i,-0.0084062+0.012208i,-0.006307+0.011404i
-8.6222e-05+0.0027612i,0.0030167-0.0011322i,0.025341-0.011509i,0.066833-0.022304i,0.096978-0.0037i,0.083821+0.044868i,0.051569+0.060998i,0.028409+0.030333i,0.014567+0.010297i,0.01179+0.0080177i,0.0083451+0.0019799i,0.0028716-0.001517i,0.0021025-0.0015669i,0.00082648-0.0047787i,-0.0022027-0.0075718i,-0.0049441-0.0080854i,-0.0053608-0.0075827i,-0.003025-0.0056723i,7.9501e-05-0.0025473i,0.0036867+0.0012761i,0.010186+0.0032269i,0.017013+0.0016833i,0.015405-0.0017567i
0.003728+0.0038313i,0.00066994-0.00070559i,-0.02254-0.0088794i,-0.066644-0.01584i,-0.085627-0.02152i,-0.048672-0.034162i,-0.0097586-0.033477i,-0.010448-0.010041i,-0.018201+0.0058295i,-0.014981+0.0033593i,-0.0093969-9.6929e-05i,-0.004323-0.00014949i,-0.0020164+0.00072624i,-0.0023185+0.0035273i,-0.0027285+0.0073845i,-0.0031172+0.0097699i,-0.0041073+0.0085416i,-0.0058183+0.0057165i,-0.0055194+0.0043431i,-0.0043006+0.0020126i,-0.0067461-0.0029249i,-0.010705-0.0068572i,-0.011773-0.0055714i
-0.0070492+0.002909i,-0.006638+0.011272i,0.0073413+0.033354i,0.03422+0.0559i,0.036467+0.054997i,-0.0038141+0.035951i,-0.029069+0.013579i,-0.014069-0.0089073i,-0.0021082-0.022146i,-0.0021064-0.017024i,0.0001828-0.0075145i,0.0016815-0.0030414i,0.0025784-0.0011855i,0.0042771-0.00078245i,0.0045527+0.0019851i,0.0053564+0.0048492i,0.0088332+0.0045838i,0.010972+0.0022469i,0.0082792-0.0011957i,0.0038324-0.0012144i,0.0020057+0.0051478i,0.0015607+0.011754i,0.0010654+0.01276i
0.0020059-0.0052732i,0.00099331-0.0098827i,-0.013086-0.021888i,-0.03219-0.028635i,-0.014978-0.01754i,0.031844+0.0013204i,0.041932+0.0071558i,0.019586+0.0038891i,0.013177+0.0015175i,0.016268-0.005416i,0.0085564-0.0084264i,0.00067565-0.0046343i,-0.0030119-0.0030242i,-0.0050443-0.0017588i,-0.0040454-0.00067265i,-0.0014237-0.0020535i,0.00011478-0.0052955i,0.00028775-0.0087671i,0.00041337-0.0078103i,0.0017594-0.005109i,0.0043199-0.0066374i,0.0066703-0.010028i,0.0072365-0.0096718i
-0.0027974+0.0031211i,-0.0020316+0.010758i,0.0088971+0.031342i,0.028806+0.050763i,0.026546+0.043056i,0.0034333+0.016327i,0.0028392+0.0075019i,0.017912+0.015911i,0.018375+0.019052i,0.0086512+0.017012i,0.0037459+0.011574i,0.0017868+0.0048363i,0.0016092+0.0014526i,0.0043216+0.00047188i,0.0060528-0.0019486i,0.0043514-0.0034877i,-0.00066732-0.0013309i,-0.004763+0.0023033i,-0.0050119+0.0035285i,-0.0046805+0.0033048i,-0.0071659+0.0042509i,-0.010604+0.0048775i,-0.010796+0.0036494i
0.00064333+0.0012975i,0.0080374-0.0058521i,0.011703-0.030265i,-0.00046323-0.055961i,-0.018436-0.043159i,-0.023671-0.0015834i,-0.016656+0.012712i,-0.013819-0.00092047i,-0.013904-0.005046i,-0.0086539+0.00043564i,-0.0048626+0.002354i,-0.001471+0.0028845i,0.0022039+0.0028169i,0.0029318+0.0013491i,0.003669-0.00015226i,0.0048998-0.0034405i,0.0054128-0.0068408i,0.0043312-0.0075278i,0.0013845-0.0045448i,0.0010298+0.00025559i,0.0046707+0.003724i,0.0081443+0.0067239i,0.008609+0.0080943i
0.001541+5.9963e-05i,-0.0043243+0.0055032i,-0.0065323+0.020946i,0.0071178+0.038103i,0.031722+0.026266i,0.044998-0.0085133i,0.035067-0.015849i,0.020037-0.0059444i,0.010989-0.013808i,0.00069251-0.0202i,-0.003937-0.011323i,-0.0021352-0.0023864i,-0.00053278+0.0015038i,-0.00084205+0.0019756i,-0.0031124-0.00061544i,-0.0069532-0.0022222i,-0.010222-0.002427i,-0.010841-0.0015188i,-0.008892+0.00026264i,-0.0064417+0.00083501i,-0.004885-0.0027571i,-0.0039313-0.0091042i,-0.0018174-0.012333i
0.0081885-0.00038498i,0.015558-0.0064921i,0.019825-0.02491i,0.0093271-0.043684i,-0.0095678-0.03458i,-0.018499-0.007677i,-0.0040173-0.0061434i,0.015772-0.018791i,0.022653-0.013875i,0.022001-0.0060888i,0.013824-0.0060914i,0.0033895-0.0053141i,-0.0010359-0.0043436i,-0.0036489-0.0035097i,-0.0054754+0.00032201i,-0.0045078+0.0059608i,-0.0010235+0.010839i,0.003451+0.012531i,0.0052658+0.010199i,0.005435+0.0061611i,0.0040485+0.005027i,-0.0011688+0.0064963i,-0.0065236+0.0071857i
-0.0016303-0.0030966i,-0.013933+0.0010725i,-0.033102+0.019737i,-0.043471+0.053657i,-0.030644+0.073527i,-0.011743+0.063603i,-0.011852+0.041639i,-0.015942+0.024665i,-0.0094423+0.015386i,-0.0013995+0.0096843i,0.0024347+0.0050443i,0.0029269+8.042e-05i,0.0022169-0.0023621i,0.0027098-0.0028491i,0.0043946-0.0034372i,0.0048891-0.0038415i,0.0039683-0.0050212i,0.0027309-0.0060814i,0.0013891-0.0060218i,-0.00037552-0.0055614i,0.00087723-0.0051006i,0.0061029-0.0036037i,0.0095951-5.6007e-07i
0.0062616+0.0040835i,0.016765+0.0025153i,0.034024-0.010704i,0.039908-0.042863i,0.018917-0.071291i,-0.00066609-0.06379i,0.0047905-0.034166i,0.0043599-0.013466i,-0.00884-0.003177i,-0.01299+0.0026201i,-0.0086859+0.002219i,-0.004324-0.00025866i,-0.0017611-0.001267i,3.9065e-05-0.00072078i,0.0014953+0.00089307i,0.0017482+0.0015166i,0.00090937+0.0022163i,-0.00095978+0.0023141i,-0.0020286+0.0029988i,-0.0020385+0.0047204i,-0.0034801+0.0047355i,-0.0057431+0.00058567i,-0.0060615-0.0044642i
-0.00097809-0.00024913i,-0.0084853+0.00044314i,-0.023709+0.0098944i,-0.028432+0.035859i,-0.0083293+0.055577i,0.0096829+0.037751i,0.0024849+0.0047695i,-0.0015619-0.010487i,0.0060685-0.016564i,0.0046849-0.019759i,-0.0021472-0.011918i,-0.0035298-0.0015085i,-0.0025144+0.0037709i,5.6577e-05+0.0058908i,0.0047342+0.0051554i,0.0077889+0.0018719i,0.0096139-0.0020413i,0.0099681-0.0046581i,0.0074041-0.0057326i,0.0050589-0.0056954i,0.0052668-0.0028262i,0.0039424+0.003027i,0.0008439+0.0078245i
0.0074769-0.000737i,0.020122+0.0030795i,0.045021+0.0022113i,0.06775-0.0056884i,0.066033-0.0069056i,0.04834+0.014643i,0.036545+0.03621i,0.029712+0.029331i,0.021774+0.012518i,0.015108+0.0039411i,0.0087496-0.0011315i,0.00076994-0.0036272i,-0.002839-0.0049969i,-0.0031022-0.0068163i,-0.0039153-0.007945i,-0.0049625-0.0081571i,-0.0058609-0.0077793i,-0.006824-0.006456i,-0.0083114-0.0020718i,-0.0091736+0.0020292i,-0.0068322+0.001647i,0.0001112-0.00092241i,0.0069517-0.0032733i
-0.0022716-0.00072389i,-0.013661-0.0078982i,-0.04201-0.014077i,-0.077481-0.0065132i,-0.088709+0.0074718i,-0.066287+0.005996i,-0.028904-0.0059294i,-0.0024287-0.0048009i,0.0064927+0.0048658i,0.006708+0.0068463i,0.0037723+0.0050736i,0.0018771+0.0046785i,0.0015883+0.0037771i,0.00079311+0.0024365i,-0.0004524+0.001038i,-0.0021901+0.00060108i,-0.003909+0.002206i,-0.0042148+0.0046318i,-0.00049986+0.0055611i,0.0052357+0.0044212i,0.0062511+0.0027535i,0.00066731+0.00064866i,-0.0053592-0.0016875i
0.0040524+0.0016445i,0.013825+0.0064953i,0.036214+0.011698i,0.062776+0.0031148i,0.063487-0.016926i,0.031954-0.02046i,-4.81e-05-0.01003i,-0.013031-0.0095763i,-0.015616-0.012842i,-0.013595-0.0066404i,-0.0063842-0.00016146i,0.00027601+0.00074677i,0.0043917-5.3181e-05i,0.0060789-0.0011265i,0.0042983-0.0014006i,0.0016617-0.0013319i,0.00077472-0.0014406i,0.00045-0.0016594i,-0.0015106-0.0028904i,-0.0038676-0.0047223i,-0.003384-0.0040257i,-0.0015312+0.00033747i,0.0005671+0.0045543i
-0.0055168-0.0040611i,-0.014917-0.013325i,-0.035228-0.02663i,-0.053202-0.030085i,-0.036696-0.016454i,0.011597-0.0081378i,0.038146-0.014805i,0.026815-0.016453i,0.013664-0.011459i,0.0099788-0.011626i,0.0030788-0.010688i,-0.0034379-0.0041428i,-0.0056011+0.0012168i,-0.0051272+0.0040729i,-0.0027416+0.0062975i,-0.0014351+0.0077603i,-0.0018435+0.0064318i,-0.0019812+0.0043366i,-0.0011809+0.0056958i,-0.00026812+0.0083445i,0.00030739+0.0073022i,0.0014431+0.0018818i,0.0022563-0.0027927i
0.0037993+0.0086821i,0.011555+0.021674i,0.029251+0.045766i,0.045558+0.067003i,0.039949+0.070932i,0.0098719+0.053804i,-0.008916+0.029535i,0.00050882+0.01045i,0.0093643+0.00059284i,0.0076022-0.00034573i,0.0064631-0.00070561i,0.0055772-0.0030482i,0.0037509-0.0039453i,0.002735-0.0034698i,0.0025551-0.0013798i,0.0037496+0.00092065i,0.0055481+0.0026588i,0.0062251+0.0030935i,0.0044921-7.2399e-05i,0.002803-0.0040814i,0.0017487-0.0038875i,-0.0012256-2.2856e-05i,-0.0035664+0.0033644i
0.0045788-0.0024088i,0.0011628-0.015021i,-0.012673-0.037163i,-0.036599-0.053343i,-0.048267-0.044603i,-0.034077-0.010045i,-0.012569+0.020141i,-0.0031014+0.024996i,-0.0011755+0.01814i,0.00077952+0.011131i,0.00097011+0.0050327i,-5.7667e-05-4.8152e-05i,-0.0014232-0.0038709i,-0.002059-0.005087i,0.00048693-0.0044405i,0.0021216-0.0045188i,0.0018375-0.0056744i,0.00038147-0.0059382i,-0.0024267-0.0032033i,-0.0052556+0.0011373i,-0.0045118+0.0040545i,0.00056916+0.0046535i,0.0044558+0.0041434i
0.0029015+0.0028373i,0.003915+0.015067i,0.010455+0.038116i,0.025125+0.051564i,0.033348+0.027456i,0.021036-0.015315i,0.003194-0.031247i,-0.0012347-0.019773i,0.00079451-0.010655i,-0.0026479-0.0084887i,-0.0055018-0.003015i,-0.0025701+0.003366i,0.0012831+0.0050598i,0.0029354+0.0026538i,0.0032238-0.00085329i,0.0026624-0.0031698i,0.0013664-0.0040872i,0.00076099-0.0036326i,0.0024511-0.0019626i,0.0059338+0.00080579i,0.0072503+0.00038977i,0.0045192-0.0045229i,0.001349-0.0069075i
0.0024766-0.0040794i,0.0048679-0.018421i,0.0092661-0.045401i,0.0096953-0.062265i,0.0095512-0.041946i,0.016614-0.00051272i,0.018853+0.012861i,0.009674-7.9471e-05i,0.0054772-0.0055902i,0.0081878-0.0040718i,0.0049279-0.0049156i,-0.0015902-0.0034133i,-0.0039472-0.00074328i,-0.0032512+0.00018655i,-0.0022029+0.00074734i,-0.00087149+7.0559e-06i,0.00031288-0.00079252i,0.000262-0.00052814i,-0.0014775-0.00056126i,-0.0033491-0.0010838i,-0.0040855-0.0004724i,-0.003807+0.0030237i,-0.0032721+0.0051422i
-0.0014364+0.0002149i,-0.0057062+0.011238i,-0.01208+0.035389i,-0.017052+0.063461i,-0.011774+0.067791i,0.0057426+0.042199i,0.023091+0.014088i,0.027535+0.0014722i,0.018596-0.0023378i,0.0087317-0.0022628i,0.0041195-0.00037435i,7.1942e-05+0.0010164i,-0.0026779+0.0018442i,-0.0016747+0.0014133i,-0.0022071+0.00086697i,-0.0042179+0.0012126i,-0.005501+0.0012649i,-0.005401+0.00078723i,-0.0035376+0.0016566i,-0.0008814+0.0034998i,0.0014959+0.0030114i,0.0025175+0.0010681i,0.0024439+0.00020599i
0.0019362-0.0064324i,0.006446-0.017562i,0.015501-0.039562i,0.016528-0.060391i,-0.0019518-0.054671i,-0.025309-0.024488i,-0.026177-0.0016733i,-0.010668+0.0013719i,-0.0050513-0.0014804i,-0.00581+0.0002013i,-0.0016518+0.00128i,0.0033392-0.0023309i,0.0039762-0.0054704i,0.00096086-0.0048245i,-0.0017963-0.002081i,-0.0027039+0.00037962i,-0.0029249+0.0020239i,-0.002392+0.0019109i,-0.0010493-0.00020734i,-0.00027079-0.0031084i,-0.0018935-0.0044439i,-0.0055678-0.0025085i,-0.0070761-0.0002129i
6.7145e-05+0.003998i,-0.0086199+0.013571i,-0.025203+0.032488i,-0.033102+0.048963i,-0.013118+0.041721i,0.012693+0.016966i,0.01231+0.0032259i,0.00096573+0.0031932i,0.00069637+0.00036986i,0.0020205-0.0063574i,-7.9344e-05-0.005653i,0.0003662-0.0012167i,0.0022932-0.00088809i,0.0032489-0.0012792i,0.0042392-0.0013455i,0.0045692-0.001776i,0.0038428-0.0012683i,0.0040328-0.00079761i,0.0039506+0.00012052i,0.0018676+0.0029827i,0.00049064+0.0053293i,0.0024213+0.0046446i,0.0037204+0.0029833i
0.0023341-0.0029673i,0.011754-0.008993i,0.032704-0.020487i,0.053025-0.029458i,0.048999-0.023937i,0.023164-0.012463i,0.0028668-0.011271i,-0.0033789-0.013198i,-0.0011252-0.0069606i,0.0043024-0.00050065i,0.0043896-0.00016334i,0.0010762+0.00074891i,0.00029653+0.0015912i,0.00033151+0.0012855i,0.00047016+0.0014541i,0.0025272+0.00073084i,0.0044997-3.9363e-05i,0.0029568+0.00014747i,0.00073971+0.00054838i,0.0016563+0.00020241i,0.0032946-0.0010687i,0.0033308-0.0022888i,0.0025639-0.0028867i
-0.003051-0.0010422i,-0.014212+0.0035287i,-0.036476+0.012851i,-0.058564+0.024517i,-0.05778+0.033072i,-0.028479+0.034465i,0.002164+0.02375i,0.010936+0.0091661i,0.0070547+0.0030763i,0.004092+0.0025958i,0.00019176+0.0010898i,-0.0057229-0.00046071i,-0.007762+4.4041e-05i,-0.0048559+0.0008207i,-0.0023202+0.001807i,-0.00093076+0.0016912i,0.00052543+0.00051218i,0.0013756+0.00024312i,-3.0329e-05+0.00042963i,-0.0023133+0.0010007i,-0.0033508+0.001915i,-0.0025752+0.0033085i,-0.00079908+0.0038955i
0.0043449-0.000433i,0.017352-0.0037171i,0.041604-0.0082219i,0.060367-0.014653i,0.051033-0.01917i,0.024805-0.01823i,0.012402-0.0091786i,0.01416-0.0028428i,0.009522-0.0062368i,-0.0007505-0.0065287i,-0.0029044-0.002046i,-0.00012062-0.00094048i,-0.00039862-0.0013873i,-0.0020794-0.0015874i,-0.0023821-0.0033013i,-0.0026165-0.0038324i,-0.0026739-0.0036194i,-0.0018111-0.0047061i,-0.00081292-0.0041462i,0.0012629-0.0017352i,0.0040242-0.00087752i,0.0039372-0.002642i,0.0016153-0.0037359i
-0.0051087+0.0025129i,-0.017377+0.0042949i,-0.038808+0.0047671i,-0.055012+0.0050616i,-0.041471+0.0097291i,-0.013107+0.014893i,-0.001468+0.016272i,0.00071053+0.013816i,0.0058184+0.0058711i,0.00769-0.0026913i,0.0049606-0.0041577i,0.0045277-0.0027295i,0.004596-0.0014872i,0.0038754-0.00013339i,0.003747+0.00037546i,0.00098078-0.0011492i,-0.003013-0.0019117i,-0.0035754-0.0015727i,-0.0019782-0.0017546i,-0.0015193-0.0023997i,-0.0025167-0.0033316i,-0.0040929-0.0028954i,-0.0041041-0.0011979i
0.0043381-0.0038596i,0.013309-0.0032373i,0.029219+0.0035731i,0.043986+0.018262i,0.040883+0.026309i,0.02249+0.016532i,0.0078021-0.0014918i,-0.00052389-0.0083604i,-0.0016621-0.0030828i,0.0021461+0.0017464i,0.0043736+0.0034339i,0.005002+0.0052339i,0.0056664+0.0043709i,0.0047848+0.0014178i,0.0030769+0.00098814i,0.0020688+0.0020163i,0.0010156+0.002216i,0.00061835+0.0014516i,0.00043986+0.00095314i,-0.00020582+0.0026265i,-0.00058954+0.0055194i,0.0017783+0.0062658i,0.0038535+0.0048908i
-0.0066313-0.0024858i,-0.016522-0.0079841i,-0.032375-0.019467i,-0.045578-0.031961i,-0.043775-0.032353i,-0.028086-0.01722i,-0.011336-0.0082498i,-0.0059562-0.012035i,-0.0072264-0.0091032i,-0.0045253-0.00012141i,-0.001558+0.0016409i,-0.0023852+0.00018363i,-0.0031681+0.0011541i,-0.0022273+0.0022554i,-0.0013581+0.0033329i,4.9591e-05+0.0037932i,0.0010396+0.0031929i,-0.00081461+0.0034719i,-0.0016909+0.0031357i,-3.3107e-05+0.00020345i,0.00047799-0.0018578i,-0.0010819-0.0018214i,-0.0017703-0.00086113i
0.0020482-0.0010844i,0.01111+0.0047202i,0.027023+0.021428i,0.04024+0.038102i,0.038018+0.036332i,0.02961+0.018667i,0.02522+0.0064536i,0.021494+0.0017736i,0.013523-0.0059779i,0.0018832-0.010261i,-0.0038735-0.0080462i,-0.0039086-0.0060555i,-0.0033608-0.0048791i,-0.0028166-0.0042835i,-0.0016223-0.0036999i,-0.00063211-0.0013021i,0.00032835+0.00089146i,0.0018173+0.00068803i,0.0016238+3.1516e-05i,-0.0011209+0.00080796i,-0.0032799+0.0028896i,-0.0023163+0.0044188i,-0.0008664+0.0043991i
-0.0050553+0.0013935i,-0.011271-0.0041856i,-0.019892-0.018634i,-0.021898-0.033463i,-0.012989-0.026867i,-0.0046392-0.0041764i,-0.0040947+0.011252i,0.0010997+0.01393i,0.010512+0.0079946i,0.012438-0.0012878i,0.0079131-0.0062687i,0.003908-0.0060966i,0.0011004-0.0048264i,-0.00012664-0.0034293i,0.0012957-0.0019343i,0.0023644-0.0016907i,0.0025512-0.0016189i,0.0022248-0.0019882i,0.0018667-0.001506i,0.0036628+0.0001958i,0.0068045-1.9013e-05i,0.0079763-0.0027783i,0.0061423-0.0043926i
0.0026574+0.005967i,0.0062321+0.012706i,0.0079385+0.029659i,0.00037827+0.0482i,-0.0095041+0.049176i,-0.010972+0.030758i,-0.0080361+0.015345i,-0.0076686+0.010447i,-0.0048219+0.0097233i,0.0021436+0.0078738i,0.0052904+0.0056157i,0.0041699+0.0058267i,0.0037463+0.0053664i,0.0042807+0.0035655i,0.0048308+0.002019i,0.0034531-0.00059674i,0.0016367-0.0023302i,0.0012135-0.002274i,0.00064695-0.0025213i,-0.0010255-0.0029421i,-0.0029125-0.0034202i,-0.0039593-0.0016698i,-0.0037518+8.0014e-05i
-0.002305-0.0031216i,-0.0042373-0.012121i,-0.0029687-0.030894i,0.0036929-0.048178i,0.0081453-0.048431i,0.0034239-0.033138i,-0.00065271-0.023747i,-0.0032916-0.023315i,-0.0088687-0.015435i,-0.0092011-0.0022479i,-0.0053265+0.004658i,-0.0030234+0.0057636i,-0.0015641+0.0061542i,-0.0013861+0.0052429i,-0.0024461+0.0033932i,-0.0020486+0.0011747i,-0.0022367-0.0012098i,-0.0028977-0.0017857i,-0.0026189-0.00062269i,-0.0021047+0.0011369i,-0.00079215+0.0035229i,0.0010762+0.0049122i,0.0018759+0.0043528i
0.0047931+0.0073095i,0.0059688+0.014339i,0.0043341+0.032569i,-8.5071e-06+0.046764i,0.00043631+0.038298i,0.012471+0.020921i,0.022919+0.010398i,0.021821-5.9691e-05i,0.013977-0.010446i,0.0046643-0.012342i,-0.0012603-0.0074883i,-0.0024145-0.0033708i,-0.0019797-0.0013695i,-0.0010541-0.00066895i,-0.00065571-0.00090784i,-0.0011099-0.0010709i,-0.0010014-0.001349i,-0.00064023-0.0014505i,-0.00021667-0.0016959i,0.0010293-0.0026159i,0.0013472-0.0045021i,-0.001118-0.0055295i,-0.0026992-0.0038687i
-0.0004702-0.0024574i,0.00047327-0.0075636i,0.0068833-0.016708i,0.018394-0.018271i,0.022318-0.0036906i,0.015239+0.010322i,0.0096691+0.012339i,0.012523+0.012275i,0.017521+0.0081948i,0.015912-0.0010442i,0.010413-0.0055201i,0.0065213-0.0054675i,0.0036532-0.0057485i,0.0011218-0.0056079i,-8.5273e-05-0.0030633i,-0.00043944+0.00014013i,-0.001286+0.0018536i,-0.0015365+0.0013519i,-0.0023681-0.00018697i,-0.0042619+0.00086353i,-0.0049326+0.0039853i,-0.0034271+0.0050512i,-0.0011237+0.0037244i
-0.00031559+0.00015797i,-0.0034565+0.0058521i,-0.015403+0.013069i,-0.033051+0.017129i,-0.03873+0.013749i,-0.029769+0.008761i,-0.022708+0.0091893i,-0.018036+0.012553i,-0.0086577+0.014559i,0.0020123+0.011208i,0.0056735+0.0040832i,0.0047306+0.0003502i,0.0041374-0.00089055i,0.0041801-0.000416i,0.0038272+0.0013157i,0.0028372+0.0011566i,0.0025639+0.0012879i,0.002301+0.0024174i,0.0028994+0.0030162i,0.004592+0.0035899i,0.0065542+0.0029576i,0.0074355+0.0011094i,0.0055659-0.00039271i
0.0020509-0.0025161i,0.0063913-0.0081575i,0.018126-0.018707i,0.032106-0.025652i,0.033459-0.022703i,0.01913-0.017652i,0.0060055-0.017303i,-0.0027-0.018437i,-0.010039-0.012921i,-0.01032-0.0031717i,-0.0053494+0.0016005i,-0.0030545+0.0033472i,-0.0026288+0.0038755i,-0.0020317+0.0030533i,-0.0013216+0.0016394i,0.00015085-0.00070251i,0.00084036-0.0020789i,0.0014251-0.0028344i,0.0013242-0.0036027i,-0.00060123-0.004475i,-0.0028559-0.004214i,-0.0047887-0.0023567i,-0.0041594-0.0014755i
-0.0014318+0.00063919i,-0.0039158+0.0045292i,-0.011676+0.011696i,-0.01948+0.013706i,-0.013413+0.007973i,0.0035256+0.0046298i,0.015936-0.00017086i,0.018713-0.011075i,0.012754-0.017771i,0.0027682-0.014842i,-0.0052321-0.0074083i,-0.0076597-0.0029777i,-0.007102-0.0013455i,-0.0056799+3.4914e-05i,-0.0025686+0.00052689i,0.0005226-0.00032758i,0.0014095-0.0015349i,0.00081156-0.0016171i,-0.00010795-0.00051704i,-5.3362e-05+0.0012577i,0.0016889+0.0032769i,0.0022817+0.0037232i,0.0015442+0.0030074i
-0.0016032+0.0016446i,0.00064958+0.00015605i,0.0081151+0.0037039i,0.014519+0.016031i,0.011352+0.029491i,0.0090624+0.030613i,0.01486+0.02375i,0.020858+0.018577i,0.022053+0.0098313i,0.016426+0.00018677i,0.0084539-0.0027032i,0.0041011-0.0022372i,0.0022871-0.0025788i,0.0019114-0.0030064i,0.0020327-0.0030275i,0.00181-0.002362i,0.0023917-0.0015716i,0.0024306-0.0014836i,0.0026002-0.0022125i,0.0029883-0.0032239i,0.0030278-0.0044891i,0.0012666-0.0049561i,-0.00081706-0.0031947i
-0.0020213+0.0024192i,-0.0057299+0.0033068i,-0.01596-0.0011926i,-0.02637-0.010693i,-0.024229-0.015075i,-0.017078-0.0082464i,-0.016027+0.003077i,-0.014493+0.013171i,-0.007456+0.01716i,0.0010328+0.012206i,0.0060284+0.00462i,0.0072296+0.0013139i,0.0068887+0.00086496i,0.0053598+0.00084138i,0.0025977+0.00083183i,-0.00043654+0.0005153i,-0.0036561-4.1133e-05i,-0.0050076-0.00033225i,-0.0051912+0.0003542i,-0.0056238+0.0024209i,-0.0051727+0.0044089i,-0.0035755+0.0048713i,-0.0015252+0.0032888i
-0.0010248+0.00094045i,0.004686-0.00023263i,0.013646+0.00069249i,0.023201+0.0052539i,0.022692+0.0081717i,0.012331+0.001974i,0.00070245-0.0067606i,-0.0091519-0.010287i,-0.014-0.0070346i,-0.0097741+0.00039131i,-0.0030609+0.0044673i,-0.00087427+0.0055468i,-7.4483e-05+0.0054464i,0.0013032+0.0034122i,0.0018497+0.0015503i,0.00076069+0.0010402i,-0.00088681+0.0010681i,-0.0019188+0.0017837i,-0.0012638+0.0026513i,0.00094013+0.0026868i,0.0025784+0.0026164i,0.0030406+0.0017648i,0.0031125+0.0012621i
0.00034323+0.001906i,-0.002073+0.0014806i,-0.0051212-0.00063967i,-0.0027052-0.0043078i,0.0081218-0.0040329i,0.015351-0.0006023i,0.017137-0.0062392i,0.017072-0.017033i,0.012419-0.019984i,0.0049278-0.014416i,-0.001313-0.0071251i,-0.0052929-0.0029759i,-0.0061014-0.0010984i,-0.0046205+4.9489e-05i,-0.0033306+0.0010294i,-0.0018411+0.00077027i,8.9479e-05-0.00061803i,0.00076335-0.0014279i,-0.00053281-0.0012042i,-0.0024865-0.00081857i,-0.0033871-0.001133i,-0.0035273-0.0015033i,-0.0024539-0.0014132i
