-0.0030018+0.0017158i,-0.0028261+0.0017079i,-0.0040498+0.0018752i,-0.0033829+0.0019119i,-0.0020492+0.0026734i,-0.00043058+0.0037065i,-0.00010369+0.0034219i,-0.00066524+0.0029617i,0.00017038+0.0027312i,0.00094594+0.0016232i,0.0012813-0.0001617i,0.00095263-0.0011044i,0.00054662-0.00080318i,7.0661e-05-5.2086e-05i,-0.00064203-2.7938e-05i,-0.0006349+0.00025395i,-0.00033389+0.00017452i,0.00012976-0.00031523i,0.00059132-0.00020189i,0.00038593-0.00025949i,0.00056554-0.00051449i,0.00061555-0.00052659i,-0.00014517+0.00043536i
-0.0025585+0.0059075i,-0.0060947+0.0057724i,-0.027065-0.023451i,-0.055224-0.087564i,-0.069715-0.14979i,-0.098311-0.1509i,-0.12774-0.071126i,-0.1096+0.005093i,-0.064968+0.014241i,-0.038185-0.0033627i,-0.033186-0.0093083i,-0.031604-0.0028947i,-0.01589+0.004772i,0.0047975-0.0049554i,0.0087798-0.029761i,-0.0010877-0.045445i,-0.0060614-0.042933i,-0.0025508-0.028139i,0.0032788-0.011833i,0.0075291-0.0078282i,0.0061926-0.010079i,0.0024367-0.0044782i,0.0015972+0.0042093i
0.0062047-0.0017368i,0.018559+0.0052612i,0.038917+0.039411i,0.035208+0.10091i,-0.0081316+0.1711i,-0.010482+0.21365i,0.036861+0.1787i,0.049009+0.10187i,0.028944+0.053838i,0.024295+0.031479i,0.028827+0.015697i,0.026337+0.0063929i,0.012646-0.0017525i,-0.010483+0.0015715i,-0.027188+0.020336i,-0.029618+0.033683i,-0.027894+0.030529i,-0.021972+0.018017i,-0.013292+0.0049836i,-0.012967-0.0007353i,-0.016159+0.0017332i,-0.011745+0.0049798i,-0.003694+0.005718i
-0.0083758-0.0025839i,-0.016538-0.013336i,-0.02374-0.041299i,0.0050211-0.062704i,0.082922-0.075293i,0.11743-0.10771i,0.068159-0.13135i,0.023051-0.1013i,0.01676-0.060748i,0.0058018-0.050269i,-0.017103-0.044543i,-0.027138-0.026825i,-0.014502-0.0053161i,0.010575+0.0049147i,0.032744-2.4083e-05i,0.04385-0.009423i,0.039218-0.010348i,0.022643+0.0012743i,0.0076297+0.014689i,0.0054706+0.016631i,0.011225+0.0061922i,0.0089144-0.007425i,9.4218e-05-0.013843i
0.0051789-0.0014029i,-0.0033213+0.0026658i,-0.014924+0.01235i,-0.042001+0.0051438i,-0.094568-0.015524i,-0.12183-0.0022704i,-0.079925+0.040916i,-0.02093+0.043546i,-0.0061918+0.022295i,-0.0094983+0.028672i,0.0024428+0.043933i,0.018977+0.042634i,0.024013+0.017835i,0.0071859-0.011431i,-0.021445-0.021984i,-0.038774-0.01901i,-0.036289-0.015143i,-0.019635-0.013126i,-0.002909-0.011271i,0.0024976-0.0093411i,-0.0017136-0.0073189i,-0.0056561-0.0025984i,-0.0050604+0.00014787i
0.001477+0.0045165i,0.0051251-0.00046768i,0.0071237-0.0050954i,0.0099432+0.016733i,0.045115+0.059672i,0.10606+0.060315i,0.12042-0.0013258i,0.074047-0.035398i,0.036628-0.023953i,0.028302-0.021645i,0.024837-0.031779i,0.016421-0.042383i,-0.0012211-0.037741i,-0.0092131-0.010674i,0.0036729+0.016516i,0.015003+0.029408i,0.011455+0.029653i,7.581e-05+0.020286i,-0.0082081+0.0090788i,-0.010136+0.0067986i,-0.0052754+0.012804i,0.0043243+0.013507i,0.009349+0.0089631i
-0.003844-0.0043126i,-0.012218+0.0068728i,-0.013616+0.030774i,0.021111+0.027906i,0.048257-0.036874i,-0.01041-0.094659i,-0.095571-0.063259i,-0.10284-0.01028i,-0.068724+0.0017613i,-0.051842+0.0090024i,-0.04082+0.025758i,-0.027488+0.033874i,-0.014311+0.025124i,-0.0050166+0.0046021i,-0.00052437-0.016436i,0.0042018-0.030384i,0.010975-0.030197i,0.016062-0.019697i,0.016279-0.0096389i,0.013813-0.006543i,0.0092745-0.0099541i,0.00087057-0.011092i,-0.0047047-0.0083214i
-0.0011889+0.0064268i,0.01182+0.0046295i,0.023755-0.018231i,-0.02268-0.041157i,-0.11323+0.0040541i,-0.1088+0.097587i,-0.019031+0.12363i,0.015761+0.082987i,0.0082787+0.049852i,0.02125+0.025228i,0.034929-0.00081286i,0.034969-0.012421i,0.024364-0.0099008i,0.004404+0.0015909i,-0.013414+0.017088i,-0.019024+0.024208i,-0.017326+0.015044i,-0.014927+0.0009529i,-0.0091761-0.0052312i,-0.0023937-0.0049986i,0.0010996-0.0009353i,0.0014804+0.0052806i,-0.0020699+0.0080288i
0.0055072-0.0048246i,-0.0064141-0.011955i,-0.030873+0.021641i,0.0019463+0.09889i,0.11012+0.11508i,0.14454+0.018679i,0.072638-0.060401i,0.024843-0.05331i,0.020073-0.033539i,0.002893-0.03436i,-0.025117-0.030776i,-0.03931-0.016395i,-0.030267-0.0012842i,-0.0089264+0.0014287i,0.0077121-0.0048925i,0.015134-0.004104i,0.014213+0.0049477i,0.0085921+0.013437i,0.0026547+0.012938i,-0.0021051+0.0048059i,-0.0016397-0.0038096i,0.0029906-0.0095779i,0.0081016-0.0081551i
-0.0063044+0.014747i,0.014645+0.025643i,0.069597-0.014619i,0.08316-0.1357i,-0.0053465-0.21694i,-0.086448-0.14516i,-0.074049-0.025005i,-0.03304+0.014377i,-0.015896+0.011465i,-0.0045999+0.020025i,0.0092237+0.027697i,0.017937+0.022742i,0.016714+0.0060262i,0.0052328-0.0076916i,-0.0084671-0.010968i,-0.015577-0.012197i,-0.012569-0.014167i,-0.0057925-0.015406i,-0.0045182-0.011215i,-0.0086885-0.0016974i,-0.012808+0.0042272i,-0.014175+0.0039931i,-0.011361-0.0019103i
0.0054982-0.013617i,-0.020603-0.035384i,-0.10677-0.0084728i,-0.17128+0.11814i,-0.10269+0.23428i,0.032474+0.19287i,0.090411+0.061736i,0.067279-0.0011284i,0.039475-0.0060037i,0.0225-0.014545i,0.011433-0.02226i,0.0091009-0.02752i,0.0079703-0.028016i,0.0070505-0.017166i,0.009621-0.0026978i,0.0095343+0.0043602i,-0.0015673+0.0056189i,-0.013719+0.0081593i,-0.011962+0.0095695i,-0.0020209+0.0051427i,0.0036968-0.00024426i,0.0047172-0.001029i,0.0017993+0.0024756i
-0.0054281+0.01803i,0.016293+0.053952i,0.11461+0.062469i,0.23871-0.028869i,0.24284-0.15914i,0.11045-0.18838i,-0.01066-0.11673i,-0.04193-0.057216i,-0.037021-0.032676i,-0.031857-0.0094733i,-0.022011+0.010961i,-0.011344+0.019877i,-0.0060842+0.016767i,-0.0077745+0.0089385i,-0.0091079+0.0041555i,-0.0022437+0.0013439i,0.0094168+0.0014679i,0.019554+0.0016357i,0.02005-0.0022227i,0.010738-0.0035414i,0.0022428-0.00096568i,-0.00099903-0.00010003i,-0.00061375-0.00087296i
0.013555-0.019642i,-0.0041295-0.069572i,-0.10573-0.11484i,-0.26781-0.075627i,-0.33735+0.03968i,-0.23441+0.12748i,-0.087554+0.13069i,-0.019297+0.090725i,0.0015591+0.052714i,0.020787+0.023437i,0.029887+0.004814i,0.023548+0.00075084i,0.01085+0.0071187i,0.001555+0.012576i,-0.00143+0.013069i,-0.0020591+0.0094749i,-0.0040177-0.0015687i,-0.0086174-0.011414i,-0.008623-0.0081746i,0.00053465+1.5643e-05i,0.01001+0.0034167i,0.012195+0.0037749i,0.0060082+0.0026824i
-0.019041+0.016713i,-0.015206+0.082722i,0.065924+0.1778i,0.22728+0.2175i,0.33303+0.14724i,0.27137+0.021342i,0.13423-0.051618i,0.049918-0.050139i,0.020899-0.031202i,0.0024272-0.024259i,-0.014923-0.019538i,-0.019825-0.014647i,-0.013459-0.015611i,-0.0071813-0.019441i,-0.0047866-0.018874i,-0.0044072-0.01192i,-0.0043789+0.0011716i,-0.0021019+0.013023i,0.001104+0.013145i,-0.00041085+0.0027349i,-0.0050641-0.006637i,-0.0071087-0.0069703i,-0.0049019-0.0014387i
0.024845-0.022553i,0.036333-0.094094i,-0.0067675-0.2179i,-0.12745-0.31484i,-0.23326-0.29019i,-0.22779-0.15445i,-0.15386-0.027609i,-0.087618+0.021689i,-0.047995+0.029212i,-0.024566+0.030765i,-0.0099824+0.027151i,-0.0022918+0.018206i,0.00086823+0.0079599i,0.0014914+0.0017946i,0.00054837+0.0011954i,-0.00016398+0.0011017i,0.0022975-0.0042701i,0.0047122-0.013833i,-0.001111-0.017535i,-0.010021-0.010694i,-0.011596-0.00085568i,-0.0064062+0.003456i,0.00084881+0.00023096i
-0.026947+0.018273i,-0.060837+0.087046i,-0.066012+0.2198i,-0.0009632+0.35402i,0.095513+0.37358i,0.14995+0.2534i,0.14635+0.10232i,0.10003+0.018217i,0.050114-0.0096331i,0.02185-0.022904i,0.0097796-0.027069i,0.0097868-0.020397i,0.015118-0.012695i,0.014477-0.0081423i,0.010324-0.0046948i,0.0079374-0.0028753i,-0.00066193-0.00048988i,-0.011784+0.0072748i,-0.011095+0.015426i,-0.0019277+0.01331i,0.0041535+0.0018451i,0.0020811-0.0076152i,-0.0041111-0.0093641i
0.034795-0.01868i,0.085265-0.080009i,0.13574-0.20367i,0.13222-0.3354i,0.070668-0.37204i,-0.010242-0.28996i,-0.065391-0.16594i,-0.059516-0.076876i,-0.032081-0.035572i,-0.020169-0.012689i,-0.012309+0.0036289i,-0.010447+0.0064765i,-0.018566+0.0029819i,-0.022801+0.0051038i,-0.017143+0.0092141i,-0.0090043+0.0088691i,-0.00014396+0.007139i,0.012838+0.0054214i,0.020962+0.0021467i,0.015788-0.00055053i,0.0061303+0.0016784i,0.00038344+0.0071106i,-0.0015174+0.010834i
-0.041974+0.0097947i,-0.1135+0.059155i,-0.20496+0.16343i,-0.25066+0.27291i,-0.21783+0.30347i,-0.12197+0.25683i,-0.019576+0.17888i,0.026079+0.099311i,0.03065+0.046353i,0.032981+0.020515i,0.032382+0.0078434i,0.026683+0.0061343i,0.019339+0.0070673i,0.011793+0.0042219i,0.0062439+0.0018653i,0.0039498+0.0018844i,0.00055321-0.0023438i,-0.0092195-0.0092879i,-0.01789-0.0076335i,-0.014654+0.0009075i,-0.0032882+0.0054702i,0.0053575+0.0025352i,0.0075053-0.00077885i
0.041804-0.0046153i,0.12269-0.032846i,0.23312-0.096796i,0.30545-0.15857i,0.29547-0.16952i,0.20918-0.16138i,0.090084-0.14136i,0.0098358-0.086343i,-0.013671-0.034952i,-0.019591-0.015408i,-0.022247-0.009188i,-0.015261-0.0083412i,-0.0056131-0.013499i,-0.0018165-0.01707i,-0.0023833-0.016195i,-0.0030898-0.013904i,-0.0021595-0.006747i,0.0024549+0.0046315i,0.0087094+0.0091653i,0.01056+0.0027668i,0.0050898-0.0050246i,-0.0030873-0.0063678i,-0.0071635-0.0057137i
-0.045822-0.0029193i,-0.13089+0.0071968i,-0.24114+0.039915i,-0.30305+0.063003i,-0.28893+0.053518i,-0.22531+0.064205i,-0.13707+0.088938i,-0.062666+0.070062i,-0.028869+0.035755i,-0.013447+0.021918i,-0.0054693+0.0152i,-0.0067891+0.01195i,-0.0060901+0.011629i,-0.0034163+0.0085702i,-0.0033231+0.0053043i,-0.0032497+0.0056628i,-0.0009632+0.002539i,-0.0001329-0.0083439i,-0.0040058-0.018512i,-0.0089884-0.01897i,-0.0083585-0.010953i,-0.0027877-0.0026017i,0.0027816+0.0031354i
0.044209+0.0097376i,0.12727+0.018886i,0.22635+0.021304i,0.26909+0.034504i,0.24663+0.061069i,0.2048+0.041414i,0.14539-0.014653i,0.072182-0.034301i,0.028439-0.02645i,0.012821-0.025529i,0.004723-0.023625i,0.0047556-0.018794i,0.0062006-0.01597i,0.0031826-0.010532i,0.0029715-0.0030388i,0.0067671+0.00039394i,0.0040029+0.0020594i,-0.0050571+0.0098577i,-0.0084465+0.019917i,-0.0022289+0.021663i,0.0045638+0.012813i,0.0055932+0.0011368i,0.003305-0.0077724i
-0.039908-0.015318i,-0.11761-0.040661i,-0.20304-0.064018i,-0.21838-0.089028i,-0.17259-0.11766i,-0.14106-0.10732i,-0.11574-0.04886i,-0.061289-0.0022744i,-0.01845+0.0096022i,-0.0054481+0.011472i,-0.00044187+0.011434i,-0.0012126+0.0067825i,-0.0063796+0.0021249i,-0.0088274+0.00011457i,-0.0099607+0.00039636i,-0.011341+0.0019529i,-0.0070359+0.0021667i,0.0041549-0.00021104i,0.012889-0.0038531i,0.010374-0.0072666i,0.0012043-0.0070935i,-0.0060556-0.0026086i,-0.011145+0.0031835i
0.041858+0.022772i,0.11054+0.058629i,0.17932+0.093105i,0.17226+0.11111i,0.10934+0.12264i,0.081616+0.11762i,0.082662+0.074848i,0.056434+0.026095i,0.028102+0.0073334i,0.020368+0.0019234i,0.01653+0.00017333i,0.015282+0.0048062i,0.015368+0.0083881i,0.011148+0.0087157i,0.0089385+0.0073155i,0.0099656+0.0040954i,0.0063639-0.00011826i,-0.0034003-0.0041715i,-0.013088-0.0039526i,-0.015693+0.0024205i,-0.0095465+0.008386i,-0.00049434+0.009162i,0.0069486+0.0073829i
-0.030478-0.031848i,-0.092614-0.077203i,-0.15083-0.11863i,-0.13544-0.11644i,-0.060354-0.095346i,-0.017798-0.092538i,-0.026106-0.076979i,-0.028289-0.038117i,-0.019146-0.017137i,-0.01886-0.012443i,-0.019291-0.007501i,-0.016007-0.0060175i,-0.012288-0.007661i,-0.0074634-0.011468i,-0.0036648-0.01565i,-0.002183-0.016637i,0.0002211-0.012881i,0.0045636-0.0042678i,0.010663+0.0020313i,0.015553-0.0010781i,0.014382-0.0075179i,0.0080596-0.010942i,0.0018034-0.012048i
0.025151+0.033409i,0.0746+0.087678i,0.12194+0.13816i,0.11101+0.12842i,0.045116+0.083104i,-0.0057889+0.073975i,-0.0077821+0.070674i,0.0015678+0.035246i,0.00022074+0.0088663i,0.0013592+0.0049556i,0.0029784+0.0047411i,0.0020712+0.005499i,0.00037102+0.004672i,-0.0046553+0.004709i,-0.0082431+0.0091814i,-0.006271+0.012184i,-0.0033526+0.008739i,-0.0020095+0.00013966i,-0.0035035-0.0070809i,-0.0080861-0.0080726i,-0.0098356-0.0024557i,-0.0070689+0.0042501i,-0.0042191+0.008378i
-0.018845-0.031659i,-0.053053-0.091536i,-0.091045-0.15014i,-0.096051-0.13487i,-0.049628-0.065092i,0.0077071-0.039513i,0.018006-0.040758i,0.0018226-0.016968i,0.00039781-0.00031478i,0.0040819-0.0054651i,0.0041711-0.0099531i,0.0062588-0.010738i,0.0089438-0.011469i,0.0096864-0.01049i,0.0085185-0.00807i,0.0062214-0.0065021i,0.0028626-0.0045583i,-0.0021252+0.0016259i,-0.0039395+0.0096408i,0.00069896+0.013029i,0.0068604+0.0086482i,0.0083122+0.00092569i,0.0069912-0.0045968i
0.011018+0.03534i,0.03115+0.10008i,0.061074+0.1719i,0.084867+0.16487i,0.068841+0.079082i,0.012438+0.023179i,-0.01796+0.019036i,-0.0062118+0.015964i,0.0014734+0.010991i,-0.00071491+0.012005i,-0.00071596+0.01288i,-0.00086192+0.012175i,-0.0033491+0.0096141i,-0.0088895+0.0078987i,-0.01345+0.0075406i,-0.014026+0.0062717i,-0.011741+0.0047462i,-0.0054099+0.0037772i,-0.00056149+1.1769e-05i,-0.0021323-0.0066294i,-0.006392-0.0093777i,-0.010076-0.0075911i,-0.010997-0.0050371i
-0.0031155-0.033716i,-0.006773-0.095366i,-0.019354-0.17221i,-0.049594-0.18122i,-0.058909-0.10223i,-0.017097-0.02997i,0.015355-0.010355i,0.0058264-0.0064519i,-0.0014464+0.00091142i,0.0043217+0.00074881i,0.0065976-0.0027761i,0.0076287-0.0035675i,0.0088505-0.0039268i,0.010907-0.0032545i,0.014071-0.0024798i,0.014106-0.0017431i,0.010071-0.0012992i,0.004744-0.0023887i,0.00016432-0.00070572i,-0.001521+0.0052185i,0.00081065+0.0094119i,0.0036564+0.0091377i,0.0044557+0.0086495i
-0.0034989+0.030922i,-0.016488+0.089984i,-0.027295+0.17284i,-0.0014439+0.20519i,0.036469+0.14331i,0.02822+0.052044i,0.0031628+0.0052835i,0.0034478-0.0032139i,0.0042627-0.0094927i,-0.0066665-0.011641i,-0.012857-0.0076521i,-0.013777-0.0066051i,-0.014831-0.0086643i,-0.016642-0.011451i,-0.017439-0.010693i,-0.013732-0.0080344i,-0.008099-0.0062919i,-0.004113-0.003075i,-3.0386e-05-0.0016539i,0.0045596-0.0042794i,0.0070733-0.0062099i,0.0066654-0.0055687i,0.0062106-0.0043007i
0.0075825-0.024279i,0.038055-0.071777i,0.077264-0.14835i,0.071479-0.19714i,0.021623-0.16153i,-0.0047819-0.07306i,-0.0014213-0.018029i,-0.0046838-0.012152i,-0.0085951-0.0078668i,-0.001683+0.00017006i,0.0053085+0.0022988i,0.0078905+0.0034479i,0.0096417+0.0060021i,0.010723+0.0094004i,0.010707+0.011861i,0.0098705+0.01118i,0.0093435+0.0074487i,0.0084996+0.002915i,0.0040171+0.0013208i,-0.0032707+0.0028547i,-0.0079178+0.0043063i,-0.0089083+0.0037038i,-0.0099424+0.0013011i
-0.01461+0.011828i,-0.062266+0.046942i,-0.13262+0.11126i,-0.15221+0.17126i,-0.090964+0.16527i,-0.023218+0.090796i,-0.0019852+0.032024i,0.0024787+0.022057i,0.0081789+0.011971i,0.0045775-0.003645i,-0.0010786-0.0067256i,-0.0012913-0.006152i,-0.00093952-0.0088634i,-0.0025349-0.011987i,-0.0044381-0.012674i,-0.0037425-0.011737i,-0.0037918-0.011156i,-0.0058694-0.0090021i,-0.0044614-0.0062225i,0.0011747-0.0043352i,0.0051132-0.0024309i,0.00479-0.0011575i,0.0040673+0.0006024i
0.016903-0.0051703i,0.070563-0.020038i,0.161-0.052831i,0.21057-0.10153i,0.15931-0.12125i,0.067329-0.07631i,0.017552-0.025262i,0.0022632-0.012375i,-0.0069433-0.0038055i,-0.0050507+0.0084705i,0.0025346+0.012141i,0.005001+0.012077i,0.00299+0.012011i,-0.00050161+0.013948i,-0.0013149+0.016769i,-0.00087966+0.015547i,-0.0023537+0.013598i,-0.0033269+0.012496i,-0.0037151+0.0094705i,-0.0041502+0.0034399i,-0.0037485-0.0040324i,-0.0027087-0.0088332i,-0.0019383-0.0099459i
-0.014039+0.00056732i,-0.069978-0.0076955i,-0.17198-0.01118i,-0.2431+0.017424i,-0.2025+0.057757i,-0.10016+0.05149i,-0.037707+0.02386i,-0.016165+0.019648i,0.00307+0.016966i,0.012414+0.0029593i,0.0075732-0.0053535i,0.003808-0.0067646i,0.0055918-0.010438i,0.0071751-0.014845i,0.0062535-0.016245i,0.0044682-0.013794i,0.003656-0.011244i,0.0038156-0.0093235i,0.0051193-0.0058657i,0.0059654-0.00075531i,0.0033016+0.0049778i,2.5579e-05+0.0086522i,-0.00079015+0.0096578i
0.016299+0.0070921i,0.064722+0.03522i,0.16173+0.07807i,0.24312+0.082057i,0.21919+0.031328i,0.12051-0.0061916i,0.05129-0.012344i,0.026915-0.017937i,0.0061574-0.020206i,-0.0099361-0.011429i,-0.012239-0.0018598i,-0.010953+0.0025365i,-0.012382+0.0030962i,-0.014782+0.003201i,-0.014328+0.005294i,-0.011259+0.0063664i,-0.0099844+0.0055593i,-0.010698+0.0040882i,-0.011211+0.0012675i,-0.0086476-0.0004556i,-0.0021028-0.00053125i,0.003907-0.0018127i,0.0050536-0.0043173i
-0.010179-0.015577i,-0.046171-0.061268i,-0.12521-0.13726i,-0.20074-0.16892i,-0.19002-0.11467i,-0.10884-0.046649i,-0.050734-0.016542i,-0.0331-0.0010937i,-0.017057+0.010266i,-0.0012353+0.0071374i,0.0039027-0.00080043i,0.0058976-0.0039116i,0.0089709-0.0037203i,0.011225-0.0022491i,0.011652-0.0015129i,0.011669-0.0015941i,0.01394-0.0016345i,0.015289-0.00011608i,0.012328+0.0019636i,0.005312+0.0015298i,-0.0029112-0.0006832i,-0.0076503-0.0021831i,-0.0086038-0.0022776i
-0.0020785+0.01811i,0.014332+0.0793i,0.062441+0.18311i,0.12327+0.24224i,0.13535+0.18999i,0.090118+0.095689i,0.047062+0.040785i,0.028253+0.013627i,0.011485-0.0075915i,-0.0025657-0.012069i,-0.0046886-0.0042897i,-0.002204-0.0013029i,-0.0026383-0.0040706i,-0.0057546-0.0046395i,-0.0079374-0.0026826i,-0.0083755-0.0023827i,-0.009286-0.0049262i,-0.0095805-0.0086606i,-0.008559-0.010654i,-0.0053287-0.0087156i,0.00044455-0.003056i,0.0050617+0.00067849i,0.0061147+0.0018779i
0.0047906-0.02358i,0.011162-0.088937i,0.003211-0.19971i,-0.027201-0.26899i,-0.047708-0.22063i,-0.037063-0.11635i,-0.021743-0.051495i,-0.018991-0.020851i,-0.012342+0.003391i,-0.00010169+0.011606i,0.0060957+0.0078921i,0.0077468+0.0066287i,0.0072368+0.0078868i,0.0066911+0.0083739i,0.0075003+0.0078266i,0.0075835+0.0078077i,0.0058714+0.0097435i,0.0019466+0.012827i,0.00010502+0.014972i,0.0028948+0.010812i,0.0048955+0.0012441i,0.0026957-0.0044337i,-0.0012429-0.0043671i
-0.014523+0.019934i,-0.045134+0.083861i,-0.078574+0.19349i,-0.077565+0.26733i,-0.042514+0.22798i,-0.014283+0.12842i,-0.00093941+0.063786i,0.013413+0.035421i,0.020752+0.010516i,0.01326-0.0053494i,0.0033151-0.0064946i,-0.00017835-0.004334i,-0.00018844-0.007038i,-0.0017205-0.010741i,-0.0037455-0.010756i,-0.0031366-0.010152i,-0.0002058-0.012014i,0.0044525-0.013466i,0.006836-0.012778i,0.0038894-0.0090183i,-0.0015732-0.0018473i,-0.0041106+0.0039091i,-0.0021478+0.0050264i
0.02295-0.016536i,0.073636-0.069335i,0.14246-0.15743i,0.16841-0.21758i,0.12501-0.18697i,0.064978-0.10844i,0.027032-0.057789i,0.0016524-0.032194i,-0.012401-0.0086549i,-0.01083+0.0031945i,-0.0058029+0.0017201i,-0.0058539-0.0013237i,-0.0084035-0.001591i,-0.010492-0.0001028i,-0.0099613+0.0026651i,-0.0078945+0.0058326i,-0.0083376+0.0077107i,-0.011861+0.0068549i,-0.01306+0.0052376i,-0.0084543+0.0044159i,-0.0014188+0.0033862i,0.0023198+0.00030393i,0.0016154-0.0032323i
-0.027081+0.011698i,-0.092949+0.047507i,-0.18612+0.10758i,-0.22721+0.14956i,-0.17383+0.12767i,-0.095835+0.071703i,-0.049014+0.038293i,-0.020277+0.02389i,-0.00096649+0.0082378i,0.0034283-0.0011433i,0.0010459-0.00017435i,0.0027223+0.0016195i,0.0075365+0.0017135i,0.0083395+0.0011613i,0.0065886+0.0003195i,0.0066978-0.00079802i,0.0085784-0.00089076i,0.0102+0.001021i,0.0099559+0.0011733i,0.0063586-0.0029308i,-0.00011012-0.007763i,-0.0045962-0.007218i,-0.0043613-0.002109i
0.032257-0.008384i,0.10611-0.024928i,0.20953-0.051694i,0.25611-0.067107i,0.19818-0.051323i,0.11269-0.025315i,0.060528-0.018016i,0.024094-0.020006i,-0.0012432-0.014883i,-0.0068953-0.0064929i,-0.0027676-0.0017265i,0.00024493-0.0019381i,-0.00091333-0.0044651i,-0.0029889-0.0049987i,-0.0028678-0.002886i,-0.0042101-0.0013034i,-0.007257-0.0030355i,-0.0085634-0.0073639i,-0.0079533-0.0085562i,-0.0062622-0.0031832i,-0.003614+0.0040583i,-0.00024786+0.0059868i,0.0021455+0.0018523i
-0.035723+0.00079552i,-0.11108-0.0017525i,-0.21297-0.0053416i,-0.25181-0.0096151i,-0.18549-0.015315i,-0.09912-0.016301i,-0.052305-0.0059127i,-0.02306+0.0060236i,-0.0010749+0.0086022i,0.0059075+0.0040223i,0.002718+0.0019334i,0.0012641+0.0044637i,0.0024764+0.0064099i,0.0020145+0.0058135i,0.0021082+0.0049611i,0.0048367+0.0063709i,0.0065022+0.010129i,0.0054492+0.013566i,0.0043613+0.013154i,0.0060613+0.0081074i,0.0093151+0.0010368i,0.0077319-0.0037302i,0.0018601-0.0036663i
0.031909+0.010925i,0.10537+0.034432i,0.19606+0.06849i,0.22139+0.088443i,0.15605+0.079857i,0.083178+0.055089i,0.047256+0.03068i,0.0256+0.012747i,0.009877+0.0026672i,0.0043075-0.0020742i,0.0045312-0.0050088i,0.0054744-0.0074465i,0.0047524-0.010744i,0.0018952-0.011341i,-0.0012297-0.0083769i,-0.0010868-0.0072373i,0.0023487-0.0088393i,0.0055154-0.010848i,0.0052272-0.010661i,-0.00039968-0.0076527i,-0.0067952-0.0039431i,-0.0074873-0.00024172i,-0.0027928+0.0020043i
-0.032874-0.013337i,-0.095201-0.050404i,-0.16496-0.10038i,-0.16906-0.12425i,-0.10101-0.10438i,-0.042578-0.068179i,-0.023298-0.037479i,-0.014701-0.013709i,-0.0061052+0.00079555i,-0.0021138+0.0038259i,-0.0026994+0.0017571i,-0.0047799+0.0017399i,-0.0074668+0.0030538i,-0.010032+0.0025812i,-0.0095542+0.0024115i,-0.007291+0.00373i,-0.0073424+0.0031991i,-0.010495+0.0024793i,-0.010993+0.0033281i,-0.0064161+0.004352i,-0.00063908+0.0055939i,0.0025932+0.0047194i,0.0020482+0.0017355i
0.026331+0.02263i,0.07623+0.070606i,0.12391+0.13226i,0.11162+0.1548i,0.052461+0.12205i,0.012535+0.074749i,0.0023905+0.03994i,-0.00057868+0.015674i,-0.0022707+0.0022531i,-0.00092038+0.00096584i,0.0031847+0.0044018i,0.0074182+0.0046577i,0.0092067+0.0018469i,0.0081871+0.0012063i,0.0060616+0.0014691i,0.0054155-0.0021558i,0.00563-0.0050681i,0.006216-0.002521i,0.0067509+0.0013164i,0.005584-0.0014829i,0.003255-0.007705i,-8.4445e-05-0.0086356i,-0.0015326-0.0041876i
-0.022324-0.022721i,-0.058477-0.074497i,-0.081217-0.13428i,-0.053187-0.14595i,-0.0012579-0.10381i,0.021806-0.06045i,0.014865-0.0357i,0.003812-0.017119i,-0.0019683-0.0053652i,-0.0045483-0.0029018i,-0.0058312-0.0027487i,-0.0066321-0.001516i,-0.0071667-0.0024447i,-0.0064221-0.0034193i,-0.0051352-0.0013368i,-0.0058629+0.00023456i,-0.0079-0.00099567i,-0.0073928-0.0032825i,-0.0055081-0.0048672i,-0.0054347-0.0022147i,-0.0056692+0.002289i,-0.0037136+0.0030081i,-0.0020323+0.00053165i
0.021158+0.027401i,0.043711+0.080021i,0.046768+0.1338i,0.010721+0.13232i,-0.027192+0.078716i,-0.03589+0.036264i,-0.02588+0.020009i,-0.012879+0.011329i,-0.0033281+0.0059313i,0.0020123+0.0027422i,0.0042114+0.0017527i,0.0054414+0.0027005i,0.0062954+0.0046864i,0.0034363+0.0052696i,0.00019714+0.004341i,0.0010269+0.0047468i,0.0019143+0.0079124i,0.0010503+0.010234i,2.213e-05+0.0087666i,0.0023786+0.0061419i,0.0074336+0.0033952i,0.008274+0.00066505i,0.0047166+0.00023916i
-0.01157-0.031706i,-0.024585-0.081514i,-0.018082-0.12502i,0.015851-0.1075i,0.042514-0.046818i,0.045345-0.0093075i,0.034108-0.00033592i,0.019424+0.0027436i,0.0088552+0.0013698i,0.0045316-0.0033483i,0.0026281-0.007163i,-0.00089614-0.0082458i,-0.0031375-0.0099221i,-0.0027653-0.012261i,-0.0024639-0.011428i,-0.0018768-0.0079826i,0.00080368-0.0057651i,0.004065-0.006175i,0.0048467-0.0065469i,0.0010397-0.0067505i,-0.0041107-0.0069551i,-0.0041928-0.0043391i,-0.0015113-0.00092653i
