-0.0020768-0.00039672i,-0.0011724-0.00045819i,-0.0016115+0.0012314i,-0.0014627+0.002827i,-0.00044985+0.0032937i,0.00062721+0.002498i,0.00066346+0.001497i,0.00052962+0.0012092i,0.00069186+0.0020057i,0.001287+0.0021054i,0.0019694+0.00072236i,0.0008094-0.00034481i,-0.0004883-0.00068746i,-0.00078956-0.00115i,-0.00027592-0.0011315i,-0.00051829-0.00051311i,-0.0013882-0.00027224i,-0.00082791-0.00060872i,-0.00064776-2.1994e-05i,-0.00087819+0.00087925i,-0.000695+0.00080274i,-0.0006424-0.00024277i,8.6566e-05-0.00052542i
0.001166+0.00047324i,0.00056476-0.00040962i,0.00065139-0.0012016i,0.00081337-0.0019478i,0.0013974-0.0010575i,0.0014106-2.2526e-05i,0.00093271-0.00031913i,0.00026972+0.00032778i,-1.2072e-05+0.0011379i,0.00064538+0.00080074i,0.00055619+0.0001533i,-0.00030257-0.00039566i,-0.00073413-0.00031675i,-0.00077317+0.00052157i,-0.00048273+0.00043962i,0.00012025-0.00033466i,0.00051441-0.00019337i,0.00061837-0.00020329i,6.2193e-05-0.00098451i,5.8552e-05-0.00050424i,0.00018622+0.00091754i,0.00024829+0.00081447i,0.00016859-0.00022668i
0.0014962+2.6838e-05i,0.00045178-0.0011396i,0.00011315-0.001718i,-0.00011297-0.0015247i,-0.00022839-0.00063212i,-6.3938e-05-0.00061343i,0.00019684+0.00027079i,4.1282e-05+0.0017328i,-0.00018939+0.0014805i,-0.00076037+0.00054581i,-0.0012017-0.0004753i,-0.0011064-0.00056795i,-0.0010114+0.00010864i,-0.00049285+0.00079137i,-0.00031443+0.0004147i,0.00021009+0.0002195i,0.00076425+0.00095564i,0.0009219+0.00043723i,0.00078257+0.00020827i,0.00039007+0.00039156i,0.00063414+0.00035356i,-0.0001782+0.00047431i,-0.00036595-7.5121e-05i
-0.0013954-0.00050779i,-0.0015033-0.00066424i,-0.001313-0.000311i,-0.00070196+0.00016134i,0.00035827-0.00035916i,0.00053963-0.00034053i,0.00038567-3.4123e-05i,0.00064666+0.00092507i,0.00024052+0.0013237i,-5.9593e-06+0.00091691i,0.00045099+0.0010597i,0.00067458+0.0007789i,0.00018239-2.8923e-05i,-0.0004132-0.00071509i,-0.0006336-0.00064947i,-0.00033789-0.00031072i,0.00022793-0.00077862i,0.00039409-0.00082588i,0.0002634-0.00082411i,0.00037484+0.00032202i,0.00039453+0.0014167i,0.00014806+0.0010548i,-0.00044044+0.00062968i
0.00039783-0.00086209i,-0.00035513-0.0023812i,-0.001256-0.0021992i,-0.0017906-0.00097265i,-0.00057866+6.0841e-05i,0.00078928+0.00032408i,0.0013621+0.00011907i,0.0012701+0.0003784i,-7.3235e-05+0.00055026i,-0.00066748+0.00035466i,-0.00010631+0.00065534i,8.3967e-05+0.0012325i,-0.00029503+0.0005931i,-0.00028113-0.00067521i,0.00070064-0.00050445i,0.001209+6.6725e-05i,0.00059881+0.00065281i,0.00011181+0.00089975i,0.00029404+0.00052083i,0.00039989+0.00030225i,0.00019947+0.00077075i,8.4787e-05+0.00046613i,0.00013172+0.00047205i
0.00046219-0.0006177i,-0.001117-0.0013641i,-0.0025206-0.0017977i,-0.0019035-0.001612i,-0.00030908-0.00082194i,1.2149e-05-0.00033201i,-8.347e-05-8.8279e-05i,0.00021821+0.00083586i,0.00041163+0.0011438i,0.00075266+0.0010709i,0.0012017+0.0002948i,0.00073191-0.00016731i,0.00032273+0.00019283i,0.00081238+0.00073918i,0.00082489+0.00071267i,0.00070486-0.00019617i,0.00073975-0.0006394i,0.00032965-0.00034885i,0.00060035+0.00032935i,0.00097191+0.00065435i,0.00029088+0.00056493i,-0.00078136+5.9115e-06i,-0.0011495-0.00055174i
-3.4174e-05-0.00042616i,0.00051431-0.00051068i,0.00054614-0.00024453i,0.0010001+0.00044192i,0.0020094-6.4764e-05i,0.0022913-0.0011462i,0.0016209-0.00059218i,0.00091687+0.00037462i,0.00057769+0.00094826i,0.00041653+0.00063706i,5.5042e-05+0.00024615i,-0.00029049+6.8619e-05i,-0.00046361-0.00015478i,-8.0382e-05-0.00050569i,-0.00029292-0.00033801i,-0.00096887-0.00024862i,-0.00037332-4.6454e-06i,0.0004025+0.00045109i,0.00052315+0.00029771i,0.0004963+0.00068214i,0.00048741+0.00090176i,0.00023169-3.3779e-05i,0.0004025-0.00036629i
-0.00023631+0.0007397i,-0.0004523-0.00061583i,-0.00096725-0.00016737i,-0.0012887+0.00054614i,0.00070886+0.00029046i,0.0018977-0.00018396i,0.0011126-0.00020209i,0.00038968+0.00047803i,0.00023682+0.0010682i,0.00047807+0.0010486i,0.0004104+0.0007538i,0.0002973+0.00059652i,7.9808e-05+0.00031838i,8.1275e-06-0.0010792i,0.00055354-0.0012924i,0.00078276+9.1986e-05i,-0.00010092+0.00042287i,-0.0010918+0.00010938i,-0.00031421+0.00016931i,0.00066514+0.00015931i,0.00085679+0.00052971i,0.00055039+0.00097125i,6.6751e-05+0.00020817i
0.0011241-0.00064397i,-2.3908e-05-0.0010285i,-0.00065446-0.0019211i,-0.00081969-0.002273i,-0.00079939-0.0017939i,7.2158e-05-0.0005277i,0.00018204+0.00038253i,0.00018987+0.0013977i,-0.00031304+0.0012536i,-0.00066993+0.00037614i,4.4598e-05+7.0758e-05i,0.00052177+6.4303e-05i,-2.084e-05+0.00068614i,-0.00035564+0.00059168i,-0.00037561+0.00061205i,0.00022642+0.00050709i,0.00091814+0.00046514i,0.00073448+0.00071931i,-0.00032755+0.00052242i,-0.0010138+0.0010609i,-0.0008225+0.0010867i,-0.00073203+0.00040752i,-0.00022482+0.00010498i
0.00083207-0.00032407i,-0.00024684-0.0011471i,-0.00068063-0.0012951i,-0.00105-0.00050965i,-9.1321e-05-0.00014007i,0.0012026-0.00063442i,0.0013043-0.00042451i,0.00089533+0.0002367i,0.00051947+0.00052417i,0.0002813+0.00046444i,-0.00056167+0.00019239i,-0.00083118+0.00056268i,0.00010015+0.0012142i,0.00059289+0.0012286i,5.1188e-05+0.00037048i,-0.00012974-4.4461e-05i,0.00070997-0.00023893i,0.0005849+0.00014652i,0.0001972+0.00074355i,0.00050822+0.00074828i,0.00062239+0.00030171i,0.00037946-5.5853e-05i,0.00035156-0.0001274i
0.00069451+0.0004303i,0.00035037-0.00016224i,0.0010127-7.3141e-07i,0.0014405+0.00042036i,0.0015229+0.00012691i,0.0018653-0.00050648i,0.0016871+8.2593e-05i,0.0010411+0.0013827i,-2.0752e-05+0.0011561i,-0.00053695+9.3325e-05i,-0.00044798-7.7482e-05i,-0.0011122-5.7544e-05i,-0.00076474-0.00010652i,-0.00047796-0.00059639i,-0.0011414-0.00054136i,-0.00081726+0.00012995i,-0.00042101-0.00014461i,-0.00049339-0.00034171i,-9.4024e-05+0.00043399i,-0.00018911+0.00056369i,-0.00069835+0.00043647i,-0.00026386+0.00016805i,7.7945e-05-7.3021e-05i
0.00051493+0.00068409i,0.0009235-0.00082748i,0.0013518-0.0014963i,0.0014214-0.00050997i,0.0010441+3.7955e-06i,0.0004337-0.00069133i,0.00075737-0.0011117i,0.00095117-0.00018665i,0.00095748+0.00074375i,0.00023496+0.00084473i,0.00050296+3.9517e-05i,0.00064053-0.00031334i,-0.00030142+0.00017469i,-0.00035622+0.00057509i,0.00023208+0.00069334i,0.00074965+0.00063269i,8.0608e-05-0.00019236i,-0.00088884-0.00078584i,-0.00060072-0.00033339i,-0.00013223-0.00027635i,-0.00045817-0.00053232i,-0.00068113-0.00045667i,-0.00011639-0.00049598i
-0.00021932+0.0002251i,-0.00082549-9.6101e-06i,-0.0014578+0.00052007i,-0.00099023+0.00047323i,0.00060715+0.00068145i,0.0014084+0.00046646i,0.00077505-0.00020946i,0.00031738+0.00055171i,0.00032946+0.0015927i,0.000426+0.0021618i,-5.2059e-05+0.001415i,0.0001158-0.00014444i,0.0014117-0.00055933i,0.0014009-0.00018867i,0.00033721+0.00016167i,-0.00011593+0.00042134i,-9.5866e-05+0.00063529i,-0.00044044+0.00040451i,-0.00022898+0.00056384i,5.6106e-05+0.0010779i,-0.00010522+0.00081547i,-0.00024563+0.00029965i,-0.00045903-0.00073354i
-0.00087267-0.00077758i,-0.00078801-0.00069751i,-0.00092619-0.00030546i,-0.00086737+0.00078259i,0.000169+0.00061869i,0.0015543-4.7413e-05i,0.0021853+0.00010452i,0.001584+0.00081217i,0.00078754+0.0016294i,0.00051176+0.0013371i,7.2581e-05+0.00053212i,-0.00068086+0.00037961i,-0.00081423+6.9751e-05i,-0.00033388-0.00038034i,-0.00069283+0.00017144i,-0.0010412+5.5265e-05i,-0.00014454+1.2504e-05i,0.00035339+0.00095026i,0.00070531+0.0011643i,0.00076938+0.00038176i,0.00049421-0.00038814i,0.00046275-0.00038018i,4.4106e-05+0.00016944i
-8.2579e-05-0.0016634i,-0.0012889-0.0025186i,-0.001369-0.0014711i,1.0381e-05-0.00055508i,0.00033378-4.4927e-05i,5.745e-05+0.00028723i,0.00029955+0.00067765i,0.00039444+0.0010338i,7.1032e-05+0.0013385i,0.00024076+0.0010114i,0.00014858+0.00016808i,4.2309e-05-0.00032462i,-0.00011555-0.00031896i,6.5181e-05+0.00049057i,0.00043361+0.001013i,-0.00069312+0.00017347i,-0.0010334-0.0003106i,6.606e-06+0.00015735i,0.00019624+0.00037794i,-0.00030845+0.00081161i,-0.00034681+0.00018608i,0.00018551-0.00081025i,0.00025456-0.0010837i
0.0012694-0.00052504i,0.00053288-0.00026554i,-0.00036387-0.00025694i,7.1994e-05+0.00051292i,0.00041904+0.00061472i,0.00068911-0.00017654i,0.00069011-0.00040727i,0.00037168+0.0004507i,-8.5106e-07+0.00060804i,-0.00013446+8.5798e-05i,4.5823e-05-8.6317e-06i,0.00010629-0.00046344i,0.0005311-0.0005217i,0.00056651+0.00049104i,0.00038901+0.00041957i,0.0012538-0.00045395i,0.0015622+5.3567e-05i,0.00019701+0.00063982i,-0.0010366+9.1506e-06i,-0.001427-0.00081619i,-0.00074673-0.00054904i,0.00041268+0.00030001i,0.00054501+0.00071119i
-0.00085682-0.0019399i,-0.00090865-0.0017091i,-0.0015245-0.0011106i,-0.0023069+0.00012517i,-0.001723+0.00070433i,7.3532e-05+0.00035126i,0.0013686+0.00088459i,0.0011074+0.00099088i,0.00089968+0.00014286i,0.00066911+0.0005957i,0.00031845+0.00093917i,-6.7035e-05+0.00042734i,-0.00055252+0.00070124i,-0.00044382+0.00022439i,0.00074283-0.00078564i,0.0015084-0.0007172i,0.00063437-0.00060595i,0.00014416-0.00059101i,0.00048917-0.00036416i,0.00010145-0.0006453i,-0.00027867-0.00044154i,-0.00033486+0.00038058i,-0.00099248+0.0010745i
-0.00055778+0.00049653i,0.00013782-0.00058571i,0.00062221-0.0014064i,0.0013908-0.00065689i,0.0027596+0.00066516i,0.0026569+0.00057664i,0.0019367+0.00078426i,0.00080949+0.0011592i,-0.00031119+0.0011954i,0.00017242+0.00073618i,0.001375-8.5294e-05i,0.0011705-0.00019102i,-0.00017783-0.00030403i,-0.0005325-0.00083652i,-0.00023963-0.00096578i,-0.00035467-0.00013168i,-0.00052454+0.00048222i,-0.00041792+0.00042984i,-0.00037739+0.00017177i,-0.00026719-0.00035982i,-0.0004235-0.00060037i,-0.00064591-0.00045087i,-0.00020664-0.001219i
0.00051741-0.00022176i,-0.00027649-0.0019515i,-0.0011461-0.0024323i,-0.00075147-0.00061857i,0.00022365-0.00014497i,-0.00018494-0.00099752i,3.7537e-05-0.00070894i,0.0011547+0.00012204i,0.0013804+0.00033429i,0.0006545+0.00041992i,-0.00026606+0.00023835i,-0.0007646-0.00015956i,-0.0004441-0.00014735i,0.00023337+0.00028718i,0.00077539+0.00036885i,0.0012099-0.00041008i,0.00099297-0.00094522i,0.00045555-0.00029222i,0.00015334+0.00056448i,0.00017197+0.00013146i,-0.00027495+0.00019308i,-0.00060644+8.7519e-05i,0.00013465-0.00050576i
0.00082323-0.002041i,0.00034382-0.0020327i,-0.00081824-0.00074066i,-0.0018728+0.0002321i,-0.0012148+0.00090704i,0.00064554+0.00098892i,0.0012434+0.00060796i,0.00058944+0.0014184i,0.00029013+0.0011996i,4.9576e-05+0.00027244i,-0.00051916-0.00060363i,4.6691e-05-0.00076445i,2.4953e-05-0.00054615i,-0.00035798-0.00081347i,0.00011115+0.00010435i,0.00019867+0.000937i,0.00055751+0.00073345i,0.00032835+0.00040676i,-0.00080886+0.00031455i,-0.00060079+0.00055037i,7.112e-05+0.0004184i,6.1075e-05-0.00011929i,9.4644e-05-0.00019572i
-0.0013842+0.00060874i,-0.0016822+0.00029285i,-0.0011869+0.0012179i,0.0005029+0.0015746i,0.0019477+0.00025271i,0.0029179-0.00037061i,0.0026686+0.00020868i,0.0016878+0.0005735i,0.0010627+0.0013194i,0.00050033+0.0021459i,0.00053397+0.0012968i,0.00052659+0.00057015i,0.00010749+0.00027859i,-0.00022982-0.00053815i,-0.00056056-0.00070376i,-0.000589+8.573e-05i,-0.00017503+0.00053159i,-0.00030548-5.3857e-05i,-0.00042483-0.00043814i,-0.00052967+7.018e-05i,6.0858e-05+0.00082154i,0.00038607+0.0010814i,-0.00055881+0.00034579i
-0.00036667-0.00030794i,-0.00071613-0.00016875i,-0.0020641+0.0017394i,-0.0019865+0.0021849i,-0.00016458+0.0011043i,0.0019773-0.00010751i,0.002127-0.00042196i,0.00045231+0.00011528i,0.00014724+0.00092347i,0.00039192+0.0011353i,0.00070995+0.0010292i,0.00082101+0.00084i,7.0526e-05+0.0002656i,-6.4303e-05+0.00023178i,0.00049637+0.00015976i,0.00079898-0.00027923i,0.00072866-0.00043695i,0.00055196+2.6022e-05i,0.00077194+0.00062152i,0.00047483-4.471e-05i,-0.00027773-0.00052886i,-0.00017078-0.00028183i,-8.3666e-05-6.3702e-05i
0.0011154+0.00071957i,0.0004291-0.0019485i,0.00058702-0.0031459i,0.00075633-0.0026642i,0.00035862-0.0016092i,-0.00025895-0.00084413i,-5.7318e-05-0.00042898i,0.00039195+0.00024011i,0.00047265+0.00083226i,0.00035828+0.00070218i,-0.00031177+0.0002632i,-0.00073954+0.00028777i,-0.00039888+0.00075825i,6.8547e-05+0.00086974i,0.00048273+0.00086347i,0.00085339+0.0012422i,0.00065075+0.0012068i,0.00027441+0.0013054i,-0.00064414+0.00076662i,-0.0009302-0.00013084i,-0.00020468+0.00027416i,0.00019264+0.00020437i,0.00055604+4.3685e-05i
0.00033599-0.00072951i,0.00046406-0.00048968i,0.00028083+0.00097815i,0.00018106+0.00096438i,0.00097434-0.0001873i,0.0018047-0.00026562i,0.0016033+0.00013622i,0.0018077+0.0003651i,0.0012684+0.00089896i,0.00046427+0.0020008i,-0.0001688+0.0014686i,-0.00055025-8.394e-05i,-6.8218e-05+0.00040025i,0.00062039+0.0012966i,0.00075083+0.0010884i,0.00048647+0.00091569i,-0.000161+0.00030466i,-0.00032165-0.00014281i,-0.00060884-0.00018247i,-0.00076344+5.8509e-05i,-0.00037351+0.00054089i,-2.0028e-05+0.00029102i,0.00041883+0.00032569i
0.0011171-0.0015092i,-0.00032926-0.0014978i,-0.0017788-0.0024997i,-0.0012601-0.0024678i,-9.3078e-06-0.00073586i,0.001035+0.0006353i,0.001463+0.0007869i,0.00072297+0.0013931i,0.00087585+0.0017264i,0.00077839+0.0018298i,-0.00012209+0.0017414i,-0.00039831+0.0010327i,9.1175e-05+0.00018887i,-0.00014928-0.00045581i,-0.00041139-0.00044699i,0.00010341+0.00016973i,0.0009577+0.00015918i,0.0014133-0.00065579i,0.0012242-0.0013663i,0.0010074-0.00089729i,0.00062536+0.00044702i,0.00017299-0.0001512i,-1.3716e-05-0.00092234i
-0.00050652-0.00015433i,-0.0011715-0.0012159i,-0.0019896-0.0012762i,-0.00211-0.00061424i,-0.0017002-0.0001697i,-0.00070885-4.9068e-05i,0.00097622+0.00036757i,0.0013788+0.00098744i,0.00052499+0.00067705i,-0.00035915+0.00045085i,-0.00038835+0.00033022i,-6.3781e-05-8.9087e-05i,0.00019985-0.00027832i,0.00047831-0.00070434i,0.00045825-0.00060487i,-0.00036561+0.00012807i,-0.00031529-0.00013117i,0.0005058+0.00013586i,0.00075514+0.00014565i,8.5774e-05-0.0001512i,-0.00072946-4.8926e-05i,-0.00089749-0.00028132i,-0.00074994-8.832e-06i
0.0016734-0.00026181i,0.0013513-0.0018787i,0.00018417-0.0022462i,-7.9408e-05-0.0009165i,0.0011512-0.00041429i,0.0014153-0.00014458i,0.00094247+0.00018678i,0.00093849+0.00055599i,0.00089892+0.0010654i,0.00014053+0.00096531i,-0.00013566+0.00059913i,-0.00066602+0.00051379i,-0.0011092+0.00040058i,-0.00047806+0.00086351i,-9.6292e-05+0.0012345i,8.4831e-05+0.00059502i,0.00037388-6.5757e-06i,0.00028185-0.00051157i,1.4544e-05-3.7607e-05i,-0.00010542+0.00024369i,-0.00037178+0.00057095i,-0.00073485+0.00030591i,-0.00089679-0.00055293i
0.00087857+0.00063016i,0.00048726+0.00072238i,0.00046282+0.0014957i,0.00043981+0.0010408i,0.0012618-0.00043871i,0.0016064-0.00098965i,0.0007399-0.00072979i,0.00070718-3.5347e-05i,0.00081309+0.00065354i,0.00071247+0.00064285i,0.00059677+0.00017835i,8.4693e-05-0.00028376i,-0.00044413-0.00063808i,-0.00022695-0.00033436i,-5.139e-05+0.0004043i,-0.00017046+0.00026351i,0.00015099-0.00041703i,0.00034696-0.00074712i,0.00044896-0.00038885i,0.00040881+1.866e-06i,0.00011889+0.00068062i,-0.0001529+0.0014485i,-0.00062118+0.00099956i
-0.00054397-0.00055663i,-0.00037635-0.0015508i,-0.00080509-0.002173i,-0.0017195-0.0020014i,-0.0019077-0.00086102i,-0.00067089+0.00022082i,-0.00023725+0.0010406i,-0.0008311+0.0019863i,-0.00095348+0.0020579i,-0.00074901+0.0012516i,-0.00081442+4.8722e-05i,-0.0010199-0.00044413i,-0.00073459+0.00016751i,4.914e-06+0.0010052i,0.00090606+0.00076247i,0.0012816-0.00027212i,0.0012057-0.00066871i,0.00046213-0.0002287i,-0.00069459-5.0765e-05i,-0.0010969-0.0002449i,-0.0010825-0.00029762i,-0.00015868+0.00015059i,0.00087277+0.00077124i
0.00028933-0.00065314i,0.00067521-0.00062164i,0.00066951+0.00095265i,0.00044716+0.0009809i,0.00093062-0.00072442i,0.0017061-0.00058642i,0.0020992+0.00073991i,0.0011403+0.0011696i,0.00018355+0.0014464i,0.00027528+0.00071308i,0.00033846+4.2042e-05i,0.00026629-3.686e-05i,-0.00015028-4.9455e-05i,-0.00015371-0.00017543i,0.00072266-0.0001379i,0.00087189+0.00023203i,0.00065189+4.6343e-05i,0.00047199-0.00011675i,0.00011214-0.00045109i,0.00011344-0.0006472i,0.00015576-0.00028133i,-5.901e-06+0.00056111i,4.487e-05+0.0015001i
-0.000149+0.00015187i,-0.00061949-0.0010625i,-0.0018876+0.00066844i,-0.0022552+0.0026363i,-0.00021488+0.0025525i,0.002077+0.0012685i,0.0028427+0.0003638i,0.002054+0.0002415i,0.00086098+0.00030836i,0.00075645+0.00060393i,0.00046946+0.00059931i,-0.00020441+0.00030419i,0.00073398-0.00036935i,0.0011751-0.00038172i,0.00055175+0.00012317i,0.0005897-0.00025133i,0.00051726-0.00057398i,-0.00044871-0.00014468i,-0.00037188-5.7647e-05i,-0.00017374+0.00084158i,-0.00012139+0.00082545i,4.3842e-05-0.0003717i,-0.0002416-0.00079297i
0.00047255-0.00018535i,8.5235e-05-0.00079055i,-0.00065828-0.0022119i,-0.0010422-0.0019441i,-0.00072924-0.0002779i,-0.00011992+0.00038915i,0.00023582+0.00053637i,-0.00055071+0.00086639i,-0.00091733+0.00098319i,-0.00046831+0.0013397i,-2.3595e-05+0.0011257i,0.00047972+0.00063728i,0.00087128+0.00037309i,0.0010109-0.00033855i,0.00097268-0.00053444i,0.00042872+0.0004997i,-0.00047843+0.00089765i,-0.0010647+0.00052701i,-0.00092851+5.3953e-05i,-0.00060078+8.9301e-05i,-0.00059249+0.00031407i,-0.00073832-0.00021355i,-0.00043557-0.00034511i
0.00080266-0.0011445i,0.00075374-0.0016278i,9.3502e-05-0.0033981i,-0.00060259-0.0030265i,-0.0009076-0.0015772i,-0.00027052-0.00061879i,0.00055812+1.0553e-05i,0.00069743+0.0001545i,0.00066893+0.00055814i,0.00038113+0.0006732i,0.0001461+0.00072204i,-1.022e-05+0.00090328i,-0.00030794+0.00047454i,-0.00016106+0.00045686i,-6.5151e-05+0.00071204i,0.00012186+7.1346e-05i,0.00060328+0.00023326i,0.00019883+0.00032029i,-0.00041068+0.00060036i,-7.9633e-05+0.00066497i,0.00028755-0.00031826i,0.00040629-0.00042775i,0.00075148-0.00023808i
0.0011207-0.00054953i,-3.3878e-05-0.00033504i,-0.00050035-0.00031834i,-0.0004461+0.0010333i,0.00053315+0.00099596i,0.0012392+0.00014013i,0.00088046+0.00068929i,0.00051761+0.00093374i,0.00024329+0.00080107i,0.00067089+0.00065259i,0.00054471-1.3934e-05i,-0.00016951-0.00049731i,9.342e-05-9.8108e-05i,-0.00049267+0.00065165i,-0.00082235+0.00031733i,-1.3808e-05+2.8624e-05i,0.0001783+0.00028099i,-0.00014149-2.1869e-05i,-0.00028892-0.0002347i,0.00029666+0.00052908i,0.00088044+0.0012968i,0.0004536+0.0015214i,-0.00050294+0.00080742i
-0.00026787+0.0012733i,0.0004253+0.0014968i,0.00072179+0.0023167i,0.0018181+0.0018988i,0.0029316+0.00062446i,0.0022468-0.00013159i,0.0013618-0.00065976i,0.00081753-0.00056342i,-2.9554e-05+0.00022829i,0.00023637+0.00058685i,0.0005804+0.00023778i,0.00047465-0.00068441i,0.00011234-0.001285i,-0.00037677-0.00065437i,-0.0005222-6.5793e-05i,-0.00041138-0.00054707i,-9.4295e-05-0.00038113i,0.00065927+0.00010695i,0.000537+0.00040423i,-0.00025124+0.001057i,-0.00092327+0.00073715i,-0.00072245-0.00017563i,-3.113e-05-0.00088012i
5.2983e-05+0.00054641i,-2.5897e-05+2.5191e-05i,-0.00038479+0.00011441i,0.00013125+0.00057013i,0.00062754+0.0005529i,-3.3271e-05-0.00015937i,-0.0005764+0.00071599i,-0.00027549+0.0021746i,0.0004428+0.0022661i,0.00065419+0.0018664i,0.00013662+0.00077399i,0.00015967-0.00040513i,0.00044984-0.00036034i,-0.00019979-0.0002322i,-0.0013404-0.00058003i,-0.0013833-0.00020268i,-0.00072141+0.00021261i,-3.334e-05+0.00024526i,0.00044187+0.00091583i,0.00050651+0.0012363i,0.00019199+0.00049502i,0.00035946+7.8896e-05i,0.00060955-0.0003585i
-0.00042917-0.00095609i,0.00012111-0.0005054i,0.00084856-0.00027728i,-0.00031675-0.00017207i,-0.00042559+0.00031356i,0.00088736+0.00017958i,0.0014537+0.0001083i,0.00040672+0.0006035i,-0.00075655+0.00086395i,-4.4137e-05+0.0014788i,0.00052395+0.0013796i,-0.00011143+0.00044684i,-0.00025165-0.00073701i,0.00013638-0.0013323i,-0.00022148-0.0007301i,-0.00062188-0.00022125i,-0.00023462-0.00016342i,0.00051209-0.00026944i,0.00091744+7.339e-06i,0.00031341+0.00074082i,-0.00088181+0.00016937i,-0.0011851-0.00073186i,-0.00095701-0.00049167i
-0.00021122-0.0012736i,0.00024988-0.0010175i,-0.00029226-0.00021425i,-0.00056082-5.7611e-05i,0.00040451-7.4029e-05i,0.0014115+0.00014171i,0.0011726-0.0005396i,0.00049932-0.00051025i,0.00011482+0.00062098i,0.00025674+0.0013909i,0.00078294+0.00070256i,6.8478e-05-0.00016095i,0.00030255+0.00019639i,0.0009676+0.00026589i,0.00022441-7.5194e-05i,0.00026318-0.00044282i,0.00083992-0.00067433i,0.00062605-0.00024631i,0.00020433+0.00056858i,-0.00024849+0.00035662i,-0.00042541+0.00011931i,-0.00029278+0.00045377i,-9.7986e-05+0.00024042i
-0.00046257-0.0035093i,-0.00062861-0.0031062i,-0.0019472-0.0032795i,-0.0024389-0.0023259i,-0.0012029-0.00053776i,0.00011098+9.0038e-05i,0.0007131-0.00041248i,0.00083014-7.2497e-05i,0.0009736+0.00010496i,0.0006072+0.00036927i,0.00028244+0.00076197i,3.1936e-05+0.0006112i,-0.00039724+0.00037919i,-0.00052149-0.00051757i,0.0003031-0.00085392i,0.00055711-0.00040989i,-0.00044174-0.00053272i,-0.0012564-0.0010664i,-0.00082431-0.00043647i,-0.0006608+0.00015415i,-0.00097312+0.00021494i,-0.00048572+0.00094546i,0.00019729+0.00038253i
0.0014638-0.0010207i,9.297e-05-0.0012475i,-0.0012177-0.00080291i,-0.00083989-0.00068599i,0.00049454-0.00044215i,0.0012434+0.00043446i,0.0017089+0.00071341i,0.00128+0.00042967i,0.00025289+0.00064586i,0.00025321+0.0011169i,0.00013113+0.00069181i,0.00011003+0.00021893i,0.00062885+0.0002251i,0.00065728+0.00011135i,0.00022503+0.00015302i,0.00044572+8.3077e-05i,0.0003285-6.5029e-06i,5.5666e-06-0.00015984i,0.0002217-0.00015754i,0.00051345+0.00026852i,0.00042041+0.00095912i,-0.00054472+0.0010686i,-0.0010574+7.0927e-05i
-0.0010485-0.0012543i,-0.0015688-0.00099302i,-0.0012999-0.0014333i,-0.001102-0.00068325i,-0.00051658+0.00066075i,0.00088094+0.0008991i,0.0014528+0.00029737i,0.00055495-0.00010629i,0.00010035+0.00042631i,0.00018959+0.0010956i,-0.00014703+0.0014656i,-0.00022815+0.0018097i,-0.00022316+0.0013844i,-0.00029657+0.00061868i,-0.00021554-2.9743e-05i,0.00031686-0.00078454i,0.00058464-0.00060279i,0.00042516+0.00017482i,1.3377e-05+0.00023603i,-9.2956e-05-0.00099232i,-0.00041837-0.0011835i,-0.00026425-0.0010307i,0.00034885-0.00085459i
0.00052112-0.0014276i,-0.00011433-0.0011995i,-0.0012497-0.00085821i,-0.0011066-0.00029736i,-0.00049305+0.00051269i,0.00061038+0.00083028i,0.00089238+0.0010287i,0.00061922+0.00081347i,0.00098412+0.0009959i,0.00033008+0.0011693i,-0.0003409+0.0003989i,-0.00031936+0.00047052i,-0.00020401+0.00025517i,0.00026848-0.00094049i,0.00034613-0.00052526i,-0.00026581+4.6545e-05i,-7.873e-05-6.4192e-05i,0.00044095-0.00030019i,0.00016814-5.3908e-05i,-0.00053169+0.00045186i,-0.00067924+0.00017937i,-0.00059295-0.00048944i,-0.00068092-0.00069017i
0.0021509-0.00039617i,0.0017431-0.0012351i,0.00094704-0.0016108i,0.00038738-0.0015581i,0.0002098-0.0010915i,0.00035902-0.0004884i,0.00063794-0.00040029i,0.0012535-0.00016793i,0.0010816+0.00052565i,8.1247e-05+0.0011177i,-0.00073098+0.00032156i,-0.00028787-0.0004367i,-9.1957e-05+6.5563e-05i,-4.5921e-05-0.00025044i,0.00062074-0.0009205i,0.00089926-0.00043749i,0.00085745-0.00014264i,0.00033299+0.00016761i,-1.7643e-05-4.7534e-05i,2.1727e-05+8.3305e-05i,-0.00012143+0.00048423i,0.00010619+0.00077689i,-5.2325e-05+0.0010174i
0.0017532+0.00035719i,0.0013082+0.00011304i,0.0014382-5.6438e-05i,0.0016148+0.00020331i,0.0013469+9.9286e-05i,0.00049227+0.00049504i,0.00061227+0.0011537i,0.0012462+0.0016895i,0.00091331+0.0018205i,0.00033259+0.00074266i,-0.00031143-0.00023182i,-0.00073625-0.00034086i,-0.0006384+0.00020046i,-0.00028139+0.0011403i,-0.00028827+0.001063i,-0.00028745+0.00042639i,0.00015447-6.3796e-05i,0.00071914-0.00023118i,0.00039289+0.00033733i,0.00016749+0.0011554i,0.00031888+0.001055i,0.00040037-7.3255e-05i,0.00059574-0.00082607i
