-0.0020768-0.00039672i,-0.0011724-0.00045819i,-0.0016115+0.0012314i,-0.0014627+0.002827i,-0.00044985+0.0032937i,0.00062721+0.002498i,0.00066346+0.001497i,0.00052962+0.0012092i,0.00069186+0.0020057i,0.001287+0.0021054i,0.0019694+0.00072236i,0.0008094-0.00034481i,-0.0004883-0.00068746i,-0.00078956-0.00115i,-0.00027592-0.0011315i,-0.00051829-0.00051311i,-0.0013882-0.00027224i,-0.00082791-0.00060872i,-0.00064776-2.1994e-05i,-0.00087819+0.00087925i,-0.000695+0.00080274i,-0.0006424-0.00024277i,8.6566e-05-0.00052542i
-0.013518+0.022373i,-0.04479+0.069285i,-0.092977+0.15481i,-0.11051+0.24829i,-0.054857+0.26973i,0.017697+0.19302i,0.020455+0.1013i,-0.0073818+0.052437i,-0.0029534+0.024512i,0.012316+0.003731i,0.016174-0.0028317i,0.015057-0.0058536i,0.013417-0.010479i,0.014766-0.017743i,0.016223-0.02731i,0.013747-0.031939i,0.010951-0.026668i,0.012046-0.016043i,0.015391-0.013771i,0.014395-0.020449i,0.0086578-0.023792i,0.0039885-0.020947i,0.0020577-0.014508i
0.01768-0.017186i,0.063256-0.038017i,0.16525-0.064577i,0.27381-0.1177i,0.2707-0.18202i,0.16094-0.18095i,0.076068-0.10509i,0.049586-0.0404i,0.027746-0.020026i,0.0043481-0.01426i,-0.0044218-0.012072i,-0.0079761-0.0099058i,-0.012665-0.007622i,-0.020122-0.0066716i,-0.02805-0.0028584i,-0.029323+1.7744e-05i,-0.023675-0.0034807i,-0.01796-0.0095804i,-0.020413-0.009524i,-0.027085-0.0011566i,-0.027243+0.0068848i,-0.021994+0.00882i,-0.014592+0.0065162i
-0.020398+0.006711i,-0.063456+0.00070745i,-0.15194-0.034253i,-0.26143-0.056638i,-0.29259-0.0083075i,-0.20787+0.044977i,-0.10282+0.027027i,-0.048551-0.0039428i,-0.019049+0.0017778i,0.0022033+0.015055i,0.0064181+0.018184i,0.0042882+0.018032i,0.0042248+0.018062i,0.0087953+0.020989i,0.017367+0.024011i,0.021983+0.023759i,0.017698+0.021642i,0.0097154+0.020617i,0.011166+0.023265i,0.021457+0.0245i,0.026374+0.020038i,0.021849+0.014364i,0.013755+0.0099758i
0.016744-0.0011115i,0.035189+0.026419i,0.064423+0.11497i,0.11689+0.22863i,0.16703+0.24465i,0.15534+0.14884i,0.08804+0.072298i,0.039904+0.051603i,0.024666+0.028121i,0.013771+0.0027849i,0.0074069-0.0046955i,0.0072497-0.0050528i,0.0076369-0.0086198i,0.0075964-0.015663i,0.0057465-0.02333i,0.0039384-0.026334i,0.0068037-0.020378i,0.012891-0.013442i,0.015005-0.017069i,0.0096728-0.026143i,0.0033663-0.027771i,0.002209-0.021647i,0.0030363-0.01421i
-0.013026-0.0030804i,-0.0069649-0.034272i,0.026003-0.12864i,0.047628-0.2683i,0.0099616-0.32907i,-0.043758-0.24422i,-0.035604-0.1237i,-0.0057746-0.062164i,-0.0090884-0.030926i,-0.018318-0.0062078i,-0.018889+0.0034167i,-0.017072+0.0032765i,-0.015844+0.0014174i,-0.018528+0.0035785i,-0.021408+0.0087299i,-0.022232+0.010499i,-0.021718+0.0057878i,-0.023089-0.0011528i,-0.028222+0.0012498i,-0.031445+0.01239i,-0.027959+0.018114i,-0.020258+0.013576i,-0.013661+0.0069081i
0.006637+0.00088176i,-0.017149+0.010546i,-0.10431+0.050687i,-0.20334+0.13318i,-0.20255+0.19036i,-0.11425+0.15702i,-0.056683+0.079554i,-0.039704+0.03295i,-0.014524+0.018337i,0.0071804+0.0082982i,0.011714+0.0027718i,0.0089805+0.004227i,0.0076767+0.0085936i,0.011778+0.010674i,0.017991+0.0083326i,0.020566+0.0058536i,0.01607+0.0077148i,0.010943+0.013445i,0.01618+0.017135i,0.026346+0.015051i,0.028022+0.010592i,0.019958+0.0084344i,0.010239+0.0074089i
-0.0097915-0.0048175i,0.010924+0.014414i,0.11414+0.055596i,0.2721+0.068351i,0.3293+0.017996i,0.23779-0.029176i,0.12819-0.023513i,0.073593-0.011692i,0.044363-0.018941i,0.019772-0.02221i,0.0061335-0.017392i,0.00246-0.013113i,0.002846-0.012589i,0.0020656-0.014345i,-0.0020967-0.01631i,-0.0054623-0.018359i,-0.00099156-0.017619i,0.0067269-0.017726i,0.0058802-0.024769i,-0.0030164-0.032022i,-0.0077304-0.030034i,-0.0037704-0.021526i,0.0004046-0.013272i
0.01117-0.0004935i,0.0052081-0.03611i,-0.05508-0.12928i,-0.17487-0.21651i,-0.24487-0.19082i,-0.19024-0.098356i,-0.094607-0.046372i,-0.043741-0.025364i,-0.023521-0.0016765i,-0.0070063+0.012441i,0.001355+0.011767i,-0.0011934+0.0063219i,-0.0087734+0.0024055i,-0.014549+0.0032712i,-0.014223+0.0084143i,-0.011195+0.011847i,-0.010935+0.0093975i,-0.015306+0.0070457i,-0.020552+0.014362i,-0.019717+0.026832i,-0.015192+0.028204i,-0.011999+0.017137i,-0.0089128+0.0068813i
-0.019092-0.0066635i,-0.052879+0.032711i,-0.078264+0.1517i,-0.052637+0.29307i,0.0041119+0.31336i,0.029423+0.20742i,0.018328+0.10721i,0.012998+0.063133i,0.019537+0.037616i,0.019013+0.015401i,0.011831+0.004641i,0.0072357+0.0042125i,0.0089741+0.0059732i,0.01049+0.0055974i,0.011171+0.001851i,0.01202-0.0013073i,0.0097284+0.00099735i,0.010643+0.0073141i,0.020675+0.0085829i,0.030947+0.0015014i,0.03016-0.00178i,0.019183+0.0022321i,0.0089711+0.0044166i
0.021358+0.010331i,0.077119-0.010714i,0.16795-0.108i,0.22483-0.24936i,0.19-0.29897i,0.099798-0.21943i,0.038146-0.11658i,0.010348-0.06409i,-0.0099576-0.040719i,-0.017938-0.018577i,-0.013546-0.0037261i,-0.0042598-0.00045678i,0.0020337-0.0042408i,0.0026468-0.0091723i,-0.00040097-0.0098745i,-0.0025166-0.0089121i,-0.00060632-0.00988i,-0.00045967-0.014669i,-0.0099778-0.020409i,-0.022673-0.022145i,-0.023538-0.019194i,-0.013065-0.013251i,-0.0049942-0.0072861i
-0.021141-0.025191i,-0.08808-0.041421i,-0.20958-0.018998i,-0.3049+0.051205i,-0.27687+0.093864i,-0.1617+0.073419i,-0.073952+0.03548i,-0.035951+0.019699i,-0.017261+0.018916i,-0.0060315+0.015023i,-0.0017937+0.0096486i,-0.0046597+0.0072539i,-0.0079788+0.0088742i,-0.0081442+0.010458i,-0.0057811+0.0095495i,-0.0038133+0.0082451i,-0.0052564+0.0066129i,-0.0076842+0.0094276i,-0.0062419+0.018748i,-0.0021514+0.027078i,-0.00097702+0.026207i,-0.0030535+0.015951i,-0.0040966+0.0063573i
0.010405+0.030804i,0.060991+0.086693i,0.17296+0.15579i,0.287+0.18325i,0.29202+0.1455i,0.19454+0.079349i,0.1062+0.029686i,0.066911+0.0005208i,0.047879-0.01612i,0.027176-0.018644i,0.0097168-0.0109i,0.0041877-0.0016089i,0.0054462+0.0032491i,0.0071886+0.0027574i,0.0069839-0.00012337i,0.006037-0.001842i,0.0067121+0.00098302i,0.010991+0.0016587i,0.018204-0.0064922i,0.021805-0.015514i,0.019088-0.014511i,0.012656-0.006327i,0.005938-0.0018135i
-0.00045023-0.039682i,-0.02308-0.11604i,-0.08684-0.227i,-0.16314-0.29376i,-0.18057-0.24849i,-0.12523-0.13934i,-0.065738-0.055578i,-0.038877-0.014917i,-0.025463+2.1887e-05i,-0.011949+0.0037094i,-0.0034677+0.0021015i,-0.0023052-0.003393i,-0.0054646-0.0089983i,-0.0075741-0.010849i,-0.0065917-0.0086047i,-0.0046083-0.0065115i,-0.0030136-0.0069523i,-0.0052991-0.0068002i,-0.013876-0.0021695i,-0.021806+0.0025451i,-0.019851+0.0012861i,-0.010085-0.00191i,-0.0029887-0.0019775i
-0.018631+0.035743i,-0.041985+0.11354i,-0.059844+0.22937i,-0.057117+0.29891i,-0.04143+0.2482i,-0.026124+0.13717i,-0.010524+0.065572i,0.0063256+0.042253i,0.018921+0.033641i,0.020721+0.019814i,0.012532+0.004446i,0.0045064-0.0004175i,0.0014972+0.0010203i,0.00060043+0.0023657i,0.0007377+0.0034777i,0.00076056+0.0020637i,-0.0010122+0.0013451i,2.7003e-05+0.004846i,0.007258+0.0093247i,0.013729+0.010992i,0.011535+0.0097258i,0.0039831+0.006263i,0.00096349+0.0027591i
0.030723-0.027754i,0.088808-0.085016i,0.17104-0.17322i,0.22347-0.23146i,0.19987-0.20123i,0.11808-0.12788i,0.040091-0.076404i,0.001589-0.051077i,-0.0089668-0.035047i,-0.0083636-0.017656i,-0.0039488-0.0043458i,0.00099844-0.0010358i,0.0049368-0.0030944i,0.0053811-0.0048957i,0.0028327-0.0044266i,0.0017248-0.0022615i,0.0030259-0.0010522i,0.0037495-0.0049785i,6.5806e-05-0.013154i,-0.0035473-0.016733i,-0.0027608-0.011472i,-0.00128-0.0039398i,-0.0016662+0.00054669i
-0.040184+0.010975i,-0.11827+0.03115i,-0.22143+0.063586i,-0.26618+0.082417i,-0.2047+0.063122i,-0.10352+0.035539i,-0.036796+0.022212i,-0.013195+0.017616i,-0.010384+0.017642i,-0.006304+0.014847i,0.00012683+0.0099452i,0.0012751+0.0072858i,-0.00054357+0.0068457i,-0.0012915+0.0056835i,-0.0013205+0.0036666i,-0.0012954+0.0017975i,-0.0021106+0.00066304i,-0.0044507+0.0038678i,-0.0052617+0.011621i,-0.0041148+0.015601i,-0.0026686+0.010759i,-0.0015027+0.0037893i,-0.00017213+0.0015689i
0.040842+0.0044339i,0.11272+0.022514i,0.20088+0.05667i,0.22666+0.09247i,0.16188+0.097962i,0.086141+0.060558i,0.054103+0.01447i,0.04515-0.0098763i,0.03571-0.016086i,0.018455-0.013481i,0.0022529-0.0053804i,-0.0049202+0.0014178i,-0.0048471+0.0030131i,-0.0019324+0.0019622i,-0.00019928+0.0003952i,-0.0005263-0.00043328i,-0.0012829-0.00019812i,0.0023522-0.00085471i,0.0097089-0.005391i,0.011923-0.0093228i,0.0067849-0.0075207i,0.0014873-0.0037611i,-0.00070571-0.0031733i
-0.035135-0.024686i,-0.094282-0.072466i,-0.15425-0.1393i,-0.15645-0.17675i,-0.10464-0.14867i,-0.058914-0.076286i,-0.037449-0.015935i,-0.023954+0.0055633i,-0.015231+0.0037562i,-0.0095045+0.0025396i,-0.0057164+0.0049581i,-0.0036737+0.0059454i,-0.0024172+0.0044668i,-0.0024352+0.0025659i,-0.0016556+0.0014506i,0.0012781+0.00048253i,0.002424-0.00066534i,-0.0031427-0.0018824i,-0.013977-0.0012843i,-0.018527+0.0023835i,-0.011734+0.0061347i,-0.0038109+0.0059266i,-0.0016354+0.0034924i
0.022056+0.03104i,0.045988+0.09012i,0.05649+0.15445i,0.031173+0.16281i,-0.00069712+0.10184i,-0.00063367+0.038539i,0.012051+0.01675i,0.016071+0.018483i,0.017509+0.019133i,0.016814+0.0090278i,0.011569-0.0043395i,0.0068466-0.010529i,0.0048877-0.010717i,0.004521-0.006832i,0.0046275-0.0023758i,0.0035746-0.0014844i,0.0021508-0.0010551i,0.0032457+0.0035241i,0.0093194+0.0098359i,0.015247+0.010307i,0.014067+0.0040673i,0.0083116-0.001061i,0.0051172-0.00082645i
-0.0078242-0.037614i,-0.0059034-0.096457i,0.023574-0.14789i,0.070645-0.13318i,0.083032-0.069576i,0.043073-0.032451i,-0.0010321-0.028068i,-0.014047-0.024347i,-0.0090004-0.017754i,-0.0043598-0.010346i,-0.0032653-0.0038365i,-0.0049167+0.00063466i,-0.005475+0.0021682i,-0.0034913+0.00098557i,-0.0021628-0.00058253i,-0.0015362-0.00076844i,-0.00044914-0.00054522i,0.0022141-0.0047003i,0.0028617-0.014646i,-0.0024451-0.020242i,-0.0080204-0.014912i,-0.0076875-0.0068229i,-0.0047049-0.002624i
-0.0079738+0.032734i,-0.031194+0.080511i,-0.07008+0.11317i,-0.089251+0.089212i,-0.062417+0.04022i,-0.019768+0.022034i,0.0009265+0.019164i,-0.00055648+0.011973i,-0.0039329+0.009972i,0.0017824+0.0096199i,0.0095902+0.0078477i,0.013265+0.0070945i,0.012564+0.0060464i,0.0078343+0.0046495i,0.0022591+0.0033651i,0.00067658+0.00074432i,0.00048329-0.0010995i,-0.0055216+0.00142i,-0.012573+0.0092018i,-0.011915+0.016375i,-0.0048809+0.01616i,-0.0017122+0.0095167i,-0.0025553+0.00395i
0.014182-0.029064i,0.042877-0.058262i,0.069072-0.060506i,0.054418-0.018944i,0.0071182+0.011196i,-0.010127-0.0037094i,0.0040906-0.021641i,0.013484-0.018148i,0.012568-0.010171i,0.005484-0.0065855i,-0.0015967-0.0050616i,-0.0070209-0.0057059i,-0.0091399-0.00641i,-0.0056558-0.0047514i,-0.0017967-0.0033064i,-0.0019185-0.0019103i,-0.0016009-4.9499e-05i,0.0041425+0.0028321i,0.015193+0.0040874i,0.02157-0.0001284i,0.017234-0.0051979i,0.0095694-0.0059407i,0.0039175-0.0043278i
-0.025512+0.018305i,-0.058998+0.032309i,-0.078411+0.024309i,-0.047583-0.0095933i,-0.00025172-0.02567i,0.0052211-0.0099173i,-0.0066648+0.0061692i,-0.0052305+0.0068917i,-0.0036211+0.0034798i,-0.0053088+0.0064006i,-0.0056697+0.010763i,-0.0055583+0.012748i,-0.0048499+0.011357i,-0.0049846+0.0055593i,-0.0051741+0.00091299i,-0.002966+0.00082331i,-0.00031129+2.0294e-05i,-0.00076301-0.0061776i,-0.0076671-0.014163i,-0.016148-0.014773i,-0.017232-0.0078675i,-0.010991-0.0029796i,-0.0033161-0.0021557i
0.022444-0.010992i,0.051339-0.014411i,0.064246-0.0096151i,0.03621-0.0083345i,0.0098967-0.020046i,0.01814-0.022439i,0.023907-0.010541i,0.016975+0.0017695i,0.011427+0.0048928i,0.0072894-0.0011715i,0.0053245-0.0065734i,0.0057795-0.0093475i,0.0056017-0.008821i,0.0041412-0.0034853i,0.0023919+0.00047905i,0.0017794+2.3079e-06i,0.00086825-0.00034515i,-0.0029877+0.0050665i,-0.0064835+0.01588i,-0.0031956+0.022964i,0.0022196+0.02005i,0.0024473+0.012039i,0.00040589+0.0059142i
-0.022745+1.7562e-05i,-0.050647-0.003877i,-0.05657+0.0012622i,-0.021503+0.029178i,0.0038832+0.052577i,-0.0091356+0.03617i,-0.018488+0.0098718i,-0.0093787+0.0001627i,-0.0011093-0.0022074i,-0.0010433-0.0028894i,-0.0051376-0.0017187i,-0.0084624+0.00070156i,-0.0071993+0.0016702i,-0.0019732-0.00021663i,0.0019237-0.0020065i,0.00154-0.0025704i,0.00046701-0.001575i,0.006501-0.00030063i,0.017062-0.0041645i,0.019755-0.011934i,0.013581-0.013694i,0.0069993-0.0079507i,0.0029763-0.0023624i
0.020349+0.0055127i,0.041788+0.016515i,0.050849+0.016409i,0.035522-0.0080006i,0.021016-0.023905i,0.017559-0.0073274i,0.011439+0.006185i,0.0034399+0.0051698i,0.0041626+0.0046876i,0.010288+0.0036582i,0.011951+0.002931i,0.010652+0.0037565i,0.0064457+0.0039724i,-0.00061383+0.004439i,-0.0034798+0.0031599i,-0.001519+0.00076288i,0.00052233-0.0011054i,-0.0024071-0.0048845i,-0.011991-0.0079509i,-0.019648-0.0066904i,-0.018362-0.0032696i,-0.011362-0.0022967i,-0.0053328-0.0029145i
-0.016568-0.013813i,-0.041716-0.028822i,-0.066515-0.030998i,-0.07864-0.0091564i,-0.074222-0.0033416i,-0.047261-0.021675i,-0.018216-0.023002i,-0.0043807-0.0096921i,0.00015482-0.0023885i,0.0002857-0.0010193i,-0.00074825-0.0020525i,-0.0024662-0.0040582i,-0.0030646-0.004395i,-0.00040499-0.0025106i,0.0025069-0.00055702i,0.0021617-0.0017579i,0.00069341-0.0027473i,0.00021828+0.003801i,0.0042862+0.014759i,0.0097576+0.020019i,0.0095827+0.016844i,0.0050974+0.010145i,0.0012431+0.0044655i
0.011561+0.014585i,0.027715+0.034109i,0.051973+0.04136i,0.07476+0.023123i,0.072622+0.0089695i,0.041119+0.010809i,0.014664+0.0055316i,0.0050112-0.0026449i,0.00019623-0.00075185i,-0.002217+0.0058988i,-0.0021381+0.0083429i,-0.00093129+0.0070409i,0.00017179+0.0029282i,-0.00052446-0.0032984i,-0.0022766-0.0056128i,-0.0025831-0.0023428i,-0.00042145+0.0010682i,0.0036004-0.0012896i,0.0074965-0.0096759i,0.0079971-0.016439i,0.0065865-0.015716i,0.0070266-0.0089418i,0.0058378-0.0032051i
-0.0078079-0.01745i,-0.01811-0.044356i,-0.034056-0.066733i,-0.04302-0.064993i,-0.024521-0.050143i,0.0059484-0.032829i,0.014225-0.015435i,0.0076298-0.0051609i,0.0021859-0.0039598i,-0.00049161-0.0053555i,0.00025327-0.0045294i,0.0017511-0.0033842i,0.0028325-0.0012223i,0.003242+0.0017834i,0.0030278+0.0031808i,0.0031301+0.0027596i,0.0025385+0.00021926i,-0.0028114-0.0017297i,-0.012125+0.0012537i,-0.018754+0.0053768i,-0.018193+0.0050698i,-0.012255+0.0023165i,-0.0058277+0.0015497i
-0.0020133+0.01687i,-0.00096929+0.049537i,0.0038386+0.088206i,0.012274+0.10796i,0.0038314+0.093965i,-0.012444+0.052488i,-0.008385+0.019019i,0.0037074+0.0056231i,0.0060127+0.00035847i,0.0017035-0.00095478i,-0.0015063-0.00053349i,-0.0015716+0.00091665i,-0.00061038+0.0018277i,0.00078751+0.0001631i,0.0009622-0.0017765i,-0.0011723-0.0030777i,-0.0025103-0.0023755i,0.00014635+0.001333i,0.0073851+0.0057174i,0.013574+0.0088348i,0.013135+0.0097963i,0.0073047+0.00843i,0.0024787+0.0043867i
0.0021637-0.020605i,0.00943-0.049561i,0.014501-0.081417i,0.010454-0.091468i,0.0083972-0.068534i,0.0093427-0.029553i,0.0044201-0.0056643i,0.0012558+0.0013319i,0.0052648+0.0036235i,0.0093136+0.0025104i,0.0070633+0.0012016i,0.0025509+0.0018871i,-0.0019388+0.0023647i,-0.0050602+0.0031618i,-0.0044057+0.0036763i,-0.0024372+0.0031975i,-0.00059013+0.0029688i,0.00020871-0.00060521i,-0.0019894-0.0077904i,-0.0037277-0.013353i,-0.0023632-0.014358i,-0.00039853-0.011191i,-0.00066612-0.0068032i
-0.010244+0.01558i,-0.031091+0.037798i,-0.054898+0.059692i,-0.062519+0.057832i,-0.048739+0.02382i,-0.026691-0.0088965i,-0.010674-0.010068i,-0.0029636+0.0014125i,0.0010729+0.0061014i,0.0030451+0.0050422i,0.003088+0.0023189i,0.0002907+0.00016618i,-0.0014208-0.0014169i,-0.00080052-0.0028047i,0.00079855-0.0032357i,0.0025261-0.0037681i,0.002928-0.0039286i,0.0009258+6.1369e-05i,-0.0023746+0.0076292i,-0.0055629+0.012871i,-0.0068666+0.011641i,-0.0053376+0.0072448i,-0.0014268+0.0040837i
0.011706-0.010856i,0.038329-0.024366i,0.073819-0.032924i,0.092891-0.027546i,0.076928-0.0083246i,0.040509+0.0045246i,0.01368-0.0014281i,0.0016801-0.0059957i,-0.0025558-0.00021394i,-0.0018325+0.0044046i,-0.0007994+0.0029131i,-0.0011881-0.00025015i,-0.0015724-0.0026946i,-0.0017852-0.0036803i,-0.0017072-0.0025198i,-0.0011961-0.00063728i,-0.0012489+0.00052094i,0.00026742-0.00036798i,0.0044735-0.0026904i,0.0093405-0.0024076i,0.010422+0.00078482i,0.0077418+0.0017467i,0.0051962-0.00057929i
-0.014946+0.0038333i,-0.045838+0.0042701i,-0.077139-0.00082302i,-0.079655-0.0075574i,-0.047236-0.010514i,-0.012863-0.0083995i,-0.00038391-0.0043815i,-0.0002997-0.0040508i,-0.0021474-0.0055399i,-0.0037659-0.0049536i,-0.001341-0.0031547i,0.002286-0.00077785i,0.0037352+0.0013353i,0.0045607+0.0021512i,0.0051989+0.0016046i,0.0053296+0.00099221i,0.0038732+0.001505i,-0.00030046+0.0018275i,-0.006288+0.00047363i,-0.0094621-0.0014256i,-0.0078717-0.003062i,-0.0058993-0.003067i,-0.0060102-0.001082i
0.014271+0.00089087i,0.039364+0.012528i,0.06213+0.03724i,0.054013+0.054567i,0.019223+0.046234i,-0.0033451+0.021381i,0.00019133+0.0026515i,0.0077552-0.0040359i,0.0089235-0.0055548i,0.0062857-0.0047179i,0.0041237-0.0027578i,0.0030788-0.00085729i,0.0012071+0.00016595i,-0.00071575-0.00045986i,-0.0027181-0.00098236i,-0.0036449-0.0012586i,-0.0023056-0.0019464i,0.0015882-0.00075602i,0.0051668+0.003379i,0.0046406+0.0072759i,0.0010857+0.0074784i,0.00017166+0.0048608i,0.0025148+0.002836i
-0.010719-0.0093431i,-0.031973-0.030576i,-0.048487-0.060503i,-0.040753-0.073685i,-0.015473-0.05631i,-5.8828e-05-0.026604i,0.001006-0.0060807i,0.0033991+0.00089755i,0.0083734+0.0018065i,0.0081388+0.0013129i,0.0028025+0.0020431i,-0.0019173+0.0044068i,-0.0029334+0.0054118i,-0.0017042+0.0051211i,-0.00016662+0.0042154i,0.0001679+0.0026341i,-0.00071863+0.0010415i,-0.0023258-0.0025786i,-0.0028198-0.006809i,-0.00035408-0.0074551i,0.0024976-0.0052294i,0.0022216-0.0045731i,-0.00067819-0.0058496i
0.011487+0.011125i,0.020105+0.033426i,0.020696+0.059839i,0.010039+0.059395i,0.0014951+0.026787i,-1.4812e-05+0.00091641i,0.0013112-0.00026732i,0.0040479+0.007276i,0.0059986+0.010584i,0.0051615+0.0088806i,0.0022998+0.0056214i,-0.00051567+0.0025981i,-0.00083753-0.00084091i,-0.00042731-0.0036312i,-0.00075561-0.0040455i,-0.00013131-0.0031942i,0.00056195-0.00065988i,-0.00019696+0.0036867i,-0.0021756+0.0071804i,-0.0036465+0.0062798i,-0.0028998+0.0028691i,-0.0019638+0.0022524i,-0.0025252+0.0039754i
-0.004948-0.015675i,-0.003491-0.039217i,0.0093626-0.058543i,0.026908-0.048323i,0.029067-0.015972i,0.015855+0.0023511i,0.0040213+0.0010357i,-0.0021939+0.00063565i,-0.0037411+0.004194i,-0.0028505+0.0040602i,-0.0034511+0.00038509i,-0.0050437-0.0020876i,-0.0043563-0.0024091i,-0.0025851-0.0014091i,-0.00089593-0.00039491i,0.0010309-0.00051987i,0.0018043-0.0015031i,0.0030969-0.0032046i,0.0061946-0.0033472i,0.00647-0.00093041i,0.0030427+0.0014343i,0.00198+0.0014725i,0.0042451+0.0007029i
-0.0013041+0.011263i,-0.013215+0.031702i,-0.032821+0.048296i,-0.04185+0.041889i,-0.027845+0.020177i,-0.0098383+0.0053085i,-0.0028793+0.00081432i,-0.0028721-0.00077706i,-0.0041127-0.0018891i,-0.0035018-0.0018554i,-7.0941e-05-0.0013943i,0.0029955-0.00037723i,0.003471+0.00014436i,0.0031588+0.00044447i,0.0029073+0.00089828i,0.0021393-0.00021912i,0.00021795-0.00087489i,-0.0029096-0.00071132i,-0.0060719-0.00092401i,-0.0061266-0.00047619i,-0.0034934+9.8836e-05i,-0.0017762-0.00079888i,-0.0027502-0.0028079i
0.0042304-0.012125i,0.018569-0.024357i,0.036643-0.027488i,0.035612-0.016281i,0.012209-0.0065142i,-0.0045147-0.0073527i,-0.0051955-0.009765i,-0.0015003-0.0098534i,0.00093542-0.009274i,0.0027719-0.0076591i,0.0050578-0.004672i,0.0055063-0.0025245i,0.0036585-0.0019041i,0.00072908-0.00061253i,-0.0013451+0.00077307i,-0.0019309+0.00071235i,-0.0010413+0.00037275i,0.0010159+0.0020733i,0.0031253+0.0052741i,0.0028904+0.005728i,0.0009003+0.0031308i,-0.0013866+0.0027061i,-0.0036049+0.0045312i
-0.010341+0.0056628i,-0.02911+0.010894i,-0.04797+0.0068397i,-0.041653-0.0069782i,-0.013551-0.013917i,0.002839-0.0094455i,0.00387-0.0037636i,0.0053598-0.0023371i,0.0079761-0.00279i,0.0063581-0.0013628i,0.0018312+0.0026687i,-0.0003241+0.0060007i,-5.6447e-05+0.0053612i,-0.0006674+0.002484i,-0.0010821-0.00050374i,0.00012686-0.0020535i,0.0010376-0.0023836i,0.0028194-0.0046754i,0.0038122-0.0077735i,0.0017711-0.0075028i,-0.00027622-0.0040547i,0.00048665-0.0017788i,0.0029989-0.0019515i
0.009188-0.0062605i,0.025049-0.004816i,0.037548+0.0048694i,0.033604+0.013732i,0.019112+0.008585i,0.0099717-0.0013699i,0.0077524-0.0036775i,0.008604-0.0005449i,0.0095284+0.0030474i,0.0079072+0.0045116i,0.0033835+0.0036983i,-0.00012862+0.0020059i,-0.00054786+0.00099306i,-0.00094305-0.0002199i,-0.0010586-0.0019191i,-0.00079012-0.0028643i,-0.0019247-0.0028881i,-0.0037942-0.00077935i,-0.006439+0.0024056i,-0.0067214+0.0042827i,-0.0028537+0.0024481i,-0.00088372-0.0012019i,-0.0021042-0.0027729i
-0.0090543-0.0014466i,-0.023942-0.0087827i,-0.031631-0.020061i,-0.020611-0.019234i,-0.006817-0.0038618i,-0.0024087+0.0061662i,-5.9202e-05+0.0063725i,0.0020624+0.0058449i,0.0010548+0.006983i,-0.0011377+0.0054874i,-0.0034106+0.0017368i,-0.0057164-0.0014408i,-0.0050241-0.002031i,-0.0016596-0.00058442i,0.00080736+0.00074498i,0.00079057+0.001452i,0.00068645+0.0016311i,0.0026391+0.0029059i,0.005981+0.0042086i,0.0064558+0.0030338i,0.0035932+0.0010085i,0.00076387+0.001459i,0.00034579+0.0036273i
0.0087525+0.0041i,0.018022+0.01498i,0.020487+0.029815i,0.0093604+0.030088i,0.00011946+0.013481i,0.00017998+0.00028783i,0.00088048+0.00010453i,-0.00029936+0.0039914i,-0.0012875+0.0045186i,-0.0010318+0.0025354i,0.00091132+0.00075161i,0.0025676-0.00010353i,0.00095884-0.00012368i,-0.0020154-0.00096932i,-0.002158-0.0014786i,-0.00037391-0.0015791i,0.0010854-0.0025848i,0.0008457-0.0040169i,-0.0021332-0.0052039i,-0.0047685-0.0042375i,-0.0035387-0.0010944i,0.00055051-0.00019886i,0.003052-0.0021629i
-0.0058977-0.0068741i,-0.013985-0.019464i,-0.014716-0.032233i,-0.0090591-0.029741i,-0.0068028-0.016888i,-0.006838-0.0085504i,-0.0051479-0.005022i,-0.0038789-0.002802i,-0.0033202-0.0025889i,-0.0010401-0.0029973i,0.0017806-0.0031275i,0.0031112-0.0026478i,0.0025577-0.0014141i,0.00079878+1.5368e-05i,-0.00049186+0.00037381i,-0.0013024-0.00066336i,-0.0022666-0.0012422i,-0.0038748+0.00058492i,-0.0037163+0.0048106i,-0.001498+0.0074292i,-0.00013565+0.0054092i,-0.0010505+0.0011965i,-0.0041484-0.00083431i
0.0050465+0.0085308i,0.0067167+0.018306i,0.0048701+0.025718i,0.0041207+0.017307i,0.0084503+0.0028468i,0.007619-0.0038835i,0.0019807-0.0049086i,0.00055445-0.0048278i,0.0036296-0.00461i,0.0033275-0.0028302i,0.00024712+0.00034659i,-0.00069221+0.0031263i,-0.00027838+0.0029473i,3.979e-05+0.0013743i,0.0010686+0.00064251i,0.0021101+0.00084279i,0.0026729+0.00159i,0.0047864+0.00099812i,0.0081196-0.0015931i,0.0081729-0.0039959i,0.0047046-0.0032792i,0.0010854+0.00071257i,0.00014139+0.0034298i
-0.0035489-0.0078687i,-0.00097067-0.018341i,0.0062093-0.023296i,0.011845-0.013645i,0.0093156-0.0032126i,0.0049919-0.0027874i,0.004152-0.0068775i,0.005909-0.0075109i,0.007155-0.0049858i,0.005998-0.0026479i,0.0029645-0.0010738i,-0.00022937+4.3407e-06i,-0.00068762+0.0004835i,-0.00020948+0.00016983i,-0.00089043-0.0013753i,-0.00086714-0.0017351i,-0.00044713-0.0021212i,-0.0015839-0.0033269i,-0.0046753-0.0027427i,-0.0072756-0.00083417i,-0.0066959+0.00049672i,-0.0027746+0.00027438i,1.0267e-05-0.00023208i
