-0.00092574+6.8928e-05i,-0.00065621-0.0011097i,-0.0016366-0.0024788i,-0.0026851-0.0027192i,-0.0032693-0.0017434i,-0.0024723+0.00025204i,-0.00025764+0.0012781i,0.0012896+0.00050067i,0.0014958-0.0005599i,0.001143-0.00067324i,0.00084661-0.00052332i,0.00053485-0.0012175i,0.00035887-0.0014893i,0.00046546-0.00036309i,-7.5023e-05-0.00047626i,-0.00034237-0.0009974i,-0.00056704-0.00061463i,-0.00081266-0.00014351i,-9.3175e-05+0.00020381i,0.00053453+9.1939e-05i,0.00022517-9.5103e-05i,9.9252e-05-0.00016441i,0.00056767-0.00049746i
0.38285-0.26675i,0.34391-0.22824i,0.18526-0.083858i,0.02507-0.0074314i,-0.0875+0.012717i,-0.11112+0.031262i,-0.079607+0.01179i,-0.057409-0.017544i,-0.03882-0.017983i,-0.0099632-0.012522i,0.0080416-0.015805i,0.0014587-0.01439i,-0.0079552+0.0028016i,0.0021976+0.024184i,0.016633+0.030023i,0.01296+0.022199i,-0.0017112+0.012959i,-0.0061238+0.010348i,0.0071693+0.012454i,0.019421+0.0073215i,0.015234-0.0060165i,0.0024621-0.015969i,-0.01083-0.019055i
-0.28761+0.23876i,-0.20787+0.15205i,-0.067877+0.0039351i,0.032496-0.033725i,0.093652-0.027331i,0.084545-0.040922i,0.029645-0.018639i,0.013396+0.013613i,0.016116+0.0039105i,-0.0047625-0.01041i,-0.024618-0.0026022i,-0.019971+0.0084262i,0.00026893-0.0010797i,0.0063501-0.030056i,-0.0072866-0.045965i,-0.011922-0.031283i,0.0010762-0.0044367i,0.014709+0.00839i,0.013171+0.00053068i,-0.0026531-0.0076887i,-0.016724-0.0013449i,-0.015815+0.012587i,-0.0018232+0.021698i
0.18094-0.28384i,0.059455-0.21828i,-0.055528-0.10314i,-0.082146-0.10339i,-0.11189-0.13395i,-0.13167-0.091435i,-0.090225-0.038369i,-0.054876-0.022853i,-0.038376+0.00077849i,0.0029775+0.022683i,0.042099+0.012986i,0.045524-0.0042066i,0.021277-0.0046046i,-0.0063442+0.014053i,-0.016753+0.033774i,-0.011046+0.031089i,-0.0041483+0.0094028i,-0.0051633-0.0083098i,-0.011219-0.0070679i,-0.011076+0.0066014i,-0.00082333+0.017028i,0.010684+0.012187i,0.013506-0.0036768i
-0.14319+0.30376i,-0.052233+0.24434i,-0.012905+0.12876i,-0.064462+0.12435i,-0.05829+0.16271i,0.020176+0.12641i,0.043517+0.059962i,0.023627+0.040894i,0.021781+0.032269i,0.016199+0.0016475i,-0.0050091-0.024554i,-0.019729-0.027484i,-0.0082741-0.013787i,0.022308-0.0088559i,0.042931-0.019052i,0.03634-0.022816i,0.012232-0.010017i,-0.0075227+0.0080587i,-0.010416+0.016385i,0.00062293+0.0095072i,0.011509-0.0036531i,0.0093973-0.0094148i,0.0013292-0.0033059i
0.057934-0.32583i,-0.057244-0.25252i,-0.084623-0.056149i,0.030907+0.061027i,0.10769+0.040132i,0.074976-0.0057293i,0.038592-0.012571i,0.021094-0.0089472i,0.0030929+0.0032526i,-0.00021165+0.028473i,0.011234+0.049702i,0.018609+0.049121i,0.012656+0.026617i,-0.0071874+0.0029393i,-0.029766-0.0071678i,-0.037055-0.0054856i,-0.024523-0.0014087i,-0.0056062+0.00061409i,0.0035628-0.00073863i,0.00030025-0.0040284i,-0.0067005-0.0057451i,-0.0089852-0.0046028i,-0.0035769-0.0022817i
-0.012531+0.36982i,0.11045+0.32757i,0.16301+0.12675i,0.10284-0.045017i,0.053278-0.081628i,0.04096-0.05023i,0.028958-0.021678i,0.023117-0.010194i,0.014237-0.0070059i,0.0097205-0.0066771i,0.012819-0.017828i,0.0068085-0.029211i,-0.0035877-0.019114i,0.0026177+0.0045461i,0.01936+0.020042i,0.024782+0.019976i,0.011052+0.010959i,-0.0097707+0.0049474i,-0.018754+0.0077415i,-0.014772+0.011537i,-0.0073071+0.011849i,-0.0017006+0.0082977i,-0.001148+0.0010258i
-0.015657-0.38569i,-0.12949-0.36069i,-0.18455-0.18248i,-0.15179-0.036965i,-0.10196-0.00037584i,-0.059067-0.014204i,-0.035419-0.030806i,-0.032051-0.031948i,-0.02519-0.014581i,-0.019711+0.006128i,-0.025026+0.025166i,-0.024433+0.036532i,-0.013194+0.026321i,-0.0098146-0.0016877i,-0.019816-0.024934i,-0.027664-0.02552i,-0.019172-0.0085747i,0.0011125+0.007385i,0.018669+0.0090991i,0.0242+0.0022957i,0.018633-0.0019849i,0.010385+0.0018383i,0.0045351+0.011612i
0.038744+0.38964i,0.14192+0.37026i,0.18867+0.2011i,0.16661+0.044143i,0.11939-0.039106i,0.044939-0.066351i,-0.015682-0.043322i,-0.020164-0.015883i,-0.0051421-0.015886i,0.005667-0.015953i,0.023202-0.011018i,0.035253-0.014179i,0.021464-0.012785i,-0.0011605+0.0089096i,-0.0062525+0.037055i,0.0045734+0.04463i,0.014673+0.024196i,0.012471-0.0067308i,-0.001899-0.024466i,-0.016499-0.021959i,-0.018325-0.0072522i,-0.0062319+0.0039836i,0.011028+0.00197i
-0.066303-0.40057i,-0.16542-0.40722i,-0.21766-0.2739i,-0.23843-0.14563i,-0.24118-0.044244i,-0.16907+0.03203i,-0.075371+0.031146i,-0.042597+0.004766i,-0.03313+0.0049849i,-0.02241+0.00018238i,-0.028154-0.014893i,-0.03327-0.018347i,-0.019752-0.012787i,0.005105-0.01485i,0.02298-0.028312i,0.020877-0.037739i,0.0047465-0.030333i,-0.0099374-0.011087i,-0.012024+0.0092787i,-0.0024029+0.021173i,0.0082526+0.020285i,0.007115+0.0094034i,-0.007171+2.9518e-05i
0.062585+0.39516i,0.12311+0.41127i,0.13029+0.33349i,0.14761+0.31442i,0.20749+0.28174i,0.19955+0.15507i,0.10848+0.06304i,0.049795+0.04555i,0.031188+0.027192i,0.0098449+0.016692i,0.0016756+0.02844i,0.0062224+0.033379i,0.005485+0.022038i,-0.0064708+0.008372i,-0.020573+0.0041771i,-0.025008+0.0069154i,-0.018936+0.010464i,-0.0053524+0.0074124i,0.0058557-0.00591i,0.0074312-0.021725i,0.0022704-0.030565i,-0.0038797-0.022108i,-0.0022405-0.00085184i
-0.082581-0.38069i,-0.12728-0.38046i,-0.060022-0.2772i,0.041449-0.26234i,0.038002-0.27239i,-0.0017653-0.16769i,0.025185-0.061225i,0.036436-0.033711i,0.0056437-0.014757i,-0.0017243+0.0031299i,0.010859-0.0047065i,0.018867-0.014184i,0.022166-0.012015i,0.024528-0.0082876i,0.024117-0.0060144i,0.017912-0.0049669i,0.0079491-0.0038235i,-0.0035428-0.0026456i,-0.015359-0.00075055i,-0.024535+0.0030751i,-0.02761+0.0068877i,-0.021321+0.0060269i,-0.010474-0.00071732i
0.084363+0.37313i,0.12004+0.35438i,0.020314+0.20184i,-0.12619+0.13951i,-0.12114+0.15738i,-0.030091+0.098442i,-0.0096171+0.018814i,-0.014464+0.0085766i,0.004013+0.016991i,0.0068054+0.0080503i,-0.0098896+0.004361i,-0.019458+0.0050397i,-0.01985-0.0011182i,-0.020263-0.0079759i,-0.018385-0.00995i,-0.013499-0.009991i,-0.0084353-0.005783i,-0.0025081+0.0038691i,0.0067901+0.013476i,0.016355+0.018379i,0.019102+0.017253i,0.01214+0.011801i,0.00031818+0.0067448i
-0.10182-0.36026i,-0.15536-0.31873i,-0.070257-0.12297i,0.089411-0.036974i,0.11006-0.1004i,0.013915-0.10995i,-0.023853-0.04949i,-0.010907-0.03149i,-0.013497-0.036053i,-0.010199-0.020887i,0.0053539-0.0040093i,0.015016+0.008088i,0.017329+0.016743i,0.015438+0.019917i,0.0089693+0.019352i,0.0015348+0.014703i,-0.00018913+0.0037072i,0.0037571-0.0086019i,0.0086811-0.016583i,0.010532-0.020274i,0.010342-0.018687i,0.011105-0.010527i,0.012164-0.00077785i
0.10779+0.34514i,0.18123+0.29415i,0.10814+0.062815i,-0.095224-0.070355i,-0.20327+0.00054485i,-0.14163+0.063761i,-0.078996+0.029895i,-0.069129+0.013324i,-0.04292+0.022368i,-0.015015+0.0061488i,-0.013903-0.013582i,-0.018105-0.017689i,-0.014892-0.015159i,-0.0051423-0.010842i,0.008166-0.0052844i,0.017681-0.0030612i,0.013769-0.003844i,-0.00038638-0.0025142i,-0.012997+0.0031711i,-0.017935+0.0083274i,-0.015683+0.0083972i,-0.0089066+0.0011233i,-0.0039023-0.0095831i
-0.12373-0.34715i,-0.23145-0.30259i,-0.22769-0.034477i,-0.055484+0.20036i,0.1134+0.20472i,0.12828+0.10389i,0.072217+0.05798i,0.049397+0.032212i,0.032267-0.00062168i,0.0059941-0.0038254i,-0.0068363+0.013137i,-0.010426+0.026461i,-0.0076383+0.030223i,-0.0033129+0.021059i,-0.0061432+0.0047536i,-0.011674-0.0061375i,-0.0099169-0.0063641i,0.00298-0.00062129i,0.019229+0.001466i,0.028422+0.00010897i,0.027607+0.00066181i,0.013993+0.0035668i,-0.0032218+0.011074i
0.11346+0.34555i,0.23871+0.33308i,0.32234+0.1118i,0.2681-0.13606i,0.12979-0.20556i,0.053575-0.13588i,0.041776-0.081212i,0.015942-0.049011i,-0.00645-0.011502i,0.0026359+0.0018383i,0.01639-0.0084806i,0.021327-0.014879i,0.020229-0.016382i,0.013598-0.01376i,0.0063938+0.0002995i,0.0055113+0.015459i,0.0077113+0.017345i,0.0035916+0.0052435i,-0.0076272-0.0094287i,-0.019599-0.02094i,-0.025623-0.026026i,-0.018095-0.019007i,-9.9921e-05-0.01007i
-0.11178-0.34061i,-0.23772-0.38687i,-0.35985-0.25141i,-0.35936-0.042416i,-0.21457+0.068536i,-0.080614+0.05159i,-0.032557+0.019774i,-0.0046601+0.013084i,0.011675+0.0036373i,0.0019147-0.0047296i,-0.010662-0.010169i,-0.018986-0.019498i,-0.024338-0.019545i,-0.021454-0.011682i,-0.01183-0.010565i,-0.0032836-0.014791i,0.0015985-0.012732i,0.0039443-0.0018818i,0.0043625+0.011969i,0.0015997+0.026636i,-0.00089378+0.036271i,-0.0041927+0.02773i,-0.013019+0.010405i
0.070653+0.3427i,0.15473+0.44158i,0.2699+0.3917i,0.31377+0.20497i,0.20387+0.016041i,0.062853-0.041921i,0.0078751-0.023084i,-0.0066512-0.016528i,-0.01555-0.010901i,-0.0047923-0.0015566i,0.0063863+0.0016026i,0.0080461+0.0060601i,0.0082683+0.010702i,0.0040165+0.012133i,-0.0049574+0.013862i,-0.010893+0.014368i,-0.01107+0.0085268i,-0.0088964-0.00021738i,-0.0025875-0.004642i,0.011545-0.010148i,0.024161-0.017169i,0.024395-0.013983i,0.018379-0.002289i
-0.038101-0.32817i,-0.074166-0.46691i,-0.17348-0.48688i,-0.28213-0.33769i,-0.2649-0.10455i,-0.16066+0.024893i,-0.087925+0.037895i,-0.048374+0.036515i,-0.016454+0.029637i,-0.0049153+0.0089362i,-0.0021697-0.0038238i,0.0037741-0.0095991i,0.0043036-0.012219i,0.0044357-0.01001i,0.0089873-0.0086298i,0.010254-0.0086322i,0.0035223-0.0034247i,-0.0011167+0.0062405i,-0.0012225+0.010223i,-0.0076224+0.0056503i,-0.016858-0.00044449i,-0.015708-0.007237i,-0.0070229-0.015543i
-0.019061+0.3056i,-0.055895+0.461i,-0.02254+0.54274i,0.10036+0.47629i,0.17926+0.28157i,0.15378+0.1123i,0.097014+0.045509i,0.060359+0.018597i,0.037999+0.0017849i,0.027409+0.0021013i,0.01969+0.0082901i,0.009243+0.015594i,0.0048205+0.018673i,0.0018512+0.011052i,-0.0050522+0.001303i,-0.0092947-0.0015615i,-0.0058866-0.00065229i,-0.0003413-0.0010013i,0.0012619+0.00055766i,0.0030172+0.0068325i,0.0075842+0.013754i,0.0074933+0.013814i,0.00091286+0.0091511i
0.061979-0.27118i,0.15638-0.40903i,0.21113-0.48175i,0.14661-0.45151i,0.039561-0.31881i,-0.0028059-0.17477i,6.0327e-05-0.1031i,-0.0075941-0.068484i,-0.013947-0.037801i,-0.0082683-0.020296i,0.00096491-0.010806i,0.011661-0.0054488i,0.016511-0.0066855i,0.012127-0.0067648i,0.0065422-0.0015728i,0.0043057+0.0011699i,0.0021008-0.00084265i,0.0011433-0.0015708i,0.0053683-0.002214i,0.009843-0.0075613i,0.0089522-0.014462i,0.0066398-0.012918i,0.0078528-0.0049941i
-0.10579+0.23193i,-0.2411+0.31535i,-0.35342+0.33215i,-0.3091+0.29945i,-0.1409+0.20874i,-0.028427+0.087673i,-0.012438+0.026116i,-0.012642+0.017807i,-0.0058804+0.018346i,0.003648+0.018524i,0.0060678+0.010349i,-0.0047955-3.6386e-05i,-0.013208-0.0014487i,-0.012077-0.00080597i,-0.0071814-0.00064588i,-0.0019563+0.0027478i,0.0028129+0.0045702i,0.0021681-0.00059014i,-0.0087528-0.00742i,-0.022331-0.0063372i,-0.027832+0.0019492i,-0.02015+0.0072916i,-0.0096642+0.0052137i
0.11823-0.18923i,0.25473-0.20732i,0.38184-0.15323i,0.35614-0.13007i,0.16859-0.12862i,0.018049-0.078287i,-0.015527-0.031667i,-0.016611-0.019784i,-0.019349-0.013324i,-0.017305-0.0097289i,-0.017282-0.0066395i,-0.014663+0.0015695i,-0.0070741+0.0063361i,-0.0015747+0.0062103i,-0.00088523+0.0035583i,0.00075942-0.0042093i,0.0026091-0.011259i,-0.00018812-0.0069871i,0.0014907+0.0092169i,0.013964+0.02379i,0.027081+0.02418i,0.02774+0.013549i,0.018074+0.0069708i
-0.1305+0.15192i,-0.24998+0.1053i,-0.37152-0.010509i,-0.3799-0.020595i,-0.23721+0.06502i,-0.0956+0.10013i,-0.044145+0.084917i,-0.02462+0.070664i,-0.0056053+0.056162i,0.0037312+0.043571i,0.0083143+0.032184i,0.0060404+0.018555i,-0.00021008+0.010153i,-0.00071717+0.005613i,-0.00063239+0.0027049i,-0.0070918+0.004778i,-0.01349+0.009738i,-0.010698+0.0084519i,-0.0027294-0.0048188i,5.0822e-05-0.027296i,-0.0059879-0.040995i,-0.011897-0.032696i,-0.0073835-0.017631i
0.11983-0.12589i,0.18851-0.031175i,0.25296+0.15008i,0.27387+0.20142i,0.2091+0.1027i,0.11934+0.021533i,0.079753+0.0020346i,0.068213-0.011744i,0.047455-0.026119i,0.024499-0.027727i,0.010519-0.021246i,0.0071137-0.013541i,0.0070503-0.0088356i,0.0053356-0.0069321i,0.0050244-0.0052176i,0.009563-0.002279i,0.015193+9.3536e-05i,0.013043+0.0023069i,-0.00053532+0.01072i,-0.0177+0.026835i,-0.021439+0.037594i,-0.010297+0.032306i,-0.003279+0.017151i
-0.11386+0.1121i,-0.12845+0.0015123i,-0.10806-0.20005i,-0.092439-0.26892i,-0.06892-0.17038i,-0.02559-0.078592i,-0.010897-0.060166i,-0.023695-0.04719i,-0.026942-0.018191i,-0.017107+0.0055737i,-0.0063924+0.012993i,-0.0034173+0.0060672i,-0.0051215-0.0007346i,-0.0054675-0.00090172i,-0.0043044-0.00059305i,-0.0083892-0.0050216i,-0.014749-0.0091316i,-0.011506-0.0096795i,0.0044983-0.0090757i,0.025984-0.012566i,0.034824-0.0187i,0.021981-0.017284i,0.0054759-0.0068566i
0.098269-0.11712i,0.055841-0.02858i,-0.046019+0.15519i,-0.073889+0.224i,-0.024437+0.11812i,-0.0069543+0.0048754i,-0.010988-0.01818i,-0.0024932-0.0077732i,0.0040563-0.0062395i,0.0068291-0.012066i,0.0059011-0.018225i,0.0026199-0.016743i,0.0029761-0.010514i,0.0052799-0.0056353i,0.0061104-0.00025402i,0.0073166+0.0083889i,0.0090847+0.015479i,0.0067631+0.013907i,-0.0063979+0.0038326i,-0.027233-0.0055778i,-0.037127-0.0023402i,-0.023424+0.007509i,-0.0045422+0.01117i
-0.10833+0.13068i,-0.03269+0.089846i,0.12148-0.045461i,0.15784-0.12733i,0.053931-0.081371i,-0.01625-0.013541i,-0.02845-0.0047826i,-0.037912-0.0075885i,-0.038834+0.0043665i,-0.029284+0.01398i,-0.022952+0.015194i,-0.018399+0.010576i,-0.014395+0.0039509i,-0.010833-9.1372e-05i,-0.0050053-0.0039869i,0.00023979-0.012663i,0.00086837-0.020221i,9.0375e-06-0.01764i,0.0039926-0.0027027i,0.016147+0.017039i,0.028278+0.022319i,0.024591+0.0072248i,0.010408-0.0049282i
0.11809-0.15241i,0.023654-0.17244i,-0.17189-0.091878i,-0.23348+0.013684i,-0.1204+0.051737i,-0.028736+0.045022i,-0.0089457+0.054734i,0.0014343+0.062548i,0.01193+0.043622i,0.01475+0.015637i,0.014566+0.0014319i,0.014256+0.0034207i,0.013966+0.0077285i,0.010615+0.0058904i,0.0012884+0.004836i,-0.010301+0.0085449i,-0.015734+0.013828i,-0.013101+0.013541i,-0.0031759+0.00068915i,0.0038974-0.022418i,-0.0013131-0.036401i,-0.0084609-0.024343i,-0.0058184-0.0051965i
-0.15168+0.16966i,-0.080038+0.25109i,0.11716+0.24545i,0.21067+0.15801i,0.13501+0.078197i,0.063087+0.046234i,0.05116+0.017697i,0.037142-0.010744i,0.011758-0.015229i,-0.0047843-0.0027096i,-0.0068778+0.0070901i,-0.00037678+0.0033157i,0.0023056-0.0059976i,0.0004027-0.0080506i,0.0014709-0.0042126i,0.0070623+0.00016198i,0.013529+0.00028502i,0.014975-0.0021255i,0.0024792-0.00080852i,-0.018433+0.0089725i,-0.026105+0.0185i,-0.017253+0.01235i,-0.0097947-0.0029191i
0.19908-0.1801i,0.16193-0.30833i,-0.011383-0.3578i,-0.10935-0.27364i,-0.052725-0.1486i,0.0031379-0.081074i,-0.0030516-0.044727i,-0.010066-0.016682i,-0.001646-0.0056782i,0.0086753-0.0049209i,0.014657-0.0084661i,0.011637-0.010632i,0.0045185-0.0058368i,-0.00059022+0.00093921i,-0.0035183+0.00037596i,-0.0067388-0.0044055i,-0.012195-0.0066133i,-0.015752-0.0039548i,-0.006156+0.0049363i,0.016115+0.011193i,0.027643+0.0090746i,0.016199+0.0092643i,0.0015752+0.014388i
-0.2533+0.17805i,-0.27903+0.33067i,-0.14719+0.40881i,-0.02797+0.31277i,-0.025248+0.13653i,-0.039214+0.030391i,-0.015406-0.011258i,0.00040459-0.031394i,-0.0056748-0.026644i,-0.014524-0.0087487i,-0.01621+0.0027807i,-0.011843+0.004986i,-0.0049089+0.0023142i,0.0023262-5.0512e-05i,0.0059375+0.0018918i,0.0052215+0.0067925i,0.0051409+0.01224i,0.0078953+0.014157i,0.0063954+0.002192i,-0.0057931-0.015846i,-0.014405-0.019875i,-0.0043313-0.013366i,0.0088583-0.0094305i
0.30732-0.15203i,0.38321-0.30601i,0.28234-0.39385i,0.12908-0.30556i,0.051283-0.13881i,0.012462-0.046246i,-0.026116-0.018464i,-0.038553-0.0026397i,-0.021792+0.0040927i,0.00093618+0.0010743i,0.012137-0.0041172i,0.010593-0.0048529i,0.0040137-0.0016663i,-0.00044137+0.0010393i,0.0010712-0.0016101i,0.0049679-0.0093721i,0.0058357-0.015355i,0.0011516-0.016222i,-0.0058146-0.003675i,-0.0052075+0.020891i,0.0017649+0.030902i,0.0025228+0.018932i,-0.002869+0.0081028i
-0.3569+0.11921i,-0.49178+0.25004i,-0.42971+0.3307i,-0.2557+0.26297i,-0.12435+0.12919i,-0.052978+0.055607i,-0.0076663+0.03439i,0.0076742+0.01843i,-0.0018605+0.0038913i,-0.019598-0.0023582i,-0.028611+0.0023623i,-0.019219+0.011166i,-0.0029363+0.012153i,0.004434+0.0071293i,0.0018797+0.0049219i,-0.006023+0.0047259i,-0.012953+0.0064169i,-0.0099493+0.011444i,0.0052713+0.0057095i,0.020845-0.015256i,0.022538-0.029897i,0.015549-0.024971i,0.011471-0.013904i
0.39048-0.072256i,0.5537-0.15885i,0.51185-0.20952i,0.32896-0.1498i,0.17018-0.044188i,0.083263+0.0051144i,0.030361+0.0076665i,0.0019197+0.011922i,-0.0024714+0.015789i,0.0059346+0.011842i,0.015742+0.0073263i,0.019069+0.0033464i,0.014015-0.0016563i,0.0062491-0.0059684i,0.002861-0.0044178i,0.0062816+0.0010925i,0.014362+0.0016989i,0.014599-0.0055439i,-0.003628-0.01017i,-0.029759-0.0029421i,-0.040447+0.0065259i,-0.033691+0.006567i,-0.024828+0.0017784i
-0.40756+0.013983i,-0.5935+0.048374i,-0.56136+0.071654i,-0.35127+0.040641i,-0.14526-0.015309i,-0.036093-0.02811i,0.010346-0.0098222i,0.022601-0.0051826i,0.011427-0.012463i,-0.0071464-0.019431i,-0.02052-0.018832i,-0.021578-0.011283i,-0.014091-0.0046682i,-0.0076912-0.00062306i,-0.0048716+0.00074427i,-0.0042697-0.0030305i,-0.0088465-0.0072105i,-0.014095-0.001703i,-0.0047985+0.012466i,0.017676+0.021096i,0.029872+0.019219i,0.023663+0.01695i,0.013037+0.016076i
0.40789+0.041063i,0.58659+0.064351i,0.54088+0.057684i,0.31635+0.041743i,0.11406+0.032056i,0.022717+0.0071055i,-0.0051052-0.017954i,-0.0090619-0.020449i,-0.001584-0.0083971i,0.0096872+0.0041299i,0.014961+0.0083008i,0.0099725+0.0067927i,0.0031916+0.0046943i,0.00042169+0.0007837i,-0.0013772-0.0020912i,-0.0021515+0.0017388i,0.0026708+0.0089323i,0.010417+0.0077057i,0.0096476-0.0079056i,-0.001295-0.0257i,-0.0089975-0.027872i,-0.0048101-0.017704i,0.0021774-0.010787i
-0.39206-0.094459i,-0.56138-0.16521i,-0.50498-0.16799i,-0.28555-0.11198i,-0.10751-0.063166i,-0.035772-0.02643i,-0.011649-0.0076279i,-0.0022856-0.015927i,0.0017437-0.028927i,0.0042932-0.034261i,0.001515-0.032215i,-0.0039512-0.021257i,-0.0044362-0.0070294i,-0.0017176+0.0037686i,-7.2392e-05+0.0060584i,0.0011234+0.0009307i,0.00095526-0.0078789i,-0.0040362-0.01044i,-0.0096785+0.0017758i,-0.0089838+0.019877i,-0.0042399+0.026083i,-2.8809e-05+0.016588i,0.00055276+0.00626i
0.36042+0.14454i,0.49678+0.25065i,0.41475+0.2556i,0.20088+0.16868i,0.049136+0.087756i,-0.005381+0.033086i,-0.02101+0.0025595i,-0.023906-0.0022446i,-0.016145+0.0036627i,-0.0021468+0.0092797i,0.0070123+0.010192i,0.0066795+0.0078957i,0.0057001+0.0062763i,0.0073563+0.0036748i,0.0071685+0.00030723i,0.0020339+0.00019667i,-0.0033568+0.0063675i,-0.00034633+0.011446i,0.01059+0.0040669i,0.020743-0.011054i,0.02106-0.018761i,0.011554-0.014705i,0.0052341-0.0084463i
-0.32159-0.17977i,-0.4297-0.30348i,-0.32921-0.29383i,-0.12796-0.16867i,-0.0072149-0.057792i,0.020601+7.7853e-05i,0.016764+0.019435i,0.012992+0.015614i,0.013151+0.0033192i,0.013658-0.0080017i,0.012127-0.010852i,0.0097491-0.0079051i,0.0061783-0.0041686i,0.0024751-0.00027442i,0.00026759+0.0028521i,0.0015521+0.004573i,0.006774+0.0019732i,0.007853-0.0041986i,-0.0042538-0.0070335i,-0.021679-0.0037573i,-0.027684-0.00023906i,-0.022574+0.0011573i,-0.017218+0.0020433i
0.2746+0.20702i,0.34074+0.32856i,0.22885+0.3i,0.069064+0.15295i,0.004749+0.033837i,0.0036288-0.012767i,0.0056607-0.012564i,0.0038559+0.0046069i,0.0022701+0.017888i,8.3958e-05+0.023252i,0.00017663+0.018872i,-0.00060078+0.0074798i,-0.0036089-0.00059334i,-0.0034439-0.0017634i,0.0024867-0.0027156i,0.0059314-0.0056124i,0.0012131-0.0047294i,-0.0033086+0.00078557i,0.0027228+0.009219i,0.014888+0.017221i,0.018352+0.019687i,0.012212+0.018339i,0.0089255+0.016027i
-0.23057-0.21637i,-0.26819-0.32854i,-0.15914-0.28117i,-0.035966-0.12754i,0.003285-0.021913i,0.0023141+0.0083037i,0.0081892+0.0076399i,0.01891-0.00019164i,0.021176-0.0032873i,0.015321-0.00070474i,0.0070798+0.0044516i,0.00155+0.0093645i,-0.001003+0.0099303i,-0.0049675+0.0054426i,-0.010332+0.00023812i,-0.011437-0.001405i,-0.0066425-0.00055087i,-0.00078964-0.0016394i,-0.00017631-0.0093868i,-0.003185-0.020617i,-0.0019073-0.02398i,0.0038128-0.018612i,0.0053023-0.014382i
0.18961+0.22011i,0.19149+0.31703i,0.086667+0.2502i,-0.00052378+0.091484i,-0.015329-0.0066373i,-0.0051653-0.031716i,-0.0045402-0.031167i,-0.010021-0.020727i,-0.0092853-0.0046623i,-0.0040534+0.0074067i,0.0011674+0.0077878i,0.0033767+0.0011671i,0.0024478-0.0028521i,0.00092886-0.00056885i,0.00019773+0.0045075i,-0.0005453+0.0060493i,-0.0024453+0.0036458i,-0.0045245+0.0033917i,-0.0074635+0.0094279i,-0.01098+0.01824i,-0.011925+0.019273i,-0.01039+0.011026i,-0.0087868+0.0053351i
-0.14748-0.21064i,-0.1396-0.28667i,-0.056427-0.20234i,-0.0067295-0.046979i,-0.012652+0.029392i,-0.026176+0.032764i,-0.023101+0.015829i,-0.014329-0.0014815i,-0.0071034-0.0086862i,-0.00033619-0.0080244i,0.00024112-0.0050247i,-0.0030048-0.00016748i,-0.0014884+0.0038982i,0.001344+0.0027241i,0.0007201-0.00026434i,-0.0020344+0.00029095i,-0.0042654+0.002994i,-0.0022647+0.0045027i,0.0058931+0.001297i,0.016592-0.0057674i,0.019266-0.0085805i,0.012936-0.0066686i,0.0068341-0.0063541i
0.11444+0.19597i,0.090683+0.25182i,0.027073+0.15795i,0.011033+0.020608i,0.029412-0.026752i,0.030794-0.018298i,0.0076983-0.0058093i,-0.01285+0.0058287i,-0.016946+0.011423i,-0.010855+0.0094294i,-0.0006837+0.0040307i,0.0071349-0.0022905i,0.0082178-0.0056158i,0.0054023-0.0032931i,0.003151+0.0022124i,0.0031145+0.0063304i,0.004179+0.0070366i,0.0044299+0.0051784i,-0.0019031+0.0024033i,-0.013831+0.00098753i,-0.019391+0.001385i,-0.016046+0.0027249i,-0.012529+0.0055949i
-0.090495-0.17572i,-0.07099-0.21527i,-0.031173-0.11812i,-0.029628+0.0013953i,-0.037841+0.029072i,-0.028162+0.018876i,-0.0070569+0.01628i,0.0074336+0.011638i,0.0080662+0.0029435i,0.0018804-0.0024094i,-0.0057008-0.0037389i,-0.011949-0.0037618i,-0.013648-0.00233i,-0.0069342+4.447e-05i,0.003251-0.0014855i,0.0078689-0.0056873i,0.0058935-0.0091848i,0.0033505-0.0093392i,0.007024-0.0039348i,0.014607+0.0045792i,0.016422+0.0094834i,0.014154+0.0091782i,0.013916+0.0064319i
0.071219+0.15369i,0.051314+0.181i,0.029246+0.08794i,0.041545-0.0088217i,0.053518-0.023183i,0.046594-0.013581i,0.029396-0.011031i,0.014011-0.0048934i,0.0014978+0.004705i,-0.0073667+0.013038i,-0.0063843+0.017952i,0.0005121+0.018151i,0.0038008+0.013929i,0.00073408+0.0056147i,-0.0044024-0.0016383i,-0.0078513-0.0048576i,-0.0094758-0.0036488i,-0.011236-0.0015765i,-0.012721-0.0055801i,-0.012844-0.012711i,-0.010459-0.015085i,-0.0065121-0.012788i,-0.0041112-0.0098316i
-0.058698-0.13382i,-0.052887-0.14878i,-0.05157-0.063522i,-0.067976+0.010254i,-0.065117+0.0073697i,-0.041095-0.010038i,-0.01372-0.014395i,0.0021291-0.015921i,0.0047065-0.012786i,0.002926-0.0060241i,-0.00065486-0.0027421i,-0.0044118-0.0032851i,-0.0052983-0.0034104i,-0.0038478+0.00039143i,-0.0019555+0.0046725i,-0.00060914+0.0055393i,-0.00034655+0.0041289i,-0.0005475+0.0046456i,-0.0011878+0.0092697i,-0.0023157+0.01523i,-0.0017274+0.015483i,1.2226e-05+0.0096003i,0.00081428+0.0042244i
