0.0013646+0.00089839i,0.00091303+0.00062037i,0.00081589-0.00087855i,-0.00014192-0.0015997i,-0.0021133-5.2248e-06i,-0.0031099+0.00094255i,-0.0023497+0.0014527i,-0.00057211+0.0024422i,0.00056626+0.0021469i,0.00011684+0.0011335i,-0.00071125+6.2297e-05i,-0.0010948-0.0011227i,-0.0012726-0.001475i,-0.0011031-0.00025802i,-0.00097693-0.00012957i,-0.0010036-0.00033326i,-8.0709e-06+0.00033766i,0.00073994-1.4547e-05i,0.00096732-0.00044331i,0.0010486-0.00028581i,0.0010026-0.00031123i,0.00024899-0.00023284i,-0.00038077-0.00047707i
-0.193-0.0034071i,-0.36743+0.0045406i,-0.45024-0.027262i,-0.36998-0.081173i,-0.22343-0.044873i,-0.11209+0.064301i,-0.031577+0.12867i,-0.0025275+0.12036i,-0.019498+0.088095i,-0.029386+0.057718i,-0.027598+0.042018i,-0.014847+0.038518i,-0.0016976+0.021445i,-0.0052402-0.0086063i,-0.014225-0.029498i,-0.017618-0.037009i,-0.022026-0.041248i,-0.026789-0.032492i,-0.014946-0.0088833i,0.009745+0.0032424i,0.022086+0.0057217i,0.025659+0.0084661i,0.027554+0.0033422i
0.17816-0.0043384i,0.30169-0.068009i,0.28206-0.13717i,0.11788-0.088206i,0.040741+0.026549i,0.10761+0.024722i,0.13799-0.06096i,0.10469-0.059046i,0.082177+0.0055768i,0.060311+0.028385i,0.035807+0.010153i,0.011642-0.012782i,-0.016619-0.014192i,-0.03395+0.0029494i,-0.035056+0.020511i,-0.028971+0.035376i,-0.02335+0.048605i,-0.015116+0.051816i,-0.0085015+0.042643i,-0.0095907+0.034928i,-0.014604+0.025911i,-0.025056+0.0092025i,-0.034067-0.0036417i
-0.15023-0.039999i,-0.25688-0.021257i,-0.21875+0.075986i,-0.044064+0.14863i,0.024828+0.091258i,-0.053673+0.013397i,-0.093169-0.011176i,-0.065183-0.059698i,-0.058353-0.10121i,-0.073568-0.081199i,-0.070276-0.03662i,-0.046021+0.0015536i,-0.014584+0.031238i,0.019981+0.052436i,0.049098+0.045802i,0.059909+0.0094505i,0.056787-0.025099i,0.042449-0.045921i,0.014415-0.05765i,-0.013122-0.059255i,-0.024404-0.048939i,-0.01798-0.026317i,-0.0070004-0.0050467i
0.161+0.089888i,0.30168+0.1188i,0.33238+0.047385i,0.18463-0.071872i,0.039058-0.055567i,0.029711+0.055321i,0.041346+0.089553i,-0.0039218+0.084207i,-0.020998+0.09165i,0.0091014+0.090109i,0.029598+0.077988i,0.027283+0.057158i,0.01781+0.028468i,0.0054738-0.004229i,-0.019422-0.029186i,-0.051462-0.034498i,-0.065491-0.022719i,-0.047995-0.00035003i,-0.010681+0.018802i,0.020999+0.022394i,0.032481+0.01702i,0.028227+0.012441i,0.020126+0.012218i
-0.17352-0.10897i,-0.38735-0.16399i,-0.55102-0.082066i,-0.43749+0.10993i,-0.10518+0.1418i,0.086918-0.014681i,0.058348-0.072094i,0.032362-0.0051564i,0.047977+0.025495i,0.043417+0.0010663i,0.026557-0.025162i,0.012527-0.031383i,0.0035965-0.022483i,-0.0066271-0.0047545i,-0.012828+0.023627i,-0.0088219+0.053709i,-0.0028847+0.064627i,-0.0031452+0.05414i,-0.010466+0.040121i,-0.017983+0.031729i,-0.017252+0.021557i,-0.010491+0.0023772i,-0.0051569-0.012947i
0.15053+0.14262i,0.36886+0.26885i,0.61081+0.27995i,0.63322+0.079473i,0.34339-0.12227i,0.026027-0.10781i,-0.055711-0.0061564i,-0.010468+0.018921i,0.0044321+0.01133i,-0.0062086+0.025726i,-0.011424+0.033029i,-0.01617+0.021634i,-0.021934+0.012683i,-0.010307+0.012323i,0.016935+0.0055412i,0.038453-0.0079728i,0.04671-0.014129i,0.038443-0.018108i,0.021794-0.02428i,0.012062-0.026084i,0.008573-0.01964i,0.004097-0.0037707i,-0.0023419+0.010612i
-0.083038-0.16888i,-0.18547-0.36616i,-0.33225-0.51006i,-0.44229-0.38974i,-0.37061-0.080424i,-0.13602+0.10574i,0.038462+0.081485i,0.058608+0.0068027i,0.026546-0.02181i,0.0127-0.020974i,0.012598-0.010823i,0.013247+0.0071869i,0.015004+0.024746i,0.01576+0.023019i,0.0076416+0.0074015i,-0.0043252-0.005988i,-0.0067253-0.011865i,0.0043262-0.010792i,0.017555-0.0032983i,0.0224+0.0046546i,0.016873+0.0070095i,0.009239+0.0061744i,0.0068101+0.0028467i
0.028953+0.17373i,0.027781+0.4101i,0.067207+0.63759i,0.18666+0.59988i,0.25212+0.28052i,0.16653-0.023081i,0.046404-0.12424i,0.0050292-0.087087i,0.016005-0.028404i,0.018551-0.0015388i,0.0077377+0.00030672i,0.0076786-0.0089771i,0.010118-0.026733i,0.0028538-0.03407i,-0.0022437-0.024794i,-0.0033433-0.012332i,-0.0095768-0.0053526i,-0.019108-0.0050029i,-0.02972-0.0066916i,-0.040216-0.0045532i,-0.041818-0.00071465i,-0.032834-0.0025783i,-0.021128-0.0074518i
0.02152-0.16103i,0.11186-0.39888i,0.18203-0.66583i,0.084651-0.70261i,-0.096564-0.42189i,-0.17002-0.09371i,-0.14111+0.046838i,-0.10317+0.039059i,-0.070521+0.0024533i,-0.036049-0.012991i,-0.0167-0.011985i,-0.022253-0.0050283i,-0.035307+0.01131i,-0.033708+0.02785i,-0.018557+0.027907i,-0.0060563+0.015198i,0.00013135+0.0047219i,0.0027018-0.00082756i,0.0021193-0.0083905i,0.0036452-0.018616i,0.0069074-0.019271i,0.010874-0.0058639i,0.010813+0.006071i
-0.052133+0.1191i,-0.22456+0.24813i,-0.4248+0.4059i,-0.39418+0.48231i,-0.1057+0.38152i,0.13649+0.18954i,0.15484+0.073418i,0.06796+0.076048i,0.013933+0.095421i,-0.0006395+0.062347i,-0.012598+0.024938i,-0.014899+0.022874i,0.0067355+0.029828i,0.029874+0.015694i,0.026273-0.0086707i,0.0068801-0.021311i,-0.0021205-0.020942i,-0.0034692-0.0092478i,-0.0050502+0.011297i,-0.0056429+0.030237i,-0.0048787+0.03618i,-0.0052411+0.027542i,-0.0072499+0.018692i
0.062675-0.04896i,0.24535-0.049587i,0.46701-0.023724i,0.49522-0.053666i,0.27745-0.15472i,0.02097-0.19675i,-0.063217-0.13199i,0.0093355-0.071623i,0.069785-0.06588i,0.055426-0.0564i,0.041292-0.031969i,0.046844-0.02831i,0.029424-0.035808i,-0.0098321-0.021044i,-0.033842+0.0090649i,-0.037709+0.027537i,-0.038641+0.029935i,-0.032245+0.022365i,-0.017727+0.012007i,-0.0059222+0.0031166i,0.0035749-0.0065328i,0.010062-0.014966i,0.013401-0.014551i
-0.055176+0.026178i,-0.19812-0.032001i,-0.36744-0.14076i,-0.4123-0.15525i,-0.3085-0.014255i,-0.13542+0.11582i,-0.012348+0.10884i,-0.0034124+0.028277i,-0.040267+0.0038623i,-0.038065+0.032817i,-0.020962+0.031295i,-0.031153+0.010423i,-0.039222+0.013755i,-0.012495+0.030097i,0.024473+0.035555i,0.04591+0.033171i,0.054353+0.031161i,0.050213+0.021589i,0.03917+0.0044335i,0.032185-0.011229i,0.023892-0.020893i,0.0055092-0.020699i,-0.012523-0.014961i
0.024459-0.0012931i,0.1059+0.10435i,0.19468+0.2818i,0.22023+0.34547i,0.18275+0.20535i,0.099085+0.018989i,0.024922-0.05529i,0.005847-0.021556i,0.017543+0.021485i,0.013252+0.034536i,-0.0055069+0.053799i,-0.0010107+0.076664i,0.017738+0.064649i,0.016219+0.020404i,-0.0010062-0.022232i,-0.010879-0.046607i,-0.0084797-0.056137i,-0.0045186-0.045782i,-0.0041542-0.017993i,-0.0088888+0.0057286i,-0.015719+0.017712i,-0.012642+0.024196i,0.00035292+0.026124i
0.013173+0.0011691i,0.034793-0.10225i,0.092539-0.27057i,0.1358-0.31525i,0.097196-0.1522i,0.02982+0.04192i,-0.016255+0.11648i,-0.033909+0.090655i,-0.037261+0.043245i,-0.028539+0.019189i,-0.0042544-0.0032846i,0.0078954-0.039123i,-0.0065134-0.050641i,-0.020636-0.024373i,-0.023642+0.008525i,-0.030959+0.028939i,-0.039616+0.03693i,-0.033305+0.029769i,-0.019043+0.010081i,-0.014919-0.0071412i,-0.014319-0.0095433i,-0.0039886-0.0083991i,0.0072114-0.015447i
-0.042468-0.025986i,-0.11472+0.024062i,-0.22404+0.10988i,-0.25023+0.11323i,-0.12099+0.013505i,0.037429-0.065448i,0.09554-0.07143i,0.063797-0.026618i,0.042735+0.0081761i,0.040508-0.012844i,0.005985-0.036237i,-0.035298-0.015226i,-0.03496+0.015343i,-0.0028318+0.016337i,0.027367-0.00090882i,0.047037-0.0083352i,0.056624-0.00038475i,0.048306+0.0044951i,0.027292+0.00014122i,0.013095-0.0011451i,0.0077818+0.003035i,-0.0037086+0.0078728i,-0.018852+0.013119i
0.039258+0.041847i,0.109+0.036335i,0.19082+0.0047667i,0.18143+0.013135i,0.070119+0.046188i,-0.035254+0.022734i,-0.066908-0.023221i,-0.030515-0.04073i,0.001734-0.035586i,0.0056228-0.009777i,0.026395+0.019545i,0.060198+0.025879i,0.067218+0.010869i,0.041128-0.0059241i,0.0044528-0.016005i,-0.020881-0.03103i,-0.031997-0.048973i,-0.0334-0.045824i,-0.028718-0.021509i,-0.021336-9.0306e-05i,-0.01343+0.0057575i,-0.0036366+0.0040743i,0.0060527+0.0034706i
-0.036644-0.069253i,-0.10984-0.099972i,-0.17875-0.10728i,-0.1427-0.12472i,-0.022186-0.14817i,0.069701-0.11378i,0.094578-0.054153i,0.07606-0.037486i,0.047892-0.032732i,0.036695-0.020522i,0.026739-0.031707i,-0.0026816-0.047708i,-0.029803-0.032733i,-0.034666-0.00077259i,-0.027836+0.023731i,-0.025328+0.04253i,-0.026488+0.051648i,-0.019631+0.040656i,-0.0073081+0.01646i,0.00038076-0.0031789i,0.007431-0.010608i,0.012975-0.013745i,0.010552-0.015685i
0.02269+0.091869i,0.068877+0.15785i,0.080079+0.19712i,-0.019004+0.19398i,-0.16133+0.14045i,-0.22146+0.050926i,-0.18025-0.0094105i,-0.11463-0.014701i,-0.080648-0.0013677i,-0.078786+0.014211i,-0.079345+0.039338i,-0.057398+0.056945i,-0.025801+0.046571i,-0.0046255+0.024609i,0.013309+0.009252i,0.036559+0.00094684i,0.054715-2.4419e-05i,0.053364+0.0037867i,0.034469+0.0083504i,0.016912+0.012192i,0.0068945+0.010238i,-0.0034117+0.0052074i,-0.0096344+0.0056737i
-0.0047155-0.096881i,-0.022105-0.15138i,0.0017397-0.13339i,0.097347-0.025765i,0.17593+0.11804i,0.16268+0.21111i,0.080777+0.20266i,0.01254+0.14851i,0.0073339+0.10282i,0.033072+0.061302i,0.048445+0.026427i,0.046449+0.0047426i,0.029215-0.0066801i,0.011955-0.0087553i,0.0010662-0.012752i,-0.015101-0.025127i,-0.0298-0.034407i,-0.030144-0.028958i,-0.019956-0.013902i,-0.012334-0.0036646i,-0.013933+0.0018991i,-0.014179+0.0090016i,-0.0079687+0.013791i
-0.0086674+0.090994i,0.0052282+0.13594i,0.0092233+0.098831i,-0.0046978-0.020778i,0.0033733-0.14255i,0.026203-0.18333i,0.037657-0.12572i,0.036997-0.053807i,0.017402-0.033852i,-0.017493-0.040981i,-0.043207-0.038177i,-0.045669-0.021659i,-0.029297-0.0007633i,-0.013755+0.012138i,-0.011307+0.019442i,-0.018446+0.033238i,-0.024143+0.044493i,-0.018399+0.036117i,-0.0077044+0.012763i,-0.0013126-0.0049425i,0.0046932-0.00776i,0.011227-0.0054727i,0.013426-0.0042495i
0.020934-0.097189i,0.011936-0.14418i,-0.0021333-0.11235i,-0.020608-0.006781i,-0.051392+0.10041i,-0.051736+0.13853i,-0.013527+0.089518i,0.017766+0.028685i,0.025862+0.024582i,0.031442+0.050881i,0.035625+0.058374i,0.02181+0.043333i,0.0013582+0.026495i,-0.0036651+0.017876i,0.0070256+0.010059i,0.027043-0.0010085i,0.044326-0.0095711i,0.03988-0.013022i,0.020181-0.0078205i,0.007539+0.0016846i,0.0036955+0.0036816i,-0.0019034-0.0022177i,-0.0082463-0.0073097i
-0.027683+0.08589i,-0.026655+0.12122i,-0.0014583+0.085723i,0.058875+6.7268e-05i,0.14787-0.082139i,0.18052-0.13402i,0.11958-0.13029i,0.052017-0.087322i,0.029579-0.063914i,0.018958-0.062243i,0.013786-0.055699i,0.018868-0.03967i,0.022832-0.020205i,0.022253-0.012674i,0.013442-0.020245i,-0.0065432-0.031391i,-0.024144-0.035963i,-0.024222-0.024592i,-0.011983-0.0069349i,-0.0037465+0.00040926i,-0.0042373+0.0028374i,-0.0033524+0.0084734i,-0.00061313+0.011471i
0.039002-0.0878i,0.026325-0.12745i,-0.023381-0.11423i,-0.10224-0.088004i,-0.19248-0.084064i,-0.22103-0.058946i,-0.15431-0.016588i,-0.082471-0.00053497i,-0.061111+0.017623i,-0.049186+0.047549i,-0.030256+0.051277i,-0.018236+0.028487i,-0.010604+0.0032619i,-0.011373-0.0073662i,-0.017496+0.0032436i,-0.017836+0.027354i,-0.012964+0.043577i,-0.0049086+0.033409i,0.00029168+0.0073611i,-0.00051551-0.0070211i,0.00065115-0.0074925i,0.0062918-0.0075024i,0.0082877-0.006441i
-0.041867+0.083811i,-0.041794+0.12992i,-0.01668+0.14043i,0.0045637+0.15395i,0.026118+0.18372i,0.052595+0.16552i,0.042251+0.093224i,0.0067048+0.042387i,0.011278+0.022997i,0.036377-0.00482i,0.031933-0.020688i,0.011219-0.006098i,-0.0018674+0.013136i,-0.000273+0.024384i,0.016247+0.023065i,0.03637+0.0074534i,0.04244-0.0074399i,0.026362-0.0086641i,0.0030836+0.00019214i,-0.0073937+0.007336i,-0.0081876+0.0049562i,-0.011281-0.0031635i,-0.012398-0.0061316i
0.054365-0.078599i,0.063895-0.11948i,0.051814-0.11101i,0.061278-0.08277i,0.074627-0.081443i,0.030367-0.073248i,-0.019441-0.01043i,-0.0073824+0.046793i,0.004077+0.037861i,-0.022072+0.012481i,-0.038881+0.004883i,-0.028051-0.0030451i,-0.012218-0.010987i,-0.0060868-0.018708i,-0.012661-0.030747i,-0.030294-0.037389i,-0.038098-0.032469i,-0.024539-0.020322i,-0.005035-0.008736i,0.005684-0.0041937i,0.0062521-0.00085761i,0.0032855+0.0067708i,0.0010243+0.012906i
-0.063381+0.075637i,-0.076001+0.11865i,-0.055584+0.11097i,-0.05029+0.061766i,-0.061679+0.035424i,-0.025505+0.046045i,0.04115+0.032354i,0.064154-0.0012827i,0.052281-0.0049653i,0.042914+0.0047055i,0.030127+0.0044934i,0.0083536+0.002598i,-0.011165+0.0046743i,-0.022097+0.015502i,-0.024242+0.032662i,-0.016549+0.047582i,-0.0076475+0.049587i,-0.0064183+0.033531i,-0.0087463+0.012838i,-0.0095373+0.0023448i,-0.0058824+0.0030229i,0.0021472+0.0052311i,0.0087425+0.0051905i
0.083778-0.070112i,0.10432-0.11928i,0.080142-0.11327i,0.057341-0.036716i,0.06624+0.030025i,0.057409+0.004982i,0.0059681-0.049917i,-0.029696-0.055167i,-0.028404-0.042278i,-0.025255-0.032732i,-0.020091-0.015154i,-0.0058812+0.0036133i,0.0083083+0.014801i,0.025635+0.017414i,0.044048+0.0059899i,0.049563-0.01411i,0.042901-0.021247i,0.030582-0.0096418i,0.016638+0.0038981i,0.0080987+0.008137i,0.0020814+0.0035182i,-0.0039669-0.003635i,-0.0081992-0.0089603i
-0.087371+0.05879i,-0.11715+0.098779i,-0.078199+0.091996i,-0.0021407+0.014313i,0.038583-0.064835i,0.031472-0.05273i,0.020512+5.2438e-05i,0.0076006+0.0069814i,-0.015756+0.0031369i,-0.0176+0.022905i,0.0017029+0.030662i,0.009147+0.015964i,0.0067018+0.0025442i,-8.1414e-05-0.0096103i,-0.018476-0.020727i,-0.036831-0.021138i,-0.038814-0.019343i,-0.02233-0.022124i,-0.0027994-0.023693i,0.0029718-0.022855i,-0.00073304-0.018009i,-0.0036302-0.0074018i,-0.0058684+0.0024938i
0.10429-0.043665i,0.13929-0.087306i,0.090058-0.10677i,-0.028946-0.077966i,-0.11572-0.028919i,-0.10251-0.013007i,-0.049865-0.020815i,-0.025893-0.0093815i,-0.011907+0.016847i,0.0069283+0.019916i,0.010559+0.0057952i,0.0038615+0.0015366i,-0.00089146+0.0038342i,-0.0044835+0.014539i,-0.00037822+0.032163i,0.0093627+0.042145i,0.010017+0.040424i,0.0006511+0.029293i,-0.0084683+0.015078i,-0.010427+0.0096967i,-0.0029727+0.010523i,0.008282+0.0076283i,0.015145+0.0020403i
-0.10789+0.037292i,-0.15406+0.075281i,-0.12421+0.12019i,-0.020157+0.15241i,0.074394+0.14802i,0.078657+0.11329i,0.028603+0.084255i,0.011162+0.075524i,0.024611+0.054667i,0.019609+0.023394i,0.0037623+0.0064899i,-0.0021174-0.0012268i,-0.0019479-0.0049615i,0.0035762-0.010232i,0.0125-0.022128i,0.016813-0.030409i,0.019386-0.026533i,0.018961-0.013455i,0.010378+0.001627i,0.0035852+0.010047i,0.0011803+0.0070427i,-0.002928-0.0011139i,-0.0075334-0.005967i
0.11773-0.014898i,0.17911-0.041362i,0.17662-0.088469i,0.11063-0.15232i,0.039288-0.19302i,0.0078916-0.15976i,0.021157-0.076824i,0.040372-0.026312i,0.032914-0.010658i,0.018413-0.0037384i,0.0062085-0.0020082i,-0.0044785+0.0019315i,-0.0081855+0.00095577i,-0.015737-0.002613i,-0.028178-0.00045505i,-0.033959+0.0020025i,-0.03225-0.00017954i,-0.023731-0.0044367i,-0.010347-0.0051818i,-0.0023107-0.0046827i,-0.0038175-0.0014911i,-0.0065609+0.0078134i,-0.0058924+0.015044i
-0.11628-0.00067528i,-0.18308+0.011072i,-0.20183+0.047692i,-0.18817+0.11676i,-0.16161+0.17718i,-0.10397+0.15072i,-0.053535+0.048382i,-0.033668-0.017318i,-0.014278-0.029607i,-0.0036013-0.029284i,-0.0036805-0.019147i,-0.00052241-0.0077323i,-0.00071847+0.0012166i,0.0028656+0.014489i,0.015633+0.02314i,0.020475+0.024773i,0.015084+0.026638i,0.0079377+0.023026i,0.0017643+0.0092669i,-0.0012615-0.0021654i,0.00080639-0.0047112i,0.0067558-0.0047534i,0.010908-0.0057046i
0.11719+0.022522i,0.18948+0.028491i,0.22065+0.024057i,0.24593+0.0018338i,0.26374-0.041307i,0.1884-0.067411i,0.070619-0.038884i,0.012706-0.01428i,-0.0087953-0.017845i,-0.022358-0.0090453i,-0.021166+0.0030274i,-0.017091+0.0063128i,-0.010356+0.011125i,0.00061997+0.0073134i,0.0049291-0.0059649i,0.0055328-0.014724i,0.011264-0.017221i,0.015597-0.013526i,0.011447-0.0034616i,0.0064818+0.0035851i,0.0014728+0.00048639i,-0.0049208-0.0071907i,-0.011002-0.009962i
-0.11438-0.036368i,-0.17775-0.058521i,-0.18733-0.084756i,-0.20034-0.11998i,-0.23956-0.11563i,-0.19067-0.047279i,-0.074886-0.0054457i,-0.02145-0.0040899i,-0.016954+0.013048i,-0.0042827+0.026841i,0.0084503+0.021921i,0.014217+0.016546i,0.011708+0.011427i,-0.0002423+0.0079304i,-0.012531+0.0081983i,-0.020358+0.0047126i,-0.02377-0.0034865i,-0.019492-0.010413i,-0.0075338-0.013145i,0.00077985-0.010084i,-0.00057074-0.002098i,-0.0034741+0.0076864i,-0.0023985+0.012499i
0.10521+0.048644i,0.15355+0.079141i,0.12227+0.12192i,0.086402+0.20403i,0.1278+0.2463i,0.13795+0.16915i,0.067321+0.078579i,0.017459+0.053348i,0.015215+0.043909i,0.013405+0.024713i,0.0073374+0.0051579i,0.0049527-0.0097776i,0.004951-0.011384i,0.0081214-0.0058513i,0.01046-0.0011957i,0.010174+0.0070208i,0.0086381+0.01582i,0.0022038+0.016559i,-0.0086179+0.0085605i,-0.015252+0.0034183i,-0.0098793+0.0050702i,0.0030841+0.0043484i,0.010773+0.00042387i
-0.09773-0.059701i,-0.13355-0.087803i,-0.060718-0.11407i,0.046736-0.19326i,0.049975-0.25526i,0.002819-0.18652i,0.0025221-0.067196i,0.017947-0.014901i,0.010949-0.0049469i,0.0061752+0.0036157i,0.0036753+0.0090584i,-0.0040237+0.012018i,-0.0055078+0.0083718i,-0.0026603+0.00025857i,0.0018734-0.0048672i,0.0089487-0.0093127i,0.015828-0.012929i,0.017489-0.0098021i,0.013639-0.00027669i,0.01028+0.0052148i,0.0075285-0.00021482i,0.00075568-0.006088i,-0.0040666-0.0046197i
0.085849+0.076526i,0.11532+0.099145i,0.01886+0.091606i,-0.13942+0.12403i,-0.17862+0.17505i,-0.097584+0.13498i,-0.034097+0.040091i,-0.016741+0.0023524i,-0.00018165+0.0047656i,0.0067226-0.0011476i,0.0049841-0.0052234i,0.0068191-0.0061512i,0.0025906-0.0041931i,-0.0043853+0.0024508i,-0.0073481+0.0044012i,-0.01386+0.00041859i,-0.022475-0.002346i,-0.02108-0.0023776i,-0.0099165-0.0049173i,-0.0030636-0.0093003i,-0.003712-0.0059373i,-0.0028232+0.0033857i,0.00038421+0.0074012i
-0.082272-0.082444i,-0.10981-0.090157i,-0.017226-0.027966i,0.15671+0.016297i,0.22571-0.013957i,0.14377-0.049367i,0.050177-0.036195i,0.022052-0.02022i,0.016392-0.023793i,0.0053426-0.017867i,-0.0052256-0.0075397i,-0.012962-0.0032524i,-0.014439-6.9652e-05i,-0.010146+0.0015889i,-0.0048023+0.0043288i,-0.00013634+0.013035i,0.0040746+0.022621i,0.0057267+0.024327i,0.0020169+0.020342i,-0.0016042+0.016747i,0.00083314+0.0098546i,0.0045458-0.00038709i,0.0022629-0.0068361i
0.064066+0.093924i,0.10104+0.10071i,0.045697+0.0054498i,-0.089475-0.10967i,-0.16789-0.12327i,-0.12879-0.054882i,-0.056811-0.013133i,-0.030568-0.0054879i,-0.029608+0.0068367i,-0.021674+0.012901i,-0.0091144+0.012128i,0.0013003+0.015399i,0.0057478+0.016299i,0.0050406+0.012336i,0.00566+0.0053895i,0.0089425-0.0066546i,0.012004-0.017678i,0.012543-0.019145i,0.011725-0.013783i,0.010948-0.010156i,0.0038414-0.0089984i,-0.0062562-0.0062157i,-0.0091468-0.0017788i
-0.056397-0.10639i,-0.10514-0.11434i,-0.1055-0.0030037i,-0.036979+0.15715i,0.037345+0.21068i,0.052836+0.1353i,0.026642+0.058308i,0.01324+0.027347i,0.013991+0.014662i,0.010466+0.010893i,0.0063483+0.00718i,0.0051257+0.0020691i,0.0053432+0.0033582i,0.005076+0.0037684i,-0.002219-0.0001095i,-0.014731+0.00052125i,-0.022777+0.0030719i,-0.02201+0.00064521i,-0.017437-0.0050583i,-0.013472-0.0063399i,-0.008453-0.00045423i,-0.0017416+0.0049309i,0.00091138+0.0056119i
0.038708+0.11186i,0.093212+0.13683i,0.1435+0.04642i,0.15122-0.10105i,0.10586-0.15988i,0.051531-0.103i,0.02078-0.038841i,0.0022268-0.015094i,-0.0096013-0.0086554i,-0.0090124-0.0051829i,-0.0066009-0.0045095i,-0.0092756-0.0049017i,-0.009594-0.0047984i,-0.0069599-0.00094574i,-0.0013176+0.0062788i,0.0083183+0.012087i,0.016103+0.014761i,0.017393+0.012472i,0.011803+0.0077796i,0.0056829+0.0038008i,0.0045544-0.00044117i,0.0047615-0.0014937i,0.0030035+0.0023128i
-0.022408-0.12186i,-0.077085-0.16779i,-0.15872-0.11514i,-0.21274+0.00043404i,-0.17688+0.064646i,-0.089187+0.053236i,-0.025352+0.02961i,0.00095334+0.022464i,0.010515+0.023207i,0.0099721+0.020724i,0.0047098+0.01577i,0.002997+0.0090362i,0.0032783+0.001408i,0.0056768-0.0042948i,0.0092128-0.011382i,0.0080333-0.020641i,0.0042071-0.025683i,0.0010162-0.022173i,-0.0022979-0.013382i,-0.0069087-0.005857i,-0.01058-0.0013204i,-0.0075669+0.00074337i,-1.0316e-05+0.0012298i
0.007405+0.12493i,0.045961+0.19119i,0.12834+0.18029i,0.19527+0.11378i,0.17472+0.060162i,0.10607+0.025058i,0.04951-9.6898e-05i,0.020128-0.0025434i,0.013861-0.0017402i,0.014835-0.0062561i,0.01463-0.0052041i,0.010842-0.0028993i,0.0039008-0.0018221i,-0.0037474+0.00014173i,-0.011277+0.0032956i,-0.01748+0.0082473i,-0.020349+0.01349i,-0.015592+0.016111i,-0.006823+0.015339i,0.00080223+0.014191i,0.0056778+0.011366i,0.0050614+0.0054649i,0.0023354-0.0012115i
0.019577-0.1263i,0.00062521-0.20836i,-0.060603-0.22763i,-0.10817-0.19245i,-0.090496-0.15234i,-0.061066-0.095388i,-0.039099-0.034127i,-0.016314-0.0087146i,-0.0099959-0.0035099i,-0.013408-0.0015311i,-0.015003-0.00074863i,-0.013463+0.0040359i,-0.0099061+0.010238i,-0.0041645+0.015408i,0.0034728+0.017866i,0.01239+0.016307i,0.018381+0.011892i,0.016007+0.005535i,0.010873-0.0012356i,0.0087317-0.0083458i,0.0059731-0.010987i,0.0033817-0.0064681i,0.0013682-0.00084381i
-0.042539+0.11988i,-0.050187+0.20751i,-0.020621+0.23388i,-0.0085192+0.20398i,-0.034423+0.16717i,-0.026974+0.10658i,-0.0049677+0.036166i,-0.0043506+0.0051817i,-0.0029951+0.0044035i,0.0006092+0.0097849i,0.00099565+0.012664i,-2.9635e-05+0.010794i,-0.0024596+0.0081257i,-0.0026338+0.0030915i,-0.0031656-0.0058551i,-0.0064002-0.013532i,-0.008877-0.016363i,-0.0096029-0.013638i,-0.0099859-0.0072912i,-0.010626-0.00010146i,-0.0089523+0.0046541i,-0.0051563+0.0035788i,-0.0016025+0.00023661i
0.062036-0.10919i,0.091718-0.18883i,0.087142-0.19565i,0.10044-0.13458i,0.12803-0.086778i,0.087724-0.056482i,0.028153-0.023456i,0.012543-0.0091907i,0.0084649-0.010075i,0.00068858-0.010032i,-0.0019197-0.013294i,-0.0013925-0.015336i,0.00060938-0.010651i,0.0005964-0.0029379i,-0.0036118+0.0036724i,-0.0082707+0.0098553i,-0.0092009+0.014848i,-0.0054516+0.013991i,0.0005481+0.0085526i,0.005564+0.0022351i,0.0069881-0.0024674i,0.002716-0.0026895i,-0.0038855-0.0004536i
-0.08233+0.095012i,-0.1271+0.16258i,-0.1276+0.14594i,-0.13+0.051157i,-0.14286-0.0060787i,-0.094826+0.0014154i,-0.031099+0.0085989i,-0.015982+0.0061744i,-0.015295+0.013669i,-0.0094392+0.02088i,-0.0082393+0.022116i,-0.0073529+0.017865i,-0.004571+0.0099741i,0.0011948+0.0035633i,0.0089882-0.0010121i,0.015593-0.0043147i,0.019006-0.0056289i,0.01571-0.0057996i,0.0059835-0.0063185i,-0.0055424-0.0070536i,-0.013065-0.0049763i,-0.010855-0.00043779i,-0.0033555+0.0040496i
0.095706-0.080026i,0.14598-0.13113i,0.12963-0.092705i,0.098715+0.036165i,0.10049+0.11319i,0.081985+0.08179i,0.041005+0.038519i,0.024854+0.027701i,0.027097+0.017055i,0.027196+0.0029059i,0.026279-0.0027206i,0.020713+0.00096799i,0.012944+0.0044448i,0.0056032+0.0020477i,-0.001763-0.0031094i,-0.0077736-0.0084186i,-0.010339-0.010924i,-0.0076932-0.0069214i,-0.0034366+0.0012468i,0.000506+0.010082i,0.0056563+0.01402i,0.0090193+0.0091743i,0.0090445+0.0016449i
-0.10471+0.053053i,-0.15892+0.092356i,-0.11706+0.057285i,-0.028831-0.06544i,0.0044292-0.1483i,-0.002573-0.11423i,-0.00015211-0.052423i,-0.001493-0.029808i,-0.012169-0.020158i,-0.017382-0.01115i,-0.01996-0.0081035i,-0.017231-0.0078935i,-0.012104-0.0063855i,-0.0085907+9.5421e-05i,-0.0057424+0.0087958i,-0.003295+0.015827i,-0.00082146+0.017466i,0.0014705+0.012166i,0.0059751+0.005208i,0.010619-0.0028385i,0.0093681-0.0094236i,0.0037681-0.008573i,-0.0012088-0.0046223i
