0.0065121-0.00045211i,0.0047938-0.0039578i,0.0033245-0.006752i,0.00042379-0.0062107i,-0.0029953-0.0035597i,-0.0043044+0.00041843i,-0.0022748+0.0016226i,-0.00012222+0.001243i,0.0012901+0.00033387i,0.0009248-0.00094561i,-0.00049141-0.00097663i,-0.001098-0.00015633i,-0.0022089+0.00088614i,-0.0031984+0.0015847i,-0.0030554+0.001337i,-0.0019199+0.00075823i,0.00013426-0.0003128i,0.00080852-0.0006313i,6.9373e-05+0.00017457i,0.00043763+0.00048599i,0.00068494-0.00011329i,-0.00010994-0.00074418i,-0.0005342-0.00094103i
0.0019217-0.00027248i,0.0014066-0.00070516i,0.0011421-0.001773i,-0.00029047-0.0015537i,-0.0012645-0.0011161i,-0.00071408-0.00044473i,-3.5256e-05+0.00018011i,-7.032e-06+0.00017722i,0.00017526+3.1713e-05i,-7.8876e-05-0.00026731i,-0.00065251+8.8964e-05i,-0.001129+0.00093614i,-0.0018988+0.0011889i,-0.0020333+0.0012907i,-0.0013153+0.00038035i,-0.0004541-0.00085129i,0.00040634-0.00067797i,0.00053175-0.00036593i,0.00032951-0.00019349i,0.00091073+2.5567e-05i,0.00082312+4.41e-05i,0.00020306-0.00017857i,-0.00041065-0.00044601i
-0.00013522+0.00082698i,-0.00059479+0.00077752i,-8.3097e-05+0.0006047i,-3.0774e-05+0.00047564i,-0.00088426-0.00075964i,-0.00018836-0.0018904i,0.0002818-0.0018192i,-0.000571-0.0012231i,-0.00055892-0.00090737i,-0.00013566+1.0908e-05i,-0.00014425+0.00026384i,-0.00039648+0.00066534i,-0.00042791+0.001213i,0.00035868+0.0009626i,0.00051189+0.00091577i,-0.00058161-0.00012385i,-0.00063708-0.00064061i,-9.6836e-05-0.00041572i,-0.00027303-4.6485e-06i,-0.00013461+0.00053363i,2.2072e-05+0.00054535i,-0.00022942-9.6642e-05i,-0.00066759-0.00066504i
-0.00099505-0.00033279i,-0.0012355+0.00014833i,-0.00063823+0.00033772i,-0.00020286+0.00038829i,0.00064301+0.00066206i,0.00081734+0.00042555i,0.00018338-0.00070055i,-0.00014169-0.001785i,8.774e-05-0.0014759i,0.00031315-0.00029648i,-7.363e-05+0.00076937i,0.00025893+0.0010396i,0.00041248+0.00017382i,-0.00019782+0.00025785i,-0.00021467+0.00044515i,0.00045059-0.000608i,-0.00020962-0.0006527i,-0.00071473-0.00067297i,2.4398e-05-0.00078374i,5.4919e-05-4.6596e-06i,8.992e-05+0.00015284i,0.00064287+0.00035074i,0.00059401+0.0010663i
0.0022441+0.001419i,0.0013757+0.0021676i,0.00105+0.0012805i,0.0006559+2.9344e-05i,0.00026627-0.0010272i,0.00032425-0.0012182i,0.00036637-0.00070029i,0.00056537-0.00060802i,0.0007587-0.00064794i,0.0001192-0.00076432i,-0.00055835-0.00037609i,-0.00073476-0.00027905i,-0.00023267+8.7539e-05i,0.00017875+0.0004416i,-0.0005087+0.00074775i,-0.00066603+0.00055832i,0.00076854+0.00020319i,0.00085607+0.00017877i,-0.00085109+0.00013208i,-0.0010934+0.00038563i,-6.5549e-05+6.6869e-05i,0.00061902-0.00058355i,0.00098287-0.00052792i
-0.0014666-0.0016669i,-0.0019732-0.0020275i,-0.0016909-0.0013081i,-0.00043162+0.00033864i,-0.00017997+0.0012332i,0.00020807+0.00095066i,0.00093646-4.0803e-05i,0.00072159-0.00082777i,0.00015985-0.00014734i,0.00023672+0.00062506i,0.00023715+0.00071549i,0.00040613+0.00024941i,0.00056706+0.00036815i,0.00035827+0.00012491i,0.0010007+0.00025204i,0.0005576+0.00094718i,-0.00059977+0.0010369i,-4.4287e-05+0.00044024i,0.00022412-0.00045777i,-9.3786e-05-0.00075308i,-0.00066729-0.00054362i,-0.0011781-0.00075243i,-0.0009088-0.0010388i
-0.0014203-0.00040743i,-0.0013366-6.17e-05i,-0.0012141+0.00072266i,-0.00083633+0.0010897i,-0.0004525+4.9944e-05i,-0.00011657-0.0012042i,-0.00038141-0.0017338i,-0.00065269-0.00186i,-0.00049384-0.00081031i,-0.00053827+0.00059935i,-0.00060783+0.0013621i,-1.4097e-05+0.0013456i,0.00067468+0.00071274i,0.00063203+0.0006985i,0.00054996+0.00096292i,0.00053157+0.00083396i,8.8274e-05+0.00051018i,0.00015052+0.00012938i,0.0002372-0.00025782i,0.00050694-0.00030875i,0.00043778-8.1673e-05i,-0.00087169+0.00037692i,-0.0013612-0.00015344i
-0.0011847-0.00099851i,-0.0011465-0.0008728i,-0.00057807-0.0015546i,-0.00014965-0.0011557i,7.3803e-05-0.00020942i,0.00029228-0.00057228i,0.00044117-0.0013212i,0.00041735-0.0014152i,0.00069066-0.001041i,0.0010854-0.00016148i,0.00069296+0.00072257i,0.00026531+0.00053147i,0.00010576-8.145e-05i,-0.00071794+0.00019221i,-0.00077668+0.0010007i,-0.0001156+0.00084541i,-0.00062583+0.00082408i,-0.00065278+0.0011249i,0.00022479+0.00017432i,-1.8838e-05-0.00013299i,-0.00019493-0.00011355i,-4.552e-05-0.00040349i,0.00030384-0.00040109i
0.00058522-0.00018555i,-1.7689e-05-0.00046058i,0.00045476+7.632e-05i,0.00027788+0.00053896i,-0.00019626-0.00020023i,0.00019552-0.0015257i,0.00033365-0.0019386i,6.283e-05-0.0011298i,0.00033537-0.00086392i,0.00052359-0.0011879i,0.00034282-0.00073687i,-0.00010288-0.00018337i,-0.00031032+3.2999e-05i,-0.00027132+0.00027326i,-7.1956e-05+0.00071006i,0.00015731+0.00046537i,0.0002132+8.51e-05i,0.00035203+8.6906e-05i,2.6747e-06-6.4242e-05i,-7.0189e-05-0.00018252i,-0.00040091-0.00025195i,-0.00071634+0.0003925i,0.00058694+0.00051232i
-0.00085915-0.0010078i,-0.00061849-0.00079842i,-0.0015086-0.00087655i,-0.001437-0.00017605i,-0.00026215+7.2663e-05i,0.00099426-0.0001157i,0.00091825-0.00040245i,-1.4078e-05-0.00031312i,-0.00037719+0.00065782i,-2.6675e-05+0.0014802i,0.00065037+0.0021961i,0.0004074+0.0017878i,-1.153e-05+0.0011889i,-0.00018386+0.0010367i,-6.8992e-05+0.00033025i,0.00031577-0.00031192i,0.00073552-0.00010421i,0.00053788+0.00047609i,0.00024119+0.00029072i,0.00066292-0.00018393i,0.00091686-4.2276e-05i,0.0010881+0.00018361i,0.00093688+0.00040264i
0.001663-2.8173e-05i,0.0010396-0.00096572i,0.0016533-0.0014011i,0.00096538-0.00054695i,-0.00034895-0.0008435i,-0.00037164-0.0012144i,0.00016657-0.00086089i,0.0005276-0.00016436i,0.00044886+0.00020326i,0.00038789+0.00030833i,0.00027743+0.00040267i,0.00022928+0.00033999i,0.00032584+0.0002739i,-0.00024435+0.00012831i,-0.0011353+9.8713e-05i,-0.00094087-0.00051561i,-0.00012205-0.00083493i,0.00019444-0.00038988i,0.00010397-0.00050395i,9.8775e-05-0.0008845i,0.00023159-0.00065246i,8.4327e-05-0.0005727i,-0.00028556-0.00014381i
-0.0026771-0.0007574i,-0.0034131-0.00012745i,-0.0032424+0.00078624i,-0.0021064+0.0013989i,-0.0003639+0.00085477i,0.0011913+0.00046106i,0.0010584-0.00042552i,-0.0004533-0.0012362i,-0.0007502-0.00071281i,0.00027429+0.00045805i,9.6197e-05+0.0015059i,9.5064e-05+0.0011444i,0.00082829+0.00050943i,0.0011835+0.000609i,0.0014165+0.00034633i,0.0017001+0.00055062i,0.00080312+0.00057025i,-0.00013747-0.00026541i,0.00025376-0.00075921i,-2.0868e-05-0.00091468i,-0.00045418-0.0007197i,-0.00028441-0.00048027i,-0.00036749-0.00014207i
0.00073518+0.00031303i,6.5145e-05-0.0013797i,-0.00065995-0.001953i,-0.00071228-0.0013708i,0.00043827-0.0015009i,0.0015015-0.0015855i,0.0012209-0.0014999i,0.00069584-0.0011957i,-7.2088e-05-0.0012302i,-0.00063133-0.0011175i,-0.00025788-0.00047232i,-0.00021527+2.3761e-05i,-0.00096195+0.0010512i,-0.00086807+0.0011566i,0.00023712+0.00022861i,0.0010177-0.00053867i,0.0012736-0.0012431i,0.00042113-0.0014787i,-0.00034617-0.00041564i,-0.00030087-5.8997e-05i,7.9508e-05-0.00056668i,0.00025012-0.00023043i,2.2841e-05-0.00043586i
-0.00026223+7.9686e-05i,-0.00049366+0.00024893i,-0.00022818+0.0010493i,0.00024692+0.0018026i,0.00074765+0.0019414i,0.0014626+0.00085826i,0.0010996-9.0751e-05i,0.00020453-5.5171e-05i,-0.0001772+0.00034737i,-5.3331e-06+0.00082708i,0.00037283+0.0015232i,0.00083723+0.0012371i,0.00072178-0.00013039i,0.00042968-0.00095913i,0.000383-0.00057443i,-0.00035+0.00039964i,-0.00094762+0.00010935i,-0.00053515+0.00012294i,-1.9129e-05-5.8559e-05i,0.0001058-0.00045158i,0.00027494-0.00067872i,6.4603e-05-0.00057842i,-0.00019419+9.7682e-05i
4.4332e-05-0.00050637i,0.00084873-0.0019576i,0.00034406-0.001521i,0.00050561-0.00059916i,0.0012088-0.00074945i,0.0016627-0.0013633i,0.0021942-0.0016938i,0.0010863-0.0008153i,-7.6671e-05+0.0009525i,-1.0512e-06+0.0015464i,0.00017534+0.00088587i,9.3771e-06-4.1142e-05i,-8.3461e-05-0.00041119i,-0.0010827-0.00044064i,-0.00038971-0.0005673i,0.00055909-0.00027429i,-0.00016005+0.00033056i,-0.00091552+0.00027159i,-0.00049754-8.2435e-05i,0.00031769-5.6113e-05i,0.00012341+0.00056822i,-1.1168e-05+0.00094984i,-0.00051914+0.0006969i
-0.0010435-2.7272e-05i,-0.0005921+0.00058787i,0.00048944+0.00028639i,0.00094633-0.00030336i,-0.00020814+0.00011977i,-9.6498e-05-0.00030449i,0.00029719-0.0010384i,0.00022766-0.00064715i,0.00022544+0.00018327i,0.00031322+0.00044806i,7.5982e-05+2.3862e-05i,-0.00057252-0.00021938i,-0.00033166-2.872e-05i,9.167e-05+8.7174e-05i,0.0002429-0.00032595i,0.00042865-0.00034381i,0.00030925-0.00032516i,-0.00018847-0.00049603i,-0.00013904+0.0001531i,-0.0005742-4.946e-05i,-0.001008-4.5722e-05i,-0.00024844+0.00043682i,0.00041684+0.0003896i
0.0004404+0.00095175i,-0.00013784+0.00011493i,-5.058e-05+0.00067276i,0.00067067+0.0012614i,0.0014333+0.00039368i,0.0015835-0.00090033i,0.0010441-0.0013828i,0.00015643-0.0013004i,6.3761e-05-0.00089872i,0.00063552-0.00087483i,0.00051944-0.00072262i,0.00078261+0.00011026i,0.00072901+8.7438e-05i,3.5846e-05-0.00029592i,-0.00016228-2.285e-05i,-0.00033328-0.00023375i,-0.00012841-0.00040424i,0.00039189+0.00038615i,0.00078704+0.0010721i,0.00075108+0.0011362i,0.00045179+0.00074985i,0.00024376+0.00037466i,-0.00028494-0.00063477i
-0.00077989-3.7886e-05i,-0.00081095+0.0005709i,-0.00075418+0.0011702i,-0.00027106+0.0010108i,0.0008458+0.00068236i,0.0013568+7.681e-05i,0.0017969-0.0003686i,0.0014801-0.00088611i,0.00074973-0.0011677i,0.00044317-0.0012576i,0.00028327-0.00027582i,0.00059076+0.00081953i,0.0011406+0.00035152i,0.00064333+0.00019036i,-0.00010697+0.00051042i,-0.0004603+0.00032454i,-0.00026386-2.3725e-05i,5.941e-05-0.00011791i,9.463e-06-0.00031902i,0.00016124-0.0010214i,0.00044814-0.0017953i,0.0002507-0.0013074i,-0.00041807-0.00047892i
-0.00064356-0.0011037i,-0.00099556-0.0015789i,-0.00082212-0.0020251i,-0.0010635-0.0018794i,-0.00021208-0.00038634i,0.0013119-8.6684e-05i,0.0016525-0.00090827i,0.00097631-0.00085158i,0.00027484-0.00044596i,-0.00029992-0.00046483i,-0.0003932-0.00016533i,8.1492e-05+0.00030238i,-0.00024803-0.00022223i,-0.00091299-0.0004863i,-0.00087801+0.00029067i,-8.0944e-05+0.00040353i,0.00026788-8.6653e-05i,0.00014709-0.00014859i,0.00036818-0.00030909i,-0.00039785-6.2292e-05i,-0.00041628-8.6284e-05i,-6.4801e-05-0.00073407i,-0.00041526-0.00060118i
0.0003896+0.0015082i,-0.0011435+0.0024366i,-0.0013614+0.0025594i,-0.0011466+0.0012184i,-0.0011857-0.00017878i,-0.0010458-0.00089216i,-0.00047811-0.0013005i,0.00027115-0.00086917i,0.00010392-2.6758e-05i,4.1746e-05-3.2385e-05i,0.00025143-8.3087e-07i,0.00035519+0.00017281i,0.00068841-5.6679e-05i,0.00085695-0.0003809i,0.00018237-0.0012174i,-0.0005128-0.00062908i,-0.00012072+0.00010305i,0.00041833-0.00016621i,0.00063322+6.2121e-05i,0.00040774-5.8318e-05i,1.6787e-05-6.5338e-05i,-0.00064678+6.7775e-05i,-0.00052429-0.00073305i
0.0012585-0.00055798i,0.0016185-0.000109i,0.0010257+3.5363e-06i,-2.7999e-05-0.0002403i,0.00014249-0.00035255i,0.00047086-0.00080482i,-0.00019221-0.0013891i,-0.00074173-0.0011548i,5.6839e-05-0.00051122i,0.00046162+0.00051542i,-0.00010779+0.0002893i,-5.7249e-05-9.0005e-05i,-0.00048335+0.0001102i,-0.00050345+0.00029087i,-0.00059914+0.00052004i,-0.0014439+0.00066094i,-0.0008007+0.00087829i,0.00057665+0.00094255i,0.0006231+0.00041467i,0.00068002-0.0002068i,2.157e-05-0.00071361i,-0.0012125-0.00090143i,-0.00077823-0.00099415i
0.00081014-0.00032831i,0.00051577-7.6448e-05i,0.00085567-0.00050657i,0.00067044-0.0011166i,0.00026533-0.0011262i,0.00054531-0.00078119i,7.361e-05-0.00057104i,-0.00085642-0.00065491i,-0.00075265-0.00013063i,0.00031424+0.00052603i,0.00086933+0.00051098i,0.00048561+0.00041803i,-0.00010238+7.7658e-05i,-0.00080394-0.00013429i,-0.00087011-0.00022613i,-0.00027278+2.4194e-05i,5.7194e-05+8.1549e-05i,0.00065708-0.00025795i,0.0011145-0.00062735i,0.00086112-7.1537e-05i,0.00042128+0.00048109i,0.00029429+0.00061349i,-3.1114e-05+0.00014198i
-2.5326e-05+0.00077117i,-0.0001088+0.000765i,-0.00056954+0.00045738i,4.2535e-05+0.00014466i,0.00087381-0.00019495i,0.00047199-0.0016906i,-8.2152e-05-0.0027073i,-0.00036548-0.0021847i,5.6294e-05-0.0007953i,0.00033423+0.00099243i,0.00024873+0.0016908i,-2.8293e-05+0.00096579i,0.00023168-0.00039538i,0.00051208-0.0010757i,0.0005675-0.00071515i,0.00056418-0.00019215i,0.00077594-0.00038839i,0.00025253-0.0005334i,-0.0007214-0.00056594i,-0.00097134-0.00056667i,-0.0011927+0.00033989i,-0.00089301+0.00062952i,5.8061e-05-0.00019848i
6.668e-05+0.0015374i,0.00021902+0.00092767i,0.0007375+0.00041886i,0.0012719-7.4065e-05i,0.00033163-0.0012347i,-0.0010851-0.0016568i,-0.00093519-0.0015477i,-0.00014021-0.0010514i,0.000462-0.00011558i,0.00040056-0.00016319i,0.0002897-0.00042591i,-0.00027597-0.00038747i,-0.0012479+0.00011351i,-0.0011355+0.00029864i,-0.00056006-0.00027415i,-0.00021606-0.00014966i,0.00012812-0.00017978i,0.00041366-0.00052367i,-9.4089e-07-0.00057493i,0.00018649-0.0012366i,0.00061837-0.00073324i,3.1054e-06+0.00031771i,-0.00038791-5.3544e-05i
-0.0019276-0.0022547i,-0.0019947-0.0027506i,-0.0012938-0.0018033i,-0.00056702-0.00049094i,0.00026967+0.00066829i,0.0011309-0.00031146i,0.00082108-0.0011986i,8.2738e-05-0.0008349i,-0.00043516-0.00010974i,-0.00061528+0.00055015i,-0.00022806+8.526e-05i,0.00048301-0.00044305i,0.00065742-8.68e-05i,0.00017897+8.693e-05i,0.00037716+0.00024365i,0.00049816+0.00062484i,0.00015399-8.7176e-05i,0.00018281-0.00073344i,-0.00016395-0.00037559i,-0.0005273-2.4989e-05i,-0.00031249+3.0843e-05i,-0.00042938-0.00022816i,-0.00090313-0.00037966i
-0.00033434+0.0010812i,7.7768e-05+0.0012527i,0.00064134+0.0013015i,0.00071731+0.0010465i,0.00034168+0.00022843i,0.00046822-0.001007i,-0.0002846-0.0017464i,-0.00049299-0.0013186i,0.00064853-0.00044476i,0.00064937+0.0004159i,-0.00060937+0.00011991i,-0.0005657-0.00053165i,-0.00065093-0.00050557i,-0.00097262-0.00024565i,-0.0010102-1.197e-05i,-0.00023939+0.0004085i,0.00026962+0.0010227i,-0.00044287+0.00080132i,-0.00050673+0.0002867i,8.4502e-05-0.00017662i,0.00027322-0.00020079i,0.00033277+0.00042147i,0.0002786+0.00033492i
-0.00046867-0.0017413i,-0.00056198-0.001276i,-0.00022262-0.00086213i,0.00019215-0.0013138i,0.00033639-0.00057164i,0.00079864+0.00037372i,0.0010693+0.00043207i,0.00042179-0.00012137i,-0.00012339-0.00072658i,-0.00043132-0.00028885i,-0.0010971+0.00059999i,-0.00094499+0.00020531i,-0.00048083-7.2491e-05i,0.00034306+2.3244e-05i,0.00038686+0.00070806i,-0.00021312+0.0005359i,0.0003092-0.00038307i,0.00024537-0.00023699i,-0.00044825+0.00014342i,-0.00031273-0.00022i,0.00022923-0.00073572i,0.00049589-0.00045427i,0.000494+0.00060229i
-0.0009594-0.0026053i,-0.0018481-0.0023153i,-0.0015453-0.0019403i,-0.00052035-0.00083874i,-0.00013923+0.00019104i,0.00096439-0.0007838i,0.0018829-0.0011011i,0.00071665-0.00053991i,-0.00079948-0.00050808i,-0.00085452-0.00082617i,-0.00044537-0.00057875i,-0.00012137+0.00011291i,0.00024705+0.00038851i,0.00029821+0.00028344i,0.00034628-0.00031989i,0.00015224-0.0012463i,0.00037143-0.00078366i,0.00084717+0.00024877i,0.00084511+0.00028887i,0.00067335+0.00020742i,0.00037976+0.00023933i,-0.00035384+0.00013509i,-0.00032017+6.4369e-05i
0.00083903-0.00040158i,6.958e-05-0.00081385i,-0.00049695-0.0010231i,-0.00073663+6.1321e-05i,-0.00062429+0.00026672i,0.00025805-0.00046233i,0.00072749-0.0001872i,-0.00027115-3.3218e-05i,-0.0010058+0.00044023i,-0.00074021+0.0013864i,-0.001097+0.0011167i,-0.00094454+0.00064926i,-0.00033916+0.00028456i,-7.9194e-05-0.00081532i,2.7471e-06-0.00048394i,-0.00088201+0.00054071i,-0.0016592+0.00085666i,-0.0011865+0.0005903i,-0.00016795-0.00020879i,0.00043874-0.00045724i,-0.0001501-0.00016991i,-0.0003998+0.00039182i,6.1413e-06+0.00074837i
0.00044237+0.00074121i,0.000576+0.0014337i,0.00030174+0.001924i,0.00014456+0.00085646i,0.00095413-0.00037233i,0.0018091-0.00034378i,0.0012008-0.00041974i,0.00049194-0.00064232i,0.00041579-0.00093356i,0.00011659-0.0010502i,0.00024708-0.00077829i,0.00095562-0.00050095i,0.00043331-0.00048822i,-0.00019331-0.00022547i,0.00022774-0.00026642i,0.00016159-0.0010968i,0.00015884-0.0011115i,0.00038864-0.0004394i,8.0566e-05+7.4942e-05i,3.1987e-05-0.00028255i,0.00025013-0.00043279i,9.2214e-05+0.00017412i,0.00029778+0.00022224i
0.00010583+0.00011056i,-0.00015285-0.00042463i,-0.00051978-0.00093124i,-0.00035067-0.00067275i,-0.00034042-0.00037236i,0.00015153-0.00065109i,0.0011231-0.00074645i,0.00047353-0.00020776i,-0.00084526-0.00015503i,-0.00069506-0.00012632i,0.00047165-0.00012158i,0.0010134-0.00026065i,0.00032289+1.5238e-05i,-0.00067495+0.00011061i,-0.00094692+0.00011101i,-0.0002533+0.00040016i,-0.00046881+0.00099365i,-0.00061683+0.00052568i,0.00080747-0.00015299i,0.00086352+0.00034187i,2.5337e-05+0.00031436i,0.00020169-0.00072488i,0.00065018-0.0015383i
-0.00087715+0.00085534i,-0.00063196+0.00058849i,-0.00010872+0.00041389i,7.3886e-05+0.0012146i,0.00060711+0.00086287i,0.0014158+0.00013389i,0.0016545-0.00034536i,0.00059181-0.00038438i,-0.00051167-0.0001023i,-0.00050447+9.5977e-05i,-0.00032661+0.00015779i,-0.00017375-0.00042181i,-0.00012418-0.00094966i,0.00017309-0.00052707i,0.00023514+3.1998e-05i,0.00029137+0.00022693i,0.00023402+0.00035998i,7.6531e-05-0.00026796i,0.0006171-0.00078155i,0.00056356-0.00081854i,-0.00029735-0.0011099i,-0.0002026-0.0013195i,0.00069722-0.00099623i
-0.00050727-0.0022138i,-0.00062378-0.0020393i,-0.00057902-0.00037961i,-0.0013283+0.0012351i,-0.00076378+0.0011776i,0.00057912+0.00029814i,0.0011047-0.00096727i,0.00068198-0.00083528i,-0.00054306+9.0615e-05i,-0.0010182+0.00043675i,-0.0013004+0.00028486i,-0.00095165-4.0551e-05i,0.0003456+0.00057949i,0.00085155+0.00086664i,0.00055487+0.00049422i,4.5251e-05+4.7155e-05i,-0.00030386-7.3983e-05i,-0.00045868-0.00022516i,-0.00046477-0.00026557i,0.00012806+0.00019821i,0.00038265+0.00017068i,-0.00058044-8.1006e-05i,-0.0012507-0.00018726i
-0.0008981+0.00078833i,-0.00056025+0.00040021i,0.00025257+0.00039893i,0.00056747+0.00015932i,0.0010009-0.00012269i,0.0017387-0.00030177i,0.0017297-0.00090581i,0.00076863-0.00084866i,-3.1834e-05+0.00042946i,-4.0689e-05+0.00090373i,0.00021793+0.00024661i,0.00015276+7.1727e-05i,6.5853e-05+6.9992e-05i,0.00018113-9.6932e-05i,-3.2359e-05-0.00041749i,-0.00047987-0.00093863i,-0.00054857-0.00054274i,-0.00030715+0.00023337i,-0.00019561+0.00057183i,-0.00051539+0.00033296i,-0.00040096-0.00032025i,0.00076492-0.00088962i,0.00051702-0.00092973i
-0.00053238-0.00023173i,-1.2077e-05+0.00050664i,0.0011985+0.00080852i,0.00082557+0.00013123i,-1.3508e-05-0.0002705i,-0.00023057+0.00036107i,0.00047056+0.0001766i,0.00075959+0.00012082i,0.00028594+0.0006323i,5.7396e-05+0.00058428i,0.00012212+0.00045676i,-7.1881e-05+0.00089043i,8.7393e-05+0.00058496i,1.4321e-05+0.00055653i,1.4885e-05+0.00024293i,-5.1255e-05-0.00013872i,-0.0005021+0.0001934i,-0.00047247-0.00059727i,-0.000207-0.00058498i,0.00042233+0.00038368i,0.00085896+0.00070975i,0.00061099+0.00029665i,0.00012876+0.00011338i
-0.0010465+0.00046455i,-0.0018165+0.0020554i,-0.0021338+0.0026602i,-0.0008302+0.0015123i,0.00036771+0.0011047i,0.0008242-8.9009e-05i,0.00088162-0.0012304i,-0.0001992-0.00050121i,-3.1572e-05+0.00051665i,0.0012995+0.00051415i,0.0013762+0.00012573i,0.00076924-0.00028706i,0.00061024-0.0004383i,0.00090136-5.4228e-05i,0.00079104-1.1928e-05i,0.00055702-1.5233e-05i,0.00038884-0.00097144i,7.0213e-05-0.0021548i,-0.00026111-0.0014685i,-0.00013518-0.00094191i,3.9021e-05-0.00065976i,-0.00055397-0.00022759i,-0.00059043-6.0559e-05i
0.00098149-0.00035625i,0.00093241-0.00027834i,0.00060656-0.00035775i,0.00061001-0.00015296i,0.00084129-8.4778e-05i,0.00098273-0.00055172i,0.0010279-0.001132i,0.00078395-0.00019953i,-0.00025067+0.00082315i,-0.00064161+0.00038249i,-0.00040318-0.00046484i,0.00035081-0.00055822i,0.0011499-0.00051392i,0.00075677-3.6253e-06i,0.00024587+0.00088399i,-2.8331e-05+0.00090434i,-0.00038847+0.00019355i,-0.00082471+0.00013198i,-0.00027445-1.8367e-05i,0.0010458-0.00025897i,0.00096768+0.00026589i,-0.00016924+0.0003713i,-0.00045835+0.00027328i
-0.0017776+0.0014692i,-0.00035429+0.001583i,0.0006165+0.0015031i,0.00026974+0.0012215i,0.00065531+0.00043873i,0.0018716-0.00048719i,0.0017077-0.00084317i,0.00057061-8.8294e-06i,-0.00027359+0.00078006i,-0.00083443+0.00032919i,-0.0012839-0.00061067i,-0.00030187-0.00048866i,-6.7685e-05-0.00054913i,-0.0001513-0.001168i,0.00013821-0.00047086i,-0.00027477-0.00067627i,-0.00099782-0.0011065i,-0.00072201-0.00057906i,-0.00027531-0.0011118i,-0.00036451-0.00094962i,-0.00017267+8.731e-05i,0.00050591+0.00022179i,0.00046977-0.00039359i
-0.00017986-0.00065118i,-3.0643e-05-0.0013735i,-0.00060334-0.0018226i,-0.00043125-0.00038462i,1.3697e-06+0.0009439i,0.00045168-0.00050523i,0.00067801-0.0016145i,0.00025303-0.0013538i,-0.00026417-0.00048385i,-0.00029981+2.7384e-05i,0.00012338+0.0003928i,8.2686e-05+0.00085319i,-0.0003105+0.00041539i,-0.00043106+6.4682e-05i,-0.00059339-1.8546e-05i,-0.00039684+0.00053821i,2.2192e-05+5.3651e-05i,0.00028794-0.00029066i,0.00034862-0.00047059i,4.9946e-05-0.00048682i,-4.086e-05-3.4905e-05i,-0.00017752-0.00083091i,0.00027321-0.0012674i
-0.0009288+0.0011112i,-0.0012649+0.0014246i,-0.00074052+0.001844i,-0.00026159+0.0015171i,0.00023528-0.0001283i,0.0010507-0.0008915i,0.000241-0.00077623i,-0.00038094-0.0005849i,0.00026546+0.00070546i,3.7046e-05+0.00098647i,-0.00037664-0.00031397i,-0.00025858-0.00038031i,-0.00032907-0.00014076i,-0.00021442-0.00067476i,-6.2659e-05-0.00043292i,-8.9659e-05+0.00010424i,-5.7945e-05+0.00053861i,-0.000234+0.0010254i,-4.3651e-05+0.00078082i,0.00051295+0.00039643i,0.00066171+0.00087676i,9.7376e-05+0.00084688i,-0.00036286+0.00046962i
-0.0016377-0.0014486i,-0.0018548-0.00043062i,-0.0015992+0.00042837i,-0.00089503+0.0012165i,0.0006101+0.0012686i,0.0017152+0.00031133i,0.00075811-0.0007484i,-0.00059903-0.0012617i,-0.00036914-0.00022893i,-1.9328e-05+0.0014778i,0.00012875+0.0015558i,0.00055753+0.0010425i,0.00063775+0.0003896i,0.00035228-0.00024944i,0.00039037-0.00012584i,0.00016697-0.00044803i,0.00012536-0.00053989i,0.00031769-0.00055155i,0.00050236-0.00069616i,0.00024835-0.00048504i,-6.4408e-05+2.7681e-05i,-0.0002184-1.5509e-05i,-6.4126e-05-0.000105i
-0.0019172-0.00082063i,-0.0013672-2.0953e-05i,-0.0017007-0.00013986i,-0.0011549+0.00010768i,0.00053278+0.00041151i,0.0011855+0.00017653i,0.001201-0.0010494i,0.00065439-0.0015733i,3.544e-05-0.00073025i,-8.5993e-05-0.00039145i,-0.00043012-0.00046336i,-1.1384e-06-0.00033193i,0.00054625-9.7136e-05i,0.00083423+0.00043155i,0.0010762+0.00097787i,0.0007985+0.0012571i,3.2677e-05+0.0010548i,-0.00043077+0.00061256i,6.8608e-05+0.0002833i,0.00052274+0.00014504i,0.0010748-1.3118e-05i,0.00069443-3.9385e-05i,0.00021049-0.00035848i
0.00051641+0.00014274i,0.0014905+9.9535e-05i,0.0012393-0.00033059i,4.6834e-05-0.00053782i,-0.00059991-0.00050262i,-0.00039475-0.00041338i,0.00062602-0.00079846i,0.00072135-0.00055216i,0.00030969-3.9589e-05i,0.0002637-0.00047592i,-0.00029425-0.00075341i,-6.3229e-05+6.0262e-05i,0.00050307+0.00069861i,0.00066168+0.00085172i,0.00070283+0.00071255i,0.00068583+0.00046639i,0.00078043-2.6853e-05i,-1.2413e-05+0.00032764i,-0.00080062+0.0005378i,-0.00080416+8.8711e-05i,-0.00052513+6.7018e-05i,-0.0005456+0.00026872i,-0.00065282+0.00059993i
