9.4105e-05+7.1085e-05i,0.00099636-0.0013697i,0.00059393-0.0019239i,-0.00044569-0.0012234i,-0.0028485-0.00042081i,-0.0041291+0.00051054i,-0.0015014+0.00069359i,0.00035005+0.0015398i,0.00097223+0.0014971i,0.0021174+0.00074389i,0.0013378+0.0006318i,2.5637e-05-0.00033644i,-0.00029418-0.0011965i,-0.00037484-0.00062719i,-0.00071613+0.00018184i,-0.00072615+7.1939e-05i,-0.00034915-0.00043625i,0.00052154-0.00055639i,0.0011134-0.00056948i,0.00065967+0.00016483i,0.00014054+0.00084647i,-0.00036012+0.00021818i,-0.0010103-0.00065631i
0.0014218+0.0003378i,0.0019033+0.00025225i,0.0012047+0.00042833i,0.00028258+0.000502i,-0.00042553+0.00060312i,-0.0012291+0.00060653i,-0.001112+8.3934e-05i,1.6038e-05-0.00064491i,0.00041002-0.00099219i,0.0004976-0.00029953i,0.00058916+4.4163e-05i,0.00034028-0.00037211i,-4.2022e-05+7.3965e-05i,0.00043895+0.0002312i,0.0010347-0.00041383i,0.00058717-0.00045679i,-3.6011e-06-2.6162e-05i,4.9892e-05+7.4221e-05i,0.00014486-0.00027401i,-9.121e-05-0.00037489i,2.6903e-05-0.00026211i,7.6966e-05-0.0010092i,-0.0002145-0.0011546i
0.0015421+0.00047832i,0.0013234+0.00041604i,0.00075579-0.00023727i,-0.00034035-0.00097873i,-0.002025-0.0016364i,-0.0024662-0.0010507i,-0.0016569+0.00021397i,-0.00042553+0.00080863i,0.0013156+0.0013861i,0.0020344+0.0013494i,0.0011842+0.00062183i,0.0012466+0.00019463i,0.0012938-0.00023164i,0.00076889-0.00056637i,-1.0534e-05-0.00076903i,-0.00022112-0.00046751i,-3.1105e-05-6.6734e-06i,-0.00011892-0.00020131i,-0.0010637-0.00037033i,-0.0015856-0.00029136i,-0.00090614-0.00049966i,-0.00061151-0.00062826i,-0.00078001-0.00076075i
-0.0017686-0.0019947i,-0.001952-0.0020984i,-0.0017056-0.0011738i,-0.0011721-0.00047207i,-0.0016993+0.00039564i,-0.0012377+0.0014659i,-0.000322+0.00098807i,0.00056916+0.00050672i,0.00093963+0.00056742i,0.00079928+0.00052141i,0.00024421+0.00036285i,-0.00048592-0.00026195i,-0.00013548+0.00016115i,1.5294e-05+0.00074597i,-0.00011429+0.00067129i,-0.00034441+0.00029549i,-0.00068025+9.6418e-05i,-0.00023189+5.6735e-05i,0.00075079-0.0001704i,0.00088194-7.1379e-05i,0.00044245+0.00068631i,0.00029386+0.00055068i,-0.00024159+0.00016453i
-0.0004327-0.00068791i,-0.00037538-0.0012814i,-0.0026557-0.0014006i,-0.0027557-0.00056446i,-0.0018617+0.0010312i,-0.0020215+0.0014348i,-0.0010008+0.00048619i,0.00020507+0.00035607i,0.00056148+0.00027188i,0.0009128-0.00018996i,0.00033631+0.00019418i,-0.00035081+0.00072644i,2.4771e-05+0.00079471i,0.00051991+0.00027861i,0.0010746-4.2794e-05i,0.0012064+0.00079592i,0.00044263+0.00096416i,0.00014369+0.00010165i,0.00041275-0.00066821i,0.00048231-0.00050632i,-0.00014742-0.00052103i,-0.00071613-9.4313e-05i,-0.00049582+0.00048186i
0.0024491-0.000967i,0.0024313-0.00072092i,0.00021722+7.9382e-07i,-0.0011196-3.8553e-05i,-0.001927-0.00065857i,-0.0029669-8.1625e-05i,-0.0021448+0.0007605i,-1.6002e-05+0.00076802i,0.0006546+0.00030764i,0.00025035+7.0422e-05i,0.00016827-0.00049143i,0.00027251-0.00081131i,0.00010161-2.8319e-05i,-0.00061615-0.00014931i,-0.00073394-0.00092171i,-8.2876e-05-4.4026e-05i,-8.5486e-05+0.0010362i,0.00028757+0.00075358i,0.0010199-0.0003632i,0.0004127-0.00022055i,-0.00034246-0.00035622i,3.7856e-06-0.00047534i,-0.00032686-0.00014946i
0.0027927-0.0011421i,0.0018207-0.001832i,0.0012316-0.0015665i,-5.1284e-05-0.00091053i,-0.0021872+6.6645e-05i,-0.0025245+0.0010135i,-0.00048049+0.00096165i,0.0006249+0.00028414i,0.00023119+0.0001926i,0.00026487+0.00035661i,0.00082529-0.0003661i,0.00070599-0.00051081i,0.00040439-8.4714e-05i,0.00074066-0.00022403i,0.00051013-0.00019958i,0.00044233+0.00016032i,0.0011817+0.00025985i,0.0012881+0.00017924i,0.00081795-0.00021387i,0.00023891-0.0008553i,-0.00073853-0.00054221i,-0.0013052+0.00035473i,-0.00048739+0.00040209i
0.0022801-0.00081483i,0.0018202-0.0011859i,0.00047072-0.00080787i,-0.0013353-0.00099531i,-0.002677-0.00056487i,-0.002503-0.00013115i,-0.0015063+0.00015073i,-0.0005039+0.00029116i,-0.00011163+0.00099014i,-0.00022631+0.0012716i,2.5415e-05+0.00051371i,1.7666e-06+0.00011829i,0.00027723+0.00060683i,0.00058841+0.0006932i,0.00011443-0.00020559i,-9.7094e-05-0.00049265i,0.00014519-0.0006467i,-8.7283e-05-0.0006876i,-0.00076627-0.00087081i,-0.0004831-0.0010259i,-0.00023721-0.00063999i,-0.00053104-0.00041729i,-0.00035828-0.00062584i
-0.00050796+0.001685i,0.00081765+0.0016493i,0.00019047-7.8344e-05i,-0.00027259-0.00056666i,-0.00059331+1.944e-05i,-0.00094912+0.00091594i,-0.00095125+0.0017708i,-0.00038824+0.0014214i,0.00042175+0.001271i,0.00031353+0.0013227i,-0.00020329+0.00032668i,-0.00052597-0.00021379i,0.00042958+0.00028354i,0.00087026+0.0009724i,0.00057507+0.0003573i,0.00066193-0.00053844i,0.00089585-0.00034026i,0.00066228+8.845e-06i,0.0002602+0.00039959i,-1.7289e-05+0.001207i,-0.00063401+0.0011312i,-0.00042119+0.00050181i,0.00048003+0.00045915i
-0.0024969-0.0019248i,-0.0023519-0.0007886i,-0.0025422-0.00046485i,-0.0027788-0.00034311i,-0.0026015+0.00081824i,-0.0017343+0.0021296i,-0.00080446+0.001319i,9.7107e-05+9.2884e-05i,0.00038733+0.00033547i,0.00044719+0.00095821i,-0.00030868+0.0014307i,-0.00030218+0.0011821i,0.00028503+0.00070759i,-0.00014391+0.0004806i,-0.00016752+0.00018907i,-0.00018909+0.00021737i,-0.00040641+0.0012272i,-0.00032194+0.0011698i,0.00021733+8.8665e-05i,-0.0001205-0.00071835i,-0.00033745-0.00085954i,-9.4271e-05-0.00033319i,-0.00014616+0.00019474i
0.00088464-0.0019664i,0.0018216-0.0025664i,0.00082921-0.0038447i,-0.0013453-0.0040965i,-0.0029488-0.003026i,-0.0030678-0.0012677i,-0.0015594+0.00048205i,-0.00012728+0.00073004i,0.00054143+0.00037209i,0.00025163+0.00034329i,-0.00016711+0.00010532i,-9.2355e-05-0.00016844i,-6.4938e-05-0.0007881i,-0.0006904-0.00090556i,-0.00077202-0.00018646i,0.00018839+9.7019e-05i,-3.563e-05+0.00010736i,-0.00029562+0.0002199i,-9.9545e-05+0.00019055i,0.00015179-0.0003134i,0.00014968-0.00036376i,-0.00039452+0.00036131i,-0.00062183+0.0001561i
-0.0010624-0.0002078i,-0.00051253+8.9735e-05i,-0.0010515+0.00035213i,-0.0020798-0.00029588i,-0.0024102-0.00030969i,-0.0017798+0.00079463i,-0.00090192+0.0010704i,-8.5292e-05+0.00034314i,0.00078524+0.00021583i,0.0015442+0.00013071i,0.0011337-0.00041049i,0.0005832-0.00033561i,0.00086571+0.00042908i,0.00061884+0.001041i,4.4805e-05+0.00038682i,0.00028466-0.00015889i,0.00044062+0.00042141i,5.7429e-05+0.00039076i,-0.00038439+6.2867e-06i,-0.00036087+0.00017051i,-0.00011083+0.00043556i,4.0024e-05+0.00078582i,-0.0006568+0.00049496i
0.00039857+0.00035363i,7.1001e-05+0.0010448i,-0.00018536+0.0017642i,-0.00019222+0.0013709i,-0.00060827+0.00036535i,-0.0010533+0.00017178i,-0.00034359+0.00065436i,0.00075726+0.00073575i,0.00086787+0.0004941i,0.00083546+0.00039953i,2.4603e-05+0.00085867i,-0.00091132+0.00088786i,-0.00010099+0.00028539i,-0.0001126+0.00041292i,0.0001654+6.0165e-05i,0.00056976+7.4086e-05i,3.8556e-05+0.00011629i,-0.00035984-0.00079389i,-0.00077989-0.00065619i,-0.0015973-0.00042474i,-0.0013604-0.00027777i,-0.00039629-0.00039987i,0.00028858-0.00066547i
-0.0003041+0.00048461i,0.00067956+0.0003366i,0.00029722-0.00063384i,-0.00072692-0.00080702i,-0.0022033+0.00038363i,-0.0025932+0.00059948i,-0.0011627+0.00031936i,-0.00011843+0.00050141i,0.00042146+0.0009084i,0.00094162+0.00099187i,0.00093626+0.00043817i,0.0012697+0.00045825i,0.0011786-6.2285e-06i,0.0004009-0.0010028i,0.0003265-0.0008271i,0.00077204-9.0682e-05i,0.00095412+0.0006821i,1.6142e-05+0.00080516i,-0.00071435+0.00014758i,-0.00087479-0.00039677i,-0.00014972-0.00029635i,0.00044531+0.00037357i,-0.00029765-0.00025031i
-3.3007e-06-0.001195i,-0.00067166-0.0011818i,-0.0012636-0.00092904i,-0.0019176-0.00059116i,-0.0029303-3.113e-07i,-0.0028246+0.00040773i,-0.0013428+0.00072442i,-0.00043006+0.00068203i,-0.000122+0.00021875i,0.0007003+0.00026253i,0.0007044+0.00045898i,-9.7018e-05+0.00040244i,-0.0006713+0.00045265i,-0.00030097+0.00031076i,-3.2021e-05-0.00020512i,-0.00045805-0.00033463i,-0.00057091+0.00014875i,0.0002188+0.00028762i,0.00052238-0.0005202i,-0.00014299-0.0012742i,-0.00041807-0.0013153i,-0.0003867-0.0001516i,-0.0006936+0.00070704i
0.0014438+0.00048276i,0.0013159+0.00061534i,0.0005437+0.00056433i,7.1162e-05+0.0011241i,-0.00028469+0.00089639i,-0.00050149-9.7267e-05i,-0.00022586-0.00059386i,0.00046189-0.0003367i,0.0011299+0.00017483i,0.00087874+0.0005473i,-0.00015556-0.00013969i,-0.00058888-0.00054894i,0.0001664+1.089e-05i,0.00061322-0.00055803i,0.00053258-0.0006277i,0.00014317-0.00052663i,-0.00062981-0.00013948i,-0.0012151+0.00017656i,-0.00051848-0.00011475i,0.00032808+5.6036e-05i,0.00035947+0.00068037i,-0.00026877+0.001346i,-0.00016309+0.0017155i
0.00014164+0.0012682i,0.0002927+0.0011582i,1.3645e-05+0.00065186i,-0.0010034-0.00087864i,-0.00096522-0.0013061i,-0.0010764-0.00071221i,-0.0016325-7.4051e-05i,-0.00041218+0.00069808i,0.00088227+0.0010729i,0.00073716+0.001088i,0.00099179+0.0012561i,0.00090054+0.0007131i,0.00013744+7.6804e-05i,3.5427e-05-3.0242e-05i,0.00043207-0.00017004i,0.00071718+0.0004148i,6.3824e-05+0.0006905i,-0.00050715-2.629e-05i,-0.00071564-0.00017492i,-0.00068322+0.00037782i,-0.00024715+0.00060668i,0.00051795+0.00032902i,0.00057939+0.00020268i
-8.0814e-05-0.00021155i,-0.0015823-0.00052409i,-0.0019578-0.0012896i,-0.001576-0.00061288i,-0.0020373+0.00014964i,-0.0027273+0.00010293i,-0.0024815-6.075e-05i,-0.0010097-2.0053e-05i,2.2669e-05+0.00026547i,-1.5572e-05+0.0010644i,0.00035472+0.00092588i,0.00035014-0.00019103i,6.2659e-07-0.0003702i,-8.9527e-05+0.00027925i,-0.00029412+0.00047251i,5.7388e-06+0.00046156i,0.0005456+0.00037303i,0.00060241+0.00024341i,-0.00031015+0.00035904i,-0.00047028+0.00016736i,-0.0002653+0.00024074i,-0.00012184+0.00063401i,0.00034262+0.00023175i
0.00063841+0.00098629i,-0.00014632+0.00014422i,-0.00023249+0.00012532i,-0.0010075-4.4585e-05i,-0.0018707-0.00053474i,-0.0013926+0.00038074i,-0.0013012+0.0012346i,-0.00035317+0.0015806i,0.00098277+0.0016307i,0.0010741+0.00065368i,0.00066496+0.00029233i,0.00073947-9.7479e-05i,0.0013108+5.1622e-05i,0.0012734+0.0012961i,0.00054471+0.00095448i,1.1765e-05+0.0005642i,0.00017915+0.00043997i,0.00022787-6.7848e-05i,0.00051121-0.00026099i,0.00036546+8.0097e-05i,-0.00050968+0.00013517i,-0.00075357-0.00038615i,-0.00068876-0.00043395i
4.5538e-05+0.001994i,0.0008569+0.0012321i,0.0012196+0.00030702i,0.00056446-0.00024795i,4.0059e-05+0.00055158i,-0.0010599+0.00093635i,-0.0012198+0.00075245i,-0.00015927+0.00069931i,0.0001646+0.00014018i,0.00073823+2.8827e-05i,0.00091275+0.00071642i,0.00012542+0.0011485i,4.4096e-05+0.00037998i,1.6747e-05-0.00077438i,0.00042-0.0007806i,0.0012375-0.0002406i,0.0011498-0.00038398i,0.00086947-0.00095938i,0.00052124-0.00093995i,6.3584e-05-0.0011307i,-0.00033375-0.0014297i,-0.00035494-0.0010011i,-0.0002114-0.00035142i
0.00065464+0.0016963i,-2.5282e-05+0.0019668i,-0.00033093+0.0024086i,-0.00069634+0.0020825i,-0.0012074+0.00087867i,-0.0014699-8.8487e-05i,-0.0014201-0.00024568i,-0.00046314-0.00028369i,0.00037709+0.0002811i,0.00081483+0.00033509i,0.0011331-0.00035018i,0.00078351-0.000508i,0.00015568-0.0001126i,-0.00036203-0.00066546i,-7.0499e-05-0.0016207i,0.00041816-0.00073108i,0.00041256+0.00048107i,-0.00046883+0.00048165i,-0.000651+4.5335e-05i,3.1977e-05+0.00021386i,0.00065775+0.00030302i,0.00073054+0.00049462i,3.9333e-05+0.00073337i
0.00064114+0.0021188i,0.0013308+0.0018854i,0.00044925+0.0018774i,-0.0009233+0.00065971i,-0.0013655+0.00029351i,-0.0008288+0.00038465i,-0.00031865+0.00034454i,-4.3265e-06+0.00073735i,0.00021053+0.00097763i,0.00013723+0.0014411i,4.074e-05+0.0016263i,0.00035274+0.00015549i,0.00094947-0.00036136i,0.00096627+0.00048181i,0.00044279+0.00039117i,0.00027349+3.7047e-05i,0.00040428+7.0546e-05i,0.00016298-0.00048254i,2.3467e-05-0.00073891i,0.00036124-0.00080063i,0.00022561-0.00044106i,-6.4878e-05-0.00043357i,0.0006666-0.00056963i
0.0009712-7.1308e-05i,0.00040123+0.00019438i,0.00050123+0.0010297i,0.00043265+0.0011086i,-5.6169e-05-0.00011619i,-0.00065074-0.00058975i,-0.00081475-0.00041173i,-0.00055796-0.00024701i,0.00027931+0.00064885i,0.0012638+0.00074541i,0.0013243+0.00038154i,0.00056599+0.001084i,0.00059403+0.0014206i,0.00082303+0.00032615i,0.00032956-0.00059245i,-0.00010537-0.00046784i,-7.3883e-05+0.00048033i,-0.00014056+0.0010643i,-6.9734e-05+0.00064673i,-2.3214e-05-7.0358e-06i,0.00064916-0.00076253i,0.00036935-0.00086302i,-0.00028745-0.00053339i
0.0013307+0.00049981i,0.001912-0.00018768i,0.0014775-0.00096115i,9.6888e-05-0.00095058i,-0.0012743-0.0015839i,-0.0020005-0.0012716i,-0.0019158-9.3923e-05i,-0.00082251+0.00079641i,0.00084595+0.0010234i,0.001286+0.00044105i,0.0011344-0.00036948i,-8.672e-05-0.00074546i,-0.00067675-0.00034695i,-0.00044091-0.0014418i,-0.00017695-0.0019668i,0.00071906-0.00076352i,0.00079062-0.00047366i,0.0005691-0.0001997i,0.00048242-2.5922e-05i,0.00036755-5.2736e-05i,0.00018759-0.00018741i,-2.5523e-05-0.00054391i,-0.0007352-0.00033212i
0.00068629-0.001245i,0.0006382-0.0019452i,-0.00046584-0.0008584i,-0.0017895+0.00026037i,-0.0022148-0.00038944i,-0.0017567-0.00084212i,-0.0011544+0.00028058i,-0.00027569+0.0010256i,0.0017527+0.00084586i,0.0018179+0.00075019i,0.00044618+0.00078721i,-0.0002614+0.00069719i,-0.00022474+0.0003516i,-0.00025421+0.00072332i,-0.00058419+0.0013151i,-0.00078316+0.00055545i,-0.00039459-0.00044345i,0.00027558-0.00036003i,-7.7867e-05+1.2861e-05i,-0.00039224+1.6988e-05i,-0.00043134+0.00045776i,-0.00064644+0.00046066i,-1.7343e-05+6.814e-06i
-0.0022604-0.0002597i,-0.0026633+0.00071454i,-0.0036753+0.0014475i,-0.0018444+0.0009156i,-0.00056802+0.0013948i,-0.0013897+0.0016319i,-0.0014197+0.0005227i,-0.000139+4.3687e-05i,0.00028851+0.00059971i,0.00068308+0.0012i,0.0011298+0.00065349i,0.00081752+0.00018402i,0.00071333+0.00051635i,0.00081289+0.00038238i,0.00070484+0.00045621i,0.00028656+0.0007323i,0.00043324+0.0012818i,0.00077589+0.0016372i,0.0002319+0.00025243i,-0.00015444-0.0015692i,-0.00031401-0.0013258i,0.00022302-0.00024665i,6.6996e-05+0.00024934i
0.0025027-0.00070162i,0.0013025-0.00082506i,0.00028573-0.00076172i,-0.00065321-0.00022993i,-0.0018852+0.00062566i,-0.0021705+0.0010454i,-0.0018767+0.00062117i,-0.00044392+0.00075021i,0.0013379+0.0016877i,0.0011907+0.0014963i,0.00022152-0.00024258i,0.00040394-0.00087469i,0.00053005+0.00018536i,0.00020404+0.0005086i,0.00052738-5.413e-05i,0.00057084-0.00029419i,0.00013623+2.4739e-05i,-0.0005212+0.00068931i,-0.00019402+0.00038836i,-3.3204e-05-1.4374e-05i,-0.00057155+3.4403e-05i,-0.00056487+0.00048774i,-0.00010621+7.1e-05i
-0.0010387-0.00017731i,-0.0016507-0.00031575i,-0.0016895+0.00071462i,-0.0017643+0.00064146i,-0.0019477-1.3244e-05i,-0.0016338+0.0005852i,-0.0010204+0.0007863i,-0.000368+0.00027863i,-0.00011211+4.0296e-05i,0.00068446-0.00042749i,0.00087232-0.00087058i,0.00027061-0.00031821i,-0.00016522-2.6489e-05i,-0.00040921+0.00061501i,-9.0472e-05+0.00098716i,9.2952e-05-0.00011706i,1.8702e-06-0.00079685i,0.00018797-0.00054668i,0.00027905-0.00051072i,-0.00012135-8.5957e-05i,-0.0006453+0.00018256i,-0.00067748+0.0003345i,-8.7084e-05+0.00066946i
0.00063083-0.00081507i,-0.00012812-0.0013316i,-0.0011452-0.0019182i,-0.0022355-0.00093649i,-0.0022681+0.0014141i,-0.0022718+0.0020801i,-0.0019749+0.001709i,-0.0014581+0.0014695i,-0.00080111+0.0011021i,-0.00038619+0.0009872i,-0.00027245+0.0011791i,-8.9085e-05+0.00097609i,0.00011754+0.00052177i,0.00038881+5.4554e-05i,0.00046038-0.00012657i,0.00013096-0.00034216i,0.00047625+0.00012524i,0.0012294+0.00052111i,0.00079969+0.00023575i,0.00054724-0.00010296i,0.00053533-0.00037826i,-0.00032658-0.00027256i,-0.0012592+0.00016209i
0.0016472+0.0023209i,0.0018666+0.0025091i,0.0023383+0.0016288i,0.0017556+0.00073442i,0.00030395+2.9421e-05i,-0.00052879+9.6046e-05i,-0.00081768+0.00043248i,-0.0008937+0.00016313i,-0.0001013+0.00016251i,0.0011055+0.00042141i,0.0011265+0.0005772i,0.0007191+0.00075915i,0.00051664+0.00063636i,0.00058513-0.00030777i,0.0007865-0.00029124i,0.00053906+0.00028479i,0.00035646+0.00015257i,0.00053292+0.00017132i,0.00032899+0.00028839i,-0.00010278-3.8117e-05i,0.00022813-0.00028188i,0.00014201-0.00069793i,0.00047565-0.00067385i
-0.0010177-0.0015081i,-0.0019429-0.00089049i,-0.0024178-0.0015352i,-0.0028234-0.0015108i,-0.0033406-0.0004673i,-0.0021878+0.00074977i,-0.0011206+0.001236i,-0.00062236+0.00086771i,0.00025419+0.00064703i,0.00050465+0.00096604i,-0.00030582+0.00077515i,-0.00044661+0.00060976i,4.5638e-05+0.00043324i,0.00015698+0.00010439i,-0.00024171+0.00070133i,-0.00035445+0.0006136i,0.00023994-2.9169e-05i,0.0008181-0.00013761i,0.00048134-0.00041791i,9.3601e-05-0.0002367i,0.00043487+0.000136i,7.7365e-05-0.00012341i,4.5834e-05-4.9417e-07i
-0.00043899+0.00071632i,-0.001622+0.00087187i,-0.00078074-7.8235e-05i,-0.00023265-0.00012719i,-0.0013369+0.00078425i,-0.00165+0.00081331i,-0.0012512+0.00036831i,-0.00062418+0.00050915i,0.00039183+0.00074535i,0.0019391+0.00017735i,0.0029762-0.00065614i,0.0023302-0.00047632i,0.0014076+5.5184e-05i,0.0012377-8.5831e-05i,0.0010709+0.00014991i,0.00088323+0.00063265i,0.0013003+0.00030021i,0.0014425-0.00014796i,0.00037065-0.0001963i,-0.00020318-0.00032687i,-2.6505e-05+0.00021887i,-0.00069347+0.00047198i,-0.001111-0.00023431i
-2.3368e-05+0.00059844i,-0.0014504+0.0014971i,-0.0017405+0.00096924i,-0.0014595-0.00010421i,-0.001583-0.00048614i,-0.0018988+0.0002789i,-0.001082+0.00096856i,0.00034346+0.00086886i,0.00082239+0.00036914i,0.00051151+0.00032566i,0.00052419+0.00052408i,1.4618e-05+4.664e-07i,-0.00035148-0.00033915i,4.909e-05+0.00026298i,-0.00047053+0.00077266i,-0.00045992+8.0575e-06i,3.1226e-05-0.00031814i,-0.0003005-0.00012197i,-0.0005202+0.00014511i,-0.00010769-6.0249e-05i,0.00022908+1.5813e-07i,0.0001824+0.00032391i,0.00015279+0.00076808i
0.00041779-0.0035877i,0.00044116-0.0034005i,0.00069435-0.0032993i,-0.00069096-0.0016746i,-0.0023759-0.00098777i,-0.0024823+0.00042668i,-0.0013049+0.0011833i,0.0002046+0.0003396i,0.0011904-4.0656e-05i,0.00072561-0.0001146i,-0.0007887-0.00052054i,-0.0012531-0.00079002i,-0.0007685-4.378e-05i,-0.00030766-0.00032476i,-0.00042928-0.00062329i,-0.00016528+7.035e-05i,0.00086449+0.00036257i,0.00085685+0.00064316i,0.00060485-9.1385e-05i,0.0004019-0.00031814i,-0.00025931+0.00031459i,-0.00067715+0.0001911i,-0.00036437-0.0003344i
0.00065809-0.0012804i,0.00027859-0.0024592i,-0.00075117-0.0036288i,-0.0023594-0.0032491i,-0.0034954-0.0018164i,-0.0027301+0.00035311i,-0.00096206+0.0010774i,-0.00012204+9.3943e-05i,0.00064848-0.00048545i,0.00040784-0.00041268i,-0.0003599+4.0792e-05i,8.4816e-05-0.00022151i,0.00062881-0.00069938i,0.0002716+0.00023792i,-3.5436e-05+0.001043i,0.00051011+0.00039865i,0.00029281-0.00040537i,6.8963e-05-0.00014177i,5.9975e-05+0.00054116i,-0.00013398+0.00040267i,-0.00066166+0.00012952i,-0.00083865-7.8206e-05i,-0.00011389-0.00066036i
-0.00067916+0.0012148i,-0.00098072+0.0025919i,0.00020083+0.0027729i,0.00078761+0.0024846i,-8.4175e-06+0.0020066i,-0.00074767+0.00085145i,-0.00024165+0.00051181i,0.00056935+0.00011103i,0.0012547+0.00014125i,0.001499+0.00064127i,0.0011077+0.00055837i,0.00048501+0.00044645i,0.00065832+0.00039382i,0.0011802-0.00036007i,0.00035787-0.00063694i,0.00025173-0.00048083i,0.00024251-0.00028574i,0.00013353-2.5863e-05i,-0.00037505-0.00019469i,-0.00091199-3.2447e-05i,-0.00049904+0.0004784i,0.00030056+0.00011676i,0.000172+2.41e-05i
0.00094422-0.0023108i,0.00076111-0.0028895i,0.00035144-0.0039215i,-0.0011151-0.0029766i,-0.0021844-0.0013823i,-0.0025439+0.00044038i,-0.0020115+0.0011558i,-0.00077234+0.00032199i,0.00022189+0.00028849i,1.2573e-05+0.00013397i,0.00042313-0.00033761i,0.001239-0.00047835i,0.00044596-0.00059128i,0.00010651-0.0003539i,0.00055094-0.00021956i,0.00054924-0.00046381i,-3.4104e-05-0.00021076i,1.7753e-05+0.00028719i,0.00051803+0.00039138i,7.9216e-05+0.00097158i,-0.0001855+0.0010546i,-2.1635e-06+8.7254e-05i,-0.0001251-0.00024513i
0.0014116+1.8713e-05i,0.0010479-0.00025186i,0.00081807-0.00098717i,-0.0008524-0.0016063i,-0.0024861-0.0011704i,-0.001974-0.00053492i,-0.00022872-0.00029766i,0.0012632+0.00069415i,0.0018416+0.00099286i,0.0018148+0.00049264i,0.0015238-5.5737e-05i,0.0011591-0.00025261i,0.00080508-0.00020131i,0.0010865-0.00086059i,0.0017782-0.001407i,0.0013839-0.00028204i,0.0010879+0.00044773i,0.0010445+0.00065086i,0.00038954+0.00026163i,0.00024988-0.00020089i,0.00029248+8.0424e-05i,0.00016976+0.00057796i,-0.00091775+0.0005599i
-0.0007135+0.00010633i,-0.0014178+0.00039052i,-0.0013461+0.00071214i,-0.0015119+0.00026345i,-0.0024985-0.00030435i,-0.0027164+0.00011181i,-0.0021307+0.0006242i,-0.001178+0.00044327i,0.00032464+0.00019875i,0.00010273+0.00059476i,9.3973e-05+0.00079791i,0.00090943+0.00024474i,0.00047492-0.00031969i,-0.00049777-0.00019113i,-0.00037747+0.00039169i,6.6498e-05+0.00061963i,6.6945e-05+2.9562e-05i,-4.2686e-06-0.00037317i,-0.00030985-0.0010394i,-0.00050827-0.0011522i,-0.0002445-7.0366e-05i,5.1409e-05+0.0002307i,1.4913e-05+0.00020879i
0.0017937-0.0011641i,0.0021321-0.0019273i,0.0022197-0.0030763i,0.0011711-0.0024177i,-0.0015448-0.00043728i,-0.0026502+0.00067844i,-0.0015767+0.00086388i,-0.0004112+0.0005327i,0.0007428+0.00070648i,0.0010755+0.0014125i,0.00086918+0.001238i,0.00084593+0.00047764i,0.00085442-0.0003303i,0.00053894-0.00062316i,-0.000569-0.00095527i,-0.00073661-0.0013662i,0.00086738-0.0007129i,0.0015965-9.4432e-05i,0.00062346+0.00032329i,0.00023566+6.8416e-05i,-0.00014246-0.00022449i,-0.00036049+0.00079314i,-3.5859e-05+0.0011379i
-8.6487e-05-0.0017579i,-7.5556e-05-0.0022616i,0.00031887-0.0019492i,0.00026257-0.0016385i,-0.0010818-0.0012886i,-0.002171-0.00093453i,-0.0013398-0.00053153i,-0.00035373-3.5137e-05i,-0.00043357+0.00014257i,-0.00033785-3.8371e-05i,2.147e-05+0.00028726i,0.0010036+0.00066625i,0.0010072+0.00042316i,0.00020809-0.00029983i,-7.8355e-05-0.00083543i,0.00022922-0.00039355i,3.0156e-05-0.00029362i,-0.00080691-0.0001187i,-0.00086782+8.0305e-05i,0.0002092-0.00042444i,0.00030997-0.00081453i,-0.00031836-0.00054938i,9.4424e-05-0.00018064i
0.00039315-0.0015473i,0.00055081-0.0017399i,-0.00058223-0.0016166i,-0.0020702-0.0013049i,-0.0024872+0.00016642i,-0.0026144+0.0016165i,-0.0018269+0.0017794i,-0.00029969+0.0013836i,0.00056986+0.00087682i,0.00071389+0.00027852i,0.00070478-0.00055669i,-0.00010754-0.00079746i,-0.00040694-0.00048987i,7.8636e-05+4.2123e-05i,0.00042367+0.00065449i,0.00088206+0.00062291i,0.00060599+0.0006771i,0.0005578+0.00086655i,0.0010896+0.00077275i,0.00085251+0.00036431i,-0.00048112+0.00013835i,-0.00066018+0.00011335i,-0.00041987+4.4888e-05i
0.00038529+0.00014298i,0.00064556-0.0010569i,0.00050218-0.00047948i,-0.00021787-3.6285e-05i,-0.0011976-0.00041031i,-0.0017683-0.00011404i,-0.0013443-0.00014945i,-0.00044949-0.0004985i,0.00041997-9.0793e-05i,0.00090637+0.00044215i,0.0012906+0.00030597i,0.0015455+0.00014747i,0.0011808-0.00010435i,0.00024484-0.0006011i,-0.0004802-7.8949e-05i,9.8566e-05+6.0854e-05i,-5.7141e-06-0.00028011i,-0.00060262-0.0013837i,-0.0003073-0.0017382i,-0.00021494-0.00077838i,-0.00040649+0.00037088i,-0.00032134+0.00060475i,-0.00011528+0.00041915i
