-0.002901-0.00015594i,-0.0030369+0.00012288i,-0.002876+0.00044233i,-0.0018512+0.00054845i,0.00088939+0.0010009i,0.0021669+0.0012763i,0.0016148+0.0012216i,0.0011685+0.0013001i,0.0010466+0.0012502i,0.00053688+0.0011002i,8.1633e-05+0.00061395i,-0.00021374-0.00024137i,0.0002281-0.00040128i,0.0012155-7.2249e-05i,0.0012401-0.00086576i,0.00091981-0.00092061i,0.00027179-0.0003003i,-8.2949e-05-0.00045522i,0.0005342-0.00045933i,0.00034866-0.00028373i,-6.4852e-05-0.00011535i,0.00040749-5.069e-05i,0.00099717+0.00056901i
-0.23574-0.23034i,-0.48281-0.32328i,-0.59447-0.22083i,-0.44541-0.038408i,-0.24802-0.01342i,-0.20299-0.070288i,-0.2245-0.050262i,-0.1931-0.0042984i,-0.10529+0.0037218i,-0.023384-0.025524i,-0.00014724-0.055919i,-0.0013211-0.067522i,0.0067118-0.074744i,0.012517-0.061666i,0.018051-0.033747i,0.014785-0.023286i,-0.0024031-0.018228i,-0.017489-0.0037365i,-0.020865+0.0058522i,-0.015186+0.00302i,-0.012864-0.001524i,-0.014149+0.0016562i,-0.010391+0.0060963i
0.29247+0.13905i,0.49092+0.25009i,0.49572+0.2534i,0.30178+0.13632i,0.10416+0.070929i,0.0032761+0.095575i,-0.019966+0.073541i,-0.033402-0.0081233i,-0.066199-0.045315i,-0.073268-0.00050193i,-0.032353+0.052254i,0.0055196+0.072771i,0.010618+0.074227i,0.0025276+0.054464i,-0.0034006+0.031463i,0.0047026+0.018984i,0.019572+0.0015241i,0.022086-0.022886i,0.014267-0.035168i,0.0092105-0.026358i,0.012229-0.011358i,0.011207+0.00035617i,0.0011243+0.010146i
-0.25089-0.083947i,-0.41038-0.10308i,-0.33699-0.082784i,-0.10834-0.058178i,0.025331-0.041727i,0.069622-0.02157i,0.10108-0.0077313i,0.10281-0.0046932i,0.090753-0.0012517i,0.074242-0.023903i,0.031931-0.057606i,-0.020834-0.072336i,-0.051922-0.0599i,-0.046244-0.029751i,-0.024399-0.015289i,-0.015091-0.01092i,-0.012649+0.0016876i,-0.008284+0.012892i,-0.0077515+0.016865i,-0.0087517+0.0152i,-0.0083146+0.010169i,-0.0075657+0.00053848i,-0.0058777-0.010646i
0.28002-0.041681i,0.50195-0.14873i,0.49618-0.22644i,0.25981-0.17085i,0.096616-0.046463i,0.094651+0.0093424i,0.11928+0.0064458i,0.11406+0.020406i,0.087892+0.043139i,0.065638+0.054217i,0.064455+0.048199i,0.076063+0.040977i,0.085471+0.032467i,0.063835+0.010769i,0.020531+0.0011377i,-0.0050475+0.0046647i,-0.014915+0.00013546i,-0.019718-0.0081901i,-0.014753-0.011885i,-0.0044394-0.011183i,0.0068413-0.0080662i,0.01744-0.0071933i,0.019667-0.0081112i
-0.33372+0.20714i,-0.54505+0.3568i,-0.53206+0.38707i,-0.30562+0.25817i,-0.14756+0.10668i,-0.10851+0.051539i,-0.090858+0.04991i,-0.071674+0.031482i,-0.061422-0.013i,-0.072776-0.047692i,-0.094493-0.042319i,-0.10271-0.024712i,-0.089904-0.01652i,-0.048554-0.0063776i,-0.0017162-0.0036948i,0.015364-0.0075046i,0.018962-0.00067983i,0.030679+0.01304i,0.040643+0.015735i,0.033908+0.0090805i,0.010325+0.013192i,-0.01189+0.026888i,-0.018027+0.027896i
0.16797-0.23977i,0.31167-0.39622i,0.29577-0.41131i,0.13544-0.23275i,0.04789-0.047213i,0.024808+0.015061i,-0.0068378+0.012768i,-0.026281+0.0012788i,-0.017433+0.0022447i,0.015142+0.0067292i,0.057843-0.0025984i,0.086662-0.019137i,0.075703-0.029374i,0.031133-0.020032i,0.0012405+0.0011362i,0.00072681+0.0085674i,-0.0011951+0.0039368i,-0.015833-0.0025275i,-0.027057-0.003575i,-0.020446+2.1464e-05i,-0.0060809-0.0075782i,0.0025073-0.022729i,0.007741-0.023783i
-0.025089+0.18165i,-0.068073+0.34981i,-0.076936+0.39634i,-0.056493+0.25362i,-0.076462+0.072305i,-0.11741-0.016063i,-0.11506-0.014341i,-0.059201+0.0093246i,-0.012818-0.0016914i,-0.018421-0.0066457i,-0.043526+0.025198i,-0.063044+0.061029i,-0.063115+0.075228i,-0.038997+0.046427i,-0.025278-0.0028529i,-0.029155-0.019911i,-0.019687-0.014761i,-0.0011895-0.016736i,0.0044953-0.016301i,0.0022789-0.0035694i,0.0046951+0.013445i,0.011215+0.023116i,0.010383+0.019399i
-0.041463-0.29918i,-0.18058-0.47447i,-0.29842-0.44122i,-0.24388-0.22047i,-0.072738-0.039349i,0.043866+0.013948i,0.084601+0.0036943i,0.080223-0.039868i,0.035742-0.058306i,0.016762-0.036998i,0.035247-0.04545i,0.041322-0.080668i,0.030947-0.085693i,0.017209-0.048755i,0.0084889-0.0067442i,0.0069372+0.010811i,0.0012639+0.018678i,-0.0013284+0.032719i,0.0044618+0.038686i,0.0029798+0.026663i,-0.011823+0.0071151i,-0.026685-0.0063281i,-0.023864-0.0091297i
0.15795+0.21421i,0.32996+0.30436i,0.4409+0.23789i,0.37277+0.067507i,0.19771+0.0088138i,0.097807+0.085132i,0.096437+0.12676i,0.076799+0.099019i,0.03301+0.061444i,-0.0012562+0.035123i,-0.019458+0.040736i,-0.012497+0.066347i,0.0034725+0.058241i,0.0061579+0.015332i,0.0039285-0.012728i,0.010047-0.020565i,0.011379-0.027924i,-0.0030606-0.029131i,-0.01746-0.017878i,-0.01529-0.003138i,-8.278e-05+0.0075687i,0.016893+0.013373i,0.023475+0.017314i
-0.065444+0.0013031i,-0.012947+0.025976i,0.10792+0.068999i,0.17948+0.090447i,0.13462+0.037225i,0.030468-0.063634i,-0.080293-0.10905i,-0.12538-0.04761i,-0.064168+0.018532i,0.0033927-0.0064235i,-0.0046981-0.059102i,-0.039728-0.073011i,-0.049575-0.051317i,-0.028486-0.011471i,0.008114+0.012245i,0.02298+0.01124i,0.014429+0.0082495i,0.0087073+0.0046358i,0.0064896-0.0073766i,-0.0008238-0.016419i,-0.010319-0.015263i,-0.016824-0.010314i,-0.018146-0.008006i
0.016457+0.048681i,-0.017865-0.057562i,-0.17315-0.19042i,-0.36742-0.15388i,-0.41636+0.022095i,-0.29527+0.12495i,-0.15682+0.10005i,-0.0547+0.020855i,-0.01262-0.043752i,-0.017331-0.027995i,-0.00052001+0.033479i,0.033862+0.067395i,0.041923+0.065864i,0.011+0.045274i,-0.033367+0.029095i,-0.053346+0.025673i,-0.04753+0.019255i,-0.03681+0.009503i,-0.027672+0.0063695i,-0.015366+0.0056606i,0.00036077-0.0021288i,0.0082929-0.010924i,0.0070577-0.0097279i
-0.032051-0.0059231i,0.01885+0.041141i,0.084379+0.037388i,0.10101-0.063383i,0.085313-0.1478i,0.060187-0.13702i,0.062009-0.097897i,0.045894-0.073113i,0.017508-0.045183i,0.0049271-0.039963i,-0.010296-0.053683i,-0.023195-0.050954i,-0.015479-0.03737i,0.006521-0.037013i,0.012952-0.04528i,0.0059786-0.035838i,0.010363-0.015448i,0.015917-0.011947i,0.0069894-0.019556i,-0.0058139-0.017239i,-0.010359-0.00042443i,-0.0092547+0.01394i,-0.011288+0.013518i
-0.060276+0.071434i,-0.19027+0.26604i,-0.19334+0.52814i,0.0088854+0.61561i,0.15448+0.47402i,0.14186+0.34803i,0.13808+0.31218i,0.15285+0.2202i,0.11072+0.1i,0.071553+0.035765i,0.062482-0.0087826i,0.035251-0.04358i,-0.0024328-0.056136i,-0.018248-0.050197i,-0.0036745-0.035464i,0.015652-0.031137i,0.010042-0.026797i,0.00030049-0.0022611i,0.011132+0.021715i,0.023794+0.019221i,0.017956+0.0036743i,0.0056068-0.0016695i,0.0043736+0.001366i
0.087292-0.19764i,0.14244-0.39011i,0.078617-0.47734i,-0.11026-0.35264i,-0.20704-0.17971i,-0.17389-0.16373i,-0.16065-0.17957i,-0.11784-0.10631i,-0.043485-0.058417i,-0.032835-0.04926i,-0.047749-0.02067i,-0.042085+0.0027755i,-0.033553+0.017951i,-0.028419+0.03232i,-0.023704+0.039061i,-0.011399+0.042968i,0.0040636+0.034702i,0.0041559+0.014461i,-0.0052302+0.0005013i,-0.0027555-0.00072756i,0.01137-0.00043954i,0.018314-0.0015877i,0.014661+0.00091346i
-0.019516+0.25547i,-0.031341+0.35705i,-0.049485+0.2169i,-0.038683-0.072015i,0.026056-0.16711i,0.15752-0.045322i,0.24648-0.013491i,0.15477-0.076235i,0.025399-0.05566i,0.0012293-0.0053691i,0.010396+0.013155i,0.0074386+0.041087i,0.004726+0.064613i,-0.0036829+0.062678i,-0.017234+0.047284i,-0.032262+0.02741i,-0.031705+0.017626i,-0.005152+0.0043746i,0.014156-0.020199i,0.0080714-0.024572i,0.0011569-0.0014906i,0.0062485+0.015557i,0.0089855+0.013047i
-0.21621-0.23792i,-0.28006-0.44261i,-0.21362-0.43636i,-0.03893-0.1744i,0.057712+0.00026647i,-0.025332-0.031717i,-0.11801-0.05707i,-0.094996-0.021606i,-0.041932+0.0059168i,-0.0063783+0.014539i,0.023878-0.0048737i,0.02592-0.046314i,0.014575-0.070195i,0.014252-0.06505i,0.013076-0.051345i,0.012002-0.04422i,0.010162-0.042596i,-1.0837e-05-0.025262i,-0.00097663+0.0078088i,0.012316+0.022549i,0.013104+0.006641i,-0.0034266-0.021384i,-0.019285-0.041751i
0.32487+0.22134i,0.59779+0.43651i,0.64917+0.48544i,0.33428+0.34566i,-0.079103+0.26556i,-0.28743+0.29456i,-0.29754+0.33553i,-0.1702+0.31424i,-0.027504+0.17983i,-0.0084806+0.060036i,-0.019434+0.050734i,0.017008+0.052815i,0.035406+0.0087638i,0.02965-0.040265i,0.032439-0.068123i,0.025003-0.063232i,0.0050052-0.035497i,-0.0028723-0.019455i,-0.0047654-0.012953i,-0.0069446+0.0046245i,-0.0080843+0.020892i,-0.0087763+0.028863i,0.0035467+0.031347i
-0.37844-0.22139i,-0.66784-0.34057i,-0.74777-0.42142i,-0.58736-0.43135i,-0.38879-0.3789i,-0.23129-0.26843i,-0.10013-0.16548i,-0.047408-0.12599i,-0.025851-0.091511i,0.017691-0.070676i,0.018228-0.071557i,-0.029514-0.041778i,-0.052923+0.0043862i,-0.041215+0.02754i,-0.014402+0.030867i,0.011831+0.016699i,0.0092815-0.0030499i,-0.011426-0.0076181i,-0.02113-0.009824i,-0.022891-0.012841i,-0.019978-0.0013698i,-0.015245+0.012734i,-0.019408+0.022927i
0.38059-0.12261i,0.58195-0.24664i,0.60476-0.20797i,0.57684+0.049194i,0.65397+0.36185i,0.74145+0.52663i,0.70857+0.40466i,0.50492+0.11013i,0.21541-0.051781i,0.061786-0.057878i,0.042521-0.074755i,0.024957-0.087395i,0.00074338-0.056193i,-0.032746-0.026504i,-0.067793-0.0065498i,-0.067232+0.0092517i,-0.047443+0.015538i,-0.037459+0.021065i,-0.031806+0.033297i,-0.020831+0.043925i,-0.0070257+0.038514i,0.0029961+0.019903i,0.0081347+0.0051386i
-0.23259+0.18875i,-0.31453+0.53432i,-0.28104+0.78307i,-0.36813+0.67078i,-0.79582+0.35036i,-1.1461+0.15557i,-0.93236+0.16553i,-0.3997+0.15194i,-0.067089-0.0070433i,-0.04057-0.091007i,-0.074731-0.0189i,-0.06738+0.050159i,-0.070442+0.066015i,-0.076666+0.07643i,-0.077075+0.075101i,-0.076729+0.058687i,-0.05162+0.047774i,-0.0021492+0.038624i,0.038175+0.018544i,0.051631-0.009428i,0.043256-0.024316i,0.035511-0.010448i,0.043395+0.00010659i
0.34517-0.030217i,0.44185-0.25377i,0.28296-0.44665i,0.12089-0.29825i,0.3777-0.02919i,0.75142-0.088721i,0.63779-0.28169i,0.23069-0.22505i,0.018692-0.076008i,-0.040464-0.048282i,-0.099423-0.048997i,-0.10151+0.0016182i,-0.032829+0.036802i,0.033376+0.017338i,0.068232-0.021041i,0.065507-0.03966i,0.040166-0.024263i,0.013581-0.00011014i,-0.01557+0.018133i,-0.037129+0.041422i,-0.040459+0.054452i,-0.030585+0.037575i,-0.019756+0.016299i
-1.5941+6.6738i,0.83618+6.4756i,3.6869+5.2157i,4.383+1.8952i,3.2113-1.16i,0.83128-2.5594i,-1.149-1.7137i,-1.4947-0.18324i,-0.50896+0.57124i,0.61958+0.16281i,0.80011-0.6757i,0.23745-1.1916i,-0.58325-1.627i,-1.4892-2.1418i,-1.8172-2.136i,-1.2146-1.2587i,-0.43793-0.38252i,-0.34084-0.019965i,-0.69393+0.23654i,-0.67089+0.53815i,-0.14088+0.66112i,0.40786+0.42318i,0.4949-0.038551i
0.23205+0.0428i,0.2275+0.21561i,0.25263+0.50666i,0.52711+0.68662i,0.94988+0.59278i,1.1767+0.31026i,1.0322+0.028035i,0.64916-0.099431i,0.30941-0.095376i,0.10132-0.10291i,-0.032645-0.12896i,-0.1011-0.099891i,-0.10855-0.034225i,-0.09935+0.016631i,-0.094639+0.046594i,-0.087058+0.064201i,-0.074852+0.066294i,-0.064014+0.054513i,-0.048217+0.030295i,-0.036144-0.0083644i,-0.034728-0.038488i,-0.022901-0.045718i,-0.0039142-0.041852i
0.074977-0.045406i,0.074988-0.11415i,0.11099-0.050562i,0.28484+0.1908i,0.63064+0.36143i,0.81154+0.31399i,0.60196+0.23059i,0.30756+0.2202i,0.15158+0.18914i,0.053247+0.12018i,-0.019137+0.097679i,-0.022773+0.087897i,0.0013131+0.047735i,0.014766+0.009082i,0.02232-0.014017i,0.02763-0.027737i,0.019853-0.035342i,-0.0053564-0.020724i,-0.02596+0.016849i,-0.033452+0.04053i,-0.04014+0.028047i,-0.047651+0.00076591i,-0.044967-0.011122i
0.32314-0.19494i,0.47858-0.33113i,0.39901-0.44164i,0.064773-0.52255i,-0.33299-0.53428i,-0.60401-0.46287i,-0.67351-0.28871i,-0.54094-0.068803i,-0.33226+0.077922i,-0.15232+0.16795i,0.01417+0.17667i,0.12844+0.080526i,0.14192-0.010712i,0.10362-0.032869i,0.062614-0.010135i,0.040346+0.02379i,0.043067+0.033415i,0.049074+0.014395i,0.044381-0.012455i,0.030359-0.032262i,0.020262-0.030527i,0.029182-0.010998i,0.040557+0.0051634i
-0.53056+0.26013i,-0.92661+0.51876i,-0.9817+0.67175i,-0.56448+0.49267i,-0.17307+0.09615i,-0.12758-0.16171i,-0.1845-0.19098i,-0.17265-0.11449i,-0.10122-0.028205i,-0.036936-0.0016647i,-0.034938-0.0018644i,-0.046816+0.010207i,-0.032932+0.0082416i,0.0059621-0.010194i,0.033345-0.038792i,0.017217-0.057778i,-0.00092838-0.053989i,0.00075271-0.053078i,-0.0040289-0.062835i,-0.021062-0.062914i,-0.028156-0.044049i,-0.014198-0.021461i,-0.0013753-0.0099501i
0.358-0.18998i,0.64539-0.35443i,0.75227-0.29434i,0.63648-0.038573i,0.50168+0.12163i,0.37724+0.085735i,0.21655+0.0026196i,0.090859-0.029795i,0.013962-6.2013e-06i,-0.0098665+0.056715i,0.0021107+0.076553i,0.01948+0.058062i,0.043782+0.033131i,0.066838+0.013798i,0.084495+0.0023725i,0.085347-0.0076174i,0.06082-0.01493i,0.028515-0.01383i,-0.001364-0.00028193i,-0.019088+0.011515i,-0.026415-0.0078303i,-0.035036-0.042629i,-0.038862-0.052563i
-0.0081301+0.29823i,0.085116+0.37896i,0.15765+0.1479i,0.092108-0.1782i,0.027255-0.31102i,0.06721-0.32597i,0.057945-0.27964i,0.013216-0.14716i,-0.0069277-0.050228i,-0.045809-0.0011793i,-0.045917+0.043771i,0.0052719+0.042484i,0.049408+0.011368i,0.067388-0.0049312i,0.056028+0.0089711i,0.039304+0.025375i,0.026429+0.016109i,0.018082+0.013876i,0.029219+0.023441i,0.040328+0.02272i,0.039661+0.023928i,0.040532+0.030592i,0.039641+0.0249i
-0.27671-0.42797i,-0.75069-0.5406i,-1.0941-0.34849i,-0.89459-0.080146i,-0.40253-0.066767i,-0.074704-0.18803i,0.039303-0.20037i,0.03596-0.103i,0.024871+0.0088251i,0.042417+0.027589i,0.022885-0.013096i,-0.0084314-0.016867i,-0.0045475+0.0070384i,0.017172+0.036877i,0.034418+0.059377i,0.030269+0.068137i,0.023276+0.070349i,0.023788+0.048519i,0.015113+0.0060528i,0.0025811-0.026938i,-0.0032053-0.037718i,-8.2099e-05-0.031307i,0.012292-0.021807i
0.17509+0.28242i,0.52235+0.43763i,0.8522+0.39485i,0.77864+0.16862i,0.36567+0.086328i,0.061047+0.22694i,0.0057126+0.26881i,0.012256+0.14385i,0.0031467+0.03499i,0.0090324-0.00080749i,0.017038-0.0045705i,0.0080196-0.0092237i,-0.018351-0.01559i,-0.035663-0.012055i,-0.035375-0.0083624i,-0.026238-0.016857i,-0.0067124-0.034124i,0.010419-0.044493i,0.010718-0.033828i,-0.0015156-0.012963i,-0.012363-0.0031878i,-0.015932-0.0094057i,-0.02036-0.016658i
0.29714-0.16008i,0.50739-0.36051i,0.54654-0.47472i,0.38646-0.3635i,0.22045-0.14004i,0.13416-0.020973i,0.061997-0.018872i,-0.0099684-0.026173i,-0.045146+0.0018988i,-0.028113+0.040499i,0.010126+0.039305i,0.032057+0.011643i,0.033207-0.00081274i,0.010014+0.0013723i,-0.020339+0.014909i,-0.025384+0.034667i,-0.01035+0.04683i,0.00098898+0.042487i,0.0044095+0.029274i,0.008898+0.021727i,0.014808+0.017919i,0.016501+0.016063i,0.016322+0.019922i
-0.65837+0.41273i,-1.2159+0.82731i,-1.4004+1.0637i,-0.95747+0.88628i,-0.34604+0.39837i,-0.02309-0.048671i,0.040849-0.20607i,0.032759-0.14588i,0.0354-0.065221i,0.012598-0.041884i,-0.032735-0.015477i,-0.040195+0.028446i,-0.01026+0.036616i,0.017097+0.015466i,0.021633-0.0043453i,0.0090678-0.020662i,-0.0085338-0.025505i,-0.016048-0.0075343i,-0.0058944+0.0076312i,0.003591-0.0037004i,0.0040909-0.010011i,0.0070271+0.0027374i,0.011047+0.0061956i
0.37664-0.5251i,0.62845-0.86539i,0.57637-0.85147i,0.22827-0.48389i,-0.021017-0.15188i,-0.085873-0.025069i,-0.10084-0.0055899i,-0.07776+0.00031126i,-0.040621+0.010819i,-0.013221+0.017414i,0.00076476+0.0047911i,-0.0041151-0.012623i,-0.017177-0.0034711i,-0.018739+0.017675i,-0.0076015+0.019591i,-0.0023403+0.010745i,0.00062557+0.006077i,0.0099933-0.0089713i,0.010317-0.031704i,-0.0023203-0.03582i,-0.01583-0.029981i,-0.030233-0.027474i,-0.040093-0.014097i
0.045646+0.40602i,0.23667+0.505i,0.41108+0.16889i,0.32348-0.25325i,0.071761-0.23983i,-0.058909+0.013245i,-0.074373+0.1473i,-0.060966+0.14438i,-0.054177+0.073736i,-0.068391+0.031921i,-0.04684+0.040268i,-0.009014+0.030313i,0.0027999+0.0085723i,0.010677-0.0055164i,0.014728-0.013252i,0.016409-0.013236i,0.020257-0.017814i,0.0096302-0.015032i,-0.0043221+0.0088105i,-0.0018016+0.027318i,0.0076879+0.02766i,0.015772+0.024886i,0.022021+0.023858i
-0.1228-0.2508i,-0.44835-0.28604i,-0.60351-0.063013i,-0.28617+0.14176i,0.11864+0.037813i,0.21131-0.16398i,0.13836-0.20255i,0.06577-0.1228i,0.037032-0.0084436i,0.069127+0.042185i,0.078779+0.0088163i,0.053449-0.019815i,0.039177-0.023997i,0.030139-0.010565i,0.029129+0.0083946i,0.022419+0.014338i,0.0037277+0.025411i,0.0035696+0.040344i,0.019632+0.03315i,0.025154+0.0068343i,0.017328-0.01268i,0.0086349-0.018919i,0.0033873-0.021807i
-0.056174+0.11022i,0.035847+0.22016i,0.21792+0.29709i,0.27435+0.24456i,0.15923+0.11302i,0.058863+0.043131i,0.036613+0.014076i,0.042051-0.013908i,0.04648-0.039646i,0.020649-0.042691i,-0.013843-0.0022253i,-0.015882+0.040456i,-0.0036131+0.045604i,-0.002157+0.025169i,-0.011632+0.0059615i,-0.018182+0.0031194i,-0.0077369-0.0019824i,0.0039367-0.023078i,-0.0012589-0.035442i,-0.014227-0.02727i,-0.01964-0.011815i,-0.017932-0.00050391i,-0.02175+0.0021199i
0.40347-0.26547i,0.59909-0.57571i,0.38006-0.73372i,-0.056776-0.49396i,-0.18815-0.10244i,-0.056411+0.062989i,0.029769+0.040074i,0.014685-0.0041851i,-0.048534-0.00046562i,-0.06033+0.040516i,-0.0011771+0.028544i,0.035004-0.027475i,0.033168-0.05286i,0.018589-0.044164i,0.0067071-0.012055i,0.016869+0.011157i,0.022605+0.0036078i,0.0066439-0.0053496i,-0.0050201+0.00041924i,0.0017457+0.010967i,0.013249+0.0086454i,0.016689-0.0058357i,0.019836-0.0096982i
-0.65534+0.47297i,-1.0145+0.98621i,-0.88998+1.1682i,-0.40987+0.72668i,-0.14291+0.14016i,-0.13576-0.10876i,-0.14112-0.10082i,-0.10179-0.022226i,-0.025125+0.017905i,0.00052067-0.014229i,-0.050928-0.013252i,-0.080705+0.030705i,-0.065822+0.04835i,-0.022726+0.039378i,0.011825+0.0068664i,-0.0013655-0.018356i,-0.019084-0.0030705i,-0.0076085+0.026842i,0.0075142+0.032813i,0.0063534+0.012513i,-0.0010553-0.0039705i,-0.00092979-0.0038104i,0.0045895-0.0059257i
0.30927-0.33498i,0.54117-0.66361i,0.55535-0.8095i,0.32448-0.59628i,0.13306-0.25353i,0.066758-0.042995i,0.038325+0.027521i,0.029969+0.028994i,0.029136+0.0201i,0.042455+0.026252i,0.074431+0.01378i,0.090255-0.010001i,0.076707-0.014295i,0.045931-0.004965i,0.025118+0.011032i,0.02886+0.019013i,0.035613+0.0059605i,0.024704-0.018292i,0.00090553-0.031302i,-0.016213-0.020087i,-0.020428-0.0024525i,-0.017997+0.0082364i,-0.014122+0.017319i
-0.06702-0.086362i,-0.19517-0.14483i,-0.24255-0.096032i,-0.11745+0.038094i,0.058908+0.1128i,0.16253+0.082631i,0.16261+0.015303i,0.082311-0.021404i,0.006105-0.0094884i,-0.013582+0.0034213i,-0.024889-0.0023739i,-0.051113-0.0031615i,-0.066335+0.0023009i,-0.064744+0.010358i,-0.053504+0.011507i,-0.048213-0.0009719i,-0.051619-0.0079185i,-0.043245+0.0036134i,-0.017426+0.019736i,0.0083116+0.022521i,0.020862+0.016261i,0.022061+0.0090228i,0.016707-0.0028267i
0.2796+0.42741i,0.52165+0.65859i,0.57242+0.59214i,0.36031+0.27809i,0.084686+0.02282i,-0.088577-0.08998i,-0.14623-0.10157i,-0.11188-0.044857i,-0.054422-0.011728i,-0.044161+0.0046384i,-0.022314+0.035172i,0.035478+0.036674i,0.073127+0.0097123i,0.073895-0.016778i,0.049368-0.017273i,0.033738+0.013141i,0.045612+0.034478i,0.05448+0.021646i,0.040917-0.0034047i,0.018974-0.018592i,0.0010072-0.023848i,-0.012817-0.025309i,-0.024461-0.017748i
-0.31176-0.30168i,-0.54967-0.4634i,-0.5818-0.40071i,-0.36334-0.18107i,-0.13272-0.03526i,-0.035918+0.037828i,-0.001834+0.08594i,0.025019+0.05454i,0.0253-3.7602e-05i,0.019453-0.019922i,0.00013987-0.028849i,-0.040007-0.029868i,-0.062885-0.021378i,-0.05643-0.012995i,-0.037603-0.017864i,-0.028416-0.036806i,-0.036191-0.04694i,-0.044347-0.033989i,-0.040948-0.010353i,-0.029459+0.0071431i,-0.015686+0.015195i,-4.7783e-05+0.021527i,0.017068+0.026181i
-0.0041404+0.038472i,-0.004716+0.10553i,-0.021702+0.12982i,-0.0018168+0.070136i,0.0831-0.035971i,0.14976-0.13278i,0.11833-0.17266i,0.030995-0.11602i,-0.010383-0.023207i,-0.0044206+0.010332i,0.0043553+0.0011204i,0.019392-0.00027279i,0.031471+0.0076065i,0.030038+0.022613i,0.0314+0.042247i,0.035487+0.052134i,0.034241+0.051251i,0.030139+0.038957i,0.026356+0.01535i,0.020827-0.0062644i,0.01284-0.017953i,0.0037816-0.024313i,-0.0076844-0.025853i
0.2235-0.1311i,0.36164-0.18317i,0.34308-0.15778i,0.16586-0.06055i,2.2738e-05+0.043665i,-0.090922+0.098684i,-0.099382+0.11393i,-0.038277+0.094654i,0.0022146+0.053484i,0.0053763+0.040604i,0.012743+0.037305i,0.0080003+0.018937i,-0.0029984+0.0096674i,-0.00021826-0.0019252i,0.00018129-0.025398i,-0.0055664-0.04342i,-0.01011-0.05029i,-0.0082815-0.043233i,-0.0030994-0.025901i,-0.0039013-0.0098407i,-0.0067816+0.0041004i,-0.0051794+0.016614i,-6.9391e-06+0.021083i
-0.26622+0.19364i,-0.43519+0.27554i,-0.38567+0.21341i,-0.18121+0.073625i,-0.059737+0.0052623i,0.0049112+0.024937i,0.049433+0.022407i,0.024673-0.012944i,-0.011639-0.027668i,-0.018947-0.025785i,-0.014362-0.0088937i,0.0098369+0.0098361i,0.03644+0.0076702i,0.037734+0.0022323i,0.019766+0.0092148i,0.0035892+0.026624i,0.0016707+0.039445i,0.0018244+0.03269i,-0.0040857+0.017936i,-0.0035955+0.0093439i,0.0041579+1.1249e-05i,0.010737-0.014417i,0.014906-0.023592i
0.16124-0.077373i,0.27603-0.11616i,0.27345-0.093875i,0.14859-0.054533i,0.043675-0.04474i,-0.0021934-0.052184i,-0.019786-0.04075i,-0.014168-0.0090724i,0.0002811+0.013796i,0.0030521+0.019666i,-0.0051332+0.019108i,-0.017791+0.012975i,-0.032456+0.0099842i,-0.029274+0.016976i,-0.0065809+0.016273i,0.0076294-0.0021849i,0.0062575-0.017915i,0.0001585-0.012742i,0.00010197+0.0032197i,0.0025558+0.0069553i,-0.0051948+0.0016133i,-0.016715+0.0054162i,-0.018399+0.014104i
-0.091362-0.007828i,-0.12927-0.073596i,-0.095096-0.11357i,-0.0042168-0.095378i,0.06438-0.083752i,0.089898-0.096138i,0.076886-0.099724i,0.04705-0.070289i,0.03888-0.022053i,0.049889-0.0075414i,0.046147-0.024643i,0.037379-0.028969i,0.041405-0.024261i,0.034074-0.024756i,0.010483-0.014425i,-0.0043945+0.0091772i,-0.00050365+0.026169i,0.012248+0.020088i,0.01446-0.0018071i,0.005068-0.011547i,0.0033302-0.0038625i,0.0094268+0.0004703i,0.0077261-0.00098519i
0.15763+0.12201i,0.2255+0.24039i,0.14167+0.27431i,-0.0023492+0.20745i,-0.059604+0.1374i,-0.072981+0.10035i,-0.065903+0.085557i,-0.034979+0.057329i,-0.026898+0.014655i,-0.041179+0.0019173i,-0.041878+0.0094889i,-0.039931+0.0074554i,-0.047241+0.0015456i,-0.049434+0.00042688i,-0.037297-0.0010323i,-0.020473-0.01239i,-0.014212-0.026983i,-0.015876-0.024455i,-0.0097048-0.0065567i,0.0035124+0.0040177i,0.0083369-0.00028185i,0.0035034-0.0084025i,-0.0031004-0.014399i
-0.20972-0.1127i,-0.35158-0.16799i,-0.32829-0.15293i,-0.16451-0.080321i,-0.011587-0.032481i,0.062641-0.032389i,0.046616-0.038063i,-0.0047417-0.019468i,-0.027942+0.0066848i,-0.01876+0.021285i,-0.0023639+0.026594i,0.0067612+0.030241i,0.012392+0.03795i,0.023419+0.035475i,0.028464+0.020874i,0.020611+0.017709i,0.013016+0.028821i,0.012588+0.032413i,0.011531+0.017277i,0.0036326-6.0919e-05i,-0.0020213-0.0031665i,5.6682e-05+0.0013348i,0.0037108+0.005297i
0.13215-0.025466i,0.17612-0.041626i,0.14687-0.043497i,0.081122-0.063695i,0.0047788-0.10309i,-0.081755-0.12179i,-0.11649-0.087364i,-0.074404-0.028756i,-0.014057-0.0053273i,0.0028945-0.014455i,-0.010866-0.023117i,-0.018744-0.030824i,-0.021415-0.037657i,-0.020535-0.030014i,-0.011877-0.017411i,0.0010071-0.018017i,0.0074793-0.031766i,-0.0034461-0.040329i,-0.022092-0.026638i,-0.024023-0.0042437i,-0.012511+0.0038814i,-0.0042959+0.00083187i,0.0020574-0.00036182i
