-0.002901-0.00015594i,-0.0030369+0.00012288i,-0.002876+0.00044233i,-0.0018512+0.00054845i,0.00088939+0.0010009i,0.0021669+0.0012763i,0.0016148+0.0012216i,0.0011685+0.0013001i,0.0010466+0.0012502i,0.00053688+0.0011002i,8.1633e-05+0.00061395i,-0.00021374-0.00024137i,0.0002281-0.00040128i,0.0012155-7.2249e-05i,0.0012401-0.00086576i,0.00091981-0.00092061i,0.00027179-0.0003003i,-8.2949e-05-0.00045522i,0.0005342-0.00045933i,0.00034866-0.00028373i,-6.4852e-05-0.00011535i,0.00040749-5.069e-05i,0.00099717+0.00056901i
0.0003383-1.6325e-05i,0.001638+0.00035133i,0.0022245+0.00048668i,0.0017362+0.00031013i,0.00064801-0.00035359i,4.7371e-05-0.00035897i,0.00029927+3.1169e-05i,0.00075135-0.00034415i,0.0010145-0.00026074i,0.0007757+0.00042279i,-0.00018334+0.00048691i,-0.00080648+0.00024803i,-0.00070599+4.2761e-06i,-0.00049867+4.4394e-05i,-0.0009002+0.00024816i,-0.0010307+0.00054972i,-0.00010844+0.00089771i,0.00051149+0.0006457i,0.0002309+0.0003132i,-0.00041774+0.00034382i,-0.00038485+5.0507e-05i,0.00030982-0.00029724i,0.00036882-0.000225i
0.0010214-4.2825e-05i,0.00022784-0.0011646i,-6.598e-05-0.0020561i,0.0010199-0.0007529i,0.0014129+0.00055464i,0.0011561+0.00080907i,0.00038621+0.00098224i,-0.00010348+0.00062315i,-0.00038826-0.00014161i,-0.00056604-0.000477i,-0.00068555+5.0954e-05i,-0.0010197+0.00010674i,-0.001132-0.00033347i,-0.00096865+3.5764e-05i,-0.0014301+6.986e-05i,-0.0010429-0.00013851i,-0.00019262+4.1467e-05i,-0.00034362-0.00017501i,-0.0002047-0.00057332i,-0.00019092-0.00044217i,-4.7431e-06-0.00014389i,0.00028291+0.00039942i,0.00033397+0.00038044i
0.0011793+0.0021529i,0.00084334+0.0010356i,0.00079721-0.00018679i,0.0010557-0.00065037i,0.0020181-0.0015686i,0.0025685-0.0018575i,0.0017609-0.00094078i,0.0010169-0.00022647i,0.00058528+0.00056628i,-0.00018281+0.0008227i,-0.00054003+0.00081663i,-0.00011524+0.00090056i,-0.00012453+0.00084128i,-0.00028324+0.0004638i,-0.00051994+0.00025916i,-0.00051171+0.00056589i,0.00019176+0.00094841i,0.00040734+0.00074885i,8.8889e-05+0.00033695i,0.00027323+0.00012765i,0.0006884-1.3783e-05i,0.00063996-0.00048265i,0.00060732-0.00024139i
0.00037559+0.00083842i,0.00066522+0.0011308i,2.2453e-05+0.0019526i,-0.00038322+0.002206i,-0.00015243+0.0017658i,0.00050994+0.0010068i,0.00054641+0.00046803i,-0.00036691+0.00010694i,-0.00067364-0.00037774i,-0.00053105-0.00024954i,1.2369e-05-0.00050094i,0.0002752-0.00042287i,5.5702e-05+0.00072505i,0.00034502+0.0015277i,0.00048678+0.0013715i,5.0569e-06+0.00050316i,0.00028472-0.00019809i,4.0978e-05-2.6853e-06i,0.00020108+0.00033391i,0.0003369-0.00015568i,-0.00020596-0.00042306i,0.00016267-6.6179e-05i,0.00034602+0.00043218i
-0.0012348-0.0013759i,-0.0012404-0.001411i,-0.0017442-0.0009888i,-0.0018976+3.9511e-05i,-0.00024717+0.00069924i,0.0020337+5.988e-05i,0.002688-0.0012787i,0.0016963-0.00073571i,7.2539e-05+0.0006347i,-0.00037354+0.0012383i,-0.00075891+0.0009601i,-0.00035774+0.00033712i,0.00021626-0.00042411i,0.00047785-0.00081615i,0.0010984-0.0005953i,0.00075982+9.1361e-05i,0.0003856+7.9626e-05i,0.00010999-0.00015007i,-0.0004872-3.8463e-05i,-0.00024261-0.00025776i,-4.1121e-05-0.00056553i,9.7583e-05-0.00020121i,0.00040833+0.00012977i
-3.2314e-05-0.0006307i,-0.001122-0.0012396i,-0.0017032-0.0010406i,-0.0012383-0.000362i,8.3495e-05-0.00046277i,-7.5158e-05-0.00059047i,-0.00085991-0.00037052i,-0.00062783-0.00022297i,-0.00030314+0.00018997i,0.00014244+0.00042315i,-0.00013465-2.2962e-05i,-0.00038546-0.00056648i,0.00034239-0.0003975i,0.00079101-0.00012825i,0.0005217-0.00030996i,4.2881e-05+0.00032893i,0.00039633+0.0006017i,0.00017735-0.00014312i,-0.00025799-0.00075663i,-0.00039063-8.3939e-05i,-6.8709e-05+7.1154e-05i,0.00077713-0.00026069i,0.00071665-5.7502e-06i
-0.001903+0.00017136i,-0.0014707+5.5003e-05i,-0.00025602+0.0011211i,0.0015173+0.0018886i,0.0024819+0.0015822i,0.0018929+0.00079099i,0.0012083+0.00016931i,0.00061241-0.00010878i,7.6538e-05-5.2535e-05i,-0.00074886+0.00011298i,-0.00086905-0.00015806i,0.00042303-0.00054101i,0.00049926-0.00084737i,0.00023947-0.00038446i,0.00039572+3.2306e-05i,-0.00046076+0.00023614i,-0.00022129+0.0010594i,0.00073329+0.0010183i,-3.5089e-05-0.00023736i,-0.00088504-0.00062924i,-0.00089779-0.000238i,-0.00023986+0.00021965i,0.00010308-0.00013044i
-0.0013712+0.00051912i,-0.0021511-1.7183e-05i,-0.0024066+0.0002566i,-0.0011519+0.000604i,0.0006548+2.0107e-06i,0.00087751-0.0007454i,6.4316e-05-0.0010358i,9.0008e-05-0.00095399i,0.00036121-0.00077645i,-0.00020924-0.00027837i,-0.00055346+2.9921e-06i,5.44e-05+0.00010943i,0.00035634+0.00010379i,-0.00014129+0.0003257i,1.9576e-05+0.00028861i,-7.718e-05-0.00017585i,-0.00019485-2.0379e-05i,-2.9409e-05+5.7666e-07i,-1.4694e-05+0.000163i,-6.2705e-06+0.00056838i,7.5552e-06+0.00011061i,-0.00013466-0.00027377i,1.5366e-05-0.00030324i
-0.00016541-0.00025138i,-0.00012964-0.00096771i,0.00015286-0.00055879i,0.00028817-0.00013199i,0.0010674+0.00042079i,0.0018892+0.00086399i,0.0015983+0.00028878i,0.00099197-0.00026079i,0.00039773-0.00034077i,-0.00027503+0.00014326i,-0.00021626+0.0010877i,-0.00050392+0.00078921i,-0.00044513+5.4078e-05i,7.2602e-05-0.00021414i,0.00052488+0.00034032i,0.00096084+0.0010888i,0.00034109+0.00056155i,-0.00055037-0.00024295i,-0.00074366-0.00055188i,-0.00084356-0.00028867i,-0.00053231+2.4024e-05i,-0.00066002+0.00010912i,-0.00047709-0.00027229i
0.0009041-0.00066708i,0.0012516-0.0012041i,0.00030394-0.0015211i,-0.00031594-0.00067906i,0.00031562+0.00030197i,0.001942+0.00092099i,0.0021128+0.00081849i,0.0012288+8.427e-05i,0.00048547-7.5424e-05i,-0.00041263+0.00036756i,-0.00061574+0.00040818i,-2.9944e-05+7.0149e-05i,-0.00015677-0.00035636i,-0.0012214+7.654e-06i,-0.001254+0.0005006i,-0.00033206+0.00048294i,0.00039524+0.00029798i,0.00086587+4.1088e-05i,0.0010703-0.00026785i,0.00063811+3.4225e-05i,0.00015544+0.0010489i,9.6993e-05+0.00082673i,-3.9166e-06-0.00023829i
0.00027668-0.00027754i,-0.00075719+0.00057027i,-0.0014937+2.9661e-05i,-0.00071737+7.8341e-05i,0.00063278-0.00035376i,0.00094743-0.00097641i,0.00013519-0.00059103i,-0.00068275-0.00076847i,-0.00060315-0.00063978i,-0.00062967-0.00032612i,-0.00048469-0.00042795i,-0.00029041-0.00037757i,0.00015034+0.0006532i,0.00012288+0.0012269i,-0.00028399+0.00077008i,0.00034702+0.00076192i,0.00088352+0.0010302i,0.000548+0.0010518i,-0.0004624+0.00091943i,-0.00053514-0.00017429i,-0.0005304-0.00010239i,-0.00034286+0.00061576i,0.00036831+0.0003853i
0.00048225-0.0015533i,-0.00022966-0.0019611i,-0.00045417-0.0016724i,-0.00016072-0.00045352i,0.00056367+0.00068597i,0.00042796+0.0014267i,4.2516e-05+0.00054309i,0.00013509-0.00060457i,-0.00063344-0.00092305i,-0.001382-0.00046933i,-0.00077709-0.00040412i,-0.00035204+2.961e-07i,-0.00024682+0.00036322i,0.0008967+0.001001i,0.00057549+0.001282i,0.00030254+0.0011116i,0.000329+0.0011668i,-0.00032696+0.00042746i,-0.00050434-0.00027499i,-0.00021539-4.7771e-05i,-0.00015631+0.00043843i,-0.00097352+0.00050047i,-0.00076099+0.00044206i
-0.00069367-7.7952e-05i,-0.00062905-0.00064159i,-0.0013222+7.1953e-05i,-0.00135+0.0014746i,-0.00044193+0.0012572i,0.00051954+0.000102i,0.00023906-0.00015717i,-0.00012529-0.0004662i,-0.00038094-0.00067955i,-0.00063379-0.00040589i,-0.0011605+0.00046575i,-0.0010749+0.00097992i,-0.00018332+0.00070127i,-0.00015524+0.0004326i,-0.00091149+0.0002657i,-0.0012602+0.00079696i,-0.00093247+0.00086866i,-9.4056e-05-0.00015947i,0.00028046-0.0005977i,4.0688e-05-0.00040468i,0.00017578-0.00042928i,0.00034785+8.1651e-05i,0.00060832+0.00053583i
0.00018128+0.0011424i,0.0010017+0.00036119i,0.0012287-0.0013256i,0.00011611-0.0017762i,0.0001595-0.00096849i,0.00073868-0.00025734i,0.00061226-3.4306e-05i,-0.00017319-0.0005176i,-0.00069796-0.00035697i,-0.0006788+0.0001412i,-0.00087559+0.00031936i,-0.00086516+0.00023354i,-0.00038586-0.0001045i,0.00018534-0.00012747i,0.00059638+4.9289e-05i,0.00061286-0.00049839i,0.0003995-0.00040959i,0.00051381+0.0011198i,0.00092814+0.0011643i,0.00073785+0.0005104i,-0.00091931+0.0003195i,-0.00090372-0.00033579i,0.0004247-0.00014817i
0.0001804-0.00034947i,-0.0012924-0.0005733i,-0.0015175-0.00035301i,-0.00020616+0.00019167i,0.0012229+0.00060233i,0.002292+0.0010507i,0.0025418+0.00093758i,0.00092494+0.00072072i,-0.00093432+8.7754e-05i,-0.0011408-0.00032725i,-3.3053e-05-0.00036137i,0.00070613+0.00025595i,-2.5778e-05+0.0007604i,-0.00038782+0.00032898i,-0.00069773-7.4998e-05i,-0.00096172-0.00042712i,-0.00028836-0.00066986i,-0.00028595+0.00014208i,-0.00026576+0.00058887i,-3.6964e-05-2.6741e-05i,-0.00032175-0.00031185i,-0.00020293-6.7003e-05i,0.00010531-0.00060605i
-0.000652+0.00017708i,-0.0012457-0.00026903i,-0.0003267+0.00038522i,0.00049659+0.00063996i,0.00099667+0.00046649i,0.0012488-2.7879e-05i,0.001343-0.00068412i,0.00043107-0.00098348i,-0.00034723-0.00081247i,-0.00011924-0.00038107i,0.00010182+0.00049004i,0.00011193+0.00056144i,0.0005399+0.00044018i,0.00048852+0.00079307i,0.00035248+0.0007458i,6.6896e-05+0.00054418i,-0.00038592+9.39e-05i,-0.00035949+0.00028927i,-0.00060658-0.00013988i,-0.00076514-0.00033708i,1.3698e-05+0.000286i,0.00017487-0.00012237i,-0.00064874-0.00071278i
6.8274e-05-0.0017137i,-0.00098669-0.0016729i,-0.0012166-0.0013443i,-0.0011223-0.00024244i,-0.00033724+0.0012857i,0.00094156+0.0012221i,0.0014302+0.00016016i,0.00046237-0.00081879i,-0.00022923-0.00026001i,-0.00019103+0.00060534i,-0.00039381+0.00029001i,-0.0011962+5.7144e-05i,-0.0009858+0.00051082i,0.00010827+0.0007901i,0.00069948+0.00054573i,0.00055607+0.00091562i,-0.00053475+0.00012333i,-0.00024698-0.00035689i,0.00055622+0.00054823i,-4.1531e-05-0.00026565i,-0.00082784-0.0012449i,-0.00061422-0.0012381i,-8.8392e-05-0.00095902i
0.00061888+0.00036882i,0.0016765-0.0005042i,0.001241-0.00090967i,0.0010599-0.0010055i,0.00074775-0.00063077i,0.00022352-0.00015692i,0.00067692+5.8158e-05i,0.00086568-0.00048911i,0.00080473-0.00080847i,0.00028754-0.000345i,-9.4684e-05-0.00083042i,0.00011106-0.00038175i,-0.00017523+0.00047892i,-0.00063744+0.00041951i,-0.00015202+0.00093485i,-2.3713e-05+0.0010934i,-0.00050399+0.00089578i,-0.0011511+0.00076761i,-0.00084972+0.00017697i,5.082e-05-0.00023097i,6.4845e-05+0.00024685i,-0.00012145+0.00049748i,0.00011758+0.00040427i
0.0013938-0.00069433i,0.00066663-0.0011452i,-0.00063183-0.00097838i,-0.00073002-0.0006912i,0.00015522-0.0003736i,0.0012814-5.88e-05i,0.00095369+0.0003176i,-0.00074086+0.00015722i,-0.0013325-0.00025921i,-0.00084336+8.174e-05i,-0.00038139-0.00023723i,-0.00053487-0.00034386i,-0.00051467+0.00013409i,-0.00037653-0.00021355i,0.00034761-0.00057749i,0.00083047-0.00047907i,0.00025408-0.00058045i,0.00030376-0.00060359i,0.00060356-0.00031496i,0.00040331-0.00014198i,-0.00054265-0.00056035i,-0.00070206-1.6447e-05i,0.00017802+0.0010733i
0.00068129+0.00087999i,0.00092959+0.00043512i,0.00077004+0.00012096i,0.0001928+0.00022877i,0.0012201-0.00042676i,0.0019885-0.0012554i,0.0014698-0.0010262i,0.0014889-0.00031143i,0.0011761-2.7881e-05i,8.1613e-05-0.00013686i,0.0002189-0.0004598i,0.00016605-0.0010613i,-0.00091784-0.00043223i,-0.00087848+0.00075115i,-0.00081138+0.00016151i,-0.00048098-0.00050769i,0.00023-0.00054046i,0.00024368-0.00074083i,5.9454e-05+7.8903e-05i,-9.2267e-05+0.0010304i,-0.00015372+0.001282i,-0.00010671+0.0011255i,0.00028033+0.00057664i
0.0017158+0.0013164i,0.0016445+0.00062674i,0.0016173-0.0012606i,0.0014029-0.0025659i,0.00099546-0.0018031i,0.00084698-0.00029023i,0.00078014+0.00039099i,0.00025977+0.00023014i,-0.00011894+0.00036543i,0.00021765+0.00019828i,0.0001433-0.00030841i,-0.00040466-0.00039202i,-0.00035507+0.00038652i,-4.3027e-05+0.0012948i,7.5923e-05+0.0012987i,0.00011591+0.00057719i,2.816e-05+8.2691e-05i,7.1175e-05+0.0002739i,0.00024478+7.5065e-05i,0.00036626-1.7438e-06i,0.00062223+0.00067603i,0.00060552+0.00033281i,-0.00062339-0.000334i
-0.00091162+0.00019851i,-0.00052239+0.00094143i,-0.00049623+0.0015356i,0.00035494+0.0018849i,0.0022218+0.0020203i,0.0028889+0.00075805i,0.0018808-0.00092793i,0.0002928-0.0014488i,-0.00085111-0.0004946i,-0.00084828-0.00011622i,0.0003477+0.00028743i,0.0016423+0.00072022i,0.0010312-0.00018671i,0.00082306-0.00055395i,0.00064751+0.00015211i,-0.00041028+0.00033923i,-0.00060206+0.00021036i,-0.00030018+0.00038985i,0.00056614+0.00056629i,0.00084683+0.000194i,0.00019171+7.6247e-05i,2.8441e-05+0.00051104i,0.00069036+0.00064475i
0.00052128+0.00010936i,0.0008773+2.4613e-06i,0.00084374-0.001036i,0.0012595-0.001454i,0.001221-0.0005634i,0.00088582-0.0004318i,0.0010434-0.00027683i,8.0648e-05-0.00072985i,-0.00043932-0.0009831i,-0.00029072-9.8951e-05i,-0.0006366-0.0002017i,-0.00039377-0.00036628i,-0.00031881+4.3412e-05i,0.00010645+0.00039951i,0.00038199+0.00093893i,-5.3532e-05+0.00091835i,5.6565e-05+0.00059636i,-0.00036395+0.00082844i,-0.00059016+0.00027621i,0.00063755-0.00050532i,0.00058719-0.00047038i,-0.00037611+0.00025648i,-0.00085003+0.000437i
-5.2196e-05-0.00030667i,-0.00023975-0.00062491i,0.00042068-0.00024397i,-0.00034534+0.0011799i,-0.0004451+0.0013658i,0.00075785+0.0008148i,0.0014706+0.00082584i,0.0010393+0.0001784i,-0.00016736-0.00024292i,-0.0010536-2.8066e-06i,-0.00092552+0.00011319i,-0.00072164-0.0003632i,-0.00087472-0.00045397i,-0.00062804+0.00030075i,-0.00028626+0.00070046i,-6.4293e-05+0.00045266i,0.00017251+0.000201i,0.00047171-0.00035962i,0.00086496-0.00070797i,0.00073258-0.00056847i,0.00083118-0.00014605i,0.0011703-9.541e-05i,0.00063185-0.00013102i
-0.00033086-0.00057294i,-0.00019576-0.001021i,-6.1767e-06-0.0011735i,0.00061703-0.00078842i,0.0015473+0.00020407i,0.0021869+0.0001872i,0.0017829-0.00063161i,0.00080484-0.00082669i,0.00020472-0.0007603i,-0.00036803-6.0776e-05i,-0.00068273+0.00019675i,-0.00045212-0.00038732i,0.00031525+0.00029221i,0.0001953+0.0013984i,-0.00038243+0.00019541i,1.6879e-05-0.00030521i,0.00037033+0.00095998i,0.00017607+0.0007076i,-0.00023767-0.0001815i,-0.00061807-0.0002408i,-0.00073823+0.00011662i,-0.00090933+0.0010663i,-0.00070145+0.00082834i
9.8686e-05-0.0010705i,5.891e-05-0.0009572i,-0.00087063-0.0013387i,-0.0011388-0.00075748i,-0.00039344-0.00038634i,0.00043111-0.00074092i,0.00056051-0.0011445i,0.00023206-0.0010423i,0.00010806-0.0009363i,-0.00024796-7.1627e-05i,-0.00080173+0.00057503i,7.64e-05+0.00079835i,0.00039859-1.5941e-05i,0.00010022-0.00085085i,-0.00046-6.7345e-05i,-0.0012013+0.00018879i,-0.00086109-0.00016692i,-0.00071888-0.00036153i,-1.0764e-05-0.00075167i,0.00087345-0.00088591i,0.0006353-8.2441e-05i,-0.00051336+0.0011704i,-0.00088148+0.0013263i
0.00079314-0.0018375i,-0.00071916-0.0018581i,-0.0010751-0.0012624i,-0.00067731+0.00033779i,-0.00057487+0.0018772i,-0.00046926+0.002703i,0.00048023+0.0018198i,0.00090848+0.00069974i,0.00040215-0.0005041i,-0.00034775-0.00041598i,-0.00035817-1.5362e-06i,-0.00030753+5.0283e-05i,-0.00068882+0.00078446i,-0.00040874+0.0013678i,-6.0383e-05+0.00087805i,0.00010845+0.00017023i,2.29e-05+0.00043105i,0.00023656-0.00010866i,0.00031511-0.00052799i,0.00012748+0.00033617i,0.00085963-5.8332e-06i,0.0010038-0.00041086i,0.0002155+0.00012476i
-2.4246e-05-0.0032009i,-0.00084612-0.00329i,-0.0015878-0.0029123i,-0.0014783-0.00083475i,-0.00053059+0.0007402i,0.00093812+0.0012786i,0.0018872+0.00046523i,0.001654-0.00080619i,0.00083829-0.0013833i,0.00064481+0.00015034i,0.00038057+0.0013051i,0.00026082+0.001i,0.0011479+0.0016186i,0.0013807+0.0014481i,0.0010134+0.00095936i,0.0010547+0.0010425i,0.00086849+0.00050476i,0.00090154+0.00021144i,0.00062018-3.345e-05i,-0.00058973-1.352e-06i,-0.0010488+0.00041144i,-0.001047+0.00062731i,-0.00065405+0.00063777i
-0.00026504+0.0019262i,0.00039549+0.0019028i,0.0015797+0.00207i,0.0012929+0.0017177i,0.00056969+0.0014495i,4.2223e-05+0.00077876i,-0.00043487+0.00051476i,-0.00063043+0.00041478i,-0.00081654-9.9908e-05i,5.9573e-05-0.00049145i,0.00045562-0.0008022i,-0.00046168-0.00063511i,8.0931e-06-0.00064004i,0.00050796-0.00084949i,0.00017848-0.0010689i,0.00044562-0.00078461i,0.00059138+0.00026665i,0.00060363+0.00020278i,0.00072577-0.00043986i,-0.00018412-0.00055926i,-0.0002211-0.00030451i,0.0004502-0.0004457i,5.2459e-05-0.0012061i
-0.0019044+0.0013221i,-0.00060854+0.0019113i,-0.00043639+0.0018356i,0.0007767+0.00087371i,0.002544+4.6205e-05i,0.0027343-0.00054828i,0.0019192-0.0013476i,0.00030921-0.00080433i,-0.00092339+0.00044253i,-0.00069976+0.00024354i,-0.00035369-0.00026865i,-0.00018323-2.1478e-05i,-0.00013833+0.00034175i,-0.00074235-0.00029808i,-0.00033555-0.0013218i,0.00021911-0.0016936i,0.00010045-0.0015477i,0.00035498-0.00078614i,0.00037333-0.00030545i,0.00011994+4.2036e-05i,-0.00013635+0.00024366i,-0.00012715+0.00034284i,0.00030784+3.7705e-05i
0.00043359+0.00018758i,0.00045735+0.00070748i,0.00023428+0.00058201i,0.00055286+0.00054286i,0.0008667+0.001073i,0.0015122+0.00095406i,0.0017515+0.00039914i,0.00044755-0.00037643i,-7.6843e-05-0.00053659i,0.00051678-0.00039001i,0.00041834+0.00014957i,-0.00011692+0.00059927i,-0.00060946+0.0012465i,-1.8783e-05+0.0014933i,0.0003305+0.0017491i,0.00012509+0.0012i,-0.00067516+0.00028411i,-0.0011104-7.2786e-05i,-0.00026215-5.1285e-05i,0.00095028+0.00041813i,0.0011556+0.00023104i,0.00023599-0.00016833i,0.00051343+0.00020978i
-0.00069129-0.0023876i,-0.0012554-0.0033333i,-0.0016247-0.0030453i,-0.0011529-0.0018227i,2.9399e-05-0.00048108i,0.0012514+0.00071173i,0.0015177+0.00099721i,0.00089967+0.0001536i,-0.00013694-0.00034196i,-0.00094942+7.7284e-05i,-0.0013464+0.000342i,-0.00095026+0.00016653i,-0.00017981+1.4555e-05i,0.0007028+0.00059653i,0.00076298+0.0011024i,0.00067479+0.0012552i,0.00013445+0.0010719i,-0.00020736+0.00096159i,0.00038577+0.00019507i,0.0008523-0.00039496i,0.00032378-0.00025559i,-0.00033598+0.00011032i,-0.00035499+0.00016692i
-0.00073727+0.002512i,0.00034066+0.0022133i,0.00039112+0.0025796i,-0.00027446+0.0022175i,0.0010254+0.00097089i,0.0014362-0.00014688i,0.00012532-0.00014308i,-0.00071171+0.00024318i,-0.00095742+0.00060947i,-0.0012242+0.00091186i,-0.00096201+0.00045028i,-0.00053352+0.00049078i,-0.00053499+0.0014457i,-0.00088599+0.0012033i,-0.00086424-0.00014088i,-0.00032169-0.00053479i,0.00013514+0.00018592i,0.00053416+0.00094264i,-8.4181e-05+0.00082015i,-0.0009175+0.00025812i,-0.00092385-0.00021505i,-0.00050041-0.00034732i,5.2639e-05-0.00060144i
-4.5206e-05+0.00077909i,-2.9297e-05+0.00086388i,0.00066664+0.00032566i,0.0014598+0.00080506i,0.0016084+0.0010999i,0.00090294+0.00090731i,0.00072576+0.0010185i,0.00030784+0.0008564i,0.00025742+0.00058252i,0.00011972+0.00068031i,-0.0010886+0.00045535i,-0.00084838+0.0004392i,2.1687e-05+0.00092542i,-0.00019484+0.00046682i,-0.00076215+0.00045157i,-0.00070738+0.00092442i,0.00012119+0.00067626i,0.00027195+0.00055667i,-0.00017238+0.00016776i,-0.0004815-0.00067304i,-0.00023254-0.00066331i,0.00018999-0.00044799i,-0.00029036-0.00030182i
0.0011265+7.1679e-05i,0.00098961-0.0010078i,0.00080375-0.00087634i,0.0010156-0.00029184i,0.0019303-0.00062559i,0.0024331-0.00091595i,0.001521-0.00081515i,0.00066049-0.00042155i,-0.00011424-0.0002417i,-0.00057639+8.6577e-05i,-0.00031008+0.0002526i,-7.9176e-05-6.2816e-05i,-0.00065493-0.00011742i,-0.00071818-0.00022307i,8.3009e-05-0.00058122i,-3.816e-05-0.00088584i,-0.00060731-0.00041371i,-0.0005383+0.00032096i,-0.00021843+0.00089941i,-0.00024649+0.00064263i,-0.00036749-1.7977e-05i,-0.00033007-0.00050541i,-0.00072788-0.00016525i
2.5226e-05+0.00025184i,-0.00063328+0.0002487i,-0.0014053-0.00014982i,-0.00088993-0.00096064i,0.00029537-0.0010036i,0.0010672-0.00061952i,0.0012185-0.00022973i,0.00075044-0.00036648i,0.00070947-0.00041787i,0.00081804-0.0004086i,0.00041178-0.00033496i,-0.00049778-0.00064468i,-0.00047343-0.00041888i,0.00010117+0.00040656i,-0.00016166+0.0001177i,-0.00047549-0.00018665i,0.00041936-0.00092356i,0.00059717-0.0011998i,-0.00077115-0.00089608i,-0.00060619-0.0012055i,0.00053055-0.0010177i,0.00072701-0.00015364i,0.00081518-2.6127e-05i
-0.00052792-0.0017011i,-0.00054124-0.0014587i,-0.00087351-0.00070964i,-0.00053655-0.00013405i,0.00043083+0.00062062i,0.0011981+0.00073843i,0.0014049-0.00054535i,3.2634e-05-8.8991e-05i,-0.00067965+0.00034938i,0.00036301-0.00030748i,0.0005204-0.00025931i,-0.00024112+0.00012516i,0.00013589+0.00045703i,0.0005864+0.00033597i,0.00087688-0.00042454i,0.00069866-0.00020201i,-0.00047759+0.00063296i,-0.00069658+0.00043563i,-0.00043898+9.0728e-08i,0.00010402-0.00019475i,0.00033925-0.00067614i,-0.00054577-0.0010648i,-0.00092987-0.00046072i
0.00083541+0.00088103i,0.00060046+0.000113i,0.0021977+0.00052788i,0.0025515+0.00061573i,0.0022403+0.00070317i,0.0013446+0.00058642i,0.00030247+0.00037821i,-0.00019686+0.00060319i,0.00022589+0.00041586i,0.00025698+0.00021123i,-0.00064029-8.9328e-05i,-0.0010898-2.6797e-05i,-0.00080616-0.00019624i,0.00026912-0.00010715i,0.00012433+0.00057003i,-0.00081289+0.00080678i,-0.0011167+0.00089983i,-3.2371e-06+0.0010654i,0.00039951+0.001228i,-0.0005231+0.00045331i,-5.5016e-05-0.00055708i,0.00047682-0.00073177i,6.3393e-05-0.0002741i
-0.00016538+0.00011161i,-0.00028319-0.00062434i,-0.00022217+6.3859e-05i,0.00041607+0.00055632i,0.0023077+0.00019405i,0.0031272-0.00011405i,0.0020311-5.449e-05i,0.00098722-0.00027227i,0.00043204-0.00064646i,0.00027287-0.00083084i,0.00084336-0.00081577i,0.0010396-0.00028066i,0.00047274+0.00038082i,0.00016259+0.00078245i,-0.00042502+0.00050046i,-0.00056305+0.00020356i,0.00055253+0.00022744i,0.00074399-7.7201e-05i,0.00012405-0.00020289i,-0.00091494+0.00079379i,-0.0010339+0.0010752i,-0.0002928+0.0005175i,-0.00038952+0.00029142i
0.00054085+0.00035786i,0.00079422-0.0011894i,0.00072042-0.0021726i,-6.7623e-05-0.001771i,-0.00018721-0.0010468i,0.00066639-0.00029926i,0.00099076+0.00055391i,0.00090094+8.2957e-05i,0.00022354-0.00057104i,-0.00086064-0.00068156i,-0.00095791-0.00066966i,-0.00092707-0.00027073i,-0.00048591+0.00028556i,0.0002521+0.0005985i,7.0064e-05+0.00095037i,-0.00072506+0.00032161i,-0.00088038-0.00031008i,-0.00028138-7.3371e-05i,0.00020437+2.9002e-05i,7.2878e-05-0.00018599i,-0.00023152-0.00022175i,0.0009083-0.00038653i,0.00211-0.0002449i
-0.0001115-0.00019127i,-0.00027707-0.00048307i,-8.6127e-05-0.0015463i,-0.00016901-0.00084219i,0.00051921+0.00025032i,0.0014447+0.001061i,0.001276+0.0011163i,0.00063277+1.7457e-05i,-0.00027042-0.00016728i,-0.00065403+0.0004878i,-0.00042696+0.00087816i,-0.00044592+0.00056418i,0.0001573-0.00081755i,0.00082185-0.00037434i,0.00049963+0.00080745i,0.00010918+0.00087293i,8.3483e-05+0.00022598i,0.00015129-5.991e-05i,0.00067003-0.00050836i,0.0014512-0.00056824i,0.00091011+3.8173e-05i,-1.3867e-05+0.0004639i,-0.00058822+0.00068252i
-0.00064681+0.0020669i,-0.00062331+0.0009899i,-4.6816e-05+0.00024848i,0.00032008+0.00090797i,0.00099488+0.0012319i,0.0015092+4.7744e-06i,0.00043469-0.00037227i,-0.00054584-0.00026777i,-0.00055357-0.00029208i,-0.00057025+3.6277e-06i,-0.00018777+8.9307e-05i,0.00050882+0.00010629i,-0.00011306-1.5039e-05i,-0.0012763-0.00050731i,-0.0016682-0.00061183i,-0.00074999-0.00056942i,-4.0774e-05-0.00071896i,-0.00011001-6.5615e-05i,-0.00016979+0.00034898i,-0.00043066-0.00028059i,-0.00071038+0.00015473i,-0.00065586+0.00093699i,-0.00036857+0.00074159i
-0.00052286+0.0023759i,-0.00063663+0.0021512i,0.00017398+0.0019935i,0.0015526+0.00072974i,0.0025011-0.0001748i,0.0017613-0.0004942i,0.0013373-0.00053898i,0.0012311+0.00015455i,0.00029989+0.00042505i,0.0001711+0.00029884i,0.0015467-5.8227e-05i,0.0013515-0.00052053i,-0.00014055+0.00017242i,-0.001098+0.00014698i,-0.00094087+0.00046661i,-0.00081598+0.001297i,-0.00086292+0.001211i,-0.00067389+0.00084628i,-0.0008108+0.0004974i,-0.00088886+0.00037033i,-0.0002099+0.00074571i,0.00018303+0.00082998i,3.0161e-05+0.00082305i
