-0.0025124+0.0024081i,-0.0019411+0.0023404i,-0.0020422+0.0027157i,-0.0020311+0.0024406i,-0.0015226+0.0027743i,-0.00080011+0.0023705i,-0.00045654+0.0013123i,-0.00044421+0.00098204i,0.0003883+0.001584i,0.0012128+0.0016155i,0.0016583+0.00011982i,0.0014441-0.00067338i,0.0012383-0.00086004i,0.0003289-0.0013762i,-0.00067748-0.00099685i,-0.00065942+0.00028915i,0.00044851+0.00083991i,0.001026+0.00065047i,0.00070851+0.00012929i,0.00023975+1.2127e-05i,0.00023243+0.00014042i,0.00015222+0.00074932i,-0.00046893+0.00089982i
0.026879-0.045171i,0.13212-0.20263i,0.35097-0.38559i,0.60281-0.41044i,0.63897-0.24284i,0.40106-0.01569i,0.16288+0.14945i,0.061898+0.13594i,-0.055632-0.012337i,-0.19772-0.051665i,-0.21439+0.054592i,-0.15199+0.13441i,-0.13397+0.11404i,-0.11403+0.051682i,-0.0076658-0.0032506i,0.13251-0.058577i,0.19695-0.10264i,0.16323-0.10456i,0.086864-0.07425i,0.035841-0.043348i,0.026859-0.024772i,0.034303-0.015343i,0.044086-0.019694i
-0.011903+0.073128i,-0.019488+0.30739i,-0.019116+0.72783i,0.029098+1.0721i,0.12434+0.99032i,0.15877+0.51553i,0.051531+0.10189i,-0.14309+0.00074441i,-0.34761+0.040416i,-0.48876+0.071324i,-0.46004+0.13418i,-0.30019+0.1896i,-0.17193+0.16769i,-0.11865+0.10572i,-0.070607+0.040938i,-0.019392-0.02733i,-0.027566-0.067267i,-0.080533-0.033698i,-0.075368+0.036528i,0.0043307+0.040079i,0.050012-0.032775i,0.0056091-0.09091i,-0.062325-0.08528i
0.019883-0.033621i,-0.060529-0.17243i,-0.31974-0.32874i,-0.65591-0.29435i,-0.70526-0.10363i,-0.42654+0.0010678i,-0.25226+0.022791i,-0.24448+0.17259i,-0.15398+0.34312i,-0.025875+0.28226i,0.042441+0.075983i,0.061357-0.070928i,-0.0010253-0.083693i,-0.081542-0.0095367i,-0.082982+0.020002i,-0.062146-0.021848i,-0.058993-0.035513i,-0.034514-0.016403i,-0.005455-0.031227i,0.00093711-0.076238i,-0.015048-0.098326i,-0.041837-0.064337i,-0.053124-0.014928i
-0.003558+0.018283i,0.081123+0.030988i,0.28782-0.13476i,0.44416-0.54441i,0.33929-0.7663i,0.1256-0.48638i,0.099803-0.13079i,0.11161-0.083835i,-0.0096791-0.15635i,-0.12775-0.15327i,-0.15963-0.1012i,-0.12713-0.055845i,-0.091765-0.044611i,-0.081554-0.036289i,-0.064495-0.030527i,-0.053108-0.059766i,-0.060011-0.087658i,-0.071285-0.083831i,-0.083421-0.06263i,-0.072991-0.027109i,-0.02904+0.013058i,0.026863+0.033156i,0.061791+0.030488i
0.047843-0.014645i,0.10016-0.029958i,0.23754+0.072592i,0.46572+0.29221i,0.57525+0.3639i,0.39864+0.1888i,0.12605+0.031707i,-0.017067-0.021577i,-0.12031-0.041014i,-0.23737+0.0019599i,-0.26569+0.073138i,-0.20403+0.089559i,-0.11157+0.034564i,-0.058485-0.027294i,-0.058121-0.022978i,-0.052193+0.025165i,-0.038139+0.049286i,-0.018971+0.041685i,0.0078859+0.01182i,0.0021992-0.024812i,-0.034122-0.033032i,-0.057431-0.018604i,-0.058341-0.0075644i
-0.070616+0.069909i,-0.19867+0.26716i,-0.37539+0.63201i,-0.43117+0.96478i,-0.25674+0.95227i,-0.053153+0.61501i,-0.020966+0.35425i,-0.020009+0.33952i,0.077295+0.33408i,0.14904+0.22014i,0.13463+0.09891i,0.074581+0.032295i,-0.0082706+0.033672i,-0.069716+0.068203i,-0.079034+0.0752i,-0.058294+0.052039i,-0.023757+0.033249i,0.024312+0.01686i,0.048605-0.010003i,0.024442-0.026571i,-0.0082344-0.015023i,-0.013597+0.0064031i,-0.00067462+0.013167i
0.03542-0.085707i,0.00054001-0.34651i,-0.17519-0.73887i,-0.43123-0.96252i,-0.47614-0.79427i,-0.21412-0.4352i,0.050547-0.19653i,0.12834-0.078293i,0.13826-0.0067544i,0.15263-0.011921i,0.13791-0.042472i,0.12025-0.025009i,0.12177+0.016075i,0.13019+0.033919i,0.13713+0.01241i,0.12504-0.034558i,0.082222-0.060607i,0.013989-0.04209i,-0.038565+0.0036627i,-0.024488+0.040448i,0.031902+0.038328i,0.064755+0.012834i,0.059477-0.0030794i
0.0036963+0.059777i,0.14546+0.13528i,0.41764+0.086266i,0.5631-0.18118i,0.39098-0.38443i,0.14775-0.30146i,0.0798-0.19662i,0.03573-0.2137i,-0.04757-0.15539i,-0.073963-0.034488i,-0.066439+0.030018i,-0.024811+0.048274i,0.043851+0.021398i,0.067689-0.019531i,0.053942-0.022722i,0.04596-0.0078187i,0.027157-0.0083809i,-0.015716-0.0038458i,-0.040209+0.020255i,-0.026482+0.02686i,-0.014443+0.0024087i,-0.023165-0.018949i,-0.033775-0.020856i
0.044064-0.034835i,0.070207-0.027997i,0.13949+0.13167i,0.29738+0.40616i,0.39984+0.49334i,0.27603+0.32348i,0.019368+0.19708i,-0.11608+0.20337i,-0.093646+0.19108i,-0.042847+0.13668i,-0.016307+0.079762i,-0.020968+0.034084i,-0.057438+0.022915i,-0.092564+0.037705i,-0.094493+0.043758i,-0.072984+0.032046i,-0.040543+0.01007i,0.00078136-0.020651i,0.029057-0.051495i,0.023491-0.059739i,-0.0015812-0.042153i,-0.016358-0.016901i,-0.012606-0.0069961i
-0.083556+0.080547i,-0.19434+0.23379i,-0.34127+0.41366i,-0.40622+0.47274i,-0.29808+0.36277i,-0.12781+0.21227i,-0.0037096+0.1582i,0.0664+0.17123i,0.05966+0.13147i,-0.0076462+0.05682i,-0.039002+0.038252i,-0.021292+0.056876i,-0.016762+0.054567i,-0.025551+0.023193i,-0.024116-0.020944i,-0.017415-0.056492i,-0.0074498-0.057926i,-0.0012618-0.037103i,-0.0082783-0.02007i,-0.011321+0.00073905i,0.0043947+0.025111i,0.025592+0.035158i,0.038206+0.035029i
0.032988-0.11534i,-0.042052-0.33957i,-0.24583-0.59537i,-0.45159-0.62358i,-0.41803-0.40817i,-0.17419-0.23938i,0.0097316-0.21127i,0.052387-0.19293i,0.021122-0.11641i,-0.024006-0.029766i,-0.045684+0.014525i,-0.040224+0.018941i,-0.010643+0.00086098i,0.021245-0.018097i,0.032789-0.017644i,0.028495-0.0074029i,0.013059-0.00098119i,0.0062069+0.0008377i,0.01564-0.0052071i,0.019488-0.013373i,0.0099301-0.01159i,-0.0039302-0.001135i,-0.016002+0.0071508i
-0.0095025+0.098631i,0.11149+0.19949i,0.35946+0.23178i,0.53895+0.093774i,0.44267-0.046999i,0.19048-0.0076767i,-0.0017419+0.054609i,-0.12953+0.028341i,-0.1795-0.0035171i,-0.14617-0.026033i,-0.11662-0.05562i,-0.10892-0.069051i,-0.098586-0.051118i,-0.075956-0.0066883i,-0.038103+0.03507i,-0.0079544+0.05109i,0.0054955+0.047261i,0.017664+0.035175i,0.025203+0.013384i,0.014545-0.013387i,-0.0041225-0.029402i,-0.013524-0.027178i,-0.013808-0.019222i
0.055137-0.070015i,0.10779-0.13802i,0.16987-0.15008i,0.21619-0.0739i,0.19951+0.01144i,0.11595+0.075674i,0.022927+0.16081i,-0.011646+0.21994i,0.0099744+0.19088i,0.040642+0.096474i,0.045077+0.0088429i,0.023941-0.014573i,0.0048748+0.015675i,-0.0017018+0.03467i,-0.0088969+0.018023i,-0.0090009-0.0058162i,0.009663-0.024429i,0.014945-0.033658i,-0.0046244-0.020068i,-0.01383+0.0041976i,-0.0025866+0.010205i,0.0076159-0.0021519i,0.0060904-0.0095164i
-0.059821+0.12111i,-0.11944+0.30658i,-0.18282+0.51449i,-0.21284+0.57428i,-0.18166+0.43947i,-0.098435+0.22912i,0.001179+0.054379i,0.07344-0.028663i,0.096113-0.021417i,0.087234+0.0098431i,0.07416+0.030944i,0.075183+0.046391i,0.08283+0.035546i,0.064869+0.0066602i,0.029759-0.0041229i,0.0097808+0.0035442i,-0.0063788+0.009327i,-0.027965+0.0067036i,-0.035491-0.00073039i,-0.032121-0.0068967i,-0.031071-0.0021653i,-0.027791+0.008521i,-0.018467+0.0093796i
0.0027218-0.12627i,-0.054164-0.31018i,-0.18831-0.4563i,-0.25104-0.37979i,-0.12707-0.17547i,0.0059907-0.092705i,-0.0062423-0.093654i,-0.05521-0.049191i,-0.047223+0.013084i,-0.014567+0.047464i,0.012078+0.046041i,0.015759+0.023353i,-0.0057212+0.013755i,-0.013837+0.029656i,0.0085695+0.041775i,0.025472+0.036606i,0.024711+0.043307i,0.038168+0.048139i,0.058658+0.020595i,0.056796-0.01689i,0.03881-0.028681i,0.026284-0.015886i,0.019015-0.005026i
-0.015555+0.096321i,0.025156+0.17866i,0.12468+0.14775i,0.17969-0.054901i,0.12509-0.21462i,0.076837-0.16602i,0.099603-0.061969i,0.086525-0.021727i,0.010834-0.0021334i,-0.04904+0.027592i,-0.051712+0.053393i,-0.026594+0.060401i,-0.015789+0.058709i,-0.0095588+0.047515i,0.0022851+0.013426i,0.0063185-0.024662i,0.0079353-0.041316i,0.0077025-0.033095i,0.00068612-0.010332i,-0.0060526+0.0069207i,-0.010127+0.0064774i,-0.010402-0.00047919i,-0.0019363-0.0009746i
0.040892-0.097361i,0.083994-0.1923i,0.118-0.2141i,0.12339-0.11027i,0.10241-0.01377i,0.056365-0.030419i,-0.0030313-0.071699i,-0.024223-0.076607i,-0.010588-0.052453i,0.011754-0.017764i,0.023301-0.00032056i,0.017195+0.0044306i,0.0076632-0.0042278i,-0.014187-0.019842i,-0.041036-0.013242i,-0.047263+0.0040646i,-0.048629+0.0093469i,-0.052901+0.01497i,-0.042234+0.030407i,-0.017656+0.041995i,0.0022112+0.039308i,0.0032833+0.027475i,-0.008486+0.013348i
-0.032409+0.13934i,-0.034192+0.32877i,0.022771+0.5021i,0.10881+0.47479i,0.10936+0.30481i,0.025048+0.2127i,-0.033257+0.20026i,-0.050523+0.15818i,-0.053544+0.066507i,-0.066177-0.027303i,-0.085199-0.059748i,-0.082403-0.046821i,-0.071743-0.035199i,-0.058885-0.01277i,-0.030575+0.019649i,0.00091499+0.03831i,0.016838+0.038968i,0.019819+0.028939i,0.018246+0.010517i,0.013333-0.013233i,0.0075447-0.031273i,-0.00013395-0.031445i,-0.0033217-0.012691i
0.007274-0.12501i,-0.03499-0.29953i,-0.17698-0.44382i,-0.33821-0.36972i,-0.329-0.1284i,-0.14852+0.033499i,0.015336+0.073036i,0.071798+0.08572i,0.053205+0.091754i,0.0095455+0.082014i,-0.012679+0.058525i,-0.016185+0.025893i,-0.018043+0.0087261i,-0.010674+0.0025829i,0.00069814-0.013257i,0.0034559-0.033192i,0.0040757-0.043021i,0.0023468-0.041852i,-0.0025742-0.031178i,0.0030123-0.010989i,0.014916+0.0045676i,0.021878+0.0073071i,0.023115+0.0006108i
-0.038672+0.10653i,-0.056163+0.23135i,-0.035275+0.33003i,0.025977+0.31624i,0.055783+0.21053i,0.024437+0.06846i,-0.040467-0.069318i,-0.087403-0.12218i,-0.078599-0.078223i,-0.030052-0.021839i,0.0069159-0.00097611i,0.022227+0.0032264i,0.030285+0.0041229i,0.024587+0.0011088i,0.0064313-0.0012022i,-0.01249+0.0013008i,-0.025206+0.0044876i,-0.025899+0.001135i,-0.01931-0.0093495i,-0.018547-0.017426i,-0.020303-0.016284i,-0.021936-0.013281i,-0.027801-0.0096488i
0.03629-0.11981i,0.099369-0.25805i,0.16887-0.36651i,0.2217-0.35515i,0.23052-0.27826i,0.12587-0.18577i,-0.033536-0.050994i,-0.099578+0.064034i,-0.06004+0.076111i,-0.012676+0.021629i,-0.004146-0.017177i,-0.0059259-0.018457i,-0.0021258-0.0098382i,-0.0018243-0.0040117i,0.0033782+0.0027596i,0.017324+0.0058245i,0.030346+0.0069558i,0.035725+0.0070648i,0.03307-0.0005906i,0.020297-0.0097685i,0.0010641-0.0053458i,-0.0084487+0.009437i,-0.0051935+0.018841i
-0.026559+0.12925i,-0.063413+0.30264i,-0.071098+0.43984i,-0.052227+0.3771i,-0.034142+0.18158i,0.033522+0.048598i,0.13068-0.0041177i,0.15175-0.030862i,0.094647-0.030236i,0.029274-0.013648i,-0.0031141+0.0095399i,-0.0051775+0.035924i,-0.0031613+0.049796i,-0.003893+0.042354i,-3.488e-05+0.015825i,0.0036679-0.018282i,0.0016902-0.038951i,0.001246-0.034697i,0.0010583-0.017i,0.0025371-0.005334i,0.010854-0.0074875i,0.01965-0.019782i,0.022689-0.028712i
0.023242-0.10715i,0.051126-0.23018i,0.049396-0.28112i,0.027101-0.17266i,0.010045-0.047353i,-0.036698-0.03961i,-0.082593-0.070852i,-0.059814-0.057969i,-0.0068697-0.010785i,0.031701+0.035154i,0.055575+0.037937i,0.058435+0.012267i,0.048505-0.0071888i,0.028646-0.016485i,0.0016809-0.0082369i,-0.012873+0.012816i,-0.016972+0.025441i,-0.019064+0.029505i,-0.016787+0.033031i,-0.0097126+0.034606i,-0.0039953+0.030317i,-0.0075489+0.022124i,-0.01257+0.014312i
-0.023741+0.095447i,-0.054092+0.18536i,-0.063723+0.17322i,-0.076433+0.032969i,-0.10911-0.0087898i,-0.078243+0.1031i,0.027962+0.15543i,0.065843+0.080997i,0.016824+0.0024579i,-0.031488-0.025324i,-0.058146-0.021668i,-0.063471-0.020465i,-0.063872-0.027438i,-0.052666-0.010469i,-0.012674+0.015747i,0.025089+0.024994i,0.039053+0.02373i,0.03414+0.01536i,0.021896+0.0016806i,0.012865-0.010505i,0.0063133-0.013724i,0.0043171-0.0034306i,0.0059478+0.0081335i
0.025086-0.11025i,0.049388-0.24927i,0.0080608-0.31335i,-0.080354-0.18318i,-0.075787-0.034318i,0.013623-0.046891i,0.032274-0.11509i,-0.012392-0.094717i,-0.04481-0.027007i,-0.046003+0.024247i,-0.017041+0.04669i,0.0014+0.042655i,-0.002615+0.033516i,-0.0057718+0.01252i,-0.013499-0.019322i,-0.025193-0.039396i,-0.029826-0.04182i,-0.02781-0.028418i,-0.021827-0.013182i,-0.014849-0.0068897i,-0.0081502-0.0051387i,-9.9686e-05-0.0063159i,0.0062602-0.0092823i
-0.036497+0.10092i,-0.069416+0.266i,-0.020968+0.40682i,0.13356+0.35162i,0.20439+0.15987i,0.0834+0.048098i,-0.056673+0.069961i,-0.088756+0.096098i,-0.056043+0.058988i,-0.022083-0.0081903i,-0.014586-0.051075i,-0.0089416-0.042532i,0.0030839-0.019915i,-0.0067224+0.0014158i,-0.02467+0.029271i,-0.028844+0.043341i,-0.027265+0.038833i,-0.02169+0.026474i,-0.010083+0.016714i,0.0017069+0.011504i,0.0077208+0.0040607i,0.0024187-0.0066579i,-0.0095321-0.011217i
0.025056-0.087263i,0.064043-0.21631i,0.04668-0.34919i,-0.058102-0.35226i,-0.092543-0.21618i,0.030792-0.084047i,0.11656-0.01776i,0.093257+0.039721i,0.054822+0.070837i,0.014537+0.06214i,-0.019451+0.052474i,-0.030352+0.046744i,-0.02016+0.041358i,0.0093308+0.02818i,0.036764+0.0024673i,0.044315-0.019953i,0.037684-0.025001i,0.026396-0.020644i,0.012203-0.020306i,0.00062258-0.019302i,-0.002307-0.0098412i,-0.0021448+0.0036569i,-0.00014814+0.015225i
-0.045427+0.076683i,-0.12605+0.22492i,-0.17654+0.42585i,-0.080467+0.52157i,0.049603+0.38841i,0.028541+0.15279i,-0.024744+0.015761i,-0.006325-0.027153i,0.015216-0.023928i,0.026202-0.0029515i,0.035855+0.00073015i,0.038326+2.5343e-05i,0.034013-0.0032659i,0.011099-0.016109i,-0.019533-0.025326i,-0.033466-0.025474i,-0.026008-0.025686i,-0.012033-0.024051i,-0.0054513-0.015004i,-0.0019572-0.007058i,0.003336-0.0048757i,0.01105-0.0066216i,0.017815-0.011127i
0.064235-0.070685i,0.20311-0.2108i,0.367-0.42296i,0.33879-0.55563i,0.10703-0.42929i,-0.055461-0.14553i,-0.06897+0.015541i,-0.048269+0.028251i,-0.026639+0.011743i,-0.015186+0.0037544i,-0.013834+0.0034609i,-0.0044456-0.013594i,-0.0093843-0.037904i,-0.017119-0.026755i,0.00049738+0.0013046i,0.019538+0.014054i,0.016801+0.015435i,0.0074849+0.010623i,0.0082476-0.00027218i,0.0091843-0.0089799i,0.00087772-0.0076602i,-0.010271+0.00034997i,-0.018222+0.0049543i
-0.058166+0.042813i,-0.21456+0.11429i,-0.43085+0.24099i,-0.48192+0.35989i,-0.27763+0.33846i,-0.033587+0.18883i,0.067283+0.058101i,0.056626-0.0021394i,0.017678-0.026019i,-0.0059288-0.025059i,-0.010402-0.0075655i,-0.01908+0.013054i,-0.025158+0.030573i,-0.011867+0.030667i,0.0070349+0.016413i,0.018106+0.0040823i,0.025007+0.0011866i,0.024342+0.0018675i,0.011433-0.00037809i,-0.0030122+0.00030655i,-0.0081106+0.005952i,-0.0012179+0.0112i,0.0085896+0.014485i
0.050653-0.019899i,0.20548-0.037595i,0.43759-0.091521i,0.5408-0.19176i,0.39523-0.26613i,0.15478-0.26082i,0.0016456-0.19053i,-0.035602-0.098278i,-0.021929-0.026782i,-0.0040391+0.0026697i,0.0077317+0.011303i,0.025679+0.021387i,0.041301+0.016877i,0.027217+0.0023357i,-0.00055102-0.00071719i,-0.013494-0.0029989i,-0.01375-0.016198i,-0.010711-0.021426i,-0.0035393-0.0066876i,0.0072259+0.0084296i,0.013865+0.0063809i,0.011419-0.0067545i,0.0059458-0.018093i
-0.059663-0.0027549i,-0.22134-0.028937i,-0.48335-0.052005i,-0.62691+0.00090456i,-0.48315+0.1237i,-0.21031+0.2132i,-0.039645+0.19548i,-0.0064226+0.11486i,-0.025587+0.052248i,-0.032274+0.019192i,-0.028555-0.010079i,-0.036409-0.030365i,-0.048192-0.022i,-0.047734+0.0021753i,-0.037902+0.019592i,-0.031134+0.026328i,-0.034109+0.032472i,-0.035376+0.036235i,-0.02502+0.027524i,-0.011532+0.012099i,-0.0054462+0.0015699i,-0.0092396-0.0011746i,-0.01359+0.00030855i
0.041555+0.017865i,0.16011+0.104i,0.35719+0.24957i,0.49933+0.31423i,0.46348+0.17662i,0.30254-0.031619i,0.144-0.11257i,0.045704-0.05516i,0.0059867+0.029414i,-0.0074802+0.062151i,-0.021681+0.060585i,-0.022924+0.063983i,0.00023186+0.059172i,0.025522+0.029558i,0.034875-0.0051515i,0.036429-0.020213i,0.042226-0.016527i,0.043347-0.0094686i,0.029876-0.0070348i,0.013382-0.0083261i,0.0034438-0.0081224i,-0.0014153-0.0015856i,-0.0016525+0.0084256i
-0.015734-0.028969i,-0.071153-0.13128i,-0.15812-0.30449i,-0.24719-0.39298i,-0.31555-0.24464i,-0.3189-0.0012804i,-0.23458+0.12506i,-0.114+0.11066i,-0.031343+0.035679i,-0.0010976-0.015114i,0.016347-0.030762i,0.032484-0.045003i,0.022561-0.059544i,-0.0059044-0.051996i,-0.02307-0.032232i,-0.028649-0.026514i,-0.032506-0.032273i,-0.02917-0.033155i,-0.015714-0.027406i,-0.0041729-0.023058i,-0.0017789-0.019432i,0.0015252-0.012651i,0.0076126-0.0071961i
0.0071395+0.030187i,0.022602+0.12874i,0.045687+0.29649i,0.090736+0.40055i,0.18988+0.31418i,0.28041+0.13357i,0.26524+0.0135i,0.16431-0.016643i,0.064903-0.0034989i,0.0070491+0.0039577i,-0.025236+0.002196i,-0.045707+0.0075911i,-0.045776+0.022761i,-0.019464+0.036867i,0.011891+0.040641i,0.028056+0.043097i,0.028684+0.047351i,0.0211+0.040498i,0.011081+0.023619i,0.0051666+0.012992i,0.0061409+0.0089024i,0.0044129+0.0006596i,-0.0042903-0.0084329i
0.013394-0.034689i,0.036711-0.12682i,0.082092-0.2864i,0.098996-0.40976i,0.008901-0.39718i,-0.13263-0.29006i,-0.17636-0.17136i,-0.099117-0.095466i,-0.014489-0.068303i,0.016319-0.042456i,0.031889-0.0033151i,0.049748+0.018934i,0.051298+0.012481i,0.031048-0.0067965i,0.0092987-0.02204i,0.010161-0.034337i,0.024232-0.045592i,0.024322-0.042745i,0.01043-0.02571i,-0.00017008-0.0080199i,-0.002933+0.0017989i,-0.0004423+0.0067256i,0.0030386+0.010205i
-0.025617+0.02388i,-0.091155+0.075552i,-0.20547+0.16247i,-0.2771+0.23547i,-0.19549+0.26165i,-0.0079044+0.25332i,0.10567+0.17792i,0.068293+0.072387i,-0.0074315+0.025375i,-0.026509+0.016509i,-0.015552-0.0064828i,-0.016871-0.029485i,-0.02393-0.025365i,-0.025132-0.0023346i,-0.024643+0.015941i,-0.036005+0.020564i,-0.053421+0.018093i,-0.050408+0.013445i,-0.029206+0.007729i,-0.011253+0.0049822i,-0.0012208+0.0039692i,0.006877-0.0025394i,0.0111-0.01526i
0.030231-0.01308i,0.094344-0.025542i,0.20496-0.033052i,0.27859-0.028239i,0.22435-0.053996i,0.07928-0.12303i,-0.050488-0.13745i,-0.086146-0.059885i,-0.04678+0.0091088i,-0.019072+0.01846i,-0.026398+0.022791i,-0.025642+0.040486i,-0.0091637+0.039189i,0.0040708+0.018293i,0.01316+0.0037253i,0.026192+0.0088677i,0.037069+0.024137i,0.034153+0.028572i,0.023157+0.016698i,0.014487+0.0020172i,0.0064992-0.0061386i,-0.0075764-0.0027322i,-0.019074+0.011139i
-0.023307+0.0020827i,-0.081893-0.0067066i,-0.17759-0.029996i,-0.23455-0.045783i,-0.19279-0.00015634i,-0.11499+0.10363i,-0.047567+0.17943i,-0.0059025+0.16159i,-0.0027804+0.097322i,-0.0047837+0.049516i,0.0081715+0.019995i,0.020397-0.0015881i,0.014998-0.011498i,-0.00092989-0.007871i,-0.0077474-0.0067993i,-0.0085646-0.025364i,-0.010658-0.047531i,-0.0087355-0.046337i,-0.003023-0.026195i,0.0020214-0.010339i,0.002489-0.0013601i,0.007018+0.010362i,0.018748+0.018345i
0.027194+0.0076223i,0.077992+0.041005i,0.15222+0.10598i,0.18859+0.15123i,0.15504+0.097529i,0.11558-0.024522i,0.090053-0.10603i,0.060552-0.092091i,0.04154-0.039057i,0.022239-0.021627i,-0.011264-0.027928i,-0.037657-0.022087i,-0.036325-0.0072478i,-0.020872+0.00010657i,-0.017037+0.0027206i,-0.025231+0.017851i,-0.034016+0.034985i,-0.031908+0.034289i,-0.017951+0.01983i,-0.0054703+0.005427i,0.0014404-0.0036632i,0.0025018-0.01399i,-0.003285-0.020859i
-0.015592-0.012124i,-0.044961-0.06364i,-0.070074-0.14866i,-0.055763-0.20697i,-0.021222-0.16889i,-0.028201-0.066388i,-0.055208+0.0081866i,-0.04731+0.012522i,-0.029264-0.011172i,-0.022946+0.0019237i,-0.0043987+0.034027i,0.016998+0.040636i,0.018483+0.026459i,0.010922+0.016192i,0.015027+0.014753i,0.035705+0.0076669i,0.055636-0.0026348i,0.051722-0.0045974i,0.028495-0.0010395i,0.0081745+0.0027284i,-0.0024427+0.0023064i,-0.010405+0.0021658i,-0.015339+0.0052696i
0.01057+0.019429i,0.020018+0.063241i,0.0079337+0.12399i,-0.035644+0.14874i,-0.058093+0.10539i,-0.013924+0.023111i,0.043682-0.03819i,0.04546-0.050229i,0.015101-0.031791i,0.0094077-0.020661i,0.017516-0.031377i,0.015306-0.038979i,0.010174-0.029391i,0.0092785-0.020067i,0.0067906-0.025999i,-0.010192-0.040014i,-0.030513-0.046814i,-0.031622-0.040435i,-0.017476-0.023693i,-0.0053362-0.0087906i,-0.0012298-0.0010468i,0.004114+0.001503i,0.0088781-0.0015865i
-0.0050901-0.022529i,-0.0066197-0.063732i,0.017177-0.10611i,0.060014-0.09089i,0.067203-0.010772i,0.021407+0.059492i,-0.038029+0.056711i,-0.063204+0.020875i,-0.051879+0.0084664i,-0.043669+0.013161i,-0.043446+0.027236i,-0.031614+0.037121i,-0.017756+0.028826i,-0.016324+0.020569i,-0.018545+0.029295i,-0.0097699+0.045712i,0.0019501+0.054103i,0.004651+0.042067i,0.0013869+0.015597i,-0.0040209+0.00020211i,-0.0045404-0.002757i,-0.004324-0.0088561i,-0.0073974-0.013749i
0.0078283+0.023321i,-0.001652+0.055993i,-0.03565+0.091872i,-0.062029+0.072106i,-0.028007-0.014084i,0.034142-0.067235i,0.06703-0.024776i,0.059052+0.039787i,0.045065+0.05489i,0.045579+0.030562i,0.045753+0.0015091i,0.033093-0.01205i,0.014125-0.0083446i,0.0070858-0.0011178i,0.020527-0.0058117i,0.037027-0.023837i,0.041021-0.038317i,0.029902-0.03235i,0.013727-0.011217i,0.0095156+0.0045147i,0.0095444+0.0071514i,0.0038991+0.011955i,0.0019221+0.020853i
0.0016779-0.016773i,0.015556-0.037085i,0.048411-0.05367i,0.047043-0.028422i,-0.023323+0.040046i,-0.07934+0.071512i,-0.060582+0.036862i,-0.010226-0.00016739i,0.0072154-0.011074i,-0.01456-0.014296i,-0.041775-0.011735i,-0.047024-0.00093588i,-0.030987+0.0036376i,-0.022598-0.0038771i,-0.036005-0.0097323i,-0.053458-0.0018913i,-0.058483+0.008021i,-0.04239+0.0078552i,-0.014269-0.00099944i,0.00041744-0.010668i,0.0034249-0.011188i,0.01269-0.0070532i,0.022557-0.0087683i
0.0048659+0.014564i,-0.0091431+0.024269i,-0.032621+0.035037i,-0.0052229+0.026345i,0.090218-0.013253i,0.13815-0.033148i,0.082664-0.00956i,0.012136+0.012751i,-0.011957+0.016141i,-0.0069219+0.023293i,0.0098983+0.030652i,0.019037+0.021093i,0.0097609+0.0092531i,0.0046615+0.012993i,0.016582+0.027489i,0.034161+0.037597i,0.041778+0.039095i,0.029385+0.032567i,0.0061081+0.020627i,-0.0078833+0.010992i,-0.0092339+0.0033777i,-0.011861-0.0049188i,-0.019743-0.0064818i
0.0004344-0.0084131i,0.017389-0.016828i,0.037921-0.033576i,0.002836-0.052852i,-0.10007-0.05208i,-0.16529-0.033069i,-0.12429-0.0084115i,-0.054999+0.0044162i,-0.02934+0.00091593i,-0.029107-0.0085626i,-0.028667-0.014184i,-0.019167-0.0068233i,-0.0027078+0.0065598i,0.0095342+0.0034739i,0.010445-0.020432i,0.00018265-0.044014i,-0.0065147-0.049544i,0.00082855-0.035345i,0.013245-0.015771i,0.017203-0.0078131i,0.0090637-0.0062426i,0.00061963+0.0014418i,0.0013672+0.0092794i
0.0016586+0.0083417i,-0.013672+0.010946i,-0.034089+0.029647i,-0.0098424+0.080278i,0.070554+0.13747i,0.13152+0.14033i,0.10218+0.071032i,0.034204+0.011255i,0.0066494+0.0062894i,0.010286+0.016734i,0.014571+0.018043i,0.014465+0.010659i,0.0085652-0.0037217i,-0.0059752-0.0057114i,-0.021713+0.010284i,-0.028465+0.026975i,-0.030276+0.030463i,-0.028159+0.017736i,-0.023149-0.00082693i,-0.01999-0.0060812i,-0.013802+0.00093346i,-0.0046543+0.0021832i,-0.0006644-0.0032646i
0.0024551-0.0026901i,0.01572-0.0054664i,0.040126-0.022673i,0.04374-0.082451i,0.012288-0.17082i,-0.033902-0.20058i,-0.053015-0.13121i,-0.036804-0.046236i,-0.0094688-0.016436i,0.0063597-0.026153i,0.0030427-0.03633i,-0.0097297-0.027693i,-0.018356-0.0062272i,-0.010985+0.0092466i,0.012298+0.0090561i,0.033901-0.0028007i,0.03984-0.008469i,0.030299+0.00040355i,0.015998+0.014619i,0.012133+0.020389i,0.014368+0.012629i,0.0092392+0.003452i,0.0027742+0.001495i
