-0.0012466+0.0012536i,-0.00098189+0.0019146i,-0.0019467+0.001632i,-0.0027032-3.3645e-05i,-0.002527-0.00091105i,-0.0017175+0.00030518i,-0.00047456+0.0016758i,0.00086493+0.0018444i,0.0017984+0.0015608i,0.0018758+0.00074633i,0.00178+0.00082856i,0.0010489+0.0007483i,8.7444e-05+0.00017188i,-0.00026846+0.00017623i,-0.00056002-0.00018398i,-9.0609e-05-0.0006704i,0.00020225-0.00055221i,0.00054259-0.00027024i,0.00028397-0.0001572i,-0.00036001-0.00014409i,-0.00017449-0.00011726i,-0.00022237-1.0532e-05i,-0.00041146-0.00060412i
-0.022037+0.036488i,-0.12368-0.014871i,-0.24352-0.048858i,-0.23994-0.0055765i,-0.12612+0.041116i,-0.051629+0.040674i,-0.035703+0.041091i,-0.01244+0.045464i,0.010606+0.026606i,0.013351+0.0032287i,0.0056061-0.006054i,0.00081205-0.0050698i,0.0058064-0.0047405i,0.013491-0.0091406i,0.015087-0.010139i,0.010752-0.0030441i,0.0039329+0.0081987i,0.0011324+0.017552i,0.0041021+0.018668i,0.0050485+0.0091956i,-0.0030596-0.0018273i,-0.014328-0.001455i,-0.014863+0.0038686i
0.0066578-0.022644i,0.071607+0.07486i,0.15995+0.16353i,0.16659+0.12971i,0.087496+0.052551i,0.03419+0.034269i,0.041343+0.029149i,0.041976+0.0056636i,0.016481-0.0040631i,-0.003281+0.0058334i,-0.004813+0.017822i,-0.00094915+0.018325i,-0.0041737+0.011563i,-0.009882+0.009333i,-0.0096139+0.00786i,-0.003883+0.0025258i,0.0036738-0.0032146i,0.0089076-0.009315i,0.0069592-0.0142i,-0.0020042-0.010945i,-0.0037354-0.0014529i,0.0062738+0.00037434i,0.01001-0.0043659i
0.019017+0.024859i,0.0064031-0.095735i,-0.03957-0.21755i,-0.067886-0.18594i,-0.037205-0.074932i,0.0054533-0.036353i,0.0063451-0.037912i,-0.0003139-0.021866i,0.011754-0.0092521i,0.021033-0.0067572i,0.020879-0.0068299i,0.019431-0.0036301i,0.019001+0.0037078i,0.014851+0.0065759i,0.0068063+0.0068427i,-0.00098545+0.0074332i,-0.0091491+0.0076479i,-0.016408+0.0098237i,-0.017249+0.015992i,-0.0075481+0.01973i,0.0014799+0.010987i,-0.0041674-0.0016529i,-0.01243-0.0023798i
-0.047012-0.035809i,-0.088105+0.080439i,-0.086009+0.20946i,-0.033509+0.17949i,-0.0053455+0.049249i,-0.017627-0.013577i,-0.013142-0.016695i,-0.002566-0.025263i,-0.006763-0.02817i,-0.013513-0.020094i,-0.016535-0.012288i,-0.015645-0.0078622i,-0.016148-0.0065979i,-0.017182-0.0037688i,-0.010502-3.1792e-05i,0.0021482+0.0024479i,0.012254+0.00425i,0.019142+0.0034755i,0.024599-0.0038847i,0.020736-0.014829i,0.010839-0.01345i,0.010914+0.00083718i,0.017491+0.0066437i
0.069409+0.064717i,0.15668-0.022581i,0.19703-0.14191i,0.12959-0.14178i,0.044924-0.056501i,0.016469-0.013082i,-0.0050913-0.013043i,-0.023211-0.0040986i,-0.014342+0.010853i,0.0014175+0.013136i,0.0053353+0.0068901i,0.0013077+0.0029761i,0.0020262+0.0042341i,0.0074901+0.0014976i,0.0060619-0.0067825i,-0.001277-0.015026i,-0.0061166-0.020872i,-0.011638-0.022628i,-0.020596-0.016048i,-0.02402-0.00013676i,-0.016204+0.0086326i,-0.0086644-0.0011802i,-0.0090834-0.011125i
-0.07385-0.10618i,-0.19356-0.067433i,-0.26762+0.025304i,-0.19765+0.062691i,-0.083814+0.037613i,-0.039351+0.025843i,-0.017166+0.041738i,0.0090802+0.039474i,0.013533+0.0132i,0.0030161-0.0074283i,-0.0049111-0.010586i,-0.0070864-0.0065055i,-0.0082875-0.0058769i,-0.0095944-0.004399i,-0.009875+0.0032869i,-0.011344+0.013684i,-0.011158+0.020606i,-0.0051169+0.023855i,0.0088498+0.023214i,0.02375+0.013425i,0.022917+0.0031105i,0.0083442+0.0069509i,0.0015515+0.014881i
0.066328+0.15001i,0.19575+0.16863i,0.28409+0.11262i,0.21292+0.05623i,0.090057+0.046451i,0.048461+0.043997i,0.043008+0.017995i,0.027375+0.0033619i,0.013338+0.0098587i,0.0080847+0.017948i,0.01411+0.017637i,0.021548+0.0095727i,0.020274+0.0032725i,0.016216+0.0016547i,0.016334-0.0013603i,0.019162-0.0065788i,0.01926-0.010322i,0.014339-0.01508i,0.001855-0.022936i,-0.016041-0.024513i,-0.021577-0.016375i,-0.0080232-0.011839i,0.0015721-0.015074i
-0.037035-0.18378i,-0.15116-0.25619i,-0.23494-0.23346i,-0.17053-0.15026i,-0.052127-0.090986i,-0.01038-0.065548i,-0.0068267-0.036803i,0.0074127-0.018535i,0.019394-0.017401i,0.018745-0.015787i,0.011019-0.011393i,0.0041038-0.0089883i,-0.00219-0.010771i,-0.011265-0.010951i,-0.01996-0.0069726i,-0.025502-0.004629i,-0.027802-0.0035382i,-0.027542+0.0019316i,-0.020672+0.015547i,-0.0045252+0.028863i,0.0080114+0.027709i,0.0030817+0.016112i,-0.0074049+0.011534i
-0.0027393+0.21719i,0.075902+0.32926i,0.14972+0.31625i,0.11175+0.18713i,0.022126+0.072499i,-0.0058811+0.02415i,0.0023719-0.007051i,-0.0049562-0.02541i,-0.017765-0.017372i,-0.020219-0.00056786i,-0.015129+0.0096925i,-0.0091105+0.012929i,-0.0030305+0.01641i,0.0042833+0.018575i,0.012767+0.017987i,0.019561+0.018517i,0.021572+0.018304i,0.022358+0.012743i,0.025258-0.0036548i,0.022926-0.024669i,0.013901-0.030646i,0.010636-0.018006i,0.014301-0.004861i
0.051874-0.23491i,0.013863-0.37427i,-0.049148-0.37236i,-0.048591-0.22325i,-0.0048278-0.090625i,0.0030482-0.03691i,-0.013881-0.0066092i,-0.015354+0.0075959i,-0.0056025+0.0031322i,-0.00056047-0.0061552i,-0.0053996-0.010811i,-0.011297-0.005989i,-0.0085669-0.0018529i,-0.0020684-0.0062286i,-0.0010611-0.014455i,-0.0034716-0.02039i,-0.0024916-0.022434i,-0.0048004-0.020648i,-0.016225-0.011036i,-0.02688+0.0066253i,-0.025403+0.016396i,-0.016582+0.007121i,-0.012213-0.0038436i
-0.10873+0.23445i,-0.11383+0.38272i,-0.068662+0.38663i,-0.044022+0.23964i,-0.047445+0.11099i,-0.033373+0.060445i,-0.0095169+0.035633i,-0.0026498+0.019364i,-0.0081553+0.0061268i,-0.012068-0.0036995i,-0.0072325-0.0019625i,0.00059052+0.0036554i,0.0025131+0.0063831i,-0.00014581+0.010186i,-0.0038897+0.016842i,-0.0061488+0.023013i,-0.0070485+0.023365i,-0.0032687+0.020338i,0.010722+0.018814i,0.0271+0.01333i,0.028172+0.0038831i,0.014543+0.0026338i,0.0052107+0.0073429i
0.15787-0.21782i,0.20696-0.35592i,0.17832-0.34617i,0.12211-0.19038i,0.08274-0.058339i,0.046648-0.011773i,0.016531+0.0037661i,0.014819+0.01458i,0.026385+0.01626i,0.03067+0.0098996i,0.026534-0.00082436i,0.019801-0.011386i,0.011369-0.018419i,0.0052891-0.020072i,0.0064094-0.019409i,0.010086-0.018704i,0.011557-0.016364i,0.0083154-0.016037i,-0.0016061-0.02175i,-0.01635-0.026278i,-0.022777-0.01973i,-0.01242-0.0098514i,-0.0013819-0.008415i
-0.20204+0.18654i,-0.28131+0.30059i,-0.25209+0.27804i,-0.15075+0.13264i,-0.066423+0.019766i,-0.017317-0.013325i,0.01166-0.020116i,0.019113-0.023285i,0.015712-0.018785i,0.009299-0.0066502i,0.0042159+0.0046091i,0.0019656+0.0053323i,-0.0035626+0.0014918i,-0.010681+0.00018714i,-0.016756+0.0003952i,-0.021787-0.00058051i,-0.022493-0.002444i,-0.019436+0.00022212i,-0.014933+0.012045i,-0.0059454+0.025338i,0.0043311+0.026164i,0.0058907+0.015789i,0.00036592+0.008287i
0.23625-0.15208i,0.33675-0.23495i,0.30313-0.2105i,0.17181-0.10059i,0.065792-0.023557i,0.021941-0.0063461i,0.0063161-0.0070591i,0.00056002-0.0076779i,-0.002592-0.0037137i,-0.0021067+0.0038284i,-0.0017519+0.0070541i,-0.0047327+0.0075712i,-0.003352+0.0093073i,0.0043012+0.010004i,0.011692+0.0095167i,0.014352+0.0093893i,0.012462+0.0094667i,0.011538+0.0067251i,0.015975-0.0036134i,0.019502-0.018029i,0.014804-0.024694i,0.0081633-0.019187i,0.0076398-0.01099i
-0.25184+0.10499i,-0.366+0.15202i,-0.33267+0.12389i,-0.19285+0.048274i,-0.079018-0.0011802i,-0.026469-0.0061669i,-0.0048445-0.0037346i,-0.0061923-0.010351i,-0.014379-0.015019i,-0.018644-0.01528i,-0.017216-0.0091287i,-0.0082424+0.0018715i,0.00063822+0.0079632i,0.0042533+0.0044238i,0.0034761-0.0028579i,0.0024365-0.0076985i,0.003833-0.0089654i,0.0025639-0.0075078i,-0.0085176-0.0038639i,-0.022803+0.0031646i,-0.02518+0.009075i,-0.01816+0.00722i,-0.014587+0.00078489i
0.25831-0.056054i,0.37335-0.067099i,0.32449-0.036089i,0.16211+0.0099905i,0.038108+0.034145i,-0.014372+0.0274i,-0.030609+0.019364i,-0.023086+0.020043i,-0.011276+0.014656i,-0.004144+0.0046028i,0.00058596-0.0039206i,0.0015939-0.0083363i,0.00079151-0.0087698i,-0.0010894-0.0054097i,-0.0027772+0.00086755i,-0.0033179+0.0052373i,-0.0043534+0.0049699i,-0.0028814+0.004082i,0.0068264+0.010151i,0.020446+0.017093i,0.024778+0.014438i,0.017075+0.0093439i,0.0092704+0.0088551i
-0.25738+0.013749i,-0.36143-0.0018609i,-0.29633-0.021205i,-0.12489-0.025739i,-0.011255-0.015935i,0.020936+0.0024929i,0.02481+0.010167i,0.023117+0.0069224i,0.021838+0.0028775i,0.016829-0.0011707i,0.010044-0.0015129i,0.0081998-0.0020788i,0.0063729-0.004939i,0.0013656-0.0054156i,-0.00071678-0.0038642i,0.0014403-0.0020447i,0.0039206-0.00027282i,0.0032353-0.00079341i,-0.00030811-0.010277i,-0.0054218-0.024467i,-0.01011-0.025825i,-0.0075803-0.016559i,-0.0018487-0.010133i
0.24056+0.032216i,0.33341+0.065075i,0.26746+0.067468i,0.11467+0.032454i,0.026476-0.0012892i,0.0056912-0.020864i,0.0020439-0.018126i,0.0086161-0.0036618i,0.015601+0.0030047i,0.014622+0.0058007i,0.0094908+0.0046853i,0.00091332-0.0020113i,-0.0060921-0.0069777i,-0.0069971-0.0067038i,-0.0069218-0.0062747i,-0.0082853-0.008816i,-0.0077178-0.010475i,-0.0072905-0.0083405i,-0.010748+0.0017638i,-0.014328+0.017095i,-0.010232+0.022885i,-0.0023446+0.016842i,0.0003831+0.0096025i
-0.21358-0.066405i,-0.29306-0.11512i,-0.22472-0.10891i,-0.088762-0.055299i,-0.017732-0.011213i,0.0060527+0.014552i,0.020774+0.012953i,0.017996-0.0049733i,0.0056823-0.011438i,-0.0001417-0.0069941i,-0.00083412+0.0019656i,-0.00049184+0.012911i,-0.00011591+0.01849i,0.0010161+0.015741i,0.00094269+0.012538i,-0.0016641+0.013187i,-0.0045373+0.01363i,-0.0040858+0.011334i,0.005245+0.0046889i,0.020284-0.005913i,0.023863-0.01393i,0.015946-0.015114i,0.0091607-0.012719i
0.18414+0.095316i,0.24684+0.14958i,0.17744+0.13047i,0.056722+0.056669i,0.0024849-0.00063635i,-0.0083101-0.029253i,-0.018384-0.029705i,-0.021654-0.014594i,-0.015461-0.0059012i,-0.0070716-0.0042275i,-0.00084344-0.0047962i,0.0028905-0.0071295i,0.0057364-0.0088647i,0.0083264-0.0078127i,0.011703-0.0050965i,0.014313-0.004573i,0.015568-0.0048935i,0.013035-0.0044768i,-0.00023693-0.0059846i,-0.018092-0.0072519i,-0.024025-0.0030198i,-0.019412+0.0017372i,-0.014684+0.0013306i
-0.15694-0.11066i,-0.20157-0.16468i,-0.13873-0.13058i,-0.048923-0.042794i,-0.02399+0.017259i,-0.02972+0.035065i,-0.020078+0.02512i,-0.0058781+0.006809i,-0.0019738-0.0041485i,-0.0025995-0.0072065i,-0.0055543-0.0046295i,-0.0071965+0.001176i,-0.006271+0.0037716i,-0.0077128+0.0022812i,-0.010716-0.001031i,-0.012144-0.0028018i,-0.011788-0.0033654i,-0.0090455-0.00236i,-0.0003723+0.0061906i,0.012522+0.017237i,0.019669+0.01917i,0.017314+0.014452i,0.01174+0.011119i
0.12882+0.11843i,0.159+0.16944i,0.10868+0.12661i,0.047518+0.039447i,0.034838-0.0071245i,0.03413-0.01631i,0.017112-0.010431i,0.0052462+0.0020053i,0.0059964+0.0071453i,0.005212+0.0058736i,0.0046621+0.0025075i,0.0063627-0.004759i,0.0068477-0.008391i,0.0061597-0.003804i,0.0075621+0.0028342i,0.0096401+0.0061273i,0.0081769+0.0065237i,0.0055898+0.0048032i,0.0045593-0.0049592i,0.0025561-0.020247i,-0.00088502-0.025243i,-0.0018581-0.018456i,-0.00033368-0.011795i
-0.098305-0.12313i,-0.11762-0.1679i,-0.078108-0.12102i,-0.036314-0.038485i,-0.026643+0.0014884i,-0.019188+0.014115i,0.0038017+0.019005i,0.018323+0.01114i,0.014365+0.0015587i,0.0069481-0.00071869i,0.00024688+0.00048271i,-0.0072397+0.0017079i,-0.011883+0.0025415i,-0.010895-0.0008183i,-0.0093803-0.0081263i,-0.0094648-0.012438i,-0.0080718-0.012183i,-0.0066347-0.0090437i,-0.0097876-0.00017363i,-0.015354+0.01184i,-0.014607+0.017092i,-0.0095605+0.013685i,-0.0059634+0.0082908i
0.076016+0.12293i,0.089419+0.15945i,0.064457+0.10716i,0.042004+0.027298i,0.040203-0.005294i,0.039334-0.0090515i,0.02427-0.010735i,0.0079464-0.0057022i,0.0032286+0.00030812i,0.0041118+0.0024603i,0.0073448+0.0041248i,0.012889+0.005394i,0.013928+0.0047344i,0.008177+0.0062514i,0.00063517+0.011944i,-0.00357+0.016481i,-0.0061369+0.014472i,-0.0060044+0.0095591i,0.0019205+0.0049234i,0.013683-0.00016909i,0.018159-0.0041125i,0.014854-0.0059972i,0.0097652-0.0062724i
-0.053318-0.11932i,-0.064317-0.15119i,-0.05793-0.10217i,-0.055738-0.031618i,-0.057266-0.011825i,-0.052697-0.013906i,-0.031835-0.0088211i,-0.0093644-0.0094635i,-0.0015842-0.012637i,-0.001308-0.012799i,-0.0020514-0.011107i,-0.0019234-0.0078651i,0.00021812-0.005723i,0.0047625-0.0063291i,0.011466-0.0082449i,0.014971-0.0075689i,0.014634-0.0041532i,0.011152-0.0022511i,0.0017117-0.0040441i,-0.0083359-0.007474i,-0.0123-0.0079093i,-0.011338-0.0057177i,-0.010003-0.0035008i
0.038976+0.10825i,0.046269+0.13865i,0.048043+0.095785i,0.049689+0.039155i,0.041075+0.028595i,0.024852+0.024908i,0.0034586+0.005215i,-0.0097727-0.0045141i,-0.008753-0.0029408i,-0.0054616-0.0010766i,-0.0040406+0.0021242i,-0.0019014+0.00495i,2.4857e-07+0.0051101i,-0.002076+0.0034024i,-0.0076432+0.0018012i,-0.009158-0.00051761i,-0.0061761-0.0049053i,-0.0027729-0.0061824i,0.0011392+0.00069606i,0.0043937+0.01063i,0.0061428+0.015245i,0.0066971+0.013614i,0.0063501+0.0099176i
-0.02407-0.097237i,-0.028376-0.12846i,-0.036488-0.092391i,-0.042798-0.042849i,-0.03176-0.030885i,-0.017787-0.022369i,-0.0044945-0.0019304i,0.0065967+0.0052614i,0.008178-9.8694e-05i,0.0049026-0.0028095i,0.0016475-0.0033575i,-0.0026678-0.0042418i,-0.0059435-0.003122i,-0.002239+0.00077393i,0.0062589+0.0041871i,0.0081019+0.0052839i,0.0029308+0.0062906i,-0.00045091+0.0063744i,0.0014576+0.0016009i,0.0057618-0.006218i,0.0078118-0.0099207i,0.0074076-0.0086091i,0.0057237-0.0065561i
0.014659+0.08652i,0.018435+0.11812i,0.031743+0.090977i,0.040021+0.050797i,0.028942+0.043162i,0.021934+0.037592i,0.019603+0.017676i,0.011971+0.00591i,0.0048847+0.0049911i,0.00087534+0.0049308i,-0.00018811+0.0054989i,-0.00017972+0.0062372i,-0.0018257+0.0046493i,-0.0049318-0.00039819i,-0.0087699-0.0057951i,-0.0080034-0.0074043i,-0.0031118-0.0063847i,0.0002648-0.0047998i,-0.0025169-0.0017594i,-0.011012+0.001237i,-0.014762+0.0011302i,-0.011644-0.00042596i,-0.0085414-0.00079765i
-0.0048945-0.083758i,-0.0090215-0.1136i,-0.027151-0.094382i,-0.031937-0.061052i,-0.011835-0.050728i,0.0025101-0.038349i,0.0059936-0.01416i,0.0097969-0.0012084i,0.010081+0.00019588i,0.0073233+0.00032846i,0.0062237+0.00031055i,0.0078487-0.0013123i,0.0078606-0.0025036i,0.0040268+0.0015164i,0.00040445+0.0082144i,-0.0033148+0.010715i,-0.0082544+0.0083389i,-0.0099416+0.0049664i,-0.0043571+0.0041047i,0.0049758+0.0063964i,0.0085021+0.0080281i,0.0061904+0.0071119i,0.0040821+0.0047143i
-0.0025903+0.074928i,0.0013532+0.10509i,0.018117+0.092253i,0.018+0.061671i,-0.0052648+0.042064i,-0.017252+0.02154i,-0.012435-0.0010378i,-0.0077625-0.0086387i,-0.005069-0.004366i,-0.0025339-0.0020815i,-0.0011653-0.0017511i,0.00076081-0.001167i,0.0043418-0.0031707i,0.006869-0.0071177i,0.008124-0.0097885i,0.010502-0.0072417i,0.012365-0.001426i,0.010968+0.0017319i,0.0057122-0.00048495i,0.00050351-0.0084294i,-0.00019216-0.013638i,0.00096918-0.012088i,-1.8564e-05-0.0091002i
0.0097218-0.065072i,0.0063178-0.095544i,-0.0089839-0.091749i,-0.010832-0.06427i,0.0043428-0.038893i,0.0063387-0.018226i,-0.0027006-0.0019183i,-0.0018785+0.0023704i,0.001545-0.0026241i,0.00022425-0.0059401i,-0.0014467-0.0038734i,-0.0025731+0.00014558i,-0.0034728+0.0024847i,-0.004492+0.0033325i,-0.0065428+0.0037787i,-0.0072687-0.0006898i,-0.0052048-0.0073763i,-0.0024303-0.0079441i,-0.0013833-0.0017899i,-0.0023325+0.0075987i,-0.0046745+0.011409i,-0.0058405+0.0098053i,-0.0046772+0.0087989i
-0.012099+0.059285i,-0.012408+0.091044i,-0.00079483+0.091031i,-0.00082554+0.065076i,-0.014181+0.037406i,-0.013289+0.020627i,-0.00098911+0.0085488i,0.0010142+2.3567e-05i,-0.0016667-0.0030344i,-0.00063101-0.0025704i,0.0010139-0.0007139i,-0.00066926+0.0014711i,-0.0027327+0.0031842i,0.00030994+0.0048216i,0.005206+0.0043469i,0.005028+0.0043437i,0.00019952+0.0067694i,-0.0018141+0.0065421i,0.0019662+0.0021352i,0.0085386-0.0030642i,0.013738-0.0040708i,0.014402-0.0028301i,0.012515-0.0036127i
0.017187-0.050961i,0.019125-0.083197i,0.013255-0.087761i,0.017083-0.060936i,0.030003-0.027215i,0.02649-0.0076946i,0.012438+0.0019446i,0.0092002+0.0049149i,0.010107+0.0026105i,0.0063184+0.00015126i,0.0022398-0.00064988i,-0.00029103-0.00088241i,-0.0030401-0.00088737i,-0.0069281-0.0022093i,-0.0082558-0.0040113i,-0.0048118-0.0052839i,0.00039941-0.0061324i,0.0018753-0.0054928i,-0.0030215-0.0037885i,-0.0099629-0.002383i,-0.01272-0.0040392i,-0.011413-0.0066947i,-0.010491-0.0066685i
-0.019432+0.047055i,-0.025726+0.076421i,-0.022128+0.082123i,-0.022332+0.053212i,-0.026536+0.013176i,-0.017679-0.0070511i,-0.0019464-0.010705i,0.0034094-0.0082507i,0.0021738-0.0016801i,0.0021672+0.0035536i,0.0029515+0.0045508i,0.0048805+0.0020226i,0.0059518-0.00066031i,0.0050658+0.0012016i,0.0033477+0.0058995i,-0.00038099+0.0078963i,-0.0050297+0.0056911i,-0.006195+0.0029327i,-0.0019699+0.0030785i,0.0028204+0.0064838i,0.0027714+0.0096801i,0.0013444+0.010809i,0.0042326+0.0097154i
0.020468-0.041812i,0.03131-0.069571i,0.031038-0.075579i,0.026361-0.047294i,0.021465-0.010545i,0.0094572+0.0040379i,-0.002608+0.0028542i,-0.002915+0.0034939i,0.00079496+0.003855i,0.00010175+0.00062331i,-0.0013674-0.002175i,9.1923e-05-0.0035106i,0.0024286-0.0059046i,0.002077-0.0087815i,0.001925-0.0087869i,0.0050836-0.0054301i,0.0075731-0.001502i,0.0060998+0.00050138i,0.0023426-0.0016265i,0.00021978-0.0070318i,0.0015593-0.0094419i,0.0027199-0.0092576i,0.00017074-0.0091872i
-0.024123+0.038243i,-0.040118+0.063693i,-0.043017+0.067472i,-0.035+0.039327i,-0.024853+0.0062547i,-0.011835-0.0023718i,0.00065505+0.00084301i,0.0035062-0.00096555i,0.00094243-0.0028833i,0.00011852-0.00021815i,-0.00029048+0.0047024i,-0.0014355+0.006312i,-0.0028103+0.0047989i,-0.0050026+0.003901i,-0.0065638+0.0024955i,-0.0068012-0.0010556i,-0.0052416-0.0048616i,-0.0024994-0.0046016i,-0.0011784+0.00061436i,-0.0015846+0.0062355i,-0.0038205+0.0072555i,-0.0046768+0.0073418i,-0.0034647+0.0088908i
0.025615-0.036387i,0.046562-0.060208i,0.051472-0.062195i,0.037653-0.031191i,0.01997+0.0041956i,0.0084329+0.01469i,0.0030762+0.0079705i,0.0030403+0.0018108i,0.0047068-0.0034326i,0.0052487-0.0074307i,0.0053454-0.0071104i,0.0036557-0.0044289i,0.00097763-0.00069008i,0.0011623+0.00090417i,0.0024227+0.00067298i,0.0017516+0.0026413i,9.4376e-05+0.0049219i,-0.0011685+0.0041264i,0.00043637-8.9564e-05i,0.0048812-0.0032397i,0.0079085-0.0032353i,0.0090909-0.0025836i,0.0089001-0.005124i
-0.026345+0.030358i,-0.049821+0.052808i,-0.0563+0.052709i,-0.038929+0.023611i,-0.014716-0.0050843i,-0.00013524-0.010381i,0.0050332-0.0050791i,0.0044339-0.0055806i,0.0010757-0.0058801i,-0.0018733-0.0019543i,-0.003898+0.0019586i,-0.0050985+0.0025379i,-0.0055996+0.0019773i,-0.0047738+0.0022069i,-0.002511+0.00098184i,-0.00035916-0.0026011i,0.0012094-0.0042466i,0.0012702-0.0026062i,-0.0017347-0.00087176i,-0.0050845-3.4511e-05i,-0.0060783-0.0010292i,-0.0058876-0.0029266i,-0.0066752-0.0023077i
0.030175-0.028729i,0.055929-0.047647i,0.062835-0.047119i,0.039733-0.022695i,0.0096579-0.001406i,-0.0049099+4.1105e-06i,-0.0086345-0.0035981i,-0.0064241-0.00019383i,-0.00068415+0.0034558i,0.003529+0.0020001i,0.0048739-0.0010714i,0.0058697-0.0023299i,0.0068189-0.0016877i,0.0073092+3.0119e-05i,0.0056087+0.0016806i,0.0015739+0.0026294i,-0.0017387+0.0034827i,-0.0018682+0.0027387i,0.0011769+0.0012731i,0.0033262+0.0027506i,0.00324+0.0039749i,0.0023136+0.0039831i,0.0034674+0.0040762i
-0.031388+0.022324i,-0.05851+0.038461i,-0.067853+0.034751i,-0.043808+0.012719i,-0.012624-0.002347i,0.0011723-0.00057837i,0.0032816+0.0045963i,0.0028458+0.0049636i,-0.00010044+0.0036933i,-0.0055346+0.0026015i,-0.0081351+0.0019024i,-0.0063605-0.00078562i,-0.002902-0.0056925i,-0.00091676-0.0075011i,7.8186e-05-0.0062578i,0.0026286-0.0045635i,0.0049995-0.0030603i,0.003775-0.002062i,-0.00014304-0.0017694i,-0.0018148-0.0024858i,-0.0013421-0.0028964i,-0.00084697-0.0027731i,-0.0020227-0.0033315i
0.031974-0.014009i,0.060419-0.02404i,0.07015-0.018251i,0.042895-0.0022451i,0.0094145+0.0053224i,-0.00089691+0.0017425i,0.0023493-0.00046658i,0.0043174+0.0012119i,0.0056124+0.00066881i,0.008021+0.0005208i,0.008658+0.0034977i,0.0067229+0.0058469i,0.0023027+0.0057234i,-0.0026351+0.004451i,-0.005418+0.0031936i,-0.0059635+0.0013874i,-0.0054368-0.0008798i,-0.004179-0.0016814i,-0.0021215-0.00010246i,-0.00070185+0.0026054i,-0.00032126+0.003035i,0.00031411+0.0021159i,0.0010932+0.0023522i
-0.031445+0.011742i,-0.060556+0.013989i,-0.068207+0.0048489i,-0.039545-0.0041953i,-0.0066857-0.0026363i,0.005798+0.0032145i,0.0081962+0.0032852i,0.009471-0.003777i,0.0070536-0.0090184i,0.0021865-0.0084478i,0.00014382-0.0060497i,-0.00027241-0.0046819i,-0.0011039-0.0027272i,-0.00080813+0.00036084i,0.00041392+0.0017271i,0.0014329+0.0022086i,0.0011862+0.0028142i,0.00087253+0.0021034i,0.00063301+3.6092e-05i,0.0002109-0.0028376i,-0.0008578-0.0043764i,-0.0010435-0.0037431i,0.0005909-0.0043023i
0.03103-0.0053684i,0.059038-0.0027024i,0.065355+0.0074916i,0.038232+0.011733i,0.0087417+0.0040134i,-0.00079474-0.0035196i,-0.0014528-0.0072344i,-0.0013426-0.0078995i,0.00076383-0.0045517i,0.0042128-0.00031071i,0.0052475+0.0026773i,0.0017783+0.0050824i,-0.0023245+0.0054127i,-0.0029804+0.0036042i,-0.0020059+0.0010128i,-0.0011711-0.0016409i,-0.0014098-0.0028456i,-0.0022929-0.0016984i,-0.0025673-7.408e-05i,-0.0032486+0.0012123i,-0.0026074+0.0021847i,-0.0019025+0.002388i,-0.0026769+0.0022088i
-0.032856+0.0014448i,-0.057815-0.0082548i,-0.060438-0.020738i,-0.032902-0.018673i,-0.0078097-0.0070105i,-0.0027301-0.00069843i,-0.0059394+0.00152i,-0.0050149+0.0034724i,-0.002393+0.0032535i,-0.0031564+0.00033098i,-0.0033285-0.0020785i,-0.00075915-0.0038078i,0.0031272-0.0031727i,0.0047211-0.001749i,0.0027696-0.0011997i,0.00082652+0.00036495i,0.0003613+0.0023901i,0.0014312+0.0035322i,0.0026829+0.0028053i,0.0030172+0.00015273i,0.0032423-0.0031645i,0.0030549-0.0030956i,0.0020394-0.0012342i
0.028427+0.0028698i,0.050632+0.017697i,0.050562+0.029626i,0.025464+0.022905i,0.0039402+0.0074299i,-0.0011972+0.0016734i,0.00024676+0.0026226i,0.00051333+0.0045912i,-0.00087703+0.0049921i,-0.0035768+0.0046152i,-0.0047599+0.0046309i,-0.0035455+0.0027608i,-0.0014086-0.0023475i,-0.00035437-0.0056687i,1.5964e-05-0.0054018i,0.0017523-0.0044615i,0.0029416-0.0036897i,0.0018811-0.0042769i,0.00078559-0.0042354i,-0.00068944-0.0027076i,-0.0030696-0.00056573i,-0.0036797+0.00094919i,-0.0030991+0.0012389i
-0.025164-0.011212i,-0.043559-0.0281i,-0.043095-0.039227i,-0.022225-0.0258i,-0.0053948-0.0044441i,0.001634+0.0041874i,0.005516+0.0046223i,0.0072298+0.0028548i,0.0051876-0.00057508i,0.0022807-0.0035077i,0.0027201-0.0039071i,0.0041725-0.0022985i,0.0028732+8.4632e-05i,-0.00048771+0.0013842i,-0.0035717+0.0020755i,-0.0043604+0.0020361i,-0.0037926+0.00097409i,-0.0033869+0.00015269i,-0.0024709+0.00035513i,0.00039607+0.0016737i,0.0043526+0.0021356i,0.0048622+0.0011204i,0.0023597+0.00041094i
0.021552+0.013643i,0.034475+0.032516i,0.031513+0.041828i,0.015421+0.027741i,0.0065123+0.007232i,0.0065287-0.0016293i,0.0080823-0.0050148i,0.0081459-0.0079496i,0.0079949-0.0079243i,0.0073244-0.00496i,0.0052364-0.0020721i,0.001874-0.0023137i,-0.0011204-0.0029485i,-0.00098727-0.00073826i,0.0012496+0.0013037i,0.0023325+0.0010022i,0.0020607+1.8841e-05i,0.0016799+0.00071362i,0.0015502+0.0015584i,0.00034505-6.8412e-05i,-0.002512-0.0023444i,-0.0043783-0.0029729i,-0.0026935-0.0027767i
