-6.5599e-05-0.00035745i,0.00070272+0.00034559i,-0.00079833+0.00073633i,-0.0017136+0.0014243i,-0.0011081+0.0022188i,-0.00065824+0.0021013i,-0.00063808+0.0016903i,-0.0012405+0.0012043i,-0.00096043+0.0015341i,0.00013623+0.0021753i,0.00051071+0.0014118i,-0.00025498-0.00022592i,-0.00027552-0.00071653i,6.9931e-05+1.9014e-05i,-0.00024104+0.00033103i,-2.4267e-05-0.00013138i,0.00027984-0.00035177i,0.0002443-0.00026015i,-0.00014377-0.00033783i,2.0677e-05+7.283e-05i,0.00049594+0.00036334i,0.0005076+0.00018317i,-0.00019736-0.00016888i
0.31141+0.38167i,0.25697+0.49054i,0.058466+0.37119i,-0.066947+0.23659i,-0.052704+0.19311i,-0.0057238+0.13597i,-0.0030363+0.068805i,-0.0097079+0.03983i,-0.0013998+0.029252i,0.0086848+0.029932i,0.016985+0.043934i,0.019465+0.056129i,0.013564+0.055532i,0.0045624+0.046879i,0.0021408+0.04261i,0.0081243+0.042974i,0.014432+0.038232i,0.012586+0.026563i,0.0018644+0.016652i,-0.0046939+0.014353i,-0.00094366+0.013273i,0.0037642+0.0079378i,0.0033198+0.0030394i
-0.35288-0.45476i,-0.34857-0.5507i,-0.16251-0.37558i,0.011309-0.21007i,0.043973-0.19711i,0.0097716-0.17594i,0.0035165-0.10619i,0.011164-0.060672i,0.0082325-0.043292i,-0.00097008-0.041735i,-0.0084384-0.049459i,-0.0063837-0.054835i,-0.0021825-0.050319i,-0.00034138-0.037302i,0.00064796-0.030019i,-0.0046585-0.033386i,-0.013282-0.032412i,-0.013153-0.02214i,-0.001774-0.012543i,0.006561-0.0095873i,0.006229-0.011647i,0.0041583-0.01282i,0.003567-0.011299i
0.34595+0.50556i,0.38664+0.63896i,0.24727+0.44672i,0.068994+0.21418i,-0.0052011+0.15375i,-0.0033795+0.13178i,0.00068416+0.077103i,-0.002475+0.036046i,-0.0084316+0.015842i,-0.011086+0.023631i,0.0033617+0.041372i,0.016572+0.041913i,0.017762+0.033126i,0.018377+0.023305i,0.018042+0.017652i,0.016264+0.02061i,0.015537+0.025327i,0.010352+0.024627i,0.00075624+0.020778i,-0.0044727+0.018483i,-0.0062968+0.015648i,-0.010072+0.01202i,-0.012698+0.0094297i
-0.36645-0.56001i,-0.41977-0.72774i,-0.3057-0.55298i,-0.16271-0.28384i,-0.1059-0.1598i,-0.086819-0.10158i,-0.050043-0.049024i,-0.019251-0.026991i,-0.013119-0.019464i,-0.012867-0.022739i,-0.020594-0.039035i,-0.035193-0.049084i,-0.041267-0.045429i,-0.037211-0.035791i,-0.028986-0.030309i,-0.023032-0.028474i,-0.018547-0.022451i,-0.009892-0.011767i,0.0022358-0.0060649i,0.0089239-0.0096773i,0.010553-0.01043i,0.013842-0.0054825i,0.015396-0.0033624i
0.3785+0.62548i,0.39787+0.78468i,0.2587+0.59235i,0.13541+0.31476i,0.12287+0.18753i,0.1249+0.12109i,0.077197+0.056565i,0.029735+0.024671i,0.017431+0.018504i,0.021068+0.025544i,0.027015+0.040019i,0.029065+0.053604i,0.026798+0.058973i,0.024563+0.054633i,0.021222+0.049944i,0.020527+0.047522i,0.020051+0.037542i,0.011813+0.020974i,0.0002116+0.012885i,-0.004581+0.015289i,-0.0036221+0.014148i,-0.0039948+0.0065139i,-0.0068425+0.0018296i
-0.32867-0.63558i,-0.35198-0.74396i,-0.23771-0.50771i,-0.12032-0.24207i,-0.097888-0.16128i,-0.10609-0.12634i,-0.066308-0.065224i,-0.019311-0.026469i,-0.0036598-0.019817i,-0.010095-0.030736i,-0.022738-0.041913i,-0.021963-0.046609i,-0.013476-0.047639i,-0.011669-0.043457i,-0.010636-0.038839i,-0.0081205-0.037573i,-0.0059363-0.033046i,-0.0017632-0.020351i,0.0045183-0.0094008i,0.0067706-0.0088748i,0.0029134-0.010165i,0.00023996-0.008025i,0.001381-0.0059785i
0.35572+0.57445i,0.42164+0.62466i,0.34573+0.3608i,0.19772+0.096468i,0.12098+0.023446i,0.102+0.012621i,0.05615-0.0026773i,0.017938-0.0055512i,0.0032395-0.0057532i,-0.0017664+0.0091383i,0.011328+0.027137i,0.019415+0.02395i,0.011839+0.017598i,0.011114+0.020285i,0.015554+0.022378i,0.012878+0.022318i,0.0042534+0.022746i,-0.0032851+0.019853i,-0.0059017+0.0154i,-0.0034846+0.013607i,0.0011857+0.011441i,0.00033781+0.0085172i,-0.0033305+0.0081747i
-0.42454-0.60986i,-0.57805-0.66368i,-0.53788-0.39587i,-0.35779-0.1005i,-0.23815+0.0086351i,-0.19037+0.032538i,-0.10854+0.043328i,-0.039255+0.027449i,-0.018688+0.01333i,-0.010779+0.001684i,-0.016511-0.016538i,-0.030501-0.021965i,-0.032764-0.018776i,-0.029978-0.021773i,-0.029248-0.027873i,-0.028408-0.027965i,-0.021878-0.018853i,-0.009995-0.0060249i,-0.00020699-0.00015934i,0.0019926-0.0020576i,0.0028011-0.0029978i,0.0092291-0.0019992i,0.011921-0.004885i
0.37887+0.72573i,0.52799+0.81324i,0.50729+0.52824i,0.35063+0.17625i,0.23572+0.022911i,0.18309-0.01352i,0.11056-0.027008i,0.051439-0.019611i,0.029324-0.013748i,0.018544-0.0045489i,0.020901+0.015004i,0.028435+0.027724i,0.030224+0.034433i,0.030945+0.040843i,0.02997+0.048979i,0.031112+0.053523i,0.031931+0.04307i,0.022077+0.022524i,0.007433+0.011149i,0.0012476+0.010063i,-0.0018299+0.0049497i,-0.010538-0.0011849i,-0.01489+0.0010151i
-0.20378-0.69369i,-0.2911-0.73676i,-0.29089-0.45243i,-0.20295-0.14436i,-0.13225-0.016352i,-0.10102+0.017292i,-0.054615+0.021023i,-0.018486+0.0045965i,-0.0093139-0.0039969i,-0.011822-0.010639i,-0.020826-0.019548i,-0.021153-0.025219i,-0.017489-0.030565i,-0.018899-0.034594i,-0.015533-0.040508i,-0.012281-0.046143i,-0.01153-0.038978i,-0.0051516-0.01925i,0.0027815-0.0068085i,0.0028559-0.0049145i,0.00066944+0.0015042i,0.004791+0.0088098i,0.0068441+0.0066987i
0.16875+0.51574i,0.25336+0.41269i,0.24663+0.10722i,0.13321-0.092271i,0.062367-0.1245i,0.054363-0.11974i,0.018944-0.087338i,-0.011779-0.03633i,-0.017298-0.012725i,-0.0088207+0.0028189i,0.014005+0.0065302i,0.017862-0.0076376i,0.0062379-0.0068888i,0.0072958+0.008122i,0.011778+0.021151i,0.01173+0.02571i,0.007701+0.019792i,-0.004864+0.0098343i,-0.013097+0.010018i,-0.0027592+0.015859i,0.012111+0.0084629i,0.012805-0.0045218i,0.0059702-0.007086i
-0.25814-0.4645i,-0.47296-0.30478i,-0.49618+0.031665i,-0.27855+0.20543i,-0.11352+0.17522i,-0.088461+0.12839i,-0.048916+0.096604i,-0.00078422+0.052247i,0.013457+0.025884i,0.0086224+0.011106i,-0.01222+0.0085789i,-0.023525+0.022178i,-0.016597+0.02068i,-0.012913-0.0017571i,-0.016747-0.022501i,-0.022747-0.024894i,-0.021504-0.009015i,-0.0056694+0.0099012i,0.0091387+0.0098609i,0.0038651-0.0032232i,-0.0078563-0.0065549i,-0.0075671-0.0018443i,-0.0036366-0.0011372i
0.18957+0.58583i,0.44887+0.50042i,0.53622+0.16758i,0.33249-0.090205i,0.12584-0.13211i,0.070659-0.1002i,0.042867-0.073142i,0.017401-0.044508i,0.0077566-0.029704i,0.001413-0.020177i,0.0098867-0.014078i,0.019255-0.01828i,0.015366-0.012832i,0.012252+0.011129i,0.017884+0.036693i,0.028773+0.045251i,0.029805+0.031819i,0.01501+0.010044i,0.0028602+0.0029112i,0.0047173+0.0055416i,0.0045204+0.00032239i,-0.0072218-0.0045169i,-0.014498-0.0010918i
0.069792-0.53933i,-0.074456-0.47917i,-0.2036-0.22069i,-0.16304-0.0022432i,-0.063069+0.078389i,-0.026066+0.078028i,-0.012102+0.046499i,-0.00881+0.014066i,-0.012754+0.00076417i,-0.0121+0.003556i,-0.0091429+0.0090798i,-0.0076295+0.0077651i,-0.0094156-0.00030792i,-0.014401-0.014818i,-0.021314-0.032815i,-0.028945-0.040143i,-0.027888-0.027633i,-0.014146-0.0064159i,-0.0048505+0.0021232i,-0.010024+0.0050464i,-0.0090847+0.01782i,0.0074944+0.026032i,0.017168+0.018987i
-0.2128+0.28969i,-0.15255+0.082702i,-0.055864-0.1252i,-0.028557-0.14739i,-0.020673-0.11856i,-0.015258-0.11144i,-0.031761-0.065642i,-0.027558-0.01454i,-0.016353+0.0011838i,-0.006615+0.001282i,0.00557-0.012159i,0.0041338-0.025752i,0.0043383-0.01506i,0.018364+0.0080489i,0.031921+0.023918i,0.038999+0.027354i,0.035071+0.018172i,0.016963+0.0064611i,0.0032077+0.0068644i,0.011537+0.0071888i,0.021904-0.0083209i,0.012277-0.024564i,-0.0010616-0.023413i
0.14641-0.13256i,-0.0070151+0.17239i,-0.079058+0.40031i,0.022705+0.31607i,0.086688+0.15416i,0.064899+0.099329i,0.061346+0.070915i,0.054298+0.029981i,0.036976+0.015514i,0.019755+0.013378i,-0.0041356+0.023994i,-0.013844+0.038951i,-0.013419+0.025082i,-0.021841-0.00088032i,-0.032734-0.014652i,-0.037738-0.014528i,-0.032648-0.0023853i,-0.012117+0.010931i,0.0061991+0.0095515i,0.0013256+0.0013836i,-0.011008+0.0026876i,-0.012165+0.0047234i,-0.0085157+0.00029665i
-0.18878+0.19581i,0.037293-0.033483i,0.16828-0.28234i,0.029506-0.30344i,-0.11729-0.19186i,-0.11269-0.1204i,-0.072618-0.088663i,-0.047026-0.054379i,-0.031421-0.040066i,-0.023266-0.031922i,-0.0013929-0.027001i,0.015673-0.033415i,0.014329-0.024759i,0.015362-0.0058765i,0.024342+0.0052697i,0.032739+0.0081133i,0.030249+0.0014136i,0.0094862-0.0055489i,-0.0093374+0.00081344i,-0.0075718+0.0091106i,-0.0019177+0.0093171i,-0.0044761+0.014083i,-0.0050943+0.020783i
0.44319-0.18129i,0.30087-0.059394i,0.077694+0.091962i,0.023687+0.14652i,0.078499+0.12579i,0.081918+0.078178i,0.043998+0.034937i,0.020443+0.0047663i,0.0078467-0.0022574i,0.0013349+0.0097856i,-0.00026618+0.019027i,-0.0049269+0.018516i,-0.009139+0.017052i,-0.010321+0.015221i,-0.015421+0.0077779i,-0.025737+0.0019603i,-0.030814+0.0078792i,-0.019078+0.015236i,-0.0047541+0.0092162i,-0.0026564+0.0026231i,0.0027702+0.0065809i,0.015261+0.0030674i,0.015985-0.0078076i
-0.6245-0.061528i,-0.62826-0.20368i,-0.44968-0.21458i,-0.26536-0.082621i,-0.16014+0.0063186i,-0.11333+0.030161i,-0.066454+0.051158i,-0.022763+0.051589i,-0.011521+0.031585i,-0.0079446+0.010722i,-0.000852-0.014286i,0.0013991-0.029028i,0.0078841-0.028904i,0.016321-0.022129i,0.024682-0.012508i,0.036524-0.0062168i,0.042898-0.0055724i,0.034412-0.0010621i,0.024547+0.010681i,0.026298+0.0095025i,0.024123-0.011487i,0.010717-0.024339i,0.002975-0.020248i
0.56502+0.23389i,0.58303+0.42527i,0.4928+0.40045i,0.4013+0.13707i,0.29981-0.075857i,0.21053-0.11597i,0.1283-0.097947i,0.05072-0.070193i,0.019072-0.037165i,0.0098337-0.013894i,-0.0044635+0.014094i,-0.013614+0.032476i,-0.022576+0.029019i,-0.031548+0.019591i,-0.03771+0.013729i,-0.04423+0.010901i,-0.044739+0.0093886i,-0.033605+0.003256i,-0.023382-0.0064758i,-0.026283-0.0054134i,-0.033071+0.0053779i,-0.036937+0.011166i,-0.037011+0.014028i
-0.54598-0.22328i,-0.53054-0.33448i,-0.43005-0.32054i,-0.38979-0.14285i,-0.3418+0.033568i,-0.24677+0.069918i,-0.1368+0.033035i,-0.046507-0.0014512i,-0.017225-0.025002i,-0.021078-0.027392i,-0.0094598-0.02689i,0.0054942-0.031406i,0.011174-0.023315i,0.019821-0.010357i,0.032694-0.0070457i,0.042222-0.007324i,0.041448-0.005491i,0.028423+0.0023169i,0.017405+0.012879i,0.018421+0.014786i,0.022504+0.01395i,0.028269+0.018496i,0.032548+0.015658i
0.69007+0.23269i,0.69263+0.20052i,0.48647+0.092658i,0.29449-0.018566i,0.19325-0.096951i,0.11581-0.10202i,0.039988-0.034111i,0.0020543+0.022673i,-0.0039513+0.03517i,-0.00091715+0.037537i,0.005051+0.034119i,0.0045545+0.023857i,0.0018399+0.017085i,-0.0020689+0.015194i,-0.016174+0.018473i,-0.032401+0.023067i,-0.040121+0.026851i,-0.036172+0.025787i,-0.026903+0.020018i,-0.017242+0.018401i,-0.0036926+0.015289i,0.0040481+0.0020808i,0.0012104-0.0057083i
-0.72421-0.36588i,-0.82449-0.27263i,-0.62218-0.021587i,-0.30037+0.16863i,-0.094494+0.22933i,-0.022892+0.21364i,0.018791+0.12854i,0.02844+0.030516i,0.011114-0.006535i,0.0084799-0.010654i,0.0057145-0.019911i,-0.0067358-0.023954i,-0.010424-0.02168i,-0.00022937-0.024105i,0.020253-0.031561i,0.040345-0.037744i,0.050838-0.036468i,0.050335-0.024788i,0.043311-0.015496i,0.033252-0.023042i,0.017581-0.036575i,0.0016369-0.039541i,-0.0080593-0.032171i
0.59656+0.43436i,0.70835+0.30995i,0.56979-0.015533i,0.27892-0.27639i,0.061668-0.36463i,0.0049554-0.33529i,0.0025418-0.22129i,0.012221-0.096608i,0.020038-0.042274i,0.0048679-0.024092i,-0.0027605+0.00073669i,0.0036647+0.013357i,-0.0017892+0.015467i,-0.017376+0.027461i,-0.031921+0.046353i,-0.039579+0.057864i,-0.038994+0.050889i,-0.035068+0.029989i,-0.032081+0.019004i,-0.0291+0.025708i,-0.02463+0.03536i,-0.021235+0.037652i,-0.015485+0.035073i
-0.49338-0.40561i,-0.60178-0.21474i,-0.50274+0.091408i,-0.26986+0.26986i,-0.080101+0.30127i,-0.016902+0.24817i,-0.017989+0.13765i,-0.029011+0.035203i,-0.027954-0.016475i,-0.022169-0.03358i,-0.020881-0.031804i,-0.01641-0.022768i,-0.0041958-0.01629i,0.014158-0.019954i,0.02977-0.035932i,0.030507-0.047839i,0.022436-0.035194i,0.017209-0.00731i,0.016769+0.0066786i,0.017083+0.0025155i,0.019855-0.001562i,0.02632-0.00070648i,0.02615-0.0038847i
0.46311+0.40446i,0.54743+0.15414i,0.38779-0.15034i,0.10446-0.22024i,-0.092093-0.15985i,-0.148-0.10566i,-0.11419-0.038692i,-0.055734+0.013808i,-0.037795+0.037256i,-0.025933+0.058032i,0.0084792+0.044447i,0.01941+0.007395i,0.0058567-0.0039738i,-0.0046043+0.0064591i,-0.011875+0.020887i,-0.011791+0.02827i,-0.0088817+0.019354i,-0.013592+0.0094886i,-0.015728+0.01496i,-0.0036995+0.02252i,0.0098348+0.012633i,0.0073806-0.0079484i,-0.002502-0.0149i
-0.29141-0.46988i,-0.38-0.22486i,-0.2292+0.086325i,0.058822+0.12488i,0.24851+0.030777i,0.27963+0.013268i,0.21688+0.018022i,0.12493-0.0017247i,0.064027-0.015206i,0.02597-0.021433i,-0.013291-0.011696i,-0.03515+0.0050705i,-0.031343+0.0074256i,-0.014013-0.0038747i,0.0020604-0.016133i,0.0070686-0.017072i,0.0089194-0.0044846i,0.01546+0.0070912i,0.018737+0.00025446i,0.0088922-0.017324i,-0.008015-0.022926i,-0.018472-0.014049i,-0.018814-0.0037425i
0.056195+0.45804i,0.089734+0.20456i,-0.013739-0.093049i,-0.18368-0.098494i,-0.25739+0.012784i,-0.23615+0.021416i,-0.16618+0.0027301i,-0.067247+0.010483i,0.0021373+0.010015i,0.030828+0.0010174i,0.042367-0.0082274i,0.043246-0.0055291i,0.036728+0.009304i,0.016706+0.024775i,-0.0041548+0.036985i,-0.0074845+0.041717i,-0.0051262+0.034203i,-0.0063236+0.020275i,-0.0083728+0.016986i,-0.0074284+0.026625i,-0.0039109+0.035465i,-0.0014346+0.037363i,0.0030337+0.033106i
0.08853-0.38143i,0.064581-0.11907i,0.10609+0.12078i,0.16174+0.028149i,0.12858-0.15744i,0.071582-0.19662i,0.039894-0.15608i,0.0010642-0.11864i,-0.036174-0.099589i,-0.057416-0.067174i,-0.053766-0.02006i,-0.037792-0.005432i,-0.031517-0.018625i,-0.016391-0.02704i,0.0099029-0.031707i,0.022417-0.037682i,0.01683-0.031539i,0.0075248-0.010496i,0.0039084+0.0040214i,0.0038055+0.0036723i,0.010156-0.0026208i,0.017846-0.013595i,0.012847-0.025386i
-0.17884+0.35262i,-0.14679+0.12249i,-0.13983-0.095852i,-0.14898-0.01604i,-0.095645+0.16211i,-0.048503+0.21975i,-0.037997+0.18964i,-0.025675+0.12563i,-0.019015+0.070172i,-0.008408+0.034379i,0.012561-0.0096435i,0.022486-0.04324i,0.022942-0.035554i,0.016694-0.0089205i,-0.00047849+0.0092507i,-0.013965+0.02234i,-0.0090764+0.026408i,-0.00031461+0.017664i,0.0032827+0.013203i,0.014137+0.014623i,0.024416+0.0076651i,0.018332-0.0012593i,0.0060785-0.0019906i
0.38217-0.35823i,0.32803-0.2545i,0.20185-0.10071i,0.074078-0.11403i,-0.039407-0.19868i,-0.069862-0.19977i,-0.026716-0.1334i,0.0072151-0.061058i,0.0089198+0.006852i,0.0028326+0.055908i,-0.0078506+0.068191i,-0.032769+0.051322i,-0.052647+0.031332i,-0.047461+0.013733i,-0.026593-0.00036402i,-0.009944-0.003427i,-0.011982+0.0031506i,-0.02091+0.017478i,-0.018576+0.022258i,-0.020504+0.0081303i,-0.033905-0.0019626i,-0.042443-4.1295e-05i,-0.038074+0.0078675i
-0.58533+0.33815i,-0.5886+0.31163i,-0.39395+0.24818i,-0.10417+0.25148i,0.13961+0.24643i,0.20378+0.16825i,0.14203+0.076378i,0.089655+0.017981i,0.067847-0.027821i,0.050133-0.058757i,0.031599-0.058466i,0.026179-0.030071i,0.035595-0.0012234i,0.039462+0.01505i,0.036589+0.024527i,0.036552+0.024811i,0.035463+0.015262i,0.026384+0.0038208i,0.01307+0.00020634i,0.011957+0.0054015i,0.026117+0.010075i,0.038671+0.0088242i,0.039845+0.0025238i
0.65543-0.22942i,0.67336-0.2129i,0.47657-0.18051i,0.20572-0.20113i,-0.029353-0.20872i,-0.15151-0.15464i,-0.1556-0.081721i,-0.10673-0.054672i,-0.071005-0.057767i,-0.054418-0.035593i,-0.028181-0.0027393i,-0.010641+0.0038202i,-0.019583-0.0018794i,-0.028829-0.0069816i,-0.02724-0.019589i,-0.028966-0.03339i,-0.031881-0.02982i,-0.023032-0.014085i,-0.011127-0.0010757i,-0.0098013+0.010642i,-0.013411+0.017431i,-0.013984+0.012052i,-0.013563+0.0025073i
-0.64708+0.12539i,-0.64304+0.13709i,-0.44481+0.062633i,-0.25392-0.041061i,-0.11079-0.097124i,0.012858-0.079607i,0.082175-0.02539i,0.072915+0.015399i,0.021927+0.023591i,-0.015553+0.011507i,-0.016639-0.0071303i,0.0068483-0.024668i,0.032663-0.027348i,0.048178-0.01805i,0.046036-0.0086463i,0.029499+0.006477i,0.017479+0.022484i,0.0082595+0.030383i,0.0018016+0.029553i,0.011559+0.014357i,0.021135-0.0080934i,0.0097097-0.020484i,-0.011776-0.020502i
0.65454-0.086065i,0.54648-0.20983i,0.20633-0.1722i,-0.047933+0.029351i,-0.13959+0.17472i,-0.15265+0.14028i,-0.11627+0.03312i,-0.059446-0.035089i,-0.026693-0.043952i,-0.012877-0.0068275i,-0.0075302+0.017839i,-0.029242+0.0060642i,-0.061737-0.003454i,-0.07828+0.011167i,-0.074718+0.037244i,-0.053939+0.053811i,-0.03621+0.054189i,-0.025703+0.051602i,-0.01176+0.045226i,-0.0042114+0.033937i,-0.0041766+0.02906i,0.00082768+0.027522i,0.009916+0.026741i
-0.66762+0.012764i,-0.56708+0.21954i,-0.20783+0.31326i,0.089274+0.17641i,0.18561+0.009866i,0.1603-0.037872i,0.093726-0.028963i,0.028336-0.021846i,-0.0099383-0.016688i,-0.021521-0.011029i,-0.007532-0.0041204i,0.013059-0.0045119i,0.028286-0.0073385i,0.054494-0.012709i,0.085185-0.021009i,0.099457-0.027341i,0.089573-0.025559i,0.061605-0.011081i,0.036058+0.0096919i,0.028221+0.016195i,0.030226+0.0015726i,0.026521-0.0086248i,0.022051-0.0054989i
0.581+0.099569i,0.4766-0.13928i,0.14593-0.3231i,-0.097015-0.26694i,-0.15907-0.1581i,-0.16717-0.098521i,-0.14419-0.019918i,-0.084125+0.030697i,-0.047771+0.035508i,-0.025137+0.04249i,-0.0064731+0.03576i,-0.021836+0.034518i,-0.038735+0.058122i,-0.038168+0.053891i,-0.045394+0.01177i,-0.061787-0.023347i,-0.063891-0.032079i,-0.043216-0.027505i,-0.026598-0.024906i,-0.031604-0.013083i,-0.038884+0.0071087i,-0.034512+0.0082482i,-0.030942-0.004679i
-0.46051-0.27372i,-0.3966-0.034369i,-0.15468+0.17038i,-0.013282+0.14895i,-0.040791+0.077901i,-0.083568+0.070805i,-0.050694+0.059997i,0.01376+0.024174i,0.046982-0.019324i,0.033402-0.051419i,0.01096-0.054505i,0.021948-0.053262i,0.039709-0.06597i,0.027415-0.064307i,0.0080441-0.037125i,0.0049431-0.0062153i,0.0073651+0.014729i,0.0055528+0.030015i,0.011726+0.037905i,0.03304+0.026014i,0.046575+0.00297i,0.032838-0.0091253i,0.004799-0.0020887i
0.37107+0.36364i,0.25613+0.15946i,0.021835-0.034523i,-0.055353+0.01641i,0.1012+0.1811i,0.28887+0.26236i,0.32717+0.19667i,0.22256+0.073527i,0.084496+0.025001i,0.017932+0.037922i,0.015338+0.027336i,0.011092-0.013056i,-0.0097523-0.018744i,-0.024829+0.029043i,-0.027458+0.082879i,-0.019208+0.10725i,-0.012887+0.095569i,-0.020859+0.065387i,-0.031689+0.041603i,-0.029409+0.036491i,-0.011658+0.037672i,0.0091752+0.024345i,0.022496+0.0052006i
-0.17458-0.49185i,-0.1091-0.34457i,0.052472-0.16675i,0.16868-0.22602i,0.2038-0.48981i,0.13618-0.72114i,-0.0017717-0.66588i,-0.048244-0.42127i,-0.017689-0.2494i,-0.030167-0.13971i,-0.046408-0.04259i,-0.051018+0.0010871i,-0.049511+0.016768i,0.0037889+0.013647i,0.080354-0.017167i,0.11618-0.037669i,0.10527-0.018804i,0.068157+0.025554i,0.033129+0.059196i,0.017541+0.050382i,0.0095059+0.012474i,-0.0034619-0.014183i,-0.01763-0.018233i
-0.015515+0.59081i,-0.11677+0.44968i,-0.26412+0.21166i,-0.38524+0.094442i,-0.51987+0.08305i,-0.59714+0.15213i,-0.43935+0.25296i,-0.16336+0.22438i,-0.037894+0.080671i,-0.032713-0.022238i,-0.032276-0.063728i,-0.036366-0.072935i,-0.032833-0.063234i,-0.032693-0.063634i,-0.059294-0.067292i,-0.087525-0.052364i,-0.095636-0.031233i,-0.086282-0.016615i,-0.063799+0.00019369i,-0.030488+0.029147i,-0.0011414+0.048442i,0.0093498+0.04317i,0.006021+0.023076i
0.16164-0.64923i,0.14071-0.55639i,0.064257-0.30142i,-0.07298-0.023062i,-0.18785+0.2868i,-0.16832+0.48931i,-0.094632+0.43095i,-0.14007+0.24534i,-0.2392+0.15679i,-0.2124+0.20511i,-0.077175+0.22941i,-0.0064747+0.16264i,-0.035333+0.10755i,-0.059295+0.093231i,-0.049745+0.079103i,-0.03749+0.065036i,-0.036489+0.061741i,-0.047689+0.084558i,-0.043121+0.10747i,-0.020396+0.087946i,-0.0014657+0.046006i,0.0026597+0.01507i,-0.010901+0.019806i
-0.16903+0.61511i,-0.12119+0.59444i,0.036069+0.41893i,0.19777+0.25855i,0.24079+0.097539i,0.12659-0.089472i,-0.01045-0.1492i,-0.039189-0.029452i,0.023743+0.069904i,0.084991+0.0061065i,0.06049-0.10452i,0.003335-0.085787i,0.03116+0.017839i,0.099255+0.063786i,0.13431+0.054765i,0.14227+0.048535i,0.13446+0.073943i,0.12919+0.10083i,0.11314+0.077692i,0.073462+0.030316i,0.036165+0.00014588i,0.0085762-0.0036342i,-0.0045159+0.00022455i
0.46132-0.47523i,0.12113-0.59583i,-0.21708-0.35285i,-0.28046+0.12569i,-0.053052+0.67728i,0.31942+0.94126i,0.55105+0.71234i,0.45454+0.33909i,0.18831+0.16917i,0.011428+0.17657i,-0.0017028+0.18222i,0.044317+0.092663i,0.047048-0.048526i,-0.012335-0.15228i,-0.093017-0.18109i,-0.13116-0.15039i,-0.098761-0.10414i,-0.035274-0.06126i,0.0020744-0.026594i,0.0052111-0.004744i,-0.011983+0.00059618i,-0.033217-0.0066586i,-0.055432-0.0057222i
-4.4094+6.9016i,-0.99288+4.8823i,2.8767+4.7329i,5.6699+3.0043i,6.0635-0.18926i,3.2893-3.1418i,-0.80151-3.1065i,-2.8683-0.75903i,-2.1547+1.5012i,-0.01768+2.0238i,1.485+0.70399i,1.5615-0.70971i,0.96005-1.1407i,0.11664-0.83056i,-0.52308-0.28481i,-0.65245+0.13873i,-0.4642+0.28991i,-0.19001+0.26216i,-0.0082806+0.14581i,-0.05639+0.068326i,-0.18873+0.11697i,-0.23765+0.13075i,-0.22989+0.0078692i
0.49938-0.20406i,0.32589-0.26477i,0.15744-0.023141i,0.34178+0.31812i,0.73476+0.51915i,0.94509+0.44785i,0.80858+0.18843i,0.50227+0.04655i,0.25513+0.065188i,0.10221+0.077123i,0.017763+0.081636i,0.017182+0.085353i,0.013217+0.032585i,-0.050149-0.0024452i,-0.077614+0.026407i,-0.047949+0.049758i,-0.011932+0.026123i,0.021761-0.019942i,0.032301-0.046301i,0.0092265-0.034834i,-0.014677-0.011482i,-0.0014149-0.011973i,0.038801-0.031033i
-0.51873+0.2089i,-0.14576+0.21112i,0.31622+0.070817i,0.40756-0.1047i,0.18304-0.10739i,-0.011053+0.02071i,-0.047347+0.14163i,0.033123+0.23328i,0.12796+0.22755i,0.11083+0.1211i,0.03417+0.044544i,0.025198+0.016868i,0.032663-0.016461i,0.00072405-0.035751i,-0.023187-0.026316i,-0.029224-0.011435i,-0.028533-0.0094877i,-0.021872-0.026241i,-0.023797-0.036605i,-0.036739-0.030677i,-0.050768-0.010453i,-0.038744+0.031084i,0.0090219+0.03982i
0.5297-0.0074169i,0.41315-0.032159i,0.19683+0.052683i,0.25973+0.23704i,0.55511+0.32213i,0.71875+0.16516i,0.52151-0.025956i,0.24479+0.016527i,0.20328+0.085343i,0.22223-0.023325i,0.16302-0.096199i,0.13315-0.063937i,0.10127-0.06824i,0.01552-0.087667i,-0.064373-0.07769i,-0.11267-0.075879i,-0.13815-0.098432i,-0.14159-0.11973i,-0.12637-0.10694i,-0.097947-0.054006i,-0.050769+0.0048709i,0.008638+0.019568i,0.038877-0.0034001i
-0.52628-0.22079i,-0.31345-0.1625i,-0.022215-0.098329i,-0.026716+0.010103i,-0.22187+0.233i,-0.34387+0.39551i,-0.35051+0.33783i,-0.29868+0.22226i,-0.19067+0.1739i,-0.071679+0.11116i,-0.033433+0.049951i,-0.02291+0.03692i,0.0042799+0.007363i,0.01616-0.039054i,0.027653-0.052962i,0.052298-0.043334i,0.078675-0.035923i,0.086165-0.046406i,0.066012-0.068393i,0.030719-0.083935i,-0.0070675-0.08052i,-0.025286-0.052747i,-0.017475-0.01953i
0.47169+0.39401i,0.36039+0.41465i,0.12143+0.38965i,0.01262+0.35801i,0.02138+0.27347i,0.058411+0.18602i,0.067125+0.11814i,-0.010453+0.052066i,-0.079561+0.043535i,-0.060295+0.051943i,-0.022297+0.04192i,-0.0054037+0.054395i,0.020509+0.071644i,0.045899+0.062733i,0.039997+0.045769i,0.017566+0.034288i,0.010509+0.021877i,0.025153-0.0028713i,0.028421-0.027334i,0.011626-0.024148i,0.0057063-0.0022024i,0.018276+0.010988i,0.034302+0.0037675i
