0.0017697+0.00037413i,0.0023077+0.00023262i,0.0016645-0.00050697i,0.00079809-0.0013094i,-3.2861e-05-0.0012484i,-0.0013722+0.00053276i,-0.00097289+0.0021121i,0.00045267+0.0020311i,0.0014106+0.00092522i,0.0012168+0.00073375i,0.00033447+0.00035543i,0.00037435-0.00049215i,0.0006042-8.4293e-05i,0.00018748+0.00014413i,0.00032751+0.00016377i,0.00022878+0.00094172i,-0.00075398+0.00073361i,-0.0010804+5.7086e-05i,-0.00097259-0.00022233i,-0.001125-0.00018134i,-0.0014218+0.0001373i,-0.0015564+0.00029791i,-0.0014818+0.00026976i
-0.00048138-0.0031084i,-0.00047213-0.0037603i,-0.00093731-0.0026308i,-0.0002635-0.00037585i,-8.7011e-05+0.0013426i,0.0007596+0.0019413i,0.0010341+0.0012146i,0.00044932+0.00028098i,-6.0477e-05+0.00037884i,8.8916e-05+0.00084768i,0.00052513+0.00070121i,0.00058644+4.6002e-05i,0.00050919+0.00027435i,0.00036623+0.00043573i,-0.00015662-0.00060097i,-0.00023928-0.00068045i,0.00027216-0.00018938i,0.00041014-0.00026417i,0.00087588+0.00010673i,0.00077881+0.0011325i,0.00032843+0.0010507i,-0.00016594+0.0002333i,-0.00057169+0.00032451i
0.00090375-0.0005668i,0.0012737-0.001131i,0.00028756-0.0014429i,-0.00086236-0.0016809i,-0.00033736-0.00031324i,0.00023424+0.00080834i,0.00016431+0.00071033i,0.00043253-0.00015476i,0.00084063-0.0010136i,0.00099684-0.00066346i,0.0010559+0.00038712i,0.0005152+0.0010954i,-0.0001526+0.00022484i,-0.00016827+0.00015582i,9.6666e-05+0.0017972i,-0.00016799+0.0010867i,4.7581e-05-0.00022434i,1.7195e-05-0.00037416i,-0.00042138+6.1499e-05i,0.00012626+0.00012941i,0.00020495+0.00023055i,-0.0004756+0.00029683i,-0.00010429+0.00022109i
-0.0004841-0.0021601i,0.00035278-0.0035274i,4.3567e-05-0.0028948i,0.0001565-0.0016789i,0.00018834-0.00026792i,0.00020324-9.3163e-05i,0.00043064-0.00058791i,0.00093948-0.00015015i,0.00073945+0.00020659i,4.6707e-06+0.00023846i,-0.00020241+0.0001392i,0.0002557-0.00069714i,0.00037037-0.0010285i,-0.00015176-0.0010038i,0.00012726-0.00040916i,0.00011248-0.0001044i,-6.733e-06+3.3431e-05i,0.00012627+0.00023447i,0.00039184-0.00015235i,0.00026871-0.00010215i,0.00012836+0.00032384i,0.00049001+0.00045849i,-1.1808e-05+0.00041378i
0.00098002-0.00038647i,0.00083832-0.0011409i,-0.00014459-0.0015168i,-0.00099319-0.00097814i,-0.00086297+0.00022024i,3.9705e-05+0.00060009i,0.00037458-0.00044136i,0.00039425-0.00010693i,-0.00020039+0.00039353i,-0.00042633+7.4946e-05i,-0.00027391+0.00032451i,-0.00054144+0.00015716i,-0.00045488+8.9388e-05i,-0.00029699-3.0176e-05i,-0.00063577-0.00057335i,-0.00085462-0.00062864i,-0.00016773-0.00065523i,0.00065144-0.00044961i,0.00069756-0.00044689i,0.00029311-0.00043952i,0.00043255+0.00075339i,0.00052898+0.0011346i,-0.00022356+0.00021233i
-0.0006191+0.00095012i,-0.00098226+3.2846e-05i,-0.00027044+0.00010857i,0.00077904-0.00030461i,0.00089792-0.0010022i,0.00063848-0.00087664i,0.00043361-0.00040205i,0.00017169-0.00048533i,0.00035902-0.00060368i,0.00039251-0.00057191i,0.00012001+2.8447e-05i,-0.00013828+0.0001883i,-0.00043509-0.00027733i,-0.0010996-0.00060473i,-0.0010434-0.00038307i,-0.00058811+0.00022585i,3.7765e-05+0.00096762i,0.00056329+0.0011777i,-5.1725e-05+0.00052816i,-0.00029563+6.1658e-05i,-0.00012612+1.8511e-05i,8.1819e-05+0.00019644i,0.00023379+0.0009962i
0.00063418-0.0007102i,0.00060444-0.0014485i,4.5799e-06-0.0020883i,-0.00064418-0.0016846i,-5.3085e-05-0.0013438i,-0.00021859-0.00040662i,-0.00058884+0.00082373i,-1.348e-05+0.00040394i,0.00013039-0.00024083i,-4.8578e-05-7.0604e-05i,8.6329e-05-0.00014729i,-0.00038807-0.00055581i,-0.0012861-0.00027042i,-0.0014441+8.0493e-05i,-0.00060636-0.00029248i,-0.00050422-0.00049015i,-0.00024227+2.9412e-05i,0.00019011-0.00016654i,-0.00051176+3.7254e-05i,-0.001002+0.00059468i,-0.00074626-0.00031755i,-0.00090483-0.00074527i,-0.00057627-0.00046858i
-0.00096013-0.00065475i,-0.00075412-0.0012046i,-0.00065503-0.00056428i,-0.00025304+0.00075681i,8.1186e-05+0.0021162i,0.00092699+0.0018238i,0.00088126+0.00025437i,-0.00027939-0.00089176i,-0.00078121-0.00045925i,-0.00084031+0.00095536i,-0.0002539+0.00086962i,0.00054014-1.7053e-06i,0.00031446-0.00027758i,8.6862e-05-3.7231e-05i,0.00077975-0.00028237i,0.00078472-0.00057517i,-2.7043e-05+0.00021246i,-0.00048335+0.00040074i,-0.00048859+0.0002396i,-0.00097946+0.00016638i,-0.0011361-0.00028849i,6.319e-05-0.00026032i,0.00043765+0.00058256i
0.0012341+0.00064206i,0.0017642+6.916e-05i,0.0022946-0.00023362i,0.0016139-0.00087266i,0.0006864-0.0015369i,0.00045241-0.0016722i,0.00042649-0.0017938i,0.00068437-0.001228i,0.0005293-3.3872e-05i,0.00016941-0.00055604i,-0.0004212-0.00091275i,-0.00035715-0.00014757i,-0.00030083+0.00078604i,-0.00048024+0.0011737i,-5.4454e-05+0.00047924i,0.00040974+0.00019346i,0.00074526+0.00087629i,0.00021022+0.0009862i,-0.00056725+0.00069764i,-0.00010062+0.00069964i,0.00035065+1.683e-06i,0.00019751-0.00067476i,0.00017618-0.00027692i
-0.00063202+0.00077828i,-0.00091371-0.00040802i,-0.001677-0.00052124i,-0.0011984-0.00054347i,0.00020984-0.00071319i,0.00073704+0.00020201i,0.00056995+0.00092736i,0.00015885+0.00093804i,6.2182e-05+0.00034566i,0.00065739-0.00079391i,0.00076225-0.00089816i,0.00061482-7.9231e-05i,0.00027132+0.00041779i,-0.00046914+0.0004087i,-0.00097841+0.00059063i,-0.00068729+0.00098587i,0.00017483+0.0005115i,0.0015908+0.00053813i,0.001413-8.3938e-05i,0.00064232-0.00067022i,0.00024329-0.00015624i,2.64e-05-0.00016197i,-1.6043e-05-0.00032661i
-0.0013677-0.0020929i,0.0001433-0.0025832i,-0.00085408-0.002169i,-0.0011954-0.0010071i,-0.00051406+0.00078717i,0.00050833+0.001464i,0.00080629+0.00076116i,0.00035197+0.00032643i,-4.6258e-05+0.00066144i,-0.00057977+0.00091812i,-0.00083175+0.00071883i,7.3673e-06+9.0143e-05i,0.0011+0.00015697i,0.0016399+0.00078761i,0.00091995+0.00051548i,0.00027368+0.00045455i,0.00065074+0.00099866i,0.0010327+0.00097487i,0.00057529+0.000463i,-0.0006654-0.00039911i,-0.0003164-0.00081385i,0.00085973-0.00058516i,0.00095993-0.00049229i
-0.00095383-0.0011331i,-0.00073869-0.00084729i,-0.0016215+0.00042531i,-0.0012651+0.00078263i,-0.00049088+0.00069493i,0.00044213+0.00055878i,0.0010145-0.00021077i,0.0010516-0.00055216i,0.00093936-0.00050513i,0.00092702-0.00021272i,0.0009948+3.2775e-05i,0.00064829+7.7576e-05i,0.00045939+0.00016158i,-4.3427e-05+0.0003622i,-0.00042494+0.0011944i,0.00013108+0.0012841i,0.00039507-2.0171e-05i,0.00063269-0.00067802i,0.00068251+0.00031348i,-3.6815e-05+0.00085111i,-0.00066381+0.00023771i,-0.00089635-8.0017e-05i,-0.00038423+0.00059275i
0.00050293+0.00022813i,0.0016402-0.00078835i,0.0011616-0.0018435i,-0.00036556-0.001433i,-0.001374-0.00025715i,-0.00078453+0.00095123i,0.00029111+0.00046888i,5.0098e-05-0.0010111i,0.00021066-0.0016316i,0.00090547-0.00126i,0.0010061-0.00082277i,0.00067829-0.00031984i,-0.00017045+0.00025857i,-0.00078977+0.00015919i,-0.00072808-0.0002886i,3.9421e-05-0.00064651i,0.00046591-0.00032637i,-3.5959e-05-1.6843e-05i,-0.00051359-8.9148e-05i,-0.00016977+0.00017547i,-0.00017341+0.00066184i,9.5899e-06+0.0010043i,0.00032471+0.00058324i
-0.00066073-0.0014372i,-0.00026031-0.0017539i,-0.0011857-0.0016059i,-0.0014598-0.00034159i,-0.0010756+0.00096677i,-8.8616e-05+0.00084605i,0.00064617+0.0003781i,0.0010017-0.00027817i,0.00048692-0.00070752i,5.08e-05+5.2422e-05i,0.0004704+0.00024479i,0.0005956+0.00044029i,-0.0002421+0.0005423i,-0.00064105+0.00057632i,-0.00082721+0.0010259i,-0.0010441+0.0010276i,-0.00021524+0.00067331i,0.00079697+0.00016324i,0.001026+0.00018262i,0.00031804+0.001124i,0.00031239+0.0012464i,0.00030999+0.00060992i,-0.00032678+0.0006232i
-0.00025076-0.00072747i,-5.5481e-05-0.00071184i,-0.00035321-0.0010396i,-0.00021015-0.001015i,-0.00044059-0.00048639i,-0.00014878-0.00023357i,0.0003179-0.00016551i,0.0008816-0.00055726i,0.00076571-0.00087243i,0.00014488-0.00078859i,0.00024284-0.0001548i,0.00052402+0.00039077i,0.00035761+0.00050521i,-0.00039437+0.00026079i,-0.00064745+9.6926e-05i,-0.00032117+0.00069118i,-0.00016587+0.00078095i,0.00068244+5.4506e-06i,0.0012569+6.4832e-07i,0.00060797+0.00085626i,-7.2778e-05+0.00090117i,8.4119e-05+0.00045231i,-4.9123e-05+0.00031072i
-0.00053709-0.0030282i,0.0005928-0.0024586i,0.00035138-0.0023559i,-0.0011338-0.0014627i,-0.0014563-0.00011644i,-0.00064359+0.00028934i,-0.00023853+7.8627e-05i,-0.00026085+0.00011854i,-0.00034815+0.00063402i,-0.00020296+7.5265e-05i,2.1581e-05-0.00081619i,-0.00031944-0.001081i,-0.00036832-0.00055518i,-0.00050259-6.6755e-06i,-0.00032102+0.00012314i,0.00057922+0.00027362i,0.00039463+0.00048327i,0.0005824+0.00013075i,0.00096228+0.00012023i,0.0002949+0.00021702i,-1.7574e-05+6.3079e-05i,0.00023017+0.0007056i,7.4172e-05+0.0016757i
0.0019514+0.00037903i,0.0015082-0.00034545i,0.0028093-0.0015106i,0.0030258-0.0020022i,0.0018055-0.0010521i,0.00039666+0.00021154i,0.0006911-0.00020144i,0.0016428-0.00089932i,0.0014627-0.00060031i,0.00039686-0.00048966i,0.00040662-0.00047254i,0.00094548-0.00059115i,0.00012775-0.00083158i,-0.00052652-0.00054566i,-0.00026756+0.00015179i,0.00016345+0.00073857i,0.00063564+0.00083654i,0.00032961+0.00082906i,9.2078e-05+0.00013716i,0.00080223+3.833e-05i,0.00027995+2.1454e-06i,0.00026703-0.00024431i,0.00040091+0.00013793i
0.00032126-0.00079346i,-0.00020218-0.0020931i,-0.00013014-0.0019351i,0.00017685-0.0017328i,0.00076337-0.0014207i,0.0010355-0.00037433i,0.00072813+0.0003015i,0.00039736-0.00019416i,0.00010108-0.00061596i,0.00012917-0.00059259i,-7.4605e-06-0.00010542i,-0.0003616+0.00017961i,-0.00028745-0.00034117i,-6.5377e-05-2.1812e-05i,-0.00024854+0.00092565i,-0.00013444+0.00065647i,2.1585e-05-0.00016542i,-0.00018474-0.00027969i,-0.0002455+0.00048384i,4.601e-05+0.00067863i,-0.00041704-0.00011713i,-0.00026699-0.00022758i,0.00046035+1.746e-05i
0.00077523-0.0019919i,0.00085156-0.0020662i,-6.7122e-05-0.0024184i,-0.0010843-0.0013032i,-0.0010061-0.00032836i,-0.00068357+0.0015806i,-0.00030512+0.0025532i,0.00032564+0.00063909i,0.0012119-0.00087371i,0.00072595-9.0464e-05i,-5.0225e-05+0.00067701i,-0.00022781+0.00066537i,-0.00041136+0.00015543i,-0.00047789-0.00080417i,3.0654e-05-0.00081449i,0.00037124-0.00028916i,0.00075607-4.8788e-05i,0.00047329-0.00033235i,-0.00079185-4.6807e-05i,-0.00090559+0.00073256i,-7.3436e-05+0.00097886i,0.00067164+0.00065373i,0.00040384+0.00011984i
0.0006003-0.0024174i,0.0016613-0.0019806i,0.0016-0.0016919i,0.00046454-0.0012613i,-3.4837e-05-0.00032529i,0.00096939+0.00042672i,0.00099569+0.0009963i,0.00065592+0.00057282i,0.00031329-0.00010794i,5.6494e-05-0.00023672i,0.00039342-0.00079208i,0.00055665-0.0013312i,0.00011366-0.00088712i,-0.00031721-0.00030722i,-0.00049556-0.00029637i,-0.00065132-3.2449e-05i,-0.00099719-0.00023088i,-0.0016066-0.00041289i,-0.0014855+0.00019762i,-0.0010158+0.00036315i,-0.00040068+7.8028e-05i,-0.00027876+0.00049866i,-0.00059443+0.001121i
-0.0017882-0.00091581i,-0.00097871-0.00039529i,-0.0012002-0.00090637i,-0.0015125-0.0010771i,-0.0018317-0.00029044i,-0.0012102+0.00039028i,-0.00015263+0.00062078i,-0.00011275+0.00030977i,0.00022601-5.5671e-05i,0.00064879+2.5082e-05i,0.00061208-1.9149e-07i,-7.5582e-05-0.00016443i,-0.00036723+0.00049029i,-7.8467e-05+0.0011621i,-0.00081293+0.0013148i,-0.0014721+0.00056752i,-0.00084774-0.00046572i,-0.0003655-2.8197e-05i,-0.00043765+0.0010763i,-0.00058671+0.00028131i,-0.000742-8.8801e-05i,-0.00097477+0.00061911i,-0.00068642+0.00023895i
-0.00061051+0.00010163i,-0.00030275-0.0013694i,0.00088868-0.0018617i,0.0013577-0.0016679i,0.0016174-0.0011353i,0.0011829-0.00040153i,0.00094445+0.00048103i,0.0009418+0.0005145i,0.00088653-8.5267e-05i,0.00095253-0.00031275i,0.00067695-0.00067967i,0.00039629-0.00090962i,0.00043329-0.00020624i,0.00052091+0.00022419i,-0.00036751+0.00049126i,-0.00085219+7.5048e-05i,-0.000378-0.00051052i,-0.00035513-0.00035187i,-0.0003327-0.00027583i,3.3358e-06-6.0998e-05i,0.00054278+3.7376e-05i,5.0819e-05-0.0004266i,-0.00090783-0.00082845i
0.00050478-0.00016187i,0.0008289-0.0010394i,0.00094666-0.0024635i,0.0005733-0.001577i,-0.00021503+0.00020547i,-0.00054203+0.00040919i,-0.00040393-8.4937e-05i,0.00042921-0.00055997i,0.00071648-0.00044381i,0.00061733-0.00057275i,-1.8604e-05-0.00077474i,-0.00011985-0.00052363i,0.00047464-0.00078931i,0.00050044-0.00015059i,0.00036115+0.00058425i,0.00028434+0.00016756i,0.0002175+0.00021566i,0.00043287+0.00036464i,0.00017481+0.00039986i,-0.00098134+0.00071305i,-0.0010427+0.00088032i,-0.00023097+0.00080807i,-2.5088e-05+0.00013322i
-0.00081072+0.00024867i,0.00066865+0.00027568i,0.0015247+3.7058e-05i,0.00039573-0.00074287i,-3.4265e-05-0.00056952i,-0.00020693-0.00011051i,-0.00060439+2.3935e-05i,-0.00033958-0.00021134i,-0.0003244-0.00059798i,-0.00085408-0.00045468i,-0.00034515-0.00064929i,0.00011915-0.00072372i,-0.0002171-0.00048174i,2.0117e-05-0.00020462i,7.8285e-06+0.0005615i,-0.00036721+0.001294i,-0.00062196+0.0015096i,-0.00032636+0.0009418i,-0.00029447+0.00026168i,-0.00042242+0.0001403i,-8.5708e-05+4.8073e-05i,3.1027e-05-0.00019909i,0.00039776+0.00041069i
5.0068e-06-0.0004341i,-0.00052192-0.0015882i,0.00013969-0.0017368i,0.00071591-0.00047751i,2.5099e-05+0.00060601i,-0.00080057+0.00054777i,-0.00069386+0.00062344i,-0.00052613+0.00037551i,-0.00077001-0.00043409i,-0.00085534-9.8842e-06i,-0.00039938-6.3638e-05i,6.918e-05-0.00033865i,-0.00015524-4.5798e-05i,-0.00053507+8.7625e-05i,-0.00025544-0.00055504i,0.00028909-0.00017157i,-0.00010644+0.0001297i,-0.00054855+0.00036002i,0.00037423+0.00020234i,0.00057944-0.00017962i,-0.00075502-0.00014615i,-0.00054347-0.00038167i,0.00012783-0.00057498i
0.00021634+0.00054848i,0.0004716-0.00043356i,0.00047055-0.0010419i,-0.00011779-0.00024515i,-0.00030059+0.00030658i,0.00038592+0.00020836i,0.0012522+1.3616e-05i,0.0014904-0.00018826i,0.0008434-0.00033173i,0.00033508-0.00018138i,0.00016373+0.00012176i,-5.2856e-05+9.9286e-06i,-0.00034239-0.00054626i,-0.00046157-0.00044269i,-0.00085677-0.00040678i,-0.00074848-0.00022823i,-0.00029553+0.00059176i,4.8537e-06+0.00035491i,-9.9561e-05-0.00066199i,-0.00020692-0.00068223i,0.00024418-0.00039453i,0.00016864-5.385e-05i,-3.6211e-05+0.00011484i
0.0010191-0.00043248i,0.00088128-0.0018021i,6.186e-05-0.0023212i,-0.0014745-0.00146i,-0.0022766-0.00047734i,-0.0016617-0.0006529i,-0.0001726-0.00055382i,0.0006915-0.000702i,0.00037321-0.0008094i,0.00028434-0.00072482i,-0.00019495-0.00071705i,-0.00063316-0.00037141i,-0.00020129+0.00035418i,-0.00010942+0.00050717i,-0.00036416+0.00010066i,-0.00085549+0.00049742i,-0.0012346+0.00054639i,-0.00079767+0.00022015i,-0.00020748+5.3819e-05i,-0.00026819-0.000257i,-0.00030114-0.00035426i,0.00024742+0.00015087i,-0.00017406+0.00063054i
-0.00064249+0.00057997i,-0.00088987+0.00028054i,0.00036934+4.6444e-05i,0.00093712-3.9513e-05i,0.0013195+0.00054047i,0.0018365+0.0013106i,0.0013032+0.0011509i,0.00077266+0.00046977i,0.00026887-0.00036185i,-0.00020148-0.00083826i,-0.00052839-0.00037448i,-0.00071115-0.00012559i,-0.00031257-0.00033838i,-1.7266e-05-0.00045635i,0.00024837+0.00016954i,-0.00019749+0.00065669i,-0.00065806+0.00027865i,0.0006427-0.00068239i,0.0010609-0.00063357i,0.00034163+0.00044738i,0.00021027+0.00031318i,0.00067989-0.00042247i,-5.5827e-05-0.00022024i
2.134e-07-0.001452i,-3.0019e-05-0.0023985i,-0.00089286-0.0022577i,-0.0015733-0.00080426i,-0.0011737+0.0004728i,-0.0002562+0.00065435i,0.0001205+0.00010389i,0.00018371-0.00034023i,1.1859e-05+8.9862e-06i,-0.00074999+0.00034677i,-0.00086479+0.00051269i,-0.0011867+0.00036124i,-0.00097909+6.1349e-05i,0.00016834+0.0004927i,7.7766e-05+0.00042308i,-0.00089009+0.00020003i,-0.0015428+0.00086578i,-0.0010989+0.00083713i,-7.9735e-05+0.00077569i,0.00047147+0.0011172i,9.358e-05+0.00036544i,-0.00025323-0.00081721i,-4.2284e-06-0.00090404i
-0.00092723-0.00033826i,-0.00022041-0.00024293i,-0.00037653-0.00047897i,0.00013219+0.0001106i,0.00067787+0.0012041i,0.00086624+0.001524i,0.0015595+0.00095383i,0.0010592-2.6038e-05i,-9.0666e-05-0.00097764i,-0.00031858-0.00056544i,-0.0003904+9.418e-05i,-0.00010725+8.8242e-05i,0.00045112+0.00033028i,0.00059789+0.00033075i,0.00024166+0.00029114i,-1.9455e-05+0.000394i,-0.00032389+0.00057049i,-0.00072618+2.3248e-05i,-0.0011429-0.00084157i,-0.0012521-0.0011852i,-0.00096762-0.00087771i,-0.00039369-0.00037791i,0.0003956+0.0001125i
0.00039434+0.00021136i,0.00053557-0.0004653i,0.00074033+0.00036883i,0.0010534+0.00083527i,0.00054611+4.769e-05i,0.0003619-0.00079844i,0.00057118-0.0012391i,0.00098492-0.00060915i,0.00085832-0.00059541i,0.00099542-0.00036929i,0.0012593-0.000223i,0.0012427-0.0010231i,0.00046151-0.0011482i,-0.0004814-0.00096768i,-0.00026896-0.0001922i,0.00026788+0.00033408i,0.00035248-0.00019384i,0.00044749-7.3048e-05i,0.00046833+0.00012267i,0.00071605-0.00016661i,0.00088846-0.00056991i,-0.00031902-0.00088239i,-0.0012309-0.00086593i
-0.0014675+0.0011258i,-0.0017+0.00063076i,-0.00067719-0.00049531i,2.101e-05-0.00051068i,0.00039949-0.00022415i,0.00062874+0.00021428i,-0.00012467-0.00018041i,-0.00055406-0.00057825i,0.00021955+2.2291e-05i,0.00088066+0.0006975i,0.00083039+0.00083195i,5.7311e-05+0.00056882i,-0.0005414+0.00041771i,-0.0007419-0.00036984i,-0.00043792-0.00069949i,-0.00024813+3.5079e-05i,0.00040087+0.00038686i,0.00082246+0.00025243i,0.00038861-7.4896e-05i,0.00020798-0.00027813i,0.00055543-0.00063978i,0.00090463-0.00040374i,0.0005214-0.00019665i
5.7896e-06-0.0010202i,0.0010873-0.0014713i,0.00056956-0.00071862i,7.5273e-05-0.00021504i,0.00057343-0.00067902i,0.00030345-0.00068436i,-0.0001236+0.0002499i,0.00026605+2.7359e-05i,-0.00013146-0.0011498i,-6.5593e-05-0.0013708i,0.00035255-0.0004619i,0.00037329+8.6214e-05i,0.00091905+0.00022118i,0.00085644+0.00052895i,-0.00015415+0.00086896i,-0.00031238+0.00072643i,0.00066067+0.00056391i,0.00060062+0.00074404i,-3.6943e-06+0.00079115i,-0.000279+0.00073577i,0.00027196+0.00051642i,0.00036028+0.00044005i,-0.00016124-0.00020186i
-0.00026325-9.4044e-05i,0.0005872-0.00089677i,4.4821e-05-0.00082873i,-0.0010927-0.00081438i,-0.00079374-0.00051631i,-0.00019314+0.00017261i,0.0003082-0.00021648i,0.001264-0.00067011i,0.0013691-0.0010093i,4.8329e-05-0.0013303i,-0.00051095-0.0012062i,-0.00058492-0.00033016i,-0.0014333+0.00021355i,-0.0013141+0.00010318i,-0.00017291-0.00047244i,-7.2824e-05-0.00050314i,-0.00066623+8.6113e-05i,-0.00074628+0.00029578i,-0.00094914+0.00032547i,-0.00094405+0.00017219i,-0.00028683+0.00056841i,0.00011067+0.00041804i,0.00038408+6.7094e-05i
0.00071513-0.00018555i,0.0011514-0.0010257i,0.0011357-0.0019196i,0.00037272-0.0012447i,0.00045209+8.001e-05i,0.00049926+0.00042901i,0.00018656+0.00045816i,0.00042977-0.00010794i,0.0015432+5.5104e-05i,0.0014726+0.00040489i,0.0013492+0.00024866i,0.0010435+0.00038879i,-5.0734e-07-0.0002568i,-0.00025124-0.00073767i,-0.00025443-0.00034759i,-6.7882e-05+8.6477e-05i,0.00021126-1.3687e-05i,0.00021263-7.5322e-05i,3.7067e-05+0.00036519i,9.1596e-05+0.00083647i,7.661e-05+0.0012048i,0.00019033+0.00023768i,0.00056952-0.00052196i
0.0012023+0.00044147i,0.00094863-0.00084017i,0.00012015-0.0019443i,-0.00037865-0.0019934i,-0.00070001-1.0634e-05i,-0.00036693+0.0011471i,0.0008697+0.00012156i,0.0013303-4.8565e-05i,0.0007516+1.4334e-05i,3.8217e-05-0.00062746i,-0.0001828-0.00049099i,-0.00012751-0.00014498i,0.00050873+0.00022629i,0.00027262+0.00059785i,-0.0012638+0.00070244i,-0.0013216+0.00063237i,-0.00048913-0.00020509i,-3.8909e-06-0.00071698i,-1.5964e-05-0.00044094i,-0.00018334+2.8436e-05i,-0.00033456-0.00014048i,-0.00097277-0.000345i,-0.00067728+1.1041e-05i
-0.00033684+0.00022573i,0.00037088-0.0013217i,0.0010179-0.0010272i,0.00099452+7.5723e-06i,0.00050577+0.00041594i,-0.00010395-0.0003148i,-0.00040386-0.00081623i,0.0001015-0.00029673i,0.0012179-0.00030729i,0.001829-0.00028515i,0.0015497-0.00051266i,0.0010199-6.9063e-05i,0.00074265+0.00090413i,0.0006123+0.0010805i,4.406e-05+0.00093575i,-0.00010278+0.00083131i,0.00023874+0.00086168i,0.00088024+0.0014665i,0.00087356+0.0017666i,0.00028202+0.00092869i,0.0002381+7.5913e-05i,-2.9719e-05-0.0010736i,-0.0001291-0.0015504i
0.00059295-0.001153i,0.00026301-0.0018052i,0.0003728-0.001914i,-0.0004902-0.0015481i,-0.0021169-0.00053332i,-0.0016645+0.00049108i,-0.00087423-0.00043613i,-0.00062997-0.001236i,-0.00022591-0.00070059i,0.00030901-0.00013152i,0.00061966+0.00080348i,0.00061084+0.00069415i,0.00045193-0.00049994i,6.885e-05-0.00057912i,4.8355e-05+0.00012128i,0.00065316+0.00028678i,0.00077469+0.00013778i,-0.00019615+0.00052062i,-0.00088738+0.0010754i,-0.00069667+0.00042816i,-0.00047102-0.00035053i,-5.0879e-05-0.00078771i,0.00062613-0.0010028i
0.00027813+0.00077489i,0.00043834+0.00026277i,0.00079289-0.0003417i,0.0012164-0.0012102i,0.0010846-0.0011842i,0.00057075-0.00024523i,-0.00038073+0.00054841i,-0.0007581-0.00026639i,0.0001053-0.00093029i,0.00092791-0.00079829i,0.00086464-0.00069901i,0.00066386-0.00033085i,0.00041381-0.00025531i,0.00015311-0.00054565i,0.00040664-7.5398e-05i,0.00045994+0.00037907i,0.00036867+0.00031444i,0.00038597-1.8078e-05i,-4.1691e-05+5.0676e-05i,-0.00059132-0.00030279i,-0.00055538-0.00018325i,-0.00032349+0.00029681i,0.00029981+0.00011166i
0.00018534-0.0024864i,0.00033472-0.0024082i,0.00013923-0.002254i,-0.00012955-0.00092331i,-0.0003045+8.9715e-05i,-0.00010728+0.00044604i,0.00030748+0.00078111i,0.00083582+0.00047117i,0.00057703-0.00019125i,-7.7433e-05-0.00046473i,0.00037142-8.6003e-05i,0.00054287+0.00065041i,-0.0003928+0.00043977i,-0.00063733+0.00040643i,0.00013216+0.00022279i,0.00035061+0.00030606i,-0.00045844+0.0003992i,-0.00047241+0.0001972i,2.1574e-05+0.00018852i,0.0001206+0.00061573i,0.00043164+0.00066624i,-0.0002559+0.00018269i,-0.00080159+0.00019312i
0.00085179-0.00096781i,0.0010493-0.0016568i,0.00064716-0.0019982i,-0.00065868-0.0018324i,-0.00090498-0.00081133i,-0.00085024-9.3475e-05i,-0.00021593-0.00023638i,0.00071126-0.00038465i,0.00070084-0.00075485i,0.00011382-0.00065167i,0.00030201-0.00031718i,0.00053613+0.00038301i,0.00032591+0.00084229i,0.00047457+0.00048334i,0.001262+0.00050062i,0.0004028+0.00057068i,-0.00019977+0.00021073i,9.5672e-05+0.00013087i,0.00036622+0.00099978i,0.00045134+0.00071655i,0.00055463+0.00019699i,0.00014448+0.00026516i,-0.0003037+0.00011695i
0.0012898-0.00085314i,0.0010158-0.00091093i,0.0015793-0.0016868i,0.0012723-0.0019783i,0.00022692-0.0011028i,-0.00011443+0.00019351i,-0.00027646+0.00020444i,-0.00026046-0.00048992i,0.00022261-0.001036i,0.00053055-0.00055253i,0.00067902+0.00040092i,0.00028007+0.00055636i,-0.00028884-6.9866e-05i,-0.0004644+5.5715e-05i,-0.0003283+0.00053509i,-0.00023269+0.00017324i,-6.7823e-05+0.00029719i,-0.0003914+0.0003486i,-0.0011609+0.00029206i,-0.0012183+0.00036427i,-0.00041713+0.00033219i,0.00036222+0.00011967i,0.00032099-7.466e-05i
0.0030017+0.00099505i,0.0023489+0.00021298i,0.00056785-0.0017543i,-3.1012e-06-0.0021438i,0.00015132-0.00061832i,0.00013461-0.00019669i,0.00062741-8.687e-05i,0.00081626-0.00012046i,0.0005663-0.00016124i,0.0003427-0.00037548i,0.0008549-0.00040399i,0.0011608-0.00025099i,0.00014857+5.0841e-05i,-0.00047805+0.00065263i,-0.0003851+0.001084i,-9.1908e-05+0.00082168i,-0.00011244+0.00011503i,-0.00031529+8.4423e-05i,-0.00084477+0.00037643i,-0.00085462-0.00031112i,-0.00069407-0.00043407i,-0.00081437+0.00029747i,-0.00014216+0.00057397i
