0.0017697+0.00037413i,0.0023077+0.00023262i,0.0016645-0.00050697i,0.00079809-0.0013094i,-3.2861e-05-0.0012484i,-0.0013722+0.00053276i,-0.00097289+0.0021121i,0.00045267+0.0020311i,0.0014106+0.00092522i,0.0012168+0.00073375i,0.00033447+0.00035543i,0.00037435-0.00049215i,0.0006042-8.4293e-05i,0.00018748+0.00014413i,0.00032751+0.00016377i,0.00022878+0.00094172i,-0.00075398+0.00073361i,-0.0010804+5.7086e-05i,-0.00097259-0.00022233i,-0.001125-0.00018134i,-0.0014218+0.0001373i,-0.0015564+0.00029791i,-0.0014818+0.00026976i
-0.00060845+0.0003689i,-0.00062329+9.2928e-05i,-0.00029668-7.8464e-05i,-0.00034304+0.00035602i,0.00012267+0.0004968i,0.00071706+0.00041028i,0.00063035+0.00038438i,0.00015738-0.00014873i,-0.00010247-0.00057814i,-0.00017828+4.3107e-05i,-0.00055773+0.00040311i,-0.00060933+0.00044055i,-0.00036658-3.7838e-05i,-0.0001059-0.00050799i,-0.00041578-0.00016872i,-0.00042468-0.00040793i,0.00041819-0.0007681i,0.00044618-0.00041385i,-0.00014645-0.00019151i,0.00015585-0.00024592i,0.00072298-0.0002052i,0.00064812-7.2355e-05i,0.00023579-0.00024884i
0.0006912-0.0013792i,0.0015599-0.0019634i,0.0014103-0.0022047i,0.00020984-0.0012552i,-0.00039129-0.00074322i,0.0006293+0.00018825i,0.0011638+0.00028644i,0.00056384-0.00011239i,-4.1695e-05+4.4079e-05i,-4.8588e-05-0.00018632i,0.00029376+0.00020708i,0.00081209+0.00081112i,0.00038559+0.00041059i,-0.00040432-1.0165e-05i,-0.00051218-5.7674e-05i,-0.00058587+0.00016443i,-0.00051997+0.00059467i,-0.00024675+0.00049678i,-0.00018691+0.00020442i,-1.5819e-05+0.00072127i,0.00034047+0.00094596i,0.00073863+3.4478e-05i,0.0010858-0.00033157i
0.00082015+0.0009272i,0.00054381+0.0018542i,0.0006943+0.00089133i,0.0010558-0.00071997i,0.00061575-0.00016613i,-0.0001055+0.0005254i,-9.0551e-05+0.00031479i,0.0003965+2.9572e-05i,0.00090106-8.6997e-05i,0.00049995-0.00051629i,-0.00021106-0.00030529i,-0.00020881+0.00015484i,-0.00047597+0.00011695i,-0.00044227+0.00034367i,0.00059068+0.001042i,0.00046328+0.0014035i,6.6541e-05+0.0016111i,7.016e-05+0.0013985i,-0.00013264+0.00037233i,-0.00022426+9.8542e-05i,0.00023462-9.5026e-05i,0.00056206-5.8951e-06i,-8.093e-05+0.00063512i
-0.0010349+0.00018333i,-0.0017936-0.0011797i,-0.0017325-0.0026163i,-0.0015013-0.0024527i,-0.0010659-0.001842i,-0.00024312-0.00068397i,-6.646e-06+0.00023152i,0.00020226-0.00011714i,0.0014303-0.0005619i,0.001543+9.9028e-06i,0.00098164+0.00016704i,0.00054126-0.00053171i,-0.00035043-0.000883i,-6.3631e-05-3.9178e-05i,0.00078767+0.00085156i,0.00097691+0.0010579i,7.9148e-05+0.00034611i,-0.00054371-0.00019747i,-0.00044624+0.00018877i,-0.00030594+0.00037118i,-0.00032453+0.00072646i,-0.0011113+0.00095926i,-0.0012692+0.00046324i
0.00098235-0.00052882i,0.00044202-0.0011198i,-0.00042273-0.0013474i,-3.4369e-05-0.00055168i,0.00071491+0.00061001i,0.0008562+0.00080171i,-9.0569e-05+0.0006135i,0.0001876-0.00053754i,0.0010832-0.00054487i,0.00078928+0.00032466i,0.00021419+0.00028032i,0.0003029+6.0904e-05i,0.00050363+9.0945e-05i,-0.00013714-0.00033245i,-0.00011428-0.00025502i,0.00049257+0.00028612i,0.00031384+0.00034395i,0.00017412+1.7314e-05i,0.0008834-0.00020495i,0.00036541+0.00014036i,-0.00033774+0.00068776i,-0.00041382+0.00053805i,-0.00054554+0.00030891i
0.00076948+0.0013985i,0.0019278+7.9938e-05i,0.0014439-0.00059901i,0.00080574-0.00097337i,0.00086586-0.00045649i,0.00090495+0.00025254i,0.00014763+0.00012506i,0.00014206-0.00012551i,0.00016868-0.0002591i,-0.00023228-0.00066857i,-0.00033548-0.00069349i,-0.00027554-0.00057038i,-0.00049772+0.00017734i,-0.001089+0.00083477i,-0.00069467-1.3816e-05i,0.00014343-0.00047382i,-6.832e-05+2.6429e-05i,-0.00069878-0.0004806i,-0.00077057-0.0011615i,-0.00063761-0.00036563i,-0.00067547+9.4907e-05i,-0.0010337-0.00025585i,-0.0005339-0.00090072i
0.00045825-0.001506i,0.0007754-0.0010465i,0.0014077-0.0010331i,0.00099425-0.0013768i,-0.0005423-0.00041866i,-0.0011949+0.0010684i,-0.00054773+0.00082973i,0.00027789-0.00032749i,0.00078337-0.00087295i,0.00065344-0.0011775i,0.00054831-0.0012531i,0.00012043-0.00042762i,-0.00018897-3.7499e-06i,-8.8435e-05-1.2653e-05i,-0.00027577+6.3679e-05i,0.00033916+0.00032263i,0.00073349+0.00079551i,0.00021441+0.00090307i,-0.00087173+0.00062251i,-0.00090486+0.00030255i,-0.0002756+0.00052939i,-0.00035602+0.00064358i,-0.00087321+7.2783e-05i
0.00050524-0.0017972i,0.0012438-0.0023735i,0.0012716-0.0023763i,0.00063853-0.00095372i,-2.3503e-05+0.00051322i,0.00033585+0.00081134i,0.00087757+0.00023593i,0.00016141-0.00024496i,-0.00031035+0.00049355i,-0.0001093+0.00064328i,-0.00035423+0.00015239i,-0.0003976+0.00056886i,0.00043966+0.00064708i,-0.00019414-0.0002301i,-0.0014528-0.00050382i,-0.0013045-0.00021386i,-0.00065528+7.5479e-05i,0.00020991+0.00049091i,-0.00012201-0.00015573i,-0.0010632-0.00051308i,-0.0010989-0.00044746i,-0.00056714-0.0009746i,0.00044618-0.0011087i
-0.00047301-0.00076999i,-0.00071028+5.6414e-05i,-0.00142+0.00036033i,-0.0012059+0.0001297i,-0.00079089-0.00010833i,-0.0003723+8.4299e-05i,-0.00019404+6.1945e-05i,-0.00015395-9.049e-05i,0.0005971-0.00072469i,0.00081944-0.00094626i,0.00027178-0.00060789i,-0.000225-0.0009936i,9.1337e-05-0.0016243i,0.00035727-0.001062i,-8.7228e-05-0.00015356i,-3.7496e-05+0.00015627i,0.00027342-8.692e-05i,0.00018836-0.00066033i,3.7454e-05-0.00087854i,-0.00028231-0.00024319i,-0.00029374-0.00035981i,-3.889e-06-0.00041908i,0.00013726+0.00056012i
-0.0017503-0.0025302i,-0.0013637-0.0029226i,-0.00028052-0.0025312i,0.00094552-0.0011904i,0.00063449+0.00032975i,0.00066001+0.00052004i,0.001112+0.00019198i,0.0010327+8.2301e-05i,0.00059822+0.0003033i,0.00030057+0.00066056i,-8.7398e-05+6.2928e-05i,-0.00019942-0.00050387i,0.00022054-0.00022745i,-0.00066913+3.7224e-05i,-0.00072882-0.0001598i,-0.00024499-0.00056162i,-0.00089203-0.00034525i,-0.00084497+0.00023945i,-0.0006755+0.00051679i,-0.00016047+0.00084302i,-6.5037e-05+0.00093708i,-5.8449e-05+0.00099401i,0.00042398+0.00041975i
0.0010347+0.00045632i,0.0012343+0.00010232i,0.00055404-0.0004545i,3.895e-05+0.000281i,0.00093912+0.00059339i,0.001098+0.00030053i,-0.00012679+0.00027229i,0.00017581+0.00025278i,0.0012263-0.00039688i,0.00076806-0.00063369i,0.00025367-0.0009411i,-0.00024737-0.0010316i,-0.0009137-0.00031342i,-0.0011449+0.00020907i,-0.0012311-0.00041702i,-0.00040388-0.00096199i,0.00026965-0.00038681i,0.00036961+8.4257e-05i,6.6662e-05-0.000308i,0.00011035-0.00056473i,0.00020328-0.00026233i,0.00030472-0.00064049i,0.00055916-0.00088197i
-0.00056478+0.00050347i,-0.00022403-0.00072179i,0.00093587-0.00047587i,0.00069545-0.00036065i,1.2152e-05-0.00037279i,-0.00072199+0.0006899i,-0.00044893+0.0012043i,0.0010429+0.00064781i,0.001723+0.00063633i,0.0017257+9.7386e-05i,0.0010738-0.00072769i,-2.4853e-05-0.0010554i,0.000296-0.00068351i,9.3532e-06-1.1402e-05i,-0.00074909+0.00010434i,-0.0004601+0.00051326i,-0.00035349+0.00037789i,2.3036e-05-9.802e-05i,0.00018891-0.00010584i,-0.00011939+0.00081132i,-0.00035823+0.00107i,-0.00081269+0.00025026i,-0.0010803+0.00042874i
0.0013244-0.0012242i,0.0013728-0.0029864i,0.00033943-0.0044806i,-0.00027764-0.0030223i,-0.00011958+6.5309e-05i,0.00060248+0.0008792i,0.00070188+0.0010212i,0.00040744+1.9364e-05i,4.0085e-05-0.0014245i,-0.00056169-0.00063268i,-0.00053331+0.00027825i,0.00016077-2.5709e-05i,0.00049729-0.00019507i,3.9817e-05-0.00067192i,5.6722e-06-0.0013337i,0.00041711-0.0010833i,0.00047729-0.0003817i,-6.7442e-05+0.00021235i,-0.00053409+0.0003813i,-0.00025959-0.00030116i,0.0001531-0.00044587i,0.0007142+0.00035981i,0.0012173+0.00067212i
0.00053538+0.00011499i,0.0018851+0.00080442i,0.0019893+0.0015042i,0.0016133+0.0010548i,0.00074141+0.0001758i,0.00048953+0.00021474i,0.0010302+0.00016627i,0.0010096-0.00080814i,0.00035027-0.0012128i,0.00023737-0.00033899i,0.0002552+0.00079575i,0.00028431+0.00076968i,0.00057542+0.00034077i,-0.00020929+0.0010515i,-0.001288+0.00078393i,-0.00095127-6.4775e-05i,0.0001921-0.00016532i,0.0011203-0.00083021i,0.0012974-0.000424i,0.00036261+9.4202e-05i,-0.00027721-7.9936e-05i,-0.00020833+0.00042428i,-0.00045666+0.00022592i
-0.00034693-0.00016998i,-0.00036612-0.0012515i,-0.00046362-0.0011523i,-9.5435e-05-0.0009477i,0.00028275-0.00053142i,0.00075001+0.00038154i,0.0011626+0.00075741i,0.00098228+0.00077877i,0.00060462+6.3108e-05i,0.00082478-0.0010271i,0.0011305-0.0010378i,0.00075575-0.00022432i,-0.00035217-0.00029139i,-0.0011497-0.00044682i,-0.0012208-0.00050873i,-0.00069155-3.1682e-05i,-0.00061933+0.00079428i,-0.00062851+0.001135i,0.00017291+0.00090291i,0.00091681+0.00089454i,0.0008334+0.0008404i,0.00060707+0.00038537i,0.00024313+5.7495e-05i
-0.00076843+0.00023671i,-8.5368e-05+0.00031928i,0.00031203-7.6173e-05i,6.8265e-05-0.00041537i,0.00025298-0.00035086i,0.0007023-0.00060961i,0.0006293-0.0004441i,0.00029776-0.00033476i,0.00011564-0.0010703i,0.00018515-0.0007325i,0.00025977-0.00022654i,0.00028854-0.00045277i,0.00037941-5.989e-05i,-0.00012313+0.00043641i,-0.0012558+0.00043375i,-0.00060173+0.00016577i,0.00044793+0.00058622i,0.0003823+0.00069555i,0.00026496+0.00052089i,-0.0008537+0.00037806i,-0.00094814-0.00033664i,0.00087321-0.0006034i,0.00091925-3.179e-05i
0.00090021+0.0015385i,0.0020009+2.1786e-06i,0.0021657-0.0022361i,0.0016183-0.0028686i,0.00034253-0.0021953i,-0.00068694-0.0015097i,2.4945e-05-0.00087263i,0.00074163-0.00057658i,0.00013516-0.00028656i,-0.00026662-0.00030067i,0.00027685-0.00018158i,0.00052183-2.1984e-05i,0.00029779+0.00026015i,0.00030157+0.0012011i,-0.00018466+0.0020756i,-0.00012803+0.001571i,0.00028676+0.00075929i,0.00013329+0.00026023i,3.8354e-05-0.00030189i,6.0057e-06-0.0004145i,-0.00031495-0.00059689i,-0.00046689-0.00050984i,2.6895e-05-0.00038844i
-0.0022743-0.00060052i,-0.00090717-0.0010271i,-2.53e-05+9.536e-05i,2.5105e-05+0.00077225i,0.00037021+0.0002284i,0.00098341-0.00022591i,0.00046101+0.00041665i,4.4608e-05+0.00030301i,0.00088957-0.00013092i,0.00079518+0.00013552i,0.000684-3.4264e-05i,0.0001019-0.00011917i,-0.00077311-0.00057787i,-5.651e-05-0.00049312i,0.00047604-1.1728e-05i,0.00049647-0.00018885i,0.00036287+1.6805e-05i,4.639e-05+5.7963e-05i,0.00030126+4.9372e-05i,0.00027321+0.00018787i,-0.00013459+0.0001522i,-0.00042157+0.00043454i,-0.00044939-0.00023392i
0.00069868-0.0010699i,0.00057875-0.0012928i,0.00050119-0.0016793i,0.00070542-0.0014825i,0.00014574-0.000398i,-0.0005053+0.00064542i,-0.00052666+0.00089983i,-0.00017482-0.00019416i,9.1641e-05-0.00074504i,-0.00028187-0.00053146i,0.0006708-0.00067079i,0.0017972-0.00051024i,0.0008955-0.0001783i,0.00012017-0.00077784i,0.00082012-0.0005i,0.00079805+0.00033313i,0.00050517+8.3668e-05i,0.00039327-3.7892e-05i,-0.00015387-0.00016048i,6.9239e-05+5.8732e-05i,0.00031002+0.0004211i,-2.4083e-05+6.4543e-05i,0.00024084+3.2156e-05i
-0.00032087-0.00078246i,0.00065792-0.00073917i,0.00069405-0.00041916i,0.00030207+0.00038308i,-0.00013944+0.00065787i,0.00080281+0.0001322i,0.0015502-0.00014163i,0.0011364+0.00045977i,0.00035683+0.00053832i,0.0003161+0.00040644i,0.00068631+0.00077379i,0.00067377+0.00058151i,0.00041841+0.0003577i,0.00029516+0.00028435i,-0.00059054-0.00021213i,-0.0010479-0.00010779i,-0.00061178+0.00027984i,-0.00052777+3.3134e-05i,-0.00019152-6.5295e-05i,-4.3018e-05+0.0001753i,-0.00011036+0.00033769i,0.00049093+0.001032i,-1.653e-05+0.00086059i
-0.00096745-0.00052546i,-0.0022717-0.0014918i,-0.0017841-0.0022343i,-0.00044588-0.0021154i,-0.00022176-0.0013561i,-0.00077601-0.00048171i,0.00018871-5.6765e-05i,0.0011295-0.00033477i,0.0011374-0.00061982i,0.0010348-0.00033423i,0.00069245-2.3494e-06i,0.00075235+3.1028e-05i,0.00034635+0.00029394i,-0.00012654+4.4985e-05i,-0.00049421+5.0136e-05i,-0.00054965+0.00019222i,-0.00047617-0.00035027i,-0.00037409-2.6809e-05i,-0.00050223+0.00092987i,-0.0012147+0.00037498i,-0.001608+0.0003228i,-0.00070609+0.00038669i,0.00026482-0.00029983i
0.0011011-0.00037349i,0.0016152-0.00075608i,0.0012752-0.00080245i,-7.7308e-05-0.00092191i,-0.00053226-0.0010423i,-0.00014606+0.00011251i,-0.00033316+0.00082813i,0.00036245+0.00027075i,0.00098624-0.00024508i,0.00048997-0.0007243i,0.00017109-0.00077254i,0.00023517-0.00015058i,-0.00039366-0.00020899i,-0.0010766-0.00045606i,-0.00052668-0.0001445i,0.00037535-0.00025802i,0.00068267-0.00052571i,0.00041911-0.0003329i,-0.00094757+0.00011232i,-0.0019997-0.00038201i,-0.0016871-0.0005539i,-0.00065903-0.00028275i,-0.00051405-0.0001406i
-0.0012701-0.00029772i,-0.001778-0.0013147i,-0.00074331-0.0019817i,0.00028602-0.0015426i,0.00014128-0.00080479i,0.00042216-0.00040627i,0.0011319-0.00047356i,0.001442-0.0010126i,0.0012897-0.00084151i,0.001627-0.00045567i,0.0015855-0.00022262i,0.00056397-0.00026936i,-0.00052439-0.0005433i,-0.00090069-0.0008831i,-0.00092975-0.00026156i,-0.00076321+0.00058027i,-0.00041867+0.0011307i,0.00036509+0.0013761i,0.00090154+0.00080988i,0.00056119-0.00035954i,-0.00012068-0.00039574i,-2.7182e-05+5.1035e-05i,0.00033924-0.00017621i
0.0011771+0.00072536i,0.0016777-0.00069136i,0.0012917-0.0016666i,0.00084684-0.0015947i,-4.4528e-05-0.0010126i,6.3143e-05+0.00025254i,0.0003064+0.00047175i,0.00031516-0.00025216i,0.00095516-0.00039572i,0.00093749+0.00017623i,-4.9961e-05+0.00041033i,0.00026822-3.5929e-05i,0.00096671-0.00032732i,-0.00013769-0.00057894i,-0.00092326-0.00057197i,-0.0003839-0.00017402i,-0.00015485+0.00049384i,0.00015317+0.00067978i,-0.00031647+0.00034903i,-0.0010111+0.0006654i,-0.0003039+0.00065561i,0.00022454+0.00066624i,7.9181e-05+0.00010595i
-0.00038865+0.001931i,0.00017029+0.0005844i,0.001397-0.00098514i,0.0013489-0.001772i,0.0007607-0.0011319i,-0.00036222+1.7048e-05i,-0.00074063-0.00015555i,-0.00033452-0.0009722i,-0.00044012-0.00082587i,-0.00035799-0.00021598i,-5.0091e-05-0.00022536i,9.8023e-05-0.0011522i,-5.2245e-05-0.0006603i,-0.00037477+4.8744e-05i,-0.00019382-0.00024554i,-0.00030811-0.00042993i,-0.00072349-0.00034859i,-0.00056085-0.00011498i,-1.1365e-05-7.4614e-05i,-0.00019112+0.00055759i,-0.00061593+0.0012262i,-0.00053736+0.00087346i,-0.00039696-0.00015236i
0.00023847+0.00059912i,0.00028742-4.2246e-05i,0.0011606-0.00096285i,0.0012106-0.0011529i,0.0012333-0.00015153i,0.0011629+0.00018633i,0.0010005+0.0004505i,0.00061896+0.00027001i,0.00018803+0.00024798i,0.001013+0.00026886i,0.0011332-2.5126e-05i,0.00033091-0.00065016i,0.00040993-0.0010394i,0.00041649-0.00031294i,2.9632e-06+0.0003608i,-0.00033137+0.00031458i,-5.6706e-05+6.1109e-05i,-2.7656e-05-0.00036133i,-0.00035854+6.202e-05i,8.7845e-05+0.00044023i,0.00038994-0.00039581i,0.00014858-0.00018506i,-3.5873e-06+1.7902e-05i
-0.0011212-0.00069613i,-0.000551-0.0014256i,-0.0014722-0.00067645i,-0.0001435+0.00127i,0.00064673+0.0025741i,0.00089531+0.0021768i,0.0013023+0.00044904i,0.0012148-0.00019069i,0.00011215-0.00044041i,-0.00080846+0.00013237i,0.00025808+0.00063537i,0.00056236+4.845e-05i,-4.193e-05-0.00018641i,-0.00011018+4.5124e-05i,-8.2237e-05-0.00065988i,2.9464e-05-0.00095458i,0.00014579+0.00012977i,0.0004798+0.00082618i,0.00051869+0.00024421i,0.00014478-0.0007373i,-0.00014943-0.0010317i,-0.00014054+4.1119e-05i,-0.00028375+0.00096289i
0.00015801-0.0023622i,0.00023388-0.0022618i,0.0013656-0.0012816i,0.00084288-0.00079069i,3.3246e-05-0.00049343i,-9.8143e-05-0.00023465i,-3.5784e-05-0.00040019i,-0.00032983-0.0013251i,-0.0005719-0.0011897i,-0.00033868-0.00040465i,-8.2518e-05+0.00012704i,-0.0005173+0.00062266i,-0.00068885+0.00029216i,-0.00032804+0.00071292i,-0.00050026+0.00053279i,-0.00019656-4.9415e-05i,0.00010449-0.00027881i,-0.00078741-0.00017354i,-0.00085268+8.4582e-05i,-0.00012639+0.00081517i,-9.3224e-05+0.0015036i,7.1304e-05+0.0014487i,-0.00026971+0.00089406i
0.0028385-7.9568e-05i,0.0031932-0.00031428i,0.0019269-0.0022609i,0.00098092-0.0020691i,-9.6454e-05-0.00021753i,-0.00021809+0.00056172i,0.0012016+0.00093575i,0.0019183+0.00030628i,0.0019171-0.00065888i,0.0010407-0.00045565i,0.00059496+0.00039221i,0.00083309+0.00038495i,0.00098725-0.00039362i,0.00040452-0.00016319i,2.2767e-05-9.5344e-05i,0.00036253+0.00035392i,0.00057847+0.00044907i,7.8192e-06-0.00015468i,-0.00099672+0.00023118i,-0.0011129+0.00056449i,-0.00078167-2.0676e-05i,1.9885e-05-0.00061881i,0.00041865-0.00083035i
-0.0026937+4.8341e-05i,-0.0028805-0.00020872i,-0.002331-0.00046024i,-0.0012839+0.0001009i,0.00030271+0.00030731i,0.00035189+0.00040484i,0.0001114+7.2587e-05i,0.00081184-0.00019211i,0.00075217-0.00058484i,0.00080167-0.00028923i,0.00063669+0.00069254i,0.00040501+0.00092884i,0.00045165+0.0010961i,0.00024539+0.0010084i,0.00025791+0.00048384i,0.00016141-0.00010942i,-0.00042992-3.436e-05i,-0.00025225+0.00090307i,0.00013367+0.0013499i,-0.00036434+0.00090845i,-0.0012794+0.00055091i,-0.0013773+0.00045373i,-0.00095662+0.00029038i
0.0025504-0.0025424i,0.0017082-0.0023186i,0.00082493-0.0026465i,-0.00033484-0.0020196i,-0.00099021-0.00066063i,-0.00073879+0.00048555i,-0.00054064+0.00023583i,0.00011748-0.00042261i,0.00066809-0.00068418i,0.00037532-0.0007774i,-0.00027534-0.00080722i,0.00027535-0.00031428i,0.00075613-0.00026672i,0.0003949-0.00069123i,0.0005743-0.00053495i,0.0010672+0.00011545i,0.00086545+0.00076532i,-0.00013992+0.00016095i,-0.00022954-0.00050069i,-5.6066e-05-0.00048217i,0.00053448-0.00048499i,0.0010069-0.00016452i,9.1059e-05-9.302e-05i
-0.0012075+0.0014802i,-6.3337e-05+0.0019483i,0.0013221+0.0011488i,0.0010218-0.00013187i,0.00058284-0.00017748i,0.00076952-3.5382e-05i,0.00043276-0.00061044i,0.00021971-0.0003605i,0.00035063-0.00012481i,3.2928e-05+0.00023098i,-0.00066555+0.00028394i,-0.00099982+9.3393e-05i,-0.0010223+5.2536e-05i,-0.0012283+0.00028051i,-0.00091615+0.00023821i,-0.00028924-0.00011033i,-0.00019247-0.00027877i,-0.00089011-0.00033675i,-0.0013776-0.00039989i,-0.00059429-0.00018667i,-0.00037542-0.00033941i,-0.00079693-0.00050404i,0.00011775+5.5444e-07i
0.00040835-0.0018955i,0.00034633-0.0015873i,0.00014871-0.0016789i,-0.00048834-0.00090291i,-0.00096666-0.00010242i,-0.00072847+0.00082155i,0.00013464+0.00087987i,0.00049305+5.2376e-05i,0.0006988-0.00044255i,0.00015094-0.0006374i,-0.00042785-9.1386e-05i,5.0156e-05-1.5896e-05i,0.00045724-0.00074736i,0.0003726-0.0012244i,-0.00028404-0.0012179i,-0.0014219-0.00041895i,-0.0014076-0.00029888i,-1.4008e-05-0.00052947i,0.001292-0.00037441i,0.00069449+0.00048052i,-0.00061762+0.000568i,-0.00044767-7.6991e-06i,0.00031266+0.00020045i
-0.00081721+0.0014143i,-0.00080485+0.00039426i,-0.00027329-0.0002699i,0.00021805-0.0001428i,0.0011666-3.2688e-05i,0.0013055-0.00012695i,0.00058795-0.00013242i,0.00067176+0.0004519i,0.00042964+0.00036117i,0.00081847+6.0968e-05i,0.00092977+0.0004611i,0.00019124+0.00018427i,-0.00067508-0.00030294i,-0.00053638-0.00064008i,-0.00046746+7.3272e-05i,-0.00080488+0.00063585i,-0.0006971-0.00012432i,-0.00095703-0.0005753i,-0.00086283+1.5669e-05i,-0.000265+0.00077466i,-0.00044628+0.00059606i,-0.0011808-4.9036e-05i,-0.00076792-0.00037235i
0.0014351-0.0018296i,0.0017926-0.003062i,0.0012631-0.0033324i,0.00050087-0.0025671i,-0.00022564-0.0011857i,-0.00084927-0.00033302i,-0.00055452-0.00014157i,-0.00013187-0.00011595i,0.00020509-0.00029397i,0.00033518-8.8169e-05i,-0.00047556-0.00021835i,-0.00085737-0.00052263i,-0.00057312-0.00043614i,-0.00030826-0.00027757i,0.0001795-0.00044094i,0.00067323-0.00093573i,0.00055228-0.00096117i,-9.9708e-05-0.00048419i,-0.00057277-0.00068269i,-0.00073852-0.00058909i,-0.00016356-0.00015692i,0.00049504-0.00017795i,0.00025483-0.00038555i
0.001311+0.00034642i,0.0012175-6.5989e-05i,0.00012648-0.00042927i,-3.7097e-05-0.00032203i,0.0007359-0.00019307i,0.00057819-0.0001062i,-0.00019869+3.3584e-05i,-0.00045664-0.00016575i,-0.00020931-0.0011599i,0.00060559-0.00058412i,0.0011093+6.1332e-05i,0.0010878-0.00073896i,0.00092276-0.00097649i,2.7602e-05-9.8012e-05i,-7.0269e-05+0.00048222i,0.0004776+0.00072061i,0.00085061+0.00038183i,0.00071676-0.00037638i,0.00034588-0.00056298i,4.1346e-05-0.00086228i,-0.00067671-0.0010026i,-0.00060039-0.00029839i,-0.0003323-5.4948e-05i
0.0020296+0.00071026i,0.00072526-0.00031701i,0.00088788-0.0016859i,-5.5482e-05-0.0015654i,-0.00093043-0.00075801i,-0.00048611+0.00016854i,-0.00030004+0.00087839i,-0.00015074+0.00084732i,0.00028731-0.00010294i,0.0007589-0.00081478i,0.0011803-0.001406i,0.00090912-0.0013252i,0.00051078-0.00077997i,0.00078423-7.9569e-05i,0.0011264+0.00025278i,0.00062979-0.00052449i,-0.00034359-0.00061464i,-0.0010448+0.00010405i,-0.00047714+0.00020146i,0.00021841+0.00026112i,0.00035671+0.00036149i,-4.1487e-05+0.0005703i,-0.00014676+0.00084087i
0.00026359+0.00079862i,0.00066423-0.0002804i,0.0007043-0.0013227i,0.0012133-0.0014951i,0.0010359-0.0010033i,0.00032414-0.00057731i,-6.5638e-05-0.00055384i,0.00039139-0.00032395i,0.00080883-9.1563e-05i,0.0014539+0.00011138i,0.0011175+0.00040009i,0.00023673+4.3159e-05i,0.00016874-0.0003594i,-8.3521e-05-0.00027297i,-0.00012277+5.1432e-05i,0.00014828+0.0005938i,-6.143e-05+0.00072828i,-0.00021251+0.0010436i,-0.00018002+0.0016511i,-0.00024526+0.0011536i,-0.00029457+0.00061629i,-0.00044323-8.7394e-05i,-0.00054856-0.00088068i
-2.7605e-05-0.0012192i,0.00043153-0.0006911i,0.00021744-0.000816i,-0.00011016-0.00080756i,-0.00016499-0.00038698i,0.00031973+0.00031032i,0.00078456+0.00053994i,0.0014951-0.00017906i,0.0010964-0.00060072i,-9.3205e-05-0.00063345i,-0.00022202-0.00068155i,-0.00017731+3.9655e-05i,-0.00016104+0.0010959i,0.00068846+0.00072708i,0.00072082-0.00013102i,0.0001997-0.00048586i,-0.00029431-0.00012977i,-0.00060344-0.00039422i,-0.00044197-0.0005801i,-0.00044048-0.00059319i,-0.00056718+7.7368e-05i,-0.00054929+0.0010704i,-0.00014313+0.00073223i
0.00035951+0.00081939i,-0.0001138+0.00044186i,0.00060727-0.00033649i,0.0017229-0.0014855i,0.0011537-0.001171i,0.00033759-0.00078099i,0.0003245-0.00031669i,0.00063828+0.00025922i,0.0010093-0.00020939i,0.0013535-0.0014264i,0.00076945-0.0013488i,0.00059862-0.00017689i,0.00042525+0.00032611i,-0.00052684+0.00038984i,-0.001019+0.00035045i,-0.0011017+0.00094367i,-0.00052084+0.0010457i,0.00036021-0.00018569i,0.00047251-0.00058087i,-0.00012184+6.7996e-05i,-0.00038229+0.00061555i,-0.00037879+0.00053998i,-0.00036312+0.00012685i
-0.0004879+0.00091034i,0.0012332+0.00036611i,0.0012671-0.00037122i,0.00050095-0.0002635i,0.00064941+0.00043706i,0.00044337+0.00073064i,0.00016292+0.0011091i,0.00037042+0.00099081i,0.00044397+0.00024205i,0.00045288+6.6892e-06i,0.00066797-0.0006882i,0.0001384-0.00066284i,-0.00027057+9.5251e-05i,-0.00057408+0.00030476i,-0.00066347+0.0005821i,-0.0005656+0.00046397i,-0.00032116-4.4218e-05i,-0.00027377-0.00040349i,0.00014008-0.0005051i,0.00042435-0.00038277i,-0.00012453-1.2411e-05i,-0.00020721+4.2464e-05i,-0.00023833+0.00016772i
0.0002997-0.0017398i,2.5615e-05-0.00070797i,-0.00016994+0.00015963i,-0.00013402+0.00014064i,-9.7256e-05+0.0002408i,0.00042901+0.00077108i,0.00080841+8.1111e-05i,0.001012-0.00037752i,0.00052792-0.00076895i,-0.00045464-0.00037534i,-0.00023209+0.00016873i,0.00036818-0.00022584i,0.00034059-0.00085217i,0.00045307-0.00074517i,-0.00031139-0.00026531i,-0.00081654+9.3684e-05i,-0.00045981+0.00061634i,-0.00035782+0.00070971i,-0.00044741+0.00029299i,-6.0106e-05+2.4657e-05i,-9.7985e-06+3.8322e-05i,-0.00010979+0.00020949i,0.00024367-0.00045053i
