-0.0042364+0.0011756i,-0.0025543-1.9457e-05i,-0.0036656-0.00010769i,-0.003389+0.0013201i,-0.0024369+0.0026303i,-0.0016746+0.0023452i,-0.00074884+0.0023482i,-5.2234e-05+0.0020034i,0.00015817+0.0012595i,0.00081524+0.00048917i,0.0018686-0.0001597i,0.0013785-0.0003189i,3.1355e-05-0.00028955i,-0.00044856-0.0004907i,-0.00071767-0.0010705i,-0.00085294-0.00089653i,-0.00020845-0.00075572i,-6.3947e-05-0.00066596i,4.5344e-05-0.00021963i,0.00049167-4.6811e-06i,-0.00048683-0.00041686i,-0.00095303-0.00071242i,-0.00056861-0.00033077i
-0.00055985+0.0013819i,-0.0011958+0.0015823i,-0.00074399+0.0007652i,-0.00019813-0.00015477i,-0.0004982+0.00071007i,-0.00050517+0.0010088i,-5.3477e-05+0.0003727i,0.0003122+0.00022254i,0.00031408+0.0001009i,0.00078191+0.00034671i,0.00094869+0.00031317i,0.00043371+0.00028928i,0.00049473+0.00053842i,0.00032998-4.6643e-05i,5.3534e-05-0.00062471i,2.1792e-05-0.00073705i,6.865e-06-0.00036881i,0.0006784-0.0001778i,0.0006063-0.0004442i,0.00012903-0.00033533i,-7.3433e-05+0.00018908i,4.9227e-05+0.00032498i,0.00050567-0.00032919i
-0.0027879-0.00026365i,-0.0018582+0.00047641i,-0.0011939+0.00081143i,0.00014218+0.0019236i,0.001511+0.0020396i,0.0022667+0.0012165i,0.0011595+0.0015296i,6.6876e-06+0.00085508i,0.00047486-0.00047092i,0.00045901-9.0561e-07i,0.00021606+0.00071894i,-8.7304e-05+0.00064922i,3.1789e-05+0.00042625i,0.00034111-0.00065145i,0.00047795-0.00089987i,-0.00020231-0.00011805i,-0.0009539-0.00025943i,-0.00054806-0.0012899i,-0.00034659-0.0010876i,-0.00056357-0.0013937i,-0.00018683-0.0013436i,-3.7056e-05-9.9157e-05i,6.3825e-05+0.00043588i
0.0013008-0.00044022i,0.0013001-0.00028878i,0.0012363-0.00065415i,0.0011934-0.0017502i,0.0013006-0.0024952i,0.00098478-0.0014151i,1.9202e-05+0.00022576i,-0.00048553+0.0011316i,-0.00017941+0.00054061i,0.0001292-0.00046402i,0.00020863-0.00071648i,-0.00052839-0.00096374i,-0.0016296-0.0010262i,-0.00075349-0.0006054i,0.00050415-0.00060484i,0.00055218-0.0003473i,0.00021319-4.4224e-05i,3.3168e-05-0.00040498i,-0.00034893-0.00070479i,-0.00074613-0.0011538i,-5.6628e-05-0.001101i,0.00065362-0.00076545i,0.0008056-0.00051606i
-0.00060239-0.0016163i,-0.00074121-0.0014515i,-0.0017492-0.0018954i,-0.0016697-3.8012e-05i,-0.0015417+0.0016563i,-0.0011489+0.00067187i,-0.00018355+0.00020669i,-0.00014485-0.00033795i,-0.00036479-0.00021223i,-0.00012137+0.0006281i,0.00066149+0.00024154i,0.001176+0.00018177i,0.0006966+0.00077i,0.00035883+8.4319e-06i,0.00061452-0.00077411i,0.00063358-0.00064236i,0.00018142-0.00031825i,-0.00011343-0.00057071i,1.9119e-05-0.0010839i,-0.00010992-0.00097668i,-0.00026161-0.0010331i,0.00035703-0.00086794i,0.00055228-0.00074376i
-8.9157e-05+0.00034585i,0.0010672-0.00034943i,0.0014772+0.00014225i,0.00062087+0.00083478i,-5.0418e-05+0.00093217i,0.00049561+0.0010403i,0.00068907+0.00081422i,0.00056388-7.0837e-05i,0.0011038-0.00016827i,0.0011142-0.00018135i,0.00033204-0.00084352i,0.00018718-0.001256i,0.00020343-0.00070459i,0.00013698-5.2639e-05i,-0.00024311-0.00022172i,-0.000255-0.0010236i,-0.00031127-0.0011374i,-0.00085827-0.00064342i,-2.7544e-05-0.00084461i,0.00051914-0.00078785i,0.00029058-0.00026796i,6.7948e-05+0.000498i,8.1194e-05+0.00076273i
-0.002007-0.0015431i,-0.0022452-0.0020557i,-0.003054-0.00062582i,-0.0026999+0.0014133i,-0.0010336+0.0018141i,0.00030715+0.0011427i,0.00042979+0.00085033i,0.00014914+0.00077837i,0.00077468+0.00061468i,0.0014292+0.00046315i,0.00099752+8.4872e-05i,0.0004901-0.00072753i,-5.8837e-05-0.00036688i,-0.0012183-0.0010291i,-0.0018885-0.001163i,-0.0014894-0.00031117i,-0.0012662-0.00051699i,-0.0011403-0.00073875i,-0.00066991-0.0010774i,-0.00043091-0.0005865i,-0.00063806-0.00040551i,-4.3942e-05-0.00050221i,0.00093898+0.00032525i
0.0011923-0.00062723i,0.00074104-0.00047961i,0.00075942-0.0010476i,0.0010641-0.0012126i,0.00014012-0.0001058i,-2.2816e-05-8.5412e-05i,0.00042308-0.00065352i,-0.00055436-0.00040044i,-0.001105-0.00025051i,0.00012904-0.00094224i,0.001204-0.0012926i,0.0007015-0.00054613i,-0.0001248-0.00015238i,-0.00026606+0.00036808i,-0.00036573+0.00010514i,-0.00067086-0.00082643i,-0.00069264-0.0007562i,-0.00059009-0.00016412i,-0.00082731+0.00041412i,-0.00040725+0.00016485i,0.00032733-0.00015981i,0.00053004-0.00022058i,-2.5533e-05+0.00019716i
0.0022903+0.00094771i,0.00078639-4.1967e-05i,0.0013342-0.00087457i,0.0015448-0.002383i,0.0013147-0.0024149i,0.00041943-0.00084424i,7.362e-05-0.00038714i,3.4054e-05-0.00033666i,0.00013565-0.00051949i,0.00097038-0.00051404i,0.00073061-0.00058364i,-0.00040127-0.00054256i,-0.00047647-0.00011548i,-0.00040796-3.7272e-05i,-0.00047645-0.00023202i,-0.00037517-0.00048083i,6.3846e-05-0.00099224i,0.0005633-0.0012873i,0.00070422-0.00091317i,0.0010361-0.00050881i,0.0010739-8.545e-05i,-0.00010129+0.0003072i,-0.0012203+0.00032872i
0.00012555+0.0020759i,0.00086469+0.0014616i,0.0018139+0.0013078i,0.0011173+0.0001633i,0.00047119-0.00052539i,0.00058628+0.0001273i,0.00032218+0.00065885i,0.00023596+0.0012198i,0.00042322+0.0014414i,0.0016708+0.0005409i,0.0015707-0.00011213i,0.00053843-0.00092914i,0.00028298-0.0012366i,0.0004011-0.00044789i,0.00053707-0.00055642i,0.00052146-0.00065171i,0.00022492-0.00085185i,0.00045904-0.0014545i,0.0012254-0.0011665i,0.0010968-0.00061546i,0.00067544-0.00043671i,-0.00017463+0.00010344i,-0.00048982+9.7509e-05i
0.00084627-0.0027407i,-5.5802e-05-0.0022112i,-0.00045741-0.0021108i,-0.00022761-0.00161i,0.00063739-0.00094475i,0.0010067-0.00069187i,0.00038988-0.00016202i,3.8543e-05+0.00013985i,0.00042233-0.00019409i,0.0010495-8.5962e-05i,0.0010903+0.00025374i,0.00028964+9.607e-05i,0.00013869+2.3311e-05i,0.00051111-9.9676e-05i,0.00016923-2.3897e-05i,-0.00021344-0.00055501i,0.0005194-0.0013589i,0.00073259-0.0011277i,0.0002626-0.0010897i,-0.00053831-0.00091171i,-0.0010067-0.00016351i,-0.00068277+0.00011013i,-0.00073121+5.3911e-05i
-0.0019033+0.0021309i,-0.0014109+0.003218i,-0.00066402+0.0046556i,0.00083116+0.0045519i,0.0023675+0.0032441i,0.0024577+0.0012375i,0.0015401+8.5755e-05i,0.00090269+0.00020667i,0.0015796+0.00068445i,0.0018674+0.00037536i,0.00075932-0.00054094i,0.00040702-0.0011238i,0.00047692-0.00089975i,-0.00049929-0.000274i,-0.0011602-3.9297e-06i,-0.00076882-0.00035384i,-0.0004363-0.0014346i,-0.00034405-0.0020058i,4.9795e-06-0.0012465i,0.00041872-0.00052326i,0.00021081+1.7438e-05i,-0.00023132+7.3544e-05i,-0.00046906-0.00024076i
-0.0006978-0.0010127i,-0.0020418-0.00014651i,-0.0036684+0.00026636i,-0.002315+0.00090852i,-0.0012512+0.0010915i,-0.00077566+0.001178i,0.00029055+0.00088659i,0.00061183+0.0008065i,0.00081086+0.0017424i,0.00057122+0.00158i,-2.7493e-05+0.0018506i,8.1357e-05+0.0016868i,0.00048669+0.0011889i,0.00062212+0.00056649i,0.0004341-0.00039771i,-0.00033782-0.00070886i,-0.0012048-0.00075002i,-0.0012073-0.00073927i,-0.00037327-0.00051903i,-0.00040185-0.00044882i,-0.00043765-0.0005569i,7.0497e-05-0.00012074i,0.0004335+0.00049105i
-5.6645e-05-0.00083399i,0.0011326-8.0872e-05i,0.00029264+0.0010763i,-7.8769e-05+0.0016507i,0.00091149+0.0016407i,0.0016832+0.0011527i,0.0011833+0.0003183i,0.00019222+3.1366e-05i,-6.109e-05+0.00040987i,-0.00035097+0.00065391i,-0.00053315+0.00031309i,0.00018631-0.00019901i,0.00051984-6.6481e-05i,-0.00015651-2.7085e-05i,-0.00054403-0.00051671i,-0.00016955-0.00017134i,0.0001358-9.2516e-05i,7.5617e-05-0.00065248i,-0.00038274-0.00088928i,-0.00039765-0.00055077i,-0.00027277-0.00011948i,-2.5293e-05+0.00031222i,0.00033736+0.00083691i
0.0024843-0.00038776i,0.0019246-0.0013743i,0.0014865-0.0021389i,0.0012263-0.0025017i,0.00026856-0.0015442i,-0.00028321-0.00059327i,-0.00053175-0.00037017i,0.00030038-0.00038615i,0.00095135-8.9221e-05i,0.0012506+0.00017442i,0.00078179+0.00022731i,-0.00012096+0.00032015i,-0.00016228+0.00022375i,-0.00022155+0.00036969i,0.00036705+0.00028205i,0.00040928+0.00022226i,-5.8012e-05-6.431e-05i,0.00040905-0.00082719i,0.00096173-0.0016172i,0.00047308-0.0012911i,-0.00044736-0.00063715i,-0.00072367-1.2068e-05i,-0.00031108+0.00028673i
0.00097258+0.00020892i,0.00064584-0.00017264i,0.0010804-0.00098892i,0.00085423-0.0012158i,-0.00038732-0.0012853i,-0.00053298-0.0010407i,-3.8511e-05-0.00062955i,7.5824e-05-0.00047474i,-9.441e-05-0.00039611i,0.00015446-0.0010804i,0.00072662-0.0010337i,0.00066185+0.00055169i,0.00035745+0.0016248i,0.00052692+0.0012577i,0.0003942+0.0003046i,0.00012391-0.00032049i,1.2886e-05-0.00059351i,0.00023622-0.0011954i,0.00019505-0.001639i,-0.00027352-0.0015169i,-0.00050892-0.00056031i,-0.0004352-1.5757e-05i,0.00045197-0.00040593i
-0.0005274+0.00052794i,-0.00015175-0.0007549i,-5.5814e-05-6.9689e-05i,-8.829e-05+0.0013532i,-0.00015556+0.0018605i,0.00086604+0.0016276i,0.0013822+0.0010601i,0.0010276+0.0013123i,0.00085593+0.00083777i,0.0013166-0.00033581i,0.00089503-0.00046542i,-0.00050022+0.00066679i,-0.00063568+0.00068523i,0.00044567-0.0002599i,0.00033226-0.00035813i,-0.0002635+0.00053234i,-0.00023708+1.2234e-05i,0.00038841-0.0016091i,0.00053233-0.0012934i,-7.2643e-05-0.00050303i,-0.00014021-0.00022444i,-0.00017758-0.00050395i,0.00029188-0.00027155i
-0.00015778+0.00061003i,-4.6778e-05+0.00055059i,0.0011671+0.0010664i,0.0013271+0.0015145i,0.0004645+0.0012669i,-4.5168e-06+0.00084676i,0.00068935+0.00039049i,0.0013463+0.00029928i,0.0015699+0.0006142i,0.0014458+0.0007014i,0.0011158+0.00058982i,0.00037775+0.00025519i,0.00033039+7.8598e-05i,0.00018452-0.00028076i,-0.00027935-0.00059143i,-0.000801-0.00045315i,-0.00083806-0.00063493i,-0.00035648-0.0012397i,5.9242e-05-0.0016268i,7.1146e-06-0.0011478i,4.2127e-05-0.00065726i,-3.5143e-05-4.0539e-05i,-0.0002561+0.00038778i
-0.00064001+0.00093781i,-0.00094341+0.00065576i,-0.00015052+0.00089215i,0.00052422+0.0012006i,0.00069144+0.00013426i,0.000866-0.00017534i,0.00028875-0.00021865i,0.00055781-0.00080463i,0.0009786-0.0002399i,0.00087456+0.00081106i,0.00035818+0.00059352i,-0.00015442-0.00026855i,3.1725e-05-0.00072867i,0.00043325-0.00092418i,-4.458e-05-0.00016026i,-0.00050972-1.3307e-05i,-0.00076296-0.00051125i,-0.00015146-0.00020044i,0.00072226-0.00020225i,0.00063423-0.0003098i,-1.4851e-05-0.00023148i,-0.00044961-0.0001051i,-0.00035742-4.8907e-05i
0.00031176+0.00078856i,0.0005332+0.0015686i,0.0018385+0.0014829i,0.0024059+0.00069543i,0.0017279+0.00020564i,0.00075536+0.00017981i,0.00050596+6.7316e-05i,0.00070021+0.000933i,0.0013475+0.0015493i,0.0018696+0.0011853i,0.0010811+0.0005177i,-2.1875e-05-0.00045314i,-0.00052832-0.00068199i,-0.0001531-0.00025277i,-0.00076684-0.00069664i,-0.001185-0.001016i,-0.0003359-0.0007467i,-0.00036094-0.0010219i,-0.00057961-0.0010027i,-0.0006594-0.00091081i,-4.4834e-05-0.0010043i,0.00014617-0.0010206i,-0.00060536-0.00031916i
0.0019977-0.0012591i,0.0011834-0.0012882i,0.0007019-0.0012055i,0.0006744-0.0011926i,0.00056727-0.000905i,0.00091229+0.00012815i,0.0013346+0.00068561i,0.00084174+6.7297e-05i,0.00055162-9.5395e-05i,0.0003779+0.0002344i,-1.7253e-05+0.0002962i,-8.2048e-06+0.00025227i,0.00059209+0.00032829i,0.0008699+0.00051413i,0.00070591+0.00036743i,0.00079017-0.00016998i,0.001136-0.00097007i,0.00085585-0.0008457i,0.00049838-0.00028515i,0.00066336-0.00078918i,-9.7825e-05-0.00056219i,-0.00066927+4.8159e-05i,-0.00087622+0.00020939i
0.0016634-0.00033364i,0.00079508-0.00090286i,0.00011483-0.0022956i,-0.00048336-0.0014126i,-0.00070686-0.00015125i,-8.3131e-05+0.00024159i,0.0003918+0.00040407i,-0.00030978+0.00024645i,0.0001879+0.00068573i,0.0004425+0.0010419i,0.00020328+0.00088493i,0.000493+0.0011185i,0.00040925+0.00050055i,-0.00034118-5.614e-05i,-0.0010337-1.2289e-05i,-0.0010026-6.3797e-05i,-0.00030142+0.00035554i,0.00040302+7.6891e-05i,-1.0676e-05-0.00010053i,-0.00074924-0.00068022i,-0.00040052-0.0015095i,-0.00039523-0.00099502i,-0.00069872-0.00032732i
-0.00093585+0.0011781i,-0.0015367+0.0010696i,-0.00054955+0.00082144i,0.0011062+0.0010263i,0.0015141+0.00055322i,0.001408+0.00027183i,0.0012574+0.00083555i,0.0010374+0.00089811i,0.0010805+0.00083202i,0.0013447+0.0009032i,0.00089191+0.00072376i,0.00052019+0.00010258i,0.00040571-0.00059225i,2.5889e-05-0.0007353i,-0.00011123-0.0010275i,-3.188e-05-0.0015412i,-0.0001761-0.0015388i,-0.00031006-0.0010659i,-0.00041014-0.00054619i,-0.00082519-0.00023439i,-0.00078631+0.00033674i,0.00019064+0.00091476i,0.00037545+0.0012117i
0.0028832-0.00056944i,0.0027138-0.00032087i,0.0010575-0.0018373i,-0.00057153-0.0012677i,-0.000865+0.00012122i,0.00030948+0.00074737i,0.0006833+0.00084124i,0.00047496+0.00082408i,0.00072383+0.00079925i,0.00074338+0.0011008i,0.00061686+0.00077768i,0.00077088+0.00094587i,0.0011296+0.0010935i,0.001093+5.8732e-05i,0.00066738+5.8516e-05i,0.00052648+0.00015399i,0.00063262-0.00020224i,-0.00015319-0.00033248i,-0.0011868-0.0010457i,-0.00093555-0.0010435i,-0.00061245-0.00060029i,-0.00047727-0.00088105i,3.437e-05-0.00036629i
0.0010839+0.00077154i,0.0017709+0.00025438i,0.001607-0.00060904i,0.0015821-0.0012202i,0.0012506-0.0011735i,0.00079183-0.0010077i,0.00080776+6.621e-05i,0.00056201+0.00087632i,0.00062248+0.00073436i,0.00089534+0.00048961i,0.00014775+0.00021768i,0.00043414+0.00042729i,0.00060878+3.6037e-05i,-0.00061245-0.00042882i,-0.00097422-0.00023909i,-0.00035922-0.00027035i,0.00020204-0.00057641i,0.00058053-0.0005064i,0.00038479-0.00067043i,-0.00018214-0.00081083i,-0.00023493-0.00055235i,-0.00059693+5.5309e-05i,-0.00081804+0.00049899i
-4.981e-05+0.0025615i,-0.00023062+0.0026233i,0.00058946+0.0012887i,0.0011802-0.00062985i,0.0011459-0.0010303i,0.0012512-0.00046528i,0.00080777-0.00023195i,-8.1572e-05-2.3556e-05i,-0.00019723+0.00012429i,0.00042516-0.00067256i,0.00093899-0.0014519i,0.00064028-0.00078478i,0.00016109-0.00028012i,-0.00022872-0.00050224i,-0.00069951-0.00035862i,-0.00049338-0.0003036i,-0.0002027-0.00074251i,0.00054965-0.001365i,0.0012173-0.0011979i,0.00031467-0.00036928i,-0.00035522+6.9252e-05i,0.00031457+0.00018696i,0.00095424+5.7818e-05i
-0.00069448-0.0014443i,-0.00081334-0.0007101i,-1.3273e-05-2.1281e-05i,0.0011837-8.0915e-07i,0.0010631+0.0011231i,0.00065636+0.0020294i,0.00095819+0.0017892i,0.00067479+0.0013477i,-0.00022689+0.00079591i,0.00090405+0.00080964i,0.0016557+0.000969i,0.0010722+0.00085056i,0.00058465+0.00017275i,0.00019739-0.00046618i,4.6779e-05-8.3731e-05i,-0.00039537-5.5959e-06i,-0.00066295-0.00034069i,-0.0010956-0.0010722i,-0.00087578-0.001478i,-0.00026205-0.0012358i,-0.00023397-0.00020507i,-0.00024047+0.0013355i,-9.9259e-06+0.0012565i
-0.00078374+0.00028095i,-0.001905+0.00029152i,-0.0013183+0.00016449i,-0.00072612+0.00014159i,-0.00034684+0.00067285i,0.00033448+0.00088096i,0.0013597-9.8255e-05i,0.0012259+1.2829e-05i,-4.8077e-05+0.000615i,-0.00038083+0.00051644i,0.00046291+0.00062393i,0.00080128+0.00061232i,0.00075609+0.0007313i,0.000811+0.00021028i,-0.00031383-0.00036529i,-0.00082405-0.00086552i,-0.00073115-0.00084844i,-0.0010148-0.00084914i,-0.00045013-0.00039836i,-0.00021862-0.00029852i,-0.00023164-0.0001117i,-0.00079318+0.0004937i,-0.0012622-0.00032316i
-0.0019449+0.00073477i,-0.0013648+0.00099518i,-0.00062624+0.0010482i,0.00070145+0.0015799i,0.0014788+0.0016092i,0.0015779+0.0011911i,0.0016814+0.00032183i,0.0012982-0.00010954i,0.00058955+0.0007497i,0.00023642+0.00091579i,0.00024591-4.6749e-06i,-1.866e-05-0.00034949i,-0.00026092-0.00010328i,-0.0008264-0.00084428i,-0.00039591-0.0017125i,-2.9853e-06-0.001444i,9.1995e-06-0.0012667i,1.1116e-05-0.0014127i,-0.00049676-0.0013951i,-0.0011272-0.0011375i,-0.0011054-0.001234i,-0.00031872-0.00035852i,-0.00021831+0.00033263i
-0.0011257-0.00038631i,-0.00075232+0.00017329i,-0.00015722-0.00069184i,-0.00013196-0.00063549i,-1.1842e-06+0.00010981i,-0.00019425+0.00030455i,-0.00033244+0.00062072i,-0.00015764+0.00067496i,-0.00035266+0.00011009i,0.00018117+0.00011507i,0.00029253+0.00019952i,-0.00065486-0.00030568i,-0.00020389-7.026e-05i,0.00079251-0.00030709i,0.00074855-0.00047772i,0.00070835-0.00047154i,0.00057438-0.00056367i,2.2358e-05-0.00076835i,-0.00067318-0.00082799i,-0.00069822-0.00074265i,-4.4762e-05-0.00074089i,6.4118e-05-0.00073322i,-0.00017984-0.00016301i
0.0005476+0.0040503i,0.00076728+0.0031795i,0.002459+0.0030187i,0.0038685+0.0017628i,0.0036112+0.00061416i,0.0021739-0.00050097i,0.00137-0.0011714i,0.001173-0.00039857i,0.00087258+0.00053134i,0.0014271+0.0002497i,0.0014117-0.0010989i,0.00065909-0.0010314i,-2.5544e-05+0.00014979i,-0.0014223+0.00014623i,-0.0014737-0.00029389i,-0.00025111-0.00038704i,0.00016622-0.00085761i,-0.00045891-0.0013138i,-0.00032355-0.0010573i,0.00080983-0.00062412i,0.00042597+0.00037513i,-0.0011535+0.001075i,-0.00050919+0.00016589i
0.00037058+0.00086355i,0.00047063+0.00105i,0.0014448+0.0004325i,0.0017141-0.00051892i,0.0014814-0.0017297i,0.00039856-0.0012845i,-0.00012354+0.00035577i,0.00067416+0.0010615i,0.0012788+0.00048432i,0.0015919-0.0003665i,0.00135-0.00025761i,0.00036339-0.00013218i,0.00018779+0.00049883i,9.2718e-05+0.00036996i,0.00017693-0.00058756i,0.00022595-0.00098224i,-0.0002271-0.0010672i,0.00018661-0.00088837i,0.0001227-0.00028959i,-5.5742e-05-0.00029018i,0.00041142-0.00024473i,-1.7223e-05+0.0003243i,-0.00013625+0.00026892i
0.0018854-0.0013835i,0.0015627-0.00045382i,0.00080237-0.00041505i,0.0003973+0.00058136i,0.00034581+0.0019427i,0.0010301+0.0020078i,0.0010342+0.0011212i,0.00017209+0.0005499i,-0.00030984+0.00082872i,0.00038305+0.0008425i,0.00090097+0.00071819i,0.00050654-1.5883e-05i,0.0005816-0.00087912i,0.00065309-0.0012207i,3.4501e-05-0.00022311i,0.00018715-5.1976e-05i,0.00016286-0.00094623i,-0.00024048-0.00031686i,-0.0005213+8.2331e-05i,-0.00021172-0.00037124i,-0.00015218-0.00057881i,-0.00042205-0.00087788i,-0.00052907-0.00048709i
-0.0017801-0.0018411i,-0.0019754-0.0017337i,-0.0019249-0.0011263i,-0.001816-0.00097352i,-0.00025117+1.3289e-05i,0.00057097+0.00092403i,0.00030789+0.0007223i,0.00028189+0.000176i,0.00050173+6.8723e-05i,0.0012283+0.00096036i,0.0015124+0.0011138i,0.0011136+0.00055003i,0.00036295-9.5586e-05i,0.00012345-0.0011894i,0.00040793-0.0010916i,0.00054663-0.000423i,0.00036132+2.5999e-05i,-0.00041432+0.00070951i,-0.0003634+0.00053834i,-0.00037277-0.00020844i,-0.00055211-0.00083115i,-0.00028909-0.0005753i,0.00031133+0.0001271i
7.1845e-05+0.00086973i,0.0012725+0.00044289i,0.0020213+0.00032373i,0.0010701+0.00041694i,0.00072233+0.00059814i,0.00069816+0.00051032i,0.00033454+0.00090904i,0.00019746+0.0011345i,0.00054152+0.00086191i,0.00023582+0.00037537i,0.00020139-0.00036153i,0.00033829-0.00059114i,-0.00041122-0.00062692i,-0.001215-0.00089415i,-0.0010412-0.00046662i,-0.00098755+0.00029276i,-0.0007315+2.1909e-06i,-1.2137e-05-0.00053606i,-0.00013953-0.00089391i,0.00039827-0.00090008i,0.00061242-0.00091579i,0.0002145-0.00041774i,-4.0402e-05+0.00049641i
0.0015546+0.00084822i,0.0025055-5.2468e-05i,0.0031677-0.00054988i,0.0027274-0.00084305i,0.0021178-0.0020068i,0.0014115-0.0012681i,0.00015121+0.00023239i,0.00019155+0.00081696i,0.0014957+0.0013319i,0.0017141+0.00037357i,0.0012223-0.0012601i,-0.0001274-0.0012273i,-0.0010538-0.00094527i,-0.00062814+0.00029569i,-0.00033467+0.0011001i,-0.00067857-0.00014083i,-0.0010685-0.00072057i,-0.00044871-0.00041174i,0.00042692-0.00043743i,9.1079e-05-0.00044682i,-0.00010376-0.00043975i,0.00070746-0.00027141i,0.00062977-0.00022282i
-0.0014002-7.1224e-05i,-0.001484+6.4736e-05i,-1.9014e-05+0.0002737i,0.00028624+0.0011104i,-0.00029691+0.0017038i,-7.5086e-05+0.0016491i,-7.0151e-05+0.0013815i,0.00012768+0.00039139i,0.00052726-0.00016336i,0.0011078-0.00035044i,0.0010922-0.00054094i,0.00024643-0.00067571i,-0.00052055-0.00051388i,-0.0011086-1.2367e-05i,-0.0013623-0.00057845i,-0.0013346-0.00067611i,-0.0013945-0.00022344i,-0.00071119-0.00045256i,-0.00043037-0.00099503i,-0.00060839-0.00073595i,-0.00022286-0.00013188i,0.00031937+0.00032764i,0.0004417+0.00067007i
0.00052444+0.00063336i,0.00043975+0.001319i,0.00072279+0.00055629i,0.0017899-0.00074264i,0.0014833-0.0012497i,0.00069724-0.00017585i,0.00055202+0.00027975i,0.00014181-0.00017288i,0.00052163-9.079e-05i,0.0011091-0.00066697i,0.00080291-0.0011917i,5.561e-05-0.00097128i,0.00024671-0.00023558i,3.8242e-05+0.00059349i,-0.0011502+0.00090675i,-0.0011094+0.00084569i,-0.00027163-8.8158e-05i,0.00013841-0.0012276i,9.2002e-05-0.0013704i,0.00047821-0.0010571i,0.00058211-0.00073747i,0.00024203+7.3452e-05i,0.00066994+5.5329e-05i
5.5352e-05+0.0015521i,0.00023191+0.00077911i,0.00015893+0.0010833i,0.00026805+0.00040438i,0.00080954-0.00028896i,0.00048354+0.00016133i,0.00054751+0.00027478i,0.00115+0.00032876i,0.00079013+0.00069906i,0.00065622+0.0007692i,0.00061281+0.0004065i,-9.44e-05+0.00024189i,-0.00013615+0.00079901i,-1.4113e-05+0.00095797i,-0.00013019+0.00038303i,-0.00062595-0.00016581i,-0.00074029-0.0007304i,-0.00028224-0.00029222i,0.0002039+3.703e-05i,0.00063692-3.7199e-05i,0.0004193+1.4393e-05i,-0.00055817+7.4855e-05i,-0.00084888+0.00066715i
-0.0002126+0.0017803i,-0.00029169+0.0013481i,0.00083722+0.0016183i,0.0014593+0.0013766i,0.0015752+0.00032028i,0.0011946-0.00020619i,0.00066381+0.00010442i,0.00057149+0.00036441i,0.00098672+0.00069353i,0.00079555+0.00018814i,0.00064587-0.00077629i,0.00043431-0.00089931i,0.00053944-0.00090785i,0.00035393-0.00066798i,0.00023239+9.9932e-05i,0.00011297+0.00052504i,-0.00093386-5.4891e-05i,-0.0009092-0.00087424i,-0.00022309-0.00093265i,-0.00053548-0.000692i,-0.00081656-0.00026521i,-0.00060741+0.00032154i,-0.0001014+4.3894e-05i
-0.0010494+0.0019869i,-0.00015236+0.00072522i,-0.00028106+0.00066626i,0.00024784+0.0014699i,0.0010656+0.0018078i,0.0012907+0.0010105i,0.0015032+0.00028484i,0.0011621+0.00053273i,0.00095555+0.00045264i,0.0010559-7.6255e-05i,0.0011965-0.00046218i,0.0011183-0.00083901i,0.00022677-0.00044888i,-0.00085181-6.6868e-05i,-0.0015978-0.00071186i,-0.0013745-0.00094304i,-0.00047626-8.5017e-05i,-1.9847e-05+0.00034475i,0.00025966+0.00011674i,0.00011434+0.00029034i,-0.00031629+0.00014863i,-0.0015376-4.843e-05i,-0.0016532+4.62e-05i
0.0016345-0.00038827i,0.0011418-0.0003526i,0.00082393-0.00082803i,-1.3887e-05-0.00036294i,1.4911e-05+5.5924e-05i,0.00048398+0.00053917i,0.00037893+0.00027252i,0.00019231-8.9776e-05i,0.00033718+0.0007062i,0.00032762+0.00048987i,0.00023638-0.00016789i,0.00037722+6.1386e-05i,-0.0003439+6.7175e-05i,-0.00089743-0.00038644i,-0.00073695-0.00031737i,-0.00077043+0.00067824i,-0.00086638+0.00079809i,-0.00077657-0.00051837i,-0.0012162-0.0010052i,-0.00036031-0.00026186i,0.00039246+9.1132e-05i,-7.185e-05-9.0484e-05i,8.5319e-05-0.00028133i
0.00040018-0.0015539i,3.2221e-05-0.00095653i,-0.00088461-0.0011117i,-0.00059864-0.0012587i,0.00052082-0.00079402i,0.00071204+0.00033158i,0.00048583+0.00081798i,0.00085326+0.00060354i,0.00098838+0.00011733i,0.0011498-0.00017404i,0.0011239+0.00038165i,8.3214e-06+0.00037406i,-0.00056329-0.00039678i,-0.00032409-0.00064808i,-0.00047219-0.00050652i,-0.00052339-0.00095668i,-0.00038309-0.0015162i,9.4556e-05-0.001614i,0.00048593-0.00068852i,2.5744e-05-0.00067482i,-0.0005483-0.00068665i,-0.0006398+6.2796e-05i,-0.00069626+0.00048733i
-0.003583+0.00099284i,-0.0023302+0.0014878i,-0.00044062+0.0023216i,0.00012632+0.0028734i,-4.7729e-05+0.0024302i,0.00073424+0.0017529i,0.0012528+0.00078365i,0.00092638+0.00073709i,0.00065942+0.0010621i,0.0015259+0.00042224i,0.0014053-0.00021469i,0.00025207-0.00068614i,-0.00056432-0.00097631i,-0.0012521-0.0011518i,-0.001233-0.00075478i,-0.00049044-0.0002384i,-0.00022078-0.0002933i,1.0381e-05-0.0012161i,0.00015012-0.0016412i,0.00013219-0.00097394i,0.00017948+7.9441e-05i,-0.00013346+0.00024554i,-0.00069128+0.00010367i
