-0.0042364+0.0011756i,-0.0025543-1.9457e-05i,-0.0036656-0.00010769i,-0.003389+0.0013201i,-0.0024369+0.0026303i,-0.0016746+0.0023452i,-0.00074884+0.0023482i,-5.2234e-05+0.0020034i,0.00015817+0.0012595i,0.00081524+0.00048917i,0.0018686-0.0001597i,0.0013785-0.0003189i,3.1355e-05-0.00028955i,-0.00044856-0.0004907i,-0.00071767-0.0010705i,-0.00085294-0.00089653i,-0.00020845-0.00075572i,-6.3947e-05-0.00066596i,4.5344e-05-0.00021963i,0.00049167-4.6811e-06i,-0.00048683-0.00041686i,-0.00095303-0.00071242i,-0.00056861-0.00033077i
0.016995+0.009783i,0.06242+0.026376i,0.14471+0.039984i,0.21319+0.019733i,0.21294-0.028057i,0.15569-0.063298i,0.090791-0.067219i,0.045282-0.04818i,0.021615-0.023391i,0.010042-0.0093646i,0.0073532-0.0057326i,0.011633-0.0080075i,0.0083058-0.011496i,-0.0043861-0.0015521i,-0.0097796+0.025505i,-0.0061111+0.056889i,-0.0076674+0.079651i,-0.01493+0.081417i,-0.017776+0.058946i,-0.016469+0.031005i,-0.014676+0.015763i,-0.01011+0.0087369i,-0.0065572-0.00027642i
-0.014324-0.011389i,-0.053593-0.040248i,-0.12397-0.0791i,-0.18823-0.090762i,-0.19686-0.061874i,-0.14692-0.016794i,-0.079598+0.015534i,-0.027482+0.017474i,0.0015441-0.0060212i,0.009195-0.026673i,0.0018242-0.032882i,-0.011497-0.026013i,-0.014893-0.010021i,-0.002693-0.0025772i,0.015116-0.013108i,0.0323-0.032189i,0.050911-0.046033i,0.061417-0.045736i,0.050943-0.032073i,0.032545-0.01568i,0.022492-0.0072861i,0.012506-0.0040036i,0.0016745+0.0040138i
0.0063318+0.014142i,0.036371+0.05234i,0.090831+0.11327i,0.1459+0.15356i,0.1632+0.14705i,0.13711+0.10856i,0.094217+0.060251i,0.052853+0.026851i,0.026656+0.017465i,0.023476+0.015932i,0.028716+0.014953i,0.030572+0.016179i,0.023701+0.0095409i,0.0055511-0.0038377i,-0.019842-0.0097097i,-0.046501-0.0081704i,-0.069326-0.010972i,-0.075232-0.01828i,-0.056062-0.020801i,-0.029675-0.017736i,-0.016151-0.012498i,-0.0085302-0.0053396i,0.0017229-0.0038566i
-0.0015239-0.019456i,-0.022084-0.062601i,-0.056772-0.13553i,-0.088227-0.19i,-0.094621-0.19405i,-0.08496-0.15859i,-0.076889-0.098311i,-0.050699-0.036137i,-0.014557-0.0035693i,-0.0009132+0.002462i,-0.0034608+0.001316i,-0.0082412-0.003157i,-0.010878-0.0038113i,-0.0067701+0.0052463i,0.0046277+0.018489i,0.020983+0.035132i,0.03265+0.054162i,0.032051+0.06344i,0.020948+0.05063i,0.008615+0.029076i,0.0047943+0.017574i,0.0072057+0.0097245i,0.0052069-0.00025301i
-0.0010016+0.017588i,0.005493+0.063876i,0.015197+0.14038i,0.019693+0.19541i,0.0044774+0.19189i,-0.011299+0.15365i,0.0011922+0.095556i,0.0071798+0.029519i,-0.011671-0.0038178i,-0.024936+0.0013226i,-0.025002+0.016376i,-0.017771+0.023634i,-0.0061409+0.019387i,0.002518+0.0075055i,0.0062856-0.0082619i,0.0087948-0.029269i,0.013793-0.052243i,0.017923-0.062646i,0.013018-0.050402i,0.004791-0.029346i,-0.00096845-0.018271i,-0.0077887-0.012621i,-0.010229-0.0013092i
0.00023661-0.01715i,0.0060123-0.059711i,0.019066-0.13044i,0.041682-0.17588i,0.078256-0.15658i,0.10394-0.11715i,0.073247-0.084912i,0.020953-0.040258i,0.0014031-0.006746i,0.00096972-0.0078147i,0.002245-0.02299i,0.005228-0.029049i,0.004298-0.02356i,-0.0030153-0.014286i,-0.015278-0.0041005i,-0.031604+0.0080391i,-0.051436+0.018631i,-0.063197+0.021813i,-0.052423+0.017576i,-0.029596+0.010598i,-0.0161+0.0091082i,-0.0071792+0.013348i,0.0036585+0.013853i
0.0014789+0.018562i,-0.013852+0.0567i,-0.04197+0.11438i,-0.074664+0.13813i,-0.10448+0.096783i,-0.11946+0.052706i,-0.08173+0.046138i,-0.01303+0.035436i,0.024945+0.0097812i,0.026364-0.0030428i,0.015127-0.0041562i,0.0016886-0.0027623i,-0.0069216+0.0014972i,-0.0067108+0.0068486i,0.0035811+0.013129i,0.023673+0.018806i,0.044771+0.023246i,0.053939+0.025784i,0.044726+0.019307i,0.028352+0.0084239i,0.020753-0.00011904i,0.01628-0.010521i,0.0062495-0.019132i
0.0059789-0.013525i,0.030031-0.04559i,0.069268-0.089679i,0.099007-0.095958i,0.111-0.035502i,0.10836+0.019631i,0.072849+0.012281i,0.019414-0.0099429i,-0.0057065-0.0074766i,0.0057557-0.0024841i,0.021833-0.0012832i,0.02511+0.0022646i,0.019906+0.0028641i,0.014028-0.002697i,0.0090453-0.0158i,0.00052399-0.03372i,-0.0098699-0.051298i,-0.013383-0.060031i,-0.0099825-0.049368i,-0.0080505-0.027878i,-0.010816-0.010881i,-0.01552+0.0034606i,-0.014125+0.015536i
-0.012159+0.010003i,-0.042484+0.033394i,-0.08661+0.066525i,-0.10368+0.06042i,-0.083047-0.01246i,-0.0625-0.075015i,-0.047546-0.057968i,-0.022921-0.0095586i,-0.0054058+0.008623i,-0.010225+0.0073061i,-0.018622+0.0067959i,-0.017149+0.0035326i,-0.011091-0.0037978i,-0.011743-0.0065759i,-0.020844+0.0027201i,-0.029492+0.021628i,-0.036295+0.04045i,-0.039241+0.04728i,-0.030166+0.036485i,-0.014291+0.020409i,-0.00054273+0.013418i,0.01248+0.010823i,0.022515+0.0018612i
0.01556-0.00447i,0.050044-0.020012i,0.096593-0.040079i,0.10181-0.032519i,0.05019+0.026066i,0.011784+0.075843i,0.01819+0.053951i,0.022045-0.00048633i,0.010007-0.02368i,0.0037214-0.015184i,0.00072862-0.0026243i,-0.0029051+0.0062736i,-0.0042941+0.012881i,-3.6803e-05+0.01736i,0.014066+0.017845i,0.032675+0.011353i,0.048735+0.0020814i,0.054056-0.003993i,0.04003-0.0053349i,0.017397-0.0060614i,0.0027593-0.011118i,-0.0078505-0.016846i,-0.020607-0.01552i
-0.01399+0.00068146i,-0.049121+0.0081991i,-0.094501+0.017524i,-0.090531+0.016337i,-0.016246-0.01161i,0.039265-0.0419i,0.020826-0.031311i,-0.0076243+0.0047906i,-0.01067+0.016833i,-0.0082549+0.0029944i,-0.0043935-0.010217i,0.0020877-0.013125i,0.0083477-0.011497i,0.0080897-0.01391i,-0.0043588-0.021838i,-0.023126-0.030362i,-0.038831-0.038587i,-0.044523-0.04052i,-0.03485-0.02786i,-0.017511-0.010148i,-0.0076021+0.0028439i,-0.0023318+0.014814i,0.0060942+0.023418i
0.01064+0.00021861i,0.04362+0.0034272i,0.088066+0.0053156i,0.087735-0.0019676i,0.01544-0.0087345i,-0.04658+0.0012907i,-0.030782+0.014904i,0.0089274+0.013574i,0.021619+0.011415i,0.020077+0.014202i,0.014224+0.010995i,0.002849+0.0036027i,-0.0092159-0.00097579i,-0.016904+0.0027107i,-0.016111+0.017896i,-0.0098194+0.036793i,-0.0039755+0.051827i,-0.0015401+0.055412i,0.00030078+0.040033i,0.0031492+0.016907i,0.0073487+0.0021104i,0.012602-0.0077173i,0.013609-0.018986i
-0.01112-0.005544i,-0.042393-0.015039i,-0.084832-0.024131i,-0.087194-0.0090313i,-0.026041+0.025336i,0.032508+0.032725i,0.025699+0.0010818i,-0.0093311-0.022272i,-0.015203-0.022544i,-0.00028453-0.019434i,0.0085589-0.011073i,0.0088276+0.00080965i,0.0092158+0.0074045i,0.015297+0.0056821i,0.024305-0.0055011i,0.032043-0.021618i,0.038891-0.03591i,0.041169-0.040878i,0.028844-0.031489i,0.0088707-0.015413i,-0.0053502-0.0047733i,-0.014617+0.001504i,-0.019962+0.0086296i
0.0089208+0.0044537i,0.033648+0.020429i,0.070818+0.039721i,0.086899+0.026702i,0.055664-0.026789i,0.010742-0.058685i,-0.0020734-0.030204i,0.0076516+0.0059793i,0.0048807+0.0093365i,-0.0081553+0.0022942i,-0.011718-0.0014594i,-0.0064253-0.0066929i,-0.001643-0.013408i,-0.0061733-0.017236i,-0.019434-0.012864i,-0.035321-0.0057592i,-0.050409-0.003453i,-0.054541-0.0037868i,-0.039601-0.0033523i,-0.017339-0.0024368i,-0.0029726+0.00019924i,0.0053141+0.0053807i,0.013417+0.0082585i
-0.0067144-0.0044914i,-0.026751-0.025323i,-0.056315-0.053588i,-0.080008-0.049783i,-0.076327+0.0057389i,-0.042272+0.048994i,-0.0034253+0.028053i,0.014975-0.0086805i,0.018341-0.013596i,0.016763-0.0045945i,0.0087368+0.00060633i,-0.00047353+0.0045383i,-0.0076499+0.0085182i,-0.0094783+0.014811i,-0.001683+0.022899i,0.012904+0.030884i,0.02698+0.037883i,0.030752+0.038333i,0.020279+0.026462i,0.005998+0.0096541i,-0.0013603-0.0017163i,-0.0044957-0.0091492i,-0.0078564-0.014211i
0.0071903+0.002002i,0.018549+0.024986i,0.03941+0.061386i,0.068958+0.0748i,0.090536+0.034235i,0.071865-0.010512i,0.018163-0.0071177i,-0.016626+0.012562i,-0.019917+0.010922i,-0.014635-0.00094878i,-0.0053135-0.0054111i,0.0059166-0.0042746i,0.014429-0.0027171i,0.017884-0.0055601i,0.013871-0.015384i,0.0074234-0.029538i,0.0033474-0.043957i,0.0010222-0.048243i,0.0005953-0.033119i,0.002129-0.011315i,0.0032612+0.0018711i,0.00178+0.0076486i,-0.0012976+0.010876i
-0.0025592-0.0072523i,-0.0090959-0.030747i,-0.018623-0.071134i,-0.041835-0.099052i,-0.076715-0.077338i,-0.074333-0.028831i,-0.023011-0.0015146i,0.014028+0.0047074i,0.016079+0.012515i,0.010586+0.018255i,0.0047641+0.012378i,-0.0038896+0.0028888i,-0.010448-0.0037273i,-0.014225-0.005684i,-0.018271-0.00069631i,-0.025827+0.011502i,-0.035921+0.024971i,-0.038187+0.027574i,-0.02703+0.01635i,-0.01293+0.0037439i,-0.0042429-0.0030227i,0.0018088-0.0045527i,0.0086502-0.003074i
0.0028984+0.0078134i,0.0023631+0.030226i,-0.00061091+0.070268i,0.010177+0.10722i,0.04466+0.10497i,0.059822+0.058636i,0.026279+0.0029388i,-0.0045113-0.024215i,-0.00044722-0.027968i,0.010796-0.026082i,0.010644-0.014704i,0.0050028+0.00085924i,0.00081189+0.012001i,0.0022685+0.019098i,0.011267+0.019708i,0.025796+0.015003i,0.039485+0.009837i,0.042334+0.0063897i,0.029297+0.004393i,0.011003+0.003758i,-0.00028526+0.0034678i,-0.0050633+0.0025382i,-0.0068359-0.00099973i
6.9158e-05-0.0094944i,0.0069867-0.027441i,0.024127-0.063811i,0.033954-0.1054i,0.012172-0.12141i,-0.017208-0.087024i,-0.016095-0.021311i,-0.0013708+0.017396i,-0.0038998+0.017392i,-0.011899+0.0092955i,-0.0094932+0.0030585i,-0.0022416-0.0030082i,0.0053724-0.010722i,0.0070413-0.019296i,0.00087871-0.024289i,-0.0092781-0.027764i,-0.020163-0.03359i,-0.023663-0.036507i,-0.016409-0.029331i,-0.0057831-0.017277i,0.00084384-0.0088769i,0.0017907-0.0038188i,-0.00030553+0.0025695i
-2.195e-05+0.0018581i,-0.012021+0.015989i,-0.039584+0.041644i,-0.069856+0.076783i,-0.066441+0.1034i,-0.025174+0.089616i,0.010488+0.03408i,0.018488-0.0064145i,0.020769-0.0074431i,0.021858-0.0020106i,0.012779-0.0016049i,0.00055939-0.00028429i,-0.010843+7.7675e-05i,-0.020972+0.0023164i,-0.02436+0.01004i,-0.020686+0.022596i,-0.015651+0.035612i,-0.012972+0.038906i,-0.010923+0.028412i,-0.0088384+0.013201i,-0.0076509+0.0035936i,-0.0061899+0.00011458i,-0.00082443-0.0023198i
0.0044058-0.006243i,0.016279-0.014423i,0.049613-0.026105i,0.095349-0.041916i,0.11139-0.065109i,0.068193-0.07103i,0.0036839-0.037595i,-0.026245-0.0045667i,-0.02797-0.0028776i,-0.024633-0.0070054i,-0.015772-0.0035626i,-0.0030211+0.00091849i,0.010117+0.0070558i,0.021683+0.0098724i,0.028228+0.0042462i,0.030852-0.0067027i,0.033118-0.017745i,0.032436-0.020694i,0.023446-0.013316i,0.011579-0.0035752i,0.0046106+0.0034991i,0.002919+0.0064994i,0.00067108+0.0044894i
-0.004834+0.0065242i,-0.01606+0.0081161i,-0.047073+0.0023767i,-0.095649-0.0065865i,-0.12608+0.0067073i,-0.091306+0.033511i,-0.017422+0.033856i,0.020359+0.019164i,0.020753+0.018129i,0.018702+0.017712i,0.014581+0.0066487i,0.0056046-0.0046108i,-0.0023924-0.012948i,-0.0097233-0.018522i,-0.018441-0.018859i,-0.02924-0.015196i,-0.039209-0.01187i,-0.039724-0.010609i,-0.028582-0.0072029i,-0.014193-0.0034452i,-0.0048554-0.0039526i,-0.0011974-0.0055094i,0.00075816-0.0027905i
-0.0010031+0.0010454i,0.0090836+0.0042855i,0.03424+0.026189i,0.080813+0.05924i,0.12465+0.059359i,0.10969+0.013369i,0.044532-0.025599i,0.0052992-0.031298i,0.0051197-0.029412i,0.0058167-0.027324i,9.3279e-07-0.014807i,-0.0032841+0.0012783i,-0.0061714+0.014254i,-0.0065641+0.024138i,-0.00077115+0.030345i,0.00838+0.03286i,0.016827+0.035745i,0.019828+0.034682i,0.015403+0.023253i,0.0073028+0.0088653i,-0.00035779+0.0012542i,-0.0050706+0.00211i,-0.0053283+0.0031389i
-9.9881e-05-0.00141i,-0.0046139-0.0068283i,-0.015513-0.036731i,-0.042818-0.0887i,-0.082515-0.10825i,-0.090446-0.061311i,-0.052777+0.0021801i,-0.01904+0.025885i,-0.0122+0.022915i,-0.0061782+0.018749i,0.005566+0.012924i,0.012085+0.0052375i,0.01508-0.0039217i,0.016455-0.014351i,0.014929-0.022468i,0.012038-0.030193i,0.0096779-0.039456i,0.0079066-0.041438i,0.0039524-0.031205i,-0.00038336-0.01603i,0.0011941-0.0050725i,0.0075456+4.1889e-06i,0.0093016+0.00076044i
-0.0084413-6.6614e-05i,-0.0091197+0.0081137i,-0.012094+0.04408i,-0.0048685+0.10619i,0.02585+0.1403i,0.056612+0.10047i,0.053677+0.027869i,0.033295-0.0074268i,0.023769-0.0092032i,0.015878-0.011396i,0.0012559-0.014231i,-0.010896-0.011428i,-0.018795-0.0079577i,-0.02522-0.0057752i,-0.029131+0.00025853i,-0.030662+0.010594i,-0.033324+0.019432i,-0.032137+0.021105i,-0.020058+0.015134i,-0.0063647+0.0065567i,-0.0020755-0.0014861i,-0.0058798-0.0059771i,-0.0086567-0.0055567i
0.0019786-0.0030521i,0.0058752-0.0075421i,0.025527-0.034389i,0.050838-0.091053i,0.045218-0.13551i,0.0013992-0.11791i,-0.033562-0.057445i,-0.035804-0.01738i,-0.029248-0.0073799i,-0.022068+0.0026588i,-0.009428+0.011322i,0.0026534+0.01095i,0.010787+0.0098127i,0.016053+0.010038i,0.019895+0.0089237i,0.025197+0.0072924i,0.031348+0.0051025i,0.030264+0.0021495i,0.017602-0.00092933i,0.002403-0.0020324i,-0.0053662+0.0024012i,-0.0047725+0.011271i,-0.0003831+0.01629i
-0.00088354-0.005706i,-0.0092275-0.0045691i,-0.043907+0.010527i,-0.093768+0.053531i,-0.10775+0.10249i,-0.057096+0.11207i,0.0040413+0.07518i,0.023837+0.037331i,0.022657+0.020949i,0.020798+0.005385i,0.014965-0.011301i,0.0076764-0.018619i,0.0029519-0.019856i,-0.00043296-0.020267i,-0.0056167-0.021155i,-0.013778-0.02305i,-0.022084-0.024901i,-0.023416-0.022866i,-0.016221-0.012459i,-0.0064397-0.00021629i,0.0025975+0.0015858i,0.0083545-0.0066631i,0.0090714-0.014256i
-0.00052034+0.00062048i,0.01021+0.0052514i,0.048913+0.0082238i,0.11429-0.0086494i,0.15272-0.04647i,0.11314-0.076495i,0.043376-0.070287i,0.010404-0.044785i,0.0035076-0.02738i,-0.0043129-0.012538i,-0.0094597+0.0038724i,-0.0081123+0.014882i,-0.0065651+0.01821i,-0.007344+0.018463i,-0.0071777+0.020585i,-0.0046458+0.025012i,-0.0015713+0.030308i,0.00070091+0.028574i,0.0031164+0.015201i,0.0029504+0.0010937i,-0.0037025-0.0051758i,-0.013521-0.0032579i,-0.020367+0.0021921i
0.002703-0.00426i,-0.0069803-0.013547i,-0.042466-0.034342i,-0.11075-0.04858i,-0.16164-0.028683i,-0.13749+0.015818i,-0.073018+0.038886i,-0.032165+0.032957i,-0.012623+0.022687i,0.0046336+0.012331i,0.014968+0.0018902i,0.015083-0.0021355i,0.012976-0.0019211i,0.01374-0.0022161i,0.015779-0.0037484i,0.018498-0.0087585i,0.020311-0.016465i,0.017518-0.018251i,0.0086576-0.011419i,0.00045429-0.0021486i,0.0011994+0.0060024i,0.010639+0.011984i,0.019727+0.013742i
0.00040257+0.0018905i,0.0056939+0.016547i,0.030705+0.052266i,0.087219+0.094685i,0.14086+0.099011i,0.13684+0.053001i,0.088876+0.0057433i,0.047136-0.010503i,0.022515-0.011689i,0.0026-0.011784i,-0.012755-0.0085004i,-0.017682-0.0039246i,-0.016666-0.0036431i,-0.017151-0.0071674i,-0.020163-0.0086764i,-0.024788-0.006329i,-0.028864-0.003361i,-0.026227-0.0024589i,-0.013959-0.0023941i,-0.00052616-0.0022965i,0.005056-0.0064733i,0.002093-0.015757i,-0.0052851-0.022339i
-0.00032851-0.0046097i,-0.00072504-0.021531i,-0.011937-0.067025i,-0.045985-0.12972i,-0.087584-0.15369i,-0.097678-0.11275i,-0.075802-0.053993i,-0.046987-0.020671i,-0.024724-0.0057841i,-0.0064977+0.0051721i,0.0070789+0.0088984i,0.011357+0.005333i,0.0082279+0.0043983i,0.0039254+0.0086082i,0.0031819+0.013096i,0.0074142+0.016317i,0.012943+0.018083i,0.012032+0.015038i,0.0034926+0.0064294i,-0.0048917-0.00069202i,-0.010264+0.00066008i,-0.013632+0.01065i,-0.013145+0.021347i
-0.00086812+0.0061313i,-0.0058963+0.023551i,-0.012393+0.071624i,-0.005131+0.14214i,0.019368+0.17808i,0.040899+0.1469i,0.044512+0.087241i,0.033962+0.043044i,0.021316+0.017566i,0.010317-0.0011695i,0.0011863-0.011795i,-0.0019151-0.012543i,0.0014576-0.010961i,0.0057199-0.011988i,0.0078893-0.015361i,0.006236-0.020336i,0.0015835-0.023991i,3.6476e-05-0.020473i,0.00068537-0.010692i,0.0011868-0.00092668i,0.0045995+0.0027848i,0.012872-0.00092848i,0.021195-0.0077983i
0.0027269-0.0030091i,0.015296-0.019271i,0.042669-0.063601i,0.066075-0.13069i,0.064744-0.16881i,0.038328-0.14746i,0.0099226-0.096283i,-0.000525-0.051306i,-0.00045906-0.022925i,-0.00060073-0.0054776i,9.0106e-05+0.0064659i,0.0001919+0.01171i,-0.0038836+0.011515i,-0.010516+0.0094036i,-0.014581+0.0090422i,-0.016353+0.012883i,-0.017045+0.016991i,-0.015504+0.014501i,-0.0098776+0.0070632i,-0.0029192+0.00012086i,-0.0024805-0.0052518i,-0.011038-0.0084899i,-0.020536-0.0092322i
-0.0067712+0.009161i,-0.022523+0.020527i,-0.060365+0.053586i,-0.10617+0.10138i,-0.12424+0.12664i,-0.097596+0.11152i,-0.054456+0.076775i,-0.02502+0.043795i,-0.0089869+0.019523i,0.0018727+0.0022267i,0.0057614-0.0073607i,0.0029006-0.0071168i,0.0026814-0.00078422i,0.0068979+0.0049354i,0.011579+0.0073529i,0.017928+0.0061168i,0.023216+0.0022468i,0.019969+0.00061646i,0.010159+0.0017319i,0.0018567+0.0025978i,-0.00066696+0.005014i,0.0021277+0.012738i,0.0058712+0.021925i
0.0064832-0.0007897i,0.026691-0.0056953i,0.075554-0.023819i,0.1381-0.049233i,0.16892-0.060519i,0.14256-0.05441i,0.089664-0.040848i,0.046909-0.025261i,0.021277-0.012052i,0.0064712-0.0043411i,-0.0014039-0.00046476i,-0.0033775-0.00072705i,-0.0041264-0.006335i,-0.0070203-0.013166i,-0.011485-0.017036i,-0.016916-0.017263i,-0.02081-0.0175i,-0.018362-0.018145i,-0.009834-0.013677i,-0.0014251-0.0059366i,0.0027937-0.0036401i,0.0064045-0.0086886i,0.010419-0.016696i
-0.0053723-0.00024812i,-0.027569-0.00021626i,-0.078483-0.0018886i,-0.14099-0.0042837i,-0.16927-0.011212i,-0.14076-0.015118i,-0.089926-0.009241i,-0.047602-0.0044773i,-0.019108-0.0033498i,-0.00437-0.00022061i,0.0022261-5.9295e-05i,0.0032338-0.003222i,-8.2856e-05-0.0019565i,-0.0031296+0.0049529i,-0.0036208+0.012516i,-0.00061565+0.017858i,0.0024526+0.021667i,0.0014391+0.020957i,-0.00055987+0.012319i,-0.0013904+0.0028323i,-0.0028124-0.00043852i,-0.0083304+0.0012404i,-0.016536+0.0045265i
0.0036044+0.00098841i,0.025933+0.0085221i,0.071547+0.027351i,0.12487+0.054381i,0.14363+0.076619i,0.11333+0.074527i,0.070694+0.05065i,0.038042+0.028058i,0.017206+0.015922i,0.0066124+0.0072825i,0.0010182+0.0024856i,0.0014899+0.0032127i,0.0069576+0.0017367i,0.011867-0.0043054i,0.013634-0.010363i,0.012402-0.016019i,0.011695-0.020085i,0.011978-0.017888i,0.0093343-0.010766i,0.0033543-0.0040866i,-0.00029891+6.6734e-06i,0.0044995+0.0044136i,0.013366+0.0095928i
-0.0080799-0.0073532i,-0.025645-0.019246i,-0.061661-0.047858i,-0.095958-0.089271i,-0.093313-0.11682i,-0.058077-0.10835i,-0.028738-0.073225i,-0.01191-0.038183i,-0.0019184-0.018507i,-9.1187e-05-0.0091051i,-0.00049735-0.0027841i,-0.0016019-0.00088857i,-0.0056821-0.0006418i,-0.010647+0.00098942i,-0.014324+0.0030757i,-0.017035+0.0063597i,-0.019183+0.0072966i,-0.01878+0.0036071i,-0.013681+6.5329e-05i,-0.0073819-0.00038434i,-0.0029517-0.0004302i,-0.0012268-0.0050267i,-0.0015666-0.014216i
0.0036936+0.0029974i,0.015402+0.02052i,0.037587+0.05937i,0.052354+0.1076i,0.035275+0.13086i,0.0041906+0.11245i,-0.0074272+0.071847i,-0.0082379+0.034622i,-0.0078784+0.014093i,-0.0022113+0.0048949i,0.0011159-0.00040108i,-0.0014485+0.00077567i,-0.0019253+0.0049915i,0.0024818+0.0087226i,0.0073566+0.0092364i,0.012217+0.0074334i,0.016664+0.0066982i,0.015843+0.006188i,0.0092113+0.0039962i,0.0035644+0.0012448i,0.00097105-0.00066867i,-0.0034739+0.0013474i,-0.010372+0.0085261i
-0.0037551-0.007636i,-0.011975-0.026827i,-0.020774-0.066947i,-0.013451-0.10986i,0.019527-0.11762i,0.047038-0.088497i,0.041909-0.051352i,0.026113-0.021931i,0.017513-0.0078489i,0.010538-0.0053443i,0.0064308-0.0044692i,0.0064599-0.0053124i,0.0036915-0.010265i,-0.0011334-0.014777i,-0.0053701-0.015641i,-0.0097188-0.014655i,-0.011606-0.014663i,-0.0088456-0.015261i,-0.0046971-0.012272i,-0.0030165-0.0072101i,-0.003156-0.0026709i,0.0018235+0.0014498i,0.011764+0.0035857i
0.0060171+0.0054141i,0.0079302+0.024563i,0.0049321+0.060387i,-0.016471+0.090782i,-0.05391+0.081307i,-0.07235+0.045739i,-0.053678+0.018913i,-0.02832+0.0020109i,-0.016473-0.0042576i,-0.0093916+0.0008042i,-0.0041083+0.0036023i,-0.0035401+0.0030511i,-0.0045891+0.0039662i,-0.0057896+0.0062273i,-0.0054993+0.0092197i,-0.003512+0.012777i,-0.0043271+0.015979i,-0.0061015+0.015871i,-0.0050038+0.011559i,-0.0011514+0.0066135i,0.0026511+0.003431i,0.0018749-0.0011531i,-0.0040335-0.0086309i
0.0030067-0.0051404i,0.0058307-0.023946i,0.019081-0.055436i,0.045183-0.072916i,0.072846-0.046265i,0.076936-0.0054445i,0.051643+0.011293i,0.024644+0.014536i,0.013637+0.013124i,0.0091701+0.0043111i,0.00433-0.00010469i,0.0037042+0.002596i,0.0081497+0.0033528i,0.011409+0.00059142i,0.010544-0.0036904i,0.0093219-0.0076003i,0.01025-0.0098316i,0.0096094-0.0092114i,0.007044-0.0065317i,0.0048877-0.0055795i,0.0016137-0.0060154i,-0.001907-0.00074054i,-0.0040676+0.010401i
0.0012818+0.0060591i,-0.005594+0.0207i,-0.023864+0.043892i,-0.048521+0.045878i,-0.062424+0.0068972i,-0.05258-0.031796i,-0.027335-0.034251i,-0.0060164-0.024445i,-0.00047756-0.019101i,-0.0041336-0.011383i,-0.0064326-0.0063566i,-0.0085892-0.005656i,-0.010563-0.0036473i,-0.011232-0.0015861i,-0.010466+5.268e-05i,-0.010649+0.0024133i,-0.013098+0.0012611i,-0.013462-0.0023957i,-0.011061-0.0044548i,-0.0092597-0.0023123i,-0.0066295+0.0032269i,0.0010797+0.004663i,0.010833-0.0010194i
0.006557-0.0046302i,0.016984-0.017414i,0.037456-0.034726i,0.053979-0.028719i,0.048901+0.012869i,0.024876+0.045786i,0.0026208+0.040346i,-0.0094397+0.024549i,-0.00707+0.015901i,0.0033942+0.0069711i,0.0063093+0.00063584i,0.0034559+0.0021709i,0.0013332+0.006777i,0.0016926+0.0092358i,0.0032453+0.0088281i,0.0052417+0.0072151i,0.0084501+0.0070103i,0.0090977+0.0067047i,0.006899+0.0047934i,0.0065406+0.0035644i,0.007454+0.00036487i,0.0029674-0.0053291i,-0.0081471-0.0071362i
-0.0039914+0.0057395i,-0.014282+0.014202i,-0.033778+0.022811i,-0.040221+0.011657i,-0.017346-0.024425i,0.011853-0.046362i,0.022503-0.032772i,0.023975-0.014591i,0.018986-0.010899i,0.0074406-0.0089639i,0.0030692-0.0049022i,0.0042008-0.0059541i,0.0025993-0.010344i,-0.00034082-0.012788i,-0.0032301-0.010936i,-0.005243-0.0092954i,-0.0063488-0.010588i,-0.006514-0.011111i,-0.0050319-0.0090067i,-0.0049604-0.007426i,-0.008002-0.0056092i,-0.007798+0.0016655i,-0.0015075+0.01111i
0.0027745-0.0027052i,0.014635-0.0071793i,0.032816-0.011192i,0.03306-0.0019522i,0.00037621+0.020343i,-0.030653+0.027314i,-0.033281+0.01183i,-0.027475-0.0017891i,-0.019776+0.00054218i,-0.007304+0.0062574i,-0.0013948+0.0061028i,-0.0027614+0.0066785i,-0.004124+0.0074087i,-0.0049485+0.0062565i,-0.0052051+0.0057574i,-0.0047534+0.0066535i,-0.0056433+0.0088148i,-0.007395+0.0091248i,-0.0072396+0.0078407i,-0.0045797+0.0079645i,0.00066391+0.0083504i,0.0059829+0.0047693i,0.0076205-0.0034628i
-0.0045899+0.0029812i,-0.016104+0.0051137i,-0.030563+0.0054829i,-0.022612+0.0012544i,0.016345-0.0033687i,0.043811-0.0011331i,0.03708+0.0088072i,0.025468+0.016076i,0.018739+0.0089979i,0.0087455-0.0022621i,0.0019527-0.0045658i,0.0022663-0.0025735i,0.0046254-0.0016901i,0.0070523-0.0022527i,0.0066721-0.0028362i,0.0060729-0.0034547i,0.0079031-0.0055885i,0.0087023-0.0060589i,0.008326-0.0050121i,0.0074765-0.0060942i,0.004831-0.00913i,-0.0011941-0.0084516i,-0.0079966-0.0026261i
0.002282-0.0025062i,0.013708-0.0011819i,0.027077-0.00094987i,0.019724-0.0042481i,-0.014104-0.014351i,-0.033485-0.024408i,-0.022142-0.028137i,-0.010757-0.026922i,-0.0077003-0.017198i,-0.0028643-0.0060296i,0.00010787-0.0037772i,-0.0032393-0.0046348i,-0.0080326-0.0038682i,-0.0094785-0.0025594i,-0.008009-0.0014373i,-0.0076793-0.00068752i,-0.0086389+0.0007705i,-0.0075141-7.0459e-05i,-0.0050436-0.0019484i,-0.0063435-0.0011692i,-0.009069+0.0031271i,-0.005787+0.0083242i,0.0019949+0.0093428i
