-0.0022559+0.00010046i,-0.0014955-0.0013717i,-0.0017229-0.0027272i,-0.0016092-0.0017532i,-0.0015604+0.0011397i,-0.00086517+0.0027902i,0.00049218+0.0019903i,0.0012172+0.00075834i,0.00089304+0.00098086i,0.00057791+0.00076787i,0.00037303+0.00036229i,0.00031502+0.00011328i,3.9426e-05-0.00057541i,-0.00021197-3.3922e-05i,7.1435e-05+0.00076916i,0.00033992-5.057e-05i,0.001011-0.00074853i,0.00082542-0.00075408i,0.00050937-0.00022417i,0.00028677+0.0008586i,-0.00021743+0.0010313i,0.00017155+0.00052079i,0.00073129+0.00053583i
-0.023937+0.029634i,-0.05083+0.062005i,-0.06919+0.094866i,-0.039344+0.085702i,0.017071+0.034941i,0.046232-0.00048665i,0.0538-0.0035333i,0.064566-0.027197i,0.058358-0.069731i,0.033552-0.069682i,0.014756-0.040723i,0.0036204-0.019024i,-0.0060613+0.0067329i,-0.0061167+0.031013i,0.017116+0.032358i,0.050221+0.011946i,0.063404-0.018934i,0.054053-0.050595i,0.029804-0.05762i,-0.0046023-0.030648i,-0.032303+0.0030015i,-0.038096+0.025083i,-0.019159+0.03288i
0.017758-0.012685i,0.059975-0.049932i,0.12077-0.11282i,0.15623-0.18007i,0.13953-0.19427i,0.086338-0.14977i,0.015712-0.11464i,-0.068753-0.088591i,-0.12001-0.037931i,-0.10024-0.0010379i,-0.058292+0.0028682i,-0.025549+0.0016281i,0.012006+0.0031912i,0.035797-0.0042294i,0.021688-0.02821i,-0.015194-0.050598i,-0.04759-0.048633i,-0.062611-0.031203i,-0.051628-0.015361i,-0.020598-0.0019832i,0.0073775+0.011874i,0.025892+0.01696i,0.031056+0.003419i
-0.025397+0.015544i,-0.065125+0.05123i,-0.10869+0.13587i,-0.097802+0.25202i,-0.03645+0.29655i,-0.010064+0.21989i,-0.031226+0.14816i,-0.010549+0.14018i,0.04044+0.11195i,0.044071+0.05704i,0.027186+0.021625i,0.018327-0.0031159i,0.0064216-0.027606i,-0.0079796-0.033454i,-0.026424-0.0054874i,-0.038321+0.039365i,-0.030998+0.071433i,-0.014576+0.08045i,-0.0027335+0.063726i,0.0012424+0.031914i,0.0062138+0.0073238i,0.0082513-0.0077712i,-0.0040961-0.01336i
0.023282-0.00086975i,0.066686-0.0015303i,0.12261-0.0045679i,0.13524-0.018538i,0.082079-0.027437i,0.037648-0.012048i,0.05346-0.0080916i,0.058669-0.041566i,0.01753-0.05308i,-0.0077201-0.021101i,-0.0069313-0.0015219i,-0.016538+0.0024602i,-0.031981+0.013607i,-0.025799+0.021921i,0.01194+0.020012i,0.05569+0.0076224i,0.076894-0.012061i,0.072972-0.022263i,0.052291-0.011903i,0.029489+0.0055264i,0.013456+0.010079i,0.0011903+0.0083889i,-0.0044558+0.015045i
-0.026742+0.005817i,-0.072978-0.008013i,-0.15175-0.040892i,-0.22146-0.074287i,-0.21069-0.087109i,-0.13179-0.093081i,-0.094417-0.088722i,-0.10088-0.031085i,-0.06521+0.048232i,-0.0060001+0.063713i,0.012419+0.038511i,0.008922+0.031087i,0.014082+0.031966i,0.013647+0.017801i,0.00036558-0.012571i,-0.018472-0.041966i,-0.038573-0.055607i,-0.048371-0.055026i,-0.034772-0.046477i,-0.011102-0.03908i,0.0003569-0.033526i,0.0033434-0.025712i,0.0096645-0.018261i
0.021339+0.0021347i,0.060268+0.01441i,0.1352+0.031427i,0.21746+0.013697i,0.22841-0.035578i,0.14164-0.042854i,0.06947+0.0079657i,0.07354+0.027796i,0.076181-0.012483i,0.042098-0.039961i,0.015509-0.032068i,0.012686-0.022022i,0.013832-0.017402i,0.0057813-0.004358i,-0.0086065+0.019351i,-0.016059+0.043687i,-0.015891+0.063721i,-0.016317+0.069117i,-0.02096+0.050843i,-0.025883+0.025984i,-0.025518+0.013562i,-0.021188+0.0076668i,-0.016788-0.0018494i
-0.0091197+0.0014007i,-0.026321-0.02733i,-0.046494-0.076942i,-0.063505-0.10463i,-0.055576-0.064011i,-0.0019283-0.0053487i,0.042058-0.014798i,0.014841-0.050644i,-0.03033-0.033888i,-0.031053+0.0023323i,-0.010398+0.007452i,-0.00071071-0.0045444i,0.0033452-0.010449i,0.015879-0.010095i,0.030671-0.014202i,0.039099-0.025778i,0.049212-0.034193i,0.056784-0.027718i,0.04953-0.0051048i,0.035407+0.017335i,0.028382+0.025446i,0.02697+0.023672i,0.01995+0.017872i
0.010217+0.0068023i,0.014542+0.038922i,0.0056607+0.11157i,-0.0042104+0.19524i,0.0022737+0.20075i,-0.0061298+0.11359i,-0.043325+0.057571i,-0.044165+0.076959i,0.0049498+0.071687i,0.028014+0.024798i,0.010294+0.0006697i,-0.0047438-0.00046069i,-0.010961-0.0034371i,-0.018776-0.013247i,-0.029032-0.021493i,-0.046317-0.023562i,-0.063387-0.027827i,-0.058797-0.035217i,-0.029754-0.036588i,-0.0018973-0.032735i,0.0067262-0.029245i,0.0051344-0.026161i,0.0040155-0.019784i
-0.0085268-0.0070798i,-0.011646-0.035874i,-0.010349-0.10036i,-0.032127-0.18121i,-0.086521-0.19991i,-0.10518-0.12094i,-0.048916-0.033585i,0.0088952-0.013008i,0.0025887-0.016409i,-0.022744-0.0032549i,-0.023505+0.0090977i,-0.014903+0.011111i,-0.011606+0.013816i,-0.0098289+0.024797i,-0.00055333+0.03782i,0.013787+0.052665i,0.018535+0.068227i,0.0065082+0.067822i,-0.0089294+0.045366i,-0.012664+0.02045i,-0.011624+0.008962i,-0.01422+0.0075935i,-0.013564+0.0089696i
0.0015433+0.0073105i,-0.015887+0.025739i,-0.070111+0.065959i,-0.12111+0.116i,-0.097167+0.12958i,-0.030521+0.073924i,-0.012448-0.0050307i,-0.028755-0.033092i,-0.017284-0.011065i,0.01031+0.005921i,0.021475+0.00078341i,0.017327-0.0055687i,0.015582-0.0045274i,0.022786-0.0065221i,0.026177-0.019445i,0.029149-0.035567i,0.041949-0.04088i,0.049711-0.029387i,0.039968-0.011949i,0.022985-0.0053129i,0.011946-0.0068767i,0.01078-0.0060377i,0.014798-0.0041152i
0.0043771+0.0057498i,0.032193+0.003774i,0.1166+0.0077655i,0.23369+0.00063522i,0.27386-0.026096i,0.18575-0.037188i,0.078451-0.007084i,0.025759+0.012198i,-0.0031537-0.0032784i,-0.013798-0.013178i,-0.0056925-0.0086028i,0.0013453-0.0057801i,0.00092835-0.009434i,-0.0096675-0.014572i,-0.03023-0.008919i,-0.049749+0.00024627i,-0.059342-0.0045011i,-0.050811-0.017389i,-0.031043-0.022088i,-0.020228-0.014671i,-0.017756-0.0050767i,-0.014256-0.0042136i,-0.01303-0.011159i
-0.0013863+0.0044074i,-0.02115+0.00023572i,-0.082786-0.016371i,-0.17153-0.02497i,-0.2082-0.0013953i,-0.13852+0.022126i,-0.042053+0.0025933i,-0.0071851-0.0061303i,-0.0034393+0.027324i,0.0012048+0.041246i,-0.0020063+0.027505i,-0.0060275+0.015349i,-0.0087904+0.010214i,-0.008049+0.014269i,0.0070401+0.023243i,0.02438+0.032743i,0.024548+0.041923i,0.0096992+0.041737i,-0.0016106+0.031538i,-0.00028193+0.021855i,0.0051207+0.016786i,0.0037633+0.014976i,-0.0048207+0.017908i
0.0043037-0.0038955i,0.01922+0.0096796i,0.055769+0.053967i,0.10524+0.11224i,0.11965+0.12397i,0.062504+0.072386i,-0.021184+0.028214i,-0.048435+0.014297i,-0.022419-0.0057652i,-0.0058113-0.016391i,-0.0053384-0.008061i,-0.0043962+0.00049655i,-0.0011984+0.0059775i,0.0032836+0.0024614i,0.0083654-0.015786i,0.016675-0.037229i,0.025753-0.047022i,0.028108-0.037099i,0.021451-0.020785i,0.011211-0.01335i,0.0031537-0.012882i,0.001759-0.009975i,0.010636-0.0032506i
0.002303-0.00027322i,0.0017747-0.028575i,-0.00232-0.10954i,-0.017169-0.22693i,-0.030045-0.27655i,-0.016601-0.19358i,0.016729-0.067079i,0.018557+0.0052865i,-0.0095306+0.031615i,-0.010383+0.026939i,0.0028932-0.0020095i,0.0034828-0.018714i,0.0059248-0.017348i,0.0059047-0.011089i,-0.007716-0.0019797i,-0.028646+0.002853i,-0.044989+0.0003935i,-0.044664-0.002899i,-0.030768-0.0001939i,-0.01569+0.0058643i,-0.0067523+0.010597i,-0.0015548+0.0099091i,0.0022626-0.00065941i
-0.0072385+0.0018793i,-0.014237+0.026714i,-0.030577+0.091442i,-0.043939+0.18351i,-0.036102+0.21594i,-0.018533+0.13611i,-0.011191+0.027393i,0.010248-0.012416i,0.040275-0.0067305i,0.035249-0.0025979i,0.010336+0.0067523i,-0.0035684+0.010923i,-0.01124+0.0024264i,-0.0091653-0.0013562i,0.0042441+0.0044539i,0.014755+0.020612i,0.018571+0.041193i,0.019006+0.049265i,0.017207+0.037855i,0.014666+0.017877i,0.015149+0.003491i,0.016483-0.0040418i,0.0058744-0.0051128i
0.0038816-0.0065778i,0.01639-0.024853i,0.049735-0.063069i,0.10449-0.099135i,0.13322-0.090571i,0.093887-0.024259i,0.030634+0.043974i,-0.0053816+0.048652i,-0.017313+0.019047i,-0.0082881+0.015337i,0.018455+0.019231i,0.027457+0.01156i,0.012656+0.01178i,0.00020162+0.013416i,-0.0022752+0.0028901i,0.0052055-0.012694i,0.01942-0.024701i,0.031093-0.027981i,0.028469-0.023343i,0.011621-0.016429i,-0.0041769-0.013879i,-0.012255-0.012362i,-0.010268-0.0032029i
-0.011092+0.0039225i,-0.041806+0.014626i,-0.12136+0.024697i,-0.23335+0.023661i,-0.27877+0.0064451i,-0.1789-0.014121i,-0.035929-0.028403i,0.01682-0.020999i,0.012984+0.0017253i,0.0067362-0.0032076i,-0.011347-0.023975i,-0.018221-0.022731i,-0.0012407-0.011704i,0.010043-0.0052424i,0.0059469-0.00056227i,-0.0069341-0.0020493i,-0.021519-0.009144i,-0.029024-0.016294i,-0.023318-0.015123i,-0.0089869-0.0036323i,-0.0001118+0.0084746i,0.0027956+0.014012i,0.0066895+0.0063827i
0.0060379-0.0040012i,0.036265-0.0058245i,0.099854+0.0058801i,0.17794+0.039838i,0.19847+0.063247i,0.11923+0.029423i,0.011442-0.024193i,-0.028722-0.036028i,-0.018405-0.025789i,-0.017539-0.007805i,-0.014448+0.018801i,-0.0023926+0.023654i,0.00068829+0.0063449i,0.00048935-0.0080513i,0.00088064-0.01256i,0.0017782-0.0065888i,0.0035329+0.0054905i,-0.00015784+0.016285i,-0.0028074+0.016973i,0.0039327+0.0073483i,0.013505-0.0023402i,0.016301-0.0090438i,0.0064909-0.010924i
-0.016084+0.0073019i,-0.032783+0.0060402i,-0.054501-0.017659i,-0.053723-0.081175i,-0.022935-0.13706i,0.010336-0.10907i,0.027764-0.026878i,0.026747+0.0077386i,0.013753+0.0014856i,0.018073-0.0020537i,0.027823-0.014904i,0.015211-0.01959i,-0.0005392-0.0024563i,-0.0060668+0.0096223i,-0.0091958+0.010743i,-0.010151+0.007329i,-0.0058847-0.00051624i,0.0040135-0.0059399i,0.0083935-0.0075368i,0.0013364-0.010881i,-0.0078253-0.015624i,-0.014428-0.013073i,-0.01281+0.0017201i
0.013808+0.0027084i,0.030414+0.018011i,0.038094+0.071134i,0.012075+0.16532i,-0.033037+0.22501i,-0.04377+0.1699i,-0.025626+0.056771i,-0.026836+0.0060736i,-0.034613+0.013482i,-0.036521+0.012628i,-0.043603+0.0096734i,-0.036232+0.014773i,-0.015579+0.0098588i,-0.00407+0.0026923i,0.0023407+0.0033911i,0.0054662+0.0074503i,-0.0021944+0.0093352i,-0.012391+0.0042638i,-0.015913-0.0014904i,-0.015774-0.00077654i,-0.017844+0.0050311i,-0.012521+0.012068i,0.0013485+0.0098179i
-0.011829-0.0010345i,-0.026596-0.017652i,-0.029807-0.058895i,0.0072995-0.10488i,0.063675-0.11133i,0.058806-0.069619i,-0.0055352-0.01234i,-0.030364+0.025883i,-0.006407+0.034864i,0.013099+0.033153i,0.026912+0.02676i,0.028481+0.0088925i,0.0095352-0.0041259i,-0.0064633-0.0060396i,-0.010548-0.0059679i,-0.0059918-0.0059063i,0.0011332-0.00031367i,0.00089328+0.011454i,-0.0029046+0.018319i,-0.0026211+0.018475i,0.0034913+0.017466i,0.0096502+0.0087185i,0.0038769-0.0075679i
0.009441+0.0064066i,0.016297+0.013059i,0.0043376+0.011745i,-0.057904-0.022691i,-0.13703-0.074464i,-0.13984-0.076i,-0.066529-0.038508i,-0.018559-0.028723i,-0.017655-0.033525i,-0.0133-0.031358i,-0.0040492-0.035187i,-0.0022617-0.03022i,0.0056231-0.012475i,0.01369+0.0011074i,0.012469+0.0060517i,0.0081723+0.0036092i,0.0084414-0.00084785i,0.013516-0.00070822i,0.016905+0.0025154i,0.01877+0.002153i,0.019219-0.0027098i,0.00853-0.0057588i,-0.0067117+0.00060012i
-0.0054716-0.0043i,-0.0055964-0.018033i,0.019253-0.024557i,0.082123+0.015185i,0.14819+0.092419i,0.14966+0.10348i,0.084919+0.046993i,0.02937+0.031951i,0.019858+0.04763i,0.015482+0.04225i,0.001107+0.037239i,1.7295e-05+0.03013i,0.0051838+0.010825i,0.0090144-0.0031126i,0.012548-0.0095347i,0.010816-0.0093226i,0.0055961-0.0065245i,0.0027878-0.0073438i,0.0030772-0.0090635i,0.00097816-0.011441i,-0.0042077-0.01045i,-0.00253+0.00055837i,0.010752+0.012821i
0.013721+0.011038i,0.015435+0.027519i,0.010408+0.043437i,0.0052575+0.012299i,0.013894-0.076184i,0.016504-0.11545i,0.016815-0.057463i,0.040864-0.0084923i,0.051083-0.012159i,0.035631-0.014915i,0.023737-0.008503i,0.0095991-0.0049418i,-0.0073893+0.003197i,-0.014328+0.0075627i,-0.013292+0.0052358i,-0.0098333+0.002536i,-0.0078342+0.0030885i,-0.0065748+0.0065177i,-0.00418+0.0080444i,-0.0047555+0.010086i,-0.0024581+0.012869i,0.0088443+0.0060933i,0.016315-0.012933i
-0.0046129-0.007817i,-0.010999-0.015164i,-0.033935-0.010419i,-0.094216+0.038635i,-0.16904+0.11991i,-0.1681+0.15206i,-0.092491+0.098399i,-0.054358+0.032656i,-0.055226+0.019539i,-0.039871+0.018377i,-0.02636+6.0383e-05i,-0.021872-0.0059494i,-0.010855-0.00053135i,-0.0022089+0.0028597i,-0.0011817+0.0047234i,-0.00067422+0.004462i,0.0011007+0.0032824i,0.0039863+0.0024668i,0.0075165+0.0020619i,0.014211+0.0011669i,0.018584-0.0053175i,0.0073504-0.016732i,-0.015466-0.020748i
0.0062114+0.0045915i,0.0033152+0.010539i,0.0078311+0.005902i,0.05104-0.023771i,0.13527-0.062615i,0.17141-0.076498i,0.10838-0.060735i,0.038556-0.028583i,0.024992-0.0085904i,0.024663-0.0062012i,0.01755-0.0032644i,0.013448-0.0054548i,0.0087717-0.012274i,0.0049891-0.014537i,0.0018062-0.012658i,-0.00047508-0.011074i,-0.00053355-0.012586i,-0.0023944-0.014426i,-0.0036929-0.014946i,-0.003436-0.019057i,-0.0096327-0.020714i,-0.020197-0.0058409i,-0.017596+0.018966i
-0.0025715-0.0075938i,0.0042278-0.022487i,0.015021-0.048494i,-0.0044969-0.092329i,-0.074137-0.14221i,-0.12512-0.15284i,-0.095964-0.10982i,-0.041489-0.069439i,-0.024527-0.050531i,-0.020707-0.02731i,-0.0055875-0.0099831i,0.0047424-0.0045764i,0.0056583-0.00094311i,0.0029991+0.0011918i,-0.00066099+0.0009847i,-0.0065662-0.00011093i,-0.013041+0.00041834i,-0.014039+0.002474i,-0.012824+0.0024525i,-0.014254+0.0048427i,-0.011337+0.013983i,0.0066029+0.020901i,0.029439+0.014001i
0.0033942+0.0034021i,0.0030396+0.016208i,0.0035892+0.050237i,0.020162+0.12722i,0.054462+0.22872i,0.069936+0.24717i,0.042743+0.15636i,0.0056567+0.079409i,0.0015631+0.057893i,0.010816+0.038796i,0.0037495+0.02002i,-0.0020077+0.014698i,-9.6568e-05+0.011374i,0.00020701+0.0098925i,0.0012509+0.012117i,0.0030051+0.015836i,0.0051104+0.019352i,0.0074106+0.01814i,0.0077331+0.014004i,0.010475+0.010281i,0.015976+0.00023662i,0.014909-0.020347i,0.001792-0.037727i
-0.0056153-0.0053967i,-0.0038258-0.0095009i,0.0023127-0.010474i,0.019039-0.034182i,0.045372-0.10341i,0.051868-0.14369i,0.026549-0.090449i,0.007566-0.019407i,0.0013453-0.00086222i,-0.0061177-0.0068408i,-0.0097938-0.0056033i,-0.010155-0.0032826i,-0.0093161-0.0021851i,-0.0058187-0.0025459i,-0.00027641-0.004005i,0.0061407-0.0043728i,0.0085571-0.0042211i,0.0051565-0.0023513i,0.001992-0.0015279i,-0.0031321-0.0055796i,-0.015122-0.0076232i,-0.030614+0.00091333i,-0.039155+0.016404i
-0.0020549+0.0048152i,-0.015596+0.0077937i,-0.053934-0.00031372i,-0.12559-0.0098941i,-0.2087+0.006386i,-0.22896+0.031262i,-0.15667+0.02811i,-0.078251+0.0094381i,-0.046865+0.011336i,-0.027509+0.022602i,-0.0077175+0.014579i,-0.0022311+0.0023528i,-0.0056025-0.00063694i,-0.0079121-0.0017575i,-0.0089801-0.0045568i,-0.0094072-0.0070838i,-0.008499-0.0073456i,-0.00682-0.0036135i,-0.0063322+0.0029103i,-0.0052295+0.010649i,0.002247+0.020761i,0.017137+0.028855i,0.032444+0.028546i
0.002837+0.0017871i,0.011359-0.0053305i,0.03869-0.0047128i,0.10236+0.0062489i,0.18724+0.023253i,0.21671+0.03859i,0.15047+0.032108i,0.068532+0.013909i,0.039399+0.0011095i,0.031416-0.0082701i,0.019559-0.0093234i,0.013257-0.0066463i,0.012304-0.0029577i,0.013217+0.0015354i,0.013086+0.0021897i,0.0099626+0.0020256i,0.0079857+0.0025254i,0.0080371+0.0012883i,0.0098863+0.0009118i,0.014714-0.0015439i,0.017357-0.010037i,0.01435-0.021552i,0.009415-0.030923i
-0.0044681+0.0057475i,-0.0046305+0.0094245i,2.5109e-05-0.0015461i,0.0078548-0.040113i,0.0016234-0.095711i,-0.0082163-0.13146i,0.0056208-0.098045i,0.025413-0.033447i,0.019108-0.0062026i,-0.0008979-0.0004726i,-0.0070159+0.0055749i,-0.003148+0.0060014i,-0.00017146-5.4785e-05i,0.00082442-0.0058012i,0.00081454-0.0073783i,0.0014106-0.0076198i,0.002016-0.0078807i,0.0031736-0.0073005i,0.0028903-0.006066i,-0.0012457-0.0049343i,-0.0075961-0.0017355i,-0.013557+0.0038587i,-0.018388+0.0080702i
0.0075004+0.0003123i,0.014046+0.0032145i,0.010464+0.029938i,-0.024353+0.088691i,-0.078199+0.15927i,-0.10113+0.18266i,-0.074973+0.12479i,-0.037362+0.056338i,-0.00933+0.03864i,0.012878+0.033905i,0.016911+0.016025i,0.0085957+0.0058408i,0.0024617+0.0048203i,-0.0036987+0.0058354i,-0.0096009+0.0073563i,-0.013482+0.0069073i,-0.014487+0.0062608i,-0.012003+0.005998i,-0.0060557+0.005381i,0.0016041+0.0038511i,0.0090898-0.00030547i,0.014704-0.0044235i,0.014983-0.003431i
-0.0029115+0.0021902i,-0.012984+0.0040764i,-0.021327-0.0040438i,-0.0011187-0.026713i,0.058698-0.061302i,0.094135-0.076177i,0.056646-0.047693i,0.0016338-0.018784i,-0.017465-0.015604i,-0.014817-0.018121i,-0.011198-0.014159i,-0.0082116-0.0085018i,-0.0037161-0.0044439i,0.00075221-0.0027845i,0.00047979-0.0014344i,0.00070375+0.002413i,0.0023756+0.0062912i,0.0013087+0.0062822i,-0.00069874+0.0019724i,-0.0052079-0.0033654i,-0.013356-0.0078749i,-0.020034-0.0099306i,-0.01661-0.0081966i
0.0045917-0.0025903i,0.0084618-0.0088941i,0.0060822-0.026806i,-0.026237-0.069762i,-0.090414-0.11869i,-0.12259-0.1296i,-0.084304-0.10087i,-0.037534-0.062443i,-0.025615-0.027076i,-0.021958-4.713e-05i,-0.0094053+0.0079677i,-0.0033324+0.0039486i,-0.005676+0.0012856i,-0.006317-6.9965e-05i,-0.0041784-0.0025654i,-0.001275-0.0064082i,0.0017923-0.0092791i,0.0037984-0.0091007i,0.0027977-0.0051191i,0.0016151+0.0027497i,0.0026377+0.014238i,0.0053664+0.023485i,0.0069986+0.020969i
-0.0088034+0.00038944i,-0.014116-0.0013496i,-0.014481+0.0086088i,0.010292+0.062106i,0.060117+0.14438i,0.086552+0.16941i,0.059075+0.10715i,0.026607+0.041453i,0.027901+0.013002i,0.029856-0.0029067i,0.0158-0.0089126i,0.0055627-0.0071605i,0.0018467-0.0019789i,0.0026612+0.0039528i,0.0061987+0.0058834i,0.005622+0.0051868i,0.0012594+0.0043875i,-0.00031494+0.0023177i,0.0019957-0.0018149i,0.0066961-0.0065097i,0.013701-0.012928i,0.01794-0.020185i,0.0124-0.020844i
0.0043802-0.0025479i,0.012258+0.0039592i,0.030218+0.011218i,0.055403-0.0039451i,0.073765-0.046809i,0.075285-0.072428i,0.058489-0.03736i,0.032304+0.011077i,0.0078988+0.01865i,-0.0047454+0.008703i,-0.0057702+0.003522i,-0.0037193+0.0009677i,-0.0011805-0.0026009i,-0.0002171-0.0049385i,0.0012785-0.0028238i,0.0054087+0.00043411i,0.0074448+0.004241i,0.0049322+0.0079657i,-0.00059259+0.0088084i,-0.0078385+0.006142i,-0.016158+0.0001148i,-0.023342-0.0033038i,-0.023617+0.00066156i
-0.0039548+0.0010294i,-0.01333-0.002741i,-0.042899-0.0072199i,-0.10808+0.0024573i,-0.18207+0.028079i,-0.19486+0.041901i,-0.13354+0.028228i,-0.066765+0.01851i,-0.032266+0.029475i,-0.011117+0.030745i,0.00038852+0.015637i,0.0021356+0.0064992i,0.0022264+0.0052101i,0.00096843+0.0040172i,-0.0014803+0.0016412i,-0.0028582-0.0030253i,-0.0019339-0.0067862i,-0.00037576-0.0060836i,0.0030117-0.0018687i,0.0061456+0.0036592i,0.0066309+0.011965i,0.0071521+0.02137i,0.011698+0.021966i
-0.0025292+0.0027459i,0.00016239+0.011718i,0.013526+0.030669i,0.066074+0.041523i,0.14018+0.026514i,0.14525+0.0053967i,0.070924+0.00066311i,0.01204-0.0066861i,-0.0040594-0.019578i,-0.0083372-0.016803i,-0.00695-0.0044332i,-0.0023571+0.0012315i,0.0025297+0.0024814i,0.005385-0.00011685i,0.0011994-0.0047717i,-0.005982-0.0048054i,-0.010553-0.0028597i,-0.011214-0.0031367i,-0.0085004-0.0053421i,-0.0042293-0.0081505i,0.0025854-0.0093976i,0.011593-0.010432i,0.015365-0.015215i
-0.0026759-0.0033786i,0.0013467-0.016014i,0.01117-0.052019i,0.0088122-0.11391i,-0.017159-0.16099i,-0.022678-0.14968i,0.0040398-0.09826i,0.014025-0.049222i,0.004083-0.017273i,-0.002822-0.003213i,-0.0031785-0.00083392i,-0.0036906-0.0013534i,-0.0070017-0.002222i,-0.0093482-0.0017077i,-0.0071429-0.00083219i,-0.0030513-0.00019041i,0.0011022+0.0032348i,0.0038731+0.0081613i,0.0044796+0.010519i,0.0031493+0.009083i,-0.00061626+0.0024197i,-0.006442-0.0057603i,-0.013764-0.0084587i
0.0031072+0.0068866i,-0.0019074+0.014683i,-0.021196+0.048888i,-0.039487+0.12396i,-0.034911+0.19689i,-0.023558+0.18521i,-0.014193+0.10449i,0.0041812+0.047992i,0.023488+0.031006i,0.025765+0.018874i,0.013786+0.0076127i,0.0050617+0.0013017i,0.0035454-0.00016113i,0.0030638+0.0012683i,0.0032061+0.0027533i,0.0030809+0.0016217i,0.0014949-0.00068927i,0.0024761-0.0020108i,0.007362-0.0031217i,0.0092368-0.004484i,0.0049345-0.0033095i,-0.0012829+0.0029131i,-0.0050387+0.011234i
-0.0028174+0.0024936i,0.010217+0.00072576i,0.04357-0.016876i,0.075708-0.060906i,0.072202-0.097484i,0.047979-0.076386i,0.02231-0.022015i,-0.0029605+0.0067769i,-0.014611+0.011604i,-0.0067792+0.012622i,0.0039247+0.0073261i,0.0054257-0.00056182i,0.0028501-0.0061563i,-6.417e-05-0.0070289i,-0.0031021-0.0016666i,-0.0034387+0.0055817i,-0.003876+0.0093711i,-0.0061651+0.0082471i,-0.0092569+0.0045748i,-0.010777+0.0027446i,-0.0057339+0.0047599i,0.0050302+0.0063702i,0.015098+0.004625i
0.0065544+0.00091505i,-0.0088265-0.0055759i,-0.061195-0.014137i,-0.13681-0.014565i,-0.17127-0.014072i,-0.13963-0.023962i,-0.081447-0.025418i,-0.041545-0.011397i,-0.024084+0.0014777i,-0.014827+0.0046657i,-0.0069348+0.0015364i,-0.0026314+2.6889e-05i,-0.0018238+0.0049215i,-0.00048763+0.0098557i,0.0016723+0.0085927i,0.0064571+0.0044768i,0.0102+0.0026565i,0.0098949+0.0022183i,0.0085699+0.0026684i,0.0075761+0.0035002i,0.0064818+0.00044113i,0.0047267-0.0087607i,-5.5345e-05-0.018735i
-0.0025006+0.0050738i,0.007266+0.01662i,0.050258+0.041945i,0.12295+0.062046i,0.17116+0.059165i,0.14367+0.036041i,0.071997+0.0058187i,0.026533-0.017446i,0.015039-0.02466i,0.010062-0.018917i,0.0041516-0.0088508i,0.0017413-0.0017398i,0.0030936+0.00030791i,0.0061387-0.001815i,0.0071979-0.0068082i,0.0043335-0.010937i,0.0014517-0.012331i,0.00081974-0.012117i,0.00028-0.011387i,-0.0012336-0.010163i,-0.0048751-0.0070764i,-0.011955-0.001323i,-0.020075+0.0055528i
0.0030804-0.0024847i,-0.00097729-0.020614i,-0.021753-0.058622i,-0.053922-0.088568i,-0.056743-0.080425i,-0.019293-0.047759i,0.011899-0.018765i,0.013134-0.00030658i,0.0091025+0.0059641i,0.0085814-0.000404i,0.0050573-0.0058984i,-0.0014163-0.0060041i,-0.0078598-0.0049688i,-0.0089241-0.0028356i,-0.0050528-0.0007259i,-0.0034372-0.00043245i,-0.0058135+0.00034164i,-0.0080419+0.0027886i,-0.0071001+0.0057919i,-0.0036824+0.0064618i,0.00026514+0.0064003i,0.0059488+0.009648i,0.014512+0.015632i
-0.00086447+0.0024413i,-0.00391+0.026178i,-0.0045751+0.081699i,-0.0054882+0.14412i,-0.02079+0.15586i,-0.039551+0.10378i,-0.029743+0.047522i,-0.0071178+0.027788i,0.00019255+0.026606i,-1.3661e-05+0.022471i,9.7851e-05+0.012814i,0.0011623+0.0055487i,0.0062884+0.002507i,0.010391+0.00015775i,0.008181-0.001781i,0.0035645-0.0032753i,0.0014993-0.0033872i,0.001331-0.0011605i,0.0030502+0.0020177i,0.0055633+0.0018717i,0.0051434-0.0015226i,0.0048078-0.0063485i,0.0092239-0.013731i
0.0090633-0.0052305i,0.023024-0.024857i,0.041316-0.074376i,0.048754-0.13519i,0.036112-0.15322i,0.0092938-0.10571i,-0.018815-0.042525i,-0.033086-0.0090702i,-0.030018+0.00067572i,-0.019749+0.0039966i,-0.0093315+0.003748i,-0.00093353-0.00076649i,0.0019393-0.0063942i,-0.0010101-0.010188i,-0.0064385-0.0098573i,-0.0093538-0.0069705i,-0.0092179-0.0051518i,-0.0076659-0.0038097i,-0.0060145-0.0019454i,-0.0048027-0.00029779i,-0.0039856+0.0010455i,-0.0048174+0.0019489i,-0.010955+0.00027934i
-0.0070667-0.0016814i,-0.025882+0.011087i,-0.05524+0.039226i,-0.070859+0.057463i,-0.053215+0.02892i,-0.022121-0.01576i,-0.0049983-0.023794i,-0.0012119-0.011422i,-0.0035584-0.0056375i,-0.0076519-0.0041796i,-0.0084859-0.0019532i,-0.006752+0.0020894i,-0.0047664+0.0067459i,-0.0035537+0.0089194i,-0.003608+0.0088043i,-0.004053+0.0088032i,-0.0036725+0.011008i,-0.0012321+0.012214i,0.00082514+0.0090796i,0.001007+0.0039128i,0.0021028-0.00033628i,0.0048427-0.00065907i,0.0055857+0.0043089i
