-0.0040018+0.0010774i,-0.0026404+0.001396i,-0.0019436+0.0025561i,-0.0002607+0.003264i,0.00082683+0.0037689i,0.001993+0.0038359i,0.0021208+0.002567i,0.0012783+0.0011315i,0.00060698+0.0011057i,0.00060898+0.0015381i,0.0012071+0.0011364i,0.0018845-4.5635e-05i,0.001454-0.0015048i,-0.00012501-0.0025954i,-0.0014264-0.0023397i,-0.0017104-0.0017147i,-0.00070696-0.00080405i,0.00057352+0.0003904i,0.00084211+0.00094917i,0.00054546+0.00049942i,-0.00020648-0.00024982i,-0.00065016+0.00014089i,-0.00093466+0.00073943i
0.00012388-0.00085053i,7.3041e-05+0.00033496i,-1.5731e-05+0.00033019i,-0.00048479-0.00021574i,-0.00046014-0.00060216i,0.00029118+0.00015432i,0.00093453+0.00088855i,0.00087954+0.00083337i,0.00073064+0.00039313i,0.00037024+0.00046111i,0.00029271+0.00044814i,-0.00016292+0.00011997i,-0.00047596-7.4445e-05i,-0.00042339+0.0002029i,-0.000145+0.00022429i,0.00038021-0.00015744i,0.00069298-0.00026731i,0.0006044+0.00013925i,0.00077809+0.00073367i,0.00068942+0.0010289i,0.00030842+0.00023524i,0.00011621-2.9763e-05i,-0.00048135+0.00020533i
-0.00036594-0.00048478i,-0.00087218-3.8791e-05i,-0.0011322+0.0010547i,0.00048778+0.0018265i,0.0013169+0.0014023i,0.001332-5.2997e-05i,0.0012127-0.00038745i,0.00064724-4.3725e-05i,0.0004915+3.757e-05i,0.00028943-0.00020989i,-0.00015782-0.00027466i,-0.00059411-0.00075087i,-0.00093675-0.00065997i,-0.00092226-0.0001743i,0.00012921+0.00035847i,0.00049753+0.00012211i,-0.00048389+0.00046771i,-0.0012373+0.00061949i,-0.00016092+0.00015003i,0.00062389-3.2141e-05i,0.00019749+0.00020403i,0.00041701+0.00067516i,9.9962e-05+0.0011034i
0.00056621+0.00058593i,-0.0013166+0.001567i,-0.0016159+0.0006817i,6.2636e-05+0.00045501i,0.00051591+0.0018404i,-0.00031655+0.0016445i,-0.00030165+0.00076138i,2.4113e-05+0.00028685i,-0.00015372+0.00042777i,-0.00030686-0.00026613i,-6.673e-05-0.0010225i,-0.0011697-0.00045016i,-0.0018347-0.00042298i,-0.0010581-0.00017824i,-0.00030625+0.00045624i,7.4128e-05+0.00069818i,-5.3324e-05+0.00061432i,-0.00021662-0.00014037i,6.9726e-06-0.00073091i,0.00035788-0.00019613i,0.0002432+0.00033779i,-1.0866e-05+0.00070872i,0.00087971+0.00078587i
-0.00026383+0.00063824i,-0.00087982+0.00039741i,-0.00097614+0.00095651i,-0.00069236+0.00046303i,0.00024529+0.00041503i,0.0012508+0.00079695i,0.0015754+0.00075562i,0.00097068+0.00043092i,0.00045048+0.00057945i,0.00045794+0.00090854i,-7.2747e-05+0.00041032i,-7.0005e-05+0.00025711i,0.00085479+0.00037303i,0.0014177+0.00036888i,0.00049614-0.00025178i,-0.00045171-0.00050531i,-0.00062566+0.00029535i,3.015e-05+0.0008761i,0.00055622+0.00061926i,0.00049967+9.4672e-05i,0.0003477-9.1154e-05i,0.00013311+7.6003e-05i,-0.00035364-0.00030011i
-0.00098247+0.00045582i,-0.0013854+0.0001787i,-0.00014257+0.00097983i,0.00070934+0.0017688i,0.0010162+0.0010252i,0.0011212+0.00078016i,0.00098238+0.00096608i,0.00065369+0.00045014i,0.00052826+0.00080043i,0.0005694+0.0015763i,0.0005584+0.001291i,-0.00029248+0.00085795i,-0.0010264-0.00025432i,-0.00064082-0.00099041i,-0.0002579-0.00038491i,-5.5023e-05-0.00023194i,0.00068362-0.0006224i,0.0009469-0.00037085i,0.00032176+0.00011997i,-0.0002013+0.00040048i,0.00033736+0.00084501i,0.00098422+0.0008669i,0.00039152+0.0009038i
0.00028257+0.0015694i,0.000738+0.0021809i,0.00015232+0.0026226i,0.0008848+0.0014883i,0.001742+0.00083151i,0.0018572+0.00057374i,0.0012627-0.0001858i,0.00073559-0.00067276i,0.00085073-0.00038448i,0.00091424+0.00015529i,0.00053857+3.7541e-05i,7.9503e-05+0.00025963i,-0.00032345+0.00056109i,-0.0011613-1.0375e-05i,-0.0011031-0.00054235i,-0.00012634-0.00010781i,0.00015303+0.0001704i,0.00029392+1.6455e-05i,0.00020095-0.00058496i,6.8416e-05-0.00075513i,7.0084e-06+4.2228e-05i,-0.00054081+0.00086221i,-0.00044019+0.0014968i
0.0007821-0.00043509i,0.0002404-0.0007413i,-0.0001602-0.001269i,0.00086804-0.0010554i,0.0010643-0.00045133i,0.001052+0.00037337i,0.00088885+0.00058173i,0.00048544+2.2854e-06i,0.0013155-0.00084426i,0.0019327-0.00062896i,0.00043106-0.00050936i,-0.00024864-0.0011107i,-2.1632e-05-0.0007856i,-0.00020682+0.00040189i,0.00018574-3.4801e-05i,0.0005023-0.00069372i,0.00036563-6.4857e-06i,0.00039611+0.00019963i,0.0005927-0.0002549i,8.1641e-05-0.0002828i,2.8317e-05+0.00030407i,2.8422e-06-0.00024708i,7.8566e-05-0.0010344i
0.0004106-0.00032686i,-0.00025478+0.00044024i,-0.00098025+0.0001894i,-0.0012893+0.0004023i,-0.0013607+0.0012399i,-0.000623+0.0019789i,3.2236e-05+0.0020933i,-0.00089317+0.0010391i,-0.00059121+0.0010992i,-9.5144e-05+0.0010248i,-0.00095219+0.00031408i,-0.0012728+0.00021954i,-0.00069805+0.0001803i,-7.5188e-05+5.3058e-05i,-0.00012834+0.00017062i,0.00036984-7.3689e-05i,0.0005982-0.00029287i,0.00046207-0.0005613i,0.00049561-0.00050701i,-0.00022137+0.00031324i,-3.0046e-05+0.00039307i,0.00049706-0.00072248i,0.00024977-0.00079477i
0.0011355+0.00027542i,0.001521-0.00049894i,0.0015721-0.00094711i,0.0020566-0.0016619i,0.0019432-0.0022652i,0.0016132-0.0012343i,0.0017306+0.00010693i,0.0021533+0.0001494i,0.0017452-0.00014885i,0.00096294-0.00098002i,-0.0001031-0.00049564i,-0.00096014+0.00034215i,-0.00042358+0.00037301i,5.8209e-05+0.0001534i,0.00050656-1.8606e-05i,8.7805e-05-0.00044834i,-0.00066634-0.00080239i,-0.00074994-0.00070775i,-0.00063214-9.6207e-05i,-3.1518e-05-0.00021048i,0.00041669-0.00092018i,-0.00011705-0.0012796i,-0.00025062-0.00066717i
0.00015497-0.00031818i,-0.002092+0.00040501i,-0.002897+0.00013726i,-0.0017373-1.3465e-05i,-0.00078498+0.00065117i,-0.0010268+0.0009139i,-0.0011327+0.0013482i,-0.00029846+0.0010339i,-9.0947e-05+0.00058449i,-0.00021956+0.00036601i,-0.00041387+0.00010804i,-0.00057177-0.00013317i,-0.00065479-5.7842e-05i,-0.00055893+0.00016957i,0.00018124-0.00039752i,0.00018367-0.00041925i,-2.9405e-05-0.00037924i,-9.7474e-07+5.809e-05i,-0.00038366+0.00055068i,-0.00057107-0.00027113i,-2.7732e-05-0.00076948i,0.00042874-0.00023615i,0.00015198+0.00020163i
0.0011425+0.00033323i,0.0004758+0.00012128i,0.0002872-0.00054577i,0.00044928-0.00060105i,0.00024833-0.00074714i,0.00044815-0.00048959i,0.0012322+0.00052966i,0.001829+0.00039652i,0.0007967-0.00051821i,-0.0003633-0.00015699i,-0.00055195+0.00096964i,-0.00031607+0.0011911i,-5.4461e-05+0.001085i,-0.0001972+0.0010045i,-1.9344e-05+0.0001983i,0.00064608-0.00068234i,0.0012499-0.00068177i,0.00093544-0.00039974i,0.00054884-0.00025458i,0.00025104+0.00011863i,0.00062988+0.00066046i,0.00084209+0.00086753i,0.00025335+0.00031539i
-0.00070158+0.00073647i,-0.0010077+0.00054111i,-3.9493e-05-9.5841e-05i,-0.0001055-0.00039347i,-0.00033629+0.00012692i,-0.00018367+0.0015113i,-0.00029397+0.0019283i,-0.00040993+0.0010816i,0.00057192+0.00059695i,0.00032435+0.00057361i,-0.0010302+0.00032357i,-0.00087819-0.00024384i,-0.00011767-0.00040928i,0.00014133+0.0005129i,-0.00066895+0.00071644i,-0.0011932+0.00043327i,-0.00047928+0.0011119i,0.00071294+0.00091418i,0.0007717+0.00019006i,-0.00023402+0.0006409i,-4.0457e-05+0.0011894i,-0.00028404+0.0010884i,-0.0011907-0.00013892i
0.00024058+0.0010343i,-9.2744e-05+0.0011802i,0.00048363+0.0011703i,-0.00028209+0.00099145i,-0.00077306+0.00018309i,9.1166e-05+0.00024986i,0.00042293+0.00022493i,0.00015127-0.00045544i,0.00023135-0.00078704i,-0.00071946-0.00056732i,-0.0013197-0.00047285i,-0.00077492-0.00010214i,0.0003737+0.00048403i,0.0009127+0.00013375i,0.00072321+0.00019507i,0.00039767+0.0006924i,0.00033476+0.00051977i,0.00035244+0.00017314i,0.00023997-0.0001242i,0.00037428-8.5143e-06i,0.00035337+0.00061216i,0.00082653+0.00066127i,0.00066291+0.00034898i
-0.00097736+0.00029867i,-0.0011438+0.00030395i,-0.00020373+0.00010804i,0.00048575-0.00035384i,0.00051498+0.00018475i,0.00064555+0.00088849i,0.00085096-3.1573e-05i,0.00079004-0.00068122i,-2.5606e-05-0.00016795i,9.3614e-06+0.00018162i,0.00074268+0.0008607i,0.00018929+0.00086991i,-0.00063974+0.0001831i,-0.00056482-0.00012752i,-8.7361e-05-9.1383e-05i,-0.00016896+0.000239i,-0.00012374+0.00076337i,0.00028129+0.00084043i,-0.00013767+0.0007928i,-0.0002398+0.00045592i,8.1263e-05-0.00015296i,0.00022656-0.00016051i,-2.7451e-05+0.00018455i
-0.0003063+0.0006251i,-0.001489+0.00094537i,-0.00061496+0.0020741i,-0.00062592+0.0016685i,-0.00080957+0.00051477i,-0.00074419+0.0012145i,-0.00068522+0.0015695i,-0.00046882+0.0014963i,-0.00014803+0.001577i,4.3266e-05+0.0013966i,-0.00024077+0.00058166i,-0.0011962+6.2874e-05i,-0.0012171-0.00051417i,-0.00085014+0.00012461i,-0.0011973+0.00074461i,-0.00055311+0.00032277i,0.00031363+0.00096828i,-0.00010981+0.0010326i,-0.00033913+6.7223e-05i,2.9929e-05+0.00014832i,0.00012826-0.0001667i,0.00024174-0.0010859i,0.00015082-0.0011312i
5.7835e-05+0.00072305i,-0.00030031+0.00083587i,0.00068016+0.00049568i,0.001382+0.00038214i,0.0013695-9.0635e-06i,0.0012224-0.0010714i,0.0016203-0.0011469i,0.0011757-0.00054375i,0.00085908+8.8595e-05i,-0.00044515+0.00061321i,-0.0015256+0.00019146i,-0.00063752-5.4116e-05i,2.8404e-05+6.9578e-06i,-0.0002566-0.00070013i,-9.968e-05-0.00089733i,-0.00018283-0.00018775i,-0.00042671+0.00050139i,-0.00067211+0.00017617i,-0.00071543+0.00028971i,-0.00037927+0.00035842i,-0.0005598-9.9951e-06i,-0.00050364+0.00029822i,-0.00014217+0.0008075i
-0.0012276-0.0013761i,-0.0017153-0.00068314i,-0.002296+0.00061617i,-0.0021989+0.0019841i,-0.0018373+0.0020141i,-0.00026022+0.0010098i,0.0015509+0.0009089i,0.0014848+0.00092095i,0.00070989+0.00040253i,0.00017772+0.00060572i,-0.00058566+0.00033617i,3.3557e-05-0.0002736i,0.00076461+0.00011725i,4.8911e-05+0.00017525i,-0.00036075-0.00023906i,-0.00025328+0.00010067i,0.00033088-8.93e-05i,-1.1179e-06-0.00057571i,-0.00063764-0.00096118i,-0.00094579-0.0003971i,-0.0006177+0.00057924i,2.341e-05+0.00063173i,0.00017791-0.00012671i
-0.00037338+0.001604i,-0.00035739+0.0014587i,0.00071445-0.00012366i,0.0013451-0.0012825i,0.0015773-0.00091883i,0.0020326-0.00030736i,0.0020707+0.00042866i,0.0012638+0.00063802i,0.00018968+0.00050073i,-0.0003558+0.00022033i,-0.00028454-2.2242e-05i,-0.00064717+0.00019345i,0.00015988+0.00024051i,0.00095749+0.00053323i,0.00037505+0.00093984i,0.00011935+0.00067839i,0.00028735-7.505e-05i,0.00021445-0.00022282i,-0.00067386+0.00033536i,-0.00039612+4.8285e-05i,0.00057251-0.00041501i,0.00051237+0.00024223i,-0.00035374+0.00055674i
-3.4231e-05+0.00086517i,-0.00029809+0.0015251i,0.00029795+0.0018564i,0.00068724+0.0017442i,0.00064985+0.0011132i,0.0001594+0.00082935i,-0.00049801+0.00096155i,-0.00035266+0.00068356i,-0.00012842+0.00011283i,-2.706e-05+2.2978e-05i,-0.00021586+0.00084457i,-0.00057463+0.00065092i,-0.00037383+2.9799e-05i,-0.00033667-2.3789e-05i,-0.00094027+0.00030451i,-0.00067174+0.00026505i,-0.00030879+4.4301e-05i,0.00016182-0.00019464i,7.5509e-05-0.00059175i,-0.00028652-0.00037438i,-0.00019586+0.0001776i,-0.00018883+0.00053435i,-0.00028556+0.00039194i
-0.0001741+0.00099188i,-0.00042112-0.00035723i,-0.00029132-0.00060708i,3.4921e-05-0.00080099i,2.1631e-06-0.0018253i,0.0004763-0.0011122i,0.00094254+1.7075e-05i,0.0012461-0.00018024i,0.0013714+0.00045778i,0.00074061+0.00056288i,-0.00060644-1.4304e-05i,-0.0011662-0.00019725i,-0.00056035-0.00036372i,-0.00041859-0.0003861i,-0.0012296-0.0003733i,-0.00072609-0.00079185i,0.00035326-0.00065247i,0.001145-0.00029592i,0.0011155-0.00060616i,0.00024519-0.0002735i,-0.00071536+0.00083947i,-0.00092864+0.00069974i,-0.00082612-6.8771e-06i
-0.0010623+7.9036e-05i,-0.00092343+0.0010794i,9.3215e-05+0.0007089i,0.00088514+0.00037813i,0.00080812+3.1641e-05i,1.2374e-05+0.0004848i,0.00072198+0.000964i,0.00092703+0.00079538i,0.00026959+0.00011559i,5.4851e-05-0.00011026i,0.00015871-0.00011794i,0.00013593+0.00033291i,-0.00071601+0.00048003i,-0.0005999-0.00029972i,0.00030361-0.00061895i,0.00038423-0.00043667i,-0.0002225+0.00012849i,-0.00055887+0.00018981i,-0.00027446+0.00027522i,-0.0003069+0.0012568i,-0.00095882+0.0014415i,-0.0010795+0.00082075i,-0.00045142+0.00070612i
-0.0021472+0.00073787i,-0.0021714+0.0013487i,-0.0018224+0.0018329i,-0.0017096+0.0018445i,-0.0014557+0.0015987i,2.6066e-05+0.0012727i,0.00083387+0.00074589i,0.00017776+0.00077235i,-0.00018634+0.00099813i,-3.3119e-05+0.00076294i,0.00026056+0.00019205i,-0.00032518+0.00074439i,-0.00052784+0.00054372i,-0.00016364-0.00080707i,-0.00031241-0.0010231i,-0.00014829-0.0008656i,-0.00030021-0.00041807i,-0.00079162-0.00034848i,-0.00046342-0.00068653i,1.4829e-05-0.00080844i,0.00020983-0.0010692i,0.00048295-0.0010215i,0.0008789-0.00013244i
0.00031175-0.00037539i,8.9919e-05-0.00037026i,-0.00021169+0.0002122i,0.00027713-0.00029441i,-0.00012409-0.0010094i,-0.00027077-0.00012934i,0.00051636+6.803e-05i,0.0011005-0.00010467i,0.00097209+4.5044e-05i,0.00058836+3.7721e-05i,-0.00067659+0.00022524i,-0.0016889+0.00031675i,-0.00035586-0.0001793i,0.00073248-0.00053855i,-0.00039367-0.00027692i,-0.0011284-0.00043132i,-0.00079329-0.00082885i,-0.00058403-0.00055064i,-8.4408e-05-0.0002085i,-0.00016152+0.00034424i,-0.00076174+0.00051574i,-0.00093829+0.00011405i,-0.00037895-1.6478e-05i
-0.00086494+0.0020269i,-0.00054292+0.0017926i,-0.0013387+0.0024717i,-0.0008175+0.0021325i,0.00096481+0.0010762i,0.001506+0.0010967i,0.00050432+0.00088325i,0.00010642+0.00083095i,0.00040133+0.0010724i,0.00032271+0.00094451i,-0.00013331+0.00070115i,-0.00065929-0.00013424i,-0.00058956-0.00079508i,-0.00014483-0.00041826i,-0.00025858-0.0001242i,-0.00096605-0.00065151i,-0.00091341-0.00069124i,-6.6814e-05+0.00010217i,0.00067487+0.000306i,0.00067381+0.0009378i,1.2088e-05+0.0014222i,4.3669e-05+0.00095272i,0.0011003+0.00051378i
3.1421e-05+0.00024153i,-0.00061907+0.0016083i,-0.00041444+0.0012939i,-0.00067104-0.00026288i,-0.00044384-0.00024102i,0.00061318+0.00017926i,0.0014129+0.00062077i,0.0018488+0.00021819i,0.0015666-0.0010519i,0.00012633-0.0012154i,-0.00074128-0.00071157i,-0.00040409-0.00025693i,-5.4072e-06+5.4247e-05i,0.00057498+0.000181i,0.00089679-0.0005218i,0.00061145-0.00032831i,0.0001538+0.00048245i,-0.00017129+0.00027438i,-0.00028535-0.00039236i,1.8048e-05+5.9985e-05i,0.00062314+0.00053448i,0.00037467+0.00041442i,-0.0011669+0.00041302i
0.00029744+0.001591i,0.00042449+0.0016172i,0.00033325+0.0010765i,0.00022455+0.0008225i,8.7799e-05+0.0015141i,2.4967e-05+0.0020674i,0.00015854+0.0020419i,0.00010282+0.0017763i,2.7089e-05+0.0013504i,8.9047e-05+0.00047752i,-0.00069057+0.00015083i,-0.0010386+0.00080341i,-0.00092103+0.0005962i,-0.00086289+0.00059283i,-0.00016655+0.00048251i,0.00074019+0.00020276i,0.00027132+0.00042666i,-0.00045082+0.00048579i,-0.00061167+0.00021841i,-0.00023376-1.2608e-05i,0.00017782+0.00046065i,0.00016848+0.00047364i,-0.00018883+0.00015449i
-0.00097504-0.0008784i,-0.00024339+0.0005432i,-0.0010119+0.00083642i,-0.0011521-0.00027539i,-0.00033567-0.00042014i,0.00091178+0.00072493i,0.0011178+0.001067i,0.00040408+0.00098367i,0.00031035+0.00095727i,-0.00023366+0.00036024i,-0.00095975+0.00037793i,-0.00055679+0.0011217i,-0.00042535+0.0010716i,-3.4363e-05+0.00019023i,0.00034717-0.00028551i,-0.00018032-0.00020264i,-0.00070768+0.00021806i,-0.00070801+8.2491e-05i,-0.00058544-0.00069934i,1.2891e-05-0.00032756i,0.00018411+0.0005475i,0.00017953+0.00087862i,0.00043425+0.00082176i
-0.00061542+0.00033712i,-0.0011334+0.0010925i,-0.00044162+0.0011456i,0.00010556+0.00020352i,-0.00024334+5.7783e-05i,0.00025848+0.00015248i,0.00045602+0.0001247i,6.9301e-06-0.00028131i,0.00012441-0.00071625i,3.565e-05-0.00036861i,-0.0012505-0.00022555i,-0.0016632-0.00037105i,-0.0011065-0.00030221i,-0.00094569-0.00024294i,-0.00051603+2.1537e-05i,-0.00020056-0.00074391i,-3.1915e-05-0.0012477i,-0.00011363-0.00062682i,-0.00021921-0.00050235i,-0.00047987-7.1182e-05i,-0.00073988+0.00024765i,-0.00085272-0.00037756i,-7.496e-05+2.5732e-05i
-0.00063889+0.00081273i,-0.00059669+0.00010257i,0.00050192-0.00026717i,0.0010402-0.00047314i,0.0011587-0.00078643i,0.0011713-0.00042873i,0.0012842-0.00072742i,0.0011184-0.00060351i,0.0011156+2.9581e-05i,0.00036891+0.00070017i,-0.00069901+0.00085883i,-0.0010053+0.00046017i,-0.00097384+9.8189e-05i,-0.00038094-0.00036959i,-0.00076748-0.00065695i,-0.0015436-0.0005494i,-0.00048209+3.6802e-05i,0.00058256+0.0001703i,0.00017846+0.00057633i,-0.00012267+0.0011425i,0.00023357+0.0010214i,0.00010997+0.00068175i,-1.9434e-05+0.0003971i
0.00037766-0.0010506i,-0.00040262-0.0013163i,-0.00086005-0.0015863i,-0.001006-0.0012445i,-0.00054827+0.00053245i,-0.00070918+0.0013415i,-8.8235e-05+0.00080348i,0.00096569+0.000482i,0.00055122+0.00024799i,0.00048451+7.6344e-05i,0.0007781+0.00015761i,0.00042211-0.00047146i,9.8058e-05-0.0011608i,8.4534e-06-0.0010961i,-0.00012739-0.00068i,3.0971e-05-0.00040465i,0.00067542-0.00070563i,0.00059889-0.0010328i,0.00022769-0.00086269i,0.00034251-0.00091296i,0.00054611-0.00080727i,0.00039946-0.00073231i,-9.0958e-05-0.00093827i
-0.00010075+0.0020292i,-0.00014472+0.0015334i,-0.00034099+0.0013403i,-0.00083959+0.0010502i,-0.00059352+0.0007716i,0.00030962+0.00057566i,0.0012406+0.00053004i,0.00097615+0.00070968i,0.00059967+0.00036473i,0.00061859+0.00061401i,-8.6626e-05+0.0010753i,-0.0005471+0.00062751i,-0.00062176+0.00057325i,-0.00042196+0.00091399i,0.00019029+0.00062725i,-0.00062766+0.00037893i,-0.0012832+8.253e-05i,-0.00033328-0.00015037i,0.0001839+4.5763e-05i,-0.00046918+0.00030364i,-0.00067023+0.00058758i,-0.00033964+0.00046487i,-0.00038644+0.00038313i
-0.00059801-0.00088274i,-0.00050858-0.00077325i,0.00035695-0.0016588i,-0.00041703-0.0019834i,-0.001166-0.0019731i,-0.0002077-0.00033049i,0.0010806+0.0015196i,0.0012203+0.0013489i,0.0007924+0.00070281i,0.00030003+0.0007608i,-0.0001061+0.0005745i,-0.00024244-0.00012626i,7.2076e-05-0.00040198i,0.00069554+3.0807e-05i,0.00041003-1.8136e-05i,-0.0001629-0.00033192i,-0.00013295-0.00052121i,0.00012302-0.00048289i,0.00023968-0.0006433i,-9.3796e-05-0.00028133i,-0.00044219-6.8452e-05i,-0.00046309-0.00010048i,1.3007e-05-0.00017353i
-0.00047968+0.0024742i,-0.001455+0.0027317i,0.00021103+0.0033297i,0.0013965+0.0029409i,0.0015143+0.00086316i,0.0017864-4.3794e-05i,0.00089423+0.00026688i,8.2851e-05+0.00019032i,0.00037265+0.00077013i,0.00055341+0.0011083i,0.00028952+0.00039841i,0.00020036+8.5404e-05i,-7.0699e-05+0.00011033i,-0.00052515+0.00034712i,-0.0003799+0.0007255i,6.0726e-06+0.00020386i,0.0001233-0.0002274i,0.00016011-0.00042562i,-8.7301e-05-0.00075685i,-0.00072861+9.7071e-05i,-0.001014+0.00026998i,-0.00034791+0.00028774i,-0.00068129+0.00075096i
-0.0014498-0.00013345i,-0.0014546+0.00094123i,-0.0005014+0.0031868i,0.00031903+0.0027911i,0.00032726+0.0016484i,0.0010931+0.00058238i,0.00085851-0.00033314i,0.00042305-0.00049481i,0.0011004+0.00033365i,0.0011592+0.0011315i,0.00061098+0.00096102i,0.00041839+0.00093862i,-0.00047988+0.00044477i,-0.00039718+0.00023134i,0.00023345-0.00021933i,-6.8313e-05-0.00085868i,-0.00050078-0.00034621i,-0.0001645+0.00017572i,3.9196e-05+0.00017765i,-0.00037472+4.2586e-05i,-0.00052378+0.00069661i,-0.00039245+0.0012554i,0.00017361+0.00049808i
0.00057658+0.00058713i,-0.00065873+0.0013417i,-0.0014148+0.0017573i,-4.072e-05+0.0013518i,0.00093522+0.00087049i,0.00074547+0.00060185i,0.0010362+0.00072567i,0.00080519+0.00039994i,-5.2371e-05-0.00015635i,-0.00032888-0.00024784i,-0.00033836+0.0004285i,-0.00046599+0.00050083i,-0.00070842-0.00018284i,-0.00095743-0.00048809i,-0.00076894-0.00021999i,-0.00036301-6.513e-05i,-0.00023039-0.00035316i,-3.0325e-05-0.00024692i,-0.0003125-0.00027997i,-0.00060325-0.00033004i,-0.00036004+0.0005978i,-0.00071073+0.0014636i,-0.0010241+0.001278i
0.0003658+0.0001921i,0.00065242+0.00067988i,0.0005747-0.00038108i,-0.00078446-0.00017693i,-0.0013353+0.0011055i,-0.00018007+0.0022396i,0.0010027+0.0025072i,0.0011713+0.001307i,0.00026155-0.00013184i,7.2831e-05-7.2325e-05i,0.00059979+0.00039842i,0.00043993+0.00067761i,-9.6977e-05+0.001124i,0.000278+0.00087718i,0.00030925-0.00022513i,-0.00014784-0.00066646i,0.00035672-1.9993e-05i,0.00099255+0.00056162i,0.00047259+0.00041191i,0.0002364-4.1631e-05i,-0.00018039+0.00067724i,-0.0004609+0.0010182i,0.00060326+0.00071086i
1.9659e-05+0.00075772i,-0.00029373+0.00020767i,0.00023574+0.0004912i,0.00034348+0.00041658i,0.00010102+0.00018635i,-0.00013661+0.00052556i,0.00020453+0.00093683i,0.00041539+0.00028085i,0.00028398-0.00039138i,9.1935e-05-0.00045315i,-0.00024659-0.00037795i,-0.00053235+7.0697e-05i,-0.00046356+0.00061376i,-0.00078901+0.00018837i,-0.00091766+2.4649e-05i,-0.00025952+0.00010527i,6.8098e-05+2.3349e-05i,-5.7591e-05+0.00061505i,-0.00038193+0.00043554i,0.00026103+0.00017575i,0.00091342+0.00043077i,0.00031973-0.0001872i,0.00016207-0.00034571i
-0.0004898+0.0015939i,6.6299e-05+0.0017088i,3.9793e-05+0.0024629i,0.00073601+0.0019229i,0.001098+0.00053194i,0.00062481+0.0011436i,0.0016001+0.0016947i,0.0016479+0.00051614i,0.001077-0.00027858i,0.00089098-0.00015918i,0.00075787-0.00033998i,0.00035082-0.00039697i,-0.00028359-1.3555e-05i,-0.00028492+0.00060279i,0.00023375+0.0006695i,0.00038004-0.00045018i,0.00048909-0.00070152i,0.00064801-0.00047365i,0.00078529-0.00059119i,0.00056819+0.00026127i,-6.341e-05+0.0010523i,-0.0004239+0.00049955i,-0.00031057+0.00030779i
0.00047735+0.00097545i,0.00054085+0.0003796i,0.0010414-0.00069945i,0.0012233-0.0012348i,0.00098721-0.0012185i,-2.6369e-05-0.0009335i,-0.0011571-0.0004949i,-0.00056369+0.00025728i,0.00039243+0.00099765i,0.00029551+0.00016902i,-2.0801e-05-0.00019481i,-0.00052839+0.0001692i,-0.00078888-0.00014745i,-0.0007593+0.00012103i,-0.00055016+0.00065683i,-0.00069588+0.00056178i,-0.0003941-0.00039659i,0.00054082-0.00086574i,-0.00014321-0.00026168i,-0.0012521+0.00047088i,-0.0017324+0.0010125i,-0.0009479+0.00083831i,-0.00027584+0.00056456i
-0.0004384-0.00083049i,-0.00041517-0.0014553i,-0.00053037-0.0011393i,-0.00099305-0.00014904i,-0.0012544+0.00055431i,-0.00084999+0.00058412i,3.3827e-05+0.00048874i,0.00096733+0.00012242i,0.0013703+0.00010302i,0.00063628+0.00053058i,0.00016824+0.00045963i,0.00058297+0.00051401i,0.000942+0.00059851i,0.0010121+0.00070638i,0.00060173+0.0017448i,0.0002397+0.0015952i,-0.00014406+0.00051944i,0.00013209+0.00021709i,0.00027231+0.00026442i,-0.0003549-0.00017082i,-0.00042318-0.00090989i,-0.00017941-0.0010127i,4.4519e-05-0.00048257i
0.00013442-0.0003557i,-0.00040848+0.00035071i,0.0001252+0.00023455i,0.00082988-0.00059652i,0.00034476-0.001075i,-0.00013237+0.00019481i,0.00073056+0.0010482i,0.0012688+0.0012631i,0.00093527+0.0014754i,0.00092419+0.00068839i,0.00076942-0.00022741i,0.0002586-0.00021582i,-0.00027224-0.00024561i,-0.00026504-0.00027151i,0.0001454+7.364e-05i,-6.481e-05-0.00012431i,-0.0003587-0.00014069i,-0.00012547+0.00014307i,-0.00034303-9.0602e-05i,-4.8647e-05-0.00021246i,-0.000266+0.00040065i,-0.00045922+0.00031587i,-0.00022756+0.00011617i
-0.00073506-0.001105i,-0.00037772-0.00028559i,-0.0006042-0.00097071i,-0.0015052-0.00053436i,-0.0016619+0.00057144i,-0.00024436+0.0012457i,0.0013966+0.0012333i,0.0014603+0.00037878i,0.00037933+8.5515e-05i,-0.00013073+0.00028807i,-0.00039985+0.00076296i,-0.00079052+0.00040803i,-0.0013273-0.00028982i,-0.00071638-4.9234e-05i,2.9581e-05+0.00042298i,-0.00044916+0.00027019i,-0.00014785+0.00041795i,0.00027029+0.00037983i,-0.00036997+0.00026448i,-7.8173e-05+0.00010441i,0.00037222-3.3965e-05i,-3.2346e-05+0.00017664i,-0.00026717+0.00097288i
