0.00099098+0.00057809i,0.0021687+0.0009618i,0.0016114+0.0018085i,0.0011518+0.0012242i,0.0012063+0.00040035i,0.0013266+0.00064963i,0.0013751+0.00068646i,0.0014202+0.00064155i,0.0021025+0.00020798i,0.0023445-0.00034204i,0.0015311-7.8396e-07i,0.00089436+3.0583e-05i,0.00057676-0.00026592i,0.00023296-0.00029164i,-0.00020102+0.00026215i,-0.00064064+0.00031766i,-0.00023092+0.00011252i,0.00024446+0.00027846i,-0.00016706+0.00025871i,-0.00034632+0.00019949i,0.0002636+0.00045606i,0.00012662+0.00066647i,-0.00042965+0.00062259i
-0.075689-0.36911i,-0.017503-0.46793i,0.064185-0.39027i,0.031318-0.21948i,-0.042655-0.1289i,-0.057885-0.1356i,-0.053305-0.11458i,-0.033238-0.047185i,-0.0077021-0.020434i,-0.006891-0.033365i,-0.014904-0.036396i,-0.013041-0.031087i,-0.0010291-0.030004i,0.016267-0.032171i,0.028315-0.034195i,0.031817-0.028572i,0.030645-0.015539i,0.023388-0.0012692i,0.013256+0.01234i,0.0083745+0.023046i,0.007273+0.024154i,0.0035871+0.014004i,-0.0038315+0.0016441i
0.11887+0.21856i,0.022302+0.26837i,-0.090489+0.2183i,-0.063452+0.11071i,0.0028541+0.062993i,0.015661+0.094901i,0.031149+0.095875i,0.032183+0.034092i,0.0036125+0.0041786i,-0.010053+0.023857i,-0.0058762+0.036924i,-0.0032608+0.031639i,-0.010992+0.023849i,-0.027898+0.02578i,-0.042603+0.028031i,-0.050183+0.019528i,-0.048948+0.0068391i,-0.035476-0.0013877i,-0.018232-0.0054051i,-0.012659-0.0090165i,-0.021853-0.0098884i,-0.031857-0.0041605i,-0.032215+0.0044445i
-0.08237-0.060877i,0.069257-0.080741i,0.19744-0.069245i,0.17919-0.028636i,0.14387-0.036586i,0.13237-0.095594i,0.089858-0.10739i,0.054016-0.061397i,0.038948-0.039983i,0.014115-0.050417i,-0.0075131-0.045557i,-0.010013-0.027746i,0.00060892-0.016318i,0.017115-0.015797i,0.029395-0.012841i,0.034105+0.0035128i,0.034933+0.021712i,0.027181+0.029175i,0.01389+0.028901i,0.0045854+0.027533i,0.0038633+0.02435i,0.01064+0.017732i,0.017081+0.0099913i
0.028297-0.043094i,-0.12014-0.023627i,-0.21828-0.041048i,-0.2029-0.12108i,-0.205-0.15307i,-0.21723-0.081375i,-0.15735-0.0058601i,-0.078068-0.0053119i,-0.040394-0.016823i,-0.020832-0.0014666i,-0.0061847+0.011331i,-0.0013676+0.010123i,-0.0095402+0.0042899i,-0.030797+0.0084911i,-0.044064+0.014504i,-0.035141+0.0030084i,-0.016108-0.021i,-0.0019387-0.037425i,0.0042701-0.042143i,0.003909-0.047689i,0.0017069-0.053167i,0.00085315-0.04894i,-0.0011284-0.03798i
0.073434+0.090046i,0.22377+0.054164i,0.26736+0.058302i,0.18401+0.14531i,0.13965+0.20808i,0.15082+0.15983i,0.12102+0.068568i,0.06565+0.023984i,0.031829+0.00062136i,0.0056609-0.02337i,-0.016345-0.029049i,-0.018072-0.014654i,0.0024015+0.00071137i,0.03263+0.00045573i,0.050235-0.0052746i,0.038927+0.00042482i,0.0102+0.01535i,-0.012933+0.02464i,-0.018839+0.022417i,-0.014113+0.019491i,-0.0086155+0.022697i,-0.0048682+0.023296i,-0.0080657+0.015446i
-0.14776-0.091084i,-0.26037-0.051145i,-0.25501-0.056057i,-0.13824-0.12563i,-0.060089-0.18049i,-0.061925-0.15789i,-0.060363-0.078371i,-0.028781-0.026542i,-0.0070538-0.018585i,-0.0031124-0.012157i,0.0014517-0.00069493i,0.005169-0.0025333i,-0.0060455-0.015954i,-0.036349-0.022161i,-0.059027-0.015149i,-0.045252-0.0071302i,-0.0084532-0.007304i,0.016303-0.010093i,0.017353-0.0064451i,0.011563-0.0018156i,0.0080558-0.0021692i,0.0065088-0.0012536i,0.011105+0.0046342i
0.19263+0.044254i,0.28129+0.0017162i,0.26529+0.0048886i,0.17065+0.053997i,0.10266+0.092861i,0.084337+0.085957i,0.068809+0.043988i,0.042518+0.0070989i,0.020721-0.0086978i,0.0088646-0.018181i,-0.0023156-0.02437i,-0.009042-0.012487i,0.0012154+0.010277i,0.028524+0.02144i,0.047274+0.017423i,0.03188+0.0095905i,-0.0018996+0.0059766i,-0.021203+0.0051858i,-0.018908+0.0052828i,-0.010696+0.0048687i,-0.011403+0.0037811i,-0.018974+0.0031829i,-0.023966-0.00094396i
-0.19299+0.016237i,-0.2506+0.051581i,-0.21618+0.027412i,-0.1185-0.047598i,-0.0443-0.12704i,-0.02974-0.15757i,-0.035694-0.10944i,-0.015873-0.04094i,0.0038119-0.017853i,-0.0012983-0.014939i,-0.0035869-0.0037401i,0.0053447-0.0014565i,0.0049437-0.016747i,-0.0187-0.032095i,-0.043673-0.028164i,-0.033879-0.010035i,0.0014872+0.0030175i,0.022563+0.0059773i,0.016216+0.0070017i,0.0025276+0.0083315i,0.00087325+0.0087335i,0.011372+0.010158i,0.025394+0.012766i
0.17928-0.068038i,0.22213-0.10807i,0.17976-0.089922i,0.064658-0.035925i,-0.045865+0.038631i,-0.076218+0.10627i,-0.037616+0.095241i,-0.011439+0.034087i,0.00077026+0.0057484i,0.019407-0.0048911i,0.018491-0.024915i,-0.00080146-0.027447i,-0.00724-0.0023232i,0.013126+0.024246i,0.036386+0.028079i,0.030215+0.010652i,-2.4908e-05-0.0091996i,-0.02315-0.017342i,-0.021971-0.017565i,-0.0084414-0.021094i,-0.00021272-0.029516i,-0.0025719-0.037183i,-0.01334-0.040208i
-0.12336+0.10314i,-0.13323+0.13618i,-0.091475+0.12532i,0.0021246+0.12169i,0.12093+0.094386i,0.173+0.0082522i,0.11816-0.037103i,0.05986-0.012857i,0.036152-0.0021593i,0.0089388-0.0047847i,-0.004824+0.011181i,0.0053442+0.019134i,0.013926+0.0029847i,0.0033927-0.023001i,-0.018258-0.033979i,-0.024548-0.015998i,-0.0077465+0.015203i,0.010419+0.028208i,0.011052+0.0199i,-0.0034891+0.012642i,-0.018175+0.016007i,-0.023724+0.025329i,-0.017841+0.035453i
0.092419-0.13452i,0.094526-0.16593i,0.085628-0.15559i,0.053359-0.17536i,-0.027299-0.1886i,-0.093482-0.1133i,-0.073458-0.036298i,-0.028372-0.0263i,-0.0070597-0.027228i,0.014753-0.026311i,0.024419-0.039002i,0.0087607-0.038252i,-0.0078613-0.013641i,-0.0066604+0.017275i,0.0082715+0.033545i,0.020079+0.021167i,0.017375-0.0064194i,0.0055451-0.024521i,-0.0022408-0.022618i,0.0038031-0.011631i,0.019293-0.0062621i,0.030199-0.0072024i,0.030271-0.0077348i
-0.02106+0.14428i,0.0037382+0.14949i,-0.0088238+0.11739i,-0.023881+0.14179i,0.036095+0.16589i,0.099773+0.091712i,0.071824+0.017905i,0.024057+0.018711i,0.0089132+0.026589i,-0.0064828+0.025007i,-0.010891+0.035187i,0.0036511+0.036112i,0.019605+0.019683i,0.025001-0.0059118i,0.011362-0.027078i,-0.010096-0.023838i,-0.018982-0.0017416i,-0.012554+0.015064i,-0.0029462+0.014527i,-0.0045255+0.0036996i,-0.018759-0.0048571i,-0.032026-0.0066513i,-0.032651-0.0026042i
-0.029721-0.14364i,-0.053167-0.12244i,-0.013411-0.080224i,0.021055-0.12665i,-0.050841-0.1818i,-0.13018-0.10974i,-0.08901-0.01359i,-0.016215-0.0020446i,0.0046004-0.012393i,0.014557-0.015062i,0.023101-0.028537i,0.014061-0.036034i,-0.0065774-0.02475i,-0.021002+0.0017052i,-0.012609+0.026847i,0.0094245+0.029177i,0.018739+0.010888i,0.010131-0.0063445i,-0.0021039-0.010024i,-0.0040054-0.0026862i,0.0089795+0.0045233i,0.024993+0.0063399i,0.029742+0.0035079i
0.11109+0.11484i,0.13762+0.066547i,0.054594+0.027695i,-0.03833+0.12316i,0.012074+0.24146i,0.11091+0.20659i,0.098917+0.0967i,0.041042+0.050451i,0.021589+0.039854i,0.010242+0.030479i,-0.000847+0.031801i,-0.00024218+0.029742i,0.0079624+0.02105i,0.020559+0.0038018i,0.019318-0.021542i,-0.0014796-0.032688i,-0.019155-0.01785i,-0.015497+0.0046093i,0.0013712+0.010586i,0.0077436-0.0010394i,-0.0026763-0.01592i,-0.020758-0.025014i,-0.036084-0.023776i
-0.15385-0.059941i,-0.14782+0.013168i,-0.025071+0.056387i,0.10759-0.04337i,0.10438-0.179i,0.014922-0.183i,-0.0063904-0.099979i,0.017397-0.055271i,0.010729-0.043144i,0.0018658-0.029561i,0.0083099-0.02046i,0.010652-0.014183i,0.0017743-0.0090776i,-0.012891+0.00067886i,-0.016944+0.020118i,-0.0013055+0.033995i,0.018058+0.028276i,0.02084+0.0066224i,0.0052014-0.010723i,-0.008101-0.0091932i,-0.0052084+0.0053574i,0.0064504+0.022003i,0.016437+0.031694i
0.18934-0.013725i,0.17693-0.098129i,0.043114-0.15349i,-0.10959-0.075803i,-0.13105+0.059648i,-0.050925+0.092511i,-0.024472+0.048169i,-0.035694+0.034644i,-0.019786+0.036593i,-0.004704+0.026572i,-0.0032988+0.017989i,-0.0035414+0.0077951i,-0.0025039+0.0023828i,0.0048829+0.0017494i,0.011478-0.010668i,0.0049048-0.028635i,-0.010594-0.032575i,-0.017843-0.017019i,-0.0082019+0.003626i,0.0062317+0.0096659i,0.01372-0.00027109i,0.013501-0.016213i,0.0063176-0.025933i
-0.17443+0.098232i,-0.15574+0.18303i,-0.027844+0.23632i,0.11288+0.15927i,0.11627-0.0045155i,0.015152-0.065237i,-0.016715-0.019653i,0.0074331+0.00024791i,0.0037153-0.013213i,-0.0082247-0.012536i,-0.005392+0.00072762i,0.0038311+0.012531i,0.0087491+0.01039i,0.00024717+0.0043139i,-0.010879+0.014948i,-0.010053+0.031244i,-0.0023116+0.032262i,0.0033724+0.019128i,0.0025018+0.0011501i,-0.0058271-0.01197i,-0.015486-0.012133i,-0.017528-0.0011534i,-0.010164+0.0070353i
0.14732-0.16494i,0.14342-0.26027i,0.013499-0.32268i,-0.15676-0.23617i,-0.18218-0.027568i,-0.084789+0.086079i,-0.027509+0.067976i,-0.021455+0.046264i,-0.0085806+0.042008i,0.001956+0.024312i,0.0019994+0.00256i,-0.0016229-0.015987i,-0.0093865-0.017968i,-0.007688-0.0054179i,0.0065467-0.0030659i,0.014371-0.015563i,0.0081787-0.022596i,-0.0021183-0.013554i,-0.0049149+0.0031106i,0.0011919+0.016684i,0.012666+0.019498i,0.019152+0.0092723i,0.010083-0.0044968i
-0.080433+0.21514i,-0.076727+0.32968i,0.041462+0.39516i,0.20528+0.31168i,0.23584+0.11248i,0.14421-0.02002i,0.07216-0.029583i,0.044805-0.018993i,0.018002-0.0256i,-0.0046195-0.015229i,-0.010494+0.0098968i,-0.003915+0.028371i,0.0094724+0.026314i,0.011508+0.0092925i,-0.0033855+0.00051514i,-0.014868+0.0072461i,-0.011331+0.012464i,0.00052845+0.008307i,0.0078821-0.0035243i,0.0050845-0.018517i,-0.0041199-0.026171i,-0.011319-0.019153i,-0.0091504-0.0038339i
0.013725-0.23942i,0.012929-0.37479i,-0.068855-0.4541i,-0.19563-0.38877i,-0.22271-0.21038i,-0.14086-0.069234i,-0.076333-0.030735i,-0.052855-0.012558i,-0.024091+0.010606i,0.0012195+0.0092058i,0.01027-0.010342i,0.0076534-0.028958i,-0.0046277-0.027648i,-0.010597-0.01103i,-0.00025915+0.0012082i,0.01276+0.00094462i,0.012968-0.0049558i,-0.00079747-0.0073537i,-0.014848-0.0031136i,-0.01582+0.0089527i,-0.0068778+0.021975i,0.0032256+0.022589i,0.0062849+0.010783i
0.080363+0.22647i,0.091029+0.36009i,0.1199+0.44455i,0.1812+0.38467i,0.17947+0.19053i,0.084243+0.035722i,0.016122+0.0075569i,0.0033265+0.0029034i,-0.0021742-0.019762i,-0.0092176-0.022952i,-0.015662-0.0018845i,-0.014777+0.022781i,-0.0017668+0.025748i,0.0038626+0.0091214i,-0.0058337-0.0050114i,-0.016688-0.0086085i,-0.016727-0.0062539i,-0.0055787-0.00023585i,0.0082078+0.0041378i,0.01546-0.0017892i,0.014713-0.014179i,0.011749-0.018923i,0.010276-0.011212i
-0.14342-0.1684i,-0.14172-0.29733i,-0.12991-0.4174i,-0.17714-0.3941i,-0.19286-0.19714i,-0.11818-0.031116i,-0.057313+0.0069912i,-0.040703+0.016625i,-0.025263+0.02997i,-0.008204+0.020147i,0.0066652-0.0011821i,0.016567-0.017661i,0.01013-0.018511i,0.00033067-0.0045324i,0.0032897+0.012101i,0.011219+0.020764i,0.01114+0.018825i,0.0019898+0.0079514i,-0.0095911-0.0050797i,-0.018789-0.0079228i,-0.022839+0.0014349i,-0.022063+0.0095803i,-0.018666+0.0045825i
0.18709+0.075912i,0.1742+0.19866i,0.14173+0.35765i,0.17681+0.37258i,0.18843+0.19506i,0.12139+0.041882i,0.065638+0.0077537i,0.046879-0.0032047i,0.028278-0.019988i,0.006638-0.01779i,-0.011012-0.002628i,-0.018707+0.011649i,-0.012692+0.013661i,-0.0046246+0.0030374i,-0.0043256-0.011928i,-0.0054026-0.022651i,-0.0010377-0.025335i,0.0048171-0.015979i,0.0092874+0.0011807i,0.017682+0.012022i,0.028389+0.011476i,0.030915+0.005729i,0.024042+0.0066377i
-0.1641+0.026189i,-0.12704-0.11098i,-0.086012-0.31513i,-0.11617-0.36189i,-0.11386-0.21649i,-0.052714-0.087111i,-0.021446-0.051751i,-0.022957-0.028088i,-0.014931+0.0031249i,0.0041385+0.016046i,0.02306+0.007309i,0.031225-0.0070459i,0.02362-0.0096176i,0.012707-0.0025933i,0.0061163+0.0080609i,0.00055768+0.018227i,-0.0049591+0.020486i,-0.0096713+0.01007i,-0.011535-0.0092921i,-0.01475-0.024727i,-0.024865-0.027119i,-0.030905-0.018903i,-0.023475-0.011991i
0.10262-0.1162i,0.065492+0.027785i,0.037069+0.25168i,0.065978+0.29817i,0.066661+0.14839i,0.016734+0.021775i,-0.0028646-0.0064081i,0.0078764-0.018428i,0.011667-0.033347i,0.0057472-0.034273i,-0.010297-0.020911i,-0.025551-0.0033147i,-0.026848+0.0051143i,-0.019154+0.002635i,-0.0081747-0.0060808i,0.0038123-0.015817i,0.011111-0.019232i,0.011249-0.010536i,0.0081213+0.0060954i,0.0085822+0.022136i,0.017127+0.031218i,0.024423+0.027955i,0.01961+0.017565i
0.012698+0.16119i,0.058661+0.010026i,0.057495-0.22971i,-0.0036732-0.28116i,-0.029288-0.13717i,-0.0047424-0.029641i,-0.0083193-0.0099691i,-0.029336+0.0065117i,-0.03011+0.025506i,-0.01228+0.027431i,0.011589+0.017611i,0.026615+0.0076469i,0.026817+0.0017962i,0.017471-0.00199i,0.0029446+0.00054508i,-0.011099+0.0092159i,-0.018055+0.012926i,-0.015595+0.0061613i,-0.0084181-0.0071206i,-0.0047781-0.021761i,-0.010083-0.033412i,-0.017596-0.030487i,-0.015135-0.016035i
-0.13059-0.14716i,-0.16667+0.0045897i,-0.11732+0.23425i,-0.024464+0.27266i,0.016852+0.13547i,0.010442+0.043147i,0.02265+0.026215i,0.040078+0.011578i,0.032537-0.0067479i,0.010636-0.013739i,-0.010226-0.00854i,-0.019918-0.001666i,-0.019629+0.0028819i,-0.013461+0.0056067i,0.00085432+0.0029292i,0.017252-0.00064475i,0.026344-0.0015868i,0.023698-0.0017172i,0.011757+0.0022702i,0.00029832+0.015718i,-0.00058745+0.030795i,0.0055652+0.029844i,0.0053102+0.015511i
0.241+0.077465i,0.28752-0.085207i,0.20364-0.28387i,0.090133-0.28687i,0.056419-0.14638i,0.057806-0.063856i,0.029649-0.039197i,0.0033993-0.011158i,-0.00095898+0.01381i,0.006586+0.026501i,0.018407+0.023129i,0.021577+0.0091799i,0.015018-0.003239i,0.0062459-0.0086165i,-0.0069797-0.0090936i,-0.021332-0.0092751i,-0.027614-0.011031i,-0.024123-0.010569i,-0.010166-0.007388i,0.0078241-0.012538i,0.01383-0.025085i,0.00505-0.0239i,0.00021483-0.0069719i
-0.29351+0.040139i,-0.32439+0.20701i,-0.21106+0.34478i,-0.095708+0.28072i,-0.061401+0.12037i,-0.042226+0.037229i,-0.0006836+0.0080966i,0.022402-0.017259i,0.016132-0.030234i,0.003054-0.02482i,-0.0048666-0.012584i,-0.0085033-0.0043978i,-0.0087156+0.0030696i,-0.0020015+0.0096413i,0.010389+0.013604i,0.02201+0.018567i,0.025388+0.021424i,0.021568+0.016762i,0.01061+0.0046395i,-0.0089928-0.0012094i,-0.022718+0.0067707i,-0.016799+0.0093889i,-0.0054857-0.0043222i
0.30335-0.17385i,0.32773-0.34992i,0.20985-0.42892i,0.099531-0.30826i,0.062903-0.13088i,0.0341-0.045688i,-0.00849-0.014712i,-0.030347+0.0081548i,-0.025035+0.021196i,-0.0067869+0.023187i,0.0048941+0.013757i,0.001414+0.0035871i,-0.0047578-0.0021341i,-0.0087425-0.0075669i,-0.013577-0.014063i,-0.01837-0.021038i,-0.019093-0.024803i,-0.015349-0.018555i,-0.0066711-0.0029104i,0.010672+0.0087035i,0.024867+0.0056424i,0.019304+0.0025097i,0.002379+0.010448i
-0.23378+0.29886i,-0.23138+0.47884i,-0.12566+0.49864i,-0.05231+0.33274i,-0.038352+0.15745i,-0.014067+0.079184i,0.016932+0.043763i,0.020676+0.020522i,0.0060256+0.0048863i,-0.0090964-0.0024856i,-0.011805+0.00033296i,-0.00089321+0.0027722i,0.0096289+0.0035616i,0.014376+0.0051486i,0.017813+0.010592i,0.019657+0.021309i,0.018423+0.029563i,0.016832+0.022949i,0.0093902+0.0016995i,-0.01011-0.015545i,-0.025318-0.017237i,-0.018875-0.013894i,-0.0030966-0.015145i
0.12852-0.39126i,0.10775-0.57274i,0.036745-0.5471i,0.02052-0.34386i,0.043638-0.15631i,0.032859-0.059797i,0.0063714-0.0057597i,0.0024123+0.018297i,0.0098696+0.021322i,0.010409+0.018884i,0.0035932+0.012322i,-0.0062246+0.0040368i,-0.013959-0.0028798i,-0.015635-0.0064326i,-0.01525-0.012727i,-0.012926-0.02454i,-0.008301-0.033131i,-0.0079196-0.027277i,-0.0057195-0.0040401i,0.011145+0.019462i,0.027238+0.024958i,0.019719+0.019392i,0.0021335+0.017721i
0.023492+0.42668i,0.085174+0.59957i,0.11139+0.53803i,0.051319+0.31511i,-0.009467+0.13568i,-0.0040924+0.045781i,0.019098+1.141e-05i,0.017736-0.016192i,-0.00076283-0.015536i,-0.01273-0.0046768i,-0.0036252+0.0056084i,0.011093+0.0028849i,0.015833-0.0020228i,0.014478-0.00037205i,0.010663+0.0072677i,0.0047416+0.020227i,-0.00054714+0.0303i,0.00075526+0.026194i,0.0025164+0.003541i,-0.007936-0.024165i,-0.020719-0.034841i,-0.014455-0.027916i,0.0031723-0.019366i
-0.16837-0.40277i,-0.25921-0.55606i,-0.2355-0.48737i,-0.11176-0.28177i,-0.028055-0.11945i,-0.020311-0.032504i,-0.025866+0.0065469i,-0.017785+0.008626i,-0.0053172+0.0017912i,0.0019285-0.0016558i,-0.00064089-0.0060054i,-0.0081864-0.0072245i,-0.013081-0.0022962i,-0.012427+0.0021639i,-0.0057515-0.0012979i,0.0024402-0.012741i,0.0070101-0.023086i,0.0049112-0.020444i,0.00083582-0.00087505i,0.0051033+0.024964i,0.012456+0.036297i,0.0076176+0.026568i,-0.0074042+0.011822i
0.30352+0.31514i,0.42958+0.43208i,0.36183+0.38063i,0.17314+0.22836i,0.049821+0.10619i,0.012786+0.035018i,-0.0042132+0.0022463i,-0.018967+0.002595i,-0.025286+0.0095805i,-0.021781+0.011766i,-0.0087772+0.0099264i,0.0038203+0.0048008i,0.0096995-0.00023735i,0.010085-0.0013823i,0.0054474+0.0033816i,-0.0024934+0.012278i,-0.0077144+0.019807i,-0.0048411+0.017927i,0.0012846+0.00027512i,-7.7467e-05-0.023771i,-0.0049452-0.034267i,-0.0017928-0.023167i,0.0068109-0.0050708i
-0.38001-0.18361i,-0.51262-0.26253i,-0.41302-0.24883i,-0.1926-0.1654i,-0.053392-0.076288i,-0.010559-0.0058116i,0.0023084+0.029636i,0.010179+0.025595i,0.012222+0.0099652i,0.0033086-0.0016803i,-0.0066163-0.0031198i,-0.0059398+0.00095134i,-0.0016551+0.0025059i,0.00075476+0.0029713i,0.0050818+0.0003942i,0.011304-0.0068601i,0.014649-0.013781i,0.010558-0.015439i,0.001249-0.0031447i,-0.0021079+0.020103i,0.00093921+0.030646i,0.00028228+0.018498i,-0.0046778+0.0032171i
0.40969+0.034079i,0.54969+0.071857i,0.4452+0.095762i,0.21482+0.078264i,0.064289+0.029377i,0.01052-0.016247i,-0.00476-0.025081i,-0.0056309-0.010071i,-0.0072784+0.0011997i,-0.0084902+0.010519i,-0.0027084+0.014874i,0.0016863+0.0085275i,3.8669e-05-0.00074368i,-0.0030344-0.0046691i,-0.0064724-0.0035934i,-0.012047-0.00083488i,-0.016138+0.0045223i,-0.013083+0.0090397i,-0.0018855+0.0016071i,0.0081826-0.017296i,0.0086882-0.026717i,0.005984-0.015042i,0.0075421-0.00040821i
-0.36395+0.10602i,-0.49179+0.10188i,-0.39945+0.035859i,-0.1948-0.015933i,-0.062847-0.013689i,-0.012488+0.0097584i,0.0064555+0.0077644i,0.008118-0.012189i,0.001845-0.021308i,-0.0038181-0.018296i,-0.0010766-0.011811i,0.0061852-0.007214i,0.007595-0.0034124i,0.0050029+0.0017622i,0.0051621+0.0064727i,0.0088403+0.0078909i,0.011203+0.0038195i,0.0092585-0.0013599i,-7.2128e-05+0.0027274i,-0.011685+0.015354i,-0.014505+0.02046i,-0.0096246+0.0093435i,-0.007342-0.0028924i
0.2896-0.2152i,0.41011-0.24524i,0.34227-0.15386i,0.16514-0.046781i,0.041749-0.012315i,-0.017523-0.019668i,-0.039589-0.014158i,-0.035661-0.00018745i,-0.023547+0.0067455i,-0.012398+0.0096811i,-0.0086725+0.008914i,-0.01107+0.0072816i,-0.011641+0.0068565i,-0.0090063+0.0050533i,-0.0066253+0.00017242i,-0.0061185-0.0037845i,-0.0055891-0.0016798i,-0.0028537+0.0020526i,0.006175-0.00051799i,0.0182-0.0088427i,0.020754-0.012041i,0.013449-0.0036272i,0.0057039+0.0050006i
-0.1677+0.28117i,-0.25847+0.33921i,-0.22238+0.22525i,-0.10211+0.074155i,-0.016185+0.01944i,0.021479+0.02014i,0.023991+0.015136i,0.01088+0.007092i,0.0011394-9.6285e-05i,-0.0059702-0.0065317i,-0.0039235-0.0072027i,0.0084166-0.0052067i,0.014669-0.004701i,0.011631-0.0016065i,0.0095545+0.0059836i,0.010022+0.010328i,0.008907+0.0064881i,0.0065807-0.0010076i,-0.0027929-0.0031179i,-0.017945+0.0030362i,-0.021531+0.0086136i,-0.012738+0.0046535i,-0.0052637+0.00074304i
0.057856-0.29711i,0.12044-0.37346i,0.12392-0.25954i,0.063806-0.097266i,0.0050534-0.033647i,-0.023836-0.020743i,-0.018228-0.0033128i,0.0010293+0.0069177i,0.0069811+0.0045577i,0.00035054+0.0042638i,-0.0086453+0.0089239i,-0.013592+0.011258i,-0.012077+0.0085779i,-0.0066944+0.0020458i,-0.0033442-0.0065886i,-0.0034177-0.012075i,-0.0039708-0.010354i,-0.003016-0.0034439i,0.0059267+0.00087142i,0.020461-0.0016284i,0.024534-0.0043997i,0.015705-0.0019622i,0.0087991-0.00048839i
0.056193+0.26665i,0.036064+0.34374i,-0.0050985+0.23881i,-0.011141+0.08354i,0.015101+0.017073i,0.033605-0.0024674i,0.027894-0.017874i,0.012929-0.022127i,0.00051626-0.017015i,-0.0055123-0.0097446i,0.0023011-0.0056975i,0.012533-0.0069751i,0.011117-0.0083559i,0.0029881-0.0037505i,-0.0015145+0.0052083i,-0.0031463+0.011711i,-0.004043+0.011141i,-0.0040292+0.0052929i,-0.010362-0.00032437i,-0.022815+5.0067e-05i,-0.026002+0.0026904i,-0.01804+0.0014286i,-0.012263+0.00064095i
-0.13281-0.20441i,-0.13219-0.26902i,-0.064405-0.19169i,-0.020918-0.068278i,-0.030672-0.01305i,-0.041278-0.0016745i,-0.02929+0.002372i,-0.014837-0.00063751i,-0.0088737-0.0041766i,-0.0081239-0.0031654i,-0.012063+0.00051635i,-0.014377+0.0051953i,-0.010598+0.0069359i,-0.005281+0.0031069i,-0.00050203-0.002499i,0.0042076-0.0049306i,0.0068256-0.0029593i,0.007018+0.0011844i,0.012597+0.0062976i,0.02419+0.0077703i,0.02676+0.0049401i,0.01732+0.0026593i,0.0098749+0.00031268i
0.18189+0.1225i,0.20399+0.16693i,0.12572+0.11958i,0.055284+0.03408i,0.0442-0.0049477i,0.038738-0.010474i,0.013177-0.0062334i,-0.0049315+0.0041668i,-0.0069058+0.0078825i,-0.0046116+0.0037783i,0.0012014-0.0013404i,0.0077842-0.0048704i,0.0075039-0.0047772i,0.0010268+0.0002i,-0.0037599+0.0066568i,-0.0054493+0.0086366i,-0.0048342+0.0050827i,-0.0028106-0.00037724i,-0.0070762-0.0051733i,-0.017993-0.0076713i,-0.021779-0.0054537i,-0.016481-0.00096659i,-0.012671+0.002338i
-0.18377-0.03193i,-0.20785-0.061625i,-0.12455-0.047275i,-0.046225-0.0043207i,-0.028639+0.013444i,-0.021068+0.014679i,-2.3635e-05+0.013982i,0.013145+0.0087834i,0.0088695+0.00050416i,-0.0030514-0.004489i,-0.010494-0.0010898i,-0.0099352+0.0036769i,-0.0055816+0.0030431i,-0.00063985-0.00010888i,0.0040856-0.0041839i,0.0070209-0.0061885i,0.0075398-0.0050576i,0.0052483-0.002154i,0.007526+0.0030809i,0.016973+0.0079305i,0.020819+0.0070576i,0.017211+0.0027604i,0.014506+0.00053409i
0.16236-0.036835i,0.19236-0.026479i,0.12298-0.020154i,0.046983-0.033783i,0.029847-0.039313i,0.025191-0.033579i,0.011038-0.020962i,0.0052131-0.0090543i,0.0040937-0.0051687i,0.0014327-0.0034419i,0.0022365-0.0018935i,0.0035108-0.0022884i,-2.1871e-05-0.0013933i,-0.0058697+0.0021866i,-0.0092787+0.0059488i,-0.01251+0.0061682i,-0.014354+0.0041763i,-0.011588+0.0020521i,-0.011506-0.003211i,-0.018011-0.0093866i,-0.020759-0.0085543i,-0.016834-0.00325i,-0.0139-0.001385i
-0.108+0.087567i,-0.1275+0.089287i,-0.070324+0.062564i,-0.015197+0.045878i,-0.012973+0.03727i,-0.015357+0.022546i,-0.007134+0.0022229i,-0.0066991-0.0092661i,-0.011168-0.0090845i,-0.012194-0.0057941i,-0.0098221-0.0032665i,-0.0061145-0.001013i,-0.001384+7.9404e-05i,0.0039491-0.00074986i,0.0079269-0.0011706i,0.011263+0.0015723i,0.011956+0.0038427i,0.0098751+0.0043909i,0.0095231+0.0087416i,0.013547+0.014324i,0.016304+0.013346i,0.013437+0.0083615i,0.0095655+0.0058091i
0.059757-0.10703i,0.07483-0.12087i,0.037444-0.087398i,-0.00025047-0.058116i,0.0019922-0.045423i,0.0021927-0.025408i,-0.0081896+0.00036162i,-0.0083692+0.01247i,-0.0032333+0.0088505i,-0.0012094+0.0032574i,-0.00067866+0.0028118i,0.00018346+0.0042272i,-0.00085396+0.0040052i,-0.0055474+0.0035064i,-0.0097953+0.0031266i,-0.011649+0.00072305i,-0.0099433-0.0013534i,-0.0070024-0.0019065i,-0.006366-0.0055132i,-0.0084071-0.012208i,-0.010528-0.013269i,-0.0098601-0.0085637i,-0.0087163-0.0056061i
