0.00099098+0.00057809i,0.0021687+0.0009618i,0.0016114+0.0018085i,0.0011518+0.0012242i,0.0012063+0.00040035i,0.0013266+0.00064963i,0.0013751+0.00068646i,0.0014202+0.00064155i,0.0021025+0.00020798i,0.0023445-0.00034204i,0.0015311-7.8396e-07i,0.00089436+3.0583e-05i,0.00057676-0.00026592i,0.00023296-0.00029164i,-0.00020102+0.00026215i,-0.00064064+0.00031766i,-0.00023092+0.00011252i,0.00024446+0.00027846i,-0.00016706+0.00025871i,-0.00034632+0.00019949i,0.0002636+0.00045606i,0.00012662+0.00066647i,-0.00042965+0.00062259i
0.0029512+0.10452i,0.0051559+0.12055i,0.026839+0.082492i,0.035963+0.046874i,0.019193+0.035992i,0.0095179+0.023016i,0.008749+0.0082184i,0.0052879+0.0030655i,0.00087792+0.00061048i,-0.0021019-0.002751i,-0.0021813-0.005014i,-0.00031005-0.0064753i,0.0015362-0.0059494i,0.0033202-0.0037746i,0.006236-0.0018081i,0.0090227-0.00051837i,0.0087191-0.0017245i,0.0064764-0.0031924i,0.0063493+0.0020263i,0.0074784+0.010853i,0.0082388+0.013353i,0.0072628+0.01003i,0.0039904+0.0072545i
-0.034775-0.080031i,-0.044969-0.09326i,-0.052136-0.062858i,-0.046078-0.039188i,-0.023966-0.036474i,-0.0061336-0.024066i,0.0032971-0.0065776i,0.0088127-0.0028047i,0.0065609-0.0074994i,-0.00027833-0.0076611i,-0.003641-0.0013231i,-0.003698+0.0043028i,-0.0046595+0.0043972i,-0.0088443+0.0032383i,-0.012907+0.0028879i,-0.015033+0.0014348i,-0.014376+0.0018259i,-0.011495+0.0034973i,-0.0095265-0.00077835i,-0.0091153-0.010227i,-0.0086962-0.014146i,-0.0071636-0.0108i,-0.0042472-0.0064344i
0.061176+0.044986i,0.084407+0.046607i,0.08526+0.021299i,0.066095+0.010125i,0.036707+0.016815i,0.013557+0.0085644i,-0.0017811-0.0074092i,-0.010737-0.010245i,-0.011128-0.0064057i,-0.0069596-0.0046461i,-0.0034208-0.0061601i,-0.0017173-0.006861i,1.2517e-05-0.0040624i,0.0043637-0.00024986i,0.0082979+0.0034635i,0.010558+0.0061037i,0.01041+0.0037618i,0.0090143-0.00010873i,0.0070958+0.0029155i,0.0036879+0.012852i,0.0017354+0.018353i,0.0011573+0.014936i,0.00020709+0.0088074i
-0.063198-0.010155i,-0.081431-0.0033267i,-0.075928+0.012239i,-0.057693+0.0085368i,-0.035129-0.0075528i,-0.017466-0.0071478i,-0.0080753+0.0023148i,-0.0064691+0.0038336i,-0.0083631+0.00031912i,-0.010235+0.0011003i,-0.0095374+0.006562i,-0.0052778+0.0091872i,-0.0031018+0.0060341i,-0.0048868+0.00086779i,-0.0066523-0.0025651i,-0.0070329-0.0029046i,-0.0053833-0.00015264i,-0.0042315+0.0026085i,-0.0028733-0.0009857i,0.00058945-0.009947i,0.0023168-0.015129i,0.0016434-0.012689i,0.0010382-0.0081795i
0.054528-0.020542i,0.076624-0.039192i,0.074252-0.049458i,0.059989-0.034926i,0.039766-0.0082331i,0.018613+0.0030892i,0.003602+0.0046653i,-0.00044994+0.0088617i,0.0021326+0.006642i,0.0039954-0.0015958i,0.0031422-0.0062596i,0.0018058-0.0074864i,0.0014424-0.0086217i,0.0022864-0.0077683i,0.0043319-0.0041038i,0.0069326-0.0017348i,0.0069553-0.0042244i,0.0051446-0.0061751i,0.0033846-0.00087295i,-0.000424+0.0080069i,-0.0038034+0.013674i,-0.0045925+0.012078i,-0.0050081+0.0074064i
-0.032929+0.039989i,-0.038316+0.063818i,-0.035841+0.070428i,-0.032477+0.046095i,-0.023392+0.011389i,-0.0072725-0.003929i,0.0066813-0.0054842i,0.0093195-0.0079033i,0.0026769-0.008764i,-0.0052973-0.0047215i,-0.0067988+0.0020551i,-0.0045411+0.0047472i,-0.0049584+0.0026141i,-0.008593+0.0011202i,-0.010921-0.00060959i,-0.011374-0.00097521i,-0.010829+0.0028234i,-0.0092977+0.0045123i,-0.0070184-0.00047649i,-0.0023574-0.0094875i,0.0020579-0.014666i,0.0036953-0.012618i,0.0036429-0.0085723i
0.013459-0.04264i,0.015915-0.071671i,0.01714-0.080964i,0.021809-0.057595i,0.020529-0.024991i,0.008904-0.0091367i,-0.001536-0.0051797i,-0.0033367-0.0049405i,-0.00025469-0.0088414i,-0.00030872-0.013658i,-0.002858-0.014471i,-0.0033066-0.01189i,-0.0015901-0.0066382i,0.00063887-0.00072769i,0.002268+0.0043207i,0.0030878+0.0056265i,0.0037429+0.0030618i,0.0047773+0.0014088i,0.0029332+0.0037769i,-0.002733+0.010875i,-0.0071736+0.015487i,-0.0078481+0.013539i,-0.0059177+0.0088201i
0.013174+0.041847i,0.02614+0.067164i,0.027084+0.073752i,0.007964+0.051009i,-0.0083164+0.019692i,-0.0082197+0.0031677i,-0.006275-0.0018134i,-0.010622-0.0021592i,-0.013684+0.0011314i,-0.011151+0.004326i,-0.006785+0.0057832i,-0.0024232+0.0058917i,8.0772e-05+0.0041953i,-0.00016783+0.0016979i,1.9007e-05-0.00014686i,0.001285+0.0009682i,0.0019455+0.0028999i,0.0019106+0.0013225i,0.0021289-0.003529i,0.0048198-0.0088781i,0.0083649-0.011697i,0.0088489-0.011241i,0.0066264-0.0091805i
-0.021209-0.029425i,-0.036925-0.050634i,-0.036012-0.062232i,-0.013203-0.051724i,0.0062552-0.02778i,0.0062908-0.0067464i,0.0018769+0.0063299i,0.0027158+0.0096538i,0.0034323+0.0018275i,0.0010155-0.008366i,-0.0020285-0.011416i,-0.0024393-0.010101i,-0.00051553-0.0083914i,0.0014888-0.006864i,0.0023313-0.0053608i,0.0021848-0.0055472i,0.00097532-0.0059641i,-0.00025086-0.0032481i,-0.0017775+0.0026891i,-0.0050587+0.0085112i,-0.0081244+0.010613i,-0.0084008+0.0099719i,-0.0075879+0.0080216i
0.037963+0.013013i,0.065197+0.024863i,0.06663+0.03472i,0.036237+0.032199i,0.0075619+0.016632i,0.00078597+0.0029192i,0.0039499-0.0026349i,0.0051994-0.0024985i,0.0040632-0.0011355i,0.0021564+0.00025549i,0.0019711+0.0021917i,0.0028359+0.0027328i,0.0012829+9.6097e-05i,-0.0020268-0.0023399i,-0.005059-0.0023647i,-0.0047663-0.00076432i,-0.0027282-0.00023275i,-0.0010836-0.0029265i,0.0015677-0.0078994i,0.0056675-0.012513i,0.0086428-0.013312i,0.0079392-0.011022i,0.0061757-0.0085728i
-0.032024+0.0024392i,-0.055232-0.00078358i,-0.059126-0.01379i,-0.035226-0.023952i,-0.0093781-0.018898i,0.0010678-0.0085996i,0.0019839-0.0039656i,0.001038-0.0073946i,-0.00089528-0.01398i,-0.0042421-0.016788i,-0.0063768-0.014491i,-0.0065081-0.01048i,-0.0051234-0.0053563i,-0.0038099+0.00034336i,-0.0034618+0.0029218i,-0.0033175+0.0030734i,-0.0030525+0.0035799i,-0.0032241+0.0059143i,-0.0043501+0.010343i,-0.0072137+0.012691i,-0.010515+0.011722i,-0.010444+0.009839i,-0.0086119+0.0081695i
0.029589-0.019758i,0.057195-0.024951i,0.065222-0.014006i,0.042308+0.003557i,0.014662+0.0086899i,0.00096266+0.0030642i,-0.005317-0.0011836i,-0.008597-0.00060381i,-0.0063025+0.00049949i,-0.00080531+0.00043436i,0.0035463+0.00030922i,0.0059694+0.0012486i,0.0063968+0.00098846i,0.0044598-5.7436e-05i,0.0027059+0.0010141i,0.0031401+0.0023741i,0.0041505+0.0013071i,0.0050321-0.0029531i,0.0055466-0.0081106i,0.0063929-0.010673i,0.0080373-0.0090876i,0.0085538-0.0067741i,0.007475-0.0063267i
-0.015122+0.02738i,-0.030633+0.040472i,-0.040412+0.030293i,-0.030012+0.0056827i,-0.010316-0.0064235i,-0.0008274-0.0038618i,-0.00059142+0.0021922i,-0.0015351+0.0039644i,-0.0043621-0.00037959i,-0.0084552-0.0053048i,-0.0096123-0.0054412i,-0.0072586-0.0036172i,-0.0035344-0.0023451i,-0.001271-0.0011813i,-0.00033978-0.0012616i,-0.00013698-0.002139i,-0.00075116-0.0013225i,-0.001743+0.0031171i,-0.0031544+0.0087889i,-0.0052272+0.010131i,-0.0068425+0.0076233i,-0.0076183+0.005327i,-0.0082078+0.0051494i
0.0058038-0.030032i,0.020149-0.047883i,0.034258-0.043803i,0.029965-0.019034i,0.013865-0.0020415i,0.0040518-0.00015658i,0.0034164-0.00028353i,0.0068342+0.0022085i,0.0104+0.0017859i,0.011452-0.0011648i,0.011051-0.0025034i,0.0095375-0.0032538i,0.0050618-0.0055711i,0.0007498-0.0073427i,-0.0010953-0.0054442i,-0.0010613-0.0030743i,-0.00034873-0.0026214i,0.00086924-0.0049674i,0.0027495-0.0096181i,0.0059277-0.011051i,0.0086333-0.0085269i,0.0088953-0.0057276i,0.0074389-0.0043912i
0.010342+0.02689i,0.0082568+0.046154i,-0.0053767+0.044425i,-0.012213+0.018758i,-0.0053801-0.0016005i,0.0010283-0.0063586i,0.00115-0.0057235i,-9.7861e-06-0.0067595i,-0.00174-0.0077801i,-0.0041446-0.0061387i,-0.0052828-0.0039534i,-0.0055704-0.0019211i,-0.0043304-4.9313e-05i,-0.002873+0.0019656i,-0.0031489+0.0029201i,-0.0027121+0.002411i,-0.0031106+0.0035055i,-0.0045138+0.0061877i,-0.0058479+0.0090077i,-0.0072892+0.0088618i,-0.008988+0.0055299i,-0.0094437+0.0040653i,-0.0079009+0.0032705i
-0.01316-0.017032i,-0.01223-0.038051i,0.0032281-0.044174i,0.013962-0.026489i,0.0086133-0.0088734i,-0.00099008-0.0031312i,-0.0051801-0.0019344i,-0.0040538-0.0020563i,-8.0384e-05-0.0048221i,0.0046859-0.0071602i,0.0073365-0.006788i,0.0068561-0.004832i,0.0036067-0.0022732i,-1.5149e-05+6.8388e-05i,-0.00067246+0.0020061i,0.00037803+0.00261i,0.0019649+0.0020053i,0.0034642-0.00050301i,0.0040002-0.0040273i,0.0042243-0.0050194i,0.0053068-0.0030668i,0.0066771-0.0013974i,0.0064967-0.0014665i
0.02339+0.012799i,0.034976+0.027884i,0.025773+0.034419i,0.0076533+0.020921i,0.0013432+0.0054746i,0.0010149+0.00065157i,-0.001598+0.0016466i,-0.004834+0.0042635i,-0.0062352+0.00448i,-0.0067138+0.0030656i,-0.0049514+0.0022127i,-0.0019678+0.001784i,0.0010254+0.00079592i,0.0033644+5.7675e-05i,0.0032922+0.00073816i,0.0022944+0.00098027i,0.0015532-0.00038198i,-0.00092077-0.00027965i,-0.0030274+0.003361i,-0.003927+0.005678i,-0.0053509+0.0035821i,-0.0066514+0.0014703i,-0.006452+0.0012133i
-0.017581-0.0032792i,-0.027399-0.012463i,-0.020417-0.024662i,-0.0052304-0.021563i,-7.0959e-05-0.01003i,-0.00042042-0.0024786i,0.0011835+0.0024076i,0.0032364+0.0030239i,0.0041842-0.0013139i,0.0040283-0.0044276i,0.0039255-0.0034748i,0.0035556-0.0026183i,0.0018306-0.0037719i,0.00013335-0.005006i,-0.0018336-0.0045084i,-0.0035834-0.002932i,-0.0032015-0.0018044i,-0.00065078-0.0013337i,0.0014952-0.0023658i,0.0037007-0.002834i,0.0057665-0.0013061i,0.00593-1.5035e-05i,0.0037791-0.00025084i
0.024176-0.0050394i,0.03943+0.00019346i,0.036943+0.010407i,0.017282+0.0098985i,0.0047109+0.00044605i,0.0013776-0.004336i,0.00088701-0.0043926i,0.002364-0.0031021i,0.003072-0.0013167i,0.0016195+0.0006483i,0.00024976+0.0016697i,0.00026304+0.00049506i,0.00027832-0.0019897i,4.8033e-05-0.0026175i,1.5982e-05-0.0008352i,0.00027786+0.00057783i,0.00012519+0.00052741i,-0.00069338-0.00012308i,-0.0022272+0.00044617i,-0.0054693+0.0011503i,-0.0070202+0.00026561i,-0.0063125-0.0008291i,-0.0046558-0.00023954i
-0.011342+0.010764i,-0.022033+0.010698i,-0.023259-0.001727i,-0.010029-0.0088819i,-9.0359e-05-0.0047435i,0.00025598-0.00051979i,-0.0024569-0.001699i,-0.0033973-0.0051386i,-0.0023058-0.0076573i,-0.001018-0.0075618i,0.00041723-0.0044163i,0.001006-0.00028316i,-0.00025405+0.0017419i,-0.0016693+0.001338i,-0.0024755+0.0013586i,-0.0021734+0.0023223i,-0.0013753+0.0029565i,-0.00020481+0.0026853i,0.0010699+0.00097033i,0.0025313-0.00076867i,0.0031503-0.00015925i,0.0036982+0.00071822i,0.0034571-0.00032331i
0.011967-0.014104i,0.02465-0.017231i,0.029139-0.0088006i,0.017882-0.00049764i,0.0056311-0.00024668i,-0.00035411-0.0017246i,-0.0030748-0.0011133i,-0.003698+0.00097717i,-0.0028806+0.00062288i,-0.0021471-0.0015208i,-0.0019346-0.0027145i,-0.0011142-0.0035791i,0.0011624-0.0040306i,0.0035272-0.0025597i,0.0047267-0.0013331i,0.0040983-0.0015332i,0.0032089-0.0027201i,0.0017962-0.0033012i,-0.00066142-0.0010478i,-0.0028918+0.00097728i,-0.003669+8.5526e-05i,-0.003789-0.00070532i,-0.0033051+0.00089165i
-2.1972e-05+0.014059i,-0.0065785+0.020812i,-0.013206+0.014671i,-0.0079977+0.0030049i,0.00066548-0.00026624i,0.0035217+1.5174e-05i,0.0027699+0.00065117i,0.00076076+0.0019087i,-0.0021186+0.0012209i,-0.0038034-0.00019284i,-0.0018425+0.00062932i,0.0018994+0.0013993i,0.0031671+0.00092954i,0.00133+9.0716e-05i,-0.0006477-0.0011608i,-0.0020771-0.0013481i,-0.0024696+0.00027991i,-0.0017327+0.0015624i,0.00040481+0.00040042i,0.0028096-0.0013481i,0.0033033-0.0011645i,0.0028134-0.00085538i,0.0026157-0.002126i
-0.0021931-0.010323i,0.0046962-0.017913i,0.014264-0.01577i,0.013022-0.0067528i,0.0060825-0.0032233i,0.0020593-0.003696i,0.00095643-0.0034703i,0.0024652-0.0029463i,0.003772-0.0026843i,0.002065-0.0021873i,-0.00033338-0.001857i,-0.0017662-0.003587i,-0.0029084-0.00543i,-0.0031638-0.0048713i,-0.0022657-0.0034628i,-0.00054571-0.0019886i,0.00098599-0.0019208i,0.00132-0.0025815i,-0.00068078-0.0014007i,-0.0025693-0.0001922i,-0.0018658-0.00059967i,-0.0017337-0.00085947i,-0.0027711+6.9215e-05i
0.010262+0.0081634i,0.011+0.014086i,0.0032509+0.013502i,-0.0017308+0.0048007i,0.00048223-0.00047964i,0.0018152-0.0014778i,-0.00029828-0.0024415i,-0.0016984-0.0032529i,-0.00095852-0.0037179i,0.00029036-0.0026802i,0.0019388-0.00040936i,0.0037022+0.00078817i,0.0044486+0.0016095i,0.0027803+0.00079963i,-0.00022241-0.00044285i,-0.0019951+0.00083963i,-0.0021396+0.0031363i,-0.0019017+0.0032771i,-0.00099725+0.0006097i,-0.00013356-0.0016729i,-0.0002764-0.0012629i,0.00061451-0.00044452i,0.0027676-0.0019473i
-0.0041194-0.0010877i,-0.0043773-0.0074143i,0.0017857-0.011429i,0.005341-0.0083319i,0.0023113-0.0041671i,-0.0010142-0.0027069i,-0.0028071-0.0020664i,-0.0035271-0.0029917i,-0.0031037-0.0060151i,-0.0027464-0.0064635i,-0.0031251-0.0043703i,-0.0036774-0.003135i,-0.0038222-0.0017189i,-0.0026005+0.00020456i,-0.00041182+0.0017752i,0.001394+0.0005622i,0.0026858-0.0019827i,0.0023161-0.002522i,0.00053379-0.00079167i,-0.00136+0.0012127i,-0.0014492+0.0018665i,-0.0023496+0.001303i,-0.0045726+0.0017363i
0.0090406-0.00082436i,0.013157+0.0029429i,0.0097789+0.0064941i,0.0045759+0.0023842i,0.0032944-0.0029615i,0.0018355-0.0031078i,-0.00051057-0.00039799i,-0.00087928+0.001988i,-4.3307e-06+0.0017398i,0.00011146-0.0010998i,0.0011856-0.0020849i,0.0036536-0.0011643i,0.0045955-0.0011683i,0.0041223-0.0012108i,0.0023231-0.0011168i,0.00059126-0.0012534i,-0.00095127-0.0013659i,-0.0019139-0.0011519i,-0.00028265-0.0014592i,0.0010607-0.0025946i,0.00072019-0.0023053i,0.0017722-0.0010227i,0.0054021-0.0014905i
-0.0010131+0.0023314i,-0.0018653-0.0017653i,0.00034928-0.0065037i,0.0032721-0.0068642i,0.0025381-0.0050393i,0.00099076-0.0031992i,0.001123-0.00091808i,0.0014325-0.00042167i,0.00081239-0.0020087i,-0.00059043-0.0022966i,-0.0019312-0.0005066i,-0.0021648+0.00048822i,-0.0018456+0.001167i,-0.00086676+0.0018799i,0.00021343+0.0015517i,0.00087911+0.0010436i,0.00098938+0.00063829i,0.00036782+0.00071482i,-0.0010068+0.0015843i,-0.0014919+0.0028699i,-0.00060799+0.0030567i,-0.0014791+0.0013144i,-0.0043874-0.00025566i
0.0066473-0.0011102i,0.011077+0.00032338i,0.010462+0.002448i,0.0042566+0.00043986i,0.00082318-0.0028755i,-3.3635e-05-0.003175i,0.0002279-0.0027028i,0.0024636-0.0028913i,0.0050225-0.0037091i,0.0046881-0.0047126i,0.0031812-0.0051428i,0.003242-0.0048916i,0.0024576-0.0035622i,0.00035651-0.0026022i,0.00016243-0.0029125i,0.00067126-0.0025453i,0.00017374-0.0013758i,0.00048017-0.0014851i,0.0015196-0.003021i,0.00093962-0.0047685i,0.00049646-0.0052533i,0.0022838-0.0027766i,0.00375+0.00033117i
0.0011483+0.003028i,0.0006006+0.0014055i,0.00070192-0.0045334i,0.0012994-0.0074255i,0.00075643-0.0051749i,-0.00021014-0.0020727i,-0.0019639-0.00081594i,-0.0025784-0.0015317i,-0.0021611-0.0035838i,-0.0016857-0.0038787i,-0.0011022-0.001115i,-0.00034298+0.0011299i,0.00050794+0.00189i,0.00067414+0.0027532i,0.00029416+0.0038896i,0.00067601+0.0036686i,0.0011897+0.0026841i,0.00030798+0.0023189i,-0.0020757+0.0031526i,-0.0032879+0.0043428i,-0.0027686+0.0044893i,-0.0025137+0.0030287i,-0.0035449+0.0010184i
0.0019453-0.0024488i,0.007437-0.0042005i,0.011209-0.0021783i,0.0080107-0.00077458i,0.004109-0.0018498i,0.0017416-0.0034646i,-0.00024535-0.0029431i,-0.00097043-0.0015585i,-0.00089319-0.0021706i,-0.00010372-0.0044049i,0.00022015-0.0059128i,9.4125e-05-0.0050743i,-0.00013019-0.0040082i,-0.00028884-0.0030746i,4.3245e-05-0.0019738i,0.00094538-0.0020969i,0.001276-0.0032434i,0.0013021-0.0034597i,0.001727-0.0027066i,0.0030009-0.0027936i,0.0030503-0.0022537i,0.001726-0.00010638i,0.0025179+0.0019017i
0.0062459+0.0032682i,0.0082847+0.0053294i,0.0065948+0.0015345i,0.0036711-0.0042642i,0.0018874-0.0053471i,0.0014676-0.0028346i,0.0016618+0.00085578i,0.0024453+0.0030033i,0.0022572+0.0031099i,0.00087176+0.0030753i,0.0011797+0.0039356i,0.0026486+0.0039515i,0.003171+0.001887i,0.002501+0.0012158i,0.00093838+0.0031893i,-0.00016691+0.0048823i,-0.00037414+0.0053921i,-0.0014289+0.0045937i,-0.0027959+0.0029954i,-0.0034587+0.0017765i,-0.0035429+0.0015717i,-0.0026838+0.00033579i,-0.0020642-0.0022575i
-0.0037551+0.00045602i,-0.0010513-0.0023863i,0.0034544-0.0020729i,0.0057572-0.0018724i,0.0052016-0.0027797i,0.0028464-0.0037613i,0.00030489-0.0028392i,0.00079785-0.0026542i,0.0020814-0.0033015i,0.0013616-0.0030305i,-0.00060606-0.0021943i,-0.0024436-0.0017771i,-0.0035301-0.0019924i,-0.0029462-0.0015088i,-0.0013761-0.0019416i,0.00047167-0.002783i,0.0019138-0.0028506i,0.002407-0.0031417i,0.0031258-0.0026226i,0.0037274-0.0023669i,0.0032871-0.0023941i,0.0021712-0.0013714i,0.00034831+0.0008522i
0.0054245-0.0024822i,0.0092086-0.0019931i,0.0074586-0.0030815i,0.0042394-0.0025968i,0.0017295-0.0010838i,0.00094629-0.00015416i,0.00077891+0.00025662i,0.001292-0.0006397i,0.0020949-0.0017609i,0.002557-0.001341i,0.0035544+0.00018053i,0.0053461+0.00029199i,0.005527-0.00065112i,0.0035252-0.00010174i,0.0013219+0.0016497i,-4.4535e-05+0.0039217i,-0.0010234+0.0050371i,-0.0023397+0.0040434i,-0.0048245+0.0011901i,-0.0068711+0.00010381i,-0.0065441+0.0006372i,-0.0043895-0.00049711i,-0.0020542-0.0021516i
-0.00078497+0.0048053i,0.0023595+0.0035364i,0.0052403+0.0013784i,0.0056433-0.0018784i,0.0037665-0.003912i,0.0014626-0.0035527i,-0.001055-0.0016116i,-0.0028336-0.0011603i,-0.0034264-0.0022681i,-0.0047232-0.0023432i,-0.0051752-0.001261i,-0.0032981+0.00032804i,-0.0027852+0.0015307i,-0.0032507+0.0014598i,-0.0027371-0.00021577i,-0.00115-0.002252i,0.0013208-0.004187i,0.0024588-0.0040219i,0.0027887-0.0014244i,0.0036719+0.00080344i,0.003544+0.0013325i,0.002223+0.0019295i,0.0010387+0.0034631i
0.0039156-0.0022162i,0.0057631-0.0015272i,0.0057791-0.001235i,0.0042284-0.0025634i,0.0026822-0.0033379i,0.0010463-0.0023479i,0.00048286-0.00068734i,0.001603+0.00042795i,0.0026708-0.00023884i,0.002737-0.0014745i,0.0035672-0.0019486i,0.0043051-0.00298i,0.0037438-0.0045589i,0.00239-0.0040655i,0.00052489-0.0014208i,-0.00085639+0.00209i,-0.0020378+0.0041999i,-0.0040001+0.0036564i,-0.0052462+0.0018183i,-0.0050075-0.00045267i,-0.0043028-0.0023066i,-0.0023628-0.0029647i,5.8051e-06-0.003198i
0.0025301+0.0019682i,0.0042437+0.00082943i,0.0046654-0.002206i,0.0031716-0.0030199i,0.0015014-0.0024905i,0.00028428-0.0020076i,-0.0005371-0.0010325i,-0.00060094+0.00049667i,-0.000811+0.00091331i,-0.0018663+0.00070666i,-0.0025378+0.0024531i,-0.0021538+0.0043493i,-0.001776+0.0048373i,-0.0011142+0.0037734i,0.00018166+0.0011318i,0.001549-0.0013863i,0.0020692-0.0029609i,0.0021788-0.0023769i,0.002939-0.00023649i,0.0033278+0.0013439i,0.0026941+0.0020685i,0.00099716+0.002265i,-0.001651+0.0021578i
0.00035498-0.00097i,0.0041901-0.000614i,0.0051431+1.6124e-05i,0.0032006-0.0016033i,0.0021866-0.0030352i,0.0013233-0.002517i,-0.00038274-0.0018747i,-0.00024736-0.0028185i,0.0017062-0.0040003i,0.002423-0.0046931i,0.0018728-0.0049222i,0.0013561-0.0045255i,0.00060086-0.0055131i,-0.00010869-0.0059435i,-0.00027108-0.0028881i,-0.00097413+0.00077387i,-0.0013183+0.002335i,-0.00016611+0.0016531i,-0.00075239-0.00078349i,-0.002512-0.0031487i,-0.0028-0.0033344i,-0.001486-0.0025226i,0.00019281-0.0017947i
0.0039645+0.0012789i,0.0049802+0.0016604i,0.0050439-0.0011414i,0.0042447-0.0025932i,0.0024745-0.0024466i,0.00095178-0.0018385i,-0.00014316-0.00066019i,-0.0010658+0.00056002i,-0.0021527+0.00073948i,-0.0031817+0.0010304i,-0.002469+0.0021385i,-0.00060277+0.003264i,0.0014664+0.0045377i,0.0016596+0.0051429i,0.00044921+0.0031365i,0.0011648+0.00027056i,0.0021698-0.0017837i,0.0016763-0.0023045i,0.0018344-0.00026398i,0.0024952+0.0029874i,0.0016667+0.0040401i,-0.00019231+0.0038815i,-0.0016234+0.0040336i
-0.00093565-0.00070489i,0.0010886-0.0024872i,0.0033357-0.0038252i,0.0028768-0.003411i,0.0017474-0.0028324i,0.0008519-0.0019515i,0.00035271-0.0014539i,0.00038458-0.0013308i,-0.00091078-0.0023474i,-0.0026976-0.0038775i,-0.0032893-0.0044199i,-0.0026701-0.0048112i,-0.0031523-0.005814i,-0.0036662-0.0059642i,-0.0027512-0.0047997i,-0.0031804-0.0019648i,-0.0031201+2.8672e-05i,-0.0020674-0.00023464i,-0.0015747-0.0010338i,-0.00073824-0.002576i,0.00060308-0.0042955i,0.0020577-0.0040478i,0.0027443-0.0022811i
0.0050714-0.0016714i,0.0073983-0.00041621i,0.0066568-0.0009741i,0.0036823-0.0028641i,0.0013636-0.0034459i,0.00085283-0.0018858i,0.00087446-0.00012984i,0.0012685+0.0010128i,0.0018591+0.0015967i,0.0014314+0.002315i,0.0011423+0.0031203i,0.0028107+0.0040365i,0.00514+0.004511i,0.0054701+0.0043285i,0.0043802+0.0034952i,0.00376+0.0018068i,0.0031425+0.00048145i,0.001619+0.00043614i,0.00073378+0.0011204i,0.00028341+0.002593i,-0.0011498+0.003655i,-0.0028895+0.0037724i,-0.0028825+0.0028459i
0.00012786+0.00053473i,0.0010792+0.00053383i,0.0017702+0.00043364i,0.0027842+0.0004585i,0.002531+0.00038045i,0.0016794-0.00021273i,0.0010582-0.0011985i,0.00026587-0.0020263i,-0.0009751-0.003526i,-0.0025486-0.0043946i,-0.0030465-0.0039477i,-0.0029762-0.0038075i,-0.0044557-0.0042568i,-0.0055678-0.0041289i,-0.0049626-0.0027624i,-0.003771-0.00084038i,-0.0025868+0.00040886i,-0.0008286+0.00087078i,0.00055352-9.7328e-05i,0.0018401-0.0018525i,0.0032343-0.0027122i,0.0039169-0.002736i,0.003244-0.0020774i
0.0026486+0.001202i,0.0064179-5.2121e-05i,0.0069791-0.0026095i,0.0045739-0.0053295i,0.0032921-0.0050815i,0.0016786-0.0028811i,2.6949e-05-0.0011215i,0.00036014+0.00020177i,0.0014519-0.00085536i,0.0019004-0.0026638i,0.0022373-0.0020402i,0.0042407-0.00014565i,0.0071555+0.00033482i,0.0073791+0.00091972i,0.0053475+0.0012594i,0.0040734+0.00020971i,0.0037637-0.00038962i,0.0028512-0.00079181i,0.00071288-0.0014047i,-0.0015709-0.00019922i,-0.0030342+0.0017825i,-0.0037144+0.0022321i,-0.0030388+0.002166i
0.0021409-0.00062126i,0.0036284+0.00091626i,0.0044794+0.0010972i,0.004691-0.0013413i,0.0036483-0.0031872i,0.0016391-0.0034221i,-0.0010625-0.0016234i,-0.0026008-0.00027026i,-0.0030956-0.0012836i,-0.0038718-0.0021792i,-0.0043626-0.0014206i,-0.0045589-0.00039022i,-0.0053733-0.00025872i,-0.0065506-0.00095371i,-0.0065197-0.0019131i,-0.0054699-0.0021082i,-0.0043642-0.0014321i,-0.0025018-0.00035399i,0.00017591-4.7414e-05i,0.001747-0.00074948i,0.0028277-0.0017774i,0.0037109-0.0012794i,0.0032288+5.2088e-05i
0.0041309+0.0023202i,0.0057655+0.00065006i,0.0065345-0.0016415i,0.0053269-0.0029547i,0.0033667-0.0035158i,0.00077582-0.0026378i,-0.00037896-0.0016301i,0.00084212-0.0013509i,0.0023456-0.0016849i,0.0025554-0.0019298i,0.0027133-0.001595i,0.0045887-0.0010652i,0.0054112-0.0013022i,0.0054492-0.0013488i,0.0049311-0.0005207i,0.0038493+0.00022183i,0.002335+0.00049323i,0.00023307-0.00012599i,-0.00091922-0.00049355i,-0.0018601-2.472e-05i,-0.0029523+0.0002302i,-0.0035041+0.00032757i,-0.0029201-6.0571e-05i
0.0014295+0.0020715i,0.0039432+0.0022731i,0.0055275+0.0012053i,0.0049984-0.00064743i,0.0029406-0.0025217i,0.00037508-0.0031661i,-0.00019722-0.0017234i,-6.3651e-05-0.0010675i,2.2844e-05-0.00093963i,-0.00039954-0.00010567i,-0.0011578+0.00076397i,-0.0018585+0.001728i,-0.0031824+0.0029095i,-0.0048463+0.0030744i,-0.0046309+0.0023551i,-0.0033139+0.0013079i,-0.0020132+0.00084499i,-0.0011911+0.00058341i,-0.00021026+0.00022933i,0.0012135+0.0010089i,0.003006+0.0016619i,0.0038104+0.0014836i,0.0025106+0.00091949i
