-0.0018389-0.00039401i,-0.0028262-0.0014724i,-0.0049929-0.0010678i,-0.0033627-0.0011876i,-0.0016508+0.00055247i,-0.0016993+0.0019339i,-0.0007454+0.0011196i,0.00048759+0.00014208i,0.0011923-0.00051545i,0.00147-0.0011065i,0.00054227-0.0014422i,-0.00012095-0.0013838i,0.00028921-0.0013494i,8.5289e-05-0.0017292i,-6.1023e-05-0.0010596i,-8.9452e-05-0.0002064i,3.835e-05-9.8135e-05i,0.00080726-5.1847e-05i,0.00078255+0.00059377i,0.00033095+0.0013544i,8.0423e-05+0.00067798i,-6.7948e-06-0.00010445i,-0.00064265+0.000241i
-2.4544e-05-0.00079056i,3.5037e-06-0.0017776i,0.00022361-0.0020175i,8.2902e-05-0.0023373i,-0.00088494-0.0013013i,-0.0012548+0.00099797i,0.000202+0.0016068i,0.0012129+0.00078451i,-0.00016729+0.00023072i,-0.0011687-1.4348e-05i,-0.00047369+0.00024794i,-0.00024273+0.00034289i,-0.00022002+0.00017269i,-0.00044401+5.7399e-05i,-0.00034921+0.00067156i,-0.00012337+0.00096253i,-5.8751e-05+0.00017757i,0.00011853-0.00041706i,0.00017105-0.00033066i,-0.00032156+0.00024589i,-0.00059132+6.868e-05i,-2.4013e-05-0.00065411i,0.00069928-0.00075726i
0.00093238-0.0024167i,-6.1825e-05-0.0028966i,-0.00084781-0.0026448i,-0.00035656-0.0025641i,-0.00056625-0.0026091i,-0.00071973-0.0014024i,-0.00033665+0.00032629i,-0.00023282+0.00065601i,-0.00041229-7.5765e-05i,-0.00039241-0.00014017i,-0.00026136+0.00030832i,-0.00020993+0.00038668i,0.00055686-0.00028626i,0.00088702-0.00084436i,-0.0002711-0.0011138i,-0.00097765-0.0015986i,-0.00049362-0.00128i,-4.7074e-05-0.00034528i,0.00021733+0.00033001i,0.00030494+0.00020322i,0.00026755+7.659e-05i,8.9186e-05+0.00027192i,4.8096e-05+0.00020026i
-0.0016546-0.0010164i,-0.0016846+0.00029908i,-0.0012719+0.00096609i,-0.00031311+0.00092567i,0.00030504+0.001209i,0.0006486+0.00062555i,0.00045513-0.00050759i,0.00051225-0.00030951i,0.00015343+0.00089053i,-0.00015156+0.0010259i,-0.00034464+0.00091905i,-7.8764e-05+0.00084485i,0.00037271+0.00029394i,0.00063514-0.00020493i,0.00071695+0.00018666i,0.0008615+0.00042929i,0.00061777-0.00013437i,0.00025235-0.00077371i,-4.5119e-05-0.0010622i,-0.00072815-0.0009902i,-0.0012786-0.00082404i,-0.00073226-0.00033008i,-0.00022679+0.00042045i
-0.0010747-0.0021787i,-0.0018972-0.0034421i,-0.0028891-0.002618i,-0.0018051-0.00091435i,0.00015342+0.00022254i,0.00017591+0.0010796i,0.00030499+0.00078559i,0.0007029+5.3426e-05i,0.00077011-0.0002966i,0.00071129+3.9318e-05i,-0.00022772+0.00020849i,-0.00060274-7.778e-05i,-0.00060537+0.00024689i,0.00027113+0.00079836i,0.00075709+0.00047014i,0.0002279-0.00044926i,0.00042224-0.00043475i,2.4502e-05+0.0001839i,-0.00087096+0.0002093i,-0.00052475+1.568e-05i,-0.00026934+0.0002748i,-0.00045333+3.0025e-05i,-9.8745e-06-0.00073256i
0.00074246-0.00020556i,0.00094451-0.00062889i,4.9025e-05-0.00077177i,-0.00052663-0.00037224i,-0.00033652-8.8678e-05i,0.00050944+3.3829e-05i,0.0013731+0.00046095i,0.00054592+0.00041289i,-0.00033676-0.00036546i,-1.1606e-05-0.00063783i,-0.00011403-0.00037677i,-0.00011034-0.00074933i,0.00024833-0.00050018i,0.00026507-0.00034886i,3.625e-05+8.2106e-05i,-0.00014488+0.00045817i,1.8106e-05-3.714e-05i,2.2553e-05-6.9761e-05i,-0.00015648-0.00027757i,-0.0002324-0.00055758i,-0.00015296-8.9121e-05i,-3.3914e-05+0.00052491i,-0.0006482+0.00057589i
-0.00038159+0.0019652i,-0.00122+0.0021227i,-0.00086845+0.0022816i,0.00061483+0.0018495i,0.0011726+0.0013933i,0.00036812+0.00083859i,7.8877e-05+0.00056776i,0.00025206+0.00075333i,0.00042386+0.0010215i,0.0008891+0.0010079i,0.0008717+0.00054883i,0.00061512+0.00031004i,0.00037563-0.00031268i,-0.00085757-0.00078487i,-0.0013951-0.0012683i,-0.00093326-0.00060401i,-0.00046399+0.00055777i,0.00065379+0.00079184i,0.0010917+0.0010759i,0.00029628+0.00050153i,-0.00029074-0.00037402i,-0.00032917-0.00067667i,0.00027795-0.00076911i
0.0014817-0.00052649i,0.0014569-0.0011559i,0.00071391+4.9508e-05i,0.00045851+0.00071073i,0.000343+0.00052714i,-0.0004023+0.0001227i,-0.00075992+0.00014134i,-0.00073706+0.00038855i,-0.00035263+0.00049902i,-0.00028813+0.00023718i,-0.00059115+0.00020996i,-0.00078976-0.00027368i,-0.0010864-0.00080676i,-0.00094456-0.00022276i,-0.00032643+0.0004169i,-4.6914e-05+0.00014799i,-1.7009e-05-5.8267e-05i,0.00018133+0.00026434i,-0.00036161-3.1947e-06i,-0.00040467-0.0003609i,7.1313e-05-0.00014951i,0.00020831+0.00024818i,1.8458e-05+0.00057534i
-0.0011965-0.0001387i,-0.00041544+5.896e-05i,0.00015435+1.8456e-05i,-0.0001371-0.00072183i,-0.00054205-0.00049456i,-0.00074159-6.8027e-05i,0.00042327-0.00043008i,0.00069748-0.00064736i,-0.00035079-0.00048267i,-0.00038185-0.00040952i,-0.00018643-4.357e-05i,-0.00024597+0.00097972i,-0.00024088+0.0012622i,-0.0004122+0.00063402i,-0.0004758+0.00033643i,0.00011907-0.00017729i,0.00011896-0.00039797i,-0.00059632-0.00036177i,-0.00027844-0.00012624i,-1.3705e-05+0.00073907i,-0.00024017+0.00095069i,0.00015147-2.517e-06i,0.00015898-0.00061783i
-0.0013845-0.00032588i,-0.0013814-0.00026064i,-0.00049933-0.00067866i,-8.4358e-05-0.0004392i,7.1637e-05-0.00011077i,0.00030156+9.7867e-05i,0.00072822+0.00019373i,0.00073204-0.00019091i,-0.00061312+0.00010807i,-0.0010231-0.00025494i,-9.2493e-05-0.00090314i,0.00053632-0.00039468i,0.0010101+5.5663e-05i,0.00052455-0.00017812i,-0.00035706-2.5341e-05i,0.00010819+0.00017988i,0.00017389-0.0003005i,-0.00084368-0.000527i,-0.0006299-0.00017317i,1.044e-05+0.00021187i,-0.00044564+0.00045335i,-0.00031391-6.3223e-05i,-0.00012491-0.00093914i
0.00075228-0.0010692i,-0.00071738-0.0013831i,-0.00057347+0.0003511i,0.00046073+0.00041701i,0.00062077-0.00045025i,0.00042478-0.00025635i,0.0006999+0.00060124i,0.0012668+0.00055818i,0.00090255+0.00036898i,-3.0041e-06+0.00073899i,0.00019572+0.00086842i,0.00096525+0.00022826i,0.0013659-7.2593e-05i,0.0003908-0.00040984i,-0.0006287-0.0015259i,-0.00011955-0.001297i,0.00011657-0.00013922i,-0.00010492+0.00012114i,5.4774e-06+0.00011262i,-9.8953e-05+0.00035645i,5.5686e-05-2.5105e-05i,-0.00026859-5.4743e-05i,-0.0011092+0.00075028i
0.0009814-0.0030906i,4.5252e-05-0.0024637i,-0.0010841-0.0016659i,-0.0015825-0.00064341i,-0.0012137+0.0008571i,-0.00087777+0.0011161i,-0.00045648+0.0004402i,-0.00051104-0.00011107i,-0.00097829-8.9638e-05i,-0.00052152-0.00048217i,-3.1982e-05-0.0008408i,7.3587e-05-0.0005429i,0.00049842+6.3225e-06i,0.0011225+0.00088523i,0.00092866+0.0012448i,0.00013778+0.00081707i,-0.00028792+9.1814e-05i,-3.502e-05-0.00073344i,0.00096893-0.0012356i,0.0012445-0.00064558i,0.00097951+0.00018044i,0.0012206+0.00061033i,0.0011001+0.00049486i
4.1052e-05-0.0020092i,-0.00072558-0.0015473i,-0.0021977-0.0013298i,-0.0027302-0.0007723i,-0.0031366+0.00024316i,-0.0018857+0.0012262i,-0.00037497+0.0012709i,0.00032871-8.1807e-05i,0.00011426-0.00023093i,-0.00084664+0.00069019i,-0.00097534+0.00078886i,0.00018022+0.00067553i,0.0006491+0.00043712i,2.894e-05+0.00032774i,0.00018269+0.00022197i,0.00030133+0.00010454i,-0.00020477+1.708e-05i,-0.0003978-0.00049462i,-0.00064918-0.00080179i,-0.0011003-0.00035642i,-0.00024847-0.00047146i,0.00073088-0.0006039i,0.00028006-0.00020645i
0.0010329+0.0014954i,0.00067509+0.00058073i,0.00080751-0.00036005i,0.00082496-0.00084859i,0.0011962-0.0011946i,-0.00014718-0.0011753i,-0.0011004-0.00092506i,-0.00046153-0.00046574i,3.9404e-05-7.1254e-05i,0.00042505+0.00031626i,0.00020927+0.00023387i,-0.00020636-0.00015223i,-5.0653e-05-0.00011554i,0.00021499-4.3254e-05i,-0.00024162-0.00039257i,-0.00024978-8.2765e-05i,-0.00038033+3.8324e-05i,-0.00053561-0.00040878i,-0.00040332-0.00044054i,-0.00030408-0.00016577i,0.00048047-0.00010097i,0.0011708-0.00043665i,0.00060574-0.00066043i
-0.00067696+5.4114e-05i,-0.00032412-0.00022483i,0.0015896+4.8444e-06i,0.0025389-0.00011671i,0.001293-0.00073873i,0.00037901-0.00023109i,0.00021955+0.00032767i,0.00041634+0.00062944i,0.00014883+0.00075694i,-0.00028385+0.00056868i,-0.00024492+0.00029622i,-0.00023516-2.7767e-05i,0.00047601-0.00020918i,0.00087802-0.00012161i,-0.00042908-0.00016849i,-0.00090026-0.00039515i,6.9899e-05-0.00013218i,0.0005769+0.00062774i,0.0007641+0.00071272i,0.00056009-6.1963e-05i,0.0003178-9.6242e-05i,0.0002292+8.5346e-06i,-0.00019367-5.9551e-05i
-0.0014454+4.1568e-05i,-0.0030313-0.00046642i,-0.0018504+0.00091579i,0.0007493+0.0018121i,0.0012861+0.00089232i,0.0007203-0.00018216i,6.7659e-05-0.00026442i,-0.00013612-0.00063317i,7.4446e-05-0.00050212i,0.00052212+3.3767e-05i,0.00086159-0.00056501i,0.001054-0.0010746i,0.00057555-0.00099139i,0.00037051-0.0010429i,0.00018386-0.0015262i,0.00013622-0.0011304i,0.00049484-0.00059119i,0.00010635-0.00025735i,-0.00056999+0.00024284i,-0.0010756+0.00050412i,-0.0011649+0.00057494i,-0.00098002+0.00088241i,-0.00047202+0.00085982i
0.00079984-0.00071659i,0.00096438-0.0017956i,0.0010629-0.0021101i,-4.4747e-06-0.0013333i,-0.0011383-0.00058925i,-0.00086979+0.0001087i,0.00056096+0.00062989i,0.0011208+0.00025471i,0.00016266-0.0002868i,-0.00058361-0.00092752i,-0.00045028-0.00061737i,-0.000141+0.00031099i,0.00032837+0.00049075i,0.00042683+0.00027246i,0.0009237+0.00046829i,0.0013894+0.00066423i,0.00054007+0.00041806i,0.0001489+6.9856e-05i,0.00040439+0.00069906i,0.00061595+0.00067817i,-0.00011044+0.00031007i,-0.0012715+0.00022641i,-0.0011279-0.00016746i
0.00089511-0.00052103i,0.00018564-0.0007859i,-0.00053134-0.001193i,-0.001165-0.00016079i,-0.00091427+0.0010434i,-0.0005099+0.001626i,-0.00036488+0.0013887i,-0.0006314+0.00090786i,-0.00086297+0.00013636i,-0.00062208+0.00038866i,-0.00032484+0.00045839i,-0.00043294+0.0001655i,-0.00048604+0.00031011i,-9.2279e-05+0.00074191i,8.6064e-05+0.00050998i,-0.00042315+0.00047271i,-0.0011587+0.00070473i,-0.0004844+0.00020557i,0.00028568-0.0001854i,0.00023051-9.0745e-05i,-0.00014115-0.00022276i,-0.0001031-0.00070905i,-0.00077518-0.00041656i
-0.001101-0.00061309i,-0.0013564+0.00026513i,7.3372e-06+0.0003179i,0.0012987+8.6966e-05i,0.00035409-4.7562e-05i,-0.00063008+1.4365e-05i,-0.00030094+0.00043896i,-0.00059333+0.00016471i,-0.00091023+6.4625e-05i,-9.5531e-05-0.00022095i,0.00028646-0.00053236i,0.00050606-0.0006118i,0.00048368-0.00053185i,0.00029349-0.00013314i,-0.00047126-0.0002114i,-0.0007101-0.00073484i,-0.00061452-0.0010344i,-0.0005739-0.0004386i,0.00028869+0.00066962i,0.00085776+0.00066544i,0.00049992+5.2959e-05i,-0.00022197-0.00036635i,9.1359e-05-0.00056023i
0.00078492+0.0010298i,0.00089104+9.88e-05i,0.0001059-0.00037015i,-0.00049775-0.00084165i,-0.0010715-0.0015973i,-0.001536-0.0014553i,-0.00077872-0.00072586i,4.3945e-05-0.00073703i,0.00013563-0.0011491i,0.00019034-0.00040441i,-7.4663e-05-5.7904e-05i,-0.00070523-1.4133e-06i,-0.00062844+0.00019468i,-0.00050129-0.00015608i,-0.0010093-0.00044976i,-0.00080192-0.00028467i,0.00020571-0.00047114i,9.611e-05-0.00071069i,-0.00075673-0.00060952i,-0.00080918-0.00033604i,-8.1031e-05-2.4355e-05i,0.00024405+0.00018652i,0.00015793+0.00036824i
0.00063582-0.0015962i,-0.00072575-0.0016364i,-0.0014237-0.0010617i,-0.0012331-0.00066867i,-0.0013017-0.00078079i,-0.00023718-0.00067608i,0.00044272-0.00047228i,6.8811e-05-0.00067071i,0.00033358-0.00027832i,0.00072088-0.00052597i,0.00028895-0.0005559i,-0.00075593+5.4795e-05i,-0.00073547+0.00083583i,-0.00019077+0.0011347i,0.0004362+0.00034266i,0.00060067-0.00034556i,0.00061698-0.00034766i,0.00067323+4.6761e-05i,0.0010137+5.8974e-05i,0.0011955-0.00039024i,0.00034648-0.0004721i,4.0885e-05-0.00034491i,0.00013776+0.00018787i
0.00030127-0.0015459i,0.00081811-0.0020395i,0.0011053-0.00044086i,0.00074084+0.00042171i,0.00012636+0.00067971i,0.00061419+0.0013355i,0.0010517+0.001263i,0.00069153+0.0003113i,0.00067967-0.00049358i,0.00062326-2.0399e-05i,0.00052699+0.00023649i,0.00073237-0.00015616i,0.00084533-0.00045998i,0.00012155-0.00048379i,0.00031535-0.00062622i,0.0006985-0.00094276i,-9.8192e-05-0.00039551i,-0.00077501-4.583e-05i,-0.00019677+0.00015993i,-0.00034336+0.00018434i,-0.00092257+0.00035248i,-0.00093272+0.00080619i,-0.00068568+0.0010755i
-0.00097914-2.9437e-05i,-0.00090087+0.00010921i,-0.0016955+0.00083651i,-0.0013673+0.0013445i,-0.00076618+0.0011877i,-0.00023488+0.00021667i,6.9104e-05+0.00032643i,0.00019577+0.0010818i,0.00011934+0.00071467i,-6.8015e-05-0.00018628i,0.00012364-0.00043925i,0.00089036-0.00053125i,0.0013753-0.00030436i,0.00068954+6.9163e-05i,-0.0001665-0.00028764i,-0.00083202-0.00044438i,-0.0010874-0.00010435i,-0.0011642-0.00024214i,-0.00097947-0.00044782i,-0.00065119+0.0001734i,-0.00043897+0.00077016i,-0.00047976+0.00027928i,-0.00035131-0.00061328i
-0.00072853-0.00029343i,-0.00025391+6.9348e-05i,0.00023074+0.00029629i,0.00021504-0.00033487i,4.8153e-05+0.00021584i,-0.00029698+0.00064304i,-0.00052359+0.00090756i,-0.00033641+0.00033372i,0.00055065-0.00051773i,0.0011227-0.00011245i,0.00057976+5.0042e-05i,0.00027683-7.4123e-05i,0.0004914-0.00059151i,0.00037776-0.0012261i,7.1855e-05-0.00059435i,-0.00042106-0.00018157i,-0.00013712-0.00028307i,-0.00031761-0.00012395i,-0.00081582-0.00014608i,-0.0012222+0.00033796i,-0.0012568+0.00016057i,-0.00027627-0.00076391i,8.4566e-05-0.0013077i
-0.0015806-0.0019342i,-0.0023908-0.0013514i,-0.0032935-0.00019096i,-0.0020327+0.00027059i,3.5568e-05+0.00066782i,0.00086197+0.0012232i,0.00079875+0.00099096i,0.00062237-0.00053748i,0.00028191-0.0016669i,-0.00025073-0.0011387i,-0.00018808+6.714e-05i,9.5121e-05+0.00028779i,0.00055539-0.0002279i,0.0014486-0.00020798i,0.0012302+3.4885e-05i,0.00031164+0.00011784i,-0.00028936+0.00013498i,0.00048358+0.00031435i,0.00095218+1.799e-05i,0.001039+1.8571e-05i,0.0010814+0.00026642i,-9.5561e-05+0.00029386i,9.9248e-07+0.00033832i
-0.0013768-0.00092382i,-0.00089743-0.0015972i,0.00031847-0.0016144i,0.0003854-0.0014845i,0.00079438-0.00083846i,0.00054654-0.00029947i,-0.00010324+4.1597e-05i,0.00018532+0.00016799i,0.00067866+0.00026383i,0.00040829+0.00045047i,0.0003261+0.00055016i,9.4316e-05-0.00011762i,2.7275e-05+3.658e-05i,0.00020109+0.00044799i,4.2658e-05+0.00064933i,0.00016605+0.00021899i,0.00040995-0.0006914i,0.00045011-0.00060863i,0.00047336+0.00036333i,-0.00081346+0.001002i,-0.0012378+8.2006e-05i,-0.00044438-0.00033504i,-0.00013232-0.00056667i
-0.00046755-0.00026892i,-0.00046573-0.00029731i,-8.6662e-06+0.0001477i,-7.9892e-05-8.266e-05i,-0.00033872+0.00021867i,-0.00028257+0.00062914i,-0.0003136+0.00033474i,0.00013383+0.00056313i,0.00048523+0.00050417i,0.0010669+5.6761e-05i,0.0014883+0.0003977i,0.00053481+0.0010129i,-0.00025146+0.00059188i,-0.00026755+0.00023151i,-0.00088576+0.00050457i,-0.00096804+0.00022694i,-0.00058021-0.00049356i,-0.00012793-0.00062962i,0.00044939-4.6827e-05i,0.00046672+0.00035852i,-9.1716e-05+0.00065327i,-0.00014366+1.8563e-05i,-0.00028532-0.00039598i
-0.00028911-0.00083304i,-0.00080326-0.0011188i,-0.00082769-0.0010354i,-0.00055697-0.0013542i,-0.00067476-0.0014548i,2.5445e-05-0.00031038i,0.00098607+0.00061018i,0.0013934+0.00092459i,0.0011448+0.00022556i,0.00088857-0.00033153i,0.0003396+0.00034874i,0.00036977+0.0001391i,0.00066285+0.00047406i,0.00012152+0.0016236i,-0.00060676+0.0012295i,-0.0010243+0.00020484i,-0.00088013-0.00075469i,-0.00076056-0.0009335i,0.00028076-0.00063508i,0.00071471-0.0002785i,0.00023717-0.00023833i,0.00078275-0.00054861i,0.00079632+0.00021612i
-0.00077204-0.0015916i,-0.00061749-0.0016327i,-0.00044934-0.0011169i,-0.00028841-0.00032449i,-4.4214e-05+0.00054679i,0.00043691+0.00065971i,0.00089948+0.00035811i,0.00089349+0.00015295i,0.00029437+0.00011574i,-8.3604e-05-5.8308e-05i,-0.00011074+0.00014513i,-0.00081634+0.0002077i,-0.00027309+0.00013407i,-6.8811e-05+5.6266e-05i,-0.00057144-0.00012572i,-0.00022854+0.00010236i,-0.0002194+0.00021299i,0.00026573+2.0879e-05i,0.00050967+0.00026496i,0.00054159-5.211e-05i,0.00039768-0.00011531i,-0.00023043+0.00041288i,-0.00019342-0.00056668i
-0.00055786-0.0010461i,-0.00040518-0.0014i,0.00041905-0.0007986i,0.00058484-0.00021757i,-0.00015949-0.00030923i,-0.00029652-0.00072824i,5.4579e-05-7.0419e-05i,-0.00061268+0.0011342i,-0.00079275+0.00064313i,-0.00021399-0.00039876i,0.00083218-6.5895e-05i,0.0010013+0.0010915i,0.00073605+0.00055542i,0.00056366-0.00036823i,1.1389e-05-0.000155i,-0.00075545+0.00013004i,-0.00052237-0.00046495i,0.00011169-0.00089231i,0.00021973-0.00041106i,-7.9818e-05+2.6591e-05i,-5.5013e-05+0.0002339i,0.00057001-0.00033117i,0.00059433-0.00084867i
0.00037524+0.00034321i,3.8617e-05+3.1071e-05i,0.00015076+0.00075398i,4.9886e-06+2.7541e-05i,-0.00035536-0.00060105i,-0.00021976-0.00014569i,-6.622e-05-0.00039594i,-0.00023216-0.00097015i,-0.00028545-0.0006417i,5.9067e-05+0.00045532i,0.00026371+0.00076352i,9.9537e-05-0.00020343i,-0.00050133-0.00079631i,-0.00080758-0.0016169i,-0.00024812-0.0011618i,0.00024493+0.00025452i,0.00027775+0.00016963i,0.00029619-0.00080815i,0.00070057-0.00079347i,0.00078038+0.00016328i,0.00039109+0.00064272i,0.00020081+0.00075194i,-0.00014895+0.00034645i
-0.0020936-0.00077598i,-0.0025933-0.00064325i,-0.0013073+0.00042775i,0.00039324+0.0005809i,0.0013821-0.00061807i,0.0014673-0.0010145i,0.0013049-0.00051706i,0.0010906+6.2756e-06i,0.00091647+0.00023794i,0.00081621+0.00027616i,0.00049858+0.00017628i,-0.00028826-2.1632e-05i,-0.00080891-0.00019879i,-0.0004539-0.00027499i,0.00017277+4.1309e-05i,0.00043398+0.00015147i,0.0003805-4.255e-05i,-0.00028651-0.00056293i,-0.00079282-0.0012411i,-0.00091648-0.00085371i,-0.00079407-0.00023904i,-0.00081008-0.00050409i,-0.00032724-0.00067948i
-0.0042757-0.0019814i,-0.003435-0.00039496i,-0.0013641+0.0022948i,2.0292e-06+0.0031521i,0.0010309+0.0023776i,0.0014145+0.001524i,0.00052323+0.0006962i,0.00010302-3.8345e-05i,0.00018719-0.0006268i,0.00031476-0.00077869i,0.00084752-0.00020853i,0.0012854+0.0005855i,0.0012781+0.00067818i,0.0010225+0.00053895i,0.001032+8.7069e-05i,0.0014893-0.00090914i,0.00095722-0.00094968i,0.00066044-0.00078144i,0.00067265-0.00077975i,-0.00025222-0.00028783i,-0.00091787-0.00035016i,-0.0010368-0.00039303i,-0.00035671+7.6718e-05i
0.00091105-0.000571i,0.00024362-0.00076181i,-0.00084922-0.0018362i,-0.00029259-0.0018136i,-1.0946e-05-0.00099872i,-0.00060497+0.00019024i,-0.00012459+0.0011973i,0.00085646+0.00087966i,0.00077087+0.00055575i,-6.2727e-05+6.5588e-06i,0.00046373-0.00089956i,0.00077511-0.00056237i,-7.7656e-05+0.00057218i,-0.0003643+0.000964i,-1.1315e-05+0.00052079i,-0.00067783-0.00018946i,-0.0014183+0.00024875i,-0.00064604+0.00068828i,0.00041733-0.00029571i,-8.2114e-05-0.0003638i,-0.00020861+0.00020965i,-0.0003866-5.3377e-05i,-0.00047773-0.0005378i
-2.6355e-05-0.0012722i,6.4552e-05-0.0020442i,0.00030511-0.00096645i,0.00069318-0.00011895i,0.0010283-0.00056032i,0.00056882-0.00050469i,0.00017644+0.0006888i,-0.00021412+0.00076946i,0.00031949+1.7139e-05i,0.00097431-0.00037346i,0.00023783-0.00080715i,-0.00044997-0.0011792i,-0.00042387-0.00051571i,-8.2607e-05-0.00014406i,7.5669e-05+6.7769e-05i,-0.00032114-0.00026323i,-0.0001499-0.00047356i,8.8861e-05-0.00020821i,-0.00060433-0.00019623i,-0.00052827+5.6665e-05i,-0.00035081+2.3249e-05i,-0.00023932+0.00014612i,-0.00038654+0.00036054i
4.9592e-05+0.0010045i,-0.00031164+0.00056928i,2.3056e-05+0.00082119i,0.00045104+0.00079793i,0.00046074+0.0002507i,0.00012594+6.4302e-06i,0.00019654+0.00033133i,-0.00010227+0.00011336i,-8.8972e-05-0.00022455i,0.00040912-0.00064429i,0.00030651-0.0005055i,-0.00033611-0.00023067i,-0.00052902+3.4561e-06i,-0.00026644+0.00034705i,-0.00015021+4.582e-05i,-0.00054822-0.00055884i,-0.0003597-0.0014273i,0.00067537-0.0017888i,0.0002605-0.00077172i,-0.00024823-0.00062869i,0.00025152-0.00067728i,0.00027404-0.00078894i,-0.00022422-0.00055421i
-0.002071+0.00062913i,-0.001385-0.00027375i,-1.6843e-05+0.00024474i,0.0008322+0.0013258i,0.0012578+0.00086923i,0.0014356+0.00029182i,0.0013231+0.00028483i,0.0010651-0.00013749i,0.00038321-0.00031429i,0.00027907-0.00024314i,0.00037825+0.00037441i,-0.00013946+0.00041394i,0.00029728-0.00034297i,0.00074808-0.00042977i,0.0006371-0.00046037i,0.0005288-0.00047599i,0.00089639-0.00059168i,0.00085427-0.00042606i,0.00017027-0.00022455i,0.00010378-0.00053881i,0.00073062-0.00038556i,0.00042911-0.00016603i,0.00015355+9.0862e-05i
-0.00018938+0.00017655i,-0.0012812-0.00093841i,-0.0011203-0.0012369i,-0.00037442-0.00015738i,-0.00031389+0.00077807i,-8.1901e-05+0.00068956i,7.6589e-05+0.00041627i,-0.00037364+3.0143e-05i,-0.00081902-0.00014952i,-0.00040198+0.00010969i,0.00036558+0.00027772i,0.00074833+6.6306e-05i,0.00078361+0.00031794i,-0.00022921+0.00077265i,-0.00075188+0.00056345i,-0.00055998-3.3344e-05i,-0.00022851-0.00026366i,-0.00040798-0.00035135i,-0.00075846-0.00045659i,-0.00086574-0.00036754i,-0.00051275-0.00026349i,0.00073084-0.00021562i,0.00059543+2.5296e-05i
0.00068491-0.00092937i,0.00081398-0.0009365i,-0.00034673-0.00083637i,-0.0011324-0.0006706i,-0.00096569-0.00034538i,0.00022956-0.00011743i,0.00099601+6.2422e-05i,9.7701e-05+0.00016266i,-0.00064222-2.8056e-05i,-0.0005989+5.084e-05i,0.00017574+8.3811e-05i,0.00067447+0.00013351i,0.00066804+2.3538e-05i,0.00084476-0.00025141i,0.00089812-0.00058013i,3.9473e-05-0.00073566i,-0.00054027-0.00023503i,-7.8733e-05+0.00038681i,0.000368+0.00076995i,0.00095357+0.0010538i,0.0014884+0.00034359i,0.0012814-0.00027257i,0.00025889-0.00040828i
-0.0012352-0.00025874i,-0.0008339-2.3783e-05i,-0.001366+0.0014135i,-0.001008+0.0022126i,0.00063927+0.0014814i,0.0012729+0.00049223i,0.00097709+2.0139e-05i,0.00040697-0.00050411i,1.2878e-06-0.0002061i,-0.00035848+0.0005738i,-0.00035344+0.00091196i,5.9116e-05+0.00061794i,0.00035636-0.00092357i,0.00078268-0.0014597i,0.00055374-0.00072209i,-4.931e-05-0.00068761i,0.00048888-0.00029609i,0.00054453-0.00016522i,-0.00020316-0.00047517i,0.00011168-0.00039605i,0.00060269-2.3557e-05i,0.00030959+8.0999e-05i,-0.00019866-0.00012576i
-7.2239e-06-0.00055448i,-0.00054714-0.00082755i,-0.0010938-0.00071472i,-0.00036419-0.0011573i,0.00031466-0.0010825i,-0.00016389+5.5675e-06i,-0.00042665+0.00077688i,0.0008253+0.00011992i,0.00093345-0.00024954i,-0.00047693-0.0002387i,-0.0013093-0.0010316i,-0.0011954-0.0014863i,-0.00041927-0.00050215i,-2.8166e-06-0.00020214i,-0.00030427-0.00086385i,-0.00071446-0.00089061i,-0.00066038-0.00037091i,0.00018943-0.00025419i,0.00029225-0.00051474i,-0.00040434-0.00037882i,-0.00027087+0.0001518i,3.1997e-05+0.00045008i,-0.00014838+0.00040085i
-0.0010089-0.0026289i,-0.0017877-0.0032097i,-0.0020181-0.0016221i,-0.00010956+8.1969e-05i,0.0010738+0.00068087i,0.00024803+0.00087815i,-0.00075074+0.00056525i,-0.0011045-0.0001567i,-0.00062311-0.00050691i,0.0006445-0.00080692i,0.0013495-0.001059i,0.00096971-0.00052409i,0.00080902+0.00052814i,0.00085379+0.00078215i,0.00050251-8.4817e-05i,-0.00013676-0.00048606i,6.5813e-06-0.0003548i,0.00069307+0.00030932i,0.00057879+0.00029375i,0.00064875-5.9654e-05i,0.00083012-0.00053025i,0.00078397-0.00071291i,0.00069851+3.8087e-05i
-3.8779e-06-0.0013686i,-0.00044716-0.0003609i,-0.00032171+0.00044526i,0.00090381+0.00086047i,0.00063763+0.001399i,0.00045024+0.00012193i,0.00093804-0.00083161i,9.2025e-05-0.00015671i,-0.00095224-0.00011375i,-0.00064224-0.00041683i,-0.00019154-0.00018249i,-6.5222e-06-0.00050271i,0.00079155-0.00032103i,0.00081664+0.00021898i,0.00018675+0.00042701i,7.7555e-05+0.00017719i,0.00015973-0.00047924i,-9.8921e-05-0.0012664i,-0.00054622-0.0015542i,-0.00074974-0.0014695i,-0.00021651-0.00059532i,0.00031956+0.00027105i,0.00025854+0.00045976i
